assignment_id,resource_id,project_id,revision_number,effective_start_date,effective_end_date,planned_allocation_pct,submitted_date,approval_status
ASG00627,R0397,PRJ2775,1,2024-02-02,2024-04-30,55,2024-02-02,approved
ASG00628,R0398,PRJ3626,1,2024-02-09,2024-04-30,48,2024-02-09,approved
ASG00629,R0399,PRJ1360,1,2024-01-19,2024-04-17,40,2024-01-19,approved
ASG00630,R0399,PRJ1945,1,2024-02-23,2024-04-15,58,2024-02-23,approved
ASG00630,R0399,PRJ1945,2,2024-04-16,2024-04-30,88,2024-04-16,approved
ASG00631,R0400,PRJ1344,1,2024-01-17,2024-04-07,87,2024-01-17,approved
ASG00631,R0400,PRJ1344,2,2024-04-06,2024-04-07,90,2024-04-08,approved
ASG00632,R0400,PRJ0027,1,2024-02-29,2024-04-30,15,2024-02-29,approved
ASG00632,R0400,PRJ0027,2,2024-03-10,2024-04-30,5,2024-03-11,approved
ASG00633,R0401,PRJ2730,1,2024-01-24,2024-03-14,48,2024-01-24,approved
ASG00634,R0402,PRJ1169,1,2024-01-12,2024-04-30,45,2024-01-12,approved
ASG00635,R0403,PRJ2350,1,2024-03-05,2024-04-30,77,2024-03-05,approved
ASG00636,R0404,PRJ2490,1,2024-01-03,2024-04-30,87,2024-01-03,approved
ASG00637,R0404,PRJ0001,1,2024-01-11,2024-04-30,11,2024-01-11,approved
ASG00638,R0405,PRJ1065,1,2024-03-13,2024-04-25,61,2024-03-13,approved
ASG00638,R0405,PRJ1065,2,2024-04-26,2024-04-30,90,2024-04-26,approved
ASG00639,R0405,PRJ1704,1,2024-02-29,2024-04-30,44,2024-02-29,approved
ASG00639,R0405,PRJ1704,2,2024-04-10,2024-04-30,40,2024-04-13,approved
ASG00640,R0406,PRJ1837,1,2024-02-06,2024-04-30,83,2024-02-06,approved
ASG00640,R0406,PRJ1837,2,2024-02-27,2024-04-30,68,2024-02-29,rejected
ASG00641,R0406,PRJ1468,1,2024-01-23,2024-04-30,61,2024-01-23,approved
ASG00642,R0407,PRJ1700,1,2024-01-01,2024-04-30,72,2024-01-01,approved
ASG00643,R0408,PRJ3066,1,2024-03-10,2024-04-30,54,2024-03-10,approved
ASG00644,R0408,PRJ3623,1,2024-02-03,2024-04-30,40,2024-02-03,approved
ASG00645,R0408,PRJ3142,1,2024-01-06,2024-04-05,9,2024-01-06,approved
ASG00645,R0408,PRJ3142,2,2024-04-06,2024-04-30,5,2024-04-06,approved
ASG00646,R0409,PRJ3383,1,2024-01-10,2024-04-10,55,2024-01-10,approved
ASG00646,R0409,PRJ3383,2,2024-04-09,2024-04-10,40,2024-04-10,rejected
ASG00647,R0409,PRJ3623,1,2024-03-11,2024-04-30,85,2024-03-11,approved
ASG00647,R0409,PRJ3623,2,2024-03-21,2024-04-30,55,2024-03-24,approved
ASG00648,R0410,PRJ3924,1,2024-02-17,2024-04-30,82,2024-02-17,approved
ASG00649,R0411,PRJ2318,1,2024-01-20,2024-04-30,50,2024-01-20,approved
ASG00650,R0412,PRJ1601,1,2024-02-02,2024-04-30,74,2024-02-02,approved
ASG00651,R0412,PRJ1123,1,2024-03-11,2024-04-06,59,2024-03-11,approved
ASG00652,R0412,PRJ1514,1,2024-03-02,2024-04-06,18,2024-03-02,approved
ASG00652,R0412,PRJ1514,2,2024-04-07,2024-04-30,20,2024-04-07,approved
ASG00653,R0413,PRJ1887,1,2024-01-16,2024-03-13,86,2024-01-16,approved
ASG00654,R0414,PRJ3506,1,2024-02-26,2024-04-06,60,2024-02-26,approved
ASG00654,R0414,PRJ3506,2,2024-04-05,2024-04-06,80,2024-04-08,approved
ASG00655,R0414,PRJ3430,1,2024-02-28,2024-04-23,47,2024-02-28,approved
ASG00655,R0414,PRJ3430,2,2024-03-09,2024-04-23,40,2024-03-11,rejected
ASG00656,R0415,PRJ1201,1,2024-01-22,2024-04-30,64,2024-01-22,approved
ASG00657,R0415,PRJ1155,1,2024-01-31,2024-04-30,55,2024-01-31,approved
ASG00658,R0416,PRJ2244,1,2024-01-11,2024-04-30,47,2024-01-11,approved
ASG00659,R0416,PRJ2025,1,2024-01-27,2024-04-30,58,2024-01-27,approved
ASG00660,R0416,PRJ2575,1,2024-01-01,2024-04-23,6,2024-01-01,approved
ASG00660,R0416,PRJ2575,2,2024-04-24,2024-04-30,20,2024-04-24,approved
ASG00661,R0417,PRJ3934,1,2024-02-04,2024-04-30,81,2024-02-04,approved
ASG00661,R0417,PRJ3934,2,2024-04-07,2024-04-30,66,2024-04-08,rejected
ASG00662,R0417,PRJ3486,1,2024-02-07,2024-04-30,88,2024-02-07,approved
ASG00662,R0417,PRJ3486,2,2024-02-21,2024-04-30,63,2024-02-22,approved
ASG00663,R0418,PRJ1317,1,2024-01-31,2024-04-30,44,2024-01-31,approved
ASG00664,R0418,PRJ1692,1,2024-02-05,2024-04-30,53,2024-02-05,approved
ASG00665,R0419,PRJ3309,1,2024-02-13,2024-04-30,83,2024-02-13,approved
ASG00666,R0420,PRJ2188,1,2024-03-04,2024-04-10,58,2024-03-04,approved
ASG00667,R0420,PRJ0020,1,2024-01-04,2024-04-15,13,2024-01-04,approved
ASG00667,R0420,PRJ0020,2,2024-04-16,2024-04-19,5,2024-04-16,approved
ASG00668,R0421,PRJ1456,1,2024-01-26,2024-04-30,52,2024-01-26,approved
ASG00668,R0421,PRJ1456,2,2024-04-07,2024-04-30,72,2024-04-10,rejected
ASG00669,R0422,PRJ2875,1,2024-01-09,2024-04-30,79,2024-01-09,approved
ASG00669,R0422,PRJ2875,2,2024-02-15,2024-04-30,90,2024-02-17,rejected
ASG00670,R0423,PRJ3153,1,2024-02-01,2024-04-30,74,2024-02-01,approved
ASG00671,R0423,PRJ3675,1,2024-01-04,2024-04-30,80,2024-01-04,approved
ASG00672,R0424,PRJ3615,1,2024-01-27,2024-03-08,51,2024-01-27,approved
ASG00673,R0425,PRJ2363,1,2024-02-01,2024-04-30,71,2024-02-01,approved
ASG00674,R0425,PRJ2873,1,2024-02-21,2024-04-30,41,2024-02-21,approved
ASG00675,R0426,PRJ1390,1,2024-02-07,2024-04-09,89,2024-02-07,approved
ASG00675,R0426,PRJ1390,2,2024-04-10,2024-04-30,59,2024-04-10,approved
ASG00676,R0427,PRJ2585,1,2024-01-27,2024-04-15,60,2024-01-27,approved
ASG00676,R0427,PRJ2585,2,2024-04-14,2024-04-15,40,2024-04-15,approved
ASG00677,R0428,PRJ1158,1,2024-02-11,2024-04-30,41,2024-02-11,approved
ASG00677,R0428,PRJ1158,2,2024-03-10,2024-04-30,40,2024-03-12,rejected
ASG00678,R0428,PRJ1284,1,2024-01-04,2024-04-30,74,2024-01-04,approved
ASG00679,R0428,PRJ1397,1,2024-01-20,2024-04-30,15,2024-01-20,approved
ASG00680,R0429,PRJ3675,1,2024-03-02,2024-04-30,75,2024-03-02,approved
ASG00681,R0429,PRJ3924,1,2024-02-03,2024-04-30,76,2024-02-03,approved
ASG00682,R0430,PRJ2784,1,2024-02-14,2024-04-03,45,2024-02-14,approved
ASG00682,R0430,PRJ2784,2,2024-04-04,2024-04-07,40,2024-04-04,approved
ASG00683,R0430,PRJ2360,1,2024-02-04,2024-04-30,66,2024-02-04,approved
ASG00683,R0430,PRJ2360,2,2024-04-13,2024-04-30,86,2024-04-15,approved
ASG00684,R0431,PRJ2409,1,2024-01-21,2024-04-30,71,2024-01-21,approved
ASG00684,R0431,PRJ2409,2,2024-03-14,2024-04-30,46,2024-03-15,approved
ASG00685,R0432,PRJ1168,1,2024-02-22,2024-04-30,60,2024-02-22,approved
ASG00686,R0432,PRJ1595,1,2024-01-27,2024-04-30,5,2024-01-27,approved
ASG00687,R0433,PRJ1119,1,2024-02-26,2024-04-30,56,2024-02-26,approved
ASG00688,R0433,PRJ1683,1,2024-02-11,2024-04-21,82,2024-02-11,approved
ASG00689,R0434,PRJ1916,1,2024-01-29,2024-04-03,86,2024-01-29,approved
ASG00689,R0434,PRJ1916,2,2024-04-04,2024-04-18,90,2024-04-04,approved
ASG00690,R0434,PRJ1275,1,2024-01-09,2024-04-30,89,2024-01-09,approved
ASG00690,R0434,PRJ1275,2,2024-04-22,2024-04-30,74,2024-04-23,rejected
ASG00691,R0435,PRJ1878,1,2024-02-21,2024-04-30,52,2024-02-21,approved
ASG00691,R0435,PRJ1878,2,2024-03-02,2024-04-30,40,2024-03-04,approved
ASG00692,R0436,PRJ2175,1,2024-01-18,2024-03-07,45,2024-01-18,approved
ASG00693,R0437,PRJ3840,1,2024-03-12,2024-04-06,52,2024-03-12,approved
ASG00694,R0438,PRJ2464,1,2024-03-02,2024-04-30,55,2024-03-02,approved
ASG00695,R0439,PRJ2885,1,2024-01-08,2024-04-30,63,2024-01-08,approved
ASG00696,R0439,PRJ2550,1,2024-02-08,2024-04-30,79,2024-02-08,approved
ASG00697,R0440,PRJ2188,1,2024-02-23,2024-04-23,74,2024-02-23,approved
ASG00697,R0440,PRJ2188,2,2024-04-24,2024-04-30,89,2024-04-24,approved
ASG00698,R0440,PRJ2087,1,2024-01-22,2024-04-13,9,2024-01-22,approved
ASG00698,R0440,PRJ2087,2,2024-04-07,2024-04-13,20,2024-04-08,approved
ASG00699,R0441,PRJ2860,1,2024-02-01,2024-04-30,42,2024-02-01,approved
ASG00699,R0441,PRJ2860,2,2024-03-08,2024-04-30,40,2024-03-11,approved
ASG00700,R0442,PRJ1016,1,2024-03-03,2024-04-30,70,2024-03-03,approved
ASG00701,R0443,PRJ2397,1,2024-01-15,2024-04-12,84,2024-01-15,approved
ASG00702,R0443,PRJ2447,1,2024-01-15,2024-04-30,84,2024-01-15,approved
ASG00703,R0444,PRJ2360,1,2024-02-09,2024-04-30,46,2024-02-09,approved
ASG00704,R0444,PRJ2202,1,2024-01-05,2024-04-23,77,2024-01-05,approved
ASG00704,R0444,PRJ2202,2,2024-04-24,2024-04-30,57,2024-04-24,approved
ASG00705,R0444,PRJ2296,1,2024-03-01,2024-04-30,5,2024-03-01,approved
ASG00705,R0444,PRJ2296,2,2024-04-14,2024-04-30,20,2024-04-17,approved
ASG00706,R0445,PRJ3237,1,2024-02-01,2024-04-30,80,2024-02-01,approved
ASG00706,R0445,PRJ3237,2,2024-02-23,2024-04-30,90,2024-02-24,approved
ASG00707,R0446,PRJ1767,1,2024-03-09,2024-04-30,67,2024-03-09,approved
ASG00708,R0447,PRJ1839,1,2024-02-02,2024-04-30,70,2024-02-02,approved
ASG00709,R0448,PRJ2236,1,2024-01-13,2024-03-14,50,2024-01-13,approved
ASG00710,R0449,PRJ2356,1,2024-02-22,2024-04-07,41,2024-02-22,approved
ASG00711,R0449,PRJ2673,1,2024-02-02,2024-04-30,64,2024-02-02,approved
ASG00712,R0450,PRJ1767,1,2024-02-09,2024-04-04,89,2024-02-09,approved
ASG00712,R0450,PRJ1767,2,2024-04-05,2024-04-30,90,2024-04-05,approved
ASG00713,R0451,PRJ3190,1,2024-01-27,2024-04-30,57,2024-01-27,approved
ASG00713,R0451,PRJ3190,2,2024-04-12,2024-04-30,40,2024-04-15,approved
ASG00714,R0452,PRJ3341,1,2024-01-31,2024-04-30,83,2024-01-31,approved
ASG00714,R0452,PRJ3341,2,2024-02-22,2024-04-30,90,2024-02-25,rejected
ASG00715,R0452,PRJ0045,1,2024-02-08,2024-04-30,5,2024-02-08,approved
ASG00716,R0453,PRJ2730,1,2024-01-29,2024-04-30,49,2024-01-29,approved
ASG00717,R0454,PRJ2287,1,2024-01-14,2024-04-30,84,2024-01-14,approved
ASG00718,R0455,PRJ1309,1,2024-01-05,2024-04-30,82,2024-01-05,approved
ASG00719,R0456,PRJ1494,1,2024-02-14,2024-03-10,72,2024-02-14,approved
ASG00719,R0456,PRJ1494,2,2024-03-11,2024-04-06,90,2024-03-11,approved
ASG00720,R0456,PRJ1129,1,2024-02-09,2024-04-30,14,2024-02-09,approved
ASG00720,R0456,PRJ1129,2,2024-04-05,2024-04-30,5,2024-04-06,approved
ASG00721,R0457,PRJ1319,1,2024-02-23,2024-04-30,78,2024-02-23,approved
ASG00721,R0457,PRJ1319,2,2024-03-04,2024-04-30,90,2024-03-07,approved
ASG00722,R0457,PRJ1889,1,2024-03-12,2024-04-30,81,2024-03-12,approved
ASG00723,R0458,PRJ1131,1,2024-01-03,2024-04-30,68,2024-01-03,approved
ASG00724,R0459,PRJ1504,1,2024-01-10,2024-03-07,62,2024-01-10,approved
ASG00725,R0460,PRJ2400,1,2024-01-20,2024-04-30,52,2024-01-20,approved
ASG00726,R0460,PRJ2865,1,2024-02-11,2024-04-30,51,2024-02-11,approved
ASG00727,R0460,PRJ2353,1,2024-02-04,2024-04-14,16,2024-02-04,approved
ASG00727,R0460,PRJ2353,2,2024-04-15,2024-04-30,5,2024-04-15,approved
ASG00728,R0461,PRJ1711,1,2024-02-18,2024-04-30,84,2024-02-18,approved
ASG00728,R0461,PRJ1711,2,2024-04-19,2024-04-30,90,2024-04-21,approved
ASG00729,R0462,PRJ3791,1,2024-03-04,2024-04-30,49,2024-03-04,approved
ASG00729,R0462,PRJ3791,2,2024-03-14,2024-04-30,74,2024-03-15,approved
ASG00730,R0463,PRJ1029,1,2024-01-17,2024-04-30,41,2024-01-17,approved
ASG00731,R0464,PRJ3975,1,2024-02-06,2024-04-30,72,2024-02-06,approved
ASG00732,R0464,PRJ3770,1,2024-01-18,2024-04-16,6,2024-01-18,approved
ASG00733,R0465,PRJ1176,1,2024-01-05,2024-04-30,52,2024-01-05,approved
ASG00734,R0466,PRJ2245,1,2024-03-06,2024-04-11,78,2024-03-06,approved
ASG00734,R0466,PRJ2245,2,2024-04-12,2024-04-30,58,2024-04-12,approved
ASG00735,R0466,PRJ2978,1,2024-03-10,2024-04-16,62,2024-03-10,approved
ASG00735,R0466,PRJ2978,2,2024-04-15,2024-04-16,77,2024-04-17,rejected
ASG00736,R0467,PRJ1729,1,2024-03-07,2024-04-30,80,2024-03-07,approved
ASG00736,R0467,PRJ1729,2,2024-03-17,2024-04-30,50,2024-03-18,approved
ASG00737,R0467,PRJ1939,1,2024-02-17,2024-04-24,49,2024-02-17,approved
ASG00738,R0468,PRJ3238,1,2024-02-08,2024-04-30,74,2024-02-08,approved
ASG00739,R0468,PRJ3142,1,2024-02-14,2024-04-30,13,2024-02-14,approved
ASG00740,R0469,PRJ1635,1,2024-02-19,2024-04-30,72,2024-02-19,approved
ASG00741,R0470,PRJ3191,1,2024-01-15,2024-04-17,42,2024-01-15,approved
ASG00741,R0470,PRJ3191,2,2024-04-18,2024-04-30,72,2024-04-18,approved
ASG00742,R0471,PRJ3774,1,2024-01-22,2024-03-07,68,2024-01-22,approved
ASG00743,R0472,PRJ1580,1,2024-03-09,2024-04-18,65,2024-03-09,approved
ASG00743,R0472,PRJ1580,2,2024-04-17,2024-04-18,40,2024-04-19,rejected
ASG00744,R0472,PRJ1839,1,2024-01-16,2024-04-30,64,2024-01-16,approved
ASG00744,R0472,PRJ1839,2,2024-03-09,2024-04-30,84,2024-03-12,rejected
ASG00745,R0472,PRJ1333,1,2024-02-25,2024-04-16,7,2024-02-25,approved
ASG00746,R0473,PRJ2990,1,2024-01-10,2024-04-30,55,2024-01-10,approved
ASG00747,R0474,PRJ2318,1,2024-01-23,2024-04-30,89,2024-01-23,approved
ASG00748,R0475,PRJ1422,1,2024-02-04,2024-04-24,40,2024-02-04,approved
ASG00749,R0476,PRJ1040,1,2024-01-26,2024-04-05,73,2024-01-26,approved
ASG00749,R0476,PRJ1040,2,2024-04-06,2024-04-20,43,2024-04-06,approved
ASG00750,R0476,PRJ1562,1,2024-02-01,2024-04-30,88,2024-02-01,approved
ASG00750,R0476,PRJ1562,2,2024-04-17,2024-04-30,73,2024-04-19,rejected
ASG00751,R0476,PRJ0033,1,2024-02-14,2024-04-30,16,2024-02-14,approved
ASG00751,R0476,PRJ0033,2,2024-03-17,2024-04-30,5,2024-03-19,approved
ASG00752,R0477,PRJ1004,1,2024-01-01,2024-04-30,49,2024-01-01,approved
ASG00753,R0477,PRJ1020,1,2024-02-06,2024-04-30,66,2024-02-06,approved
ASG00754,R0478,PRJ1524,1,2024-03-14,2024-04-30,51,2024-03-14,approved
ASG00755,R0479,PRJ3068,1,2024-03-08,2024-04-30,87,2024-03-08,approved
ASG00756,R0479,PRJ3807,1,2024-02-01,2024-04-12,67,2024-02-01,approved
ASG00756,R0479,PRJ3807,2,2024-04-13,2024-04-30,40,2024-04-13,approved
ASG00757,R0480,PRJ3246,1,2024-03-14,2024-04-30,87,2024-03-14,approved
ASG00757,R0480,PRJ3246,2,2024-04-15,2024-04-30,57,2024-04-18,approved
ASG00758,R0480,PRJ3257,1,2024-03-08,2024-04-07,18,2024-03-08,approved
ASG00758,R0480,PRJ3257,2,2024-03-18,2024-04-07,5,2024-03-20,approved
ASG00759,R0481,PRJ1548,1,2024-01-24,2024-04-21,45,2024-01-24,approved
ASG00760,R0482,PRJ1583,1,2024-01-28,2024-04-30,82,2024-01-28,approved
ASG00761,R0483,PRJ2507,1,2024-01-16,2024-03-11,48,2024-01-16,approved
ASG00762,R0484,PRJ3532,1,2024-03-08,2024-04-30,59,2024-03-08,approved
ASG00763,R0484,PRJ3125,1,2024-03-09,2024-04-30,88,2024-03-09,approved
ASG00764,R0484,PRJ0030,1,2024-01-11,2024-04-20,5,2024-01-11,approved
ASG00764,R0484,PRJ0030,2,2024-04-21,2024-04-30,5,2024-04-21,approved
ASG00765,R0485,PRJ3827,1,2024-02-07,2024-04-30,83,2024-02-07,approved
ASG00765,R0485,PRJ3827,2,2024-04-23,2024-04-30,63,2024-04-24,rejected
ASG00766,R0486,PRJ1744,1,2024-02-04,2024-04-30,58,2024-02-04,approved
ASG00766,R0486,PRJ1744,2,2024-03-06,2024-04-30,83,2024-03-07,approved
ASG00767,R0486,PRJ1781,1,2024-01-21,2024-04-13,64,2024-01-21,approved
ASG00768,R0487,PRJ1919,1,2024-02-05,2024-04-30,77,2024-02-05,approved
ASG00769,R0487,PRJ1468,1,2024-01-15,2024-04-30,48,2024-01-15,approved
ASG00770,R0488,PRJ1166,1,2024-03-13,2024-04-13,79,2024-03-13,approved
ASG00771,R0488,PRJ1112,1,2024-03-03,2024-04-24,72,2024-03-03,approved
ASG00771,R0488,PRJ1112,2,2024-04-25,2024-04-30,90,2024-04-25,approved
ASG00772,R0488,PRJ0050,1,2024-01-10,2024-04-08,9,2024-01-10,approved
ASG00772,R0488,PRJ0050,2,2024-04-07,2024-04-08,20,2024-04-08,rejected
ASG00773,R0489,PRJ2008,1,2024-02-21,2024-04-30,62,2024-02-21,approved
ASG00773,R0489,PRJ2008,2,2024-03-08,2024-04-30,87,2024-03-10,approved
ASG00774,R0489,PRJ2350,1,2024-03-07,2024-04-30,51,2024-03-07,approved
ASG00775,R0490,PRJ2246,1,2024-02-21,2024-04-30,69,2024-02-21,approved
ASG00776,R0491,PRJ1078,1,2024-02-27,2024-04-30,75,2024-02-27,approved
ASG00777,R0492,PRJ2324,1,2024-01-04,2024-04-21,70,2024-01-04,approved
ASG00778,R0492,PRJ0032,1,2024-03-03,2024-04-11,16,2024-03-03,approved
ASG00778,R0492,PRJ0032,2,2024-04-12,2024-04-30,20,2024-04-12,approved
ASG00779,R0493,PRJ3320,1,2024-03-08,2024-04-07,66,2024-03-08,approved
ASG00779,R0493,PRJ3320,2,2024-04-06,2024-04-07,81,2024-04-07,approved
ASG00780,R0493,PRJ3754,1,2024-01-17,2024-04-30,48,2024-01-17,approved
ASG00780,R0493,PRJ3754,2,2024-03-03,2024-04-30,40,2024-03-06,rejected
ASG00781,R0494,PRJ1456,1,2024-01-06,2024-03-12,72,2024-01-06,approved
ASG00782,R0495,PRJ1524,1,2024-01-19,2024-04-30,69,2024-01-19,approved
ASG00783,R0496,PRJ3622,1,2024-01-22,2024-04-30,85,2024-01-22,approved
ASG00784,R0496,PRJ3629,1,2024-01-13,2024-04-30,5,2024-01-13,approved
ASG00785,R0497,PRJ2339,1,2024-01-23,2024-04-30,84,2024-01-23,approved
ASG00786,R0498,PRJ2286,1,2024-02-23,2024-04-05,88,2024-02-23,approved
ASG00786,R0498,PRJ2286,2,2024-04-06,2024-04-30,58,2024-04-06,approved
ASG00787,R0499,PRJ2619,1,2024-02-21,2024-04-30,65,2024-02-21,approved
ASG00787,R0499,PRJ2619,2,2024-04-23,2024-04-30,90,2024-04-24,approved
ASG00788,R0500,PRJ1686,1,2024-01-26,2024-04-25,57,2024-01-26,approved
ASG00788,R0500,PRJ1686,2,2024-02-20,2024-04-25,40,2024-02-23,approved
ASG00789,R0500,PRJ1866,1,2024-02-27,2024-04-30,66,2024-02-27,approved
ASG00790,R0500,PRJ1514,1,2024-03-09,2024-04-30,17,2024-03-09,approved
ASG00791,R0501,PRJ3998,1,2024-01-12,2024-04-30,73,2024-01-12,approved
ASG00792,R0501,PRJ3007,1,2024-01-18,2024-04-30,54,2024-01-18,approved
ASG00793,R0502,PRJ3738,1,2024-02-13,2024-04-16,47,2024-02-13,approved
ASG00793,R0502,PRJ3738,2,2024-04-17,2024-04-30,62,2024-04-17,approved
ASG00794,R0502,PRJ3232,1,2024-02-09,2024-04-30,49,2024-02-09,approved
ASG00794,R0502,PRJ3232,2,2024-04-09,2024-04-30,79,2024-04-10,rejected
ASG00795,R0503,PRJ2419,1,2024-01-12,2024-04-30,78,2024-01-12,approved
ASG00795,R0503,PRJ2419,2,2024-02-22,2024-04-30,90,2024-02-24,approved
ASG00796,R0503,PRJ2943,1,2024-01-06,2024-04-30,62,2024-01-06,approved
ASG00797,R0504,PRJ1559,1,2024-01-25,2024-04-30,51,2024-01-25,approved
ASG00798,R0504,PRJ1513,1,2024-02-29,2024-04-19,71,2024-02-29,approved
ASG00799,R0504,PRJ0017,1,2024-01-21,2024-04-14,15,2024-01-21,approved
ASG00800,R0505,PRJ2175,1,2024-03-02,2024-04-25,53,2024-03-02,approved
ASG00800,R0505,PRJ2175,2,2024-04-26,2024-04-30,40,2024-04-26,approved
ASG00801,R0505,PRJ2793,1,2024-02-12,2024-04-30,71,2024-02-12,approved
ASG00801,R0505,PRJ2793,2,2024-04-13,2024-04-30,56,2024-04-15,approved
ASG00802,R0506,PRJ1165,1,2024-01-17,2024-03-09,60,2024-01-17,approved
ASG00803,R0507,PRJ1702,1,2024-02-27,2024-04-30,42,2024-02-27,approved
ASG00803,R0507,PRJ1702,2,2024-03-08,2024-04-30,40,2024-03-11,approved
ASG00804,R0508,PRJ3453,1,2024-03-05,2024-04-30,60,2024-03-05,approved
ASG00805,R0508,PRJ3675,1,2024-02-26,2024-04-30,63,2024-02-26,approved
ASG00806,R0508,PRJ3206,1,2024-01-19,2024-04-30,15,2024-01-19,approved
ASG00807,R0509,PRJ1126,1,2024-01-10,2024-04-25,87,2024-01-10,approved
ASG00808,R0510,PRJ1456,1,2024-02-12,2024-04-04,80,2024-02-12,approved
ASG00808,R0510,PRJ1456,2,2024-04-05,2024-04-09,90,2024-04-05,approved
ASG00809,R0511,PRJ1454,1,2024-03-14,2024-04-30,61,2024-03-14,approved
ASG00809,R0511,PRJ1454,2,2024-04-06,2024-04-30,86,2024-04-08,approved
ASG00810,R0512,PRJ1603,1,2024-01-17,2024-04-11,84,2024-01-17,approved
ASG00810,R0512,PRJ1603,2,2024-02-22,2024-04-11,69,2024-02-25,approved
ASG00811,R0512,PRJ0015,1,2024-02-26,2024-04-30,17,2024-02-26,approved
ASG00812,R0513,PRJ2813,1,2024-02-01,2024-04-15,58,2024-02-01,approved
ASG00813,R0514,PRJ3684,1,2024-03-11,2024-04-30,86,2024-03-11,approved
ASG00814,R0515,PRJ1126,1,2024-03-13,2024-04-30,78,2024-03-13,approved
ASG00815,R0516,PRJ1411,1,2024-03-01,2024-04-05,49,2024-03-01,approved
ASG00815,R0516,PRJ1411,2,2024-04-06,2024-04-30,40,2024-04-06,approved
ASG00816,R0516,PRJ1464,1,2024-02-07,2024-04-30,13,2024-02-07,approved
ASG00816,R0516,PRJ1464,2,2024-04-09,2024-04-30,5,2024-04-10,approved
ASG00817,R0517,PRJ1690,1,2024-01-21,2024-03-15,78,2024-01-21,approved
ASG00818,R0518,PRJ1182,1,2024-03-08,2024-04-30,64,2024-03-08,approved
ASG00818,R0518,PRJ1182,2,2024-03-18,2024-04-30,79,2024-03-21,approved
ASG00819,R0519,PRJ2409,1,2024-02-12,2024-04-30,74,2024-02-12,approved
ASG00820,R0520,PRJ2839,1,2024-01-18,2024-04-12,82,2024-01-18,approved
ASG00821,R0520,PRJ2362,1,2024-02-15,2024-04-18,19,2024-02-15,approved
ASG00822,R0521,PRJ2880,1,2024-01-23,2024-04-30,52,2024-01-23,approved
ASG00823,R0522,PRJ2340,1,2024-02-16,2024-04-04,62,2024-02-16,approved
ASG00823,R0522,PRJ2340,2,2024-04-05,2024-04-30,82,2024-04-05,approved
ASG00824,R0523,PRJ1152,1,2024-03-12,2024-04-30,82,2024-03-12,approved
ASG00824,R0523,PRJ1152,2,2024-04-15,2024-04-30,62,2024-04-18,approved
ASG00825,R0523,PRJ1364,1,2024-02-12,2024-04-30,81,2024-02-12,approved
ASG00825,R0523,PRJ1364,2,2024-03-06,2024-04-30,90,2024-03-09,rejected
ASG00826,R0524,PRJ1674,1,2024-02-17,2024-04-30,65,2024-02-17,approved
ASG00827,R0524,PRJ0012,1,2024-03-01,2024-04-30,5,2024-03-01,approved
ASG00828,R0525,PRJ3232,1,2024-01-18,2024-04-30,56,2024-01-18,approved
ASG00829,R0526,PRJ2361,1,2024-02-02,2024-04-30,66,2024-02-02,approved
ASG00830,R0527,PRJ3939,1,2024-01-11,2024-04-09,83,2024-01-11,approved
ASG00830,R0527,PRJ3939,2,2024-04-10,2024-04-30,90,2024-04-10,approved
ASG00831,R0528,PRJ1297,1,2024-02-21,2024-04-30,76,2024-02-21,approved
ASG00831,R0528,PRJ1297,2,2024-04-14,2024-04-30,61,2024-04-15,rejected
ASG00832,R0528,PRJ1149,1,2024-01-26,2024-04-30,15,2024-01-26,approved
ASG00832,R0528,PRJ1149,2,2024-02-22,2024-04-30,5,2024-02-25,approved
ASG00833,R0529,PRJ3199,1,2024-01-07,2024-03-10,54,2024-01-07,approved
ASG00834,R0530,PRJ1805,1,2024-03-06,2024-04-06,72,2024-03-06,approved
ASG00835,R0530,PRJ1781,1,2024-01-08,2024-04-19,79,2024-01-08,approved
ASG00836,R0531,PRJ1857,1,2024-03-06,2024-04-30,54,2024-03-06,approved
ASG00837,R0531,PRJ1155,1,2024-02-03,2024-04-30,87,2024-02-03,approved
ASG00838,R0532,PRJ3066,1,2024-01-09,2024-04-17,64,2024-01-09,approved
ASG00838,R0532,PRJ3066,2,2024-04-18,2024-04-30,40,2024-04-18,approved
ASG00839,R0532,PRJ3644,1,2024-02-06,2024-04-30,61,2024-02-06,approved
ASG00839,R0532,PRJ3644,2,2024-04-14,2024-04-30,76,2024-04-17,approved
ASG00840,R0532,PRJ3206,1,2024-03-01,2024-04-30,13,2024-03-01,approved
ASG00840,R0532,PRJ3206,2,2024-03-11,2024-04-30,20,2024-03-12,approved
ASG00841,R0533,PRJ1166,1,2024-02-21,2024-04-30,64,2024-02-21,approved
ASG00842,R0533,PRJ1112,1,2024-02-24,2024-04-30,83,2024-02-24,approved
ASG00843,R0534,PRJ3052,1,2024-01-03,2024-04-30,43,2024-01-03,approved
ASG00844,R0534,PRJ3007,1,2024-01-07,2024-04-21,64,2024-01-07,approved
ASG00845,R0535,PRJ3668,1,2024-02-04,2024-04-24,59,2024-02-04,approved
ASG00845,R0535,PRJ3668,2,2024-04-25,2024-04-30,40,2024-04-25,approved
ASG00846,R0535,PRJ3232,1,2024-03-03,2024-04-30,79,2024-03-03,approved
ASG00846,R0535,PRJ3232,2,2024-04-13,2024-04-30,54,2024-04-14,approved
