resource_id,project_id,week_ending_date,hours_logged
R0305,PRJ3238,2024-04-14,23.2
R0305,PRJ3238,2024-04-21,20.8
R0305,PRJ3238,2024-04-28,23.0
R0306,PRJ1279,2024-03-10,37.3
R0306,PRJ1279,2024-03-17,38.0
R0306,PRJ1279,2024-03-24,25.3
R0306,PRJ1279,2024-03-31,29.1
R0306,PRJ1279,2024-04-07,31.4
R0306,PRJ1279,2024-04-14,29.1
R0306,PRJ1279,2024-04-21,27.7
R0306,PRJ1887,2024-03-03,28.8
R0306,PRJ1887,2024-03-10,44.2
R0306,PRJ1887,2024-03-17,37.0
R0306,PRJ1887,2024-03-24,33.7
R0306,PRJ1887,2024-03-31,23.2
R0306,PRJ1887,2024-04-07,39.1
R0306,PRJ1887,2024-04-14,37.4
R0306,PRJ1887,2024-04-21,27.5
R0307,PRJ2541,2024-03-03,31.2
R0307,PRJ2541,2024-03-10,37.9
R0307,PRJ2541,2024-03-17,34.8
R0307,PRJ2541,2024-03-24,28.3
R0307,PRJ2541,2024-03-31,30.3
R0307,PRJ2541,2024-04-07,37.9
R0307,PRJ2541,2024-04-14,43.2
R0307,PRJ2541,2024-04-21,31.6
R0307,PRJ2541,2024-04-28,26.1
R0308,PRJ2432,2024-03-03,22.3
R0308,PRJ2432,2024-03-10,17.1
R0309,PRJ1039,2024-03-17,30.4
R0309,PRJ1039,2024-03-24,23.6
R0309,PRJ1039,2024-03-31,29.7
R0309,PRJ1039,2024-04-07,27.8
R0309,PRJ1039,2024-04-14,23.8
R0309,PRJ1039,2024-04-21,16.3
R0309,PRJ1039,2024-04-28,16.2
R0310,PRJ2840,2024-03-03,24.7
R0310,PRJ2840,2024-03-10,30.3
R0310,PRJ2840,2024-03-17,31.7
R0310,PRJ2840,2024-03-24,26.6
R0310,PRJ2840,2024-03-31,23.2
R0310,PRJ2840,2024-04-07,31.9
R0311,PRJ1468,2024-03-03,17.9
R0311,PRJ1468,2024-03-10,23.5
R0311,PRJ1468,2024-03-24,17.6
R0311,PRJ1468,2024-03-31,19.7
R0311,PRJ1468,2024-04-07,21.5
R0311,PRJ1468,2024-04-14,18.2
R0311,PRJ1468,2024-04-21,17.1
R0311,PRJ1468,2024-04-28,15.7
R0311,PRJ1291,2024-03-03,31.3
R0311,PRJ1291,2024-03-10,26.8
R0311,PRJ1291,2024-03-17,22.4
R0311,PRJ1291,2024-03-24,27.0
R0311,PRJ1291,2024-03-31,25.5
R0311,PRJ1291,2024-04-07,28.1
R0312,PRJ2035,2024-03-10,20.2
R0312,PRJ2035,2024-03-24,23.3
R0312,PRJ2035,2024-03-31,26.5
R0312,PRJ2035,2024-04-07,29.0
R0312,PRJ2035,2024-04-14,26.7
R0312,PRJ2035,2024-04-21,33.2
R0312,PRJ2035,2024-04-28,28.5
R0312,PRJ2917,2024-03-03,26.5
R0312,PRJ2917,2024-03-17,27.0
R0312,PRJ2917,2024-03-24,22.4
R0312,PRJ2917,2024-03-31,27.4
R0312,PRJ0003,2024-03-03,2.5
R0312,PRJ0003,2024-03-24,2.6
R0312,PRJ0003,2024-03-31,3.0
R0312,PRJ0003,2024-04-07,3.6
R0312,PRJ0003,2024-04-14,2.2
R0312,PRJ0003,2024-04-21,1.9
R0312,PRJ0003,2024-04-28,2.8
R0313,PRJ1016,2024-03-03,14.4
R0313,PRJ1016,2024-03-10,17.8
R0313,PRJ1016,2024-03-17,18.1
R0313,PRJ1016,2024-03-24,15.6
R0313,PRJ1016,2024-03-31,18.4
R0313,PRJ1016,2024-04-07,15.2
R0313,PRJ1016,2024-04-14,15.2
R0313,PRJ1016,2024-04-28,15.0
R0314,PRJ1137,2024-03-10,25.2
R0314,PRJ1137,2024-03-17,24.8
R0314,PRJ1137,2024-03-24,25.9
R0314,PRJ1137,2024-03-31,27.4
R0314,PRJ1137,2024-04-07,26.0
R0314,PRJ1137,2024-04-14,31.3
R0314,PRJ1137,2024-04-21,25.5
R0315,PRJ1125,2024-03-03,33.8
R0315,PRJ1125,2024-03-10,34.2
R0315,PRJ1125,2024-03-17,30.9
R0315,PRJ1125,2024-03-31,34.1
R0315,PRJ1162,2024-03-03,35.9
R0315,PRJ1162,2024-03-10,30.0
R0315,PRJ1162,2024-03-17,20.5
R0315,PRJ1162,2024-03-24,25.4
R0315,PRJ1162,2024-03-31,21.9
R0315,PRJ1162,2024-04-07,28.3
R0315,PRJ1162,2024-04-14,29.4
R0315,PRJ1162,2024-04-21,21.0
R0315,PRJ1162,2024-04-28,33.5
R0316,PRJ2541,2024-03-17,22.8
R0316,PRJ2541,2024-03-24,23.5
R0316,PRJ2541,2024-03-31,27.8
R0316,PRJ2541,2024-04-07,17.2
R0316,PRJ2541,2024-04-14,22.4
R0316,PRJ2541,2024-04-21,25.1
R0316,PRJ2541,2024-04-28,18.3
R0316,PRJ2863,2024-03-03,26.1
R0316,PRJ2863,2024-03-10,28.9
R0316,PRJ2863,2024-03-17,30.9
R0316,PRJ2863,2024-03-24,31.9
R0316,PRJ2863,2024-03-31,31.6
R0316,PRJ2863,2024-04-07,33.8
R0316,PRJ2863,2024-04-14,30.1
R0316,PRJ2863,2024-04-21,28.8
R0316,PRJ2863,2024-04-28,21.7
R0316,PRJ2744,2024-03-03,4.4
R0316,PRJ2744,2024-03-10,4.4
R0316,PRJ2744,2024-03-17,4.6
R0316,PRJ2744,2024-03-24,3.9
R0316,PRJ2744,2024-03-31,4.4
R0316,PRJ2744,2024-04-07,4.5
R0316,PRJ2744,2024-04-14,5.1
R0316,PRJ2744,2024-04-21,3.4
R0316,PRJ2744,2024-04-28,3.5
R0317,PRJ1469,2024-03-03,27.6
R0317,PRJ1469,2024-03-10,28.0
R0317,PRJ1469,2024-03-17,27.6
R0317,PRJ1469,2024-03-24,27.6
R0317,PRJ1469,2024-03-31,19.9
R0317,PRJ1469,2024-04-07,32.6
R0317,PRJ1469,2024-04-14,20.2
R0317,PRJ1469,2024-04-21,13.7
R0318,PRJ1243,2024-03-03,16.9
R0318,PRJ1243,2024-03-10,16.7
R0318,PRJ1243,2024-03-17,17.3
R0318,PRJ1243,2024-03-24,16.4
R0318,PRJ1243,2024-03-31,14.8
R0318,PRJ1243,2024-04-07,17.9
R0318,PRJ1243,2024-04-14,18.9
R0318,PRJ1243,2024-04-21,14.9
R0318,PRJ1243,2024-04-28,16.7
R0319,PRJ3831,2024-03-03,16.6
R0319,PRJ3831,2024-03-10,24.6
R0319,PRJ3831,2024-03-17,22.2
R0319,PRJ3831,2024-03-24,20.7
R0319,PRJ3831,2024-04-07,18.2
R0319,PRJ3831,2024-04-14,19.6
R0319,PRJ3831,2024-04-21,24.5
R0319,PRJ3831,2024-04-28,14.3
R0320,PRJ2589,2024-03-03,25.4
R0320,PRJ2589,2024-03-10,14.4
R0321,PRJ1152,2024-03-03,25.5
R0321,PRJ1152,2024-03-10,32.5
R0321,PRJ1152,2024-03-17,27.8
R0321,PRJ1152,2024-03-24,30.2
R0321,PRJ1152,2024-03-31,36.0
R0321,PRJ1152,2024-04-07,35.5
R0321,PRJ1152,2024-04-14,39.5
R0321,PRJ1152,2024-04-21,30.5
R0321,PRJ1152,2024-04-28,38.2
R0321,PRJ1477,2024-03-17,22.0
R0321,PRJ1477,2024-03-24,19.4
R0321,PRJ1477,2024-03-31,19.2
R0321,PRJ1477,2024-04-07,22.3
R0321,PRJ1477,2024-04-14,20.2
R0321,PRJ1477,2024-04-21,21.1
R0321,PRJ1477,2024-04-28,20.2
R0322,PRJ3807,2024-03-03,24.1
R0322,PRJ3807,2024-03-10,23.1
R0322,PRJ3807,2024-03-17,25.6
R0322,PRJ3807,2024-03-24,20.8
R0322,PRJ3807,2024-03-31,18.2
R0322,PRJ3807,2024-04-07,23.6
R0322,PRJ3807,2024-04-14,28.4
R0322,PRJ3807,2024-04-21,24.3
R0322,PRJ3807,2024-04-28,22.8
R0322,PRJ3508,2024-03-03,26.1
R0322,PRJ3508,2024-03-10,25.9
R0322,PRJ3508,2024-03-17,17.1
R0322,PRJ3508,2024-03-24,32.5
R0322,PRJ3508,2024-03-31,25.5
R0322,PRJ3508,2024-04-07,27.7
R0322,PRJ3508,2024-04-14,26.4
R0322,PRJ3508,2024-04-21,24.8
R0323,PRJ1163,2024-03-03,26.6
R0323,PRJ1163,2024-03-10,18.9
R0323,PRJ1163,2024-03-17,31.0
R0323,PRJ1163,2024-03-24,22.4
R0323,PRJ1163,2024-03-31,27.8
R0323,PRJ1163,2024-04-07,33.0
R0324,PRJ1850,2024-03-03,26.8
R0324,PRJ1850,2024-03-10,31.0
R0324,PRJ1850,2024-03-17,26.7
R0324,PRJ1850,2024-03-24,27.4
R0324,PRJ1850,2024-03-31,32.0
R0324,PRJ1850,2024-04-07,31.1
R0324,PRJ1850,2024-04-14,34.7
R0324,PRJ1850,2024-04-21,10.4
R0324,PRJ1850,2024-04-28,17.5
R0324,PRJ0043,2024-03-03,2.1
R0324,PRJ0043,2024-03-10,2.0
R0324,PRJ0043,2024-03-17,8.4
R0324,PRJ0043,2024-03-24,9.2
R0324,PRJ0043,2024-03-31,7.2
R0324,PRJ0043,2024-04-07,8.4
R0324,PRJ0043,2024-04-21,8.4
R0324,PRJ0043,2024-04-28,8.3
R0325,PRJ3871,2024-03-03,21.1
R0325,PRJ3871,2024-03-10,23.7
R0325,PRJ3871,2024-03-17,22.5
R0325,PRJ3871,2024-03-24,14.8
R0325,PRJ3871,2024-03-31,17.5
R0325,PRJ3871,2024-04-07,24.4
R0325,PRJ3871,2024-04-21,18.0
R0326,PRJ2319,2024-03-17,30.7
R0326,PRJ2319,2024-03-24,30.7
R0326,PRJ2319,2024-03-31,22.4
R0326,PRJ2319,2024-04-07,26.8
R0326,PRJ2319,2024-04-14,19.7
R0326,PRJ2319,2024-04-21,20.9
R0326,PRJ2319,2024-04-28,21.4
R0326,PRJ2784,2024-03-10,33.4
R0326,PRJ2784,2024-03-17,29.6
R0326,PRJ2784,2024-03-24,32.3
R0326,PRJ2784,2024-03-31,20.1
R0326,PRJ2784,2024-04-07,25.1
R0326,PRJ2784,2024-04-14,28.3
R0326,PRJ2784,2024-04-21,27.1
R0327,PRJ1137,2024-03-10,19.6
R0327,PRJ1137,2024-03-17,19.7
R0327,PRJ1137,2024-03-24,26.2
R0327,PRJ1137,2024-03-31,28.0
R0327,PRJ1137,2024-04-07,23.3
R0327,PRJ1137,2024-04-14,29.5
R0327,PRJ1137,2024-04-21,30.5
R0327,PRJ1137,2024-04-28,24.3
R0327,PRJ1764,2024-03-03,28.9
R0327,PRJ1764,2024-03-10,27.9
R0327,PRJ1764,2024-03-17,27.2
R0327,PRJ1764,2024-03-24,33.5
R0327,PRJ1764,2024-03-31,26.7
R0327,PRJ1764,2024-04-07,25.9
R0327,PRJ1764,2024-04-14,32.0
R0328,PRJ2432,2024-03-10,28.0
R0328,PRJ2432,2024-03-17,30.5
R0328,PRJ2432,2024-03-31,29.9
R0328,PRJ2432,2024-04-07,24.2
R0328,PRJ0044,2024-03-03,7.2
R0328,PRJ0044,2024-03-10,7.6
R0328,PRJ0044,2024-03-17,6.9
R0328,PRJ0044,2024-03-24,7.9
R0328,PRJ0044,2024-03-31,5.1
R0328,PRJ0044,2024-04-14,8.2
R0328,PRJ0044,2024-04-21,6.7
R0328,PRJ0044,2024-04-28,6.2
R0329,PRJ3532,2024-03-17,23.4
R0329,PRJ3532,2024-03-24,24.7
R0329,PRJ3532,2024-03-31,19.8
R0329,PRJ3532,2024-04-07,26.2
R0329,PRJ3532,2024-04-21,21.7
R0329,PRJ3532,2024-04-28,19.7
R0329,PRJ3835,2024-03-03,30.4
R0329,PRJ3835,2024-03-10,27.5
R0329,PRJ3835,2024-03-17,32.5
R0329,PRJ3835,2024-03-24,33.3
R0329,PRJ3835,2024-03-31,32.9
R0329,PRJ3835,2024-04-07,33.5
R0329,PRJ3835,2024-04-14,36.0
R0329,PRJ3835,2024-04-21,34.1
R0329,PRJ3835,2024-04-28,29.5
R0330,PRJ1041,2024-03-03,18.5
R0330,PRJ1041,2024-03-10,18.7
R0330,PRJ1041,2024-03-17,26.6
R0330,PRJ1041,2024-03-24,24.3
R0330,PRJ1041,2024-03-31,25.1
R0330,PRJ1041,2024-04-07,18.9
R0330,PRJ1041,2024-04-14,19.4
R0330,PRJ1041,2024-04-21,24.6
R0330,PRJ1834,2024-03-03,31.4
R0330,PRJ1834,2024-03-10,33.6
R0330,PRJ1834,2024-03-17,28.9
R0330,PRJ1834,2024-03-24,31.1
R0330,PRJ1834,2024-03-31,30.2
R0330,PRJ1834,2024-04-14,38.7
R0330,PRJ1834,2024-04-21,38.4
R0330,PRJ1834,2024-04-28,41.6
R0331,PRJ2687,2024-03-03,26.1
R0331,PRJ2687,2024-03-10,38.4
R0332,PRJ3586,2024-03-03,21.7
R0332,PRJ3586,2024-03-17,16.8
R0332,PRJ3586,2024-03-24,16.0
R0332,PRJ3586,2024-04-07,19.6
R0332,PRJ3586,2024-04-14,16.7
R0332,PRJ3586,2024-04-21,28.7
R0332,PRJ3586,2024-04-28,19.0
R0332,PRJ3924,2024-03-03,17.7
R0332,PRJ3924,2024-03-10,19.8
R0332,PRJ3924,2024-03-17,20.6
R0332,PRJ3924,2024-03-24,17.9
R0332,PRJ3924,2024-03-31,16.9
R0332,PRJ3924,2024-04-07,19.5
R0332,PRJ3924,2024-04-14,14.7
R0332,PRJ3924,2024-04-21,14.9
R0332,PRJ3924,2024-04-28,17.4
R0332,PRJ0029,2024-03-03,7.0
R0332,PRJ0029,2024-03-10,5.7
R0332,PRJ0029,2024-03-24,5.2
R0332,PRJ0029,2024-03-31,4.9
R0332,PRJ0029,2024-04-07,5.5
R0332,PRJ0029,2024-04-14,4.9
R0332,PRJ0029,2024-04-21,6.4
R0332,PRJ0029,2024-04-28,6.0
R0333,PRJ1224,2024-03-03,32.2
R0333,PRJ1224,2024-03-10,26.6
R0333,PRJ1224,2024-03-17,24.1
R0333,PRJ1224,2024-03-24,26.4
R0333,PRJ1224,2024-03-31,30.6
R0333,PRJ1224,2024-04-07,27.5
R0334,PRJ1018,2024-03-03,28.3
R0334,PRJ1018,2024-03-10,26.2
R0334,PRJ1018,2024-03-17,35.9
R0334,PRJ1018,2024-03-24,34.4
R0334,PRJ1018,2024-03-31,38.4
R0334,PRJ1018,2024-04-07,31.3
R0334,PRJ1018,2024-04-14,33.7
R0334,PRJ1018,2024-04-21,26.7
R0334,PRJ1106,2024-03-03,29.0
R0334,PRJ1106,2024-03-10,26.9
R0334,PRJ1106,2024-03-17,30.2
R0334,PRJ1106,2024-03-31,40.9
R0334,PRJ1106,2024-04-07,31.7
R0334,PRJ1106,2024-04-14,45.2
R0334,PRJ1106,2024-04-21,34.5
R0334,PRJ1106,2024-04-28,31.6
R0335,PRJ1513,2024-03-03,19.4
R0335,PRJ1513,2024-03-17,22.9
R0335,PRJ1513,2024-03-24,29.1
R0335,PRJ1513,2024-03-31,24.1
R0335,PRJ1513,2024-04-07,21.5
R0335,PRJ1513,2024-04-14,21.0
R0335,PRJ1513,2024-04-21,22.1
R0335,PRJ1513,2024-04-28,17.7
R0335,PRJ1559,2024-03-03,20.0
R0335,PRJ1559,2024-03-10,18.9
R0335,PRJ1559,2024-03-17,19.6
R0335,PRJ1559,2024-04-07,15.4
R0335,PRJ1559,2024-04-14,20.7
R0335,PRJ1559,2024-04-21,17.4
R0335,PRJ1559,2024-04-28,18.1
R0336,PRJ3754,2024-03-03,21.4
R0336,PRJ3754,2024-03-10,24.1
R0336,PRJ3754,2024-03-17,19.4
R0336,PRJ3754,2024-03-24,21.8
R0336,PRJ3754,2024-03-31,24.5
R0336,PRJ3754,2024-04-07,17.5
R0336,PRJ3754,2024-04-21,20.2
R0336,PRJ3754,2024-04-28,19.7
R0336,PRJ3672,2024-03-03,4.7
R0336,PRJ3672,2024-03-24,2.3
R0336,PRJ3672,2024-03-31,2.6
R0336,PRJ3672,2024-04-07,2.0
R0336,PRJ3672,2024-04-14,1.9
R0336,PRJ3672,2024-04-21,2.2
R0336,PRJ3672,2024-04-28,2.3
R0337,PRJ2318,2024-03-03,35.9
R0337,PRJ2318,2024-03-10,42.5
R0337,PRJ2318,2024-03-17,35.0
R0337,PRJ2318,2024-03-24,40.1
R0337,PRJ2318,2024-03-31,27.0
R0337,PRJ2318,2024-04-07,41.6
R0337,PRJ2318,2024-04-14,37.3
R0338,PRJ2917,2024-03-03,35.0
R0338,PRJ2917,2024-03-10,30.4
R0338,PRJ2917,2024-03-17,24.7
R0338,PRJ2917,2024-03-24,26.2
R0338,PRJ2917,2024-03-31,35.3
R0338,PRJ2917,2024-04-07,30.8
R0338,PRJ2318,2024-03-03,15.2
R0338,PRJ2318,2024-03-10,21.0
R0338,PRJ2318,2024-03-17,17.3
R0338,PRJ2318,2024-03-24,20.4
R0338,PRJ2318,2024-03-31,18.3
R0338,PRJ2318,2024-04-07,21.0
R0338,PRJ2318,2024-04-14,15.1
R0338,PRJ2318,2024-04-21,16.1
R0338,PRJ2318,2024-04-28,19.2
R0339,PRJ1246,2024-03-10,35.4
R0339,PRJ1246,2024-03-17,42.2
R0339,PRJ1246,2024-03-24,35.0
R0339,PRJ1246,2024-03-31,42.6
R0339,PRJ1246,2024-04-07,35.1
R0339,PRJ1246,2024-04-14,36.3
R0339,PRJ1246,2024-04-21,39.0
R0339,PRJ1246,2024-04-28,35.7
R0340,PRJ1702,2024-03-17,29.3
R0340,PRJ1702,2024-03-24,30.8
R0340,PRJ1702,2024-03-31,36.5
R0340,PRJ1702,2024-04-07,30.0
R0340,PRJ1702,2024-04-21,18.5
R0340,PRJ1702,2024-04-28,20.4
R0340,PRJ1958,2024-03-10,6.4
R0340,PRJ1958,2024-03-17,9.2
R0340,PRJ1958,2024-03-24,9.2
R0340,PRJ1958,2024-03-31,7.9
R0340,PRJ1958,2024-04-14,7.8
R0340,PRJ1958,2024-04-21,6.7
R0341,PRJ2366,2024-03-03,22.5
R0341,PRJ2366,2024-03-10,30.0
R0341,PRJ2366,2024-03-17,29.6
R0341,PRJ2366,2024-03-24,29.5
R0341,PRJ2366,2024-03-31,32.9
R0341,PRJ2366,2024-04-07,27.7
R0341,PRJ2366,2024-04-14,29.1
R0341,PRJ2366,2024-04-21,20.8
R0341,PRJ2366,2024-04-28,30.5
R0341,PRJ2205,2024-03-03,29.3
R0341,PRJ2205,2024-03-10,22.6
R0341,PRJ2205,2024-03-17,26.5
R0341,PRJ2205,2024-03-24,31.8
R0341,PRJ2205,2024-03-31,28.6
R0341,PRJ2205,2024-04-07,24.7
R0341,PRJ2205,2024-04-14,29.3
R0341,PRJ2205,2024-04-21,34.4
R0342,PRJ2680,2024-03-03,15.8
R0342,PRJ2680,2024-03-10,15.1
R0342,PRJ2680,2024-03-17,18.7
R0342,PRJ2680,2024-03-24,15.7
R0342,PRJ2680,2024-03-31,19.0
R0342,PRJ2680,2024-04-07,17.6
R0342,PRJ2680,2024-04-14,19.1
R0342,PRJ2680,2024-04-21,16.2
R0342,PRJ2680,2024-04-28,16.1
R0342,PRJ2324,2024-03-10,32.8
R0342,PRJ2324,2024-03-24,22.8
R0342,PRJ2324,2024-03-31,23.5
R0342,PRJ2324,2024-04-07,28.0
R0342,PRJ2324,2024-04-14,24.1
R0342,PRJ2324,2024-04-21,21.7
R0343,PRJ1601,2024-03-03,24.1
R0343,PRJ1601,2024-03-10,14.2
R0344,PRJ2685,2024-03-17,20.2
R0344,PRJ2685,2024-03-24,22.6
R0344,PRJ2685,2024-03-31,22.6
R0344,PRJ2685,2024-04-07,15.5
R0344,PRJ2685,2024-04-14,16.8
R0344,PRJ2685,2024-04-21,13.3
R0344,PRJ2685,2024-04-28,17.8
R0344,PRJ2609,2024-03-03,20.8
R0344,PRJ2609,2024-03-10,21.9
R0344,PRJ2609,2024-03-17,19.5
R0344,PRJ2609,2024-03-24,24.2
R0344,PRJ2609,2024-03-31,19.6
R0344,PRJ2609,2024-04-07,21.1
R0344,PRJ2609,2024-04-14,17.6
R0344,PRJ2609,2024-04-21,18.8
R0344,PRJ2609,2024-04-28,19.5
R0344,PRJ0046,2024-03-03,4.2
R0344,PRJ0046,2024-03-10,4.0
R0344,PRJ0046,2024-03-17,4.2
R0344,PRJ0046,2024-03-24,4.8
R0344,PRJ0046,2024-03-31,3.6
R0344,PRJ0046,2024-04-07,5.2
R0344,PRJ0046,2024-04-14,8.2
R0344,PRJ0046,2024-04-21,7.9
R0344,PRJ0046,2024-04-28,8.0
R0345,PRJ3623,2024-03-03,29.5
R0345,PRJ3623,2024-03-10,33.9
R0345,PRJ3623,2024-03-17,32.8
R0345,PRJ3623,2024-03-24,32.1
R0345,PRJ3623,2024-03-31,29.6
R0345,PRJ3623,2024-04-07,33.3
R0345,PRJ3623,2024-04-14,31.0
R0345,PRJ3623,2024-04-21,24.0
R0345,PRJ3623,2024-04-28,34.1
R0346,PRJ1434,2024-03-17,28.1
R0346,PRJ1434,2024-03-31,27.6
R0346,PRJ1434,2024-04-07,32.1
R0346,PRJ1434,2024-04-14,33.9
R0346,PRJ1434,2024-04-21,28.3
R0346,PRJ1434,2024-04-28,30.6
R0347,PRJ1857,2024-03-03,28.6
R0347,PRJ1857,2024-03-10,27.6
R0347,PRJ1857,2024-03-17,27.8
R0347,PRJ1857,2024-03-24,28.6
R0347,PRJ1857,2024-03-31,19.8
R0347,PRJ1857,2024-04-07,25.0
R0347,PRJ1857,2024-04-14,25.9
R0347,PRJ1857,2024-04-21,23.6
R0347,PRJ1857,2024-04-28,25.3
R0348,PRJ2030,2024-03-03,19.4
R0348,PRJ2030,2024-03-17,20.4
R0348,PRJ2030,2024-03-31,20.2
R0348,PRJ2030,2024-04-07,18.6
R0348,PRJ2030,2024-04-14,22.6
R0348,PRJ2030,2024-04-21,16.2
R0348,PRJ2030,2024-04-28,19.7
R0348,PRJ2268,2024-03-03,1.6
R0348,PRJ2268,2024-03-10,2.2
R0348,PRJ2268,2024-03-17,1.7
R0348,PRJ2268,2024-03-24,1.9
R0348,PRJ2268,2024-03-31,1.9
R0348,PRJ2268,2024-04-07,2.6
R0348,PRJ2268,2024-04-14,1.8
R0348,PRJ2268,2024-04-21,2.3
R0348,PRJ2268,2024-04-28,2.5
R0349,PRJ1051,2024-03-03,11.3
R0349,PRJ1051,2024-03-10,17.0
R0349,PRJ1051,2024-03-17,20.3
R0349,PRJ1051,2024-03-24,12.8
R0349,PRJ1051,2024-03-31,19.2
R0349,PRJ1051,2024-04-07,16.6
R0349,PRJ1051,2024-04-14,11.8
R0349,PRJ1051,2024-04-21,18.6
R0349,PRJ1051,2024-04-28,17.6
R0350,PRJ3835,2024-03-03,15.5
R0350,PRJ3835,2024-03-10,19.5
R0350,PRJ3835,2024-03-17,13.6
R0350,PRJ3835,2024-03-24,16.2
R0350,PRJ3835,2024-03-31,17.8
R0350,PRJ3835,2024-04-07,17.7
R0350,PRJ3835,2024-04-14,18.9
R0350,PRJ3835,2024-04-21,22.9
R0350,PRJ3531,2024-03-03,24.5
R0350,PRJ3531,2024-03-10,29.9
R0350,PRJ3531,2024-03-17,21.7
R0350,PRJ3531,2024-03-24,24.5
R0350,PRJ3531,2024-03-31,20.8
R0350,PRJ3531,2024-04-07,15.4
R0350,PRJ3531,2024-04-14,21.3
R0350,PRJ3531,2024-04-21,15.1
R0350,PRJ3531,2024-04-28,24.2
R0351,PRJ1979,2024-03-03,26.6
R0351,PRJ1979,2024-03-10,28.1
R0351,PRJ1979,2024-03-17,22.8
R0351,PRJ1979,2024-03-24,23.0
R0351,PRJ1979,2024-03-31,28.9
R0351,PRJ1979,2024-04-07,25.6
R0351,PRJ1979,2024-04-14,23.8
R0351,PRJ1979,2024-04-21,31.9
R0351,PRJ1979,2024-04-28,27.1
R0352,PRJ1831,2024-03-03,32.1
R0352,PRJ1831,2024-03-10,36.1
R0352,PRJ1831,2024-03-17,32.9
R0352,PRJ1831,2024-03-24,37.6
R0352,PRJ1831,2024-03-31,29.8
R0352,PRJ1831,2024-04-07,40.6
R0352,PRJ1831,2024-04-14,32.9
R0352,PRJ1831,2024-04-21,28.4
R0352,PRJ1831,2024-04-28,28.9
R0352,PRJ1351,2024-03-03,5.5
R0352,PRJ1351,2024-03-10,5.1
R0352,PRJ1351,2024-03-17,4.4
R0352,PRJ1351,2024-03-24,4.5
R0352,PRJ1351,2024-03-31,5.7
R0352,PRJ1351,2024-04-07,5.8
R0352,PRJ1351,2024-04-14,5.7
R0352,PRJ1351,2024-04-21,6.7
R0352,PRJ1351,2024-04-28,6.0
R0353,PRJ1945,2024-03-03,21.0
R0353,PRJ1945,2024-03-10,29.6
R0353,PRJ1945,2024-03-17,20.0
R0353,PRJ1945,2024-03-24,17.7
R0353,PRJ1945,2024-03-31,25.2
R0353,PRJ1945,2024-04-07,29.1
R0353,PRJ1945,2024-04-14,25.9
R0353,PRJ1945,2024-04-21,22.1
R0353,PRJ1945,2024-04-28,20.3
R0354,PRJ3506,2024-03-03,36.3
R0354,PRJ3506,2024-03-10,32.4
R0354,PRJ3506,2024-03-17,31.9
R0354,PRJ3506,2024-03-24,40.4
R0354,PRJ3506,2024-03-31,24.7
R0354,PRJ3506,2024-04-07,35.1
R0354,PRJ3506,2024-04-14,29.9
R0354,PRJ3506,2024-04-21,36.1
R0354,PRJ3506,2024-04-28,31.4
R0355,PRJ2137,2024-03-03,16.0
R0355,PRJ2137,2024-03-10,21.3
R0355,PRJ2137,2024-03-17,18.4
R0356,PRJ1360,2024-03-17,35.3
R0356,PRJ1360,2024-03-24,34.2
R0356,PRJ1360,2024-03-31,30.7
R0356,PRJ1360,2024-04-07,29.0
R0356,PRJ1360,2024-04-21,21.1
R0356,PRJ1360,2024-04-28,24.4
R0356,PRJ1119,2024-03-03,26.0
R0356,PRJ1119,2024-03-10,43.6
R0356,PRJ1119,2024-03-24,31.8
R0356,PRJ1119,2024-03-31,36.0
R0356,PRJ1119,2024-04-07,29.0
R0356,PRJ1119,2024-04-14,29.0
R0356,PRJ1119,2024-04-21,42.3
R0356,PRJ1119,2024-04-28,32.4
R0356,PRJ1340,2024-03-03,2.7
R0356,PRJ1340,2024-03-17,2.3
R0356,PRJ1340,2024-03-24,1.9
R0356,PRJ1340,2024-03-31,2.8
R0356,PRJ1340,2024-04-07,2.3
R0356,PRJ1340,2024-04-14,3.1
R0356,PRJ1340,2024-04-21,1.9
R0356,PRJ1340,2024-04-28,2.1
R0357,PRJ1917,2024-03-03,23.7
R0357,PRJ1917,2024-03-10,18.2
R0357,PRJ1917,2024-03-17,18.1
R0357,PRJ1917,2024-03-24,30.5
R0357,PRJ1917,2024-04-07,27.3
R0357,PRJ1917,2024-04-14,28.4
R0357,PRJ1917,2024-04-21,27.2
R0357,PRJ1917,2024-04-28,27.6
R0357,PRJ1284,2024-03-03,29.3
R0357,PRJ1284,2024-03-10,25.7
R0357,PRJ1284,2024-03-17,27.2
R0357,PRJ1284,2024-03-24,31.2
R0357,PRJ1284,2024-03-31,26.7
R0357,PRJ1284,2024-04-07,26.2
R0357,PRJ1284,2024-04-14,26.8
R0357,PRJ1284,2024-04-21,36.9
R0357,PRJ1284,2024-04-28,29.7
R0358,PRJ1689,2024-03-03,15.7
R0358,PRJ1689,2024-03-10,20.7
R0358,PRJ1689,2024-03-17,17.2
R0358,PRJ1689,2024-03-24,18.3
R0358,PRJ1689,2024-03-31,14.0
R0358,PRJ1689,2024-04-07,19.4
R0358,PRJ1689,2024-04-14,15.9
R0358,PRJ1689,2024-04-21,16.0
R0358,PRJ1689,2024-04-28,16.9
R0359,PRJ1706,2024-03-03,28.9
R0359,PRJ1706,2024-03-10,25.3
R0359,PRJ1706,2024-03-17,23.2
R0359,PRJ1706,2024-03-24,27.2
R0359,PRJ1706,2024-03-31,23.9
