project_id,project_name,client_name,region,engagement_type,contract_type,contracted_hour_cap
PRJ3199,Client Engagement 351,Client-M13,APAC,client_billable,time_and_materials,
PRJ1562,Client Engagement 352,Client-N13,AMER,client_billable,time_and_materials,
PRJ2885,Client Engagement 353,Client-O13,EMEA,client_billable,time_and_materials,
PRJ1219,Client Engagement 354,Client-P13,AMER,client_billable,fixed_fee,68.1
PRJ1151,Client Engagement 355,Client-Q13,AMER,client_billable,time_and_materials,
PRJ1421,Client Engagement 356,Client-R13,AMER,client_billable,fixed_fee,166.7
PRJ3246,Client Engagement 357,Client-S13,APAC,client_billable,time_and_materials,
PRJ1810,Client Engagement 358,Client-T13,AMER,client_billable,time_and_materials,
PRJ1831,Client Engagement 359,Client-U13,AMER,client_billable,time_and_materials,
PRJ3807,Client Engagement 360,Client-V13,APAC,client_billable,time_and_materials,
PRJ1489,Client Engagement 361,Client-W13,AMER,client_billable,time_and_materials,
PRJ1559,Client Engagement 362,Client-X13,AMER,client_billable,time_and_materials,
PRJ3549,Client Engagement 363,Client-Y13,APAC,client_billable,fixed_fee,434.9
PRJ2704,Client Engagement 364,Client-Z13,EMEA,client_billable,time_and_materials,
PRJ2550,Client Engagement 365,Client-A14,EMEA,client_billable,time_and_materials,
PRJ1725,Client Engagement 366,Client-B14,AMER,client_billable,fixed_fee,138.4
PRJ1162,Client Engagement 367,Client-C14,AMER,client_billable,time_and_materials,
PRJ1211,Client Engagement 368,Client-D14,AMER,client_billable,time_and_materials,
PRJ2922,Client Engagement 369,Client-E14,EMEA,client_billable,time_and_materials,
PRJ2042,Client Engagement 370,Client-F14,EMEA,client_billable,time_and_materials,
PRJ1358,Client Engagement 371,Client-G14,AMER,client_billable,time_and_materials,
PRJ2378,Client Engagement 372,Client-H14,EMEA,client_billable,time_and_materials,
PRJ1295,Client Engagement 373,Client-I14,AMER,client_billable,time_and_materials,
PRJ2943,Client Engagement 374,Client-J14,EMEA,client_billable,fixed_fee,433.8
PRJ3506,Client Engagement 375,Client-K14,APAC,client_billable,time_and_materials,
PRJ1488,Client Engagement 376,Client-L14,AMER,client_billable,fixed_fee,336.8
PRJ1106,Client Engagement 377,Client-M14,AMER,client_billable,time_and_materials,
PRJ2842,Client Engagement 378,Client-N14,EMEA,client_billable,time_and_materials,
PRJ2175,Client Engagement 379,Client-O14,EMEA,client_billable,time_and_materials,
PRJ1360,Client Engagement 380,Client-P14,AMER,client_billable,time_and_materials,
PRJ3052,Client Engagement 381,Client-Q14,APAC,client_billable,time_and_materials,
PRJ1518,Client Engagement 382,Client-R14,AMER,client_billable,time_and_materials,
PRJ1784,Client Engagement 383,Client-S14,AMER,client_billable,time_and_materials,
PRJ3831,Client Engagement 384,Client-T14,APAC,client_billable,time_and_materials,
PRJ1291,Client Engagement 385,Client-U14,AMER,client_billable,time_and_materials,
PRJ2836,Client Engagement 386,Client-V14,EMEA,client_billable,time_and_materials,
PRJ1118,Client Engagement 387,Client-W14,AMER,client_billable,time_and_materials,
PRJ2995,Client Engagement 388,Client-X14,EMEA,client_billable,time_and_materials,
PRJ2901,Client Engagement 389,Client-Y14,EMEA,client_billable,time_and_materials,
PRJ3644,Client Engagement 390,Client-Z14,APAC,client_billable,fixed_fee,414.2
PRJ3232,Client Engagement 391,Client-A15,APAC,client_billable,time_and_materials,
PRJ1564,Client Engagement 392,Client-B15,AMER,client_billable,time_and_materials,
PRJ1878,Client Engagement 393,Client-C15,AMER,client_billable,time_and_materials,
PRJ3615,Client Engagement 394,Client-D15,APAC,client_billable,time_and_materials,
PRJ2859,Client Engagement 395,Client-E15,EMEA,client_billable,time_and_materials,
PRJ1165,Client Engagement 396,Client-F15,AMER,client_billable,time_and_materials,
PRJ2687,Client Engagement 397,Client-G15,EMEA,client_billable,time_and_materials,
PRJ1837,Client Engagement 398,Client-H15,AMER,client_billable,time_and_materials,
PRJ2751,Client Engagement 399,Client-I15,EMEA,client_billable,time_and_materials,
PRJ3084,Client Engagement 400,Client-J15,APAC,client_billable,time_and_materials,
PRJ3117,Client Engagement 401,Client-K15,APAC,client_billable,time_and_materials,
PRJ2813,Client Engagement 402,Client-L15,EMEA,client_billable,time_and_materials,
PRJ1408,Client Engagement 403,Client-M15,AMER,client_billable,time_and_materials,
PRJ2507,Client Engagement 404,Client-N15,EMEA,client_billable,time_and_materials,
PRJ1107,Client Engagement 405,Client-O15,AMER,client_billable,time_and_materials,
PRJ2432,Client Engagement 406,Client-P15,EMEA,client_billable,time_and_materials,
PRJ2584,Client Engagement 407,Client-Q15,EMEA,client_billable,time_and_materials,
PRJ1042,Client Engagement 408,Client-R15,AMER,client_billable,time_and_materials,
PRJ1781,Client Engagement 409,Client-S15,AMER,client_billable,time_and_materials,
PRJ3917,Client Engagement 410,Client-T15,APAC,client_billable,time_and_materials,
PRJ1931,Client Engagement 411,Client-U15,AMER,client_billable,time_and_materials,
PRJ1176,Client Engagement 412,Client-V15,AMER,client_billable,time_and_materials,
PRJ2360,Client Engagement 413,Client-W15,EMEA,client_billable,time_and_materials,
PRJ2875,Client Engagement 414,Client-X15,EMEA,client_billable,time_and_materials,
PRJ1235,Client Engagement 415,Client-Y15,AMER,client_billable,fixed_fee,161.5
PRJ1040,Client Engagement 416,Client-Z15,AMER,client_billable,time_and_materials,
PRJ3622,Client Engagement 417,Client-A16,APAC,client_billable,time_and_materials,
PRJ2561,Client Engagement 418,Client-B16,EMEA,client_billable,time_and_materials,
PRJ3319,Client Engagement 419,Client-C16,APAC,client_billable,time_and_materials,
PRJ1323,Client Engagement 420,Client-D16,AMER,client_billable,time_and_materials,
PRJ3835,Client Engagement 421,Client-E16,APAC,client_billable,time_and_materials,
PRJ2895,Client Engagement 422,Client-F16,EMEA,client_billable,time_and_materials,
PRJ1051,Client Engagement 423,Client-G16,AMER,client_billable,time_and_materials,
PRJ1659,Client Engagement 424,Client-H16,AMER,client_billable,time_and_materials,
PRJ2651,Client Engagement 425,Client-I16,EMEA,client_billable,time_and_materials,
PRJ1355,Client Engagement 426,Client-J16,AMER,client_billable,time_and_materials,
PRJ1004,Client Engagement 427,Client-K16,AMER,client_billable,time_and_materials,
PRJ2309,Client Engagement 428,Client-L16,EMEA,client_billable,time_and_materials,
PRJ1456,Client Engagement 429,Client-M16,AMER,client_billable,time_and_materials,
PRJ3486,Client Engagement 430,Client-N16,APAC,client_billable,time_and_materials,
PRJ1940,Client Engagement 431,Client-O16,AMER,client_billable,time_and_materials,
PRJ1309,Client Engagement 432,Client-P16,AMER,client_billable,fixed_fee,315.1
PRJ1734,Client Engagement 433,Client-Q16,AMER,client_billable,time_and_materials,
PRJ2250,Client Engagement 434,Client-R16,EMEA,client_billable,time_and_materials,
PRJ1125,Client Engagement 435,Client-S16,AMER,client_billable,time_and_materials,
PRJ2839,Client Engagement 436,Client-T16,EMEA,client_billable,time_and_materials,
PRJ3626,Client Engagement 437,Client-U16,APAC,client_billable,time_and_materials,
PRJ1744,Client Engagement 438,Client-V16,AMER,client_billable,time_and_materials,
PRJ1175,Client Engagement 439,Client-W16,AMER,client_billable,time_and_materials,
PRJ1604,Client Engagement 440,Client-X16,AMER,client_billable,time_and_materials,
PRJ2005,Client Engagement 441,Client-Y16,EMEA,client_billable,time_and_materials,
PRJ2446,Client Engagement 442,Client-Z16,EMEA,client_billable,fixed_fee,295.5
PRJ1658,Client Engagement 443,Client-A17,AMER,client_billable,time_and_materials,
PRJ1342,Client Engagement 444,Client-B17,AMER,client_billable,fixed_fee,71.1
PRJ3055,Client Engagement 445,Client-C17,APAC,client_billable,time_and_materials,
PRJ1729,Client Engagement 446,Client-D17,AMER,client_billable,time_and_materials,
PRJ3531,Client Engagement 447,Client-E17,APAC,client_billable,time_and_materials,
PRJ2745,Client Engagement 448,Client-F17,EMEA,client_billable,time_and_materials,
PRJ2609,Client Engagement 449,Client-G17,EMEA,client_billable,time_and_materials,
PRJ1166,Client Engagement 450,Client-H17,AMER,client_billable,time_and_materials,
PRJ3672,Internal Operations 01,Internal,APAC,internal,time_and_materials,
PRJ1444,Internal Operations 02,Internal,AMER,internal,time_and_materials,
PRJ0035,Internal Operations 03,Internal,EMEA,internal,time_and_materials,
PRJ1173,Internal Operations 04,Internal,AMER,internal,time_and_materials,
PRJ0050,Internal Operations 05,Internal,AMER,internal,time_and_materials,
PRJ0003,Internal Operations 06,Internal,APAC,internal,time_and_materials,
PRJ1870,Internal Operations 07,Internal,AMER,internal,time_and_materials,
PRJ3405,Internal Operations 08,Internal,APAC,internal,time_and_materials,
PRJ1609,Internal Operations 09,Internal,AMER,internal,time_and_materials,
PRJ0002,Internal Operations 10,Internal,AMER,internal,time_and_materials,
PRJ1874,Internal Operations 11,Internal,AMER,internal,time_and_materials,
PRJ1099,Internal Operations 12,Internal,AMER,internal,time_and_materials,
PRJ0004,Internal Operations 13,Internal,AMER,internal,time_and_materials,
PRJ0001,Internal Operations 14,Internal,AMER,internal,time_and_materials,
PRJ3206,Internal Operations 15,Internal,APAC,internal,time_and_materials,
PRJ1595,Internal Operations 16,Internal,AMER,internal,time_and_materials,
PRJ0032,Internal Operations 17,Internal,AMER,internal,time_and_materials,
PRJ1274,Internal Operations 18,Internal,AMER,internal,time_and_materials,
PRJ0010,Internal Operations 19,Internal,AMER,internal,time_and_materials,
PRJ1862,Internal Operations 20,Internal,AMER,internal,time_and_materials,
PRJ0033,Internal Operations 21,Internal,EMEA,internal,time_and_materials,
PRJ1093,Internal Operations 22,Internal,AMER,internal,time_and_materials,
PRJ0026,Internal Operations 23,Internal,AMER,internal,time_and_materials,
PRJ3588,Internal Operations 24,Internal,APAC,internal,time_and_materials,
PRJ2876,Internal Operations 25,Internal,EMEA,internal,time_and_materials,
PRJ0049,Internal Operations 26,Internal,AMER,internal,time_and_materials,
PRJ0032,Internal Operations 27,Internal,EMEA,internal,time_and_materials,
PRJ3257,Internal Operations 28,Internal,APAC,internal,time_and_materials,
PRJ1050,Internal Operations 29,Internal,AMER,internal,time_and_materials,
PRJ3474,Internal Operations 30,Internal,APAC,internal,time_and_materials,
PRJ3957,Internal Operations 31,Internal,APAC,internal,time_and_materials,
PRJ3985,Internal Operations 32,Internal,APAC,internal,time_and_materials,
PRJ2757,Internal Operations 33,Internal,EMEA,internal,time_and_materials,
PRJ1761,Internal Operations 34,Internal,AMER,internal,time_and_materials,
PRJ1958,Internal Operations 35,Internal,AMER,internal,time_and_materials,
PRJ0039,Internal Operations 36,Internal,AMER,internal,time_and_materials,
PRJ2113,Internal Operations 37,Internal,EMEA,internal,time_and_materials,
PRJ1740,Internal Operations 38,Internal,AMER,internal,time_and_materials,
PRJ1333,Internal Operations 39,Internal,AMER,internal,time_and_materials,
PRJ2989,Internal Operations 40,Internal,EMEA,internal,time_and_materials,
PRJ0030,Internal Operations 41,Internal,APAC,internal,time_and_materials,
PRJ0037,Internal Operations 42,Internal,AMER,internal,time_and_materials,
PRJ2555,Internal Operations 43,Internal,EMEA,internal,time_and_materials,
PRJ0019,Internal Operations 44,Internal,AMER,internal,time_and_materials,
PRJ0033,Internal Operations 45,Internal,APAC,internal,time_and_materials,
PRJ0020,Internal Operations 46,Internal,AMER,internal,time_and_materials,
PRJ0023,Internal Operations 47,Internal,AMER,internal,time_and_materials,
PRJ0007,Internal Operations 48,Internal,EMEA,internal,time_and_materials,
PRJ1397,Internal Operations 49,Internal,AMER,internal,time_and_materials,
PRJ0027,Internal Operations 50,Internal,AMER,internal,time_and_materials,
PRJ2087,Internal Operations 51,Internal,EMEA,internal,time_and_materials,
PRJ0029,Internal Operations 52,Internal,AMER,internal,time_and_materials,
PRJ2147,Internal Operations 53,Internal,EMEA,internal,time_and_materials,
PRJ0031,Internal Operations 54,Internal,AMER,internal,time_and_materials,
PRJ0040,Internal Operations 55,Internal,EMEA,internal,time_and_materials,
PRJ1281,Internal Operations 56,Internal,AMER,internal,time_and_materials,
PRJ2776,Internal Operations 57,Internal,EMEA,internal,time_and_materials,
PRJ0045,Internal Operations 58,Internal,APAC,internal,time_and_materials,
PRJ1340,Internal Operations 59,Internal,AMER,internal,time_and_materials,
PRJ0018,Internal Operations 60,Internal,EMEA,internal,time_and_materials,
PRJ2070,Internal Operations 61,Internal,EMEA,internal,time_and_materials,
PRJ0023,Internal Operations 62,Internal,EMEA,internal,time_and_materials,
PRJ2914,Internal Operations 63,Internal,EMEA,internal,time_and_materials,
PRJ2296,Internal Operations 64,Internal,EMEA,internal,time_and_materials,
PRJ2929,Internal Operations 65,Internal,EMEA,internal,time_and_materials,
PRJ1416,Internal Operations 66,Internal,AMER,internal,time_and_materials,
PRJ0034,Internal Operations 67,Internal,AMER,internal,time_and_materials,
PRJ3428,Internal Operations 68,Internal,APAC,internal,time_and_materials,
PRJ1952,Internal Operations 69,Internal,AMER,internal,time_and_materials,
PRJ0029,Internal Operations 70,Internal,APAC,internal,time_and_materials,
PRJ0008,Internal Operations 71,Internal,APAC,internal,time_and_materials,
PRJ2522,Internal Operations 72,Internal,EMEA,internal,time_and_materials,
PRJ1682,Internal Operations 73,Internal,AMER,internal,time_and_materials,
PRJ1202,Internal Operations 74,Internal,AMER,internal,time_and_materials,
PRJ2220,Internal Operations 75,Internal,EMEA,internal,time_and_materials,
PRJ0005,Internal Operations 76,Internal,AMER,internal,time_and_materials,
PRJ0041,Internal Operations 77,Internal,AMER,internal,time_and_materials,
PRJ2213,Internal Operations 78,Internal,EMEA,internal,time_and_materials,
PRJ1006,Internal Operations 79,Internal,AMER,internal,time_and_materials,
PRJ1464,Internal Operations 80,Internal,AMER,internal,time_and_materials,
PRJ0017,Internal Operations 81,Internal,AMER,internal,time_and_materials,
PRJ1688,Internal Operations 82,Internal,AMER,internal,time_and_materials,
PRJ1737,Internal Operations 83,Internal,AMER,internal,time_and_materials,
PRJ2355,Internal Operations 84,Internal,EMEA,internal,time_and_materials,
PRJ0025,Internal Operations 85,Internal,AMER,internal,time_and_materials,
PRJ1594,Internal Operations 86,Internal,AMER,internal,time_and_materials,
PRJ2189,Internal Operations 87,Internal,EMEA,internal,time_and_materials,
PRJ1457,Internal Operations 88,Internal,AMER,internal,time_and_materials,
PRJ1148,Internal Operations 89,Internal,AMER,internal,time_and_materials,
PRJ2029,Internal Operations 90,Internal,EMEA,internal,time_and_materials,
PRJ3951,Internal Operations 91,Internal,APAC,internal,time_and_materials,
PRJ3147,Internal Operations 92,Internal,APAC,internal,time_and_materials,
PRJ1602,Internal Operations 93,Internal,AMER,internal,time_and_materials,
PRJ2368,Internal Operations 94,Internal,EMEA,internal,time_and_materials,
PRJ1732,Internal Operations 95,Internal,AMER,internal,time_and_materials,
PRJ1156,Internal Operations 96,Internal,AMER,internal,time_and_materials,
PRJ1160,Internal Operations 97,Internal,AMER,internal,time_and_materials,
PRJ2819,Internal Operations 98,Internal,EMEA,internal,time_and_materials,
PRJ1403,Internal Operations 99,Internal,AMER,internal,time_and_materials,
PRJ2353,Internal Operations 100,Internal,EMEA,internal,time_and_materials,
PRJ1514,Internal Operations 101,Internal,AMER,internal,time_and_materials,
PRJ1748,Internal Operations 102,Internal,AMER,internal,time_and_materials,
PRJ0001,Internal Operations 103,Internal,EMEA,internal,time_and_materials,
PRJ0035,Internal Operations 104,Internal,AMER,internal,time_and_materials,
PRJ0003,Internal Operations 105,Internal,EMEA,internal,time_and_materials,
PRJ0008,Practice Development 01,Internal,EMEA,practice_development,time_and_materials,
PRJ3142,Practice Development 02,Internal,APAC,practice_development,time_and_materials,
PRJ0020,Practice Development 03,Internal,EMEA,practice_development,time_and_materials,
PRJ1633,Practice Development 04,Internal,AMER,practice_development,time_and_materials,
PRJ1057,Practice Development 05,Internal,AMER,practice_development,time_and_materials,
PRJ1129,Practice Development 06,Internal,AMER,practice_development,time_and_materials,
PRJ2760,Practice Development 07,Internal,EMEA,practice_development,time_and_materials,
PRJ1026,Practice Development 08,Internal,AMER,practice_development,time_and_materials,
PRJ1261,Practice Development 09,Internal,AMER,practice_development,time_and_materials,
PRJ0047,Practice Development 10,Internal,APAC,practice_development,time_and_materials,
PRJ1501,Practice Development 11,Internal,AMER,practice_development,time_and_materials,
PRJ0017,Practice Development 12,Internal,EMEA,practice_development,time_and_materials,
PRJ1251,Practice Development 13,Internal,AMER,practice_development,time_and_materials,
PRJ0012,Practice Development 14,Internal,APAC,practice_development,time_and_materials,
PRJ0003,Practice Development 15,Internal,AMER,practice_development,time_and_materials,
PRJ0026,Practice Development 16,Internal,EMEA,practice_development,time_and_materials,
PRJ3627,Practice Development 17,Internal,APAC,practice_development,time_and_materials,
PRJ1872,Practice Development 18,Internal,AMER,practice_development,time_and_materials,
PRJ0043,Practice Development 19,Internal,EMEA,practice_development,time_and_materials,
PRJ2732,Practice Development 20,Internal,EMEA,practice_development,time_and_materials,
PRJ1328,Practice Development 21,Internal,AMER,practice_development,time_and_materials,
PRJ0021,Practice Development 22,Internal,AMER,practice_development,time_and_materials,
PRJ2146,Practice Development 23,Internal,EMEA,practice_development,time_and_materials,
PRJ1452,Practice Development 24,Internal,AMER,practice_development,time_and_materials,
PRJ1307,Practice Development 25,Internal,AMER,practice_development,time_and_materials,
PRJ1884,Practice Development 26,Internal,AMER,practice_development,time_and_materials,
PRJ1811,Practice Development 27,Internal,AMER,practice_development,time_and_materials,
PRJ0022,Practice Development 28,Internal,EMEA,practice_development,time_and_materials,
PRJ0045,Practice Development 29,Internal,EMEA,practice_development,time_and_materials,
PRJ2744,Practice Development 30,Internal,EMEA,practice_development,time_and_materials,
PRJ3002,Practice Development 31,Internal,APAC,practice_development,time_and_materials,
PRJ2551,Practice Development 32,Internal,EMEA,practice_development,time_and_materials,
PRJ1710,Practice Development 33,Internal,AMER,practice_development,time_and_materials,
PRJ2622,Practice Development 34,Internal,EMEA,practice_development,time_and_materials,
PRJ0015,Practice Development 35,Internal,AMER,practice_development,time_and_materials,
PRJ1351,Practice Development 36,Internal,AMER,practice_development,time_and_materials,
PRJ0027,Practice Development 37,Internal,APAC,practice_development,time_and_materials,
PRJ0016,Practice Development 38,Internal,EMEA,practice_development,time_and_materials,
PRJ3629,Practice Development 39,Internal,APAC,practice_development,time_and_materials,
PRJ1102,Practice Development 40,Internal,AMER,practice_development,time_and_materials,
PRJ1157,Practice Development 41,Internal,AMER,practice_development,time_and_materials,
PRJ1063,Practice Development 42,Internal,AMER,practice_development,time_and_materials,
PRJ1149,Practice Development 43,Internal,AMER,practice_development,time_and_materials,
PRJ0001,Practice Development 44,Internal,APAC,practice_development,time_and_materials,
PRJ3129,Practice Development 45,Internal,APAC,practice_development,time_and_materials,
PRJ3469,Practice Development 46,Internal,APAC,practice_development,time_and_materials,
PRJ0040,Practice Development 47,Internal,AMER,practice_development,time_and_materials,
PRJ2449,Practice Development 48,Internal,EMEA,practice_development,time_and_materials,
PRJ0049,Practice Development 49,Internal,EMEA,practice_development,time_and_materials,
PRJ2427,Practice Development 50,Internal,EMEA,practice_development,time_and_materials,
PRJ2575,Practice Development 51,Internal,EMEA,practice_development,time_and_materials,
PRJ2010,Practice Development 52,Internal,EMEA,practice_development,time_and_materials,
PRJ3181,Practice Development 53,Internal,APAC,practice_development,time_and_materials,
PRJ2068,Practice Development 54,Internal,EMEA,practice_development,time_and_materials,
PRJ3533,Practice Development 55,Internal,APAC,practice_development,time_and_materials,
PRJ0029,Practice Development 56,Internal,EMEA,practice_development,time_and_materials,
PRJ2295,Practice Development 57,Internal,EMEA,practice_development,time_and_materials,
PRJ1785,Practice Development 58,Internal,AMER,practice_development,time_and_materials,
PRJ2872,Practice Development 59,Internal,EMEA,practice_development,time_and_materials,
PRJ1227,Practice Development 60,Internal,AMER,practice_development,time_and_materials,
PRJ0034,Practice Development 61,Internal,EMEA,practice_development,time_and_materials,
PRJ1443,Practice Development 62,Internal,AMER,practice_development,time_and_materials,
PRJ0046,Practice Development 63,Internal,EMEA,practice_development,time_and_materials,
PRJ2608,Practice Development 64,Internal,EMEA,practice_development,time_and_materials,
PRJ0012,Practice Development 65,Internal,AMER,practice_development,time_and_materials,
PRJ1858,Practice Development 66,Internal,AMER,practice_development,time_and_materials,
PRJ0006,Practice Development 67,Internal,EMEA,practice_development,time_and_materials,
PRJ0011,Practice Development 68,Internal,EMEA,practice_development,time_and_materials,
PRJ1563,Practice Development 69,Internal,AMER,practice_development,time_and_materials,
PRJ2268,Practice Development 70,Internal,EMEA,practice_development,time_and_materials,
PRJ1623,Practice Development 71,Internal,AMER,practice_development,time_and_materials,
PRJ1183,Practice Development 72,Internal,AMER,practice_development,time_and_materials,
PRJ3734,Practice Development 73,Internal,APAC,practice_development,time_and_materials,
PRJ0033,Practice Development 74,Internal,AMER,practice_development,time_and_materials,
PRJ1795,Practice Development 75,Internal,AMER,practice_development,time_and_materials,
PRJ1800,Practice Development 76,Internal,AMER,practice_development,time_and_materials,
PRJ0014,Practice Development 77,Internal,AMER,practice_development,time_and_materials,
PRJ0030,Practice Development 78,Internal,AMER,practice_development,time_and_materials,
PRJ0031,Practice Development 79,Internal,EMEA,practice_development,time_and_materials,
PRJ2892,Practice Development 80,Internal,EMEA,practice_development,time_and_materials,
PRJ2362,Practice Development 81,Internal,EMEA,practice_development,time_and_materials,
PRJ2624,Practice Development 82,Internal,EMEA,practice_development,time_and_materials,
PRJ1904,Practice Development 83,Internal,AMER,practice_development,time_and_materials,
PRJ2868,Practice Development 84,Internal,EMEA,practice_development,time_and_materials,
PRJ0043,Practice Development 85,Internal,AMER,practice_development,time_and_materials,
PRJ0036,Practice Development 86,Internal,AMER,practice_development,time_and_materials,
PRJ0048,Practice Development 87,Internal,AMER,practice_development,time_and_materials,
PRJ3770,Practice Development 88,Internal,APAC,practice_development,time_and_materials,
PRJ1543,Practice Development 89,Internal,AMER,practice_development,time_and_materials,
PRJ0044,Practice Development 90,Internal,EMEA,practice_development,time_and_materials,
