resource_id,role,region,employment_type,weekly_capacity_hours
R1270,Senior Consultant,APAC,FTE,40.0
R1271,Senior Consultant,AMER,FTE,40.0
R1272,Analyst,AMER,FTE,40.0
R1273,Consultant,AMER,FTE,40.0
R1274,Manager,EMEA,FTE,40.0
R1275,Senior Consultant,AMER,FTE,40.0
R1276,Senior Consultant,AMER,FTE,40.0
R1277,Architect,EMEA,FTE,40.0
R1278,Senior Consultant,AMER,FTE,40.0
R1279,Consultant,AMER,FTE,40.0
R1280,Analyst,EMEA,FTE,40.0
R1281,Senior Consultant,EMEA,FTE,40.0
R1282,Senior Consultant,APAC,FTE,40.0
R1283,Senior Consultant,EMEA,FTE,40.0
R1284,Consultant,AMER,FTE,40.0
R1285,Consultant,AMER,FTE,40.0
R1286,Consultant,APAC,FTE,40.0
R1287,Senior Consultant,AMER,FTE,40.0
R1288,Analyst,EMEA,FTE,40.0
R1289,Architect,AMER,FTE,40.0
R1290,Consultant,EMEA,FTE,40.0
R1291,Consultant,AMER,FTE,40.0
R1292,Analyst,APAC,FTE,40.0
R1293,Analyst,APAC,FTE,40.0
R1294,Consultant,EMEA,Contractor,40.0
R1295,Senior Consultant,EMEA,Contractor,40.0
R1296,Analyst,APAC,FTE,40.0
R1297,Architect,AMER,FTE,40.0
R1298,Senior Consultant,EMEA,FTE,40.0
R1299,Architect,EMEA,FTE,40.0
R1300,Consultant,AMER,FTE,40.0
R1301,Analyst,APAC,FTE,40.0
R1302,Senior Consultant,AMER,FTE,40.0
R1303,Manager,APAC,FTE,40.0
R1304,Manager,EMEA,FTE,40.0
R1305,Manager,AMER,FTE,40.0
R1306,Consultant,EMEA,FTE,40.0
R1307,Senior Consultant,AMER,FTE,40.0
R1308,Manager,AMER,Contractor,40.0
R1309,Consultant,EMEA,FTE,40.0
R1310,Manager,AMER,Contractor,40.0
R1311,Senior Consultant,EMEA,FTE,40.0
R1312,Analyst,EMEA,FTE,40.0
R1313,Consultant,EMEA,FTE,40.0
R1314,Analyst,AMER,FTE,40.0
R1315,Analyst,EMEA,FTE,40.0
R1316,Manager,AMER,FTE,40.0
R1317,Manager,AMER,FTE,40.0
R1318,Architect,APAC,FTE,40.0
R1319,Analyst,EMEA,Contractor,40.0
R1320,Architect,AMER,FTE,40.0
R1321,Consultant,AMER,FTE,40.0
R1322,Consultant,AMER,FTE,40.0
R1323,Consultant,AMER,FTE,40.0
R1324,Analyst,APAC,FTE,40.0
R1325,Senior Consultant,AMER,FTE,40.0
R1326,Consultant,AMER,FTE,40.0
R1327,Consultant,EMEA,FTE,40.0
R1328,Consultant,EMEA,FTE,40.0
R1329,Consultant,AMER,FTE,40.0
R1330,Consultant,APAC,Contractor,40.0
R1331,Architect,AMER,FTE,40.0
R1332,Consultant,AMER,FTE,40.0
R1333,Analyst,EMEA,FTE,40.0
R1334,Analyst,EMEA,FTE,40.0
R1335,Manager,AMER,FTE,40.0
R1336,Analyst,EMEA,FTE,40.0
R1337,Analyst,EMEA,FTE,40.0
R1338,Analyst,APAC,FTE,40.0
R1339,Senior Consultant,EMEA,FTE,40.0
R1340,Consultant,AMER,FTE,40.0
R1341,Consultant,AMER,FTE,40.0
R1342,Architect,EMEA,Contractor,40.0
R1343,Senior Consultant,EMEA,FTE,40.0
R1344,Architect,EMEA,FTE,40.0
R1345,Senior Consultant,EMEA,FTE,40.0
R1346,Consultant,AMER,FTE,40.0
R1347,Consultant,APAC,FTE,40.0
R1348,Manager,AMER,Contractor,40.0
R1349,Consultant,AMER,FTE,40.0
R1350,Consultant,AMER,FTE,40.0
R1351,Architect,EMEA,FTE,40.0
R1352,Consultant,APAC,FTE,40.0
R1353,Consultant,APAC,FTE,40.0
R1354,Manager,APAC,FTE,40.0
R1355,Analyst,EMEA,FTE,40.0
R1356,Manager,AMER,FTE,40.0
R1357,Architect,AMER,FTE,40.0
R1358,Senior Consultant,AMER,FTE,40.0
R1359,Analyst,AMER,FTE,40.0
R1360,Senior Consultant,AMER,FTE,40.0
R1361,Consultant,AMER,FTE,40.0
R1362,Consultant,EMEA,Contractor,40.0
R1363,Senior Consultant,EMEA,FTE,40.0
R1364,Analyst,AMER,FTE,40.0
R1365,Manager,AMER,FTE,40.0
R1366,Consultant,EMEA,FTE,40.0
R1367,Senior Consultant,APAC,FTE,40.0
R1368,Senior Consultant,EMEA,FTE,40.0
R1369,Architect,AMER,FTE,40.0
R1370,Senior Consultant,APAC,FTE,40.0
R1371,Consultant,APAC,FTE,40.0
R1372,Senior Consultant,EMEA,FTE,40.0
R1373,Senior Consultant,APAC,FTE,40.0
R1374,Consultant,APAC,FTE,40.0
R1375,Manager,AMER,Contractor,40.0
R1376,Analyst,EMEA,FTE,40.0
R1377,Manager,APAC,FTE,40.0
R1378,Senior Consultant,AMER,FTE,40.0
R1379,Senior Consultant,AMER,FTE,40.0
R1380,Manager,EMEA,FTE,40.0
R1381,Consultant,EMEA,FTE,40.0
R1382,Consultant,EMEA,FTE,40.0
R1383,Analyst,EMEA,FTE,40.0
R1384,Consultant,AMER,FTE,40.0
R1385,Consultant,EMEA,FTE,40.0
R1386,Analyst,APAC,FTE,40.0
R1387,Consultant,AMER,FTE,40.0
R1388,Consultant,APAC,FTE,40.0
R1389,Senior Consultant,AMER,FTE,40.0
R1390,Consultant,EMEA,FTE,40.0
R1391,Architect,EMEA,Contractor,40.0
R1392,Consultant,EMEA,FTE,40.0
R1393,Senior Consultant,APAC,FTE,40.0
R1394,Manager,EMEA,FTE,40.0
R1395,Senior Consultant,EMEA,Contractor,40.0
R1396,Manager,AMER,FTE,40.0
R1397,Analyst,EMEA,FTE,40.0
R1398,Senior Consultant,EMEA,FTE,40.0
R1399,Consultant,EMEA,FTE,40.0
R1400,Manager,AMER,FTE,40.0
R1401,Consultant,APAC,FTE,40.0
R1402,Senior Consultant,EMEA,FTE,40.0
R1403,Analyst,AMER,FTE,40.0
R1404,Consultant,EMEA,FTE,40.0
R1405,Consultant,AMER,FTE,40.0
R1406,Analyst,EMEA,FTE,40.0
R1407,Architect,EMEA,FTE,40.0
R1408,Analyst,AMER,FTE,40.0
R1409,Consultant,APAC,FTE,40.0
R1410,Analyst,EMEA,FTE,40.0
R1411,Architect,AMER,FTE,40.0
R1412,Manager,AMER,FTE,40.0
R1413,Consultant,APAC,FTE,40.0
R1414,Senior Consultant,EMEA,FTE,40.0
R1415,Consultant,EMEA,FTE,40.0
R1416,Consultant,APAC,FTE,40.0
R1417,Analyst,APAC,FTE,40.0
R1418,Analyst,AMER,FTE,40.0
R1419,Manager,AMER,FTE,40.0
R1420,Consultant,APAC,FTE,40.0
R1421,Architect,APAC,FTE,40.0
R1422,Manager,EMEA,FTE,40.0
R1423,Consultant,APAC,FTE,40.0
R1424,Manager,APAC,FTE,40.0
R1425,Manager,APAC,FTE,40.0
R1426,Analyst,AMER,Contractor,40.0
R1427,Consultant,EMEA,FTE,40.0
R1428,Consultant,EMEA,FTE,40.0
R1429,Manager,AMER,Contractor,40.0
R1430,Consultant,APAC,FTE,40.0
R1431,Analyst,AMER,FTE,40.0
R1432,Senior Consultant,APAC,FTE,40.0
R1433,Consultant,EMEA,FTE,40.0
R1434,Senior Consultant,EMEA,FTE,40.0
R1435,Architect,AMER,FTE,40.0
R1436,Analyst,EMEA,FTE,40.0
R1437,Architect,EMEA,FTE,40.0
R1438,Manager,AMER,FTE,40.0
R1439,Analyst,EMEA,Contractor,40.0
R1440,Manager,APAC,FTE,40.0
R1441,Manager,EMEA,FTE,40.0
R1442,Analyst,AMER,FTE,40.0
R1443,Analyst,EMEA,FTE,40.0
R1444,Architect,AMER,Contractor,40.0
R1445,Analyst,EMEA,FTE,40.0
R1446,Analyst,AMER,FTE,40.0
R1447,Senior Consultant,APAC,FTE,40.0
R1448,Analyst,EMEA,FTE,40.0
R1449,Senior Consultant,APAC,FTE,40.0
R1450,Manager,EMEA,FTE,40.0
R1451,Analyst,AMER,FTE,40.0
R1452,Analyst,APAC,FTE,40.0
R1453,Architect,AMER,FTE,40.0
R1454,Senior Consultant,AMER,FTE,40.0
R1455,Senior Consultant,APAC,FTE,40.0
R1456,Analyst,EMEA,FTE,40.0
R1457,Analyst,AMER,FTE,40.0
R1458,Analyst,EMEA,FTE,40.0
R1459,Senior Consultant,AMER,FTE,40.0
R1460,Analyst,APAC,FTE,40.0
R1461,Senior Consultant,AMER,FTE,40.0
R1462,Consultant,APAC,Contractor,40.0
R1463,Consultant,AMER,FTE,40.0
R1464,Senior Consultant,AMER,FTE,40.0
R1465,Senior Consultant,EMEA,FTE,40.0
R1466,Consultant,AMER,FTE,40.0
R1467,Analyst,EMEA,FTE,40.0
R1468,Senior Consultant,AMER,FTE,40.0
R1469,Consultant,EMEA,Contractor,40.0
R1470,Consultant,APAC,FTE,40.0
R1471,Consultant,AMER,FTE,40.0
R1472,Analyst,AMER,FTE,40.0
R1473,Senior Consultant,AMER,FTE,40.0
R1474,Senior Consultant,AMER,FTE,40.0
R1475,Senior Consultant,AMER,FTE,40.0
R1476,Consultant,AMER,FTE,40.0
R1477,Consultant,AMER,FTE,40.0
R1478,Architect,APAC,FTE,40.0
R1479,Senior Consultant,EMEA,FTE,40.0
R1480,Consultant,AMER,FTE,40.0
R1481,Analyst,AMER,Contractor,40.0
R1482,Architect,AMER,FTE,40.0
R1483,Consultant,EMEA,FTE,40.0
R1484,Analyst,APAC,Contractor,40.0
R1485,Senior Consultant,EMEA,FTE,40.0
R1486,Consultant,AMER,FTE,40.0
R1487,Analyst,APAC,FTE,40.0
R1488,Consultant,AMER,Contractor,40.0
R1489,Analyst,AMER,FTE,40.0
R1490,Senior Consultant,APAC,FTE,40.0
R1491,Architect,AMER,FTE,40.0
R1492,Analyst,EMEA,FTE,40.0
R1493,Senior Consultant,AMER,FTE,40.0
R1494,Architect,EMEA,FTE,40.0
R1495,Manager,AMER,Contractor,40.0
R1496,Consultant,EMEA,FTE,40.0
R1497,Consultant,EMEA,FTE,40.0
R1498,Manager,APAC,FTE,40.0
R1499,Consultant,AMER,FTE,40.0
R1500,Consultant,APAC,FTE,40.0
