driver_id,fleet_type,home_borough
1233,hybrid,Manhattan
1234,hybrid,Brooklyn
1235,hybrid,Manhattan
1236,hybrid,Manhattan
1237,standard,Bronx
1238,premium,Brooklyn
1239,premium,Queens
1240,premium,Queens
1241,premium,Brooklyn
1242,hybrid,Brooklyn
1243,standard,Queens
1244,standard,Manhattan
1245,premium,Brooklyn
1246,premium,Brooklyn
1247,hybrid,Bronx
1248,premium,Bronx
1249,hybrid,Queens
1250,premium,Manhattan
1251,standard,Manhattan
1252,standard,Manhattan
1253,standard,Manhattan
1254,hybrid,Bronx
1255,standard,Manhattan
1256,premium,Manhattan
1257,hybrid,Bronx
1258,standard,Bronx
1259,standard,Brooklyn
1260,standard,Bronx
1261,standard,Manhattan
1262,premium,Manhattan
1263,hybrid,Manhattan
1264,premium,Bronx
1265,premium,Bronx
1266,premium,Brooklyn
1267,hybrid,Brooklyn
1268,premium,Bronx
1269,hybrid,Manhattan
1270,premium,Queens
1271,hybrid,Brooklyn
1272,premium,Bronx
1273,hybrid,Queens
1274,premium,Queens
1275,premium,Manhattan
1276,standard,Bronx
1277,hybrid,Manhattan
1278,premium,Manhattan
1279,standard,Queens
1280,standard,Bronx
1281,premium,Manhattan
1282,premium,Manhattan
1283,premium,Queens
1284,premium,Brooklyn
1285,hybrid,Queens
1286,standard,Bronx
1287,standard,Brooklyn
1288,premium,Bronx
1289,premium,Manhattan
1290,hybrid,Manhattan
1291,standard,Manhattan
1292,hybrid,Brooklyn
1293,premium,Queens
1294,premium,Brooklyn
1295,standard,Manhattan
1296,hybrid,Brooklyn
1297,premium,Queens
1298,premium,Brooklyn
1299,hybrid,Queens
1300,hybrid,Bronx
1301,hybrid,Brooklyn
1302,hybrid,Queens
1303,standard,Queens
1304,standard,Brooklyn
1305,hybrid,Manhattan
1306,hybrid,Manhattan
1307,hybrid,Bronx
1308,premium,Brooklyn
1309,premium,Bronx
1310,hybrid,Brooklyn
1311,hybrid,Manhattan
1312,premium,Brooklyn
1313,premium,Manhattan
1314,premium,Manhattan
1315,standard,Brooklyn
1316,standard,Bronx
1317,premium,Manhattan
1318,standard,Manhattan
1319,standard,Manhattan
1320,standard,Queens
1321,standard,Brooklyn
1322,hybrid,Brooklyn
1323,premium,Brooklyn
1324,hybrid,Manhattan
1325,premium,Bronx
1326,standard,Bronx
1327,standard,Bronx
1328,hybrid,Bronx
1329,hybrid,Brooklyn
1330,hybrid,Brooklyn
1331,standard,Manhattan
1332,premium,Queens
1333,premium,Queens
1334,hybrid,Brooklyn
1335,standard,Brooklyn
1336,standard,Manhattan
1337,standard,Manhattan
1338,premium,Manhattan
1339,standard,Bronx
1340,hybrid,Queens
1341,standard,Manhattan
1342,standard,Brooklyn
1343,hybrid,Bronx
1344,hybrid,Manhattan
1345,standard,Manhattan
1346,hybrid,Manhattan
1347,standard,Brooklyn
1348,hybrid,Brooklyn
1349,standard,Manhattan
1350,premium,Queens
1351,standard,Queens
1352,premium,Manhattan
1353,premium,Bronx
1354,hybrid,Bronx
1355,premium,Bronx
1356,hybrid,Manhattan
1357,hybrid,Bronx
1358,hybrid,Bronx
1359,hybrid,Bronx
1360,hybrid,Bronx
1361,standard,Bronx
1362,premium,Queens
1363,hybrid,Brooklyn
1364,hybrid,Brooklyn
1365,premium,Manhattan
1366,premium,Brooklyn
1367,hybrid,Bronx
1368,standard,Manhattan
1369,hybrid,Brooklyn
1370,standard,Bronx
1371,standard,Brooklyn
1372,premium,Brooklyn
1373,hybrid,Brooklyn
1374,hybrid,Brooklyn
1375,hybrid,Brooklyn
1376,standard,Bronx
1377,standard,Manhattan
1378,hybrid,Manhattan
1379,premium,Manhattan
1380,premium,Queens
1381,hybrid,Bronx
1382,premium,Brooklyn
1383,standard,Queens
1384,premium,Manhattan
1385,standard,Manhattan
1386,hybrid,Queens
1387,hybrid,Manhattan
1388,premium,Bronx
1389,premium,Brooklyn
1390,standard,Bronx
1391,premium,Manhattan
1392,hybrid,Bronx
1393,premium,Manhattan
1394,premium,Brooklyn
1395,standard,Manhattan
1396,hybrid,Bronx
1397,hybrid,Brooklyn
1398,hybrid,Manhattan
1399,premium,Bronx
1400,premium,Brooklyn
1401,hybrid,Queens
1402,premium,Manhattan
1403,standard,Brooklyn
1404,hybrid,Bronx
1405,premium,Manhattan
1406,standard,Manhattan
1407,hybrid,Bronx
1408,hybrid,Manhattan
1409,standard,Brooklyn
1410,premium,Brooklyn
1411,standard,Bronx
1412,premium,Manhattan
1413,standard,Brooklyn
1414,premium,Manhattan
1415,standard,Manhattan
1416,standard,Bronx
1417,standard,Queens
1418,premium,Manhattan
1419,hybrid,Manhattan
1420,hybrid,Bronx
1421,premium,Brooklyn
1422,hybrid,Brooklyn
1423,standard,Brooklyn
1424,premium,Brooklyn
1425,hybrid,Manhattan
1426,standard,Queens
1427,hybrid,Queens
1428,hybrid,Queens
1429,standard,Bronx
1430,standard,Manhattan
1431,hybrid,Manhattan
1432,premium,Manhattan
1433,premium,Bronx
1434,hybrid,Manhattan
1435,standard,Brooklyn
1436,premium,Queens
1437,premium,Brooklyn
1438,hybrid,Bronx
1439,standard,Queens
1440,standard,Manhattan
1441,hybrid,Manhattan
1442,standard,Manhattan
1443,standard,Bronx
1444,hybrid,Bronx
1445,premium,Manhattan
1446,hybrid,Bronx
1447,premium,Manhattan
1448,standard,Bronx
1449,premium,Bronx
1450,standard,Queens
1451,hybrid,Brooklyn
1452,hybrid,Queens
1453,hybrid,Bronx
1454,hybrid,Brooklyn
1455,standard,Bronx
1456,premium,Brooklyn
1457,standard,Brooklyn
1458,standard,Queens
1459,premium,Brooklyn
1460,hybrid,Bronx
1461,premium,Bronx
1462,hybrid,Manhattan
1463,hybrid,Queens
1464,premium,Brooklyn
1465,hybrid,Queens
1466,standard,Brooklyn
1467,hybrid,Manhattan
1468,premium,Brooklyn
1469,standard,Brooklyn
1470,hybrid,Queens
1471,premium,Brooklyn
1472,standard,Queens
1473,hybrid,Brooklyn
1474,premium,Manhattan
1475,standard,Brooklyn
1476,standard,Bronx
1477,standard,Bronx
1478,premium,Manhattan
1479,premium,Queens
1480,premium,Manhattan
1481,standard,Brooklyn
1482,premium,Brooklyn
1483,hybrid,Queens
1484,hybrid,Manhattan
1485,standard,Queens
1486,hybrid,Manhattan
1487,standard,Queens
1488,standard,Queens
1489,premium,Brooklyn
1490,premium,Queens
1491,hybrid,Manhattan
1492,premium,Bronx
1493,hybrid,Manhattan
1494,premium,Queens
1495,premium,Manhattan
1496,hybrid,Bronx
1497,standard,Manhattan
1498,standard,Bronx
1499,premium,Manhattan
1500,hybrid,Manhattan
1501,hybrid,Brooklyn
1502,standard,Brooklyn
1503,premium,Queens
1504,hybrid,Manhattan
1505,standard,Bronx
1506,premium,Bronx
1507,premium,Brooklyn
1508,premium,Bronx
1509,premium,Brooklyn
1510,premium,Brooklyn
1511,standard,Manhattan
1512,standard,Bronx
1513,hybrid,Brooklyn
1514,standard,Bronx
1515,premium,Queens
1516,hybrid,Brooklyn
1517,hybrid,Bronx
1518,premium,Manhattan
1519,hybrid,Brooklyn
1520,premium,Queens
1521,hybrid,Bronx
1522,hybrid,Brooklyn
1523,hybrid,Manhattan
1524,premium,Bronx
1525,hybrid,Manhattan
1526,premium,Brooklyn
1527,premium,Brooklyn
1528,standard,Brooklyn
1529,standard,Bronx
1530,standard,Brooklyn
1531,standard,Brooklyn
1532,premium,Bronx
1533,standard,Queens
1534,hybrid,Bronx
1535,premium,Queens
1536,hybrid,Queens
1537,standard,Manhattan
1538,standard,Brooklyn
1539,standard,Bronx
1540,hybrid,Bronx
1541,hybrid,Manhattan
1542,hybrid,Manhattan
1543,hybrid,Brooklyn
1544,premium,Brooklyn
1545,standard,Bronx
1546,hybrid,Queens
1547,standard,Bronx
1548,premium,Queens
1549,standard,Bronx
1550,hybrid,Queens
1551,premium,Brooklyn
1552,standard,Bronx
1553,premium,Manhattan
1554,premium,Brooklyn
1555,hybrid,Bronx
1556,hybrid,Brooklyn
1557,hybrid,Bronx
1558,premium,Queens
1559,standard,Brooklyn
1560,standard,Manhattan
1561,hybrid,Manhattan
1562,standard,Brooklyn
1563,hybrid,Brooklyn
1564,premium,Bronx
1565,hybrid,Brooklyn
1566,standard,Manhattan
1567,hybrid,Manhattan
1568,hybrid,Brooklyn
1569,premium,Bronx
1570,premium,Brooklyn
1571,hybrid,Manhattan
1572,premium,Bronx
1573,standard,Bronx
1574,hybrid,Manhattan
1575,standard,Manhattan
1576,standard,Manhattan
1577,hybrid,Bronx
1578,standard,Bronx
1579,standard,Brooklyn
1580,standard,Brooklyn
1581,standard,Bronx
1582,standard,Queens
1583,premium,Manhattan
1584,standard,Manhattan
1585,premium,Manhattan
1586,standard,Manhattan
1587,hybrid,Queens
1588,premium,Queens
1589,standard,Bronx
1590,premium,Brooklyn
1591,standard,Queens
1592,standard,Brooklyn
1593,standard,Brooklyn
1594,hybrid,Brooklyn
1595,hybrid,Brooklyn
1596,premium,Manhattan
1597,standard,Manhattan
1598,standard,Brooklyn
1599,standard,Bronx
1600,hybrid,Bronx
1601,hybrid,Queens
1602,hybrid,Bronx
1603,hybrid,Brooklyn
1604,standard,Brooklyn
1605,premium,Queens
1606,premium,Manhattan
1607,standard,Manhattan
1608,standard,Bronx
1609,hybrid,Bronx
1610,premium,Queens
1611,standard,Manhattan
1612,hybrid,Queens
1613,standard,Queens
1614,standard,Bronx
1615,standard,Manhattan
1616,premium,Queens
1617,standard,Queens
1618,premium,Bronx
1619,premium,Bronx
1620,premium,Manhattan
1621,hybrid,Queens
1622,premium,Bronx
1623,hybrid,Queens
1624,hybrid,Manhattan
1625,premium,Bronx
1626,premium,Bronx
1627,hybrid,Brooklyn
1628,standard,Manhattan
1629,hybrid,Queens
1630,standard,Bronx
1631,hybrid,Bronx
1632,hybrid,Bronx
1633,premium,Queens
1634,standard,Brooklyn
1635,standard,Manhattan
1636,premium,Queens
1637,hybrid,Manhattan
1638,premium,Brooklyn
1639,standard,Manhattan
1640,standard,Bronx
1641,hybrid,Queens
1642,standard,Queens
1643,standard,Manhattan
1644,hybrid,Brooklyn
1645,hybrid,Brooklyn
1646,premium,Queens
1647,premium,Brooklyn
1648,premium,Manhattan
1649,standard,Manhattan
1650,standard,Brooklyn
1651,standard,Queens
1652,standard,Manhattan
1653,standard,Bronx
1654,premium,Bronx
1655,standard,Manhattan
1656,hybrid,Brooklyn
1657,hybrid,Bronx
1658,hybrid,Brooklyn
1659,hybrid,Brooklyn
1660,premium,Manhattan
1661,hybrid,Bronx
1662,hybrid,Bronx
1663,standard,Manhattan
1664,hybrid,Bronx
1665,hybrid,Manhattan
1666,premium,Manhattan
1667,hybrid,Queens
1668,premium,Bronx
1669,hybrid,Bronx
1670,hybrid,Brooklyn
1671,premium,Brooklyn
1672,premium,Brooklyn
1673,hybrid,Queens
1674,standard,Manhattan
1675,standard,Manhattan
1676,premium,Bronx
1677,standard,Queens
1678,standard,Bronx
1679,hybrid,Manhattan
1680,standard,Bronx
1681,premium,Brooklyn
1682,standard,Bronx
1683,premium,Manhattan
1684,hybrid,Queens
1685,premium,Bronx
1686,premium,Brooklyn
1687,standard,Brooklyn
1688,standard,Queens
1689,premium,Queens
1690,hybrid,Manhattan
1691,hybrid,Queens
1692,premium,Queens
1693,standard,Queens
1694,premium,Queens
1695,hybrid,Brooklyn
1696,premium,Manhattan
1697,premium,Manhattan
1698,standard,Manhattan
1699,hybrid,Brooklyn
1700,hybrid,Queens
1701,premium,Manhattan
1702,premium,Manhattan
1703,standard,Brooklyn
1704,hybrid,Brooklyn
1705,premium,Queens
1706,hybrid,Brooklyn
1707,hybrid,Bronx
1708,hybrid,Queens
1709,standard,Bronx
1710,premium,Brooklyn
1711,premium,Manhattan
1712,hybrid,Bronx
1713,hybrid,Bronx
1714,premium,Queens
1715,hybrid,Brooklyn
1716,standard,Brooklyn
1717,hybrid,Brooklyn
1718,premium,Brooklyn
1719,hybrid,Queens
1720,hybrid,Manhattan
1721,premium,Bronx
1722,hybrid,Queens
1723,premium,Brooklyn
1724,premium,Manhattan
1725,standard,Queens
1726,hybrid,Brooklyn
1727,hybrid,Bronx
1728,hybrid,Queens
1729,premium,Bronx
1730,premium,Manhattan
1731,premium,Manhattan
1732,hybrid,Brooklyn
1733,premium,Bronx
1734,standard,Brooklyn
1735,premium,Queens
1736,hybrid,Bronx
1737,premium,Manhattan
1738,hybrid,Brooklyn
1739,standard,Queens
1740,premium,Bronx
1741,premium,Bronx
1742,hybrid,Manhattan
1743,standard,Bronx
1744,standard,Bronx
1745,hybrid,Queens
1746,standard,Brooklyn
1747,hybrid,Manhattan
1748,premium,Bronx
1749,hybrid,Manhattan
1750,hybrid,Bronx
1751,premium,Queens
1752,hybrid,Brooklyn
1753,standard,Manhattan
1754,premium,Brooklyn
1755,premium,Brooklyn
1756,hybrid,Brooklyn
1757,hybrid,Brooklyn
1758,standard,Bronx
1759,premium,Brooklyn
1760,hybrid,Brooklyn
1761,hybrid,Queens
1762,premium,Bronx
1763,hybrid,Manhattan
1764,standard,Brooklyn
1765,hybrid,Queens
1766,standard,Brooklyn
1767,hybrid,Bronx
1768,standard,Brooklyn
1769,premium,Bronx
1770,standard,Queens
1771,standard,Queens
1772,hybrid,Manhattan
1773,premium,Queens
1774,hybrid,Bronx
1775,standard,Manhattan
1776,premium,Queens
1777,standard,Bronx
1778,premium,Brooklyn
1779,hybrid,Manhattan
1780,hybrid,Bronx
1781,premium,Brooklyn
1782,premium,Bronx
1783,premium,Brooklyn
1784,standard,Brooklyn
1785,premium,Brooklyn
1786,hybrid,Bronx
1787,standard,Bronx
1788,hybrid,Manhattan
1789,standard,Queens
1790,hybrid,Queens
1791,premium,Brooklyn
1792,hybrid,Brooklyn
1793,standard,Bronx
1794,hybrid,Bronx
1795,hybrid,Brooklyn
1796,hybrid,Manhattan
1797,standard,Manhattan
1798,hybrid,Brooklyn
1799,premium,Manhattan
1800,premium,Bronx
1801,hybrid,Manhattan
1802,standard,Queens
1803,premium,Brooklyn
1804,hybrid,Queens
1805,premium,Manhattan
1806,premium,Queens
1807,premium,Manhattan
1808,standard,Bronx
1809,standard,Bronx
1810,hybrid,Queens
1811,premium,Brooklyn
1812,standard,Queens
1813,premium,Bronx
1814,hybrid,Brooklyn
1815,standard,Queens
1816,hybrid,Bronx
1817,hybrid,Brooklyn
1818,premium,Queens
1819,standard,Brooklyn
1820,premium,Queens
1821,standard,Manhattan
1822,hybrid,Brooklyn
1823,hybrid,Bronx
1824,standard,Manhattan
1825,hybrid,Queens
1826,standard,Bronx
1827,hybrid,Bronx
1828,hybrid,Bronx
1829,hybrid,Brooklyn
1830,hybrid,Bronx
1831,hybrid,Bronx
1832,premium,Brooklyn
1833,hybrid,Queens
1834,standard,Brooklyn
1835,premium,Bronx
1836,premium,Manhattan
1837,hybrid,Brooklyn
1838,premium,Manhattan
1839,standard,Brooklyn
1840,premium,Manhattan
1841,premium,Bronx
1842,hybrid,Queens
1843,premium,Brooklyn
1844,standard,Queens
1845,standard,Bronx
1846,premium,Queens
1847,hybrid,Manhattan
1848,hybrid,Manhattan
1849,premium,Queens
1850,hybrid,Bronx
1851,hybrid,Queens
1852,standard,Bronx
1853,premium,Queens
1854,standard,Brooklyn
1855,premium,Manhattan
1856,standard,Bronx
1857,hybrid,Bronx
1858,standard,Brooklyn
1859,hybrid,Bronx
1860,hybrid,Manhattan
1861,premium,Queens
1862,standard,Manhattan
1863,premium,Bronx
1864,premium,Manhattan
1865,hybrid,Manhattan
1866,premium,Bronx
1867,standard,Bronx
1868,premium,Manhattan
1869,hybrid,Bronx
1870,standard,Manhattan
1871,premium,Queens
1872,premium,Bronx
1873,premium,Brooklyn
1874,standard,Queens
1875,standard,Manhattan
1876,premium,Brooklyn
1877,hybrid,Manhattan
1878,standard,Manhattan
1879,premium,Brooklyn
1880,premium,Queens
1881,premium,Manhattan
1882,standard,Manhattan
1883,standard,Brooklyn
1884,premium,Queens
1885,standard,Queens
1886,premium,Queens
1887,hybrid,Queens
1888,premium,Manhattan
1889,standard,Bronx
1890,hybrid,Brooklyn
1891,premium,Brooklyn
1892,standard,Brooklyn
1893,premium,Bronx
1894,standard,Bronx
1895,hybrid,Bronx
1896,hybrid,Bronx
1897,premium,Brooklyn
1898,premium,Queens
1899,standard,Bronx
1900,premium,Brooklyn
1901,standard,Bronx
1902,standard,Bronx
1903,hybrid,Queens
1904,premium,Queens
1905,standard,Brooklyn
1906,hybrid,Bronx
1907,premium,Bronx
1908,hybrid,Brooklyn
1909,hybrid,Queens
1910,hybrid,Manhattan
1911,hybrid,Brooklyn
1912,standard,Manhattan
1913,hybrid,Queens
1914,premium,Queens
1915,standard,Manhattan
1916,hybrid,Bronx
1917,standard,Manhattan
1918,standard,Manhattan
1919,premium,Bronx
1920,hybrid,Queens
1921,standard,Bronx
1922,standard,Bronx
1923,standard,Manhattan
1924,hybrid,Queens
1925,premium,Manhattan
1926,hybrid,Manhattan
1927,premium,Queens
1928,premium,Bronx
1929,premium,Queens
1930,hybrid,Queens
1931,hybrid,Brooklyn
1932,hybrid,Brooklyn
1933,premium,Manhattan
1934,hybrid,Bronx
1935,hybrid,Queens
1936,hybrid,Manhattan
1937,premium,Manhattan
1938,premium,Brooklyn
1939,standard,Manhattan
1940,standard,Manhattan
1941,standard,Brooklyn
1942,standard,Queens
1943,hybrid,Bronx
1944,hybrid,Manhattan
1945,premium,Bronx
1946,hybrid,Queens
1947,hybrid,Queens
1948,standard,Bronx
1949,standard,Bronx
1950,premium,Bronx
1951,premium,Brooklyn
1952,standard,Bronx
1953,hybrid,Bronx
1954,hybrid,Brooklyn
1955,premium,Queens
1956,hybrid,Manhattan
1957,hybrid,Brooklyn
1958,premium,Manhattan
1959,standard,Queens
1960,standard,Brooklyn
1961,premium,Bronx
1962,premium,Manhattan
1963,standard,Queens
1964,hybrid,Manhattan
1965,premium,Queens
1966,standard,Queens
1967,premium,Bronx
1968,hybrid,Queens
1969,premium,Bronx
1970,standard,Brooklyn
1971,hybrid,Bronx
1972,standard,Queens
1973,standard,Bronx
1974,hybrid,Manhattan
1975,premium,Manhattan
1976,premium,Manhattan
1977,hybrid,Manhattan
1978,premium,Queens
1979,premium,Queens
1980,standard,Brooklyn
1981,standard,Manhattan
1982,hybrid,Bronx
1983,hybrid,Brooklyn
1984,premium,Manhattan
1985,hybrid,Queens
1986,hybrid,Bronx
1987,hybrid,Queens
1988,hybrid,Brooklyn
1989,hybrid,Brooklyn
1990,standard,Queens
1991,standard,Queens
1992,standard,Brooklyn
1993,standard,Queens
1994,premium,Queens
1995,hybrid,Queens
1996,hybrid,Manhattan
1997,hybrid,Queens
1998,standard,Manhattan
1999,hybrid,Bronx
2000,hybrid,Queens
2001,premium,Queens
2002,hybrid,Queens
2003,premium,Manhattan
2004,premium,Brooklyn
2005,standard,Bronx
2006,standard,Bronx
2007,hybrid,Manhattan
2008,hybrid,Queens
2009,standard,Brooklyn
2010,standard,Manhattan
2011,premium,Brooklyn
2012,standard,Queens
2013,standard,Manhattan
2014,standard,Manhattan
2015,standard,Queens
2016,premium,Bronx
2017,hybrid,Queens
2018,standard,Manhattan
2019,standard,Bronx
2020,standard,Bronx
2021,hybrid,Manhattan
2022,standard,Brooklyn
2023,premium,Bronx
2024,premium,Queens
2025,standard,Manhattan
2026,standard,Brooklyn
2027,standard,Queens
2028,premium,Manhattan
2029,standard,Bronx
2030,hybrid,Bronx
2031,hybrid,Bronx
2032,hybrid,Bronx
2033,hybrid,Brooklyn
2034,standard,Manhattan
2035,premium,Queens
2036,standard,Brooklyn
2037,standard,Queens
2038,hybrid,Queens
2039,hybrid,Queens
2040,standard,Manhattan
2041,premium,Bronx
2042,standard,Queens
2043,standard,Manhattan
2044,hybrid,Queens
2045,hybrid,Manhattan
2046,standard,Bronx
2047,standard,Manhattan
2048,hybrid,Manhattan
2049,standard,Brooklyn
2050,hybrid,Bronx
2051,hybrid,Queens
2052,standard,Bronx
2053,standard,Bronx
2054,premium,Bronx
2055,standard,Queens
2056,standard,Queens
2057,standard,Manhattan
2058,standard,Manhattan
2059,standard,Queens
2060,premium,Manhattan
2061,premium,Bronx
2062,standard,Queens
2063,hybrid,Manhattan
2064,premium,Brooklyn
2065,hybrid,Queens
2066,premium,Manhattan
2067,hybrid,Bronx
2068,hybrid,Queens
2069,premium,Brooklyn
2070,hybrid,Brooklyn
2071,standard,Manhattan
2072,premium,Bronx
2073,standard,Queens
2074,standard,Bronx
2075,premium,Brooklyn
2076,premium,Queens
2077,standard,Brooklyn
2078,hybrid,Queens
2079,premium,Manhattan
2080,standard,Bronx
2081,standard,Queens
2082,premium,Queens
2083,premium,Bronx
2084,standard,Brooklyn
2085,standard,Queens
2086,standard,Manhattan
2087,hybrid,Manhattan
2088,premium,Brooklyn
2089,premium,Brooklyn
2090,hybrid,Bronx
2091,premium,Bronx
2092,premium,Queens
2093,premium,Brooklyn
2094,hybrid,Manhattan
2095,standard,Bronx
2096,standard,Bronx
2097,hybrid,Bronx
2098,standard,Brooklyn
2099,hybrid,Bronx
2100,hybrid,Manhattan
2101,standard,Queens
2102,premium,Bronx
2103,hybrid,Bronx
2104,standard,Bronx
2105,premium,Brooklyn
2106,standard,Brooklyn
2107,hybrid,Manhattan
2108,standard,Queens
2109,premium,Queens
2110,standard,Queens
2111,premium,Bronx
2112,hybrid,Queens
2113,premium,Queens
2114,premium,Brooklyn
2115,hybrid,Brooklyn
2116,premium,Brooklyn
2117,hybrid,Brooklyn
2118,standard,Manhattan
2119,premium,Queens
2120,premium,Brooklyn
2121,hybrid,Queens
2122,hybrid,Queens
2123,hybrid,Manhattan
2124,standard,Manhattan
2125,standard,Bronx
2126,hybrid,Brooklyn
2127,hybrid,Bronx
2128,standard,Bronx
2129,standard,Manhattan
2130,standard,Bronx
2131,standard,Brooklyn
2132,premium,Manhattan
2133,hybrid,Brooklyn
2134,standard,Queens
2135,premium,Brooklyn
2136,hybrid,Manhattan
2137,premium,Brooklyn
2138,premium,Bronx
2139,standard,Manhattan
2140,premium,Brooklyn
2141,premium,Bronx
2142,premium,Brooklyn
2143,hybrid,Manhattan
2144,hybrid,Bronx
2145,standard,Queens
2146,hybrid,Queens
2147,hybrid,Queens
2148,premium,Queens
2149,standard,Bronx
2150,hybrid,Queens
2151,premium,Manhattan
2152,premium,Bronx
2153,standard,Bronx
2154,standard,Queens
2155,standard,Queens
2156,hybrid,Brooklyn
2157,hybrid,Bronx
2158,premium,Brooklyn
2159,premium,Bronx
2160,hybrid,Brooklyn
2161,premium,Queens
2162,premium,Bronx
2163,premium,Queens
2164,standard,Manhattan
2165,hybrid,Manhattan
2166,premium,Bronx
2167,premium,Bronx
2168,premium,Manhattan
2169,hybrid,Queens
2170,standard,Bronx
2171,standard,Queens
2172,premium,Queens
2173,premium,Brooklyn
2174,hybrid,Queens
2175,premium,Manhattan
2176,premium,Manhattan
2177,premium,Manhattan
2178,premium,Bronx
2179,premium,Queens
2180,hybrid,Bronx
2181,hybrid,Queens
2182,premium,Bronx
2183,hybrid,Brooklyn
2184,standard,Queens
2185,standard,Brooklyn
2186,hybrid,Bronx
2187,hybrid,Manhattan
2188,hybrid,Brooklyn
2189,premium,Bronx
2190,premium,Manhattan
2191,hybrid,Brooklyn
2192,standard,Bronx
2193,standard,Bronx
2194,hybrid,Queens
2195,premium,Bronx
2196,standard,Queens
2197,premium,Queens
2198,premium,Bronx
2199,premium,Manhattan
2200,premium,Queens
2201,hybrid,Bronx
2202,premium,Queens
2203,standard,Queens
2204,premium,Bronx
2205,hybrid,Bronx
2206,premium,Brooklyn
2207,premium,Bronx
2208,premium,Brooklyn
2209,hybrid,Bronx
2210,premium,Manhattan
2211,premium,Bronx
2212,hybrid,Queens
2213,premium,Brooklyn
2214,standard,Queens
2215,hybrid,Manhattan
2216,hybrid,Manhattan
2217,premium,Queens
2218,hybrid,Manhattan
2219,standard,Brooklyn
2220,hybrid,Brooklyn
2221,standard,Brooklyn
2222,premium,Queens
2223,standard,Bronx
2224,hybrid,Brooklyn
2225,standard,Bronx
2226,premium,Queens
2227,premium,Brooklyn
2228,standard,Manhattan
2229,standard,Brooklyn
2230,premium,Queens
2231,premium,Brooklyn
2232,hybrid,Bronx
2233,hybrid,Queens
2234,standard,Bronx
2235,hybrid,Queens
2236,hybrid,Bronx
2237,standard,Manhattan
2238,premium,Manhattan
2239,premium,Brooklyn
2240,standard,Bronx
2241,hybrid,Manhattan
2242,standard,Queens
2243,hybrid,Brooklyn
2244,premium,Bronx
2245,hybrid,Manhattan
2246,standard,Queens
2247,standard,Manhattan
2248,hybrid,Queens
2249,premium,Manhattan
2250,hybrid,Bronx
2251,premium,Queens
2252,standard,Bronx
2253,premium,Brooklyn
2254,hybrid,Brooklyn
2255,standard,Manhattan
2256,hybrid,Manhattan
2257,premium,Manhattan
2258,premium,Manhattan
2259,standard,Brooklyn
2260,standard,Bronx
2261,standard,Manhattan
2262,hybrid,Manhattan
2263,premium,Queens
2264,premium,Bronx
2265,premium,Bronx
2266,premium,Queens
2267,hybrid,Queens
2268,premium,Brooklyn
2269,premium,Manhattan
2270,hybrid,Bronx
2271,premium,Brooklyn
2272,standard,Queens
2273,standard,Bronx
2274,standard,Manhattan
2275,premium,Queens
2276,premium,Bronx
2277,premium,Manhattan
2278,standard,Queens
2279,standard,Manhattan
2280,standard,Brooklyn
2281,hybrid,Queens
2282,standard,Queens
2283,standard,Bronx
2284,premium,Manhattan
2285,premium,Brooklyn
2286,premium,Bronx
2287,standard,Bronx
2288,standard,Manhattan
2289,hybrid,Queens
2290,premium,Bronx
2291,premium,Queens
2292,hybrid,Brooklyn
2293,standard,Brooklyn
2294,hybrid,Brooklyn
2295,standard,Bronx
2296,premium,Brooklyn
2297,premium,Queens
2298,premium,Manhattan
2299,hybrid,Brooklyn
2300,hybrid,Bronx
2301,premium,Queens
2302,hybrid,Manhattan
2303,premium,Bronx
2304,premium,Bronx
2305,standard,Brooklyn
2306,standard,Brooklyn
2307,standard,Bronx
2308,hybrid,Queens
2309,standard,Bronx
2310,hybrid,Brooklyn
2311,premium,Bronx
2312,standard,Queens
2313,standard,Brooklyn
2314,standard,Brooklyn
2315,hybrid,Manhattan
2316,premium,Bronx
2317,hybrid,Queens
2318,premium,Brooklyn
2319,standard,Brooklyn
2320,hybrid,Brooklyn
2321,standard,Manhattan
2322,hybrid,Queens
2323,premium,Bronx
2324,hybrid,Bronx
2325,hybrid,Bronx
2326,hybrid,Manhattan
2327,premium,Queens
2328,premium,Bronx
2329,standard,Brooklyn
2330,premium,Brooklyn
2331,standard,Manhattan
2332,standard,Brooklyn
2333,standard,Queens
2334,standard,Manhattan
2335,standard,Manhattan
2336,premium,Queens
2337,premium,Manhattan
2338,hybrid,Brooklyn
2339,premium,Manhattan
2340,premium,Queens
2341,standard,Queens
2342,standard,Bronx
2343,standard,Bronx
2344,standard,Bronx
2345,standard,Queens
2346,hybrid,Bronx
2347,standard,Manhattan
2348,hybrid,Queens
2349,standard,Queens
2350,hybrid,Bronx
2351,hybrid,Bronx
2352,hybrid,Queens
2353,premium,Bronx
2354,standard,Queens
2355,premium,Brooklyn
2356,hybrid,Bronx
2357,premium,Brooklyn
2358,standard,Manhattan
2359,hybrid,Queens
2360,premium,Brooklyn
2361,standard,Manhattan
2362,hybrid,Bronx
2363,premium,Bronx
2364,standard,Brooklyn
2365,premium,Queens
2366,hybrid,Bronx
2367,standard,Queens
2368,premium,Brooklyn
2369,premium,Queens
2370,standard,Brooklyn
2371,standard,Brooklyn
2372,hybrid,Brooklyn
2373,premium,Manhattan
2374,standard,Bronx
2375,premium,Bronx
2376,standard,Queens
2377,premium,Brooklyn
2378,standard,Manhattan
2379,hybrid,Brooklyn
