transfer_id,spell_id,transfer_date,new_department_id,transfer_type
TRF00469,SPL02450,2024-06-22,DEPT04,permanent
TRF00470,SPL02453,2024-04-21,DEPT06,permanent
TRF00471,SPL02457,2023-06-12,DEPT09,permanent
TRF00472,SPL02471,2022-12-03,DEPT05,temporary_secondment
TRF00473,SPL02471,2023-01-23,DEPT06,permanent
TRF00474,SPL02484,2021-11-11,DEPT06,permanent
TRF00475,SPL02523,2024-05-17,DEPT01,permanent
TRF00476,SPL02531,2021-01-03,DEPT03,temporary_secondment
TRF00477,SPL02531,2022-07-16,DEPT10,temporary_secondment
TRF00478,SPL02537,2022-04-23,DEPT02,permanent
TRF00479,SPL02550,2024-06-04,DEPT05,temporary_secondment
TRF00480,SPL02554,2022-01-08,DEPT06,temporary_secondment
TRF00481,SPL02556,2022-12-28,DEPT05,permanent
TRF00482,SPL02558,2024-04-04,DEPT02,permanent
TRF00483,SPL02565,2024-05-17,DEPT10,permanent
TRF00484,SPL02570,2024-06-09,DEPT03,permanent
TRF00485,SPL02571,2023-04-21,DEPT09,permanent
TRF00486,SPL02577,2021-10-14,DEPT01,permanent
TRF00487,SPL02583,2023-11-25,DEPT08,permanent
TRF00488,SPL02583,2023-12-26,DEPT09,temporary_secondment
TRF00489,SPL02592,2023-05-19,DEPT09,permanent
TRF00490,SPL02592,2024-04-15,DEPT08,permanent
TRF00491,SPL02594,2024-04-21,DEPT05,permanent
TRF00492,SPL02596,2020-10-05,DEPT09,temporary_secondment
TRF00493,SPL02598,2024-04-08,DEPT08,permanent
TRF00494,SPL02598,2024-04-14,DEPT04,temporary_secondment
TRF00495,SPL02602,2024-05-16,DEPT09,temporary_secondment
TRF00496,SPL02606,2020-07-04,DEPT02,permanent
TRF00497,SPL02607,2023-08-31,DEPT02,permanent
TRF00498,SPL02607,2024-06-14,DEPT09,permanent
TRF00499,SPL02610,2022-07-16,DEPT01,temporary_secondment
TRF00500,SPL02610,2022-09-05,DEPT09,permanent
TRF00501,SPL02611,2024-03-17,DEPT06,permanent
TRF00502,SPL02611,2024-05-03,DEPT09,permanent
TRF00503,SPL02612,2020-08-04,DEPT07,temporary_secondment
TRF00504,SPL02620,2024-05-09,DEPT03,permanent
TRF00505,SPL02640,2024-06-03,DEPT04,permanent
TRF00506,SPL02641,2021-10-30,DEPT03,permanent
TRF00507,SPL02641,2021-12-23,DEPT10,temporary_secondment
TRF00508,SPL02652,2024-02-23,DEPT03,temporary_secondment
TRF00509,SPL02652,2024-05-20,DEPT10,permanent
TRF00510,SPL02658,2024-06-08,DEPT09,permanent
TRF00511,SPL02665,2021-03-23,DEPT09,permanent
TRF00512,SPL02668,2022-12-19,DEPT09,permanent
TRF00513,SPL02669,2022-10-09,DEPT09,permanent
TRF00514,SPL02674,2022-02-07,DEPT09,permanent
TRF00515,SPL02679,2022-08-19,DEPT05,permanent
TRF00516,SPL02679,2022-09-15,DEPT04,permanent
TRF00517,SPL02693,2024-05-10,DEPT03,permanent
TRF00518,SPL02704,2024-05-11,DEPT09,permanent
TRF00519,SPL02704,2024-05-16,DEPT04,permanent
TRF00520,SPL02721,2024-06-21,DEPT07,temporary_secondment
TRF00521,SPL02721,2024-06-25,DEPT09,temporary_secondment
TRF00522,SPL02733,2024-04-21,DEPT01,permanent
TRF00523,SPL02733,2024-06-10,DEPT07,permanent
TRF00524,SPL02744,2023-09-14,DEPT04,permanent
TRF00525,SPL02747,2024-05-02,DEPT04,permanent
TRF00526,SPL02757,2022-09-26,DEPT03,permanent
TRF00527,SPL02757,2024-05-27,DEPT04,permanent
TRF00528,SPL02759,2024-04-23,DEPT04,permanent
TRF00529,SPL02765,2024-05-23,DEPT09,permanent
TRF00530,SPL02765,2024-05-25,DEPT10,permanent
TRF00531,SPL02767,2021-09-12,DEPT08,permanent
TRF00532,SPL02772,2024-05-19,DEPT07,temporary_secondment
TRF00533,SPL02776,2024-04-15,DEPT09,permanent
TRF00534,SPL02777,2023-09-03,DEPT09,temporary_secondment
TRF00535,SPL02779,2024-04-01,DEPT07,permanent
TRF00536,SPL02787,2024-06-21,DEPT07,permanent
TRF00537,SPL02788,2024-04-09,DEPT08,permanent
TRF00538,SPL02796,2019-12-10,DEPT04,permanent
TRF00539,SPL02798,2024-05-26,DEPT09,permanent
TRF00540,SPL02801,2024-04-20,DEPT04,permanent
TRF00541,SPL02801,2024-05-16,DEPT06,temporary_secondment
TRF00542,SPL02806,2022-06-27,DEPT10,temporary_secondment
TRF00543,SPL02812,2023-01-19,DEPT04,temporary_secondment
TRF00544,SPL02818,2024-04-04,DEPT09,permanent
TRF00545,SPL02821,2023-08-23,DEPT08,permanent
TRF00546,SPL02823,2024-05-26,DEPT01,permanent
TRF00547,SPL02827,2022-11-12,DEPT08,permanent
TRF00548,SPL02827,2024-01-17,DEPT02,permanent
TRF00549,SPL02834,2022-08-08,DEPT04,permanent
TRF00550,SPL02834,2022-09-13,DEPT07,permanent
TRF00551,SPL02835,2024-05-25,DEPT04,permanent
TRF00552,SPL02835,2024-06-05,DEPT07,temporary_secondment
TRF00553,SPL02839,2019-11-11,DEPT09,permanent
TRF00554,SPL02839,2024-04-18,DEPT10,permanent
TRF00555,SPL02843,2024-03-09,DEPT09,permanent
TRF00556,SPL02856,2020-06-01,DEPT01,permanent
TRF00557,SPL02878,2023-11-08,DEPT09,permanent
TRF00558,SPL02912,2022-11-26,DEPT01,temporary_secondment
TRF00559,SPL02923,2023-03-06,DEPT09,permanent
TRF00560,SPL02942,2021-10-07,DEPT08,permanent
TRF00561,SPL02942,2021-12-25,DEPT07,permanent
TRF00562,SPL02985,2020-08-16,DEPT09,permanent
TRF00563,SPL02985,2021-01-14,DEPT01,temporary_secondment
TRF00564,SPL02995,2022-09-20,DEPT07,temporary_secondment
TRF00565,SPL02999,2022-07-03,DEPT02,permanent
TRF00566,SPL03008,2024-04-14,DEPT08,permanent
TRF00567,SPL03020,2023-08-12,DEPT03,permanent
TRF00568,SPL03023,2024-06-23,DEPT04,permanent
TRF00569,SPL03023,2024-06-30,DEPT02,permanent
TRF00570,SPL03024,2023-05-08,DEPT03,permanent
TRF00571,SPL03024,2023-06-29,DEPT05,permanent
TRF00572,SPL03031,2021-05-01,DEPT09,permanent
TRF00573,SPL03044,2022-08-24,DEPT02,permanent
TRF00574,SPL03045,2019-09-22,DEPT10,permanent
TRF00575,SPL03046,2023-06-17,DEPT06,permanent
TRF00576,SPL03046,2024-04-28,DEPT03,permanent
TRF00577,SPL03064,2023-05-25,DEPT07,permanent
TRF00578,SPL03078,2024-04-01,DEPT02,permanent
TRF00579,SPL03085,2024-05-26,DEPT10,temporary_secondment
TRF00580,SPL03088,2024-06-29,DEPT09,permanent
TRF00581,SPL03095,2024-04-16,DEPT08,permanent
TRF00582,SPL03103,2024-04-03,DEPT07,permanent
TRF00583,SPL03109,2023-10-26,DEPT08,permanent
TRF00584,SPL03134,2022-10-01,DEPT09,permanent
TRF00585,SPL03134,2023-06-13,DEPT06,temporary_secondment
TRF00586,SPL03141,2024-05-16,DEPT04,permanent
TRF00587,SPL03143,2024-05-25,DEPT08,permanent
TRF00588,SPL03146,2023-11-15,DEPT05,permanent
TRF00589,SPL03150,2020-12-22,DEPT05,temporary_secondment
TRF00590,SPL03155,2024-05-23,DEPT09,permanent
TRF00591,SPL03166,2024-05-19,DEPT02,permanent
TRF00592,SPL03171,2024-04-07,DEPT10,temporary_secondment
TRF00593,SPL03180,2022-06-27,DEPT09,permanent
TRF00594,SPL03182,2020-07-27,DEPT09,permanent
TRF00595,SPL03194,2024-04-15,DEPT09,permanent
TRF00596,SPL03198,2020-05-17,DEPT09,permanent
TRF00597,SPL03198,2020-07-10,DEPT01,permanent
TRF00598,SPL03205,2024-05-13,DEPT04,permanent
TRF00599,SPL03209,2022-10-01,DEPT07,permanent
TRF00600,SPL03213,2023-10-16,DEPT09,permanent
TRF00601,SPL03217,2024-04-04,DEPT10,permanent
TRF00602,SPL03227,2023-01-14,DEPT01,permanent
TRF00603,SPL03231,2022-03-30,DEPT09,permanent
TRF00604,SPL03232,2021-12-01,DEPT09,permanent
TRF00605,SPL03236,2024-05-28,DEPT04,permanent
TRF00606,SPL03253,2023-02-03,DEPT05,temporary_secondment
TRF00607,SPL03263,2024-04-22,DEPT08,permanent
TRF00608,SPL03263,2024-06-07,DEPT01,permanent
TRF00609,SPL03266,2023-05-30,DEPT03,temporary_secondment
TRF00610,SPL03282,2024-04-27,DEPT09,temporary_secondment
TRF00611,SPL03291,2023-11-08,DEPT04,temporary_secondment
TRF00612,SPL03293,2022-10-02,DEPT09,permanent
TRF00613,SPL03294,2024-05-25,DEPT07,permanent
TRF00614,SPL03298,2022-02-12,DEPT09,temporary_secondment
TRF00615,SPL03298,2022-03-21,DEPT04,permanent
TRF00616,SPL03299,2022-06-19,DEPT09,permanent
TRF00617,SPL03303,2024-06-24,DEPT05,permanent
TRF00618,SPL03303,2024-06-26,DEPT09,permanent
TRF00619,SPL03309,2023-02-17,DEPT10,permanent
TRF00620,SPL03312,2024-04-30,DEPT09,temporary_secondment
TRF00621,SPL03319,2023-01-28,DEPT01,permanent
TRF00622,SPL03331,2022-03-18,DEPT09,permanent
TRF00623,SPL03331,2022-03-20,DEPT10,permanent
TRF00624,SPL03338,2023-01-18,DEPT04,permanent
TRF00625,SPL03338,2023-01-20,DEPT05,permanent
TRF00626,SPL03348,2024-05-28,DEPT05,permanent
TRF00627,SPL03352,2023-10-24,DEPT09,temporary_secondment
TRF00628,SPL03356,2023-05-30,DEPT02,temporary_secondment
TRF00629,SPL03360,2022-01-16,DEPT03,permanent
TRF00630,SPL03361,2022-06-21,DEPT01,permanent
TRF00631,SPL03367,2024-06-22,DEPT03,permanent
TRF00632,SPL03368,2022-12-28,DEPT04,permanent
TRF00633,SPL03378,2024-06-04,DEPT07,permanent
TRF00634,SPL03386,2023-07-26,DEPT10,temporary_secondment
TRF00635,SPL03392,2022-02-06,DEPT07,temporary_secondment
TRF00636,SPL03393,2024-06-06,DEPT01,permanent
TRF00637,SPL03397,2020-04-22,DEPT01,permanent
TRF00638,SPL03400,2024-05-07,DEPT09,temporary_secondment
TRF00639,SPL03408,2021-11-03,DEPT09,temporary_secondment
TRF00640,SPL03409,2024-06-22,DEPT01,temporary_secondment
TRF00641,SPL03419,2023-01-27,DEPT06,permanent
TRF00642,SPL03438,2024-06-08,DEPT04,temporary_secondment
TRF00643,SPL03444,2021-05-28,DEPT10,permanent
TRF00644,SPL03453,2021-05-18,DEPT09,permanent
TRF00645,SPL03461,2021-09-26,DEPT06,permanent
TRF00646,SPL03471,2024-05-05,DEPT09,temporary_secondment
TRF00647,SPL03475,2024-06-10,DEPT01,temporary_secondment
TRF00648,SPL03479,2024-05-09,DEPT04,permanent
TRF00649,SPL03483,2021-09-17,DEPT05,permanent
TRF00650,SPL03483,2024-04-24,DEPT04,temporary_secondment
TRF00651,SPL03487,2022-11-09,DEPT09,permanent
TRF00652,SPL03487,2024-04-07,DEPT01,permanent
TRF00653,SPL03488,2023-09-21,DEPT06,permanent
TRF00654,SPL03488,2024-05-04,DEPT10,temporary_secondment
TRF00655,SPL03494,2024-06-16,DEPT02,permanent
TRF00656,SPL03496,2023-10-17,DEPT04,permanent
TRF00657,SPL03499,2024-05-04,DEPT09,permanent
TRF00658,SPL03499,2024-05-31,DEPT08,temporary_secondment
TRF00659,SPL03504,2023-02-27,DEPT07,temporary_secondment
TRF00660,SPL03514,2024-04-26,DEPT02,permanent
TRF00661,SPL03521,2023-04-18,DEPT07,permanent
TRF00662,SPL03523,2021-06-22,DEPT01,permanent
TRF00663,SPL03524,2024-04-02,DEPT06,temporary_secondment
TRF00664,SPL03526,2024-01-16,DEPT03,permanent
TRF00665,SPL03536,2021-02-16,DEPT04,permanent
TRF00666,SPL03537,2024-04-13,DEPT01,permanent
TRF00667,SPL03542,2020-07-13,DEPT04,permanent
TRF00668,SPL03544,2024-04-20,DEPT02,permanent
TRF00669,SPL03546,2024-05-13,DEPT06,permanent
TRF00670,SPL03548,2024-05-17,DEPT05,permanent
TRF00671,SPL03548,2024-05-22,DEPT06,permanent
TRF00672,SPL03549,2024-06-02,DEPT04,temporary_secondment
TRF00673,SPL03555,2021-08-27,DEPT06,temporary_secondment
TRF00674,SPL03560,2021-03-07,DEPT06,permanent
TRF00675,SPL03563,2022-03-30,DEPT06,temporary_secondment
TRF00676,SPL03572,2024-04-06,DEPT03,permanent
TRF00677,SPL03579,2023-12-29,DEPT07,permanent
TRF00678,SPL03580,2024-04-29,DEPT01,permanent
TRF00679,SPL03582,2021-08-05,DEPT03,permanent
TRF00680,SPL03586,2022-07-25,DEPT04,temporary_secondment
TRF00681,SPL03594,2023-10-18,DEPT05,permanent
TRF00682,SPL03596,2021-10-28,DEPT07,permanent
TRF00683,SPL03605,2024-05-20,DEPT09,permanent
TRF00684,SPL03627,2021-07-10,DEPT06,temporary_secondment
TRF00685,SPL03645,2021-10-11,DEPT01,permanent
TRF00686,SPL03645,2023-08-15,DEPT09,permanent
TRF00687,SPL03650,2021-07-15,DEPT05,permanent
TRF00688,SPL03652,2024-04-07,DEPT04,temporary_secondment
TRF00689,SPL03652,2024-04-20,DEPT09,temporary_secondment
TRF00690,SPL03662,2024-06-20,DEPT03,permanent
TRF00691,SPL03665,2022-07-10,DEPT04,permanent
TRF00692,SPL03676,2020-10-07,DEPT07,permanent
TRF00693,SPL03676,2020-12-01,DEPT01,permanent
TRF00694,SPL03678,2023-11-13,DEPT03,permanent
TRF00695,SPL03680,2024-02-19,DEPT07,permanent
TRF00696,SPL03682,2024-06-19,DEPT03,permanent
TRF00697,SPL03682,2024-06-21,DEPT05,permanent
TRF00698,SPL03700,2024-01-25,DEPT07,permanent
TRF00699,SPL03704,2023-04-23,DEPT09,temporary_secondment
TRF00700,SPL03708,2024-02-18,DEPT07,permanent
TRF00701,SPL03709,2022-10-16,DEPT04,permanent
TRF00702,SPL03713,2020-01-03,DEPT02,permanent
TRF00703,SPL03716,2020-12-28,DEPT04,temporary_secondment
TRF00704,SPL03728,2024-05-13,DEPT07,permanent
TRF00705,SPL03737,2023-02-17,DEPT01,permanent
TRF00706,SPL03748,2021-01-26,DEPT04,permanent
TRF00707,SPL03748,2021-11-09,DEPT02,permanent
TRF00708,SPL03750,2023-09-25,DEPT10,permanent
TRF00709,SPL03750,2024-04-06,DEPT09,permanent
TRF00710,SPL03755,2019-09-10,DEPT04,permanent
TRF00711,SPL03765,2023-11-18,DEPT07,permanent
TRF00712,SPL03765,2023-11-27,DEPT04,permanent
TRF00713,SPL03779,2022-04-29,DEPT05,permanent
TRF00714,SPL03788,2023-03-25,DEPT10,temporary_secondment
TRF00715,SPL03794,2024-05-01,DEPT01,permanent
TRF00716,SPL03808,2023-11-23,DEPT05,permanent
TRF00717,SPL03820,2024-04-04,DEPT03,permanent
TRF00718,SPL03821,2023-04-20,DEPT05,permanent
TRF00719,SPL03826,2024-06-08,DEPT09,permanent
TRF00720,SPL03832,2024-04-11,DEPT06,permanent
TRF00721,SPL03854,2024-04-10,DEPT02,permanent
TRF00722,SPL03856,2022-02-20,DEPT03,permanent
TRF00723,SPL03856,2024-04-16,DEPT09,permanent
TRF00724,SPL03859,2022-08-22,DEPT01,permanent
TRF00725,SPL03868,2023-02-27,DEPT02,permanent
TRF00726,SPL03869,2021-12-13,DEPT07,permanent
TRF00727,SPL03885,2024-06-30,DEPT08,permanent
TRF00728,SPL03896,2024-05-31,DEPT02,permanent
TRF00729,SPL03903,2023-12-02,DEPT09,permanent
TRF00730,SPL03915,2024-02-20,DEPT10,temporary_secondment
TRF00731,SPL03917,2024-06-11,DEPT03,permanent
TRF00732,SPL03920,2024-02-26,DEPT08,temporary_secondment
TRF00733,SPL03926,2022-10-11,DEPT09,temporary_secondment
TRF00734,SPL03928,2024-04-30,DEPT05,permanent
TRF00735,SPL03932,2023-04-05,DEPT09,temporary_secondment
TRF00736,SPL03935,2024-03-06,DEPT02,permanent
TRF00737,SPL03935,2024-05-03,DEPT01,permanent
TRF00738,SPL03939,2019-11-19,DEPT07,permanent
TRF00739,SPL03939,2021-06-29,DEPT01,permanent
TRF00740,SPL03940,2021-05-08,DEPT09,permanent
TRF00741,SPL03940,2021-09-01,DEPT10,permanent
TRF00742,SPL03945,2021-04-03,DEPT09,permanent
TRF00743,SPL03954,2023-03-24,DEPT03,temporary_secondment
TRF00744,SPL03955,2023-09-27,DEPT07,temporary_secondment
TRF00745,SPL03955,2024-01-19,DEPT01,permanent
TRF00746,SPL03968,2024-05-15,DEPT09,temporary_secondment
TRF00747,SPL03984,2023-10-04,DEPT01,permanent
TRF00748,SPL03987,2023-11-19,DEPT02,temporary_secondment
TRF00749,SPL03988,2023-03-29,DEPT04,permanent
TRF00750,SPL03991,2024-05-14,DEPT07,permanent
TRF00751,SPL03991,2024-06-23,DEPT04,temporary_secondment
TRF00752,SPL03997,2022-06-12,DEPT06,temporary_secondment
TRF00753,SPL03997,2024-03-26,DEPT05,temporary_secondment
TRF00754,SPL04003,2022-08-27,DEPT05,temporary_secondment
TRF00755,SPL04005,2022-04-09,DEPT03,permanent
TRF00756,SPL04006,2022-07-06,DEPT02,permanent
TRF00757,SPL04022,2021-01-17,DEPT04,permanent
TRF00758,SPL04022,2022-05-31,DEPT05,permanent
TRF00759,SPL04023,2024-05-01,DEPT03,permanent
TRF00760,SPL04030,2023-02-28,DEPT08,permanent
TRF00761,SPL04034,2023-11-15,DEPT04,permanent
TRF00762,SPL04037,2023-12-18,DEPT09,permanent
TRF00763,SPL04038,2024-06-25,DEPT04,permanent
TRF00764,SPL04041,2021-09-27,DEPT06,permanent
TRF00765,SPL04054,2024-04-02,DEPT04,permanent
TRF00766,SPL04060,2023-11-01,DEPT02,permanent
TRF00767,SPL04074,2024-01-31,DEPT09,permanent
TRF00768,SPL04074,2024-02-05,DEPT04,permanent
TRF00769,SPL04084,2023-06-02,DEPT09,temporary_secondment
TRF00770,SPL04084,2023-06-25,DEPT10,permanent
TRF00771,SPL04087,2023-10-15,DEPT09,permanent
TRF00772,SPL04091,2022-02-20,DEPT07,permanent
TRF00773,SPL04092,2022-05-07,DEPT05,permanent
TRF00774,SPL04105,2024-06-18,DEPT08,permanent
TRF00775,SPL04108,2024-04-02,DEPT04,permanent
TRF00776,SPL04111,2024-06-06,DEPT03,permanent
TRF00777,SPL04112,2024-04-06,DEPT07,permanent
TRF00778,SPL04113,2024-04-15,DEPT03,temporary_secondment
TRF00779,SPL04121,2024-06-22,DEPT04,permanent
TRF00780,SPL04121,2024-06-26,DEPT06,permanent
TRF00781,SPL04132,2022-09-22,DEPT09,permanent
TRF00782,SPL04133,2024-02-12,DEPT04,permanent
TRF00783,SPL04133,2024-04-22,DEPT05,temporary_secondment
TRF00784,SPL04137,2023-05-20,DEPT02,permanent
TRF00785,SPL04156,2024-03-03,DEPT01,permanent
TRF00786,SPL04161,2024-06-23,DEPT04,permanent
TRF00787,SPL04161,2024-06-28,DEPT06,permanent
TRF00788,SPL04166,2024-04-24,DEPT07,permanent
TRF00789,SPL04166,2024-05-20,DEPT01,permanent
TRF00790,SPL04169,2020-05-14,DEPT09,temporary_secondment
TRF00791,SPL04171,2024-04-25,DEPT09,permanent
TRF00792,SPL04173,2023-07-04,DEPT10,permanent
TRF00793,SPL04177,2024-02-06,DEPT09,permanent
TRF00794,SPL04178,2023-12-26,DEPT02,permanent
TRF00795,SPL04183,2024-05-04,DEPT03,permanent
TRF00796,SPL04193,2023-05-06,DEPT07,permanent
TRF00797,SPL04193,2023-05-22,DEPT02,permanent
TRF00798,SPL04194,2022-04-05,DEPT09,permanent
TRF00799,SPL04204,2024-05-30,DEPT04,permanent
TRF00800,SPL04205,2020-02-10,DEPT09,temporary_secondment
TRF00801,SPL04208,2023-11-02,DEPT09,permanent
TRF00802,SPL04210,2024-04-21,DEPT04,permanent
TRF00803,SPL04212,2024-04-19,DEPT07,permanent
TRF00804,SPL04217,2021-09-09,DEPT08,temporary_secondment
TRF00805,SPL04217,2024-06-08,DEPT04,temporary_secondment
TRF00806,SPL04225,2023-09-17,DEPT03,permanent
TRF00807,SPL04227,2024-04-19,DEPT03,permanent
TRF00808,SPL04230,2022-11-30,DEPT06,permanent
TRF00809,SPL04230,2022-12-03,DEPT04,permanent
TRF00810,SPL04240,2023-07-11,DEPT02,temporary_secondment
TRF00811,SPL04243,2024-04-08,DEPT05,permanent
TRF00812,SPL04245,2021-08-12,DEPT04,permanent
TRF00813,SPL04245,2022-06-23,DEPT02,permanent
TRF00814,SPL04252,2019-11-04,DEPT04,permanent
TRF00815,SPL04269,2024-05-29,DEPT01,temporary_secondment
TRF00816,SPL04273,2020-12-12,DEPT07,permanent
TRF00817,SPL04273,2022-02-05,DEPT02,temporary_secondment
TRF00818,SPL04277,2023-02-20,DEPT08,permanent
TRF00819,SPL04295,2023-12-07,DEPT05,permanent
TRF00820,SPL04302,2020-07-16,DEPT08,permanent
TRF00821,SPL04302,2022-01-17,DEPT02,permanent
TRF00822,SPL04306,2022-12-17,DEPT09,permanent
TRF00823,SPL04308,2023-09-14,DEPT05,permanent
TRF00824,SPL04310,2024-05-29,DEPT04,permanent
TRF00825,SPL04310,2024-06-11,DEPT05,permanent
TRF00826,SPL04320,2024-06-28,DEPT06,permanent
TRF00827,SPL04323,2024-05-23,DEPT08,permanent
TRF00828,SPL04324,2024-05-19,DEPT04,temporary_secondment
TRF00829,SPL04324,2024-06-24,DEPT08,permanent
TRF00830,SPL04325,2023-01-28,DEPT06,temporary_secondment
TRF00831,SPL04326,2022-08-17,DEPT09,permanent
TRF00832,SPL04327,2020-07-03,DEPT02,temporary_secondment
TRF00833,SPL04347,2022-02-23,DEPT06,permanent
TRF00834,SPL04347,2022-07-08,DEPT09,permanent
TRF00835,SPL04356,2020-07-01,DEPT09,permanent
TRF00836,SPL04363,2024-06-10,DEPT08,temporary_secondment
TRF00837,SPL04365,2023-09-21,DEPT07,permanent
TRF00838,SPL04370,2024-05-09,DEPT10,permanent
TRF00839,SPL04379,2024-04-07,DEPT09,permanent
TRF00840,SPL04390,2024-04-04,DEPT09,temporary_secondment
TRF00841,SPL04402,2020-04-13,DEPT07,permanent
TRF00842,SPL04404,2024-04-13,DEPT04,temporary_secondment
TRF00843,SPL04404,2024-05-15,DEPT05,temporary_secondment
TRF00844,SPL04412,2023-10-24,DEPT02,permanent
TRF00845,SPL04416,2023-02-02,DEPT04,permanent
TRF00846,SPL04416,2023-09-02,DEPT08,permanent
TRF00847,SPL04424,2023-03-02,DEPT02,permanent
TRF00848,SPL04435,2024-05-01,DEPT09,permanent
TRF00849,SPL04448,2023-05-18,DEPT05,permanent
TRF00850,SPL04449,2023-02-12,DEPT07,permanent
TRF00851,SPL04457,2024-06-08,DEPT03,permanent
TRF00852,SPL04458,2021-09-14,DEPT07,temporary_secondment
TRF00853,SPL04471,2024-05-26,DEPT10,permanent
TRF00854,SPL04474,2023-05-22,DEPT07,permanent
TRF00855,SPL04474,2023-06-12,DEPT02,permanent
TRF00856,SPL04477,2024-04-23,DEPT06,temporary_secondment
TRF00857,SPL04482,2022-01-18,DEPT03,permanent
TRF00858,SPL04483,2024-06-29,DEPT08,permanent
TRF00859,SPL04486,2021-03-26,DEPT02,permanent
TRF00860,SPL04486,2023-01-06,DEPT08,permanent
TRF00861,SPL04495,2024-04-04,DEPT03,permanent
TRF00862,SPL04502,2024-05-30,DEPT05,permanent
TRF00863,SPL04504,2024-04-16,DEPT04,permanent
TRF00864,SPL04504,2024-06-23,DEPT09,temporary_secondment
TRF00865,SPL04523,2024-04-18,DEPT02,temporary_secondment
TRF00866,SPL04540,2021-12-02,DEPT07,permanent
TRF00867,SPL04540,2022-05-15,DEPT09,temporary_secondment
TRF00868,SPL04566,2024-04-11,DEPT06,temporary_secondment
TRF00869,SPL04567,2022-04-17,DEPT01,permanent
TRF00870,SPL04571,2022-04-20,DEPT03,permanent
TRF00871,SPL04587,2023-12-16,DEPT10,temporary_secondment
TRF00872,SPL04590,2022-10-16,DEPT01,permanent
TRF00873,SPL04591,2024-06-23,DEPT09,permanent
TRF00874,SPL04603,2023-07-11,DEPT02,permanent
TRF00875,SPL04614,2023-02-03,DEPT03,permanent
TRF00876,SPL04614,2023-02-18,DEPT09,permanent
TRF00877,SPL04617,2021-03-21,DEPT02,temporary_secondment
TRF00878,SPL04619,2023-08-18,DEPT02,permanent
TRF00879,SPL04627,2024-01-24,DEPT09,permanent
TRF00880,SPL04628,2020-05-20,DEPT05,permanent
TRF00881,SPL04628,2024-04-07,DEPT04,permanent
TRF00882,SPL04634,2024-05-13,DEPT03,permanent
TRF00883,SPL04639,2024-04-12,DEPT09,permanent
TRF00884,SPL04642,2024-01-09,DEPT03,permanent
TRF00885,SPL04644,2023-10-17,DEPT02,temporary_secondment
TRF00886,SPL04652,2024-04-03,DEPT09,permanent
TRF00887,SPL04654,2023-10-24,DEPT09,permanent
TRF00888,SPL04662,2024-04-13,DEPT10,temporary_secondment
TRF00889,SPL04667,2024-04-09,DEPT08,permanent
TRF00890,SPL04669,2021-07-24,DEPT08,permanent
TRF00891,SPL04689,2024-04-06,DEPT04,permanent
TRF00892,SPL04694,2024-06-12,DEPT04,temporary_secondment
TRF00893,SPL04695,2024-04-22,DEPT02,temporary_secondment
TRF00894,SPL04712,2019-10-13,DEPT01,permanent
TRF00895,SPL04716,2020-05-12,DEPT01,temporary_secondment
TRF00896,SPL04718,2023-10-22,DEPT01,permanent
TRF00897,SPL04718,2024-05-19,DEPT04,permanent
TRF00898,SPL04729,2021-09-07,DEPT02,temporary_secondment
TRF00899,SPL04730,2024-06-07,DEPT06,permanent
TRF00900,SPL04731,2024-06-03,DEPT02,permanent
TRF00901,SPL04733,2024-06-30,DEPT05,permanent
TRF00902,SPL04740,2023-08-10,DEPT04,permanent
TRF00903,SPL04741,2024-06-12,DEPT09,permanent
TRF00904,SPL04748,2023-07-14,DEPT05,temporary_secondment
TRF00905,SPL04752,2024-04-25,DEPT03,permanent
TRF00906,SPL04763,2023-12-11,DEPT04,permanent
TRF00907,SPL04765,2024-04-17,DEPT10,temporary_secondment
TRF00908,SPL04769,2024-04-06,DEPT07,temporary_secondment
TRF00909,SPL04770,2024-04-18,DEPT04,permanent
TRF00910,SPL04771,2021-01-16,DEPT05,permanent
TRF00911,SPL04773,2022-12-02,DEPT09,permanent
TRF00912,SPL04785,2023-12-25,DEPT09,permanent
TRF00913,SPL04792,2023-08-16,DEPT07,permanent
TRF00914,SPL04810,2024-04-15,DEPT05,temporary_secondment
TRF00915,SPL04814,2022-10-22,DEPT05,permanent
TRF00916,SPL04816,2024-04-30,DEPT09,permanent
TRF00917,SPL04819,2024-06-29,DEPT09,permanent
TRF00918,SPL04822,2023-04-18,DEPT09,permanent
TRF00919,SPL04830,2024-04-27,DEPT01,permanent
TRF00920,SPL04839,2023-02-06,DEPT09,permanent
TRF00921,SPL04841,2024-03-14,DEPT03,permanent
TRF00922,SPL04841,2024-05-06,DEPT06,permanent
TRF00923,SPL04842,2024-06-04,DEPT05,permanent
TRF00924,SPL04843,2024-05-08,DEPT04,permanent
TRF00925,SPL04854,2021-01-04,DEPT09,permanent
TRF00926,SPL04854,2024-06-28,DEPT04,temporary_secondment
TRF00927,SPL04859,2021-04-05,DEPT04,temporary_secondment
TRF00928,SPL04867,2023-01-31,DEPT08,temporary_secondment
TRF00929,SPL04878,2024-04-17,DEPT09,temporary_secondment
TRF00930,SPL04879,2024-06-17,DEPT07,permanent
TRF00931,SPL04879,2024-06-21,DEPT04,permanent
TRF00932,SPL04884,2023-10-19,DEPT02,permanent
TRF00933,SPL04889,2020-05-31,DEPT07,permanent
TRF00934,SPL04889,2020-07-20,DEPT01,permanent
