spell_id,employee_id,business_unit_id,home_department_id,hire_date,term_date,term_reason,worker_category
SPL02823,EMP02823,BU01,DEPT08,2021-03-31,,,regular_full_time
SPL02824,EMP02824,BU02,DEPT03,2023-08-01,2024-05-07,involuntary_termination,regular_part_time
SPL02825,EMP02825,BU01,DEPT08,2020-03-21,2023-09-06,layoff,regular_part_time
SPL02826,EMP02826,BU01,DEPT07,2021-04-27,2024-01-17,resignation,regular_full_time
SPL02827,EMP02827,BU01,DEPT04,2022-06-24,2024-02-21,resignation,regular_full_time
SPL02828,EMP02828,BU01,DEPT01,2021-02-13,2023-08-07,resignation,regular_full_time
SPL02829,EMP02829,BU01,DEPT08,2023-11-09,2024-04-04,resignation,regular_full_time
SPL02830,EMP02830,BU02,DEPT04,2020-11-27,,,regular_part_time
SPL02831,EMP02831,BU02,DEPT09,2023-07-30,2024-01-26,involuntary_termination,contractor
SPL02832,EMP02832,BU02,DEPT10,2019-07-11,,,contractor
SPL02833,EMP02833,BU01,DEPT01,2019-03-16,2024-02-03,resignation,contractor
SPL02834,EMP02834,BU01,DEPT07,2022-05-02,2022-12-12,retirement,regular_full_time
SPL02835,EMP02835,BU01,DEPT07,2023-08-06,,,regular_full_time
SPL02836,EMP02836,BU01,DEPT09,2021-03-10,2021-08-19,involuntary_termination,regular_full_time
SPL02837,EMP02837,BU02,DEPT05,2023-01-14,,,regular_full_time
SPL02838,EMP02838,BU02,DEPT05,2023-07-07,2023-11-16,layoff,regular_full_time
SPL02839,EMP02839,BU02,DEPT06,2019-02-07,,,regular_part_time
SPL02840,EMP02840,BU01,DEPT08,2021-09-06,2024-01-03,resignation,regular_full_time
SPL02841,EMP02841,BU01,DEPT02,2020-01-24,,,regular_full_time
SPL02842,EMP02842,BU01,DEPT08,2022-12-23,,,regular_part_time
SPL02843,EMP02843,BU01,DEPT08,2023-12-17,2024-04-14,resignation,regular_part_time
SPL02844,EMP02844,BU01,DEPT08,2021-09-08,2023-01-30,resignation,regular_part_time
SPL02845,EMP02845,BU02,DEPT06,2019-01-14,,,regular_full_time
SPL02846,EMP02846,BU02,DEPT10,2022-12-01,2024-01-22,resignation,regular_full_time
SPL02847,EMP02847,BU01,DEPT01,2024-06-12,,,regular_full_time
SPL02848,EMP02848,BU02,DEPT03,2019-04-15,,,intern
SPL02849,EMP02849,BU01,DEPT02,2021-01-18,2023-05-19,layoff,regular_full_time
SPL02850,EMP02850,BU01,DEPT02,2021-12-08,,,contractor
SPL02851,EMP02851,BU01,DEPT02,2023-09-08,,,regular_full_time
SPL02852,EMP02852,BU01,DEPT08,2022-06-25,2023-05-26,layoff,regular_part_time
SPL02853,EMP02853,BU01,DEPT07,2019-04-08,,,regular_full_time
SPL02854,EMP02854,BU01,DEPT01,2019-08-07,2023-12-06,resignation,regular_part_time
SPL02855,EMP02855,BU01,DEPT02,2022-08-07,2023-09-23,involuntary_termination,contractor
SPL02856,EMP02856,BU01,DEPT08,2019-02-22,,,regular_part_time
SPL02857,EMP02857,BU01,DEPT08,2020-07-21,2024-04-20,resignation,regular_part_time
SPL02858,EMP02858,BU01,DEPT02,2023-12-17,,,regular_full_time
SPL02859,EMP02859,BU02,DEPT05,2019-09-20,2022-08-12,resignation,regular_full_time
SPL02860,EMP02860,BU02,DEPT09,2019-11-02,2024-03-08,resignation,regular_full_time
SPL02861,EMP02861,BU02,DEPT03,2021-12-07,2023-05-21,layoff,regular_full_time
SPL02862,EMP02862,BU02,DEPT04,2019-09-15,2022-01-25,involuntary_termination,regular_full_time
SPL02863,EMP02863,BU01,DEPT01,2019-02-22,2023-11-19,resignation,regular_full_time
SPL02864,EMP02864,BU01,DEPT02,2020-06-21,2023-02-23,retirement,contractor
SPL02865,EMP02865,BU01,DEPT01,2024-05-29,,,intern
SPL02866,EMP02866,BU02,DEPT10,2023-10-02,2024-05-16,resignation,regular_full_time
SPL02867,EMP02867,BU01,DEPT08,2023-06-07,,,regular_full_time
SPL02868,EMP02868,BU01,DEPT04,2021-04-02,,,regular_full_time
SPL02869,EMP02869,BU01,DEPT08,2023-05-19,,,regular_full_time
SPL02870,EMP02870,BU02,DEPT04,2020-11-30,2023-11-01,retirement,regular_full_time
SPL02871,EMP02871,BU02,DEPT05,2022-07-29,2024-02-18,resignation,regular_full_time
SPL02872,EMP02872,BU02,DEPT03,2022-01-10,2024-03-16,resignation,regular_full_time
SPL02873,EMP02873,BU02,DEPT05,2022-12-14,,,regular_full_time
SPL02874,EMP02874,BU01,DEPT02,2022-01-04,,,regular_full_time
SPL02875,EMP02875,BU01,DEPT02,2020-07-06,2024-06-24,resignation,regular_full_time
SPL02876,EMP02876,BU02,DEPT04,2020-04-15,,,regular_full_time
SPL02877,EMP02877,BU01,DEPT02,2019-04-15,,,intern
SPL02878,EMP02878,BU01,DEPT08,2020-04-01,2023-11-29,resignation,regular_full_time
SPL02879,EMP02879,BU01,DEPT01,2020-11-20,,,regular_part_time
SPL02880,EMP02880,BU01,DEPT02,2021-07-15,2023-06-13,resignation,regular_full_time
SPL02881,EMP02881,BU01,DEPT08,2019-07-15,2024-01-01,resignation,regular_full_time
SPL02882,EMP02882,BU01,DEPT04,2021-10-14,2024-01-07,layoff,regular_full_time
SPL02883,EMP02883,BU01,DEPT07,2022-04-30,2023-09-17,resignation,contractor
SPL02884,EMP02884,BU01,DEPT07,2021-11-21,,,contractor
SPL02885,EMP02885,BU01,DEPT09,2022-08-16,2024-06-29,involuntary_termination,intern
SPL02886,EMP02886,BU02,DEPT05,2022-07-25,2023-01-12,resignation,regular_full_time
SPL02887,EMP02887,BU02,DEPT03,2023-05-14,,,regular_full_time
SPL02888,EMP02888,BU01,DEPT04,2021-05-16,,,regular_full_time
SPL02889,EMP02889,BU01,DEPT02,2019-07-01,,,regular_full_time
SPL02890,EMP02890,BU01,DEPT02,2023-11-11,2024-05-29,involuntary_termination,regular_full_time
SPL02891,EMP02891,BU01,DEPT02,2021-08-06,2023-06-08,resignation,regular_part_time
SPL02892,EMP02892,BU01,DEPT01,2019-01-27,2020-04-02,involuntary_termination,regular_part_time
SPL02893,EMP02893,BU02,DEPT05,2022-05-26,,,regular_full_time
SPL02894,EMP02894,BU01,DEPT01,2024-05-14,,,regular_full_time
SPL02895,EMP02895,BU02,DEPT03,2023-05-14,2024-02-21,resignation,regular_full_time
SPL02896,EMP02896,BU01,DEPT02,2021-10-13,,,regular_full_time
SPL02897,EMP02897,BU01,DEPT02,2019-02-14,2020-10-30,resignation,regular_full_time
SPL02898,EMP02898,BU02,DEPT10,2022-10-29,,,regular_full_time
SPL02899,EMP02899,BU02,DEPT06,2020-08-17,,,regular_full_time
SPL02900,EMP02900,BU02,DEPT06,2023-04-10,,,intern
SPL02901,EMP02901,BU01,DEPT02,2019-09-24,2023-01-12,resignation,regular_full_time
SPL02902,EMP02902,BU01,DEPT01,2023-05-22,2024-06-25,resignation,regular_full_time
SPL02903,EMP02903,BU01,DEPT07,2023-07-28,,,regular_full_time
SPL02904,EMP02904,BU01,DEPT01,2020-04-25,2021-06-11,involuntary_termination,regular_full_time
SPL02905,EMP02905,BU01,DEPT02,2021-01-04,,,intern
SPL02906,EMP02906,BU02,DEPT10,2024-02-09,2024-06-14,resignation,regular_part_time
SPL02907,EMP02907,BU01,DEPT08,2022-11-07,2024-05-24,resignation,regular_full_time
SPL02908,EMP02908,BU02,DEPT10,2019-02-18,,,contractor
SPL02909,EMP02909,BU01,DEPT01,2021-11-18,,,regular_full_time
SPL02910,EMP02910,BU01,DEPT08,2023-03-22,,,regular_full_time
SPL02911,EMP02911,BU02,DEPT03,2023-12-10,2024-06-11,resignation,regular_full_time
SPL02912,EMP02912,BU01,DEPT02,2020-02-27,,,regular_full_time
SPL02913,EMP02913,BU02,DEPT10,2021-07-28,2024-02-25,resignation,regular_full_time
SPL02914,EMP02914,BU01,DEPT07,2019-08-20,,,regular_full_time
SPL02915,EMP02915,BU02,DEPT03,2024-02-28,2024-06-26,layoff,regular_full_time
SPL02916,EMP02916,BU02,DEPT03,2021-03-02,2024-06-16,resignation,regular_full_time
SPL02917,EMP02917,BU01,DEPT09,2020-03-06,2022-12-15,involuntary_termination,contractor
SPL02918,EMP02918,BU02,DEPT03,2019-12-21,2022-09-17,resignation,regular_part_time
SPL02919,EMP02919,BU01,DEPT01,2022-09-10,2024-05-16,resignation,regular_part_time
SPL02920,EMP02920,BU01,DEPT09,2019-08-24,2024-03-31,resignation,regular_full_time
SPL02921,EMP02921,BU01,DEPT08,2019-09-28,2022-03-11,retirement,regular_full_time
SPL02922,EMP02922,BU02,DEPT10,2021-04-04,2023-08-28,resignation,regular_full_time
SPL02923,EMP02923,BU01,DEPT07,2019-10-11,,,regular_full_time
SPL02924,EMP02924,BU01,DEPT02,2021-09-23,,,regular_full_time
SPL02925,EMP02925,BU02,DEPT05,2021-11-25,,,regular_full_time
SPL02926,EMP02926,BU01,DEPT02,2019-10-21,2023-07-25,resignation,regular_full_time
SPL02927,EMP02927,BU01,DEPT09,2020-11-27,2022-08-18,resignation,regular_part_time
SPL02928,EMP02928,BU01,DEPT08,2022-07-13,,,regular_full_time
SPL02929,EMP02929,BU02,DEPT03,2019-09-15,,,regular_full_time
SPL02930,EMP02930,BU02,DEPT10,2020-11-22,,,regular_full_time
SPL02931,EMP02931,BU01,DEPT08,2024-04-12,,,regular_full_time
SPL02932,EMP02932,BU01,DEPT08,2021-03-10,2024-01-20,layoff,regular_full_time
SPL02933,EMP02933,BU01,DEPT07,2022-05-18,2024-03-06,resignation,regular_full_time
SPL02934,EMP02934,BU01,DEPT07,2020-09-04,,,regular_part_time
SPL02935,EMP02935,BU02,DEPT06,2021-05-13,2023-01-04,layoff,regular_full_time
SPL02936,EMP02936,BU01,DEPT01,2021-01-04,2023-10-12,involuntary_termination,regular_full_time
SPL02937,EMP02937,BU01,DEPT07,2023-09-12,2024-02-20,involuntary_termination,regular_full_time
SPL02938,EMP02938,BU02,DEPT05,2023-07-24,2024-06-04,resignation,regular_full_time
SPL02939,EMP02939,BU02,DEPT05,2021-01-03,2024-02-05,layoff,intern
SPL02940,EMP02940,BU01,DEPT04,2020-02-09,2024-06-14,resignation,regular_full_time
SPL02941,EMP02941,BU02,DEPT10,2019-11-01,,,regular_full_time
SPL02942,EMP02942,BU01,DEPT07,2020-06-14,2022-05-04,involuntary_termination,regular_full_time
SPL02943,EMP02943,BU02,DEPT04,2019-04-25,2023-04-08,layoff,contractor
SPL02944,EMP02944,BU02,DEPT06,2019-05-02,2021-01-18,involuntary_termination,intern
SPL02945,EMP02945,BU02,DEPT06,2021-09-18,2023-01-07,resignation,regular_full_time
SPL02946,EMP02946,BU01,DEPT08,2021-01-20,2024-06-08,involuntary_termination,intern
SPL02947,EMP02947,BU01,DEPT08,2021-02-21,,,regular_part_time
SPL02948,EMP02948,BU01,DEPT07,2021-12-13,2023-06-26,involuntary_termination,intern
SPL02949,EMP02949,BU01,DEPT09,2020-03-20,2024-01-29,involuntary_termination,regular_full_time
SPL02950,EMP02950,BU01,DEPT01,2022-06-28,,,regular_full_time
SPL02951,EMP02951,BU02,DEPT10,2021-12-05,2023-07-28,layoff,regular_full_time
SPL02952,EMP02952,BU02,DEPT05,2022-07-04,,,regular_full_time
SPL02953,EMP02953,BU01,DEPT07,2020-01-05,2023-10-05,resignation,regular_full_time
SPL02954,EMP02954,BU01,DEPT08,2019-04-16,2024-04-24,resignation,contractor
SPL02955,EMP02955,BU02,DEPT10,2020-04-15,2021-10-25,layoff,regular_part_time
SPL02956,EMP02956,BU02,DEPT06,2022-05-09,,,regular_full_time
SPL02957,EMP02957,BU02,DEPT09,2022-05-05,2024-02-13,involuntary_termination,regular_part_time
SPL02958,EMP02958,BU01,DEPT04,2022-01-06,2023-04-03,layoff,regular_full_time
SPL02959,EMP02959,BU02,DEPT06,2020-07-20,2021-03-09,resignation,regular_full_time
SPL02960,EMP02960,BU01,DEPT02,2024-02-23,2024-06-25,resignation,intern
SPL02961,EMP02961,BU02,DEPT10,2021-06-11,,,regular_full_time
SPL02962,EMP02962,BU01,DEPT01,2019-10-23,2024-01-24,resignation,regular_part_time
SPL02963,EMP02963,BU01,DEPT08,2019-02-07,2024-05-21,resignation,regular_full_time
SPL02964,EMP02964,BU01,DEPT02,2019-12-04,,,regular_full_time
SPL02965,EMP02965,BU01,DEPT08,2019-04-24,,,contractor
SPL02966,EMP02966,BU02,DEPT05,2022-01-11,,,regular_full_time
SPL02967,EMP02967,BU02,DEPT10,2021-01-21,,,regular_part_time
SPL02968,EMP02968,BU01,DEPT02,2022-05-30,2024-06-28,resignation,regular_full_time
SPL02969,EMP02969,BU01,DEPT01,2022-05-07,2023-05-26,resignation,regular_full_time
SPL02970,EMP02970,BU01,DEPT07,2020-10-21,2023-08-07,resignation,regular_part_time
SPL02971,EMP02971,BU01,DEPT01,2020-10-08,,,regular_full_time
SPL02972,EMP02972,BU01,DEPT02,2021-02-22,2023-04-12,resignation,regular_full_time
SPL02973,EMP02973,BU01,DEPT01,2022-08-18,,,regular_full_time
SPL02974,EMP02974,BU01,DEPT01,2020-11-22,2022-06-12,involuntary_termination,regular_full_time
SPL02975,EMP02975,BU01,DEPT09,2021-01-07,2022-11-01,involuntary_termination,regular_full_time
SPL02976,EMP02976,BU01,DEPT08,2019-05-03,,,contractor
SPL02977,EMP02977,BU01,DEPT07,2020-06-21,,,regular_full_time
SPL02978,EMP02978,BU02,DEPT03,2019-10-31,2023-10-18,involuntary_termination,regular_full_time
SPL02979,EMP02979,BU02,DEPT03,2019-07-17,,,contractor
SPL02980,EMP02980,BU01,DEPT04,2023-08-18,,,regular_full_time
SPL02981,EMP02981,BU02,DEPT06,2020-09-14,,,regular_full_time
SPL02982,EMP02982,BU02,DEPT03,2021-04-19,2024-06-03,involuntary_termination,regular_part_time
SPL02983,EMP02983,BU02,DEPT05,2024-05-25,,,regular_full_time
SPL02984,EMP02984,BU02,DEPT05,2021-12-19,,,regular_part_time
SPL02985,EMP02985,BU01,DEPT02,2020-02-27,2023-09-15,retirement,regular_full_time
SPL02986,EMP02986,BU01,DEPT01,2023-09-10,2024-06-17,layoff,intern
SPL02987,EMP02987,BU01,DEPT08,2021-02-24,2023-09-15,resignation,regular_full_time
SPL02988,EMP02988,BU02,DEPT05,2021-04-28,,,regular_full_time
SPL02989,EMP02989,BU01,DEPT08,2019-02-09,2024-05-19,resignation,regular_full_time
SPL02990,EMP02990,BU02,DEPT03,2022-08-12,,,regular_full_time
SPL02991,EMP02991,BU02,DEPT10,2023-02-07,2024-04-03,resignation,regular_full_time
SPL02992,EMP02992,BU02,DEPT06,2021-01-05,2024-04-01,involuntary_termination,contractor
SPL02993,EMP02993,BU01,DEPT02,2023-02-27,,,regular_full_time
SPL02994,EMP02994,BU02,DEPT10,2022-01-22,2024-02-04,resignation,regular_full_time
SPL02995,EMP02995,BU01,DEPT08,2022-03-25,2024-02-02,resignation,regular_full_time
SPL02996,EMP02996,BU01,DEPT02,2022-06-22,2024-02-15,resignation,regular_part_time
SPL02997,EMP02997,BU02,DEPT05,2020-03-26,,,regular_full_time
SPL02998,EMP02998,BU02,DEPT06,2019-03-13,,,regular_full_time
SPL02999,EMP02999,BU01,DEPT09,2020-12-22,2024-03-30,resignation,regular_full_time
SPL03000,EMP03000,BU02,DEPT09,2022-08-27,,,regular_part_time
SPL03001,EMP03001,BU01,DEPT01,2022-09-13,,,intern
SPL03002,EMP03002,BU02,DEPT05,2020-08-29,2021-05-03,resignation,regular_full_time
SPL03003,EMP03003,BU02,DEPT10,2024-01-22,,,regular_full_time
SPL03004,EMP03004,BU02,DEPT10,2019-03-26,2023-03-04,retirement,regular_part_time
SPL03005,EMP03005,BU02,DEPT06,2023-09-29,,,regular_full_time
SPL03006,EMP03006,BU01,DEPT02,2019-08-14,,,regular_part_time
SPL03007,EMP03007,BU01,DEPT07,2024-03-15,2024-06-25,resignation,intern
SPL03008,EMP03008,BU01,DEPT02,2020-02-19,2024-04-30,resignation,regular_full_time
SPL03009,EMP03009,BU02,DEPT03,2020-07-29,,,intern
SPL03010,EMP03010,BU02,DEPT03,2021-10-09,2022-12-27,involuntary_termination,regular_full_time
SPL03011,EMP03011,BU02,DEPT04,2021-01-26,2023-06-25,layoff,regular_full_time
SPL03012,EMP03012,BU02,DEPT03,2023-07-07,2024-02-03,resignation,intern
SPL03013,EMP03013,BU02,DEPT06,2019-11-18,2023-04-06,resignation,regular_full_time
SPL03014,EMP03014,BU02,DEPT05,2023-04-05,,,regular_full_time
SPL03015,EMP03015,BU01,DEPT02,2021-10-13,,,regular_part_time
SPL03016,EMP03016,BU01,DEPT04,2023-11-29,2024-04-22,involuntary_termination,intern
SPL03017,EMP03017,BU01,DEPT08,2021-07-21,2023-06-11,involuntary_termination,regular_full_time
SPL03018,EMP03018,BU02,DEPT03,2021-02-13,2024-05-27,resignation,regular_full_time
SPL03019,EMP03019,BU01,DEPT08,2021-12-13,,,regular_full_time
SPL03020,EMP03020,BU02,DEPT10,2021-06-14,2024-06-29,involuntary_termination,regular_full_time
SPL03021,EMP03021,BU01,DEPT08,2023-02-13,,,regular_full_time
SPL03022,EMP03022,BU02,DEPT03,2019-05-13,2024-06-26,involuntary_termination,regular_part_time
SPL03023,EMP03023,BU01,DEPT07,2019-01-25,,,regular_full_time
SPL03024,EMP03024,BU02,DEPT10,2021-10-21,2023-12-20,resignation,regular_full_time
SPL03025,EMP03025,BU02,DEPT10,2022-01-30,2024-03-01,layoff,regular_full_time
SPL03026,EMP03026,BU01,DEPT08,2023-02-28,,,regular_part_time
SPL03027,EMP03027,BU02,DEPT10,2021-10-30,,,regular_full_time
SPL03028,EMP03028,BU01,DEPT09,2020-02-17,2024-04-25,involuntary_termination,regular_full_time
SPL03029,EMP03029,BU02,DEPT09,2024-04-08,,,intern
SPL03030,EMP03030,BU01,DEPT07,2023-12-01,2024-06-15,resignation,regular_full_time
SPL03031,EMP03031,BU02,DEPT10,2020-10-09,2024-03-26,layoff,regular_full_time
SPL03032,EMP03032,BU02,DEPT06,2024-01-28,2024-06-23,layoff,regular_full_time
SPL03033,EMP03033,BU01,DEPT08,2019-07-29,2024-02-03,resignation,regular_full_time
SPL03034,EMP03034,BU02,DEPT09,2020-08-11,,,contractor
SPL03035,EMP03035,BU02,DEPT10,2024-03-20,,,regular_full_time
SPL03036,EMP03036,BU01,DEPT08,2022-04-10,2024-06-29,layoff,contractor
SPL03037,EMP03037,BU01,DEPT01,2022-07-06,2023-11-10,resignation,regular_part_time
SPL03038,EMP03038,BU01,DEPT07,2020-03-17,2022-08-12,resignation,regular_full_time
SPL03039,EMP03039,BU02,DEPT06,2020-06-22,2021-08-06,layoff,regular_part_time
SPL03040,EMP03040,BU02,DEPT09,2022-02-24,,,intern
SPL03041,EMP03041,BU02,DEPT03,2021-02-21,,,intern
SPL03042,EMP03042,BU02,DEPT10,2022-06-17,2023-11-11,resignation,contractor
SPL03043,EMP03043,BU02,DEPT06,2021-08-19,2024-02-15,resignation,regular_part_time
SPL03044,EMP03044,BU01,DEPT08,2021-01-01,2024-01-25,involuntary_termination,regular_full_time
SPL03045,EMP03045,BU02,DEPT06,2019-01-31,2023-01-12,involuntary_termination,regular_full_time
SPL03046,EMP03046,BU02,DEPT04,2023-02-10,2024-05-30,resignation,regular_part_time
SPL03047,EMP03047,BU02,DEPT06,2019-08-10,,,regular_part_time
SPL03048,EMP03048,BU01,DEPT07,2022-01-04,,,regular_part_time
SPL03049,EMP03049,BU01,DEPT01,2022-12-31,2024-05-25,layoff,regular_full_time
SPL03050,EMP03050,BU01,DEPT08,2024-02-11,2024-06-17,resignation,intern
SPL03051,EMP03051,BU01,DEPT02,2020-04-25,2024-01-10,resignation,regular_full_time
SPL03052,EMP03052,BU02,DEPT05,2019-09-03,,,regular_full_time
SPL03053,EMP03053,BU02,DEPT06,2021-07-12,,,regular_full_time
SPL03054,EMP03054,BU02,DEPT03,2023-02-16,2024-03-01,resignation,regular_part_time
SPL03055,EMP03055,BU01,DEPT08,2024-06-04,,,regular_full_time
SPL03056,EMP03056,BU02,DEPT03,2020-06-23,2023-01-17,resignation,regular_full_time
SPL03057,EMP03057,BU01,DEPT01,2023-08-29,2024-05-02,resignation,regular_full_time
SPL03058,EMP03058,BU02,DEPT05,2022-11-09,,,regular_full_time
SPL03059,EMP03059,BU01,DEPT08,2024-05-31,,,regular_full_time
SPL03060,EMP03060,BU01,DEPT07,2022-07-30,,,regular_part_time
SPL03061,EMP03061,BU01,DEPT07,2021-10-22,,,regular_full_time
SPL03062,EMP03062,BU02,DEPT10,2021-11-20,2024-03-25,resignation,contractor
SPL03063,EMP03063,BU01,DEPT09,2019-12-11,2023-05-01,resignation,regular_part_time
SPL03064,EMP03064,BU01,DEPT01,2021-02-05,,,regular_full_time
SPL03065,EMP03065,BU01,DEPT07,2021-12-13,2023-06-30,resignation,regular_part_time
SPL03066,EMP03066,BU02,DEPT05,2019-02-16,,,regular_full_time
SPL03067,EMP03067,BU01,DEPT04,2023-07-09,2024-06-13,layoff,regular_full_time
SPL03068,EMP03068,BU02,DEPT05,2020-10-24,,,intern
SPL03069,EMP03069,BU02,DEPT09,2022-07-16,2024-04-28,retirement,regular_full_time
SPL03070,EMP03070,BU02,DEPT05,2021-08-16,,,regular_full_time
SPL03071,EMP03071,BU01,DEPT08,2021-03-15,,,intern
SPL03072,EMP03072,BU02,DEPT10,2022-02-07,2023-11-04,layoff,regular_full_time
SPL03073,EMP03073,BU02,DEPT10,2024-01-03,,,regular_full_time
SPL03074,EMP03074,BU02,DEPT06,2019-04-12,,,intern
SPL03075,EMP03075,BU02,DEPT10,2019-10-22,,,regular_full_time
SPL03076,EMP03076,BU01,DEPT08,2021-09-20,2024-03-12,retirement,regular_full_time
SPL03077,EMP03077,BU01,DEPT07,2023-03-21,,,intern
SPL03078,EMP03078,BU01,DEPT07,2023-03-30,2024-04-03,layoff,regular_full_time
SPL03079,EMP03079,BU02,DEPT03,2023-11-13,,,regular_full_time
SPL03080,EMP03080,BU01,DEPT07,2021-07-07,,,regular_full_time
SPL03081,EMP03081,BU01,DEPT08,2021-12-24,,,regular_full_time
SPL03082,EMP03082,BU01,DEPT01,2019-11-07,,,intern
SPL03083,EMP03083,BU01,DEPT04,2020-11-09,,,intern
SPL03084,EMP03084,BU01,DEPT07,2022-12-07,,,regular_full_time
SPL03085,EMP03085,BU02,DEPT04,2020-02-28,,,regular_full_time
SPL03086,EMP03086,BU01,DEPT04,2022-04-07,2024-04-05,layoff,regular_part_time
SPL03087,EMP03087,BU02,DEPT10,2019-08-11,2021-05-25,resignation,regular_full_time
SPL03088,EMP03088,BU01,DEPT07,2019-04-08,,,regular_full_time
SPL03089,EMP03089,BU01,DEPT01,2019-08-13,2022-08-17,layoff,regular_part_time
SPL03090,EMP03090,BU01,DEPT08,2022-08-12,,,contractor
SPL03091,EMP03091,BU02,DEPT10,2023-03-04,2024-06-15,resignation,regular_full_time
SPL03092,EMP03092,BU01,DEPT02,2019-01-29,2022-12-02,layoff,regular_part_time
SPL03093,EMP03093,BU01,DEPT01,2022-07-22,2023-04-21,layoff,regular_full_time
SPL03094,EMP03094,BU01,DEPT07,2022-03-12,,,regular_full_time
SPL03095,EMP03095,BU01,DEPT01,2022-09-15,2024-04-19,resignation,regular_full_time
SPL03096,EMP03096,BU01,DEPT01,2022-03-09,,,regular_part_time
SPL03097,EMP03097,BU02,DEPT03,2023-05-13,2024-06-05,retirement,regular_full_time
SPL03098,EMP03098,BU01,DEPT02,2024-03-08,2024-06-26,involuntary_termination,regular_full_time
SPL03099,EMP03099,BU02,DEPT05,2024-05-05,,,intern
SPL03100,EMP03100,BU02,DEPT04,2023-07-17,,,regular_full_time
SPL03101,EMP03101,BU01,DEPT08,2022-01-18,,,contractor
SPL03102,EMP03102,BU01,DEPT02,2023-10-25,,,regular_part_time
SPL03103,EMP03103,BU01,DEPT02,2022-08-24,,,regular_full_time
SPL03104,EMP03104,BU02,DEPT03,2021-05-03,2023-10-27,resignation,regular_part_time
SPL03105,EMP03105,BU01,DEPT04,2021-07-02,2023-12-05,layoff,regular_full_time
SPL03106,EMP03106,BU01,DEPT04,2020-11-07,2023-04-04,resignation,regular_full_time
SPL03107,EMP03107,BU02,DEPT05,2019-08-29,,,contractor
SPL03108,EMP03108,BU02,DEPT04,2022-01-22,2023-07-07,layoff,regular_full_time
SPL03109,EMP03109,BU01,DEPT01,2023-05-20,2024-06-01,resignation,regular_full_time
SPL03110,EMP03110,BU01,DEPT01,2021-04-23,,,contractor
SPL03111,EMP03111,BU02,DEPT03,2020-11-02,2023-12-21,layoff,regular_full_time
SPL03112,EMP03112,BU02,DEPT03,2022-12-05,,,regular_full_time
SPL03113,EMP03113,BU01,DEPT09,2019-09-04,2022-04-18,involuntary_termination,regular_full_time
SPL03114,EMP03114,BU01,DEPT01,2020-09-18,2022-05-04,resignation,regular_full_time
SPL03115,EMP03115,BU01,DEPT08,2021-12-12,,,regular_full_time
SPL03116,EMP03116,BU01,DEPT08,2023-07-11,2024-03-20,resignation,regular_full_time
SPL03117,EMP03117,BU02,DEPT09,2022-06-02,,,intern
SPL03118,EMP03118,BU02,DEPT06,2019-01-23,2021-02-05,layoff,regular_full_time
SPL03119,EMP03119,BU01,DEPT09,2022-04-23,2023-12-01,resignation,regular_full_time
SPL03120,EMP03120,BU01,DEPT09,2023-03-28,2024-01-13,involuntary_termination,regular_full_time
SPL03121,EMP03121,BU02,DEPT04,2019-01-23,,,contractor
SPL03122,EMP03122,BU01,DEPT08,2023-10-11,,,regular_full_time
SPL03123,EMP03123,BU01,DEPT08,2022-06-19,2024-02-23,layoff,regular_full_time
SPL03124,EMP03124,BU02,DEPT05,2019-09-02,2023-11-01,resignation,regular_full_time
SPL03125,EMP03125,BU02,DEPT03,2024-04-19,,,regular_full_time
SPL03126,EMP03126,BU01,DEPT08,2019-04-07,2023-09-14,resignation,regular_full_time
SPL03127,EMP03127,BU02,DEPT06,2022-10-08,2024-03-28,resignation,intern
SPL03128,EMP03128,BU02,DEPT06,2021-06-06,2023-04-08,layoff,regular_full_time
SPL03129,EMP03129,BU01,DEPT04,2020-11-28,2023-11-15,resignation,contractor
SPL03130,EMP03130,BU01,DEPT08,2023-01-11,2023-09-11,involuntary_termination,regular_part_time
SPL03131,EMP03131,BU02,DEPT10,2024-05-25,,,regular_full_time
SPL03132,EMP03132,BU01,DEPT08,2019-06-17,2024-04-28,retirement,regular_part_time
SPL03133,EMP03133,BU01,DEPT02,2022-10-15,2023-07-28,resignation,contractor
SPL03134,EMP03134,BU02,DEPT06,2021-03-19,2024-01-11,layoff,regular_full_time
SPL03135,EMP03135,BU02,DEPT10,2019-09-13,2023-10-25,resignation,regular_full_time
SPL03136,EMP03136,BU01,DEPT02,2023-10-16,,,regular_part_time
SPL03137,EMP03137,BU02,DEPT05,2019-08-24,2023-10-28,involuntary_termination,regular_full_time
SPL03138,EMP03138,BU02,DEPT06,2019-09-08,,,regular_full_time
SPL03139,EMP03139,BU02,DEPT05,2019-02-28,,,regular_full_time
SPL03140,EMP03140,BU01,DEPT07,2023-12-22,2024-06-07,resignation,regular_full_time
SPL03141,EMP03141,BU02,DEPT05,2023-09-10,2024-06-07,involuntary_termination,regular_full_time
SPL03142,EMP03142,BU01,DEPT02,2022-08-20,2024-06-12,resignation,regular_full_time
SPL03143,EMP03143,BU01,DEPT01,2024-01-12,2024-06-22,resignation,regular_full_time
SPL03144,EMP03144,BU01,DEPT01,2019-02-09,2023-12-21,involuntary_termination,intern
SPL03145,EMP03145,BU02,DEPT03,2020-02-27,,,regular_full_time
SPL03146,EMP03146,BU02,DEPT10,2023-08-27,2024-02-07,involuntary_termination,regular_full_time
