dispatch_id,driver_id,service_month,pickup_zone_id,offered_trip_ts
12895,4080,2024-01,43,2024-01-11 11:38:14
12896,3749,2024-03,162,2024-03-27 14:44:58
12897,73,2024-02,164,2024-02-25 10:21:58
12898,5470,2024-03,249,2024-03-07 23:26:23
12899,2914,2024-02,61,2024-02-23 06:48:38
12900,6085,2024-01,158,2024-01-19 10:24:08
12901,902,2024-01,231,2024-01-12 15:03:25
12902,2363,2024-03,163,2024-03-21 18:24:15
12903,438,2024-01,170,2024-01-21 17:15:32
12904,2277,2024-01,143,2024-01-08 17:49:13
12905,7386,2024-01,100,2024-01-25 11:42:34
12906,3927,2024-03,186,2024-03-10 17:41:05
12907,3517,2024-02,230,2024-02-21 12:10:42
12908,2189,2024-01,230,2024-01-16 17:13:44
12909,2119,2024-03,141,2024-03-18 09:32:08
12910,5338,2024-01,107,2024-01-02 15:55:02
12911,7881,2024-01,140,2024-01-03 08:07:16
12912,5974,2024-01,43,2024-01-14 17:15:26
12913,5896,2024-02,48,2024-02-18 06:14:52
12914,3776,2024-01,68,2024-01-10 18:49:33
12915,790,2024-03,162,2024-03-18 17:17:13
12916,5790,2024-03,238,2024-03-19 13:47:21
12917,6469,2024-01,143,2024-01-22 08:37:39
12918,4083,2024-03,195,2024-03-10 20:56:59
12919,732,2024-03,79,2024-03-01 21:36:52
12920,5703,2024-01,50,2024-01-20 15:42:33
12921,7368,2024-03,68,2024-03-23 18:03:03
12922,1800,2024-03,79,2024-03-24 12:53:58
12923,1276,2024-03,142,2024-03-14 16:32:48
12924,5911,2024-03,230,2024-03-21 10:34:39
12925,2655,2024-03,161,2024-03-14 03:03:05
12926,5721,2024-01,262,2024-01-30 13:34:38
12927,5625,2024-03,142,2024-03-07 22:03:08
12928,2133,2024-03,113,2024-03-26 01:03:05
12929,339,2024-03,125,2024-03-03 14:01:17
12930,4448,2024-02,246,2024-02-12 00:59:58
12931,3262,2024-02,263,2024-02-03 20:24:04
12932,6842,2024-03,113,2024-03-23 23:53:58
12933,2864,2024-01,13,2024-01-26 21:51:48
12934,1996,2024-03,237,2024-03-12 15:38:22
12935,6881,2024-03,230,2024-03-16 20:44:15
12936,5888,2024-02,210,2024-02-15 10:39:33
12937,4947,2024-01,68,2024-01-06 12:35:29
12938,7631,2024-02,114,2024-02-24 14:02:40
12939,6264,2024-01,161,2024-01-01 00:55:25
12940,6930,2024-01,142,2024-01-06 16:11:31
12941,6392,2024-01,113,2024-01-09 17:54:50
12942,3212,2024-03,138,2024-03-31 15:58:55
12943,499,2024-03,132,2024-03-01 15:25:06
12944,4858,2024-03,162,2024-03-11 18:36:22
12945,6119,2024-02,263,2024-02-17 00:32:45
12946,7934,2024-03,186,2024-03-16 10:46:58
12947,5453,2024-01,45,2024-01-09 12:00:09
12948,4547,2024-03,263,2024-03-02 20:12:51
12949,4606,2024-02,107,2024-02-12 17:22:30
12950,921,2024-02,148,2024-02-10 00:58:16
12951,59,2024-01,75,2024-01-17 18:17:00
12952,364,2024-02,237,2024-02-28 11:46:49
12953,7239,2024-02,140,2024-02-26 16:28:36
12954,6322,2024-01,161,2024-01-07 10:02:25
12955,2082,2024-03,230,2024-03-06 21:31:27
12956,3389,2024-01,79,2024-01-18 23:50:28
12957,3869,2024-01,161,2024-01-01 14:26:58
12958,1975,2024-03,107,2024-03-29 17:09:52
12959,3381,2024-02,162,2024-02-12 15:59:49
12960,2782,2024-02,161,2024-02-01 17:38:27
12961,5558,2024-02,90,2024-02-12 17:57:55
12962,6059,2024-01,144,2024-01-01 14:31:50
12963,788,2024-03,265,2024-03-20 22:34:19
12964,3722,2024-01,236,2024-01-24 12:14:05
12965,7929,2024-02,143,2024-02-11 16:00:27
12966,6948,2024-01,138,2024-01-12 12:15:36
12967,6350,2024-03,9,2024-03-07 10:47:13
12968,5879,2024-01,233,2024-01-31 14:19:46
12969,35,2024-03,236,2024-03-13 08:20:25
12970,7792,2024-02,148,2024-02-11 18:25:00
12971,5881,2024-03,246,2024-03-20 15:41:51
12972,7108,2024-03,90,2024-03-23 00:45:41
12973,7271,2024-03,164,2024-03-04 12:47:16
12974,2037,2024-02,114,2024-02-22 22:34:03
12975,111,2024-01,142,2024-01-07 15:29:33
12976,5272,2024-03,140,2024-03-21 15:45:45
12977,3672,2024-01,140,2024-01-27 09:25:46
12978,165,2024-03,70,2024-03-08 12:59:45
12979,2167,2024-02,13,2024-02-16 19:43:30
12980,7928,2024-02,161,2024-02-08 18:20:20
12981,2907,2024-03,231,2024-03-14 21:52:32
12982,2088,2024-01,249,2024-01-17 15:45:45
12983,5236,2024-02,236,2024-02-23 11:18:12
12984,5318,2024-03,132,2024-03-21 00:19:58
12985,2657,2024-03,161,2024-03-03 16:33:19
12986,6793,2024-03,142,2024-03-09 15:51:11
12987,4642,2024-02,138,2024-02-01 22:59:34
12988,1284,2024-02,237,2024-02-07 08:46:25
12989,2600,2024-03,138,2024-03-14 13:10:50
12990,6783,2024-01,238,2024-01-27 15:18:33
12991,715,2024-01,74,2024-01-02 16:34:23
12992,98,2024-03,237,2024-03-11 10:51:39
12993,5252,2024-01,237,2024-01-10 10:28:47
12994,3536,2024-01,137,2024-01-11 14:28:15
12995,2023,2024-03,237,2024-03-15 15:47:42
12996,3776,2024-03,143,2024-03-29 17:12:40
12997,1469,2024-03,263,2024-03-24 00:49:11
12998,2993,2024-02,161,2024-02-16 19:34:25
12999,1871,2024-03,170,2024-03-22 16:58:25
13000,4691,2024-03,170,2024-03-02 12:46:10
13001,5389,2024-01,249,2024-01-29 20:37:50
13002,7318,2024-03,237,2024-03-14 20:47:20
13003,542,2024-01,162,2024-01-24 09:54:00
13004,2616,2024-02,142,2024-02-22 16:01:13
13005,2116,2024-03,13,2024-03-15 15:34:00
13006,4634,2024-01,229,2024-01-23 10:26:18
13007,4265,2024-01,170,2024-01-30 17:10:53
13008,7019,2024-03,132,2024-03-17 14:27:06
13009,7352,2024-01,249,2024-01-26 23:59:26
13010,6184,2024-01,37,2024-01-01 04:28:08
13011,1592,2024-03,249,2024-03-07 19:34:07
13012,326,2024-02,161,2024-02-09 19:06:25
13013,7193,2024-01,68,2024-01-20 11:01:36
13014,7542,2024-03,114,2024-03-16 02:50:34
13015,2003,2024-03,141,2024-03-19 18:43:51
13016,374,2024-01,230,2024-01-30 01:23:08
13017,5445,2024-03,229,2024-03-28 08:27:06
13018,4710,2024-03,236,2024-03-01 13:22:27
13019,7110,2024-01,100,2024-01-06 18:00:31
13020,4603,2024-01,26,2024-01-16 10:13:09
13021,6082,2024-02,114,2024-02-12 18:19:12
13022,6291,2024-02,200,2024-02-10 22:22:42
13023,79,2024-03,237,2024-03-12 11:56:07
13024,1188,2024-02,164,2024-02-29 07:56:55
13025,6240,2024-01,68,2024-01-13 00:55:42
13026,1435,2024-02,114,2024-02-01 21:30:40
13027,1649,2024-03,233,2024-03-10 18:19:04
13028,6017,2024-02,162,2024-02-27 07:02:38
13029,1636,2024-01,68,2024-01-08 17:57:33
13030,1196,2024-01,263,2024-01-20 21:14:00
13031,108,2024-01,236,2024-01-19 12:52:06
13032,3756,2024-03,238,2024-03-29 18:58:43
13033,5094,2024-02,263,2024-02-14 10:45:22
13034,5853,2024-02,107,2024-02-22 10:12:38
13035,7244,2024-03,239,2024-03-23 23:01:50
13036,5210,2024-01,230,2024-01-09 11:26:09
13037,6051,2024-02,263,2024-02-23 16:57:49
13038,1685,2024-03,236,2024-03-19 21:03:07
13039,2724,2024-02,158,2024-02-08 18:44:21
13040,2432,2024-02,88,2024-02-02 01:32:30
13041,521,2024-03,186,2024-03-15 10:12:10
13042,7751,2024-01,237,2024-01-15 11:48:34
13043,1930,2024-03,234,2024-03-08 10:27:53
13044,3589,2024-01,170,2024-01-15 14:00:18
13045,2856,2024-02,132,2024-02-05 17:00:05
13046,356,2024-02,186,2024-02-27 14:12:33
13047,7226,2024-01,132,2024-01-20 12:15:42
13048,1757,2024-02,234,2024-02-18 19:50:00
13049,804,2024-01,230,2024-01-04 19:20:46
13050,2740,2024-01,162,2024-01-31 09:49:11
13051,1151,2024-02,236,2024-02-23 12:31:34
13052,7995,2024-01,197,2024-01-03 16:46:42
13053,1512,2024-01,262,2024-01-01 00:24:59
13054,2422,2024-03,68,2024-03-21 11:10:16
13055,2170,2024-02,107,2024-02-12 17:13:16
13056,212,2024-03,239,2024-03-04 22:36:32
13057,104,2024-03,43,2024-03-07 14:49:33
13058,4103,2024-01,79,2024-01-10 13:00:08
13059,1862,2024-02,107,2024-02-02 14:29:38
13060,669,2024-01,161,2024-01-22 20:19:47
13061,2331,2024-02,79,2024-02-11 10:34:52
13062,2193,2024-02,65,2024-02-08 17:26:49
13063,3393,2024-02,131,2024-02-23 06:57:58
13064,7939,2024-02,236,2024-02-07 15:27:36
13065,2455,2024-03,186,2024-03-28 11:16:49
13066,5637,2024-02,138,2024-02-11 16:05:08
13067,6148,2024-03,43,2024-03-04 16:24:26
13068,406,2024-03,186,2024-03-13 20:03:28
13069,4011,2024-01,234,2024-01-10 19:45:45
13070,3590,2024-02,144,2024-02-20 22:34:07
13071,4062,2024-03,114,2024-03-09 00:28:42
13072,1373,2024-01,170,2024-01-25 21:53:52
13073,3721,2024-03,161,2024-03-20 13:57:25
13074,984,2024-02,164,2024-02-29 14:57:58
13075,7566,2024-01,236,2024-01-11 13:05:39
13076,4696,2024-01,161,2024-01-10 07:44:09
13077,277,2024-02,161,2024-02-11 10:24:42
13078,4045,2024-03,249,2024-03-16 23:14:47
13079,7410,2024-02,132,2024-02-14 06:55:26
13080,5943,2024-01,211,2024-01-17 13:08:17
13081,2184,2024-01,13,2024-01-30 11:19:00
13082,7138,2024-03,264,2024-03-22 13:35:45
13083,1484,2024-02,161,2024-02-27 21:21:36
13084,1974,2024-03,43,2024-03-26 13:38:55
13085,1240,2024-02,230,2024-02-28 16:39:56
13086,7384,2024-02,48,2024-02-21 07:45:47
13087,5735,2024-01,261,2024-01-14 21:45:37
13088,4144,2024-03,107,2024-03-05 18:25:43
13089,5343,2024-03,138,2024-03-26 09:13:34
13090,2071,2024-01,246,2024-01-14 19:59:00
13091,566,2024-01,229,2024-01-07 12:16:00
13092,6766,2024-01,236,2024-01-19 10:43:45
13093,7713,2024-03,263,2024-03-16 20:50:57
13094,285,2024-03,161,2024-03-19 18:18:40
13095,414,2024-01,79,2024-01-27 21:28:58
13096,4476,2024-01,237,2024-01-26 16:38:27
13097,345,2024-02,164,2024-02-26 00:56:38
13098,5773,2024-03,144,2024-03-09 14:46:04
13099,7562,2024-03,236,2024-03-26 13:42:44
13100,2240,2024-03,132,2024-03-29 14:46:04
13101,2355,2024-01,161,2024-01-24 17:31:25
13102,6908,2024-01,170,2024-01-25 11:44:27
13103,2850,2024-01,68,2024-01-24 23:44:37
13104,1923,2024-03,68,2024-03-08 19:33:02
13105,675,2024-01,263,2024-01-12 16:53:19
13106,6719,2024-02,90,2024-02-29 21:53:19
13107,7407,2024-03,164,2024-03-13 17:53:01
13108,629,2024-03,230,2024-03-13 13:57:33
13109,6423,2024-01,90,2024-01-06 02:39:01
13110,1280,2024-02,246,2024-02-15 20:13:11
13111,1111,2024-02,163,2024-02-09 17:17:07
13112,3048,2024-03,132,2024-03-23 15:34:21
13113,3494,2024-02,263,2024-02-06 19:46:24
13114,6832,2024-03,141,2024-03-24 16:41:41
13115,5598,2024-03,161,2024-03-22 21:59:16
13116,1157,2024-01,132,2024-01-13 11:57:13
13117,4673,2024-02,163,2024-02-15 22:08:32
13118,7003,2024-02,138,2024-02-05 14:01:08
13119,5297,2024-01,75,2024-01-11 18:06:11
13120,1838,2024-03,234,2024-03-04 22:07:57
13121,1031,2024-02,48,2024-02-25 13:49:52
13122,3620,2024-02,233,2024-02-18 09:09:58
13123,3778,2024-02,239,2024-02-11 18:18:29
13124,2822,2024-02,75,2024-02-19 22:25:11
13125,874,2024-01,246,2024-01-30 17:11:14
13126,945,2024-02,237,2024-02-12 14:23:31
13127,4232,2024-03,234,2024-03-31 20:12:45
13128,7554,2024-02,132,2024-02-27 22:14:32
13129,4783,2024-03,79,2024-03-29 03:05:50
13130,3505,2024-02,113,2024-02-23 16:04:08
13131,7450,2024-02,263,2024-02-16 11:42:17
13132,5522,2024-03,88,2024-03-05 23:43:59
13133,5743,2024-02,246,2024-02-01 14:49:49
13134,4602,2024-02,43,2024-02-12 12:52:00
13135,6103,2024-01,142,2024-01-21 13:06:45
13136,4014,2024-01,13,2024-01-17 20:13:46
13137,4976,2024-02,238,2024-02-28 12:00:58
13138,4933,2024-01,236,2024-01-25 09:50:15
13139,6021,2024-03,165,2024-03-25 01:58:32
13140,7186,2024-01,186,2024-01-24 00:17:31
13141,2354,2024-01,170,2024-01-25 19:16:43
13142,5594,2024-03,234,2024-03-28 11:19:58
13143,254,2024-01,262,2024-01-15 17:13:28
13144,4260,2024-02,140,2024-02-21 11:58:47
13145,7189,2024-03,170,2024-03-30 13:19:22
13146,5161,2024-02,36,2024-02-17 04:34:33
13147,2142,2024-02,211,2024-02-25 17:30:05
13148,4851,2024-01,132,2024-01-06 12:12:59
13149,2862,2024-01,263,2024-01-05 01:19:06
13150,3465,2024-01,116,2024-01-09 03:32:08
13151,1825,2024-02,137,2024-02-13 17:13:39
13152,4998,2024-02,163,2024-02-02 10:29:26
13153,1587,2024-03,263,2024-03-31 15:48:38
13154,3549,2024-01,237,2024-01-17 11:28:33
13155,7514,2024-01,161,2024-01-03 16:15:00
13156,6061,2024-03,162,2024-03-23 12:00:52
13157,3315,2024-01,107,2024-01-14 20:51:50
13158,7751,2024-01,113,2024-01-19 19:39:35
13159,112,2024-02,263,2024-02-13 08:29:30
13160,7678,2024-01,231,2024-01-27 01:12:24
13161,2817,2024-03,132,2024-03-08 23:21:55
13162,6566,2024-02,161,2024-02-22 18:33:30
13163,7580,2024-02,161,2024-02-17 22:52:53
13164,4814,2024-02,138,2024-02-27 21:37:19
13165,4884,2024-03,137,2024-03-05 00:08:22
13166,5994,2024-01,140,2024-01-12 12:32:07
13167,1918,2024-03,100,2024-03-22 17:54:12
13168,1425,2024-02,164,2024-02-28 15:34:45
13169,2750,2024-02,233,2024-02-19 12:48:32
13170,3832,2024-03,170,2024-03-22 18:05:27
13171,5943,2024-02,246,2024-02-15 11:08:22
13172,2059,2024-02,163,2024-02-12 09:43:28
13173,4518,2024-01,162,2024-01-06 10:40:52
13174,28,2024-02,238,2024-02-28 14:43:01
13175,248,2024-02,163,2024-02-22 01:09:40
13176,7733,2024-02,75,2024-02-06 15:11:52
13177,6802,2024-03,186,2024-03-31 19:45:18
13178,6910,2024-03,162,2024-03-28 19:23:53
13179,2630,2024-02,170,2024-02-15 21:00:04
13180,4110,2024-02,163,2024-02-15 11:14:52
13181,5397,2024-02,90,2024-02-14 18:16:15
13182,2033,2024-01,229,2024-01-12 15:42:34
13183,5955,2024-03,48,2024-03-21 15:07:48
13184,5544,2024-02,148,2024-02-18 02:43:18
13185,3258,2024-03,186,2024-03-31 14:31:20
13186,3478,2024-03,142,2024-03-29 16:18:46
13187,2459,2024-02,186,2024-02-10 14:03:59
13188,6426,2024-01,161,2024-01-26 23:38:45
13189,7895,2024-01,170,2024-01-21 00:22:25
13190,7996,2024-02,140,2024-02-22 15:24:30
13191,6171,2024-03,186,2024-03-04 07:46:46
13192,2793,2024-01,230,2024-01-02 20:38:02
13193,6248,2024-03,246,2024-03-02 20:18:39
13194,1955,2024-03,162,2024-03-13 18:37:18
13195,7172,2024-02,231,2024-02-10 19:07:52
13196,2139,2024-03,168,2024-03-18 14:18:49
13197,3223,2024-02,29,2024-02-27 14:30:05
13198,747,2024-02,148,2024-02-20 18:35:17
13199,651,2024-02,68,2024-02-20 13:58:43
13200,3152,2024-01,90,2024-01-18 23:43:18
13201,4402,2024-02,114,2024-02-10 00:33:58
13202,140,2024-03,144,2024-03-04 15:42:48
13203,6769,2024-02,132,2024-02-21 05:05:00
13204,916,2024-02,166,2024-02-01 11:49:15
13205,7987,2024-02,237,2024-02-03 14:59:09
13206,2174,2024-03,237,2024-03-29 19:22:01
13207,3032,2024-03,141,2024-03-02 17:03:28
13208,1279,2024-03,238,2024-03-25 08:36:22
13209,6595,2024-01,238,2024-01-06 10:31:40
13210,5857,2024-03,238,2024-03-14 11:59:51
13211,629,2024-01,211,2024-01-01 21:23:50
13212,845,2024-01,138,2024-01-24 09:51:10
13213,4873,2024-02,170,2024-02-23 11:51:03
13214,6928,2024-03,138,2024-03-25 22:40:18
13215,879,2024-02,13,2024-02-20 06:30:10
13216,1769,2024-02,114,2024-02-04 16:15:36
13217,4363,2024-01,161,2024-01-18 21:35:04
13218,869,2024-02,237,2024-02-08 21:09:11
13219,2437,2024-02,158,2024-02-18 02:21:28
13220,81,2024-02,49,2024-02-12 22:29:00
13221,3993,2024-03,100,2024-03-16 16:06:45
13222,5721,2024-01,107,2024-01-01 05:57:47
13223,3296,2024-03,137,2024-03-22 11:07:32
13224,2053,2024-01,113,2024-01-17 07:37:16
13225,3395,2024-01,141,2024-01-14 07:48:40
13226,4076,2024-03,107,2024-03-17 01:10:05
13227,1326,2024-01,100,2024-01-01 07:37:16
13228,893,2024-01,238,2024-01-30 11:23:21
13229,1455,2024-01,161,2024-01-25 22:31:04
13230,7882,2024-03,48,2024-03-03 05:19:57
13231,5783,2024-03,239,2024-03-04 09:01:13
13232,1003,2024-02,50,2024-02-24 17:05:39
13233,2411,2024-02,140,2024-02-05 17:08:29
13234,3295,2024-02,238,2024-02-07 13:47:43
13235,1450,2024-02,163,2024-02-05 21:07:10
13236,6813,2024-02,237,2024-02-06 18:27:42
13237,7524,2024-03,186,2024-03-11 14:34:49
13238,1959,2024-01,170,2024-01-17 20:06:00
13239,133,2024-03,236,2024-03-13 17:07:06
13240,2136,2024-02,231,2024-02-22 13:17:19
13241,4660,2024-01,237,2024-01-01 16:28:07
13242,6468,2024-02,138,2024-02-16 13:39:10
13243,2717,2024-02,232,2024-02-22 14:18:22
13244,2187,2024-03,162,2024-03-12 11:05:35
13245,1991,2024-03,263,2024-03-08 07:15:16
13246,23,2024-02,236,2024-02-02 10:59:47
13247,113,2024-03,48,2024-03-01 01:44:43
13248,3423,2024-01,239,2024-01-25 15:37:05
13249,4940,2024-02,142,2024-02-23 19:33:54
13250,101,2024-01,229,2024-01-17 23:34:29
13251,1603,2024-01,249,2024-01-09 23:28:13
13252,7278,2024-01,236,2024-01-25 18:42:24
13253,7920,2024-03,239,2024-03-20 18:58:44
13254,5134,2024-01,41,2024-01-07 14:20:19
13255,4173,2024-03,161,2024-03-29 23:56:21
13256,4664,2024-03,107,2024-03-06 16:26:53
13257,2964,2024-01,43,2024-01-24 19:38:49
13258,1613,2024-01,141,2024-01-16 16:46:27
13259,3008,2024-01,143,2024-01-12 12:11:17
13260,5599,2024-01,236,2024-01-04 21:23:24
13261,5301,2024-01,162,2024-01-15 19:33:31
13262,5418,2024-03,79,2024-03-15 21:50:09
13263,4870,2024-01,186,2024-01-30 19:53:31
13264,484,2024-01,48,2024-01-28 02:12:19
13265,5012,2024-02,161,2024-02-05 14:19:31
13266,7046,2024-02,230,2024-02-07 17:50:20
13267,5191,2024-03,161,2024-03-04 17:57:50
13268,4635,2024-01,68,2024-01-12 23:15:17
13269,1792,2024-01,164,2024-01-11 23:19:45
13270,6339,2024-01,68,2024-01-25 12:31:04
13271,3613,2024-01,238,2024-01-29 12:14:58
13272,2104,2024-03,151,2024-03-11 17:09:39
13273,3919,2024-03,138,2024-03-04 15:33:52
13274,977,2024-01,230,2024-01-03 21:59:56
13275,7411,2024-02,141,2024-02-17 14:21:24
13276,5619,2024-02,142,2024-02-10 16:28:32
13277,2613,2024-03,238,2024-03-12 17:06:44
13278,6351,2024-02,138,2024-02-12 11:05:06
13279,434,2024-01,138,2024-01-03 10:53:24
13280,3088,2024-02,87,2024-02-04 18:08:28
13281,5211,2024-03,151,2024-03-23 17:10:22
13282,190,2024-03,239,2024-03-15 14:54:52
13283,5670,2024-01,238,2024-01-20 10:19:33
13284,6546,2024-03,186,2024-03-11 03:14:58
13285,4753,2024-03,158,2024-03-27 23:26:29
13286,1649,2024-03,229,2024-03-16 19:05:40
13287,5992,2024-02,88,2024-02-02 01:59:36
13288,2712,2024-01,162,2024-01-30 20:50:40
13289,5887,2024-02,170,2024-02-28 12:57:01
13290,5026,2024-02,107,2024-02-20 14:33:50
13291,748,2024-03,238,2024-03-27 10:57:03
13292,800,2024-03,144,2024-03-06 19:28:01
13293,122,2024-02,161,2024-02-15 23:41:12
13294,576,2024-03,100,2024-03-12 01:15:33
13295,2397,2024-01,186,2024-01-15 13:48:00
13296,206,2024-01,75,2024-01-25 17:42:23
13297,7507,2024-03,161,2024-03-25 16:54:29
13298,7333,2024-02,137,2024-02-07 08:32:36
13299,1381,2024-02,68,2024-02-25 00:53:17
13300,2491,2024-03,48,2024-03-15 18:23:35
13301,5937,2024-01,239,2024-01-13 18:20:58
13302,5285,2024-01,170,2024-01-02 12:45:38
13303,4653,2024-01,87,2024-01-22 16:11:51
13304,7913,2024-01,230,2024-01-12 08:03:29
13305,5038,2024-01,234,2024-01-30 14:33:11
13306,5355,2024-03,79,2024-03-06 21:55:17
13307,4017,2024-01,262,2024-01-23 15:19:24
13308,4201,2024-03,162,2024-03-07 07:51:32
13309,2328,2024-01,161,2024-01-15 17:02:35
13310,4167,2024-03,48,2024-03-05 10:46:03
13311,7345,2024-03,68,2024-03-23 17:44:44
13312,3015,2024-02,68,2024-02-07 23:09:55
13313,1066,2024-02,148,2024-02-10 02:31:01
13314,4798,2024-03,90,2024-03-25 15:54:20
13315,6281,2024-02,162,2024-02-05 14:39:06
13316,7670,2024-01,237,2024-01-28 07:00:29
13317,4337,2024-03,151,2024-03-16 18:37:23
13318,6304,2024-03,233,2024-03-22 06:47:00
13319,2004,2024-03,236,2024-03-12 07:46:09
13320,3394,2024-03,50,2024-03-16 07:30:37
13321,3352,2024-02,132,2024-02-12 17:13:00
13322,2660,2024-01,263,2024-01-24 10:14:55
13323,5729,2024-02,79,2024-02-26 16:28:39
13324,7068,2024-02,74,2024-02-07 15:05:51
13325,2613,2024-02,4,2024-02-03 00:13:49
13326,1087,2024-01,143,2024-01-06 09:21:38
13327,6603,2024-01,236,2024-01-22 15:25:59
13328,6796,2024-01,107,2024-01-15 21:44:37
13329,7479,2024-03,234,2024-03-02 17:02:49
13330,2041,2024-02,163,2024-02-14 13:26:42
13331,5752,2024-03,162,2024-03-10 12:11:01
13332,5725,2024-01,75,2024-01-22 16:55:33
13333,6320,2024-03,230,2024-03-18 23:29:22
13334,6449,2024-02,132,2024-02-20 17:38:46
13335,7620,2024-03,249,2024-03-09 14:59:22
13336,3816,2024-01,90,2024-01-23 00:41:46
13337,608,2024-02,48,2024-02-14 20:51:53
13338,1539,2024-01,138,2024-01-18 16:04:31
13339,7093,2024-01,264,2024-01-29 09:09:12
13340,6758,2024-03,158,2024-03-15 21:19:04
13341,89,2024-02,163,2024-02-14 15:54:40
13342,2940,2024-01,138,2024-01-29 17:28:45
13343,1962,2024-03,79,2024-03-12 23:34:52
13344,2566,2024-02,236,2024-02-02 17:28:04
13345,5110,2024-03,48,2024-03-06 16:42:10
13346,4080,2024-02,4,2024-02-19 23:43:30
13347,3847,2024-02,166,2024-02-15 16:45:48
13348,3481,2024-03,263,2024-03-13 19:23:10
13349,5133,2024-03,230,2024-03-01 07:38:25
13350,5464,2024-02,143,2024-02-12 09:57:33
13351,348,2024-02,68,2024-02-22 01:13:48
13352,1098,2024-02,170,2024-02-02 15:21:39
13353,2730,2024-01,263,2024-01-21 20:25:15
13354,3486,2024-01,236,2024-01-14 13:42:01
13355,7969,2024-03,68,2024-03-11 11:37:01
13356,7133,2024-03,163,2024-03-10 17:41:22
13357,5190,2024-02,249,2024-02-22 21:14:18
13358,289,2024-01,249,2024-01-20 23:41:37
13359,806,2024-03,238,2024-03-03 12:02:34
13360,3659,2024-01,164,2024-01-31 17:14:32
13361,4696,2024-01,233,2024-01-14 20:30:23
13362,5284,2024-01,186,2024-01-04 19:16:24
13363,1136,2024-01,132,2024-01-10 20:05:23
13364,7101,2024-03,138,2024-03-25 22:35:35
13365,3946,2024-02,138,2024-02-04 11:29:27
13366,4750,2024-02,142,2024-02-14 18:36:42
13367,315,2024-01,162,2024-01-23 10:04:13
13368,6596,2024-02,236,2024-02-02 11:01:21
13369,4344,2024-03,262,2024-03-29 22:13:40
13370,1782,2024-02,151,2024-02-12 17:38:44
13371,2551,2024-02,138,2024-02-27 19:17:44
13372,2823,2024-03,162,2024-03-19 13:29:33
13373,217,2024-02,164,2024-02-25 18:04:13
13374,7537,2024-03,163,2024-03-09 01:36:46
13375,6424,2024-02,161,2024-02-24 18:26:38
13376,7087,2024-03,151,2024-03-31 12:28:01
13377,2829,2024-03,238,2024-03-22 11:58:39
13378,4464,2024-03,90,2024-03-16 21:18:49
13379,3666,2024-01,239,2024-01-21 16:56:27
13380,3804,2024-03,141,2024-03-06 17:26:34
13381,4711,2024-02,107,2024-02-10 20:10:53
13382,3609,2024-01,231,2024-01-29 17:23:53
13383,6186,2024-03,87,2024-03-03 13:04:19
13384,471,2024-01,164,2024-01-17 22:46:43
13385,1541,2024-03,161,2024-03-09 16:24:23
13386,7139,2024-03,148,2024-03-31 04:44:48
13387,7058,2024-01,162,2024-01-13 12:38:22
13388,6545,2024-02,234,2024-02-06 20:37:40
13389,2950,2024-02,79,2024-02-14 16:03:20
13390,3650,2024-03,236,2024-03-20 08:27:42
13391,203,2024-03,236,2024-03-27 15:15:38
13392,2236,2024-01,142,2024-01-23 17:25:40
13393,5811,2024-03,161,2024-03-29 12:03:53
13394,2744,2024-01,239,2024-01-28 10:08:39
13395,3842,2024-01,238,2024-01-23 17:20:38
13396,986,2024-02,143,2024-02-24 01:26:21
13397,3971,2024-03,107,2024-03-05 22:07:18
13398,5774,2024-02,132,2024-02-17 10:36:02
13399,4577,2024-01,223,2024-01-02 16:57:08
13400,4453,2024-03,48,2024-03-21 10:38:30
13401,7316,2024-03,144,2024-03-21 00:04:17
13402,1873,2024-01,211,2024-01-03 18:49:02
13403,2396,2024-01,148,2024-01-30 19:55:24
13404,4984,2024-03,186,2024-03-22 14:53:35
13405,3842,2024-03,79,2024-03-17 19:18:21
13406,7833,2024-03,236,2024-03-04 12:52:00
13407,478,2024-03,177,2024-03-12 06:35:16
13408,980,2024-03,90,2024-03-01 13:15:17
13409,2736,2024-02,163,2024-02-01 16:48:16
13410,3668,2024-02,263,2024-02-15 16:27:38
13411,7123,2024-03,48,2024-03-30 22:52:16
13412,3953,2024-02,68,2024-02-08 09:39:14
13413,3497,2024-02,42,2024-02-25 14:36:37
13414,1335,2024-03,162,2024-03-22 20:08:23
13415,3474,2024-02,141,2024-02-02 17:53:58
13416,4253,2024-03,239,2024-03-28 18:24:35
13417,4670,2024-01,68,2024-01-19 07:39:09
13418,4848,2024-02,142,2024-02-21 11:06:30
13419,3437,2024-01,236,2024-01-04 12:32:36
13420,1259,2024-03,230,2024-03-23 15:19:37
13421,1222,2024-01,162,2024-01-17 18:20:00
13422,1238,2024-03,239,2024-03-07 18:02:38
13423,4949,2024-03,141,2024-03-26 14:35:36
13424,6850,2024-01,237,2024-01-14 12:04:16
13425,7065,2024-01,68,2024-01-04 14:45:32
13426,2491,2024-02,79,2024-02-25 12:07:25
13427,637,2024-02,65,2024-02-10 17:42:43
13428,5043,2024-03,87,2024-03-08 17:42:39
13429,307,2024-03,163,2024-03-28 15:00:41
13430,5014,2024-01,162,2024-01-08 20:27:10
13431,3065,2024-01,43,2024-01-04 15:55:01
13432,6713,2024-02,13,2024-02-22 18:26:34
13433,5003,2024-01,86,2024-01-17 08:35:04
13434,5919,2024-02,238,2024-02-17 15:47:22
