entry_id,business_unit_id,facility_id,reporting_date,scope,transaction_type,emission_source,quantity_tco2e,method,preliminary_estimate_tco2e,original_entry_id,restatement_reason,source_document_id,entry_created_by,approval_status,data_quality_tier
ENT001198,BU-02,FAC-002,2024-11-30,Scope 2,verified_emission,Purchased Cooling,10.81,location_based,9.31,,,DOC-302717,H. Tanaka,approved,Tier 2 - calculated
ENT001199,BU-02,FAC-002,2024-11-30,Scope 2,verified_emission,Purchased Cooling,8.64,market_based,9.64,,,DOC-613434,N. Petrova,approved,Tier 3 - estimated
ENT001200,BU-02,FAC-002,2024-12-31,Scope 1,verified_emission,Stationary Combustion - Boilers,64.71,,62.8,,,DOC-462828,C. Osei,approved,Tier 3 - estimated
ENT001201,BU-02,FAC-002,2024-12-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,22.41,,20.99,,,DOC-883022,D. Silveira,approved,Tier 2 - calculated
ENT001202,BU-02,FAC-002,2024-12-31,Scope 1,emission_restatement,Mobile Combustion - Fleet Vehicles,29.2,,,ENT001201,Data entry correction,DOC-125037,S. Okoye,approved,Tier 1 - metered
ENT001203,BU-02,FAC-002,2024-12-31,Scope 1,verified_emission,Process Emissions,22.8,,23.66,,,DOC-688481,L. Fontaine,pending_review,Tier 1 - metered
ENT001204,BU-02,FAC-002,2024-12-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,15.82,,13.6,,,DOC-205304,D. Silveira,approved,Tier 1 - metered
ENT001205,BU-02,FAC-002,2024-12-31,Scope 2,verified_emission,Purchased Electricity,64.95,location_based,64.79,,,DOC-198151,M. Bergstrom,pending_review,Tier 2 - calculated
ENT001206,BU-02,FAC-002,2024-12-31,Scope 2,verified_emission,Purchased Electricity,51.91,market_based,45.16,,,DOC-145965,T. Nakamura,approved,Tier 2 - calculated
ENT001207,BU-02,FAC-002,2024-12-31,Scope 2,verified_emission,Purchased Steam,1.81,location_based,2.07,,,DOC-753328,L. Fontaine,approved,Tier 1 - metered
ENT001208,BU-02,FAC-002,2024-12-31,Scope 2,verified_emission,Purchased Steam,1.45,market_based,1.51,,,DOC-444189,S. Okoye,approved,Tier 2 - calculated
ENT001209,BU-02,FAC-002,2024-12-31,Scope 2,verified_emission,Purchased Cooling,13.12,location_based,14.48,,,DOC-342991,C. Osei,approved,Tier 2 - calculated
ENT001210,BU-02,FAC-002,2024-12-31,Scope 2,verified_emission,Purchased Cooling,10.49,market_based,12.0,,,DOC-102171,T. Nakamura,approved,Tier 2 - calculated
ENT001211,BU-02,FAC-002,2024-12-07,Scope 2,purchased_offset,Carbon Capture Offset,-96.87,,-89.93,,,DOC-956844,D. Silveira,approved,Tier 2 - calculated
ENT001212,BU-02,FAC-002,2024-12-12,Scope 2,renewable_energy_certificate,REC - Solar,-45.71,,-50.69,,,DOC-517582,R. Alvarez,approved,Tier 2 - calculated
ENT001213,BU-02,FAC-009,2024-01-31,Scope 1,verified_emission,Stationary Combustion - Boilers,59.84,,63.2,,,DOC-150346,S. Okoye,approved,Tier 3 - estimated
ENT001214,BU-02,FAC-009,2024-01-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,32.93,,33.27,,,DOC-159681,R. Alvarez,approved,Tier 1 - metered
ENT001215,BU-02,FAC-009,2024-01-31,Scope 1,verified_emission,Process Emissions,20.67,,19.2,,,DOC-358746,P. Iyer,approved,Tier 3 - estimated
ENT001216,BU-02,FAC-009,2024-01-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,13.22,,11.96,,,DOC-322218,S. Okoye,approved,Tier 3 - estimated
ENT001217,BU-02,FAC-009,2024-01-31,Scope 2,verified_emission,Purchased Electricity,79.2,location_based,82.53,,,DOC-270375,M. Bergstrom,approved,Tier 3 - estimated
ENT001218,BU-02,FAC-009,2024-01-31,Scope 2,verified_emission,Purchased Electricity,97.25,market_based,92.18,,,DOC-685145,N. Petrova,pending_review,Tier 3 - estimated
ENT001219,BU-02,FAC-009,2024-01-31,Scope 2,verified_emission,Purchased Steam,24.36,location_based,25.97,,,DOC-759883,S. Okoye,approved,Tier 3 - estimated
ENT001220,BU-02,FAC-009,2024-01-31,Scope 2,verified_emission,Purchased Steam,29.91,market_based,26.29,,,DOC-354728,D. Silveira,approved,Tier 2 - calculated
ENT001221,BU-02,FAC-009,2024-01-31,Scope 2,verified_emission,Purchased Cooling,10.19,location_based,11.51,,,DOC-138826,S. Okoye,approved,Tier 1 - metered
ENT001222,BU-02,FAC-009,2024-01-31,Scope 2,verified_emission,Purchased Cooling,12.51,market_based,12.77,,,DOC-605661,P. Iyer,pending_review,Tier 3 - estimated
ENT001223,BU-02,FAC-009,2024-02-29,Scope 1,verified_emission,Stationary Combustion - Boilers,39.25,,38.78,,,DOC-687141,H. Tanaka,approved,Tier 1 - metered
ENT001224,BU-02,FAC-009,2024-02-29,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,39.99,,38.7,,,DOC-728691,N. Petrova,approved,Tier 3 - estimated
ENT001225,BU-02,FAC-009,2024-02-29,Scope 1,verified_emission,Process Emissions,28.12,,26.93,,,DOC-482989,H. Tanaka,approved,Tier 3 - estimated
ENT001226,BU-02,FAC-009,2024-02-29,Scope 1,emission_restatement,Process Emissions,40.27,,,ENT001225,Third-party assurance adjustment,DOC-448872,C. Osei,approved,Tier 1 - metered
ENT001227,BU-02,FAC-009,2024-02-29,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,7.96,,8.5,,,DOC-119627,E. Haddad,approved,Tier 1 - metered
ENT001228,BU-02,FAC-009,2024-02-29,Scope 2,verified_emission,Purchased Electricity,34.83,location_based,38.38,,,DOC-294169,S. Okoye,pending_review,Tier 1 - metered
ENT001229,BU-02,FAC-009,2024-02-29,Scope 2,verified_emission,Purchased Electricity,42.77,market_based,36.92,,,DOC-196022,J. Whitfield,approved,Tier 3 - estimated
ENT001230,BU-02,FAC-009,2024-02-29,Scope 2,verified_emission,Purchased Steam,16.79,location_based,16.59,,,DOC-968131,H. Tanaka,approved,Tier 2 - calculated
ENT001231,BU-02,FAC-009,2024-02-29,Scope 2,verified_emission,Purchased Steam,20.62,market_based,20.98,,,DOC-542976,S. Okoye,approved,Tier 1 - metered
ENT001232,BU-02,FAC-009,2024-02-29,Scope 2,verified_emission,Purchased Cooling,5.79,location_based,5.61,,,DOC-171189,P. Iyer,pending_review,Tier 1 - metered
ENT001233,BU-02,FAC-009,2024-02-29,Scope 2,verified_emission,Purchased Cooling,7.11,market_based,6.11,,,DOC-540789,N. Petrova,approved,Tier 2 - calculated
ENT001234,BU-02,FAC-009,2024-03-31,Scope 1,verified_emission,Stationary Combustion - Boilers,78.98,,73.0,,,DOC-348462,S. Okoye,approved,Tier 2 - calculated
ENT001235,BU-02,FAC-009,2024-03-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,23.47,,23.02,,,DOC-464856,J. Whitfield,pending_review,Tier 1 - metered
ENT001236,BU-02,FAC-009,2024-03-31,Scope 1,verified_emission,Process Emissions,27.61,,27.69,,,DOC-687537,T. Nakamura,pending_review,Tier 2 - calculated
ENT001237,BU-02,FAC-009,2024-03-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,22.26,,21.82,,,DOC-514906,V. Lindqvist,pending_review,Tier 2 - calculated
ENT001238,BU-02,FAC-009,2024-03-31,Scope 2,verified_emission,Purchased Electricity,38.48,location_based,36.77,,,DOC-186805,T. Nakamura,approved,Tier 2 - calculated
ENT001239,BU-02,FAC-009,2024-03-31,Scope 2,verified_emission,Purchased Electricity,47.25,market_based,52.04,,,DOC-546486,D. Silveira,pending_review,Tier 2 - calculated
ENT001240,BU-02,FAC-009,2024-03-31,Scope 2,verified_emission,Purchased Steam,9.69,location_based,8.34,,,DOC-250725,N. Petrova,approved,Tier 1 - metered
ENT001241,BU-02,FAC-009,2024-03-31,Scope 2,verified_emission,Purchased Steam,11.9,market_based,13.46,,,DOC-668325,H. Tanaka,approved,Tier 2 - calculated
ENT001242,BU-02,FAC-009,2024-03-31,Scope 2,verified_emission,Purchased Cooling,9.82,location_based,10.8,,,DOC-265641,M. Bergstrom,approved,Tier 2 - calculated
ENT001243,BU-02,FAC-009,2024-03-31,Scope 2,verified_emission,Purchased Cooling,12.06,market_based,13.55,,,DOC-622335,V. Lindqvist,pending_review,Tier 2 - calculated
ENT001244,BU-02,FAC-009,2024-03-14,Scope 2,purchased_offset,Forestry Offset Program,-110.86,,-123.66,,,DOC-224562,K. Novak,approved,Tier 2 - calculated
ENT001245,BU-02,FAC-009,2024-03-15,Scope 2,renewable_energy_certificate,REC - Hydro,-24.67,,-21.52,,,DOC-241158,C. Osei,approved,Tier 2 - calculated
ENT001246,BU-02,FAC-009,2024-04-30,Scope 1,verified_emission,Stationary Combustion - Boilers,62.14,,61.42,,,DOC-133601,T. Nakamura,approved,Tier 2 - calculated
ENT001247,BU-02,FAC-009,2024-04-30,Scope 1,emission_restatement,Stationary Combustion - Boilers,81.33,,,ENT001246,Third-party assurance adjustment,DOC-454658,E. Haddad,approved,Tier 1 - metered
ENT001248,BU-02,FAC-009,2024-04-30,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,39.91,,42.9,,,DOC-480061,R. Alvarez,approved,Tier 3 - estimated
ENT001249,BU-02,FAC-009,2024-04-30,Scope 1,verified_emission,Process Emissions,26.53,,23.24,,,DOC-997358,C. Osei,approved,Tier 2 - calculated
ENT001250,BU-02,FAC-009,2024-04-30,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,6.71,,6.38,,,DOC-434461,V. Lindqvist,approved,Tier 3 - estimated
ENT001251,BU-02,FAC-009,2024-04-30,Scope 2,verified_emission,Purchased Electricity,60.33,location_based,69.22,,,DOC-678783,T. Nakamura,approved,Tier 3 - estimated
ENT001252,BU-02,FAC-009,2024-04-30,Scope 2,verified_emission,Purchased Electricity,74.08,market_based,77.29,,,DOC-787869,P. Iyer,approved,Tier 3 - estimated
ENT001253,BU-02,FAC-009,2024-04-30,Scope 2,verified_emission,Purchased Steam,30.3,location_based,30.3,,,DOC-859480,A. Kowalski,approved,Tier 1 - metered
ENT001254,BU-02,FAC-009,2024-04-30,Scope 2,verified_emission,Purchased Steam,37.21,market_based,32.62,,,DOC-169178,E. Haddad,approved,Tier 3 - estimated
ENT001255,BU-02,FAC-009,2024-04-30,Scope 2,verified_emission,Purchased Cooling,18.38,location_based,19.53,,,DOC-872066,S. Okoye,approved,Tier 3 - estimated
ENT001256,BU-02,FAC-009,2024-04-30,Scope 2,verified_emission,Purchased Cooling,22.57,market_based,20.22,,,DOC-225037,E. Haddad,approved,Tier 2 - calculated
ENT001257,BU-02,FAC-009,2024-05-31,Scope 1,verified_emission,Stationary Combustion - Boilers,61.41,,65.21,,,DOC-892636,A. Kowalski,approved,Tier 2 - calculated
ENT001258,BU-02,FAC-009,2024-05-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,34.33,,38.09,,,DOC-350267,T. Nakamura,approved,Tier 2 - calculated
ENT001259,BU-02,FAC-009,2024-05-31,Scope 1,verified_emission,Process Emissions,14.19,,14.53,,,DOC-335283,J. Whitfield,approved,Tier 1 - metered
ENT001260,BU-02,FAC-009,2024-05-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,8.16,,8.18,,,DOC-518729,A. Kowalski,pending_review,Tier 3 - estimated
ENT001261,BU-02,FAC-009,2024-05-31,Scope 2,verified_emission,Purchased Electricity,67.69,location_based,64.38,,,DOC-514051,S. Okoye,approved,Tier 3 - estimated
ENT001262,BU-02,FAC-009,2024-05-31,Scope 2,verified_emission,Purchased Electricity,83.12,market_based,93.23,,,DOC-183680,V. Lindqvist,approved,Tier 2 - calculated
ENT001263,BU-02,FAC-009,2024-05-31,Scope 2,verified_emission,Purchased Steam,18.16,location_based,18.91,,,DOC-970269,H. Tanaka,approved,Tier 3 - estimated
ENT001264,BU-02,FAC-009,2024-05-31,Scope 2,verified_emission,Purchased Steam,22.3,market_based,23.56,,,DOC-920570,N. Petrova,approved,Tier 3 - estimated
ENT001265,BU-02,FAC-009,2024-05-31,Scope 2,verified_emission,Purchased Cooling,9.44,location_based,9.25,,,DOC-803506,P. Iyer,pending_review,Tier 2 - calculated
ENT001266,BU-02,FAC-009,2024-05-31,Scope 2,verified_emission,Purchased Cooling,11.59,market_based,13.13,,,DOC-192379,A. Kowalski,pending_review,Tier 2 - calculated
ENT001267,BU-02,FAC-009,2024-06-30,Scope 1,verified_emission,Stationary Combustion - Boilers,55.04,,57.34,,,DOC-927958,A. Kowalski,approved,Tier 1 - metered
ENT001268,BU-02,FAC-009,2024-06-30,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,49.11,,48.12,,,DOC-311185,M. Bergstrom,approved,Tier 2 - calculated
ENT001269,BU-02,FAC-009,2024-06-30,Scope 1,verified_emission,Process Emissions,23.9,,20.69,,,DOC-380849,H. Tanaka,approved,Tier 3 - estimated
ENT001270,BU-02,FAC-009,2024-06-30,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,15.81,,14.84,,,DOC-705148,V. Lindqvist,approved,Tier 1 - metered
ENT001271,BU-02,FAC-009,2024-06-30,Scope 2,verified_emission,Purchased Electricity,44.6,location_based,49.58,,,DOC-428701,K. Novak,approved,Tier 3 - estimated
ENT001272,BU-02,FAC-009,2024-06-30,Scope 2,verified_emission,Purchased Electricity,54.76,market_based,60.96,,,DOC-567643,P. Iyer,approved,Tier 1 - metered
ENT001273,BU-02,FAC-009,2024-06-30,Scope 2,verified_emission,Purchased Steam,27.15,location_based,24.72,,,DOC-476991,S. Okoye,approved,Tier 2 - calculated
ENT001274,BU-02,FAC-009,2024-06-30,Scope 2,verified_emission,Purchased Steam,33.34,market_based,29.67,,,DOC-439452,K. Novak,approved,Tier 3 - estimated
ENT001275,BU-02,FAC-009,2024-06-30,Scope 2,verified_emission,Purchased Cooling,9.05,location_based,8.11,,,DOC-119316,D. Silveira,approved,Tier 3 - estimated
ENT001276,BU-02,FAC-009,2024-06-30,Scope 2,verified_emission,Purchased Cooling,11.11,market_based,10.14,,,DOC-196042,R. Alvarez,approved,Tier 2 - calculated
ENT001277,BU-02,FAC-009,2024-07-31,Scope 1,verified_emission,Stationary Combustion - Boilers,97.92,,111.5,,,DOC-275213,T. Nakamura,approved,Tier 2 - calculated
ENT001278,BU-02,FAC-009,2024-07-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,37.41,,40.31,,,DOC-684186,A. Kowalski,approved,Tier 2 - calculated
ENT001279,BU-02,FAC-009,2024-07-31,Scope 1,verified_emission,Process Emissions,26.97,,26.56,,,DOC-952107,P. Iyer,approved,Tier 1 - metered
ENT001280,BU-02,FAC-009,2024-07-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,7.08,,7.14,,,DOC-890225,E. Haddad,approved,Tier 2 - calculated
ENT001281,BU-02,FAC-009,2024-07-31,Scope 2,verified_emission,Purchased Electricity,55.77,location_based,49.32,,,DOC-804571,M. Bergstrom,approved,Tier 1 - metered
ENT001282,BU-02,FAC-009,2024-07-31,Scope 2,verified_emission,Purchased Electricity,68.48,market_based,66.65,,,DOC-520035,D. Silveira,approved,Tier 1 - metered
ENT001283,BU-02,FAC-009,2024-07-31,Scope 2,verified_emission,Purchased Steam,24.29,location_based,25.01,,,DOC-198180,K. Novak,approved,Tier 1 - metered
ENT001284,BU-02,FAC-009,2024-07-31,Scope 2,verified_emission,Purchased Steam,29.83,market_based,33.0,,,DOC-556215,M. Bergstrom,approved,Tier 3 - estimated
ENT001285,BU-02,FAC-009,2024-07-31,Scope 2,verified_emission,Purchased Cooling,12.25,location_based,13.49,,,DOC-545405,C. Osei,pending_review,Tier 3 - estimated
ENT001286,BU-02,FAC-009,2024-07-31,Scope 2,verified_emission,Purchased Cooling,15.04,market_based,15.9,,,DOC-303048,A. Kowalski,approved,Tier 1 - metered
ENT001287,BU-02,FAC-009,2024-08-31,Scope 1,verified_emission,Stationary Combustion - Boilers,71.34,,66.96,,,DOC-715340,R. Alvarez,approved,Tier 3 - estimated
ENT001288,BU-02,FAC-009,2024-08-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,29.41,,31.59,,,DOC-541747,N. Petrova,approved,Tier 1 - metered
ENT001289,BU-02,FAC-009,2024-08-31,Scope 1,verified_emission,Process Emissions,33.82,,31.03,,,DOC-751419,S. Okoye,approved,Tier 1 - metered
ENT001290,BU-02,FAC-009,2024-08-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,6.6,,7.3,,,DOC-743610,L. Fontaine,approved,Tier 3 - estimated
ENT001291,BU-02,FAC-009,2024-08-31,Scope 2,verified_emission,Purchased Electricity,28.57,location_based,27.73,,,DOC-762381,R. Alvarez,approved,Tier 3 - estimated
ENT001292,BU-02,FAC-009,2024-08-31,Scope 2,verified_emission,Purchased Electricity,35.08,market_based,31.03,,,DOC-992592,R. Alvarez,approved,Tier 3 - estimated
ENT001293,BU-02,FAC-009,2024-08-31,Scope 2,verified_emission,Purchased Steam,24.4,location_based,22.55,,,DOC-811282,J. Whitfield,approved,Tier 3 - estimated
ENT001294,BU-02,FAC-009,2024-08-31,Scope 2,verified_emission,Purchased Steam,29.96,market_based,33.27,,,DOC-781634,N. Petrova,approved,Tier 1 - metered
ENT001295,BU-02,FAC-009,2024-08-31,Scope 2,verified_emission,Purchased Cooling,8.99,location_based,8.33,,,DOC-976611,R. Alvarez,approved,Tier 2 - calculated
ENT001296,BU-02,FAC-009,2024-08-31,Scope 2,verified_emission,Purchased Cooling,11.04,market_based,10.25,,,DOC-118488,K. Novak,approved,Tier 1 - metered
ENT001297,BU-02,FAC-009,2024-09-30,Scope 1,verified_emission,Stationary Combustion - Boilers,74.31,,82.07,,,DOC-864237,T. Nakamura,approved,Tier 2 - calculated
ENT001298,BU-02,FAC-009,2024-09-30,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,18.8,,19.29,,,DOC-497778,E. Haddad,pending_review,Tier 1 - metered
ENT001299,BU-02,FAC-009,2024-09-30,Scope 1,verified_emission,Process Emissions,25.27,,27.34,,,DOC-394289,S. Okoye,approved,Tier 3 - estimated
ENT001300,BU-02,FAC-009,2024-09-30,Scope 1,emission_restatement,Process Emissions,36.57,,,ENT001299,Data entry correction,DOC-899949,D. Silveira,approved,Tier 1 - metered
ENT001301,BU-02,FAC-009,2024-09-30,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,10.83,,9.79,,,DOC-285517,N. Petrova,approved,Tier 1 - metered
ENT001302,BU-02,FAC-009,2024-09-30,Scope 2,verified_emission,Purchased Electricity,86.06,location_based,89.96,,,DOC-780796,M. Bergstrom,approved,Tier 1 - metered
ENT001303,BU-02,FAC-009,2024-09-30,Scope 2,verified_emission,Purchased Electricity,105.67,market_based,104.04,,,DOC-421250,R. Alvarez,pending_review,Tier 1 - metered
ENT001304,BU-02,FAC-009,2024-09-30,Scope 2,verified_emission,Purchased Steam,28.61,location_based,32.9,,,DOC-270097,P. Iyer,approved,Tier 1 - metered
ENT001305,BU-02,FAC-009,2024-09-30,Scope 2,verified_emission,Purchased Steam,35.13,market_based,30.74,,,DOC-362239,P. Iyer,approved,Tier 3 - estimated
ENT001306,BU-02,FAC-009,2024-09-30,Scope 2,verified_emission,Purchased Cooling,5.98,location_based,5.17,,,DOC-551186,J. Whitfield,approved,Tier 1 - metered
ENT001307,BU-02,FAC-009,2024-09-30,Scope 2,verified_emission,Purchased Cooling,7.34,market_based,7.53,,,DOC-131060,A. Kowalski,pending_review,Tier 3 - estimated
ENT001308,BU-02,FAC-009,2024-10-31,Scope 1,verified_emission,Stationary Combustion - Boilers,38.07,,42.9,,,DOC-903074,E. Haddad,approved,Tier 3 - estimated
ENT001309,BU-02,FAC-009,2024-10-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,26.05,,26.52,,,DOC-332951,R. Alvarez,approved,Tier 3 - estimated
ENT001310,BU-02,FAC-009,2024-10-31,Scope 1,verified_emission,Process Emissions,38.37,,42.28,,,DOC-351979,V. Lindqvist,approved,Tier 3 - estimated
ENT001311,BU-02,FAC-009,2024-10-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,5.0,,4.47,,,DOC-243934,D. Silveira,pending_review,Tier 2 - calculated
ENT001312,BU-02,FAC-009,2024-10-31,Scope 2,verified_emission,Purchased Electricity,72.52,location_based,64.21,,,DOC-306758,A. Kowalski,pending_review,Tier 2 - calculated
ENT001313,BU-02,FAC-009,2024-10-31,Scope 2,verified_emission,Purchased Electricity,89.05,market_based,91.06,,,DOC-494360,N. Petrova,approved,Tier 2 - calculated
ENT001314,BU-02,FAC-009,2024-10-31,Scope 2,verified_emission,Purchased Steam,18.55,location_based,19.66,,,DOC-654919,R. Alvarez,approved,Tier 3 - estimated
ENT001315,BU-02,FAC-009,2024-10-31,Scope 2,verified_emission,Purchased Steam,22.78,market_based,22.32,,,DOC-680666,M. Bergstrom,approved,Tier 1 - metered
ENT001316,BU-02,FAC-009,2024-10-31,Scope 2,verified_emission,Purchased Cooling,10.29,location_based,11.74,,,DOC-499212,R. Alvarez,pending_review,Tier 2 - calculated
ENT001317,BU-02,FAC-009,2024-10-31,Scope 2,verified_emission,Purchased Cooling,12.64,market_based,13.59,,,DOC-838661,M. Bergstrom,approved,Tier 2 - calculated
ENT001318,BU-02,FAC-009,2024-11-30,Scope 1,verified_emission,Stationary Combustion - Boilers,68.28,,58.11,,,DOC-531116,R. Alvarez,pending_review,Tier 3 - estimated
ENT001319,BU-02,FAC-009,2024-11-30,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,34.51,,36.51,,,DOC-877462,J. Whitfield,approved,Tier 1 - metered
ENT001320,BU-02,FAC-009,2024-11-30,Scope 1,verified_emission,Process Emissions,10.21,,9.43,,,DOC-823013,V. Lindqvist,approved,Tier 2 - calculated
ENT001321,BU-02,FAC-009,2024-11-30,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,10.99,,9.72,,,DOC-184011,H. Tanaka,approved,Tier 2 - calculated
ENT001322,BU-02,FAC-009,2024-11-30,Scope 2,verified_emission,Purchased Electricity,71.39,location_based,79.23,,,DOC-243876,T. Nakamura,approved,Tier 2 - calculated
ENT001323,BU-02,FAC-009,2024-11-30,Scope 2,emission_restatement,Purchased Electricity,105.57,location_based,,ENT001322,Meter recalibration,DOC-470780,M. Bergstrom,approved,Tier 1 - metered
ENT001324,BU-02,FAC-009,2024-11-30,Scope 2,verified_emission,Purchased Electricity,87.66,market_based,77.45,,,DOC-263635,H. Tanaka,approved,Tier 1 - metered
ENT001325,BU-02,FAC-009,2024-11-30,Scope 2,verified_emission,Purchased Steam,16.37,location_based,18.1,,,DOC-946525,M. Bergstrom,approved,Tier 1 - metered
ENT001326,BU-02,FAC-009,2024-11-30,Scope 2,verified_emission,Purchased Steam,20.1,market_based,18.73,,,DOC-323977,R. Alvarez,approved,Tier 2 - calculated
ENT001327,BU-02,FAC-009,2024-11-30,Scope 2,verified_emission,Purchased Cooling,10.52,location_based,11.81,,,DOC-991062,K. Novak,approved,Tier 2 - calculated
ENT001328,BU-02,FAC-009,2024-11-30,Scope 2,verified_emission,Purchased Cooling,12.92,market_based,13.69,,,DOC-696364,E. Haddad,approved,Tier 1 - metered
ENT001329,BU-02,FAC-009,2024-12-31,Scope 1,verified_emission,Stationary Combustion - Boilers,71.4,,73.1,,,DOC-301557,N. Petrova,approved,Tier 1 - metered
ENT001330,BU-02,FAC-009,2024-12-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,49.57,,53.94,,,DOC-148755,L. Fontaine,approved,Tier 1 - metered
ENT001331,BU-02,FAC-009,2024-12-31,Scope 1,verified_emission,Process Emissions,9.35,,8.9,,,DOC-762305,K. Novak,approved,Tier 1 - metered
ENT001332,BU-02,FAC-009,2024-12-31,Scope 1,emission_restatement,Process Emissions,12.22,,,ENT001331,Data entry correction,DOC-924974,S. Okoye,approved,Tier 1 - metered
ENT001333,BU-02,FAC-009,2024-12-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,20.62,,21.67,,,DOC-380244,A. Kowalski,approved,Tier 1 - metered
ENT001334,BU-02,FAC-009,2024-12-31,Scope 2,verified_emission,Purchased Electricity,43.48,location_based,49.46,,,DOC-568827,D. Silveira,pending_review,Tier 1 - metered
ENT001335,BU-02,FAC-009,2024-12-31,Scope 2,verified_emission,Purchased Electricity,53.39,market_based,59.53,,,DOC-481803,P. Iyer,approved,Tier 3 - estimated
ENT001336,BU-02,FAC-009,2024-12-31,Scope 2,verified_emission,Purchased Steam,19.67,location_based,20.94,,,DOC-864625,N. Petrova,pending_review,Tier 3 - estimated
ENT001337,BU-02,FAC-009,2024-12-31,Scope 2,verified_emission,Purchased Steam,24.15,market_based,26.65,,,DOC-529296,R. Alvarez,approved,Tier 1 - metered
ENT001338,BU-02,FAC-009,2024-12-31,Scope 2,verified_emission,Purchased Cooling,10.65,location_based,10.44,,,DOC-388611,K. Novak,approved,Tier 1 - metered
ENT001339,BU-02,FAC-009,2024-12-31,Scope 2,verified_emission,Purchased Cooling,13.08,market_based,14.62,,,DOC-223477,K. Novak,approved,Tier 1 - metered
ENT001340,BU-02,FAC-009,2024-12-28,Scope 2,renewable_energy_certificate,REC - Wind,-71.99,,-79.0,,,DOC-588745,M. Bergstrom,approved,Tier 2 - calculated
ENT001341,BU-02,FAC-014,2024-01-31,Scope 1,verified_emission,Stationary Combustion - Boilers,77.46,,86.43,,,DOC-417528,L. Fontaine,approved,Tier 2 - calculated
ENT001342,BU-02,FAC-014,2024-01-31,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,41.08,,45.92,,,DOC-527939,V. Lindqvist,pending_review,Tier 2 - calculated
ENT001343,BU-02,FAC-014,2024-01-31,Scope 1,verified_emission,Process Emissions,36.44,,32.32,,,DOC-510625,A. Kowalski,approved,Tier 2 - calculated
ENT001344,BU-02,FAC-014,2024-01-31,Scope 1,verified_emission,Fugitive Emissions - Refrigerants,19.86,,22.72,,,DOC-601002,R. Alvarez,approved,Tier 2 - calculated
ENT001345,BU-02,FAC-014,2024-01-31,Scope 2,verified_emission,Purchased Electricity,51.49,location_based,51.98,,,DOC-512636,D. Silveira,approved,Tier 2 - calculated
ENT001346,BU-02,FAC-014,2024-01-31,Scope 2,verified_emission,Purchased Electricity,39.37,market_based,43.58,,,DOC-241609,V. Lindqvist,approved,Tier 1 - metered
ENT001347,BU-02,FAC-014,2024-01-31,Scope 2,verified_emission,Purchased Steam,19.76,location_based,21.77,,,DOC-667299,K. Novak,approved,Tier 2 - calculated
ENT001348,BU-02,FAC-014,2024-01-31,Scope 2,verified_emission,Purchased Steam,15.11,market_based,14.88,,,DOC-856517,C. Osei,approved,Tier 1 - metered
ENT001349,BU-02,FAC-014,2024-01-31,Scope 2,verified_emission,Purchased Cooling,7.37,location_based,6.55,,,DOC-441126,P. Iyer,approved,Tier 1 - metered
ENT001350,BU-02,FAC-014,2024-01-31,Scope 2,emission_restatement,Purchased Cooling,10.09,location_based,,ENT001349,Utility invoice correction,DOC-229176,N. Petrova,approved,Tier 1 - metered
ENT001351,BU-02,FAC-014,2024-01-31,Scope 2,verified_emission,Purchased Cooling,5.63,market_based,6.15,,,DOC-591023,D. Silveira,pending_review,Tier 3 - estimated
ENT001352,BU-02,FAC-014,2024-02-29,Scope 1,verified_emission,Stationary Combustion - Boilers,80.64,,70.92,,,DOC-651184,H. Tanaka,approved,Tier 1 - metered
ENT001353,BU-02,FAC-014,2024-02-29,Scope 1,verified_emission,Mobile Combustion - Fleet Vehicles,27.95,,26.54,,,DOC-360825,D. Silveira,approved,Tier 2 - calculated
