shift_id,employee_id,shift_start,shift_end
S002495,E0036,2024-03-01 14:15:00,2024-03-02 04:27:00
S002496,E0036,2024-03-02 14:00:00,2024-03-03 03:26:24
S002497,E0036,2024-03-04 14:00:00,2024-03-05 04:12:00
S002498,E0036,2024-03-06 14:00:00,2024-03-07 03:48:00
S002499,E0036,2024-03-09 15:00:00,2024-03-10 05:36:00
S002500,E0036,2024-03-10 14:00:00,2024-03-11 03:07:12
S002501,E0036,2024-03-13 15:00:00,2024-03-14 03:00:36
S002502,E0036,2024-03-15 14:15:00,2024-03-16 04:15:00
S002503,E0036,2024-03-16 14:15:00,2024-03-17 04:13:48
S002504,E0036,2024-03-17 15:00:00,2024-03-18 04:38:24
S002505,E0036,2024-03-21 14:00:00,2024-03-22 02:22:48
S002506,E0036,2024-03-22 14:00:00,2024-03-23 03:58:48
S002507,E0036,2024-03-23 13:15:00,2024-03-24 03:19:12
S002508,E0036,2024-03-24 15:00:00,2024-03-25 02:46:48
S002509,E0036,2024-03-25 14:00:00,2024-03-26 03:52:12
S002510,E0036,2024-03-26 14:00:00,2024-03-27 04:23:24
S002511,E0036,2024-03-28 13:00:00,2024-03-29 00:31:12
S002512,E0036,2024-03-29 14:00:00,2024-03-30 04:09:00
S002513,E0036,2024-03-30 13:00:00,2024-03-31 02:47:24
S002514,E0037,2024-01-02 15:15:00,2024-01-03 04:42:36
S002515,E0037,2024-01-03 13:00:00,2024-01-04 04:05:24
S002516,E0037,2024-01-04 14:15:00,2024-01-05 04:03:00
S002517,E0037,2024-01-05 13:15:00,2024-01-06 02:04:48
S002518,E0037,2024-01-06 15:00:00,2024-01-07 06:19:48
S002519,E0037,2024-01-07 15:00:00,2024-01-08 03:57:36
S002520,E0037,2024-01-09 15:00:00,2024-01-10 05:28:12
S002521,E0037,2024-01-11 15:15:00,2024-01-12 06:30:36
S002522,E0037,2024-01-12 14:00:00,2024-01-13 04:28:48
S002523,E0037,2024-01-14 14:00:00,2024-01-15 04:27:36
S002524,E0037,2024-01-15 13:30:00,2024-01-16 03:15:00
S002525,E0037,2024-01-16 15:00:00,2024-01-17 04:21:00
S002526,E0037,2024-01-17 14:00:00,2024-01-18 04:52:48
S002527,E0037,2024-01-18 14:00:00,2024-01-19 03:20:24
S002528,E0037,2024-01-19 15:30:00,2024-01-20 04:03:36
S002529,E0037,2024-01-20 15:00:00,2024-01-21 05:58:48
S002530,E0037,2024-01-21 15:00:00,2024-01-22 05:49:12
S002531,E0037,2024-01-22 14:30:00,2024-01-23 04:12:36
S002532,E0037,2024-01-23 13:30:00,2024-01-24 03:49:12
S002533,E0037,2024-01-24 14:00:00,2024-01-25 02:58:48
S002534,E0037,2024-01-25 13:30:00,2024-01-26 03:40:12
S002535,E0037,2024-01-26 14:00:00,2024-01-27 02:33:00
S002536,E0037,2024-01-28 15:15:00,2024-01-29 04:14:24
S002537,E0037,2024-01-29 15:00:00,2024-01-30 05:05:24
S002538,E0037,2024-01-30 13:15:00,2024-01-31 04:37:48
S002539,E0037,2024-01-31 14:00:00,2024-02-01 04:11:24
S002540,E0037,2024-02-01 14:15:00,2024-02-02 03:14:24
S002541,E0037,2024-02-02 15:30:00,2024-02-03 04:19:12
S002542,E0037,2024-02-03 14:00:00,2024-02-04 03:36:00
S002543,E0037,2024-02-04 14:15:00,2024-02-05 04:00:00
S002544,E0037,2024-02-05 14:15:00,2024-02-06 02:51:36
S002545,E0037,2024-02-06 15:00:00,2024-02-07 06:18:00
S002546,E0037,2024-02-07 13:15:00,2024-02-08 02:26:24
S002547,E0037,2024-02-08 15:00:00,2024-02-09 06:21:00
S002548,E0037,2024-02-09 15:00:00,2024-02-10 04:16:12
S002549,E0037,2024-02-10 13:00:00,2024-02-11 01:31:12
S002550,E0037,2024-02-11 13:00:00,2024-02-12 04:25:12
S002551,E0037,2024-02-12 14:00:00,2024-02-13 04:54:00
S002552,E0037,2024-02-13 14:00:00,2024-02-14 04:52:48
S002553,E0037,2024-02-14 15:30:00,2024-02-15 06:01:48
S002554,E0037,2024-02-15 13:30:00,2024-02-16 02:54:00
S002555,E0037,2024-02-16 15:30:00,2024-02-17 04:54:36
S002556,E0037,2024-02-17 15:00:00,2024-02-18 06:06:00
S002557,E0037,2024-02-18 13:00:00,2024-02-19 02:45:00
S002558,E0037,2024-02-20 15:00:00,2024-02-21 05:22:48
S002559,E0037,2024-02-23 15:15:00,2024-02-24 06:09:36
S002560,E0037,2024-02-24 15:00:00,2024-02-25 06:21:00
S002561,E0037,2024-02-25 14:00:00,2024-02-26 02:34:12
S002562,E0037,2024-02-26 14:00:00,2024-02-27 05:03:00
S002563,E0037,2024-02-27 13:00:00,2024-02-28 01:55:12
S002564,E0037,2024-02-29 14:00:00,2024-03-01 03:57:36
S002565,E0037,2024-03-01 14:30:00,2024-03-02 04:34:12
S002566,E0037,2024-03-02 14:00:00,2024-03-03 05:06:36
S002567,E0037,2024-03-03 13:00:00,2024-03-04 01:43:48
S002568,E0037,2024-03-04 14:30:00,2024-03-05 03:09:00
S002569,E0037,2024-03-07 14:00:00,2024-03-08 05:27:36
S002570,E0037,2024-03-08 13:00:00,2024-03-09 02:45:36
S002571,E0037,2024-03-09 14:30:00,2024-03-10 05:14:24
S002572,E0037,2024-03-10 13:15:00,2024-03-11 01:14:24
S002573,E0037,2024-03-11 13:30:00,2024-03-12 02:42:36
S002574,E0037,2024-03-14 14:00:00,2024-03-15 02:01:47
S002575,E0037,2024-03-15 15:30:00,2024-03-16 05:48:36
S002576,E0037,2024-03-16 15:00:00,2024-03-17 03:05:24
S002577,E0037,2024-03-17 14:15:00,2024-03-18 02:46:47
S002578,E0037,2024-03-18 14:00:00,2024-03-19 01:31:12
S002579,E0037,2024-03-19 14:30:00,2024-03-20 02:19:12
S002580,E0037,2024-03-21 14:00:00,2024-03-22 02:16:47
S002581,E0037,2024-03-22 14:15:00,2024-03-23 03:21:36
S002582,E0037,2024-03-23 14:00:00,2024-03-24 02:21:00
S002583,E0037,2024-03-24 13:00:00,2024-03-25 00:40:12
S002584,E0037,2024-03-25 13:15:00,2024-03-26 01:43:12
S002585,E0037,2024-03-26 14:30:00,2024-03-27 04:56:24
S002586,E0037,2024-03-27 14:00:00,2024-03-28 02:31:47
S002587,E0037,2024-03-28 13:00:00,2024-03-29 01:03:36
S002588,E0037,2024-03-29 14:00:00,2024-03-30 03:11:24
S002589,E0037,2024-03-30 15:00:00,2024-03-31 03:19:12
S002590,E0037,2024-03-31 14:00:00,2024-04-01 04:28:48
S002591,E0038,2024-01-01 06:00:00,2024-01-01 21:10:12
S002592,E0038,2024-01-03 06:00:00,2024-01-03 19:33:00
S002593,E0038,2024-01-04 07:30:00,2024-01-04 20:33:00
S002594,E0038,2024-01-05 07:00:00,2024-01-05 21:41:24
S002595,E0038,2024-01-06 06:15:00,2024-01-06 20:46:12
S002596,E0038,2024-01-08 06:15:00,2024-01-08 21:05:24
S002597,E0038,2024-01-09 06:15:00,2024-01-09 18:51:00
S002598,E0038,2024-01-10 06:00:00,2024-01-10 20:01:12
S002599,E0038,2024-01-11 08:00:00,2024-01-11 20:31:48
S002600,E0038,2024-01-12 06:15:00,2024-01-12 21:07:48
S002601,E0038,2024-01-13 06:00:00,2024-01-13 18:57:00
S002602,E0038,2024-01-14 07:00:00,2024-01-14 20:00:00
S002603,E0038,2024-01-15 07:00:00,2024-01-15 20:45:36
S002604,E0038,2024-01-16 07:00:00,2024-01-16 19:37:12
S002605,E0038,2024-01-17 06:15:00,2024-01-17 19:48:00
S002606,E0038,2024-01-18 06:15:00,2024-01-18 19:08:24
S002607,E0038,2024-01-21 08:00:00,2024-01-21 22:39:00
S002608,E0038,2024-01-22 07:30:00,2024-01-22 21:28:48
S002609,E0038,2024-01-23 08:15:00,2024-01-23 23:00:00
S002610,E0038,2024-01-24 08:00:00,2024-01-24 23:16:48
S002611,E0038,2024-01-25 08:30:00,2024-01-25 22:04:48
S002612,E0038,2024-01-26 06:00:00,2024-01-26 19:35:24
S002613,E0038,2024-01-27 06:00:00,2024-01-27 20:05:24
S002614,E0038,2024-01-28 07:00:00,2024-01-28 20:56:24
S002615,E0038,2024-01-29 06:15:00,2024-01-29 19:15:36
S002616,E0038,2024-01-30 07:15:00,2024-01-30 21:27:00
S002617,E0038,2024-01-31 08:15:00,2024-01-31 22:49:48
S002618,E0038,2024-02-01 07:15:00,2024-02-01 22:05:24
S002619,E0038,2024-02-02 08:15:00,2024-02-02 22:55:12
S002620,E0038,2024-02-03 07:00:00,2024-02-03 21:52:12
S002621,E0038,2024-02-04 07:00:00,2024-02-04 19:54:36
S002622,E0038,2024-02-05 06:00:00,2024-02-05 19:18:36
S002623,E0038,2024-02-06 06:15:00,2024-02-06 19:56:59
S002624,E0038,2024-02-07 08:00:00,2024-02-07 22:53:24
S002625,E0038,2024-02-08 08:30:00,2024-02-08 22:42:00
S002626,E0038,2024-02-09 07:00:00,2024-02-09 19:48:36
S002627,E0038,2024-02-10 06:30:00,2024-02-10 21:02:24
S002628,E0038,2024-02-11 07:15:00,2024-02-11 21:46:48
S002629,E0038,2024-02-12 06:00:00,2024-02-12 20:17:24
S002630,E0038,2024-02-13 07:00:00,2024-02-13 22:22:12
S002631,E0038,2024-02-14 06:00:00,2024-02-14 20:40:48
S002632,E0038,2024-02-17 06:00:00,2024-02-17 20:21:00
S002633,E0038,2024-02-20 06:30:00,2024-02-20 19:59:24
S002634,E0038,2024-02-21 07:15:00,2024-02-21 21:25:48
S002635,E0038,2024-02-23 07:00:00,2024-02-23 20:55:48
S002636,E0038,2024-02-25 07:15:00,2024-02-25 20:09:36
S002637,E0038,2024-02-26 07:15:00,2024-02-26 21:24:00
S002638,E0038,2024-02-27 08:00:00,2024-02-27 22:52:12
S002639,E0038,2024-03-01 06:30:00,2024-03-01 21:38:24
S002640,E0038,2024-03-02 08:30:00,2024-03-02 23:58:48
S002641,E0038,2024-03-03 07:00:00,2024-03-03 22:23:24
S002642,E0038,2024-03-05 06:00:00,2024-03-05 19:41:59
S002643,E0038,2024-03-06 08:15:00,2024-03-06 22:57:36
S002644,E0038,2024-03-07 08:30:00,2024-03-07 23:37:48
S002645,E0038,2024-03-08 06:15:00,2024-03-08 21:37:12
S002646,E0038,2024-03-09 07:00:00,2024-03-09 22:21:00
S002647,E0038,2024-03-10 06:00:00,2024-03-10 19:10:12
S002648,E0038,2024-03-11 08:00:00,2024-03-11 21:34:48
S002649,E0038,2024-03-12 06:00:00,2024-03-12 17:54:36
S002650,E0038,2024-03-13 07:00:00,2024-03-13 20:18:00
S002651,E0038,2024-03-15 06:15:00,2024-03-15 19:32:24
S002652,E0038,2024-03-16 08:30:00,2024-03-16 21:46:12
S002653,E0038,2024-03-17 08:15:00,2024-03-17 22:40:48
S002654,E0038,2024-03-18 07:00:00,2024-03-18 21:09:00
S002655,E0038,2024-03-19 06:30:00,2024-03-19 18:45:36
S002656,E0038,2024-03-22 06:00:00,2024-03-22 18:08:24
S002657,E0038,2024-03-23 08:00:00,2024-03-23 22:03:36
S002658,E0038,2024-03-24 07:00:00,2024-03-24 18:42:00
S002659,E0038,2024-03-25 06:30:00,2024-03-25 18:03:00
S002660,E0038,2024-03-26 06:15:00,2024-03-26 17:49:12
S002661,E0038,2024-03-27 08:00:00,2024-03-27 22:08:24
S002662,E0038,2024-03-28 06:15:00,2024-03-28 18:16:12
S002663,E0038,2024-03-29 07:00:00,2024-03-29 20:40:12
S002664,E0038,2024-03-31 06:30:00,2024-03-31 19:54:00
S002665,E0039,2024-01-01 13:00:00,2024-01-02 03:49:48
S002666,E0039,2024-01-03 14:00:00,2024-01-04 04:51:00
S002667,E0039,2024-01-05 13:15:00,2024-01-06 04:00:36
S002668,E0039,2024-01-06 13:00:00,2024-01-07 02:40:48
S002669,E0039,2024-01-08 14:30:00,2024-01-09 05:21:00
S002670,E0039,2024-01-09 15:00:00,2024-01-10 06:20:24
S002671,E0039,2024-01-10 15:00:00,2024-01-11 04:43:12
S002672,E0039,2024-01-11 13:30:00,2024-01-12 03:19:48
S002673,E0039,2024-01-13 15:00:00,2024-01-14 04:36:35
S002674,E0039,2024-01-14 13:00:00,2024-01-15 03:21:36
S002675,E0039,2024-01-15 15:15:00,2024-01-16 04:58:48
S002676,E0039,2024-01-16 14:15:00,2024-01-17 02:46:12
S002677,E0039,2024-01-17 13:00:00,2024-01-18 02:49:12
S002678,E0039,2024-01-19 14:00:00,2024-01-20 04:45:00
S002679,E0039,2024-01-20 15:30:00,2024-01-21 05:08:24
S002680,E0039,2024-01-21 15:00:00,2024-01-22 05:19:48
S002681,E0039,2024-01-22 13:00:00,2024-01-23 04:18:00
S002682,E0039,2024-01-23 14:15:00,2024-01-24 03:06:00
S002683,E0039,2024-01-24 13:00:00,2024-01-25 03:48:00
S002684,E0039,2024-01-25 13:30:00,2024-01-26 04:05:24
S002685,E0039,2024-01-26 15:30:00,2024-01-27 06:10:12
S002686,E0039,2024-01-27 13:00:00,2024-01-28 01:58:12
S002687,E0039,2024-01-28 14:00:00,2024-01-29 04:00:00
S002688,E0039,2024-01-29 15:15:00,2024-01-30 03:45:36
S002689,E0039,2024-01-30 14:15:00,2024-01-31 03:28:48
S002690,E0039,2024-02-01 14:30:00,2024-02-02 05:07:12
S002691,E0039,2024-02-02 14:00:00,2024-02-03 03:36:35
S002692,E0039,2024-02-03 14:00:00,2024-02-04 04:01:12
S002693,E0039,2024-02-06 15:30:00,2024-02-07 06:28:48
S002694,E0039,2024-02-09 14:30:00,2024-02-10 03:53:24
S002695,E0039,2024-02-10 13:15:00,2024-02-11 01:50:24
S002696,E0039,2024-02-11 13:00:00,2024-02-12 03:39:00
S002697,E0039,2024-02-12 15:15:00,2024-02-13 04:35:24
S002698,E0039,2024-02-13 15:30:00,2024-02-14 04:06:00
S002699,E0039,2024-02-14 13:00:00,2024-02-15 04:09:00
S002700,E0039,2024-02-15 15:00:00,2024-02-16 03:55:12
S002701,E0039,2024-02-16 15:00:00,2024-02-17 04:46:47
S002702,E0039,2024-02-17 15:30:00,2024-02-18 06:30:36
S002703,E0039,2024-02-18 13:00:00,2024-02-19 04:25:12
S002704,E0039,2024-02-19 15:30:00,2024-02-20 05:38:24
S002705,E0039,2024-02-20 13:30:00,2024-02-21 02:06:00
S002706,E0039,2024-02-21 15:15:00,2024-02-22 05:48:00
S002707,E0039,2024-02-22 14:00:00,2024-02-23 03:24:00
S002708,E0039,2024-02-23 15:00:00,2024-02-24 06:01:48
S002709,E0039,2024-02-24 15:00:00,2024-02-25 04:40:48
S002710,E0039,2024-02-25 14:15:00,2024-02-26 05:12:00
S002711,E0039,2024-02-26 14:00:00,2024-02-27 04:58:48
S002712,E0039,2024-02-27 15:30:00,2024-02-28 04:14:24
S002713,E0039,2024-02-29 13:00:00,2024-03-01 04:15:00
S002714,E0039,2024-03-01 14:00:00,2024-03-02 05:09:36
S002715,E0039,2024-03-02 14:00:00,2024-03-03 03:22:11
S002716,E0039,2024-03-03 14:00:00,2024-03-04 04:10:48
S002717,E0039,2024-03-04 13:00:00,2024-03-05 01:42:00
S002718,E0039,2024-03-05 14:00:00,2024-03-06 03:43:48
S002719,E0039,2024-03-06 14:30:00,2024-03-07 04:10:48
S002720,E0039,2024-03-07 14:00:00,2024-03-08 04:14:24
S002721,E0039,2024-03-08 13:30:00,2024-03-09 04:21:36
S002722,E0039,2024-03-09 13:30:00,2024-03-10 04:46:48
S002723,E0039,2024-03-10 14:15:00,2024-03-11 04:43:48
S002724,E0039,2024-03-11 14:00:00,2024-03-12 03:51:36
S002725,E0039,2024-03-13 13:00:00,2024-03-14 02:18:36
S002726,E0039,2024-03-16 13:00:00,2024-03-17 02:17:24
S002727,E0039,2024-03-17 15:15:00,2024-03-18 03:47:23
S002728,E0039,2024-03-18 14:30:00,2024-03-19 04:03:36
S002729,E0039,2024-03-19 15:00:00,2024-03-20 03:30:36
S002730,E0039,2024-03-20 15:00:00,2024-03-21 03:34:48
S002731,E0039,2024-03-21 15:00:00,2024-03-22 03:07:11
S002732,E0039,2024-03-23 15:00:00,2024-03-24 02:46:48
S002733,E0039,2024-03-24 14:00:00,2024-03-25 03:57:36
S002734,E0039,2024-03-27 14:00:00,2024-03-28 02:10:12
S002735,E0039,2024-03-28 13:00:00,2024-03-29 02:18:00
S002736,E0039,2024-03-30 15:00:00,2024-03-31 03:39:36
S002737,E0039,2024-03-31 13:00:00,2024-04-01 03:24:36
S002738,E0040,2024-01-01 15:15:00,2024-01-02 04:21:00
S002739,E0040,2024-01-02 14:00:00,2024-01-03 04:55:48
S002740,E0040,2024-01-03 15:00:00,2024-01-04 06:27:00
S002741,E0040,2024-01-04 13:00:00,2024-01-05 02:59:24
S002742,E0040,2024-01-07 15:00:00,2024-01-08 04:48:00
S002743,E0040,2024-01-08 14:15:00,2024-01-09 05:37:48
S002744,E0040,2024-01-10 15:30:00,2024-01-11 05:03:00
S002745,E0040,2024-01-11 13:30:00,2024-01-12 04:52:48
S002746,E0040,2024-01-12 15:00:00,2024-01-13 05:19:48
S002747,E0040,2024-01-13 14:00:00,2024-01-14 04:27:00
S002748,E0040,2024-01-15 13:00:00,2024-01-16 03:35:24
S002749,E0040,2024-01-19 13:00:00,2024-01-20 03:22:48
S002750,E0040,2024-01-20 15:00:00,2024-01-21 03:56:24
S002751,E0040,2024-01-21 14:00:00,2024-01-22 05:19:48
S002752,E0040,2024-01-22 13:00:00,2024-01-23 01:50:24
S002753,E0040,2024-01-24 13:00:00,2024-01-25 02:33:00
S002754,E0040,2024-01-25 15:00:00,2024-01-26 06:25:12
S002755,E0040,2024-01-26 15:00:00,2024-01-27 06:14:24
S002756,E0040,2024-01-27 15:00:00,2024-01-28 03:49:12
S002757,E0040,2024-01-28 13:00:00,2024-01-29 02:43:12
S002758,E0040,2024-01-29 14:00:00,2024-01-30 03:41:24
S002759,E0040,2024-01-30 15:15:00,2024-01-31 04:07:12
S002760,E0040,2024-02-02 15:00:00,2024-02-03 04:24:36
S002761,E0040,2024-02-03 13:00:00,2024-02-04 03:31:48
S002762,E0040,2024-02-05 13:00:00,2024-02-06 03:49:12
S002763,E0040,2024-02-06 14:00:00,2024-02-07 03:46:47
S002764,E0040,2024-02-07 14:00:00,2024-02-08 03:41:59
S002765,E0040,2024-02-09 15:30:00,2024-02-10 06:15:36
S002766,E0040,2024-02-11 13:30:00,2024-02-12 04:14:24
S002767,E0040,2024-02-12 13:15:00,2024-02-13 02:11:24
S002768,E0040,2024-02-13 14:00:00,2024-02-14 03:14:24
S002769,E0040,2024-02-14 14:00:00,2024-02-15 04:00:00
S002770,E0040,2024-02-15 13:00:00,2024-02-16 04:23:24
S002771,E0040,2024-02-16 13:15:00,2024-02-17 02:48:36
S002772,E0040,2024-02-17 14:00:00,2024-02-18 05:01:48
S002773,E0040,2024-02-18 13:30:00,2024-02-19 03:15:00
S002774,E0040,2024-02-19 13:00:00,2024-02-20 03:43:48
S002775,E0040,2024-02-21 13:30:00,2024-02-22 04:58:48
S002776,E0040,2024-02-22 15:00:00,2024-02-23 03:59:24
S002777,E0040,2024-02-23 15:00:00,2024-02-24 04:28:48
S002778,E0040,2024-02-24 15:00:00,2024-02-25 05:33:36
S002779,E0040,2024-02-25 14:00:00,2024-02-26 04:58:48
S002780,E0040,2024-02-26 14:30:00,2024-02-27 05:22:48
S002781,E0040,2024-02-29 13:15:00,2024-03-01 04:28:48
S002782,E0040,2024-03-01 14:15:00,2024-03-02 03:40:12
S002783,E0040,2024-03-02 13:00:00,2024-03-03 03:33:00
S002784,E0040,2024-03-04 13:15:00,2024-03-05 02:52:11
S002785,E0040,2024-03-07 13:00:00,2024-03-08 02:54:36
S002786,E0040,2024-03-08 14:30:00,2024-03-09 04:52:12
S002787,E0040,2024-03-09 14:00:00,2024-03-10 03:13:48
S002788,E0040,2024-03-10 15:00:00,2024-03-11 04:36:36
S002789,E0040,2024-03-12 15:00:00,2024-03-13 03:47:23
S002790,E0040,2024-03-13 14:00:00,2024-03-14 01:50:24
S002791,E0040,2024-03-14 15:15:00,2024-03-15 05:18:00
S002792,E0040,2024-03-15 15:00:00,2024-03-16 04:38:24
S002793,E0040,2024-03-17 13:00:00,2024-03-18 03:03:36
S002794,E0040,2024-03-19 15:00:00,2024-03-20 04:18:00
S002795,E0040,2024-03-21 14:00:00,2024-03-22 04:04:12
S002796,E0040,2024-03-22 13:00:00,2024-03-23 01:26:24
S002797,E0040,2024-03-23 13:30:00,2024-03-24 03:51:00
S002798,E0040,2024-03-24 15:00:00,2024-03-25 03:55:48
S002799,E0040,2024-03-25 13:00:00,2024-03-26 01:43:12
S002800,E0040,2024-03-26 13:30:00,2024-03-27 03:06:36
S002801,E0040,2024-03-27 13:00:00,2024-03-28 00:58:48
S002802,E0040,2024-03-28 14:00:00,2024-03-29 01:48:00
S002803,E0040,2024-03-29 15:30:00,2024-03-30 04:57:36
S002804,E0040,2024-03-30 14:00:00,2024-03-31 03:51:36
S002805,E0040,2024-03-31 15:00:00,2024-04-01 03:13:48
S002806,C0001,2024-01-01 17:15:00,2024-01-02 07:55:48
S002807,C0001,2024-01-02 16:00:00,2024-01-03 06:42:36
S002808,C0001,2024-01-03 16:15:00,2024-01-04 08:04:12
S002809,C0001,2024-01-04 16:00:00,2024-01-05 06:00:36
S002810,C0001,2024-01-05 17:30:00,2024-01-06 06:47:23
S002811,C0001,2024-01-06 17:00:00,2024-01-07 06:51:00
S002812,C0001,2024-01-07 17:00:00,2024-01-08 08:01:48
S002813,C0001,2024-01-10 16:00:00,2024-01-11 06:48:00
S002814,C0001,2024-01-11 16:00:00,2024-01-12 05:08:24
S002815,C0001,2024-01-12 17:30:00,2024-01-13 08:20:24
S002816,C0001,2024-01-14 16:00:00,2024-01-15 07:28:48
S002817,C0001,2024-01-15 16:00:00,2024-01-16 05:36:00
S002818,C0001,2024-01-16 17:15:00,2024-01-17 07:58:48
S002819,C0001,2024-01-17 17:00:00,2024-01-18 08:30:00
S002820,C0001,2024-01-18 16:30:00,2024-01-19 05:34:12
S002821,C0001,2024-01-19 17:00:00,2024-01-20 07:31:12
S002822,C0001,2024-01-20 17:15:00,2024-01-21 08:25:48
S002823,C0001,2024-01-22 17:15:00,2024-01-23 07:05:24
S002824,C0001,2024-01-23 16:00:00,2024-01-24 06:53:24
S002825,C0001,2024-01-24 16:00:00,2024-01-25 07:17:24
S002826,C0001,2024-01-26 17:00:00,2024-01-27 08:06:36
S002827,C0001,2024-01-27 16:00:00,2024-01-28 07:18:00
S002828,C0001,2024-01-29 17:00:00,2024-01-30 09:00:00
S002829,C0001,2024-01-30 16:00:00,2024-01-31 06:00:36
S002830,C0001,2024-01-31 16:00:00,2024-02-01 06:23:24
S002831,C0001,2024-02-01 16:00:00,2024-02-02 06:28:12
S002832,C0001,2024-02-02 16:30:00,2024-02-03 06:55:48
S002833,C0001,2024-02-03 17:00:00,2024-02-04 08:39:36
S002834,C0001,2024-02-04 16:30:00,2024-02-05 06:13:12
S002835,C0001,2024-02-05 17:00:00,2024-02-06 08:35:24
S002836,C0001,2024-02-06 17:00:00,2024-02-07 08:00:00
S002837,C0001,2024-02-07 17:00:00,2024-02-08 07:59:24
S002838,C0001,2024-02-08 17:00:00,2024-02-09 07:23:24
S002839,C0001,2024-02-09 17:15:00,2024-02-10 08:04:48
S002840,C0001,2024-02-10 17:15:00,2024-02-11 06:37:48
S002841,C0001,2024-02-11 16:00:00,2024-02-12 06:56:24
S002842,C0001,2024-02-12 17:30:00,2024-02-13 08:42:36
S002843,C0001,2024-02-13 16:15:00,2024-02-14 08:10:48
S002844,C0001,2024-02-14 17:00:00,2024-02-15 06:06:00
S002845,C0001,2024-02-15 16:00:00,2024-02-16 05:36:35
S002846,C0001,2024-02-16 17:00:00,2024-02-17 08:20:24
S002847,C0001,2024-02-18 17:00:00,2024-02-19 07:19:12
S002848,C0001,2024-02-19 16:15:00,2024-02-20 06:36:36
S002849,C0001,2024-02-21 17:30:00,2024-02-22 08:10:12
S002850,C0001,2024-02-22 17:30:00,2024-02-23 08:45:36
S002851,C0001,2024-02-24 16:00:00,2024-02-25 05:31:47
S002852,C0001,2024-02-26 16:00:00,2024-02-27 06:34:48
S002853,C0001,2024-02-27 17:00:00,2024-02-28 07:02:23
S002854,C0001,2024-02-29 16:00:00,2024-03-01 05:45:00
S002855,C0001,2024-03-01 17:15:00,2024-03-02 08:15:00
S002856,C0001,2024-03-02 17:00:00,2024-03-03 06:24:36
S002857,C0001,2024-03-03 17:00:00,2024-03-04 06:32:23
S002858,C0001,2024-03-06 16:00:00,2024-03-07 05:28:12
S002859,C0001,2024-03-07 16:00:00,2024-03-08 05:42:36
S002860,C0001,2024-03-09 17:30:00,2024-03-10 07:21:36
S002861,C0001,2024-03-10 16:30:00,2024-03-11 05:10:48
S002862,C0001,2024-03-11 17:15:00,2024-03-12 07:30:36
S002863,C0001,2024-03-12 17:15:00,2024-03-13 07:24:36
S002864,C0001,2024-03-13 16:30:00,2024-03-14 05:34:12
S002865,C0001,2024-03-14 17:30:00,2024-03-15 07:25:12
S002866,C0001,2024-03-16 17:15:00,2024-03-17 06:00:36
S002867,C0001,2024-03-17 17:30:00,2024-03-18 07:01:48
S002868,C0001,2024-03-18 17:15:00,2024-03-19 05:43:48
S002869,C0001,2024-03-20 16:15:00,2024-03-21 04:34:12
S002870,C0001,2024-03-21 16:15:00,2024-03-22 04:53:24
S002871,C0001,2024-03-22 17:00:00,2024-03-23 06:54:36
S002872,C0001,2024-03-23 17:00:00,2024-03-24 05:37:11
S002873,C0001,2024-03-24 17:30:00,2024-03-25 07:22:48
S002874,C0001,2024-03-25 16:00:00,2024-03-26 06:25:12
S002875,C0001,2024-03-26 16:00:00,2024-03-27 06:48:00
S002876,C0001,2024-03-27 16:30:00,2024-03-28 05:34:48
S002877,C0001,2024-03-29 17:00:00,2024-03-30 05:24:36
S002878,C0001,2024-03-30 16:30:00,2024-03-31 06:22:48
S002879,C0001,2024-03-31 17:30:00,2024-04-01 07:01:48
S002880,C0002,2024-01-01 16:00:00,2024-01-02 05:47:23
S002881,C0002,2024-01-04 17:00:00,2024-01-05 07:55:12
S002882,C0002,2024-01-05 17:00:00,2024-01-06 07:28:48
S002883,C0002,2024-01-06 17:00:00,2024-01-07 07:03:36
S002884,C0002,2024-01-08 16:00:00,2024-01-09 06:34:12
S002885,C0002,2024-01-09 16:00:00,2024-01-10 05:49:48
S002886,C0002,2024-01-10 16:15:00,2024-01-11 07:21:00
S002887,C0002,2024-01-11 16:00:00,2024-01-12 05:26:24
S002888,C0002,2024-01-12 17:30:00,2024-01-13 06:51:00
S002889,C0002,2024-01-13 16:15:00,2024-01-14 05:33:36
S002890,C0002,2024-01-14 17:00:00,2024-01-15 06:03:36
S002891,C0002,2024-01-15 17:00:00,2024-01-16 07:52:48
S002892,C0002,2024-01-17 17:15:00,2024-01-18 07:55:12
S002893,C0002,2024-01-18 16:00:00,2024-01-19 07:25:48
S002894,C0002,2024-01-19 16:00:00,2024-01-20 06:54:00
S002895,C0002,2024-01-20 17:00:00,2024-01-21 07:57:36
S002896,C0002,2024-01-21 16:00:00,2024-01-22 07:09:00
S002897,C0002,2024-01-22 16:15:00,2024-01-23 05:26:24
S002898,C0002,2024-01-23 17:00:00,2024-01-24 08:28:12
S002899,C0002,2024-01-24 17:30:00,2024-01-25 09:03:36
S002900,C0002,2024-01-25 16:00:00,2024-01-26 06:34:48
S002901,C0002,2024-01-26 17:15:00,2024-01-27 06:39:36
S002902,C0002,2024-01-27 17:15:00,2024-01-28 06:32:23
S002903,C0002,2024-01-30 16:00:00,2024-01-31 06:02:23
S002904,C0002,2024-02-01 17:15:00,2024-02-02 07:52:12
S002905,C0002,2024-02-03 16:00:00,2024-02-04 05:35:24
