expense_id,department_id,category_id,expense_date,payment_date,amount_usd,is_approved,vendor_id
EXP00835,D04,C05,2024-01-27,2024-02-04,2978.54,True,V012
EXP00836,D04,C05,2024-01-31,2024-01-31,2181.84,True,V012
EXP00837,D04,C05,2024-01-13,2024-01-17,2980.66,True,V014
EXP00838,D04,C05,2024-01-25,2024-01-30,3481.23,True,V046
EXP00839,D04,C05,2024-01-13,2024-01-19,2390.35,True,V032
EXP00840,D04,C05,2024-01-18,2024-01-23,2529.86,True,V018
EXP00841,D04,C05,2024-01-17,2024-01-24,3125.12,True,V055
EXP00842,D04,C05,2024-01-31,2024-01-31,2795.83,True,V033
EXP00843,D04,C05,2024-02-11,2024-02-11,2372.49,True,V059
EXP00844,D04,C05,2024-02-16,2024-02-17,3547.03,True,V005
EXP00845,D04,C05,2024-02-23,2024-02-23,2307.03,False,V046
EXP00846,D04,C05,2024-02-23,2024-02-29,3494.31,True,V006
EXP00847,D04,C05,2024-02-27,2024-03-07,3141.95,True,V051
EXP00848,D04,C05,2024-02-19,2024-02-21,3372.46,True,V046
EXP00849,D04,C05,2024-02-26,2024-02-26,2517.48,True,V056
EXP00850,D04,C05,2024-02-21,2024-02-22,2965.58,True,V058
EXP00851,D04,C05,2024-03-06,2024-03-11,2711.33,True,V041
EXP00852,D04,C05,2024-03-24,2024-03-25,2314.51,True,V010
EXP00853,D04,C05,2024-03-22,2024-04-09,2938.61,True,V004
EXP00854,D04,C05,2024-03-02,2024-03-05,2957.9,True,V025
EXP00855,D04,C05,2024-03-24,2024-04-10,3189.91,True,V012
EXP00856,D04,C05,2024-03-20,2024-04-13,2881.03,True,V038
EXP00857,D04,C05,2024-03-01,2024-03-05,2143.41,True,V007
EXP00858,D04,C05,2024-03-09,2024-03-15,3448.18,True,V032
EXP00859,D04,C06,2024-01-18,2024-01-23,570.47,True,V024
EXP00860,D04,C06,2024-01-19,2024-01-20,862.54,True,V014
EXP00861,D04,C06,2024-01-28,2024-01-28,797.8,True,V018
EXP00862,D04,C06,2024-01-11,2024-01-16,921.57,True,V027
EXP00863,D04,C06,2024-01-02,2024-01-07,765.3,True,V016
EXP00864,D04,C06,2024-01-12,2024-01-14,594.34,True,V004
EXP00865,D04,C06,2024-01-12,2024-01-13,698.88,True,V056
EXP00866,D04,C06,2024-01-30,2024-01-30,577.43,True,V015
EXP00867,D04,C06,2024-01-08,2024-01-10,899.62,True,V052
EXP00868,D04,C06,2024-01-12,2024-01-18,893.71,True,V047
EXP00869,D04,C06,2024-02-17,2024-02-17,805.65,True,V055
EXP00870,D04,C06,2024-02-28,2024-02-29,948.44,True,V004
EXP00871,D04,C06,2024-02-28,2024-02-28,780.05,True,V039
EXP00872,D04,C06,2024-02-07,2024-02-12,755.7,True,V050
EXP00873,D04,C06,2024-02-06,2024-02-06,839.39,True,V047
EXP00874,D04,C06,2024-02-28,2024-02-28,553.64,True,V017
EXP00875,D04,C06,2024-02-18,2024-02-25,954.68,True,V004
EXP00876,D04,C06,2024-02-16,2024-02-22,739.37,True,V039
EXP00877,D04,C06,2024-02-20,2024-02-23,583.64,True,V016
EXP00878,D04,C06,2024-02-03,2024-02-08,909.11,False,V014
EXP00879,D04,C06,2024-03-12,2024-03-13,632.31,True,V055
EXP00880,D04,C06,2024-03-18,2024-03-25,603.5,True,V013
EXP00881,D04,C06,2024-03-13,2024-03-17,696.48,True,V047
EXP00882,D04,C06,2024-03-20,2024-03-21,943.96,True,V010
EXP00883,D04,C06,2024-03-02,2024-03-09,905.68,True,V016
EXP00884,D04,C06,2024-03-20,2024-04-10,842.79,True,V039
EXP00885,D04,C06,2024-03-17,2024-03-17,964.22,True,V055
EXP00886,D04,C06,2024-03-19,2024-03-20,700.65,True,V047
EXP00887,D04,C06,2024-03-11,2024-03-11,760.76,True,V019
EXP00888,D04,C06,2024-03-16,2024-03-16,683.6,True,V027
EXP00889,D05,C01,2024-01-26,2024-01-27,1552.49,True,V003
EXP00890,D05,C01,2024-01-31,2024-02-06,1470.62,True,V020
EXP00891,D05,C01,2024-01-18,2024-01-22,1677.35,True,V007
EXP00892,D05,C01,2024-01-20,2024-01-26,1461.82,True,V058
EXP00893,D05,C01,2024-01-18,2024-01-23,1199.86,True,V015
EXP00894,D05,C01,2024-01-09,2024-01-11,1205.86,True,V028
EXP00895,D05,C01,2024-01-26,2024-01-30,1926.49,True,V015
EXP00896,D05,C01,2024-02-15,2024-02-20,1573.42,True,V037
EXP00897,D05,C01,2024-02-14,2024-02-14,1275.28,True,V028
EXP00898,D05,C01,2024-02-19,2024-02-19,1190.56,True,V060
EXP00899,D05,C01,2024-02-20,2024-02-24,1930.8,True,V029
EXP00900,D05,C01,2024-02-24,2024-02-26,1798.81,True,V033
EXP00901,D05,C01,2024-02-08,2024-02-13,2039.49,True,V056
EXP00902,D05,C01,2024-02-04,2024-02-05,1200.84,True,V056
EXP00903,D05,C01,2024-03-09,2024-03-15,1251.91,True,V044
EXP00904,D05,C01,2024-03-07,2024-03-09,1622.95,True,V001
EXP00905,D05,C01,2024-03-27,2024-04-06,1628.83,True,V006
EXP00906,D05,C01,2024-03-13,2024-03-19,2073.89,True,V047
EXP00907,D05,C01,2024-03-25,2024-04-11,1472.06,True,V044
EXP00908,D05,C01,2024-03-29,2024-04-06,2123.6,True,V025
EXP00909,D05,C01,2024-03-18,2024-03-25,1588.67,True,V051
EXP00910,D05,C02,2024-01-21,2024-01-25,481.71,True,V028
EXP00911,D05,C02,2024-01-16,2024-01-16,328.85,True,V028
EXP00912,D05,C02,2024-01-20,2024-01-26,459.78,True,V014
EXP00913,D05,C02,2024-01-02,2024-01-04,515.12,True,V056
EXP00914,D05,C02,2024-01-26,2024-01-28,360.71,True,V047
EXP00915,D05,C02,2024-01-05,2024-01-08,342.23,True,V023
EXP00916,D05,C02,2024-01-27,2024-01-27,512.82,True,V055
EXP00917,D05,C02,2024-01-29,2024-01-29,526.46,True,V055
EXP00918,D05,C02,2024-01-18,2024-01-19,433.27,True,V026
EXP00919,D05,C02,2024-01-11,2024-01-13,365.08,True,V041
EXP00920,D05,C02,2024-01-08,2024-01-15,417.26,True,V005
EXP00921,D05,C02,2024-01-26,2024-01-26,423.39,True,V012
EXP00922,D05,C02,2024-01-14,2024-01-15,345.19,True,V028
EXP00923,D05,C02,2024-01-08,2024-01-14,342.46,True,V043
EXP00924,D05,C02,2024-01-23,2024-01-29,436.91,True,V046
EXP00925,D05,C02,2024-01-09,2024-01-15,365.7,True,V050
EXP00926,D05,C02,2024-01-28,2024-01-28,459.41,True,V048
EXP00927,D05,C02,2024-01-06,2024-01-12,541.83,True,V011
EXP00928,D05,C02,2024-01-14,2024-01-15,479.48,True,V049
EXP00929,D05,C02,2024-01-03,2024-01-06,525.24,True,V013
EXP00930,D05,C02,2024-02-12,2024-02-15,319.27,True,V034
EXP00931,D05,C02,2024-02-23,2024-02-24,503.6,True,V042
EXP00932,D05,C02,2024-02-12,2024-02-19,354.4,True,V024
EXP00933,D05,C02,2024-02-06,2024-02-09,494.85,True,V024
EXP00934,D05,C02,2024-02-26,2024-03-07,409.91,True,V035
EXP00935,D05,C02,2024-02-09,2024-02-13,404.9,True,V018
EXP00936,D05,C02,2024-02-12,2024-02-15,438.7,True,V029
EXP00937,D05,C02,2024-02-07,2024-02-11,411.14,True,V048
EXP00938,D05,C02,2024-02-24,2024-02-29,378.33,True,V045
EXP00939,D05,C02,2024-02-19,2024-02-25,506.85,True,V017
EXP00940,D05,C02,2024-02-05,2024-02-05,364.27,True,V035
EXP00941,D05,C02,2024-02-23,2024-02-28,352.59,True,V045
EXP00942,D05,C02,2024-02-20,2024-02-21,420.92,True,V016
EXP00943,D05,C02,2024-02-05,2024-02-12,388.35,True,V004
EXP00944,D05,C02,2024-02-26,2024-02-29,334.3,True,V053
EXP00945,D05,C02,2024-02-24,2024-02-24,300.75,True,V057
EXP00946,D05,C02,2024-02-12,2024-02-19,465.48,True,V053
EXP00947,D05,C02,2024-02-20,2024-02-24,389.99,True,V044
EXP00948,D05,C02,2024-02-24,2024-02-28,410.2,True,V043
EXP00949,D05,C02,2024-02-15,2024-02-22,350.38,False,V022
EXP00950,D05,C02,2024-03-06,2024-03-10,536.54,True,V039
EXP00951,D05,C02,2024-03-03,2024-03-04,355.32,True,V050
EXP00952,D05,C02,2024-03-05,2024-03-05,349.49,True,V052
EXP00953,D05,C02,2024-03-11,2024-03-15,541.27,True,V025
EXP00954,D05,C02,2024-03-01,2024-03-04,421.21,True,V034
EXP00955,D05,C02,2024-03-29,2024-04-13,395.63,True,V026
EXP00956,D05,C02,2024-03-06,2024-03-08,489.55,True,V045
EXP00957,D05,C02,2024-03-10,2024-03-11,391.4,True,V032
EXP00958,D05,C02,2024-03-28,2024-04-12,431.93,True,V018
EXP00959,D05,C02,2024-03-02,2024-03-04,360.94,True,V036
EXP00960,D05,C02,2024-03-15,2024-03-21,425.56,True,V011
EXP00961,D05,C02,2024-03-08,2024-03-13,437.01,True,V060
EXP00962,D05,C02,2024-03-03,2024-03-05,336.59,True,V051
EXP00963,D05,C02,2024-03-07,2024-03-13,383.14,True,V029
EXP00964,D05,C02,2024-03-25,2024-04-13,417.38,True,V012
EXP00965,D05,C02,2024-03-31,2024-04-01,474.32,True,V032
EXP00966,D05,C02,2024-03-26,2024-04-10,492.76,True,V053
EXP00967,D05,C02,2024-03-29,2024-04-14,461.82,True,V035
EXP00968,D05,C02,2024-03-17,2024-03-20,523.27,True,V040
EXP00969,D05,C02,2024-03-20,2024-04-02,310.86,True,V036
EXP00970,D05,C03,2024-01-30,2024-01-30,1829.9,True,V041
EXP00971,D05,C03,2024-01-26,2024-02-09,1791.97,True,V014
EXP00972,D05,C03,2024-01-28,2024-02-02,1386.6,True,V046
EXP00973,D05,C03,2024-01-21,2024-01-26,1531.8,True,V007
EXP00974,D05,C03,2024-01-09,2024-01-13,1169.88,True,V009
EXP00975,D05,C03,2024-02-23,2024-02-23,1644.58,True,V014
EXP00976,D05,C03,2024-02-11,2024-02-13,1693.88,False,V013
EXP00977,D05,C03,2024-02-07,2024-02-12,1554.7,False,V035
EXP00978,D05,C03,2024-02-28,2024-02-28,1131.78,True,V051
EXP00979,D05,C03,2024-02-14,2024-02-19,1964.17,True,V049
EXP00980,D05,C03,2024-03-27,2024-04-09,1385.29,True,V038
EXP00981,D05,C03,2024-03-17,2024-03-22,1765.44,True,V021
EXP00982,D05,C03,2024-03-31,2024-04-10,1606.36,True,V004
EXP00983,D05,C03,2024-03-19,2024-03-19,1286.38,True,V039
EXP00984,D05,C03,2024-03-11,2024-03-15,1230.82,True,V044
EXP00985,D05,C04,2024-01-29,2024-02-02,101.93,True,V013
EXP00986,D05,C04,2024-01-22,2024-01-25,59.71,True,V003
EXP00987,D05,C04,2024-01-15,2024-01-19,72.42,True,V046
EXP00988,D05,C04,2024-01-19,2024-01-21,104.43,True,V027
EXP00989,D05,C04,2024-01-24,2024-01-26,92.23,False,V037
EXP00990,D05,C04,2024-01-02,2024-01-09,107.31,True,V058
EXP00991,D05,C04,2024-01-29,2024-01-29,69.29,True,V050
EXP00992,D05,C04,2024-01-26,2024-01-27,80.84,True,V014
EXP00993,D05,C04,2024-01-17,2024-01-20,99.59,True,V046
EXP00994,D05,C04,2024-01-22,2024-01-24,90.77,True,V039
EXP00995,D05,C04,2024-01-16,2024-01-18,76.87,True,V037
EXP00996,D05,C04,2024-01-02,2024-01-03,79.93,True,V048
EXP00997,D05,C04,2024-01-17,2024-01-20,70.56,True,V046
EXP00998,D05,C04,2024-01-07,2024-01-09,69.92,True,V036
EXP00999,D05,C04,2024-01-19,2024-01-19,96.65,True,V044
EXP01000,D05,C04,2024-01-12,2024-01-16,79.85,True,V023
EXP01001,D05,C04,2024-01-10,2024-01-16,74.33,True,V033
EXP01002,D05,C04,2024-01-24,2024-01-26,91.32,True,V057
EXP01003,D05,C04,2024-01-30,2024-01-30,81.18,True,V059
EXP01004,D05,C04,2024-01-13,2024-01-18,74.17,True,V032
EXP01005,D05,C04,2024-01-17,2024-01-17,79.03,True,V051
EXP01006,D05,C04,2024-01-04,2024-01-10,86.13,True,V025
EXP01007,D05,C04,2024-01-10,2024-01-17,60.11,True,V046
EXP01008,D05,C04,2024-01-20,2024-01-27,59.31,True,V028
EXP01009,D05,C04,2024-02-13,2024-02-14,64.22,True,V053
EXP01010,D05,C04,2024-02-07,2024-02-07,78.35,True,V017
EXP01011,D05,C04,2024-02-10,2024-02-14,58.35,True,V008
EXP01012,D05,C04,2024-02-05,2024-02-06,85.76,True,V006
EXP01013,D05,C04,2024-02-09,2024-02-11,85.7,True,V020
EXP01014,D05,C04,2024-02-07,2024-02-10,105.34,True,V002
EXP01015,D05,C04,2024-02-12,2024-02-12,64.64,True,V012
EXP01016,D05,C04,2024-02-05,2024-02-12,89.16,True,V059
EXP01017,D05,C04,2024-02-19,2024-02-23,107.6,True,V044
EXP01018,D05,C04,2024-02-03,2024-02-06,68.49,True,V059
EXP01019,D05,C04,2024-02-26,2024-02-26,77.48,True,V027
EXP01020,D05,C04,2024-02-28,2024-03-04,77.24,True,V060
EXP01021,D05,C04,2024-02-20,2024-02-25,106.66,True,V036
EXP01022,D05,C04,2024-02-02,2024-02-05,86.67,True,V056
EXP01023,D05,C04,2024-02-18,2024-02-23,65.75,True,V032
EXP01024,D05,C04,2024-02-16,2024-02-17,81.1,True,V041
EXP01025,D05,C04,2024-02-10,2024-02-11,70.5,True,V016
EXP01026,D05,C04,2024-02-25,2024-02-25,93.72,True,V003
EXP01027,D05,C04,2024-02-23,2024-02-23,58.67,True,V053
EXP01028,D05,C04,2024-02-05,2024-02-05,61.3,True,V041
EXP01029,D05,C04,2024-02-05,2024-02-09,92.48,True,V025
EXP01030,D05,C04,2024-02-18,2024-02-21,93.14,True,V022
EXP01031,D05,C04,2024-02-15,2024-02-19,68.67,False,V055
EXP01032,D05,C04,2024-02-17,2024-02-22,91.62,True,V053
EXP01033,D05,C04,2024-03-25,2024-04-08,62.59,True,V055
EXP01034,D05,C04,2024-03-08,2024-03-13,107.6,True,V001
EXP01035,D05,C04,2024-03-26,2024-04-04,66.72,True,V040
EXP01036,D05,C04,2024-03-09,2024-03-14,74.51,True,V026
EXP01037,D05,C04,2024-03-17,2024-03-23,106.15,True,V039
EXP01038,D05,C04,2024-03-28,2024-04-02,65.69,True,V047
EXP01039,D05,C04,2024-03-15,2024-03-22,84.18,True,V012
EXP01040,D05,C04,2024-03-11,2024-03-16,58.89,False,V010
EXP01041,D05,C04,2024-03-11,2024-03-12,103.97,False,V009
EXP01042,D05,C04,2024-03-25,2024-03-28,87.89,True,V007
EXP01043,D05,C04,2024-03-04,2024-03-06,85.43,True,V021
EXP01044,D05,C04,2024-03-10,2024-03-16,86.97,True,V018
EXP01045,D05,C04,2024-03-31,2024-04-03,90.82,True,V016
EXP01046,D05,C04,2024-03-04,2024-03-06,83.57,True,V056
EXP01047,D05,C04,2024-03-13,2024-03-19,90.97,True,V041
EXP01048,D05,C04,2024-03-23,2024-04-10,88.96,True,V053
EXP01049,D05,C04,2024-03-26,2024-04-05,88.59,True,V012
EXP01050,D05,C04,2024-03-03,2024-03-08,61.33,True,V015
EXP01051,D05,C04,2024-03-30,2024-04-09,88.8,True,V037
EXP01052,D05,C04,2024-03-25,2024-04-03,85.73,True,V019
EXP01053,D05,C04,2024-03-27,2024-04-10,91.03,True,V008
EXP01054,D05,C04,2024-03-07,2024-03-13,63.2,True,V059
EXP01055,D05,C04,2024-03-20,2024-04-14,70.53,True,V017
EXP01056,D05,C04,2024-03-24,2024-04-07,87.78,True,V047
EXP01057,D05,C05,2024-01-17,2024-01-17,1118.3,True,V046
EXP01058,D05,C05,2024-01-24,2024-01-26,1845.0,True,V018
EXP01059,D05,C05,2024-01-16,2024-01-22,1673.49,True,V032
EXP01060,D05,C05,2024-01-09,2024-01-16,1897.8,False,V043
EXP01061,D05,C05,2024-01-08,2024-01-08,1339.64,True,V027
EXP01062,D05,C05,2024-01-08,2024-01-11,1713.11,True,V024
EXP01063,D05,C05,2024-01-19,2024-01-22,1559.11,True,V011
EXP01064,D05,C05,2024-01-10,2024-01-13,1286.49,True,V009
EXP01065,D05,C05,2024-02-25,2024-02-25,1587.55,True,V039
EXP01066,D05,C05,2024-02-11,2024-02-14,1104.79,True,V048
EXP01067,D05,C05,2024-02-11,2024-02-13,1253.44,True,V009
EXP01068,D05,C05,2024-02-29,2024-02-29,1051.42,True,V038
EXP01069,D05,C05,2024-02-09,2024-02-10,1617.27,True,V054
EXP01070,D05,C05,2024-02-12,2024-02-13,1733.2,True,V056
EXP01071,D05,C05,2024-02-13,2024-02-16,1719.55,True,V013
EXP01072,D05,C05,2024-02-29,2024-02-29,1871.34,True,V039
EXP01073,D05,C05,2024-03-25,2024-03-25,1134.48,True,V050
EXP01074,D05,C05,2024-03-21,2024-04-10,1491.63,True,V037
EXP01075,D05,C05,2024-03-15,2024-03-19,1183.05,True,V051
EXP01076,D05,C05,2024-03-07,2024-03-11,1583.39,True,V017
EXP01077,D05,C05,2024-03-25,2024-04-08,1839.17,True,V020
EXP01078,D05,C05,2024-03-12,2024-03-12,1414.61,True,V027
EXP01079,D05,C05,2024-03-21,2024-04-03,1449.39,True,V020
EXP01080,D05,C05,2024-03-01,2024-03-05,1779.0,True,V058
EXP01081,D05,C06,2024-01-17,2024-01-22,611.61,True,V001
EXP01082,D05,C06,2024-01-29,2024-01-29,533.41,True,V037
EXP01083,D05,C06,2024-01-24,2024-01-26,417.19,True,V014
EXP01084,D05,C06,2024-01-04,2024-01-05,585.12,True,V040
EXP01085,D05,C06,2024-01-26,2024-01-26,412.17,True,V028
EXP01086,D05,C06,2024-01-15,2024-01-20,626.63,True,V033
EXP01087,D05,C06,2024-01-13,2024-01-19,625.72,True,V011
EXP01088,D05,C06,2024-01-27,2024-01-28,364.77,True,V028
EXP01089,D05,C06,2024-01-09,2024-01-09,467.76,True,V038
EXP01090,D05,C06,2024-01-08,2024-01-09,636.88,True,V011
EXP01091,D05,C06,2024-02-07,2024-02-08,638.74,True,V043
EXP01092,D05,C06,2024-02-23,2024-02-25,553.61,True,V039
EXP01093,D05,C06,2024-02-17,2024-02-19,544.71,True,V027
EXP01094,D05,C06,2024-02-06,2024-02-06,441.18,True,V057
EXP01095,D05,C06,2024-02-20,2024-02-22,564.16,True,V036
EXP01096,D05,C06,2024-02-20,2024-02-20,540.51,True,V028
EXP01097,D05,C06,2024-02-05,2024-02-06,552.8,True,V049
EXP01098,D05,C06,2024-02-08,2024-02-15,399.23,True,V017
EXP01099,D05,C06,2024-02-27,2024-02-29,486.96,False,V004
EXP01100,D05,C06,2024-02-06,2024-02-11,513.26,True,V012
EXP01101,D05,C06,2024-03-08,2024-03-09,557.47,True,V044
EXP01102,D05,C06,2024-03-30,2024-04-04,380.04,True,V055
EXP01103,D05,C06,2024-03-22,2024-04-01,579.14,True,V035
EXP01104,D05,C06,2024-03-27,2024-04-02,463.63,True,V047
EXP01105,D05,C06,2024-03-01,2024-03-03,402.49,True,V028
EXP01106,D05,C06,2024-03-31,2024-04-05,542.63,True,V050
EXP01107,D05,C06,2024-03-02,2024-03-07,564.33,True,V009
EXP01108,D05,C06,2024-03-27,2024-04-06,530.32,True,V001
EXP01109,D05,C06,2024-03-10,2024-03-12,387.7,False,V024
EXP01110,D05,C06,2024-03-06,2024-03-09,371.61,True,V020
EXP01111,D06,C01,2024-01-27,2024-01-27,1366.07,True,V047
EXP01112,D06,C01,2024-01-31,2024-01-31,1738.19,True,V009
EXP01113,D06,C01,2024-01-03,2024-01-07,1715.76,True,V014
EXP01114,D06,C01,2024-01-03,2024-01-03,1148.55,True,V012
EXP01115,D06,C01,2024-01-25,2024-01-29,1989.15,True,V040
EXP01116,D06,C01,2024-01-21,2024-01-22,1987.3,True,V043
EXP01117,D06,C01,2024-01-15,2024-01-20,1114.87,True,V008
EXP01118,D06,C01,2024-02-26,2024-02-26,1546.33,True,V001
EXP01119,D06,C01,2024-02-19,2024-02-26,1315.47,True,V049
EXP01120,D06,C01,2024-02-15,2024-02-21,1131.05,True,V011
EXP01121,D06,C01,2024-02-29,2024-02-29,1875.97,True,V009
EXP01122,D06,C01,2024-02-05,2024-02-09,1257.92,True,V018
EXP01123,D06,C01,2024-02-18,2024-02-18,1589.0,True,V030
EXP01124,D06,C01,2024-02-21,2024-02-22,1436.23,True,V039
EXP01125,D06,C01,2024-03-08,2024-03-12,1164.68,True,V034
EXP01126,D06,C01,2024-03-05,2024-03-09,1781.22,True,V056
EXP01127,D06,C01,2024-03-10,2024-03-17,1924.57,True,V045
EXP01128,D06,C01,2024-03-21,2024-03-24,1081.09,True,V026
EXP01129,D06,C01,2024-03-08,2024-03-08,1178.89,True,V059
EXP01130,D06,C01,2024-03-03,2024-03-08,1725.57,True,V022
EXP01131,D06,C01,2024-03-31,2024-04-13,1213.03,True,V052
EXP01132,D06,C02,2024-01-24,2024-01-26,360.38,True,V022
EXP01133,D06,C02,2024-01-26,2024-01-28,440.19,True,V033
EXP01134,D06,C02,2024-01-26,2024-01-28,398.88,True,V042
EXP01135,D06,C02,2024-01-25,2024-01-31,563.28,True,V028
EXP01136,D06,C02,2024-01-07,2024-01-09,504.12,True,V039
EXP01137,D06,C02,2024-01-06,2024-01-09,390.66,True,V008
EXP01138,D06,C02,2024-01-17,2024-01-19,406.59,True,V006
EXP01139,D06,C02,2024-01-01,2024-01-02,647.88,True,V015
EXP01140,D06,C02,2024-01-09,2024-01-10,454.8,True,V022
EXP01141,D06,C02,2024-01-21,2024-01-28,528.39,True,V043
EXP01142,D06,C02,2024-01-29,2024-01-30,526.33,True,V007
EXP01143,D06,C02,2024-01-10,2024-01-12,601.39,True,V037
EXP01144,D06,C02,2024-01-28,2024-01-28,525.35,True,V059
EXP01145,D06,C02,2024-01-13,2024-01-15,505.79,True,V041
EXP01146,D06,C02,2024-01-02,2024-01-04,387.4,True,V049
EXP01147,D06,C02,2024-01-26,2024-01-28,369.54,True,V001
EXP01148,D06,C02,2024-01-03,2024-01-04,378.34,True,V042
EXP01149,D06,C02,2024-01-01,2024-01-04,459.88,True,V004
EXP01150,D06,C02,2024-01-08,2024-01-11,589.63,True,V012
EXP01151,D06,C02,2024-01-11,2024-01-18,399.23,True,V057
EXP01152,D06,C02,2024-02-28,2024-02-29,573.29,True,V039
EXP01153,D06,C02,2024-02-17,2024-02-22,606.86,True,V011
EXP01154,D06,C02,2024-02-15,2024-02-18,455.34,True,V033
EXP01155,D06,C02,2024-02-28,2024-02-28,366.68,True,V003
EXP01156,D06,C02,2024-02-08,2024-02-08,414.68,False,V006
EXP01157,D06,C02,2024-02-25,2024-02-25,548.41,True,V009
EXP01158,D06,C02,2024-02-13,2024-02-13,488.8,True,V006
EXP01159,D06,C02,2024-02-14,2024-02-16,576.51,True,V044
EXP01160,D06,C02,2024-02-17,2024-02-21,505.18,True,V030
EXP01161,D06,C02,2024-02-01,2024-02-08,587.45,False,V058
EXP01162,D06,C02,2024-02-15,2024-02-21,364.5,True,V029
EXP01163,D06,C02,2024-02-04,2024-02-11,453.92,True,V027
EXP01164,D06,C02,2024-02-08,2024-02-14,575.97,True,V060
EXP01165,D06,C02,2024-02-10,2024-02-10,375.32,True,V013
EXP01166,D06,C02,2024-02-01,2024-02-04,378.27,True,V036
EXP01167,D06,C02,2024-02-04,2024-02-11,642.63,True,V032
EXP01168,D06,C02,2024-02-16,2024-02-22,445.58,True,V037
EXP01169,D06,C02,2024-02-15,2024-02-15,581.7,True,V053
EXP01170,D06,C02,2024-02-03,2024-02-03,451.49,True,V006
EXP01171,D06,C02,2024-02-10,2024-02-10,489.01,True,V048
EXP01172,D06,C02,2024-03-22,2024-04-09,615.13,True,V037
EXP01173,D06,C02,2024-03-29,2024-04-07,511.13,True,V035
EXP01174,D06,C02,2024-03-07,2024-03-07,440.41,True,V057
EXP01175,D06,C02,2024-03-22,2024-04-01,468.43,True,V012
EXP01176,D06,C02,2024-03-11,2024-03-13,626.2,False,V032
EXP01177,D06,C02,2024-03-26,2024-04-05,460.32,True,V045
EXP01178,D06,C02,2024-03-26,2024-04-04,510.07,True,V007
EXP01179,D06,C02,2024-03-14,2024-03-19,599.44,True,V009
EXP01180,D06,C02,2024-03-19,2024-03-26,476.38,True,V047
EXP01181,D06,C02,2024-03-28,2024-04-01,368.24,True,V002
EXP01182,D06,C02,2024-03-11,2024-03-12,465.26,True,V030
EXP01183,D06,C02,2024-03-18,2024-03-22,503.23,True,V034
EXP01184,D06,C02,2024-03-22,2024-04-14,462.18,True,V020
EXP01185,D06,C02,2024-03-09,2024-03-13,538.62,True,V008
EXP01186,D06,C02,2024-03-10,2024-03-15,568.44,True,V020
EXP01187,D06,C02,2024-03-11,2024-03-16,397.67,True,V023
EXP01188,D06,C02,2024-03-14,2024-03-14,367.5,True,V054
EXP01189,D06,C02,2024-03-27,2024-04-14,511.37,True,V044
EXP01190,D06,C02,2024-03-14,2024-03-18,636.06,True,V001
EXP01191,D06,C02,2024-03-17,2024-03-20,647.93,True,V002
EXP01192,D06,C03,2024-01-09,2024-01-10,1675.66,True,V052
EXP01193,D06,C03,2024-01-21,2024-01-25,1098.37,True,V034
EXP01194,D06,C03,2024-01-22,2024-01-29,1693.41,True,V033
EXP01195,D06,C03,2024-01-17,2024-01-20,1151.17,True,V053
EXP01196,D06,C03,2024-01-05,2024-01-08,1717.14,True,V042
EXP01197,D06,C03,2024-02-19,2024-02-19,1529.72,True,V052
EXP01198,D06,C03,2024-02-27,2024-03-07,1490.82,True,V007
EXP01199,D06,C03,2024-02-14,2024-02-19,991.0,True,V032
EXP01200,D06,C03,2024-02-25,2024-02-28,1663.47,True,V032
EXP01201,D06,C03,2024-02-02,2024-02-09,1587.52,False,V025
EXP01202,D06,C03,2024-03-16,2024-03-18,1341.65,True,V016
EXP01203,D06,C03,2024-03-23,2024-04-02,1043.26,True,V033
EXP01204,D06,C03,2024-03-16,2024-03-20,1176.04,False,V004
EXP01205,D06,C03,2024-03-20,2024-04-04,1566.89,True,V043
EXP01206,D06,C03,2024-03-02,2024-03-02,1626.23,True,V052
EXP01207,D06,C04,2024-01-16,2024-01-18,96.54,True,V007
EXP01208,D06,C04,2024-01-13,2024-01-15,89.65,True,V010
EXP01209,D06,C04,2024-01-22,2024-01-22,108.15,False,V042
EXP01210,D06,C04,2024-01-29,2024-01-29,91.18,True,V034
EXP01211,D06,C04,2024-01-28,2024-01-28,65.71,True,V010
EXP01212,D06,C04,2024-01-18,2024-01-25,78.74,True,V020
EXP01213,D06,C04,2024-01-14,2024-01-14,93.22,True,V019
EXP01214,D06,C04,2024-01-09,2024-01-15,63.83,True,V012
EXP01215,D06,C04,2024-01-28,2024-01-30,79.5,True,V002
EXP01216,D06,C04,2024-01-22,2024-01-27,79.04,True,V046
EXP01217,D06,C04,2024-01-30,2024-01-30,91.27,True,V039
EXP01218,D06,C04,2024-01-01,2024-01-01,114.09,True,V003
EXP01219,D06,C04,2024-01-20,2024-01-26,111.27,True,V012
EXP01220,D06,C04,2024-01-28,2024-02-01,85.55,True,V048
EXP01221,D06,C04,2024-01-15,2024-01-21,62.05,True,V024
EXP01222,D06,C04,2024-01-09,2024-01-14,103.63,True,V046
EXP01223,D06,C04,2024-01-03,2024-01-07,77.62,True,V029
EXP01224,D06,C04,2024-01-10,2024-01-16,84.92,True,V059
EXP01225,D06,C04,2024-01-16,2024-01-19,90.9,True,V029
EXP01226,D06,C04,2024-01-13,2024-01-16,84.56,True,V034
EXP01227,D06,C04,2024-01-26,2024-01-26,110.98,True,V018
EXP01228,D06,C04,2024-01-18,2024-01-20,98.99,True,V027
EXP01229,D06,C04,2024-01-03,2024-01-09,91.46,True,V033
