lot_id,product_id,line_id,batch_start_datetime,batch_end_datetime,quantity_produced
L03-0474,P020,L03,2024-01-22 19:07:00,2024-01-23 07:07:00,278
L03-0475,P011,L03,2024-01-22 11:17:00,2024-01-22 21:17:00,200
L03-0476,P012,L03,2024-01-22 23:31:00,2024-01-23 05:15:00,144
L03-0477,P018,L03,2024-01-22 16:08:00,2024-01-22 21:30:00,257
L03-0478,P022,L03,2024-01-22 13:21:00,2024-01-22 21:21:00,132
L03-0479,P012,L03,2024-01-22 13:49:00,2024-01-23 07:49:00,165
L03-0480,P012,L03,2024-01-22 15:19:00,2024-01-23 05:19:00,140
L03-0481,P021,L03,2024-01-22 10:28:00,2024-01-22 20:28:00,90
L03-0482,P020,L03,2024-01-22 12:08:00,2024-01-22 18:08:00,193
L03-0483,P023,L03,2024-01-22 19:29:00,2024-01-23 11:29:00,332
L03-0484,P021,L03,2024-01-22 23:55:00,2024-01-23 01:38:00,376
L03-0485,P024,L03,2024-01-22 19:38:00,2024-01-23 13:38:00,127
L03-0486,P012,L03,2024-01-22 14:00:00,2024-01-23 02:00:00,340
L03-0487,P013,L03,2024-01-22 15:22:00,2024-01-23 07:22:00,165
L03-0488,P012,L03,2024-01-22 07:28:00,2024-01-22 15:28:00,94
L03-0489,P009,L03,2024-01-22 19:04:00,2024-01-23 02:04:00,200
L03-0490,P021,L03,2024-01-22 17:00:00,2024-01-23 09:00:00,170
L03-0491,P019,L03,2024-01-22 19:14:00,2024-01-23 12:14:00,209
L03-0492,P010,L03,2024-01-22 10:39:00,2024-01-22 21:30:00,100
L03-0493,P012,L03,2024-01-22 06:30:00,2024-01-22 21:30:00,367
L03-0494,P012,L03,2024-01-22 08:36:00,2024-01-22 21:36:00,136
L03-0495,P015,L03,2024-01-22 08:25:00,2024-01-22 16:25:00,122
L03-0496,P016,L03,2024-01-22 06:37:00,2024-01-22 13:37:00,93
L03-0497,P013,L03,2024-01-22 07:17:00,2024-01-22 13:17:00,182
L01-0580,P013,L01,2024-01-23 11:15:00,2024-01-24 05:15:00,328
L01-0581,P015,L01,2024-01-23 23:37:00,2024-01-24 03:37:00,319
L01-0582,P009,L01,2024-01-23 18:39:00,2024-01-24 12:39:00,156
L01-0583,P011,L01,2024-01-23 12:51:00,2024-01-23 21:30:00,160
L01-0584,P002,L01,2024-01-23 10:18:00,2024-01-23 19:18:00,87
L01-0585,P006,L01,2024-01-23 17:10:00,2024-01-24 07:10:00,242
L01-0586,P011,L01,2024-01-23 22:37:00,2024-01-24 03:52:00,249
L01-0587,P011,L01,2024-01-23 11:28:00,2024-01-23 21:30:00,359
L01-0588,P002,L01,2024-01-23 17:27:00,2024-01-24 00:27:00,293
L01-0589,P010,L01,2024-01-23 13:43:00,2024-01-23 21:30:00,194
L01-0590,P016,L01,2024-01-23 07:37:00,2024-01-23 15:37:00,234
L01-0591,P013,L01,2024-01-23 22:37:00,2024-01-24 04:38:00,222
L01-0592,P004,L01,2024-01-23 09:25:00,2024-01-23 21:25:00,296
L01-0593,P015,L01,2024-01-23 17:54:00,2024-01-24 12:54:00,178
L01-0594,P011,L01,2024-01-23 07:57:00,2024-01-24 01:57:00,340
L01-0595,P001,L01,2024-01-23 12:50:00,2024-01-24 05:50:00,246
L01-0596,P003,L01,2024-01-23 11:50:00,2024-01-23 21:30:00,321
L01-0597,P015,L01,2024-01-23 09:36:00,2024-01-23 21:36:00,198
L01-0598,P004,L01,2024-01-23 22:57:00,2024-01-24 05:32:00,84
L01-0599,P002,L01,2024-01-23 14:02:00,2024-01-24 03:02:00,265
L01-0600,P008,L01,2024-01-23 10:42:00,2024-01-24 00:42:00,326
L01-0601,P009,L01,2024-01-23 15:53:00,2024-01-24 01:53:00,392
L01-0602,P010,L01,2024-01-23 06:37:00,2024-01-23 14:37:00,153
L01-0603,P011,L01,2024-01-23 15:52:00,2024-01-24 01:52:00,259
L01-0604,P016,L01,2024-01-23 10:17:00,2024-01-23 18:17:00,163
L01-0605,P013,L01,2024-01-23 19:37:00,2024-01-24 02:37:00,166
L01-0606,P001,L01,2024-01-23 08:45:00,2024-01-23 17:45:00,277
L01-0607,P002,L01,2024-01-23 15:44:00,2024-01-23 21:30:00,262
L01-0608,P001,L01,2024-01-23 23:48:00,2024-01-24 01:41:00,240
L01-0609,P007,L01,2024-01-23 17:19:00,2024-01-23 21:30:00,121
L01-0610,P006,L01,2024-01-23 14:40:00,2024-01-23 21:30:00,353
L01-0611,P015,L01,2024-01-23 12:41:00,2024-01-24 01:41:00,203
L02-0410,P020,L02,2024-01-23 17:34:00,2024-01-23 21:30:00,372
L02-0411,P020,L02,2024-01-23 13:40:00,2024-01-24 07:40:00,90
L02-0412,P008,L02,2024-01-23 11:30:00,2024-01-23 21:30:00,395
L02-0413,P024,L02,2024-01-23 23:17:00,2024-01-24 07:27:00,372
L02-0414,P004,L02,2024-01-23 12:33:00,2024-01-23 18:33:00,98
L02-0415,P018,L02,2024-01-23 13:25:00,2024-01-23 21:30:00,307
L02-0416,P002,L02,2024-01-23 22:42:00,2024-01-24 06:17:00,376
L02-0417,P005,L02,2024-01-23 15:52:00,2024-01-24 00:52:00,128
L02-0418,P018,L02,2024-01-23 12:58:00,2024-01-24 02:58:00,394
L02-0419,P008,L02,2024-01-23 06:16:00,2024-01-23 16:16:00,255
L02-0420,P024,L02,2024-01-23 14:55:00,2024-01-23 20:55:00,361
L02-0421,P018,L02,2024-01-23 14:37:00,2024-01-24 06:37:00,106
L02-0422,P007,L02,2024-01-23 06:14:00,2024-01-23 17:14:00,312
L02-0423,P007,L02,2024-01-23 08:09:00,2024-01-23 14:09:00,355
L02-0424,P018,L02,2024-01-23 07:30:00,2024-01-23 16:30:00,114
L03-0498,P020,L03,2024-01-23 12:11:00,2024-01-23 21:30:00,198
L03-0499,P019,L03,2024-01-23 10:42:00,2024-01-24 04:42:00,335
L03-0500,P021,L03,2024-01-23 23:46:00,2024-01-24 06:44:00,214
L03-0501,P009,L03,2024-01-23 22:31:00,2024-01-24 01:07:00,94
L03-0502,P015,L03,2024-01-23 08:56:00,2024-01-23 17:56:00,272
L03-0503,P013,L03,2024-01-23 18:41:00,2024-01-24 11:41:00,391
L03-0504,P018,L03,2024-01-23 14:41:00,2024-01-24 01:41:00,282
L03-0505,P022,L03,2024-01-23 13:37:00,2024-01-24 07:37:00,266
L03-0506,P012,L03,2024-01-23 08:17:00,2024-01-24 00:17:00,203
L03-0507,P021,L03,2024-01-23 11:31:00,2024-01-23 21:30:00,357
L03-0508,P018,L03,2024-01-23 08:51:00,2024-01-23 19:51:00,347
L03-0509,P022,L03,2024-01-23 22:38:00,2024-01-24 02:57:00,326
L03-0510,P010,L03,2024-01-23 09:32:00,2024-01-23 16:32:00,113
L03-0511,P024,L03,2024-01-23 13:51:00,2024-01-23 21:51:00,320
L03-0512,P015,L03,2024-01-23 08:07:00,2024-01-23 21:30:00,369
L03-0513,P013,L03,2024-01-23 14:03:00,2024-01-24 00:03:00,344
L03-0514,P011,L03,2024-01-23 23:03:00,2024-01-24 07:45:00,293
L03-0515,P024,L03,2024-01-23 13:48:00,2024-01-24 07:48:00,223
L03-0516,P023,L03,2024-01-23 23:37:00,2024-01-24 05:32:00,327
L03-0517,P011,L03,2024-01-23 10:58:00,2024-01-24 05:58:00,300
L01-0612,P009,L01,2024-01-24 18:59:00,2024-01-25 04:59:00,212
L01-0613,P014,L01,2024-01-24 18:09:00,2024-01-25 03:09:00,270
L01-0614,P004,L01,2024-01-24 18:45:00,2024-01-25 12:45:00,320
L01-0615,P016,L01,2024-01-24 08:54:00,2024-01-24 21:30:00,389
L01-0616,P003,L01,2024-01-24 15:10:00,2024-01-25 02:10:00,156
L01-0617,P002,L01,2024-01-24 16:51:00,2024-01-25 09:51:00,178
L01-0618,P016,L01,2024-01-24 18:30:00,2024-01-25 00:30:00,80
L01-0619,P002,L01,2024-01-24 08:24:00,2024-01-25 03:24:00,95
L01-0620,P012,L01,2024-01-24 23:45:00,2024-01-25 03:17:00,323
L01-0621,P013,L01,2024-01-24 08:05:00,2024-01-24 18:05:00,275
L01-0622,P006,L01,2024-01-24 23:29:00,2024-01-25 04:14:00,85
L01-0623,P002,L01,2024-01-24 22:14:00,2024-01-25 07:20:00,319
L01-0624,P005,L01,2024-01-24 17:28:00,2024-01-25 08:28:00,212
L01-0625,P002,L01,2024-01-24 17:36:00,2024-01-25 08:36:00,192
L01-0626,P011,L01,2024-01-24 17:48:00,2024-01-25 01:48:00,361
L01-0627,P015,L01,2024-01-24 19:31:00,2024-01-25 05:31:00,151
L01-0628,P016,L01,2024-01-24 23:42:00,2024-01-25 05:32:00,196
L01-0629,P013,L01,2024-01-24 23:22:00,2024-01-25 07:51:00,399
L01-0630,P013,L01,2024-01-24 07:51:00,2024-01-24 20:51:00,158
L02-0425,P002,L02,2024-01-24 18:24:00,2024-01-25 11:24:00,274
L02-0426,P020,L02,2024-01-24 16:33:00,2024-01-25 06:33:00,243
L02-0427,P006,L02,2024-01-24 18:42:00,2024-01-25 10:42:00,346
L02-0428,P003,L02,2024-01-24 22:45:00,2024-01-25 06:30:00,329
L02-0429,P003,L02,2024-01-24 07:30:00,2024-01-24 21:30:00,237
L02-0430,P002,L02,2024-01-24 13:14:00,2024-01-24 21:30:00,214
L02-0431,P023,L02,2024-01-24 08:18:00,2024-01-24 19:18:00,242
L02-0432,P021,L02,2024-01-24 15:28:00,2024-01-25 07:28:00,116
L02-0433,P002,L02,2024-01-24 08:29:00,2024-01-24 16:29:00,232
L02-0434,P019,L02,2024-01-24 15:20:00,2024-01-25 04:20:00,246
L02-0435,P019,L02,2024-01-24 17:53:00,2024-01-25 03:53:00,344
L02-0436,P017,L02,2024-01-24 10:37:00,2024-01-24 21:30:00,154
L02-0437,P018,L02,2024-01-24 07:53:00,2024-01-24 20:53:00,363
L02-0438,P023,L02,2024-01-24 12:16:00,2024-01-24 21:30:00,381
L02-0439,P017,L02,2024-01-24 10:38:00,2024-01-24 21:30:00,128
L02-0440,P019,L02,2024-01-24 12:42:00,2024-01-25 07:42:00,361
L03-0518,P012,L03,2024-01-24 12:33:00,2024-01-25 07:33:00,161
L03-0519,P019,L03,2024-01-24 13:01:00,2024-01-24 21:30:00,287
L03-0520,P024,L03,2024-01-24 19:40:00,2024-01-25 09:40:00,186
L03-0521,P022,L03,2024-01-24 12:42:00,2024-01-24 19:42:00,121
L03-0522,P022,L03,2024-01-24 14:38:00,2024-01-25 03:38:00,172
L03-0523,P010,L03,2024-01-24 22:09:00,2024-01-25 01:09:00,115
L03-0524,P009,L03,2024-01-24 12:26:00,2024-01-24 20:26:00,86
L03-0525,P024,L03,2024-01-24 15:12:00,2024-01-25 01:12:00,148
L03-0526,P013,L03,2024-01-24 09:42:00,2024-01-25 04:42:00,194
L03-0527,P015,L03,2024-01-24 22:23:00,2024-01-25 02:28:00,130
L03-0528,P009,L03,2024-01-24 19:05:00,2024-01-25 02:05:00,390
L03-0529,P018,L03,2024-01-24 10:31:00,2024-01-24 21:30:00,351
L03-0530,P022,L03,2024-01-24 23:46:00,2024-01-25 03:06:00,125
L03-0531,P022,L03,2024-01-24 17:57:00,2024-01-24 21:30:00,146
L03-0532,P018,L03,2024-01-24 23:42:00,2024-01-25 01:46:00,336
L01-0631,P009,L01,2024-01-25 13:27:00,2024-01-26 04:27:00,82
L01-0632,P011,L01,2024-01-25 17:18:00,2024-01-26 03:18:00,260
L01-0633,P003,L01,2024-01-25 13:49:00,2024-01-26 05:49:00,342
L01-0634,P010,L01,2024-01-25 09:02:00,2024-01-25 16:02:00,398
L01-0635,P010,L01,2024-01-25 17:18:00,2024-01-26 07:18:00,160
L01-0636,P005,L01,2024-01-25 09:33:00,2024-01-25 15:33:00,156
L01-0637,P013,L01,2024-01-25 14:39:00,2024-01-26 09:39:00,348
L01-0638,P003,L01,2024-01-25 14:35:00,2024-01-26 07:35:00,127
L01-0639,P012,L01,2024-01-25 18:02:00,2024-01-26 06:02:00,164
L01-0640,P016,L01,2024-01-25 23:40:00,2024-01-26 04:22:00,327
L01-0641,P010,L01,2024-01-25 15:14:00,2024-01-26 03:14:00,242
L01-0642,P002,L01,2024-01-25 22:31:00,2024-01-26 04:12:00,285
L01-0643,P009,L01,2024-01-25 07:04:00,2024-01-25 18:04:00,294
L01-0644,P009,L01,2024-01-25 18:00:00,2024-01-26 01:00:00,129
L01-0645,P009,L01,2024-01-25 08:18:00,2024-01-26 03:18:00,302
L01-0646,P005,L01,2024-01-25 07:46:00,2024-01-25 14:46:00,171
L01-0647,P011,L01,2024-01-25 14:47:00,2024-01-26 00:47:00,203
L01-0648,P005,L01,2024-01-25 23:32:00,2024-01-26 04:59:00,137
L01-0649,P009,L01,2024-01-25 19:40:00,2024-01-26 11:40:00,196
L01-0650,P010,L01,2024-01-25 10:00:00,2024-01-26 01:00:00,371
L01-0651,P011,L01,2024-01-25 13:15:00,2024-01-26 06:15:00,276
L01-0652,P013,L01,2024-01-25 10:40:00,2024-01-25 21:40:00,263
L01-0653,P015,L01,2024-01-25 06:32:00,2024-01-26 01:32:00,386
L01-0654,P013,L01,2024-01-25 22:28:00,2024-01-26 05:40:00,389
L01-0655,P013,L01,2024-01-25 19:34:00,2024-01-26 02:34:00,200
L01-0656,P014,L01,2024-01-25 19:48:00,2024-01-26 01:48:00,356
L02-0441,P002,L02,2024-01-25 23:10:00,2024-01-26 05:32:00,118
L02-0442,P002,L02,2024-01-25 23:09:00,2024-01-26 04:49:00,245
L02-0443,P018,L02,2024-01-25 16:27:00,2024-01-26 11:27:00,245
L02-0444,P018,L02,2024-01-25 23:38:00,2024-01-26 07:07:00,349
L02-0445,P017,L02,2024-01-25 17:09:00,2024-01-26 09:09:00,117
L02-0446,P003,L02,2024-01-25 08:10:00,2024-01-25 19:10:00,198
L02-0447,P017,L02,2024-01-25 09:07:00,2024-01-25 18:07:00,86
L02-0448,P001,L02,2024-01-25 11:52:00,2024-01-25 21:30:00,372
L02-0449,P003,L02,2024-01-25 16:13:00,2024-01-26 09:13:00,216
L02-0450,P008,L02,2024-01-25 17:00:00,2024-01-26 09:00:00,330
L02-0451,P018,L02,2024-01-25 16:31:00,2024-01-26 04:31:00,204
L02-0452,P019,L02,2024-01-25 14:05:00,2024-01-26 00:05:00,165
L02-0453,P024,L02,2024-01-25 16:25:00,2024-01-26 00:25:00,254
L02-0454,P022,L02,2024-01-25 16:13:00,2024-01-26 01:13:00,88
L02-0455,P007,L02,2024-01-25 23:08:00,2024-01-26 05:34:00,156
L02-0456,P021,L02,2024-01-25 17:44:00,2024-01-26 07:44:00,362
L02-0457,P002,L02,2024-01-25 11:55:00,2024-01-25 21:30:00,346
L02-0458,P022,L02,2024-01-25 10:18:00,2024-01-25 21:30:00,334
L02-0459,P007,L02,2024-01-25 09:35:00,2024-01-25 16:35:00,187
L02-0460,P021,L02,2024-01-25 23:25:00,2024-01-26 01:01:00,138
L02-0461,P024,L02,2024-01-25 07:31:00,2024-01-25 21:30:00,280
L03-0533,P010,L03,2024-01-25 15:03:00,2024-01-25 21:03:00,117
L03-0534,P022,L03,2024-01-25 07:36:00,2024-01-25 15:36:00,392
L03-0535,P010,L03,2024-01-25 12:03:00,2024-01-25 18:03:00,252
L03-0536,P012,L03,2024-01-25 11:08:00,2024-01-26 00:08:00,257
L03-0537,P011,L03,2024-01-25 13:50:00,2024-01-25 21:30:00,348
L03-0538,P009,L03,2024-01-25 18:58:00,2024-01-26 03:58:00,394
L03-0539,P010,L03,2024-01-25 22:22:00,2024-01-26 07:36:00,277
L03-0540,P018,L03,2024-01-25 07:28:00,2024-01-25 16:28:00,144
L03-0541,P019,L03,2024-01-25 19:04:00,2024-01-26 11:04:00,231
L03-0542,P010,L03,2024-01-25 22:31:00,2024-01-26 07:27:00,80
L03-0543,P024,L03,2024-01-25 23:21:00,2024-01-26 01:41:00,136
L03-0544,P010,L03,2024-01-25 22:14:00,2024-01-26 03:30:00,158
L03-0545,P019,L03,2024-01-25 23:32:00,2024-01-26 01:06:00,113
L03-0546,P021,L03,2024-01-25 10:18:00,2024-01-26 02:18:00,174
L03-0547,P017,L03,2024-01-25 09:50:00,2024-01-25 18:50:00,167
L03-0548,P016,L03,2024-01-25 19:52:00,2024-01-26 03:52:00,132
L03-0549,P010,L03,2024-01-25 12:45:00,2024-01-25 20:45:00,330
L03-0550,P012,L03,2024-01-25 07:15:00,2024-01-25 21:15:00,301
L03-0551,P022,L03,2024-01-25 15:43:00,2024-01-26 01:43:00,315
L03-0552,P014,L03,2024-01-25 18:45:00,2024-01-26 11:45:00,172
L01-0657,P012,L01,2024-01-26 16:27:00,2024-01-27 11:27:00,190
L01-0658,P014,L01,2024-01-26 15:58:00,2024-01-27 02:58:00,216
L01-0659,P007,L01,2024-01-26 16:25:00,2024-01-27 08:25:00,216
L01-0660,P004,L01,2024-01-26 13:42:00,2024-01-27 03:42:00,195
L01-0661,P002,L01,2024-01-26 19:25:00,2024-01-27 01:25:00,91
L01-0662,P009,L01,2024-01-26 11:48:00,2024-01-27 01:48:00,292
L01-0663,P008,L01,2024-01-26 07:43:00,2024-01-26 13:43:00,310
L01-0664,P009,L01,2024-01-26 15:37:00,2024-01-27 07:37:00,276
L01-0665,P001,L01,2024-01-26 09:08:00,2024-01-27 03:08:00,142
L01-0666,P005,L01,2024-01-26 16:02:00,2024-01-26 21:30:00,213
L01-0667,P001,L01,2024-01-26 14:08:00,2024-01-27 09:08:00,227
L01-0668,P005,L01,2024-01-26 06:30:00,2024-01-26 17:30:00,239
L01-0669,P015,L01,2024-01-26 12:11:00,2024-01-26 21:30:00,127
L01-0670,P003,L01,2024-01-26 11:23:00,2024-01-26 18:23:00,173
L01-0671,P012,L01,2024-01-26 22:50:00,2024-01-27 04:01:00,237
L01-0672,P001,L01,2024-01-26 16:37:00,2024-01-27 06:37:00,369
L01-0673,P009,L01,2024-01-26 09:39:00,2024-01-26 21:30:00,191
L01-0674,P015,L01,2024-01-26 15:32:00,2024-01-27 03:32:00,210
L01-0675,P006,L01,2024-01-26 12:16:00,2024-01-27 01:16:00,94
L01-0676,P004,L01,2024-01-26 08:39:00,2024-01-26 15:39:00,354
L01-0677,P010,L01,2024-01-26 12:13:00,2024-01-27 00:13:00,230
L01-0678,P005,L01,2024-01-26 12:57:00,2024-01-27 00:57:00,389
L01-0679,P015,L01,2024-01-26 17:26:00,2024-01-27 03:26:00,110
L01-0680,P014,L01,2024-01-26 07:49:00,2024-01-26 21:30:00,107
L01-0681,P011,L01,2024-01-26 17:57:00,2024-01-27 07:57:00,87
L02-0462,P003,L02,2024-01-26 08:18:00,2024-01-26 18:18:00,174
L02-0463,P005,L02,2024-01-26 18:59:00,2024-01-27 09:59:00,345
L02-0464,P024,L02,2024-01-26 07:42:00,2024-01-26 16:42:00,110
L02-0465,P019,L02,2024-01-26 23:39:00,2024-01-27 01:27:00,306
L02-0466,P024,L02,2024-01-26 11:50:00,2024-01-26 19:50:00,103
L02-0467,P006,L02,2024-01-26 12:02:00,2024-01-26 20:02:00,89
L02-0468,P018,L02,2024-01-26 06:13:00,2024-01-26 20:13:00,270
L02-0469,P004,L02,2024-01-26 22:02:00,2024-01-27 03:43:00,292
L02-0470,P007,L02,2024-01-26 08:11:00,2024-01-27 00:11:00,215
L02-0471,P003,L02,2024-01-26 06:41:00,2024-01-26 15:41:00,322
L02-0472,P022,L02,2024-01-26 22:59:00,2024-01-27 06:11:00,259
L02-0473,P003,L02,2024-01-26 08:58:00,2024-01-26 17:58:00,187
L03-0553,P023,L03,2024-01-26 07:26:00,2024-01-27 00:26:00,101
L03-0554,P023,L03,2024-01-26 10:51:00,2024-01-26 18:51:00,183
L03-0555,P022,L03,2024-01-26 17:53:00,2024-01-27 01:53:00,124
L03-0556,P023,L03,2024-01-26 15:03:00,2024-01-27 04:03:00,192
L03-0557,P024,L03,2024-01-26 15:38:00,2024-01-27 05:38:00,396
L03-0558,P024,L03,2024-01-26 09:44:00,2024-01-27 03:44:00,169
L03-0559,P019,L03,2024-01-26 07:22:00,2024-01-26 15:22:00,352
L03-0560,P011,L03,2024-01-26 17:15:00,2024-01-27 04:15:00,101
L03-0561,P010,L03,2024-01-26 09:04:00,2024-01-27 04:04:00,166
L03-0562,P021,L03,2024-01-26 13:50:00,2024-01-27 05:50:00,358
L03-0563,P014,L03,2024-01-26 11:33:00,2024-01-26 21:33:00,227
L03-0564,P021,L03,2024-01-26 08:31:00,2024-01-27 02:31:00,399
L03-0565,P023,L03,2024-01-26 18:20:00,2024-01-27 06:20:00,212
L03-0566,P019,L03,2024-01-26 09:58:00,2024-01-27 04:58:00,214
L03-0567,P021,L03,2024-01-26 16:44:00,2024-01-27 07:44:00,372
L03-0568,P013,L03,2024-01-26 16:06:00,2024-01-27 08:06:00,205
L03-0569,P015,L03,2024-01-26 12:53:00,2024-01-27 00:53:00,192
L03-0570,P024,L03,2024-01-26 10:06:00,2024-01-26 21:30:00,348
L03-0571,P022,L03,2024-01-26 12:08:00,2024-01-27 02:08:00,375
L03-0572,P012,L03,2024-01-26 23:56:00,2024-01-27 07:54:00,195
L03-0573,P023,L03,2024-01-26 09:12:00,2024-01-26 20:12:00,257
L03-0574,P016,L03,2024-01-26 12:52:00,2024-01-26 21:52:00,96
L03-0575,P022,L03,2024-01-26 10:42:00,2024-01-27 03:42:00,171
L03-0576,P017,L03,2024-01-26 11:17:00,2024-01-27 02:17:00,361
L03-0577,P018,L03,2024-01-26 17:27:00,2024-01-27 06:27:00,306
L03-0578,P011,L03,2024-01-26 11:39:00,2024-01-26 21:30:00,321
L03-0579,P014,L03,2024-01-26 08:52:00,2024-01-26 21:52:00,168
L03-0580,P020,L03,2024-01-26 23:58:00,2024-01-27 03:12:00,214
L03-0581,P022,L03,2024-01-26 07:59:00,2024-01-26 17:59:00,143
L01-0682,P003,L01,2024-01-27 22:45:00,2024-01-28 04:26:00,236
L01-0683,P008,L01,2024-01-27 19:55:00,2024-01-28 03:55:00,110
L01-0684,P013,L01,2024-01-27 12:07:00,2024-01-28 06:07:00,277
L01-0685,P008,L01,2024-01-27 15:37:00,2024-01-28 04:37:00,303
L01-0686,P003,L01,2024-01-27 15:15:00,2024-01-27 21:30:00,373
L01-0687,P001,L01,2024-01-27 22:13:00,2024-01-28 03:07:00,229
L01-0688,P009,L01,2024-01-27 23:24:00,2024-01-28 05:26:00,181
L01-0689,P009,L01,2024-01-27 07:31:00,2024-01-27 21:31:00,286
L01-0690,P014,L01,2024-01-27 11:52:00,2024-01-27 21:52:00,359
L01-0691,P015,L01,2024-01-27 17:44:00,2024-01-28 05:44:00,304
L01-0692,P003,L01,2024-01-27 18:48:00,2024-01-28 11:48:00,353
L01-0693,P006,L01,2024-01-27 09:14:00,2024-01-28 00:14:00,243
L01-0694,P004,L01,2024-01-27 12:21:00,2024-01-28 04:21:00,116
L01-0695,P002,L01,2024-01-27 10:55:00,2024-01-27 21:30:00,221
L01-0696,P001,L01,2024-01-27 09:59:00,2024-01-28 01:59:00,316
L01-0697,P002,L01,2024-01-27 12:48:00,2024-01-28 01:48:00,109
L01-0698,P009,L01,2024-01-27 15:09:00,2024-01-28 07:09:00,186
L01-0699,P003,L01,2024-01-27 16:02:00,2024-01-28 05:02:00,210
L01-0700,P004,L01,2024-01-27 17:51:00,2024-01-28 09:51:00,278
L01-0701,P002,L01,2024-01-27 19:47:00,2024-01-28 06:47:00,100
L01-0702,P012,L01,2024-01-27 14:40:00,2024-01-28 03:40:00,264
L01-0703,P011,L01,2024-01-27 22:54:00,2024-01-28 06:15:00,215
L01-0704,P016,L01,2024-01-27 11:20:00,2024-01-28 02:20:00,323
L01-0705,P002,L01,2024-01-27 19:52:00,2024-01-28 12:52:00,315
L01-0706,P004,L01,2024-01-27 16:53:00,2024-01-28 10:53:00,161
L01-0707,P008,L01,2024-01-27 12:01:00,2024-01-27 21:01:00,398
L01-0708,P011,L01,2024-01-27 15:39:00,2024-01-28 01:39:00,352
L01-0709,P003,L01,2024-01-27 10:50:00,2024-01-27 17:50:00,83
L01-0710,P004,L01,2024-01-27 09:28:00,2024-01-27 17:28:00,200
L02-0474,P017,L02,2024-01-27 23:46:00,2024-01-28 02:12:00,321
L02-0475,P023,L02,2024-01-27 22:28:00,2024-01-28 05:43:00,370
L02-0476,P023,L02,2024-01-27 15:20:00,2024-01-28 01:20:00,100
L02-0477,P021,L02,2024-01-27 19:21:00,2024-01-28 01:21:00,369
L02-0478,P004,L02,2024-01-27 09:08:00,2024-01-28 04:08:00,140
L02-0479,P001,L02,2024-01-27 22:00:00,2024-01-28 04:13:00,106
L02-0480,P023,L02,2024-01-27 11:59:00,2024-01-27 21:59:00,306
L02-0481,P024,L02,2024-01-27 23:26:00,2024-01-28 04:10:00,229
L02-0482,P005,L02,2024-01-27 07:02:00,2024-01-27 20:02:00,377
L02-0483,P001,L02,2024-01-27 16:11:00,2024-01-28 01:11:00,129
L02-0484,P019,L02,2024-01-27 18:40:00,2024-01-28 03:40:00,102
L02-0485,P018,L02,2024-01-27 23:03:00,2024-01-28 04:02:00,311
L02-0486,P023,L02,2024-01-27 10:51:00,2024-01-27 20:51:00,157
L02-0487,P018,L02,2024-01-27 18:04:00,2024-01-28 11:04:00,131
L02-0488,P021,L02,2024-01-27 12:51:00,2024-01-28 03:51:00,126
L03-0582,P011,L03,2024-01-27 09:37:00,2024-01-27 17:37:00,222
L03-0583,P016,L03,2024-01-27 11:58:00,2024-01-27 17:58:00,388
L03-0584,P016,L03,2024-01-27 19:36:00,2024-01-28 09:36:00,320
L03-0585,P014,L03,2024-01-27 10:28:00,2024-01-28 02:28:00,162
L03-0586,P010,L03,2024-01-27 22:58:00,2024-01-28 06:51:00,185
L03-0587,P010,L03,2024-01-27 13:44:00,2024-01-28 04:44:00,210
L03-0588,P017,L03,2024-01-27 12:59:00,2024-01-28 07:59:00,327
L03-0589,P024,L03,2024-01-27 10:53:00,2024-01-27 19:53:00,209
L03-0590,P018,L03,2024-01-27 07:33:00,2024-01-27 13:33:00,351
L03-0591,P016,L03,2024-01-27 07:22:00,2024-01-27 15:22:00,344
L03-0592,P023,L03,2024-01-27 23:36:00,2024-01-28 07:06:00,150
L03-0593,P020,L03,2024-01-27 22:00:00,2024-01-28 04:42:00,212
L03-0594,P020,L03,2024-01-27 09:09:00,2024-01-27 16:09:00,138
L03-0595,P018,L03,2024-01-27 23:18:00,2024-01-28 03:10:00,353
L03-0596,P021,L03,2024-01-27 06:16:00,2024-01-27 20:16:00,339
L03-0597,P017,L03,2024-01-27 09:00:00,2024-01-27 15:00:00,217
L03-0598,P018,L03,2024-01-27 22:54:00,2024-01-28 07:38:00,247
L03-0599,P018,L03,2024-01-27 14:22:00,2024-01-28 05:22:00,292
L03-0600,P021,L03,2024-01-27 23:37:00,2024-01-28 07:38:00,265
L03-0601,P023,L03,2024-01-27 12:15:00,2024-01-28 00:15:00,119
L03-0602,P013,L03,2024-01-27 10:47:00,2024-01-27 16:47:00,203
L03-0603,P020,L03,2024-01-27 23:49:00,2024-01-28 05:12:00,320
L03-0604,P009,L03,2024-01-27 10:05:00,2024-01-27 17:05:00,84
L03-0605,P017,L03,2024-01-27 22:56:00,2024-01-28 07:10:00,179
L03-0606,P023,L03,2024-01-27 14:59:00,2024-01-28 04:59:00,294
L03-0607,P019,L03,2024-01-27 10:31:00,2024-01-28 04:31:00,200
L03-0608,P013,L03,2024-01-27 16:57:00,2024-01-28 05:57:00,332
L03-0609,P018,L03,2024-01-27 11:19:00,2024-01-28 03:19:00,363
L01-0711,P013,L01,2024-01-28 23:06:00,2024-01-29 04:35:00,292
L01-0712,P013,L01,2024-01-28 12:35:00,2024-01-28 18:35:00,344
L01-0713,P016,L01,2024-01-28 10:21:00,2024-01-28 16:21:00,382
