account_id,segment,valid_from,valid_to
ACC00648,SMB,2020-01-01,
ACC00649,SMB,2020-01-01,
ACC00650,Mid-Market,2020-01-01,
ACC00651,Mid-Market,2020-01-01,
ACC00652,SMB,2020-01-01,2025-03-31
ACC00652,Mid-Market,2025-04-01,
ACC00653,SMB,2020-01-01,
ACC00654,Mid-Market,2020-01-01,
ACC00655,Mid-Market,2020-01-01,
ACC00656,SMB,2020-01-01,2025-03-31
ACC00656,Mid-Market,2025-04-01,
ACC00657,SMB,2020-01-01,2025-03-31
ACC00657,Mid-Market,2025-04-01,
ACC00658,SMB,2020-01-01,
ACC00659,SMB,2020-01-01,2025-03-31
ACC00659,Mid-Market,2025-04-01,
ACC00660,Enterprise,2020-01-01,
ACC00661,SMB,2020-01-01,
ACC00662,SMB,2020-01-01,
ACC00663,SMB,2020-01-01,
ACC00664,Mid-Market,2020-01-01,
ACC00665,SMB,2020-01-01,
ACC00666,Enterprise,2020-01-01,
ACC00667,SMB,2020-01-01,
ACC00668,Mid-Market,2020-01-01,
ACC00669,SMB,2020-01-01,
ACC00670,SMB,2020-01-01,
ACC00671,Mid-Market,2020-01-01,
ACC00672,SMB,2020-01-01,
ACC00673,SMB,2020-01-01,
ACC00674,SMB,2020-01-01,
ACC00675,SMB,2020-01-01,
ACC00676,SMB,2020-01-01,
ACC00677,SMB,2020-01-01,
ACC00678,SMB,2020-01-01,
ACC00679,SMB,2020-01-01,
ACC00680,SMB,2020-01-01,
ACC00681,SMB,2020-01-01,
ACC00682,SMB,2020-01-01,
ACC00683,SMB,2020-01-01,
ACC00684,SMB,2020-01-01,
ACC00685,SMB,2020-01-01,
ACC00686,SMB,2020-01-01,
ACC00687,SMB,2020-01-01,
ACC00688,Enterprise,2020-01-01,
ACC00689,SMB,2020-01-01,
ACC00690,SMB,2020-01-01,
ACC00691,SMB,2020-01-01,
ACC00692,SMB,2020-01-01,
ACC00693,Enterprise,2020-01-01,
ACC00694,SMB,2020-01-01,
ACC00695,Mid-Market,2020-01-01,
ACC00696,SMB,2020-01-01,
ACC00697,SMB,2020-01-01,
ACC00698,SMB,2020-01-01,
ACC00699,SMB,2020-01-01,2025-03-31
ACC00699,Mid-Market,2025-04-01,
ACC00700,SMB,2020-01-01,2025-03-31
ACC00700,Mid-Market,2025-04-01,
ACC00701,Mid-Market,2020-01-01,
ACC00702,SMB,2020-01-01,
ACC00703,SMB,2020-01-01,
ACC00704,SMB,2020-01-01,
ACC00705,SMB,2020-01-01,2025-03-31
ACC00705,Mid-Market,2025-04-01,
ACC00706,SMB,2020-01-01,
ACC00707,Mid-Market,2020-01-01,
ACC00708,SMB,2020-01-01,2025-03-31
ACC00708,Mid-Market,2025-04-01,
ACC00709,SMB,2020-01-01,
ACC00710,Mid-Market,2020-01-01,
ACC00711,Mid-Market,2020-01-01,
ACC00712,Mid-Market,2020-01-01,
ACC00713,SMB,2020-01-01,
ACC00714,SMB,2020-01-01,
ACC00715,SMB,2020-01-01,
ACC00716,SMB,2020-01-01,
ACC00717,SMB,2020-01-01,
ACC00718,Enterprise,2020-01-01,
ACC00719,SMB,2020-01-01,2025-03-31
ACC00719,Mid-Market,2025-04-01,
ACC00720,Mid-Market,2020-01-01,
ACC00721,Enterprise,2020-01-01,
ACC00722,SMB,2020-01-01,
ACC00723,Mid-Market,2020-01-01,
ACC00724,SMB,2020-01-01,
ACC00725,SMB,2020-01-01,
ACC00726,SMB,2020-01-01,
ACC00727,SMB,2020-01-01,
ACC00728,SMB,2020-01-01,
ACC00729,SMB,2020-01-01,
ACC00730,Enterprise,2020-01-01,
ACC00731,SMB,2020-01-01,
ACC00732,SMB,2020-01-01,2025-03-31
ACC00732,Mid-Market,2025-04-01,
ACC00733,SMB,2020-01-01,
ACC00734,SMB,2020-01-01,
ACC00735,SMB,2020-01-01,2025-03-31
ACC00735,Mid-Market,2025-04-01,
ACC00736,SMB,2020-01-01,
ACC00737,SMB,2020-01-01,
ACC00738,SMB,2020-01-01,2025-03-31
ACC00738,Mid-Market,2025-04-01,
ACC00739,SMB,2020-01-01,
ACC00740,SMB,2020-01-01,
ACC00741,Enterprise,2020-01-01,
ACC00742,SMB,2020-01-01,
ACC00743,SMB,2020-01-01,
ACC00744,SMB,2020-01-01,2025-03-31
ACC00744,Mid-Market,2025-04-01,
ACC00745,SMB,2020-01-01,
ACC00746,SMB,2020-01-01,2025-03-31
ACC00746,Mid-Market,2025-04-01,
ACC00747,Mid-Market,2020-01-01,
ACC00748,SMB,2020-01-01,
ACC00749,SMB,2020-01-01,
ACC00750,Enterprise,2020-01-01,
ACC00751,Mid-Market,2020-01-01,
ACC00752,SMB,2020-01-01,
ACC00753,SMB,2020-01-01,
ACC00754,Mid-Market,2020-01-01,
ACC00755,SMB,2020-01-01,
ACC00756,SMB,2020-01-01,
ACC00757,Mid-Market,2020-01-01,
ACC00758,Mid-Market,2020-01-01,
ACC00759,Mid-Market,2020-01-01,
ACC00760,SMB,2020-01-01,
ACC00761,SMB,2020-01-01,
ACC00762,SMB,2020-01-01,
ACC00763,Enterprise,2020-01-01,
ACC00764,SMB,2020-01-01,2025-03-31
ACC00764,Mid-Market,2025-04-01,
ACC00765,SMB,2020-01-01,
ACC00766,SMB,2020-01-01,
ACC00767,SMB,2020-01-01,
ACC00768,SMB,2020-01-01,
ACC00769,SMB,2020-01-01,
ACC00770,SMB,2020-01-01,
ACC00771,Mid-Market,2020-01-01,
ACC00772,SMB,2020-01-01,
ACC00773,SMB,2020-01-01,
ACC00774,SMB,2020-01-01,
ACC00775,Mid-Market,2020-01-01,
ACC00776,SMB,2020-01-01,
ACC00777,Enterprise,2020-01-01,
ACC00778,Enterprise,2020-01-01,
ACC00779,SMB,2020-01-01,
ACC00780,SMB,2020-01-01,2025-03-31
ACC00780,Mid-Market,2025-04-01,
ACC00781,Enterprise,2020-01-01,
ACC00782,SMB,2020-01-01,
ACC00783,Mid-Market,2020-01-01,
ACC00784,SMB,2020-01-01,
ACC00785,SMB,2020-01-01,
ACC00786,SMB,2020-01-01,
ACC00787,SMB,2020-01-01,
ACC00788,SMB,2020-01-01,2025-03-31
ACC00788,Mid-Market,2025-04-01,
ACC00789,SMB,2020-01-01,
ACC00790,SMB,2020-01-01,
ACC00791,SMB,2020-01-01,
ACC00792,Mid-Market,2020-01-01,
ACC00793,SMB,2020-01-01,
ACC00794,Mid-Market,2020-01-01,
ACC00795,Enterprise,2020-01-01,
ACC00796,SMB,2020-01-01,
ACC00797,SMB,2020-01-01,
ACC00798,Enterprise,2020-01-01,
ACC00799,SMB,2020-01-01,2025-03-31
ACC00799,Mid-Market,2025-04-01,
ACC00800,SMB,2020-01-01,
ACC00801,Mid-Market,2020-01-01,
ACC00802,SMB,2020-01-01,
ACC00803,SMB,2020-01-01,
ACC00804,SMB,2020-01-01,
ACC00805,Mid-Market,2020-01-01,
ACC00806,SMB,2020-01-01,
ACC00807,SMB,2020-01-01,
ACC00808,Mid-Market,2020-01-01,
ACC00809,SMB,2020-01-01,
ACC00810,SMB,2020-01-01,
ACC00811,SMB,2020-01-01,2025-03-31
ACC00811,Mid-Market,2025-04-01,
ACC00812,Mid-Market,2020-01-01,
ACC00813,SMB,2020-01-01,
ACC00814,SMB,2020-01-01,
ACC00815,SMB,2020-01-01,
ACC00816,SMB,2020-01-01,
ACC00817,SMB,2020-01-01,2025-03-31
ACC00817,Mid-Market,2025-04-01,
ACC00818,SMB,2020-01-01,
ACC00819,Enterprise,2020-01-01,
ACC00820,Mid-Market,2020-01-01,
ACC00821,Mid-Market,2020-01-01,
ACC00822,Mid-Market,2020-01-01,
ACC00823,SMB,2020-01-01,2025-03-31
ACC00823,Mid-Market,2025-04-01,
ACC00824,SMB,2020-01-01,
ACC00825,Mid-Market,2020-01-01,
ACC00826,Mid-Market,2020-01-01,
ACC00827,Enterprise,2020-01-01,
ACC00828,SMB,2020-01-01,
ACC00829,SMB,2020-01-01,
ACC00830,SMB,2020-01-01,
ACC00831,Mid-Market,2020-01-01,
ACC00832,SMB,2020-01-01,
ACC00833,Mid-Market,2020-01-01,
ACC00834,Enterprise,2020-01-01,
ACC00835,Mid-Market,2020-01-01,
ACC00836,SMB,2020-01-01,
ACC00837,SMB,2020-01-01,2025-03-31
ACC00837,Mid-Market,2025-04-01,
ACC00838,Enterprise,2020-01-01,
ACC00839,Mid-Market,2020-01-01,
ACC00840,SMB,2020-01-01,
ACC00841,SMB,2020-01-01,2025-03-31
ACC00841,Mid-Market,2025-04-01,
ACC00842,Mid-Market,2020-01-01,
ACC00843,Mid-Market,2020-01-01,
ACC00844,SMB,2020-01-01,
ACC00845,SMB,2020-01-01,
ACC00846,SMB,2020-01-01,2025-03-31
ACC00846,Mid-Market,2025-04-01,
ACC00847,Mid-Market,2020-01-01,
ACC00848,SMB,2020-01-01,2025-03-31
ACC00848,Mid-Market,2025-04-01,
ACC00849,SMB,2020-01-01,
ACC00850,SMB,2020-01-01,
ACC00851,SMB,2020-01-01,
ACC00852,SMB,2020-01-01,
ACC00853,SMB,2020-01-01,2025-03-31
ACC00853,Mid-Market,2025-04-01,
ACC00854,SMB,2020-01-01,
ACC00855,Mid-Market,2020-01-01,
ACC00856,SMB,2020-01-01,2025-03-31
ACC00856,Mid-Market,2025-04-01,
ACC00857,SMB,2020-01-01,
ACC00858,SMB,2020-01-01,
ACC00859,Enterprise,2020-01-01,
ACC00860,SMB,2020-01-01,2025-03-31
ACC00860,Mid-Market,2025-04-01,
ACC00861,SMB,2020-01-01,
ACC00862,SMB,2020-01-01,2025-03-31
ACC00862,Mid-Market,2025-04-01,
ACC00863,Mid-Market,2020-01-01,
ACC00864,Mid-Market,2020-01-01,
ACC00865,SMB,2020-01-01,
ACC00866,SMB,2020-01-01,
ACC00867,Mid-Market,2020-01-01,
ACC00868,Mid-Market,2020-01-01,
ACC00869,SMB,2020-01-01,
ACC00870,SMB,2020-01-01,
ACC00871,SMB,2020-01-01,
ACC00872,SMB,2020-01-01,2025-03-31
ACC00872,Mid-Market,2025-04-01,
ACC00873,Enterprise,2020-01-01,
ACC00874,SMB,2020-01-01,
ACC00875,Enterprise,2020-01-01,
ACC00876,SMB,2020-01-01,2025-03-31
ACC00876,Mid-Market,2025-04-01,
ACC00877,Mid-Market,2020-01-01,
ACC00878,SMB,2020-01-01,
ACC00879,SMB,2020-01-01,
ACC00880,SMB,2020-01-01,
ACC00881,Enterprise,2020-01-01,
ACC00882,SMB,2020-01-01,
ACC00883,SMB,2020-01-01,
ACC00884,SMB,2020-01-01,
ACC00885,SMB,2020-01-01,2025-03-31
ACC00885,Mid-Market,2025-04-01,
ACC00886,SMB,2020-01-01,
ACC00887,Mid-Market,2020-01-01,
ACC00888,SMB,2020-01-01,
ACC00889,SMB,2020-01-01,
ACC00890,Mid-Market,2020-01-01,
ACC00891,Mid-Market,2020-01-01,
ACC00892,SMB,2020-01-01,
ACC00893,SMB,2020-01-01,
ACC00894,SMB,2020-01-01,
ACC00895,SMB,2020-01-01,2025-03-31
ACC00895,Mid-Market,2025-04-01,
ACC00896,SMB,2020-01-01,2025-03-31
ACC00896,Mid-Market,2025-04-01,
ACC00897,SMB,2020-01-01,
ACC00898,SMB,2020-01-01,
ACC00899,Enterprise,2020-01-01,
ACC00900,Enterprise,2020-01-01,
ACC00901,SMB,2020-01-01,
ACC00902,Mid-Market,2020-01-01,
ACC00903,SMB,2020-01-01,2025-03-31
ACC00903,Mid-Market,2025-04-01,
ACC00904,SMB,2020-01-01,
ACC00905,Mid-Market,2020-01-01,
ACC00906,Mid-Market,2020-01-01,
ACC00907,Mid-Market,2020-01-01,
ACC00908,SMB,2020-01-01,
ACC00909,Enterprise,2020-01-01,
ACC00910,SMB,2020-01-01,
ACC00911,Mid-Market,2020-01-01,
ACC00912,SMB,2020-01-01,
ACC00913,SMB,2020-01-01,2025-03-31
ACC00913,Mid-Market,2025-04-01,
ACC00914,Mid-Market,2020-01-01,
ACC00915,SMB,2020-01-01,
ACC00916,SMB,2020-01-01,
ACC00917,SMB,2020-01-01,
ACC00918,Mid-Market,2020-01-01,
ACC00919,SMB,2020-01-01,
ACC00920,SMB,2020-01-01,
ACC00921,SMB,2020-01-01,
ACC00922,SMB,2020-01-01,
ACC00923,SMB,2020-01-01,
ACC00924,SMB,2020-01-01,
ACC00925,Mid-Market,2020-01-01,
ACC00926,SMB,2020-01-01,
ACC00927,Mid-Market,2020-01-01,
ACC00928,SMB,2020-01-01,2025-03-31
ACC00928,Mid-Market,2025-04-01,
ACC00929,SMB,2020-01-01,
ACC00930,SMB,2020-01-01,
ACC00931,Mid-Market,2020-01-01,
ACC00932,SMB,2020-01-01,
ACC00933,SMB,2020-01-01,
ACC00934,Enterprise,2020-01-01,
ACC00935,SMB,2020-01-01,
ACC00936,SMB,2020-01-01,2025-03-31
ACC00936,Mid-Market,2025-04-01,
ACC00937,SMB,2020-01-01,
ACC00938,Mid-Market,2020-01-01,
ACC00939,Mid-Market,2020-01-01,
ACC00940,Enterprise,2020-01-01,
ACC00941,SMB,2020-01-01,
ACC00942,SMB,2020-01-01,
ACC00943,SMB,2020-01-01,2025-03-31
ACC00943,Mid-Market,2025-04-01,
ACC00944,Mid-Market,2020-01-01,
ACC00945,SMB,2020-01-01,
ACC00946,Mid-Market,2020-01-01,
ACC00947,SMB,2020-01-01,
ACC00948,SMB,2020-01-01,
ACC00949,SMB,2020-01-01,
ACC00950,SMB,2020-01-01,
ACC00951,Mid-Market,2020-01-01,
ACC00952,SMB,2020-01-01,2025-03-31
ACC00952,Mid-Market,2025-04-01,
ACC00953,SMB,2020-01-01,
ACC00954,SMB,2020-01-01,
ACC00955,SMB,2020-01-01,
ACC00956,Mid-Market,2020-01-01,
ACC00957,SMB,2020-01-01,
ACC00958,SMB,2020-01-01,
ACC00959,SMB,2020-01-01,
ACC00960,Mid-Market,2020-01-01,
ACC00961,SMB,2020-01-01,
ACC00962,Enterprise,2020-01-01,
ACC00963,Mid-Market,2020-01-01,
ACC00964,Mid-Market,2020-01-01,
ACC00965,SMB,2020-01-01,
ACC00966,SMB,2020-01-01,
ACC00967,SMB,2020-01-01,
ACC00968,Enterprise,2020-01-01,
ACC00969,Mid-Market,2020-01-01,
ACC00970,Mid-Market,2020-01-01,
ACC00971,SMB,2020-01-01,
ACC00972,Enterprise,2020-01-01,
ACC00973,SMB,2020-01-01,
ACC00974,SMB,2020-01-01,
ACC00975,SMB,2020-01-01,
ACC00976,Mid-Market,2020-01-01,
ACC00977,Enterprise,2020-01-01,
ACC00978,Mid-Market,2020-01-01,
ACC00979,SMB,2020-01-01,2025-03-31
ACC00979,Mid-Market,2025-04-01,
ACC00980,SMB,2020-01-01,
ACC00981,SMB,2020-01-01,
ACC00982,SMB,2020-01-01,
ACC00983,SMB,2020-01-01,
ACC00984,SMB,2020-01-01,
ACC00985,SMB,2020-01-01,
ACC00986,SMB,2020-01-01,
ACC00987,SMB,2020-01-01,
ACC00988,Mid-Market,2020-01-01,
ACC00989,Enterprise,2020-01-01,
ACC00990,SMB,2020-01-01,
ACC00991,SMB,2020-01-01,2025-03-31
ACC00991,Mid-Market,2025-04-01,
ACC00992,SMB,2020-01-01,
ACC00993,SMB,2020-01-01,2025-03-31
ACC00993,Mid-Market,2025-04-01,
ACC00994,SMB,2020-01-01,
ACC00995,Mid-Market,2020-01-01,
ACC00996,SMB,2020-01-01,2025-03-31
ACC00996,Mid-Market,2025-04-01,
ACC00997,SMB,2020-01-01,
ACC00998,SMB,2020-01-01,
ACC00999,SMB,2020-01-01,
ACC01000,SMB,2020-01-01,2025-03-31
ACC01000,Mid-Market,2025-04-01,
ACC01001,SMB,2020-01-01,
ACC01002,SMB,2020-01-01,
ACC01003,SMB,2020-01-01,
ACC01004,Enterprise,2020-01-01,
ACC01005,SMB,2020-01-01,
ACC01006,SMB,2020-01-01,
ACC01007,Enterprise,2020-01-01,
ACC01008,Mid-Market,2020-01-01,
ACC01009,SMB,2020-01-01,
ACC01010,SMB,2020-01-01,
ACC01011,SMB,2020-01-01,
ACC01012,SMB,2020-01-01,
ACC01013,SMB,2020-01-01,
ACC01014,SMB,2020-01-01,
ACC01015,SMB,2020-01-01,
ACC01016,SMB,2020-01-01,2025-03-31
ACC01016,Mid-Market,2025-04-01,
ACC01017,SMB,2020-01-01,
ACC01018,SMB,2020-01-01,
ACC01019,Mid-Market,2020-01-01,
ACC01020,SMB,2020-01-01,
ACC01021,Mid-Market,2020-01-01,
ACC01022,SMB,2020-01-01,
ACC01023,Enterprise,2020-01-01,
ACC01024,SMB,2020-01-01,
ACC01025,SMB,2020-01-01,
ACC01026,SMB,2020-01-01,2025-03-31
ACC01026,Mid-Market,2025-04-01,
ACC01027,Enterprise,2020-01-01,
ACC01028,SMB,2020-01-01,
ACC01029,SMB,2020-01-01,2025-03-31
ACC01029,Mid-Market,2025-04-01,
ACC01030,SMB,2020-01-01,
ACC01031,SMB,2020-01-01,
ACC01032,Mid-Market,2020-01-01,
ACC01033,SMB,2020-01-01,
ACC01034,Mid-Market,2020-01-01,
ACC01035,Enterprise,2020-01-01,
ACC01036,SMB,2020-01-01,
ACC01037,Enterprise,2020-01-01,
ACC01038,SMB,2020-01-01,
ACC01039,SMB,2020-01-01,
ACC01040,Enterprise,2020-01-01,
ACC01041,SMB,2020-01-01,2025-03-31
ACC01041,Mid-Market,2025-04-01,
ACC01042,SMB,2020-01-01,
ACC01043,SMB,2020-01-01,
ACC01044,SMB,2020-01-01,2025-03-31
ACC01044,Mid-Market,2025-04-01,
ACC01045,SMB,2020-01-01,
ACC01046,Mid-Market,2020-01-01,
ACC01047,SMB,2020-01-01,
ACC01048,SMB,2020-01-01,
ACC01049,SMB,2020-01-01,
ACC01050,SMB,2020-01-01,
ACC01051,Mid-Market,2020-01-01,
ACC01052,SMB,2020-01-01,
ACC01053,Enterprise,2020-01-01,
ACC01054,Enterprise,2020-01-01,
ACC01055,SMB,2020-01-01,
ACC01056,SMB,2020-01-01,
ACC01057,SMB,2020-01-01,
ACC01058,SMB,2020-01-01,
ACC01059,Mid-Market,2020-01-01,
ACC01060,SMB,2020-01-01,2025-03-31
ACC01060,Mid-Market,2025-04-01,
ACC01061,SMB,2020-01-01,
ACC01062,SMB,2020-01-01,2025-03-31
ACC01062,Mid-Market,2025-04-01,
ACC01063,SMB,2020-01-01,
ACC01064,Mid-Market,2020-01-01,
ACC01065,SMB,2020-01-01,
ACC01066,SMB,2020-01-01,
ACC01067,SMB,2020-01-01,
ACC01068,SMB,2020-01-01,
ACC01069,SMB,2020-01-01,
ACC01070,Mid-Market,2020-01-01,
ACC01071,SMB,2020-01-01,
ACC01072,SMB,2020-01-01,
ACC01073,SMB,2020-01-01,
ACC01074,SMB,2020-01-01,
ACC01075,Mid-Market,2020-01-01,
ACC01076,SMB,2020-01-01,
ACC01077,SMB,2020-01-01,
ACC01078,Enterprise,2020-01-01,
ACC01079,Mid-Market,2020-01-01,
ACC01080,Mid-Market,2020-01-01,
ACC01081,Mid-Market,2020-01-01,
ACC01082,Enterprise,2020-01-01,
ACC01083,SMB,2020-01-01,
ACC01084,SMB,2020-01-01,2025-03-31
ACC01084,Mid-Market,2025-04-01,
ACC01085,SMB,2020-01-01,
ACC01086,SMB,2020-01-01,
ACC01087,SMB,2020-01-01,
ACC01088,SMB,2020-01-01,
ACC01089,SMB,2020-01-01,
ACC01090,SMB,2020-01-01,
ACC01091,SMB,2020-01-01,
ACC01092,SMB,2020-01-01,
ACC01093,SMB,2020-01-01,
ACC01094,Mid-Market,2020-01-01,
ACC01095,Enterprise,2020-01-01,
ACC01096,SMB,2020-01-01,
ACC01097,SMB,2020-01-01,
ACC01098,SMB,2020-01-01,
ACC01099,SMB,2020-01-01,
ACC01100,Mid-Market,2020-01-01,
ACC01101,SMB,2020-01-01,2025-03-31
ACC01101,Mid-Market,2025-04-01,
ACC01102,Mid-Market,2020-01-01,
ACC01103,SMB,2020-01-01,
ACC01104,Mid-Market,2020-01-01,
ACC01105,SMB,2020-01-01,
ACC01106,SMB,2020-01-01,
ACC01107,SMB,2020-01-01,
ACC01108,Mid-Market,2020-01-01,
ACC01109,SMB,2020-01-01,
ACC01110,Mid-Market,2020-01-01,
ACC01111,SMB,2020-01-01,2025-03-31
ACC01111,Mid-Market,2025-04-01,
ACC01112,SMB,2020-01-01,
ACC01113,SMB,2020-01-01,
ACC01114,SMB,2020-01-01,
ACC01115,SMB,2020-01-01,
ACC01116,SMB,2020-01-01,
ACC01117,SMB,2020-01-01,
ACC01118,SMB,2020-01-01,
ACC01119,SMB,2020-01-01,
ACC01120,SMB,2020-01-01,
ACC01121,SMB,2020-01-01,
ACC01122,SMB,2020-01-01,
ACC01123,SMB,2020-01-01,
ACC01124,SMB,2020-01-01,
ACC01125,SMB,2020-01-01,
ACC01126,SMB,2020-01-01,
ACC01127,SMB,2020-01-01,
ACC01128,SMB,2020-01-01,2025-03-31
ACC01128,Mid-Market,2025-04-01,
ACC01129,SMB,2020-01-01,
ACC01130,Mid-Market,2020-01-01,
ACC01131,Mid-Market,2020-01-01,
ACC01132,SMB,2020-01-01,
ACC01133,Enterprise,2020-01-01,
ACC01134,Mid-Market,2020-01-01,
ACC01135,SMB,2020-01-01,
ACC01136,SMB,2020-01-01,
ACC01137,SMB,2020-01-01,
ACC01138,SMB,2020-01-01,
ACC01139,SMB,2020-01-01,
ACC01140,SMB,2020-01-01,
ACC01141,Mid-Market,2020-01-01,
ACC01142,SMB,2020-01-01,
ACC01143,SMB,2020-01-01,
ACC01144,SMB,2020-01-01,
ACC01145,SMB,2020-01-01,2025-03-31
ACC01145,Mid-Market,2025-04-01,
ACC01146,Mid-Market,2020-01-01,
ACC01147,SMB,2020-01-01,
ACC01148,Enterprise,2020-01-01,
ACC01149,SMB,2020-01-01,2025-03-31
ACC01149,Mid-Market,2025-04-01,
ACC01150,SMB,2020-01-01,
ACC01151,SMB,2020-01-01,2025-03-31
ACC01151,Mid-Market,2025-04-01,
ACC01152,SMB,2020-01-01,
ACC01153,SMB,2020-01-01,
ACC01154,SMB,2020-01-01,
ACC01155,SMB,2020-01-01,
ACC01156,Enterprise,2020-01-01,
ACC01157,SMB,2020-01-01,2025-03-31
ACC01157,Mid-Market,2025-04-01,
ACC01158,SMB,2020-01-01,
ACC01159,SMB,2020-01-01,
ACC01160,SMB,2020-01-01,
ACC01161,Mid-Market,2020-01-01,
ACC01162,Enterprise,2020-01-01,
ACC01163,SMB,2020-01-01,
ACC01164,Enterprise,2020-01-01,
ACC01165,SMB,2020-01-01,
ACC01166,SMB,2020-01-01,
ACC01167,SMB,2020-01-01,
ACC01168,SMB,2020-01-01,2025-03-31
ACC01168,Mid-Market,2025-04-01,
ACC01169,Mid-Market,2020-01-01,
ACC01170,SMB,2020-01-01,
ACC01171,Enterprise,2020-01-01,
ACC01172,SMB,2020-01-01,
ACC01173,Mid-Market,2020-01-01,
ACC01174,SMB,2020-01-01,
ACC01175,Mid-Market,2020-01-01,
ACC01176,SMB,2020-01-01,
ACC01177,SMB,2020-01-01,
ACC01178,SMB,2020-01-01,
ACC01179,SMB,2020-01-01,
ACC01180,SMB,2020-01-01,
ACC01181,Enterprise,2020-01-01,
ACC01182,SMB,2020-01-01,
ACC01183,Mid-Market,2020-01-01,
ACC01184,SMB,2020-01-01,
ACC01185,SMB,2020-01-01,
ACC01186,Mid-Market,2020-01-01,
ACC01187,SMB,2020-01-01,
ACC01188,SMB,2020-01-01,
ACC01189,SMB,2020-01-01,
ACC01190,SMB,2020-01-01,
ACC01191,Mid-Market,2020-01-01,
ACC01192,SMB,2020-01-01,
ACC01193,SMB,2020-01-01,
ACC01194,Mid-Market,2020-01-01,
ACC01195,SMB,2020-01-01,
ACC01196,SMB,2020-01-01,
ACC01197,SMB,2020-01-01,
ACC01198,Enterprise,2020-01-01,
ACC01199,SMB,2020-01-01,
ACC01200,SMB,2020-01-01,
ACC01201,SMB,2020-01-01,
ACC01202,SMB,2020-01-01,2025-03-31
ACC01202,Mid-Market,2025-04-01,
ACC01203,SMB,2020-01-01,
ACC01204,SMB,2020-01-01,
ACC01205,SMB,2020-01-01,
ACC01206,Enterprise,2020-01-01,
ACC01207,SMB,2020-01-01,
ACC01208,SMB,2020-01-01,2025-03-31
ACC01208,Mid-Market,2025-04-01,
ACC01209,SMB,2020-01-01,2025-03-31
ACC01209,Mid-Market,2025-04-01,
ACC01210,SMB,2020-01-01,
ACC01211,SMB,2020-01-01,
ACC01212,SMB,2020-01-01,
ACC01213,SMB,2020-01-01,
ACC01214,SMB,2020-01-01,
ACC01215,Mid-Market,2020-01-01,
ACC01216,SMB,2020-01-01,
ACC01217,SMB,2020-01-01,
ACC01218,SMB,2020-01-01,
ACC01219,SMB,2020-01-01,
ACC01220,SMB,2020-01-01,
ACC01221,Enterprise,2020-01-01,
ACC01222,SMB,2020-01-01,
ACC01223,SMB,2020-01-01,
ACC01224,SMB,2020-01-01,
ACC01225,SMB,2020-01-01,
ACC01226,Enterprise,2020-01-01,
ACC01227,SMB,2020-01-01,
ACC01228,SMB,2020-01-01,
ACC01229,SMB,2020-01-01,2025-03-31
ACC01229,Mid-Market,2025-04-01,
ACC01230,SMB,2020-01-01,
ACC01231,SMB,2020-01-01,
ACC01232,SMB,2020-01-01,2025-03-31
ACC01232,Mid-Market,2025-04-01,
ACC01233,SMB,2020-01-01,
ACC01234,Enterprise,2020-01-01,
ACC01235,SMB,2020-01-01,
ACC01236,Enterprise,2020-01-01,
ACC01237,SMB,2020-01-01,
ACC01238,SMB,2020-01-01,2025-03-31
ACC01238,Mid-Market,2025-04-01,
ACC01239,Mid-Market,2020-01-01,
ACC01240,SMB,2020-01-01,
ACC01241,SMB,2020-01-01,
ACC01242,SMB,2020-01-01,
ACC01243,SMB,2020-01-01,
ACC01244,SMB,2020-01-01,
ACC01245,Mid-Market,2020-01-01,
ACC01246,Mid-Market,2020-01-01,
ACC01247,SMB,2020-01-01,
ACC01248,Mid-Market,2020-01-01,
ACC01249,SMB,2020-01-01,
ACC01250,Mid-Market,2020-01-01,
ACC01251,Mid-Market,2020-01-01,
ACC01252,SMB,2020-01-01,
ACC01253,SMB,2020-01-01,
ACC01254,SMB,2020-01-01,2025-03-31
ACC01254,Mid-Market,2025-04-01,
ACC01255,SMB,2020-01-01,2025-03-31
ACC01255,Mid-Market,2025-04-01,
ACC01256,SMB,2020-01-01,
ACC01257,SMB,2020-01-01,
ACC01258,SMB,2020-01-01,
ACC01259,Mid-Market,2020-01-01,
ACC01260,SMB,2020-01-01,
ACC01261,SMB,2020-01-01,
ACC01262,SMB,2020-01-01,
ACC01263,SMB,2020-01-01,
ACC01264,SMB,2020-01-01,2025-03-31
ACC01264,Mid-Market,2025-04-01,
ACC01265,SMB,2020-01-01,
ACC01266,SMB,2020-01-01,
ACC01267,Mid-Market,2020-01-01,
ACC01268,SMB,2020-01-01,
ACC01269,Mid-Market,2020-01-01,
ACC01270,Mid-Market,2020-01-01,
ACC01271,SMB,2020-01-01,
ACC01272,SMB,2020-01-01,
ACC01273,Enterprise,2020-01-01,
ACC01274,SMB,2020-01-01,
ACC01275,SMB,2020-01-01,
ACC01276,SMB,2020-01-01,
ACC01277,Mid-Market,2020-01-01,
ACC01278,SMB,2020-01-01,
ACC01279,SMB,2020-01-01,
ACC01280,SMB,2020-01-01,
ACC01281,Mid-Market,2020-01-01,
ACC01282,Enterprise,2020-01-01,
ACC01283,SMB,2020-01-01,
ACC01284,SMB,2020-01-01,
ACC01285,SMB,2020-01-01,2025-03-31
ACC01285,Mid-Market,2025-04-01,
ACC01286,SMB,2020-01-01,
ACC01287,SMB,2020-01-01,
ACC01288,Mid-Market,2020-01-01,
ACC01289,Mid-Market,2020-01-01,
ACC01290,SMB,2020-01-01,
