account_id,current_segment,billing_currency,monthly_recurring_revenue,signup_date,status,is_test_account
ACC01172,smb,USD,134.95,2023-06-29,active,False
ACC01173,mid_market,GBP,3638.14,2021-05-29,active,False
ACC01174,smb,USD,328.53,2021-06-06,active,False
ACC01175,mid_market,USD,3169.15,2022-03-16,active,False
ACC01176,smb,USD,123.41,2024-09-17,active,False
ACC01177,smb,USD,230.34,2021-01-23,active,False
ACC01178,smb,USD,246.57,2022-03-03,active,False
ACC01179,smb,USD,96.44,2024-06-08,active,False
ACC01180,smb,USD,279.64,2020-08-09,active,False
ACC01181,enterprise,USD,20110.06,2023-11-17,active,False
ACC01182,smb,USD,290.14,2021-09-29,active,False
ACC01183,mid_market,EUR,2146.34,2024-02-26,active,False
ACC01184,smb,USD,265.14,2021-04-10,active,False
ACC01185,smb,USD,97.22,2022-05-29,active,False
ACC01186,mid_market,USD,3475.6,2020-04-06,active,False
ACC01187,smb,USD,281.68,2022-06-12,active,False
ACC01188,smb,USD,207.88,2020-04-13,active,False
ACC01189,smb,USD,303.49,2022-04-07,active,False
ACC01190,smb,USD,328.54,2023-07-10,active,False
ACC01191,mid_market,USD,1910.46,2021-01-16,active,False
ACC01192,smb,USD,299.54,2021-01-02,active,False
ACC01193,smb,USD,394.57,2020-04-03,active,False
ACC01194,mid_market,USD,2738.5,2023-02-11,active,False
ACC01195,smb,USD,169.38,2022-02-22,active,False
ACC01196,smb,USD,281.8,2021-08-13,active,False
ACC01197,smb,USD,324.17,2018-03-07,active,False
ACC01198,enterprise,USD,30469.02,2018-10-09,active,False
ACC01199,smb,USD,324.82,2018-01-20,active,False
ACC01200,smb,USD,364.32,2023-12-14,active,False
ACC01201,smb,USD,303.1,2023-12-17,active,False
ACC01202,mid_market,EUR,263.57,2018-06-23,active,False
ACC01203,smb,USD,399.6,2018-04-29,active,False
ACC01204,smb,USD,187.38,2023-06-21,active,False
ACC01205,smb,USD,228.64,2021-09-03,active,False
ACC01206,enterprise,EUR,23719.71,2020-02-29,active,False
ACC01207,smb,USD,233.06,2022-04-21,active,False
ACC01208,mid_market,USD,363.74,2019-08-28,active,False
ACC01209,mid_market,USD,156.71,2019-05-22,active,False
ACC01210,smb,USD,281.44,2020-07-28,active,False
ACC01211,smb,USD,256.91,2024-04-08,active,False
ACC01212,smb,USD,317.23,2023-05-15,active,False
ACC01213,smb,USD,260.81,2019-05-01,active,False
ACC01214,smb,USD,330.96,2021-12-06,active,False
ACC01215,mid_market,EUR,2927.23,2024-03-10,active,False
ACC01216,smb,USD,248.05,2024-08-29,active,False
ACC01217,smb,USD,307.07,2023-05-05,active,False
ACC01218,smb,USD,236.79,2018-11-26,active,False
ACC01219,smb,USD,304.62,2019-09-08,active,False
ACC01220,smb,USD,189.52,2019-07-13,active,False
ACC01221,enterprise,EUR,15895.12,2019-01-21,active,False
ACC01222,smb,EUR,355.26,2019-03-25,active,False
ACC01223,smb,USD,208.53,2020-03-19,active,False
ACC01224,smb,USD,248.87,2021-11-20,active,False
ACC01225,smb,EUR,97.64,2020-10-14,active,False
ACC01226,enterprise,USD,26195.55,2020-12-11,active,False
ACC01227,smb,USD,273.38,2019-09-21,active,False
ACC01228,smb,USD,124.2,2019-01-22,active,False
ACC01229,mid_market,USD,300.37,2024-12-28,active,False
ACC01230,smb,USD,238.83,2022-03-12,active,False
ACC01231,smb,USD,267.46,2019-08-10,active,False
ACC01232,mid_market,USD,327.02,2023-09-02,active,False
ACC01233,smb,USD,169.42,2023-10-25,active,False
ACC01234,enterprise,GBP,24567.9,2024-10-07,active,False
ACC01235,smb,USD,260.18,2019-02-11,active,False
ACC01236,enterprise,GBP,30576.52,2022-06-24,active,False
ACC01237,smb,USD,307.48,2024-11-10,active,False
ACC01238,mid_market,USD,253.66,2023-08-24,active,False
ACC01239,mid_market,USD,1591.65,2019-07-31,active,False
ACC01240,smb,USD,381.5,2024-04-01,active,False
ACC01241,smb,USD,336.33,2020-12-13,active,False
ACC01242,smb,USD,250.44,2021-06-03,active,False
ACC01243,smb,USD,145.46,2021-11-28,active,False
ACC01244,smb,USD,267.77,2023-05-26,active,False
ACC01245,mid_market,GBP,3607.17,2018-11-04,active,False
ACC01246,mid_market,USD,1675.93,2021-10-10,active,False
ACC01247,smb,USD,392.22,2023-09-19,active,False
ACC01248,mid_market,USD,1444.2,2021-11-02,active,False
ACC01249,smb,USD,257.98,2019-12-04,active,False
ACC01250,mid_market,USD,2945.17,2018-05-24,active,False
ACC01251,mid_market,USD,861.98,2021-11-04,active,False
ACC01252,smb,USD,196.76,2022-12-03,active,False
ACC01253,smb,EUR,255.12,2021-11-05,active,False
ACC01254,mid_market,USD,182.88,2024-11-08,active,False
ACC01255,mid_market,USD,389.18,2022-03-21,active,False
ACC01256,smb,USD,399.7,2021-07-23,active,False
ACC01257,smb,USD,319.55,2018-05-22,active,False
ACC01258,smb,USD,285.79,2021-11-28,active,False
ACC01259,mid_market,USD,3860.49,2019-03-07,active,False
ACC01260,smb,USD,206.94,2023-01-27,active,False
ACC01261,smb,EUR,363.14,2019-02-17,active,False
ACC01262,smb,USD,106.28,2024-05-06,active,False
ACC01263,smb,USD,104.6,2020-02-12,active,False
ACC01264,mid_market,USD,392.62,2021-01-14,active,False
ACC01265,smb,USD,301.07,2019-01-06,active,False
ACC01266,smb,USD,281.97,2019-06-23,active,False
ACC01267,mid_market,USD,2653.91,2024-06-14,active,False
ACC01268,smb,USD,262.53,2019-12-27,active,False
ACC01269,mid_market,USD,3113.79,2021-08-04,active,False
ACC01270,mid_market,USD,2691.84,2024-11-13,active,False
ACC01271,smb,USD,160.09,2022-05-13,active,False
ACC01272,smb,USD,136.29,2018-04-17,active,False
ACC01273,enterprise,GBP,36306.08,2020-07-02,active,False
ACC01274,smb,USD,177.65,2020-09-15,active,False
ACC01275,smb,USD,373.22,2019-12-08,active,False
ACC01276,smb,USD,90.17,2019-09-09,active,False
ACC01277,mid_market,USD,1074.56,2021-07-10,active,False
ACC01278,smb,USD,242.87,2020-08-21,active,False
ACC01279,smb,USD,341.08,2020-01-23,active,False
ACC01280,smb,USD,253.27,2020-11-21,active,False
ACC01281,mid_market,USD,3879.37,2020-05-28,active,False
ACC01282,enterprise,EUR,37354.1,2019-08-08,active,False
ACC01283,smb,USD,354.38,2021-03-03,active,False
ACC01284,smb,USD,306.39,2024-08-05,active,False
ACC01285,mid_market,USD,395.54,2021-07-16,active,False
ACC01286,smb,EUR,221.51,2022-03-08,active,False
ACC01287,smb,USD,271.29,2024-11-20,active,False
ACC01288,mid_market,USD,2958.31,2022-04-18,active,False
ACC01289,mid_market,EUR,2480.24,2019-07-25,active,False
ACC01290,smb,USD,374.14,2020-10-15,active,False
ACC01291,smb,USD,281.34,2021-06-01,active,False
ACC01292,smb,USD,126.75,2021-04-28,active,False
ACC01293,mid_market,USD,196.28,2019-01-18,active,False
ACC01294,mid_market,USD,246.89,2018-09-28,active,False
ACC01295,mid_market,USD,296.01,2020-06-13,active,False
ACC01296,smb,USD,98.35,2024-05-25,active,False
ACC01297,smb,USD,289.03,2023-01-08,active,False
ACC01298,smb,USD,158.64,2023-11-22,active,False
ACC01299,smb,USD,104.22,2019-03-22,active,False
ACC01300,smb,USD,118.53,2020-11-24,active,False
ACC01301,mid_market,USD,2136.72,2022-01-25,active,False
ACC01302,smb,USD,96.7,2021-01-15,active,False
ACC01303,smb,USD,126.36,2020-12-01,active,False
ACC01304,smb,USD,118.39,2020-07-08,active,False
ACC01305,enterprise,USD,30819.93,2018-05-12,active,True
ACC01306,enterprise,USD,15184.99,2024-01-01,active,False
ACC01307,smb,USD,339.1,2024-07-12,active,False
ACC01308,smb,USD,184.35,2018-07-26,active,False
ACC01309,smb,USD,327.47,2020-11-23,active,False
ACC01310,smb,USD,311.81,2021-08-16,active,False
ACC01311,smb,USD,372.24,2023-06-27,active,False
ACC01312,smb,USD,237.86,2024-11-27,active,False
ACC01313,mid_market,USD,138.04,2020-11-30,active,False
ACC01314,mid_market,USD,3126.8,2023-03-30,active,False
ACC01315,smb,USD,249.38,2024-07-23,active,False
ACC01316,mid_market,USD,3009.16,2023-10-24,active,False
ACC01317,smb,USD,138.48,2020-01-13,active,False
ACC01318,enterprise,GBP,24217.56,2023-09-21,active,False
ACC01319,smb,USD,394.04,2020-11-19,active,False
ACC01320,smb,USD,381.77,2018-02-14,active,False
ACC01321,smb,USD,282.59,2023-04-24,active,False
ACC01322,smb,USD,96.56,2023-11-06,active,False
ACC01323,smb,USD,83.25,2020-05-28,active,False
ACC01324,smb,USD,270.5,2021-02-26,active,False
ACC01325,mid_market,EUR,1337.43,2020-07-20,active,False
ACC01326,smb,USD,383.91,2018-10-27,active,False
ACC01327,smb,USD,331.11,2024-12-17,active,False
ACC01328,smb,USD,151.92,2018-02-27,active,False
ACC01329,smb,USD,383.77,2021-11-21,active,False
ACC01330,smb,USD,332.49,2018-02-08,active,False
ACC01331,mid_market,GBP,1540.6,2022-10-29,active,False
ACC01332,smb,USD,286.34,2024-04-21,active,False
ACC01333,smb,USD,262.79,2022-07-03,active,False
ACC01334,smb,USD,275.34,2022-03-30,active,False
ACC01335,smb,USD,311.71,2023-10-18,active,False
ACC01336,smb,USD,366.33,2024-10-26,active,False
ACC01337,smb,USD,356.32,2024-01-12,active,False
ACC01338,mid_market,USD,2171.67,2019-08-15,active,False
ACC01339,smb,USD,144.07,2021-12-10,active,False
ACC01340,smb,USD,351.91,2023-09-24,active,False
ACC01341,smb,USD,132.18,2020-01-23,active,False
ACC01342,smb,USD,354.19,2022-09-22,active,False
ACC01343,enterprise,GBP,21620.24,2018-02-28,active,False
ACC01344,smb,USD,377.97,2024-02-21,active,False
ACC01345,mid_market,USD,1955.13,2022-04-20,active,True
ACC01346,smb,USD,164.47,2023-03-15,active,False
ACC01347,mid_market,EUR,1043.36,2023-10-11,active,False
ACC01348,smb,USD,389.05,2019-07-14,active,True
ACC01349,smb,GBP,375.62,2021-02-25,active,False
ACC01350,mid_market,USD,169.24,2024-01-04,active,False
ACC01351,mid_market,GBP,3769.27,2019-02-25,active,False
ACC01352,smb,USD,208.66,2023-10-04,active,False
ACC01353,smb,USD,269.0,2020-01-07,active,False
ACC01354,mid_market,EUR,2092.79,2022-01-10,active,False
ACC01355,enterprise,EUR,26345.96,2021-07-27,active,False
ACC01356,smb,USD,386.52,2022-10-21,active,False
ACC01357,smb,USD,125.09,2023-11-09,active,False
ACC01358,mid_market,USD,3542.05,2020-06-10,active,False
ACC01359,mid_market,USD,110.5,2019-03-16,active,False
ACC01360,smb,USD,223.33,2020-12-16,active,False
ACC01361,mid_market,USD,3154.63,2022-04-14,active,False
ACC01362,smb,USD,255.91,2023-04-03,active,False
ACC01363,enterprise,EUR,22878.29,2023-04-10,active,False
ACC01364,smb,USD,129.01,2020-05-18,active,False
ACC01365,mid_market,USD,1007.38,2024-07-20,active,False
ACC01366,smb,USD,392.93,2018-08-01,active,False
ACC01367,smb,USD,178.25,2018-10-26,active,False
ACC01368,smb,USD,321.65,2018-03-05,active,False
ACC01369,smb,USD,332.72,2024-06-25,active,False
ACC01370,mid_market,USD,3402.35,2019-04-06,active,False
ACC01371,smb,USD,355.04,2022-03-18,active,False
ACC01372,mid_market,EUR,805.52,2023-09-09,active,False
ACC01373,smb,USD,164.68,2023-05-14,active,False
ACC01374,smb,USD,350.78,2024-08-22,active,False
ACC01375,smb,USD,313.65,2018-05-18,active,False
ACC01376,mid_market,GBP,2342.46,2020-11-06,active,False
ACC01377,mid_market,USD,2738.67,2021-07-17,active,False
ACC01378,mid_market,USD,156.88,2022-11-15,active,False
ACC01379,smb,USD,274.3,2022-05-11,active,False
ACC01380,smb,USD,175.5,2021-12-02,active,False
ACC01381,smb,USD,397.87,2020-02-24,active,False
ACC01382,smb,USD,104.63,2018-09-30,active,False
ACC01383,mid_market,USD,877.65,2021-01-08,active,False
ACC01384,mid_market,USD,2791.07,2019-10-26,active,False
ACC01385,mid_market,USD,243.34,2021-11-17,active,False
ACC01386,smb,USD,264.38,2023-07-31,active,False
ACC01387,smb,USD,337.11,2021-11-13,active,False
ACC01388,smb,USD,292.74,2022-01-30,active,False
ACC01389,smb,USD,348.17,2018-04-17,active,False
ACC01390,enterprise,USD,38613.74,2022-07-06,active,False
ACC01391,smb,USD,182.7,2021-01-28,active,False
ACC01392,enterprise,USD,27327.23,2018-11-13,active,False
ACC01393,mid_market,USD,319.86,2019-07-01,active,False
ACC01394,smb,USD,104.48,2023-06-19,active,False
ACC01395,mid_market,USD,3624.08,2024-06-01,active,False
ACC01396,smb,USD,315.73,2021-07-21,active,False
ACC01397,smb,USD,224.84,2024-11-01,active,False
ACC01398,mid_market,USD,1600.26,2019-04-06,active,False
ACC01399,mid_market,USD,3019.02,2020-02-05,active,False
ACC01400,mid_market,USD,199.66,2024-07-05,active,False
ACC01401,enterprise,GBP,31092.4,2019-03-24,active,False
ACC01402,smb,USD,328.86,2022-08-13,active,False
ACC01403,mid_market,USD,1178.28,2019-07-16,active,False
ACC01404,smb,USD,301.87,2020-04-26,active,False
ACC01405,smb,USD,137.93,2021-05-06,active,False
ACC01406,smb,USD,291.47,2020-07-09,active,False
ACC01407,mid_market,USD,2454.17,2024-02-14,active,False
ACC01408,enterprise,EUR,14862.38,2024-10-22,active,False
ACC01409,mid_market,USD,149.23,2021-07-02,active,False
ACC01410,enterprise,GBP,15577.56,2021-09-04,active,False
ACC01411,smb,USD,91.25,2018-05-22,active,False
ACC01412,enterprise,USD,14130.76,2019-08-22,active,False
ACC01413,smb,USD,85.65,2018-04-12,active,False
ACC01414,mid_market,USD,986.13,2023-12-30,active,False
ACC01415,smb,USD,95.54,2019-08-05,active,False
ACC01416,mid_market,USD,3002.96,2020-05-20,active,False
ACC01417,smb,USD,151.79,2023-11-25,active,False
ACC01418,mid_market,EUR,3008.92,2022-12-29,active,False
ACC01419,smb,USD,221.05,2022-05-08,active,False
ACC01420,smb,USD,179.49,2018-04-09,active,False
ACC01421,smb,USD,281.47,2021-12-09,active,False
ACC01422,smb,USD,389.42,2021-12-04,active,False
ACC01423,mid_market,USD,885.35,2020-03-26,active,False
ACC01424,smb,USD,207.86,2023-03-20,active,False
ACC01425,mid_market,EUR,3423.24,2024-07-03,active,False
ACC01426,smb,USD,250.81,2019-10-25,active,False
ACC01427,smb,USD,203.48,2020-04-26,active,False
ACC01428,enterprise,USD,37104.68,2020-04-03,active,False
ACC01429,smb,USD,225.62,2023-11-05,active,False
ACC01430,smb,USD,334.13,2018-07-18,active,False
ACC01431,mid_market,USD,3071.68,2024-04-08,active,False
ACC01432,smb,USD,351.86,2023-06-04,active,False
ACC01433,enterprise,USD,13452.66,2021-05-20,active,False
ACC01434,smb,USD,352.17,2022-01-31,active,False
ACC01435,smb,EUR,270.36,2024-04-04,active,False
ACC01436,mid_market,USD,1390.67,2023-05-22,active,False
ACC01437,mid_market,USD,1472.22,2019-12-09,active,False
ACC01438,mid_market,USD,3471.4,2018-05-09,active,False
ACC01439,mid_market,USD,201.11,2022-08-10,active,False
ACC01440,smb,USD,161.31,2019-01-08,active,False
ACC01441,smb,USD,195.33,2018-08-13,active,False
ACC01442,smb,USD,113.85,2024-11-15,active,False
ACC01443,mid_market,USD,2909.23,2021-04-26,active,False
ACC01444,mid_market,USD,245.93,2022-07-22,active,False
ACC01445,mid_market,USD,1290.04,2019-07-10,active,False
ACC01446,smb,USD,99.18,2018-09-17,active,False
ACC01447,smb,USD,98.57,2018-06-10,active,False
ACC01448,smb,USD,80.18,2020-06-24,active,False
ACC01449,mid_market,EUR,1331.74,2018-01-10,active,False
ACC01450,mid_market,USD,94.07,2020-12-09,active,False
ACC01451,mid_market,USD,290.12,2020-04-10,active,False
ACC01452,smb,USD,144.77,2021-09-08,active,True
ACC01453,enterprise,EUR,34508.89,2022-02-15,active,False
ACC01454,smb,USD,136.09,2020-02-28,active,False
ACC01455,smb,USD,156.0,2021-03-09,active,False
ACC01456,smb,USD,286.86,2018-07-19,active,False
ACC01457,enterprise,EUR,15212.29,2020-02-11,active,False
ACC01458,enterprise,GBP,31946.17,2024-11-05,active,False
ACC01459,mid_market,EUR,925.43,2024-12-08,active,False
ACC01460,mid_market,GBP,2639.16,2021-05-26,active,False
ACC01461,smb,USD,83.39,2024-07-29,active,False
ACC01462,mid_market,USD,254.04,2021-07-05,active,False
ACC01463,mid_market,EUR,2897.64,2018-11-18,active,False
ACC01464,smb,USD,301.74,2024-01-28,active,False
ACC01465,smb,USD,152.15,2020-11-27,active,False
ACC01466,enterprise,USD,30801.33,2022-04-15,active,False
ACC01467,smb,USD,271.73,2022-07-17,active,False
ACC01468,smb,USD,255.18,2020-02-27,active,False
ACC01469,smb,USD,182.04,2023-02-18,active,False
ACC01470,mid_market,USD,114.46,2021-07-05,active,False
ACC01471,enterprise,EUR,36484.24,2020-07-25,active,False
ACC01472,mid_market,USD,1845.87,2020-02-01,active,False
ACC01473,mid_market,USD,260.56,2023-03-23,active,False
ACC01474,smb,USD,114.55,2019-09-30,active,False
ACC01475,smb,USD,145.5,2018-11-14,active,False
ACC01476,smb,USD,270.34,2024-03-03,active,False
ACC01477,mid_market,USD,110.63,2020-04-28,active,False
ACC01478,mid_market,EUR,292.64,2022-06-27,active,False
ACC01479,mid_market,USD,334.14,2023-01-06,active,False
ACC01480,mid_market,USD,104.06,2023-11-13,active,False
ACC01481,mid_market,USD,239.79,2022-05-19,active,False
ACC01482,smb,USD,360.86,2022-12-15,active,False
ACC01483,smb,USD,171.06,2023-11-10,active,False
ACC01484,smb,USD,325.59,2024-08-08,active,False
ACC01485,mid_market,EUR,3690.07,2018-04-30,active,False
ACC01486,mid_market,USD,3316.37,2023-03-15,active,False
ACC01487,smb,USD,178.78,2019-03-22,active,False
ACC01488,mid_market,USD,342.06,2024-03-28,active,False
ACC01489,smb,USD,282.16,2018-05-04,active,False
ACC01490,smb,USD,81.42,2019-09-23,active,False
ACC01491,smb,GBP,340.59,2019-05-07,active,False
ACC01492,mid_market,USD,2977.09,2022-03-23,active,False
ACC01493,smb,USD,318.27,2018-01-11,active,False
ACC01494,smb,USD,222.83,2018-02-13,active,False
ACC01495,smb,USD,227.09,2021-07-12,active,False
ACC01496,smb,USD,125.79,2024-10-19,active,False
ACC01497,smb,EUR,84.96,2021-09-12,active,False
ACC01498,mid_market,USD,1995.01,2021-02-13,active,False
ACC01499,smb,USD,137.49,2022-08-09,active,False
ACC01500,smb,USD,311.29,2021-11-11,active,False
ACC01501,mid_market,USD,395.02,2020-09-10,active,False
ACC01502,mid_market,USD,285.57,2022-02-13,active,False
ACC01503,mid_market,USD,3070.36,2018-01-09,active,False
ACC01504,mid_market,EUR,1136.91,2019-09-17,active,False
ACC01505,smb,USD,169.94,2022-09-19,active,False
ACC01506,smb,USD,395.54,2020-05-23,active,False
ACC01507,smb,USD,274.43,2018-05-19,active,False
ACC01508,smb,EUR,346.25,2018-11-15,active,False
ACC01509,smb,USD,188.64,2024-01-23,active,False
ACC01510,smb,USD,173.36,2020-04-22,active,False
ACC01511,smb,USD,198.24,2018-02-27,active,False
ACC01512,mid_market,USD,193.9,2023-02-06,active,False
ACC01513,mid_market,USD,178.99,2021-09-17,active,False
ACC01514,smb,USD,199.49,2021-02-27,active,False
ACC01515,smb,USD,310.63,2024-04-06,active,False
ACC01516,enterprise,GBP,14486.24,2020-03-12,active,False
ACC01517,mid_market,USD,1772.16,2022-01-03,active,False
ACC01518,smb,USD,206.65,2023-03-19,active,False
ACC01519,smb,EUR,137.94,2022-04-05,active,False
ACC01520,smb,USD,312.04,2019-06-16,active,False
ACC01521,smb,USD,94.06,2022-10-09,active,False
ACC01522,mid_market,USD,3792.8,2023-03-16,active,False
ACC01523,mid_market,USD,283.23,2018-11-09,active,False
ACC01524,smb,USD,164.94,2019-02-27,active,False
ACC01525,mid_market,EUR,1343.66,2022-09-22,active,False
ACC01526,mid_market,USD,1797.83,2018-11-01,active,False
ACC01527,smb,GBP,148.66,2024-02-29,active,False
ACC01528,smb,USD,376.22,2018-10-08,active,False
ACC01529,smb,USD,361.37,2024-10-26,active,False
ACC01530,smb,USD,264.6,2022-09-13,active,False
ACC01531,smb,USD,312.32,2021-02-06,active,False
ACC01532,mid_market,USD,399.83,2019-11-18,active,False
ACC01533,mid_market,EUR,366.91,2020-05-30,active,False
ACC01534,smb,USD,247.29,2023-03-29,active,False
ACC01535,smb,USD,84.78,2023-04-10,active,False
ACC01536,mid_market,USD,279.61,2019-06-18,active,False
ACC01537,smb,USD,186.28,2021-10-19,active,False
ACC01538,smb,USD,283.62,2024-12-12,active,False
ACC01539,smb,USD,387.88,2019-10-20,active,False
ACC01540,smb,USD,80.41,2022-11-08,active,False
ACC01541,mid_market,USD,300.9,2019-03-17,active,False
ACC01542,smb,USD,348.63,2023-11-02,active,False
ACC01543,smb,USD,84.42,2019-03-12,active,False
ACC01544,mid_market,USD,3155.41,2020-01-31,active,False
ACC01545,smb,EUR,362.77,2021-03-19,active,False
ACC01546,enterprise,EUR,34010.15,2020-08-05,active,False
ACC01547,mid_market,USD,263.13,2019-03-11,active,False
ACC01548,mid_market,USD,206.84,2022-06-27,active,False
ACC01549,enterprise,GBP,15061.92,2018-02-20,active,False
ACC01550,smb,USD,247.92,2024-11-18,active,False
ACC01551,smb,USD,179.61,2018-05-14,active,False
ACC01552,smb,USD,134.14,2020-05-03,active,False
ACC01553,smb,USD,258.25,2024-07-04,active,False
ACC01554,mid_market,USD,3097.88,2019-02-01,active,False
ACC01555,smb,USD,244.94,2018-07-06,active,False
ACC01556,smb,USD,122.33,2023-03-17,active,False
ACC01557,smb,EUR,289.86,2018-07-07,active,False
ACC01558,mid_market,EUR,3030.31,2024-04-18,active,False
ACC01559,smb,USD,132.0,2021-02-27,active,False
ACC01560,enterprise,EUR,29347.99,2024-02-01,active,False
ACC01561,smb,USD,127.99,2019-09-19,active,False
ACC01562,smb,USD,357.99,2018-12-27,active,False
ACC01563,mid_market,USD,91.59,2024-09-26,active,False
ACC01564,mid_market,GBP,1246.42,2023-05-03,active,False
ACC01565,smb,USD,391.99,2024-05-17,active,False
ACC01566,enterprise,GBP,37970.45,2020-03-28,active,False
ACC01567,enterprise,GBP,28855.5,2020-10-31,active,False
ACC01568,smb,USD,184.6,2022-01-15,active,False
ACC01569,smb,EUR,355.4,2021-02-20,active,False
ACC01570,smb,USD,199.45,2019-09-13,active,False
ACC01571,smb,USD,184.36,2020-08-16,active,False
ACC01572,mid_market,EUR,833.62,2022-04-05,active,False
ACC01573,smb,USD,381.71,2018-04-07,active,False
ACC01574,smb,USD,224.14,2020-05-08,active,False
ACC01575,enterprise,EUR,10365.2,2020-01-19,active,False
ACC01576,mid_market,USD,108.95,2018-06-29,active,False
ACC01577,smb,USD,132.33,2018-11-10,active,False
ACC01578,smb,USD,83.53,2021-06-20,active,False
ACC01579,smb,EUR,119.62,2018-09-19,active,False
ACC01580,smb,USD,361.45,2020-05-31,active,False
ACC01581,smb,USD,234.75,2021-12-04,active,False
ACC01582,smb,USD,258.23,2024-02-12,active,False
ACC01583,smb,USD,315.36,2018-09-10,active,False
ACC01584,smb,USD,195.9,2021-01-15,active,False
ACC01585,enterprise,USD,8251.67,2018-09-21,active,False
ACC01586,mid_market,USD,182.9,2020-12-31,active,False
ACC01587,smb,USD,245.94,2021-05-13,active,False
ACC01588,smb,USD,82.71,2023-08-05,active,False
ACC01589,smb,USD,213.45,2021-02-04,active,False
ACC01590,smb,USD,232.35,2024-07-19,active,False
ACC01591,smb,USD,94.11,2018-12-18,active,False
ACC01592,smb,USD,192.43,2018-05-16,active,False
ACC01593,enterprise,EUR,23605.95,2018-01-12,active,False
ACC01594,smb,USD,181.72,2020-06-30,active,False
ACC01595,mid_market,USD,126.87,2019-05-09,active,False
ACC01596,mid_market,USD,2000.28,2018-08-23,active,False
ACC01597,smb,USD,114.48,2019-08-26,active,False
ACC01598,mid_market,GBP,3699.89,2024-10-28,active,False
ACC01599,smb,USD,365.69,2023-08-08,active,False
ACC01600,smb,USD,241.19,2018-02-17,active,False
ACC01601,enterprise,EUR,36396.35,2024-05-28,active,False
ACC01602,smb,USD,150.38,2019-06-09,active,False
ACC01603,smb,USD,108.45,2020-11-03,active,False
ACC01604,smb,USD,165.8,2020-04-17,active,False
ACC01605,smb,USD,359.37,2020-11-01,active,False
ACC01606,smb,USD,148.06,2023-04-29,active,False
ACC01607,enterprise,USD,9427.65,2022-12-27,active,False
ACC01608,smb,USD,265.54,2022-02-27,active,False
ACC01609,smb,USD,157.79,2022-05-22,active,False
ACC01610,smb,USD,383.55,2023-02-03,active,False
ACC01611,smb,USD,177.54,2019-04-16,active,False
ACC01612,smb,USD,80.14,2020-10-08,active,False
ACC01613,mid_market,USD,111.71,2018-10-03,active,False
ACC01614,mid_market,USD,281.24,2022-12-05,active,False
ACC01615,smb,USD,288.44,2021-01-23,active,False
ACC01616,smb,USD,214.8,2022-06-17,active,False
ACC01617,enterprise,EUR,30453.19,2021-12-14,active,False
ACC01618,enterprise,EUR,24369.23,2019-12-01,active,False
ACC01619,smb,USD,162.59,2018-12-21,active,False
ACC01620,smb,USD,82.97,2024-10-22,active,False
ACC01621,mid_market,USD,808.86,2020-01-20,active,False
ACC01622,enterprise,EUR,30528.92,2018-10-08,active,False
ACC01623,smb,USD,301.93,2020-02-21,active,False
ACC01624,mid_market,USD,990.21,2024-04-25,active,False
ACC01625,mid_market,EUR,3369.28,2019-10-30,active,False
ACC01626,mid_market,USD,292.16,2024-11-27,active,False
ACC01627,smb,USD,316.67,2021-03-23,active,False
ACC01628,smb,USD,316.16,2024-01-12,active,False
ACC01629,smb,USD,100.25,2022-07-28,active,False
ACC01630,smb,USD,248.83,2018-04-23,active,False
ACC01631,smb,USD,187.11,2021-07-26,active,False
ACC01632,mid_market,USD,3300.63,2020-12-01,active,False
ACC01633,smb,USD,342.67,2019-05-30,active,False
ACC01634,smb,USD,195.03,2021-11-06,active,False
ACC01635,smb,USD,175.84,2018-09-21,active,False
ACC01636,smb,USD,155.36,2022-11-20,active,False
ACC01637,mid_market,USD,180.36,2023-10-02,active,False
ACC01638,mid_market,EUR,951.58,2018-08-25,active,False
ACC01639,smb,USD,92.0,2021-05-10,active,False
ACC01640,smb,USD,332.87,2022-08-02,active,False
ACC01641,mid_market,GBP,371.25,2018-06-08,active,False
ACC01642,smb,USD,301.31,2020-09-22,active,False
ACC01643,smb,USD,364.23,2019-10-22,active,False
ACC01644,smb,USD,200.28,2018-04-11,active,False
ACC01645,enterprise,GBP,34775.69,2023-08-18,active,False
ACC01646,mid_market,GBP,1012.76,2021-02-10,active,False
ACC01647,enterprise,USD,17627.45,2023-04-06,active,False
ACC01648,smb,USD,231.4,2022-02-09,active,False
ACC01649,smb,USD,332.94,2024-02-17,active,False
ACC01650,smb,USD,302.89,2024-12-23,active,False
ACC01651,smb,USD,273.18,2022-03-19,active,False
ACC01652,smb,USD,140.13,2020-06-19,active,False
ACC01653,smb,USD,318.14,2020-12-16,active,False
ACC01654,enterprise,EUR,9482.23,2023-10-11,active,False
ACC01655,enterprise,GBP,29481.7,2020-12-26,active,False
ACC01656,mid_market,EUR,2202.2,2021-08-21,active,False
ACC01657,mid_market,GBP,1438.48,2019-05-11,active,False
ACC01658,smb,USD,364.91,2024-12-05,active,False
ACC01659,smb,USD,239.69,2022-07-22,active,False
ACC01660,mid_market,USD,1776.69,2020-04-24,active,False
ACC01661,smb,USD,350.72,2022-02-04,active,False
ACC01662,smb,USD,99.59,2020-10-22,active,False
ACC01663,smb,USD,316.64,2019-01-31,active,False
ACC01664,smb,USD,266.59,2024-02-14,active,False
ACC01665,mid_market,GBP,158.4,2024-03-13,active,False
ACC01666,smb,USD,275.51,2023-11-04,active,False
