invitation_id,contact_id,wave,sent_date,channel
INV0019179,CON007309,2025-02,2025-02-02,email
INV0019180,CON007310,2025-02,2025-02-03,email
INV0019181,CON007311,2025-02,2025-02-04,email
INV0019182,CON007312,2025-02,2025-02-03,email
INV0019183,CON007313,2025-02,2025-02-04,email
INV0019184,CON007314,2025-02,2025-02-03,email
INV0019185,CON007315,2025-02,2025-02-01,email
INV0019186,CON007316,2025-02,2025-02-02,email
INV0019187,CON007317,2025-02,2025-02-03,email
INV0019188,CON007318,2025-02,2025-02-04,email
INV0019189,CON007319,2025-02,2025-02-04,phone_ivr
INV0019190,CON007320,2025-02,2025-02-04,phone_ivr
INV0019191,CON007321,2025-02,2025-02-02,email
INV0019192,CON007322,2025-02,2025-02-02,email
INV0019193,CON007323,2025-02,2025-02-05,email
INV0019194,CON007324,2025-02,2025-02-05,email
INV0019195,CON007325,2025-02,2025-02-04,email
INV0019196,CON007326,2025-02,2025-02-03,email
INV0019197,CON007327,2025-02,2025-02-01,email
INV0019198,CON007328,2025-02,2025-02-05,phone_ivr
INV0019199,CON007329,2025-02,2025-02-03,email
INV0019200,CON007330,2025-02,2025-02-04,email
INV0019201,CON007331,2025-02,2025-02-03,email
INV0019202,CON007332,2025-02,2025-02-04,email
INV0019203,CON007333,2025-02,2025-02-02,email
INV0019204,CON007334,2025-02,2025-02-03,email
INV0019205,CON007335,2025-02,2025-02-03,email
INV0019206,CON007336,2025-02,2025-02-04,email
INV0019207,CON007337,2025-02,2025-02-04,email
INV0019208,CON007338,2025-02,2025-02-05,email
INV0019209,CON007339,2025-02,2025-02-05,email
INV0019210,CON007340,2025-02,2025-02-03,email
INV0019211,CON007341,2025-02,2025-02-04,email
INV0019212,CON007342,2025-02,2025-02-03,email
INV0019213,CON007343,2025-02,2025-02-05,email
INV0019214,CON007344,2025-02,2025-02-05,email
INV0019215,CON007345,2025-02,2025-02-02,email
INV0019216,CON007346,2025-02,2025-02-01,email
INV0019217,CON007347,2025-02,2025-02-03,email
INV0019218,CON007348,2025-02,2025-02-03,phone_ivr
INV0019219,CON007349,2025-02,2025-02-01,email
INV0019220,CON007350,2025-02,2025-02-05,email
INV0019221,CON007351,2025-02,2025-02-05,email
INV0019222,CON007352,2025-02,2025-02-05,email
INV0019223,CON007353,2025-02,2025-02-01,email
INV0019224,CON007354,2025-02,2025-02-01,email
INV0019225,CON007355,2025-02,2025-02-01,email
INV0019226,CON007356,2025-02,2025-02-03,email
INV0019227,CON007357,2025-02,2025-02-03,email
INV0019228,CON007358,2025-02,2025-02-01,email
INV0019229,CON007359,2025-02,2025-02-03,email
INV0019230,CON007360,2025-02,2025-02-01,email
INV0019231,CON007361,2025-02,2025-02-01,email
INV0019232,CON007362,2025-02,2025-02-04,email
INV0019233,CON007363,2025-02,2025-02-01,email
INV0019234,CON007364,2025-02,2025-02-05,email
INV0019235,CON007365,2025-02,2025-02-03,email
INV0019236,CON007366,2025-02,2025-02-02,email
INV0019237,CON007367,2025-02,2025-02-01,email
INV0019238,CON007368,2025-02,2025-02-02,email
INV0019239,CON007369,2025-02,2025-02-05,email
INV0019240,CON007370,2025-02,2025-02-04,email
INV0019241,CON007371,2025-02,2025-02-03,email
INV0019242,CON007372,2025-02,2025-02-01,email
INV0019243,CON007373,2025-02,2025-02-05,email
INV0019244,CON007374,2025-02,2025-02-04,email
INV0019245,CON007375,2025-02,2025-02-04,email
INV0019246,CON007376,2025-02,2025-02-02,email
INV0019247,CON007377,2025-02,2025-02-03,email
INV0019248,CON007378,2025-02,2025-02-05,email
INV0019249,CON007379,2025-02,2025-02-03,email
INV0019250,CON007380,2025-02,2025-02-01,email
INV0019251,CON007381,2025-02,2025-02-04,email
INV0019252,CON007382,2025-02,2025-02-05,phone_ivr
INV0019253,CON007383,2025-02,2025-02-02,email
INV0019254,CON007384,2025-02,2025-02-01,email
INV0019255,CON007385,2025-02,2025-02-02,email
INV0019256,CON007386,2025-02,2025-02-04,email
INV0019257,CON007387,2025-02,2025-02-04,email
INV0019258,CON007388,2025-02,2025-02-01,email
INV0019259,CON007389,2025-02,2025-02-05,email
INV0019260,CON007390,2025-02,2025-02-02,email
INV0019261,CON007391,2025-02,2025-02-03,email
INV0019262,CON007392,2025-02,2025-02-02,email
INV0019263,CON007393,2025-02,2025-02-01,email
INV0019264,CON007394,2025-02,2025-02-05,email
INV0019265,CON007395,2025-02,2025-02-03,email
INV0019266,CON007396,2025-02,2025-02-03,email
INV0019267,CON007397,2025-02,2025-02-04,email
INV0019268,CON007398,2025-02,2025-02-04,email
INV0019269,CON007399,2025-02,2025-02-01,email
INV0019270,CON007400,2025-02,2025-02-02,email
INV0019271,CON007401,2025-02,2025-02-04,email
INV0019272,CON007402,2025-02,2025-02-02,email
INV0019273,CON007403,2025-02,2025-02-01,email
INV0019274,CON007404,2025-02,2025-02-02,email
INV0019275,CON007405,2025-02,2025-02-04,phone_ivr
INV0019276,CON007406,2025-02,2025-02-01,email
INV0019277,CON007407,2025-02,2025-02-04,email
INV0019278,CON007408,2025-02,2025-02-05,email
INV0019279,CON007409,2025-02,2025-02-01,email
INV0019280,CON007410,2025-02,2025-02-03,email
INV0019281,CON007411,2025-02,2025-02-03,email
INV0019282,CON007412,2025-02,2025-02-01,email
INV0019283,CON007413,2025-02,2025-02-02,email
INV0019284,CON007414,2025-02,2025-02-02,email
INV0019285,CON007415,2025-02,2025-02-03,email
INV0019286,CON007416,2025-02,2025-02-04,email
INV0019287,CON007417,2025-02,2025-02-03,email
INV0019288,CON007418,2025-02,2025-02-02,email
INV0019289,CON007419,2025-02,2025-02-05,email
INV0019290,CON007420,2025-02,2025-02-01,email
INV0019291,CON007421,2025-02,2025-02-03,email
INV0019292,CON007422,2025-02,2025-02-01,email
INV0019293,CON007423,2025-02,2025-02-04,email
INV0019294,CON007424,2025-02,2025-02-01,email
INV0019295,CON007425,2025-02,2025-02-04,email
INV0019296,CON007426,2025-02,2025-02-01,email
INV0019297,CON007427,2025-02,2025-02-02,email
INV0019298,CON007428,2025-02,2025-02-05,email
INV0019299,CON007429,2025-02,2025-02-01,email
INV0019300,CON007430,2025-02,2025-02-01,email
INV0019301,CON007431,2025-02,2025-02-02,email
INV0019302,CON007432,2025-02,2025-02-02,email
INV0019303,CON007433,2025-02,2025-02-01,email
INV0019304,CON007434,2025-02,2025-02-05,email
INV0019305,CON007435,2025-02,2025-02-05,email
INV0019306,CON007436,2025-02,2025-02-04,phone_ivr
INV0019307,CON007437,2025-02,2025-02-04,email
INV0019308,CON007438,2025-02,2025-02-05,email
INV0019309,CON007439,2025-02,2025-02-03,email
INV0019310,CON007440,2025-02,2025-02-02,email
INV0019311,CON007441,2025-02,2025-02-02,email
INV0019312,CON007442,2025-02,2025-02-01,email
INV0019313,CON007443,2025-02,2025-02-02,email
INV0019314,CON007444,2025-02,2025-02-02,email
INV0019315,CON007445,2025-02,2025-02-01,email
INV0019316,CON007446,2025-02,2025-02-05,email
INV0019317,CON007447,2025-02,2025-02-04,email
INV0019318,CON007448,2025-02,2025-02-03,email
INV0019319,CON007449,2025-02,2025-02-04,email
INV0019320,CON007450,2025-02,2025-02-01,email
INV0019321,CON007451,2025-02,2025-02-04,email
INV0019322,CON007452,2025-02,2025-02-05,email
INV0019323,CON007453,2025-02,2025-02-04,email
INV0019324,CON007454,2025-02,2025-02-03,email
INV0019325,CON007455,2025-02,2025-02-03,email
INV0019326,CON007456,2025-02,2025-02-03,email
INV0019327,CON007457,2025-02,2025-02-01,email
INV0019328,CON007458,2025-02,2025-02-04,email
INV0019329,CON007459,2025-02,2025-02-02,email
INV0019330,CON007460,2025-02,2025-02-03,email
INV0019331,CON007461,2025-02,2025-02-05,email
INV0019332,CON007462,2025-02,2025-02-04,email
INV0019333,CON007463,2025-02,2025-02-04,email
INV0019334,CON007464,2025-02,2025-02-04,email
INV0019335,CON007465,2025-02,2025-02-03,email
INV0019336,CON007466,2025-02,2025-02-02,email
INV0019337,CON007467,2025-02,2025-02-01,email
INV0019338,CON007468,2025-02,2025-02-02,email
INV0019339,CON007469,2025-02,2025-02-05,email
INV0019340,CON007470,2025-02,2025-02-03,email
INV0019341,CON007471,2025-02,2025-02-02,email
INV0019342,CON007472,2025-02,2025-02-03,phone_ivr
INV0019343,CON007473,2025-02,2025-02-03,email
INV0019344,CON007474,2025-02,2025-02-04,email
INV0019345,CON007475,2025-02,2025-02-04,phone_ivr
INV0019346,CON007476,2025-02,2025-02-03,email
INV0019347,CON007477,2025-02,2025-02-04,email
INV0019348,CON007478,2025-02,2025-02-01,email
INV0019349,CON007479,2025-02,2025-02-03,email
INV0019350,CON007480,2025-02,2025-02-02,email
INV0019351,CON007481,2025-02,2025-02-05,email
INV0019352,CON007482,2025-02,2025-02-01,email
INV0019353,CON007483,2025-02,2025-02-02,email
INV0019354,CON007484,2025-02,2025-02-02,email
INV0019355,CON007485,2025-02,2025-02-05,email
INV0019356,CON007486,2025-02,2025-02-03,email
INV0019357,CON007487,2025-02,2025-02-02,email
INV0019358,CON007488,2025-02,2025-02-03,email
INV0019359,CON007489,2025-02,2025-02-03,email
INV0019360,CON007490,2025-02,2025-02-04,email
INV0019361,CON007491,2025-02,2025-02-03,email
INV0019362,CON007492,2025-02,2025-02-05,phone_ivr
INV0019363,CON007493,2025-02,2025-02-02,email
INV0019364,CON007494,2025-02,2025-02-04,phone_ivr
INV0019365,CON007495,2025-02,2025-02-02,email
INV0019366,CON007496,2025-02,2025-02-03,email
INV0019367,CON007497,2025-02,2025-02-01,email
INV0019368,CON007498,2025-02,2025-02-01,email
INV0019369,CON007499,2025-02,2025-02-04,email
INV0019370,CON007500,2025-02,2025-02-01,email
INV0019371,CON007501,2025-02,2025-02-02,email
INV0019372,CON007502,2025-02,2025-02-02,email
INV0019373,CON007503,2025-02,2025-02-02,email
INV0019374,CON007504,2025-02,2025-02-01,email
INV0019375,CON007505,2025-02,2025-02-03,email
INV0019376,CON007506,2025-02,2025-02-03,email
INV0019377,CON007507,2025-02,2025-02-05,email
INV0019378,CON007508,2025-02,2025-02-03,email
INV0019379,CON007509,2025-02,2025-02-04,email
INV0019380,CON007510,2025-02,2025-02-05,email
INV0019381,CON007511,2025-02,2025-02-02,email
INV0019382,CON007512,2025-02,2025-02-04,email
INV0019383,CON007513,2025-02,2025-02-01,email
INV0019384,CON007514,2025-02,2025-02-04,email
INV0019385,CON007515,2025-02,2025-02-01,email
INV0019386,CON007516,2025-02,2025-02-02,email
INV0019387,CON007517,2025-02,2025-02-04,email
INV0019388,CON007518,2025-02,2025-02-01,email
INV0019389,CON007519,2025-02,2025-02-02,email
INV0019390,CON007520,2025-02,2025-02-01,email
INV0019391,CON007521,2025-02,2025-02-02,email
INV0019392,CON007522,2025-02,2025-02-01,email
INV0019393,CON007523,2025-02,2025-02-03,email
INV0019394,CON007524,2025-02,2025-02-02,email
INV0019395,CON007525,2025-02,2025-02-02,email
INV0019396,CON007526,2025-02,2025-02-05,email
INV0019397,CON007527,2025-02,2025-02-05,email
INV0019398,CON007528,2025-02,2025-02-04,email
INV0019399,CON007529,2025-02,2025-02-02,email
INV0019400,CON007530,2025-02,2025-02-05,email
INV0019401,CON007531,2025-02,2025-02-03,email
INV0019402,CON007532,2025-02,2025-02-03,email
INV0019403,CON007533,2025-02,2025-02-05,email
INV0019404,CON007534,2025-02,2025-02-01,email
INV0019405,CON007535,2025-02,2025-02-03,phone_ivr
INV0019406,CON007536,2025-02,2025-02-05,phone_ivr
INV0019407,CON007537,2025-02,2025-02-05,email
INV0019408,CON007538,2025-02,2025-02-02,email
INV0019409,CON007539,2025-02,2025-02-03,email
INV0019410,CON007540,2025-02,2025-02-05,email
INV0019411,CON007541,2025-02,2025-02-02,email
INV0019412,CON007542,2025-02,2025-02-02,email
INV0019413,CON007543,2025-02,2025-02-03,email
INV0019414,CON007544,2025-02,2025-02-03,email
INV0019415,CON007545,2025-02,2025-02-03,email
INV0019416,CON007546,2025-02,2025-02-04,email
INV0019417,CON007547,2025-02,2025-02-01,email
INV0019418,CON007548,2025-02,2025-02-03,email
INV0019419,CON007549,2025-02,2025-02-01,email
INV0019420,CON007550,2025-02,2025-02-04,email
INV0019421,CON007551,2025-02,2025-02-05,email
INV0019422,CON007552,2025-02,2025-02-02,email
INV0019423,CON007553,2025-02,2025-02-01,email
INV0019424,CON007554,2025-02,2025-02-04,email
INV0019425,CON007555,2025-02,2025-02-03,email
INV0019426,CON007556,2025-02,2025-02-04,email
INV0019427,CON007557,2025-02,2025-02-02,email
INV0019428,CON007558,2025-02,2025-02-04,email
INV0019429,CON007559,2025-02,2025-02-02,email
INV0019430,CON007560,2025-02,2025-02-04,email
INV0019431,CON007561,2025-02,2025-02-03,email
INV0019432,CON007562,2025-02,2025-02-02,email
INV0019433,CON007563,2025-02,2025-02-02,email
INV0019434,CON007564,2025-02,2025-02-01,email
INV0019435,CON007565,2025-02,2025-02-04,email
INV0019436,CON007566,2025-02,2025-02-02,email
INV0019437,CON007567,2025-02,2025-02-03,email
INV0019438,CON007568,2025-02,2025-02-05,email
INV0019439,CON007569,2025-02,2025-02-02,email
INV0019440,CON007570,2025-02,2025-02-05,email
INV0019441,CON007571,2025-02,2025-02-05,email
INV0019442,CON007572,2025-02,2025-02-03,email
INV0019443,CON007573,2025-02,2025-02-02,phone_ivr
INV0019444,CON007574,2025-02,2025-02-04,email
INV0019445,CON007575,2025-02,2025-02-03,email
INV0019446,CON007576,2025-02,2025-02-04,email
INV0019447,CON007577,2025-02,2025-02-04,email
INV0019448,CON007578,2025-02,2025-02-05,email
INV0019449,CON007579,2025-02,2025-02-01,email
INV0019450,CON007580,2025-02,2025-02-01,email
INV0019451,CON007581,2025-02,2025-02-01,email
INV0019452,CON007582,2025-02,2025-02-04,phone_ivr
INV0019453,CON007583,2025-02,2025-02-05,email
INV0019454,CON007584,2025-02,2025-02-05,email
INV0019455,CON007585,2025-02,2025-02-05,email
INV0019456,CON007586,2025-02,2025-02-03,email
INV0019457,CON007587,2025-02,2025-02-04,phone_ivr
INV0019458,CON007588,2025-02,2025-02-01,email
INV0019459,CON007589,2025-02,2025-02-05,email
INV0019460,CON007590,2025-02,2025-02-05,email
INV0019461,CON007591,2025-02,2025-02-03,email
INV0019462,CON007592,2025-02,2025-02-04,email
INV0019463,CON007593,2025-02,2025-02-05,email
INV0019464,CON007594,2025-02,2025-02-03,email
INV0019465,CON007595,2025-02,2025-02-02,email
INV0019466,CON007596,2025-02,2025-02-02,email
INV0019467,CON007597,2025-02,2025-02-01,email
INV0019468,CON007598,2025-02,2025-02-01,email
INV0019469,CON007599,2025-02,2025-02-01,email
INV0019470,CON007600,2025-02,2025-02-03,email
INV0019471,CON007601,2025-02,2025-02-03,email
INV0019472,CON007602,2025-02,2025-02-04,email
INV0019473,CON007603,2025-02,2025-02-03,email
INV0019474,CON007604,2025-02,2025-02-03,email
INV0019475,CON007605,2025-02,2025-02-01,email
INV0019476,CON007606,2025-02,2025-02-05,email
INV0019477,CON007607,2025-02,2025-02-01,email
INV0019478,CON007608,2025-02,2025-02-05,email
INV0019479,CON007609,2025-02,2025-02-01,email
INV0019480,CON007610,2025-02,2025-02-03,email
INV0019481,CON007611,2025-02,2025-02-03,email
INV0019482,CON007612,2025-02,2025-02-03,email
INV0019483,CON007613,2025-02,2025-02-02,email
INV0019484,CON007614,2025-02,2025-02-04,phone_ivr
INV0019485,CON007615,2025-02,2025-02-04,email
INV0019486,CON007616,2025-02,2025-02-01,email
INV0019487,CON007617,2025-02,2025-02-04,email
INV0019488,CON007618,2025-02,2025-02-02,email
INV0019489,CON007619,2025-02,2025-02-03,email
INV0019490,CON007620,2025-02,2025-02-05,email
INV0019491,CON007621,2025-02,2025-02-02,email
INV0019492,CON007622,2025-02,2025-02-03,email
INV0019493,CON007623,2025-02,2025-02-02,email
INV0019494,CON007624,2025-02,2025-02-01,email
INV0019495,CON007625,2025-02,2025-02-03,email
INV0019496,CON007626,2025-02,2025-02-02,email
INV0019497,CON007627,2025-02,2025-02-02,email
INV0019498,CON007628,2025-02,2025-02-04,email
INV0019499,CON007629,2025-02,2025-02-01,email
INV0019500,CON007630,2025-02,2025-02-03,email
INV0019501,CON007631,2025-02,2025-02-01,email
INV0019502,CON007632,2025-02,2025-02-05,email
INV0019503,CON007633,2025-02,2025-02-05,email
INV0019504,CON007634,2025-02,2025-02-01,email
INV0019505,CON007635,2025-02,2025-02-04,email
INV0019506,CON007636,2025-02,2025-02-01,email
INV0019507,CON007637,2025-02,2025-02-05,email
INV0019508,CON007638,2025-02,2025-02-03,email
INV0019509,CON007639,2025-02,2025-02-03,email
INV0019510,CON007640,2025-02,2025-02-02,email
INV0019511,CON007641,2025-02,2025-02-05,email
INV0019512,CON007642,2025-02,2025-02-04,email
INV0019513,CON007643,2025-02,2025-02-01,email
INV0019514,CON007644,2025-02,2025-02-02,email
INV0019515,CON007645,2025-02,2025-02-05,email
INV0019516,CON007646,2025-02,2025-02-02,email
INV0019517,CON007647,2025-02,2025-02-04,email
INV0019518,CON007648,2025-02,2025-02-01,email
INV0019519,CON007649,2025-02,2025-02-04,email
INV0019520,CON007650,2025-02,2025-02-05,email
INV0019521,CON007651,2025-02,2025-02-02,phone_ivr
INV0019522,CON007652,2025-02,2025-02-02,email
INV0019523,CON007653,2025-02,2025-02-02,email
INV0019524,CON007654,2025-02,2025-02-03,email
INV0019525,CON007655,2025-02,2025-02-03,email
INV0019526,CON007656,2025-02,2025-02-03,email
INV0019527,CON007657,2025-02,2025-02-01,email
INV0019528,CON007658,2025-02,2025-02-03,phone_ivr
INV0019529,CON007659,2025-02,2025-02-04,email
INV0019530,CON007660,2025-02,2025-02-03,phone_ivr
INV0019531,CON007661,2025-02,2025-02-05,email
INV0019532,CON007662,2025-02,2025-02-01,email
INV0019533,CON007663,2025-02,2025-02-01,email
INV0019534,CON007664,2025-02,2025-02-01,email
INV0019535,CON007665,2025-02,2025-02-02,email
INV0019536,CON007666,2025-02,2025-02-01,email
INV0019537,CON007667,2025-02,2025-02-01,email
INV0019538,CON007668,2025-02,2025-02-02,email
INV0019539,CON007669,2025-02,2025-02-01,email
INV0019540,CON007672,2025-02,2025-02-03,email
INV0019541,CON007673,2025-02,2025-02-02,email
INV0019542,CON007674,2025-02,2025-02-04,email
INV0019543,CON007675,2025-02,2025-02-01,email
INV0019544,CON007676,2025-02,2025-02-05,email
INV0019545,CON007677,2025-02,2025-02-03,email
INV0019546,CON007678,2025-02,2025-02-05,email
INV0019547,CON007679,2025-02,2025-02-01,email
INV0019548,CON007680,2025-02,2025-02-03,email
INV0019549,CON007681,2025-02,2025-02-04,email
INV0019550,CON007682,2025-02,2025-02-01,email
INV0019551,CON007683,2025-02,2025-02-04,email
INV0019552,CON007684,2025-02,2025-02-03,phone_ivr
INV0019553,CON007685,2025-02,2025-02-05,email
INV0019554,CON007686,2025-02,2025-02-04,email
INV0019555,CON007687,2025-02,2025-02-05,email
INV0019556,CON007688,2025-02,2025-02-05,email
INV0019557,CON007689,2025-02,2025-02-02,email
INV0019558,CON007690,2025-02,2025-02-03,email
INV0019559,CON007691,2025-02,2025-02-03,email
INV0019560,CON007692,2025-02,2025-02-05,email
INV0019561,CON007693,2025-02,2025-02-04,email
INV0019562,CON007694,2025-02,2025-02-02,phone_ivr
INV0019563,CON007695,2025-02,2025-02-05,email
INV0019564,CON007696,2025-02,2025-02-03,phone_ivr
INV0019565,CON007697,2025-02,2025-02-03,email
INV0019566,CON007698,2025-02,2025-02-05,email
INV0019567,CON007699,2025-02,2025-02-04,email
INV0019568,CON007700,2025-02,2025-02-03,email
INV0019569,CON007701,2025-02,2025-02-02,email
INV0019570,CON007702,2025-02,2025-02-04,email
INV0019571,CON007703,2025-02,2025-02-03,email
INV0019572,CON007707,2025-02,2025-02-04,email
INV0019573,CON007708,2025-02,2025-02-03,email
INV0019574,CON007709,2025-02,2025-02-01,email
INV0019575,CON007710,2025-02,2025-02-05,email
INV0019576,CON007711,2025-02,2025-02-05,email
INV0019577,CON007712,2025-02,2025-02-05,email
INV0019578,CON007713,2025-02,2025-02-02,email
INV0019579,CON007714,2025-02,2025-02-02,email
INV0019580,CON007715,2025-02,2025-02-04,email
INV0019581,CON007716,2025-02,2025-02-04,email
INV0019582,CON007717,2025-02,2025-02-05,phone_ivr
INV0019583,CON007718,2025-02,2025-02-02,email
INV0019584,CON007719,2025-02,2025-02-01,email
INV0019585,CON007720,2025-02,2025-02-01,email
INV0019586,CON007721,2025-02,2025-02-03,email
INV0019587,CON007722,2025-02,2025-02-03,phone_ivr
INV0019588,CON007723,2025-02,2025-02-03,email
INV0019589,CON007724,2025-02,2025-02-05,email
INV0019590,CON007725,2025-02,2025-02-04,email
INV0019591,CON007726,2025-02,2025-02-04,email
INV0019592,CON007727,2025-02,2025-02-02,email
INV0019593,CON007728,2025-02,2025-02-03,email
INV0019594,CON007729,2025-02,2025-02-03,email
INV0019595,CON007730,2025-02,2025-02-04,email
INV0019596,CON007731,2025-02,2025-02-04,email
INV0019597,CON007732,2025-02,2025-02-01,email
INV0019598,CON007733,2025-02,2025-02-02,email
INV0019599,CON007734,2025-02,2025-02-02,email
INV0019600,CON007735,2025-02,2025-02-05,email
INV0019601,CON007736,2025-02,2025-02-02,email
INV0019602,CON007737,2025-02,2025-02-03,email
INV0019603,CON007738,2025-02,2025-02-03,email
INV0019604,CON007739,2025-02,2025-02-05,email
INV0019605,CON007740,2025-02,2025-02-02,email
INV0019606,CON007741,2025-02,2025-02-02,email
INV0019607,CON007742,2025-02,2025-02-03,email
INV0019608,CON007743,2025-02,2025-02-04,email
INV0019609,CON007744,2025-02,2025-02-03,email
INV0019610,CON007745,2025-02,2025-02-05,email
INV0019611,CON007746,2025-02,2025-02-03,email
INV0019612,CON007747,2025-02,2025-02-05,email
INV0019613,CON007748,2025-02,2025-02-05,email
INV0019614,CON007749,2025-02,2025-02-02,email
INV0019615,CON007750,2025-02,2025-02-01,email
INV0019616,CON007751,2025-02,2025-02-04,email
INV0019617,CON007752,2025-02,2025-02-01,email
INV0019618,CON007753,2025-02,2025-02-05,email
INV0019619,CON007754,2025-02,2025-02-04,phone_ivr
INV0019620,CON007755,2025-02,2025-02-04,email
INV0019621,CON007756,2025-02,2025-02-01,email
INV0019622,CON007757,2025-02,2025-02-05,email
INV0019623,CON007758,2025-02,2025-02-01,email
INV0019624,CON007759,2025-02,2025-02-03,email
INV0019625,CON007760,2025-02,2025-02-01,email
INV0019626,CON007761,2025-02,2025-02-02,email
INV0019627,CON007762,2025-02,2025-02-03,email
INV0019628,CON007763,2025-02,2025-02-02,email
INV0019629,CON007764,2025-02,2025-02-03,email
INV0019630,CON007765,2025-02,2025-02-05,email
INV0019631,CON007766,2025-02,2025-02-04,email
INV0019632,CON007767,2025-02,2025-02-01,phone_ivr
INV0019633,CON007768,2025-02,2025-02-05,email
INV0019634,CON007769,2025-02,2025-02-02,email
INV0019635,CON007770,2025-02,2025-02-05,email
INV0019636,CON007771,2025-02,2025-02-05,email
INV0019637,CON007772,2025-02,2025-02-04,email
INV0019638,CON007773,2025-02,2025-02-05,email
INV0019639,CON007774,2025-02,2025-02-05,email
INV0019640,CON007775,2025-02,2025-02-05,email
INV0019641,CON007776,2025-02,2025-02-04,email
INV0019642,CON007777,2025-02,2025-02-03,email
INV0019643,CON007778,2025-02,2025-02-03,email
INV0019644,CON007779,2025-02,2025-02-02,phone_ivr
INV0019645,CON007780,2025-02,2025-02-04,email
INV0019646,CON007781,2025-02,2025-02-05,email
INV0019647,CON007782,2025-02,2025-02-01,email
INV0019648,CON007783,2025-02,2025-02-02,email
INV0019649,CON007784,2025-02,2025-02-03,email
INV0019650,CON007785,2025-02,2025-02-05,email
INV0019651,CON007786,2025-02,2025-02-03,email
INV0019652,CON007787,2025-02,2025-02-03,email
INV0019653,CON007788,2025-02,2025-02-02,email
INV0019654,CON007789,2025-02,2025-02-04,email
INV0019655,CON007790,2025-02,2025-02-05,email
INV0019656,CON007791,2025-02,2025-02-01,phone_ivr
INV0019657,CON007792,2025-02,2025-02-04,email
INV0019658,CON007793,2025-02,2025-02-04,email
INV0019659,CON007794,2025-02,2025-02-01,email
INV0019660,CON007795,2025-02,2025-02-04,email
INV0019661,CON007796,2025-02,2025-02-05,email
INV0019662,CON007797,2025-02,2025-02-04,email
INV0019663,CON007798,2025-02,2025-02-04,email
INV0019664,CON007799,2025-02,2025-02-03,email
INV0019665,CON007800,2025-02,2025-02-03,email
INV0019666,CON007801,2025-02,2025-02-01,email
INV0019667,CON007802,2025-02,2025-02-02,email
INV0019668,CON007803,2025-02,2025-02-02,email
INV0019669,CON007804,2025-02,2025-02-01,phone_ivr
INV0019670,CON007805,2025-02,2025-02-03,email
INV0019671,CON007806,2025-02,2025-02-04,email
INV0019672,CON007807,2025-02,2025-02-05,email
INV0019673,CON007808,2025-02,2025-02-03,email
INV0019674,CON007809,2025-02,2025-02-04,email
INV0019675,CON007810,2025-02,2025-02-01,email
INV0019676,CON007811,2025-02,2025-02-01,email
INV0019677,CON007812,2025-02,2025-02-05,email
INV0019678,CON007813,2025-02,2025-02-02,email
INV0019679,CON007814,2025-02,2025-02-04,email
INV0019680,CON007815,2025-02,2025-02-01,email
INV0019681,CON007816,2025-02,2025-02-01,email
INV0019682,CON007817,2025-02,2025-02-04,email
INV0019683,CON007818,2025-02,2025-02-02,email
INV0019684,CON007819,2025-02,2025-02-03,email
INV0019685,CON007820,2025-02,2025-02-01,email
INV0019686,CON007821,2025-02,2025-02-02,email
INV0019687,CON007822,2025-02,2025-02-01,email
INV0019688,CON007823,2025-02,2025-02-01,email
INV0019689,CON007824,2025-02,2025-02-01,email
INV0019690,CON007825,2025-02,2025-02-01,email
INV0019691,CON007826,2025-02,2025-02-05,email
INV0019692,CON007827,2025-02,2025-02-02,email
INV0019693,CON007828,2025-02,2025-02-01,email
INV0019694,CON007829,2025-02,2025-02-04,phone_ivr
INV0019695,CON007830,2025-02,2025-02-04,email
INV0019696,CON007831,2025-02,2025-02-04,email
INV0019697,CON007832,2025-02,2025-02-05,email
INV0019698,CON007833,2025-02,2025-02-03,email
INV0019699,CON007834,2025-02,2025-02-02,email
INV0019700,CON007835,2025-02,2025-02-01,email
INV0019701,CON007836,2025-02,2025-02-02,email
INV0019702,CON007837,2025-02,2025-02-05,email
INV0019703,CON007838,2025-02,2025-02-03,email
INV0019704,CON007839,2025-02,2025-02-02,phone_ivr
INV0019705,CON007840,2025-02,2025-02-04,email
INV0019706,CON007841,2025-02,2025-02-03,email
INV0019707,CON007842,2025-02,2025-02-04,email
INV0019708,CON007843,2025-02,2025-02-03,email
INV0019709,CON007844,2025-02,2025-02-04,email
INV0019710,CON007845,2025-02,2025-02-03,email
INV0019711,CON007846,2025-02,2025-02-05,email
INV0019712,CON007847,2025-02,2025-02-02,email
INV0019713,CON007848,2025-02,2025-02-01,email
INV0019714,CON007849,2025-02,2025-02-05,email
INV0019715,CON007850,2025-02,2025-02-01,email
INV0019716,CON007851,2025-02,2025-02-01,email
INV0019717,CON007852,2025-02,2025-02-04,email
INV0019718,CON007853,2025-02,2025-02-04,email
INV0019719,CON007854,2025-02,2025-02-05,email
INV0019720,CON007855,2025-02,2025-02-02,email
INV0019721,CON007856,2025-02,2025-02-03,email
INV0019722,CON007857,2025-02,2025-02-02,email
INV0019723,CON007858,2025-02,2025-02-05,email
INV0019724,CON007859,2025-02,2025-02-02,email
INV0019725,CON007860,2025-02,2025-02-02,email
INV0019726,CON007861,2025-02,2025-02-02,email
INV0019727,CON007862,2025-02,2025-02-01,phone_ivr
INV0019728,CON007863,2025-02,2025-02-01,email
INV0019729,CON007864,2025-02,2025-02-04,email
INV0019730,CON007865,2025-02,2025-02-04,email
