ticket_id,account_id,opened_date,status,category
TKT001030,ACC01042,2025-03-02,open,data_loss
TKT001031,ACC01042,2025-05-01,open,performance
TKT001032,ACC01043,2025-05-26,open,technical_issue
TKT001033,ACC01048,2025-05-15,open,integration_error
TKT001034,ACC01049,2025-03-18,closed,feature_request
TKT001035,ACC01052,2025-05-19,open,integration_error
TKT001036,ACC01053,2025-04-01,closed,data_loss
TKT001037,ACC01055,2025-05-28,open,billing
TKT001038,ACC01056,2025-04-18,open,performance
TKT001039,ACC01056,2025-06-16,pending,technical_issue
TKT001040,ACC01058,2025-04-27,closed,integration_error
TKT001041,ACC01059,2025-02-28,closed,integration_error
TKT001042,ACC01060,2025-05-16,open,data_loss
TKT001043,ACC01061,2025-04-26,open,performance
TKT001044,ACC01061,2025-05-20,closed,access_management
TKT001045,ACC01062,2025-01-21,closed,integration_error
TKT001046,ACC01063,2025-04-04,open,feature_request
TKT001047,ACC01063,2025-04-18,pending,data_loss
TKT001048,ACC01063,2025-03-17,closed,data_loss
TKT001049,ACC01064,2025-01-02,pending,access_management
TKT001050,ACC01064,2025-06-11,closed,data_loss
TKT001051,ACC01064,2025-03-05,closed,billing
TKT001052,ACC01066,2025-03-24,open,technical_issue
TKT001053,ACC01067,2025-05-01,closed,performance
TKT001054,ACC01067,2025-01-13,open,integration_error
TKT001055,ACC01069,2025-02-13,closed,billing
TKT001056,ACC01069,2025-03-23,open,billing
TKT001057,ACC01070,2025-05-10,closed,access_management
TKT001058,ACC01077,2025-05-03,pending,performance
TKT001059,ACC01083,2025-06-09,closed,data_loss
TKT001060,ACC01083,2025-06-10,closed,integration_error
TKT001061,ACC01083,2025-04-17,open,technical_issue
TKT001062,ACC01083,2025-06-25,open,performance
TKT001063,ACC01084,2025-03-03,closed,feature_request
TKT001064,ACC01084,2025-01-13,open,technical_issue
TKT001065,ACC01085,2025-01-17,open,billing
TKT001066,ACC01085,2025-06-23,closed,access_management
TKT001067,ACC01086,2025-06-24,pending,performance
TKT001068,ACC01087,2025-02-28,open,technical_issue
TKT001069,ACC01088,2025-03-15,open,performance
TKT001070,ACC01089,2025-06-22,closed,data_loss
TKT001071,ACC01091,2025-03-04,closed,performance
TKT001072,ACC01092,2025-03-13,closed,access_management
TKT001073,ACC01098,2025-03-18,closed,performance
TKT001074,ACC01099,2025-03-17,open,feature_request
TKT001075,ACC01099,2025-03-12,pending,access_management
TKT001076,ACC01100,2025-01-22,closed,data_loss
TKT001077,ACC01102,2025-06-07,closed,access_management
TKT001078,ACC01103,2025-02-02,pending,technical_issue
TKT001079,ACC01105,2025-05-21,closed,performance
TKT001080,ACC01107,2025-02-03,closed,integration_error
TKT001081,ACC01107,2025-02-28,closed,access_management
TKT001082,ACC01109,2025-06-13,closed,billing
TKT001083,ACC01112,2025-01-03,pending,billing
TKT001084,ACC01112,2025-06-09,open,performance
TKT001085,ACC01113,2025-01-22,closed,technical_issue
TKT001086,ACC01114,2025-03-12,closed,billing
TKT001087,ACC01116,2025-05-15,open,integration_error
TKT001088,ACC01116,2025-05-09,closed,technical_issue
TKT001089,ACC01118,2025-06-20,open,access_management
TKT001090,ACC01120,2025-01-15,closed,data_loss
TKT001091,ACC01121,2025-06-22,closed,access_management
TKT001092,ACC01122,2025-01-10,pending,feature_request
TKT001093,ACC01123,2025-02-18,open,performance
TKT001094,ACC01123,2025-06-11,closed,feature_request
TKT001095,ACC01124,2025-04-27,open,technical_issue
TKT001096,ACC01125,2025-03-21,open,integration_error
TKT001097,ACC01127,2025-03-05,closed,access_management
TKT001098,ACC01128,2025-06-02,open,feature_request
TKT001099,ACC01129,2025-04-24,closed,performance
TKT001100,ACC01129,2025-05-20,closed,feature_request
TKT001101,ACC01131,2025-05-17,closed,feature_request
TKT001102,ACC01134,2025-04-06,closed,performance
TKT001103,ACC01135,2025-03-21,closed,feature_request
TKT001104,ACC01135,2025-03-23,open,performance
TKT001105,ACC01137,2025-02-10,open,performance
TKT001106,ACC01137,2025-01-14,closed,performance
TKT001107,ACC01138,2025-06-25,open,access_management
TKT001108,ACC01138,2025-02-15,pending,performance
TKT001109,ACC01139,2025-05-20,open,integration_error
TKT001110,ACC01140,2025-06-23,open,data_loss
TKT001111,ACC01143,2025-04-24,open,data_loss
TKT001112,ACC01144,2025-04-19,closed,performance
TKT001113,ACC01145,2025-03-23,closed,data_loss
TKT001114,ACC01145,2025-06-27,open,feature_request
TKT001115,ACC01146,2025-06-12,closed,feature_request
TKT001116,ACC01146,2025-04-14,closed,feature_request
TKT001117,ACC01147,2025-03-06,closed,billing
TKT001118,ACC01150,2025-02-07,closed,billing
TKT001119,ACC01150,2025-02-08,closed,data_loss
TKT001120,ACC01151,2025-05-15,closed,performance
TKT001121,ACC01151,2025-03-03,pending,data_loss
TKT001122,ACC01152,2025-03-09,open,technical_issue
TKT001123,ACC01153,2025-05-02,open,performance
TKT001124,ACC01154,2025-04-07,closed,feature_request
TKT001125,ACC01154,2025-01-01,open,access_management
TKT001126,ACC01154,2025-06-17,open,data_loss
TKT001127,ACC01155,2025-05-02,closed,access_management
TKT001128,ACC01157,2025-06-28,closed,technical_issue
TKT001129,ACC01158,2025-02-04,closed,technical_issue
TKT001130,ACC01158,2025-06-24,open,integration_error
TKT001131,ACC01158,2025-06-02,pending,data_loss
TKT001132,ACC01158,2025-06-08,open,feature_request
TKT001133,ACC01159,2025-05-02,closed,billing
TKT001134,ACC01160,2025-03-06,pending,data_loss
TKT001135,ACC01160,2025-01-18,closed,integration_error
TKT001136,ACC01160,2025-05-31,open,performance
TKT001137,ACC01160,2025-02-28,open,performance
TKT001138,ACC01161,2025-04-05,closed,billing
TKT001139,ACC01162,2025-06-18,closed,feature_request
TKT001140,ACC01162,2025-03-07,closed,feature_request
TKT001141,ACC01165,2025-03-06,open,billing
TKT001142,ACC01167,2025-01-15,closed,billing
TKT001143,ACC01168,2025-05-16,open,billing
TKT001144,ACC01168,2025-05-07,open,integration_error
TKT001145,ACC01174,2025-06-01,closed,integration_error
TKT001146,ACC01177,2025-02-09,open,feature_request
TKT001147,ACC01178,2025-01-27,closed,integration_error
TKT001148,ACC01179,2025-01-13,closed,access_management
TKT001149,ACC01179,2025-03-18,closed,performance
TKT001150,ACC01179,2025-05-26,open,integration_error
TKT001151,ACC01180,2025-05-10,open,integration_error
TKT001152,ACC01180,2025-04-10,closed,billing
TKT001153,ACC01182,2025-06-26,closed,technical_issue
TKT001154,ACC01182,2025-05-02,open,integration_error
TKT001155,ACC01182,2025-04-14,closed,performance
TKT001156,ACC01184,2025-05-31,closed,data_loss
TKT001157,ACC01187,2025-02-05,closed,billing
TKT001158,ACC01187,2025-01-24,closed,technical_issue
TKT001159,ACC01188,2025-03-13,pending,integration_error
TKT001160,ACC01189,2025-02-12,open,access_management
TKT001161,ACC01189,2025-05-25,open,integration_error
TKT001162,ACC01190,2025-04-18,closed,data_loss
TKT001163,ACC01190,2025-06-04,closed,performance
TKT001164,ACC01190,2025-02-08,open,performance
TKT001165,ACC01193,2025-02-08,open,billing
TKT001166,ACC01194,2025-05-12,open,billing
TKT001167,ACC01197,2025-05-03,closed,feature_request
TKT001168,ACC01197,2025-01-06,pending,access_management
TKT001169,ACC01199,2025-04-28,closed,access_management
TKT001170,ACC01203,2025-04-27,open,integration_error
TKT001171,ACC01203,2025-04-06,closed,data_loss
TKT001172,ACC01204,2025-03-08,pending,billing
TKT001173,ACC01205,2025-02-21,closed,feature_request
TKT001174,ACC01205,2025-01-31,open,performance
TKT001175,ACC01206,2025-01-29,closed,feature_request
TKT001176,ACC01206,2025-04-08,open,technical_issue
TKT001177,ACC01207,2025-06-10,closed,integration_error
TKT001178,ACC01208,2025-03-15,closed,performance
TKT001179,ACC01208,2025-03-26,closed,billing
TKT001180,ACC01208,2025-03-26,closed,feature_request
TKT001181,ACC01208,2025-02-13,closed,access_management
TKT001182,ACC01209,2025-06-04,open,performance
TKT001183,ACC01211,2025-06-18,open,performance
TKT001184,ACC01212,2025-06-09,open,performance
TKT001185,ACC01213,2025-05-18,open,integration_error
TKT001186,ACC01213,2025-04-04,closed,performance
TKT001187,ACC01214,2025-03-11,closed,access_management
TKT001188,ACC01216,2025-02-13,open,access_management
TKT001189,ACC01216,2025-01-01,closed,billing
TKT001190,ACC01217,2025-04-06,open,billing
TKT001191,ACC01217,2025-02-24,open,billing
TKT001192,ACC01217,2025-06-09,closed,feature_request
TKT001193,ACC01218,2025-05-02,open,technical_issue
TKT001194,ACC01222,2025-01-12,closed,technical_issue
TKT001195,ACC01225,2025-05-16,closed,performance
TKT001196,ACC01227,2025-06-07,open,access_management
TKT001197,ACC01227,2025-02-02,closed,billing
TKT001198,ACC01229,2025-01-06,pending,access_management
TKT001199,ACC01229,2025-01-17,open,billing
TKT001200,ACC01230,2025-03-24,open,performance
TKT001201,ACC01231,2025-04-02,pending,data_loss
TKT001202,ACC01231,2025-01-12,open,access_management
TKT001203,ACC01232,2025-05-08,closed,performance
TKT001204,ACC01234,2025-01-07,pending,technical_issue
TKT001205,ACC01235,2025-05-30,closed,feature_request
TKT001206,ACC01237,2025-05-02,closed,technical_issue
TKT001207,ACC01237,2025-03-29,closed,performance
TKT001208,ACC01238,2025-05-15,closed,integration_error
TKT001209,ACC01238,2025-01-13,closed,access_management
TKT001210,ACC01239,2025-01-17,closed,billing
TKT001211,ACC01240,2025-01-13,closed,billing
TKT001212,ACC01244,2025-01-27,closed,access_management
TKT001213,ACC01244,2025-06-15,open,data_loss
TKT001214,ACC01245,2025-03-13,open,feature_request
TKT001215,ACC01246,2025-02-27,closed,technical_issue
TKT001216,ACC01247,2025-03-06,closed,feature_request
TKT001217,ACC01248,2025-05-30,open,access_management
TKT001218,ACC01248,2025-05-26,closed,access_management
TKT001219,ACC01248,2025-04-24,open,performance
TKT001220,ACC01250,2025-04-03,open,integration_error
TKT001221,ACC01250,2025-05-15,closed,technical_issue
TKT001222,ACC01251,2025-04-11,pending,data_loss
TKT001223,ACC01252,2025-05-16,pending,integration_error
TKT001224,ACC01252,2025-05-04,closed,integration_error
TKT001225,ACC01253,2025-06-11,open,access_management
TKT001226,ACC01253,2025-01-04,open,performance
TKT001227,ACC01255,2025-02-23,open,feature_request
TKT001228,ACC01255,2025-02-02,open,billing
TKT001229,ACC01255,2025-04-04,closed,performance
TKT001230,ACC01256,2025-02-15,pending,integration_error
TKT001231,ACC01257,2025-04-11,open,feature_request
TKT001232,ACC01261,2025-01-11,closed,integration_error
TKT001233,ACC01261,2025-06-10,pending,technical_issue
TKT001234,ACC01261,2025-02-18,open,data_loss
TKT001235,ACC01263,2025-02-01,open,data_loss
TKT001236,ACC01264,2025-03-12,pending,access_management
TKT001237,ACC01264,2025-03-11,closed,technical_issue
TKT001238,ACC01265,2025-05-21,closed,feature_request
TKT001239,ACC01266,2025-04-26,open,access_management
TKT001240,ACC01266,2025-05-07,closed,data_loss
TKT001241,ACC01268,2025-01-06,closed,billing
TKT001242,ACC01271,2025-06-18,open,billing
TKT001243,ACC01272,2025-01-07,closed,access_management
TKT001244,ACC01273,2025-02-06,open,technical_issue
TKT001245,ACC01275,2025-01-21,closed,integration_error
TKT001246,ACC01275,2025-03-06,open,technical_issue
TKT001247,ACC01276,2025-04-11,closed,billing
TKT001248,ACC01278,2025-05-13,closed,feature_request
TKT001249,ACC01278,2025-05-23,closed,feature_request
TKT001250,ACC01278,2025-01-07,closed,technical_issue
TKT001251,ACC01279,2025-06-19,closed,integration_error
TKT001252,ACC01279,2025-05-24,open,performance
TKT001253,ACC01280,2025-05-03,closed,access_management
TKT001254,ACC01282,2025-05-10,open,access_management
TKT001255,ACC01284,2025-02-15,open,performance
TKT001256,ACC01286,2025-02-07,pending,access_management
TKT001257,ACC01287,2025-02-20,closed,feature_request
TKT001258,ACC01291,2025-01-22,closed,billing
TKT001259,ACC01291,2025-05-21,pending,integration_error
TKT001260,ACC01291,2025-01-23,open,performance
TKT001261,ACC01292,2025-03-08,closed,access_management
TKT001262,ACC01292,2025-02-18,pending,data_loss
TKT001263,ACC01293,2025-06-20,closed,billing
TKT001264,ACC01296,2025-05-06,closed,technical_issue
TKT001265,ACC01299,2025-02-07,closed,billing
TKT001266,ACC01299,2025-05-12,open,performance
TKT001267,ACC01300,2025-04-11,closed,access_management
TKT001268,ACC01300,2025-04-30,pending,integration_error
TKT001269,ACC01301,2025-03-21,closed,billing
TKT001270,ACC01301,2025-06-06,closed,performance
TKT001271,ACC01302,2025-05-14,open,performance
TKT001272,ACC01303,2025-03-27,open,data_loss
TKT001273,ACC01303,2025-02-14,open,feature_request
TKT001274,ACC01303,2025-01-02,closed,access_management
TKT001275,ACC01308,2025-03-24,open,access_management
TKT001276,ACC01309,2025-01-21,closed,billing
TKT001277,ACC01313,2025-01-04,pending,performance
TKT001278,ACC01315,2025-02-09,open,feature_request
TKT001279,ACC01315,2025-05-30,open,integration_error
TKT001280,ACC01316,2025-06-21,open,integration_error
TKT001281,ACC01319,2025-03-05,open,data_loss
TKT001282,ACC01319,2025-02-15,open,feature_request
TKT001283,ACC01319,2025-01-01,open,performance
TKT001284,ACC01319,2025-03-26,closed,integration_error
TKT001285,ACC01321,2025-03-31,open,integration_error
TKT001286,ACC01322,2025-04-02,closed,integration_error
TKT001287,ACC01322,2025-03-18,closed,integration_error
TKT001288,ACC01323,2025-05-12,open,feature_request
TKT001289,ACC01326,2025-01-07,open,integration_error
TKT001290,ACC01328,2025-03-16,open,technical_issue
TKT001291,ACC01328,2025-01-30,pending,integration_error
TKT001292,ACC01332,2025-04-13,closed,feature_request
TKT001293,ACC01333,2025-01-19,pending,integration_error
TKT001294,ACC01335,2025-04-09,open,access_management
TKT001295,ACC01336,2025-06-01,closed,performance
TKT001296,ACC01339,2025-02-07,open,data_loss
TKT001297,ACC01340,2025-01-25,closed,data_loss
TKT001298,ACC01341,2025-06-05,pending,feature_request
TKT001299,ACC01341,2025-06-27,open,feature_request
TKT001300,ACC01343,2025-04-05,open,feature_request
TKT001301,ACC01344,2025-05-11,pending,access_management
TKT001302,ACC01347,2025-01-14,closed,billing
TKT001303,ACC01349,2025-06-04,closed,billing
TKT001304,ACC01349,2025-06-29,closed,billing
TKT001305,ACC01351,2025-05-31,open,integration_error
TKT001306,ACC01352,2025-04-06,closed,billing
TKT001307,ACC01353,2025-05-24,open,feature_request
TKT001308,ACC01353,2025-06-04,closed,data_loss
TKT001309,ACC01354,2025-05-01,open,integration_error
TKT001310,ACC01356,2025-05-07,open,access_management
TKT001311,ACC01356,2025-01-17,closed,billing
TKT001312,ACC01356,2025-02-04,closed,access_management
TKT001313,ACC01357,2025-03-07,closed,data_loss
TKT001314,ACC01357,2025-06-17,closed,technical_issue
TKT001315,ACC01358,2025-04-18,open,billing
TKT001316,ACC01359,2025-02-11,closed,performance
TKT001317,ACC01363,2025-01-21,open,feature_request
TKT001318,ACC01366,2025-02-28,closed,integration_error
TKT001319,ACC01366,2025-02-03,closed,integration_error
TKT001320,ACC01368,2025-02-16,closed,billing
TKT001321,ACC01368,2025-06-05,open,integration_error
TKT001322,ACC01369,2025-05-26,closed,feature_request
TKT001323,ACC01369,2025-04-10,pending,feature_request
TKT001324,ACC01373,2025-01-04,closed,billing
TKT001325,ACC01373,2025-05-17,pending,data_loss
TKT001326,ACC01373,2025-02-21,open,feature_request
TKT001327,ACC01374,2025-05-24,closed,data_loss
TKT001328,ACC01375,2025-06-22,closed,access_management
TKT001329,ACC01376,2025-02-21,closed,data_loss
TKT001330,ACC01379,2025-02-09,closed,access_management
TKT001331,ACC01379,2025-06-07,pending,technical_issue
TKT001332,ACC01380,2025-01-01,closed,billing
TKT001333,ACC01380,2025-04-21,pending,data_loss
TKT001334,ACC01381,2025-02-26,closed,data_loss
TKT001335,ACC01381,2025-05-27,open,billing
TKT001336,ACC01384,2025-04-19,open,access_management
TKT001337,ACC01386,2025-05-19,closed,data_loss
TKT001338,ACC01387,2025-03-03,closed,performance
TKT001339,ACC01387,2025-05-01,open,performance
TKT001340,ACC01387,2025-03-03,closed,integration_error
TKT001341,ACC01388,2025-02-04,open,performance
TKT001342,ACC01388,2025-01-19,closed,performance
TKT001343,ACC01390,2025-01-31,closed,technical_issue
TKT001344,ACC01391,2025-02-28,open,technical_issue
TKT001345,ACC01391,2025-01-05,closed,feature_request
TKT001346,ACC01391,2025-04-22,closed,performance
TKT001347,ACC01394,2025-01-09,pending,feature_request
TKT001348,ACC01395,2025-04-29,open,technical_issue
TKT001349,ACC01395,2025-03-26,open,access_management
TKT001350,ACC01396,2025-01-17,closed,technical_issue
TKT001351,ACC01398,2025-02-16,open,feature_request
TKT001352,ACC01399,2025-05-05,closed,feature_request
TKT001353,ACC01400,2025-04-01,open,feature_request
TKT001354,ACC01402,2025-06-16,closed,access_management
TKT001355,ACC01404,2025-04-15,closed,access_management
TKT001356,ACC01404,2025-03-18,pending,access_management
TKT001357,ACC01406,2025-02-17,open,technical_issue
TKT001358,ACC01406,2025-02-13,closed,integration_error
TKT001359,ACC01407,2025-03-28,closed,data_loss
TKT001360,ACC01409,2025-01-18,closed,technical_issue
TKT001361,ACC01409,2025-04-04,closed,performance
TKT001362,ACC01409,2025-04-11,closed,integration_error
TKT001363,ACC01411,2025-05-07,closed,data_loss
TKT001364,ACC01413,2025-01-22,open,technical_issue
TKT001365,ACC01413,2025-04-15,closed,access_management
TKT001366,ACC01414,2025-02-10,closed,access_management
TKT001367,ACC01415,2025-02-21,open,billing
TKT001368,ACC01416,2025-01-23,open,data_loss
TKT001369,ACC01416,2025-05-06,closed,integration_error
TKT001370,ACC01417,2025-03-28,closed,billing
TKT001371,ACC01418,2025-05-07,closed,access_management
TKT001372,ACC01420,2025-02-26,pending,access_management
TKT001373,ACC01422,2025-02-13,closed,technical_issue
TKT001374,ACC01424,2025-05-21,closed,feature_request
TKT001375,ACC01425,2025-04-01,closed,technical_issue
TKT001376,ACC01426,2025-05-10,open,feature_request
TKT001377,ACC01426,2025-01-27,open,data_loss
TKT001378,ACC01429,2025-03-23,open,access_management
TKT001379,ACC01430,2025-06-19,open,access_management
TKT001380,ACC01434,2025-02-20,pending,billing
TKT001381,ACC01434,2025-01-14,open,feature_request
TKT001382,ACC01436,2025-03-05,open,feature_request
TKT001383,ACC01437,2025-05-08,closed,access_management
TKT001384,ACC01437,2025-05-25,pending,integration_error
TKT001385,ACC01438,2025-05-08,closed,data_loss
TKT001386,ACC01439,2025-05-10,open,data_loss
TKT001387,ACC01440,2025-05-22,closed,access_management
TKT001388,ACC01440,2025-03-24,open,data_loss
TKT001389,ACC01442,2025-02-05,closed,data_loss
TKT001390,ACC01445,2025-02-26,closed,billing
TKT001391,ACC01445,2025-01-01,closed,feature_request
TKT001392,ACC01446,2025-03-23,closed,access_management
TKT001393,ACC01446,2025-06-06,closed,data_loss
TKT001394,ACC01447,2025-03-13,closed,performance
TKT001395,ACC01448,2025-04-11,closed,access_management
TKT001396,ACC01448,2025-01-29,open,access_management
TKT001397,ACC01449,2025-04-10,pending,performance
TKT001398,ACC01449,2025-03-09,closed,data_loss
TKT001399,ACC01449,2025-04-29,open,integration_error
TKT001400,ACC01449,2025-03-23,open,billing
TKT001401,ACC01450,2025-03-09,closed,access_management
TKT001402,ACC01451,2025-02-22,open,data_loss
TKT001403,ACC01453,2025-02-15,closed,billing
TKT001404,ACC01454,2025-02-12,closed,access_management
TKT001405,ACC01455,2025-03-12,closed,billing
TKT001406,ACC01455,2025-02-11,closed,billing
TKT001407,ACC01456,2025-02-09,closed,access_management
TKT001408,ACC01461,2025-01-01,closed,billing
TKT001409,ACC01461,2025-03-07,closed,performance
TKT001410,ACC01464,2025-04-04,open,feature_request
TKT001411,ACC01464,2025-02-15,open,integration_error
TKT001412,ACC01465,2025-04-08,closed,billing
TKT001413,ACC01468,2025-01-10,closed,data_loss
TKT001414,ACC01468,2025-06-28,closed,access_management
TKT001415,ACC01470,2025-04-30,open,data_loss
TKT001416,ACC01473,2025-02-26,pending,feature_request
TKT001417,ACC01475,2025-05-11,closed,performance
TKT001418,ACC01476,2025-05-20,open,billing
TKT001419,ACC01476,2025-02-04,closed,billing
TKT001420,ACC01478,2025-06-26,open,performance
TKT001421,ACC01479,2025-03-20,open,performance
TKT001422,ACC01480,2025-01-08,open,technical_issue
TKT001423,ACC01480,2025-03-22,closed,technical_issue
TKT001424,ACC01480,2025-05-12,closed,technical_issue
TKT001425,ACC01482,2025-03-26,pending,integration_error
TKT001426,ACC01485,2025-03-16,pending,data_loss
TKT001427,ACC01486,2025-03-13,open,access_management
TKT001428,ACC01486,2025-04-06,open,data_loss
TKT001429,ACC01487,2025-01-08,closed,billing
TKT001430,ACC01487,2025-05-02,closed,integration_error
TKT001431,ACC01487,2025-06-05,closed,feature_request
TKT001432,ACC01492,2025-04-23,closed,technical_issue
TKT001433,ACC01493,2025-03-10,closed,data_loss
TKT001434,ACC01493,2025-05-25,closed,data_loss
TKT001435,ACC01495,2025-03-12,closed,access_management
TKT001436,ACC01495,2025-02-28,closed,billing
TKT001437,ACC01495,2025-06-14,open,feature_request
TKT001438,ACC01496,2025-03-06,closed,performance
TKT001439,ACC01498,2025-02-19,closed,feature_request
TKT001440,ACC01498,2025-06-19,pending,data_loss
TKT001441,ACC01499,2025-01-16,closed,technical_issue
TKT001442,ACC01502,2025-04-21,open,access_management
TKT001443,ACC01505,2025-04-28,closed,technical_issue
TKT001444,ACC01506,2025-01-21,open,performance
TKT001445,ACC01507,2025-03-23,closed,performance
TKT001446,ACC01509,2025-05-03,open,data_loss
TKT001447,ACC01510,2025-03-17,closed,access_management
TKT001448,ACC01510,2025-01-09,closed,data_loss
TKT001449,ACC01511,2025-01-20,closed,feature_request
TKT001450,ACC01512,2025-04-21,closed,performance
TKT001451,ACC01515,2025-02-20,closed,data_loss
TKT001452,ACC01515,2025-03-16,closed,performance
TKT001453,ACC01516,2025-02-13,closed,performance
TKT001454,ACC01520,2025-05-24,open,performance
TKT001455,ACC01520,2025-02-23,closed,technical_issue
TKT001456,ACC01520,2025-02-02,pending,data_loss
TKT001457,ACC01521,2025-01-14,closed,technical_issue
TKT001458,ACC01522,2025-05-14,open,performance
TKT001459,ACC01523,2025-04-26,open,technical_issue
TKT001460,ACC01523,2025-02-16,open,integration_error
TKT001461,ACC01526,2025-03-01,closed,feature_request
TKT001462,ACC01527,2025-04-11,open,performance
TKT001463,ACC01527,2025-06-07,pending,access_management
TKT001464,ACC01528,2025-01-14,closed,feature_request
TKT001465,ACC01529,2025-05-25,closed,billing
TKT001466,ACC01529,2025-06-04,closed,technical_issue
TKT001467,ACC01530,2025-06-17,open,performance
TKT001468,ACC01530,2025-02-22,open,billing
TKT001469,ACC01533,2025-03-21,closed,billing
TKT001470,ACC01534,2025-06-01,open,access_management
TKT001471,ACC01534,2025-03-29,open,billing
TKT001472,ACC01536,2025-02-26,closed,data_loss
TKT001473,ACC01540,2025-06-15,closed,technical_issue
TKT001474,ACC01540,2025-01-12,open,billing
TKT001475,ACC01541,2025-05-30,closed,feature_request
TKT001476,ACC01542,2025-01-19,closed,technical_issue
TKT001477,ACC01543,2025-04-21,pending,performance
TKT001478,ACC01544,2025-06-22,pending,performance
TKT001479,ACC01545,2025-04-10,open,integration_error
TKT001480,ACC01550,2025-03-31,open,technical_issue
TKT001481,ACC01550,2025-03-22,open,performance
TKT001482,ACC01551,2025-01-11,closed,billing
TKT001483,ACC01551,2025-05-26,closed,performance
TKT001484,ACC01551,2025-02-11,open,billing
TKT001485,ACC01554,2025-04-22,open,data_loss
TKT001486,ACC01556,2025-03-07,closed,access_management
TKT001487,ACC01556,2025-04-18,open,technical_issue
TKT001488,ACC01556,2025-05-28,open,technical_issue
TKT001489,ACC01557,2025-04-18,closed,integration_error
TKT001490,ACC01557,2025-06-05,open,billing
TKT001491,ACC01558,2025-05-28,pending,integration_error
TKT001492,ACC01561,2025-04-08,closed,billing
TKT001493,ACC01562,2025-01-28,open,feature_request
TKT001494,ACC01562,2025-04-01,pending,access_management
TKT001495,ACC01564,2025-03-01,closed,technical_issue
TKT001496,ACC01569,2025-02-18,open,data_loss
TKT001497,ACC01569,2025-02-17,open,billing
TKT001498,ACC01569,2025-02-12,open,access_management
TKT001499,ACC01570,2025-03-12,open,performance
TKT001500,ACC01571,2025-05-05,closed,performance
TKT001501,ACC01571,2025-06-20,closed,technical_issue
TKT001502,ACC01572,2025-03-17,open,technical_issue
TKT001503,ACC01574,2025-04-09,open,billing
TKT001504,ACC01574,2025-04-26,closed,access_management
TKT001505,ACC01576,2025-01-05,open,performance
TKT001506,ACC01579,2025-02-03,open,feature_request
TKT001507,ACC01579,2025-02-22,open,access_management
TKT001508,ACC01579,2025-05-09,open,access_management
TKT001509,ACC01579,2025-04-16,closed,integration_error
TKT001510,ACC01579,2025-06-23,closed,data_loss
TKT001511,ACC01581,2025-04-22,closed,technical_issue
TKT001512,ACC01581,2025-04-22,open,technical_issue
TKT001513,ACC01582,2025-02-04,closed,technical_issue
TKT001514,ACC01583,2025-04-10,closed,access_management
TKT001515,ACC01583,2025-05-26,open,performance
TKT001516,ACC01584,2025-01-26,closed,technical_issue
TKT001517,ACC01584,2025-02-24,closed,feature_request
TKT001518,ACC01585,2025-05-12,pending,access_management
TKT001519,ACC01585,2025-04-25,closed,technical_issue
TKT001520,ACC01586,2025-05-26,closed,integration_error
TKT001521,ACC01587,2025-03-19,closed,performance
TKT001522,ACC01590,2025-02-22,closed,billing
TKT001523,ACC01590,2025-01-31,closed,integration_error
TKT001524,ACC01590,2025-06-14,closed,technical_issue
TKT001525,ACC01592,2025-06-01,open,access_management
TKT001526,ACC01592,2025-02-22,closed,integration_error
TKT001527,ACC01593,2025-03-18,closed,integration_error
TKT001528,ACC01594,2025-06-29,closed,billing
TKT001529,ACC01594,2025-01-19,closed,data_loss
TKT001530,ACC01594,2025-04-03,closed,billing
TKT001531,ACC01594,2025-01-28,closed,billing
TKT001532,ACC01594,2025-01-14,closed,performance
TKT001533,ACC01596,2025-05-27,open,integration_error
TKT001534,ACC01597,2025-02-03,pending,feature_request
TKT001535,ACC01597,2025-02-19,closed,billing
TKT001536,ACC01597,2025-04-03,closed,feature_request
TKT001537,ACC01598,2025-03-23,closed,feature_request
TKT001538,ACC01598,2025-05-06,closed,integration_error
TKT001539,ACC01598,2025-03-28,closed,performance
TKT001540,ACC01599,2025-05-22,closed,integration_error
TKT001541,ACC01599,2025-04-01,closed,billing
TKT001542,ACC01600,2025-05-18,closed,integration_error
TKT001543,ACC01601,2025-02-15,open,performance
TKT001544,ACC01601,2025-06-12,closed,billing
TKT001545,ACC01603,2025-02-24,closed,feature_request
TKT001546,ACC01603,2025-02-18,closed,data_loss
TKT001547,ACC01607,2025-06-19,closed,billing
TKT001548,ACC01609,2025-06-23,open,performance
TKT001549,ACC01609,2025-03-02,closed,integration_error
TKT001550,ACC01610,2025-01-18,closed,integration_error
TKT001551,ACC01611,2025-06-05,closed,performance
TKT001552,ACC01613,2025-04-01,closed,billing
TKT001553,ACC01614,2025-04-21,open,feature_request
TKT001554,ACC01615,2025-05-07,open,performance
TKT001555,ACC01616,2025-01-02,closed,integration_error
TKT001556,ACC01618,2025-06-25,closed,integration_error
TKT001557,ACC01620,2025-06-24,open,feature_request
TKT001558,ACC01620,2025-03-29,open,billing
TKT001559,ACC01627,2025-02-04,closed,data_loss
TKT001560,ACC01627,2025-01-03,open,integration_error
TKT001561,ACC01629,2025-03-30,closed,feature_request
TKT001562,ACC01629,2025-05-22,closed,integration_error
TKT001563,ACC01629,2025-02-03,closed,performance
TKT001564,ACC01630,2025-02-11,closed,technical_issue
TKT001565,ACC01630,2025-04-27,open,technical_issue
TKT001566,ACC01630,2025-01-20,open,integration_error
TKT001567,ACC01632,2025-05-19,closed,data_loss
