response_id,invitation_id,response_date,score,primary_theme
RESP0005124,INV0014673,2025-02-11,2,onboarding_experience
RESP0005125,INV0014679,2025-02-04,5,pricing_transparency
RESP0005126,INV0014684,2025-02-09,9,
RESP0005127,INV0014685,2025-02-11,7,
RESP0005128,INV0014686,2025-02-04,10,
RESP0005129,INV0014692,2025-02-11,5,onboarding_experience
RESP0005130,INV0014698,2025-02-06,5,pricing_transparency
RESP0005131,INV0014699,2025-02-10,9,
RESP0005132,INV0014705,2025-02-10,0,feature_discoverability
RESP0005133,INV0014706,2025-02-06,10,
RESP0005134,INV0014707,2025-02-02,8,
RESP0005135,INV0014708,2025-02-07,9,
RESP0005136,INV0014713,2025-02-08,4,mobile_app_performance
RESP0005137,INV0014719,2025-02-09,9,
RESP0005138,INV0014720,2025-02-09,7,
RESP0005139,INV0014721,2025-02-09,9,
RESP0005140,INV0014725,2025-02-11,6,customer_support_speed
RESP0005141,INV0014727,2025-02-11,10,
RESP0005142,INV0014732,2025-02-07,9,
RESP0005143,INV0014736,2025-02-08,10,
RESP0005144,INV0014739,2025-02-05,10,
RESP0005145,INV0014741,2025-02-08,1,
RESP0005146,INV0014743,2025-02-08,7,
RESP0005147,INV0014744,2025-02-05,8,
RESP0005148,INV0014749,2025-02-08,0,mobile_app_performance
RESP0005149,INV0014753,2025-02-05,8,
RESP0005150,INV0014754,2025-02-07,10,
RESP0005151,INV0014758,2025-02-07,10,
RESP0005152,INV0014760,2025-02-04,10,
RESP0005153,INV0014763,2025-02-08,1,data_export_reliability
RESP0005154,INV0014766,2025-02-08,8,
RESP0005155,INV0014768,2025-02-06,9,
RESP0005156,INV0014773,2025-02-05,5,pricing_transparency
RESP0005157,INV0014774,2025-02-05,0,mobile_app_performance
RESP0005158,INV0014777,2025-02-05,10,
RESP0005159,INV0014779,2025-02-10,2,mobile_app_performance
RESP0005160,INV0014780,2025-02-09,8,
RESP0005161,INV0014781,2025-02-06,7,
RESP0005162,INV0014784,2025-02-09,6,customer_support_speed
RESP0005163,INV0014788,2025-02-07,9,
RESP0005164,INV0014789,2025-02-10,6,customer_support_speed
RESP0005165,INV0014791,2025-02-02,7,
RESP0005166,INV0014792,2025-02-04,7,
RESP0005167,INV0014793,2025-02-04,0,customer_support_speed
RESP0005168,INV0014794,2025-02-05,9,
RESP0005169,INV0014796,2025-02-06,2,mobile_app_performance
RESP0005170,INV0014797,2025-02-05,9,
RESP0005171,INV0014798,2025-02-05,0,mobile_app_performance
RESP0005172,INV0014801,2025-02-09,7,
RESP0005173,INV0014804,2025-02-07,10,
RESP0005174,INV0014805,2025-02-07,9,
RESP0005175,INV0014809,2025-02-05,7,
RESP0005176,INV0014810,2025-02-09,6,pricing_transparency
RESP0005177,INV0014814,2025-02-03,8,
RESP0005178,INV0014815,2025-02-09,10,
RESP0005179,INV0014816,2025-02-07,7,
RESP0005180,INV0014819,2025-02-04,9,
RESP0005181,INV0014821,2025-02-07,8,
RESP0005182,INV0014824,2025-02-08,5,
RESP0005183,INV0014827,2025-02-07,8,
RESP0005184,INV0014828,2025-02-03,10,
RESP0005185,INV0014829,2025-02-06,7,
RESP0005186,INV0014830,2025-02-05,10,
RESP0005187,INV0014832,2025-02-06,10,
RESP0005188,INV0014835,2025-02-03,6,mobile_app_performance
RESP0005189,INV0014838,2025-02-12,9,
RESP0005190,INV0014840,2025-02-07,8,
RESP0005191,INV0014842,2025-02-07,1,pricing_transparency
RESP0005192,INV0014844,2025-02-09,9,
RESP0005193,INV0014846,2025-02-08,7,
RESP0005194,INV0014847,2025-02-06,8,
RESP0005195,INV0014848,2025-02-10,9,
RESP0005196,INV0014851,2025-02-10,3,api_stability
RESP0005197,INV0014857,2025-02-08,2,pricing_transparency
RESP0005198,INV0014858,2025-02-04,7,
RESP0005199,INV0014859,2025-02-08,9,
RESP0005200,INV0014861,2025-02-10,1,customer_support_speed
RESP0005201,INV0014863,2025-02-05,7,
RESP0005202,INV0014865,2025-02-09,9,
RESP0005203,INV0014868,2025-02-08,9,
RESP0005204,INV0014871,2025-02-03,5,customer_support_speed
RESP0005205,INV0014872,2025-02-09,7,
RESP0005206,INV0014873,2025-02-06,9,
RESP0005207,INV0014874,2025-02-08,5,mobile_app_performance
RESP0005208,INV0014875,2025-02-05,10,
RESP0005209,INV0014878,2025-02-06,6,data_export_reliability
RESP0005210,INV0014880,2025-02-07,4,data_export_reliability
RESP0005211,INV0014881,2025-02-07,0,api_stability
RESP0005212,INV0014883,2025-02-10,7,
RESP0005213,INV0014886,2025-02-11,4,pricing_transparency
RESP0005214,INV0014889,2025-02-07,5,mobile_app_performance
RESP0005215,INV0014890,2025-02-09,9,
RESP0005216,INV0014892,2025-02-06,10,
RESP0005217,INV0014898,2025-02-05,3,
RESP0005218,INV0014899,2025-02-05,10,
RESP0005219,INV0014900,2025-02-11,10,
RESP0005220,INV0014901,2025-02-06,0,mobile_app_performance
RESP0005221,INV0014903,2025-02-08,8,
RESP0005222,INV0014905,2025-02-11,8,
RESP0005223,INV0014908,2025-02-02,1,onboarding_experience
RESP0005224,INV0014912,2025-02-11,8,
RESP0005225,INV0014916,2025-02-10,10,
RESP0005226,INV0014917,2025-02-04,8,
RESP0005227,INV0014920,2025-02-09,10,
RESP0005228,INV0014925,2025-02-08,9,
RESP0005229,INV0014927,2025-02-12,6,api_stability
RESP0005230,INV0014939,2025-02-08,5,pricing_transparency
RESP0005231,INV0014940,2025-02-11,1,onboarding_experience
RESP0005232,INV0014942,2025-02-08,10,
RESP0005233,INV0014945,2025-02-06,9,
RESP0005234,INV0014951,2025-02-12,9,
RESP0005235,INV0014952,2025-02-07,7,
RESP0005236,INV0014953,2025-02-05,10,
RESP0005237,INV0014954,2025-02-07,9,
RESP0005238,INV0014955,2025-02-02,0,mobile_app_performance
RESP0005239,INV0014956,2025-02-03,9,
RESP0005240,INV0014961,2025-02-07,10,
RESP0005241,INV0014962,2025-02-05,9,
RESP0005242,INV0014967,2025-02-07,7,
RESP0005243,INV0014968,2025-02-09,10,
RESP0005244,INV0014969,2025-02-04,9,
RESP0005245,INV0014971,2025-02-09,6,mobile_app_performance
RESP0005246,INV0014974,2025-02-11,9,
RESP0005247,INV0014980,2025-02-10,9,
RESP0005248,INV0014981,2025-02-10,10,
RESP0005249,INV0014996,2025-02-11,5,pricing_transparency
RESP0005250,INV0014997,2025-02-07,0,pricing_transparency
RESP0005251,INV0014999,2025-02-03,5,mobile_app_performance
RESP0005252,INV0015000,2025-02-11,8,
RESP0005253,INV0015005,2025-02-04,9,
RESP0005254,INV0015006,2025-02-09,9,
RESP0005255,INV0015007,2025-02-07,5,
RESP0005256,INV0015012,2025-02-05,2,mobile_app_performance
RESP0005257,INV0015021,2025-02-04,8,
RESP0005258,INV0015023,2025-02-07,10,
RESP0005259,INV0015027,2025-02-07,6,onboarding_experience
RESP0005260,INV0015028,2025-02-09,8,
RESP0005261,INV0015031,2025-02-12,9,
RESP0005262,INV0015033,2025-02-04,7,
RESP0005263,INV0015034,2025-02-08,2,pricing_transparency
RESP0005264,INV0015037,2025-02-05,4,customer_support_speed
RESP0005265,INV0015048,2025-02-02,10,
RESP0005266,INV0015051,2025-02-06,10,
RESP0005267,INV0015053,2025-02-10,9,
RESP0005268,INV0015056,2025-02-07,7,
RESP0005269,INV0015061,2025-02-06,9,
RESP0005270,INV0015062,2025-02-06,7,
RESP0005271,INV0015068,2025-02-08,8,
RESP0005272,INV0015070,2025-02-06,10,
RESP0005273,INV0015074,2025-02-07,10,
RESP0005274,INV0015075,2025-02-02,7,
RESP0005275,INV0015076,2025-02-08,10,
RESP0005276,INV0015079,2025-02-12,9,
RESP0005277,INV0015080,2025-02-06,10,
RESP0005278,INV0015087,2025-02-12,8,
RESP0005279,INV0015089,2025-02-11,9,
RESP0005280,INV0015090,2025-02-07,3,mobile_app_performance
RESP0005281,INV0015092,2025-02-07,9,
RESP0005282,INV0015093,2025-02-09,9,
RESP0005283,INV0015096,2025-02-08,8,
RESP0005284,INV0015098,2025-02-07,9,
RESP0005285,INV0015100,2025-02-08,10,
RESP0005286,INV0015101,2025-02-10,7,
RESP0005287,INV0015102,2025-02-04,3,api_stability
RESP0005288,INV0015104,2025-02-06,10,
RESP0005289,INV0015108,2025-02-07,0,mobile_app_performance
RESP0005290,INV0015109,2025-02-07,10,
RESP0005291,INV0015110,2025-02-11,10,
RESP0005292,INV0015114,2025-02-09,7,
RESP0005293,INV0015120,2025-02-08,9,
RESP0005294,INV0015121,2025-02-05,10,
RESP0005295,INV0015126,2025-02-07,10,
RESP0005296,INV0015128,2025-02-07,10,
RESP0005297,INV0015132,2025-02-07,10,
RESP0005298,INV0015135,2025-02-03,5,pricing_transparency
RESP0005299,INV0015138,2025-02-06,8,
RESP0005300,INV0015139,2025-02-04,8,
RESP0005301,INV0015142,2025-02-08,10,
RESP0005302,INV0015144,2025-02-05,8,
RESP0005303,INV0015149,2025-02-08,10,
RESP0005304,INV0015150,2025-02-02,7,
RESP0005305,INV0015151,2025-02-06,10,
RESP0005306,INV0015152,2025-02-07,9,
RESP0005307,INV0015153,2025-02-04,9,
RESP0005308,INV0015154,2025-02-12,10,
RESP0005309,INV0015155,2025-02-10,4,mobile_app_performance
RESP0005310,INV0015161,2025-02-06,0,api_stability
RESP0005311,INV0015162,2025-02-09,8,
RESP0005312,INV0015175,2025-02-05,10,
RESP0005313,INV0015177,2025-02-08,1,
RESP0005314,INV0015182,2025-02-09,7,
RESP0005315,INV0015183,2025-02-06,8,
RESP0005316,INV0015188,2025-02-04,0,mobile_app_performance
RESP0005317,INV0015189,2025-02-07,2,data_export_reliability
RESP0005318,INV0015192,2025-02-09,9,
RESP0005319,INV0015193,2025-02-06,1,mobile_app_performance
RESP0005320,INV0015196,2025-02-02,0,reporting_accuracy
RESP0005321,INV0015200,2025-02-05,1,onboarding_experience
RESP0005322,INV0015205,2025-02-07,8,
RESP0005323,INV0015208,2025-02-05,10,
RESP0005324,INV0015213,2025-02-10,9,
RESP0005325,INV0015215,2025-02-06,7,
RESP0005326,INV0015217,2025-02-10,0,mobile_app_performance
RESP0005327,INV0015218,2025-02-03,7,
RESP0005328,INV0015220,2025-02-07,7,
RESP0005329,INV0015223,2025-02-02,9,
RESP0005330,INV0015225,2025-02-03,10,
RESP0005331,INV0015227,2025-02-07,0,mobile_app_performance
RESP0005332,INV0015229,2025-02-04,4,mobile_app_performance
RESP0005333,INV0015231,2025-02-07,8,
RESP0005334,INV0015233,2025-02-07,8,
RESP0005335,INV0015235,2025-02-04,10,
RESP0005336,INV0015236,2025-02-10,9,
RESP0005337,INV0015248,2025-02-07,10,
RESP0005338,INV0015250,2025-02-06,10,
RESP0005339,INV0015255,2025-02-05,1,mobile_app_performance
RESP0005340,INV0015256,2025-02-07,9,
RESP0005341,INV0015257,2025-02-08,10,
RESP0005342,INV0015264,2025-02-09,9,
RESP0005343,INV0015271,2025-02-06,5,data_export_reliability
RESP0005344,INV0015275,2025-02-07,5,reporting_accuracy
RESP0005345,INV0015276,2025-02-09,8,
RESP0005346,INV0015283,2025-02-11,1,feature_discoverability
RESP0005347,INV0015288,2025-02-09,7,
RESP0005348,INV0015289,2025-02-06,3,mobile_app_performance
RESP0005349,INV0015290,2025-02-11,10,
RESP0005350,INV0015291,2025-02-05,4,onboarding_experience
RESP0005351,INV0015292,2025-02-05,9,
RESP0005352,INV0015301,2025-02-09,1,mobile_app_performance
RESP0005353,INV0015305,2025-02-10,5,mobile_app_performance
RESP0005354,INV0015309,2025-02-11,6,feature_discoverability
RESP0005355,INV0015310,2025-02-08,7,
RESP0005356,INV0015313,2025-02-09,9,
RESP0005357,INV0015314,2025-02-06,6,pricing_transparency
RESP0005358,INV0015315,2025-02-09,9,
RESP0005359,INV0015316,2025-02-05,8,
RESP0005360,INV0015318,2025-02-11,8,
RESP0005361,INV0015320,2025-02-06,7,
RESP0005362,INV0015327,2025-02-08,6,mobile_app_performance
RESP0005363,INV0015333,2025-02-06,0,mobile_app_performance
RESP0005364,INV0015337,2025-02-05,5,onboarding_experience
RESP0005365,INV0015339,2025-02-11,10,
RESP0005366,INV0015341,2025-02-07,8,
RESP0005367,INV0015347,2025-02-10,7,
RESP0005368,INV0015352,2025-02-09,10,
RESP0005369,INV0015355,2025-02-08,9,
RESP0005370,INV0015358,2025-02-05,1,customer_support_speed
RESP0005371,INV0015361,2025-02-10,8,
RESP0005372,INV0015365,2025-02-07,0,pricing_transparency
RESP0005373,INV0015369,2025-02-07,1,mobile_app_performance
RESP0005374,INV0015371,2025-02-08,9,
RESP0005375,INV0015373,2025-02-07,10,
RESP0005376,INV0015374,2025-02-11,8,
RESP0005377,INV0015375,2025-02-08,3,customer_support_speed
RESP0005378,INV0015376,2025-02-08,10,
RESP0005379,INV0015380,2025-02-12,10,
RESP0005380,INV0015381,2025-02-02,4,customer_support_speed
RESP0005381,INV0015384,2025-02-09,6,api_stability
RESP0005382,INV0015386,2025-02-04,6,mobile_app_performance
RESP0005383,INV0015391,2025-02-05,10,
RESP0005384,INV0015394,2025-02-08,10,
RESP0005385,INV0015397,2025-02-07,9,
RESP0005386,INV0015399,2025-02-04,5,mobile_app_performance
RESP0005387,INV0015405,2025-02-04,9,
RESP0005388,INV0015409,2025-02-08,10,
RESP0005389,INV0015417,2025-02-06,10,
RESP0005390,INV0015418,2025-02-06,9,
RESP0005391,INV0015425,2025-02-08,7,
RESP0005392,INV0015429,2025-02-08,5,pricing_transparency
RESP0005393,INV0015432,2025-02-09,10,
RESP0005394,INV0015434,2025-02-08,8,
RESP0005395,INV0015435,2025-02-08,4,onboarding_experience
RESP0005396,INV0015438,2025-02-07,5,data_export_reliability
RESP0005397,INV0015441,2025-02-06,7,
RESP0005398,INV0015445,2025-02-04,0,pricing_transparency
RESP0005399,INV0015448,2025-02-06,6,mobile_app_performance
RESP0005400,INV0015449,2025-02-08,1,mobile_app_performance
RESP0005401,INV0015450,2025-02-12,9,
RESP0005402,INV0015454,2025-02-08,6,mobile_app_performance
RESP0005403,INV0015456,2025-02-07,7,
RESP0005404,INV0015462,2025-02-07,6,mobile_app_performance
RESP0005405,INV0015463,2025-02-08,7,
RESP0005406,INV0015465,2025-02-11,9,
RESP0005407,INV0015469,2025-02-09,0,customer_support_speed
RESP0005408,INV0015472,2025-02-12,9,
RESP0005409,INV0015477,2025-02-06,10,
RESP0005410,INV0015479,2025-02-03,0,mobile_app_performance
RESP0005411,INV0015481,2025-02-09,7,
RESP0005412,INV0015483,2025-02-08,3,customer_support_speed
RESP0005413,INV0015485,2025-02-06,0,onboarding_experience
RESP0005414,INV0015486,2025-02-09,1,reporting_accuracy
RESP0005415,INV0015489,2025-02-08,10,
RESP0005416,INV0015491,2025-02-11,9,
RESP0005417,INV0015497,2025-02-05,10,
RESP0005418,INV0015498,2025-02-08,3,mobile_app_performance
RESP0005419,INV0015501,2025-02-07,9,
RESP0005420,INV0015504,2025-02-07,8,
RESP0005421,INV0015506,2025-02-05,7,
RESP0005422,INV0015510,2025-02-07,0,onboarding_experience
RESP0005423,INV0015513,2025-02-04,1,data_export_reliability
RESP0005424,INV0015514,2025-02-05,10,
RESP0005425,INV0015517,2025-02-08,9,
RESP0005426,INV0015519,2025-02-06,3,pricing_transparency
RESP0005427,INV0015521,2025-02-08,9,
RESP0005428,INV0015523,2025-02-09,2,customer_support_speed
RESP0005429,INV0015524,2025-02-10,8,
RESP0005430,INV0015527,2025-02-02,9,
RESP0005431,INV0015529,2025-02-06,3,onboarding_experience
RESP0005432,INV0015531,2025-02-04,8,
RESP0005433,INV0015535,2025-02-10,9,
RESP0005434,INV0015539,2025-02-10,9,
RESP0005435,INV0015542,2025-02-02,5,
RESP0005436,INV0015543,2025-02-06,8,
RESP0005437,INV0015545,2025-02-05,4,api_stability
RESP0005438,INV0015546,2025-02-04,4,mobile_app_performance
RESP0005439,INV0015553,2025-02-06,8,
RESP0005440,INV0015557,2025-02-11,3,pricing_transparency
RESP0005441,INV0015559,2025-02-04,9,
RESP0005442,INV0015560,2025-02-03,8,
RESP0005443,INV0015561,2025-02-08,10,
RESP0005444,INV0015564,2025-02-07,10,
RESP0005445,INV0015566,2025-02-05,6,onboarding_experience
RESP0005446,INV0015567,2025-02-09,10,
RESP0005447,INV0015569,2025-02-09,5,mobile_app_performance
RESP0005448,INV0015571,2025-02-11,7,
RESP0005449,INV0015572,2025-02-06,4,
RESP0005450,INV0015577,2025-02-06,10,
RESP0005451,INV0015579,2025-02-09,10,
RESP0005452,INV0015580,2025-02-10,1,mobile_app_performance
RESP0005453,INV0015583,2025-02-11,9,
RESP0005454,INV0015590,2025-02-07,10,
RESP0005455,INV0015595,2025-02-06,1,customer_support_speed
RESP0005456,INV0015603,2025-02-07,10,
RESP0005457,INV0015604,2025-02-06,7,
RESP0005458,INV0015606,2025-02-10,9,
RESP0005459,INV0015607,2025-02-10,7,
RESP0005460,INV0015611,2025-02-05,8,
RESP0005461,INV0015612,2025-02-05,7,
RESP0005462,INV0015616,2025-02-07,8,
RESP0005463,INV0015618,2025-02-06,7,
RESP0005464,INV0015620,2025-02-11,10,
RESP0005465,INV0015626,2025-02-06,9,
RESP0005466,INV0015627,2025-02-06,7,
RESP0005467,INV0015628,2025-02-10,9,
RESP0005468,INV0015632,2025-02-06,10,
RESP0005469,INV0015637,2025-02-02,7,
RESP0005470,INV0015640,2025-02-05,10,
RESP0005471,INV0015644,2025-02-05,4,mobile_app_performance
RESP0005472,INV0015645,2025-02-05,9,
RESP0005473,INV0015646,2025-02-06,3,reporting_accuracy
RESP0005474,INV0015647,2025-02-09,4,
RESP0005475,INV0015655,2025-02-07,0,feature_discoverability
RESP0005476,INV0015656,2025-02-07,7,
RESP0005477,INV0015669,2025-02-07,9,
RESP0005478,INV0015672,2025-02-06,8,
RESP0005479,INV0015676,2025-02-03,10,
RESP0005480,INV0015677,2025-02-05,9,
RESP0005481,INV0015692,2025-02-10,9,
RESP0005482,INV0015703,2025-02-07,10,
RESP0005483,INV0015705,2025-02-06,7,
RESP0005484,INV0015706,2025-02-03,6,data_export_reliability
RESP0005485,INV0015710,2025-02-08,0,onboarding_experience
RESP0005486,INV0015716,2025-02-08,9,
RESP0005487,INV0015717,2025-02-09,4,pricing_transparency
RESP0005488,INV0015719,2025-02-07,9,
RESP0005489,INV0015720,2025-02-02,5,onboarding_experience
RESP0005490,INV0015724,2025-02-04,10,
RESP0005491,INV0015727,2025-02-07,7,
RESP0005492,INV0015729,2025-02-06,9,
RESP0005493,INV0015730,2025-02-05,10,
RESP0005494,INV0015734,2025-02-09,1,onboarding_experience
RESP0005495,INV0015737,2025-02-07,0,pricing_transparency
RESP0005496,INV0015738,2025-02-06,7,
RESP0005497,INV0015741,2025-02-08,2,
RESP0005498,INV0015743,2025-02-04,2,customer_support_speed
RESP0005499,INV0015744,2025-02-08,9,
RESP0005500,INV0015746,2025-02-11,10,
RESP0005501,INV0015747,2025-02-11,9,
RESP0005502,INV0015749,2025-02-06,5,customer_support_speed
RESP0005503,INV0015750,2025-02-04,2,mobile_app_performance
RESP0005504,INV0015755,2025-02-04,8,
RESP0005505,INV0015757,2025-02-07,9,
RESP0005506,INV0015758,2025-02-05,9,
RESP0005507,INV0015761,2025-02-09,9,
RESP0005508,INV0015762,2025-02-08,10,
RESP0005509,INV0015764,2025-02-09,2,customer_support_speed
RESP0005510,INV0015767,2025-02-09,6,feature_discoverability
RESP0005511,INV0015776,2025-02-09,10,
RESP0005512,INV0015779,2025-02-08,7,
RESP0005513,INV0015786,2025-02-10,7,
RESP0005514,INV0015790,2025-02-06,7,
RESP0005515,INV0015792,2025-02-02,0,pricing_transparency
RESP0005516,INV0015794,2025-02-04,3,
RESP0005517,INV0015795,2025-02-06,1,data_export_reliability
RESP0005518,INV0015800,2025-02-05,3,pricing_transparency
RESP0005519,INV0015809,2025-02-09,2,onboarding_experience
RESP0005520,INV0015826,2025-02-10,7,
RESP0005521,INV0015827,2025-02-07,10,
RESP0005522,INV0015829,2025-02-06,8,
RESP0005523,INV0015832,2025-02-03,9,
RESP0005524,INV0015833,2025-02-08,1,pricing_transparency
RESP0005525,INV0015837,2025-02-05,8,
RESP0005526,INV0015841,2025-02-09,6,api_stability
RESP0005527,INV0015846,2025-02-09,1,onboarding_experience
RESP0005528,INV0015849,2025-02-08,9,
RESP0005529,INV0015859,2025-02-06,1,feature_discoverability
RESP0005530,INV0015861,2025-02-04,4,mobile_app_performance
RESP0005531,INV0015865,2025-02-07,2,customer_support_speed
RESP0005532,INV0015872,2025-02-09,8,
RESP0005533,INV0015875,2025-02-02,10,
RESP0005534,INV0015876,2025-02-10,8,
RESP0005535,INV0015880,2025-02-08,6,reporting_accuracy
RESP0005536,INV0015881,2025-02-05,10,
RESP0005537,INV0015882,2025-02-04,10,
RESP0005538,INV0015883,2025-02-04,10,
RESP0005539,INV0015886,2025-02-06,3,
RESP0005540,INV0015888,2025-02-07,10,
RESP0005541,INV0015889,2025-02-05,9,
RESP0005542,INV0015894,2025-02-09,8,
RESP0005543,INV0015896,2025-02-08,7,
RESP0005544,INV0015898,2025-02-04,10,
RESP0005545,INV0015901,2025-02-03,8,
RESP0005546,INV0015906,2025-02-08,7,
RESP0005547,INV0015907,2025-02-10,8,
RESP0005548,INV0015911,2025-02-10,7,
RESP0005549,INV0015913,2025-02-07,7,
RESP0005550,INV0015915,2025-02-05,9,
RESP0005551,INV0015922,2025-02-05,9,
RESP0005552,INV0015923,2025-02-09,9,
RESP0005553,INV0015930,2025-02-09,2,pricing_transparency
RESP0005554,INV0015934,2025-02-09,9,
RESP0005555,INV0015935,2025-02-09,10,
RESP0005556,INV0015936,2025-02-09,10,
RESP0005557,INV0015937,2025-02-09,7,
RESP0005558,INV0015938,2025-02-10,10,
RESP0005559,INV0015942,2025-02-08,0,feature_discoverability
RESP0005560,INV0015944,2025-02-09,1,mobile_app_performance
RESP0005561,INV0015949,2025-02-04,9,
RESP0005562,INV0015953,2025-02-04,9,
RESP0005563,INV0015955,2025-02-04,9,
RESP0005564,INV0015958,2025-02-08,9,
RESP0005565,INV0015962,2025-02-04,3,onboarding_experience
RESP0005566,INV0015963,2025-02-10,9,
RESP0005567,INV0015966,2025-02-07,3,pricing_transparency
RESP0005568,INV0015970,2025-02-11,1,feature_discoverability
RESP0005569,INV0015972,2025-02-10,5,customer_support_speed
RESP0005570,INV0015974,2025-02-08,0,mobile_app_performance
RESP0005571,INV0015976,2025-02-05,8,
RESP0005572,INV0015979,2025-02-07,4,mobile_app_performance
RESP0005573,INV0015981,2025-02-08,7,
RESP0005574,INV0015982,2025-02-06,5,pricing_transparency
RESP0005575,INV0015984,2025-02-08,8,
RESP0005576,INV0015985,2025-02-06,8,
RESP0005577,INV0015988,2025-02-07,1,mobile_app_performance
RESP0005578,INV0015990,2025-02-06,7,
RESP0005579,INV0015992,2025-02-06,9,
RESP0005580,INV0015993,2025-02-10,3,pricing_transparency
RESP0005581,INV0015996,2025-02-11,2,mobile_app_performance
RESP0005582,INV0016001,2025-02-11,7,
RESP0005583,INV0016006,2025-02-02,10,
RESP0005584,INV0016007,2025-02-06,8,
RESP0005585,INV0016008,2025-02-05,9,
RESP0005586,INV0016011,2025-02-08,9,
RESP0005587,INV0016015,2025-02-08,10,
RESP0005588,INV0016017,2025-02-10,9,
RESP0005589,INV0016021,2025-02-08,5,mobile_app_performance
RESP0005590,INV0016022,2025-02-04,10,
RESP0005591,INV0016024,2025-02-06,3,mobile_app_performance
RESP0005592,INV0016025,2025-02-06,10,
RESP0005593,INV0016026,2025-02-05,2,customer_support_speed
RESP0005594,INV0016030,2025-02-04,8,
RESP0005595,INV0016038,2025-02-07,1,mobile_app_performance
RESP0005596,INV0016040,2025-02-08,9,
RESP0005597,INV0016041,2025-02-08,1,customer_support_speed
RESP0005598,INV0016046,2025-02-12,10,
RESP0005599,INV0016047,2025-02-09,8,
RESP0005600,INV0016052,2025-02-08,5,customer_support_speed
RESP0005601,INV0016055,2025-02-05,10,
RESP0005602,INV0016056,2025-02-09,4,mobile_app_performance
RESP0005603,INV0016060,2025-02-05,2,mobile_app_performance
RESP0005604,INV0016061,2025-02-11,9,
RESP0005605,INV0016066,2025-02-08,10,
RESP0005606,INV0016070,2025-02-09,1,mobile_app_performance
RESP0005607,INV0016073,2025-02-07,5,mobile_app_performance
RESP0005608,INV0016075,2025-02-07,9,
RESP0005609,INV0016077,2025-02-11,3,data_export_reliability
RESP0005610,INV0016078,2025-02-08,7,
RESP0005611,INV0016091,2025-02-04,7,
RESP0005612,INV0016092,2025-02-03,2,data_export_reliability
RESP0005613,INV0016095,2025-02-09,5,customer_support_speed
RESP0005614,INV0016096,2025-02-04,10,
RESP0005615,INV0016098,2025-02-07,10,
RESP0005616,INV0016100,2025-02-02,10,
RESP0005617,INV0016101,2025-02-05,5,pricing_transparency
RESP0005618,INV0016104,2025-02-07,10,
RESP0005619,INV0016105,2025-02-05,3,mobile_app_performance
RESP0005620,INV0016107,2025-02-03,9,
RESP0005621,INV0016113,2025-02-07,3,mobile_app_performance
RESP0005622,INV0016114,2025-02-08,7,
RESP0005623,INV0016116,2025-02-11,5,pricing_transparency
RESP0005624,INV0016117,2025-02-06,2,pricing_transparency
RESP0005625,INV0016121,2025-02-07,8,
RESP0005626,INV0016122,2025-02-05,9,
RESP0005627,INV0016124,2025-02-06,6,customer_support_speed
RESP0005628,INV0016126,2025-02-10,3,mobile_app_performance
RESP0005629,INV0016127,2025-02-11,2,mobile_app_performance
RESP0005630,INV0016129,2025-02-04,9,
RESP0005631,INV0016131,2025-02-03,9,
RESP0005632,INV0016134,2025-02-06,1,customer_support_speed
RESP0005633,INV0016137,2025-02-07,2,mobile_app_performance
RESP0005634,INV0016142,2025-02-05,2,mobile_app_performance
RESP0005635,INV0016143,2025-02-08,7,
RESP0005636,INV0016148,2025-02-06,10,
RESP0005637,INV0016161,2025-02-07,10,
RESP0005638,INV0016167,2025-02-09,6,mobile_app_performance
RESP0005639,INV0016173,2025-02-05,10,
RESP0005640,INV0016175,2025-02-05,10,
RESP0005641,INV0016176,2025-02-12,9,
RESP0005642,INV0016193,2025-02-08,7,
RESP0005643,INV0016194,2025-02-08,7,
RESP0005644,INV0016196,2025-02-12,9,
RESP0005645,INV0016197,2025-02-09,9,
RESP0005646,INV0016211,2025-02-08,5,mobile_app_performance
RESP0005647,INV0016216,2025-02-03,9,
RESP0005648,INV0016219,2025-02-11,2,mobile_app_performance
RESP0005649,INV0016223,2025-02-09,10,
RESP0005650,INV0016224,2025-02-05,8,
RESP0005651,INV0016225,2025-02-09,6,pricing_transparency
RESP0005652,INV0016226,2025-02-04,10,
RESP0005653,INV0016228,2025-02-12,10,
RESP0005654,INV0016234,2025-02-07,6,customer_support_speed
RESP0005655,INV0016238,2025-02-09,3,mobile_app_performance
RESP0005656,INV0016240,2025-02-02,0,reporting_accuracy
RESP0005657,INV0016243,2025-02-10,8,
RESP0005658,INV0016245,2025-02-03,9,
RESP0005659,INV0016247,2025-02-10,2,mobile_app_performance
RESP0005660,INV0016248,2025-02-05,9,
RESP0005661,INV0016250,2025-02-09,10,
RESP0005662,INV0016255,2025-02-09,7,
RESP0005663,INV0016260,2025-02-06,1,mobile_app_performance
RESP0005664,INV0016262,2025-02-11,8,
RESP0005665,INV0016266,2025-02-05,10,
RESP0005666,INV0016269,2025-02-11,9,
RESP0005667,INV0016270,2025-02-02,9,
RESP0005668,INV0016272,2025-02-04,10,
RESP0005669,INV0016274,2025-02-10,10,
RESP0005670,INV0016275,2025-02-04,8,
RESP0005671,INV0016277,2025-02-06,9,
RESP0005672,INV0016283,2025-02-08,9,
RESP0005673,INV0016284,2025-02-09,9,
RESP0005674,INV0016286,2025-02-11,0,customer_support_speed
