customer_id,segment,monthly_recurring_revenue,signup_date,status,is_test_account
CUST03529,smb,242.98,2021-07-16,active,False
CUST03530,smb,171.44,2023-08-04,active,False
CUST03531,enterprise,38515.24,2023-10-01,active,False
CUST03532,enterprise,38209.41,2019-07-31,active,False
CUST03533,smb,110.6,2023-10-15,active,False
CUST03534,mid_market,3827.46,2023-10-13,active,False
CUST03535,smb,328.15,2018-06-06,active,False
CUST03536,smb,114.13,2020-03-09,active,False
CUST03537,mid_market,2461.84,2018-02-08,active,False
CUST03538,smb,91.18,2024-12-03,active,False
CUST03539,mid_market,2684.34,2021-04-22,active,False
CUST03540,mid_market,3786.2,2019-11-23,active,False
CUST03541,smb,197.83,2024-04-04,active,False
CUST03542,smb,242.76,2022-10-17,active,False
CUST03543,smb,152.82,2024-07-31,active,False
CUST03544,mid_market,2531.03,2023-08-08,active,False
CUST03545,mid_market,3368.24,2024-09-08,active,False
CUST03546,smb,148.88,2019-07-08,active,False
CUST03547,smb,257.12,2019-06-06,active,False
CUST03548,smb,193.49,2018-07-13,active,False
CUST03549,mid_market,3193.19,2020-05-26,active,False
CUST03550,smb,304.65,2021-11-09,active,False
CUST03551,smb,303.61,2021-12-15,active,False
CUST03552,smb,200.9,2022-09-27,active,False
CUST03553,mid_market,2717.69,2023-02-18,active,False
CUST03554,smb,288.35,2023-09-20,active,False
CUST03555,mid_market,2978.6,2021-08-22,active,False
CUST03556,smb,264.08,2019-11-29,active,False
CUST03557,smb,357.38,2021-01-27,active,False
CUST03558,smb,159.62,2024-02-08,active,False
CUST03559,smb,97.86,2023-09-17,active,False
CUST03560,smb,388.0,2024-05-29,active,False
CUST03561,smb,99.43,2021-10-12,active,False
CUST03562,smb,368.95,2023-06-15,active,False
CUST03563,smb,275.93,2020-11-21,active,False
CUST03564,mid_market,3739.97,2018-01-20,active,False
CUST03565,smb,260.79,2023-03-17,active,False
CUST03566,smb,342.72,2018-08-11,active,False
CUST03567,smb,310.81,2022-06-12,active,False
CUST03568,smb,248.04,2024-12-25,active,False
CUST03569,smb,196.26,2018-03-07,active,False
CUST03570,mid_market,809.15,2023-02-19,active,False
CUST03571,smb,160.29,2024-01-29,active,False
CUST03572,mid_market,3845.65,2022-05-22,active,False
CUST03573,mid_market,1681.48,2022-10-30,active,False
CUST03574,smb,320.59,2024-04-22,active,False
CUST03575,mid_market,2427.19,2023-06-10,active,False
CUST03576,mid_market,1787.25,2018-04-12,active,False
CUST03577,smb,397.15,2023-06-02,active,False
CUST03578,mid_market,950.32,2023-04-20,active,False
CUST03579,smb,266.26,2019-08-07,active,False
CUST03580,enterprise,22768.58,2022-08-01,active,False
CUST03581,smb,104.49,2023-11-22,active,False
CUST03582,smb,148.51,2023-12-09,active,False
CUST03583,smb,302.16,2024-02-05,active,False
CUST03584,smb,114.67,2023-06-12,active,False
CUST03585,smb,336.33,2018-11-09,active,False
CUST03586,smb,280.02,2021-05-24,active,False
CUST03587,mid_market,1122.74,2019-08-19,active,False
CUST03588,smb,171.78,2018-07-01,active,False
CUST03589,smb,123.9,2019-11-05,active,False
CUST03590,mid_market,3352.32,2024-05-13,active,False
CUST03591,smb,250.55,2022-03-09,active,False
CUST03592,mid_market,809.06,2023-05-06,active,False
CUST03593,smb,253.73,2021-07-09,active,False
CUST03594,enterprise,23449.72,2020-06-29,active,False
CUST03595,enterprise,28578.44,2021-05-19,active,False
CUST03596,smb,91.15,2024-11-19,active,False
CUST03597,smb,91.34,2020-01-04,active,False
CUST03598,smb,191.8,2020-03-06,active,False
CUST03599,smb,300.33,2023-12-06,active,False
CUST03600,smb,293.3,2020-08-05,active,False
CUST03601,mid_market,1690.44,2024-04-29,active,False
CUST03602,mid_market,1491.42,2024-10-27,active,False
CUST03603,smb,298.6,2018-06-18,active,False
CUST03604,mid_market,886.76,2022-09-04,active,False
CUST03605,smb,258.17,2018-08-29,active,False
CUST03606,enterprise,21571.16,2024-02-26,active,False
CUST03607,mid_market,1565.08,2018-10-22,active,False
CUST03608,mid_market,2464.95,2024-03-19,active,False
CUST03609,mid_market,1494.94,2023-05-21,active,False
CUST03610,mid_market,2605.83,2021-10-03,active,False
CUST03611,smb,127.67,2019-06-16,active,False
CUST03612,mid_market,2098.22,2019-11-14,active,False
CUST03613,smb,243.34,2021-01-07,active,False
CUST03614,smb,90.14,2023-12-07,active,False
CUST03615,smb,275.43,2024-04-13,active,False
CUST03616,smb,320.1,2021-07-06,active,False
CUST03617,mid_market,3859.44,2019-08-19,active,False
CUST03618,mid_market,1450.0,2021-12-13,active,False
CUST03619,mid_market,1467.83,2023-10-27,active,False
CUST03620,smb,177.55,2021-10-15,active,False
CUST03621,smb,365.04,2024-03-26,active,False
CUST03622,mid_market,2101.94,2018-01-25,active,False
CUST03623,smb,176.57,2021-07-06,active,False
CUST03624,smb,317.18,2018-04-28,active,False
CUST03625,smb,92.16,2022-04-13,active,False
CUST03626,smb,255.62,2022-04-25,active,False
CUST03627,smb,224.06,2020-03-09,active,False
CUST03628,smb,279.95,2023-07-24,active,False
CUST03629,smb,313.95,2024-08-28,active,False
CUST03630,mid_market,1839.96,2021-03-14,active,False
CUST03631,mid_market,2836.53,2021-01-16,active,False
CUST03632,smb,247.79,2019-05-02,active,False
CUST03633,smb,122.87,2018-03-13,active,False
CUST03634,smb,362.15,2020-11-05,active,False
CUST03635,smb,321.47,2021-02-02,active,False
CUST03636,enterprise,37492.93,2023-05-18,active,False
CUST03637,smb,310.53,2024-01-13,active,False
CUST03638,mid_market,1583.38,2018-10-05,active,False
CUST03639,smb,217.77,2019-01-25,active,False
CUST03640,smb,203.8,2021-12-02,active,False
CUST03641,mid_market,914.63,2020-08-17,active,False
CUST03642,enterprise,21137.54,2022-11-30,active,False
CUST03643,smb,190.58,2020-04-04,active,False
CUST03644,mid_market,812.56,2020-11-28,active,False
CUST03645,enterprise,35107.94,2021-02-09,active,False
CUST03646,smb,126.04,2022-03-17,active,False
CUST03647,mid_market,2403.05,2018-06-28,active,False
CUST03648,mid_market,3310.97,2024-03-08,active,False
CUST03649,mid_market,2734.34,2020-05-16,active,False
CUST03650,smb,134.19,2019-06-28,active,False
CUST03651,mid_market,2778.28,2022-06-25,active,False
CUST03652,mid_market,3224.31,2018-12-12,active,False
CUST03653,mid_market,3535.25,2022-02-17,active,False
CUST03654,mid_market,1819.69,2018-06-05,active,False
CUST03655,mid_market,908.55,2019-11-06,active,False
CUST03656,enterprise,27454.34,2023-01-31,active,False
CUST03657,mid_market,1522.46,2020-08-08,active,False
CUST03658,smb,329.89,2024-04-20,active,False
CUST03659,smb,297.56,2020-06-28,active,False
CUST03660,enterprise,32741.98,2022-10-31,active,False
CUST03661,mid_market,3896.1,2018-03-18,active,False
CUST03662,smb,267.06,2024-10-31,active,False
CUST03663,smb,369.38,2022-04-24,active,False
CUST03664,smb,285.41,2022-12-15,active,False
CUST03665,mid_market,1381.58,2020-04-11,active,False
CUST03666,smb,335.78,2020-01-08,active,False
CUST03667,mid_market,3019.84,2021-01-21,active,False
CUST03668,mid_market,3929.41,2019-10-16,active,False
CUST03669,mid_market,1578.98,2018-02-23,active,False
CUST03670,smb,186.6,2022-09-01,active,False
CUST03671,mid_market,3428.77,2023-01-06,active,False
CUST03672,smb,100.12,2022-09-24,active,False
CUST03673,mid_market,2826.24,2021-11-16,active,False
CUST03674,mid_market,2513.52,2021-08-31,active,False
CUST03675,smb,134.02,2024-11-23,active,False
CUST03676,smb,132.84,2021-09-08,active,False
CUST03677,mid_market,3392.63,2022-12-10,active,False
CUST03678,smb,84.94,2020-11-30,active,False
CUST03679,mid_market,3189.89,2018-03-26,active,False
CUST03680,enterprise,31445.35,2020-06-13,active,False
CUST03681,smb,287.9,2023-01-18,active,False
CUST03682,mid_market,2110.46,2022-06-09,active,False
CUST03683,smb,89.06,2022-11-08,active,False
CUST03684,smb,336.57,2023-03-26,active,False
CUST03685,mid_market,1202.26,2019-07-13,active,False
CUST03686,enterprise,16985.2,2023-09-11,active,False
CUST03687,mid_market,3829.71,2023-01-01,active,False
CUST03688,smb,176.6,2020-02-26,active,False
CUST03689,smb,161.64,2021-07-11,active,False
CUST03690,mid_market,3914.79,2024-01-02,active,False
CUST03691,enterprise,10749.83,2019-03-04,active,False
CUST03692,smb,131.42,2020-02-13,active,False
CUST03693,enterprise,22026.16,2019-05-06,active,False
CUST03694,smb,332.06,2020-02-19,active,False
CUST03695,smb,362.99,2019-06-08,active,False
CUST03696,smb,321.8,2023-08-23,active,False
CUST03697,mid_market,3923.76,2024-12-08,active,False
CUST03698,enterprise,8539.08,2024-10-13,active,False
CUST03699,enterprise,27824.21,2020-07-04,active,False
CUST03700,smb,117.23,2024-07-10,active,False
CUST03701,smb,371.32,2018-07-28,active,False
CUST03702,mid_market,3792.98,2018-10-11,active,False
CUST03703,smb,176.97,2020-04-12,active,False
CUST03704,smb,344.87,2020-01-08,active,False
CUST03705,enterprise,28168.82,2024-06-03,active,False
CUST03706,mid_market,1121.56,2023-04-27,active,False
CUST03707,mid_market,2728.86,2023-04-10,active,False
CUST03708,smb,392.34,2023-08-23,active,False
CUST03709,smb,178.59,2023-01-28,active,False
CUST03710,smb,80.37,2021-07-12,active,False
CUST03711,smb,392.57,2018-05-31,active,False
CUST03712,smb,212.47,2018-02-11,active,False
CUST03713,smb,217.9,2024-10-29,active,False
CUST03714,smb,308.04,2021-07-06,active,False
CUST03715,smb,273.4,2024-09-02,active,False
CUST03716,smb,176.64,2018-03-21,active,False
CUST03717,smb,111.99,2022-06-14,active,False
CUST03718,smb,344.76,2019-12-21,active,False
CUST03719,smb,234.68,2020-07-20,active,False
CUST03720,smb,295.19,2022-08-06,active,False
CUST03721,smb,355.36,2021-06-19,active,False
CUST03722,smb,85.67,2018-12-11,active,False
CUST03723,smb,355.0,2024-12-30,active,False
CUST03724,smb,320.57,2022-12-27,active,False
CUST03725,smb,382.98,2020-07-10,active,False
CUST03726,smb,154.75,2022-05-08,active,False
CUST03727,smb,183.18,2019-01-22,active,False
CUST03728,mid_market,2916.73,2021-01-03,active,False
CUST03729,smb,376.25,2020-12-21,active,False
CUST03730,smb,397.65,2020-08-09,active,False
CUST03731,smb,213.36,2021-05-21,active,False
CUST03732,smb,252.55,2024-05-26,active,False
CUST03733,smb,134.58,2018-01-18,active,False
CUST03734,smb,302.07,2021-11-14,active,False
CUST03735,mid_market,3479.59,2024-08-01,active,False
CUST03736,smb,335.57,2024-03-22,active,False
CUST03737,mid_market,1906.7,2024-04-13,active,False
CUST03738,smb,388.24,2020-11-20,active,False
CUST03739,smb,118.51,2021-12-20,active,False
CUST03740,smb,238.07,2022-02-28,active,False
CUST03741,mid_market,2574.71,2023-11-12,active,False
CUST03742,mid_market,2516.84,2024-09-05,active,False
CUST03743,smb,322.53,2019-10-14,active,False
CUST03744,smb,275.07,2018-11-14,active,False
CUST03745,enterprise,10468.14,2019-11-09,active,False
CUST03746,smb,137.55,2019-11-03,active,False
CUST03747,mid_market,2503.16,2020-02-07,active,False
CUST03748,smb,302.26,2024-06-01,active,False
CUST03749,mid_market,2445.36,2019-07-05,active,False
CUST03750,mid_market,1937.62,2020-12-14,active,False
CUST03751,enterprise,9636.31,2020-07-03,active,False
CUST03752,smb,331.48,2019-11-27,active,False
CUST03753,smb,239.1,2019-05-18,active,False
CUST03754,smb,252.41,2024-12-24,active,False
CUST03755,smb,230.07,2022-05-21,active,False
CUST03756,mid_market,1649.11,2018-09-19,active,False
CUST03757,mid_market,1684.4,2022-08-02,active,False
CUST03758,mid_market,1003.2,2022-04-13,active,False
CUST03759,smb,306.43,2020-07-07,active,False
CUST03760,mid_market,1669.99,2023-07-08,active,False
CUST03761,smb,175.54,2023-08-13,active,False
CUST03762,mid_market,3979.2,2023-07-04,active,False
CUST03763,enterprise,20346.0,2022-06-22,active,False
CUST03764,mid_market,2434.23,2021-02-03,active,False
CUST03765,enterprise,20367.14,2019-06-13,active,False
CUST03766,smb,172.86,2018-04-23,active,False
CUST03767,smb,81.87,2024-06-05,active,False
CUST03768,mid_market,3535.64,2023-11-20,active,False
CUST03769,smb,231.41,2019-05-30,active,False
CUST03770,smb,310.36,2023-08-14,active,False
CUST03771,smb,386.77,2018-05-03,active,False
CUST03772,smb,80.91,2019-08-30,active,False
CUST03773,smb,296.01,2019-01-19,active,False
CUST03774,smb,117.97,2020-05-20,active,False
CUST03775,smb,226.55,2020-03-28,active,False
CUST03776,smb,350.97,2021-08-03,active,False
CUST03777,smb,102.88,2021-03-18,active,False
CUST03778,enterprise,39667.63,2018-10-19,active,False
CUST03779,smb,265.87,2019-01-19,active,False
CUST03780,smb,206.4,2023-09-29,active,False
CUST03781,enterprise,8624.33,2021-11-02,active,False
CUST03782,smb,267.78,2024-06-14,active,False
CUST03783,smb,238.36,2018-11-30,active,False
CUST03784,mid_market,1489.01,2020-02-27,active,False
CUST03785,smb,236.94,2019-02-08,active,False
CUST03786,smb,84.09,2024-06-19,active,False
CUST03787,smb,399.83,2019-02-11,active,False
CUST03788,mid_market,1862.77,2023-08-10,active,False
CUST03789,mid_market,2336.71,2019-05-07,active,False
CUST03790,smb,331.13,2023-02-04,active,False
CUST03791,mid_market,3080.89,2021-03-09,active,False
CUST03792,mid_market,3643.39,2024-10-13,active,False
CUST03793,enterprise,38122.42,2018-06-28,active,False
CUST03794,mid_market,1405.37,2020-04-09,active,False
CUST03795,smb,204.93,2023-01-23,active,False
CUST03796,smb,299.78,2024-05-29,active,False
CUST03797,smb,94.41,2021-10-09,active,False
CUST03798,smb,309.42,2018-09-09,active,False
CUST03799,smb,81.56,2022-05-28,active,False
CUST03800,mid_market,3725.08,2021-05-06,active,False
CUST03801,enterprise,30981.42,2023-06-04,active,False
CUST03802,mid_market,2609.6,2021-11-11,active,False
CUST03803,mid_market,2172.48,2024-04-14,active,False
CUST03804,mid_market,3961.68,2018-11-10,active,False
CUST03805,enterprise,31568.38,2022-05-14,active,False
CUST03806,mid_market,3383.34,2023-02-28,active,False
CUST03807,smb,344.12,2020-11-03,active,False
CUST03808,smb,87.0,2021-04-29,active,False
CUST03809,smb,97.5,2022-11-13,active,False
CUST03810,smb,143.48,2021-03-10,active,False
CUST03811,smb,289.67,2020-09-30,active,False
CUST03812,mid_market,2796.64,2022-01-26,active,False
CUST03813,smb,184.05,2023-08-17,active,False
CUST03814,enterprise,39135.96,2018-12-11,active,False
CUST03815,smb,109.79,2024-02-12,active,False
CUST03816,mid_market,3285.5,2019-05-27,active,False
CUST03817,smb,233.88,2018-09-07,active,False
CUST03818,mid_market,2140.27,2019-04-07,active,False
CUST03819,smb,88.18,2018-07-15,active,False
CUST03820,smb,312.9,2024-08-30,active,False
CUST03821,smb,326.9,2020-01-16,active,False
CUST03822,smb,182.07,2023-05-31,active,False
CUST03823,smb,245.43,2019-04-12,active,False
CUST03824,enterprise,27406.15,2021-09-14,active,False
CUST03825,smb,197.65,2020-12-24,active,False
CUST03826,smb,276.99,2022-08-13,active,False
CUST03827,mid_market,2189.21,2024-12-01,active,False
CUST03828,mid_market,3609.82,2022-07-20,active,False
CUST03829,smb,309.92,2022-11-30,active,False
CUST03830,smb,115.36,2019-11-02,active,False
CUST03831,smb,335.87,2018-11-08,active,False
CUST03832,smb,188.0,2018-08-10,active,False
CUST03833,smb,379.38,2020-02-07,active,False
CUST03834,smb,273.08,2021-11-19,active,False
CUST03835,mid_market,888.25,2018-06-04,active,False
CUST03836,smb,315.0,2019-11-04,active,False
CUST03837,smb,121.83,2022-06-02,active,False
CUST03838,enterprise,36072.56,2024-02-11,active,False
CUST03839,smb,383.47,2024-12-04,active,False
CUST03840,mid_market,3024.82,2019-08-27,active,False
CUST03841,smb,250.52,2018-09-18,active,False
CUST03842,smb,272.66,2022-01-04,active,False
CUST03843,smb,217.23,2024-07-25,active,False
CUST03844,smb,106.75,2020-12-09,active,False
CUST03845,smb,377.23,2024-04-30,active,False
CUST03846,smb,185.34,2023-03-14,active,False
CUST03847,smb,180.11,2024-04-16,active,False
CUST03848,smb,141.22,2024-08-27,active,False
CUST03849,mid_market,3975.71,2018-10-02,active,False
CUST03850,mid_market,3816.21,2020-11-17,active,False
CUST03851,smb,191.82,2018-05-08,active,False
CUST03852,mid_market,1632.02,2018-04-24,active,False
CUST03853,mid_market,3377.18,2021-04-29,active,False
CUST03854,mid_market,2152.35,2022-08-18,active,False
CUST03855,smb,389.69,2024-03-14,active,False
CUST03856,mid_market,3683.89,2018-11-27,active,False
CUST03857,smb,323.02,2018-03-26,active,False
CUST03858,smb,108.78,2018-09-25,active,False
CUST03859,smb,304.68,2024-06-26,active,False
CUST03860,enterprise,39592.14,2022-08-18,active,False
CUST03861,smb,199.45,2021-05-15,active,False
CUST03862,enterprise,36210.21,2018-09-20,active,False
CUST03863,smb,210.61,2020-08-05,active,False
CUST03864,mid_market,3908.24,2018-11-26,active,False
CUST03865,smb,289.15,2018-03-18,active,False
CUST03866,mid_market,1108.8,2021-01-27,active,False
CUST03867,smb,233.29,2021-07-08,active,False
CUST03868,mid_market,959.13,2021-03-02,active,False
CUST03869,smb,206.42,2024-02-06,active,False
CUST03870,smb,372.92,2024-05-24,active,False
CUST03871,mid_market,1543.05,2018-11-07,active,False
CUST03872,mid_market,3841.82,2019-12-07,active,False
CUST03873,mid_market,1119.75,2021-07-04,active,False
CUST03874,mid_market,2927.4,2020-10-21,active,False
CUST03875,smb,389.02,2021-01-19,active,False
CUST03876,smb,289.33,2022-12-14,active,False
CUST03877,enterprise,36768.13,2019-04-05,active,False
CUST03878,smb,397.13,2023-10-15,active,False
CUST03879,enterprise,28538.99,2019-11-08,active,False
CUST03880,smb,330.32,2020-06-11,active,False
CUST03881,smb,90.24,2019-07-21,active,False
CUST03882,smb,216.74,2022-06-02,active,False
CUST03883,smb,172.24,2022-11-13,active,False
CUST03884,smb,343.74,2022-05-15,active,False
CUST03885,smb,296.82,2021-06-15,active,False
CUST03886,enterprise,27661.26,2020-02-14,active,False
CUST03887,smb,378.1,2022-10-24,active,False
CUST03888,smb,108.44,2018-10-31,active,False
CUST03889,smb,385.23,2020-03-08,active,False
CUST03890,mid_market,1122.45,2022-10-11,active,False
CUST03891,mid_market,1910.46,2022-11-05,active,False
CUST03892,smb,281.69,2019-11-17,active,False
CUST03893,smb,189.27,2020-05-22,active,False
CUST03894,smb,298.41,2020-03-24,active,False
CUST03895,smb,328.13,2024-03-16,active,False
CUST03896,smb,345.12,2022-01-02,active,False
CUST03897,mid_market,1373.9,2018-10-31,active,False
CUST03898,smb,138.26,2019-02-16,active,False
CUST03899,mid_market,967.4,2018-06-26,active,False
CUST03900,mid_market,2370.73,2019-09-10,active,False
CUST03901,mid_market,1240.11,2019-07-23,active,False
CUST03902,smb,181.95,2021-02-14,active,False
CUST03903,smb,348.94,2023-03-26,active,False
CUST03904,smb,383.57,2024-02-24,active,False
CUST03905,mid_market,3430.64,2021-11-28,active,False
CUST03906,smb,80.21,2023-05-28,active,False
CUST03907,smb,261.77,2022-08-02,active,False
CUST03908,smb,133.33,2020-03-22,active,False
CUST03909,smb,200.24,2022-04-14,active,False
CUST03910,smb,216.93,2020-02-12,active,False
CUST03911,smb,381.74,2020-02-29,active,False
CUST03912,smb,282.8,2024-11-28,active,False
CUST03913,smb,165.65,2024-05-16,active,False
CUST03914,mid_market,2856.94,2022-07-29,active,False
CUST03915,mid_market,3845.97,2022-02-24,active,False
CUST03916,mid_market,989.31,2022-10-19,active,False
CUST03917,smb,341.12,2023-04-09,active,False
CUST03918,smb,149.41,2018-05-21,active,False
CUST03919,smb,128.99,2020-07-05,active,False
CUST03920,smb,367.64,2018-09-26,active,False
CUST03921,mid_market,805.92,2021-09-14,active,False
CUST03922,smb,317.15,2020-01-23,active,False
CUST03923,mid_market,1079.13,2020-04-23,active,False
CUST03924,smb,277.76,2023-11-23,active,False
CUST03925,mid_market,2786.87,2019-06-06,active,False
CUST03926,smb,356.09,2024-05-16,active,False
CUST03927,smb,343.23,2020-12-11,active,False
CUST03928,smb,299.25,2019-05-04,active,False
CUST03929,mid_market,2017.75,2019-01-02,active,False
CUST03930,smb,133.25,2022-12-31,active,False
CUST03931,smb,283.42,2024-04-26,active,False
CUST03932,smb,239.03,2024-02-13,active,False
CUST03933,smb,104.94,2019-03-12,active,False
CUST03934,enterprise,38577.98,2024-02-25,active,False
CUST03935,smb,180.61,2019-07-31,active,False
CUST03936,mid_market,806.85,2021-03-18,active,False
CUST03937,mid_market,3685.41,2018-01-15,active,False
CUST03938,smb,264.66,2019-10-24,active,False
CUST03939,smb,314.58,2020-03-28,active,False
CUST03940,enterprise,12885.32,2024-09-10,active,False
CUST03941,enterprise,20947.38,2019-12-13,active,False
CUST03942,mid_market,2864.2,2019-12-08,active,False
CUST03943,mid_market,1603.09,2019-11-30,active,False
CUST03944,smb,304.48,2019-10-08,active,False
CUST03945,mid_market,1547.57,2021-10-12,active,False
CUST03946,smb,146.92,2019-06-10,active,False
CUST03947,mid_market,837.2,2020-01-13,active,False
CUST03948,enterprise,17021.02,2021-09-23,active,False
CUST03949,smb,158.96,2023-04-18,active,False
CUST03950,mid_market,3245.94,2018-10-01,active,False
CUST03951,smb,262.31,2020-06-09,active,False
CUST03952,smb,136.9,2021-12-29,active,False
CUST03953,smb,261.8,2024-06-01,active,False
CUST03954,smb,152.14,2024-08-09,active,False
CUST03955,enterprise,21616.07,2024-02-08,active,False
CUST03956,smb,364.23,2021-07-14,active,False
CUST03957,smb,310.16,2018-09-08,active,False
CUST03958,smb,288.35,2024-10-03,active,False
CUST03959,mid_market,1700.75,2022-05-08,active,False
CUST03960,mid_market,1198.66,2024-05-03,active,False
CUST03961,mid_market,3209.44,2024-06-11,active,False
CUST03962,mid_market,2617.25,2023-07-19,active,False
CUST03963,smb,279.28,2020-12-10,active,False
CUST03964,mid_market,3920.36,2022-04-04,active,False
CUST03965,mid_market,1914.63,2022-11-02,active,False
CUST03966,enterprise,33623.92,2024-03-01,active,False
CUST03967,smb,258.87,2019-08-02,active,False
CUST03968,mid_market,1552.83,2021-11-19,active,False
CUST03969,smb,96.92,2022-03-04,active,False
CUST03970,mid_market,2771.23,2019-06-14,active,False
CUST03971,smb,175.24,2020-10-24,active,False
CUST03972,mid_market,3025.53,2024-06-22,active,False
CUST03973,smb,304.23,2018-02-11,active,False
CUST03974,mid_market,2257.47,2021-07-07,active,False
CUST03975,enterprise,25164.71,2022-04-07,active,False
CUST03976,mid_market,2804.95,2024-05-09,active,False
CUST03977,enterprise,22995.36,2019-12-26,active,False
CUST03978,mid_market,3607.59,2020-10-01,active,False
CUST03979,smb,104.3,2018-07-25,active,False
CUST03980,smb,393.54,2020-05-08,active,False
CUST03981,enterprise,9070.43,2024-12-24,active,False
CUST03982,smb,146.59,2023-05-12,active,False
CUST03983,smb,306.66,2020-12-30,active,False
CUST03984,mid_market,1071.87,2022-06-10,active,False
CUST03985,mid_market,1638.95,2024-10-01,active,False
CUST03986,enterprise,12927.25,2021-01-28,active,False
CUST03987,mid_market,3115.43,2020-01-24,active,False
CUST03988,smb,265.26,2024-02-24,active,False
CUST03989,smb,100.63,2023-12-14,active,False
CUST03990,smb,227.24,2021-08-13,active,False
CUST03991,smb,146.72,2018-01-31,active,False
CUST03992,smb,389.66,2018-02-02,active,False
CUST03993,enterprise,11453.37,2018-10-28,active,False
CUST03994,mid_market,2713.78,2022-11-07,active,False
CUST03995,mid_market,2341.91,2019-03-25,active,False
CUST03996,enterprise,26498.7,2018-06-11,active,False
CUST03997,enterprise,38607.77,2022-10-09,active,False
CUST03998,smb,189.21,2021-05-14,active,False
CUST03999,mid_market,3196.05,2021-09-18,active,False
CUST04000,mid_market,2231.89,2019-05-06,active,False
CUST04001,smb,291.44,2019-07-03,active,False
CUST04002,mid_market,1970.1,2019-09-11,active,False
CUST04003,smb,152.68,2022-07-05,active,False
CUST04004,mid_market,1067.57,2024-11-09,active,False
CUST04005,smb,112.56,2024-05-29,active,False
CUST04006,mid_market,3870.18,2018-10-18,active,False
CUST04007,smb,332.31,2022-10-04,active,False
CUST04008,mid_market,1583.87,2023-04-21,active,False
CUST04009,mid_market,2493.27,2018-04-14,active,False
CUST04010,smb,308.55,2022-06-18,active,False
CUST04011,mid_market,1928.12,2021-02-10,active,False
CUST04012,mid_market,2207.96,2019-05-14,active,False
CUST04013,smb,309.88,2023-07-12,active,False
CUST04014,enterprise,15278.54,2024-07-18,active,False
CUST04015,smb,248.43,2022-03-10,active,False
CUST04016,smb,147.23,2019-05-30,active,False
CUST04017,mid_market,809.85,2021-01-01,active,False
CUST04018,smb,300.88,2021-08-10,active,False
CUST04019,enterprise,30632.48,2024-04-25,active,False
CUST04020,smb,398.63,2023-07-14,active,False
CUST04021,mid_market,1379.25,2022-09-11,active,False
CUST04022,mid_market,3166.66,2023-05-06,active,False
CUST04023,mid_market,3833.5,2022-11-10,active,False
CUST04024,smb,286.27,2020-03-28,active,False
CUST04025,smb,388.2,2018-12-08,active,False
CUST04026,smb,398.22,2023-11-16,active,False
CUST04027,smb,336.52,2021-11-16,active,False
CUST04028,smb,399.77,2024-09-25,active,False
CUST04029,smb,280.26,2022-10-07,active,False
CUST04030,smb,239.06,2021-04-26,active,False
CUST04031,smb,373.64,2022-07-12,active,False
CUST04032,mid_market,3459.06,2022-07-26,active,False
CUST04033,smb,115.24,2024-11-13,active,False
CUST04034,smb,176.87,2020-07-20,active,False
CUST04035,mid_market,1634.06,2020-08-29,active,False
CUST04036,mid_market,3536.84,2020-06-24,active,False
CUST04037,mid_market,1546.39,2018-10-03,active,False
CUST04038,smb,177.29,2021-04-15,active,False
CUST04039,mid_market,2460.12,2021-02-12,active,False
CUST04040,smb,104.36,2019-05-19,active,False
CUST04041,smb,387.59,2023-09-15,active,False
CUST04042,smb,237.14,2022-10-29,active,False
CUST04043,mid_market,1409.39,2019-09-10,active,False
CUST04044,smb,166.66,2019-02-28,active,False
CUST04045,smb,335.39,2022-04-29,active,False
CUST04046,mid_market,2828.82,2018-01-14,active,False
CUST04047,mid_market,2286.8,2019-01-22,active,False
CUST04048,mid_market,1861.12,2021-01-28,active,False
CUST04049,mid_market,3682.19,2024-12-06,active,False
CUST04050,smb,327.22,2018-07-15,active,False
CUST04051,smb,309.8,2021-09-13,active,False
CUST04052,smb,222.72,2021-12-08,active,False
CUST04053,smb,393.97,2019-10-06,active,False
CUST04054,smb,307.22,2021-08-23,active,False
CUST04055,smb,215.56,2022-06-10,active,False
CUST04056,smb,387.38,2018-12-17,active,False
CUST04057,mid_market,3666.32,2024-09-04,active,False
CUST04058,smb,316.79,2019-09-21,active,False
CUST04059,mid_market,3254.39,2020-07-31,active,False
CUST04060,smb,215.56,2018-03-04,active,False
CUST04061,smb,242.35,2022-02-26,active,False
CUST04062,smb,141.3,2022-02-27,active,False
CUST04063,mid_market,2705.27,2018-10-24,active,False
CUST04064,smb,198.37,2020-01-19,active,False
CUST04065,mid_market,1911.8,2023-05-14,active,False
CUST04066,smb,383.43,2022-12-28,active,False
CUST04067,mid_market,1327.31,2020-02-25,active,False
CUST04068,smb,345.59,2022-05-29,active,False
CUST04069,smb,170.07,2023-03-25,active,False
CUST04070,mid_market,891.7,2020-08-12,active,False
CUST04071,mid_market,929.48,2019-03-26,active,False
CUST04072,smb,217.34,2018-02-25,active,False
CUST04073,smb,225.43,2024-09-06,active,False
CUST04074,mid_market,1824.8,2020-03-29,active,False
CUST04075,enterprise,29400.95,2023-08-23,active,False
CUST04076,smb,235.31,2020-04-10,active,False
CUST04077,smb,103.72,2022-12-26,active,False
CUST04078,smb,191.38,2020-04-30,active,False
CUST04079,mid_market,1126.28,2022-04-02,active,False
CUST04080,smb,100.13,2024-09-03,active,False
CUST04081,mid_market,1466.58,2023-04-11,active,False
