pageview_id,segment_start_ms,segment_end_ms,avg_scroll_speed
TR00621,4139,4890,33.9
TR00621,4890,5417,5.1
TR00621,5417,5673,2.8
TR00621,5673,5810,26.9
TR00621,5810,8094,33.0
TR00621,8094,8808,325.0
TR00621,8808,13902,391.9
TR00621,13902,13927,283.8
TR00621,13927,14305,29.5
TR00622,0,65,1.2
TR00622,65,2007,161.9
TR00622,2007,3931,49.2
TR00622,3931,6294,451.7
TR00622,6294,6425,15.3
TR00622,6425,8647,0.8
TR00622,8647,11877,1.0
TR00623,0,28,146.6
TR00623,28,1116,264.4
TR00623,1116,1260,64.6
TR00623,1260,2079,20.0
TR00623,2079,3532,108.4
TR00623,3532,4090,54.5
TR00623,4090,4260,152.8
TR00623,4260,4438,94.0
TR00623,4438,4490,403.3
TR00623,4490,5104,117.5
TR00623,5104,5287,1.8
TR00624,0,3132,215.0
TR00624,3132,4328,136.3
TR00624,4328,6689,55.1
TR00624,6689,7181,15.6
TR00624,7181,8449,152.7
TR00624,8449,14018,39.9
TR00624,14018,14457,290.8
TR00624,14457,14763,22.2
TR00624,14763,15403,77.6
TR00624,15403,19070,212.9
TR00625,0,1864,294.2
TR00625,1864,3878,34.6
TR00625,3878,9182,36.8
TR00625,9182,14875,237.1
TR00625,14875,16211,38.9
TR00625,16211,17337,33.8
TR00626,0,8425,8.0
TR00626,8425,10631,271.9
TR00626,10631,10806,34.5
TR00626,10806,11364,198.1
TR00626,11364,14349,181.8
TR00626,14349,19545,60.6
TR00627,0,1449,473.7
TR00627,1449,3247,383.7
TR00627,3247,5513,12.1
TR00627,5513,6220,286.4
TR00627,6220,12153,55.5
TR00627,12153,14221,184.1
TR00628,0,1893,322.0
TR00628,1893,2183,411.6
TR00628,2183,3422,150.8
TR00628,3422,4569,199.7
TR00628,4569,6084,480.5
TR00628,6084,9475,5.8
TR00628,9475,11530,250.5
TR00628,11530,13130,29.1
TR00628,13130,14280,195.3
TR00628,14280,16518,224.1
TR00628,16518,18927,153.3
TR00628,18927,18944,468.9
TR00629,0,4909,16.7
TR00629,4909,7557,42.9
TR00629,7557,7742,82.0
TR00629,7742,12112,136.5
TR00629,12112,13899,195.3
TR00629,13899,16607,95.3
TR00629,16607,17960,389.2
TR00629,17960,18066,448.7
TR00630,0,1672,138.1
TR00630,1672,2505,278.3
TR00630,2505,2587,497.8
TR00630,2587,6598,41.6
TR00630,6598,15250,44.1
TR00630,15250,15320,24.4
TR00630,15320,16634,247.0
TR00630,16634,17867,239.0
TR00631,0,1285,394.6
TR00631,1285,1896,418.4
TR00631,1896,3672,238.6
TR00631,3672,4885,71.0
TR00631,4885,8853,35.7
TR00631,8853,12274,394.7
TR00631,12274,13984,23.3
TR00631,13984,16200,236.6
TR00631,16200,16329,133.2
TR00631,16329,16413,10.7
TR00631,16413,18111,467.7
TR00632,0,4667,245.5
TR00632,4667,4814,29.8
TR00632,4814,7958,483.4
TR00632,7958,9446,64.8
TR00632,9446,12586,3.5
TR00632,12586,13080,347.9
TR00632,13080,18134,11.6
TR00632,18134,19206,171.3
TR00632,19206,19647,105.5
TR00633,0,3818,14.0
TR00633,3818,6545,177.6
TR00633,6545,7716,298.3
TR00633,7716,8064,458.3
TR00633,8064,10310,164.7
TR00633,10310,12903,1.2
TR00634,0,1036,421.2
TR00634,1036,1385,290.4
TR00634,1385,5681,57.8
TR00634,5681,7736,27.2
TR00634,7736,10310,416.9
TR00634,10310,12780,391.7
TR00634,12780,14089,56.6
TR00634,14089,14685,15.1
TR00634,14685,16138,59.6
TR00634,16138,16565,16.0
TR00635,0,2508,11.8
TR00635,2508,2657,19.3
TR00635,2657,4320,61.6
TR00635,4320,4468,1.6
TR00635,4468,6770,29.0
TR00635,6770,7169,20.9
TR00635,7169,7614,55.7
TR00635,7614,8483,44.2
TR00635,8483,10743,297.0
TR00636,0,141,40.5
TR00636,141,1550,54.1
TR00636,1550,1834,142.7
TR00636,1834,3222,180.9
TR00636,3222,5162,184.9
TR00636,5162,6604,187.6
TR00636,6604,7198,61.5
TR00636,7198,9452,7.1
TR00636,9452,15634,24.6
TR00636,15634,18866,55.1
TR00636,18866,18894,24.1
TR00637,0,1272,161.0
TR00637,1272,1496,40.4
TR00637,1496,3513,300.9
TR00637,3513,4358,28.1
TR00637,4358,4738,357.2
TR00637,4738,5592,81.2
TR00638,0,568,5.2
TR00638,568,1232,52.6
TR00638,1232,3478,195.4
TR00638,3478,4687,4.5
TR00638,4687,5328,271.5
TR00638,5328,5700,59.6
TR00639,0,1680,48.5
TR00639,1680,2484,62.5
TR00639,2484,3386,54.1
TR00639,3386,5944,412.6
TR00639,5944,6082,39.3
TR00639,6082,6185,486.8
TR00639,6185,9590,181.1
TR00639,9590,9628,43.3
TR00639,9628,10291,9.0
TR00640,0,207,139.8
TR00640,207,515,358.7
TR00640,515,1820,266.6
TR00640,1820,2535,20.7
TR00640,2535,3965,48.4
TR00640,3965,4637,316.8
TR00640,4637,5479,39.6
TR00640,5479,5637,240.3
TR00640,5637,7645,352.3
TR00640,7645,11273,439.2
TR00641,0,4285,448.4
TR00641,4285,5259,17.3
TR00641,5259,7735,60.8
TR00641,7735,13463,68.0
TR00641,13463,14430,422.8
TR00641,14430,15759,54.4
TR00641,15759,15782,414.8
TR00642,0,563,83.0
TR00642,563,1050,119.3
TR00642,1050,4158,61.5
TR00642,4158,7662,32.9
TR00642,7662,15058,310.4
TR00642,15058,17509,26.5
TR00643,0,3278,62.9
TR00643,3278,4319,350.4
TR00643,4319,5168,115.4
TR00643,5168,5742,376.7
TR00643,5742,7365,244.1
TR00643,7365,9656,47.5
TR00644,0,3290,8.8
TR00644,3290,3447,294.4
TR00644,3447,4328,31.9
TR00644,4328,5924,39.7
TR00644,5924,8784,16.9
TR00644,8784,9102,392.8
TR00644,9102,10855,303.4
TR00644,10855,11732,9.9
TR00644,11732,12658,4.8
TR00644,12658,13041,249.3
TR00645,0,801,352.7
TR00645,801,2027,486.7
TR00645,2027,5690,0.6
TR00645,5690,6528,256.9
TR00645,6528,7193,38.0
TR00645,7193,8427,295.1
TR00646,0,242,13.7
TR00646,242,797,195.5
TR00646,797,1153,412.0
TR00646,1153,1176,51.1
TR00646,1176,1463,399.2
TR00646,1463,1597,49.6
TR00646,1597,2378,275.2
TR00646,2378,2434,4.6
TR00646,2434,2829,50.9
TR00646,2829,4666,13.4
TR00646,4666,5287,173.9
TR00647,0,652,188.9
TR00647,652,961,181.4
TR00647,961,2391,369.7
TR00647,2391,3029,436.0
TR00647,3029,3573,377.9
TR00647,3573,4889,23.7
TR00647,4889,8226,491.3
TR00647,8226,8833,189.5
TR00647,8833,12220,32.5
TR00648,0,4772,37.6
TR00648,4772,6615,67.6
TR00648,6615,9082,161.6
TR00648,9082,9890,331.2
TR00648,9890,9990,28.5
TR00648,9990,11436,207.7
TR00648,11436,13715,285.0
TR00648,13715,15813,330.8
TR00648,15813,15890,35.9
TR00648,15890,17284,271.7
TR00649,0,2946,8.5
TR00649,2946,3237,161.7
TR00649,3237,4137,29.9
TR00649,4137,4721,57.2
TR00649,4721,4945,154.9
TR00649,4945,6486,218.7
TR00649,6486,10587,10.1
TR00649,10587,12029,52.7
TR00649,12029,14237,330.4
TR00649,14237,16518,283.4
TR00650,0,78,4.7
TR00650,78,1577,42.5
TR00650,1577,2109,31.3
TR00650,2109,3856,47.6
TR00650,3856,3857,64.2
TR00650,3857,5071,302.0
TR00650,5071,5342,24.4
TR00650,5342,8169,483.3
TR00650,8169,8518,321.8
TR00651,0,1333,63.3
TR00651,1333,5809,7.0
TR00651,5809,6545,394.6
TR00651,6545,8049,4.9
TR00651,8049,9668,19.8
TR00651,9668,11715,7.4
TR00651,11715,13542,474.8
TR00651,13542,14819,2.6
TR00652,0,2,15.3
TR00652,2,327,491.3
TR00652,327,3293,35.2
TR00652,3293,3864,9.6
TR00652,3864,4694,36.4
TR00652,4694,7926,433.9
TR00652,7926,8887,464.2
TR00652,8887,10900,95.8
TR00652,10900,11021,61.0
TR00653,0,1280,27.9
TR00653,1280,1604,0.2
TR00653,1604,1760,329.9
TR00653,1760,2119,25.4
TR00653,2119,2154,48.9
TR00653,2154,3137,126.1
TR00653,3137,6903,19.8
TR00653,6903,12582,30.1
TR00653,12582,12584,61.4
TR00653,12584,13413,10.4
TR00654,0,42,62.3
TR00654,42,1464,84.7
TR00654,1464,5188,47.3
TR00654,5188,7211,43.7
TR00654,7211,8581,57.7
TR00654,8581,10546,396.8
TR00654,10546,13376,42.0
TR00655,0,4934,191.0
TR00655,4934,5684,62.7
TR00655,5684,7998,284.6
TR00655,7998,14366,55.9
TR00655,14366,14529,219.6
TR00655,14529,14987,44.1
TR00656,0,559,206.4
TR00656,559,1203,18.6
TR00656,1203,2687,36.3
TR00656,2687,2791,374.2
TR00656,2791,3365,192.2
TR00656,3365,3423,365.4
TR00656,3423,4924,4.8
TR00656,4924,6915,10.7
TR00657,0,312,155.7
TR00657,312,522,31.9
TR00657,522,2356,34.6
TR00657,2356,4155,1.4
TR00657,4155,4826,260.7
TR00657,4826,5508,139.9
TR00658,0,3221,71.1
TR00658,3221,3382,33.2
TR00658,3382,3428,42.6
TR00658,3428,3856,15.8
TR00658,3856,4289,4.7
TR00658,4289,6504,355.4
TR00658,6504,7886,298.0
TR00658,7886,12922,48.0
TR00658,12922,14082,476.5
TR00658,14082,15117,245.2
TR00658,15117,15334,406.2
TR00659,0,2227,3.1
TR00659,2227,2554,12.6
TR00659,2554,4260,44.9
TR00659,4260,4687,218.4
TR00659,4687,4897,302.2
TR00659,4897,7923,359.5
TR00659,7923,8843,460.9
TR00659,8843,9015,425.9
TR00659,9015,9442,352.5
TR00659,9442,9515,22.7
TR00659,9515,9961,478.9
TR00660,0,410,100.8
TR00660,410,6366,64.8
TR00660,6366,8164,20.1
TR00660,8164,9113,373.5
TR00660,9113,10216,462.1
TR00660,10216,16315,44.0
TR00660,16315,16902,0.9
TR00660,16902,17134,352.8
TR00661,0,5080,380.5
TR00661,5080,7170,133.6
TR00661,7170,7503,476.6
TR00661,7503,9258,473.6
TR00661,9258,11391,9.8
TR00661,11391,11599,197.9
TR00661,11599,11722,265.5
TR00661,11722,17619,56.5
TR00661,17619,18321,409.2
TR00662,0,120,22.6
TR00662,120,285,84.6
TR00662,285,1580,60.7
TR00662,1580,2435,284.7
TR00662,2435,2888,7.6
TR00662,2888,4154,44.2
TR00662,4154,5372,16.4
TR00662,5372,6686,25.0
TR00662,6686,7704,33.7
TR00662,7704,7726,298.7
TR00662,7726,8072,456.8
TR00663,0,206,21.5
TR00663,206,7805,18.1
TR00663,7805,13751,11.6
TR00663,13751,14767,30.5
TR00663,14767,15862,60.3
TR00663,15862,16642,219.5
TR00664,0,1478,314.3
TR00664,1478,4327,314.6
TR00664,4327,4989,437.5
TR00664,4989,7791,320.3
TR00664,7791,8111,48.9
TR00664,8111,8294,2.1
TR00664,8294,9165,381.9
TR00664,9165,16405,146.1
TR00664,16405,16911,494.3
TR00665,0,305,248.9
TR00665,305,3106,0.1
TR00665,3106,4372,119.7
TR00665,4372,8278,33.2
TR00665,8278,8581,341.5
TR00665,8581,10243,100.0
TR00665,10243,10678,319.1
TR00665,10678,13235,22.9
TR00666,0,526,131.9
TR00666,526,548,300.8
TR00666,548,877,62.0
TR00666,877,909,141.4
TR00666,909,984,23.9
TR00666,984,1099,25.1
TR00666,1099,2338,56.3
TR00666,2338,2644,272.7
TR00666,2644,3076,63.2
TR00666,3076,3149,61.0
TR00666,3149,3387,270.2
TR00666,3387,5117,19.9
TR00667,0,411,96.2
TR00667,411,1732,53.3
TR00667,1732,2432,424.5
TR00667,2432,3053,45.4
TR00667,3053,5537,28.0
TR00667,5537,6852,302.9
TR00667,6852,7947,39.7
TR00667,7947,12836,283.5
TR00667,12836,14744,336.6
TR00667,14744,15752,264.0
TR00668,0,228,382.1
TR00668,228,1814,193.4
TR00668,1814,2971,286.1
TR00668,2971,4191,26.2
TR00668,4191,4990,328.3
TR00668,4990,9257,323.8
TR00668,9257,12907,109.3
TR00668,12907,13179,234.4
TR00668,13179,14907,86.7
TR00668,14907,15054,146.5
TR00668,15054,15438,130.0
TR00668,15438,17218,30.4
TR00669,0,1403,37.9
TR00669,1403,2915,37.6
TR00669,2915,3164,313.4
TR00669,3164,3950,26.6
TR00669,3950,5526,9.7
TR00669,5526,10871,7.1
TR00669,10871,12068,308.4
TR00669,12068,12813,187.8
TR00669,12813,14059,339.8
TR00670,0,198,489.4
TR00670,198,438,296.9
TR00670,438,2826,11.8
TR00670,2826,3472,32.7
TR00670,3472,3910,403.8
TR00670,3910,4470,56.7
TR00670,4470,6682,36.9
TR00671,0,1048,160.3
TR00671,1048,2180,32.1
TR00671,2180,2772,48.3
TR00671,2772,3682,0.1
TR00671,3682,6276,348.8
TR00671,6276,7539,31.9
TR00671,7539,8375,451.4
TR00671,8375,13069,359.7
TR00671,13069,13283,152.3
TR00671,13283,14477,457.0
TR00671,14477,15417,316.4
TR00672,0,1399,419.4
TR00672,1399,2783,9.1
TR00672,2783,5027,58.5
TR00672,5027,5827,39.1
TR00672,5827,7797,429.5
TR00672,7797,8550,50.6
TR00672,8550,8584,18.2
TR00672,8584,9197,45.2
TR00672,9197,9728,324.8
TR00672,9728,13121,29.1
TR00673,0,1886,23.1
TR00673,1886,2555,497.0
TR00673,2555,2709,53.6
TR00673,2709,3069,477.7
TR00673,3069,3345,100.4
TR00673,3345,4031,408.1
TR00673,4031,4092,52.8
TR00673,4092,6158,469.3
TR00673,6158,7140,319.3
TR00673,7140,7623,199.5
TR00674,0,138,47.2
TR00674,138,1069,16.5
TR00674,1069,3114,325.9
TR00674,3114,3880,17.7
TR00674,3880,4165,379.9
TR00674,4165,4611,264.4
TR00674,4611,4644,27.7
TR00674,4644,4891,52.1
TR00674,4891,5677,37.6
TR00674,5677,6148,218.9
TR00675,0,1257,65.3
TR00675,1257,1617,192.1
TR00675,1617,1991,35.7
TR00675,1991,3705,43.7
TR00675,3705,4276,142.4
TR00675,4276,4481,22.2
TR00675,4481,4505,258.0
TR00675,4505,4812,34.9
TR00675,4812,4865,256.9
TR00675,4865,4953,293.8
TR00675,4953,5210,201.0
TR00675,5210,5553,468.8
TR00676,0,1736,349.3
TR00676,1736,2222,114.3
TR00676,2222,3335,25.1
TR00676,3335,3908,137.9
TR00676,3908,3965,430.2
TR00676,3965,6016,378.2
TR00676,6016,6535,298.5
TR00676,6535,7609,2.3
TR00676,7609,7640,33.2
TR00676,7640,8383,390.0
TR00677,0,2212,104.7
TR00677,2212,3220,498.4
TR00677,3220,3915,60.7
TR00677,3915,4621,65.1
TR00677,4621,8052,167.9
TR00677,8052,9111,192.7
TR00677,9111,15705,367.5
TR00678,0,126,57.4
TR00678,126,645,13.8
TR00678,645,1192,499.5
TR00678,1192,1767,463.2
TR00678,1767,4100,49.0
TR00678,4100,5676,480.5
TR00678,5676,8035,25.1
TR00678,8035,9133,398.2
TR00679,0,926,127.7
TR00679,926,1109,231.8
TR00679,1109,2875,39.2
TR00679,2875,3067,12.6
TR00679,3067,3715,224.4
TR00679,3715,9603,38.5
TR00679,9603,10470,434.0
TR00679,10470,10565,2.7
TR00679,10565,10910,49.9
TR00679,10910,11629,98.8
TR00680,0,1467,206.3
TR00680,1467,2528,402.9
TR00680,2528,2637,102.5
TR00680,2637,3703,325.9
TR00680,3703,3898,2.1
TR00680,3898,4068,46.6
TR00680,4068,5438,19.3
TR00680,5438,6478,61.0
TR00681,0,3208,361.6
TR00681,3208,4378,3.6
TR00681,4378,6376,210.1
TR00681,6376,6861,492.1
TR00681,6861,9105,63.5
TR00681,9105,10087,44.6
TR00681,10087,13490,402.5
TR00681,13490,18618,12.3
TR00681,18618,18790,108.9
TR00681,18790,19378,5.5
TR00681,19378,19452,44.6
TR00682,0,2703,56.2
TR00682,2703,9797,43.0
TR00682,9797,11448,79.4
TR00682,11448,14734,51.8
TR00682,14734,16684,71.8
TR00682,16684,19160,0.0
TR00683,0,2213,42.1
TR00683,2213,3763,86.6
TR00683,3763,5514,314.7
TR00683,5514,6320,86.9
TR00683,6320,6870,130.7
TR00683,6870,7266,429.6
TR00683,7266,7993,117.3
TR00683,7993,9599,41.8
TR00683,9599,10240,217.8
TR00683,10240,12461,149.9
TR00683,12461,12592,59.1
TR00684,0,2924,357.5
TR00684,2924,3173,454.9
TR00684,3173,4339,9.0
TR00684,4339,4589,57.2
TR00684,4589,5252,16.8
TR00684,5252,5529,28.8
TR00685,0,2594,14.0
TR00685,2594,3140,252.4
TR00685,3140,3624,9.2
TR00685,3624,4472,49.7
TR00685,4472,6876,454.7
TR00685,6876,7239,411.3
TR00685,7239,8456,11.1
TR00685,8456,12414,292.9
TR00685,12414,13547,55.7
TR00685,13547,15560,20.7
TR00686,0,1077,34.0
TR00686,1077,2225,162.6
TR00686,2225,3102,19.4
TR00686,3102,6602,333.9
TR00686,6602,8797,374.8
TR00686,8797,9732,4.3
TR00686,9732,13302,47.4
TR00686,13302,14275,433.5
TR00686,14275,16520,42.5
TR00687,0,595,209.3
TR00687,595,3076,428.7
TR00687,3076,4305,31.6
TR00687,4305,6553,259.9
TR00687,6553,10473,35.1
TR00687,10473,13198,366.4
TR00687,13198,17261,20.2
TR00688,0,53,198.2
TR00688,53,1828,7.6
TR00688,1828,2734,442.9
TR00688,2734,3194,63.3
TR00688,3194,4020,316.7
TR00688,4020,5540,390.6
TR00688,5540,5925,383.1
TR00689,0,20,14.7
TR00689,20,2430,487.6
TR00689,2430,4125,69.0
TR00689,4125,4259,94.9
TR00689,4259,5325,442.9
TR00689,5325,5379,351.8
TR00689,5379,6946,349.3
TR00689,6946,7832,19.6
TR00689,7832,8063,88.7
TR00689,8063,8589,22.0
TR00689,8589,8630,479.7
TR00689,8630,9622,62.9
TR00690,0,2469,43.7
TR00690,2469,3697,237.9
TR00690,3697,4651,89.8
TR00690,4651,4888,473.0
TR00690,4888,5217,23.7
TR00690,5217,6185,316.8
TR00691,0,308,329.1
TR00691,308,365,261.8
TR00691,365,4820,115.6
TR00691,4820,6532,491.6
TR00691,6532,7677,240.6
TR00691,7677,7956,28.9
TR00692,0,2547,37.0
TR00692,2547,3983,148.4
TR00692,3983,4179,62.9
TR00692,4179,6812,269.3
TR00692,6812,8596,9.4
TR00692,8596,9131,42.6
TR00693,0,141,26.0
TR00693,141,6094,382.5
TR00693,6094,6906,364.7
TR00693,6906,9014,4.8
TR00693,9014,9124,499.3
TR00693,9124,16327,95.1
TR00694,0,3507,154.2
TR00694,3507,11025,11.8
TR00694,11025,11955,48.9
TR00694,11955,12328,329.8
TR00694,12328,12367,491.0
TR00694,12367,13437,383.7
TR00694,13437,14311,356.4
TR00694,14311,18679,56.7
TR00694,18679,19425,31.3
TR00694,19425,19688,51.9
TR00695,0,859,352.7
TR00695,859,4000,131.3
TR00695,4000,5160,90.1
TR00695,5160,5388,15.7
TR00695,5388,5508,362.9
TR00695,5508,6850,33.3
TR00695,6850,9238,8.6
TR00696,0,1004,130.5
TR00696,1004,1717,9.0
TR00696,1717,2020,11.3
TR00696,2020,3024,15.4
TR00696,3024,3994,30.0
TR00696,3994,4438,183.0
TR00696,4438,5675,54.4
TR00696,5675,7400,51.4
TR00696,7400,8153,297.1
TR00697,0,756,22.7
TR00697,756,5907,262.4
TR00697,5907,8401,164.7
TR00697,8401,10832,285.4
TR00697,10832,12131,7.8
TR00697,12131,13276,2.8
TR00697,13276,14475,59.7
TR00697,14475,15712,58.5
TR00697,15712,15960,42.7
TR00698,0,3668,417.2
TR00698,3668,7806,354.1
TR00698,7806,8032,302.7
TR00698,8032,8757,54.1
TR00698,8757,9787,237.4
TR00698,9787,12060,204.1
TR00698,12060,13314,329.2
TR00698,13314,13332,49.8
TR00698,13332,13980,6.6
TR00698,13980,14466,49.8
TR00698,14466,14583,309.2
TR00698,14583,15590,13.0
TR00699,0,39,11.7
TR00699,39,4971,241.8
TR00699,4971,5050,58.2
TR00699,5050,9408,60.3
TR00699,9408,13639,12.6
TR00699,13639,15212,42.6
TR00699,15212,16171,62.5
TR00700,0,29,26.1
TR00700,29,1159,24.6
TR00700,1159,1576,212.8
TR00700,1576,5323,11.1
TR00700,5323,10447,29.0
TR00700,10447,13151,17.1
TR00700,13151,13779,178.1
TR00700,13779,13884,6.9
TR00700,13884,14054,1.6
TR00701,0,547,38.9
TR00701,547,1052,488.3
TR00701,1052,3937,5.2
TR00701,3937,4281,486.2
TR00701,4281,4344,56.9
TR00701,4344,5680,324.5
TR00701,5680,5867,121.6
TR00701,5867,7625,364.9
TR00702,0,458,272.3
TR00702,458,2548,176.2
TR00702,2548,2606,328.8
TR00702,2606,3496,261.3
TR00702,3496,4369,470.4
TR00702,4369,4905,338.8
TR00702,4905,6113,293.0
TR00702,6113,6280,36.4
TR00702,6280,9728,24.3
TR00702,9728,10929,180.2
TR00702,10929,11830,13.1
TR00702,11830,12147,34.0
TR00703,0,115,49.9
TR00703,115,2968,1.4
TR00703,2968,3209,493.4
TR00703,3209,3827,50.5
TR00703,3827,4036,39.5
TR00703,4036,5532,36.2
TR00703,5532,5605,16.5
TR00703,5605,9573,363.6
TR00703,9573,9860,318.8
TR00703,9860,9917,116.7
TR00703,9917,11423,108.3
TR00703,11423,14517,39.9
TR00704,0,4750,5.3
TR00704,4750,5253,463.4
TR00704,5253,9011,343.7
TR00704,9011,11526,137.1
TR00704,11526,13762,115.5
TR00704,13762,19156,2.8
TR00705,0,7643,115.0
TR00705,7643,8892,429.4
TR00705,8892,9860,227.7
TR00705,9860,12350,44.2
TR00705,12350,13585,41.5
TR00705,13585,13907,53.5
TR00705,13907,14613,45.7
TR00705,14613,17159,420.0
TR00705,17159,17437,146.4
TR00706,0,491,439.0
TR00706,491,597,162.7
TR00706,597,5045,11.6
TR00706,5045,5500,426.1
TR00706,5500,7134,99.2
TR00706,7134,7689,364.7
TR00706,7689,9261,47.3
TR00706,9261,9654,336.7
TR00706,9654,9804,367.9
TR00706,9804,11408,39.5
TR00706,11408,12107,60.1
TR00706,12107,14464,4.5
TR00707,0,430,323.5
TR00707,430,1264,443.5
TR00707,1264,2523,413.3
TR00707,2523,3325,145.6
TR00707,3325,3547,191.7
TR00707,3547,7483,71.9
TR00707,7483,9190,48.0
TR00707,9190,9540,130.2
TR00707,9540,10614,36.9
TR00707,10614,11359,15.6
TR00707,11359,13328,367.3
TR00707,13328,15920,109.1
TR00708,0,105,53.7
TR00708,105,705,462.9
TR00708,705,1497,333.1
TR00708,1497,2463,390.4
TR00708,2463,3329,497.1
TR00708,3329,3640,117.3
TR00708,3640,3761,115.4
TR00708,3761,3959,48.5
TR00708,3959,6077,415.0
TR00708,6077,9638,28.3
TR00708,9638,10968,48.0
TR00708,10968,12303,430.3
TR00709,0,1050,46.7
TR00709,1050,2908,15.3
TR00709,2908,3260,17.6
TR00709,3260,4290,122.3
TR00709,4290,5119,198.0
TR00709,5119,5411,116.1
TR00709,5411,5479,43.1
TR00710,0,995,46.3
TR00710,995,1236,316.6
TR00710,1236,3021,203.1
TR00710,3021,4182,34.7
TR00710,4182,4985,492.8
TR00710,4985,6682,48.2
TR00711,0,1646,16.6
TR00711,1646,1686,48.4
TR00711,1686,2335,4.8
TR00711,2335,3553,461.5
TR00711,3553,3936,24.5
TR00711,3936,4109,264.9
TR00711,4109,4587,79.1
TR00711,4587,5148,349.6
TR00711,5148,5782,39.8
TR00711,5782,5884,3.3
TR00712,0,572,385.9
TR00712,572,9001,16.5
TR00712,9001,10816,372.2
TR00712,10816,12722,376.6
TR00712,12722,12934,14.8
TR00712,12934,13278,361.4
TR00712,13278,13285,61.7
TR00712,13285,15757,324.8
TR00712,15757,16405,345.3
TR00712,16405,16649,208.8
TR00712,16649,19561,49.8
TR00713,0,1090,479.4
TR00713,1090,1289,19.5
TR00713,1289,2654,320.5
TR00713,2654,4242,306.0
TR00713,4242,4833,241.1
TR00713,4833,4984,308.3
TR00713,4984,6273,452.7
TR00713,6273,7563,21.7
TR00714,0,1449,143.6
TR00714,1449,1531,276.5
TR00714,1531,1758,46.1
TR00714,1758,2499,206.8
TR00714,2499,2754,318.5
TR00714,2754,3282,222.0
TR00714,3282,7086,50.5
TR00714,7086,7989,9.5
TR00714,7989,11687,57.2
TR00714,11687,14156,418.3
TR00714,14156,15136,18.6
TR00715,0,1731,389.4
TR00715,1731,2331,479.7
TR00715,2331,3259,385.7
TR00715,3259,4210,405.1
TR00715,4210,5620,13.5
TR00715,5620,6853,7.4
TR00715,6853,7093,328.3
TR00715,7093,7184,124.2
TR00715,7184,8184,238.8
TR00716,0,1392,299.6
TR00716,1392,2261,32.3
TR00716,2261,2590,13.6
TR00716,2590,3553,484.3
TR00716,3553,3627,21.7
TR00716,3627,3885,212.3
TR00716,3885,4661,336.7
TR00716,4661,6801,360.9
TR00717,0,1080,85.8
TR00717,1080,3430,99.7
TR00717,3430,4754,408.9
TR00717,4754,5202,268.9
TR00717,5202,6215,38.6
TR00717,6215,7611,395.8
TR00717,7611,8060,59.8
TR00717,8060,8313,59.1
TR00717,8313,8927,369.8
TR00717,8927,10718,6.0
TR00717,10718,10960,181.1
TR00717,10960,12189,4.4
TR00718,0,68,23.7
TR00718,68,190,42.5
TR00718,190,269,381.6
TR00718,269,2166,39.1
TR00718,2166,2269,375.3
TR00718,2269,3409,279.0
TR00718,3409,3490,408.9
TR00718,3490,5706,299.3
TR00719,0,1082,63.6
TR00719,1082,4147,29.8
TR00719,4147,7610,27.8
TR00719,7610,10557,461.9
TR00719,10557,17782,28.4
TR00719,17782,17889,115.1
TR00720,0,11004,6.5
TR00720,11004,11742,87.2
TR00720,11742,12495,392.7
TR00720,12495,16819,1.1
TR00720,16819,18177,278.9
TR00720,18177,18297,196.0
TR00721,0,2098,56.5
TR00721,2098,6699,27.5
TR00721,6699,7317,86.8
TR00721,7317,9102,37.4
TR00721,9102,9326,29.0
TR00721,9326,11885,473.8
TR00721,11885,13188,3.5
TR00721,13188,14433,46.0
TR00721,14433,15001,61.8
TR00721,15001,15237,114.9
TR00721,15237,15798,18.1
TR00721,15798,16256,9.8
TR00722,0,2745,39.2
TR00722,2745,4346,335.2
TR00722,4346,4614,53.0
TR00722,4614,6514,27.5
TR00722,6514,8958,187.0
TR00722,8958,10520,19.1
TR00722,10520,10659,11.9
TR00723,0,1136,27.7
TR00723,1136,3002,110.5
TR00723,3002,3790,47.9
TR00723,3790,6890,15.9
TR00723,6890,7343,55.1
TR00723,7343,8776,237.8
TR00723,8776,9155,25.1
TR00723,9155,9451,37.5
TR00724,0,346,312.7
TR00724,346,1272,7.0
TR00724,1272,3314,399.8
TR00724,3314,7486,286.8
TR00724,7486,8179,398.9
TR00724,8179,11631,300.2
TR00724,11631,11885,55.2
TR00724,11885,15702,111.8
TR00724,15702,18088,28.6
TR00724,18088,18803,1.0
TR00724,18803,18924,109.3
TR00724,18924,18999,19.6
TR00725,0,2213,137.1
TR00725,2213,5578,28.9
TR00725,5578,7499,19.3
TR00725,7499,9505,52.3
TR00725,9505,11459,22.4
TR00725,11459,12243,53.7
TR00725,12243,13958,204.7
TR00725,13958,14194,1.9
TR00725,14194,16217,43.8
TR00725,16217,16934,390.4
TR00725,16934,16943,88.9
TR00726,0,462,63.3
TR00726,462,2595,140.2
TR00726,2595,2691,44.8
TR00726,2691,4689,153.4
TR00726,4689,5768,111.7
TR00726,5768,7315,42.7
TR00726,7315,7950,219.7
TR00726,7950,10047,37.1
TR00726,10047,12270,1.0
TR00726,12270,13288,20.0
TR00726,13288,14571,42.6
TR00727,0,1986,0.0
TR00727,1986,2604,212.6
TR00727,2604,3259,129.3
TR00727,3259,4538,64.1
TR00727,4538,5025,16.1
TR00727,5025,6220,33.0
TR00727,6220,7930,37.7
