pageview_id,creative_id,interval_start_ms,interval_end_ms,avg_viewport_pct
TR00818,C020,615,1416,75.9
TR00818,C020,11442,11858,41.2
TR00818,C024,2702,4662,76.8
TR00818,C024,11906,15326,60.7
TR00818,C028,0,2698,36.9
TR00818,C040,1067,1716,87.3
TR00818,C040,6044,6693,78.8
TR00818,C040,10485,10977,75.1
TR00818,C040,15141,15543,95.3
TR00818,C041,3355,16444,79.0
TR00819,C003,0,8839,25.9
TR00819,C008,0,3815,22.0
TR00819,C013,370,2263,74.3
TR00819,C013,8405,10650,56.5
TR00819,C013,13135,14465,86.4
TR00819,C014,359,799,37.7
TR00819,C014,7551,7931,73.5
TR00819,C014,13553,14297,88.7
TR00819,C025,2762,16911,92.9
TR00819,C037,759,1496,90.1
TR00819,C037,12280,14338,67.3
TR00820,C001,596,2231,77.9
TR00820,C006,1124,4375,60.8
TR00820,C006,7599,8683,58.1
TR00820,C014,430,4028,68.1
TR00820,C014,5773,7901,78.2
TR00820,C021,1668,3183,56.8
TR00820,C030,660,2847,89.5
TR00820,C030,3489,5562,89.0
TR00820,C030,6296,6652,69.2
TR00820,C030,9437,11293,36.2
TR00820,C040,955,1273,48.0
TR00820,C040,6865,9989,38.8
TR00820,C045,2802,5502,92.0
TR00820,C045,7800,10729,76.8
TR00821,C008,0,1579,61.0
TR00821,C013,721,2151,88.2
TR00821,C013,4327,4877,74.0
TR00821,C017,981,1801,73.6
TR00821,C017,3727,4309,97.3
TR00821,C040,1121,6247,79.1
TR00821,C044,178,3322,31.9
TR00822,C003,799,3875,82.8
TR00822,C012,772,1941,38.9
TR00822,C012,2832,4713,47.6
TR00822,C012,5718,6769,58.6
TR00822,C025,3612,4779,39.7
TR00822,C028,1739,2244,32.7
TR00822,C028,3902,5282,32.5
TR00822,C033,1077,6769,92.6
TR00823,C002,2981,4378,33.5
TR00823,C011,1169,4955,95.3
TR00823,C011,6108,9815,25.4
TR00823,C013,2977,3236,60.7
TR00823,C021,2528,4144,61.8
TR00823,C021,5314,7916,77.3
TR00823,C022,1541,2047,95.1
TR00823,C022,5526,6975,78.9
TR00823,C026,38,2686,31.5
TR00823,C026,6423,9708,33.3
TR00823,C035,1071,4262,96.3
TR00823,C035,6334,9166,51.7
TR00824,C004,893,1427,78.0
TR00824,C004,3348,4524,60.2
TR00824,C004,5967,7294,79.6
TR00824,C007,3773,6371,68.2
TR00824,C018,2277,2604,29.2
TR00824,C022,103,3072,97.6
TR00824,C022,5881,7858,40.8
TR00824,C024,745,8070,88.2
TR00824,C035,509,2348,50.5
TR00824,C035,3012,4303,87.9
TR00824,C035,6128,7509,73.0
TR00824,C047,534,1686,50.6
TR00824,C047,2376,3406,95.1
TR00824,C047,4568,5702,59.1
TR00824,C047,6559,7669,51.6
TR00824,C050,977,3019,46.7
TR00825,C014,7317,11275,54.0
TR00825,C016,2451,3500,80.7
TR00825,C016,10795,14562,99.1
TR00825,C028,4031,6630,35.8
TR00825,C028,10438,11309,41.2
TR00825,C032,538,15274,88.2
TR00825,C042,2992,13616,81.6
TR00825,C043,504,1205,63.4
TR00825,C043,9262,9636,97.0
TR00826,C005,1224,12363,80.7
TR00826,C009,3549,4048,62.7
TR00826,C014,1564,4373,76.6
TR00826,C014,9253,11435,97.7
TR00826,C041,5439,7483,77.6
TR00827,C007,7624,10151,75.2
TR00827,C021,1761,19736,72.6
TR00827,C033,3544,3921,25.2
TR00827,C037,4155,8090,41.7
TR00828,C011,1626,3116,63.2
TR00828,C014,1272,5339,72.3
TR00828,C018,2770,5964,56.6
TR00828,C022,1016,3031,24.9
TR00828,C022,3813,4591,53.9
TR00828,C040,656,1364,34.9
TR00828,C040,3810,5277,30.3
TR00828,C042,2917,3656,34.2
TR00828,C048,0,767,53.1
TR00829,C002,484,1889,20.1
TR00829,C002,4341,6230,58.6
TR00829,C042,61,1497,30.0
TR00829,C046,893,6309,76.3
TR00829,C048,3023,4307,21.9
TR00830,C005,2576,5109,26.4
TR00830,C008,1722,3191,32.0
TR00830,C008,8274,9858,63.2
TR00830,C021,606,2427,85.6
TR00830,C021,4020,5048,37.0
TR00830,C021,7715,9183,30.8
TR00830,C021,11390,11981,62.5
TR00830,C030,2231,4861,95.4
TR00830,C030,8200,10717,90.9
TR00830,C035,1271,5179,62.6
TR00830,C035,10301,13654,27.6
TR00830,C041,6037,7290,67.6
TR00830,C050,419,2588,69.1
TR00830,C050,7662,9581,93.0
TR00830,C005,2103,5965,72.1
TR00831,C017,198,4217,77.1
TR00831,C018,376,5384,67.7
TR00831,C019,115,1992,94.8
TR00831,C019,3389,4011,78.7
TR00831,C021,1871,2368,61.3
TR00831,C022,508,1414,70.4
TR00831,C022,3401,3811,39.4
TR00831,C032,810,1035,75.4
TR00831,C032,3724,4414,29.7
TR00831,C043,877,1885,69.5
TR00831,C043,3671,4626,50.9
TR00831,C046,0,1598,20.9
TR00832,C006,5400,7405,32.4
TR00832,C007,2089,10857,63.4
TR00832,C023,0,1556,40.9
TR00832,C034,153,2096,73.5
TR00832,C034,6415,8238,93.9
TR00832,C038,1212,2444,58.9
TR00832,C038,7321,9382,43.0
TR00832,C039,264,4023,73.6
TR00832,C039,5969,8878,73.6
TR00832,C042,264,2369,81.4
TR00832,C042,6225,8220,73.1
TR00833,C013,0,2011,56.0
TR00833,C016,120,1806,97.2
TR00833,C016,3947,5110,99.9
TR00833,C033,166,1338,51.5
TR00833,C033,4449,5800,64.0
TR00833,C041,876,5670,88.8
TR00833,C048,172,1598,66.0
TR00834,C005,2893,5573,53.4
TR00834,C005,8637,11165,35.7
TR00834,C023,1173,3189,96.8
TR00834,C023,7671,9105,39.2
TR00834,C025,1865,2473,87.2
TR00834,C025,9025,10889,74.8
TR00834,C034,1299,2263,78.8
TR00834,C046,7529,9097,96.9
TR00835,C023,3067,4689,52.0
TR00835,C041,1548,3354,32.1
TR00835,C041,3543,5040,76.3
TR00835,C042,329,1031,90.6
TR00835,C042,4442,6381,86.2
TR00835,C043,679,2138,23.4
TR00835,C043,4306,4526,94.5
TR00836,C007,172,2377,35.6
TR00836,C007,7110,8744,43.3
TR00836,C007,13737,14731,43.1
TR00836,C013,3758,7409,32.0
TR00836,C013,13184,15910,84.6
TR00836,C037,3233,17169,99.1
TR00836,C039,1533,4903,94.6
TR00836,C048,1598,2234,38.7
TR00837,C023,1790,3207,33.2
TR00837,C029,961,4502,88.0
TR00837,C032,464,1379,37.6
TR00837,C032,7105,7627,80.6
TR00837,C040,3188,5427,46.8
TR00838,C020,1106,2484,77.0
TR00838,C023,4764,8410,62.2
TR00838,C025,4807,8299,77.6
TR00838,C027,799,4471,87.1
TR00838,C027,9118,10105,83.2
TR00838,C044,1656,2585,36.4
TR00838,C044,8266,12193,60.9
TR00839,C010,825,9450,63.2
TR00839,C019,1001,1278,47.3
TR00839,C019,5718,9679,92.9
TR00839,C033,5318,7578,37.8
TR00839,C049,3579,4413,41.3
TR00839,C019,2047,11161,81.7
TR00840,C003,39,1014,47.3
TR00840,C003,6899,7786,93.5
TR00840,C017,853,8942,75.9
TR00840,C029,3395,4901,86.5
TR00840,C034,2077,4792,94.3
TR00840,C044,251,2106,37.2
TR00840,C044,6212,9487,41.2
TR00840,C046,493,2848,82.2
TR00840,C046,5743,8000,67.9
TR00840,C047,1132,4520,82.9
TR00840,C047,8033,10025,21.1
TR00841,C003,1195,3325,67.1
TR00841,C003,9887,10375,63.2
TR00841,C005,63,1249,61.6
TR00841,C007,3616,5678,23.6
TR00841,C007,12632,13735,24.1
TR00841,C022,4220,5550,51.5
TR00841,C022,13509,16029,27.4
TR00841,C023,6588,8309,21.8
TR00841,C029,0,3240,71.4
TR00842,C009,4050,6104,43.3
TR00842,C014,2321,4875,30.0
TR00842,C014,11440,12817,37.1
TR00842,C017,93,2653,78.4
TR00842,C017,11127,12773,87.7
TR00842,C023,314,2796,72.3
TR00842,C023,11307,13244,65.7
TR00842,C031,1035,1833,70.4
TR00842,C031,5670,7364,52.2
TR00842,C031,9734,11645,41.7
TR00842,C031,14268,15099,56.3
TR00842,C033,0,8242,59.6
TR00842,C036,7681,11465,37.3
TR00842,C039,4539,6263,80.5
TR00842,C039,11779,12709,48.1
TR00843,C010,1538,4749,84.5
TR00843,C025,1184,3516,69.6
TR00843,C025,8048,10188,82.2
TR00843,C026,2719,13056,79.3
TR00843,C027,1594,4462,48.2
TR00843,C027,8190,8422,85.9
TR00843,C028,2463,3747,73.6
TR00843,C028,11103,12789,60.1
TR00843,C040,2291,4733,41.1
TR00843,C040,10226,12507,61.3
TR00843,C043,6712,10310,26.2
TR00843,C050,580,14471,81.9
TR00844,C001,0,8453,21.5
TR00844,C002,950,2694,64.8
TR00844,C002,4930,6166,37.7
TR00844,C002,9107,10686,72.2
TR00844,C002,14027,15739,47.2
TR00844,C011,1943,15087,60.8
TR00844,C019,4193,8073,88.9
TR00844,C019,11569,12698,24.2
TR00844,C029,1348,3460,51.1
TR00844,C029,11894,12664,95.9
TR00844,C036,6305,7232,46.1
TR00844,C039,2450,6004,31.1
TR00844,C039,10775,14556,71.7
TR00844,C044,3562,4297,95.2
TR00844,C044,9282,9598,95.7
TR00845,C006,0,5191,88.7
TR00845,C008,253,2621,74.4
TR00845,C008,6080,6397,48.5
TR00845,C018,1619,2591,30.4
TR00845,C045,2198,5351,82.3
TR00845,C045,5943,8632,20.1
TR00846,C016,1568,3053,49.9
TR00846,C016,3418,6201,54.8
TR00846,C018,808,5175,76.2
TR00846,C025,656,5337,61.1
TR00846,C032,1780,3000,48.7
TR00847,C004,2534,4677,21.7
TR00847,C004,9392,12384,25.7
TR00847,C005,8547,11377,27.2
TR00847,C010,1953,2589,42.7
TR00847,C010,9068,9693,47.5
TR00847,C028,4651,6818,75.7
TR00847,C038,1382,1831,35.9
TR00847,C038,8944,12590,29.1
TR00847,C004,4627,16956,84.7
TR00848,C003,1314,1725,88.5
TR00848,C003,4847,5783,86.4
TR00848,C003,8551,10288,75.6
TR00848,C003,13205,14031,60.0
TR00848,C004,0,8428,69.7
TR00848,C013,5941,8978,83.5
TR00848,C023,138,2117,24.1
TR00848,C023,9778,10339,97.5
TR00848,C036,2988,6703,46.7
TR00848,C036,8995,10150,22.7
TR00848,C041,104,660,81.6
TR00848,C041,7068,8760,47.4
TR00848,C041,12912,14915,49.5
TR00848,C048,0,5588,59.4
TR00848,C013,2295,10203,74.0
TR00849,C022,0,7227,62.5
TR00849,C027,288,2646,55.3
TR00849,C036,1832,4156,21.3
TR00849,C036,10833,12474,29.2
TR00849,C039,2810,3321,28.1
TR00849,C039,10942,11312,88.1
TR00849,C027,871,6039,87.8
TR00850,C002,2876,6240,95.8
TR00850,C010,0,3053,31.9
TR00850,C011,685,1784,76.3
TR00850,C011,5262,7481,45.5
TR00850,C012,889,3647,61.8
TR00850,C012,4334,6654,27.0
TR00850,C015,1167,2984,88.0
TR00850,C015,4188,4519,40.3
TR00850,C039,1372,3162,40.1
TR00851,C007,1071,10602,99.1
TR00851,C011,469,4058,70.0
TR00851,C019,283,1310,58.1
TR00851,C019,8728,9536,71.0
TR00851,C046,0,3921,29.4
TR00852,C001,1044,1798,92.7
TR00852,C001,2799,4212,42.9
TR00852,C009,638,1009,54.8
TR00852,C009,3017,5169,91.7
TR00852,C024,1530,3557,22.2
TR00852,C027,1929,4767,75.0
TR00852,C035,1945,3125,88.3
TR00852,C042,399,1022,33.4
TR00852,C042,1463,2525,64.3
TR00852,C042,2755,3135,97.7
TR00852,C042,4313,4867,73.0
TR00852,C046,987,2428,89.2
TR00852,C046,3358,3861,23.8
TR00852,C047,2323,3568,68.6
TR00853,C010,316,3488,21.5
TR00853,C023,5033,5312,46.9
TR00853,C028,634,2624,37.9
TR00853,C028,3185,4264,81.6
TR00853,C028,6133,7777,79.1
TR00853,C028,8460,10438,87.1
TR00853,C034,1161,9628,87.3
TR00853,C043,437,2131,61.3
TR00853,C043,7870,10860,65.5
TR00854,C002,501,1151,42.2
TR00854,C002,3232,4619,75.2
TR00854,C002,5921,7534,84.6
TR00854,C002,8977,10338,75.1
TR00854,C010,2090,9816,71.7
TR00854,C025,895,10611,66.5
TR00854,C037,1936,3041,94.7
TR00854,C037,5910,9349,34.3
TR00854,C041,2092,4913,94.2
TR00854,C041,7174,10726,29.0
TR00854,C044,522,1029,97.3
TR00854,C044,7253,9701,83.8
TR00855,C002,2471,4982,52.1
TR00855,C010,374,1180,59.8
TR00855,C010,9375,11376,85.2
TR00855,C033,898,2272,89.4
TR00855,C033,5586,6044,79.8
TR00855,C033,8856,9449,98.3
TR00855,C033,13795,15361,49.5
TR00855,C042,0,3242,46.3
TR00856,C005,933,2866,58.9
TR00856,C005,7731,11223,36.2
TR00856,C007,2661,4736,57.6
TR00856,C015,1267,12672,72.4
TR00856,C040,996,3326,95.4
TR00856,C040,7486,8148,60.3
TR00856,C005,1100,11536,72.5
TR00857,C001,0,3886,87.8
TR00857,C002,280,1374,75.5
TR00857,C002,5393,6560,76.0
TR00857,C002,8646,9778,60.8
TR00857,C002,12921,14348,83.2
TR00857,C010,4920,6300,56.6
TR00857,C020,321,12964,94.6
TR00857,C021,1372,16371,94.3
TR00857,C033,1149,1843,76.9
TR00857,C033,4267,5141,49.2
TR00857,C033,9474,9964,80.0
TR00857,C033,13400,14250,59.8
TR00857,C044,3092,16869,79.6
TR00857,C049,4472,5939,63.4
TR00858,C002,189,7872,69.0
TR00858,C007,2048,3041,26.2
TR00858,C007,5521,7894,48.4
TR00858,C012,1289,2071,26.2
TR00858,C013,4162,6913,25.7
TR00858,C015,412,3838,79.3
TR00858,C015,5716,7421,91.6
TR00858,C028,2010,4453,60.6
TR00858,C028,6663,7286,21.4
TR00858,C029,1010,6979,78.0
TR00859,C004,4225,6317,76.5
TR00859,C010,825,1648,30.4
TR00859,C010,13393,14505,31.2
TR00859,C022,403,2669,94.7
TR00859,C022,11672,14105,91.4
TR00859,C026,1797,3454,31.5
TR00859,C026,9619,12574,96.9
TR00859,C027,0,4027,33.1
TR00859,C028,1140,4674,72.0
TR00859,C034,3533,17789,88.2
TR00859,C038,2430,16683,98.4
TR00860,C007,7218,8612,40.0
TR00860,C010,2236,3805,63.4
TR00860,C010,13282,16195,64.9
TR00860,C012,2063,4162,27.7
TR00860,C012,10976,13454,80.3
TR00860,C021,8113,8495,86.8
TR00860,C028,0,3619,68.5
TR00860,C031,4859,7785,97.9
TR00860,C033,2758,5446,29.0
TR00860,C033,12692,15215,55.7
TR00860,C037,0,3210,40.6
TR00861,C001,2851,4155,24.7
TR00861,C001,9042,12181,37.7
TR00861,C003,292,2488,21.3
TR00861,C003,6646,9097,77.3
TR00861,C012,4972,8078,47.5
TR00861,C020,2862,6596,53.3
TR00861,C022,1290,2252,42.0
TR00861,C022,5064,6517,85.8
TR00861,C022,9100,10138,98.7
TR00861,C023,296,2117,62.9
TR00861,C023,4171,4580,85.1
TR00861,C023,7254,9047,56.5
TR00861,C023,10021,11196,67.8
TR00861,C038,922,2879,49.5
TR00861,C038,7442,11245,21.0
TR00861,C001,137,3347,81.9
TR00862,C030,0,2604,65.2
TR00862,C036,3777,6701,94.2
TR00862,C042,3745,7650,97.3
TR00862,C045,180,3846,60.2
TR00863,C009,4300,6351,38.2
TR00863,C021,3600,7083,36.1
TR00863,C036,1011,2181,76.3
TR00863,C036,10196,11982,96.4
TR00863,C046,2190,12713,66.9
TR00864,C009,700,2680,22.7
TR00864,C009,3641,6154,37.7
TR00864,C027,537,1598,97.8
TR00864,C027,2462,4327,32.6
TR00864,C027,4832,6138,90.7
TR00864,C039,635,1160,62.3
TR00864,C050,2644,5870,75.4
TR00865,C005,2664,5528,20.1
TR00865,C005,10021,12869,87.6
TR00865,C014,2842,4053,79.5
TR00865,C014,10428,12429,74.3
TR00865,C022,1165,2313,38.0
TR00865,C022,8505,12050,68.0
TR00865,C028,1246,4549,20.3
TR00865,C028,8482,11716,28.7
TR00865,C032,484,4323,41.5
TR00866,C005,1089,2809,83.4
TR00866,C005,6193,6685,73.8
TR00866,C014,2167,3443,77.6
TR00866,C014,6002,8286,88.7
TR00866,C017,1950,4445,31.5
TR00866,C017,5362,8919,71.7
TR00866,C021,3305,6446,49.8
TR00866,C035,887,4576,48.2
TR00866,C035,5139,5363,69.3
TR00866,C042,86,2539,23.3
TR00866,C045,716,9342,85.3
TR00867,C009,949,2882,74.1
TR00867,C009,4532,6010,62.5
TR00867,C023,627,2872,42.3
TR00867,C023,4346,5288,81.3
TR00867,C031,1222,4704,60.7
TR00867,C032,1598,2340,59.4
TR00867,C032,5052,5860,70.3
TR00867,C038,246,3476,39.0
TR00867,C038,4552,6231,48.2
TR00867,C042,1146,2164,88.3
TR00867,C042,4366,5626,62.0
TR00867,C009,3667,5691,80.1
TR00868,C013,0,4222,32.9
TR00868,C026,1037,1845,30.0
TR00868,C027,2008,5200,31.4
TR00868,C029,3265,5241,33.7
TR00868,C033,3829,6438,35.6
TR00868,C034,302,2454,84.4
TR00868,C049,1102,8256,66.9
TR00869,C006,3295,4543,20.4
TR00869,C009,1370,3649,56.9
TR00869,C012,3020,5220,22.8
TR00869,C017,555,882,89.3
TR00869,C017,2081,2462,79.0
TR00869,C017,4526,5760,38.1
TR00869,C017,6215,7731,48.6
TR00869,C020,121,863,88.7
TR00869,C020,5580,6800,92.9
TR00869,C028,1887,3483,84.4
TR00869,C028,5931,7880,49.0
TR00869,C038,713,3732,48.7
TR00869,C038,6131,7059,30.2
TR00870,C002,532,8093,84.7
TR00870,C007,0,1122,89.8
TR00870,C023,2023,2685,90.3
TR00870,C023,6198,8379,63.7
TR00870,C025,523,6545,77.1
TR00870,C027,573,2014,85.6
TR00870,C027,2231,3498,30.8
TR00870,C027,4733,5704,90.5
TR00870,C027,6575,7011,95.7
TR00870,C038,3104,4359,81.0
TR00870,C045,3240,6837,25.0
TR00871,C034,3031,6292,86.9
TR00871,C041,554,1259,29.6
TR00871,C041,8099,9685,89.2
TR00871,C044,3009,5100,65.6
TR00871,C048,1698,4485,96.8
TR00871,C048,5903,8631,79.6
TR00872,C003,422,1024,39.4
TR00872,C003,2202,3799,48.9
TR00872,C003,4561,5128,90.8
TR00872,C003,6240,7014,96.6
TR00872,C006,1015,7269,88.9
TR00872,C030,527,3713,83.0
TR00872,C030,5225,7270,25.5
TR00872,C032,0,3934,47.5
TR00872,C047,1546,5991,76.8
TR00872,C048,3256,5868,92.3
TR00873,C007,153,4838,89.0
TR00873,C021,0,963,36.4
TR00873,C023,2735,3150,23.0
TR00873,C038,0,2673,82.2
TR00873,C041,1196,2914,67.5
TR00873,C041,3405,5457,48.9
TR00873,C042,989,2552,36.6
TR00873,C042,4142,5384,76.6
TR00873,C048,572,5003,67.3
TR00874,C009,1448,4425,86.2
TR00874,C009,9735,11980,84.4
TR00874,C014,4706,5121,46.5
TR00874,C020,5442,8329,45.7
TR00874,C025,1914,14987,92.4
TR00874,C029,0,7185,72.3
TR00874,C031,1413,17498,92.5
TR00874,C034,3213,7077,43.0
TR00874,C034,8871,12270,40.2
TR00875,C001,8533,10639,81.0
TR00875,C002,786,2070,75.2
TR00875,C002,13537,16453,91.4
TR00875,C024,1714,2867,90.7
TR00875,C024,11803,12013,65.6
TR00875,C034,5406,6802,95.1
TR00875,C040,1373,2460,94.0
TR00875,C040,14638,17194,68.0
TR00875,C043,288,15799,85.4
TR00875,C049,5725,9713,65.9
TR00876,C004,0,6394,34.5
TR00876,C005,3042,4354,98.3
TR00876,C005,8560,11603,43.0
TR00876,C012,1111,3748,28.7
TR00876,C014,2780,14364,71.6
TR00876,C026,3823,4325,30.0
TR00876,C026,8453,11510,95.2
TR00876,C028,27,914,63.9
TR00876,C028,4363,5756,32.8
TR00876,C028,8195,10356,61.3
TR00876,C028,12973,13408,31.7
TR00876,C042,1521,3091,66.2
TR00876,C042,11312,12849,61.8
TR00877,C004,807,4022,20.4
TR00877,C004,6602,10273,53.2
TR00877,C009,245,1127,37.6
TR00877,C009,4365,5790,91.3
TR00877,C009,8847,9055,43.5
TR00877,C041,480,2086,66.8
TR00877,C041,7581,11476,76.5
TR00877,C042,5001,8134,36.5
TR00877,C047,1429,5135,63.7
TR00877,C047,7072,10205,43.7
TR00877,C048,412,4334,50.0
TR00878,C013,212,2540,37.2
TR00878,C013,3899,4337,89.2
TR00878,C013,7771,10023,72.9
TR00878,C032,1851,2398,33.4
TR00878,C032,7610,8497,81.7
TR00878,C035,202,850,47.2
TR00878,C035,4887,6296,39.3
TR00878,C035,8130,10038,80.1
TR00878,C037,2487,4597,52.9
TR00878,C037,7677,10707,82.3
TR00878,C040,4169,4448,97.2
TR00878,C043,3042,4455,89.7
TR00879,C002,3608,4591,72.9
TR00879,C002,11371,12739,70.0
TR00879,C009,3284,4237,47.3
TR00879,C009,11544,13264,87.8
TR00879,C013,652,2866,23.4
TR00879,C018,1237,4464,48.2
TR00879,C020,2106,3828,36.0
TR00879,C020,12085,13673,79.7
TR00879,C035,454,3139,75.9
TR00879,C036,0,3187,61.8
TR00879,C043,3412,5493,52.6
TR00879,C043,8682,11985,43.1
TR00880,C001,2118,5445,37.4
TR00880,C005,1316,2113,39.7
TR00880,C033,624,4313,42.9
TR00880,C040,536,5168,96.1
TR00880,C050,176,3089,85.6
TR00881,C007,2132,4987,78.6
TR00881,C007,8796,10530,33.6
TR00881,C011,5183,8965,35.5
TR00881,C013,2370,4295,79.7
TR00881,C022,1528,3537,39.5
TR00881,C022,8481,11505,51.7
TR00881,C045,2033,4477,70.2
TR00881,C045,7352,9755,58.7
TR00882,C007,8394,11424,28.5
TR00882,C010,0,2664,37.4
TR00882,C017,1095,2005,80.4
TR00882,C017,11581,14556,26.8
TR00882,C020,2498,4547,83.1
TR00882,C020,13128,14641,41.5
TR00882,C047,287,3904,68.4
TR00883,C003,6479,6722,46.7
TR00883,C010,493,1059,59.8
TR00883,C010,9494,13049,97.0
TR00883,C015,3884,7512,34.4
TR00883,C015,9908,10869,63.7
TR00883,C019,706,1515,87.4
TR00883,C019,9399,11714,33.0
TR00883,C033,1978,2919,48.5
TR00883,C033,8716,9372,92.5
TR00883,C044,7829,11318,20.5
TR00883,C046,1168,1759,69.5
TR00884,C009,777,1573,51.0
TR00884,C009,3922,4686,84.0
TR00884,C022,990,4119,96.9
TR00884,C027,634,1516,46.3
TR00884,C027,3476,4861,96.3
TR00884,C029,2388,4899,33.3
TR00884,C035,352,1389,79.0
TR00885,C009,5959,9172,71.0
TR00885,C015,354,3866,58.0
TR00885,C015,10016,10971,44.7
TR00885,C027,323,1032,21.3
TR00885,C027,8402,10312,87.0
TR00885,C049,887,3613,56.5
TR00886,C009,53,14328,61.6
TR00886,C012,2914,5209,92.9
TR00886,C012,11123,14094,84.0
TR00886,C016,6087,7630,99.4
TR00886,C027,168,3016,40.9
TR00886,C027,12676,14701,47.5
TR00886,C038,3779,5210,40.5
TR00886,C038,11371,12773,71.4
TR00886,C042,2737,15346,92.9
TR00886,C047,1547,15335,96.6
TR00887,C006,1109,4337,98.1
TR00887,C008,1174,1798,98.5
TR00887,C008,3588,5668,53.9
TR00887,C019,452,2116,22.2
TR00887,C019,4115,5632,93.1
TR00887,C028,810,4751,62.0
TR00887,C030,2430,4393,28.8
TR00887,C035,1074,4753,72.3
TR00887,C041,1106,5035,99.3
TR00888,C006,83,614,73.6
TR00888,C006,8681,9525,82.5
TR00888,C012,3316,5346,49.3
TR00888,C012,10685,13570,40.2
TR00888,C020,2019,2997,96.6
TR00888,C020,8420,9251,61.3
TR00888,C023,4953,5407,45.0
TR00888,C042,500,907,92.6
TR00889,C011,792,3202,28.0
TR00889,C011,9342,10144,33.4
TR00889,C030,894,4809,76.1
TR00889,C030,10655,11584,24.4
TR00889,C032,289,1129,77.3
TR00889,C032,4226,5192,78.5
TR00889,C032,8743,10865,94.3
TR00889,C032,11828,12355,98.2
TR00889,C035,2993,5157,80.0
TR00889,C035,9102,9727,32.7
TR00889,C039,145,12129,92.0
TR00889,C040,4974,8552,44.2
TR00889,C042,3324,6738,48.9
TR00889,C042,9598,9905,28.7
TR00890,C028,2521,5150,75.7
TR00890,C034,3614,3938,93.3
TR00890,C034,11806,13932,92.2
TR00890,C044,8001,11353,84.9
TR00890,C046,861,2114,88.2
TR00891,C009,81,2232,39.9
TR00891,C009,3949,5912,82.6
TR00891,C009,6883,8276,99.0
TR00891,C009,9988,11215,71.7
TR00891,C018,1720,3227,26.6
TR00891,C018,8711,10945,71.5
TR00891,C024,290,2391,94.0
TR00891,C024,5168,5526,31.6
TR00891,C024,8717,8976,73.5
TR00891,C031,5849,6157,94.6
TR00891,C032,4419,6434,54.2
TR00891,C033,2400,10145,93.7
TR00891,C036,3953,6845,63.5
TR00891,C047,0,2033,48.5
TR00892,C009,173,2643,62.9
TR00892,C009,9936,11514,78.0
TR00892,C010,3591,6331,86.4
TR00892,C011,3048,16137,63.4
TR00892,C027,4470,5762,50.3
TR00892,C035,3197,6336,59.9
TR00892,C035,13030,16217,25.4
TR00892,C039,266,13193,82.1
TR00893,C004,1303,2671,22.8
TR00893,C004,4144,4908,77.4
TR00893,C009,197,3129,83.5
TR00893,C010,348,1223,94.5
TR00893,C010,3144,3998,46.3
TR00893,C027,2110,3670,62.6
TR00893,C031,314,5802,66.6
TR00893,C036,2013,2264,28.7
TR00893,C038,903,2739,30.4
TR00893,C038,3419,3749,61.9
TR00893,C048,243,1476,46.1
TR00893,C048,1631,1919,94.6
TR00893,C048,3307,4016,81.7
TR00893,C048,5080,5920,44.5
TR00894,C011,222,1142,89.8
TR00894,C032,1143,4321,38.8
TR00894,C038,2658,3876,87.1
TR00894,C038,8048,10344,36.8
TR00894,C045,776,2081,71.1
TR00894,C045,3031,3937,87.2
TR00894,C045,6050,7199,30.7
TR00894,C045,9352,10665,96.6
TR00895,C003,2423,4602,84.9
TR00895,C003,8972,10627,77.6
TR00895,C012,1121,1925,74.5
TR00895,C020,243,3841,69.7
TR00895,C020,12312,15185,58.0
TR00895,C027,1194,13470,89.3
TR00895,C040,2293,15217,74.8
TR00896,C002,2064,4583,26.7
TR00896,C018,0,969,77.2
TR00896,C034,115,5206,80.3
TR00896,C036,1898,5051,90.7
TR00896,C040,676,1483,53.8
TR00896,C040,2679,2983,66.2
TR00896,C048,1154,1414,24.2
TR00896,C048,3064,3707,60.1
TR00897,C001,2138,2939,29.9
TR00897,C001,7369,8696,50.7
TR00897,C009,2892,5879,66.7
TR00897,C013,2558,5034,71.1
TR00897,C013,7848,8754,27.4
TR00897,C025,1833,4003,46.6
TR00897,C025,9585,11483,51.4
TR00897,C030,5282,9081,86.3
TR00897,C042,5108,6221,90.8
TR00897,C047,2521,6022,56.7
TR00897,C047,10466,11345,53.4
TR00898,C002,6138,8727,74.6
TR00898,C003,2717,4853,89.3
TR00898,C003,10956,14005,62.8
TR00898,C004,3539,5816,20.8
TR00898,C004,10494,11818,91.0
TR00898,C007,341,2840,71.4
TR00898,C007,11649,12648,87.6
TR00898,C008,3346,6610,29.3
TR00898,C008,10224,13949,40.3
TR00898,C013,996,3225,50.0
TR00898,C018,483,3008,89.4
TR00898,C018,10917,13442,73.2
TR00898,C045,619,1904,93.7
TR00899,C009,0,8721,51.2
TR00899,C013,827,1658,39.3
TR00899,C025,0,4203,42.3
TR00899,C031,9120,11637,60.9
TR00899,C037,983,15213,97.1
TR00899,C043,1496,3598,59.0
TR00899,C043,10188,11548,29.2
TR00899,C049,3491,7144,88.3
TR00899,C049,10113,13441,56.6
TR00900,C009,1308,18010,77.9
TR00900,C025,2293,3488,66.0
TR00900,C025,10879,12561,49.5
TR00900,C046,1580,15934,92.4
TR00900,C048,1809,2281,92.4
TR00901,C024,2010,3749,63.7
TR00901,C025,1575,5274,96.9
TR00901,C036,1205,2041,99.0
