pageview_id,creative_id,position_in_feed,loaded_ts_ms,first_render_ts_ms,total_visible_ms,max_viewport_pct,avg_viewport_pct,uninterrupted_visible_ms,refresh_count,is_sticky,is_preload,click_occurred,click_ts_ms,time_to_click_ms,credited_click
TR00595,C029,3,4447,8222,2330,39.2,39.2,2330,0,0,0,1,12072,1520,0
TR00595,C030,4,5095,1499,2420,95.2,95.2,2420,0,0,0,1,12072,8153,0
TR00595,C046,5,4223,2893,2396,51.8,51.8,2396,0,0,0,1,12072,6783,1
TR00596,C001,1,114,2854,3850,86.8,86.8,3850,0,0,0,0,-1,-1,0
TR00596,C008,2,1186,2459,8674,97.7,97.7,8674,1,1,0,0,-1,-1,0
TR00596,C014,3,1570,1384,1167,77.1,77.1,1167,0,0,0,0,-1,-1,0
TR00596,C017,4,4440,2465,7818,67.9,67.9,7818,0,1,0,0,-1,-1,0
TR00596,C022,5,4450,2671,2787,70.0,66.8,1840,0,0,0,0,-1,-1,0
TR00596,C030,6,2471,622,2065,98.9,98.9,2065,0,0,0,0,-1,-1,0
TR00596,C031,7,3487,250,11134,95.8,95.8,11134,0,1,0,0,-1,-1,0
TR00596,C045,8,563,37,5162,73.2,52.3,1915,3,0,0,0,-1,-1,0
TR00597,C014,1,4886,6854,3303,63.2,63.2,3303,0,0,0,1,14813,4656,1
TR00597,C021,2,1529,487,5464,91.6,55.3,2444,3,0,0,1,14813,223,0
TR00597,C043,3,1818,188,1979,94.7,57.9,1419,0,0,0,1,14813,4792,0
TR00597,C047,4,4203,775,2218,56.8,44.2,1785,0,0,0,1,14813,3973,0
TR00598,C027,1,3060,1075,1955,37.0,37.0,1955,0,0,0,1,8856,5826,0
TR00598,C031,2,2408,652,825,89.1,79.0,590,1,0,0,1,8856,2465,0
TR00598,C042,3,105,1714,8802,70.2,70.2,8802,0,1,0,1,8856,1660,0
TR00598,C043,4,1658,566,930,84.4,73.6,567,1,0,0,1,8856,1561,0
TR00598,C049,5,713,1584,7978,69.9,69.9,7978,2,1,0,1,8856,706,0
TR00598,C050,6,602,555,9362,72.8,72.8,9362,0,1,0,1,8856,1061,1
TR00599,C003,1,812,49,7157,44.0,34.1,3645,0,0,0,1,14555,13,0
TR00599,C007,2,5658,977,3277,54.3,54.3,3277,0,0,0,1,14555,10301,1
TR00599,C019,3,1430,416,3597,82.4,65.5,1640,2,0,0,1,14555,1296,0
TR00599,C028,4,4701,1881,7543,50.0,34.7,3999,0,0,0,1,14555,1571,0
TR00599,C031,5,4667,1191,6863,52.7,41.6,3764,0,0,0,1,14555,1755,0
TR00600,C014,1,86,627,2619,52.0,46.8,2013,1,0,0,1,5158,271,0
TR00600,C019,2,56,306,1384,33.1,33.1,1384,0,0,0,1,5158,3468,0
TR00600,C021,3,1947,41,3385,91.1,62.6,2181,0,0,0,1,5158,455,1
TR00600,C022,4,884,943,2151,61.8,48.6,1242,0,0,0,1,5158,235,0
TR00600,C033,5,125,1175,1613,89.3,87.6,1046,0,0,0,1,5158,1005,0
TR00600,C040,6,300,88,5043,74.2,74.2,5043,0,1,0,1,5158,27,0
TR00601,C010,1,1263,75,1407,30.9,28.8,709,0,0,0,1,5727,1289,0
TR00601,C021,2,1799,1001,2463,85.6,77.1,1378,1,0,0,1,5727,548,0
TR00601,C031,3,626,41,905,32.3,32.3,905,0,0,0,1,5727,4781,0
TR00601,C035,4,315,810,3988,78.9,78.9,3988,0,1,0,1,5727,929,1
TR00601,C037,5,979,875,4794,60.4,60.4,4794,0,1,1,1,5727,58,0
TR00601,C042,6,693,0,940,67.0,67.0,940,0,0,1,1,5727,4787,0
TR00602,C004,1,2404,1410,5922,96.7,96.7,5922,2,1,0,1,4873,2459,0
TR00602,C005,2,896,237,4071,66.4,63.9,2461,2,0,0,1,4873,2625,0
TR00602,C011,3,647,2746,3494,50.0,50.0,3494,0,0,0,1,4873,1367,0
TR00602,C034,4,2319,1159,2902,79.8,77.8,1561,0,0,0,1,4873,2887,0
TR00602,C040,5,2131,661,6179,71.0,71.0,6179,0,1,0,1,4873,1967,0
TR00602,C042,6,377,233,2174,30.0,29.4,1963,0,0,0,1,4873,1447,0
TR00602,C045,7,1124,3345,276,64.2,64.2,276,0,0,0,1,4873,1252,0
TR00602,C050,8,1364,3361,3992,89.1,89.1,3992,0,0,0,1,4873,2480,1
TR00603,C007,1,1943,409,1327,82.4,70.0,1030,0,0,0,1,5368,1852,0
TR00603,C012,2,51,1876,3521,69.8,69.8,3521,0,0,0,1,5368,29,1
TR00603,C022,3,1993,839,1865,76.2,63.4,1231,0,0,0,1,5368,1114,0
TR00603,C026,4,383,1275,2955,53.6,53.6,2955,0,0,0,1,5368,1138,0
TR00604,C003,1,5451,0,5486,58.0,58.0,5486,0,0,1,0,-1,-1,0
TR00604,C026,2,334,4468,672,53.3,36.5,347,0,0,0,0,-1,-1,0
TR00604,C039,3,1185,3486,957,67.0,67.0,957,0,0,0,0,-1,-1,0
TR00604,C041,4,4790,7805,273,62.3,62.3,273,0,0,0,0,-1,-1,0
TR00604,C045,5,3434,1710,3621,77.6,71.7,2494,0,0,0,0,-1,-1,0
TR00605,C009,1,4240,241,3176,89.1,89.1,3176,0,0,0,1,7266,3849,1
TR00605,C010,2,159,1845,3718,20.5,20.5,3718,0,0,0,1,7266,1703,0
TR00605,C015,3,3055,912,3319,80.1,66.6,2643,0,0,0,1,7266,2501,0
TR00605,C026,4,805,461,2146,64.6,62.2,1666,0,0,0,1,7266,3920,0
TR00605,C039,5,993,915,2819,64.9,58.1,2305,0,0,0,1,7266,1864,0
TR00606,C003,1,1675,2854,5592,63.9,62.6,3020,0,0,0,0,-1,-1,0
TR00606,C010,2,525,1236,7110,46.0,43.4,3705,0,0,0,0,-1,-1,0
TR00606,C016,3,1789,2985,1993,47.9,47.9,1993,0,0,0,0,-1,-1,0
TR00606,C043,4,3974,5332,2090,40.8,40.8,2090,0,0,0,0,-1,-1,0
TR00606,C046,5,2707,5746,219,48.7,48.7,219,0,0,0,0,-1,-1,0
TR00607,C005,1,2311,3413,1110,78.8,78.8,1110,0,0,0,0,-1,-1,0
TR00607,C038,2,1134,297,1663,56.0,56.0,1663,0,0,0,0,-1,-1,0
TR00607,C039,3,1538,3202,3653,45.8,45.8,3653,0,0,0,0,-1,-1,0
TR00607,C040,4,667,739,1169,38.0,36.6,697,0,0,0,0,-1,-1,0
TR00608,C007,1,4307,231,1718,82.1,82.1,1718,0,0,0,1,12728,10779,0
TR00608,C022,2,3795,316,3605,73.2,69.7,3192,0,0,0,1,12728,1597,1
TR00608,C027,3,993,3944,1286,90.8,90.8,1286,0,0,0,1,12728,7498,0
TR00608,C028,4,1208,3443,1693,88.4,88.4,1693,0,0,0,1,12728,7592,0
TR00609,C001,1,5292,6625,946,44.0,44.0,946,0,0,0,1,11554,3983,0
TR00609,C021,2,3595,0,5557,50.5,50.5,5557,0,0,1,1,11554,5997,0
TR00609,C030,3,3916,998,4371,89.2,89.2,3636,0,0,0,1,11554,2000,1
TR00609,C038,4,2732,1504,6098,89.3,74.1,1998,3,0,0,1,11554,4392,0
TR00609,C042,5,5166,2499,4581,45.1,38.4,3146,0,0,0,1,11554,784,0
TR00609,C047,6,1992,7385,1290,37.2,37.2,1290,0,0,0,1,11554,2879,0
TR00610,C002,1,631,3638,3726,64.7,59.1,3039,0,0,0,1,10052,3925,1
TR00610,C014,2,3918,3481,4424,99.1,81.8,3365,0,0,0,1,10052,926,0
TR00610,C024,3,4302,4906,1532,75.6,75.6,1532,0,0,0,1,10052,3614,0
TR00610,C028,4,2639,2820,6873,55.2,47.4,3833,0,0,0,1,10052,2581,0
TR00610,C029,5,1290,1288,2303,45.4,45.4,2303,0,0,0,1,10052,6461,0
TR00610,C039,6,527,5032,618,65.4,65.4,618,0,0,0,1,10052,4402,0
TR00610,C050,7,4265,1422,4627,91.9,74.6,3414,0,0,0,1,10052,2868,0
TR00611,C011,1,897,960,1485,65.0,58.6,1202,0,0,0,1,4907,1625,0
TR00611,C013,2,256,794,2703,42.8,36.8,1537,0,0,0,1,4907,395,0
TR00611,C014,3,1067,1162,1769,68.3,64.6,1452,0,0,0,1,4907,130,1
TR00611,C021,4,1524,154,2610,94.9,70.5,2027,0,0,0,1,4907,1514,0
TR00611,C023,5,1497,716,2412,65.1,65.1,2412,0,0,0,1,4907,1779,0
TR00611,C027,6,287,1114,752,21.3,21.3,752,0,0,0,1,4907,3041,0
TR00611,C029,7,1574,510,2042,76.5,74.9,1456,0,0,0,1,4907,358,0
TR00611,C048,8,175,370,3475,74.8,74.8,3475,0,0,0,1,4907,1062,0
TR00612,C003,1,5162,1478,8178,95.2,62.5,2479,3,0,0,0,-1,-1,0
TR00612,C022,2,2179,1909,5814,50.5,39.5,3139,0,0,0,0,-1,-1,0
TR00612,C035,3,4621,6097,3227,94.3,94.3,3227,0,0,0,0,-1,-1,0
TR00612,C042,4,5673,1197,6007,81.0,74.2,3227,0,0,0,0,-1,-1,0
TR00613,C006,1,3683,1124,4396,83.3,62.8,2302,3,0,0,1,13065,616,0
TR00613,C010,2,2604,482,7725,91.4,80.3,4563,0,0,0,1,13065,8020,1
TR00613,C011,3,3364,1864,7265,61.2,40.6,3795,0,0,0,1,13065,1,0
TR00613,C027,4,739,1954,1105,97.2,97.2,1105,0,0,0,1,13065,10006,0
TR00614,C012,1,1193,0,6678,39.5,39.5,6678,0,0,1,1,13786,7108,0
TR00614,C017,2,2795,748,10519,86.3,70.2,6257,0,0,0,1,13786,4283,1
TR00614,C024,3,1994,2544,2766,98.7,98.7,2766,0,0,0,1,13786,8476,0
TR00614,C029,4,5920,4304,3996,77.5,47.1,2764,0,0,0,1,13786,3438,0
TR00614,C035,5,5610,4066,1641,63.5,63.5,1641,0,0,0,1,13786,8079,0
TR00614,C044,6,1255,7633,2983,85.4,85.4,2983,0,0,0,1,13786,3170,0
TR00615,C010,1,4607,234,4231,82.4,67.9,2663,0,0,0,1,13466,1052,0
TR00615,C011,2,1579,0,1273,67.4,67.4,1273,0,0,1,1,13466,12193,0
TR00615,C012,3,3711,227,2744,59.4,51.2,1835,0,0,0,1,13466,4875,0
TR00615,C014,4,2000,2250,9545,63.7,63.7,9545,0,1,0,1,13466,1671,1
TR00615,C015,5,3269,152,2388,61.0,61.0,2388,0,0,0,1,13466,10926,0
TR00615,C035,6,2408,6750,971,60.0,60.0,971,0,0,0,1,13466,5745,0
TR00615,C047,7,488,559,1946,91.4,73.9,720,2,0,0,1,13466,2390,0
TR00616,C001,1,2451,216,2777,76.9,73.5,2024,1,0,0,1,7943,575,0
TR00616,C013,2,3003,4306,1549,64.2,64.2,1549,0,0,0,1,7943,2088,0
TR00616,C015,3,54,1577,3352,76.1,64.8,2532,0,0,0,1,7943,1398,1
TR00616,C019,4,1626,598,1267,56.4,56.4,1267,0,0,0,1,7943,6078,0
TR00616,C036,5,923,0,5016,40.3,40.3,5016,0,0,1,1,7943,2927,0
TR00616,C040,6,533,3596,2436,37.5,37.5,2436,0,0,0,1,7943,1911,0
TR00616,C041,7,2472,949,1533,95.2,77.4,1028,0,0,0,1,7943,422,0
TR00616,C048,8,2726,1480,481,23.0,23.0,481,0,0,0,1,7943,5982,0
TR00617,C004,1,1144,2218,1070,59.7,57.6,719,0,0,0,1,8793,2423,0
TR00617,C010,2,4614,2146,12211,72.3,72.3,12211,0,1,0,1,8793,5564,1
TR00617,C013,3,3008,3718,5077,59.4,58.3,3729,0,0,0,1,8793,5809,0
TR00617,C024,4,3099,3880,6203,54.3,49.4,3545,0,0,0,1,8793,3183,0
TR00617,C033,5,273,220,3611,48.4,48.4,3611,0,0,0,1,8793,4962,0
TR00617,C034,6,2720,76,5189,75.5,63.1,2950,0,0,0,1,8793,2019,0
TR00617,C040,7,3349,4820,1924,59.7,59.7,1924,0,0,0,1,8793,2049,0
TR00618,C004,1,4863,0,4183,26.5,26.5,4183,0,0,1,1,10819,6636,0
TR00618,C005,2,2863,3683,3725,97.6,97.6,3725,0,0,0,1,10819,3411,0
TR00618,C015,3,119,390,3114,27.4,27.4,3114,0,0,0,1,10819,7315,0
TR00618,C025,4,4822,3921,1988,90.0,85.1,1617,0,0,0,1,10819,2665,0
TR00618,C034,5,4439,1231,5535,61.1,56.5,3485,0,0,0,1,10819,221,0
TR00618,C039,6,32,447,14154,86.7,86.7,14154,0,1,0,1,10819,3782,0
TR00618,C040,7,590,35,14985,98.7,98.7,14985,0,1,0,1,10819,4201,1
TR00618,C047,8,3860,0,1484,65.0,65.0,1484,0,0,1,1,10819,9335,0
TR00619,C002,1,632,0,2285,83.9,83.9,2285,0,0,1,0,-1,-1,0
TR00619,C004,2,2831,2859,1432,53.3,34.3,1123,0,0,0,0,-1,-1,0
TR00619,C006,3,3083,4,5220,84.2,71.7,1893,3,0,0,0,-1,-1,0
TR00619,C016,4,671,2568,5325,70.9,69.0,3761,0,0,0,0,-1,-1,0
TR00619,C022,5,673,4406,709,78.8,78.8,709,0,0,0,0,-1,-1,0
TR00619,C026,6,3694,1118,13600,98.5,98.5,13600,0,1,0,0,-1,-1,0
TR00620,C016,1,3066,4680,3064,30.4,30.4,3064,0,0,0,0,-1,-1,0
TR00620,C017,2,647,712,4235,97.6,97.5,3633,0,0,0,0,-1,-1,0
TR00620,C020,3,2815,1205,2609,91.0,91.0,2609,0,0,0,0,-1,-1,0
TR00620,C025,4,1885,2904,3643,95.7,95.7,3643,0,0,0,0,-1,-1,0
TR00620,C029,5,2741,3053,3205,27.7,27.7,3205,0,0,0,0,-1,-1,0
TR00620,C046,6,1964,162,8710,68.5,68.5,8710,2,1,0,0,-1,-1,0
TR00621,C002,1,1199,938,3759,98.1,77.4,2381,2,0,0,1,10906,2379,0
TR00621,C007,2,847,515,4903,85.4,58.9,2071,3,0,0,1,10906,3070,0
TR00621,C008,3,1968,613,2633,58.6,58.6,2633,0,0,0,1,10906,7660,0
TR00621,C015,4,3831,195,2165,52.0,52.0,2165,0,0,0,1,10906,8546,0
TR00621,C017,5,3286,2112,1320,47.7,47.7,1320,0,0,0,1,10906,7474,0
TR00621,C019,6,3640,4549,622,32.5,32.5,622,0,0,0,1,10906,5735,0
TR00621,C046,7,2269,488,2381,92.9,87.9,1379,2,0,0,1,10906,281,0
TR00621,C047,8,3628,3165,1874,78.9,78.9,1874,0,0,0,1,10906,5867,1
TR00622,C002,1,3542,2102,8429,70.7,70.7,8429,0,1,0,1,10169,362,1
TR00622,C005,2,1545,1115,2962,74.9,63.6,1335,2,0,0,1,10169,265,0
TR00622,C008,3,1929,2265,2208,67.6,65.0,1887,0,0,0,1,10169,3499,0
TR00622,C009,4,501,373,3482,79.3,77.6,2275,0,0,0,1,10169,730,0
TR00622,C021,5,1352,399,3945,95.2,81.7,2388,2,0,0,1,10169,1042,0
TR00622,C038,6,2450,138,5359,98.2,65.0,2380,2,0,0,1,10169,764,0
TR00622,C043,7,3864,270,4217,61.8,52.0,2023,2,0,0,1,10169,291,0
TR00622,C045,8,3440,4354,3684,57.0,57.0,3684,0,0,0,1,10169,2131,0
TR00623,C009,1,962,347,2834,67.1,43.2,1965,0,0,0,0,-1,-1,0
TR00623,C011,2,1455,2167,2393,52.9,52.9,2393,0,0,0,0,-1,-1,0
TR00623,C012,3,160,445,1369,90.0,86.7,817,1,0,0,0,-1,-1,0
TR00623,C025,4,142,745,586,87.1,74.2,363,0,0,0,0,-1,-1,0
TR00623,C028,5,391,143,1810,84.3,47.3,1221,0,0,0,0,-1,-1,0
TR00623,C036,6,430,345,2638,73.4,51.3,1664,0,0,0,0,-1,-1,0
TR00623,C038,7,972,762,2399,33.4,33.4,2399,0,0,0,0,-1,-1,0
TR00623,C039,8,1687,1124,2916,97.4,67.7,1598,0,0,0,0,-1,-1,0
TR00624,C004,1,5431,1450,6082,93.5,80.7,3883,0,0,0,0,-1,-1,0
TR00624,C007,2,5672,2004,1011,99.8,99.1,508,0,0,0,0,-1,-1,0
TR00624,C011,3,5174,5189,1694,59.1,59.1,1694,0,0,0,0,-1,-1,0
TR00624,C014,4,4926,1510,15867,86.0,86.0,15867,0,1,0,0,-1,-1,0
TR00624,C017,5,5701,1543,6664,37.5,33.4,3565,0,0,0,0,-1,-1,0
TR00624,C021,6,3230,2920,3824,50.5,50.5,3824,0,0,0,0,-1,-1,0
TR00624,C031,7,634,8296,2381,48.8,48.8,2381,0,0,0,0,-1,-1,0
TR00624,C033,8,5429,2248,5084,96.7,57.8,3549,0,0,0,0,-1,-1,0
TR00625,C003,1,899,5591,1387,64.0,64.0,1387,0,0,0,1,12482,5504,0
TR00625,C009,2,2214,1034,4086,88.5,79.9,3519,0,0,0,1,12482,2611,0
TR00625,C028,3,4570,667,2383,67.1,50.7,1866,0,0,0,1,12482,783,0
TR00625,C041,4,2661,6242,2295,25.9,25.9,2295,0,0,0,1,12482,3945,0
TR00625,C048,5,1876,7688,2498,91.5,91.5,2498,0,0,0,1,12482,2296,1
TR00626,C033,1,1733,0,11163,66.9,56.3,8425,0,0,0,1,19215,5692,1
TR00626,C036,2,2445,771,4125,83.5,76.4,1345,3,0,0,1,19215,3514,0
TR00626,C039,3,1071,0,7184,25.3,25.3,7184,0,0,1,1,19215,12031,0
TR00626,C047,4,4151,9200,1206,28.9,28.9,1206,0,0,0,1,19215,8809,0
TR00627,C014,1,2661,1264,3159,93.4,86.4,1984,1,0,0,0,-1,-1,0
TR00627,C016,2,1484,129,5954,93.8,83.7,3700,0,0,0,0,-1,-1,0
TR00627,C031,3,421,3394,3897,83.0,72.7,3140,0,0,0,0,-1,-1,0
TR00627,C043,4,2810,2454,11090,89.6,89.6,11090,0,1,0,0,-1,-1,0
TR00628,C009,1,672,1842,2852,40.1,40.1,2852,0,0,0,1,12871,8177,0
TR00628,C036,2,2174,4487,7445,96.9,72.7,3976,0,0,0,1,12871,2816,1
TR00628,C037,3,275,7575,2208,23.5,23.5,2208,0,0,0,1,12871,3088,0
TR00628,C048,4,5635,427,5262,98.8,57.2,3380,0,0,0,1,12871,1076,0
TR00629,C003,1,1076,5623,2572,63.2,63.2,2572,0,0,0,1,10127,1932,0
TR00629,C013,2,4981,1037,3493,41.0,34.0,2242,0,0,0,1,10127,3752,0
TR00629,C014,3,5075,106,312,87.9,87.9,312,0,0,0,1,10127,9709,0
TR00629,C032,4,1539,3351,3956,45.7,45.7,3956,0,0,0,1,10127,2820,0
TR00629,C033,5,1136,2738,4279,91.9,86.5,3768,0,0,0,1,10127,2467,1
TR00629,C034,6,2683,5412,3454,59.5,59.5,3454,0,0,0,1,10127,1261,0
TR00629,C043,7,4942,1868,1554,22.9,22.9,1554,0,0,0,1,10127,6705,0
TR00630,C006,1,195,433,826,86.9,86.9,826,0,0,0,1,13276,12017,0
TR00630,C008,2,4693,0,5569,59.8,59.8,5569,0,0,1,1,13276,7707,0
TR00630,C011,3,2565,1172,3840,86.3,78.7,3207,0,0,0,1,13276,2521,0
TR00630,C022,4,4967,4189,6364,94.2,88.2,3974,0,0,0,1,13276,968,1
TR00630,C033,5,2806,953,462,20.5,20.5,462,0,0,0,1,13276,11861,0
TR00630,C049,6,1137,8333,752,93.2,93.2,752,0,0,0,1,13276,4191,0
TR00631,C003,1,3041,1814,14159,79.9,79.9,14159,0,1,0,1,9679,6294,0
TR00631,C009,2,3916,0,575,83.9,83.9,575,0,0,1,1,9679,9104,0
TR00631,C013,3,1177,5613,3927,93.8,93.8,3927,0,0,0,1,9679,139,0
TR00631,C023,4,3709,2305,3529,71.1,58.5,2064,1,0,0,1,9679,2419,0
TR00631,C030,5,3201,6858,1487,31.2,31.2,1487,0,0,0,1,9679,1334,0
TR00631,C039,6,5827,1630,3787,66.7,64.9,2278,0,0,0,1,9679,3502,0
TR00631,C050,7,950,2917,10935,98.1,98.1,10935,0,1,0,1,9679,4173,1
TR00632,C003,1,5055,0,2199,46.3,46.3,2199,0,0,1,1,15901,13702,0
TR00632,C014,2,1454,583,6025,86.2,81.3,5054,0,0,0,1,15901,2233,1
TR00632,C015,3,4987,4405,4787,81.3,66.1,3172,0,0,0,1,15901,216,0
TR00632,C025,4,225,663,5420,80.5,75.2,3566,0,0,0,1,15901,1770,0
TR00632,C046,5,228,0,2159,73.8,73.8,2159,0,0,1,1,15901,13742,0
TR00632,C049,6,2045,1195,3613,53.8,48.5,2150,1,0,0,1,15901,2844,0
TR00633,C012,1,1563,1298,2535,92.6,92.0,2029,0,0,0,1,9761,861,0
TR00633,C024,2,1756,1522,9564,70.6,70.6,9564,0,1,0,1,9761,1325,1
TR00633,C034,3,296,2854,3686,62.1,52.2,2897,0,0,0,1,9761,1902,0
TR00633,C046,4,965,4407,1792,60.3,60.3,1792,0,0,0,1,9761,3562,0
TR00634,C010,1,5151,2521,13758,85.7,85.7,13758,0,1,0,0,-1,-1,0
TR00634,C013,2,3541,1193,6050,88.1,58.9,2361,3,0,0,0,-1,-1,0
TR00634,C014,3,4077,1256,7237,75.3,46.4,3900,0,0,0,0,-1,-1,0
TR00634,C026,4,324,7148,3650,58.8,58.8,3650,0,0,0,0,-1,-1,0
TR00634,C038,5,4689,0,1289,59.5,59.5,1289,0,0,1,0,-1,-1,0
TR00634,C041,6,2149,1406,5405,67.4,51.5,3571,0,0,0,0,-1,-1,0
TR00635,C006,1,3419,696,5710,60.4,50.1,3934,0,0,0,0,-1,-1,0
TR00635,C013,2,2329,0,3980,74.1,74.1,3980,0,0,1,0,-1,-1,0
TR00635,C017,3,2463,1076,5246,83.4,81.4,3717,0,0,0,0,-1,-1,0
TR00635,C019,4,2830,1335,3318,46.6,41.4,2282,1,0,0,0,-1,-1,0
TR00635,C041,5,1874,4232,3733,95.0,95.0,3733,0,0,0,0,-1,-1,0
TR00635,C049,6,600,406,5248,95.7,70.0,2004,3,0,0,0,-1,-1,0
TR00636,C009,1,5974,1432,3125,66.7,66.7,3125,0,0,0,1,15229,10672,0
TR00636,C014,2,3524,4493,6217,66.2,46.1,3118,0,0,0,1,15229,1503,0
TR00636,C018,3,4660,2070,1999,61.5,61.5,1999,0,0,0,1,15229,11160,0
TR00636,C022,4,2189,3712,3772,57.7,49.2,2531,0,0,0,1,15229,234,1
TR00636,C025,5,4446,409,2662,58.7,58.7,2662,0,0,0,1,15229,12158,0
TR00636,C038,6,2587,550,4127,70.6,41.2,1875,2,0,0,1,15229,1171,0
TR00636,C046,7,5978,2882,2939,56.6,56.6,2939,0,0,0,1,15229,9408,0
TR00637,C011,1,227,253,3274,80.0,52.2,1097,3,0,0,1,2961,1811,0
TR00637,C019,2,1007,1669,1759,50.2,50.2,1759,0,0,0,1,2961,467,0
TR00637,C020,3,716,1732,3774,57.6,57.6,3774,0,0,0,1,2961,2545,0
TR00637,C028,4,1822,868,2005,88.5,84.1,1689,0,0,0,1,2961,1221,0
TR00637,C040,5,1574,611,4913,79.7,79.7,4913,0,1,0,1,2961,2563,1
TR00638,C005,1,1203,568,4301,84.5,84.5,4301,0,1,0,1,3287,1582,0
TR00638,C011,2,1843,99,2933,84.8,80.4,1372,2,0,0,1,3287,1908,0
TR00638,C028,3,1724,331,2791,74.2,59.2,1010,3,0,0,1,3287,1469,0
TR00638,C036,4,949,152,2058,94.9,73.3,961,3,0,0,1,3287,1518,0
TR00638,C040,5,196,135,5246,83.8,83.8,5246,0,1,0,1,3287,2094,1
TR00638,C046,6,46,194,1589,39.6,39.6,1589,0,0,0,1,3287,1504,0
TR00638,C048,7,440,2727,514,90.3,90.3,514,0,0,0,1,3287,46,0
TR00639,C012,1,1387,2899,566,81.9,81.9,566,0,0,0,1,7048,3583,0
TR00639,C022,2,2444,1122,3267,70.2,70.2,3267,0,0,0,1,7048,2659,0
TR00639,C030,3,2924,1106,3499,65.7,63.7,1980,0,0,0,1,7048,1782,0
TR00639,C045,4,127,173,2258,77.9,48.6,1380,0,0,0,1,7048,1951,1
TR00639,C049,5,2832,3197,969,91.4,91.4,969,0,0,0,1,7048,2882,0
TR00640,C004,1,2435,4,3026,90.3,83.7,2497,1,0,0,0,-1,-1,0
TR00640,C006,2,565,1043,3234,90.7,76.3,2358,0,0,0,0,-1,-1,0
TR00640,C014,3,3537,1698,3094,95.6,95.6,3094,0,0,0,0,-1,-1,0
TR00640,C032,4,3733,4544,1648,88.5,88.5,1648,0,0,0,0,-1,-1,0
TR00640,C033,5,42,4379,1224,64.2,64.2,1224,0,0,0,0,-1,-1,0
TR00640,C049,6,3393,0,3270,78.6,78.6,3270,0,0,1,0,-1,-1,0
TR00640,C050,7,517,2696,1806,54.9,46.9,1107,0,0,0,0,-1,-1,0
TR00641,C015,1,1372,605,850,67.7,67.7,850,0,0,0,1,14899,13444,0
TR00641,C018,2,4191,156,3585,89.5,80.3,1888,0,0,0,1,14899,3485,0
TR00641,C028,3,813,3983,1656,98.6,98.6,1656,0,0,0,1,14899,9260,1
TR00641,C039,4,191,3678,6422,81.2,77.4,3640,0,0,0,1,14899,1679,0
TR00641,C042,5,1379,276,2867,75.0,69.7,2035,3,0,0,1,14899,1806,0
TR00641,C046,6,2284,239,1123,86.5,81.2,644,1,0,0,1,14899,6027,0
TR00642,C032,1,4106,3983,3362,69.1,69.1,3362,0,0,0,1,14095,6750,0
TR00642,C036,2,4328,443,14281,83.8,83.8,14281,0,1,0,1,14095,629,1
TR00642,C040,3,2182,0,5654,22.1,22.1,5654,0,0,1,1,14095,8441,0
TR00642,C046,4,5054,3642,5394,36.6,31.8,3619,0,0,0,1,14095,1677,0
TR00643,C004,1,2581,2442,1984,69.1,69.1,1984,0,0,0,0,-1,-1,0
TR00643,C027,2,1552,603,2609,24.0,24.0,2609,0,0,0,0,-1,-1,0
TR00643,C036,3,2149,304,1851,58.4,45.1,1325,0,0,0,0,-1,-1,0
TR00643,C041,4,780,426,6570,44.6,37.4,3898,0,0,0,0,-1,-1,0
TR00644,C004,1,3986,458,525,60.5,60.5,525,0,0,0,1,9087,8104,0
TR00644,C005,2,3096,5761,3237,48.9,48.9,3237,0,0,0,1,9087,89,0
TR00644,C009,3,81,1482,3015,99.0,91.5,2451,0,0,0,1,9087,453,1
TR00644,C010,4,2311,4006,2925,32.8,32.8,2925,0,0,0,1,9087,2156,0
TR00644,C042,5,17,0,2160,85.6,85.6,2160,0,0,1,1,9087,6927,0
TR00644,C048,6,2937,1135,3862,75.0,72.8,3434,0,0,0,1,9087,3890,0
TR00645,C011,1,1729,342,3709,76.6,62.3,1927,2,0,0,1,4595,1444,0
TR00645,C018,2,517,191,4907,77.2,68.6,2515,0,0,0,1,4595,2197,0
TR00645,C020,3,462,928,6216,95.5,95.5,6216,0,1,0,1,4595,2549,1
TR00645,C037,4,2607,289,6393,48.1,40.3,3608,0,0,0,1,4595,3512,0
TR00645,C039,5,1206,910,1175,31.9,31.9,1175,0,0,0,1,4595,2510,0
TR00645,C040,6,1729,565,4314,57.7,36.5,2806,0,0,0,1,4595,2796,0
TR00645,C042,7,715,260,3483,63.2,53.3,1487,2,0,0,1,4595,2937,0
TR00645,C048,8,2767,1629,6222,84.8,84.8,6222,0,1,0,1,4595,3256,0
TR00646,C001,1,356,2520,278,64.0,64.0,278,0,0,0,1,3628,830,0
TR00646,C009,2,21,992,2570,59.8,40.8,1379,0,0,0,1,3628,1050,0
TR00646,C015,3,1160,57,2642,70.3,67.9,1335,0,0,0,1,3628,621,1
TR00646,C041,4,1220,1018,1698,89.9,88.2,1165,0,0,0,1,3628,1279,0
TR00647,C006,1,2229,1232,498,54.6,54.6,498,0,0,0,1,6344,4614,0
TR00647,C019,2,2420,2372,7319,62.8,62.8,7319,0,1,0,1,6344,3347,0
TR00647,C020,3,3079,998,5213,85.5,70.9,1644,3,0,0,1,6344,5142,0
TR00647,C022,4,2934,621,3741,96.3,57.1,2621,0,0,0,1,6344,2981,0
