shipment_id,product_id,warehouse_id,ship_date,quantity,order_id
SHP07262,SKU384,WH01,2024-03-20,95,
SHP07268,SKU384,WH02,2024-03-20,217,
SHP07451,SKU394,WH05,2024-03-20,17,
SHP07492,SKU396,WH04,2024-03-20,291,
SHP00021,SKU002,WH03,2024-03-21,112,
SHP00210,SKU013,WH02,2024-03-21,141,
SHP00259,SKU016,WH02,2024-03-21,26,
SHP00279,SKU017,WH03,2024-03-21,247,
SHP00335,SKU020,WH04,2024-03-21,13,
SHP00344,SKU021,WH02,2024-03-21,367,
SHP00389,SKU024,WH03,2024-03-21,115,
SHP00446,SKU028,WH03,2024-03-21,62,
SHP00610,SKU037,WH05,2024-03-21,53,
SHP00625,SKU038,WH04,2024-03-21,226,
SHP00713,SKU043,WH03,2024-03-21,109,
SHP00987,SKU057,WH05,2024-03-21,18,
SHP01045,SKU060,WH03,2024-03-21,210,
SHP01148,SKU066,WH01,2024-03-21,16,
SHP01424,SKU080,WH04,2024-03-21,42,
SHP01621,SKU088,WH05,2024-03-21,210,
SHP01720,SKU092,WH04,2024-03-21,91,
SHP01777,SKU095,WH03,2024-03-21,34,
SHP01812,SKU097,WH01,2024-03-21,93,
SHP01847,SKU098,WH03,2024-03-21,116,
SHP01938,SKU102,WH02,2024-03-21,108,
SHP02045,SKU107,WH04,2024-03-21,40,
SHP02125,SKU111,WH02,2024-03-21,28,
SHP02233,SKU119,WH02,2024-03-21,56,
SHP02376,SKU126,WH01,2024-03-21,33,
SHP02574,SKU136,WH03,2024-03-21,27,
SHP02589,SKU136,WH05,2024-03-21,6,
SHP02709,SKU143,WH01,2024-03-21,102,
SHP02710,SKU143,WH01,2024-03-21,30,
SHP02879,SKU151,WH02,2024-03-21,28,
SHP03216,SKU168,WH02,2024-03-21,7,
SHP03754,SKU194,WH04,2024-03-21,195,
SHP03921,SKU202,WH04,2024-03-21,106,
SHP03999,SKU207,WH03,2024-03-21,62,
SHP04294,SKU221,WH04,2024-03-21,148,
SHP04351,SKU226,WH02,2024-03-21,60,
SHP04573,SKU239,WH04,2024-03-21,101,
SHP04646,SKU243,WH04,2024-03-21,71,
SHP04957,SKU261,WH02,2024-03-21,89,
SHP04962,SKU261,WH04,2024-03-21,12,
SHP05013,SKU265,WH01,2024-03-21,23,
SHP05048,SKU266,WH05,2024-03-21,48,
SHP05388,SKU281,WH03,2024-03-21,22,
SHP05651,SKU295,WH04,2024-03-21,84,
SHP05743,SKU301,WH01,2024-03-21,56,
SHP05796,SKU303,WH04,2024-03-21,80,
SHP05808,SKU304,WH01,2024-03-21,59,
SHP05983,SKU313,WH02,2024-03-21,141,
SHP06305,SKU331,WH02,2024-03-21,63,
SHP06770,SKU355,WH02,2024-03-21,64,
SHP06785,SKU356,WH01,2024-03-21,9,
SHP07389,SKU391,WH01,2024-03-21,58,
SHP07483,SKU396,WH03,2024-03-21,29,
SHP00027,SKU002,WH04,2024-03-22,94,
SHP00521,SKU032,WH04,2024-03-22,23,
SHP00742,SKU044,WH05,2024-03-22,29,
SHP00758,SKU045,WH05,2024-03-22,125,
SHP00848,SKU050,WH05,2024-03-22,29,
SHP00897,SKU053,WH04,2024-03-22,302,
SHP01001,SKU058,WH04,2024-03-22,61,
SHP01046,SKU060,WH03,2024-03-22,39,
SHP01121,SKU064,WH04,2024-03-22,23,
SHP01201,SKU069,WH01,2024-03-22,17,
SHP01209,SKU069,WH02,2024-03-22,89,
SHP01298,SKU073,WH04,2024-03-22,62,
SHP01386,SKU078,WH02,2024-03-22,105,
SHP01387,SKU078,WH02,2024-03-22,91,
SHP01421,SKU079,WH05,2024-03-22,37,
SHP01459,SKU082,WH01,2024-03-22,43,
SHP01489,SKU083,WH02,2024-03-22,9,
SHP01622,SKU088,WH05,2024-03-22,77,
SHP02175,SKU114,WH04,2024-03-22,128,
SHP02241,SKU119,WH03,2024-03-22,59,
SHP02318,SKU122,WH03,2024-03-22,197,
SHP02326,SKU123,WH02,2024-03-22,199,
SHP02926,SKU154,WH01,2024-03-22,21,
SHP03066,SKU160,WH04,2024-03-22,141,
SHP03102,SKU162,WH05,2024-03-22,45,
SHP03105,SKU163,WH02,2024-03-22,98,
SHP03217,SKU168,WH02,2024-03-22,55,
SHP03318,SKU172,WH02,2024-03-22,123,
SHP03372,SKU174,WH05,2024-03-22,105,
SHP03726,SKU192,WH02,2024-03-22,131,
SHP03730,SKU192,WH04,2024-03-22,171,
SHP03930,SKU203,WH01,2024-03-22,46,
SHP04140,SKU215,WH02,2024-03-22,56,
SHP04221,SKU218,WH05,2024-03-22,26,
SHP04360,SKU226,WH04,2024-03-22,11,
SHP04554,SKU238,WH05,2024-03-22,258,
SHP04632,SKU243,WH01,2024-03-22,88,
SHP04676,SKU245,WH01,2024-03-22,28,
SHP04696,SKU247,WH01,2024-03-22,101,
SHP04828,SKU254,WH01,2024-03-22,9,
SHP04829,SKU254,WH01,2024-03-22,38,
SHP04882,SKU257,WH02,2024-03-22,82,
SHP05399,SKU282,WH03,2024-03-22,7,
SHP05433,SKU283,WH04,2024-03-22,15,
SHP05721,SKU299,WH01,2024-03-22,20,
SHP05968,SKU312,WH05,2024-03-22,123,
SHP06062,SKU318,WH02,2024-03-22,72,
SHP06114,SKU321,WH02,2024-03-22,9,
SHP06301,SKU331,WH01,2024-03-22,263,
SHP06450,SKU338,WH01,2024-03-22,32,
SHP06492,SKU340,WH01,2024-03-22,68,
SHP06833,SKU358,WH02,2024-03-22,47,
SHP06851,SKU358,WH05,2024-03-22,13,
SHP07448,SKU394,WH04,2024-03-22,133,
SHP00360,SKU022,WH04,2024-03-23,109,
SHP00396,SKU025,WH01,2024-03-23,90,
SHP00507,SKU032,WH01,2024-03-23,12,
SHP00570,SKU036,WH02,2024-03-23,122,
SHP00571,SKU036,WH02,2024-03-23,63,
SHP00709,SKU042,WH05,2024-03-23,141,
SHP00967,SKU057,WH01,2024-03-23,60,
SHP01528,SKU084,WH05,2024-03-23,8,
SHP01918,SKU101,WH05,2024-03-23,20,
SHP02024,SKU106,WH03,2024-03-23,28,
SHP02067,SKU109,WH01,2024-03-23,111,
SHP02119,SKU111,WH01,2024-03-23,90,
SHP02322,SKU122,WH04,2024-03-23,32,
SHP02327,SKU123,WH02,2024-03-23,80,
SHP02428,SKU128,WH01,2024-03-23,87,
SHP03119,SKU163,WH04,2024-03-23,105,
SHP03470,SKU179,WH01,2024-03-23,37,
SHP03615,SKU186,WH02,2024-03-23,10,
SHP03703,SKU190,WH03,2024-03-23,92,
SHP03851,SKU199,WH03,2024-03-23,18,
SHP04185,SKU217,WH03,2024-03-23,29,
SHP04649,SKU243,WH05,2024-03-23,117,
SHP05276,SKU277,WH01,2024-03-23,56,
SHP06035,SKU316,WH01,2024-03-23,5,
SHP06141,SKU323,WH01,2024-03-23,57,
SHP06150,SKU323,WH02,2024-03-23,68,
SHP06187,SKU325,WH05,2024-03-23,113,
SHP06256,SKU328,WH05,2024-03-23,62,
SHP06543,SKU342,WH04,2024-03-23,114,
SHP06612,SKU346,WH04,2024-03-23,45,
SHP06834,SKU358,WH02,2024-03-23,156,
SHP07152,SKU377,WH02,2024-03-23,14,
SHP07566,SKU400,WH02,2024-03-23,43,
SHP00100,SKU006,WH05,2024-03-24,109,
SHP00260,SKU016,WH02,2024-03-24,41,
SHP00726,SKU044,WH01,2024-03-24,82,
SHP00774,SKU046,WH03,2024-03-24,46,
SHP01088,SKU063,WH01,2024-03-24,13,
SHP01174,SKU068,WH01,2024-03-24,27,
SHP01305,SKU073,WH05,2024-03-24,72,
SHP01678,SKU091,WH01,2024-03-24,47,
SHP01679,SKU091,WH01,2024-03-24,17,
SHP01694,SKU091,WH04,2024-03-24,29,
SHP01992,SKU104,WH05,2024-03-24,5,
SHP02272,SKU120,WH03,2024-03-24,30,
SHP02330,SKU123,WH03,2024-03-24,163,
SHP02721,SKU143,WH03,2024-03-24,51,
SHP02958,SKU155,WH03,2024-03-24,47,
SHP03231,SKU168,WH05,2024-03-24,73,
SHP03449,SKU178,WH03,2024-03-24,67,
SHP03599,SKU185,WH05,2024-03-24,19,
SHP03641,SKU187,WH02,2024-03-24,20,
SHP03924,SKU202,WH05,2024-03-24,33,
SHP04058,SKU210,WH03,2024-03-24,85,
SHP04178,SKU217,WH02,2024-03-24,161,
SHP04345,SKU225,WH04,2024-03-24,269,
SHP04498,SKU235,WH03,2024-03-24,32,
SHP04762,SKU250,WH02,2024-03-24,28,
SHP04945,SKU260,WH04,2024-03-24,50,
SHP05181,SKU273,WH02,2024-03-24,9,
SHP05221,SKU274,WH05,2024-03-24,61,
SHP05349,SKU280,WH01,2024-03-24,113,
SHP05380,SKU281,WH02,2024-03-24,22,
SHP05704,SKU298,WH03,2024-03-24,48,
SHP05736,SKU300,WH02,2024-03-24,139,
SHP05786,SKU303,WH01,2024-03-24,42,
SHP05949,SKU312,WH01,2024-03-24,88,
SHP06251,SKU328,WH04,2024-03-24,171,
SHP06565,SKU343,WH04,2024-03-24,100,
SHP06903,SKU361,WH04,2024-03-24,136,
SHP06938,SKU363,WH04,2024-03-24,150,
SHP06969,SKU365,WH03,2024-03-24,30,
SHP07036,SKU369,WH03,2024-03-24,39,
SHP07249,SKU383,WH01,2024-03-24,7,
SHP07315,SKU386,WH04,2024-03-24,21,
SHP00062,SKU004,WH03,2024-03-25,44,
SHP00443,SKU028,WH02,2024-03-25,118,
SHP00538,SKU033,WH05,2024-03-25,62,
SHP00547,SKU034,WH04,2024-03-25,32,
SHP00647,SKU039,WH05,2024-03-25,284,
SHP00653,SKU040,WH01,2024-03-25,15,
SHP00759,SKU045,WH05,2024-03-25,35,
SHP00849,SKU050,WH05,2024-03-25,110,
SHP00982,SKU057,WH04,2024-03-25,139,
SHP01002,SKU058,WH04,2024-03-25,98,
SHP01181,SKU068,WH02,2024-03-25,90,
SHP01813,SKU097,WH01,2024-03-25,100,
SHP01966,SKU103,WH02,2024-03-25,115,
SHP02068,SKU109,WH01,2024-03-25,24,
SHP02133,SKU111,WH03,2024-03-25,17,
SHP02296,SKU121,WH05,2024-03-25,18,
SHP02369,SKU125,WH04,2024-03-25,280,
SHP02435,SKU128,WH03,2024-03-25,7,
SHP02492,SKU131,WH05,2024-03-25,54,
SHP02512,SKU133,WH01,2024-03-25,21,
SHP02597,SKU137,WH01,2024-03-25,126,
SHP02618,SKU138,WH03,2024-03-25,77,
SHP02788,SKU146,WH01,2024-03-25,31,
SHP02850,SKU149,WH01,2024-03-25,8,
SHP02907,SKU152,WH05,2024-03-25,29,
SHP02972,SKU156,WH01,2024-03-25,15,
SHP03075,SKU160,WH05,2024-03-25,85,
SHP03298,SKU171,WH03,2024-03-25,15,
SHP03355,SKU174,WH01,2024-03-25,110,
SHP03463,SKU178,WH05,2024-03-25,21,
SHP03512,SKU181,WH03,2024-03-25,9,
SHP03513,SKU181,WH03,2024-03-25,11,
SHP03722,SKU192,WH01,2024-03-25,33,
SHP03897,SKU201,WH03,2024-03-25,57,
SHP04263,SKU220,WH05,2024-03-25,6,
SHP04437,SKU232,WH01,2024-03-25,47,
SHP04438,SKU232,WH01,2024-03-25,116,
SHP04523,SKU236,WH04,2024-03-25,10,
SHP04774,SKU250,WH04,2024-03-25,189,
SHP04845,SKU255,WH01,2024-03-25,59,
SHP04856,SKU255,WH04,2024-03-25,11,
SHP04886,SKU257,WH03,2024-03-25,10,
SHP04938,SKU260,WH02,2024-03-25,63,
SHP05032,SKU265,WH05,2024-03-25,24,
SHP05060,SKU267,WH03,2024-03-25,110,
SHP05407,SKU282,WH04,2024-03-25,18,
SHP05727,SKU299,WH05,2024-03-25,13,
SHP05790,SKU303,WH02,2024-03-25,125,
SHP05817,SKU304,WH02,2024-03-25,155,
SHP06017,SKU315,WH02,2024-03-25,116,
SHP06063,SKU318,WH02,2024-03-25,54,
SHP06123,SKU321,WH05,2024-03-25,145,
SHP06179,SKU325,WH04,2024-03-25,12,
SHP06399,SKU336,WH01,2024-03-25,105,
SHP06413,SKU336,WH03,2024-03-25,69,
SHP06554,SKU343,WH01,2024-03-25,106,
SHP06617,SKU346,WH05,2024-03-25,9,
SHP06622,SKU347,WH01,2024-03-25,72,
SHP06667,SKU349,WH01,2024-03-25,136,
SHP06943,SKU364,WH02,2024-03-25,8,
SHP07022,SKU368,WH05,2024-03-25,26,
SHP07214,SKU381,WH03,2024-03-25,34,
SHP07373,SKU390,WH03,2024-03-25,19,
SHP07394,SKU391,WH03,2024-03-25,81,
SHP00317,SKU019,WH05,2024-03-26,99,
SHP00657,SKU040,WH02,2024-03-26,78,
SHP00777,SKU046,WH04,2024-03-26,71,
SHP00872,SKU051,WH05,2024-03-26,217,
SHP01030,SKU059,WH05,2024-03-26,31,
SHP01447,SKU081,WH03,2024-03-26,95,
SHP01453,SKU081,WH04,2024-03-26,113,
SHP01715,SKU092,WH03,2024-03-26,135,
SHP01763,SKU094,WH04,2024-03-26,281,
SHP02120,SKU111,WH01,2024-03-26,15,
SHP02650,SKU140,WH02,2024-03-26,41,
SHP02773,SKU145,WH04,2024-03-26,7,
SHP02874,SKU151,WH01,2024-03-26,21,
SHP03464,SKU178,WH05,2024-03-26,45,
SHP03623,SKU186,WH03,2024-03-26,182,
SHP03649,SKU187,WH04,2024-03-26,29,
SHP04361,SKU226,WH04,2024-03-26,75,
SHP05043,SKU266,WH04,2024-03-26,94,
SHP05191,SKU273,WH05,2024-03-26,64,
SHP05400,SKU282,WH03,2024-03-26,106,
SHP05460,SKU285,WH03,2024-03-26,55,
SHP05529,SKU288,WH04,2024-03-26,22,
SHP05705,SKU298,WH03,2024-03-26,168,
SHP05706,SKU298,WH03,2024-03-26,92,
SHP05791,SKU303,WH02,2024-03-26,24,
SHP05826,SKU305,WH03,2024-03-26,32,
SHP06129,SKU322,WH01,2024-03-26,30,
SHP06142,SKU323,WH01,2024-03-26,10,
SHP06188,SKU325,WH05,2024-03-26,412,
SHP06243,SKU328,WH02,2024-03-26,153,
SHP06311,SKU331,WH04,2024-03-26,32,
SHP06329,SKU332,WH02,2024-03-26,11,
SHP06465,SKU338,WH03,2024-03-26,39,
SHP06939,SKU363,WH04,2024-03-26,13,
SHP07073,SKU371,WH05,2024-03-26,490,
SHP07254,SKU383,WH04,2024-03-26,332,
SHP07458,SKU395,WH04,2024-03-26,13,
SHP07496,SKU397,WH01,2024-03-26,33,
SHP07539,SKU398,WH04,2024-03-26,41,
SHP00145,SKU009,WH04,2024-03-27,42,
SHP00873,SKU051,WH05,2024-03-27,62,
SHP01082,SKU062,WH04,2024-03-27,257,
SHP01126,SKU065,WH01,2024-03-27,7,
SHP01570,SKU086,WH02,2024-03-27,35,
SHP01778,SKU095,WH03,2024-03-27,66,
SHP01939,SKU102,WH02,2024-03-27,25,
SHP02176,SKU114,WH04,2024-03-27,73,
SHP02242,SKU119,WH03,2024-03-27,104,
SHP02282,SKU121,WH03,2024-03-27,215,
SHP02301,SKU122,WH01,2024-03-27,75,
SHP02323,SKU122,WH04,2024-03-27,33,
SHP02546,SKU135,WH01,2024-03-27,227,
SHP02622,SKU138,WH05,2024-03-27,158,
SHP02927,SKU154,WH01,2024-03-27,57,
SHP03310,SKU172,WH01,2024-03-27,43,
SHP03322,SKU172,WH04,2024-03-27,92,
SHP03542,SKU183,WH01,2024-03-27,150,
SHP03588,SKU185,WH03,2024-03-27,16,
SHP03650,SKU187,WH04,2024-03-27,90,
SHP03827,SKU198,WH03,2024-03-27,10,
SHP03909,SKU202,WH02,2024-03-27,44,
SHP04011,SKU208,WH01,2024-03-27,41,
SHP04324,SKU224,WH03,2024-03-27,117,
SHP04335,SKU225,WH02,2024-03-27,15,
SHP04380,SKU227,WH01,2024-03-27,29,
SHP04697,SKU247,WH01,2024-03-27,8,
SHP04740,SKU249,WH02,2024-03-27,40,
SHP05033,SKU265,WH05,2024-03-27,143,
SHP05076,SKU267,WH05,2024-03-27,16,
SHP05102,SKU268,WH05,2024-03-27,12,
SHP05154,SKU271,WH05,2024-03-27,9,
SHP05160,SKU272,WH01,2024-03-27,58,
SHP05319,SKU278,WH03,2024-03-27,138,
SHP05367,SKU281,WH01,2024-03-27,48,
SHP05507,SKU286,WH05,2024-03-27,8,
SHP05547,SKU289,WH03,2024-03-27,62,
SHP05744,SKU301,WH01,2024-03-27,23,
SHP05780,SKU302,WH04,2024-03-27,15,
SHP05818,SKU304,WH02,2024-03-27,47,
SHP06039,SKU316,WH05,2024-03-27,39,
SHP06108,SKU320,WH05,2024-03-27,5,
SHP06171,SKU325,WH01,2024-03-27,48,
SHP06373,SKU334,WH05,2024-03-27,25,
SHP06559,SKU343,WH02,2024-03-27,39,
SHP06651,SKU348,WH01,2024-03-27,64,
SHP06926,SKU363,WH01,2024-03-27,19,
SHP06932,SKU363,WH02,2024-03-27,70,
SHP06981,SKU366,WH01,2024-03-27,67,
SHP07140,SKU376,WH02,2024-03-27,20,
SHP07250,SKU383,WH01,2024-03-27,22,
SHP07351,SKU389,WH03,2024-03-27,86,
SHP07493,SKU396,WH04,2024-03-27,163,
SHP00091,SKU006,WH03,2024-03-28,39,
SHP00760,SKU045,WH05,2024-03-28,53,
SHP00805,SKU048,WH02,2024-03-28,44,
SHP00907,SKU054,WH03,2024-03-28,92,
SHP00988,SKU057,WH05,2024-03-28,6,
SHP01877,SKU100,WH02,2024-03-28,50,
SHP01975,SKU104,WH02,2024-03-28,151,
SHP02046,SKU107,WH04,2024-03-28,68,
SHP02097,SKU110,WH03,2024-03-28,22,
SHP02493,SKU131,WH05,2024-03-28,5,
SHP02921,SKU153,WH05,2024-03-28,42,
SHP02959,SKU155,WH03,2024-03-28,93,
SHP03032,SKU158,WH04,2024-03-28,144,
SHP03270,SKU170,WH02,2024-03-28,12,
SHP03299,SKU171,WH03,2024-03-28,108,
SHP03373,SKU174,WH05,2024-03-28,7,
SHP03471,SKU179,WH01,2024-03-28,8,
SHP03506,SKU181,WH02,2024-03-28,58,
SHP03762,SKU194,WH05,2024-03-28,71,
SHP03811,SKU197,WH04,2024-03-28,103,
SHP03828,SKU198,WH03,2024-03-28,32,
SHP03842,SKU198,WH05,2024-03-28,59,
SHP03870,SKU200,WH04,2024-03-28,12,
SHP03937,SKU204,WH01,2024-03-28,237,
SHP04238,SKU219,WH05,2024-03-28,77,
SHP04329,SKU224,WH05,2024-03-28,100,
SHP04381,SKU227,WH01,2024-03-28,26,
SHP04405,SKU229,WH03,2024-03-28,75,
SHP04416,SKU230,WH02,2024-03-28,45,
SHP04747,SKU249,WH04,2024-03-28,199,
SHP04748,SKU249,WH04,2024-03-28,134,
SHP04794,SKU252,WH02,2024-03-28,16,
SHP04970,SKU262,WH02,2024-03-28,43,
SHP05231,SKU275,WH03,2024-03-28,68,
SHP05291,SKU277,WH04,2024-03-28,39,
SHP05300,SKU277,WH05,2024-03-28,21,
SHP05437,SKU283,WH05,2024-03-28,54,
SHP05570,SKU290,WH02,2024-03-28,89,
SHP05819,SKU304,WH02,2024-03-28,26,
SHP05873,SKU308,WH02,2024-03-28,173,
SHP05961,SKU312,WH04,2024-03-28,20,
SHP06478,SKU339,WH02,2024-03-28,361,
SHP06801,SKU356,WH03,2024-03-28,81,
SHP06852,SKU358,WH05,2024-03-28,11,
SHP06869,SKU360,WH02,2024-03-28,5,
SHP07428,SKU393,WH02,2024-03-28,43,
SHP07462,SKU395,WH05,2024-03-28,180,
SHP00850,SKU050,WH05,2024-03-29,173,
SHP00908,SKU054,WH03,2024-03-29,107,
SHP01112,SKU064,WH02,2024-03-29,50,
SHP01500,SKU083,WH03,2024-03-29,16,
SHP01571,SKU086,WH02,2024-03-29,113,
SHP01597,SKU087,WH03,2024-03-29,47,
SHP01633,SKU089,WH01,2024-03-29,49,
SHP02025,SKU106,WH03,2024-03-29,209,
SHP02243,SKU119,WH03,2024-03-29,48,
SHP02244,SKU119,WH03,2024-03-29,5,
SHP02319,SKU122,WH03,2024-03-29,17,
SHP02342,SKU123,WH05,2024-03-29,23,
SHP02782,SKU145,WH05,2024-03-29,48,
SHP02796,SKU146,WH04,2024-03-29,47,
SHP02834,SKU148,WH04,2024-03-29,42,
SHP03012,SKU158,WH01,2024-03-29,91,
SHP03157,SKU165,WH02,2024-03-29,110,
SHP03202,SKU167,WH05,2024-03-29,172,
SHP03522,SKU182,WH01,2024-03-29,165,
SHP03820,SKU197,WH05,2024-03-29,13,
SHP03975,SKU205,WH02,2024-03-29,9,
SHP03983,SKU206,WH01,2024-03-29,82,
SHP04399,SKU228,WH05,2024-03-29,8,
SHP04741,SKU249,WH02,2024-03-29,41,
SHP05244,SKU275,WH05,2024-03-29,8,
SHP05363,SKU280,WH04,2024-03-29,164,
SHP05415,SKU282,WH05,2024-03-29,53,
SHP05560,SKU289,WH05,2024-03-29,86,
SHP05722,SKU299,WH01,2024-03-29,62,
SHP06512,SKU340,WH04,2024-03-29,22,
SHP06544,SKU342,WH04,2024-03-29,200,
SHP06545,SKU342,WH04,2024-03-29,114,
SHP06740,SKU353,WH03,2024-03-29,272,
SHP07134,SKU376,WH01,2024-03-29,24,
SHP07269,SKU384,WH02,2024-03-29,282,
SHP07423,SKU392,WH05,2024-03-29,108,
SHP07510,SKU397,WH04,2024-03-29,76,
SHP07557,SKU399,WH05,2024-03-29,71,
SHP07567,SKU400,WH02,2024-03-29,11,
SHP00087,SKU005,WH05,2024-03-30,58,
SHP00593,SKU037,WH01,2024-03-30,5,
SHP00851,SKU050,WH05,2024-03-30,30,
SHP00881,SKU052,WH01,2024-03-30,25,
SHP01003,SKU058,WH04,2024-03-30,103,
SHP01226,SKU070,WH03,2024-03-30,92,
SHP01227,SKU070,WH03,2024-03-30,89,
SHP01341,SKU076,WH01,2024-03-30,73,
SHP01388,SKU078,WH02,2024-03-30,14,
SHP01646,SKU089,WH04,2024-03-30,56,
SHP01660,SKU090,WH01,2024-03-30,31,
SHP01716,SKU092,WH03,2024-03-30,143,
SHP01861,SKU098,WH05,2024-03-30,161,
SHP02074,SKU109,WH02,2024-03-30,66,
SHP02245,SKU119,WH03,2024-03-30,208,
SHP02273,SKU120,WH03,2024-03-30,13,
SHP02314,SKU122,WH02,2024-03-30,80,
SHP02343,SKU123,WH05,2024-03-30,130,
SHP02494,SKU131,WH05,2024-03-30,116,
SHP02529,SKU134,WH02,2024-03-30,100,
SHP02530,SKU134,WH02,2024-03-30,131,
SHP02569,SKU136,WH01,2024-03-30,17,
SHP02797,SKU146,WH04,2024-03-30,12,
SHP02960,SKU155,WH03,2024-03-30,206,
SHP02994,SKU157,WH03,2024-03-30,296,
SHP03179,SKU166,WH04,2024-03-30,35,
SHP03283,SKU170,WH05,2024-03-30,12,
SHP03410,SKU176,WH03,2024-03-30,21,
SHP03731,SKU192,WH04,2024-03-30,8,
SHP03829,SKU198,WH03,2024-03-30,26,
SHP04012,SKU208,WH01,2024-03-30,78,
SHP04362,SKU226,WH04,2024-03-30,47,
SHP04621,SKU242,WH04,2024-03-30,31,
SHP05061,SKU267,WH03,2024-03-30,79,
SHP05108,SKU269,WH02,2024-03-30,70,
SHP05142,SKU271,WH03,2024-03-30,10,
SHP05210,SKU274,WH04,2024-03-30,38,
SHP05260,SKU276,WH04,2024-03-30,41,
SHP05381,SKU281,WH02,2024-03-30,6,
SHP05561,SKU289,WH05,2024-03-30,175,
SHP05850,SKU306,WH04,2024-03-30,79,
SHP05888,SKU309,WH03,2024-03-30,64,
SHP05962,SKU312,WH04,2024-03-30,15,
SHP05969,SKU312,WH05,2024-03-30,43,
SHP05990,SKU314,WH01,2024-03-30,9,
SHP06014,SKU314,WH04,2024-03-30,9,
SHP06451,SKU338,WH01,2024-03-30,51,
SHP06549,SKU342,WH05,2024-03-30,35,
SHP06663,SKU348,WH05,2024-03-30,30,
SHP06853,SKU358,WH05,2024-03-30,12,
SHP07049,SKU370,WH05,2024-03-30,26,
SHP07110,SKU373,WH05,2024-03-30,26,
SHP07558,SKU399,WH05,2024-03-30,88,
SHP00088,SKU005,WH05,2024-03-31,28,
SHP00105,SKU007,WH03,2024-03-31,14,
SHP00664,SKU040,WH03,2024-03-31,6,
SHP00923,SKU055,WH02,2024-03-31,63,
SHP00968,SKU057,WH01,2024-03-31,5,
SHP00983,SKU057,WH04,2024-03-31,212,
SHP01038,SKU060,WH01,2024-03-31,15,
SHP01076,SKU062,WH01,2024-03-31,171,
SHP01490,SKU083,WH02,2024-03-31,6,
SHP01579,SKU086,WH05,2024-03-31,46,
SHP01634,SKU089,WH01,2024-03-31,107,
SHP01666,SKU090,WH02,2024-03-31,15,
SHP01871,SKU099,WH03,2024-03-31,31,
SHP02013,SKU105,WH04,2024-03-31,125,
SHP02106,SKU110,WH04,2024-03-31,58,
SHP02179,SKU114,WH05,2024-03-31,183,
SHP02804,SKU146,WH05,2024-03-31,124,
SHP02977,SKU156,WH03,2024-03-31,24,
SHP02990,SKU157,WH02,2024-03-31,117,
SHP03013,SKU158,WH01,2024-03-31,40,
SHP03293,SKU171,WH02,2024-03-31,37,
SHP03311,SKU172,WH01,2024-03-31,19,
SHP03323,SKU172,WH04,2024-03-31,33,
SHP03543,SKU183,WH01,2024-03-31,101,
SHP03666,SKU188,WH04,2024-03-31,46,
SHP03723,SKU192,WH01,2024-03-31,12,
SHP04216,SKU218,WH04,2024-03-31,129,
SHP04795,SKU252,WH02,2024-03-31,79,
SHP05007,SKU264,WH05,2024-03-31,88,
SHP05082,SKU268,WH01,2024-03-31,129,
SHP05461,SKU285,WH03,2024-03-31,39,
SHP05500,SKU286,WH04,2024-03-31,148,
SHP05585,SKU291,WH03,2024-03-31,32,
SHP05633,SKU294,WH01,2024-03-31,48,
SHP05805,SKU303,WH05,2024-03-31,45,
SHP05855,SKU306,WH05,2024-03-31,20,
SHP06047,SKU317,WH01,2024-03-31,118,
SHP06531,SKU342,WH01,2024-03-31,6,
SHP06732,SKU353,WH02,2024-03-31,70,
SHP06771,SKU355,WH02,2024-03-31,14,
SHP06944,SKU364,WH02,2024-03-31,30,
SHP07002,SKU368,WH01,2024-03-31,57,
SHP07208,SKU381,WH01,2024-03-31,22,
SHP07368,SKU390,WH02,2024-03-31,166,
SHP00158,SKU010,WH02,2024-04-01,46,
SHP00321,SKU020,WH02,2024-04-01,143,
SHP00690,SKU041,WH04,2024-04-01,63,
SHP00767,SKU046,WH01,2024-04-01,125,
SHP00874,SKU051,WH05,2024-04-01,65,
SHP00882,SKU052,WH01,2024-04-01,30,
SHP00883,SKU052,WH01,2024-04-01,182,
SHP00891,SKU053,WH03,2024-04-01,51,
SHP00941,SKU056,WH03,2024-04-01,205,
SHP01009,SKU059,WH01,2024-04-01,102,
SHP01216,SKU070,WH01,2024-04-01,6,
SHP01240,SKU071,WH01,2024-04-01,150,
SHP01814,SKU097,WH01,2024-04-01,71,
SHP02033,SKU106,WH05,2024-04-01,64,
SHP02279,SKU121,WH01,2024-04-01,32,
SHP02377,SKU126,WH01,2024-04-01,133,
SHP02673,SKU141,WH03,2024-04-01,59,
SHP02898,SKU152,WH04,2024-04-01,92,
SHP02951,SKU155,WH02,2024-04-01,136,
SHP03041,SKU159,WH03,2024-04-01,51,
SHP03135,SKU164,WH03,2024-04-01,21,
SHP03563,SKU184,WH02,2024-04-01,11,
SHP03830,SKU198,WH03,2024-04-01,24,
SHP03969,SKU205,WH01,2024-04-01,174,
SHP04080,SKU211,WH03,2024-04-01,70,
SHP04330,SKU224,WH05,2024-04-01,20,
SHP04485,SKU234,WH04,2024-04-01,19,
SHP04656,SKU244,WH01,2024-04-01,86,
SHP04982,SKU263,WH02,2024-04-01,9,
SHP05049,SKU266,WH05,2024-04-01,113,
SHP05112,SKU269,WH04,2024-04-01,84,
SHP05192,SKU273,WH05,2024-04-01,188,
SHP05408,SKU282,WH04,2024-04-01,22,
