transfer_id,product_id,source_warehouse_id,dest_warehouse_id,ship_date,receive_date,quantity
TRF00398,SKU228,WH03,WH05,2024-04-09,2024-04-18,63
TRF00399,SKU197,WH05,WH03,2024-04-09,2024-04-12,110
TRF00400,SKU338,WH03,WH02,2024-04-09,2024-04-17,72
TRF00401,SKU125,WH04,WH03,2024-04-10,2024-04-18,98
TRF00402,SKU037,WH01,WH04,2024-04-10,2024-04-12,22
TRF00403,SKU221,WH01,WH03,2024-04-10,2024-04-16,92
TRF00404,SKU107,WH05,WH04,2024-04-10,2024-04-12,38
TRF00405,SKU017,WH04,WH03,2024-04-10,2024-04-14,59
TRF00406,SKU347,WH05,WH03,2024-04-10,2024-04-13,21
TRF00407,SKU326,WH05,WH01,2024-04-11,2024-04-20,81
TRF00408,SKU161,WH02,WH03,2024-04-11,2024-04-18,102
TRF00409,SKU093,WH02,WH04,2024-04-11,2024-04-18,22
TRF00410,SKU010,WH01,WH03,2024-04-11,2024-04-19,98
TRF00411,SKU138,WH03,WH05,2024-04-11,2024-04-18,119
TRF00412,SKU372,WH02,WH03,2024-04-11,2024-04-13,31
TRF00413,SKU083,WH01,WH03,2024-04-12,2024-04-19,61
TRF00414,SKU118,WH05,WH03,2024-04-12,2024-04-21,90
TRF00415,SKU386,WH03,WH04,2024-04-12,2024-04-14,79
TRF00416,SKU054,WH02,WH03,2024-04-12,2024-04-20,110
TRF00417,SKU107,WH02,WH04,2024-04-12,2024-04-18,66
TRF00418,SKU320,WH01,WH02,2024-04-13,2024-04-21,70
TRF00419,SKU326,WH05,WH04,2024-04-13,2024-04-17,85
TRF00420,SKU055,WH03,WH02,2024-04-13,2024-04-22,29
TRF00421,SKU036,WH05,WH03,2024-04-13,2024-04-21,80
TRF00422,SKU197,WH02,WH04,2024-04-13,2024-04-17,53
TRF00423,SKU176,WH04,WH03,2024-04-13,2024-04-22,86
TRF00424,SKU190,WH04,WH03,2024-04-14,2024-04-20,58
TRF00425,SKU093,WH04,WH05,2024-04-14,2024-04-17,25
TRF00426,SKU094,WH01,WH02,2024-04-14,2024-04-19,37
TRF00427,SKU111,WH01,WH02,2024-04-14,2024-04-18,116
TRF00428,SKU265,WH03,WH02,2024-04-14,2024-04-21,32
TRF00429,SKU364,WH02,WH04,2024-04-14,2024-04-21,51
TRF00430,SKU318,WH02,WH03,2024-04-14,2024-04-20,99
TRF00431,SKU066,WH04,WH05,2024-04-15,2024-04-23,56
TRF00432,SKU215,WH05,WH02,2024-04-15,2024-04-22,102
TRF00433,SKU092,WH03,WH02,2024-04-15,2024-04-20,39
TRF00434,SKU002,WH03,WH01,2024-04-16,2024-04-24,119
TRF00435,SKU103,WH01,WH03,2024-04-16,2024-04-24,34
TRF00436,SKU151,WH02,WH01,2024-04-16,2024-04-20,73
TRF00437,SKU169,WH05,WH01,2024-04-16,2024-04-19,68
TRF00438,SKU183,WH01,WH04,2024-04-16,2024-04-23,57
TRF00439,SKU095,WH03,WH02,2024-04-17,2024-04-23,78
TRF00440,SKU126,WH03,WH01,2024-04-17,2024-04-22,48
TRF00441,SKU291,WH05,WH03,2024-04-17,2024-04-26,94
TRF00442,SKU051,WH05,WH02,2024-04-17,2024-04-21,78
TRF00443,SKU033,WH05,WH03,2024-04-17,2024-04-20,39
TRF00444,SKU147,WH01,WH02,2024-04-17,2024-04-19,79
TRF00445,SKU386,WH04,WH03,2024-04-17,2024-04-20,47
TRF00446,SKU029,WH04,WH03,2024-04-17,2024-04-22,96
TRF00447,SKU237,WH03,WH02,2024-04-17,2024-04-25,71
TRF00448,SKU101,WH05,WH02,2024-04-18,2024-04-24,68
TRF00449,SKU136,WH01,WH04,2024-04-18,2024-04-25,118
TRF00450,SKU384,WH05,WH04,2024-04-18,2024-04-24,58
TRF00451,SKU358,WH03,WH05,2024-04-18,2024-04-24,73
TRF00452,SKU103,WH01,WH03,2024-04-18,2024-04-26,82
TRF00453,SKU035,WH02,WH04,2024-04-19,2024-04-28,80
TRF00454,SKU251,WH03,WH04,2024-04-19,2024-04-24,102
TRF00455,SKU202,WH02,WH05,2024-04-19,2024-04-21,29
TRF00456,SKU023,WH04,WH03,2024-04-19,2024-04-23,36
TRF00457,SKU348,WH02,WH05,2024-04-19,2024-04-22,119
TRF00458,SKU026,WH02,WH05,2024-04-19,2024-04-21,90
TRF00459,SKU372,WH03,WH02,2024-04-20,2024-04-29,112
TRF00460,SKU060,WH03,WH05,2024-04-20,2024-04-29,30
TRF00461,SKU182,WH04,WH02,2024-04-20,2024-04-23,41
TRF00462,SKU026,WH05,WH02,2024-04-20,2024-04-25,32
TRF00463,SKU254,WH01,WH05,2024-04-20,2024-04-29,111
TRF00464,SKU198,WH04,WH05,2024-04-21,2024-04-28,71
TRF00465,SKU072,WH05,WH01,2024-04-21,2024-04-26,33
TRF00466,SKU200,WH03,WH05,2024-04-21,2024-04-26,83
TRF00467,SKU102,WH01,WH03,2024-04-21,2024-04-26,70
TRF00468,SKU362,WH02,WH05,2024-04-21,2024-04-30,118
TRF00469,SKU268,WH01,WH05,2024-04-22,2024-04-26,55
TRF00470,SKU125,WH03,WH04,2024-04-22,2024-04-30,49
TRF00471,SKU130,WH03,WH01,2024-04-22,2024-04-27,51
TRF00472,SKU202,WH05,WH04,2024-04-22,2024-04-28,26
TRF00473,SKU173,WH01,WH05,2024-04-22,2024-04-27,38
TRF00474,SKU192,WH01,WH04,2024-04-22,2024-04-26,40
TRF00475,SKU270,WH03,WH02,2024-04-22,2024-04-27,102
TRF00476,SKU175,WH05,WH04,2024-04-22,2024-04-25,43
TRF00477,SKU208,WH05,WH01,2024-04-22,2024-04-29,33
TRF00478,SKU123,WH02,WH04,2024-04-22,2024-05-01,58
TRF00479,SKU135,WH05,WH03,2024-04-23,2024-05-01,47
TRF00480,SKU244,WH02,WH01,2024-04-23,2024-05-02,116
TRF00481,SKU372,WH02,WH03,2024-04-23,2024-04-25,77
TRF00482,SKU118,WH03,WH05,2024-04-23,2024-05-02,77
TRF00483,SKU022,WH05,WH03,2024-04-24,2024-04-30,60
TRF00484,SKU111,WH01,WH03,2024-04-24,2024-04-28,91
TRF00485,SKU107,WH05,WH02,2024-04-24,2024-05-01,32
TRF00486,SKU353,WH03,WH05,2024-04-24,2024-05-03,80
TRF00487,SKU142,WH05,WH02,2024-04-24,2024-05-03,86
TRF00488,SKU238,WH02,WH04,2024-04-24,2024-05-02,104
TRF00489,SKU228,WH03,WH05,2024-04-24,2024-05-02,101
TRF00490,SKU335,WH01,WH02,2024-04-24,2024-05-03,63
TRF00491,SKU343,WH04,WH01,2024-04-25,2024-05-01,24
TRF00492,SKU113,WH03,WH04,2024-04-25,2024-05-04,72
TRF00493,SKU079,WH01,WH03,2024-04-25,2024-04-28,83
TRF00494,SKU366,WH05,WH01,2024-04-25,2024-04-29,48
TRF00495,SKU316,WH01,WH05,2024-04-26,2024-05-03,78
TRF00496,SKU003,WH05,WH03,2024-04-26,2024-04-28,26
TRF00497,SKU336,WH01,WH02,2024-04-26,2024-05-05,41
TRF00498,SKU099,WH04,WH03,2024-04-26,2024-05-01,101
TRF00499,SKU188,WH03,WH05,2024-04-26,2024-05-01,99
TRF00500,SKU090,WH01,WH02,2024-04-26,2024-05-04,75
TRF00501,SKU399,WH05,WH01,2024-04-26,2024-05-01,92
TRF00502,SKU040,WH01,WH05,2024-04-26,2024-04-29,27
TRF00503,SKU223,WH01,WH02,2024-04-26,2024-05-02,45
TRF00504,SKU003,WH03,WH04,2024-04-27,2024-05-02,113
TRF00505,SKU089,WH03,WH04,2024-04-27,2024-05-06,52
TRF00506,SKU244,WH03,WH02,2024-04-27,2024-04-29,75
TRF00507,SKU335,WH02,WH03,2024-04-27,2024-05-05,20
TRF00508,SKU363,WH02,WH01,2024-04-27,2024-04-29,24
TRF00509,SKU003,WH04,WH05,2024-04-27,2024-04-29,110
TRF00510,SKU057,WH04,WH05,2024-04-28,2024-05-04,49
TRF00511,SKU233,WH04,WH03,2024-04-28,2024-05-04,42
TRF00512,SKU320,WH02,WH01,2024-04-28,2024-05-01,41
TRF00513,SKU239,WH04,WH05,2024-04-28,2024-05-04,36
TRF00514,SKU101,WH02,WH01,2024-04-28,2024-05-07,78
TRF00515,SKU051,WH01,WH02,2024-04-28,2024-05-07,78
TRF00516,SKU011,WH01,WH04,2024-04-28,2024-05-03,55
TRF00517,SKU178,WH04,WH05,2024-04-28,2024-05-06,106
TRF00518,SKU310,WH05,WH01,2024-04-29,2024-05-06,55
TRF00519,SKU011,WH04,WH01,2024-04-29,2024-05-07,83
TRF00520,SKU293,WH01,WH04,2024-04-29,2024-05-08,50
TRF00521,SKU125,WH04,WH03,2024-04-29,2024-05-02,51
TRF00522,SKU005,WH04,WH05,2024-04-30,2024-05-03,41
TRF00523,SKU189,WH04,WH02,2024-04-30,2024-05-08,61
TRF00524,SKU399,WH05,WH04,2024-04-30,2024-05-07,64
TRF00525,SKU075,WH01,WH03,2024-04-30,2024-05-09,47
TRF00526,SKU023,WH04,WH03,2024-04-30,2024-05-03,30
TRF00527,SKU380,WH05,WH02,2024-05-01,2024-05-10,103
TRF00528,SKU310,WH04,WH03,2024-05-01,2024-05-08,38
TRF00529,SKU339,WH02,WH05,2024-05-01,2024-05-10,33
TRF00530,SKU358,WH01,WH03,2024-05-02,2024-05-07,51
TRF00531,SKU185,WH02,WH03,2024-05-02,2024-05-11,31
TRF00532,SKU265,WH03,WH01,2024-05-02,2024-05-07,46
TRF00533,SKU029,WH05,WH03,2024-05-02,2024-05-05,53
TRF00534,SKU106,WH03,WH04,2024-05-02,2024-05-10,111
TRF00535,SKU249,WH01,WH04,2024-05-02,2024-05-08,78
TRF00536,SKU154,WH04,WH01,2024-05-03,2024-05-08,27
TRF00537,SKU056,WH02,WH03,2024-05-03,2024-05-08,91
TRF00538,SKU353,WH02,WH05,2024-05-03,2024-05-09,76
TRF00539,SKU136,WH01,WH03,2024-05-03,2024-05-10,22
TRF00540,SKU382,WH03,WH02,2024-05-04,2024-05-07,104
TRF00541,SKU134,WH03,WH02,2024-05-04,2024-05-07,80
TRF00542,SKU098,WH04,WH01,2024-05-04,2024-05-08,34
TRF00543,SKU046,WH04,WH01,2024-05-04,2024-05-12,100
TRF00544,SKU334,WH05,WH04,2024-05-05,2024-05-13,23
TRF00545,SKU303,WH01,WH05,2024-05-05,2024-05-07,23
TRF00546,SKU100,WH03,WH02,2024-05-05,2024-05-07,56
TRF00547,SKU396,WH04,WH01,2024-05-05,2024-05-07,118
TRF00548,SKU006,WH04,WH03,2024-05-05,2024-05-08,112
TRF00549,SKU092,WH02,WH04,2024-05-06,2024-05-10,27
TRF00550,SKU087,WH05,WH03,2024-05-06,2024-05-08,32
TRF00551,SKU043,WH04,WH03,2024-05-06,2024-05-10,60
TRF00552,SKU022,WH05,WH04,2024-05-06,2024-05-09,45
TRF00553,SKU281,WH01,WH03,2024-05-06,2024-05-09,102
TRF00554,SKU082,WH02,WH01,2024-05-07,2024-05-16,73
TRF00555,SKU104,WH05,WH02,2024-05-07,2024-05-16,45
TRF00556,SKU123,WH02,WH04,2024-05-07,2024-05-13,91
TRF00557,SKU399,WH04,WH01,2024-05-07,2024-05-10,116
TRF00558,SKU181,WH03,WH02,2024-05-08,2024-05-15,93
TRF00559,SKU334,WH04,WH05,2024-05-08,2024-05-14,87
TRF00560,SKU209,WH01,WH04,2024-05-08,2024-05-13,39
TRF00561,SKU249,WH02,WH01,2024-05-08,2024-05-15,66
TRF00562,SKU354,WH02,WH05,2024-05-09,2024-05-14,27
TRF00563,SKU228,WH05,WH03,2024-05-09,2024-05-12,85
TRF00564,SKU270,WH02,WH03,2024-05-09,2024-05-14,60
TRF00565,SKU051,WH02,WH03,2024-05-09,2024-05-18,49
TRF00566,SKU139,WH01,WH03,2024-05-09,2024-05-13,77
TRF00567,SKU250,WH01,WH02,2024-05-09,2024-05-15,110
TRF00568,SKU299,WH05,WH01,2024-05-09,2024-05-17,24
TRF00569,SKU134,WH03,WH02,2024-05-09,2024-05-11,88
TRF00570,SKU074,WH05,WH03,2024-05-09,2024-05-14,88
TRF00571,SKU001,WH05,WH04,2024-05-09,2024-05-14,52
TRF00572,SKU168,WH02,WH04,2024-05-10,2024-05-16,27
TRF00573,SKU308,WH02,WH04,2024-05-10,2024-05-15,85
TRF00574,SKU248,WH03,WH02,2024-05-10,2024-05-18,29
TRF00575,SKU306,WH05,WH02,2024-05-10,2024-05-12,86
TRF00576,SKU225,WH05,WH02,2024-05-10,2024-05-13,54
TRF00577,SKU059,WH01,WH04,2024-05-11,2024-05-16,69
TRF00578,SKU015,WH04,WH03,2024-05-11,2024-05-15,67
TRF00579,SKU226,WH04,WH03,2024-05-11,2024-05-20,67
TRF00580,SKU124,WH05,WH01,2024-05-11,2024-05-14,116
TRF00581,SKU091,WH05,WH03,2024-05-11,2024-05-15,103
TRF00582,SKU315,WH03,WH02,2024-05-11,2024-05-18,69
TRF00583,SKU007,WH05,WH03,2024-05-12,2024-05-14,44
TRF00584,SKU016,WH02,WH01,2024-05-12,2024-05-21,95
TRF00585,SKU280,WH01,WH04,2024-05-12,2024-05-16,102
TRF00586,SKU004,WH03,WH01,2024-05-12,2024-05-21,38
TRF00587,SKU325,WH05,WH04,2024-05-12,2024-05-19,116
TRF00588,SKU240,WH01,WH05,2024-05-12,2024-05-20,53
TRF00589,SKU233,WH04,WH03,2024-05-12,2024-05-19,30
TRF00590,SKU312,WH04,WH05,2024-05-13,2024-05-21,37
TRF00591,SKU381,WH01,WH03,2024-05-13,2024-05-21,110
TRF00592,SKU151,WH02,WH01,2024-05-13,2024-05-16,115
TRF00593,SKU245,WH01,WH03,2024-05-13,2024-05-15,59
TRF00594,SKU136,WH04,WH01,2024-05-13,2024-05-19,64
TRF00595,SKU118,WH03,WH05,2024-05-13,2024-05-18,23
TRF00596,SKU188,WH05,WH03,2024-05-13,2024-05-17,29
TRF00597,SKU333,WH02,WH03,2024-05-13,2024-05-20,65
TRF00598,SKU244,WH03,WH01,2024-05-13,2024-05-17,56
TRF00599,SKU126,WH04,WH05,2024-05-14,2024-05-22,72
TRF00600,SKU234,WH03,WH02,2024-05-14,2024-05-18,61
TRF00601,SKU061,WH02,WH05,2024-05-14,2024-05-23,118
TRF00602,SKU016,WH01,WH02,2024-05-14,2024-05-16,71
TRF00603,SKU327,WH04,WH03,2024-05-14,2024-05-16,70
TRF00604,SKU087,WH05,WH03,2024-05-14,2024-05-16,94
TRF00605,SKU129,WH01,WH05,2024-05-14,2024-05-17,27
TRF00606,SKU381,WH01,WH03,2024-05-14,2024-05-17,41
TRF00607,SKU016,WH02,WH01,2024-05-14,2024-05-21,100
TRF00608,SKU122,WH04,WH01,2024-05-15,2024-05-17,52
TRF00609,SKU399,WH05,WH01,2024-05-15,2024-05-19,89
TRF00610,SKU259,WH05,WH02,2024-05-16,2024-05-25,100
TRF00611,SKU375,WH04,WH02,2024-05-16,2024-05-19,117
TRF00612,SKU053,WH04,WH03,2024-05-16,2024-05-18,80
TRF00613,SKU308,WH04,WH02,2024-05-16,2024-05-19,32
TRF00614,SKU356,WH05,WH01,2024-05-16,2024-05-18,35
TRF00615,SKU172,WH02,WH05,2024-05-16,2024-05-18,104
TRF00616,SKU369,WH01,WH03,2024-05-16,2024-05-21,119
TRF00617,SKU168,WH04,WH05,2024-05-16,2024-05-21,36
TRF00618,SKU220,WH01,WH05,2024-05-16,2024-05-23,69
TRF00619,SKU250,WH02,WH03,2024-05-16,2024-05-24,90
TRF00620,SKU304,WH02,WH05,2024-05-17,2024-05-19,59
TRF00621,SKU021,WH01,WH02,2024-05-17,2024-05-26,109
TRF00622,SKU334,WH03,WH04,2024-05-17,2024-05-25,39
TRF00623,SKU094,WH02,WH04,2024-05-17,2024-05-22,81
TRF00624,SKU343,WH04,WH05,2024-05-17,2024-05-24,39
TRF00625,SKU316,WH01,WH05,2024-05-17,2024-05-26,33
TRF00626,SKU137,WH03,WH01,2024-05-17,2024-05-22,75
TRF00627,SKU246,WH01,WH05,2024-05-17,2024-05-19,89
TRF00628,SKU163,WH03,WH02,2024-05-18,2024-05-22,93
TRF00629,SKU056,WH05,WH04,2024-05-18,2024-05-24,58
TRF00630,SKU196,WH01,WH04,2024-05-18,2024-05-21,54
TRF00631,SKU179,WH01,WH05,2024-05-18,2024-05-21,101
TRF00632,SKU241,WH01,WH04,2024-05-18,2024-05-20,22
TRF00633,SKU346,WH04,WH05,2024-05-19,2024-05-22,71
TRF00634,SKU079,WH05,WH03,2024-05-19,2024-05-25,51
TRF00635,SKU032,WH04,WH05,2024-05-19,2024-05-28,99
TRF00636,SKU268,WH01,WH05,2024-05-19,2024-05-28,70
TRF00637,SKU181,WH03,WH02,2024-05-20,2024-05-28,63
TRF00638,SKU122,WH02,WH01,2024-05-20,2024-05-28,108
TRF00639,SKU141,WH03,WH05,2024-05-20,2024-05-28,53
TRF00640,SKU369,WH02,WH03,2024-05-20,2024-05-23,83
TRF00641,SKU056,WH05,WH04,2024-05-20,2024-05-24,49
TRF00642,SKU094,WH02,WH01,2024-05-20,2024-05-25,23
TRF00643,SKU146,WH05,WH04,2024-05-20,2024-05-27,92
TRF00644,SKU299,WH01,WH05,2024-05-21,2024-05-26,38
TRF00645,SKU346,WH05,WH04,2024-05-21,2024-05-29,41
TRF00646,SKU036,WH03,WH02,2024-05-22,2024-05-26,109
TRF00647,SKU331,WH05,WH01,2024-05-22,2024-05-25,66
TRF00648,SKU390,WH05,WH01,2024-05-22,2024-05-28,103
TRF00649,SKU145,WH02,WH05,2024-05-23,2024-05-29,110
TRF00650,SKU256,WH03,WH02,2024-05-23,2024-05-31,98
TRF00651,SKU308,WH04,WH02,2024-05-23,2024-06-01,31
TRF00652,SKU151,WH02,WH05,2024-05-23,2024-05-26,83
TRF00653,SKU198,WH03,WH05,2024-05-23,2024-05-30,74
TRF00654,SKU123,WH03,WH02,2024-05-23,2024-05-27,64
TRF00655,SKU115,WH04,WH02,2024-05-24,2024-05-26,85
TRF00656,SKU245,WH01,WH03,2024-05-24,2024-05-29,68
TRF00657,SKU261,WH02,WH04,2024-05-24,2024-06-02,111
TRF00658,SKU169,WH02,WH05,2024-05-24,2024-05-29,74
TRF00659,SKU018,WH03,WH04,2024-05-24,2024-06-02,94
TRF00660,SKU005,WH04,WH05,2024-05-24,2024-05-30,45
TRF00661,SKU351,WH04,WH02,2024-05-25,2024-05-31,37
TRF00662,SKU120,WH03,WH01,2024-05-25,2024-06-02,83
TRF00663,SKU124,WH02,WH01,2024-05-25,2024-06-03,46
TRF00664,SKU235,WH05,WH03,2024-05-25,2024-05-27,44
TRF00665,SKU184,WH03,WH02,2024-05-25,2024-05-31,56
TRF00666,SKU056,WH03,WH04,2024-05-25,2024-05-31,81
TRF00667,SKU079,WH02,WH05,2024-05-25,2024-05-31,109
TRF00668,SKU048,WH04,WH05,2024-05-25,2024-05-29,82
TRF00669,SKU164,WH03,WH05,2024-05-25,2024-06-03,65
TRF00670,SKU136,WH01,WH04,2024-05-26,2024-05-30,101
TRF00671,SKU243,WH03,WH05,2024-05-26,2024-05-30,89
TRF00672,SKU381,WH01,WH03,2024-05-26,2024-05-31,80
TRF00673,SKU091,WH03,WH04,2024-05-26,2024-06-01,59
TRF00674,SKU311,WH01,WH02,2024-05-27,2024-05-29,71
TRF00675,SKU118,WH03,WH05,2024-05-27,2024-06-04,39
TRF00676,SKU348,WH05,WH02,2024-05-27,2024-05-29,94
TRF00677,SKU348,WH02,WH03,2024-05-27,2024-06-03,57
TRF00678,SKU388,WH03,WH02,2024-05-28,2024-06-02,82
TRF00679,SKU194,WH04,WH05,2024-05-28,2024-06-01,106
TRF00680,SKU088,WH01,WH05,2024-05-28,2024-06-04,30
TRF00681,SKU204,WH05,WH04,2024-05-28,2024-06-03,112
TRF00682,SKU046,WH01,WH04,2024-05-28,2024-06-06,30
TRF00683,SKU305,WH05,WH03,2024-05-28,2024-06-05,70
TRF00684,SKU281,WH03,WH02,2024-05-29,2024-06-06,94
TRF00685,SKU179,WH03,WH05,2024-05-29,2024-06-05,34
TRF00686,SKU333,WH02,WH01,2024-05-29,2024-06-06,40
TRF00687,SKU103,WH01,WH03,2024-05-29,2024-06-02,60
TRF00688,SKU255,WH03,WH05,2024-05-30,2024-06-07,74
TRF00689,SKU083,WH01,WH03,2024-05-30,2024-06-02,91
TRF00690,SKU380,WH05,WH02,2024-05-30,2024-06-02,28
TRF00691,SKU016,WH03,WH01,2024-05-31,2024-06-06,59
TRF00692,SKU019,WH04,WH03,2024-05-31,2024-06-06,37
TRF00693,SKU366,WH01,WH05,2024-05-31,2024-06-07,92
TRF00694,SKU065,WH02,WH04,2024-05-31,2024-06-05,23
TRF00695,SKU333,WH02,WH03,2024-05-31,2024-06-09,32
TRF00696,SKU089,WH01,WH04,2024-05-31,2024-06-09,115
TRF00697,SKU277,WH02,WH04,2024-05-31,2024-06-02,36
TRF00698,SKU325,WH01,WH05,2024-06-01,2024-06-07,111
TRF00699,SKU209,WH04,WH02,2024-06-01,2024-06-07,75
TRF00700,SKU179,WH01,WH05,2024-06-01,2024-06-10,84
TRF00701,SKU162,WH05,WH01,2024-06-01,2024-06-05,100
TRF00702,SKU256,WH03,WH02,2024-06-01,2024-06-05,49
TRF00703,SKU109,WH02,WH05,2024-06-01,2024-06-06,38
TRF00704,SKU296,WH03,WH01,2024-06-02,2024-06-08,79
TRF00705,SKU022,WH05,WH03,2024-06-02,2024-06-10,117
TRF00706,SKU306,WH03,WH02,2024-06-02,2024-06-10,81
TRF00707,SKU188,WH05,WH03,2024-06-02,2024-06-10,108
TRF00708,SKU100,WH03,WH02,2024-06-03,2024-06-05,74
TRF00709,SKU252,WH05,WH04,2024-06-03,2024-06-10,65
TRF00710,SKU105,WH01,WH02,2024-06-03,2024-06-05,42
TRF00711,SKU056,WH02,WH03,2024-06-04,2024-06-09,47
TRF00712,SKU314,WH02,WH04,2024-06-04,2024-06-08,105
TRF00713,SKU324,WH01,WH04,2024-06-04,2024-06-07,86
TRF00714,SKU229,WH04,WH03,2024-06-05,2024-06-07,27
TRF00715,SKU273,WH03,WH01,2024-06-05,2024-06-13,76
TRF00716,SKU043,WH03,WH04,2024-06-05,2024-06-12,117
TRF00717,SKU058,WH03,WH04,2024-06-05,2024-06-09,37
TRF00718,SKU277,WH04,WH01,2024-06-05,2024-06-11,32
TRF00719,SKU132,WH04,WH02,2024-06-05,2024-06-11,65
TRF00720,SKU345,WH02,WH04,2024-06-05,2024-06-08,115
TRF00721,SKU103,WH02,WH01,2024-06-05,2024-06-12,84
TRF00722,SKU380,WH05,WH02,2024-06-05,2024-06-08,52
TRF00723,SKU290,WH05,WH03,2024-06-05,2024-06-12,31
TRF00724,SKU087,WH05,WH03,2024-06-06,2024-06-12,47
TRF00725,SKU393,WH02,WH04,2024-06-06,2024-06-12,118
TRF00726,SKU117,WH01,WH05,2024-06-06,2024-06-11,29
TRF00727,SKU148,WH04,WH05,2024-06-06,2024-06-10,104
TRF00728,SKU372,WH02,WH03,2024-06-06,2024-06-10,29
TRF00729,SKU301,WH02,WH04,2024-06-07,2024-06-16,116
TRF00730,SKU028,WH01,WH05,2024-06-07,2024-06-16,72
TRF00731,SKU021,WH02,WH05,2024-06-07,2024-06-10,115
TRF00732,SKU182,WH04,WH02,2024-06-07,2024-06-14,87
TRF00733,SKU037,WH04,WH01,2024-06-07,2024-06-15,94
TRF00734,SKU162,WH05,WH01,2024-06-07,2024-06-14,111
TRF00735,SKU117,WH01,WH05,2024-06-07,2024-06-13,27
TRF00736,SKU231,WH01,WH02,2024-06-07,2024-06-10,99
TRF00737,SKU302,WH02,WH04,2024-06-07,2024-06-12,45
TRF00738,SKU051,WH03,WH01,2024-06-07,2024-06-14,74
TRF00739,SKU032,WH01,WH05,2024-06-07,2024-06-09,111
TRF00740,SKU109,WH01,WH04,2024-06-08,2024-06-13,99
TRF00741,SKU280,WH02,WH01,2024-06-08,2024-06-16,113
TRF00742,SKU340,WH04,WH02,2024-06-08,2024-06-15,52
TRF00743,SKU202,WH02,WH03,2024-06-08,2024-06-12,65
TRF00744,SKU171,WH03,WH02,2024-06-08,2024-06-11,90
TRF00745,SKU085,WH04,WH01,2024-06-08,2024-06-11,76
TRF00746,SKU022,WH04,WH05,2024-06-08,2024-06-13,44
TRF00747,SKU166,WH02,WH03,2024-06-08,2024-06-16,90
TRF00748,SKU354,WH02,WH01,2024-06-09,2024-06-18,92
TRF00749,SKU113,WH03,WH04,2024-06-09,2024-06-17,108
TRF00750,SKU100,WH04,WH03,2024-06-09,2024-06-14,61
TRF00751,SKU072,WH04,WH01,2024-06-09,2024-06-13,59
TRF00752,SKU075,WH01,WH03,2024-06-09,2024-06-14,80
TRF00753,SKU208,WH01,WH05,2024-06-10,2024-06-12,55
TRF00754,SKU006,WH05,WH04,2024-06-10,2024-06-13,47
TRF00755,SKU228,WH05,WH03,2024-06-10,2024-06-15,57
TRF00756,SKU305,WH05,WH03,2024-06-10,2024-06-19,47
TRF00757,SKU018,WH04,WH03,2024-06-10,2024-06-14,80
TRF00758,SKU399,WH04,WH01,2024-06-10,2024-06-16,84
TRF00759,SKU342,WH04,WH05,2024-06-10,2024-06-13,98
TRF00760,SKU360,WH03,WH01,2024-06-10,2024-06-16,119
TRF00761,SKU346,WH04,WH05,2024-06-11,2024-06-13,119
TRF00762,SKU268,WH01,WH04,2024-06-11,2024-06-13,112
TRF00763,SKU352,WH05,WH02,2024-06-11,2024-06-17,66
TRF00764,SKU324,WH04,WH01,2024-06-11,2024-06-14,52
TRF00765,SKU141,WH05,WH03,2024-06-12,2024-06-14,44
TRF00766,SKU166,WH03,WH04,2024-06-12,2024-06-21,27
TRF00767,SKU306,WH04,WH03,2024-06-12,2024-06-20,64
TRF00768,SKU172,WH01,WH05,2024-06-12,2024-06-14,43
TRF00769,SKU388,WH03,WH04,2024-06-12,2024-06-15,87
TRF00770,SKU219,WH04,WH05,2024-06-12,2024-06-15,31
TRF00771,SKU128,WH01,WH03,2024-06-13,2024-06-16,96
TRF00772,SKU112,WH03,WH04,2024-06-13,2024-06-18,106
TRF00773,SKU227,WH03,WH01,2024-06-13,2024-06-22,35
TRF00774,SKU381,WH03,WH01,2024-06-13,2024-06-20,92
TRF00775,SKU123,WH02,WH05,2024-06-13,2024-06-15,77
TRF00776,SKU072,WH05,WH04,2024-06-14,2024-06-21,70
TRF00777,SKU344,WH01,WH03,2024-06-14,2024-06-19,24
TRF00778,SKU161,WH02,WH03,2024-06-14,2024-06-17,74
TRF00779,SKU173,WH04,WH03,2024-06-14,2024-06-20,88
TRF00780,SKU099,WH03,WH04,2024-06-14,2024-06-19,85
TRF00781,SKU170,WH05,WH03,2024-06-14,2024-06-17,101
TRF00782,SKU060,WH04,WH01,2024-06-14,2024-06-17,67
TRF00783,SKU088,WH05,WH01,2024-06-14,2024-06-22,37
TRF00784,SKU354,WH05,WH01,2024-06-14,2024-06-20,39
TRF00785,SKU362,WH05,WH03,2024-06-14,2024-06-16,21
TRF00786,SKU066,WH05,WH01,2024-06-14,2024-06-16,117
TRF00787,SKU176,WH03,WH01,2024-06-14,2024-06-23,104
TRF00788,SKU165,WH02,WH03,2024-06-15,2024-06-21,105
TRF00789,SKU020,WH02,WH04,2024-06-15,2024-06-18,62
TRF00790,SKU095,WH04,WH02,2024-06-15,2024-06-23,105
TRF00791,SKU282,WH05,WH03,2024-06-15,2024-06-19,41
TRF00792,SKU347,WH04,WH03,2024-06-15,2024-06-18,41
TRF00793,SKU071,WH04,WH02,2024-06-15,2024-06-17,96
TRF00794,SKU229,WH03,WH04,2024-06-16,2024-06-20,32
TRF00795,SKU246,WH01,WH05,2024-06-16,2024-06-21,55
