receipt_id,product_id,warehouse_id,receipt_date,quantity,unit_cost,hold_status,source,original_shipment_id,po_batch_id
RCT00554,SKU036,WH05,2024-01-30,130,60.74,released,purchase_order,,
RCT00812,SKU051,WH02,2024-01-30,209,56.26,released,purchase_order,,
RCT00874,SKU055,WH02,2024-01-30,112,19.3,released,purchase_order,,
RCT01422,SKU086,WH05,2024-01-30,281,72.71,released,purchase_order,,
RCT01471,SKU089,WH01,2024-01-30,143,36.83,released,purchase_order,,
RCT01529,SKU091,WH05,2024-01-30,148,36.29,released,purchase_order,,
RCT01593,SKU095,WH02,2024-01-30,126,64.7,released,purchase_order,,
RCT01613,SKU096,WH05,2024-01-30,138,42.1,released,purchase_order,,
RCT01809,SKU107,WH02,2024-01-30,62,28.46,released,purchase_order,,
RCT01824,SKU108,WH03,2024-01-30,267,15.0,released,purchase_order,,
RCT01999,SKU118,WH05,2024-01-30,121,15.71,released,purchase_order,,
RCT02146,SKU126,WH04,2024-01-30,105,66.21,released,purchase_order,,
RCT02356,SKU139,WH01,2024-01-30,104,13.79,released,purchase_order,,
RCT02661,SKU157,WH02,2024-01-30,148,14.04,released,purchase_order,,
RCT02856,SKU168,WH04,2024-01-30,222,45.03,released,purchase_order,,
RCT02917,SKU172,WH01,2024-01-30,261,20.39,released,purchase_order,,
RCT03189,SKU185,WH05,2024-01-30,72,57.67,released,purchase_order,,
RCT03201,SKU186,WH02,2024-01-30,228,39.8,released,purchase_order,,
RCT03249,SKU188,WH04,2024-01-30,124,55.34,released,purchase_order,,
RCT03291,SKU190,WH04,2024-01-30,57,27.63,released,purchase_order,,
RCT03358,SKU195,WH03,2024-01-30,60,22.51,released,purchase_order,,
RCT03498,SKU204,WH01,2024-01-30,219,42.38,released,purchase_order,,
RCT03513,SKU204,WH04,2024-01-30,51,37.59,released,purchase_order,,
RCT03680,SKU215,WH05,2024-01-30,168,15.47,released,purchase_order,,
RCT03700,SKU217,WH01,2024-01-30,53,34.98,released,purchase_order,,
RCT03804,SKU221,WH04,2024-01-30,299,29.59,released,purchase_order,,
RCT03838,SKU224,WH01,2024-01-30,268,53.93,released,purchase_order,,
RCT04115,SKU242,WH03,2024-01-30,103,9.41,released,purchase_order,,
RCT04257,SKU251,WH03,2024-01-30,261,14.01,released,purchase_order,,
RCT04352,SKU257,WH03,2024-01-30,283,19.13,released,purchase_order,,
RCT04499,SKU267,WH01,2024-01-30,184,32.62,released,purchase_order,,
RCT04540,SKU269,WH02,2024-01-30,60,51.73,released,purchase_order,,
RCT04670,SKU276,WH04,2024-01-30,195,22.27,released,purchase_order,,
RCT04715,SKU278,WH03,2024-01-30,137,44.7,released,purchase_order,,
RCT04725,SKU279,WH01,2024-01-30,281,18.75,released,purchase_order,,
RCT04880,SKU288,WH04,2024-01-30,182,38.53,released,purchase_order,,
RCT04996,SKU296,WH03,2024-01-30,172,55.84,released,purchase_order,,
RCT05043,SKU299,WH01,2024-01-30,147,38.1,released,purchase_order,,
RCT05098,SKU303,WH02,2024-01-30,237,46.74,released,purchase_order,,
RCT05833,SKU347,WH01,2024-01-30,69,42.33,released,purchase_order,,
RCT06237,SKU369,WH03,2024-01-30,199,60.56,released,purchase_order,,
RCT06286,SKU372,WH02,2024-01-30,206,26.54,released,purchase_order,,
RCT06550,SKU390,WH05,2024-01-30,111,41.66,released,purchase_order,,
RCT06651,SKU396,WH03,2024-01-30,92,16.44,released,purchase_order,,
RCT06877,SKU200,WH03,2024-01-30,279,27.78,released,purchase_order,,BATCH0048
RCT06878,SKU394,WH03,2024-01-30,116,47.08,released,purchase_order,,BATCH0048
RCT00345,SKU023,WH04,2024-01-31,89,48.14,released,purchase_order,,
RCT00437,SKU029,WH03,2024-01-31,159,52.67,released,purchase_order,,
RCT00572,SKU038,WH03,2024-01-31,262,32.51,released,purchase_order,,
RCT00922,SKU057,WH04,2024-01-31,133,8.81,released,purchase_order,,
RCT00923,SKU057,WH04,2024-01-31,282,8.62,released,purchase_order,,
RCT01022,SKU063,WH02,2024-01-31,255,51.71,released,purchase_order,,
RCT01525,SKU091,WH04,2024-01-31,140,45.16,released,purchase_order,,
RCT02116,SKU124,WH02,2024-01-31,274,60.57,released,purchase_order,,
RCT02207,SKU129,WH05,2024-01-31,183,46.98,released,purchase_order,,
RCT02724,SKU160,WH03,2024-01-31,216,16.72,released,purchase_order,,
RCT02784,SKU164,WH03,2024-01-31,78,23.46,released,purchase_order,,
RCT02807,SKU165,WH03,2024-01-31,284,19.65,released,purchase_order,,
RCT02877,SKU169,WH05,2024-01-31,254,23.37,released,purchase_order,,
RCT02903,SKU171,WH01,2024-01-31,130,47.82,released,purchase_order,,
RCT03264,SKU189,WH02,2024-01-31,258,51.62,released,purchase_order,,
RCT03324,SKU192,WH04,2024-01-31,121,42.98,released,purchase_order,,
RCT03469,SKU202,WH02,2024-01-31,147,38.92,released,purchase_order,,
RCT03566,SKU208,WH01,2024-01-31,243,42.06,released,purchase_order,,
RCT03588,SKU209,WH05,2024-01-31,132,45.32,released,purchase_order,,
RCT03960,SKU231,WH02,2024-01-31,65,46.41,released,purchase_order,,
RCT04566,SKU271,WH01,2024-01-31,74,60.28,released,purchase_order,,
RCT04735,SKU279,WH04,2024-01-31,265,22.62,released,purchase_order,,
RCT05240,SKU311,WH03,2024-01-31,99,36.26,released,purchase_order,,
RCT05662,SKU336,WH03,2024-01-31,98,60.41,released,purchase_order,,
RCT05808,SKU345,WH01,2024-01-31,166,9.23,released,purchase_order,,
RCT06142,SKU364,WH02,2024-01-31,196,22.86,released,purchase_order,,
RCT06143,SKU364,WH02,2024-01-31,61,23.64,released,purchase_order,,
RCT06161,SKU365,WH02,2024-01-31,262,46.41,released,purchase_order,,
RCT06324,SKU375,WH02,2024-01-31,208,65.61,released,purchase_order,,
RCT06329,SKU375,WH04,2024-01-31,259,41.72,released,purchase_order,,
RCT06342,SKU376,WH02,2024-01-31,61,19.18,released,purchase_order,,
RCT06433,SKU382,WH04,2024-01-31,277,15.95,released,purchase_order,,
RCT06816,SKU380,WH02,2024-01-31,413,36.11,released,purchase_order,,BATCH0026
RCT06817,SKU389,WH05,2024-01-31,243,42.53,released,purchase_order,,BATCH0026
RCT00306,SKU020,WH04,2024-02-01,187,24.75,released,purchase_order,,
RCT00407,SKU027,WH05,2024-02-01,203,22.06,released,purchase_order,,
RCT00473,SKU031,WH04,2024-02-01,227,47.66,released,purchase_order,,
RCT00528,SKU035,WH02,2024-02-01,198,37.05,released,purchase_order,,
RCT00687,SKU044,WH04,2024-02-01,220,53.89,released,purchase_order,,
RCT00791,SKU050,WH01,2024-02-01,80,19.37,released,purchase_order,,
RCT00924,SKU057,WH04,2024-02-01,274,8.44,released,purchase_order,,
RCT01122,SKU069,WH02,2024-02-01,62,12.55,released,purchase_order,,
RCT01413,SKU086,WH02,2024-02-01,220,58.0,released,purchase_order,,
RCT01885,SKU111,WH01,2024-02-01,64,46.69,released,purchase_order,,
RCT01954,SKU115,WH02,2024-02-01,103,58.59,released,purchase_order,,
RCT01963,SKU116,WH01,2024-02-01,80,42.09,released,purchase_order,,
RCT02056,SKU121,WH04,2024-02-01,278,31.9,released,purchase_order,,
RCT02090,SKU123,WH03,2024-02-01,293,30.09,released,purchase_order,,
RCT02130,SKU125,WH04,2024-02-01,251,16.14,released,purchase_order,,
RCT02419,SKU142,WH03,2024-02-01,177,43.15,released,purchase_order,,
RCT02559,SKU151,WH02,2024-02-01,161,39.43,released,purchase_order,,
RCT02562,SKU151,WH05,2024-02-01,285,26.05,released,purchase_order,,
RCT02607,SKU154,WH04,2024-02-01,160,51.11,released,purchase_order,,
RCT02736,SKU160,WH05,2024-02-01,60,26.66,released,purchase_order,,
RCT02839,SKU167,WH05,2024-02-01,151,15.07,released,purchase_order,,
RCT02857,SKU168,WH04,2024-02-01,138,46.4,released,purchase_order,,
RCT03087,SKU180,WH05,2024-02-01,145,20.05,released,purchase_order,,
RCT03367,SKU195,WH05,2024-02-01,273,26.92,released,purchase_order,,
RCT03758,SKU219,WH05,2024-02-01,242,57.93,released,purchase_order,,
RCT03764,SKU220,WH01,2024-02-01,66,30.4,released,purchase_order,,
RCT03932,SKU229,WH03,2024-02-01,131,8.84,released,purchase_order,,
RCT04002,SKU235,WH02,2024-02-01,58,45.94,released,purchase_order,,
RCT04188,SKU247,WH01,2024-02-01,169,35.16,released,purchase_order,,
RCT04412,SKU261,WH02,2024-02-01,198,45.51,released,purchase_order,,
RCT04419,SKU261,WH04,2024-02-01,197,18.83,released,purchase_order,,
RCT04553,SKU270,WH02,2024-02-01,270,14.48,released,purchase_order,,
RCT05109,SKU303,WH05,2024-02-01,57,53.72,released,purchase_order,,
RCT05567,SKU331,WH02,2024-02-01,228,25.22,released,purchase_order,,
RCT05692,SKU338,WH01,2024-02-01,95,30.39,released,purchase_order,,
RCT05709,SKU339,WH02,2024-02-01,77,42.77,released,purchase_order,,
RCT05753,SKU342,WH02,2024-02-01,267,52.92,released,purchase_order,,
RCT05761,SKU342,WH04,2024-02-01,286,55.76,released,purchase_order,,
RCT05820,SKU345,WH05,2024-02-01,124,34.59,released,purchase_order,,
RCT06096,SKU361,WH03,2024-02-01,203,34.08,released,purchase_order,,
RCT06101,SKU361,WH04,2024-02-01,82,23.06,released,purchase_order,,
RCT06126,SKU363,WH01,2024-02-01,293,44.51,released,purchase_order,,
RCT06151,SKU365,WH01,2024-02-01,51,36.97,released,purchase_order,,
RCT06258,SKU371,WH01,2024-02-01,147,49.71,released,purchase_order,,
RCT06352,SKU377,WH01,2024-02-01,170,42.71,released,purchase_order,,
RCT00156,SKU011,WH01,2024-02-02,213,24.31,released,purchase_order,,
RCT00161,SKU011,WH03,2024-02-02,85,59.44,released,purchase_order,,
RCT00166,SKU011,WH04,2024-02-02,84,31.99,released,purchase_order,,
RCT00351,SKU024,WH01,2024-02-02,297,18.23,released,purchase_order,,
RCT00560,SKU037,WH01,2024-02-02,119,11.34,released,purchase_order,,
RCT00792,SKU050,WH01,2024-02-02,50,19.89,released,purchase_order,,
RCT00938,SKU058,WH04,2024-02-02,289,25.84,released,purchase_order,,
RCT01354,SKU083,WH02,2024-02-02,186,48.46,released,purchase_order,,
RCT01679,SKU100,WH03,2024-02-02,97,24.25,released,purchase_order,,
RCT01857,SKU109,WH05,2024-02-02,190,60.45,released,purchase_order,,
RCT01858,SKU109,WH05,2024-02-02,171,60.8,released,purchase_order,,
RCT01922,SKU113,WH04,2024-02-02,210,12.49,released,purchase_order,,
RCT02221,SKU130,WH03,2024-02-02,95,53.31,released,purchase_order,,
RCT02272,SKU134,WH02,2024-02-02,239,17.77,released,purchase_order,,
RCT02301,SKU136,WH01,2024-02-02,179,20.27,released,purchase_order,,
RCT02390,SKU141,WH01,2024-02-02,291,52.57,released,purchase_order,,
RCT02445,SKU143,WH03,2024-02-02,179,22.57,released,purchase_order,,
RCT02478,SKU145,WH03,2024-02-02,222,37.37,released,purchase_order,,
RCT02695,SKU158,WH04,2024-02-02,126,59.62,released,purchase_order,,
RCT02717,SKU160,WH01,2024-02-02,278,36.57,released,purchase_order,,
RCT02816,SKU166,WH02,2024-02-02,130,10.38,released,purchase_order,,
RCT02912,SKU171,WH03,2024-02-02,259,51.8,released,purchase_order,,
RCT03039,SKU178,WH02,2024-02-02,207,41.24,released,purchase_order,,
RCT03095,SKU181,WH02,2024-02-02,130,49.45,released,purchase_order,,
RCT03118,SKU182,WH03,2024-02-02,175,44.47,released,purchase_order,,
RCT03223,SKU187,WH02,2024-02-02,181,58.22,released,purchase_order,,
RCT03690,SKU216,WH04,2024-02-02,179,13.58,released,purchase_order,,
RCT03971,SKU232,WH02,2024-02-02,182,46.63,released,purchase_order,,
RCT04137,SKU243,WH03,2024-02-02,193,46.53,released,purchase_order,,
RCT04270,SKU252,WH04,2024-02-02,71,49.39,released,purchase_order,,
RCT04663,SKU276,WH02,2024-02-02,149,44.24,released,purchase_order,,
RCT04836,SKU285,WH03,2024-02-02,145,21.08,released,purchase_order,,
RCT04861,SKU286,WH04,2024-02-02,286,61.54,released,purchase_order,,
RCT05053,SKU300,WH02,2024-02-02,65,11.55,released,purchase_order,,
RCT05354,SKU317,WH04,2024-02-02,168,33.82,released,purchase_order,,
RCT05649,SKU336,WH01,2024-02-02,165,48.95,released,purchase_order,,
RCT05888,SKU349,WH03,2024-02-02,59,51.6,released,purchase_order,,
RCT06408,SKU381,WH01,2024-02-02,72,23.84,released,purchase_order,,
RCT06462,SKU384,WH04,2024-02-02,178,22.0,released,purchase_order,,
RCT06486,SKU386,WH03,2024-02-02,92,34.38,released,purchase_order,,
RCT00076,SKU006,WH03,2024-02-03,94,32.86,released,purchase_order,,
RCT00429,SKU028,WH05,2024-02-03,267,70.77,released,purchase_order,,
RCT00657,SKU043,WH03,2024-02-03,197,20.45,released,purchase_order,,
RCT01221,SKU075,WH03,2024-02-03,62,22.4,released,purchase_order,,
RCT01552,SKU093,WH02,2024-02-03,263,16.22,released,purchase_order,,
RCT01685,SKU100,WH04,2024-02-03,172,23.55,released,purchase_order,,
RCT01729,SKU102,WH03,2024-02-03,130,57.77,released,purchase_order,,
RCT01923,SKU113,WH04,2024-02-03,56,12.39,released,purchase_order,,
RCT02110,SKU124,WH01,2024-02-03,136,45.17,released,purchase_order,,
RCT02177,SKU128,WH01,2024-02-03,86,63.63,released,purchase_order,,
RCT02255,SKU133,WH01,2024-02-03,245,57.17,released,purchase_order,,
RCT02318,SKU136,WH05,2024-02-03,177,68.83,released,purchase_order,,
RCT02791,SKU164,WH05,2024-02-03,93,42.41,released,purchase_order,,
RCT02797,SKU165,WH01,2024-02-03,99,31.34,released,purchase_order,,
RCT02926,SKU172,WH02,2024-02-03,108,56.63,released,purchase_order,,
RCT03023,SKU177,WH01,2024-02-03,217,38.72,released,purchase_order,,
RCT03040,SKU178,WH02,2024-02-03,182,43.67,released,purchase_order,,
RCT03372,SKU196,WH01,2024-02-03,125,53.88,released,purchase_order,,
RCT03701,SKU217,WH01,2024-02-03,158,37.29,released,purchase_order,,
RCT03731,SKU218,WH04,2024-02-03,84,11.0,released,purchase_order,,
RCT03942,SKU230,WH02,2024-02-03,184,39.17,released,purchase_order,,
RCT04036,SKU237,WH02,2024-02-03,57,33.37,released,purchase_order,,
RCT04856,SKU286,WH03,2024-02-03,111,11.88,released,purchase_order,,
RCT04968,SKU293,WH04,2024-02-03,177,10.13,released,purchase_order,,
RCT05054,SKU300,WH02,2024-02-03,227,11.41,released,purchase_order,,
RCT05453,SKU325,WH04,2024-02-03,255,45.69,released,purchase_order,,
RCT06325,SKU375,WH02,2024-02-03,253,71.12,released,purchase_order,,
RCT06389,SKU379,WH04,2024-02-03,194,29.28,released,purchase_order,,
RCT06515,SKU388,WH03,2024-02-03,180,37.09,released,purchase_order,,
RCT00183,SKU012,WH05,2024-02-04,119,23.18,released,purchase_order,,
RCT00510,SKU034,WH02,2024-02-04,115,32.33,released,purchase_order,,
RCT00969,SKU060,WH01,2024-02-04,164,10.45,released,purchase_order,,
RCT01123,SKU069,WH02,2024-02-04,204,13.09,released,purchase_order,,
RCT01249,SKU076,WH05,2024-02-04,170,28.19,released,purchase_order,,
RCT01362,SKU084,WH02,2024-02-04,177,34.75,released,purchase_order,,
RCT01423,SKU086,WH05,2024-02-04,133,74.92,released,purchase_order,,
RCT01756,SKU104,WH02,2024-02-04,285,39.37,released,purchase_order,,
RCT02035,SKU120,WH03,2024-02-04,128,24.75,released,purchase_order,,
RCT02091,SKU123,WH03,2024-02-04,204,30.94,released,purchase_order,,
RCT02432,SKU143,WH01,2024-02-04,148,49.52,released,purchase_order,,
RCT02529,SKU148,WH05,2024-02-04,132,30.17,released,purchase_order,,
RCT02933,SKU172,WH04,2024-02-04,199,20.63,released,purchase_order,,
RCT03064,SKU178,WH05,2024-02-04,194,32.89,released,purchase_order,,
RCT03373,SKU196,WH01,2024-02-04,162,55.2,released,purchase_order,,
RCT03839,SKU224,WH01,2024-02-04,137,52.49,released,purchase_order,,
RCT04104,SKU241,WH04,2024-02-04,55,45.47,released,purchase_order,,
RCT04154,SKU244,WH01,2024-02-04,88,52.09,released,purchase_order,,
RCT04443,SKU263,WH03,2024-02-04,193,38.45,released,purchase_order,,
RCT04704,SKU278,WH01,2024-02-04,155,46.66,released,purchase_order,,
RCT05106,SKU303,WH04,2024-02-04,211,63.53,released,purchase_order,,
RCT05119,SKU304,WH02,2024-02-04,220,22.21,released,purchase_order,,
RCT05206,SKU310,WH01,2024-02-04,172,34.85,released,purchase_order,,
RCT05454,SKU325,WH04,2024-02-04,269,48.13,released,purchase_order,,
RCT05762,SKU342,WH04,2024-02-04,157,58.5,released,purchase_order,,
RCT06148,SKU364,WH04,2024-02-04,157,57.04,released,purchase_order,,
RCT06961,SKU193,WH02,2024-02-04,465,28.52,released,purchase_order,,BATCH0078
RCT06962,SKU208,WH01,2024-02-04,251,19.28,released,purchase_order,,BATCH0078
RCT00005,SKU001,WH05,2024-02-05,155,12.97,released,purchase_order,,
RCT00018,SKU002,WH03,2024-02-05,250,30.71,released,purchase_order,,
RCT00052,SKU004,WH03,2024-02-05,265,38.38,released,purchase_order,,
RCT00438,SKU029,WH03,2024-02-05,96,57.02,released,purchase_order,,
RCT00697,SKU045,WH01,2024-02-05,164,25.19,released,purchase_order,,
RCT00818,SKU051,WH03,2024-02-05,153,40.32,released,purchase_order,,
RCT00930,SKU057,WH05,2024-02-05,278,22.01,released,purchase_order,,
RCT01031,SKU063,WH05,2024-02-05,76,58.24,released,purchase_order,,
RCT01332,SKU081,WH04,2024-02-05,290,22.12,released,purchase_order,,
RCT01363,SKU084,WH02,2024-02-05,214,34.15,released,purchase_order,,
RCT02075,SKU122,WH03,2024-02-05,219,11.97,released,purchase_order,,
RCT02135,SKU126,WH01,2024-02-05,177,53.05,released,purchase_order,,
RCT02178,SKU128,WH01,2024-02-05,65,65.92,released,purchase_order,,
RCT02328,SKU137,WH03,2024-02-05,52,25.1,released,purchase_order,,
RCT02684,SKU158,WH02,2024-02-05,241,26.16,released,purchase_order,,
RCT02927,SKU172,WH02,2024-02-05,248,58.46,released,purchase_order,,
RCT02957,SKU173,WH04,2024-02-05,66,11.53,released,purchase_order,,
RCT02974,SKU174,WH03,2024-02-05,106,25.75,released,purchase_order,,
RCT03457,SKU201,WH02,2024-02-05,72,11.59,released,purchase_order,,
RCT03732,SKU218,WH04,2024-02-05,105,11.34,released,purchase_order,,
RCT03752,SKU219,WH04,2024-02-05,134,58.39,released,purchase_order,,
RCT04170,SKU245,WH03,2024-02-05,76,40.88,released,purchase_order,,
RCT04518,SKU268,WH01,2024-02-05,159,49.87,released,purchase_order,,
RCT04541,SKU269,WH02,2024-02-05,130,52.82,released,purchase_order,,
RCT04642,SKU275,WH02,2024-02-05,229,11.11,released,purchase_order,,
RCT04650,SKU275,WH04,2024-02-05,178,16.88,released,purchase_order,,
RCT04726,SKU279,WH01,2024-02-05,57,19.1,released,purchase_order,,
RCT04806,SKU283,WH02,2024-02-05,243,61.65,released,purchase_order,,
RCT05014,SKU297,WH05,2024-02-05,205,21.83,released,purchase_order,,
RCT05216,SKU310,WH04,2024-02-05,90,51.76,released,purchase_order,,
RCT05431,SKU323,WH03,2024-02-05,50,25.36,released,purchase_order,,
RCT05441,SKU324,WH04,2024-02-05,167,58.96,released,purchase_order,,
RCT05550,SKU330,WH04,2024-02-05,283,19.06,released,purchase_order,,
RCT05644,SKU335,WH03,2024-02-05,108,12.66,released,purchase_order,,
RCT05657,SKU336,WH02,2024-02-05,78,61.03,released,purchase_order,,
RCT05734,SKU340,WH03,2024-02-05,231,25.84,released,purchase_order,,
RCT05829,SKU346,WH05,2024-02-05,131,35.97,released,purchase_order,,
RCT06337,SKU376,WH01,2024-02-05,52,49.83,released,purchase_order,,
RCT06500,SKU387,WH03,2024-02-05,222,38.59,released,purchase_order,,
RCT06747,SKU002,WH03,2024-02-05,446,23.9,released,purchase_order,,BATCH0004
RCT06748,SKU244,WH03,2024-02-05,175,12.61,released,purchase_order,,BATCH0004
RCT06828,SKU298,WH05,2024-02-05,761,37.66,released,purchase_order,,BATCH0031
RCT06829,SKU246,WH05,2024-02-05,803,28.33,released,purchase_order,,BATCH0031
RCT06830,SKU009,WH03,2024-02-05,388,30.89,released,purchase_order,,BATCH0031
RCT06902,SKU282,WH03,2024-02-05,445,59.02,released,purchase_order,,BATCH0057
RCT06903,SKU066,WH04,2024-02-05,309,55.86,released,purchase_order,,BATCH0057
RCT06913,SKU278,WH03,2024-02-05,195,9.82,released,purchase_order,,BATCH0061
RCT06914,SKU253,WH01,2024-02-05,813,41.0,released,purchase_order,,BATCH0061
RCT06949,SKU156,WH05,2024-02-05,385,23.92,released,purchase_order,,BATCH0074
RCT06950,SKU330,WH01,2024-02-05,247,14.05,released,purchase_order,,BATCH0074
RCT06951,SKU354,WH02,2024-02-05,416,18.92,released,purchase_order,,BATCH0074
RCT06952,SKU156,WH01,2024-02-05,461,56.53,released,purchase_order,,BATCH0074
RCT07023,SKU245,WH03,2024-02-05,812,21.43,released,purchase_order,,BATCH0100
RCT07024,SKU204,WH04,2024-02-05,134,47.67,released,purchase_order,,BATCH0100
RCT07025,SKU343,WH05,2024-02-05,583,53.74,released,purchase_order,,BATCH0100
RCT07026,SKU380,WH05,2024-02-05,934,24.57,released,purchase_order,,BATCH0100
RCT00046,SKU004,WH01,2024-02-06,73,56.02,released,purchase_order,,
RCT00047,SKU004,WH01,2024-02-06,81,59.92,released,purchase_order,,
RCT00197,SKU014,WH01,2024-02-06,143,45.2,released,purchase_order,,
RCT00275,SKU019,WH03,2024-02-06,222,59.28,released,purchase_order,,
RCT00293,SKU020,WH02,2024-02-06,58,47.17,released,purchase_order,,
RCT00493,SKU032,WH05,2024-02-06,94,29.94,released,purchase_order,,
RCT00519,SKU035,WH01,2024-02-06,298,35.29,released,purchase_order,,
RCT00579,SKU038,WH04,2024-02-06,143,34.19,released,purchase_order,,
RCT00875,SKU055,WH02,2024-02-06,75,18.73,released,purchase_order,,
RCT00882,SKU055,WH03,2024-02-06,122,46.87,released,purchase_order,,
RCT01142,SKU070,WH04,2024-02-06,82,48.44,released,purchase_order,,
RCT01364,SKU084,WH02,2024-02-06,109,33.23,released,purchase_order,,
RCT01531,SKU092,WH02,2024-02-06,261,61.92,released,purchase_order,,
RCT01585,SKU094,WH04,2024-02-06,260,40.17,released,purchase_order,,
RCT01597,SKU095,WH03,2024-02-06,176,23.1,released,purchase_order,,
RCT02088,SKU123,WH02,2024-02-06,211,51.23,released,purchase_order,,
RCT02284,SKU135,WH01,2024-02-06,171,20.22,released,purchase_order,,
RCT02369,SKU140,WH01,2024-02-06,74,44.89,released,purchase_order,,
RCT02479,SKU145,WH03,2024-02-06,241,37.98,released,purchase_order,,
RCT03002,SKU176,WH01,2024-02-06,288,30.9,released,purchase_order,,
RCT03018,SKU176,WH04,2024-02-06,115,52.02,released,purchase_order,,
RCT03250,SKU188,WH04,2024-02-06,125,58.6,released,purchase_order,,
RCT03705,SKU217,WH02,2024-02-06,135,19.47,released,purchase_order,,
RCT03794,SKU221,WH03,2024-02-06,94,37.62,released,purchase_order,,
RCT04122,SKU242,WH05,2024-02-06,162,45.02,released,purchase_order,,
RCT04130,SKU243,WH01,2024-02-06,263,26.06,released,purchase_order,,
RCT04148,SKU243,WH05,2024-02-06,89,38.65,released,purchase_order,,
RCT04328,SKU256,WH02,2024-02-06,269,10.42,released,purchase_order,,
RCT04535,SKU268,WH05,2024-02-06,269,38.71,released,purchase_order,,
RCT05093,SKU303,WH01,2024-02-06,190,21.95,released,purchase_order,,
RCT05151,SKU306,WH04,2024-02-06,104,51.16,released,purchase_order,,
RCT05287,SKU313,WH03,2024-02-06,140,13.2,released,purchase_order,,
RCT05722,SKU340,WH01,2024-02-06,60,15.85,released,purchase_order,,
RCT05977,SKU354,WH02,2024-02-06,201,17.14,released,purchase_order,,
RCT06437,SKU383,WH01,2024-02-06,98,21.84,released,purchase_order,,
RCT06518,SKU388,WH04,2024-02-06,178,22.58,released,purchase_order,,
RCT06656,SKU396,WH04,2024-02-06,80,20.16,released,purchase_order,,
RCT06675,SKU397,WH04,2024-02-06,248,13.8,released,purchase_order,,
RCT06730,SKU400,WH02,2024-02-06,195,42.02,released,purchase_order,,
RCT00040,SKU003,WH05,2024-02-07,226,63.5,released,purchase_order,,
RCT00132,SKU010,WH01,2024-02-07,77,47.29,released,purchase_order,,
RCT00147,SKU010,WH05,2024-02-07,106,37.97,released,purchase_order,,
RCT00245,SKU017,WH02,2024-02-07,293,19.5,released,purchase_order,,
RCT00352,SKU024,WH01,2024-02-07,58,18.18,released,purchase_order,,
RCT00520,SKU035,WH01,2024-02-07,50,37.86,released,purchase_order,,
RCT00708,SKU045,WH05,2024-02-07,124,39.96,released,purchase_order,,
RCT00883,SKU055,WH03,2024-02-07,172,48.2,released,purchase_order,,
RCT01075,SKU066,WH04,2024-02-07,139,52.99,released,purchase_order,,
RCT01168,SKU072,WH01,2024-02-07,174,34.75,released,purchase_order,,
RCT01186,SKU072,WH05,2024-02-07,122,33.82,released,purchase_order,,
RCT01243,SKU076,WH03,2024-02-07,124,39.08,released,purchase_order,,
RCT01781,SKU105,WH02,2024-02-07,70,37.25,released,purchase_order,,
RCT01872,SKU110,WH04,2024-02-07,222,42.09,released,purchase_order,,
RCT01978,SKU117,WH01,2024-02-07,118,24.69,released,purchase_order,,
RCT02003,SKU119,WH02,2024-02-07,223,42.84,released,purchase_order,,
RCT02043,SKU121,WH01,2024-02-07,50,8.98,released,purchase_order,,
RCT02136,SKU126,WH01,2024-02-07,196,53.87,released,purchase_order,,
RCT02643,SKU156,WH03,2024-02-07,50,60.12,released,purchase_order,,
RCT02702,SKU159,WH02,2024-02-07,121,52.74,released,purchase_order,,
RCT02763,SKU163,WH03,2024-02-07,195,16.42,released,purchase_order,,
RCT02896,SKU170,WH03,2024-02-07,159,49.95,released,purchase_order,,
RCT02944,SKU173,WH01,2024-02-07,154,13.54,released,purchase_order,,
RCT03149,SKU184,WH01,2024-02-07,294,56.59,released,purchase_order,,
RCT03251,SKU188,WH04,2024-02-07,209,57.11,released,purchase_order,,
RCT03325,SKU192,WH04,2024-02-07,287,41.99,released,purchase_order,,
RCT03340,SKU194,WH03,2024-02-07,109,22.6,released,purchase_order,,
RCT03441,SKU200,WH04,2024-02-07,74,48.18,released,purchase_order,,
RCT03627,SKU212,WH02,2024-02-07,206,22.83,released,purchase_order,,
RCT03883,SKU226,WH03,2024-02-07,250,49.58,released,purchase_order,,
RCT04159,SKU244,WH02,2024-02-07,222,22.23,released,purchase_order,,
RCT04544,SKU269,WH04,2024-02-07,149,48.67,released,purchase_order,,
RCT04607,SKU273,WH03,2024-02-07,251,16.3,released,purchase_order,,
RCT04789,SKU282,WH03,2024-02-07,71,46.86,released,purchase_order,,
RCT04874,SKU288,WH01,2024-02-07,220,30.45,released,purchase_order,,
RCT05089,SKU302,WH04,2024-02-07,56,38.69,released,purchase_order,,
RCT05383,SKU320,WH01,2024-02-07,110,40.68,released,purchase_order,,
RCT05546,SKU330,WH03,2024-02-07,281,36.81,released,purchase_order,,
RCT06120,SKU362,WH05,2024-02-07,178,26.41,released,purchase_order,,
RCT06478,SKU385,WH04,2024-02-07,237,35.02,released,purchase_order,,
RCT06551,SKU390,WH05,2024-02-07,109,42.55,released,purchase_order,,
RCT06807,SKU275,WH04,2024-02-07,184,54.86,released,purchase_order,,BATCH0023
RCT06808,SKU145,WH02,2024-02-07,171,10.66,released,purchase_order,,BATCH0023
RCT06809,SKU163,WH03,2024-02-07,454,19.58,released,purchase_order,,BATCH0023
RCT06810,SKU058,WH04,2024-02-07,896,11.11,released,purchase_order,,BATCH0023
