order_id,product_id,warehouse_id,order_date,quantity
ORD01682,SKU362,WH03,2024-05-25,151
ORD01687,SKU335,WH03,2024-05-25,294
ORD01694,SKU039,WH04,2024-05-25,67
ORD01727,SKU192,WH04,2024-05-25,137
ORD01903,SKU283,WH04,2024-05-25,209
ORD02038,SKU384,WH04,2024-05-25,160
ORD00015,SKU279,WH02,2024-05-26,125
ORD00020,SKU035,WH04,2024-05-26,120
ORD00112,SKU051,WH05,2024-05-26,128
ORD00137,SKU245,WH03,2024-05-26,232
ORD00192,SKU081,WH03,2024-05-26,169
ORD00209,SKU273,WH05,2024-05-26,52
ORD00276,SKU246,WH05,2024-05-26,147
ORD00279,SKU249,WH01,2024-05-26,120
ORD00334,SKU171,WH02,2024-05-26,61
ORD00432,SKU164,WH03,2024-05-26,66
ORD00448,SKU121,WH03,2024-05-26,541
ORD00527,SKU146,WH01,2024-05-26,137
ORD00530,SKU024,WH02,2024-05-26,47
ORD00531,SKU020,WH02,2024-05-26,438
ORD00575,SKU087,WH05,2024-05-26,241
ORD00601,SKU384,WH02,2024-05-26,208
ORD00686,SKU082,WH01,2024-05-26,251
ORD00709,SKU055,WH01,2024-05-26,59
ORD00753,SKU103,WH01,2024-05-26,299
ORD00779,SKU314,WH02,2024-05-26,137
ORD00954,SKU194,WH04,2024-05-26,62
ORD01032,SKU211,WH03,2024-05-26,149
ORD01182,SKU164,WH05,2024-05-26,152
ORD01215,SKU055,WH01,2024-05-26,33
ORD01221,SKU096,WH02,2024-05-26,393
ORD01232,SKU295,WH05,2024-05-26,136
ORD01244,SKU106,WH05,2024-05-26,139
ORD01286,SKU231,WH02,2024-05-26,159
ORD01428,SKU116,WH01,2024-05-26,131
ORD01469,SKU396,WH04,2024-05-26,156
ORD01481,SKU257,WH03,2024-05-26,238
ORD01487,SKU148,WH04,2024-05-26,93
ORD01552,SKU218,WH03,2024-05-26,200
ORD01627,SKU166,WH04,2024-05-26,17
ORD01653,SKU364,WH02,2024-05-26,18
ORD01699,SKU388,WH02,2024-05-26,88
ORD01819,SKU327,WH05,2024-05-26,100
ORD01869,SKU071,WH03,2024-05-26,285
ORD01924,SKU272,WH01,2024-05-26,406
ORD01949,SKU336,WH01,2024-05-26,178
ORD01965,SKU301,WH03,2024-05-26,77
ORD01994,SKU397,WH05,2024-05-26,41
ORD01998,SKU282,WH02,2024-05-26,142
ORD00034,SKU151,WH01,2024-05-27,399
ORD00066,SKU262,WH03,2024-05-27,77
ORD00085,SKU090,WH01,2024-05-27,176
ORD00151,SKU209,WH01,2024-05-27,32
ORD00154,SKU256,WH03,2024-05-27,184
ORD00175,SKU240,WH05,2024-05-27,221
ORD00357,SKU135,WH02,2024-05-27,87
ORD00385,SKU029,WH03,2024-05-27,92
ORD00429,SKU165,WH03,2024-05-27,199
ORD00632,SKU400,WH01,2024-05-27,88
ORD00635,SKU111,WH04,2024-05-27,353
ORD00676,SKU159,WH04,2024-05-27,222
ORD00685,SKU315,WH03,2024-05-27,76
ORD00714,SKU143,WH03,2024-05-27,83
ORD00718,SKU121,WH05,2024-05-27,100
ORD00955,SKU236,WH04,2024-05-27,282
ORD00999,SKU152,WH05,2024-05-27,159
ORD01001,SKU349,WH04,2024-05-27,52
ORD01093,SKU260,WH02,2024-05-27,36
ORD01096,SKU004,WH03,2024-05-27,79
ORD01229,SKU092,WH03,2024-05-27,123
ORD01352,SKU311,WH01,2024-05-27,60
ORD01405,SKU215,WH05,2024-05-27,168
ORD01413,SKU276,WH04,2024-05-27,192
ORD01568,SKU135,WH03,2024-05-27,130
ORD01606,SKU085,WH05,2024-05-27,319
ORD01611,SKU092,WH04,2024-05-27,277
ORD01667,SKU048,WH04,2024-05-27,461
ORD01712,SKU230,WH05,2024-05-27,49
ORD01714,SKU335,WH01,2024-05-27,159
ORD01773,SKU142,WH02,2024-05-27,77
ORD01827,SKU056,WH04,2024-05-27,108
ORD01838,SKU190,WH02,2024-05-27,193
ORD01845,SKU332,WH04,2024-05-27,90
ORD01892,SKU091,WH03,2024-05-27,206
ORD01942,SKU217,WH03,2024-05-27,175
ORD02048,SKU209,WH05,2024-05-27,273
ORD00057,SKU072,WH05,2024-05-28,149
ORD00081,SKU007,WH03,2024-05-28,85
ORD00084,SKU304,WH02,2024-05-28,165
ORD00117,SKU340,WH02,2024-05-28,38
ORD00269,SKU171,WH01,2024-05-28,107
ORD00316,SKU113,WH03,2024-05-28,62
ORD00372,SKU108,WH03,2024-05-28,143
ORD00512,SKU122,WH04,2024-05-28,371
ORD00515,SKU246,WH05,2024-05-28,424
ORD00551,SKU320,WH05,2024-05-28,57
ORD00641,SKU293,WH02,2024-05-28,75
ORD00802,SKU127,WH04,2024-05-28,75
ORD00808,SKU341,WH03,2024-05-28,102
ORD00870,SKU398,WH03,2024-05-28,136
ORD00877,SKU224,WH03,2024-05-28,144
ORD00917,SKU024,WH02,2024-05-28,70
ORD00979,SKU104,WH02,2024-05-28,134
ORD00980,SKU356,WH02,2024-05-28,271
ORD00984,SKU267,WH05,2024-05-28,202
ORD01007,SKU097,WH01,2024-05-28,282
ORD01020,SKU306,WH05,2024-05-28,238
ORD01061,SKU216,WH02,2024-05-28,165
ORD01080,SKU038,WH04,2024-05-28,172
ORD01204,SKU124,WH02,2024-05-28,125
ORD01207,SKU028,WH02,2024-05-28,199
ORD01279,SKU363,WH02,2024-05-28,186
ORD01280,SKU296,WH03,2024-05-28,46
ORD01338,SKU371,WH05,2024-05-28,108
ORD01350,SKU355,WH02,2024-05-28,190
ORD01383,SKU356,WH02,2024-05-28,155
ORD01410,SKU325,WH05,2024-05-28,139
ORD01455,SKU125,WH04,2024-05-28,136
ORD01463,SKU330,WH04,2024-05-28,43
ORD01521,SKU078,WH04,2024-05-28,140
ORD01527,SKU081,WH03,2024-05-28,173
ORD01542,SKU176,WH03,2024-05-28,63
ORD01643,SKU278,WH03,2024-05-28,66
ORD01701,SKU067,WH01,2024-05-28,36
ORD01743,SKU243,WH04,2024-05-28,329
ORD01745,SKU208,WH01,2024-05-28,105
ORD01777,SKU217,WH02,2024-05-28,163
ORD01858,SKU340,WH02,2024-05-28,84
ORD01874,SKU126,WH01,2024-05-28,168
ORD01894,SKU103,WH01,2024-05-28,127
ORD01936,SKU382,WH02,2024-05-28,359
ORD00023,SKU262,WH02,2024-05-29,7
ORD00025,SKU388,WH04,2024-05-29,423
ORD00247,SKU233,WH03,2024-05-29,415
ORD00256,SKU066,WH01,2024-05-29,112
ORD00393,SKU384,WH05,2024-05-29,59
ORD00469,SKU107,WH02,2024-05-29,270
ORD00492,SKU015,WH04,2024-05-29,31
ORD00560,SKU241,WH03,2024-05-29,128
ORD00564,SKU166,WH03,2024-05-29,140
ORD00595,SKU362,WH05,2024-05-29,45
ORD00640,SKU176,WH01,2024-05-29,116
ORD00646,SKU323,WH03,2024-05-29,71
ORD00665,SKU184,WH02,2024-05-29,33
ORD00729,SKU325,WH04,2024-05-29,220
ORD00730,SKU198,WH04,2024-05-29,67
ORD00751,SKU383,WH01,2024-05-29,112
ORD00789,SKU087,WH03,2024-05-29,81
ORD00804,SKU399,WH05,2024-05-29,370
ORD00963,SKU216,WH05,2024-05-29,15
ORD01028,SKU128,WH03,2024-05-29,80
ORD01054,SKU053,WH04,2024-05-29,427
ORD01099,SKU156,WH05,2024-05-29,306
ORD01146,SKU080,WH05,2024-05-29,166
ORD01234,SKU034,WH04,2024-05-29,82
ORD01320,SKU343,WH05,2024-05-29,335
ORD01321,SKU319,WH03,2024-05-29,62
ORD01342,SKU311,WH01,2024-05-29,86
ORD01366,SKU030,WH01,2024-05-29,127
ORD01411,SKU349,WH01,2024-05-29,125
ORD01457,SKU305,WH03,2024-05-29,126
ORD01488,SKU134,WH02,2024-05-29,172
ORD01496,SKU371,WH03,2024-05-29,177
ORD01537,SKU136,WH03,2024-05-29,120
ORD01562,SKU042,WH02,2024-05-29,47
ORD01566,SKU111,WH01,2024-05-29,386
ORD01617,SKU160,WH04,2024-05-29,165
ORD01644,SKU275,WH04,2024-05-29,130
ORD01684,SKU357,WH05,2024-05-29,77
ORD01860,SKU155,WH04,2024-05-29,53
ORD01897,SKU004,WH01,2024-05-29,151
ORD01912,SKU140,WH03,2024-05-29,120
ORD01930,SKU116,WH01,2024-05-29,126
ORD01992,SKU278,WH01,2024-05-29,197
ORD02029,SKU130,WH03,2024-05-29,139
ORD02046,SKU217,WH03,2024-05-29,101
ORD00074,SKU302,WH04,2024-05-30,10
ORD00223,SKU161,WH03,2024-05-30,141
ORD00289,SKU167,WH01,2024-05-30,156
ORD00328,SKU400,WH03,2024-05-30,195
ORD00383,SKU003,WH03,2024-05-30,89
ORD00392,SKU142,WH01,2024-05-30,231
ORD00427,SKU010,WH01,2024-05-30,44
ORD00533,SKU226,WH05,2024-05-30,173
ORD00636,SKU128,WH04,2024-05-30,49
ORD00643,SKU197,WH05,2024-05-30,214
ORD00670,SKU109,WH02,2024-05-30,135
ORD00691,SKU303,WH02,2024-05-30,383
ORD00710,SKU267,WH01,2024-05-30,82
ORD00754,SKU100,WH02,2024-05-30,73
ORD00769,SKU333,WH03,2024-05-30,129
ORD00922,SKU005,WH05,2024-05-30,64
ORD00965,SKU028,WH02,2024-05-30,215
ORD00987,SKU022,WH04,2024-05-30,27
ORD01117,SKU358,WH01,2024-05-30,80
ORD01165,SKU073,WH01,2024-05-30,27
ORD01216,SKU141,WH01,2024-05-30,95
ORD01273,SKU131,WH05,2024-05-30,216
ORD01299,SKU216,WH05,2024-05-30,36
ORD01451,SKU397,WH05,2024-05-30,44
ORD01464,SKU039,WH05,2024-05-30,147
ORD01506,SKU063,WH01,2024-05-30,121
ORD01555,SKU121,WH01,2024-05-30,88
ORD01574,SKU144,WH01,2024-05-30,389
ORD01742,SKU245,WH01,2024-05-30,172
ORD01916,SKU269,WH04,2024-05-30,259
ORD01946,SKU045,WH05,2024-05-30,127
ORD01977,SKU298,WH05,2024-05-30,303
ORD02028,SKU013,WH02,2024-05-30,122
ORD02034,SKU238,WH04,2024-05-30,453
ORD00082,SKU310,WH03,2024-05-31,54
ORD00109,SKU208,WH05,2024-05-31,236
ORD00195,SKU329,WH01,2024-05-31,75
ORD00224,SKU290,WH05,2024-05-31,129
ORD00303,SKU084,WH05,2024-05-31,126
ORD00308,SKU072,WH01,2024-05-31,110
ORD00331,SKU074,WH05,2024-05-31,10
ORD00414,SKU256,WH02,2024-05-31,80
ORD00526,SKU197,WH03,2024-05-31,60
ORD00581,SKU250,WH02,2024-05-31,44
ORD00624,SKU066,WH04,2024-05-31,67
ORD00662,SKU387,WH01,2024-05-31,47
ORD00731,SKU076,WH03,2024-05-31,83
ORD00758,SKU304,WH05,2024-05-31,141
ORD00852,SKU340,WH03,2024-05-31,112
ORD00923,SKU378,WH01,2024-05-31,19
ORD00946,SKU314,WH04,2024-05-31,254
ORD00996,SKU284,WH04,2024-05-31,117
ORD01003,SKU394,WH01,2024-05-31,218
ORD01018,SKU103,WH03,2024-05-31,169
ORD01047,SKU252,WH05,2024-05-31,22
ORD01081,SKU278,WH05,2024-05-31,43
ORD01116,SKU371,WH01,2024-05-31,193
ORD01176,SKU184,WH04,2024-05-31,68
ORD01226,SKU107,WH05,2024-05-31,44
ORD01242,SKU382,WH02,2024-05-31,442
ORD01340,SKU319,WH02,2024-05-31,47
ORD01385,SKU177,WH02,2024-05-31,66
ORD01446,SKU297,WH03,2024-05-31,136
ORD01509,SKU373,WH02,2024-05-31,82
ORD01530,SKU184,WH04,2024-05-31,203
ORD01651,SKU288,WH05,2024-05-31,35
ORD01719,SKU138,WH01,2024-05-31,308
ORD01749,SKU381,WH01,2024-05-31,63
ORD01776,SKU327,WH05,2024-05-31,136
ORD01781,SKU057,WH03,2024-05-31,59
ORD01782,SKU102,WH03,2024-05-31,119
ORD01791,SKU327,WH05,2024-05-31,174
ORD01846,SKU363,WH02,2024-05-31,189
ORD01906,SKU121,WH05,2024-05-31,118
ORD01993,SKU297,WH02,2024-05-31,92
ORD02036,SKU069,WH01,2024-05-31,163
ORD02039,SKU304,WH01,2024-05-31,64
ORD00051,SKU361,WH02,2024-06-01,114
ORD00108,SKU032,WH04,2024-06-01,11
ORD00152,SKU007,WH05,2024-06-01,234
ORD00300,SKU274,WH05,2024-06-01,122
ORD00315,SKU036,WH05,2024-06-01,125
ORD00326,SKU214,WH01,2024-06-01,270
ORD00330,SKU218,WH05,2024-06-01,217
ORD00352,SKU226,WH02,2024-06-01,53
ORD00456,SKU277,WH01,2024-06-01,92
ORD00522,SKU387,WH01,2024-06-01,48
ORD00591,SKU335,WH02,2024-06-01,131
ORD00622,SKU357,WH05,2024-06-01,82
ORD00627,SKU044,WH03,2024-06-01,274
ORD00651,SKU008,WH01,2024-06-01,60
ORD00660,SKU200,WH04,2024-06-01,318
ORD00674,SKU273,WH05,2024-06-01,29
ORD00681,SKU334,WH05,2024-06-01,138
ORD00690,SKU085,WH01,2024-06-01,220
ORD00696,SKU125,WH03,2024-06-01,61
ORD00765,SKU149,WH03,2024-06-01,165
ORD00801,SKU151,WH05,2024-06-01,390
ORD00939,SKU200,WH03,2024-06-01,94
ORD01048,SKU170,WH01,2024-06-01,123
ORD01055,SKU155,WH03,2024-06-01,110
ORD01084,SKU365,WH03,2024-06-01,90
ORD01102,SKU109,WH05,2024-06-01,404
ORD01121,SKU124,WH05,2024-06-01,157
ORD01171,SKU368,WH04,2024-06-01,294
ORD01175,SKU354,WH05,2024-06-01,225
ORD01220,SKU322,WH02,2024-06-01,96
ORD01262,SKU006,WH05,2024-06-01,162
ORD01277,SKU386,WH04,2024-06-01,5
ORD01369,SKU343,WH01,2024-06-01,179
ORD01382,SKU284,WH03,2024-06-01,88
ORD01391,SKU314,WH01,2024-06-01,265
ORD01454,SKU306,WH03,2024-06-01,445
ORD01517,SKU182,WH03,2024-06-01,210
ORD01547,SKU390,WH02,2024-06-01,104
ORD01596,SKU398,WH04,2024-06-01,46
ORD01675,SKU024,WH01,2024-06-01,276
ORD01679,SKU070,WH04,2024-06-01,180
ORD01698,SKU276,WH04,2024-06-01,177
ORD01716,SKU144,WH05,2024-06-01,131
ORD01772,SKU111,WH04,2024-06-01,284
ORD02003,SKU219,WH04,2024-06-01,114
ORD02058,SKU079,WH02,2024-06-01,72
ORD00038,SKU215,WH02,2024-06-02,166
ORD00138,SKU215,WH02,2024-06-02,279
ORD00225,SKU208,WH01,2024-06-02,155
ORD00291,SKU248,WH02,2024-06-02,186
ORD00346,SKU046,WH03,2024-06-02,282
ORD00359,SKU018,WH03,2024-06-02,50
ORD00376,SKU119,WH02,2024-06-02,114
ORD00412,SKU283,WH03,2024-06-02,238
ORD00525,SKU344,WH03,2024-06-02,84
ORD00616,SKU069,WH01,2024-06-02,176
ORD00658,SKU217,WH02,2024-06-02,164
ORD00697,SKU025,WH01,2024-06-02,239
ORD00716,SKU277,WH02,2024-06-02,129
ORD00770,SKU291,WH03,2024-06-02,249
ORD00775,SKU189,WH04,2024-06-02,122
ORD00806,SKU208,WH01,2024-06-02,67
ORD00836,SKU334,WH04,2024-06-02,51
ORD00907,SKU109,WH05,2024-06-02,161
ORD00924,SKU349,WH01,2024-06-02,56
ORD00942,SKU257,WH02,2024-06-02,67
ORD00982,SKU387,WH01,2024-06-02,24
ORD00992,SKU057,WH01,2024-06-02,356
ORD01043,SKU385,WH04,2024-06-02,55
ORD01106,SKU026,WH02,2024-06-02,437
ORD01167,SKU059,WH01,2024-06-02,81
ORD01247,SKU146,WH05,2024-06-02,86
ORD01293,SKU051,WH02,2024-06-02,56
ORD01339,SKU144,WH01,2024-06-02,161
ORD01341,SKU360,WH03,2024-06-02,35
ORD01380,SKU028,WH05,2024-06-02,81
ORD01399,SKU289,WH02,2024-06-02,35
ORD01459,SKU245,WH03,2024-06-02,181
ORD01470,SKU083,WH03,2024-06-02,117
ORD01507,SKU260,WH05,2024-06-02,97
ORD01561,SKU124,WH02,2024-06-02,127
ORD01597,SKU379,WH02,2024-06-02,43
ORD01612,SKU216,WH02,2024-06-02,154
ORD01658,SKU317,WH04,2024-06-02,145
ORD01809,SKU021,WH02,2024-06-02,193
ORD01902,SKU353,WH03,2024-06-02,74
ORD01941,SKU324,WH01,2024-06-02,44
ORD02005,SKU281,WH03,2024-06-02,161
ORD00013,SKU387,WH03,2024-06-03,96
ORD00092,SKU226,WH03,2024-06-03,170
ORD00119,SKU365,WH02,2024-06-03,57
ORD00142,SKU081,WH04,2024-06-03,51
ORD00161,SKU226,WH04,2024-06-03,357
ORD00168,SKU325,WH02,2024-06-03,63
ORD00182,SKU301,WH01,2024-06-03,62
ORD00200,SKU149,WH03,2024-06-03,219
ORD00258,SKU112,WH03,2024-06-03,38
ORD00293,SKU040,WH03,2024-06-03,153
ORD00302,SKU209,WH04,2024-06-03,89
ORD00314,SKU381,WH01,2024-06-03,68
ORD00329,SKU351,WH04,2024-06-03,178
ORD00339,SKU114,WH05,2024-06-03,36
ORD00345,SKU088,WH01,2024-06-03,145
ORD00415,SKU257,WH01,2024-06-03,56
ORD00416,SKU107,WH04,2024-06-03,100
ORD00450,SKU230,WH05,2024-06-03,137
ORD00495,SKU239,WH01,2024-06-03,71
ORD00496,SKU246,WH01,2024-06-03,95
ORD00617,SKU011,WH01,2024-06-03,62
ORD00637,SKU312,WH05,2024-06-03,91
ORD00694,SKU225,WH05,2024-06-03,230
ORD00695,SKU106,WH04,2024-06-03,63
ORD00705,SKU015,WH05,2024-06-03,173
ORD00819,SKU232,WH02,2024-06-03,242
ORD00838,SKU126,WH04,2024-06-03,43
ORD00844,SKU106,WH03,2024-06-03,24
ORD00859,SKU363,WH01,2024-06-03,219
ORD00878,SKU208,WH05,2024-06-03,157
ORD00879,SKU145,WH04,2024-06-03,36
ORD00995,SKU206,WH01,2024-06-03,186
ORD01011,SKU046,WH05,2024-06-03,141
ORD01045,SKU187,WH01,2024-06-03,121
ORD01086,SKU378,WH01,2024-06-03,26
ORD01103,SKU129,WH02,2024-06-03,83
ORD01119,SKU089,WH01,2024-06-03,220
ORD01120,SKU350,WH02,2024-06-03,311
ORD01136,SKU045,WH05,2024-06-03,128
ORD01154,SKU339,WH05,2024-06-03,152
ORD01209,SKU180,WH01,2024-06-03,59
ORD01231,SKU045,WH01,2024-06-03,170
ORD01241,SKU065,WH02,2024-06-03,140
ORD01251,SKU249,WH01,2024-06-03,97
ORD01265,SKU096,WH02,2024-06-03,307
ORD01318,SKU066,WH01,2024-06-03,167
ORD01370,SKU086,WH05,2024-06-03,34
ORD01417,SKU029,WH03,2024-06-03,145
ORD01435,SKU306,WH03,2024-06-03,319
ORD01453,SKU107,WH05,2024-06-03,45
ORD01476,SKU012,WH05,2024-06-03,85
ORD01480,SKU032,WH01,2024-06-03,37
ORD01522,SKU227,WH03,2024-06-03,308
ORD01666,SKU388,WH04,2024-06-03,319
ORD01763,SKU072,WH03,2024-06-03,140
ORD01786,SKU015,WH05,2024-06-03,209
ORD01875,SKU056,WH04,2024-06-03,133
ORD01974,SKU032,WH03,2024-06-03,195
ORD02002,SKU123,WH04,2024-06-03,333
ORD00001,SKU176,WH02,2024-06-04,174
ORD00072,SKU310,WH05,2024-06-04,35
ORD00083,SKU090,WH01,2024-06-04,132
ORD00086,SKU182,WH04,2024-06-04,12
ORD00111,SKU312,WH02,2024-06-04,77
ORD00157,SKU030,WH03,2024-06-04,207
ORD00227,SKU156,WH03,2024-06-04,135
ORD00431,SKU070,WH03,2024-06-04,93
ORD00440,SKU205,WH02,2024-06-04,42
ORD00477,SKU143,WH01,2024-06-04,324
ORD00478,SKU342,WH01,2024-06-04,117
ORD00489,SKU250,WH03,2024-06-04,73
ORD00881,SKU369,WH03,2024-06-04,99
ORD00910,SKU398,WH02,2024-06-04,269
ORD01076,SKU217,WH04,2024-06-04,19
ORD01097,SKU068,WH04,2024-06-04,303
ORD01104,SKU064,WH04,2024-06-04,66
ORD01107,SKU330,WH04,2024-06-04,88
ORD01332,SKU016,WH02,2024-06-04,91
ORD01491,SKU078,WH01,2024-06-04,265
ORD01534,SKU008,WH03,2024-06-04,131
ORD01649,SKU176,WH02,2024-06-04,317
ORD01650,SKU252,WH02,2024-06-04,33
ORD01707,SKU093,WH04,2024-06-04,34
ORD01738,SKU232,WH02,2024-06-04,247
ORD01757,SKU050,WH01,2024-06-04,21
ORD02004,SKU175,WH04,2024-06-04,82
ORD02011,SKU097,WH05,2024-06-04,122
ORD00007,SKU061,WH02,2024-06-05,44
ORD00060,SKU254,WH01,2024-06-05,94
ORD00278,SKU024,WH01,2024-06-05,216
ORD00292,SKU347,WH05,2024-06-05,80
ORD00321,SKU382,WH01,2024-06-05,106
ORD00332,SKU321,WH05,2024-06-05,104
ORD00380,SKU353,WH02,2024-06-05,72
ORD00458,SKU052,WH01,2024-06-05,164
ORD00476,SKU173,WH03,2024-06-05,226
ORD00633,SKU088,WH04,2024-06-05,104
ORD00650,SKU090,WH02,2024-06-05,48
ORD00657,SKU055,WH01,2024-06-05,54
ORD00727,SKU392,WH05,2024-06-05,94
ORD00742,SKU338,WH02,2024-06-05,69
ORD00833,SKU254,WH05,2024-06-05,144
ORD00911,SKU298,WH03,2024-06-05,78
ORD00925,SKU333,WH04,2024-06-05,112
ORD00945,SKU088,WH04,2024-06-05,98
ORD00974,SKU171,WH01,2024-06-05,80
ORD00986,SKU210,WH01,2024-06-05,125
ORD01005,SKU149,WH03,2024-06-05,186
ORD01006,SKU125,WH03,2024-06-05,44
ORD01053,SKU220,WH02,2024-06-05,58
ORD01192,SKU250,WH04,2024-06-05,56
ORD01228,SKU071,WH04,2024-06-05,92
ORD01298,SKU196,WH04,2024-06-05,67
ORD01306,SKU224,WH05,2024-06-05,73
ORD01326,SKU044,WH01,2024-06-05,300
ORD01375,SKU352,WH05,2024-06-05,184
ORD01384,SKU389,WH05,2024-06-05,157
ORD01479,SKU353,WH05,2024-06-05,765
ORD01526,SKU147,WH02,2024-06-05,115
ORD01553,SKU376,WH02,2024-06-05,214
ORD01603,SKU173,WH05,2024-06-05,85
ORD01659,SKU160,WH03,2024-06-05,138
ORD01670,SKU129,WH02,2024-06-05,93
ORD01796,SKU194,WH04,2024-06-05,71
ORD01800,SKU039,WH05,2024-06-05,208
ORD01832,SKU022,WH03,2024-06-05,126
ORD01878,SKU198,WH05,2024-06-05,28
ORD01891,SKU132,WH02,2024-06-05,120
ORD01929,SKU363,WH01,2024-06-05,196
ORD01988,SKU008,WH03,2024-06-05,206
ORD00010,SKU196,WH05,2024-06-06,24
ORD00011,SKU135,WH05,2024-06-06,74
ORD00197,SKU234,WH04,2024-06-06,27
ORD00229,SKU141,WH04,2024-06-06,81
ORD00254,SKU160,WH01,2024-06-06,400
ORD00275,SKU092,WH02,2024-06-06,189
ORD00366,SKU298,WH03,2024-06-06,89
ORD00399,SKU077,WH01,2024-06-06,134
ORD00423,SKU127,WH03,2024-06-06,285
ORD00425,SKU289,WH05,2024-06-06,89
ORD00463,SKU303,WH01,2024-06-06,68
ORD00498,SKU325,WH02,2024-06-06,83
ORD00554,SKU379,WH01,2024-06-06,34
ORD00631,SKU297,WH02,2024-06-06,142
ORD00750,SKU150,WH04,2024-06-06,63
ORD00871,SKU251,WH03,2024-06-06,256
ORD00880,SKU362,WH03,2024-06-06,195
ORD00891,SKU139,WH01,2024-06-06,30
ORD00894,SKU232,WH03,2024-06-06,25
ORD00904,SKU261,WH02,2024-06-06,148
ORD00981,SKU335,WH03,2024-06-06,348
ORD01024,SKU313,WH02,2024-06-06,111
ORD01108,SKU147,WH02,2024-06-06,90
ORD01161,SKU391,WH03,2024-06-06,145
ORD01335,SKU148,WH05,2024-06-06,116
ORD01354,SKU059,WH04,2024-06-06,29
ORD01422,SKU309,WH04,2024-06-06,121
ORD01482,SKU176,WH03,2024-06-06,126
ORD01505,SKU314,WH02,2024-06-06,107
ORD01640,SKU192,WH02,2024-06-06,146
ORD01663,SKU280,WH01,2024-06-06,135
ORD01668,SKU053,WH04,2024-06-06,170
ORD01703,SKU185,WH02,2024-06-06,44
ORD01713,SKU130,WH01,2024-06-06,50
ORD01725,SKU155,WH04,2024-06-06,40
ORD01896,SKU194,WH05,2024-06-06,358
ORD01933,SKU230,WH05,2024-06-06,90
ORD01978,SKU292,WH02,2024-06-06,168
ORD01984,SKU180,WH05,2024-06-06,156
ORD02040,SKU179,WH05,2024-06-06,190
ORD02059,SKU255,WH01,2024-06-06,374
ORD00115,SKU148,WH04,2024-06-07,85
ORD00162,SKU029,WH05,2024-06-07,173
ORD00194,SKU371,WH01,2024-06-07,177
ORD00284,SKU200,WH05,2024-06-07,44
ORD00307,SKU177,WH04,2024-06-07,108
ORD00327,SKU059,WH04,2024-06-07,55
ORD00388,SKU198,WH03,2024-06-07,48
ORD00394,SKU005,WH05,2024-06-07,78
ORD00546,SKU192,WH01,2024-06-07,237
ORD00587,SKU206,WH03,2024-06-07,269
ORD00626,SKU162,WH05,2024-06-07,154
ORD00692,SKU019,WH05,2024-06-07,103
ORD00940,SKU202,WH03,2024-06-07,35
ORD01085,SKU242,WH03,2024-06-07,30
ORD01189,SKU290,WH05,2024-06-07,43
ORD01196,SKU141,WH03,2024-06-07,193
ORD01210,SKU096,WH05,2024-06-07,19
ORD01307,SKU384,WH01,2024-06-07,340
ORD01346,SKU111,WH02,2024-06-07,223
ORD01349,SKU234,WH03,2024-06-07,64
ORD01356,SKU141,WH05,2024-06-07,83
ORD01386,SKU202,WH05,2024-06-07,61
ORD01429,SKU221,WH02,2024-06-07,204
ORD01433,SKU399,WH01,2024-06-07,260
ORD01465,SKU163,WH03,2024-06-07,434
ORD01546,SKU222,WH05,2024-06-07,93
ORD01570,SKU362,WH05,2024-06-07,31
ORD01654,SKU283,WH02,2024-06-07,85
ORD01730,SKU076,WH02,2024-06-07,85
ORD01883,SKU187,WH04,2024-06-07,197
ORD00273,SKU072,WH05,2024-06-08,177
ORD00280,SKU105,WH04,2024-06-08,103
ORD00322,SKU070,WH04,2024-06-08,138
ORD00347,SKU195,WH03,2024-06-08,182
ORD00417,SKU383,WH05,2024-06-08,50
ORD00465,SKU144,WH03,2024-06-08,181
ORD00535,SKU257,WH03,2024-06-08,107
ORD00597,SKU011,WH03,2024-06-08,93
ORD00687,SKU328,WH01,2024-06-08,69
ORD00778,SKU331,WH04,2024-06-08,226
ORD00821,SKU036,WH02,2024-06-08,75
ORD00826,SKU281,WH02,2024-06-08,208
ORD00828,SKU342,WH05,2024-06-08,37
ORD00863,SKU071,WH03,2024-06-08,287
ORD00885,SKU242,WH01,2024-06-08,184
ORD00915,SKU369,WH01,2024-06-08,127
ORD01009,SKU266,WH04,2024-06-08,81
ORD01015,SKU274,WH01,2024-06-08,106
ORD01052,SKU265,WH02,2024-06-08,36
ORD01112,SKU165,WH03,2024-06-08,104
ORD01113,SKU394,WH05,2024-06-08,71
ORD01133,SKU267,WH03,2024-06-08,90
ORD01152,SKU281,WH01,2024-06-08,72
ORD01164,SKU051,WH01,2024-06-08,77
ORD01188,SKU254,WH05,2024-06-08,162
ORD01281,SKU044,WH01,2024-06-08,435
ORD01287,SKU054,WH02,2024-06-08,147
ORD01300,SKU115,WH04,2024-06-08,147
ORD01304,SKU212,WH02,2024-06-08,83
ORD01353,SKU247,WH02,2024-06-08,166
ORD01461,SKU284,WH03,2024-06-08,106
ORD01477,SKU088,WH01,2024-06-08,137
ORD01676,SKU369,WH02,2024-06-08,189
ORD01753,SKU295,WH04,2024-06-08,133
ORD01766,SKU094,WH01,2024-06-08,178
ORD01771,SKU119,WH02,2024-06-08,117
ORD01862,SKU303,WH04,2024-06-08,109
ORD01928,SKU028,WH05,2024-06-08,107
ORD00068,SKU178,WH04,2024-06-09,71
ORD00139,SKU268,WH04,2024-06-09,87
