po_id,warehouse_id,supplier_id,product_category,order_date,promised_delivery_date,amendment_date,ordered_quantity,unit_price_usd,order_value_usd,incoterms,priority,po_status,quantity_uom
PO-00917,AMER,SUP046,Raw Materials,2024-01-09,2024-01-22,2024-01-09,602.0,123.31,74232.62,DAP,Urgent,Closed,EA
PO-00918,AMER,SUP036,Electronics,2024-01-07,2024-01-14,2024-01-07,591.0,27.68,16358.88,FOB,Standard,Closed,EA
PO-00919,AMER,SUP023,MRO,2024-03-30,2024-04-23,2024-03-30,794.0,129.3,102664.2,DDP,Urgent,Closed,EA
PO-00920,AMER,SUP033,Assemblies,2024-01-16,2024-02-04,2024-01-16,164.0,13.51,2215.64,FOB,Urgent,Closed,EA
PO-00921,AMER,SUP028,Chemicals,2024-03-05,2024-03-31,2024-03-05,0.981,134530.0,131973.93,FOB,Urgent,Closed,MT
PO-00922,AMER,SUP048,Electronics,2024-01-10,2024-02-04,2024-01-10,194.0,21.93,4254.42,DAP,Standard,Closed,EA
PO-00923,AMER,SUP016,Assemblies,2024-01-05,2024-01-20,2024-01-05,168.0,7.99,1342.32,DAP,Urgent,Closed,EA
PO-00924,AMER,SUP045,MRO,2024-01-16,2024-01-27,2024-01-16,259.0,66.75,17288.25,EXW,Standard,Closed,EA
PO-00925,AMER,SUP047,Chemicals,2024-03-15,2024-04-11,2024-03-15,0.552,61300.0,33837.6,CIF,Standard,Closed,MT
PO-00926,AMER,SUP043,Raw Materials,2024-02-09,2024-02-25,2024-02-09,460.0,84.03,38653.8,DAP,Standard,Closed,EA
PO-00927,AMER,SUP057,Packaging,2024-02-03,2024-02-08,2024-02-03,177.0,87.72,15526.44,DAP,Urgent,Closed,EA
PO-00928,AMER,SUP017,Chemicals,2024-03-21,2024-04-04,2024-03-21,0.196,63210.0,12389.16,CIF,Urgent,Closed,MT
PO-00929,AMER,SUP002,MRO,2024-03-13,2024-03-23,2024-03-13,324.0,24.79,8031.96,DAP,Standard,Closed,EA
PO-00930,AMER,SUP007,Chemicals,2024-01-03,2024-01-12,2024-01-03,0.821,80900.0,66418.9,DDP,Standard,Closed,MT
PO-00931,AMER,SUP005,Raw Materials,2024-01-10,2024-02-03,2024-01-10,232.0,9.79,2271.28,EXW,Standard,Closed,EA
PO-00932,AMER,SUP032,Assemblies,2024-03-03,2024-03-26,2024-03-03,517.0,40.02,20690.34,CIF,Urgent,Closed,EA
PO-00933,AMER,SUP004,Packaging,2024-01-05,2024-01-12,2024-01-05,636.0,93.01,59154.36,DAP,Standard,Closed,EA
PO-00934,AMER,SUP002,Electronics,2024-01-05,2024-01-22,2024-01-05,657.0,25.24,16582.68,EXW,Standard,Closed,EA
PO-00935,AMER,SUP044,Packaging,2024-01-25,2024-02-18,2024-01-25,458.0,145.18,66492.44,DAP,Standard,Closed,EA
PO-00936,AMER,SUP037,MRO,2024-03-26,2024-04-13,2024-03-26,130.0,60.49,7863.7,CIF,Critical,Closed,EA
PO-00937,AMER,SUP029,Electronics,2024-01-07,2024-01-29,2024-01-07,417.0,24.11,10053.87,DAP,Standard,Closed,EA
PO-00938,AMER,SUP008,Assemblies,2024-02-15,2024-02-28,2024-02-15,703.0,54.55,38348.65,FOB,Standard,Closed,EA
PO-00939,AMER,SUP057,Raw Materials,2024-03-29,2024-04-03,2024-03-29,558.0,21.91,12225.78,CIF,Standard,Closed,EA
PO-00940,AMER,SUP017,Packaging,2024-01-27,2024-02-07,2024-01-27,363.0,40.8,14810.4,DAP,Standard,Closed,EA
PO-00941,AMER,SUP042,Chemicals,2024-01-15,2024-01-30,2024-01-15,0.23,27720.0,6375.6,FOB,Standard,Closed,MT
PO-00942,AMER,SUP024,Chemicals,2024-03-03,2024-03-22,2024-03-03,0.785,52320.0,41071.2,DAP,Urgent,Closed,MT
PO-00943,AMER,SUP012,Assemblies,2024-01-27,2024-02-17,2024-01-27,390.0,46.04,17955.6,EXW,Standard,Closed,EA
PO-00944,AMER,SUP017,Raw Materials,2024-02-16,2024-02-21,2024-02-16,53.0,140.07,7423.71,DDP,Standard,Closed,EA
PO-00945,AMER,SUP017,Electronics,2024-01-18,2024-02-05,2024-01-18,897.0,99.6,89341.2,DDP,Standard,Closed,EA
PO-00946,AMER,SUP040,Electronics,2024-01-01,2024-01-22,2024-01-01,982.0,66.59,65391.38,CIF,Standard,Closed,EA
PO-00947,AMER,SUP032,Assemblies,2024-01-21,2024-02-17,2024-01-21,722.0,57.08,41211.76,CIF,Standard,Closed,EA
PO-00948,AMER,SUP024,Chemicals,2024-03-29,2024-04-15,2024-03-29,0.821,100780.0,82740.38,FOB,Urgent,Closed,MT
PO-00949,AMER,SUP043,Raw Materials,2024-01-12,2024-01-23,2024-01-12,642.0,93.59,60084.78,DAP,Standard,Closed,EA
PO-00950,AMER,SUP047,MRO,2024-02-18,2024-03-05,2024-02-18,91.0,65.26,5938.66,DDP,Standard,Closed,EA
PO-00951,AMER,SUP004,Packaging,2024-03-28,2024-04-24,2024-03-28,531.0,77.26,41025.06,EXW,Standard,Closed,EA
PO-00952,AMER,SUP024,Assemblies,2024-03-17,2024-04-06,2024-03-17,426.0,47.04,20039.04,FOB,Urgent,Closed,EA
PO-00953,AMER,SUP021,Assemblies,2024-02-14,2024-03-07,2024-02-14,413.0,91.81,37917.53,CIF,Standard,Closed,EA
PO-00954,AMER,SUP023,MRO,2024-02-01,2024-02-21,2024-02-01,235.0,68.27,16043.45,EXW,Standard,Closed,EA
PO-00955,AMER,SUP034,Assemblies,2024-01-05,2024-01-13,2024-01-05,534.0,21.45,11454.3,EXW,Standard,Closed,EA
PO-00956,AMER,SUP028,Assemblies,2024-02-12,2024-02-26,2024-02-12,913.0,76.04,69424.52,DAP,Standard,Closed,EA
PO-00957,AMER,SUP038,Raw Materials,2024-01-09,2024-01-15,2024-01-09,450.0,101.96,45882.0,DAP,Standard,Closed,EA
PO-00958,AMER,SUP026,Raw Materials,2024-01-03,2024-01-12,2024-01-03,85.0,119.79,10182.15,FOB,Standard,Closed,EA
PO-00959,AMER,SUP022,Packaging,2024-02-27,2024-03-25,2024-02-27,636.0,59.9,38096.4,DAP,Standard,Closed,EA
PO-00960,AMER,SUP018,Assemblies,2024-01-29,2024-02-11,2024-01-29,917.0,138.37,126885.29,DDP,Standard,Closed,EA
PO-00961,AMER,SUP006,Electronics,2024-03-05,2024-03-15,2024-03-05,891.0,25.07,22337.37,FOB,Urgent,Closed,EA
PO-00962,AMER,SUP012,MRO,2024-02-03,2024-02-27,2024-02-03,120.0,121.16,14539.2,FOB,Standard,Closed,EA
PO-00963,AMER,SUP037,Raw Materials,2024-01-07,2024-01-17,2024-01-07,614.0,8.74,5366.36,FOB,Urgent,Closed,EA
PO-00964,AMER,SUP012,MRO,2024-02-29,2024-03-20,2024-02-29,763.0,13.6,10376.8,DDP,Standard,Closed,EA
PO-00965,AMER,SUP060,Chemicals,2024-02-11,2024-02-17,2024-02-11,0.847,86310.0,73104.57,EXW,Critical,Closed,MT
PO-00966,AMER,SUP031,Assemblies,2024-02-03,2024-02-28,2024-02-03,734.0,139.64,102495.76,DAP,Critical,Closed,EA
PO-00967,AMER,SUP019,Chemicals,2024-01-11,2024-02-03,2024-01-11,0.815,98430.0,80220.45,CIF,Critical,Closed,MT
PO-00968,AMER,SUP051,MRO,2024-03-26,2024-04-11,2024-03-26,545.0,28.47,15516.15,DDP,Standard,Closed,EA
PO-00969,AMER,SUP005,Assemblies,2024-02-10,2024-03-05,2024-02-10,382.0,107.87,41206.34,FOB,Urgent,Open,EA
PO-00970,AMER,SUP009,Raw Materials,2024-03-21,2024-03-29,2024-03-21,707.0,78.35,55393.45,EXW,Urgent,Closed,EA
PO-00971,AMER,SUP060,Chemicals,2024-02-28,2024-03-17,2024-02-28,0.269,59880.0,16107.72,DAP,Standard,Closed,MT
PO-00972,AMER,SUP051,Packaging,2024-02-04,2024-02-13,2024-02-04,855.0,88.96,76060.8,EXW,Standard,Closed,EA
PO-00973,AMER,SUP017,Assemblies,2024-01-08,2024-02-04,2024-01-08,534.0,73.08,39024.72,DDP,Standard,Closed,EA
PO-00974,AMER,SUP028,Electronics,2024-02-21,2024-03-04,2024-02-21,193.0,108.5,20940.5,DAP,Critical,Closed,EA
PO-00975,AMER,SUP025,Assemblies,2024-01-31,2024-02-15,2024-01-31,320.0,97.5,31200.0,DAP,Urgent,Closed,EA
PO-00976,AMER,SUP055,Raw Materials,2024-03-08,2024-03-28,2024-03-08,784.0,138.29,108419.36,DDP,Standard,Closed,EA
PO-00977,AMER,SUP021,Raw Materials,2024-03-21,2024-04-06,2024-03-21,362.0,141.7,51295.4,EXW,Standard,Closed,EA
PO-00978,AMER,SUP056,Assemblies,2024-01-13,2024-02-01,2024-01-13,544.0,23.71,12898.24,DAP,Standard,Closed,EA
PO-00979,AMER,SUP024,MRO,2024-01-22,2024-01-31,2024-01-22,576.0,106.8,61516.8,DAP,Standard,Open,EA
PO-00980,AMER,SUP051,MRO,2024-01-30,2024-02-20,2024-01-30,320.0,34.65,11088.0,CIF,Urgent,Closed,EA
PO-00981,AMER,SUP031,MRO,2024-03-15,2024-03-30,2024-03-15,721.0,131.44,94768.24,DDP,Urgent,Closed,EA
PO-00982,AMER,SUP032,Assemblies,2024-01-18,2024-02-12,2024-01-18,312.0,23.61,7366.32,DAP,Standard,Closed,EA
PO-00983,AMER,SUP060,MRO,2024-02-20,2024-03-10,2024-02-20,353.0,24.34,8592.02,DDP,Urgent,Closed,EA
PO-00984,AMER,SUP002,Assemblies,2024-02-12,2024-02-20,2024-02-12,579.0,122.98,71205.42,FOB,Standard,Closed,EA
PO-00985,AMER,SUP010,Electronics,2024-01-08,2024-01-25,2024-01-08,235.0,110.02,25854.7,DAP,Standard,Closed,EA
PO-00986,AMER,SUP026,Electronics,2024-01-12,2024-01-21,2024-01-12,67.0,114.99,7704.33,EXW,Critical,Closed,EA
PO-00987,AMER,SUP006,Raw Materials,2024-03-25,2024-04-02,2024-03-25,477.0,34.42,16418.34,DAP,Standard,Closed,EA
PO-00988,AMER,SUP042,Packaging,2024-02-26,2024-03-14,2024-02-26,686.0,118.51,81297.86,FOB,Standard,Closed,EA
PO-00989,AMER,SUP008,Assemblies,2024-01-22,2024-02-05,2024-01-22,493.0,24.79,12221.47,EXW,Standard,Closed,EA
PO-00990,AMER,SUP032,Raw Materials,2024-02-23,2024-03-20,2024-02-23,619.0,61.34,37969.46,EXW,Standard,Closed,EA
PO-00991,AMER,SUP045,Electronics,2024-01-23,2024-02-10,2024-01-23,520.0,137.08,71281.6,DAP,Urgent,Closed,EA
PO-00992,AMER,SUP015,Raw Materials,2024-01-02,2024-01-10,2024-01-02,706.0,72.95,51502.7,DDP,Urgent,Closed,EA
PO-00993,AMER,SUP056,Packaging,2024-01-05,2024-01-16,2024-01-05,516.0,44.66,23044.56,DDP,Urgent,Closed,EA
PO-00994,AMER,SUP049,Assemblies,2024-01-09,2024-01-30,2024-01-09,535.0,108.37,57977.95,CIF,Urgent,Closed,EA
PO-00995,AMER,SUP003,MRO,2024-03-04,2024-03-15,2024-03-04,578.0,129.02,74573.56,CIF,Urgent,Open,EA
PO-00996,AMER,SUP048,Chemicals,2024-03-12,2024-04-05,2024-03-12,0.431,93050.0,40104.55,DAP,Standard,Closed,MT
PO-00997,AMER,SUP055,MRO,2024-01-01,2024-01-07,2024-01-01,801.0,66.43,53210.43,CIF,Standard,Closed,EA
PO-00998,AMER,SUP060,Raw Materials,2024-01-09,2024-01-24,2024-01-09,875.0,111.56,97615.0,DAP,Urgent,Closed,EA
PO-00999,AMER,SUP028,MRO,2024-01-02,2024-01-22,2024-01-02,69.0,148.71,10260.99,CIF,Standard,Closed,EA
PO-01000,AMER,SUP020,Electronics,2024-02-22,2024-03-01,2024-02-22,856.0,6.78,5803.68,EXW,Standard,Closed,EA
PO-00001,EMEA,SUP041,Packaging,2024-01-22,2024-02-09,2024-01-22,920.0,52.41,48217.2,EXW,Urgent,Closed,EA
PO-00002,EMEA,SUP054,Chemicals,2024-01-19,2024-01-24,2024-01-19,0.946,11760.0,11124.96,EXW,Standard,Closed,MT
PO-00003,EMEA,SUP047,Packaging,2024-01-01,2024-01-09,2024-01-01,220.0,114.06,25093.2,FOB,Standard,Closed,EA
PO-00004,EMEA,SUP046,Raw Materials,2024-03-23,2024-04-11,2024-03-23,250.0,49.07,12267.5,DAP,Standard,Closed,EA
PO-00005,EMEA,SUP007,Packaging,2024-03-23,2024-04-02,2024-03-23,375.0,149.93,56223.75,CIF,Standard,Closed,EA
PO-00006,EMEA,SUP018,Packaging,2024-01-22,2024-01-28,2024-01-22,310.0,148.9,46159.0,DDP,Standard,Closed,EA
PO-00007,EMEA,SUP028,Raw Materials,2024-02-16,2024-02-24,2024-02-16,166.0,90.12,14959.92,EXW,Urgent,Closed,EA
PO-00008,EMEA,SUP010,Chemicals,2024-01-17,2024-01-27,2024-01-17,0.927,80110.0,74261.97,CIF,Urgent,Closed,MT
PO-00009,EMEA,SUP003,Packaging,2024-01-05,2024-01-22,2024-01-05,736.0,45.6,33561.6,DAP,Standard,Closed,EA
PO-00010,EMEA,SUP049,MRO,2024-03-25,2024-03-31,2024-03-25,202.0,60.24,12168.48,DAP,Standard,Closed,EA
PO-00011,EMEA,SUP008,Raw Materials,2024-03-01,2024-03-11,2024-03-01,480.0,56.15,26952.0,FOB,Critical,Closed,EA
PO-00012,EMEA,SUP044,Electronics,2024-03-25,2024-04-14,2024-03-25,597.0,77.75,46416.75,DDP,Urgent,Closed,EA
PO-00013,EMEA,SUP054,MRO,2024-01-03,2024-01-20,2024-01-03,663.0,92.93,61612.59,EXW,Standard,Closed,EA
PO-00014,EMEA,SUP025,MRO,2024-03-26,2024-04-17,2024-03-26,971.0,144.18,139998.78,DAP,Standard,Closed,EA
PO-00015,EMEA,SUP021,Electronics,2024-01-22,2024-01-31,2024-01-22,505.0,42.31,21366.55,FOB,Critical,Closed,EA
PO-00016,EMEA,SUP041,MRO,2024-01-30,2024-02-15,2024-01-30,291.0,105.48,30694.68,EXW,Urgent,Open,EA
PO-00017,EMEA,SUP047,MRO,2024-03-11,2024-03-24,2024-03-11,282.0,43.77,12343.14,FOB,Standard,Closed,EA
PO-00018,EMEA,SUP060,Chemicals,2024-03-18,2024-03-25,2024-03-18,0.308,28180.0,8679.44,DDP,Standard,Closed,MT
PO-00019,EMEA,SUP033,MRO,2024-01-10,2024-01-20,2024-01-10,153.0,6.47,989.91,DDP,Standard,Closed,EA
PO-00020,EMEA,SUP011,Packaging,2024-01-16,2024-01-23,2024-01-16,987.0,23.18,22878.66,EXW,Urgent,Closed,EA
PO-00021,EMEA,SUP035,Packaging,2024-01-02,2024-01-13,2024-01-02,818.0,44.63,36507.34,FOB,Standard,Closed,EA
PO-00022,EMEA,SUP060,MRO,2024-01-19,2024-02-13,2024-01-19,660.0,89.54,59096.4,CIF,Standard,Closed,EA
PO-00023,EMEA,SUP038,Packaging,2024-02-25,2024-03-02,2024-02-25,887.0,89.01,78951.87,DDP,Standard,Closed,EA
PO-00024,EMEA,SUP020,Electronics,2024-03-25,2024-04-15,2024-03-25,804.0,60.97,49019.88,FOB,Urgent,Closed,EA
PO-00025,EMEA,SUP045,Raw Materials,2024-03-09,2024-03-21,2024-03-09,647.0,19.49,12610.03,FOB,Standard,Closed,EA
PO-00026,EMEA,SUP045,Electronics,2024-01-16,2024-01-28,2024-01-16,678.0,148.44,100642.32,DDP,Standard,Closed,EA
PO-00027,EMEA,SUP008,Electronics,2024-03-24,2024-04-06,2024-03-24,620.0,144.02,89292.4,DDP,Standard,Closed,EA
PO-00028,EMEA,SUP020,Assemblies,2024-03-06,2024-03-31,2024-03-06,179.0,128.19,22946.01,CIF,Urgent,Closed,EA
PO-00029,EMEA,SUP005,Raw Materials,2024-03-27,2024-04-11,2024-03-27,232.0,127.49,29577.68,CIF,Standard,Closed,EA
PO-00030,EMEA,SUP039,MRO,2024-02-13,2024-02-28,2024-02-13,699.0,24.89,17398.11,EXW,Urgent,Closed,EA
PO-00031,EMEA,SUP036,MRO,2024-01-10,2024-01-25,2024-01-10,678.0,133.72,90662.16,EXW,Urgent,Closed,EA
PO-00032,EMEA,SUP002,MRO,2024-01-30,2024-02-12,2024-01-30,945.0,133.47,126129.15,EXW,Standard,Closed,EA
PO-00033,EMEA,SUP012,MRO,2024-03-11,2024-03-17,2024-03-11,898.0,123.63,111019.74,EXW,Standard,Closed,EA
PO-00034,EMEA,SUP030,Assemblies,2024-02-13,2024-02-20,2024-02-13,736.0,85.72,63089.92,CIF,Standard,Open,EA
PO-00035,EMEA,SUP021,MRO,2024-01-06,2024-01-13,2024-01-06,486.0,76.65,37251.9,FOB,Standard,Closed,EA
PO-00036,EMEA,SUP010,Assemblies,2024-02-09,2024-02-17,2024-02-09,197.0,129.17,25446.49,CIF,Standard,Closed,EA
PO-00037,EMEA,SUP038,Electronics,2024-02-04,2024-02-28,2024-02-04,753.0,126.88,95540.64,DDP,Standard,Closed,EA
PO-00038,EMEA,SUP024,Packaging,2024-01-02,2024-01-15,2024-01-02,447.0,23.75,10616.25,EXW,Standard,Closed,EA
PO-00039,EMEA,SUP009,Electronics,2024-01-23,2024-02-03,2024-01-23,765.0,88.8,67932.0,DAP,Standard,Closed,EA
PO-00040,EMEA,SUP028,Raw Materials,2024-01-20,2024-02-12,2024-01-20,143.0,146.67,20973.81,FOB,Standard,Closed,EA
PO-00041,EMEA,SUP018,Packaging,2024-02-05,2024-02-17,2024-02-05,619.0,57.51,35598.69,FOB,Standard,Closed,EA
PO-00042,EMEA,SUP023,Chemicals,2024-02-02,2024-02-09,2024-02-02,0.63,81250.0,51187.5,EXW,Standard,Closed,MT
PO-00043,EMEA,SUP002,MRO,2024-02-09,2024-02-20,2024-02-09,789.0,136.95,108053.55,EXW,Standard,Closed,EA
PO-00044,EMEA,SUP018,Assemblies,2024-01-27,2024-02-21,2024-01-27,443.0,40.29,17848.47,FOB,Standard,Closed,EA
PO-00045,EMEA,SUP040,Raw Materials,2024-03-28,2024-04-17,2024-03-28,351.0,98.22,34475.22,DAP,Standard,Closed,EA
PO-00046,EMEA,SUP003,Assemblies,2024-01-25,2024-02-08,2024-01-25,381.0,89.53,34110.93,EXW,Critical,Closed,EA
PO-00047,EMEA,SUP050,Packaging,2024-02-18,2024-03-02,2024-02-18,425.0,84.45,35891.25,CIF,Urgent,Closed,EA
PO-00048,EMEA,SUP035,Electronics,2024-01-07,2024-01-20,2024-01-07,636.0,13.82,8789.52,DDP,Standard,Closed,EA
PO-00049,EMEA,SUP043,MRO,2024-02-28,2024-03-20,2024-02-28,771.0,127.71,98464.41,CIF,Standard,Closed,EA
PO-00050,EMEA,SUP009,Electronics,2024-03-01,2024-03-19,2024-03-01,650.0,85.55,55607.5,DDP,Standard,Closed,EA
PO-00051,EMEA,SUP030,Packaging,2024-03-27,2024-04-04,2024-03-27,437.0,101.28,44259.36,EXW,Standard,Closed,EA
PO-00052,EMEA,SUP046,Chemicals,2024-01-25,2024-02-16,2024-01-25,0.55,142760.0,78518.0,EXW,Urgent,Closed,MT
PO-00053,EMEA,SUP005,Chemicals,2024-02-27,2024-03-09,2024-02-27,0.371,20340.0,7546.14,EXW,Standard,Closed,MT
PO-00054,EMEA,SUP008,MRO,2024-02-23,2024-03-03,2024-02-23,167.0,145.52,24301.84,DDP,Critical,Closed,EA
PO-00055,EMEA,SUP047,Chemicals,2024-02-12,2024-02-17,2024-02-12,0.596,85960.0,51232.16,FOB,Urgent,Closed,MT
PO-00056,EMEA,SUP046,Raw Materials,2024-01-09,2024-01-31,2024-01-09,519.0,94.67,49133.73,CIF,Critical,Closed,EA
PO-00057,EMEA,SUP016,MRO,2024-03-24,2024-04-01,2024-03-24,103.0,97.24,10015.72,DAP,Urgent,Closed,EA
PO-00058,EMEA,SUP006,Packaging,2024-02-16,2024-03-14,2024-02-16,737.0,54.19,39938.03,DDP,Standard,Closed,EA
PO-00059,EMEA,SUP035,MRO,2024-01-08,2024-01-22,2024-01-08,241.0,143.26,34525.66,DAP,Standard,Closed,EA
PO-00060,EMEA,SUP020,Chemicals,2024-02-12,2024-02-26,2024-02-12,0.182,53850.0,9800.7,CIF,Standard,Closed,MT
PO-00061,EMEA,SUP020,MRO,2024-01-21,2024-01-28,2024-01-21,256.0,136.33,34900.48,FOB,Standard,Closed,EA
PO-00062,EMEA,SUP018,MRO,2024-01-28,2024-02-10,2024-01-28,542.0,11.3,6124.6,DDP,Standard,Closed,EA
PO-00063,EMEA,SUP020,Raw Materials,2024-02-04,2024-02-22,2024-02-04,466.0,55.77,25988.82,CIF,Standard,Closed,EA
PO-00064,EMEA,SUP044,Assemblies,2024-03-22,2024-04-03,2024-03-22,694.0,20.76,14407.44,FOB,Standard,Closed,EA
PO-00065,EMEA,SUP044,Assemblies,2024-01-09,2024-02-01,2024-01-09,941.0,143.77,135287.57,EXW,Standard,Closed,EA
PO-00066,EMEA,SUP017,Assemblies,2024-02-10,2024-02-29,2024-02-10,641.0,51.66,33114.06,FOB,Standard,Closed,EA
PO-00067,EMEA,SUP050,Assemblies,2024-01-10,2024-01-17,2024-01-10,930.0,7.01,6519.3,DDP,Critical,Closed,EA
PO-00068,EMEA,SUP044,Raw Materials,2024-03-11,2024-03-28,2024-03-11,711.0,50.99,36253.89,EXW,Urgent,Closed,EA
PO-00069,EMEA,SUP049,MRO,2024-03-16,2024-04-08,2024-03-16,988.0,58.7,57995.6,DDP,Standard,Closed,EA
PO-00070,EMEA,SUP005,Assemblies,2024-02-08,2024-03-01,2024-02-08,762.0,133.43,101673.66,CIF,Standard,Closed,EA
PO-00071,EMEA,SUP037,Electronics,2024-03-04,2024-03-22,2024-03-04,764.0,119.7,91450.8,EXW,Standard,Closed,EA
PO-00072,EMEA,SUP021,Raw Materials,2024-01-21,2024-01-29,2024-01-21,297.0,137.26,40766.22,CIF,Critical,Closed,EA
PO-00073,EMEA,SUP058,Chemicals,2024-02-07,2024-02-28,2024-02-07,0.595,106050.0,63099.75,DDP,Urgent,Closed,MT
PO-00074,EMEA,SUP039,Packaging,2024-03-21,2024-04-07,2024-03-21,114.0,44.27,5046.78,DDP,Standard,Closed,EA
PO-00075,EMEA,SUP058,Assemblies,2024-01-27,2024-02-14,2024-01-27,413.0,117.21,48407.73,DDP,Urgent,Closed,EA
PO-00076,EMEA,SUP060,MRO,2024-03-17,2024-04-11,2024-03-17,616.0,145.23,89461.68,FOB,Standard,Closed,EA
PO-00077,EMEA,SUP016,Raw Materials,2024-01-03,2024-01-18,2024-01-03,324.0,84.76,27462.24,CIF,Critical,Closed,EA
PO-00078,EMEA,SUP047,Chemicals,2024-01-31,2024-02-09,2024-01-31,0.598,62420.0,37327.16,FOB,Standard,Closed,MT
PO-00079,EMEA,SUP032,Chemicals,2024-03-18,2024-03-26,2024-03-18,0.618,87270.0,53932.86,DDP,Standard,Closed,MT
PO-00080,EMEA,SUP018,Chemicals,2024-03-17,2024-04-12,2024-03-17,0.583,8940.0,5212.02,DAP,Standard,Closed,MT
PO-00081,EMEA,SUP038,Electronics,2024-01-01,2024-01-22,2024-01-01,971.0,145.01,140804.71,CIF,Urgent,Closed,EA
PO-00082,EMEA,SUP012,Raw Materials,2024-03-30,2024-04-18,2024-03-30,618.0,12.91,7978.38,FOB,Standard,Closed,EA
PO-00083,EMEA,SUP046,Chemicals,2024-01-07,2024-01-17,2024-01-07,0.912,80200.0,73142.4,DDP,Urgent,Closed,MT
PO-00084,EMEA,SUP054,MRO,2024-02-17,2024-03-02,2024-02-17,871.0,112.6,98074.6,DDP,Critical,Closed,EA
PO-00085,EMEA,SUP001,Assemblies,2024-01-18,2024-02-04,2024-01-18,896.0,70.9,63526.4,DAP,Standard,Closed,EA
PO-00086,EMEA,SUP033,Electronics,2024-02-22,2024-03-10,2024-02-22,120.0,146.6,17592.0,FOB,Urgent,Closed,EA
PO-00087,EMEA,SUP031,Electronics,2024-03-15,2024-04-11,2024-03-15,412.0,8.96,3691.52,FOB,Standard,Open,EA
PO-00088,EMEA,SUP049,Electronics,2024-02-16,2024-03-14,2024-02-16,370.0,74.99,27746.3,FOB,Standard,Closed,EA
PO-00089,EMEA,SUP040,Chemicals,2024-01-08,2024-01-18,2024-01-08,0.632,135460.0,85610.72,FOB,Standard,Closed,MT
PO-00090,EMEA,SUP032,Packaging,2024-02-11,2024-02-18,2024-02-11,207.0,95.76,19822.32,FOB,Urgent,Closed,EA
PO-00091,EMEA,SUP007,MRO,2024-01-21,2024-02-16,2024-01-21,677.0,33.62,22760.74,FOB,Standard,Open,EA
PO-00092,EMEA,SUP010,MRO,2024-03-30,2024-04-26,2024-03-30,413.0,52.24,21575.12,EXW,Standard,Open,EA
PO-00093,EMEA,SUP032,Raw Materials,2024-01-31,2024-02-10,2024-01-31,401.0,67.26,26971.26,FOB,Standard,Closed,EA
PO-00094,EMEA,SUP057,MRO,2024-03-22,2024-03-30,2024-03-22,605.0,63.96,38695.8,FOB,Standard,Closed,EA
PO-00095,EMEA,SUP024,Assemblies,2024-01-14,2024-01-20,2024-01-14,408.0,122.48,49971.84,DDP,Critical,Closed,EA
PO-00096,EMEA,SUP006,Electronics,2024-01-02,2024-01-23,2024-01-02,682.0,36.47,24872.54,CIF,Standard,Closed,EA
PO-00097,EMEA,SUP049,MRO,2024-02-05,2024-02-20,2024-02-05,266.0,149.05,39647.3,FOB,Critical,Closed,EA
PO-00098,EMEA,SUP024,Assemblies,2024-01-24,2024-02-17,2024-01-24,805.0,35.18,28319.9,DDP,Urgent,Closed,EA
PO-00099,EMEA,SUP007,MRO,2024-01-20,2024-01-31,2024-01-20,222.0,52.58,11672.76,EXW,Standard,Closed,EA
PO-00100,EMEA,SUP055,Electronics,2024-02-15,2024-03-08,2024-02-15,693.0,43.21,29944.53,EXW,Standard,Closed,EA
PO-00101,EMEA,SUP051,Chemicals,2024-03-12,2024-03-17,2024-03-12,0.372,42140.0,15676.08,EXW,Standard,Closed,MT
PO-00102,EMEA,SUP058,Raw Materials,2024-02-02,2024-02-08,2024-02-02,659.0,87.39,57590.01,CIF,Standard,Open,EA
PO-00103,EMEA,SUP043,Chemicals,2024-02-21,2024-03-10,2024-02-21,0.695,82050.0,57024.75,DAP,Urgent,Closed,MT
PO-00104,EMEA,SUP054,Chemicals,2024-02-10,2024-03-01,2024-02-10,0.268,99520.0,26671.36,CIF,Standard,Open,MT
PO-00105,EMEA,SUP014,Assemblies,2024-02-22,2024-03-17,2024-02-22,326.0,149.67,48792.42,CIF,Standard,Closed,EA
PO-00106,EMEA,SUP059,Assemblies,2024-02-09,2024-02-21,2024-02-09,478.0,101.51,48521.78,FOB,Standard,Closed,EA
PO-00107,EMEA,SUP034,Packaging,2024-02-12,2024-03-03,2024-02-12,179.0,38.75,6936.25,DDP,Standard,Closed,EA
PO-00108,EMEA,SUP015,Chemicals,2024-01-31,2024-02-21,2024-01-31,0.777,18760.0,14576.52,DAP,Urgent,Closed,MT
PO-00109,EMEA,SUP022,Packaging,2024-02-01,2024-02-23,2024-02-01,742.0,92.13,68360.46,EXW,Urgent,Open,EA
PO-00110,EMEA,SUP055,MRO,2024-03-17,2024-04-04,2024-03-17,819.0,112.92,92481.48,DAP,Critical,Closed,EA
PO-00111,EMEA,SUP060,Packaging,2024-01-12,2024-01-20,2024-01-12,607.0,70.15,42581.05,EXW,Urgent,Closed,EA
PO-00112,EMEA,SUP021,MRO,2024-01-06,2024-01-20,2024-01-06,732.0,33.54,24551.28,EXW,Standard,Closed,EA
PO-00113,EMEA,SUP010,Assemblies,2024-01-24,2024-02-10,2024-01-24,749.0,99.18,74285.82,CIF,Standard,Closed,EA
