inspection_id,delivery_id,po_id,warehouse_id,inspector_id,inspection_date,defect_count,sample_size,inspection_result,defect_category,corrective_action_required
QI000308,DLV000522,PO-00522,AMER,INS001,2024-02-23,3,29,Fail,None,False
QI000309,DLV000524,PO-00524,AMER,INS001,2024-02-29,4,22,Fail,None,False
QI000310,DLV000526,PO-00526,AMER,INS015,2024-03-11,3,17,Fail,Critical,False
QI000311,DLV000527,PO-00527,AMER,INS001,2024-01-26,5,50,Fail,Functional,True
QI000312,DLV000528,PO-00528,AMER,INS019,2024-02-16,6,18,Fail,None,True
QI000313,DLV000531,PO-00531,AMER,INS014,2024-02-03,6,21,Fail,None,True
QI000314,DLV000534,PO-00534,AMER,INS002,2024-01-17,2,21,Pass,None,False
QI000315,DLV000535,PO-00535,AMER,INS011,2024-01-20,3,30,Fail,None,False
QI000316,DLV000536,PO-00536,AMER,INS016,2024-02-27,4,16,Fail,None,False
QI000317,DLV000537,PO-00537,AMER,INS006,2024-02-05,7,32,Fail,None,True
QI000318,DLV000548,PO-00548,AMER,INS001,2024-03-06,7,19,Fail,Cosmetic,True
QI000319,DLV000549,PO-00549,AMER,INS001,2024-03-31,6,22,Fail,None,True
QI000320,DLV000551,PO-00551,AMER,INS012,2024-03-27,6,46,Fail,Cosmetic,True
QI000321,DLV000552,PO-00552,AMER,INS001,2024-02-28,1,26,Pass,None,False
QI000322,DLV000553,PO-00553,AMER,INS001,2024-02-12,4,24,Fail,Critical,False
QI000323,DLV000554,PO-00554,AMER,INS005,2024-02-06,1,30,Pass,Cosmetic,False
QI000324,DLV000555,PO-00555,AMER,INS020,2024-02-21,6,47,Fail,None,True
QI000325,DLV000556,PO-00556,AMER,INS014,2024-02-20,3,43,Fail,Functional,False
QI000326,DLV000559,PO-00559,AMER,INS016,2024-04-19,6,47,Fail,None,True
QI000327,DLV000560,PO-00560,AMER,INS020,2024-02-10,4,31,Fail,None,False
QI000328,DLV000561,PO-00561,AMER,INS011,2024-03-28,5,17,Fail,None,True
QI000329,DLV000562,PO-00562,AMER,INS008,2024-02-01,6,14,Fail,Functional,True
QI000330,DLV000565,PO-00565,AMER,INS015,2024-03-19,3,25,Fail,None,False
QI000331,DLV000566,PO-00566,AMER,INS011,2024-02-19,4,45,Fail,None,False
QI000332,DLV000570,PO-00570,AMER,INS016,2024-02-12,2,12,Pass,Functional,False
QI000333,DLV000571,PO-00571,AMER,INS014,2024-02-12,1,34,Pass,Cosmetic,False
QI000334,DLV000572,PO-00572,AMER,INS013,2024-02-12,6,15,Fail,None,True
QI000335,DLV000573,PO-00573,AMER,INS007,2024-02-25,0,20,Pass,None,False
QI000336,DLV000575,PO-00575,AMER,INS007,2024-04-09,2,34,Pass,None,False
QI000337,DLV000580,PO-00580,AMER,INS009,2024-03-10,5,11,Fail,None,True
QI000338,DLV000583,PO-00583,AMER,INS003,2024-04-03,2,29,Pass,Cosmetic,False
QI000339,DLV000584,PO-00584,AMER,INS010,2024-02-09,7,46,Fail,Cosmetic,True
QI000340,DLV000585,PO-00585,AMER,INS003,2024-02-11,4,45,Fail,None,False
QI000341,DLV000586,PO-00586,AMER,INS007,2024-01-17,6,30,Fail,None,True
QI000342,DLV000588,PO-00588,AMER,INS016,2024-02-15,4,29,Fail,Cosmetic,False
QI000343,DLV000589,PO-00589,AMER,INS016,2024-01-20,6,45,Fail,None,True
QI000344,DLV000592,PO-00592,AMER,INS011,2024-02-14,5,18,Fail,None,True
QI000345,DLV000595,PO-00595,AMER,INS005,2024-02-16,2,44,Pass,Cosmetic,False
QI000346,DLV000596,PO-00596,AMER,INS002,2024-01-27,1,32,Pass,Critical,False
QI000347,DLV000597,PO-00597,AMER,INS002,2024-01-24,6,43,Fail,Cosmetic,True
QI000348,DLV000600,PO-00600,AMER,INS018,2024-02-27,1,22,Pass,Cosmetic,False
QI000349,DLV000602,PO-00602,AMER,INS004,2024-04-18,6,11,Fail,None,True
QI000350,DLV000604,PO-00604,AMER,INS001,2024-03-27,3,34,Fail,None,False
QI000351,DLV000605,PO-00605,AMER,INS012,2024-03-16,3,17,Fail,Cosmetic,False
QI000352,DLV000608,PO-00608,AMER,INS020,2024-03-03,0,13,Pass,None,False
QI000353,DLV000610,PO-00610,AMER,INS010,2024-03-19,7,41,Fail,Cosmetic,True
QI000354,DLV000612,PO-00612,AMER,INS013,2024-02-26,6,20,Fail,None,True
QI000355,DLV000613,PO-00613,AMER,INS004,2024-03-25,0,22,Pass,None,False
QI000356,DLV000614,PO-00614,AMER,INS019,2024-02-23,1,35,Pass,Cosmetic,False
QI000357,DLV000615,PO-00615,AMER,INS011,2024-03-31,6,37,Fail,None,True
QI000358,DLV000616,PO-00616,AMER,INS002,2024-03-14,5,47,Fail,Cosmetic,True
QI000359,DLV000617,PO-00617,AMER,INS015,2024-02-25,1,18,Pass,None,False
QI000360,DLV000619,PO-00619,AMER,INS001,2024-02-22,1,22,Pass,Cosmetic,False
QI000361,DLV000621,PO-00621,AMER,INS017,2024-01-29,7,38,Fail,None,True
QI000362,DLV000625,PO-00625,AMER,INS020,2024-01-31,6,43,Fail,None,True
QI000363,DLV000629,PO-00629,AMER,INS015,2024-03-29,0,18,Pass,Cosmetic,False
QI000364,DLV000633,PO-00633,AMER,INS015,2024-02-10,6,19,Fail,None,True
QI000365,DLV000634,PO-00634,AMER,INS008,2024-02-09,4,13,Fail,None,False
QI000366,DLV000636,PO-00636,AMER,INS003,2024-01-16,3,30,Fail,Critical,False
QI000367,DLV000638,PO-00638,AMER,INS004,2024-02-17,0,20,Pass,None,False
QI000368,DLV000640,PO-00640,AMER,INS017,2024-02-27,0,50,Pass,None,False
QI000369,DLV000641,PO-00641,AMER,INS001,2024-04-25,4,10,Fail,None,False
QI000370,DLV000643,PO-00643,AMER,INS017,2024-03-04,7,47,Fail,Cosmetic,True
QI000371,DLV000644,PO-00644,AMER,INS004,2024-03-07,7,32,Fail,Critical,True
QI000372,DLV000646,PO-00646,AMER,INS011,2024-02-07,6,43,Fail,None,True
QI000373,DLV000647,PO-00647,AMER,INS002,2024-04-02,6,34,Fail,None,True
QI000374,DLV000648,PO-00648,AMER,INS002,2024-02-18,7,46,Fail,None,True
QI000375,DLV000649,PO-00649,AMER,INS009,2024-03-03,4,19,Fail,None,False
QI000376,DLV000655,PO-00655,AMER,INS012,2024-03-29,5,42,Fail,None,True
QI000377,DLV000661,PO-00661,AMER,INS017,2024-03-30,7,32,Fail,Functional,True
QI000378,DLV000662,PO-00662,AMER,INS008,2024-02-12,4,43,Fail,None,False
QI000379,DLV000663,PO-00663,AMER,INS007,2024-02-04,0,30,Pass,None,False
QI000380,DLV000666,PO-00666,AMER,INS015,2024-02-08,5,22,Fail,None,True
QI000381,DLV000667,PO-00667,AMER,INS011,2024-02-29,7,36,Fail,None,True
QI000382,DLV000668,PO-00668,AMER,INS013,2024-02-07,6,43,Fail,None,True
QI000383,DLV000669,PO-00669,AMER,INS008,2024-02-23,4,45,Fail,None,False
QI000384,DLV000670,PO-00670,AMER,INS012,2024-04-09,0,12,Pass,Cosmetic,False
QI000385,DLV000672,PO-00672,AMER,INS007,2024-04-20,0,47,Pass,None,False
QI000386,DLV000676,PO-00676,AMER,INS012,2024-02-10,1,49,Pass,None,False
QI000387,DLV000677,PO-00677,AMER,INS018,2024-02-12,1,30,Pass,Functional,False
QI000388,DLV000678,PO-00678,AMER,INS018,2024-04-03,0,45,Pass,Cosmetic,False
QI000389,DLV000679,PO-00679,AMER,INS010,2024-02-18,5,14,Fail,None,True
QI000390,DLV000680,PO-00680,AMER,INS018,2024-03-05,5,29,Fail,None,True
QI000391,DLV000681,PO-00681,AMER,INS019,2024-02-21,2,45,Pass,None,False
QI000392,DLV000683,PO-00683,AMER,INS020,2024-03-14,2,48,Pass,None,False
QI000393,DLV000685,PO-00685,AMER,INS012,2024-01-18,1,26,Pass,Cosmetic,False
QI000394,DLV000686,PO-00686,AMER,INS002,2024-02-02,4,10,Fail,None,False
QI000395,DLV000687,PO-00687,AMER,INS001,2024-03-28,5,47,Fail,Functional,True
QI000396,DLV000688,PO-00688,AMER,INS017,2024-03-13,6,44,Fail,None,True
QI000397,DLV000689,PO-00689,AMER,INS006,2024-03-28,4,49,Fail,Cosmetic,False
QI000398,DLV000691,PO-00691,AMER,INS003,2024-02-02,7,25,Fail,None,True
QI000399,DLV000692,PO-00692,AMER,INS013,2024-04-07,2,23,Pass,None,False
QI000400,DLV000693,PO-00693,AMER,INS017,2024-04-16,2,49,Pass,None,False
QI000401,DLV000694,PO-00694,AMER,INS006,2024-04-28,6,35,Fail,Cosmetic,True
QI000402,DLV000699,PO-00699,AMER,INS013,2024-03-15,5,35,Fail,None,True
QI000403,DLV000700,PO-00700,AMER,INS012,2024-03-05,1,44,Pass,None,False
QI000404,DLV000701,PO-00701,AMER,INS005,2024-03-21,2,41,Pass,None,False
QI000405,DLV000709,PO-00709,AMER,INS001,2024-02-18,7,31,Fail,None,True
QI000406,DLV000710,PO-00710,AMER,INS005,2024-02-09,3,26,Fail,None,False
QI000407,DLV000711,PO-00711,AMER,INS019,2024-03-08,3,36,Fail,None,False
QI000408,DLV000712,PO-00712,AMER,INS015,2024-02-29,5,43,Fail,None,True
QI000409,DLV000713,PO-00713,AMER,INS003,2024-02-14,3,16,Fail,None,False
QI000410,DLV000715,PO-00715,AMER,INS019,2024-03-14,0,32,Pass,None,False
QI000411,DLV000716,PO-00716,AMER,INS014,2024-02-06,4,17,Fail,None,False
QI000412,DLV000717,PO-00717,AMER,INS005,2024-02-14,6,33,Fail,None,True
QI000413,DLV000718,PO-00718,AMER,INS018,2024-03-18,7,18,Fail,None,True
QI000414,DLV000720,PO-00720,AMER,INS018,2024-03-12,5,49,Fail,None,True
QI000415,DLV000721,PO-00721,AMER,INS020,2024-04-24,5,50,Fail,Functional,True
QI000416,DLV000722,PO-00722,AMER,INS006,2024-03-07,0,25,Pass,None,False
QI000417,DLV000724,PO-00724,AMER,INS005,2024-02-08,3,50,Fail,None,False
QI000418,DLV000725,PO-00725,AMER,INS015,2024-04-14,0,32,Pass,Critical,False
QI000419,DLV000726,PO-00726,AMER,INS020,2024-04-05,5,39,Fail,Critical,True
QI000420,DLV000727,PO-00727,AMER,INS004,2024-04-23,0,50,Pass,None,False
QI000421,DLV000729,PO-00729,AMER,INS009,2024-03-27,4,27,Fail,Functional,False
QI000422,DLV000730,PO-00730,AMER,INS012,2024-04-07,0,16,Pass,None,False
QI000423,DLV000732,PO-00732,AMER,INS019,2024-03-28,1,29,Pass,None,False
QI000424,DLV000733,PO-00733,AMER,INS015,2024-04-11,6,42,Fail,None,True
QI000425,DLV000735,PO-00735,AMER,INS002,2024-02-19,2,47,Pass,None,False
QI000426,DLV000736,PO-00736,AMER,INS019,2024-03-05,1,36,Pass,None,False
QI000427,DLV000737,PO-00737,AMER,INS010,2024-01-29,7,11,Fail,None,True
QI000428,DLV000740,PO-00740,AMER,INS019,2024-02-15,4,37,Fail,Critical,False
QI000429,DLV000742,PO-00742,AMER,INS006,2024-03-04,2,27,Pass,None,False
QI000430,DLV000743,PO-00743,AMER,INS018,2024-04-14,4,44,Fail,Functional,False
QI000431,DLV000745,PO-00745,AMER,INS019,2024-02-10,0,49,Pass,Critical,False
QI000432,DLV000746,PO-00746,AMER,INS011,2024-02-06,1,46,Pass,Critical,False
QI000433,DLV000747,PO-00747,AMER,INS017,2024-04-12,6,47,Fail,None,True
QI000434,DLV000755,PO-00755,AMER,INS007,2024-02-05,4,34,Fail,None,False
QI000435,DLV000757,PO-00757,AMER,INS010,2024-03-28,1,35,Pass,None,False
QI000436,DLV000758,PO-00758,AMER,INS015,2024-04-14,0,29,Pass,None,False
QI000437,DLV000761,PO-00761,AMER,INS011,2024-03-09,4,36,Fail,None,False
QI000438,DLV000762,PO-00762,AMER,INS010,2024-02-04,6,30,Fail,None,True
QI000439,DLV000764,PO-00764,AMER,INS002,2024-02-12,0,42,Pass,None,False
QI000440,DLV000765,PO-00765,AMER,INS014,2024-03-31,2,27,Pass,Critical,False
QI000441,DLV000766,PO-00766,AMER,INS003,2024-02-08,2,47,Pass,None,False
QI000442,DLV000767,PO-00767,AMER,INS006,2024-02-29,0,26,Pass,Cosmetic,False
QI000443,DLV000768,PO-00768,AMER,INS008,2024-03-19,6,41,Fail,Functional,True
QI000444,DLV000769,PO-00769,AMER,INS004,2024-05-10,5,11,Fail,None,True
QI000445,DLV000771,PO-00771,AMER,INS004,2024-03-07,5,26,Fail,None,True
QI000446,DLV000772,PO-00772,AMER,INS020,2024-02-22,5,44,Fail,Critical,True
QI000447,DLV000773,PO-00773,AMER,INS007,2024-02-25,0,19,Pass,None,False
QI000448,DLV000774,PO-00774,AMER,INS004,2024-02-02,3,22,Fail,None,False
QI000449,DLV000776,PO-00776,AMER,INS003,2024-02-29,0,50,Pass,Functional,False
QI000450,DLV000778,PO-00778,AMER,INS007,2024-04-09,5,19,Fail,None,True
QI000451,DLV000780,PO-00780,AMER,INS002,2024-03-08,0,17,Pass,None,False
QI000452,DLV000782,PO-00782,AMER,INS016,2024-03-18,7,41,Fail,None,True
QI000453,DLV000784,PO-00784,AMER,INS013,2024-03-13,0,11,Pass,None,False
QI000454,DLV000785,PO-00785,AMER,INS006,2024-03-02,6,21,Fail,Functional,True
QI000455,DLV000786,PO-00786,AMER,INS014,2024-02-27,0,35,Pass,Functional,False
QI000456,DLV000788,PO-00788,AMER,INS016,2024-02-14,0,24,Pass,Cosmetic,False
QI000457,DLV000790,PO-00790,AMER,INS013,2024-03-22,4,40,Fail,None,False
QI000458,DLV000791,PO-00791,AMER,INS007,2024-01-18,5,43,Fail,None,True
QI000459,DLV000793,PO-00793,AMER,INS007,2024-03-18,0,33,Pass,Cosmetic,False
QI000460,DLV000794,PO-00794,AMER,INS004,2024-04-21,2,32,Pass,Cosmetic,False
QI000461,DLV000796,PO-00796,AMER,INS013,2024-04-21,3,37,Fail,None,False
QI000462,DLV000798,PO-00798,AMER,INS001,2024-02-06,7,40,Fail,None,True
QI000463,DLV000800,PO-00800,AMER,INS001,2024-04-18,7,47,Fail,None,True
QI000464,DLV000803,PO-00803,AMER,INS011,2024-04-03,1,16,Pass,None,False
QI000465,DLV000804,PO-00804,AMER,INS013,2024-04-17,3,13,Fail,Cosmetic,False
QI000466,DLV000805,PO-00805,AMER,INS003,2024-03-23,0,29,Pass,None,False
QI000467,DLV000807,PO-00807,AMER,INS008,2024-04-14,0,20,Pass,Functional,False
QI000468,DLV000808,PO-00808,AMER,INS017,2024-04-06,7,17,Fail,None,True
QI000469,DLV000809,PO-00809,AMER,INS004,2024-02-04,7,36,Fail,Cosmetic,True
QI000470,DLV000810,PO-00810,AMER,INS007,2024-03-06,4,38,Fail,None,False
QI000471,DLV000811,PO-00811,AMER,INS008,2024-02-16,5,33,Fail,Cosmetic,True
QI000472,DLV000814,PO-00814,AMER,INS009,2024-02-10,7,48,Fail,None,True
QI000473,DLV000817,PO-00817,AMER,INS015,2024-01-25,5,30,Fail,Critical,True
QI000474,DLV000818,PO-00818,AMER,INS008,2024-02-14,3,13,Fail,Cosmetic,False
QI000475,DLV000819,PO-00819,AMER,INS006,2024-01-18,0,37,Pass,None,False
QI000476,DLV000825,PO-00825,AMER,INS019,2024-03-18,2,21,Pass,None,False
QI000477,DLV000826,PO-00826,AMER,INS012,2024-01-26,2,29,Pass,None,False
QI000478,DLV000827,PO-00827,AMER,INS016,2024-02-26,3,42,Fail,None,False
QI000479,DLV000830,PO-00830,AMER,INS015,2024-04-06,4,46,Fail,None,False
QI000480,DLV000831,PO-00831,AMER,INS016,2024-04-26,2,17,Pass,None,False
QI000481,DLV000832,PO-00832,AMER,INS006,2024-01-30,5,43,Fail,Functional,True
QI000482,DLV000834,PO-00834,AMER,INS016,2024-01-19,2,34,Pass,None,False
QI000483,DLV000835,PO-00835,AMER,INS007,2024-03-23,0,29,Pass,None,False
QI000484,DLV000838,PO-00838,AMER,INS001,2024-01-14,0,17,Pass,None,False
QI000485,DLV000840,PO-00840,AMER,INS015,2024-02-03,5,22,Fail,None,True
QI000486,DLV000842,PO-00842,AMER,INS016,2024-02-28,0,40,Pass,None,False
QI000487,DLV000843,PO-00843,AMER,INS001,2024-04-04,4,48,Fail,None,False
QI000488,DLV000845,PO-00845,AMER,INS006,2024-03-14,7,35,Fail,None,True
QI000489,DLV000847,PO-00847,AMER,INS012,2024-02-27,3,32,Fail,None,False
QI000490,DLV000848,PO-00848,AMER,INS016,2024-03-07,5,17,Fail,None,True
QI000491,DLV000850,PO-00850,AMER,INS002,2024-04-04,4,43,Fail,Functional,False
QI000492,DLV000851,PO-00851,AMER,INS008,2024-03-06,3,20,Fail,None,False
QI000493,DLV000852,PO-00852,AMER,INS004,2024-03-09,4,13,Fail,Cosmetic,False
QI000494,DLV000853,PO-00853,AMER,INS008,2024-02-22,4,16,Fail,None,False
QI000495,DLV000855,PO-00855,AMER,INS017,2024-03-01,3,48,Fail,None,False
QI000496,DLV000857,PO-00857,AMER,INS012,2024-03-27,5,28,Fail,Cosmetic,True
QI000497,DLV000858,PO-00858,AMER,INS017,2024-03-28,2,15,Pass,Functional,False
QI000498,DLV000859,PO-00859,AMER,INS012,2024-04-25,4,44,Fail,Functional,False
QI000499,DLV000860,PO-00860,AMER,INS008,2024-04-11,6,14,Fail,Cosmetic,True
QI000500,DLV000861,PO-00861,AMER,INS019,2024-03-09,0,30,Pass,Functional,False
QI000501,DLV000862,PO-00862,AMER,INS009,2024-04-05,2,44,Pass,Functional,False
QI000502,DLV000863,PO-00863,AMER,INS004,2024-03-29,2,18,Pass,None,False
QI000503,DLV000866,PO-00866,AMER,INS007,2024-03-19,6,40,Fail,None,True
QI000504,DLV000867,PO-00867,AMER,INS014,2024-01-23,7,13,Fail,Cosmetic,True
QI000505,DLV000869,PO-00869,AMER,INS002,2024-02-19,7,49,Fail,None,True
QI000506,DLV000870,PO-00870,AMER,INS010,2024-02-27,7,28,Fail,Cosmetic,True
QI000507,DLV000872,PO-00872,AMER,INS012,2024-02-23,3,13,Fail,Cosmetic,False
QI000508,DLV000873,PO-00873,AMER,INS014,2024-04-04,1,27,Pass,None,False
QI000509,DLV000874,PO-00874,AMER,INS018,2024-04-11,5,23,Fail,None,True
QI000510,DLV000875,PO-00875,AMER,INS020,2024-02-29,5,18,Fail,Functional,True
QI000511,DLV000877,PO-00877,AMER,INS011,2024-04-01,6,39,Fail,None,True
QI000512,DLV000878,PO-00878,AMER,INS016,2024-02-01,7,50,Fail,None,True
QI000513,DLV000879,PO-00879,AMER,INS013,2024-03-04,0,37,Pass,None,False
QI000514,DLV000881,PO-00881,AMER,INS003,2024-04-26,5,15,Fail,Functional,True
QI000515,DLV000882,PO-00882,AMER,INS004,2024-04-10,1,50,Pass,None,False
QI000516,DLV000883,PO-00883,AMER,INS009,2024-02-15,1,23,Pass,None,False
QI000517,DLV000884,PO-00884,AMER,INS019,2024-04-02,3,19,Fail,None,False
QI000518,DLV000886,PO-00886,AMER,INS012,2024-04-06,0,14,Pass,None,False
QI000519,DLV000887,PO-00887,AMER,INS015,2024-03-29,4,17,Fail,None,False
QI000520,DLV000890,PO-00890,AMER,INS018,2024-04-17,3,19,Fail,None,False
QI000521,DLV000891,PO-00891,AMER,INS008,2024-03-04,0,16,Pass,Functional,False
QI000522,DLV000893,PO-00893,AMER,INS006,2024-02-24,7,31,Fail,None,True
QI000523,DLV000894,PO-00894,AMER,INS001,2024-03-16,0,49,Pass,None,False
QI000524,DLV000895,PO-00895,AMER,INS002,2024-03-17,1,14,Pass,None,False
QI000525,DLV000897,PO-00897,AMER,INS004,2024-03-17,1,29,Pass,Functional,False
QI000526,DLV000898,PO-00898,AMER,INS008,2024-02-27,3,33,Fail,Functional,False
QI000527,DLV000901,PO-00901,AMER,INS017,2024-02-28,2,13,Pass,None,False
QI000528,DLV000902,PO-00902,AMER,INS010,2024-03-26,0,18,Pass,Cosmetic,False
QI000529,DLV000904,PO-00904,AMER,INS006,2024-04-03,4,30,Fail,None,False
QI000530,DLV000906,PO-00906,AMER,INS009,2024-03-26,6,45,Fail,None,True
QI000531,DLV000908,PO-00908,AMER,INS014,2024-02-16,3,42,Fail,None,False
QI000532,DLV000909,PO-00909,AMER,INS002,2024-02-10,5,44,Fail,Critical,True
QI000533,DLV000910,PO-00910,AMER,INS002,2024-03-09,2,50,Pass,None,False
QI000534,DLV000911,PO-00911,AMER,INS015,2024-04-06,5,40,Fail,None,True
QI000535,DLV000912,PO-00912,AMER,INS007,2024-04-07,6,16,Fail,None,True
QI000536,DLV000913,PO-00913,AMER,INS003,2024-02-03,7,24,Fail,None,True
QI000537,DLV000916,PO-00916,AMER,INS007,2024-03-25,5,38,Fail,None,True
QI000538,DLV000918,PO-00918,AMER,INS001,2024-04-11,1,39,Pass,None,False
QI000539,DLV000920,PO-00920,AMER,INS018,2024-03-05,4,29,Fail,Functional,False
QI000540,DLV000921,PO-00921,AMER,INS013,2024-02-15,1,39,Pass,None,False
QI000541,DLV000924,PO-00924,AMER,INS009,2024-02-19,1,44,Pass,None,False
QI000542,DLV000926,PO-00926,AMER,INS015,2024-02-29,4,32,Fail,Functional,False
QI000543,DLV000927,PO-00927,AMER,INS013,2024-04-14,3,17,Fail,Cosmetic,False
QI000544,DLV000928,PO-00928,AMER,INS005,2024-04-07,1,40,Pass,Functional,False
QI000545,DLV000929,PO-00929,AMER,INS016,2024-03-01,1,43,Pass,Critical,False
QI000546,DLV000930,PO-00930,AMER,INS007,2024-04-04,2,49,Pass,None,False
QI000547,DLV000932,PO-00932,AMER,INS009,2024-04-14,2,29,Pass,None,False
QI000548,DLV000933,PO-00933,AMER,INS004,2024-01-27,5,49,Fail,Cosmetic,True
QI000549,DLV000934,PO-00934,AMER,INS019,2024-04-11,6,14,Fail,None,True
QI000550,DLV000935,PO-00935,AMER,INS007,2024-01-26,7,40,Fail,Functional,True
QI000551,DLV000936,PO-00936,AMER,INS001,2024-02-01,2,34,Pass,None,False
QI000552,DLV000937,PO-00937,AMER,INS008,2024-02-16,7,37,Fail,None,True
QI000553,DLV000938,PO-00938,AMER,INS004,2024-04-02,2,44,Pass,None,False
QI000554,DLV000941,PO-00941,AMER,INS006,2024-02-06,5,19,Fail,None,True
QI000555,DLV000942,PO-00942,AMER,INS007,2024-01-27,4,28,Fail,None,False
QI000556,DLV000943,PO-00943,AMER,INS004,2024-03-13,7,32,Fail,None,True
QI000557,DLV000944,PO-00944,AMER,INS013,2024-02-12,3,33,Fail,None,False
QI000558,DLV000945,PO-00945,AMER,INS011,2024-02-11,6,36,Fail,Cosmetic,True
QI000559,DLV000946,PO-00946,AMER,INS020,2024-02-03,1,48,Pass,Functional,False
QI000560,DLV000947,PO-00947,AMER,INS012,2024-04-10,2,22,Pass,Functional,False
QI000561,DLV000948,PO-00948,AMER,INS001,2024-01-12,1,20,Pass,None,False
QI000562,DLV000949,PO-00949,AMER,INS003,2024-02-26,6,39,Fail,None,True
QI000563,DLV000955,PO-00955,AMER,INS004,2024-03-04,0,22,Pass,None,False
QI000564,DLV000956,PO-00956,AMER,INS011,2024-03-16,3,48,Fail,None,False
QI000565,DLV000958,PO-00958,AMER,INS013,2024-03-03,3,12,Fail,Critical,False
QI000566,DLV000959,PO-00959,AMER,INS016,2024-03-27,6,46,Fail,None,True
QI000567,DLV000962,PO-00962,AMER,INS014,2024-01-29,3,28,Fail,Functional,False
QI000568,DLV000963,PO-00963,AMER,INS015,2024-04-05,2,31,Pass,None,False
QI000569,DLV000964,PO-00964,AMER,INS019,2024-02-01,2,37,Pass,Cosmetic,False
QI000570,DLV000965,PO-00965,AMER,INS010,2024-02-09,5,26,Fail,Cosmetic,True
QI000571,DLV000967,PO-00967,AMER,INS018,2024-02-11,0,50,Pass,None,False
QI000572,DLV000968,PO-00968,AMER,INS019,2024-03-04,5,10,Fail,Cosmetic,True
QI000573,DLV000970,PO-00970,AMER,INS011,2024-01-31,0,17,Pass,None,False
QI000574,DLV000976,PO-00976,AMER,INS020,2024-04-16,0,41,Pass,Functional,False
QI000575,DLV000977,PO-00977,AMER,INS001,2024-04-17,3,43,Fail,Functional,False
QI000576,DLV000980,PO-00980,AMER,INS014,2024-03-27,0,44,Pass,None,False
QI000577,DLV000983,PO-00983,AMER,INS012,2024-02-07,5,11,Fail,None,True
QI000578,DLV000984,PO-00984,AMER,INS017,2024-02-19,5,27,Fail,None,True
QI000579,DLV000989,PO-00989,AMER,INS020,2024-02-18,1,19,Pass,None,False
QI000580,DLV000990,PO-00990,AMER,INS018,2024-01-30,5,15,Fail,None,True
QI000581,DLV000991,PO-00991,AMER,INS007,2024-04-15,7,38,Fail,None,True
QI000582,DLV000992,PO-00992,AMER,INS012,2024-03-26,0,47,Pass,None,False
QI000583,DLV000994,PO-00994,AMER,INS005,2024-03-15,0,47,Pass,None,False
QI000584,DLV000995,PO-00995,AMER,INS010,2024-02-10,1,11,Pass,None,False
QI000585,DLV000998,PO-00998,AMER,INS020,2024-03-25,4,22,Fail,None,False
QI000586,DLV000999,PO-00999,AMER,INS010,2024-01-12,3,11,Fail,Functional,False
QI000587,DLV001000,PO-01000,AMER,INS018,2024-02-27,2,46,Pass,None,False
QI000588,DLV001001,PO-00001,EMEA,INS019,2024-02-24,2,36,Pass,Cosmetic,False
QI000589,DLV001003,PO-00003,EMEA,INS010,2024-04-16,6,29,Fail,Cosmetic,True
QI000590,DLV001004,PO-00004,EMEA,INS001,2024-04-08,1,36,Pass,Functional,False
QI000591,DLV001006,PO-00006,EMEA,INS016,2024-03-29,7,32,Fail,Cosmetic,True
QI000592,DLV001008,PO-00008,EMEA,INS012,2024-02-28,1,38,Pass,None,False
QI000593,DLV001009,PO-00009,EMEA,INS014,2024-04-05,1,23,Pass,None,False
QI000594,DLV001010,PO-00010,EMEA,INS006,2024-03-14,1,42,Pass,Cosmetic,False
QI000595,DLV001011,PO-00011,EMEA,INS011,2024-03-08,1,20,Pass,Functional,False
QI000596,DLV001012,PO-00012,EMEA,INS015,2024-04-13,1,16,Pass,Cosmetic,False
QI000597,DLV001013,PO-00013,EMEA,INS009,2024-03-15,4,49,Fail,None,False
QI000598,DLV001015,PO-00015,EMEA,INS001,2024-02-21,1,46,Pass,Cosmetic,False
QI000599,DLV001016,PO-00016,EMEA,INS006,2024-01-16,7,40,Fail,None,True
QI000600,DLV001017,PO-00017,EMEA,INS004,2024-01-19,0,48,Pass,Cosmetic,False
QI000601,DLV001018,PO-00018,EMEA,INS005,2024-03-29,3,15,Fail,Cosmetic,False
QI000602,DLV001019,PO-00019,EMEA,INS013,2024-03-20,0,35,Pass,Cosmetic,False
QI000603,DLV001020,PO-00020,EMEA,INS011,2024-02-19,0,24,Pass,None,False
QI000604,DLV001021,PO-00021,EMEA,INS019,2024-01-21,2,17,Pass,None,False
QI000605,DLV001023,PO-00023,EMEA,INS014,2024-04-21,0,21,Pass,Cosmetic,False
QI000606,DLV001026,PO-00026,EMEA,INS008,2024-04-19,6,38,Fail,None,True
QI000607,DLV001027,PO-00027,EMEA,INS016,2024-04-09,2,47,Pass,Cosmetic,False
QI000608,DLV001028,PO-00028,EMEA,INS013,2024-03-02,6,43,Fail,None,True
QI000609,DLV001029,PO-00029,EMEA,INS015,2024-01-25,6,37,Fail,None,True
QI000610,DLV001030,PO-00030,EMEA,INS004,2024-02-06,3,23,Fail,None,False
QI000611,DLV001031,PO-00031,EMEA,INS011,2024-04-08,1,35,Pass,None,False
QI000612,DLV001032,PO-00032,EMEA,INS014,2024-03-12,1,31,Pass,None,False
QI000613,DLV001033,PO-00033,EMEA,INS015,2024-03-25,4,19,Fail,None,False
QI000614,DLV001034,PO-00034,EMEA,INS008,2024-02-06,3,24,Fail,None,False
