delivery_id,po_id,warehouse_id,supplier_id,received_date,ship_date,quantity_received,delivery_type,return_basis,receipt_status,carrier,receiving_dock,inspector_id,condition_on_arrival,delivery_notes
DLV000674,PO-00640,AMER,SUP002,2024-03-31,2024-03-28,862,Primary,,accepted,DirectHaul,DOCK-A,INS018,Good,
DLV000675,PO-00641,AMER,SUP054,2024-03-15,2024-03-11,176,Primary,,accepted,PrimeLogistics,DOCK-A,INS013,Good,
DLV000676,PO-00642,AMER,SUP060,2024-02-25,2024-02-25,467,Primary,,accepted,FreightCo,DOCK-C,INS005,Good,Partial shipment 1 of 2
DLV000677,PO-00642,AMER,SUP060,2024-03-03,2024-03-03,350,Primary,,accepted,FreightCo,DOCK-C,INS003,Good,Partial shipment 2 of 2
DLV000678,PO-00643,AMER,SUP042,2024-04-02,2024-04-02,676,Primary,,accepted,GlobalShip,DOCK-B,INS005,Good,
DLV000679,PO-00644,AMER,SUP042,2024-03-05,2024-03-05,709,Primary,,accepted,PrimeLogistics,DOCK-C,INS020,Good,
DLV000680,PO-00645,AMER,SUP060,2024-04-17,2024-04-13,768,Primary,,provisional_receipt,PrimeLogistics,DOCK-B,INS005,Good,
DLV000681,PO-00646,AMER,SUP003,2024-03-19,2024-03-14,334,Primary,,accepted,PrimeLogistics,DOCK-B,INS014,Good,
DLV000682,PO-00647,AMER,SUP026,2024-01-24,2024-01-24,767,Primary,,accepted,FreightCo,DOCK-C,INS012,Good,
DLV000683,PO-00648,AMER,SUP018,2024-04-18,2024-04-18,385,Primary,,provisional_receipt,FreightCo,DOCK-A,INS013,Good,
DLV000684,PO-00649,AMER,SUP050,2024-02-22,2024-02-22,763,Primary,,accepted,FastFreight,DOCK-A,INS013,Good,Correct paperwork
DLV000685,PO-00650,AMER,SUP003,2024-02-09,2024-02-02,409,Primary,,accepted,FreightCo,DOCK-D,INS013,Good,
DLV000686,PO-00651,AMER,SUP041,2024-04-10,2024-04-05,1071,Primary,,accepted,DirectHaul,DOCK-B,INS020,Good,
DLV000687,PO-00652,AMER,SUP034,2024-04-07,2024-04-07,963,Primary,,accepted,GlobalShip,DOCK-B,INS018,Good,
DLV000688,PO-00653,AMER,SUP043,2024-03-08,2024-03-08,1104,Primary,,accepted,PrimeLogistics,DOCK-C,INS010,Good,
DLV000689,PO-00654,AMER,SUP018,2024-04-03,2024-04-03,82,Primary,,accepted,GlobalShip,DOCK-C,INS014,Good,Partial pallet
DLV000690,PO-00655,AMER,SUP022,2024-01-28,2024-01-22,621,Primary,,accepted,DirectHaul,DOCK-A,INS002,Damaged,
DLV000691,PO-00656,AMER,SUP058,2024-01-31,2024-01-31,349,Primary,,accepted,FreightCo,DOCK-B,INS007,Good,
DLV000692,PO-00657,AMER,SUP049,2024-01-21,2024-01-21,870,Primary,,accepted,PrimeLogistics,DOCK-C,INS014,Good,Correct paperwork
DLV000693,PO-00658,AMER,SUP010,2024-02-06,2024-01-30,920,Primary,,accepted,OceanLink,DOCK-D,INS002,Good,
DLV000694,PO-00659,AMER,SUP018,2024-02-27,2024-02-27,589,Primary,,accepted,OceanLink,DOCK-B,INS017,Good,
DLV000695,PO-00660,AMER,SUP020,2024-04-10,2024-04-07,577,Primary,,accepted,PrimeLogistics,DOCK-B,INS002,Good,
DLV000696,PO-00661,AMER,SUP044,2024-03-28,2024-03-28,462,Primary,,accepted,DirectHaul,DOCK-A,INS017,Good,Minor packaging damage
DLV000697,PO-00662,AMER,SUP036,2024-03-25,2024-03-25,202,Primary,,accepted,OceanLink,DOCK-B,INS006,Good,
DLV000698,PO-00663,AMER,SUP002,2024-04-01,2024-03-25,694,Primary,,accepted,DirectHaul,DOCK-A,INS014,Good,
DLV000699,PO-00664,AMER,SUP039,2024-03-28,2024-03-25,839,Primary,,accepted,OceanLink,DOCK-A,INS010,Good,
DLV000700,PO-00665,AMER,SUP024,2024-03-19,2024-03-19,900,Primary,,accepted,PrimeLogistics,DOCK-B,INS013,Good,
DLV000701,PO-00666,AMER,SUP060,2024-03-25,2024-03-25,476,Primary,,provisional_receipt,GlobalShip,DOCK-A,INS007,Good,
DLV000702,PO-00667,AMER,SUP060,2024-01-15,2024-01-15,412,Primary,,accepted,PrimeLogistics,DOCK-C,INS014,Good,
DLV000703,PO-00668,AMER,SUP047,2024-03-16,2024-03-11,895,Primary,,accepted,FastFreight,DOCK-A,INS015,Good,
DLV000704,PO-00669,AMER,SUP024,2024-03-25,2024-03-19,670,Primary,,accepted,DirectHaul,DOCK-D,INS010,Good,
DLV000705,PO-00670,AMER,SUP036,2024-04-01,2024-03-29,165,Primary,,accepted,OceanLink,DOCK-D,INS010,Damaged,
DLV000706,PO-00671,AMER,SUP045,2024-04-06,2024-04-06,107,Primary,,accepted,FastFreight,DOCK-A,INS017,Good,
DLV000707,PO-00672,AMER,SUP003,2024-01-18,2024-01-18,753,Primary,,accepted,OceanLink,DOCK-B,INS009,Good,
DLV000708,PO-00673,AMER,SUP037,2024-03-23,2024-03-18,679,Primary,,accepted,FastFreight,DOCK-C,INS003,Good,
DLV000709,PO-00674,AMER,SUP043,2024-02-29,2024-02-24,188,Primary,,accepted,DirectHaul,DOCK-C,INS014,Good,
DLV000710,PO-00675,AMER,SUP009,2024-03-22,2024-03-22,389,Primary,,accepted,OceanLink,DOCK-D,INS003,Damaged,
DLV000711,PO-00676,AMER,SUP014,2024-02-22,2024-02-19,99,Primary,,accepted,PrimeLogistics,DOCK-B,INS005,Good,
DLV000712,PO-00677,AMER,SUP052,2024-02-05,2024-02-02,808,Primary,,provisional_receipt,GlobalShip,DOCK-B,INS016,Good,
DLV000713,PO-00678,AMER,SUP001,2024-04-18,2024-04-13,311,Primary,,accepted,FastFreight,DOCK-C,INS007,Good,
DLV000714,PO-00679,AMER,SUP039,2024-01-27,2024-01-27,820,Primary,,accepted,PrimeLogistics,DOCK-A,INS008,Good,
DLV000715,PO-00680,AMER,SUP027,2024-03-18,2024-03-18,878,Primary,,accepted,FreightCo,DOCK-C,INS012,Good,
DLV000716,PO-00681,AMER,SUP041,2024-02-28,2024-02-28,711,Primary,,accepted,FastFreight,DOCK-C,INS001,Good,
DLV000717,PO-00682,AMER,SUP005,2024-03-09,2024-03-09,537,Primary,,accepted,DirectHaul,DOCK-D,INS006,Good,
DLV000718,PO-00683,AMER,SUP059,2024-04-01,2024-04-01,755,Primary,,accepted,,DOCK-D,INS012,Good,
DLV000719,PO-00684,AMER,SUP055,2024-01-27,2024-01-27,372,Primary,,accepted,GlobalShip,DOCK-A,INS005,Good,
DLV000720,PO-00685,AMER,SUP022,2024-02-20,2024-02-20,737,Primary,,accepted,FreightCo,DOCK-C,INS002,Good,
DLV000721,PO-00686,AMER,SUP010,2024-02-05,2024-02-05,874,Primary,,accepted,FastFreight,DOCK-D,INS009,Good,
DLV000722,PO-00687,AMER,SUP035,2024-02-28,2024-02-21,185,Primary,,accepted,FastFreight,DOCK-D,INS020,Good,
DLV000723,PO-00688,AMER,SUP046,2024-03-21,2024-03-14,625,Primary,,provisional_receipt,FreightCo,DOCK-B,INS010,Good,
DLV000724,PO-00689,AMER,SUP029,2024-04-15,2024-04-15,379,Primary,,accepted,FastFreight,DOCK-D,INS008,Good,
DLV000725,PO-00690,AMER,SUP043,2024-02-28,2024-02-28,680,Primary,,accepted,FastFreight,DOCK-B,INS011,Good,
DLV000726,PO-00691,AMER,SUP033,2024-04-08,2024-04-02,204,Primary,,accepted,GlobalShip,DOCK-C,INS002,Good,
DLV000727,PO-00692,AMER,SUP042,2024-03-31,2024-03-31,1104,Primary,,accepted,DirectHaul,DOCK-C,INS004,Good,
DLV000728,PO-00693,AMER,SUP028,2024-03-12,2024-03-08,159,Primary,,accepted,GlobalShip,DOCK-C,INS019,Good,
DLV000729,PO-00694,AMER,SUP060,2024-01-14,2024-01-14,586,Primary,,accepted,FreightCo,DOCK-A,INS015,Good,
DLV000730,PO-00695,AMER,SUP027,2024-01-24,2024-01-24,742,Primary,,accepted,GlobalShip,DOCK-D,INS009,Good,
DLV000731,PO-00696,AMER,SUP042,2024-03-13,2024-03-07,174,Primary,,accepted,DirectHaul,DOCK-D,INS005,Good,
DLV000732,PO-00697,AMER,SUP003,2024-03-08,2024-03-03,161,Primary,,accepted,GlobalShip,DOCK-A,INS001,Good,
DLV000733,PO-00698,AMER,SUP021,2024-04-06,2024-04-06,938,Primary,,accepted,FastFreight,DOCK-B,INS017,Good,
DLV000734,PO-00699,AMER,SUP026,2024-02-12,2024-02-08,1343,Primary,,accepted,FreightCo,DOCK-A,INS011,Good,
DLV000735,PO-00700,AMER,SUP026,2024-04-05,2024-03-29,435,Primary,,accepted,DirectHaul,DOCK-D,INS001,Good,
DLV000736,PO-00701,AMER,SUP029,2024-04-10,2024-04-10,587,Primary,,accepted,OceanLink,DOCK-A,INS003,Good,Partial shipment 1 of 2
DLV000737,PO-00701,AMER,SUP029,2024-04-17,2024-04-17,441,Primary,,accepted,OceanLink,DOCK-A,INS016,Good,Partial shipment 2 of 2
DLV000738,PO-00702,AMER,SUP049,2024-03-24,2024-03-19,133,Primary,,accepted,OceanLink,DOCK-A,INS004,Good,
DLV000739,PO-00703,AMER,SUP016,2024-02-19,2024-02-14,508,Primary,,provisional_receipt,FastFreight,DOCK-D,INS010,Good,Correct paperwork
DLV000740,PO-00704,AMER,SUP004,2024-02-22,2024-02-19,556,Primary,,accepted,FreightCo,DOCK-A,INS018,Good,
DLV000741,PO-00705,AMER,SUP047,2024-04-12,2024-04-12,106,Primary,,accepted,GlobalShip,DOCK-B,INS012,Good,
DLV000742,PO-00706,AMER,SUP010,2024-03-23,2024-03-23,356,Primary,,accepted,FreightCo,DOCK-C,INS002,Good,
DLV000743,PO-00707,AMER,SUP046,2024-02-23,2024-02-20,668,Primary,,accepted,PrimeLogistics,DOCK-D,INS008,Good,
DLV000744,PO-00708,AMER,SUP028,2024-01-12,2024-01-08,1015,Primary,,accepted,FastFreight,DOCK-C,INS004,Good,
DLV000745,PO-00709,AMER,SUP024,2024-03-09,2024-03-02,881,Primary,,accepted,GlobalShip,DOCK-D,INS004,Good,
DLV000746,PO-00710,AMER,SUP049,2024-02-08,2024-02-04,1257,Primary,,accepted,,DOCK-B,INS003,Good,
DLV000747,PO-00711,AMER,SUP020,2024-04-18,2024-04-18,464,Primary,,accepted,GlobalShip,DOCK-A,INS006,Good,Minor packaging damage
DLV000748,PO-00712,AMER,SUP033,2024-03-12,2024-03-12,568,Primary,,provisional_receipt,FreightCo,DOCK-A,INS007,Good,
DLV000749,PO-00713,AMER,SUP039,2024-02-09,2024-02-03,86,Primary,,accepted,PrimeLogistics,DOCK-B,INS011,Good,
DLV000750,PO-00714,AMER,SUP046,2024-02-16,2024-02-16,326,Primary,,accepted,GlobalShip,DOCK-A,INS017,Good,
DLV000751,PO-00715,AMER,SUP024,2024-02-09,2024-02-09,1220,Primary,,accepted,FastFreight,DOCK-D,INS004,Good,
DLV000752,PO-00716,AMER,SUP028,2024-01-31,2024-01-31,483,Primary,,accepted,FastFreight,DOCK-B,INS014,Good,
DLV000753,PO-00717,AMER,SUP060,2024-01-31,2024-01-31,236,Primary,,accepted,DirectHaul,DOCK-B,INS011,Partial,
DLV000754,PO-00718,AMER,SUP026,2024-01-22,2024-01-22,56,Primary,,accepted,FastFreight,DOCK-C,INS002,Good,Partial shipment 1 of 2
DLV000755,PO-00718,AMER,SUP026,2024-01-29,2024-01-29,42,Primary,,accepted,FastFreight,DOCK-B,INS010,Good,Partial shipment 2 of 2
DLV000756,PO-00719,AMER,SUP028,2024-04-07,2024-03-23,733,Primary,,accepted,DirectHaul,DOCK-B,INS017,Good,
DLV000757,PO-00720,AMER,SUP040,2024-02-28,2024-02-28,458,Primary,,accepted,GlobalShip,DOCK-D,INS001,Good,
DLV000758,PO-00721,AMER,SUP022,2024-04-08,2024-04-08,730,Primary,,accepted,OceanLink,DOCK-B,INS012,Good,
DLV000759,PO-00722,AMER,SUP051,2024-02-09,2024-02-09,182,Primary,,accepted,OceanLink,DOCK-A,INS002,Good,
DLV000760,PO-00723,AMER,SUP003,2024-01-18,2024-01-18,711,Primary,,accepted,FastFreight,DOCK-A,INS013,Good,
DLV000761,PO-00724,AMER,SUP050,2024-02-10,2024-02-10,167,Primary,,provisional_receipt,FreightCo,DOCK-A,INS009,Good,
DLV000762,PO-00725,AMER,SUP017,2024-03-19,2024-03-14,425,Primary,,accepted,FreightCo,DOCK-C,INS005,Partial,
DLV000763,PO-00726,AMER,SUP003,2024-03-27,2024-03-27,235,Primary,,provisional_receipt,PrimeLogistics,DOCK-D,INS015,Good,
DLV000764,PO-00727,AMER,SUP032,2024-02-05,2024-02-05,294,Primary,,accepted,DirectHaul,DOCK-B,INS012,Good,Partial shipment 1 of 2
DLV000765,PO-00727,AMER,SUP032,2024-02-12,2024-02-12,220,Primary,,accepted,DirectHaul,DOCK-D,INS003,Good,Partial shipment 2 of 2
DLV000766,PO-00728,AMER,SUP018,2024-02-04,2024-02-04,314,Primary,,accepted,FreightCo,DOCK-C,INS002,Good,Minor packaging damage
DLV000767,PO-00729,AMER,SUP013,2024-02-13,2024-02-09,412,Primary,,accepted,DirectHaul,DOCK-A,INS011,Good,
DLV000768,PO-00730,AMER,SUP043,2024-02-10,2024-02-10,548,Primary,,provisional_receipt,FastFreight,DOCK-C,INS018,Good,
DLV000769,PO-00731,AMER,SUP036,2024-04-02,2024-04-02,201,Primary,,accepted,OceanLink,DOCK-C,INS006,Good,
DLV000770,PO-00732,AMER,SUP050,2024-02-25,2024-02-25,160,Primary,,accepted,PrimeLogistics,DOCK-B,INS018,Good,
DLV000771,PO-00733,AMER,SUP029,2024-04-13,2024-04-13,395,Primary,,accepted,FreightCo,DOCK-B,INS007,Good,Partial shipment 1 of 2
DLV000772,PO-00733,AMER,SUP029,2024-04-20,2024-04-20,297,Primary,,accepted,FreightCo,DOCK-D,INS011,Good,Partial shipment 2 of 2
DLV000773,PO-00734,AMER,SUP038,2024-04-16,2024-04-11,1230,Primary,,accepted,DirectHaul,DOCK-B,INS016,Good,
DLV000774,PO-00735,AMER,SUP009,2024-04-23,2024-04-23,726,Primary,,accepted,GlobalShip,DOCK-C,INS016,Good,
DLV000775,PO-00736,AMER,SUP048,2024-02-16,2024-02-16,172,Primary,,accepted,,DOCK-B,INS017,Good,
DLV000776,PO-00737,AMER,SUP023,2024-01-29,2024-01-29,707,Primary,,accepted,PrimeLogistics,DOCK-A,INS006,Good,
DLV000777,PO-00738,AMER,SUP044,2024-03-05,2024-03-01,322,Primary,,provisional_receipt,FreightCo,DOCK-C,INS015,Good,Minor packaging damage
DLV000778,PO-00739,AMER,SUP020,2024-03-13,2024-03-13,743,Primary,,accepted,DirectHaul,DOCK-D,INS012,Good,
DLV000779,PO-00740,AMER,SUP030,2024-01-31,2024-01-31,524,Primary,,accepted,DirectHaul,DOCK-A,INS006,Good,
DLV000780,PO-00741,AMER,SUP024,2024-02-25,2024-02-18,727,Primary,,accepted,FreightCo,DOCK-A,INS013,Good,
DLV000781,PO-00742,AMER,SUP003,2024-03-11,2024-03-11,505,Primary,,accepted,FastFreight,DOCK-A,INS018,Good,
DLV000782,PO-00743,AMER,SUP038,2024-03-05,2024-03-05,276,Primary,,accepted,OceanLink,DOCK-C,INS004,Good,
DLV000783,PO-00744,AMER,SUP005,2024-02-25,2024-02-25,236,Primary,,accepted,GlobalShip,DOCK-C,INS003,Good,Partial shipment 1 of 2
DLV000784,PO-00744,AMER,SUP005,2024-03-03,2024-03-03,177,Primary,,accepted,GlobalShip,DOCK-C,INS018,Good,Partial shipment 2 of 2
DLV000785,PO-00745,AMER,SUP013,2024-03-16,2024-03-16,284,Primary,,accepted,PrimeLogistics,DOCK-A,INS007,Good,Minor packaging damage
DLV000786,PO-00746,AMER,SUP035,2024-03-14,2024-03-14,655,Primary,,accepted,FreightCo,DOCK-C,INS011,Good,
DLV000787,PO-00747,AMER,SUP004,2024-02-20,2024-02-20,441,Primary,,accepted,FastFreight,DOCK-A,INS017,Good,
DLV000788,PO-00748,AMER,SUP040,2024-03-16,2024-03-16,348,Primary,,provisional_receipt,,DOCK-D,INS005,Good,
DLV000789,PO-00749,AMER,SUP013,2024-02-28,2024-02-23,959,Primary,,accepted,DirectHaul,DOCK-C,INS013,Good,
DLV000790,PO-00750,AMER,SUP040,2024-02-25,2024-02-25,370,Primary,,accepted,PrimeLogistics,DOCK-D,INS011,Good,Partial shipment 1 of 2
DLV000791,PO-00750,AMER,SUP040,2024-03-03,2024-03-03,277,Primary,,accepted,PrimeLogistics,DOCK-C,INS004,Good,Partial shipment 2 of 2
DLV000792,PO-00751,AMER,SUP021,2024-03-09,2024-03-09,262,Primary,,accepted,DirectHaul,DOCK-B,INS017,Partial,
DLV000793,PO-00752,AMER,SUP040,2024-03-15,2024-03-15,807,Primary,,accepted,DirectHaul,DOCK-D,INS004,Good,
DLV000794,PO-00753,AMER,SUP005,2024-03-10,2024-03-06,247,Primary,,accepted,OceanLink,DOCK-A,INS019,Good,
DLV000795,PO-00754,AMER,SUP030,2024-03-28,2024-03-28,636,Primary,,accepted,PrimeLogistics,DOCK-B,INS015,Good,Minor packaging damage
DLV000796,PO-00755,AMER,SUP020,2024-02-29,2024-02-24,587,Primary,,accepted,DirectHaul,DOCK-C,INS015,Good,
DLV000797,PO-00756,AMER,SUP007,2024-02-18,2024-02-14,52,Primary,,accepted,PrimeLogistics,DOCK-D,INS009,Good,
DLV000798,PO-00757,AMER,SUP023,2024-02-18,2024-02-18,907,Primary,,accepted,PrimeLogistics,DOCK-B,INS006,Good,
DLV000799,PO-00758,AMER,SUP011,2024-01-25,2024-01-25,351,Primary,,accepted,OceanLink,DOCK-C,INS019,Good,
DLV000800,PO-00759,AMER,SUP059,2024-04-05,2024-04-05,121,Primary,,accepted,PrimeLogistics,DOCK-A,INS002,Good,Partial shipment 1 of 2
DLV000801,PO-00759,AMER,SUP059,2024-04-12,2024-04-12,90,Primary,,accepted,PrimeLogistics,DOCK-D,INS006,Good,Partial shipment 2 of 2
DLV000802,PO-00760,AMER,SUP033,2024-03-16,2024-03-11,840,Primary,,accepted,FreightCo,DOCK-B,INS011,Good,Partial pallet
DLV000803,PO-00761,AMER,SUP034,2024-02-20,2024-02-20,216,Primary,,accepted,FreightCo,DOCK-D,INS007,Good,
DLV000804,PO-00762,AMER,SUP059,2024-02-08,2024-02-08,670,Primary,,accepted,OceanLink,DOCK-A,INS005,Good,Minor packaging damage
DLV000805,PO-00763,AMER,SUP014,2024-02-15,2024-02-15,481,Primary,,accepted,GlobalShip,DOCK-B,INS017,Good,
DLV000806,PO-00764,AMER,SUP007,2024-02-20,2024-02-13,385,Primary,,accepted,FreightCo,DOCK-C,INS018,Good,
DLV000807,PO-00765,AMER,SUP052,2024-02-07,2024-02-07,975,Primary,,accepted,OceanLink,DOCK-A,INS009,Good,Correct paperwork
DLV000808,PO-00766,AMER,SUP050,2024-03-25,2024-03-25,445,Primary,,accepted,FreightCo,DOCK-A,INS013,Good,
DLV000809,PO-00767,AMER,SUP001,2024-01-21,2024-01-21,1026,Primary,,accepted,GlobalShip,DOCK-C,INS010,Partial,
DLV000810,PO-00768,AMER,SUP041,2024-03-26,2024-03-26,57,Primary,,accepted,OceanLink,DOCK-A,INS010,Good,
DLV000811,PO-00769,AMER,SUP035,2024-03-25,2024-03-19,537,Primary,,provisional_receipt,PrimeLogistics,DOCK-C,INS020,Good,
DLV000812,PO-00770,AMER,SUP005,2024-02-26,2024-02-26,167,Primary,,accepted,DirectHaul,DOCK-B,INS013,Good,Correct paperwork
DLV000813,PO-00771,AMER,SUP042,2024-03-13,2024-02-21,670,Primary,,accepted,GlobalShip,DOCK-B,INS002,Good,
DLV000814,PO-00772,AMER,SUP039,2024-02-24,2024-02-24,468,Primary,,accepted,FreightCo,DOCK-A,INS014,Good,
DLV000815,PO-00773,AMER,SUP040,2024-04-01,2024-04-01,267,Primary,,accepted,PrimeLogistics,DOCK-D,INS014,Good,
DLV000816,PO-00774,AMER,SUP052,2024-01-27,2024-01-27,276,Primary,,accepted,OceanLink,DOCK-D,INS018,Good,
DLV000817,PO-00775,AMER,SUP016,2024-03-31,2024-03-31,365,Primary,,accepted,FastFreight,DOCK-D,INS013,Good,
DLV000818,PO-00776,AMER,SUP004,2024-03-20,2024-03-17,618,Primary,,accepted,FastFreight,DOCK-D,INS016,Good,
DLV000819,PO-00777,AMER,SUP026,2024-02-05,2024-02-05,215,Primary,,accepted,PrimeLogistics,DOCK-D,INS004,Good,Partial shipment 1 of 2
DLV000820,PO-00777,AMER,SUP026,2024-02-12,2024-02-12,161,Primary,,accepted,PrimeLogistics,DOCK-A,INS001,Good,Partial shipment 2 of 2
DLV000821,PO-00778,AMER,SUP031,2024-03-11,2024-03-11,174,Primary,,accepted,DirectHaul,DOCK-B,INS018,Good,
DLV000822,PO-00779,AMER,SUP015,2024-02-17,2024-02-17,101,Primary,,accepted,FreightCo,DOCK-D,INS016,Good,Partial shipment 1 of 2
DLV000823,PO-00779,AMER,SUP015,2024-02-24,2024-02-24,76,Primary,,accepted,FreightCo,DOCK-C,INS015,Good,Partial shipment 2 of 2
DLV000824,PO-00780,AMER,SUP045,2024-03-28,2024-03-21,198,Primary,,provisional_receipt,GlobalShip,DOCK-D,INS001,Good,
DLV000825,PO-00781,AMER,SUP027,2024-04-15,2024-04-11,548,Primary,,provisional_receipt,DirectHaul,DOCK-C,INS019,Good,
DLV000826,PO-00782,AMER,SUP020,2024-02-04,2024-02-04,73,Primary,,accepted,FreightCo,DOCK-C,INS002,Good,
DLV000827,PO-00783,AMER,SUP045,2024-02-23,2024-02-23,173,Primary,,accepted,DirectHaul,DOCK-A,INS002,Good,Minor packaging damage
DLV000828,PO-00784,AMER,SUP045,2024-02-02,2024-02-02,767,Primary,,accepted,GlobalShip,DOCK-D,INS016,Good,
DLV000829,PO-00785,AMER,SUP023,2024-02-22,2024-02-08,220,Primary,,accepted,FreightCo,DOCK-A,INS011,Good,
DLV000830,PO-00786,AMER,SUP054,2024-03-30,2024-03-30,490,Primary,,provisional_receipt,PrimeLogistics,DOCK-B,INS002,Good,
DLV000831,PO-00787,AMER,SUP015,2024-03-06,2024-03-06,244,Primary,,accepted,FastFreight,DOCK-A,INS020,Good,Partial shipment 1 of 2
DLV000832,PO-00787,AMER,SUP015,2024-03-13,2024-03-13,183,Primary,,accepted,FastFreight,DOCK-B,INS016,Good,Partial shipment 2 of 2
DLV000833,PO-00788,AMER,SUP053,2024-02-16,2024-02-09,135,Primary,,accepted,,DOCK-B,INS016,Good,
DLV000834,PO-00789,AMER,SUP022,2024-01-14,2024-01-14,338,Primary,,accepted,FastFreight,DOCK-A,INS020,Good,
DLV000835,PO-00790,AMER,SUP046,2024-02-17,2024-02-09,730,Primary,,accepted,DirectHaul,DOCK-C,INS010,Good,
DLV000836,PO-00791,AMER,SUP017,2024-03-12,2024-03-12,187,Primary,,accepted,FreightCo,DOCK-D,INS019,Good,
DLV000837,PO-00792,AMER,SUP003,2024-04-09,2024-04-06,702,Primary,,provisional_receipt,FastFreight,DOCK-C,INS003,Good,
DLV000838,PO-00793,AMER,SUP024,2024-03-10,2024-03-10,474,Primary,,accepted,OceanLink,DOCK-D,INS016,Good,
DLV000839,PO-00794,AMER,SUP050,2024-02-20,2024-02-20,474,Primary,,accepted,DirectHaul,DOCK-D,INS020,Good,
DLV000840,PO-00795,AMER,SUP051,2024-04-15,2024-04-15,615,Primary,,accepted,PrimeLogistics,DOCK-C,INS008,Good,
DLV000841,PO-00796,AMER,SUP029,2024-01-29,2024-01-29,975,Primary,,accepted,FastFreight,DOCK-B,INS007,Good,
DLV000842,PO-00797,AMER,SUP056,2024-04-18,2024-04-15,493,Primary,,accepted,FreightCo,DOCK-B,INS013,Good,
DLV000843,PO-00798,AMER,SUP059,2024-02-09,2024-02-04,1014,Primary,,accepted,OceanLink,DOCK-C,INS020,Good,
DLV000844,PO-00799,AMER,SUP052,2024-03-10,2024-03-10,350,Primary,,accepted,GlobalShip,DOCK-C,INS001,Good,
DLV000845,PO-00800,AMER,SUP057,2024-02-25,2024-02-25,660,Primary,,accepted,DirectHaul,DOCK-C,INS009,Good,
DLV000846,PO-00801,AMER,SUP045,2024-03-19,2024-03-19,534,Primary,,accepted,GlobalShip,DOCK-A,INS016,Good,
DLV000847,PO-00802,AMER,SUP003,2024-02-19,2024-02-15,830,Primary,,accepted,GlobalShip,DOCK-D,INS003,Good,
DLV000848,PO-00803,AMER,SUP059,2024-04-07,2024-04-07,380,Primary,,accepted,FreightCo,DOCK-A,INS005,Good,
DLV000849,PO-00804,AMER,SUP003,2024-01-30,2024-01-26,452,Primary,,accepted,,DOCK-C,INS020,Good,
DLV000850,PO-00805,AMER,SUP021,2024-02-03,2024-02-03,171,Primary,,provisional_receipt,DirectHaul,DOCK-C,INS020,Good,
DLV000851,PO-00806,AMER,SUP036,2024-01-27,2024-01-27,799,Primary,,accepted,OceanLink,DOCK-B,INS008,Good,
DLV000852,PO-00807,AMER,SUP020,2024-02-16,2024-02-16,723,Primary,,provisional_receipt,GlobalShip,DOCK-C,INS007,Good,Partial pallet
DLV000853,PO-00808,AMER,SUP037,2024-03-06,2024-03-06,909,Primary,,accepted,PrimeLogistics,DOCK-A,INS007,Good,
DLV000854,PO-00809,AMER,SUP008,2024-04-19,2024-04-19,877,Primary,,accepted,GlobalShip,DOCK-A,INS005,Good,
DLV000855,PO-00810,AMER,SUP047,2024-03-13,2024-03-09,934,Primary,,accepted,FastFreight,DOCK-C,INS010,Good,
DLV000856,PO-00811,AMER,SUP025,2024-02-19,2024-02-15,665,Primary,,accepted,DirectHaul,DOCK-B,INS009,Good,
DLV000857,PO-00812,AMER,SUP015,2024-03-02,2024-03-02,470,Primary,,accepted,FreightCo,DOCK-A,INS016,Good,
DLV000858,PO-00813,AMER,SUP050,2024-03-16,2024-03-16,104,Primary,,accepted,FastFreight,DOCK-C,INS005,Good,
DLV000859,PO-00814,AMER,SUP010,2024-03-24,2024-03-24,259,Primary,,accepted,GlobalShip,DOCK-C,INS008,Good,
DLV000860,PO-00815,AMER,SUP017,2024-04-02,2024-03-30,241,Primary,,accepted,DirectHaul,DOCK-A,INS012,Good,
DLV000861,PO-00816,AMER,SUP013,2024-02-21,2024-02-21,598,Primary,,accepted,FreightCo,DOCK-D,INS011,Good,
DLV000862,PO-00817,AMER,SUP019,2024-03-13,2024-03-13,361,Primary,,accepted,PrimeLogistics,DOCK-C,INS016,Good,
DLV000863,PO-00818,AMER,SUP038,2024-01-31,2024-01-25,433,Primary,,accepted,OceanLink,DOCK-C,INS005,Good,
DLV000864,PO-00819,AMER,SUP046,2024-01-23,2024-01-23,270,Primary,,accepted,DirectHaul,DOCK-D,INS020,Partial,
DLV000865,PO-00820,AMER,SUP043,2024-03-03,2024-02-27,684,Primary,,accepted,OceanLink,DOCK-B,INS020,Good,Correct paperwork
DLV000866,PO-00821,AMER,SUP059,2024-01-17,2024-01-17,429,Primary,,accepted,GlobalShip,DOCK-A,INS008,Good,
DLV000867,PO-00822,AMER,SUP056,2024-01-29,2024-01-29,955,Primary,,accepted,PrimeLogistics,DOCK-C,INS004,Good,
DLV000868,PO-00823,AMER,SUP049,2024-01-13,2024-01-13,606,Primary,,provisional_receipt,PrimeLogistics,DOCK-C,INS008,Good,
DLV000869,PO-00824,AMER,SUP003,2024-02-18,2024-02-15,973,Primary,,accepted,PrimeLogistics,DOCK-B,INS004,Good,
DLV000870,PO-00825,AMER,SUP017,2024-01-21,2024-01-21,1001,Primary,,accepted,GlobalShip,DOCK-C,INS006,Good,
DLV000871,PO-00826,AMER,SUP004,2024-03-14,2024-03-14,57,Primary,,accepted,FreightCo,DOCK-B,INS013,Good,
