zone_assignment_id,worker_id,zone_id,start_datetime,end_datetime,reason
ZA00321,W078,Z11,2024-02-10 08:00:23,2024-02-10 08:57:56,coverage
ZA00322,W125,Z09,2024-02-10 15:41:06,2024-02-10 17:23:47,equipment_failure
ZA00323,W047,Z08,2024-02-10 07:17:56,2024-02-10 09:24:55,absence_cover
ZA00324,W048,Z01,2024-02-11 22:45:59,2024-02-12 01:03:51,absence_cover
ZA00325,W088,Z05,2024-02-11 23:41:26,2024-02-12 02:09:01,training
ZA00326,W121,Z09,2024-02-11 07:43:28,2024-02-11 08:30:11,overflow
ZA00327,W133,Z07,2024-02-11 07:31:56,2024-02-11 08:58:19,coverage
ZA00328,W062,Z12,2024-02-11 23:39:03,2024-02-12 01:43:05,absence_cover
ZA00329,W090,Z09,2024-02-12 00:16:06,2024-02-12 02:36:09,absence_cover
ZA00330,W084,Z01,2024-02-11 16:34:01,2024-02-11 18:20:23,training
ZA00331,W087,Z06,2024-02-11 23:08:20,2024-02-12 01:02:48,overflow
ZA00332,W042,Z02,2024-02-12 16:47:04,2024-02-12 17:36:45,training
ZA00333,W074,Z02,2024-02-12 14:29:15,2024-02-12 15:36:17,overflow
ZA00334,W004,Z12,2024-02-13 00:09:12,2024-02-13 02:00:58,equipment_failure
ZA00335,W117,Z01,2024-02-12 15:41:57,2024-02-12 16:52:38,coverage
ZA00336,W132,Z07,2024-02-12 15:04:30,2024-02-12 16:21:10,overflow
ZA00337,W073,Z04,2024-02-12 07:42:12,2024-02-12 09:30:11,equipment_failure
ZA00338,W065,Z05,2024-02-13 01:18:55,2024-02-13 03:10:32,coverage
ZA00339,W107,Z09,2024-02-12 16:12:11,2024-02-12 17:33:30,overflow
ZA00340,W014,Z10,2024-02-13 07:38:30,2024-02-13 09:31:12,overflow
ZA00341,W005,Z04,2024-02-14 00:21:16,2024-02-14 01:28:27,absence_cover
ZA00342,W033,Z03,2024-02-13 08:53:54,2024-02-13 11:06:02,equipment_failure
ZA00343,W057,Z01,2024-02-13 17:31:48,2024-02-13 19:50:40,absence_cover
ZA00344,W058,Z03,2024-02-13 06:39:03,2024-02-13 08:09:43,overflow
ZA00345,W031,Z10,2024-02-13 06:34:14,2024-02-13 08:39:58,absence_cover
ZA00346,W026,Z03,2024-02-14 01:19:52,2024-02-14 02:56:15,coverage
ZA00347,W002,Z12,2024-02-13 07:10:23,2024-02-13 08:43:37,coverage
ZA00348,W054,Z03,2024-02-14 22:42:04,2024-02-14 23:36:33,coverage
ZA00349,W038,Z07,2024-02-14 22:47:53,2024-02-14 23:43:33,overflow
ZA00350,W019,Z10,2024-02-15 01:18:57,2024-02-15 02:07:11,absence_cover
ZA00351,W045,Z01,2024-02-14 15:28:46,2024-02-14 16:35:22,overflow
ZA00352,W003,Z05,2024-02-14 15:43:44,2024-02-14 16:55:31,coverage
ZA00353,W059,Z04,2024-02-14 15:11:57,2024-02-14 17:30:40,training
ZA00354,W088,Z10,2024-02-15 00:30:19,2024-02-15 01:46:25,coverage
ZA00355,W020,Z02,2024-02-14 23:18:12,2024-02-15 00:41:59,training
ZA00356,W054,Z09,2024-02-15 15:32:17,2024-02-15 16:37:00,absence_cover
ZA00357,W083,Z09,2024-02-15 23:28:58,2024-02-16 01:45:45,equipment_failure
ZA00358,W145,Z02,2024-02-15 16:42:29,2024-02-15 17:31:31,training
ZA00359,W021,Z10,2024-02-15 08:58:19,2024-02-15 10:25:59,overflow
ZA00360,W078,Z10,2024-02-15 08:38:04,2024-02-15 10:04:21,coverage
ZA00361,W008,Z12,2024-02-15 09:02:38,2024-02-15 10:57:20,equipment_failure
ZA00362,W113,Z06,2024-02-16 00:29:01,2024-02-16 02:46:36,training
ZA00363,W093,Z12,2024-02-15 17:07:44,2024-02-15 18:44:26,coverage
ZA00364,W085,Z01,2024-02-16 08:28:18,2024-02-16 09:53:04,training
ZA00365,W004,Z08,2024-02-17 00:38:30,2024-02-17 01:51:30,training
ZA00366,W054,Z12,2024-02-16 16:14:18,2024-02-16 18:24:48,coverage
ZA00367,W140,Z09,2024-02-16 07:54:07,2024-02-16 09:50:46,training
ZA00368,W012,Z02,2024-02-16 07:09:43,2024-02-16 09:20:46,coverage
ZA00369,W095,Z06,2024-02-16 15:53:07,2024-02-16 17:19:47,equipment_failure
ZA00370,W011,Z03,2024-02-16 06:25:57,2024-02-16 07:21:24,coverage
ZA00371,W060,Z04,2024-02-16 06:46:23,2024-02-16 08:22:23,absence_cover
ZA00372,W043,Z11,2024-02-17 14:38:07,2024-02-17 16:28:15,equipment_failure
ZA00373,W074,Z10,2024-02-17 14:45:15,2024-02-17 16:35:37,absence_cover
ZA00374,W071,Z07,2024-02-17 08:00:17,2024-02-17 09:15:09,equipment_failure
ZA00375,W095,Z10,2024-02-17 15:44:22,2024-02-17 17:17:45,absence_cover
ZA00376,W014,Z08,2024-02-17 06:43:13,2024-02-17 08:16:52,equipment_failure
ZA00377,W084,Z11,2024-02-18 00:24:57,2024-02-18 02:22:49,training
ZA00378,W076,Z02,2024-02-18 01:24:54,2024-02-18 03:25:48,coverage
ZA00379,W063,Z12,2024-02-18 00:05:59,2024-02-18 01:22:24,equipment_failure
ZA00380,W058,Z04,2024-02-18 07:54:20,2024-02-18 10:21:45,training
ZA00381,W048,Z08,2024-02-19 01:23:21,2024-02-19 03:25:47,overflow
ZA00382,W026,Z07,2024-02-18 06:27:31,2024-02-18 07:19:18,absence_cover
ZA00383,W081,Z09,2024-02-18 09:39:28,2024-02-18 11:49:33,training
ZA00384,W032,Z08,2024-02-18 23:53:52,2024-02-19 01:20:54,coverage
ZA00385,W129,Z07,2024-02-18 22:51:28,2024-02-19 00:30:58,training
ZA00386,W134,Z06,2024-02-18 08:21:53,2024-02-18 09:20:23,absence_cover
ZA00387,W001,Z07,2024-02-18 07:54:52,2024-02-18 09:17:15,overflow
ZA00388,W027,Z12,2024-02-19 17:19:50,2024-02-19 19:19:32,training
ZA00389,W015,Z02,2024-02-19 09:17:23,2024-02-19 10:39:53,coverage
ZA00390,W131,Z02,2024-02-19 07:01:17,2024-02-19 09:13:29,coverage
ZA00391,W028,Z08,2024-02-19 07:53:13,2024-02-19 09:38:23,coverage
ZA00392,W055,Z07,2024-02-19 08:48:18,2024-02-19 10:38:36,overflow
ZA00393,W063,Z10,2024-02-20 01:04:35,2024-02-20 02:08:05,coverage
ZA00394,W057,Z11,2024-02-19 14:50:39,2024-02-19 16:11:04,equipment_failure
ZA00395,W013,Z10,2024-02-20 16:02:18,2024-02-20 18:06:37,absence_cover
ZA00396,W125,Z12,2024-02-20 16:59:03,2024-02-20 18:43:42,coverage
ZA00397,W045,Z07,2024-02-20 16:47:08,2024-02-20 18:32:16,absence_cover
ZA00398,W084,Z12,2024-02-20 23:01:49,2024-02-21 01:05:21,training
ZA00399,W090,Z01,2024-02-21 00:14:40,2024-02-21 01:59:15,absence_cover
ZA00400,W050,Z11,2024-02-20 17:08:23,2024-02-20 17:57:24,absence_cover
ZA00401,W147,Z07,2024-02-20 23:14:39,2024-02-21 01:11:40,coverage
ZA00402,W086,Z11,2024-02-20 23:14:51,2024-02-21 00:20:04,equipment_failure
ZA00403,W007,Z04,2024-02-21 09:33:10,2024-02-21 11:56:00,overflow
ZA00404,W036,Z12,2024-02-21 15:58:46,2024-02-21 16:54:35,training
ZA00405,W041,Z04,2024-02-21 17:01:14,2024-02-21 19:08:31,coverage
ZA00406,W017,Z07,2024-02-21 07:28:13,2024-02-21 09:32:41,equipment_failure
ZA00407,W009,Z06,2024-02-21 22:30:49,2024-02-22 00:03:37,coverage
ZA00408,W020,Z05,2024-02-21 06:38:25,2024-02-21 08:56:00,equipment_failure
ZA00409,W004,Z04,2024-02-21 23:33:02,2024-02-22 00:35:49,training
ZA00410,W148,Z10,2024-02-21 14:54:15,2024-02-21 15:50:32,equipment_failure
ZA00411,W079,Z11,2024-02-22 22:43:19,2024-02-23 00:18:04,equipment_failure
ZA00412,W040,Z01,2024-02-22 07:02:15,2024-02-22 09:07:20,equipment_failure
ZA00413,W115,Z12,2024-02-22 16:11:58,2024-02-22 18:28:31,absence_cover
ZA00414,W025,Z01,2024-02-23 00:58:41,2024-02-23 03:01:09,overflow
ZA00415,W045,Z05,2024-02-22 14:46:21,2024-02-22 16:19:48,absence_cover
ZA00416,W009,Z06,2024-02-22 09:19:00,2024-02-22 11:24:14,absence_cover
ZA00417,W002,Z01,2024-02-22 08:08:48,2024-02-22 09:51:21,overflow
ZA00418,W017,Z03,2024-02-22 07:31:25,2024-02-22 09:45:19,equipment_failure
ZA00419,W128,Z12,2024-02-23 17:25:11,2024-02-23 19:21:58,training
ZA00420,W104,Z02,2024-02-23 17:41:22,2024-02-23 19:48:33,overflow
ZA00421,W065,Z12,2024-02-24 00:58:24,2024-02-24 02:36:16,coverage
ZA00422,W026,Z02,2024-02-23 23:48:42,2024-02-24 01:12:10,equipment_failure
ZA00423,W033,Z04,2024-02-23 07:53:16,2024-02-23 09:41:05,training
ZA00424,W053,Z08,2024-02-24 00:03:38,2024-02-24 01:10:00,training
ZA00425,W078,Z06,2024-02-23 07:43:26,2024-02-23 09:20:39,overflow
ZA00426,W109,Z07,2024-02-23 16:17:56,2024-02-23 17:08:46,absence_cover
ZA00427,W075,Z07,2024-02-25 00:39:04,2024-02-25 03:05:44,equipment_failure
ZA00428,W004,Z11,2024-02-24 07:02:37,2024-02-24 09:18:40,coverage
ZA00429,W090,Z01,2024-02-24 22:57:36,2024-02-24 23:48:10,overflow
ZA00430,W107,Z03,2024-02-24 16:56:05,2024-02-24 19:11:28,equipment_failure
ZA00431,W047,Z01,2024-02-24 09:05:45,2024-02-24 10:00:00,coverage
ZA00432,W043,Z06,2024-02-24 14:25:18,2024-02-24 16:43:26,training
ZA00433,W086,Z12,2024-02-24 23:05:30,2024-02-25 00:13:10,training
ZA00434,W001,Z09,2024-02-24 09:06:40,2024-02-24 10:22:24,equipment_failure
ZA00435,W020,Z08,2024-02-25 23:50:53,2024-02-26 02:13:02,training
ZA00436,W045,Z05,2024-02-25 16:38:05,2024-02-25 18:08:49,overflow
ZA00437,W041,Z10,2024-02-25 15:54:23,2024-02-25 17:13:55,coverage
ZA00438,W113,Z07,2024-02-26 01:15:40,2024-02-26 02:58:47,training
ZA00439,W022,Z02,2024-02-25 08:57:03,2024-02-25 11:26:49,absence_cover
ZA00440,W021,Z12,2024-02-25 08:04:42,2024-02-25 08:51:58,equipment_failure
ZA00441,W069,Z09,2024-02-25 09:15:23,2024-02-25 10:25:41,equipment_failure
ZA00442,W125,Z12,2024-02-26 15:03:29,2024-02-26 16:23:57,absence_cover
ZA00443,W026,Z01,2024-02-27 01:25:45,2024-02-27 03:18:29,overflow
ZA00444,W109,Z08,2024-02-26 16:51:00,2024-02-26 17:50:21,equipment_failure
ZA00445,W149,Z01,2024-02-26 23:30:51,2024-02-27 00:41:14,coverage
ZA00446,W049,Z04,2024-02-26 06:17:37,2024-02-26 08:11:29,absence_cover
ZA00447,W067,Z04,2024-02-26 14:24:05,2024-02-26 16:40:22,overflow
ZA00448,W037,Z06,2024-02-26 16:23:17,2024-02-26 18:04:10,absence_cover
ZA00449,W047,Z07,2024-02-26 07:53:30,2024-02-26 09:24:20,coverage
ZA00450,W062,Z01,2024-02-27 23:33:48,2024-02-28 01:29:12,training
ZA00451,W081,Z07,2024-02-27 16:17:34,2024-02-27 17:35:34,overflow
ZA00452,W003,Z03,2024-02-27 17:34:53,2024-02-27 18:59:55,training
ZA00453,W134,Z09,2024-02-27 08:42:07,2024-02-27 10:14:01,overflow
ZA00454,W048,Z09,2024-02-27 22:42:59,2024-02-28 01:03:24,equipment_failure
ZA00455,W085,Z12,2024-02-27 09:04:41,2024-02-27 10:08:17,absence_cover
ZA00456,W036,Z02,2024-02-27 15:42:16,2024-02-27 17:56:47,training
ZA00457,W047,Z01,2024-02-27 16:50:56,2024-02-27 18:44:47,training
ZA00458,W115,Z01,2024-02-28 16:58:58,2024-02-28 18:17:19,training
ZA00459,W021,Z03,2024-02-28 09:09:24,2024-02-28 11:29:38,absence_cover
ZA00460,W105,Z11,2024-02-28 14:36:19,2024-02-28 16:57:18,training
ZA00461,W129,Z11,2024-02-29 01:30:09,2024-02-29 02:55:44,training
ZA00462,W009,Z12,2024-02-28 09:22:34,2024-02-28 10:13:17,training
ZA00463,W060,Z06,2024-02-28 08:44:36,2024-02-28 10:18:45,coverage
ZA00464,W077,Z07,2024-02-28 23:57:32,2024-02-29 02:18:30,coverage
ZA00465,W037,Z07,2024-02-29 16:28:40,2024-02-29 18:47:38,overflow
ZA00466,W141,Z11,2024-02-29 15:07:35,2024-02-29 17:07:47,training
ZA00467,W131,Z06,2024-02-29 07:06:12,2024-02-29 08:08:09,coverage
ZA00468,W086,Z07,2024-03-01 01:05:44,2024-03-01 02:52:49,coverage
ZA00469,W020,Z04,2024-02-29 22:43:27,2024-03-01 00:25:20,training
ZA00470,W076,Z11,2024-03-01 00:29:46,2024-03-01 02:49:00,training
ZA00471,W065,Z10,2024-02-29 22:59:23,2024-03-01 00:04:03,coverage
ZA00472,W133,Z08,2024-03-01 08:42:36,2024-03-01 10:09:48,absence_cover
ZA00473,W062,Z06,2024-03-02 00:38:39,2024-03-02 01:44:35,overflow
ZA00474,W043,Z07,2024-03-01 16:24:58,2024-03-01 17:31:16,overflow
ZA00475,W117,Z02,2024-03-01 15:52:15,2024-03-01 18:12:26,equipment_failure
ZA00476,W030,Z12,2024-03-01 07:07:32,2024-03-01 08:15:30,coverage
ZA00477,W013,Z10,2024-03-01 16:40:19,2024-03-01 17:50:32,equipment_failure
ZA00478,W066,Z04,2024-03-01 08:15:49,2024-03-01 10:01:33,absence_cover
ZA00479,W018,Z06,2024-03-01 17:18:51,2024-03-01 18:09:25,overflow
ZA00480,W079,Z05,2024-03-03 01:26:55,2024-03-03 03:22:45,coverage
ZA00481,W126,Z03,2024-03-02 17:15:17,2024-03-02 18:47:19,absence_cover
ZA00482,W059,Z05,2024-03-02 14:39:34,2024-03-02 16:55:09,overflow
ZA00483,W018,Z10,2024-03-02 15:43:44,2024-03-02 17:26:07,overflow
ZA00484,W108,Z12,2024-03-02 23:47:54,2024-03-03 00:40:54,coverage
ZA00485,W123,Z03,2024-03-02 06:58:00,2024-03-02 09:23:11,training
ZA00486,W047,Z09,2024-03-02 08:24:47,2024-03-02 10:03:19,equipment_failure
ZA00487,W002,Z11,2024-03-02 06:38:28,2024-03-02 08:55:31,training
ZA00488,W059,Z12,2024-03-03 17:35:03,2024-03-03 18:26:45,equipment_failure
ZA00489,W037,Z12,2024-03-03 16:44:27,2024-03-03 19:10:11,equipment_failure
ZA00490,W106,Z06,2024-03-04 01:17:30,2024-03-04 03:11:10,absence_cover
ZA00491,W032,Z04,2024-03-04 00:16:47,2024-03-04 01:09:03,training
ZA00492,W073,Z03,2024-03-03 08:17:38,2024-03-03 10:34:04,training
ZA00493,W100,Z09,2024-03-03 22:50:53,2024-03-03 23:51:58,absence_cover
ZA00494,W066,Z06,2024-03-03 09:07:40,2024-03-03 11:34:25,equipment_failure
ZA00495,W091,Z01,2024-03-03 14:32:34,2024-03-03 15:33:34,absence_cover
ZA00496,W067,Z10,2024-03-04 15:42:52,2024-03-04 18:06:17,coverage
ZA00497,W029,Z05,2024-03-04 06:51:57,2024-03-04 07:40:55,training
ZA00498,W124,Z09,2024-03-05 01:29:10,2024-03-05 02:59:18,coverage
ZA00499,W081,Z01,2024-03-04 08:17:51,2024-03-04 09:39:51,absence_cover
ZA00500,W144,Z05,2024-03-04 08:35:28,2024-03-04 10:16:17,coverage
ZA00501,W025,Z12,2024-03-04 22:24:30,2024-03-04 23:28:10,coverage
ZA00502,W092,Z11,2024-03-04 06:36:31,2024-03-04 07:32:36,equipment_failure
ZA00503,W040,Z10,2024-03-04 06:58:15,2024-03-04 09:18:38,training
ZA00504,W059,Z09,2024-03-05 15:11:07,2024-03-05 17:40:08,equipment_failure
ZA00505,W036,Z10,2024-03-06 01:12:37,2024-03-06 02:42:18,coverage
ZA00506,W006,Z09,2024-03-05 06:27:57,2024-03-05 08:54:11,equipment_failure
ZA00507,W010,Z12,2024-03-05 16:41:29,2024-03-05 18:00:19,overflow
ZA00508,W138,Z06,2024-03-05 23:14:18,2024-03-06 01:32:19,equipment_failure
ZA00509,W128,Z09,2024-03-05 16:56:05,2024-03-05 18:03:01,equipment_failure
ZA00510,W070,Z04,2024-03-05 06:54:10,2024-03-05 09:03:10,coverage
ZA00511,W126,Z09,2024-03-05 17:11:30,2024-03-05 18:51:44,coverage
ZA00512,W121,Z07,2024-03-06 06:42:47,2024-03-06 07:53:32,coverage
ZA00513,W043,Z10,2024-03-06 16:30:41,2024-03-06 17:33:49,overflow
ZA00514,W008,Z01,2024-03-06 06:27:26,2024-03-06 07:43:55,overflow
ZA00515,W075,Z09,2024-03-07 00:34:35,2024-03-07 02:11:04,training
ZA00516,W020,Z09,2024-03-07 01:24:35,2024-03-07 02:23:42,equipment_failure
ZA00517,W027,Z11,2024-03-06 17:18:48,2024-03-06 18:53:27,overflow
ZA00518,W093,Z07,2024-03-06 17:23:02,2024-03-06 18:26:55,absence_cover
ZA00519,W087,Z06,2024-03-06 23:04:16,2024-03-07 00:27:14,training
ZA00520,W026,Z07,2024-03-07 14:43:36,2024-03-07 15:48:43,absence_cover
ZA00521,W140,Z12,2024-03-07 07:50:37,2024-03-07 09:34:16,equipment_failure
ZA00522,W109,Z02,2024-03-07 16:22:42,2024-03-07 17:08:26,absence_cover
ZA00523,W018,Z02,2024-03-07 16:58:20,2024-03-07 18:15:07,absence_cover
ZA00524,W040,Z02,2024-03-07 08:51:13,2024-03-07 10:04:41,equipment_failure
ZA00525,W028,Z12,2024-03-07 07:21:15,2024-03-07 09:08:49,training
ZA00526,W014,Z05,2024-03-07 06:18:22,2024-03-07 07:15:50,absence_cover
ZA00527,W147,Z12,2024-03-08 01:32:33,2024-03-08 03:05:46,equipment_failure
ZA00528,W144,Z03,2024-03-08 09:00:56,2024-03-08 11:12:01,absence_cover
ZA00529,W130,Z02,2024-03-08 06:25:10,2024-03-08 07:58:41,equipment_failure
ZA00530,W030,Z12,2024-03-08 08:32:45,2024-03-08 10:41:07,overflow
ZA00531,W032,Z07,2024-03-08 09:34:55,2024-03-08 10:34:53,absence_cover
ZA00532,W047,Z12,2024-03-08 08:44:50,2024-03-08 10:16:03,training
ZA00533,W140,Z03,2024-03-08 07:34:23,2024-03-08 08:19:29,equipment_failure
ZA00534,W136,Z02,2024-03-08 17:41:15,2024-03-08 19:31:09,absence_cover
ZA00535,W138,Z09,2024-03-09 00:18:19,2024-03-09 02:41:37,training
ZA00536,W035,Z12,2024-03-09 15:13:19,2024-03-09 17:12:15,absence_cover
ZA00537,W042,Z03,2024-03-09 15:53:50,2024-03-09 17:30:04,equipment_failure
ZA00538,W110,Z02,2024-03-09 08:52:41,2024-03-09 10:05:55,training
ZA00539,W004,Z10,2024-03-10 01:23:25,2024-03-10 02:59:40,absence_cover
ZA00540,W093,Z01,2024-03-09 16:01:47,2024-03-09 17:27:54,absence_cover
ZA00541,W045,Z05,2024-03-09 14:31:09,2024-03-09 16:14:18,overflow
ZA00542,W014,Z04,2024-03-09 08:38:34,2024-03-09 09:28:53,absence_cover
ZA00543,W143,Z09,2024-03-09 07:11:31,2024-03-09 09:23:38,overflow
ZA00544,W118,Z04,2024-03-09 07:56:04,2024-03-09 09:44:20,overflow
ZA00545,W084,Z04,2024-03-10 15:40:40,2024-03-10 16:31:40,coverage
ZA00546,W114,Z05,2024-03-11 00:06:42,2024-03-11 01:18:28,coverage
ZA00547,W141,Z10,2024-03-10 16:45:22,2024-03-10 18:11:55,equipment_failure
ZA00548,W093,Z10,2024-03-10 15:53:19,2024-03-10 17:37:17,coverage
ZA00549,W127,Z12,2024-03-10 08:51:08,2024-03-10 11:01:24,absence_cover
ZA00550,W032,Z11,2024-03-10 22:34:09,2024-03-10 23:28:57,overflow
ZA00551,W036,Z11,2024-03-10 14:42:23,2024-03-10 16:36:29,training
ZA00552,W140,Z03,2024-03-10 07:00:37,2024-03-10 09:06:50,overflow
ZA00553,W001,Z03,2024-03-11 07:28:14,2024-03-11 08:57:18,equipment_failure
ZA00554,W099,Z04,2024-03-11 08:11:36,2024-03-11 10:01:19,training
ZA00555,W020,Z01,2024-03-11 22:31:31,2024-03-12 00:00:01,training
ZA00556,W114,Z06,2024-03-11 17:02:50,2024-03-11 18:51:55,overflow
ZA00557,W025,Z09,2024-03-11 23:15:03,2024-03-12 01:37:40,equipment_failure
ZA00558,W071,Z05,2024-03-11 09:31:27,2024-03-11 11:05:17,training
ZA00559,W070,Z05,2024-03-11 07:40:14,2024-03-11 09:56:53,equipment_failure
ZA00560,W118,Z04,2024-03-11 07:08:36,2024-03-11 09:10:01,absence_cover
ZA00561,W023,Z08,2024-03-12 16:38:01,2024-03-12 18:29:35,overflow
ZA00562,W132,Z07,2024-03-12 14:57:17,2024-03-12 16:00:46,equipment_failure
ZA00563,W047,Z09,2024-03-12 07:30:35,2024-03-12 09:12:32,training
ZA00564,W099,Z06,2024-03-12 07:40:12,2024-03-12 09:42:04,training
ZA00565,W122,Z10,2024-03-12 15:13:49,2024-03-12 17:02:28,equipment_failure
ZA00566,W031,Z07,2024-03-12 07:15:28,2024-03-12 08:46:47,overflow
ZA00567,W004,Z04,2024-03-12 23:54:17,2024-03-13 01:32:48,equipment_failure
ZA00568,W096,Z03,2024-03-12 16:56:19,2024-03-12 18:17:08,absence_cover
ZA00569,W008,Z01,2024-03-13 08:24:14,2024-03-13 10:43:25,training
ZA00570,W002,Z07,2024-03-13 07:27:39,2024-03-13 09:06:38,equipment_failure
ZA00571,W037,Z02,2024-03-13 15:19:32,2024-03-13 17:31:42,equipment_failure
ZA00572,W134,Z02,2024-03-13 07:11:59,2024-03-13 09:40:25,absence_cover
ZA00573,W077,Z02,2024-03-13 22:23:23,2024-03-14 00:42:19,overflow
ZA00574,W001,Z06,2024-03-13 09:07:01,2024-03-13 10:08:14,training
ZA00575,W115,Z10,2024-03-13 16:37:44,2024-03-13 17:26:38,overflow
ZA00576,W083,Z07,2024-03-13 22:28:50,2024-03-14 00:13:25,coverage
ZA00577,W011,Z04,2024-03-14 08:22:16,2024-03-14 09:39:50,training
ZA00578,W150,Z06,2024-03-14 09:15:23,2024-03-14 11:03:56,coverage
ZA00579,W044,Z08,2024-03-15 00:19:42,2024-03-15 02:08:28,coverage
ZA00580,W097,Z08,2024-03-14 23:45:23,2024-03-15 00:37:37,equipment_failure
ZA00581,W055,Z07,2024-03-14 08:06:43,2024-03-14 10:18:20,overflow
ZA00582,W048,Z07,2024-03-15 01:23:55,2024-03-15 02:23:13,coverage
ZA00583,W064,Z07,2024-03-14 08:52:35,2024-03-14 09:59:38,overflow
ZA00584,W138,Z01,2024-03-14 22:58:08,2024-03-14 23:49:57,absence_cover
ZA00585,W073,Z03,2024-03-15 09:34:29,2024-03-15 11:38:02,absence_cover
ZA00586,W143,Z04,2024-03-15 07:27:36,2024-03-15 09:42:24,overflow
ZA00587,W005,Z01,2024-03-15 22:42:03,2024-03-16 00:02:50,absence_cover
ZA00588,W006,Z09,2024-03-15 06:31:41,2024-03-15 08:02:32,overflow
ZA00589,W089,Z09,2024-03-15 23:23:23,2024-03-16 01:52:18,training
ZA00590,W105,Z11,2024-03-15 14:48:13,2024-03-15 15:51:11,coverage
ZA00591,W081,Z02,2024-03-15 22:28:23,2024-03-16 00:06:21,coverage
ZA00592,W083,Z05,2024-03-15 22:44:17,2024-03-16 00:49:24,overflow
ZA00593,W141,Z03,2024-03-16 15:46:26,2024-03-16 18:15:47,equipment_failure
ZA00594,W070,Z11,2024-03-16 06:38:40,2024-03-16 08:10:13,equipment_failure
ZA00595,W021,Z08,2024-03-16 09:33:34,2024-03-16 11:03:45,coverage
ZA00596,W134,Z05,2024-03-16 15:23:22,2024-03-16 16:22:40,overflow
ZA00597,W110,Z05,2024-03-16 16:19:20,2024-03-16 17:37:14,coverage
ZA00598,W061,Z01,2024-03-16 16:20:08,2024-03-16 18:41:52,overflow
ZA00599,W001,Z08,2024-03-16 08:09:39,2024-03-16 09:01:13,equipment_failure
ZA00600,W083,Z08,2024-03-17 00:04:18,2024-03-17 02:03:32,coverage
ZA00601,W076,Z02,2024-03-18 00:27:28,2024-03-18 01:26:43,training
ZA00602,W085,Z11,2024-03-17 07:47:14,2024-03-17 09:28:00,equipment_failure
ZA00603,W087,Z01,2024-03-17 23:47:37,2024-03-18 02:09:36,equipment_failure
ZA00604,W073,Z11,2024-03-17 09:38:35,2024-03-17 11:43:29,overflow
ZA00605,W120,Z03,2024-03-17 17:18:06,2024-03-17 19:41:33,absence_cover
ZA00606,W066,Z08,2024-03-17 07:39:40,2024-03-17 09:00:30,coverage
ZA00607,W103,Z11,2024-03-17 22:39:54,2024-03-17 23:47:35,absence_cover
ZA00608,W107,Z04,2024-03-17 14:59:44,2024-03-17 16:02:20,equipment_failure
ZA00609,W120,Z07,2024-03-18 14:52:08,2024-03-18 16:12:31,overflow
ZA00610,W048,Z12,2024-03-19 00:27:18,2024-03-19 02:43:00,coverage
ZA00611,W024,Z09,2024-03-18 15:00:28,2024-03-18 16:53:40,absence_cover
ZA00612,W045,Z02,2024-03-18 15:56:12,2024-03-18 17:49:09,equipment_failure
ZA00613,W009,Z09,2024-03-18 06:17:20,2024-03-18 08:30:47,equipment_failure
ZA00614,W123,Z10,2024-03-18 07:30:27,2024-03-18 09:37:47,equipment_failure
ZA00615,W069,Z01,2024-03-18 07:20:34,2024-03-18 09:46:35,training
ZA00616,W010,Z09,2024-03-18 16:30:34,2024-03-18 18:53:02,coverage
ZA00617,W010,Z12,2024-03-19 07:50:35,2024-03-19 09:06:45,training
ZA00618,W022,Z06,2024-03-19 08:00:32,2024-03-19 09:00:38,absence_cover
ZA00619,W085,Z01,2024-03-19 07:05:25,2024-03-19 08:30:06,absence_cover
ZA00620,W028,Z02,2024-03-19 07:32:45,2024-03-19 08:22:11,absence_cover
ZA00621,W006,Z04,2024-03-19 07:10:24,2024-03-19 09:00:12,coverage
ZA00622,W080,Z10,2024-03-19 17:23:58,2024-03-19 18:29:53,absence_cover
ZA00623,W051,Z03,2024-03-19 15:14:25,2024-03-19 17:17:40,coverage
ZA00624,W026,Z06,2024-03-21 00:20:45,2024-03-21 02:38:48,equipment_failure
ZA00625,W141,Z07,2024-03-20 14:41:13,2024-03-20 17:00:57,overflow
ZA00626,W041,Z12,2024-03-20 15:07:51,2024-03-20 16:21:48,training
ZA00627,W075,Z09,2024-03-20 07:53:27,2024-03-20 10:19:30,overflow
ZA00628,W009,Z03,2024-03-20 06:41:14,2024-03-20 08:31:27,coverage
ZA00629,W028,Z09,2024-03-20 09:14:19,2024-03-20 11:38:36,coverage
ZA00630,W065,Z06,2024-03-21 00:57:37,2024-03-21 01:49:19,overflow
ZA00631,W089,Z01,2024-03-22 01:03:49,2024-03-22 03:10:27,overflow
ZA00632,W079,Z01,2024-03-22 01:22:28,2024-03-22 02:26:23,absence_cover
ZA00633,W147,Z06,2024-03-21 23:56:42,2024-03-22 01:23:14,equipment_failure
ZA00634,W119,Z08,2024-03-22 00:36:38,2024-03-22 01:38:31,equipment_failure
ZA00635,W087,Z09,2024-03-21 22:40:08,2024-03-21 23:58:20,absence_cover
ZA00636,W112,Z01,2024-03-21 08:37:36,2024-03-21 10:29:40,overflow
ZA00637,W050,Z06,2024-03-21 15:13:32,2024-03-21 17:00:56,absence_cover
ZA00638,W117,Z01,2024-03-22 16:14:34,2024-03-22 17:32:22,absence_cover
ZA00639,W012,Z06,2024-03-22 06:26:53,2024-03-22 08:04:52,coverage
ZA00640,W137,Z06,2024-03-22 14:24:50,2024-03-22 16:24:09,training
