assignment_id,worker_id,shift_id,date,clock_in_time,clock_out_time,break_duration_min,is_training_shift,trainee_worker_id
SA005212,W132,S2,2024-02-19,2024-02-19 14:03:00,2024-02-19 22:08:00,15,False,
SA005213,W133,S1,2024-02-19,2024-02-19 05:55:00,2024-02-19 14:01:00,15,False,
SA005214,W134,S1,2024-02-19,2024-02-19 06:08:00,2024-02-19 14:19:00,15,False,
SA005215,W137,S2,2024-02-19,2024-02-19 13:59:00,2024-02-19 22:10:00,15,False,
SA005216,W139,S3,2024-02-19,2024-02-19 22:10:00,2024-02-20 06:00:00,15,False,
SA005217,W140,S1,2024-02-19,2024-02-19 05:59:00,2024-02-19 13:58:00,15,False,
SA005218,W141,S3,2024-02-19,2024-02-19 22:00:00,2024-02-20 06:07:00,15,False,
SA005219,W142,S2,2024-02-19,2024-02-19 14:15:00,2024-02-19 22:05:00,15,False,
SA005220,W144,S1,2024-02-19,2024-02-19 06:09:00,2024-02-19 14:22:00,15,False,
SA005221,W145,S1,2024-02-19,2024-02-19 05:56:00,2024-02-19 14:04:00,15,False,
SA005222,W146,S3,2024-02-19,2024-02-19 22:13:00,2024-02-20 06:15:00,15,False,
SA005223,W147,S3,2024-02-19,2024-02-19 22:12:00,2024-02-20 06:12:00,15,False,
SA005224,W150,S1,2024-02-19,2024-02-19 06:14:00,2024-02-19 14:11:00,15,False,
SA005225,W001,S1,2024-02-20,2024-02-20 06:13:00,2024-02-20 14:04:00,30,False,
SA005226,W002,S3,2024-02-20,2024-02-20 21:55:00,2024-02-21 06:13:00,30,False,
SA005227,W003,S2,2024-02-20,2024-02-20 14:16:00,2024-02-20 22:09:00,30,False,
SA005228,W006,S1,2024-02-20,2024-02-20 06:09:00,,30,False,
SA005229,W007,S1,2024-02-20,2024-02-20 06:14:00,2024-02-20 14:12:00,30,False,
SA005230,W008,S1,2024-02-20,2024-02-20 06:16:00,2024-02-20 14:12:00,30,False,
SA005231,W009,S1,2024-02-20,2024-02-20 06:14:00,2024-02-20 14:06:00,30,False,
SA005232,W010,S2,2024-02-20,2024-02-20 13:54:00,2024-02-20 21:58:00,30,False,
SA005233,W011,S1,2024-02-20,2024-02-20 06:08:00,2024-02-20 14:09:00,30,False,
SA005234,W012,S1,2024-02-20,2024-02-20 06:09:00,2024-02-20 13:57:00,30,True,W141
SA005235,W013,S2,2024-02-20,2024-02-20 14:00:00,2024-02-20 22:10:00,30,False,
SA005236,W014,S1,2024-02-20,2024-02-20 06:02:00,2024-02-20 14:13:00,30,False,
SA005237,W015,S1,2024-02-20,2024-02-20 06:08:00,2024-02-20 14:23:00,30,False,
SA005238,W018,S2,2024-02-20,2024-02-20 13:56:00,2024-02-20 22:05:00,30,False,
SA005239,W019,S3,2024-02-20,2024-02-20 22:16:00,2024-02-21 06:14:00,30,False,
SA005240,W020,S2,2024-02-20,2024-02-20 14:05:00,2024-02-20 22:19:00,30,False,
SA005241,W022,S1,2024-02-20,2024-02-20 06:12:00,2024-02-20 14:18:00,30,False,
SA005242,W023,S1,2024-02-20,2024-02-20 05:54:00,2024-02-20 14:20:00,30,False,
SA005243,W024,S2,2024-02-20,2024-02-20 14:04:00,2024-02-20 22:21:00,30,False,
SA005244,W025,S3,2024-02-20,2024-02-20 21:53:00,2024-02-21 06:13:00,30,False,
SA005245,W028,S1,2024-02-20,2024-02-20 06:10:00,2024-02-20 14:21:00,30,False,
SA005246,W029,S1,2024-02-20,2024-02-20 05:52:00,2024-02-20 14:21:00,30,False,
SA005247,W030,S1,2024-02-20,2024-02-20 05:57:00,2024-02-20 14:15:00,30,False,
SA005248,W031,S1,2024-02-20,2024-02-20 06:15:00,2024-02-20 14:16:00,30,False,
SA005249,W032,S3,2024-02-20,2024-02-20 22:08:00,2024-02-21 05:58:00,30,False,
SA005250,W033,S1,2024-02-20,2024-02-20 06:10:00,2024-02-20 14:06:00,30,False,
SA005251,W034,S3,2024-02-20,2024-02-20 22:03:00,2024-02-21 06:20:00,30,False,
SA005252,W035,S2,2024-02-20,2024-02-20 14:15:00,,30,False,
SA005253,W036,S2,2024-02-20,2024-02-20 13:57:00,2024-02-20 22:03:00,30,False,
SA005254,W038,S3,2024-02-20,2024-02-20 21:53:00,2024-02-21 06:13:00,30,False,
SA005255,W039,S1,2024-02-20,2024-02-20 05:57:00,2024-02-20 14:08:00,30,False,
SA005256,W040,S1,2024-02-20,2024-02-20 06:03:00,2024-02-20 14:21:00,30,False,
SA005257,W041,S2,2024-02-20,2024-02-20 14:08:00,2024-02-20 22:06:00,30,False,
SA005258,W042,S2,2024-02-20,2024-02-20 13:56:00,2024-02-20 22:06:00,30,False,
SA005259,W043,S2,2024-02-20,2024-02-20 14:16:00,,30,False,
SA005260,W044,S3,2024-02-20,2024-02-20 22:12:00,2024-02-21 06:00:00,30,False,
SA005261,W045,S2,2024-02-20,2024-02-20 13:54:00,2024-02-20 22:06:00,30,False,
SA005262,W047,S2,2024-02-20,2024-02-20 14:01:00,2024-02-20 21:59:00,30,False,
SA005263,W048,S3,2024-02-20,2024-02-20 22:15:00,2024-02-21 06:20:00,30,False,
SA005264,W050,S2,2024-02-20,2024-02-20 14:16:00,2024-02-20 22:00:00,30,False,
SA005265,W051,S2,2024-02-20,2024-02-20 14:04:00,2024-02-20 22:07:00,30,False,
SA005266,W052,S3,2024-02-20,2024-02-20 22:16:00,2024-02-21 06:08:00,30,False,
SA005267,W053,S3,2024-02-20,2024-02-20 21:55:00,2024-02-21 06:14:00,30,False,
SA005268,W054,S2,2024-02-20,2024-02-20 14:13:00,2024-02-20 22:18:00,30,False,
SA005269,W055,S1,2024-02-20,2024-02-20 05:58:00,2024-02-20 14:21:00,30,False,
SA005270,W057,S2,2024-02-20,2024-02-20 14:13:00,2024-02-20 22:12:00,30,False,
SA005271,W058,S1,2024-02-20,2024-02-20 06:14:00,2024-02-20 14:17:00,30,False,
SA005272,W059,S2,2024-02-20,2024-02-20 14:03:00,2024-02-20 22:04:00,30,False,
SA005273,W060,S3,2024-02-20,2024-02-20 22:00:00,2024-02-21 06:18:00,30,False,
SA005274,W061,S2,2024-02-20,2024-02-20 14:01:00,2024-02-20 22:11:00,30,False,
SA005275,W062,S3,2024-02-20,2024-02-20 22:11:00,2024-02-21 06:08:00,30,False,
SA005276,W063,S3,2024-02-20,2024-02-20 21:54:00,2024-02-21 06:09:00,30,False,
SA005277,W064,S1,2024-02-20,2024-02-20 06:07:00,2024-02-20 14:18:00,30,False,
SA005278,W065,S3,2024-02-20,2024-02-20 22:13:00,,30,False,
SA005279,W066,S1,2024-02-20,2024-02-20 05:53:00,2024-02-20 14:11:00,30,False,
SA005280,W067,S2,2024-02-20,2024-02-20 13:52:00,2024-02-20 22:20:00,30,False,
SA005281,W068,S1,2024-02-20,2024-02-20 06:06:00,2024-02-20 14:09:00,30,False,
SA005282,W069,S1,2024-02-20,2024-02-20 05:56:00,2024-02-20 14:07:00,30,False,
SA005283,W070,S1,2024-02-20,2024-02-20 06:17:00,2024-02-20 14:03:00,30,False,
SA005284,W071,S1,2024-02-20,2024-02-20 06:15:00,2024-02-20 14:02:00,30,False,
SA005285,W072,S3,2024-02-20,2024-02-20 22:16:00,2024-02-21 06:17:00,30,False,
SA005286,W073,S1,2024-02-20,2024-02-20 05:52:00,,30,False,
SA005287,W074,S2,2024-02-20,2024-02-20 14:00:00,,30,False,
SA005288,W075,S3,2024-02-20,2024-02-20 22:01:00,2024-02-21 06:17:00,30,False,
SA005289,W077,S3,2024-02-20,2024-02-20 21:52:00,2024-02-21 05:57:00,30,False,
SA005290,W078,S1,2024-02-20,2024-02-20 05:54:00,2024-02-20 14:16:00,30,False,
SA005291,W079,S3,2024-02-20,2024-02-20 22:17:00,2024-02-21 05:57:00,30,False,
SA005292,W080,S2,2024-02-20,2024-02-20 14:03:00,2024-02-20 22:07:00,30,False,
SA005293,W082,S2,2024-02-20,2024-02-20 14:12:00,2024-02-20 22:24:00,30,False,
SA005294,W083,S3,2024-02-20,2024-02-20 22:00:00,2024-02-21 06:02:00,30,False,
SA005295,W084,S3,2024-02-20,2024-02-20 21:55:00,2024-02-21 06:18:00,30,False,
SA005296,W085,S2,2024-02-20,2024-02-20 13:54:00,2024-02-20 22:16:00,30,False,
SA005297,W086,S3,2024-02-20,2024-02-20 22:15:00,2024-02-21 05:57:00,30,False,
SA005298,W087,S3,2024-02-20,2024-02-20 21:58:00,2024-02-21 06:01:00,30,False,
SA005299,W088,S3,2024-02-20,2024-02-20 21:58:00,2024-02-21 06:15:00,30,False,
SA005300,W089,S3,2024-02-20,2024-02-20 22:04:00,2024-02-21 06:22:00,30,False,
SA005301,W090,S3,2024-02-20,2024-02-20 21:58:00,2024-02-21 06:09:00,30,False,
SA005302,W091,S2,2024-02-20,2024-02-20 14:02:00,2024-02-20 22:07:00,15,False,
SA005303,W093,S2,2024-02-20,2024-02-20 13:52:00,2024-02-20 22:08:00,15,False,
SA005304,W095,S2,2024-02-20,2024-02-20 14:10:00,2024-02-20 22:07:00,15,False,
SA005305,W096,S2,2024-02-20,2024-02-20 13:53:00,2024-02-20 22:08:00,15,False,
SA005306,W097,S3,2024-02-20,2024-02-20 22:14:00,2024-02-21 06:04:00,15,False,
SA005307,W099,S1,2024-02-20,2024-02-20 05:58:00,2024-02-20 14:20:00,15,False,
SA005308,W100,S3,2024-02-20,2024-02-20 22:06:00,2024-02-21 06:15:00,15,False,
SA005309,W103,S3,2024-02-20,2024-02-20 22:07:00,2024-02-21 06:00:00,15,False,
SA005310,W105,S2,2024-02-20,2024-02-20 13:54:00,2024-02-20 22:12:00,15,False,
SA005311,W108,S3,2024-02-20,2024-02-20 22:17:00,2024-02-21 06:01:00,15,False,
SA005312,W114,S2,2024-02-20,2024-02-20 14:15:00,2024-02-20 22:18:00,15,False,
SA005313,W115,S2,2024-02-20,2024-02-20 14:11:00,2024-02-20 22:24:00,15,False,
SA005314,W116,S2,2024-02-20,2024-02-20 14:12:00,2024-02-20 22:10:00,15,False,
SA005315,W120,S2,2024-02-20,2024-02-20 14:07:00,2024-02-20 22:16:00,15,False,
SA005316,W121,S1,2024-02-20,2024-02-20 05:59:00,2024-02-20 14:03:00,15,False,
SA005317,W123,S1,2024-02-20,2024-02-20 05:56:00,,15,False,
SA005318,W125,S2,2024-02-20,2024-02-20 14:07:00,2024-02-20 22:07:00,15,False,
SA005319,W130,S1,2024-02-20,2024-02-20 06:07:00,2024-02-20 14:11:00,15,False,
SA005320,W131,S1,2024-02-20,2024-02-20 05:56:00,2024-02-20 14:09:00,15,False,
SA005321,W133,S1,2024-02-20,2024-02-20 06:08:00,2024-02-20 14:08:00,15,False,
SA005322,W135,S2,2024-02-20,2024-02-20 14:17:00,2024-02-20 22:15:00,15,False,
SA005323,W136,S2,2024-02-20,2024-02-20 14:11:00,2024-02-20 22:05:00,15,False,
SA005324,W137,S2,2024-02-20,2024-02-20 13:56:00,2024-02-20 22:15:00,15,False,
SA005325,W139,S3,2024-02-20,2024-02-20 21:55:00,2024-02-21 06:16:00,15,False,
SA005326,W140,S1,2024-02-20,2024-02-20 05:52:00,2024-02-20 14:24:00,45,False,
SA005327,W142,S1,2024-02-20,2024-02-20 05:55:00,2024-02-20 14:23:00,15,False,
SA005328,W144,S1,2024-02-20,2024-02-20 06:00:00,2024-02-20 13:57:00,15,False,
SA005329,W145,S2,2024-02-20,2024-02-20 14:15:00,2024-02-20 22:07:00,15,False,
SA005330,W147,S3,2024-02-20,2024-02-20 22:12:00,2024-02-21 06:09:00,15,False,
SA005331,W148,S2,2024-02-20,2024-02-20 13:55:00,2024-02-20 22:04:00,15,False,
SA005332,W001,S1,2024-02-21,2024-02-21 06:11:00,2024-02-21 14:16:00,30,False,
SA005333,W002,S1,2024-02-21,2024-02-21 06:10:00,,30,True,W098
SA005334,W003,S2,2024-02-21,2024-02-21 14:03:00,2024-02-21 22:24:00,30,False,
SA005335,W004,S3,2024-02-21,2024-02-21 22:07:00,2024-02-22 06:03:00,30,False,
SA005336,W005,S3,2024-02-21,2024-02-21 22:03:00,2024-02-22 06:04:00,30,False,
SA005337,W006,S1,2024-02-21,2024-02-21 05:55:00,2024-02-21 13:59:00,30,False,
SA005338,W007,S1,2024-02-21,2024-02-21 06:12:00,2024-02-21 14:07:00,30,False,
SA005339,W008,S1,2024-02-21,2024-02-21 05:53:00,2024-02-21 14:22:00,30,False,
SA005340,W009,S3,2024-02-21,2024-02-21 21:55:00,2024-02-22 06:17:00,30,False,
SA005341,W010,S2,2024-02-21,2024-02-21 13:54:00,2024-02-21 22:20:00,30,False,
SA005342,W011,S3,2024-02-21,2024-02-21 22:04:00,2024-02-22 06:03:00,30,False,
SA005343,W012,S1,2024-02-21,2024-02-21 06:08:00,2024-02-21 13:58:00,30,True,W131
SA005344,W014,S3,2024-02-21,2024-02-21 22:02:00,2024-02-22 06:05:00,30,False,
SA005345,W016,S1,2024-02-21,2024-02-21 05:58:00,2024-02-21 14:10:00,30,False,
SA005346,W017,S1,2024-02-21,2024-02-21 05:59:00,2024-02-21 14:02:00,30,False,
SA005347,W018,S2,2024-02-21,2024-02-21 13:53:00,2024-02-21 22:11:00,30,False,
SA005348,W020,S1,2024-02-21,2024-02-21 06:11:00,2024-02-21 13:59:00,30,False,
SA005349,W021,S1,2024-02-21,2024-02-21 06:09:00,,30,False,
SA005350,W022,S1,2024-02-21,2024-02-21 06:13:00,2024-02-21 14:20:00,30,False,
SA005351,W023,S1,2024-02-21,2024-02-21 06:15:00,2024-02-21 14:13:00,30,False,
SA005352,W025,S3,2024-02-21,2024-02-21 22:11:00,2024-02-22 06:22:00,30,False,
SA005353,W028,S1,2024-02-21,2024-02-21 06:17:00,2024-02-21 14:09:00,30,False,
SA005354,W029,S1,2024-02-21,2024-02-21 06:14:00,,30,False,
SA005355,W030,S1,2024-02-21,2024-02-21 05:52:00,2024-02-21 14:23:00,60,False,
SA005356,W031,S1,2024-02-21,2024-02-21 06:03:00,2024-02-21 14:21:00,30,False,
SA005357,W032,S3,2024-02-21,2024-02-21 21:54:00,2024-02-22 06:09:00,30,False,
SA005358,W033,S1,2024-02-21,2024-02-21 06:07:00,2024-02-21 14:13:00,30,False,
SA005359,W035,S2,2024-02-21,2024-02-21 13:53:00,2024-02-21 22:14:00,30,False,
SA005360,W036,S2,2024-02-21,2024-02-21 14:10:00,2024-02-21 22:17:00,30,False,
SA005361,W037,S2,2024-02-21,2024-02-21 14:09:00,2024-02-21 21:57:00,30,False,
SA005362,W038,S3,2024-02-21,2024-02-21 22:01:00,2024-02-22 06:17:00,30,False,
SA005363,W039,S1,2024-02-21,2024-02-21 06:00:00,2024-02-21 14:02:00,30,False,
SA005364,W041,S2,2024-02-21,2024-02-21 14:12:00,2024-02-21 22:22:00,30,False,
SA005365,W042,S3,2024-02-21,2024-02-21 22:17:00,,30,False,
SA005366,W043,S2,2024-02-21,2024-02-21 14:04:00,2024-02-21 22:00:00,30,False,
SA005367,W044,S3,2024-02-21,2024-02-21 22:03:00,2024-02-22 06:07:00,30,False,
SA005368,W045,S2,2024-02-21,2024-02-21 14:15:00,2024-02-21 22:08:00,30,False,
SA005369,W047,S1,2024-02-21,2024-02-21 05:59:00,2024-02-21 14:22:00,30,False,
SA005370,W048,S3,2024-02-21,2024-02-21 22:08:00,2024-02-22 05:59:00,30,False,
SA005371,W049,S1,2024-02-21,2024-02-21 06:08:00,,30,False,
SA005372,W051,S2,2024-02-21,2024-02-21 13:55:00,2024-02-21 22:06:00,30,False,
SA005373,W052,S3,2024-02-21,2024-02-21 22:06:00,2024-02-22 06:22:00,30,False,
SA005374,W054,S2,2024-02-21,2024-02-21 14:03:00,2024-02-21 22:24:00,30,False,
SA005375,W056,S2,2024-02-21,2024-02-21 14:12:00,2024-02-21 22:12:00,30,False,
SA005376,W057,S2,2024-02-21,2024-02-21 14:10:00,2024-02-21 22:09:00,30,False,
SA005377,W058,S1,2024-02-21,2024-02-21 05:54:00,2024-02-21 14:02:00,30,False,
SA005378,W059,S2,2024-02-21,2024-02-21 14:03:00,2024-02-21 22:15:00,30,False,
SA005379,W060,S1,2024-02-21,2024-02-21 05:59:00,2024-02-21 14:12:00,30,False,
SA005380,W062,S3,2024-02-21,2024-02-21 22:16:00,2024-02-22 06:08:00,30,False,
SA005381,W064,S2,2024-02-21,2024-02-21 14:09:00,2024-02-21 22:21:00,30,False,
SA005382,W065,S3,2024-02-21,2024-02-21 21:55:00,2024-02-22 06:07:00,30,False,
SA005383,W066,S1,2024-02-21,2024-02-21 05:55:00,2024-02-21 14:00:00,30,False,
SA005384,W067,S2,2024-02-21,2024-02-21 13:59:00,2024-02-21 22:04:00,30,False,
SA005385,W068,S1,2024-02-21,2024-02-21 06:01:00,2024-02-21 14:16:00,30,False,
SA005386,W069,S1,2024-02-21,2024-02-21 05:55:00,2024-02-21 14:21:00,30,False,
SA005387,W070,S1,2024-02-21,2024-02-21 06:06:00,2024-02-21 14:17:00,30,False,
SA005388,W071,S1,2024-02-21,2024-02-21 06:14:00,2024-02-21 14:05:00,30,False,
SA005389,W072,S3,2024-02-21,2024-02-21 22:01:00,2024-02-22 05:59:00,30,False,
SA005390,W075,S3,2024-02-21,2024-02-21 22:15:00,2024-02-22 06:21:00,30,False,
SA005391,W076,S3,2024-02-21,2024-02-21 22:00:00,2024-02-22 06:23:00,30,False,
SA005392,W077,S3,2024-02-21,2024-02-21 21:59:00,2024-02-22 06:11:00,30,False,
SA005393,W078,S1,2024-02-21,2024-02-21 06:14:00,2024-02-21 14:11:00,30,False,
SA005394,W080,S2,2024-02-21,2024-02-21 14:09:00,2024-02-21 22:21:00,30,False,
SA005395,W081,S1,2024-02-21,2024-02-21 05:52:00,2024-02-21 14:11:00,30,False,
SA005396,W082,S2,2024-02-21,2024-02-21 14:17:00,2024-02-21 22:18:00,30,False,
SA005397,W083,S3,2024-02-21,2024-02-21 22:14:00,,30,False,
SA005398,W084,S3,2024-02-21,2024-02-21 22:04:00,2024-02-22 06:11:00,30,False,
SA005399,W086,S3,2024-02-21,2024-02-21 21:56:00,2024-02-22 05:58:00,30,False,
SA005400,W088,S3,2024-02-21,2024-02-21 22:08:00,2024-02-22 06:22:00,30,False,
SA005401,W089,S3,2024-02-21,2024-02-21 22:12:00,2024-02-22 06:12:00,30,False,
SA005402,W090,S3,2024-02-21,2024-02-21 22:17:00,2024-02-22 06:07:00,30,False,
SA005403,W091,S2,2024-02-21,2024-02-21 14:01:00,,15,False,
SA005404,W092,S1,2024-02-21,2024-02-21 06:05:00,2024-02-21 14:12:00,15,False,
SA005405,W093,S2,2024-02-21,2024-02-21 14:01:00,2024-02-21 21:57:00,15,False,
SA005406,W094,S1,2024-02-21,2024-02-21 05:59:00,2024-02-21 14:14:00,15,False,
SA005407,W095,S2,2024-02-21,2024-02-21 14:12:00,2024-02-21 22:06:00,15,False,
SA005408,W097,S3,2024-02-21,2024-02-21 21:57:00,2024-02-22 06:20:00,15,False,
SA005409,W098,S1,2024-02-21,2024-02-21 06:11:00,2024-02-21 13:58:00,15,False,
SA005410,W100,S3,2024-02-21,2024-02-21 22:12:00,2024-02-22 06:09:00,15,False,
SA005411,W101,S1,2024-02-21,2024-02-21 05:59:00,2024-02-21 13:57:00,15,False,
SA005412,W102,S2,2024-02-21,2024-02-21 14:00:00,2024-02-21 22:10:00,15,False,
SA005413,W103,S3,2024-02-21,2024-02-21 22:11:00,2024-02-22 06:06:00,15,False,
SA005414,W104,S2,2024-02-21,2024-02-21 13:59:00,2024-02-21 22:19:00,15,False,
SA005415,W108,S3,2024-02-21,2024-02-21 21:56:00,2024-02-22 06:20:00,15,False,
SA005416,W109,S2,2024-02-21,2024-02-21 14:09:00,2024-02-21 22:08:00,15,False,
SA005417,W110,S1,2024-02-21,2024-02-21 05:57:00,2024-02-21 14:10:00,15,False,
SA005418,W112,S1,2024-02-21,2024-02-21 06:01:00,2024-02-21 14:02:00,15,False,
SA005419,W114,S2,2024-02-21,2024-02-21 14:06:00,2024-02-21 22:21:00,15,False,
SA005420,W118,S1,2024-02-21,2024-02-21 06:10:00,,15,False,
SA005421,W120,S2,2024-02-21,2024-02-21 14:08:00,2024-02-21 22:03:00,15,False,
SA005422,W121,S1,2024-02-21,2024-02-21 06:02:00,2024-02-21 14:14:00,15,False,
SA005423,W122,S3,2024-02-21,2024-02-21 22:11:00,2024-02-22 06:23:00,15,False,
SA005424,W123,S1,2024-02-21,2024-02-21 06:03:00,2024-02-21 14:19:00,15,False,
SA005425,W125,S2,2024-02-21,2024-02-21 14:13:00,2024-02-21 22:07:00,15,False,
SA005426,W126,S2,2024-02-21,2024-02-21 14:04:00,2024-02-21 22:02:00,15,False,
SA005427,W127,S3,2024-02-21,2024-02-21 22:03:00,2024-02-22 06:21:00,15,False,
SA005428,W130,S1,2024-02-21,2024-02-21 05:56:00,2024-02-21 13:58:00,15,False,
SA005429,W131,S1,2024-02-21,2024-02-21 06:00:00,,15,False,
SA005430,W132,S2,2024-02-21,2024-02-21 13:56:00,2024-02-21 22:11:00,15,False,
SA005431,W133,S1,2024-02-21,2024-02-21 05:52:00,2024-02-21 14:02:00,15,False,
SA005432,W134,S1,2024-02-21,2024-02-21 06:10:00,2024-02-21 14:07:00,15,False,
SA005433,W135,S2,2024-02-21,2024-02-21 13:59:00,2024-02-21 21:58:00,15,False,
SA005434,W136,S2,2024-02-21,2024-02-21 14:06:00,2024-02-21 22:11:00,15,False,
SA005435,W137,S2,2024-02-21,2024-02-21 14:01:00,2024-02-21 22:05:00,15,False,
SA005436,W139,S3,2024-02-21,2024-02-21 22:09:00,2024-02-22 06:05:00,15,False,
SA005437,W144,S1,2024-02-21,2024-02-21 06:11:00,2024-02-21 14:07:00,15,False,
SA005438,W146,S3,2024-02-21,2024-02-21 22:02:00,2024-02-22 06:02:00,15,False,
SA005439,W147,S3,2024-02-21,2024-02-21 22:10:00,2024-02-22 05:58:00,15,False,
SA005440,W148,S2,2024-02-21,2024-02-21 14:08:00,2024-02-21 22:08:00,15,False,
SA005441,W149,S3,2024-02-21,2024-02-21 22:03:00,2024-02-22 06:00:00,15,False,
SA005442,W001,S1,2024-02-22,2024-02-22 06:11:00,2024-02-22 14:11:00,30,False,
SA005443,W002,S1,2024-02-22,2024-02-22 06:04:00,2024-02-22 14:23:00,30,False,
SA005444,W003,S2,2024-02-22,2024-02-22 14:12:00,2024-02-22 22:16:00,30,True,W098
SA005445,W004,S3,2024-02-22,2024-02-22 22:12:00,2024-02-23 06:01:00,30,False,
SA005446,W005,S3,2024-02-22,2024-02-22 22:07:00,2024-02-23 05:57:00,30,True,W131
SA005447,W006,S1,2024-02-22,2024-02-22 06:16:00,2024-02-22 13:57:00,30,False,
SA005448,W007,S3,2024-02-22,2024-02-22 21:52:00,2024-02-23 06:20:00,30,True,W141
SA005449,W008,S1,2024-02-22,2024-02-22 05:55:00,2024-02-22 14:04:00,30,False,
SA005450,W009,S1,2024-02-22,2024-02-22 05:59:00,2024-02-22 14:13:00,30,False,
SA005451,W010,S2,2024-02-22,2024-02-22 13:58:00,2024-02-22 22:10:00,30,False,
SA005452,W011,S1,2024-02-22,2024-02-22 06:16:00,2024-02-22 14:00:00,30,True,W136
SA005453,W012,S1,2024-02-22,2024-02-22 05:56:00,2024-02-22 14:19:00,30,False,
SA005454,W013,S2,2024-02-22,2024-02-22 14:00:00,2024-02-22 22:11:00,30,False,
SA005455,W014,S1,2024-02-22,2024-02-22 05:55:00,2024-02-22 14:07:00,30,False,
SA005456,W015,S1,2024-02-22,2024-02-22 05:57:00,2024-02-22 14:01:00,30,False,
SA005457,W016,S1,2024-02-22,2024-02-22 05:56:00,2024-02-22 14:20:00,30,False,
SA005458,W017,S1,2024-02-22,2024-02-22 06:06:00,2024-02-22 14:18:00,30,False,
SA005459,W019,S3,2024-02-22,2024-02-22 22:03:00,2024-02-23 06:16:00,30,False,
SA005460,W020,S3,2024-02-22,2024-02-22 22:14:00,2024-02-23 06:05:00,30,False,
SA005461,W021,S1,2024-02-22,2024-02-22 05:53:00,2024-02-22 14:04:00,30,False,
SA005462,W022,S1,2024-02-22,2024-02-22 06:12:00,2024-02-22 14:17:00,30,False,
SA005463,W023,S2,2024-02-22,2024-02-22 13:57:00,2024-02-22 21:57:00,30,False,
SA005464,W024,S1,2024-02-22,2024-02-22 06:07:00,2024-02-22 13:57:00,30,False,
SA005465,W025,S3,2024-02-22,2024-02-22 21:56:00,2024-02-23 06:12:00,30,False,
SA005466,W026,S3,2024-02-22,2024-02-22 22:01:00,,30,False,
SA005467,W027,S2,2024-02-22,2024-02-22 14:00:00,2024-02-22 22:11:00,30,False,
SA005468,W028,S1,2024-02-22,2024-02-22 06:12:00,2024-02-22 14:22:00,30,False,
SA005469,W029,S3,2024-02-22,2024-02-22 21:57:00,2024-02-23 06:19:00,30,False,
SA005470,W030,S1,2024-02-22,2024-02-22 06:03:00,2024-02-22 14:16:00,30,False,
SA005471,W033,S1,2024-02-22,2024-02-22 05:55:00,2024-02-22 14:19:00,30,False,
SA005472,W034,S3,2024-02-22,2024-02-22 22:10:00,2024-02-23 06:12:00,30,False,
SA005473,W035,S2,2024-02-22,2024-02-22 13:53:00,2024-02-22 22:05:00,30,False,
SA005474,W036,S2,2024-02-22,2024-02-22 14:06:00,2024-02-22 22:09:00,30,False,
SA005475,W037,S1,2024-02-22,2024-02-22 05:54:00,2024-02-22 13:58:00,30,False,
SA005476,W039,S1,2024-02-22,2024-02-22 05:59:00,2024-02-22 14:13:00,30,False,
SA005477,W040,S1,2024-02-22,2024-02-22 06:11:00,2024-02-22 14:19:00,30,False,
SA005478,W041,S2,2024-02-22,2024-02-22 14:01:00,2024-02-22 22:03:00,30,False,
SA005479,W042,S2,2024-02-22,2024-02-22 14:07:00,2024-02-22 22:10:00,30,False,
SA005480,W043,S1,2024-02-22,2024-02-22 06:06:00,2024-02-22 14:16:00,30,False,
SA005481,W044,S3,2024-02-22,2024-02-22 21:59:00,2024-02-23 06:09:00,30,False,
SA005482,W045,S2,2024-02-22,2024-02-22 13:54:00,2024-02-22 22:10:00,30,False,
SA005483,W046,S1,2024-02-22,2024-02-22 06:14:00,2024-02-22 14:14:00,30,False,
SA005484,W047,S1,2024-02-22,2024-02-22 05:56:00,2024-02-22 14:11:00,30,False,
SA005485,W051,S2,2024-02-22,2024-02-22 13:57:00,2024-02-22 22:12:00,30,False,
SA005486,W052,S3,2024-02-22,2024-02-22 22:14:00,2024-02-23 06:08:00,30,False,
SA005487,W054,S2,2024-02-22,2024-02-22 13:58:00,2024-02-22 22:20:00,30,False,
SA005488,W055,S1,2024-02-22,2024-02-22 06:09:00,2024-02-22 14:16:00,30,False,
SA005489,W056,S2,2024-02-22,2024-02-22 14:15:00,2024-02-22 22:21:00,30,False,
SA005490,W057,S2,2024-02-22,2024-02-22 14:14:00,2024-02-22 22:10:00,30,False,
SA005491,W058,S3,2024-02-22,2024-02-22 21:54:00,2024-02-23 06:13:00,30,False,
SA005492,W059,S2,2024-02-22,2024-02-22 14:16:00,2024-02-22 22:19:00,30,False,
SA005493,W060,S1,2024-02-22,2024-02-22 06:07:00,2024-02-22 14:24:00,30,False,
SA005494,W062,S3,2024-02-22,2024-02-22 22:06:00,2024-02-23 06:02:00,30,False,
SA005495,W063,S3,2024-02-22,2024-02-22 22:17:00,2024-02-23 05:59:00,30,False,
SA005496,W064,S1,2024-02-22,2024-02-22 06:15:00,2024-02-22 14:19:00,30,False,
SA005497,W065,S3,2024-02-22,2024-02-22 22:13:00,2024-02-23 06:03:00,30,False,
SA005498,W066,S1,2024-02-22,2024-02-22 06:17:00,2024-02-22 14:08:00,30,False,
SA005499,W067,S2,2024-02-22,2024-02-22 14:10:00,2024-02-22 22:09:00,30,False,
