return_id,order_id,return_date,refund_amount
RET-50581,ORD-16232,2026-01-04,285.97
RET-50582,ORD-10088,2026-01-04,445.86
RET-50583,ORD-11355,2025-12-18,439.24
RET-50584,ORD-12940,2025-12-19,147.36
RET-50585,ORD-17161,2026-01-03,217.25
RET-50586,ORD-12403,2026-01-02,169.38
RET-50587,ORD-16330,2025-12-14,38.03
RET-50588,ORD-14391,2025-12-13,279.81
RET-50589,ORD-13028,2025-12-06,342.31
RET-50590,ORD-16105,2025-11-06,105.69
RET-50591,ORD-11846,2025-12-12,78.32
RET-50592,ORD-13100,2025-11-25,64.46
RET-50593,ORD-16898,2025-12-28,173.63
RET-50594,ORD-16234,2025-12-24,201.78
RET-50595,ORD-11120,2026-01-08,446.6
RET-50596,ORD-14582,2025-11-14,395.31
RET-50597,ORD-14651,2025-12-10,364.38
RET-50598,ORD-12300,2026-01-19,405.24
RET-50599,ORD-15637,2025-11-23,423.37
RET-50600,ORD-13830,2025-12-13,202.88
RET-50601,ORD-11416,2025-11-27,38.88
RET-50602,ORD-11620,2026-01-20,243.3
RET-50603,ORD-14224,2025-12-05,299.9
RET-50604,ORD-13554,2025-11-27,89.16
RET-50605,ORD-16012,2025-12-26,489.89
RET-50606,ORD-15784,2026-01-16,28.12
RET-50607,ORD-10517,2026-01-06,409.07
RET-50608,ORD-15348,2025-12-31,235.97
RET-50609,ORD-10099,2025-12-06,71.79
RET-50610,ORD-17842,2026-01-11,52.28
RET-50611,ORD-10026,2025-11-27,115.84
RET-50612,ORD-14879,2025-12-28,415.52
RET-50613,ORD-12776,2025-11-27,41.07
RET-50614,ORD-11860,2025-11-15,392.69
RET-50615,ORD-14103,2025-11-22,103.83
RET-50616,ORD-17163,2026-01-07,355.67
RET-50617,ORD-12762,2026-01-02,322.84
RET-50618,ORD-15126,2025-12-04,282.28
RET-50619,ORD-17255,2025-12-05,285.12
RET-50620,ORD-12563,2025-12-09,54.99
RET-50621,ORD-13946,2026-01-13,337.62
RET-50622,ORD-17730,2025-12-15,273.18
RET-50623,ORD-12194,2026-01-01,73.27
RET-50624,ORD-11428,2025-12-18,326.78
RET-50625,ORD-10748,2025-12-11,455.11
RET-50626,ORD-13201,2025-12-28,261.5
RET-50627,ORD-15948,2025-12-01,346.52
RET-50628,ORD-12281,2026-01-06,193.69
RET-50629,ORD-12631,2025-11-25,357.85
RET-50630,ORD-16391,2025-11-19,218.56
RET-50631,ORD-14833,2025-12-23,94.77
RET-50632,ORD-14943,2026-01-05,194.36
RET-50633,ORD-10131,2025-12-30,126.61
RET-50634,ORD-16842,2025-12-17,78.15
RET-50635,ORD-16537,2026-01-06,446.37
RET-50636,ORD-10266,2026-01-07,354.57
RET-50637,ORD-14764,2025-12-19,278.43
RET-50638,ORD-16398,2025-11-08,231.49
RET-50639,ORD-11805,2025-11-19,391.83
RET-50640,ORD-13907,2026-01-18,168.06
RET-50641,ORD-14371,2025-11-15,205.62
RET-50642,ORD-10636,2025-12-04,275.66
RET-50643,ORD-12145,2025-12-14,414.39
RET-50644,ORD-15504,2025-11-26,168.91
RET-50645,ORD-13500,2025-12-21,157.53
RET-50646,ORD-12496,2025-12-18,297.09
RET-50647,ORD-14003,2025-11-24,93.87
RET-50648,ORD-16933,2025-12-23,81.8
RET-50649,ORD-15304,2026-01-13,227.76
RET-50650,ORD-15202,2026-01-15,328.53
RET-50651,ORD-13363,2025-11-29,146.75
RET-50652,ORD-16037,2026-01-12,439.37
RET-50653,ORD-10768,2026-01-03,184.2
RET-50654,ORD-12405,2025-12-17,310.77
RET-50655,ORD-11819,2026-01-10,203.33
RET-50656,ORD-13732,2025-12-30,234.42
RET-50657,ORD-14138,2025-12-04,339.23
RET-50658,ORD-17833,2025-12-13,440.75
RET-50659,ORD-17426,2026-01-20,68.3
RET-50660,ORD-14280,2025-11-21,98.08
RET-50661,ORD-12259,2025-12-25,228.61
RET-50662,ORD-11738,2026-01-16,196.52
RET-50663,ORD-13744,2025-12-30,23.3
RET-50664,ORD-10419,2025-11-18,381.14
RET-50665,ORD-13245,2025-11-26,102.41
RET-50666,ORD-15961,2025-12-21,474.63
RET-50667,ORD-13073,2025-12-31,150.13
RET-50668,ORD-10674,2026-01-19,216.99
RET-50669,ORD-14441,2025-12-19,418.7
RET-50670,ORD-16164,2025-12-24,142.24
RET-50671,ORD-13697,2025-12-20,340.58
RET-50672,ORD-16907,2025-11-17,404.92
RET-50673,ORD-15339,2026-01-09,22.97
RET-50674,ORD-17889,2026-01-09,212.07
RET-50675,ORD-17013,2025-11-27,111.93
RET-50676,ORD-12878,2025-12-30,303.74
RET-50677,ORD-17196,2025-11-29,82.92
RET-50678,ORD-13404,2025-12-11,379.13
RET-50679,ORD-12100,2025-12-03,459.24
RET-50680,ORD-17340,2025-12-12,473.14
RET-50681,ORD-13392,2026-01-12,446.3
RET-50682,ORD-16955,2026-01-13,192.72
RET-50683,ORD-13828,2025-12-19,423.64
RET-50684,ORD-11076,2025-12-17,204.48
RET-50685,ORD-15565,2025-12-17,31.83
RET-50686,ORD-17183,2025-12-30,390.19
RET-50687,ORD-13176,2025-12-29,338.83
RET-50688,ORD-16185,2025-12-23,405.29
RET-50689,ORD-11915,2025-11-21,366.59
RET-50690,ORD-13310,2026-01-07,366.91
RET-50691,ORD-14533,2025-12-06,167.08
RET-50692,ORD-17574,2026-01-07,24.01
RET-50693,ORD-16628,2025-12-20,286.82
RET-50694,ORD-17383,2025-11-26,289.35
RET-50695,ORD-17902,2025-12-27,149.18
RET-50696,ORD-16407,2025-11-23,171.0
RET-50697,ORD-10550,2026-01-15,269.68
RET-50698,ORD-13012,2025-12-17,167.25
RET-50699,ORD-12432,2025-11-30,492.33
RET-50700,ORD-15685,2025-11-28,384.31
RET-50701,ORD-10713,2025-11-22,217.68
RET-50702,ORD-14255,2025-12-12,335.89
RET-50703,ORD-13053,2025-11-27,157.98
RET-50704,ORD-16688,2025-12-08,280.87
RET-50705,ORD-14239,2025-11-27,179.05
RET-50706,ORD-16115,2025-11-23,357.15
RET-50707,ORD-14988,2025-11-21,371.0
RET-50708,ORD-14679,2025-12-10,323.06
RET-50709,ORD-10274,2025-12-15,265.44
RET-50710,ORD-17687,2025-12-21,169.62
RET-50711,ORD-10489,2025-12-01,447.33
RET-50712,ORD-11221,2025-12-28,92.51
RET-50713,ORD-13709,2025-12-17,482.41
RET-50714,ORD-13894,2025-12-22,371.12
RET-50715,ORD-17573,2025-12-01,378.23
RET-50716,ORD-15699,2026-01-02,160.28
RET-50717,ORD-11367,2025-12-12,456.34
RET-50718,ORD-14725,2025-12-30,20.11
RET-50719,ORD-16906,2026-01-07,130.87
RET-50720,ORD-10901,2025-12-12,32.74
RET-50721,ORD-10090,2025-12-20,77.41
RET-50722,ORD-16365,2025-11-28,299.43
RET-50723,ORD-14235,2025-12-06,171.57
RET-50724,ORD-12523,2025-11-16,192.18
RET-50725,ORD-12740,2025-12-23,195.53
RET-50726,ORD-10335,2025-12-07,39.55
RET-50727,ORD-15713,2025-12-07,473.94
RET-50728,ORD-13722,2026-01-18,469.03
RET-50729,ORD-15323,2025-12-08,499.42
RET-50730,ORD-16891,2026-01-02,452.36
RET-50731,ORD-16861,2025-12-21,456.32
RET-50732,ORD-14604,2026-01-04,380.61
RET-50733,ORD-13154,2025-12-09,232.42
RET-50734,ORD-10167,2025-12-02,109.53
RET-50735,ORD-12376,2025-11-12,167.03
RET-50736,ORD-17997,2025-11-19,238.56
RET-50737,ORD-11934,2025-11-22,344.7
RET-50738,ORD-12976,2025-11-21,422.72
RET-50739,ORD-13374,2026-01-09,411.17
RET-50740,ORD-16167,2026-01-02,493.55
RET-50741,ORD-10272,2025-12-13,436.19
RET-50742,ORD-12764,2026-01-16,84.45
RET-50743,ORD-17368,2025-11-11,110.76
RET-50744,ORD-10299,2025-12-13,60.97
RET-50745,ORD-11866,2025-12-26,40.72
RET-50746,ORD-15782,2025-11-19,306.1
RET-50747,ORD-12031,2025-12-26,291.36
RET-50748,ORD-13638,2026-01-07,159.9
RET-50749,ORD-12187,2025-12-18,387.71
RET-50750,ORD-17494,2026-01-15,433.33
RET-50751,ORD-13480,2026-01-09,93.77
RET-50752,ORD-14850,2026-01-19,491.0
RET-50753,ORD-14171,2026-01-05,493.92
RET-50754,ORD-11730,2026-01-11,167.0
RET-50755,ORD-10221,2025-12-27,292.79
RET-50756,ORD-13246,2025-12-03,260.05
RET-50757,ORD-15280,2025-11-14,494.3
RET-50758,ORD-13604,2026-01-10,124.98
RET-50759,ORD-15454,2025-11-29,357.94
RET-50760,ORD-11728,2025-12-24,410.71
RET-50761,ORD-10182,2025-11-22,463.85
RET-50762,ORD-16696,2025-12-12,337.69
RET-50763,ORD-13314,2025-11-08,124.48
RET-50764,ORD-13858,2025-11-28,213.54
RET-50765,ORD-15741,2026-01-19,293.36
RET-50766,ORD-16483,2026-01-17,24.82
RET-50767,ORD-17271,2025-12-28,482.68
RET-50768,ORD-17411,2026-01-03,234.41
RET-50769,ORD-10985,2026-01-07,257.84
RET-50770,ORD-14489,2026-01-07,290.67
RET-50771,ORD-17643,2026-01-15,146.09
RET-50772,ORD-11111,2026-01-08,127.73
RET-50773,ORD-11499,2025-12-18,434.4
RET-50774,ORD-16020,2025-12-16,220.63
RET-50775,ORD-13445,2025-12-19,331.76
RET-50776,ORD-17273,2026-01-19,31.25
RET-50777,ORD-17025,2026-01-05,256.8
RET-50778,ORD-17464,2026-01-02,199.25
RET-50779,ORD-14707,2026-01-01,113.94
RET-50780,ORD-15262,2025-12-17,287.69
RET-50781,ORD-12303,2025-12-06,160.87
RET-50782,ORD-16357,2025-11-29,239.94
RET-50783,ORD-10665,2025-12-27,93.37
RET-50784,ORD-15032,2025-12-10,290.92
RET-50785,ORD-10132,2025-12-05,77.54
RET-50786,ORD-16316,2025-11-26,367.3
RET-50787,ORD-14193,2026-01-02,370.52
RET-50788,ORD-13703,2026-01-07,427.09
RET-50789,ORD-14162,2026-01-04,283.46
RET-50790,ORD-14153,2025-11-28,191.17
RET-50791,ORD-13529,2026-01-09,231.08
RET-50792,ORD-12695,2025-12-21,269.14
RET-50793,ORD-11786,2025-12-29,325.6
RET-50794,ORD-14115,2025-12-26,183.66
RET-50795,ORD-16225,2025-11-20,321.54
RET-50796,ORD-12699,2025-11-23,391.0
RET-50797,ORD-15539,2026-01-09,244.29
RET-50798,ORD-14897,2026-01-12,163.03
RET-50799,ORD-16621,2025-12-23,215.06
RET-50800,ORD-16770,2025-12-25,74.16
RET-50801,ORD-10382,2025-11-17,321.89
RET-50802,ORD-13172,2025-12-10,96.56
RET-50803,ORD-13856,2025-12-11,190.24
RET-50804,ORD-11681,2025-12-01,488.29
RET-50805,ORD-14691,2025-12-07,191.45
RET-50806,ORD-13397,2026-01-06,425.54
RET-50807,ORD-11674,2025-12-19,399.21
RET-50808,ORD-12495,2025-12-20,256.32
RET-50809,ORD-15568,2026-01-08,421.46
RET-50810,ORD-16661,2025-12-29,232.09
RET-50811,ORD-11385,2026-01-19,176.09
RET-50812,ORD-15704,2025-11-23,459.34
RET-50813,ORD-14219,2025-12-25,141.11
RET-50814,ORD-15681,2025-11-24,257.3
RET-50815,ORD-15061,2025-12-28,462.87
RET-50816,ORD-17114,2025-12-01,268.22
RET-50817,ORD-16945,2026-01-11,386.38
RET-50818,ORD-14126,2025-11-24,346.22
RET-50819,ORD-16192,2025-12-02,395.72
RET-50820,ORD-13275,2025-12-08,414.27
RET-50821,ORD-10197,2026-01-13,450.61
RET-50822,ORD-16912,2025-11-16,116.27
RET-50823,ORD-12579,2025-12-09,330.95
RET-50824,ORD-16543,2025-12-17,148.93
RET-50825,ORD-12643,2025-11-11,329.19
RET-50826,ORD-16948,2026-01-02,443.6
RET-50827,ORD-10179,2025-12-23,86.01
RET-50828,ORD-15494,2026-01-03,247.73
RET-50829,ORD-15216,2026-01-12,233.4
RET-50830,ORD-12479,2026-01-08,401.22
RET-50831,ORD-14677,2025-12-10,481.48
RET-50832,ORD-11130,2025-12-10,367.24
RET-50833,ORD-11138,2025-11-23,250.68
RET-50834,ORD-16786,2026-01-03,470.59
RET-50835,ORD-10966,2025-11-25,365.14
RET-50836,ORD-15689,2025-11-26,330.05
RET-50837,ORD-13730,2025-12-26,92.23
RET-50838,ORD-10480,2026-01-17,322.11
RET-50839,ORD-12149,2026-01-01,417.56
RET-50840,ORD-15307,2025-11-26,206.82
RET-50841,ORD-17016,2026-01-08,135.85
RET-50842,ORD-14595,2025-12-18,329.7
RET-50843,ORD-13461,2025-12-28,94.98
RET-50844,ORD-16266,2025-12-15,491.08
RET-50845,ORD-15735,2026-01-16,347.68
RET-50846,ORD-16265,2025-12-29,260.42
RET-50847,ORD-14465,2025-11-24,210.08
RET-50848,ORD-17080,2025-11-08,181.09
RET-50849,ORD-15593,2025-12-01,486.83
RET-50850,ORD-15925,2025-12-13,364.43
RET-50851,ORD-13627,2025-12-10,437.92
RET-50852,ORD-10243,2026-01-04,197.68
RET-50853,ORD-13335,2025-12-11,379.99
RET-50854,ORD-11687,2026-01-10,253.79
RET-50855,ORD-11530,2026-01-04,169.43
RET-50856,ORD-16872,2025-12-28,317.6
RET-50857,ORD-10501,2025-11-18,277.33
RET-50858,ORD-16246,2025-12-03,100.06
RET-50859,ORD-10571,2026-01-04,396.15
RET-50860,ORD-13294,2025-12-16,484.67
RET-50861,ORD-11334,2026-01-06,487.9
RET-50862,ORD-14733,2025-12-06,465.83
RET-50863,ORD-17626,2025-12-07,447.05
RET-50864,ORD-17881,2025-12-15,239.47
RET-50865,ORD-17342,2025-12-14,353.05
RET-50866,ORD-13887,2025-11-22,325.0
RET-50867,ORD-11570,2026-01-14,301.57
RET-50868,ORD-17729,2025-12-13,280.35
RET-50869,ORD-16632,2025-12-14,339.57
RET-50870,ORD-14753,2025-11-18,264.27
RET-50871,ORD-14762,2025-12-24,382.19
RET-50872,ORD-11452,2025-12-17,437.07
RET-50873,ORD-16281,2025-11-18,290.07
RET-50874,ORD-16856,2025-12-13,321.42
RET-50875,ORD-14169,2026-01-01,66.39
RET-50876,ORD-16875,2025-12-23,228.65
RET-50877,ORD-15043,2025-11-29,340.01
RET-50878,ORD-15512,2026-01-05,436.5
RET-50879,ORD-14641,2025-12-21,170.2
RET-50880,ORD-16687,2025-11-27,188.82
RET-50881,ORD-14395,2025-12-19,424.24
RET-50882,ORD-17622,2025-12-16,95.47
RET-50883,ORD-11308,2025-11-17,182.94
RET-50884,ORD-14018,2025-12-28,162.7
RET-50885,ORD-10983,2025-12-08,56.07
RET-50886,ORD-14602,2025-12-31,456.44
RET-50887,ORD-11260,2025-11-15,149.12
RET-50888,ORD-13429,2026-01-05,301.73
RET-50889,ORD-15754,2025-11-22,456.89
RET-50890,ORD-12644,2025-12-08,43.13
RET-50891,ORD-17911,2025-12-16,218.2
RET-50892,ORD-17238,2025-11-09,337.71
RET-50893,ORD-16303,2025-11-27,393.4
RET-50894,ORD-11671,2025-12-29,441.43
RET-50895,ORD-16329,2025-12-09,45.3
RET-50896,ORD-16588,2025-12-18,111.71
RET-50897,ORD-11911,2025-12-12,440.79
RET-50898,ORD-10740,2025-12-20,242.09
RET-50899,ORD-13748,2025-12-14,213.16
RET-50900,ORD-16041,2025-11-29,81.01
RET-50901,ORD-17490,2025-12-16,72.49
RET-50902,ORD-10049,2025-12-14,108.73
RET-50903,ORD-14373,2026-01-11,210.94
RET-50904,ORD-13464,2026-01-07,106.09
RET-50905,ORD-16736,2025-12-27,473.01
RET-50906,ORD-16803,2025-12-25,242.89
RET-50907,ORD-12522,2025-12-27,163.71
RET-50908,ORD-15003,2025-11-12,183.2
RET-50909,ORD-11405,2025-11-30,247.82
RET-50910,ORD-13319,2025-12-12,390.95
RET-50911,ORD-14811,2026-01-09,429.89
RET-50912,ORD-12391,2025-12-14,100.09
RET-50913,ORD-11292,2026-01-01,292.42
RET-50914,ORD-10247,2026-01-03,483.99
RET-50915,ORD-11689,2026-01-08,387.11
RET-50916,ORD-15881,2025-11-26,320.87
RET-50917,ORD-15697,2025-12-21,214.63
RET-50918,ORD-14844,2025-11-21,105.97
RET-50919,ORD-14387,2025-12-11,43.37
RET-50920,ORD-15627,2026-01-17,184.35
RET-50921,ORD-17812,2026-01-06,69.63
RET-50922,ORD-15446,2025-12-05,186.95
RET-50923,ORD-17966,2025-12-31,151.95
RET-50924,ORD-17243,2025-12-27,275.33
RET-50925,ORD-15526,2025-12-30,326.7
RET-50926,ORD-11944,2025-12-24,398.54
RET-50927,ORD-17844,2025-12-25,413.95
RET-50928,ORD-12677,2025-11-22,47.88
RET-50929,ORD-12477,2025-12-05,399.44
RET-50930,ORD-15628,2025-11-24,282.31
RET-50931,ORD-15240,2025-12-25,489.94
RET-50932,ORD-14927,2025-11-21,128.95
RET-50933,ORD-15671,2025-12-23,157.34
RET-50934,ORD-10157,2025-12-27,385.58
RET-50935,ORD-10925,2026-01-01,30.79
RET-50936,ORD-12312,2025-12-16,256.9
RET-50937,ORD-12939,2025-11-26,40.36
RET-50938,ORD-16349,2026-01-11,360.67
RET-50939,ORD-14633,2025-12-10,433.48
RET-50940,ORD-15001,2025-12-27,247.25
RET-50941,ORD-13428,2025-12-23,434.93
RET-50942,ORD-13683,2025-11-13,133.73
RET-50943,ORD-10219,2025-11-12,427.63
RET-50944,ORD-13116,2025-12-17,374.59
RET-50945,ORD-14905,2025-11-22,97.61
RET-50946,ORD-11471,2025-11-26,374.46
RET-50947,ORD-10520,2026-01-16,305.18
RET-50948,ORD-15053,2025-12-15,60.78
RET-50949,ORD-12785,2025-12-23,136.15
RET-50950,ORD-16713,2026-01-11,415.4
RET-50951,ORD-14412,2025-12-20,341.81
RET-50952,ORD-13597,2026-01-03,285.28
RET-50953,ORD-11555,2025-12-03,121.78
RET-50954,ORD-10016,2025-12-09,166.04
RET-50955,ORD-13013,2025-12-12,189.42
RET-50956,ORD-12117,2025-11-25,315.34
RET-50957,ORD-14974,2026-01-17,141.04
RET-50958,ORD-11330,2026-01-07,286.57
RET-50959,ORD-17852,2025-12-23,399.32
