order_id,order_date,region,category,revenue,cogs
ORD-11629,2025-12-11,NA,Toys,236.18,107.27
ORD-11630,2025-12-14,APAC,Apparel,382.96,139.13
ORD-11631,2025-12-29,NA,Home,186.83,108.01
ORD-11632,2025-11-19,LATAM,Toys,339.16,116.09
ORD-11633,2025-11-15,EU,Toys,401.82,227.4
ORD-11634,2025-12-18,EU,Apparel,465.05,192.75
ORD-11635,2025-11-06,NA,Home,132.63,50.34
ORD-11636,2025-11-28,EU,Home,211.67,142.78
ORD-11637,2025-11-07,NA,Home,93.16,28.64
ORD-11638,2025-12-19,EU,Toys,496.39,235.84
ORD-11639,2025-12-11,EU,Home,464.96,143.51
ORD-11640,2025-12-16,APAC,Home,279.18,137.76
ORD-11641,2025-12-26,EU,Toys,424.18,212.27
ORD-11642,2025-11-07,NA,Toys,270.06,115.77
ORD-11643,2025-11-29,NA,Electronics,319.32,112.68
ORD-11644,2025-11-11,APAC,Toys,62.78,28.29
ORD-11645,2025-12-15,NA,Apparel,382.53,217.62
ORD-11646,2025-11-20,NA,Apparel,81.3,49.83
ORD-11647,2025-12-28,EU,Toys,416.51,213.38
ORD-11648,2025-11-02,LATAM,Apparel,395.37,211.89
ORD-11649,2025-11-03,APAC,Toys,360.2,136.96
ORD-11650,2025-11-21,NA,Toys,37.36,15.5
ORD-11651,2025-12-21,NA,Electronics,165.5,60.37
ORD-11652,2025-11-04,EU,Home,146.29,58.47
ORD-11653,2025-11-19,NA,Toys,192.87,75.21
ORD-11654,2025-11-23,LATAM,Apparel,62.07,31.52
ORD-11655,2025-11-24,APAC,Toys,469.74,246.65
ORD-11656,2025-11-28,NA,Home,285.83,193.79
ORD-11657,2025-11-10,LATAM,Toys,166.65,63.03
ORD-11658,2025-11-16,APAC,Electronics,210.55,117.21
ORD-11659,2025-12-04,EU,Toys,234.66,147.11
ORD-11660,2025-11-27,EU,Apparel,308.29,161.57
ORD-11661,2025-12-07,NA,Electronics,267.53,107.55
ORD-11662,2025-12-14,NA,Electronics,461.31,186.84
ORD-11663,2025-12-21,NA,Home,258.54,81.62
ORD-11664,2025-11-12,NA,Apparel,496.24,209.5
ORD-11665,2025-11-11,NA,Home,428.68,256.28
ORD-11666,2025-11-12,NA,Apparel,120.09,38.31
ORD-11667,2025-11-06,NA,Apparel,466.69,180.94
ORD-11668,2025-12-10,EU,Electronics,75.86,44.19
ORD-11669,2025-12-26,NA,Electronics,412.38,252.81
ORD-11670,2025-11-25,NA,Apparel,202.7,97.73
ORD-11671,2025-12-10,NA,Toys,441.43,255.69
ORD-11672,2025-12-14,NA,Electronics,436.67,198.76
ORD-11673,2025-11-16,EU,Apparel,406.84,148.08
ORD-11674,2025-12-02,NA,Toys,399.21,183.34
ORD-11675,2025-12-29,NA,Apparel,166.25,88.44
ORD-11676,2025-12-08,LATAM,Toys,58.84,39.97
ORD-11677,2025-11-10,EU,Electronics,213.43,69.9
ORD-11678,2025-11-15,EU,Apparel,103.29,51.95
ORD-11679,2025-11-30,NA,Electronics,353.58,152.59
ORD-11680,2025-12-11,EU,Toys,186.13,93.68
ORD-11681,2025-11-17,NA,Electronics,488.29,151.17
ORD-11682,2025-11-30,NA,Electronics,327.67,139.33
ORD-11683,2025-11-17,APAC,Toys,414.79,260.47
ORD-11684,2025-12-13,LATAM,Apparel,83.61,43.61
ORD-11685,2025-11-01,NA,Toys,433.77,208.31
ORD-11686,2025-12-28,APAC,Home,462.92,191.75
ORD-11687,2025-12-22,EU,Apparel,253.79,106.39
ORD-11688,2025-11-30,NA,Toys,311.0,140.96
ORD-11689,2025-12-28,LATAM,Apparel,387.11,245.52
ORD-11690,2025-11-19,LATAM,Home,103.92,71.38
ORD-11691,2025-12-14,EU,Electronics,261.23,124.2
ORD-11692,2025-12-05,NA,Electronics,211.36,96.66
ORD-11693,2025-11-11,EU,Apparel,90.26,57.64
ORD-11694,2025-11-05,LATAM,Apparel,196.42,92.47
ORD-11695,2025-11-29,EU,Electronics,52.72,27.46
ORD-11696,2025-12-31,EU,Electronics,32.39,12.71
ORD-11697,2025-11-23,APAC,Toys,84.88,50.71
ORD-11698,2025-12-08,LATAM,Electronics,482.3,247.32
ORD-11699,2025-11-20,NA,Home,283.77,176.96
ORD-11700,2025-12-11,EU,Apparel,483.59,296.1
ORD-11701,2025-11-28,NA,Electronics,227.6,87.85
ORD-11702,2025-12-15,EU,Toys,169.67,99.47
ORD-11703,2025-11-17,APAC,Toys,262.95,163.03
ORD-11704,2025-11-30,EU,Home,230.97,101.27
ORD-11705,2025-12-25,NA,Toys,70.72,26.1
ORD-11706,2025-11-20,NA,Electronics,327.6,98.62
ORD-11707,2025-11-13,EU,Electronics,123.7,59.42
ORD-11708,2025-11-25,EU,Electronics,317.4,139.96
ORD-11709,2025-12-25,NA,Toys,332.1,173.34
ORD-11710,2025-12-01,LATAM,Apparel,92.97,34.88
ORD-11711,2025-11-07,NA,Home,49.45,31.84
ORD-11712,2025-11-16,NA,Toys,394.77,159.13
ORD-11713,2025-11-25,EU,Apparel,240.7,94.01
ORD-11714,2025-12-07,EU,Home,47.92,23.59
ORD-11715,2025-11-23,EU,Electronics,497.54,248.54
ORD-11716,2025-12-07,NA,Toys,47.73,18.43
ORD-11717,2025-11-19,EU,Apparel,353.62,144.54
ORD-11718,2025-12-15,NA,Electronics,492.17,181.06
ORD-11719,2025-11-19,NA,Home,134.81,79.19
ORD-11720,2025-11-02,EU,Toys,88.28,53.68
ORD-11721,2025-12-24,LATAM,Home,78.26,37.95
ORD-11722,2025-12-13,LATAM,Toys,165.57,96.96
ORD-11723,2025-11-26,NA,Electronics,68.5,40.71
ORD-11724,2025-11-18,NA,Electronics,352.24,125.15
ORD-11725,2025-11-01,APAC,Apparel,49.9,34.25
ORD-11726,2025-12-07,NA,Toys,264.52,166.23
ORD-11727,2025-12-26,NA,Electronics,498.41,190.29
ORD-11728,2025-12-14,NA,Home,410.71,153.8
ORD-11729,2025-12-20,NA,Home,315.31,110.44
ORD-11730,2025-12-18,LATAM,Home,167.0,59.34
ORD-11731,2025-11-04,APAC,Toys,319.47,191.45
ORD-11732,2025-12-29,NA,Apparel,272.98,133.18
ORD-11733,2025-12-09,APAC,Electronics,224.52,137.67
ORD-11734,2025-12-18,EU,Home,82.74,49.52
ORD-11735,2025-12-02,LATAM,Apparel,445.57,241.43
ORD-11736,2025-12-24,APAC,Home,235.9,135.54
ORD-11737,2025-12-28,NA,Home,113.42,34.86
ORD-11738,2025-12-28,APAC,Electronics,196.52,83.46
ORD-11739,2025-11-19,LATAM,Home,218.78,121.45
ORD-11740,2025-12-20,EU,Home,417.22,126.73
ORD-11741,2025-12-22,APAC,Electronics,372.13,116.55
ORD-11742,2025-11-15,NA,Toys,389.27,249.43
ORD-11743,2025-12-09,EU,Home,25.3,14.51
ORD-11744,2025-12-22,NA,Home,219.75,89.25
ORD-11745,2025-11-23,NA,Toys,251.05,144.4
ORD-11746,2025-11-15,EU,Apparel,29.21,18.02
ORD-11747,2025-12-11,APAC,Home,144.71,61.17
ORD-11748,2025-11-13,LATAM,Apparel,384.94,121.03
ORD-11749,2025-12-10,NA,Home,85.81,57.76
ORD-11750,2025-11-17,LATAM,Apparel,276.95,121.32
ORD-11751,2025-12-14,APAC,Toys,123.3,42.24
ORD-11752,2025-12-19,NA,Electronics,25.82,12.83
ORD-11753,2025-12-17,EU,Toys,135.78,82.47
ORD-11754,2025-12-20,LATAM,Apparel,488.42,189.83
ORD-11755,2025-12-13,EU,Apparel,404.74,165.05
ORD-11756,2025-12-14,EU,Electronics,480.6,190.84
ORD-11757,2025-12-24,APAC,Electronics,254.17,177.07
ORD-11758,2025-11-09,APAC,Electronics,72.67,27.54
ORD-11759,2025-12-11,NA,Electronics,283.02,150.06
ORD-11760,2025-11-07,NA,Home,238.1,159.55
ORD-11761,2025-12-28,NA,Electronics,425.29,152.58
ORD-11762,2025-12-11,EU,Electronics,67.08,46.17
ORD-11763,2025-12-12,NA,Apparel,254.36,172.71
ORD-11764,2025-11-03,APAC,Electronics,92.02,60.17
ORD-11765,2025-11-20,APAC,Electronics,175.84,67.84
ORD-11766,2025-12-21,NA,Toys,373.93,207.02
ORD-11767,2025-11-29,EU,Home,248.49,150.18
ORD-11768,2025-11-03,EU,Home,200.43,139.18
ORD-11769,2025-12-08,NA,Home,209.35,77.91
ORD-11770,2025-11-24,NA,Apparel,240.53,145.86
ORD-11771,2025-12-17,NA,Electronics,396.81,172.82
ORD-11772,2025-11-09,LATAM,Home,448.2,165.95
ORD-11773,2025-11-06,APAC,Toys,478.56,224.23
ORD-11774,2025-12-29,EU,Home,397.71,245.6
ORD-11775,2025-11-19,EU,Home,171.4,83.29
ORD-11776,2025-11-21,APAC,Toys,350.3,180.41
ORD-11777,2025-12-18,EU,Electronics,230.05,160.59
ORD-11778,2025-11-27,EU,Apparel,142.24,65.38
ORD-11779,2025-11-12,EU,Electronics,423.62,231.36
ORD-11780,2025-11-13,NA,Electronics,38.44,17.15
ORD-11781,2025-11-09,NA,Electronics,452.85,207.0
ORD-11782,2025-12-21,NA,Electronics,241.51,139.65
ORD-11783,2025-12-05,LATAM,Electronics,325.86,220.01
ORD-11784,2025-12-27,NA,Toys,336.49,173.95
ORD-11785,2025-11-24,APAC,Apparel,449.66,273.11
ORD-11786,2025-12-04,EU,Electronics,325.6,109.3
ORD-11787,2025-12-03,EU,Apparel,314.69,120.99
ORD-11788,2025-12-29,APAC,Home,51.99,26.04
ORD-11789,2025-11-18,EU,Apparel,268.84,82.8
ORD-11790,2025-12-24,EU,Home,92.08,36.94
ORD-11791,2025-11-11,EU,Apparel,373.97,189.59
ORD-11792,2025-11-17,NA,Electronics,265.87,81.35
ORD-11793,2025-12-29,EU,Apparel,346.51,140.62
ORD-11794,2025-12-23,EU,Toys,40.0,20.22
ORD-11795,2025-12-31,APAC,Apparel,60.7,32.13
ORD-11796,2025-12-01,NA,Apparel,363.84,243.88
ORD-11797,2025-12-22,NA,Toys,54.6,30.47
ORD-11798,2025-11-19,NA,Home,54.2,25.25
ORD-11799,2025-12-18,APAC,Home,25.81,17.35
ORD-11800,2025-12-26,NA,Electronics,479.12,294.16
ORD-11801,2025-11-22,NA,Toys,374.0,142.12
ORD-11802,2025-12-22,NA,Toys,189.56,66.79
ORD-11803,2025-11-08,EU,Apparel,162.34,92.59
ORD-11804,2025-11-30,LATAM,Apparel,187.86,98.43
ORD-11805,2025-11-05,NA,Toys,391.83,241.32
ORD-11806,2025-11-10,NA,Electronics,337.46,200.96
ORD-11807,2025-12-19,EU,Toys,108.89,59.9
ORD-11808,2025-11-15,LATAM,Electronics,103.57,71.93
ORD-11809,2025-12-26,EU,Home,67.23,34.52
ORD-11810,2025-12-14,APAC,Toys,336.95,116.33
ORD-11811,2025-12-17,NA,Toys,386.9,244.25
ORD-11812,2025-12-14,NA,Home,147.22,59.0
ORD-11813,2025-11-26,APAC,Apparel,30.05,18.36
ORD-11814,2025-12-25,EU,Toys,59.44,40.59
ORD-11815,2025-12-22,APAC,Home,484.57,280.43
ORD-11816,2025-12-06,APAC,Home,161.81,87.12
ORD-11817,2025-11-24,EU,Toys,389.23,188.45
ORD-11818,2025-11-06,NA,Apparel,319.84,142.57
ORD-11819,2025-12-21,EU,Electronics,203.33,89.71
ORD-11820,2025-11-26,EU,Apparel,118.73,65.84
ORD-11821,2025-11-01,NA,Toys,78.27,47.0
ORD-11822,2025-11-17,EU,Home,315.21,180.11
ORD-11823,2025-12-05,APAC,Electronics,391.82,148.64
ORD-11824,2025-11-08,NA,Apparel,329.07,163.74
ORD-11825,2025-11-30,EU,Home,274.55,169.3
ORD-11826,2025-11-24,NA,Home,40.14,19.68
ORD-11827,2025-12-14,EU,Home,484.87,249.54
ORD-11828,2025-12-18,NA,Home,403.38,245.44
ORD-11829,2025-12-14,LATAM,Toys,160.55,90.63
ORD-11830,2025-11-17,NA,Toys,490.39,227.41
ORD-11831,2025-12-08,NA,Home,308.9,203.31
ORD-11832,2025-11-25,NA,Home,299.56,109.35
ORD-11833,2025-12-23,NA,Apparel,379.08,264.68
ORD-11834,2025-12-11,APAC,Toys,409.65,142.37
ORD-11835,2025-12-31,EU,Toys,335.11,102.54
ORD-11836,2025-11-24,APAC,Apparel,81.49,53.46
ORD-11837,2025-11-07,EU,Home,182.37,72.58
ORD-11838,2025-12-14,EU,Home,465.48,275.51
ORD-11839,2025-11-15,EU,Home,127.82,79.81
ORD-11840,2025-12-01,APAC,Toys,198.64,127.84
ORD-11841,2025-11-02,NA,Electronics,227.4,158.42
ORD-11842,2025-12-10,EU,Apparel,230.91,96.43
ORD-11843,2025-12-27,NA,Apparel,314.21,183.53
ORD-11844,2025-12-31,APAC,Home,472.68,163.62
ORD-11845,2025-12-06,LATAM,Toys,135.53,62.71
ORD-11846,2025-11-21,EU,Apparel,78.32,50.06
ORD-11847,2025-12-29,NA,Toys,114.79,51.32
ORD-11848,2025-12-10,NA,Toys,445.72,239.1
ORD-11849,2025-11-15,APAC,Toys,329.99,165.49
ORD-11850,2025-12-12,APAC,Home,157.24,87.8
ORD-11851,2025-11-05,EU,Electronics,411.65,283.69
ORD-11852,2025-12-11,APAC,Apparel,433.46,139.7
ORD-11853,2025-12-23,NA,Home,426.33,225.78
ORD-11854,2025-11-30,APAC,Apparel,461.08,297.49
ORD-11855,2025-12-29,NA,Apparel,141.08,69.49
ORD-11856,2025-12-15,APAC,Home,382.42,126.74
ORD-11857,2025-11-20,NA,Electronics,241.06,126.37
ORD-11858,2025-12-12,APAC,Electronics,424.16,183.59
ORD-11859,2025-11-27,NA,Toys,369.68,133.82
ORD-11860,2025-11-08,NA,Apparel,392.69,251.17
ORD-11861,2025-11-09,NA,Apparel,334.96,170.37
ORD-11862,2025-11-03,NA,Home,105.17,70.81
ORD-11863,2025-12-31,NA,Electronics,281.61,175.28
ORD-11864,2025-11-03,EU,Toys,492.64,284.35
ORD-11865,2025-11-20,APAC,Apparel,469.95,141.93
ORD-11866,2025-12-02,NA,Apparel,40.72,19.18
ORD-11867,2025-11-08,APAC,Apparel,99.11,37.56
ORD-11868,2025-11-07,APAC,Toys,83.23,55.29
ORD-11869,2025-11-16,NA,Toys,368.47,136.27
ORD-11870,2025-12-27,NA,Apparel,412.54,170.97
ORD-11871,2025-12-05,APAC,Toys,122.49,62.07
ORD-11872,2025-11-09,EU,Home,262.81,106.53
ORD-11873,2025-11-25,NA,Apparel,423.54,162.62
ORD-11874,2025-11-30,NA,Home,371.74,200.61
ORD-11875,2025-11-24,NA,Toys,280.27,94.05
ORD-11876,2025-12-13,NA,Toys,303.37,98.07
ORD-11877,2025-12-31,EU,Home,264.01,118.51
ORD-11878,2025-12-18,APAC,Apparel,162.82,95.78
ORD-11879,2025-12-15,APAC,Home,291.21,151.99
ORD-11880,2025-12-31,LATAM,Electronics,350.66,164.51
ORD-11881,2025-12-05,NA,Toys,439.19,231.15
ORD-11882,2025-11-27,LATAM,Electronics,325.42,145.2
ORD-11883,2025-12-08,NA,Home,385.34,259.9
ORD-11884,2025-12-18,NA,Apparel,96.83,31.18
ORD-11885,2025-12-17,NA,Electronics,241.55,137.53
ORD-11886,2025-11-10,APAC,Electronics,24.48,16.07
ORD-11887,2025-12-27,LATAM,Toys,138.41,86.03
ORD-11888,2025-11-27,LATAM,Home,368.7,137.75
ORD-11889,2025-12-12,NA,Apparel,496.07,207.54
ORD-11890,2025-11-07,NA,Home,67.61,39.67
ORD-11891,2025-12-24,EU,Electronics,212.72,70.99
ORD-11892,2025-12-02,APAC,Home,404.03,252.42
ORD-11893,2025-12-10,NA,Electronics,117.94,69.3
ORD-11894,2025-11-27,EU,Home,286.44,169.53
ORD-11895,2025-12-31,NA,Toys,371.87,126.47
ORD-11896,2025-12-31,EU,Electronics,315.67,185.33
ORD-11897,2025-11-18,NA,Electronics,110.25,63.05
ORD-11898,2025-11-03,NA,Home,190.58,120.52
ORD-11899,2025-12-15,NA,Apparel,396.22,125.46
ORD-11900,2025-11-24,NA,Home,286.03,88.45
ORD-11901,2025-11-14,LATAM,Home,22.51,10.11
ORD-11902,2025-11-29,EU,Apparel,385.28,138.51
ORD-11903,2025-11-29,LATAM,Toys,36.95,19.34
ORD-11904,2025-12-31,NA,Electronics,377.95,252.07
ORD-11905,2025-11-16,NA,Electronics,117.19,53.51
ORD-11906,2025-12-25,EU,Electronics,479.88,306.15
ORD-11907,2025-11-24,APAC,Toys,196.61,59.0
ORD-11908,2025-11-07,NA,Apparel,176.93,65.01
ORD-11909,2025-12-14,EU,Home,91.47,28.55
ORD-11910,2025-11-24,EU,Home,166.69,71.89
ORD-11911,2025-12-05,LATAM,Electronics,440.79,292.37
ORD-11912,2025-12-28,NA,Toys,498.24,168.79
ORD-11913,2025-12-12,NA,Toys,196.79,106.77
ORD-11914,2025-11-23,NA,Toys,235.33,113.1
ORD-11915,2025-11-04,NA,Electronics,366.59,247.59
ORD-11916,2025-11-26,NA,Electronics,445.37,155.44
ORD-11917,2025-11-18,NA,Toys,304.66,117.24
ORD-11918,2025-11-13,LATAM,Toys,207.93,64.84
ORD-11919,2025-11-08,NA,Toys,218.06,103.27
ORD-11920,2025-12-31,NA,Toys,353.9,145.5
ORD-11921,2025-12-25,NA,Electronics,21.54,13.96
ORD-11922,2025-12-23,APAC,Apparel,317.4,172.02
ORD-11923,2025-11-30,APAC,Electronics,190.64,104.02
ORD-11924,2025-11-06,EU,Toys,401.21,205.73
ORD-11925,2025-12-13,NA,Toys,64.64,21.77
ORD-11926,2025-11-14,NA,Apparel,302.34,144.52
ORD-11927,2025-12-12,NA,Electronics,250.87,175.56
ORD-11928,2025-12-11,NA,Home,328.32,208.18
ORD-11929,2025-12-09,EU,Apparel,51.13,33.61
ORD-11930,2025-11-02,NA,Electronics,298.39,187.77
ORD-11931,2025-11-04,LATAM,Toys,289.51,98.79
ORD-11932,2025-12-21,EU,Apparel,289.12,113.04
ORD-11933,2025-11-22,EU,Apparel,309.67,93.29
ORD-11934,2025-11-16,NA,Electronics,344.7,145.26
ORD-11935,2025-11-09,APAC,Toys,406.39,139.57
ORD-11936,2025-12-21,NA,Home,149.51,73.13
ORD-11937,2025-12-07,NA,Toys,416.02,237.49
ORD-11938,2025-11-14,APAC,Home,259.16,168.4
ORD-11939,2025-11-05,EU,Toys,56.99,34.18
ORD-11940,2025-12-24,EU,Toys,48.1,32.49
ORD-11941,2025-12-19,NA,Toys,180.43,58.02
ORD-11942,2025-12-06,LATAM,Electronics,396.75,120.96
ORD-11943,2025-11-14,EU,Apparel,359.69,203.06
ORD-11944,2025-12-08,NA,Home,398.54,165.69
ORD-11945,2025-11-14,EU,Home,268.29,107.69
ORD-11946,2025-12-23,EU,Electronics,231.3,100.0
ORD-11947,2025-12-26,NA,Toys,90.78,37.03
ORD-11948,2025-11-15,NA,Toys,177.53,89.58
ORD-11949,2025-11-22,EU,Apparel,228.33,108.7
ORD-11950,2025-12-20,EU,Apparel,62.53,31.58
ORD-11951,2025-11-10,NA,Apparel,125.89,71.64
ORD-11952,2025-12-21,LATAM,Toys,307.15,139.71
ORD-11953,2025-12-28,LATAM,Electronics,373.12,149.44
ORD-11954,2025-12-09,NA,Home,499.21,182.95
ORD-11955,2025-11-01,LATAM,Toys,467.89,205.77
ORD-11956,2025-11-18,NA,Electronics,328.43,195.98
ORD-11957,2025-12-25,EU,Electronics,222.2,133.92
ORD-11958,2025-11-10,LATAM,Home,325.37,184.41
ORD-11959,2025-11-09,NA,Toys,397.11,156.31
ORD-11960,2025-12-05,APAC,Home,76.8,41.11
ORD-11961,2025-11-17,APAC,Electronics,216.75,114.5
ORD-11962,2025-12-22,NA,Toys,423.11,208.89
ORD-11963,2025-11-12,APAC,Electronics,204.24,106.2
ORD-11964,2025-11-08,EU,Home,294.5,146.28
ORD-11965,2025-12-13,NA,Toys,302.13,158.98
ORD-11966,2025-12-26,APAC,Apparel,108.55,63.63
ORD-11967,2025-11-02,EU,Toys,193.87,66.66
ORD-11968,2025-11-09,EU,Apparel,180.57,108.31
ORD-11969,2025-11-01,EU,Home,32.57,11.54
ORD-11970,2025-11-23,EU,Electronics,31.61,10.33
ORD-11971,2025-12-21,EU,Electronics,419.21,289.44
ORD-11972,2025-12-21,EU,Apparel,151.07,103.15
ORD-11973,2025-11-16,NA,Electronics,268.68,87.1
ORD-11974,2025-12-08,APAC,Apparel,163.39,77.99
ORD-11975,2025-11-21,NA,Toys,471.53,176.59
ORD-11976,2025-11-02,NA,Toys,144.46,71.38
ORD-11977,2025-11-12,EU,Home,226.24,143.0
ORD-11978,2025-11-17,EU,Apparel,438.91,298.57
ORD-11979,2025-11-04,NA,Toys,424.13,234.84
ORD-11980,2025-11-09,NA,Toys,109.33,48.28
ORD-11981,2025-12-18,NA,Toys,405.27,219.38
ORD-11982,2025-11-27,NA,Electronics,239.93,101.92
ORD-11983,2025-12-04,EU,Toys,251.83,167.2
ORD-11984,2025-11-08,LATAM,Home,84.07,54.49
ORD-11985,2025-12-18,NA,Home,58.69,30.71
ORD-11986,2025-11-05,EU,Electronics,369.41,158.82
ORD-11987,2025-12-01,NA,Electronics,258.3,107.8
ORD-11988,2025-11-29,EU,Apparel,229.69,71.98
ORD-11989,2025-12-20,NA,Toys,370.16,231.84
ORD-11990,2025-11-24,NA,Home,387.45,186.04
ORD-11991,2025-12-03,APAC,Apparel,96.28,41.41
ORD-11992,2025-12-08,APAC,Home,312.91,152.84
ORD-11993,2025-11-07,APAC,Electronics,84.97,53.32
ORD-11994,2025-11-29,NA,Toys,380.66,133.17
ORD-11995,2025-12-03,EU,Apparel,335.34,215.64
ORD-11996,2025-11-15,EU,Apparel,479.18,315.78
ORD-11997,2025-12-31,NA,Toys,53.1,36.04
ORD-11998,2025-12-10,NA,Apparel,47.39,21.75
ORD-11999,2025-11-03,APAC,Toys,155.45,60.14
ORD-12000,2025-12-17,EU,Electronics,145.62,65.45
ORD-12001,2025-12-21,LATAM,Apparel,138.55,60.01
ORD-12002,2025-12-29,NA,Toys,455.0,168.56
ORD-12003,2025-12-26,EU,Electronics,139.78,75.89
ORD-12004,2025-12-13,LATAM,Apparel,150.54,73.86
ORD-12005,2025-12-04,NA,Apparel,384.51,248.5
ORD-12006,2025-11-20,NA,Electronics,235.88,73.79
ORD-12007,2025-11-30,NA,Apparel,392.82,219.02
ORD-12008,2025-12-12,EU,Apparel,51.38,31.09
ORD-12009,2025-11-02,NA,Electronics,254.03,153.38
ORD-12010,2025-11-04,EU,Home,36.13,23.64
ORD-12011,2025-12-01,APAC,Electronics,50.07,29.62
ORD-12012,2025-12-25,NA,Apparel,455.09,305.42
ORD-12013,2025-11-26,APAC,Apparel,86.84,37.61
ORD-12014,2025-11-28,EU,Electronics,275.56,138.13
ORD-12015,2025-12-14,NA,Toys,217.33,66.42
ORD-12016,2025-11-07,APAC,Apparel,186.72,56.54
ORD-12017,2025-12-02,EU,Home,451.92,178.98
ORD-12018,2025-12-16,NA,Toys,30.48,10.37
ORD-12019,2025-12-29,EU,Toys,338.62,136.83
ORD-12020,2025-11-29,EU,Home,482.43,178.89
ORD-12021,2025-11-05,EU,Toys,288.88,89.96
ORD-12022,2025-12-28,EU,Apparel,469.67,311.73
ORD-12023,2025-11-06,EU,Electronics,45.08,13.67
ORD-12024,2025-11-21,APAC,Apparel,221.02,131.38
ORD-12025,2025-12-09,EU,Apparel,144.88,52.28
ORD-12026,2025-11-10,NA,Toys,370.79,246.54
ORD-12027,2025-11-05,EU,Electronics,491.02,322.66
ORD-12028,2025-11-09,LATAM,Electronics,143.13,80.38
ORD-12029,2025-11-18,EU,Toys,334.0,190.01
ORD-12030,2025-12-10,NA,Electronics,115.09,34.77
ORD-12031,2025-12-11,LATAM,Apparel,291.36,202.19
ORD-12032,2025-12-08,NA,Toys,242.69,158.02
ORD-12033,2025-12-06,NA,Home,486.56,320.18
ORD-12034,2025-12-16,NA,Home,312.09,175.92
ORD-12035,2025-11-21,APAC,Toys,187.76,82.22
ORD-12036,2025-11-25,NA,Toys,74.77,49.16
ORD-12037,2025-12-09,APAC,Home,92.6,38.58
ORD-12038,2025-12-04,NA,Home,128.15,67.29
ORD-12039,2025-11-19,APAC,Home,140.46,47.74
ORD-12040,2025-11-30,NA,Apparel,428.3,286.44
ORD-12041,2025-12-03,NA,Home,289.39,103.11
ORD-12042,2025-12-09,NA,Apparel,271.23,105.77
ORD-12043,2025-11-28,NA,Toys,75.09,39.29
ORD-12044,2025-11-07,NA,Toys,432.87,262.16
ORD-12045,2025-12-21,EU,Electronics,366.95,200.99
ORD-12046,2025-12-15,NA,Toys,52.48,20.62
ORD-12047,2025-11-08,EU,Apparel,359.76,108.06
ORD-12048,2025-12-25,EU,Home,280.9,169.34
ORD-12049,2025-12-12,LATAM,Apparel,59.23,41.11
ORD-12050,2025-12-12,NA,Electronics,239.98,149.74
ORD-12051,2025-12-27,NA,Electronics,252.65,122.3
ORD-12052,2025-12-20,NA,Toys,99.57,65.87
ORD-12053,2025-12-06,NA,Home,473.94,219.88
ORD-12054,2025-12-17,NA,Electronics,427.99,218.26
ORD-12055,2025-12-26,EU,Apparel,341.13,167.44
ORD-12056,2025-11-14,APAC,Apparel,241.9,115.88
ORD-12057,2025-11-28,EU,Apparel,217.65,132.78
ORD-12058,2025-11-29,LATAM,Home,332.47,169.79
ORD-12059,2025-12-27,NA,Apparel,281.81,120.24
ORD-12060,2025-11-15,EU,Home,49.89,20.12
ORD-12061,2025-11-27,EU,Home,266.0,83.82
ORD-12062,2025-11-22,LATAM,Toys,407.07,217.08
ORD-12063,2025-12-23,NA,Electronics,240.44,94.25
ORD-12064,2025-11-30,NA,Electronics,44.94,16.14
ORD-12065,2025-11-26,EU,Home,397.41,223.16
ORD-12066,2025-11-27,APAC,Home,116.65,66.78
ORD-12067,2025-12-17,NA,Toys,144.14,86.61
ORD-12068,2025-11-07,EU,Home,99.06,49.67
ORD-12069,2025-11-21,NA,Electronics,178.5,117.39
ORD-12070,2025-11-28,EU,Electronics,383.24,258.51
ORD-12071,2025-11-21,APAC,Home,269.31,167.77
ORD-12072,2025-12-13,NA,Electronics,118.34,65.59
ORD-12073,2025-11-17,EU,Toys,441.36,186.03
ORD-12074,2025-11-24,NA,Toys,442.2,306.52
ORD-12075,2025-11-10,EU,Home,437.88,179.38
ORD-12076,2025-12-14,EU,Toys,134.62,51.3
ORD-12077,2025-12-30,APAC,Electronics,236.59,112.82
ORD-12078,2025-12-01,APAC,Home,492.8,159.04
ORD-12079,2025-11-05,APAC,Apparel,390.57,270.04
ORD-12080,2025-11-06,EU,Toys,33.04,17.69
ORD-12081,2025-12-24,NA,Toys,51.3,26.82
ORD-12082,2025-11-06,NA,Electronics,242.69,136.47
ORD-12083,2025-11-06,LATAM,Home,456.43,227.67
ORD-12084,2025-11-28,EU,Electronics,278.58,87.15
ORD-12085,2025-11-07,NA,Electronics,258.95,141.11
ORD-12086,2025-12-18,APAC,Home,70.63,41.42
ORD-12087,2025-12-18,NA,Electronics,335.25,156.46
ORD-12088,2025-11-24,APAC,Home,414.61,249.98
ORD-12089,2025-12-22,NA,Apparel,202.6,79.18
ORD-12090,2025-11-09,NA,Apparel,392.29,152.41
ORD-12091,2025-12-06,NA,Home,482.95,176.07
ORD-12092,2025-11-04,APAC,Toys,117.81,52.87
ORD-12093,2025-12-08,EU,Apparel,271.2,173.24
ORD-12094,2025-12-06,NA,Electronics,157.83,99.62
ORD-12095,2025-12-06,APAC,Toys,400.57,181.51
ORD-12096,2025-11-22,EU,Electronics,297.24,159.22
ORD-12097,2025-12-13,NA,Apparel,324.6,190.97
ORD-12098,2025-11-08,APAC,Home,403.0,159.78
ORD-12099,2025-11-27,EU,Apparel,210.07,77.15
