line_item_id,invoice_id,contract_id,product_sku,description,quantity,unit_price,list_price,discount_pct,discount_reason,line_total,billing_period_start,billing_period_end,is_prorated,proration_days,proration_method,recognition_start,recognition_end,revenue_category,tax_code,override_flag,override_reason
LIT0002085,INV001043,CTR00174,PRD-PLAT-ENT,Platform Subscription — May 2025,1,6500.0,7150.0,0.1,contract,6500.0,2025-05-01,2025-05-31,False,0,,2025-05-01,2025-05-31,subscription,SRV-SAAS,False,
LIT0002086,INV001043,CTR00174,PRD-SUP-ENT,Support — May 2025,1,2000.0,2000.0,0.0,,2000.0,2025-05-01,2025-05-31,False,0,,2025-05-01,2025-05-31,subscription,SRV-SAAS,False,
LIT0002087,INV001044,CTR00174,PRD-PLAT-ENT,Platform Subscription — June 2025,1,6500.0,7150.0,0.1,contract,6500.0,2025-06-01,2025-06-30,False,0,,2025-06-01,2025-06-30,subscription,SRV-SAAS,False,
LIT0002088,INV001044,CTR00174,PRD-SUP-ENT,Support — June 2025,1,2000.0,2000.0,0.0,,2000.0,2025-06-01,2025-06-30,False,0,,2025-06-01,2025-06-30,subscription,SRV-SAAS,False,
LIT0002089,INV001045,CTR00175,PRD-PLAT-ENT,Platform Subscription — January 2025,1,7000.0,7700.0,0.0,,7000.0,2025-01-01,2025-01-31,False,0,,2025-01-01,2025-01-31,subscription,SRV-SAAS,False,
LIT0002090,INV001045,CTR00175,PRD-SUP-ENT,Support — January 2025,1,2000.0,2000.0,0.0,,2000.0,2025-01-01,2025-01-31,False,0,,2025-01-01,2025-01-31,subscription,SRV-SAAS,False,
LIT0002091,INV001046,CTR00175,PRD-PLAT-ENT,Platform Subscription — February 2025,1,8049.25,8854.18,0.0,,8049.25,2025-02-01,2025-02-28,False,0,,2025-02-01,2025-02-28,subscription,SRV-SAAS,False,
LIT0002092,INV001046,CTR00175,PRD-SUP-ENT,Support — February 2025,1,2000.0,2000.0,0.0,,2000.0,2025-02-01,2025-02-28,False,0,,2025-02-01,2025-02-28,subscription,SRV-SAAS,False,
LIT0002093,INV001047,CTR00175,PRD-PLAT-ENT,Platform Subscription — March 2025,1,8049.25,8854.18,0.0,,8049.25,2025-03-01,2025-03-31,False,0,,2025-03-01,2025-03-31,subscription,SRV-SAAS,False,
LIT0002094,INV001047,CTR00175,PRD-SUP-ENT,Support — March 2025,1,2000.0,2000.0,0.0,,2000.0,2025-03-01,2025-03-31,False,0,,2025-03-01,2025-03-31,subscription,SRV-SAAS,False,
LIT0002095,INV001048,CTR00175,PRD-PLAT-ENT,Platform Subscription — April 2025,1,8049.25,8854.18,0.0,,8049.25,2025-04-01,2025-04-30,False,0,,2025-04-01,2025-04-30,subscription,SRV-SAAS,False,
LIT0002096,INV001048,CTR00175,PRD-SUP-ENT,Support — April 2025,1,2000.0,2000.0,0.0,,2000.0,2025-04-01,2025-04-30,False,0,,2025-04-01,2025-04-30,subscription,SRV-SAAS,False,
LIT0002097,INV001049,CTR00175,PRD-PLAT-ENT,Platform Subscription — May 2025,1,8049.25,8854.18,0.0,,8049.25,2025-05-01,2025-05-31,False,0,,2025-05-01,2025-05-31,subscription,SRV-SAAS,False,
LIT0002098,INV001049,CTR00175,PRD-SUP-ENT,Support — May 2025,1,2000.0,2000.0,0.0,,2000.0,2025-05-01,2025-05-31,False,0,,2025-05-01,2025-05-31,subscription,SRV-SAAS,False,
LIT0002099,INV001050,CTR00175,PRD-PLAT-ENT,Platform Subscription — June 2025,1,8049.25,8854.18,0.0,,8049.25,2025-06-01,2025-06-30,False,0,,2025-06-01,2025-06-30,subscription,SRV-SAAS,False,
LIT0002100,INV001050,CTR00175,PRD-SUP-ENT,Support — June 2025,1,2000.0,2000.0,0.0,,2000.0,2025-06-01,2025-06-30,False,0,,2025-06-01,2025-06-30,subscription,SRV-SAAS,False,
LIT0002101,INV001051,CTR00176,PRD-PLAT-ENT,Platform Subscription — January 2025,1,7750.0,8525.0,0.15,contract,7750.0,2025-01-01,2025-01-31,False,0,,2025-01-01,2025-01-31,subscription,SRV-SAAS,False,
LIT0002102,INV001051,CTR00176,PRD-SUP-ENT,Support — January 2025,1,2000.0,2000.0,0.0,,2000.0,2025-01-01,2025-01-31,False,0,,2025-01-01,2025-01-31,subscription,SRV-SAAS,False,
LIT0002103,INV001052,CTR00176,PRD-PLAT-ENT,Platform Subscription — February 2025,1,7750.0,8525.0,0.15,contract,7750.0,2025-02-01,2025-02-28,False,0,,2025-02-01,2025-02-28,subscription,SRV-SAAS,False,
LIT0002104,INV001052,CTR00176,PRD-SUP-ENT,Support — February 2025,1,2000.0,2000.0,0.0,,2000.0,2025-02-01,2025-02-28,False,0,,2025-02-01,2025-02-28,subscription,SRV-SAAS,False,
LIT0002105,INV001053,CTR00176,PRD-PLAT-ENT,Platform Subscription — March 2025,1,7750.0,8525.0,0.15,contract,7750.0,2025-03-01,2025-03-31,False,0,,2025-03-01,2025-03-31,subscription,SRV-SAAS,False,
LIT0002106,INV001053,CTR00176,PRD-SUP-ENT,Support — March 2025,1,2000.0,2000.0,0.0,,2000.0,2025-03-01,2025-03-31,False,0,,2025-03-01,2025-03-31,subscription,SRV-SAAS,False,
LIT0002107,INV001054,CTR00176,PRD-PLAT-ENT,Platform Subscription — April 2025,1,7750.0,8525.0,0.15,contract,7750.0,2025-04-01,2025-04-30,False,0,,2025-04-01,2025-04-30,subscription,SRV-SAAS,False,
LIT0002108,INV001054,CTR00176,PRD-SUP-ENT,Support — April 2025,1,2000.0,2000.0,0.0,,2000.0,2025-04-01,2025-04-30,False,0,,2025-04-01,2025-04-30,subscription,SRV-SAAS,False,
LIT0002109,INV001055,CTR00176,PRD-PLAT-ENT,Platform Subscription — May 2025,1,7750.0,8525.0,0.15,contract,7750.0,2025-05-01,2025-05-31,False,0,,2025-05-01,2025-05-31,subscription,SRV-SAAS,False,
LIT0002110,INV001055,CTR00176,PRD-SUP-ENT,Support — May 2025,1,2000.0,2000.0,0.0,,2000.0,2025-05-01,2025-05-31,False,0,,2025-05-01,2025-05-31,subscription,SRV-SAAS,False,
LIT0002111,INV001056,CTR00176,PRD-PLAT-ENT,Platform Subscription — June 2025,1,7750.0,8525.0,0.15,contract,7750.0,2025-06-01,2025-06-30,False,0,,2025-06-01,2025-06-30,subscription,SRV-SAAS,False,
LIT0002112,INV001056,CTR00176,PRD-SUP-ENT,Support — June 2025,1,2000.0,2000.0,0.0,,2000.0,2025-06-01,2025-06-30,False,0,,2025-06-01,2025-06-30,subscription,SRV-SAAS,False,
LIT0002113,INV001057,CTR00177,PRD-PLAT-ENT,Platform Subscription — January 2025,1,6800.0,7480.0,0.1,contract,6800.0,2025-01-01,2025-01-31,False,0,,2025-01-01,2025-01-31,subscription,SRV-SAAS,False,
LIT0002114,INV001057,CTR00177,PRD-SUP-ENT,Support — January 2025,1,2000.0,2000.0,0.0,,2000.0,2025-01-01,2025-01-31,False,0,,2025-01-01,2025-01-31,subscription,SRV-SAAS,False,
LIT0002115,INV001058,CTR00177,PRD-PLAT-ENT,Platform Subscription — February 2025,1,6800.0,7480.0,0.1,contract,6800.0,2025-02-01,2025-02-28,False,0,,2025-02-01,2025-02-28,subscription,SRV-SAAS,False,
LIT0002116,INV001058,CTR00177,PRD-SUP-ENT,Support — February 2025,1,2000.0,2000.0,0.0,,2000.0,2025-02-01,2025-02-28,False,0,,2025-02-01,2025-02-28,subscription,SRV-SAAS,False,
LIT0002117,INV001059,CTR00177,PRD-PLAT-ENT,Platform Subscription — March 2025,1,6800.0,7480.0,0.1,contract,6800.0,2025-03-01,2025-03-31,False,0,,2025-03-01,2025-03-31,subscription,SRV-SAAS,False,
LIT0002118,INV001059,CTR00177,PRD-SUP-ENT,Support — March 2025,1,2000.0,2000.0,0.0,,2000.0,2025-03-01,2025-03-31,False,0,,2025-03-01,2025-03-31,subscription,SRV-SAAS,False,
LIT0002119,INV001060,CTR00177,PRD-PLAT-ENT,Platform Subscription — April 2025,1,6800.0,7480.0,0.1,contract,6800.0,2025-04-01,2025-04-30,False,0,,2025-04-01,2025-04-30,subscription,SRV-SAAS,False,
LIT0002120,INV001060,CTR00177,PRD-SUP-ENT,Support — April 2025,1,2000.0,2000.0,0.0,,2000.0,2025-04-01,2025-04-30,False,0,,2025-04-01,2025-04-30,subscription,SRV-SAAS,False,
LIT0002121,INV001061,CTR00177,PRD-PLAT-ENT,Platform Subscription — May 2025,1,6800.0,7480.0,0.1,contract,6800.0,2025-05-01,2025-05-31,False,0,,2025-05-01,2025-05-31,subscription,SRV-SAAS,False,
LIT0002122,INV001061,CTR00177,PRD-SUP-ENT,Support — May 2025,1,2000.0,2000.0,0.0,,2000.0,2025-05-01,2025-05-31,False,0,,2025-05-01,2025-05-31,subscription,SRV-SAAS,False,
LIT0002123,INV001062,CTR00177,PRD-PLAT-ENT,Platform Subscription — June 2025,1,6800.0,7480.0,0.1,contract,6800.0,2025-06-01,2025-06-30,False,0,,2025-06-01,2025-06-30,subscription,SRV-SAAS,False,
LIT0002124,INV001062,CTR00177,PRD-SUP-ENT,Support — June 2025,1,2000.0,2000.0,0.0,,2000.0,2025-06-01,2025-06-30,False,0,,2025-06-01,2025-06-30,subscription,SRV-SAAS,False,
LIT0002125,INV001063,CTR00178,PRD-PLAT-ENT,Platform Subscription — January 2025,1,7000.0,7700.0,0.0,,7000.0,2025-01-01,2025-01-31,False,0,,2025-01-01,2025-01-31,subscription,SRV-SAAS,False,
LIT0002126,INV001063,CTR00178,PRD-SUP-ENT,Support — January 2025,1,2000.0,2000.0,0.0,,2000.0,2025-01-01,2025-01-31,False,0,,2025-01-01,2025-01-31,subscription,SRV-SAAS,False,
LIT0002127,INV001064,CTR00178,PRD-PLAT-ENT,Platform Subscription — February 2025,1,"$7,000.00",7700.0,0.0,,7000.0,2025-02-01,2025-02-28,False,0,,2025-02-01,2025-02-28,subscription,SRV-SAAS,True,manual_price_adjustment
LIT0002128,INV001064,CTR00178,PRD-SUP-ENT,Support — February 2025,1,2000.0,2000.0,0.0,,2000.0,2025-02-01,2025-02-28,False,0,,2025-02-01,2025-02-28,subscription,SRV-SAAS,False,
LIT0002129,INV001065,CTR00178,PRD-PLAT-ENT,Platform Subscription — March 2025,1,7000.0,7700.0,0.0,,7000.0,2025-03-01,2025-03-31,False,0,,2025-03-01,2025-03-31,subscription,SRV-SAAS,False,
LIT0002130,INV001065,CTR00178,PRD-SUP-ENT,Support — March 2025,1,2000.0,2000.0,0.0,,2000.0,2025-03-01,2025-03-31,False,0,,2025-03-01,2025-03-31,subscription,SRV-SAAS,False,
LIT0002131,INV001066,CTR00178,PRD-PLAT-ENT,Platform Subscription — April 2025,1,7000.0,7700.0,0.0,,7000.0,2025-04-01,2025-04-30,False,0,,2025-04-01,2025-04-30,subscription,SRV-SAAS,False,
LIT0002132,INV001066,CTR00178,PRD-SUP-ENT,Support — April 2025,1,2000.0,2000.0,0.0,,2000.0,2025-04-01,2025-04-30,False,0,,2025-04-01,2025-04-30,subscription,SRV-SAAS,False,
LIT0002133,INV001067,CTR00178,PRD-PLAT-ENT,Platform Subscription — May 2025,1,7000.0,7700.0,0.0,,7000.0,2025-05-01,2025-05-31,False,0,,2025-05-01,2025-05-31,subscription,SRV-SAAS,False,
LIT0002134,INV001067,CTR00178,PRD-SUP-ENT,Support — May 2025,1,2000.0,2000.0,0.0,,2000.0,2025-05-01,2025-05-31,False,0,,2025-05-01,2025-05-31,subscription,SRV-SAAS,False,
LIT0002135,INV001068,CTR00178,PRD-PLAT-ENT,Platform Subscription — June 2025,1,7000.0,7700.0,0.0,,7000.0,2025-06-01,2025-06-30,False,0,,2025-06-01,2025-06-30,subscription,SRV-SAAS,False,
LIT0002136,INV001068,CTR00178,PRD-SUP-ENT,Support — June 2025,1,2000.0,2000.0,0.0,,2000.0,2025-06-01,2025-06-30,False,0,,2025-06-01,2025-06-30,subscription,SRV-SAAS,False,
LIT0002137,INV001069,CTR00179,PRD-PLAT-ENT,Platform Subscription — January 2025,1,6500.0,7150.0,0.1,contract,6500.0,2025-01-01,2025-01-31,False,0,,2025-01-01,2025-01-31,subscription,SRV-SAAS,False,
LIT0002138,INV001069,CTR00179,PRD-SUP-ENT,Support — January 2025,1,2000.0,2000.0,0.0,,2000.0,2025-01-01,2025-01-31,False,0,,2025-01-01,2025-01-31,subscription,SRV-SAAS,False,
LIT0002139,INV001070,CTR00179,PRD-PLAT-ENT,Platform Subscription — February 2025,1,6500.0,7150.0,0.1,contract,6500.0,2025-02-01,2025-02-28,False,0,,2025-02-01,2025-02-28,subscription,SRV-SAAS,False,
LIT0002140,INV001070,CTR00179,PRD-SUP-ENT,Support — February 2025,1,2000.0,2000.0,0.0,,2000.0,2025-02-01,2025-02-28,False,0,,2025-02-01,2025-02-28,subscription,SRV-SAAS,False,
LIT0002141,INV001071,CTR00179,PRD-PLAT-ENT,Platform Subscription — March 2025,1,6500.0,7150.0,0.1,contract,6500.0,2025-03-01,2025-03-31,False,0,,2025-03-01,2025-03-31,subscription,SRV-SAAS,False,
LIT0002142,INV001071,CTR00179,PRD-SUP-ENT,Support — March 2025,1,2000.0,2000.0,0.0,,2000.0,2025-03-01,2025-03-31,False,0,,2025-03-01,2025-03-31,subscription,SRV-SAAS,False,
LIT0002143,INV001072,CTR00179,PRD-PLAT-ENT,Platform Subscription — April 2025,1,"6.500,00",7150.0,0.1,contract,6500.0,2025-04-01,2025-04-30,False,0,,2025-04-01,2025-04-30,subscription,SRV-SAAS,True,manual_price_adjustment
LIT0002144,INV001072,CTR00179,PRD-SUP-ENT,Support — April 2025,1,2000.0,2000.0,0.0,,2000.0,2025-04-01,2025-04-30,False,0,,2025-04-01,2025-04-30,subscription,SRV-SAAS,False,
LIT0002145,INV001073,CTR00179,PRD-PLAT-ENT,Platform Subscription — May 2025,1,6500.0,7150.0,0.1,contract,6500.0,2025-05-01,2025-05-31,False,0,,2025-05-01,2025-05-31,subscription,SRV-SAAS,False,
LIT0002146,INV001073,CTR00179,PRD-SUP-ENT,Support — May 2025,1,2000.0,2000.0,0.0,,2000.0,2025-05-01,2025-05-31,False,0,,2025-05-01,2025-05-31,subscription,SRV-SAAS,False,
LIT0002147,INV001074,CTR00179,PRD-PLAT-ENT,Platform Subscription — June 2025,1,6500.0,7150.0,0.1,contract,6500.0,2025-06-01,2025-06-30,False,0,,2025-06-01,2025-06-30,subscription,SRV-SAAS,False,
LIT0002148,INV001074,CTR00179,PRD-SUP-ENT,Support — June 2025,1,2000.0,2000.0,0.0,,2000.0,2025-06-01,2025-06-30,False,0,,2025-06-01,2025-06-30,subscription,SRV-SAAS,False,
LIT0002149,INV001075,CTR00180,PRD-PLAT-ENT,Platform Subscription — January 2025,1,7100.0,7810.0,0.15,contract,7100.0,2025-01-01,2025-01-31,False,0,,2025-01-01,2025-01-31,subscription,SRV-SAAS,False,
LIT0002150,INV001075,CTR00180,PRD-SUP-ENT,Support — January 2025,1,2000.0,2000.0,0.0,,2000.0,2025-01-01,2025-01-31,False,0,,2025-01-01,2025-01-31,subscription,SRV-SAAS,False,
LIT0002151,INV001076,CTR00180,PRD-PLAT-ENT,Platform Subscription — February 2025,1,7100.0,7810.0,0.15,contract,7100.0,2025-02-01,2025-02-28,False,0,,2025-02-01,2025-02-28,subscription,SRV-SAAS,False,
LIT0002152,INV001076,CTR00180,PRD-SUP-ENT,Support — February 2025,1,2000.0,2000.0,0.0,,2000.0,2025-02-01,2025-02-28,False,0,,2025-02-01,2025-02-28,subscription,SRV-SAAS,False,
LIT0002153,INV001077,CTR00180,PRD-PLAT-ENT,Platform Subscription — March 2025,1,7100.0,7810.0,0.15,contract,7100.0,2025-03-01,2025-03-31,False,0,,2025-03-01,2025-03-31,subscription,SRV-SAAS,False,
LIT0002154,INV001077,CTR00180,PRD-SUP-ENT,Support — March 2025,1,2000.0,2000.0,0.0,,2000.0,2025-03-01,2025-03-31,False,0,,2025-03-01,2025-03-31,subscription,SRV-SAAS,False,
LIT0002155,INV001078,CTR00180,PRD-PLAT-ENT,Platform Subscription — April 2025,1,7100.0,7810.0,0.15,contract,7100.0,2025-04-01,2025-04-30,False,0,,2025-04-01,2025-04-30,subscription,SRV-SAAS,False,
LIT0002156,INV001078,CTR00180,PRD-SUP-ENT,Support — April 2025,1,2000.0,2000.0,0.0,,2000.0,2025-04-01,2025-04-30,False,0,,2025-04-01,2025-04-30,subscription,SRV-SAAS,False,
LIT0002157,INV001079,CTR00180,PRD-PLAT-ENT,Platform Subscription — May 2025,1,7100.0,7810.0,0.15,contract,7100.0,2025-05-01,2025-05-31,False,0,,2025-05-01,2025-05-31,subscription,SRV-SAAS,False,
LIT0002158,INV001079,CTR00180,PRD-SUP-ENT,Support — May 2025,1,2000.0,2000.0,0.0,,2000.0,2025-05-01,2025-05-31,False,0,,2025-05-01,2025-05-31,subscription,SRV-SAAS,False,
LIT0002159,INV001080,CTR00180,PRD-PLAT-ENT,Platform Subscription — June 2025,1,7100.0,7810.0,0.15,contract,7100.0,2025-06-01,2025-06-30,False,0,,2025-06-01,2025-06-30,subscription,SRV-SAAS,False,
LIT0002160,INV001080,CTR00180,PRD-SUP-ENT,Support — June 2025,1,2000.0,2000.0,0.0,,2000.0,2025-06-01,2025-06-30,False,0,,2025-06-01,2025-06-30,subscription,SRV-SAAS,False,
LIT0002161,INV001081,CTR00181,PRD-PLAT-ENT,Platform Subscription — January 2025,1,7000.0,7700.0,0.0,,7000.0,2025-01-01,2025-01-31,False,0,,2025-01-01,2025-01-31,subscription,SRV-SAAS,False,
LIT0002162,INV001081,CTR00181,PRD-SUP-ENT,Support — January 2025,1,2000.0,2000.0,0.0,,2000.0,2025-01-01,2025-01-31,False,0,,2025-01-01,2025-01-31,subscription,SRV-SAAS,False,
LIT0002163,INV001082,CTR00181,PRD-PLAT-ENT,Platform Subscription — February 2025,1,7000.0,7700.0,0.0,,7000.0,2025-02-01,2025-02-28,False,0,,2025-02-01,2025-02-28,subscription,SRV-SAAS,False,
LIT0002164,INV001082,CTR00181,PRD-SUP-ENT,Support — February 2025,1,2000.0,2000.0,0.0,,2000.0,2025-02-01,2025-02-28,False,0,,2025-02-01,2025-02-28,subscription,SRV-SAAS,False,
LIT0002165,INV001083,CTR00181,PRD-PLAT-ENT,Platform Subscription — March 2025,1,7000.0,7700.0,0.0,,7000.0,2025-03-01,2025-03-31,False,0,,2025-03-01,2025-03-31,subscription,SRV-SAAS,False,
LIT0002166,INV001083,CTR00181,PRD-SUP-ENT,Support — March 2025,1,2000.0,2000.0,0.0,,2000.0,2025-03-01,2025-03-31,False,0,,2025-03-01,2025-03-31,subscription,SRV-SAAS,False,
LIT0002167,INV001084,CTR00181,PRD-PLAT-ENT,Platform Subscription — April 2025,1,7000.0,7700.0,0.0,,7000.0,2025-04-01,2025-04-30,False,0,,2025-04-01,2025-04-30,subscription,SRV-SAAS,False,
LIT0002168,INV001084,CTR00181,PRD-SUP-ENT,Support — April 2025,1,2000.0,2000.0,0.0,,2000.0,2025-04-01,2025-04-30,False,0,,2025-04-01,2025-04-30,subscription,SRV-SAAS,False,
LIT0002169,INV001085,CTR00181,PRD-PLAT-ENT,Platform Subscription — May 2025,1,7000.0,7700.0,0.0,,7000.0,2025-05-01,2025-05-31,False,0,,2025-05-01,2025-05-31,subscription,SRV-SAAS,False,
LIT0002170,INV001085,CTR00181,PRD-SUP-ENT,Support — May 2025,1,2000.0,2000.0,0.0,,2000.0,2025-05-01,2025-05-31,False,0,,2025-05-01,2025-05-31,subscription,SRV-SAAS,False,
LIT0002171,INV001086,CTR00181,PRD-PLAT-ENT,Platform Subscription — June 2025,1,7000.0,7700.0,0.0,,7000.0,2025-06-01,2025-06-30,False,0,,2025-06-01,2025-06-30,subscription,SRV-SAAS,False,
LIT0002172,INV001086,CTR00181,PRD-SUP-ENT,Support — June 2025,1,2000.0,2000.0,0.0,,2000.0,2025-06-01,2025-06-30,False,0,,2025-06-01,2025-06-30,subscription,SRV-SAAS,False,
LIT0002173,INV001087,CTR00182,PRD-PLAT-ENT,Platform Subscription — January 2025,1,7050.0,7755.0,0.1,contract,7050.0,2025-01-01,2025-01-31,False,0,,2025-01-01,2025-01-31,subscription,SRV-SAAS,False,
LIT0002174,INV001087,CTR00182,PRD-SUP-ENT,Support — January 2025,1,2000.0,2000.0,0.0,,2000.0,2025-01-01,2025-01-31,False,0,,2025-01-01,2025-01-31,subscription,SRV-SAAS,False,
LIT0002175,INV001088,CTR00182,PRD-PLAT-ENT,Platform Subscription — February 2025,1,7050.0,7755.0,0.1,contract,7050.0,2025-02-01,2025-02-28,False,0,,2025-02-01,2025-02-28,subscription,SRV-SAAS,False,
LIT0002176,INV001088,CTR00182,PRD-SUP-ENT,Support — February 2025,1,2000.0,2000.0,0.0,,2000.0,2025-02-01,2025-02-28,False,0,,2025-02-01,2025-02-28,subscription,SRV-SAAS,False,
LIT0002177,INV001089,CTR00182,PRD-PLAT-ENT,Platform Subscription — March 2025,1,4944.65,5439.11,0.1,contract,4944.65,2025-03-01,2025-03-31,False,0,,2025-03-01,2025-03-31,subscription,SRV-SAAS,False,
LIT0002178,INV001089,CTR00182,PRD-SUP-ENT,Support — March 2025,1,2000.0,2000.0,0.0,,2000.0,2025-03-01,2025-03-31,False,0,,2025-03-01,2025-03-31,subscription,SRV-SAAS,False,
LIT0002179,INV001090,CTR00182,PRD-PLAT-ENT,Platform Subscription — April 2025,1,4944.65,5439.11,0.1,contract,4944.65,2025-04-01,2025-04-30,False,0,,2025-04-01,2025-04-30,subscription,SRV-SAAS,False,
LIT0002180,INV001090,CTR00182,PRD-SUP-ENT,Support — April 2025,1,2000.0,2000.0,0.0,,2000.0,2025-04-01,2025-04-30,False,0,,2025-04-01,2025-04-30,subscription,SRV-SAAS,False,
LIT0002181,INV001091,CTR00182,PRD-PLAT-ENT,Platform Subscription — May 2025,1,4944.65,5439.11,0.1,contract,4944.65,2025-05-01,2025-05-31,False,0,,2025-05-01,2025-05-31,subscription,SRV-SAAS,False,
LIT0002182,INV001091,CTR00182,PRD-SUP-ENT,Support — May 2025,1,2000.0,2000.0,0.0,,2000.0,2025-05-01,2025-05-31,False,0,,2025-05-01,2025-05-31,subscription,SRV-SAAS,False,
LIT0002183,INV001092,CTR00182,PRD-PLAT-ENT,Platform Subscription — June 2025,1,4944.65,5439.11,0.1,contract,4944.65,2025-06-01,2025-06-30,False,0,,2025-06-01,2025-06-30,subscription,SRV-SAAS,False,
LIT0002184,INV001092,CTR00182,PRD-SUP-ENT,Support — June 2025,1,2000.0,2000.0,0.0,,2000.0,2025-06-01,2025-06-30,False,0,,2025-06-01,2025-06-30,subscription,SRV-SAAS,False,
LIT0002185,INV001093,CTR00183,PRD-PLAT-ENT,Platform Subscription — January 2025,1,6250.0,6875.0,0.15,contract,6250.0,2025-01-01,2025-01-31,False,0,,2025-01-01,2025-01-31,subscription,SRV-SAAS,False,
LIT0002186,INV001093,CTR00183,PRD-SUP-ENT,Support — January 2025,1,2000.0,2000.0,0.0,,2000.0,2025-01-01,2025-01-31,False,0,,2025-01-01,2025-01-31,subscription,SRV-SAAS,False,
LIT0002187,INV001094,CTR00183,PRD-PLAT-ENT,Platform Subscription — February 2025,1,6250.0,6875.0,0.15,contract,6250.0,2025-02-01,2025-02-28,False,0,,2025-02-01,2025-02-28,subscription,SRV-SAAS,False,
LIT0002188,INV001094,CTR00183,PRD-SUP-ENT,Support — February 2025,1,2000.0,2000.0,0.0,,2000.0,2025-02-01,2025-02-28,False,0,,2025-02-01,2025-02-28,subscription,SRV-SAAS,False,
LIT0002189,INV001095,CTR00183,PRD-PLAT-ENT,Platform Subscription — March 2025,1,6250.0,6875.0,0.15,contract,6250.0,2025-03-01,2025-03-31,False,0,,2025-03-01,2025-03-31,subscription,SRV-SAAS,False,
LIT0002190,INV001095,CTR00183,PRD-SUP-ENT,Support — March 2025,1,2000.0,2000.0,0.0,,2000.0,2025-03-01,2025-03-31,False,0,,2025-03-01,2025-03-31,subscription,SRV-SAAS,False,
LIT0002191,INV001096,CTR00183,PRD-PLAT-ENT,Platform Subscription — April 2025,1,6250.0,6875.0,0.15,contract,6250.0,2025-04-01,2025-04-30,False,0,,2025-04-01,2025-04-30,subscription,SRV-SAAS,False,
LIT0002192,INV001096,CTR00183,PRD-SUP-ENT,Support — April 2025,1,2000.0,2000.0,0.0,,2000.0,2025-04-01,2025-04-30,False,0,,2025-04-01,2025-04-30,subscription,SRV-SAAS,False,
LIT0002193,INV001097,CTR00183,PRD-PLAT-ENT,Platform Subscription — May 2025,1,6250.0,6875.0,0.15,contract,6250.0,2025-05-01,2025-05-31,False,0,,2025-05-01,2025-05-31,subscription,SRV-SAAS,False,
LIT0002194,INV001097,CTR00183,PRD-SUP-ENT,Support — May 2025,1,2000.0,2000.0,0.0,,2000.0,2025-05-01,2025-05-31,False,0,,2025-05-01,2025-05-31,subscription,SRV-SAAS,False,
LIT0002195,INV001098,CTR00183,PRD-PLAT-ENT,Platform Subscription — June 2025,1,6250.0,6875.0,0.15,contract,6250.0,2025-06-01,2025-06-30,False,0,,2025-06-01,2025-06-30,subscription,SRV-SAAS,False,
LIT0002196,INV001098,CTR00183,PRD-SUP-ENT,Support — June 2025,1,2000.0,2000.0,0.0,,2000.0,2025-06-01,2025-06-30,False,0,,2025-06-01,2025-06-30,subscription,SRV-SAAS,False,
LIT0002197,INV001099,CTR00184,PRD-PLAT-ENT,Platform Subscription — January 2025,1,8550.0,9405.0,0.0,,8550.0,2025-01-01,2025-01-31,False,0,,2025-01-01,2025-01-31,subscription,SRV-SAAS,False,
LIT0002198,INV001099,CTR00184,PRD-SUP-ENT,Support — January 2025,1,2000.0,2000.0,0.0,,2000.0,2025-01-01,2025-01-31,False,0,,2025-01-01,2025-01-31,subscription,SRV-SAAS,False,
LIT0002199,INV001100,CTR00184,PRD-PLAT-ENT,Platform Subscription — February 2025,1,8550.0,9405.0,0.0,,8550.0,2025-02-01,2025-02-28,False,0,,2025-02-01,2025-02-28,subscription,SRV-SAAS,False,
LIT0002200,INV001100,CTR00184,PRD-SUP-ENT,Support — February 2025,1,2000.0,2000.0,0.0,,2000.0,2025-02-01,2025-02-28,False,0,,2025-02-01,2025-02-28,subscription,SRV-SAAS,False,
LIT0002201,INV001101,CTR00184,PRD-PLAT-ENT,Platform Subscription — March 2025,1,8550.0,9405.0,0.0,,8550.0,2025-03-01,2025-03-31,False,0,,2025-03-01,2025-03-31,subscription,SRV-SAAS,False,
LIT0002202,INV001101,CTR00184,PRD-SUP-ENT,Support — March 2025,1,2000.0,2000.0,0.0,,2000.0,2025-03-01,2025-03-31,False,0,,2025-03-01,2025-03-31,subscription,SRV-SAAS,False,
LIT0002203,INV001102,CTR00184,PRD-PLAT-ENT,Platform Subscription — April 2025,1,8550.0,9405.0,0.0,,8550.0,2025-04-01,2025-04-30,False,0,,2025-04-01,2025-04-30,subscription,SRV-SAAS,False,
LIT0002204,INV001102,CTR00184,PRD-SUP-ENT,Support — April 2025,1,2000.0,2000.0,0.0,,2000.0,2025-04-01,2025-04-30,False,0,,2025-04-01,2025-04-30,subscription,SRV-SAAS,False,
LIT0002205,INV001103,CTR00184,PRD-PLAT-ENT,Platform Subscription — May 2025,1,8550.0,9405.0,0.0,,8550.0,2025-05-01,2025-05-31,False,0,,2025-05-01,2025-05-31,subscription,SRV-SAAS,False,
LIT0002206,INV001103,CTR00184,PRD-SUP-ENT,Support — May 2025,1,2000.0,2000.0,0.0,,2000.0,2025-05-01,2025-05-31,False,0,,2025-05-01,2025-05-31,subscription,SRV-SAAS,False,
LIT0002207,INV001104,CTR00184,PRD-PLAT-ENT,Platform Subscription — June 2025,1,8550.0,9405.0,0.0,,8550.0,2025-06-01,2025-06-30,False,0,,2025-06-01,2025-06-30,subscription,SRV-SAAS,False,
