payment_id,invoice_id,account_id,payment_date,amount_received,currency,applied_fx_rate,usd_amount_applied,payment_method,transaction_ref,is_partial,partial_payment_sequence,prior_outstanding_balance,remaining_balance_after,bank_fee_deducted,is_reconciled,reconciliation_date,reconciliation_source,chargeback_flag,chargeback_date,reversal_of_payment_id,notes
PAY000820,INV000989,ACC0089,2025-06-05,7000.0,USD,1.0,7000.0,ACH,TXN836308,False,0,7000.0,0.0,0.0,True,2025-06-07,bank_feed,False,,,
PAY000821,INV000991,ACC0089,2025-02-10,7000.0,USD,1.0,7000.0,wire,TXN496277,False,0,7000.0,0.0,0.0,True,2025-02-11,bank_feed,False,,,
PAY000822,INV000992,ACC0089,2025-03-05,7000.0,USD,1.0,7000.0,ACH,TXN937366,False,0,7000.0,0.0,0.0,True,2025-03-07,bank_feed,False,,,
PAY000823,INV000995,ACC0089,2025-06-10,7000.0,USD,1.0,7000.0,wire,TXN106628,False,0,7000.0,0.0,0.0,True,2025-06-13,bank_feed,False,,,
PAY000824,INV000996,ACC0089,2025-07-03,6211.6,USD,1.0,6211.6,ACH,TXN651154,False,0,6211.6,0.0,0.0,True,2025-07-05,bank_feed,False,,,
PAY000825,INV000997,ACC0090,2025-03-11,7300.0,USD,1.0,7300.0,ACH,TXN815951,False,0,7300.0,0.0,0.0,True,2025-03-12,bank_feed,False,,,
PAY000826,INV000998,ACC0090,2025-04-06,7300.0,USD,1.0,7300.0,ACH,TXN515462,False,0,7300.0,0.0,25.0,True,2025-04-07,bank_feed,False,,,
PAY000827,INV001000,ACC0090,2025-05-31,7300.0,USD,1.0,7300.0,wire,TXN711886,False,0,7300.0,0.0,25.0,True,2025-06-01,bank_feed,False,,,
PAY000828,INV001001,ACC0090,2025-06-28,7300.0,USD,1.0,7300.0,ACH,TXN349458,False,0,7300.0,0.0,50.0,True,2025-06-29,bank_feed,False,,,
PAY000829,INV001002,ACC0090,2025-08-03,7300.0,USD,1.0,7300.0,ACH,TXN935562,False,0,7300.0,0.0,0.0,True,2025-08-04,bank_feed,False,,,
PAY000830,INV001003,ACC0091,2025-02-11,8400.0,EUR,1.0412,8746.08,wire,TXN804169,False,0,8400.0,0.0,0.0,True,2025-02-14,bank_feed,False,,,
PAY000831,INV001004,ACC0091,2025-03-01,8400.0,EUR,1.037,8710.8,credit_card,TXN558698,False,0,8400.0,0.0,0.0,True,2025-03-03,bank_feed,False,,,
PAY000832,INV001005,ACC0091,2025-04-06,8400.0,EUR,1.0358,8700.72,ACH,TXN626887,False,0,8400.0,0.0,0.0,True,2025-04-08,bank_feed,False,,,
PAY000833,INV001006,ACC0091,2025-05-05,8400.0,EUR,1.0371,8711.64,wire,TXN219478,False,0,8400.0,0.0,0.0,True,2025-05-07,bank_feed,False,,,
PAY000834,INV001007,ACC0091,2025-05-30,8400.0,EUR,1.0333,8679.72,ACH,TXN123817,False,0,8400.0,0.0,25.0,True,2025-06-01,bank_feed,False,,,
PAY000835,INV001008,ACC0091,2025-06-30,8400.0,EUR,1.0308,8658.72,wire,TXN745010,False,0,8400.0,0.0,50.0,True,2025-07-03,bank_feed,False,,,
PAY000836,INV001009,ACC0091,2025-02-01,8100.0,EUR,1.0441,8457.21,ACH,TXN530613,False,0,8100.0,0.0,50.0,True,2025-02-04,bank_feed,False,,,
PAY000837,INV001011,ACC0091,2025-04-05,8100.0,EUR,1.0358,8389.98,wire,TXN343605,False,0,8100.0,0.0,25.0,True,2025-04-06,bank_feed,False,,,
PAY000838,INV001012,ACC0091,2025-05-10,8100.0,EUR,1.0341,8376.21,wire,TXN583976,False,0,8100.0,0.0,0.0,True,2025-05-11,bank_feed,False,,,
PAY000839,INV001013,ACC0091,2025-06-10,8100.0,EUR,1.034,8375.4,ACH,TXN926567,False,0,8100.0,0.0,50.0,True,2025-06-11,bank_feed,False,,,
PAY000840,INV001014,ACC0091,2025-07-03,8100.0,EUR,1.0284,8330.04,credit_card,TXN708709,False,0,8100.0,0.0,25.0,True,2025-07-04,bank_feed,False,,,
PAY000841,INV001015,ACC0091,2025-01-30,8100.0,EUR,1.0384,8411.04,wire,TXN189105,False,0,8100.0,0.0,50.0,True,2025-02-01,bank_feed,False,,,
PAY000842,INV001016,ACC0091,2025-03-01,8100.0,EUR,1.037,8399.7,credit_card,TXN594798,False,0,8100.0,0.0,0.0,True,2025-03-02,bank_feed,False,,,
PAY000843,INV001017,ACC0091,2025-04-07,8100.0,EUR,1.0397,8421.57,wire,TXN109193,False,0,8100.0,0.0,0.0,True,2025-04-09,bank_feed,False,,,
PAY000844,INV001019,ACC0091,2025-06-10,8100.0,EUR,1.034,8375.4,wire,TXN564060,False,0,8100.0,0.0,0.0,True,2025-06-13,bank_feed,False,,,
PAY000845,INV001020,ACC0091,2025-07-12,8100.0,EUR,1.0346,8380.26,credit_card,TXN229953,False,0,8100.0,0.0,25.0,True,2025-07-14,bank_feed,False,,,
PAY000846,INV001021,ACC0092,2025-02-07,7620.0,GBP,1.2459,9493.76,wire,TXN883956,False,0,7620.0,0.0,0.0,True,2025-02-10,bank_feed,False,,,
PAY000847,INV001022,ACC0092,2025-03-08,7620.0,GBP,1.2361,9419.08,ACH,TXN849162,False,0,7620.0,0.0,25.0,True,2025-03-10,bank_feed,False,,,
PAY000848,INV001023,ACC0092,2025-03-31,7620.0,GBP,1.241,9456.42,wire,TXN611250,False,0,7620.0,0.0,25.0,True,2025-04-01,bank_feed,False,,,
PAY000849,INV001024,ACC0092,2025-05-03,7620.0,GBP,1.2427,9469.37,ACH,TXN121305,False,0,7620.0,0.0,0.0,True,2025-05-05,bank_feed,False,,,
PAY000850,INV001025,ACC0092,2025-06-04,7620.0,GBP,1.2324,9390.89,wire,TXN597241,False,0,7620.0,0.0,0.0,True,2025-06-05,bank_feed,False,,,
PAY000851,INV001026,ACC0092,2025-07-05,7620.0,GBP,1.2341,9403.84,wire,TXN835673,False,0,7620.0,0.0,0.0,True,2025-07-08,bank_feed,False,,,
PAY000852,INV001027,ACC0092,2025-02-19,7800.0,GBP,1.2385,9660.3,credit_card,TXN894862,False,0,7800.0,0.0,0.0,True,2025-02-21,bank_feed,False,,,
PAY000853,INV001028,ACC0092,2025-03-15,7800.0,GBP,1.25,9750.0,wire,TXN496080,False,0,7800.0,0.0,0.0,True,2025-03-16,bank_feed,False,,,
PAY000854,INV001029,ACC0092,2025-04-15,7800.0,GBP,1.2404,9675.12,wire,TXN929816,False,0,7800.0,0.0,0.0,True,2025-04-17,bank_feed,False,,,
PAY000855,INV001030,ACC0092,2025-05-22,7800.0,GBP,1.2388,9662.64,wire,TXN622451,False,0,7800.0,0.0,0.0,True,2025-05-25,bank_feed,False,,,
PAY000856,INV001031,ACC0092,2025-06-15,7800.0,GBP,1.2429,9694.62,ACH,TXN139887,False,0,7800.0,0.0,0.0,True,2025-06-18,bank_feed,False,,,
PAY000857,INV001033,ACC0093,2025-02-21,8100.0,EUR,1.0368,8398.08,ACH,TXN782499,False,0,8100.0,0.0,0.0,True,2025-02-23,bank_feed,False,,,
PAY000858,INV001034,ACC0093,2025-03-16,8100.0,EUR,1.0339,8374.59,check,TXN515589,False,0,8100.0,0.0,0.0,True,2025-03-19,bank_feed,False,,,
PAY000859,INV001035,ACC0093,2025-04-15,8100.0,EUR,1.0371,8400.51,ACH,TXN169353,False,0,8100.0,0.0,0.0,True,2025-04-16,bank_feed,False,,,
PAY000860,INV001036,ACC0093,2025-05-21,8100.0,EUR,1.0336,8372.16,ACH,TXN274886,False,0,8100.0,0.0,0.0,True,2025-05-23,bank_feed,False,,,
PAY000861,INV001037,ACC0093,2025-06-14,8100.0,EUR,1.0336,8372.16,ACH,TXN830891,False,0,8100.0,0.0,50.0,True,2025-06-15,bank_feed,False,,,
PAY000862,INV001039,ACC0094,2025-03-13,7800.0,EUR,1.0402,8113.56,wire,TXN648923,False,0,7800.0,0.0,25.0,True,2025-03-14,bank_feed,False,,,
PAY000863,INV001040,ACC0094,2025-04-09,7800.0,EUR,1.0331,8058.18,wire,TXN260020,False,0,7800.0,0.0,0.0,True,2025-04-10,bank_feed,False,,,
PAY000864,INV001041,ACC0094,2025-05-04,7800.0,EUR,1.0358,8079.24,credit_card,TXN716054,False,0,7800.0,0.0,25.0,True,2025-05-05,bank_feed,False,,,
PAY000865,INV001042,ACC0094,2025-06-07,7800.0,EUR,1.0321,8050.38,credit_card,TXN749664,False,0,7800.0,0.0,25.0,True,2025-06-09,bank_feed,False,,,
PAY000866,INV001043,ACC0094,2025-07-03,7800.0,EUR,1.0284,8021.52,ACH,TXN392965,False,0,7800.0,0.0,50.0,True,2025-07-06,bank_feed,False,,,
PAY000867,INV001044,ACC0094,2025-08-06,7800.0,EUR,1.0361,8081.58,credit_card,TXN393320,False,0,7800.0,0.0,0.0,True,2025-08-09,bank_feed,False,,,
PAY000868,INV001045,ACC0094,2025-02-04,8400.0,EUR,1.039,8727.6,credit_card,TXN883112,False,0,8400.0,0.0,0.0,True,2025-02-07,bank_feed,False,,,
PAY000869,INV001047,ACC0094,2025-04-07,9659.1,EUR,1.0397,10042.57,wire,TXN936883,False,0,9659.1,0.0,25.0,True,2025-04-08,bank_feed,False,,,
PAY000870,INV001048,ACC0094,2025-05-12,9659.1,EUR,1.035,9997.17,ACH,TXN270195,False,0,9659.1,0.0,0.0,True,2025-05-13,bank_feed,False,,,
PAY000871,INV001049,ACC0094,2025-06-11,9659.1,EUR,1.0321,9969.16,credit_card,TXN857897,False,0,9659.1,0.0,0.0,True,2025-06-13,bank_feed,False,,,
PAY000872,INV001050,ACC0094,2025-07-12,9659.1,EUR,1.0346,9993.3,wire,TXN827830,False,0,9659.1,0.0,50.0,True,2025-07-14,bank_feed,False,,,
PAY000873,INV001051,ACC0095,2025-01-31,7750.0,USD,1.0,7750.0,credit_card,TXN829881,False,0,7750.0,0.0,0.0,True,2025-02-03,bank_feed,False,,,
PAY000874,INV001052,ACC0095,2025-03-12,7750.0,USD,1.0,7750.0,ACH,TXN590975,False,0,7750.0,0.0,0.0,True,2025-03-14,bank_feed,False,,,
PAY000875,INV001054,ACC0095,2025-05-01,7750.0,USD,1.0,7750.0,credit_card,TXN712905,False,0,7750.0,0.0,0.0,True,2025-05-04,bank_feed,False,,,
PAY000876,INV001055,ACC0095,2025-05-31,7750.0,USD,1.0,7750.0,ACH,TXN811963,False,0,7750.0,0.0,50.0,True,2025-06-02,bank_feed,False,,,
PAY000877,INV001056,ACC0095,2025-07-07,7750.0,USD,1.0,7750.0,credit_card,TXN772184,False,0,7750.0,0.0,0.0,True,2025-07-09,bank_feed,False,,,
PAY000878,INV001058,ACC0096,2025-03-11,8160.0,GBP,1.2515,10212.24,credit_card,TXN116443,False,0,8160.0,0.0,0.0,True,2025-03-12,bank_feed,False,,,
PAY000879,INV001059,ACC0096,2025-04-02,8160.0,GBP,1.2403,10120.85,wire,TXN576718,False,0,8160.0,0.0,25.0,True,2025-04-05,bank_feed,False,,,
PAY000880,INV001060,ACC0096,2025-05-08,8160.0,GBP,1.2397,10115.95,wire,TXN212288,False,0,8160.0,0.0,50.0,True,2025-05-09,bank_feed,False,,,
PAY000881,INV001061,ACC0096,2025-05-28,8160.0,GBP,1.2441,10151.86,ACH,TXN490628,False,0,8160.0,0.0,50.0,True,2025-05-30,bank_feed,False,,,
PAY000882,INV001062,ACC0096,2025-07-02,8160.0,GBP,1.2375,10098.0,wire,TXN892118,False,0,8160.0,0.0,0.0,True,2025-07-05,bank_feed,False,,,
PAY000883,INV001063,ACC0096,2025-01-28,8400.0,GBP,1.2447,10455.48,ACH,TXN828180,False,0,8400.0,0.0,0.0,True,2025-01-29,bank_feed,False,,,
PAY000884,INV001064,ACC0096,2025-02-28,8400.0,GBP,1.243,10441.2,ACH,TXN368945,False,0,8400.0,0.0,25.0,True,2025-03-01,bank_feed,False,,,
PAY000885,INV001066,ACC0096,2025-05-08,8400.0,GBP,1.2397,10413.48,ACH,TXN238742,False,0,8400.0,0.0,50.0,True,2025-05-10,bank_feed,False,,,
PAY000886,INV001067,ACC0096,2025-06-02,8400.0,GBP,1.2356,10379.04,ACH,TXN252700,False,0,8400.0,0.0,0.0,True,2025-06-04,bank_feed,False,,,
PAY000887,INV001068,ACC0096,2025-06-30,8400.0,GBP,1.2378,10397.52,ACH,TXN247658,False,0,8400.0,0.0,50.0,True,2025-07-03,bank_feed,False,,,
PAY000888,INV001069,ACC0097,2025-02-22,6500.0,USD,1.0,6500.0,ACH,TXN896845,False,0,6500.0,0.0,0.0,True,2025-02-24,bank_feed,False,,,
PAY000889,INV001070,ACC0097,2025-03-16,6500.0,USD,1.0,6500.0,wire,TXN359393,False,0,6500.0,0.0,0.0,True,2025-03-17,bank_feed,False,,,
PAY000890,INV001071,ACC0097,2025-04-16,6500.0,USD,1.0,6500.0,wire,TXN513542,False,0,6500.0,0.0,0.0,True,2025-04-17,bank_feed,False,,,
PAY000891,INV001072,ACC0097,2025-05-26,6500.0,USD,1.0,6500.0,ACH,TXN881213,False,0,6500.0,0.0,50.0,True,2025-05-27,bank_feed,False,,,
PAY000892,INV001074,ACC0097,2025-07-15,6500.0,USD,1.0,6500.0,ACH,TXN775498,False,0,6500.0,0.0,0.0,True,2025-07-16,bank_feed,False,,,
PAY000893,INV001075,ACC0098,2025-02-11,7100.0,USD,1.0,7100.0,wire,TXN431971,False,0,7100.0,0.0,0.0,True,2025-02-14,bank_feed,False,,,
PAY000894,INV001076,ACC0098,2025-03-14,7100.0,USD,1.0,7100.0,credit_card,TXN692191,False,0,7100.0,0.0,0.0,True,2025-03-16,bank_feed,False,,,
PAY000895,INV001077,ACC0098,2025-04-11,7100.0,USD,1.0,7100.0,wire,TXN271298,False,0,7100.0,0.0,0.0,True,2025-04-14,bank_feed,False,,,
PAY000896,INV001078,ACC0098,2025-05-07,7100.0,USD,1.0,7100.0,ACH,TXN167412,False,0,7100.0,0.0,0.0,True,2025-05-08,bank_feed,False,,,
PAY000897,INV001080,ACC0098,2025-07-02,7100.0,USD,1.0,7100.0,wire,TXN457011,False,0,7100.0,0.0,25.0,True,2025-07-05,bank_feed,False,,,
PAY000898,INV001081,ACC0098,2025-02-03,7000.0,USD,1.0,7000.0,ACH,TXN419862,False,0,7000.0,0.0,50.0,True,2025-02-05,bank_feed,False,,,
PAY000899,INV001082,ACC0098,2025-03-09,7000.0,USD,1.0,7000.0,ACH,TXN216336,False,0,7000.0,0.0,0.0,True,2025-03-12,bank_feed,False,,,
PAY000900,INV001083,ACC0098,2025-04-11,7000.0,USD,1.0,7000.0,wire,TXN647781,False,0,7000.0,0.0,0.0,True,2025-04-12,bank_feed,False,,,
PAY000901,INV001084,ACC0098,2025-05-10,7000.0,USD,1.0,7000.0,credit_card,TXN928322,False,0,7000.0,0.0,25.0,True,2025-05-13,bank_feed,False,,,
PAY000902,INV001085,ACC0098,2025-05-28,7000.0,USD,1.0,7000.0,ACH,TXN158745,False,0,7000.0,0.0,0.0,True,2025-05-30,bank_feed,False,,,
PAY000903,INV001087,ACC0099,2025-02-04,7050.0,USD,1.0,7050.0,ACH,TXN359469,False,0,7050.0,0.0,25.0,True,2025-02-07,bank_feed,False,,,
PAY000904,INV001088,ACC0099,2025-02-28,7050.0,USD,1.0,7050.0,wire,TXN941842,False,0,7050.0,0.0,25.0,True,2025-03-01,bank_feed,False,,,
PAY000905,INV001089,ACC0099,2025-04-11,4944.65,USD,1.0,4944.65,ACH,TXN136126,False,0,4944.65,0.0,0.0,True,2025-04-12,bank_feed,False,,,
PAY000906,INV001090,ACC0099,2025-04-29,4944.65,USD,1.0,4944.65,ACH,TXN224685,False,0,4944.65,0.0,0.0,True,2025-04-30,bank_feed,False,,,
PAY000907,INV001091,ACC0099,2025-05-28,4944.65,USD,1.0,4944.65,credit_card,TXN141089,False,0,4944.65,0.0,25.0,True,2025-05-30,bank_feed,False,,,
PAY000908,INV001093,ACC0099,2025-02-15,6250.0,USD,1.0,6250.0,wire,TXN875609,False,0,6250.0,0.0,25.0,True,2025-02-17,bank_feed,False,,,
PAY000909,INV001094,ACC0099,2025-03-19,6250.0,USD,1.0,6250.0,wire,TXN519037,False,0,6250.0,0.0,25.0,True,2025-03-20,bank_feed,False,,,
PAY000910,INV001095,ACC0099,2025-04-16,6250.0,USD,1.0,6250.0,ACH,TXN577914,False,0,6250.0,0.0,0.0,True,2025-04-19,bank_feed,False,,,
PAY000911,INV001096,ACC0099,2025-05-18,6250.0,USD,1.0,6250.0,ACH,TXN395445,False,0,6250.0,0.0,0.0,True,2025-05-21,bank_feed,False,,,
PAY000912,INV001099,ACC0100,2025-02-04,10260.0,EUR,1.039,10660.14,check,TXN183906,False,0,10260.0,0.0,0.0,True,2025-02-07,bank_feed,False,,,
PAY000913,INV001100,ACC0100,2025-03-10,10260.0,EUR,1.0406,10676.56,ACH,TXN766383,False,0,10260.0,0.0,0.0,True,2025-03-12,bank_feed,False,,,
PAY000914,INV001101,ACC0100,2025-04-04,10260.0,EUR,1.0358,10627.31,ACH,TXN126965,False,0,10260.0,0.0,50.0,True,2025-04-07,bank_feed,False,,,
PAY000915,INV001102,ACC0100,2025-05-10,10260.0,EUR,1.0341,10609.87,wire,TXN294118,False,0,10260.0,0.0,0.0,True,2025-05-12,bank_feed,False,,,
PAY000916,INV001103,ACC0100,2025-05-31,10260.0,EUR,1.0333,10601.66,wire,TXN919514,False,0,10260.0,0.0,50.0,True,2025-06-01,bank_feed,False,,,
PAY000917,INV001104,ACC0100,2025-07-07,10260.0,EUR,1.0317,10585.24,wire,TXN887421,False,0,10260.0,0.0,0.0,True,2025-07-08,bank_feed,False,,,
PAY000918,INV001106,ACC0101,2025-03-27,2760.0,EUR,1.0366,2861.02,ACH,TXN474071,False,0,2760.0,0.0,0.0,True,2025-03-28,bank_feed,False,,,
PAY000919,INV001107,ACC0101,2025-04-25,2760.0,EUR,1.035,2856.6,credit_card,TXN817701,False,0,2760.0,0.0,0.0,True,2025-04-27,bank_feed,False,,,
PAY000920,INV001108,ACC0101,2025-05-14,2760.0,EUR,1.0308,2845.01,ACH,TXN115275,False,0,2760.0,0.0,50.0,True,2025-05-16,bank_feed,False,,,
PAY000921,INV001109,ACC0101,2025-06-26,2760.0,EUR,1.0373,2862.95,ACH,TXN334774,False,0,2760.0,0.0,0.0,True,2025-06-28,bank_feed,False,,,
PAY000922,INV001110,ACC0101,2025-07-13,2760.0,EUR,1.0346,2855.5,ACH,TXN696511,False,0,2760.0,0.0,50.0,True,2025-07-16,bank_feed,False,,,
PAY000923,INV001111,ACC0102,2025-02-28,3240.0,EUR,1.037,3359.88,wire,TXN198181,False,0,3240.0,0.0,25.0,True,2025-03-03,bank_feed,False,,,
PAY000924,INV001113,ACC0102,2025-04-27,3240.0,EUR,1.035,3353.4,credit_card,TXN362832,False,0,3240.0,0.0,0.0,True,2025-04-30,bank_feed,False,,,
PAY000925,INV001114,ACC0102,2025-05-31,3240.0,EUR,1.0333,3347.89,ACH,TXN893643,False,0,3240.0,0.0,0.0,True,2025-06-03,bank_feed,False,,,
PAY000926,INV001115,ACC0102,2025-07-03,3240.0,EUR,1.0284,3332.02,ACH,TXN535751,False,0,3240.0,0.0,50.0,True,2025-07-05,bank_feed,False,,,
PAY000927,INV001116,ACC0102,2025-08-11,3240.0,EUR,1.0291,3334.28,credit_card,TXN895285,False,0,3240.0,0.0,0.0,True,2025-08-12,bank_feed,False,,,
PAY000928,INV001117,ACC0103,2025-02-03,2100.0,USD,1.0,2100.0,ACH,TXN237255,False,0,2100.0,0.0,0.0,True,2025-02-06,bank_feed,False,,,
PAY000929,INV001118,ACC0103,2025-03-08,2100.0,USD,1.0,2100.0,ACH,TXN968629,False,0,2100.0,0.0,25.0,True,2025-03-09,bank_feed,False,,,
PAY000930,INV001119,ACC0103,2025-04-04,2100.0,USD,1.0,2100.0,ACH,TXN738425,False,0,2100.0,0.0,50.0,True,2025-04-05,bank_feed,False,,,
PAY000931,INV001120,ACC0103,2025-05-02,2100.0,USD,1.0,2100.0,ACH,TXN762086,False,0,2100.0,0.0,0.0,True,2025-05-05,bank_feed,False,,,
PAY000932,INV001121,ACC0103,2025-05-29,2100.0,USD,1.0,2100.0,ACH,TXN933466,False,0,2100.0,0.0,50.0,True,2025-05-31,bank_feed,False,,,
PAY000933,INV001122,ACC0103,2025-07-08,2100.0,USD,1.0,2100.0,wire,TXN730108,False,0,2100.0,0.0,0.0,True,2025-07-11,bank_feed,False,,,
PAY000934,INV001123,ACC0103,2025-02-09,2400.0,USD,1.0,2400.0,check,TXN160990,False,0,2400.0,0.0,0.0,True,2025-02-11,bank_feed,False,,,
PAY000935,INV001124,ACC0103,2025-03-11,2400.0,USD,1.0,2400.0,wire,TXN292045,False,0,2400.0,0.0,50.0,True,2025-03-13,bank_feed,False,,,
PAY000936,INV001125,ACC0103,2025-04-08,2400.0,USD,1.0,2400.0,credit_card,TXN104588,False,0,2400.0,0.0,25.0,True,2025-04-09,bank_feed,False,,,
PAY000937,INV001126,ACC0103,2025-05-03,2400.0,USD,1.0,2400.0,wire,TXN293352,False,0,2400.0,0.0,0.0,True,2025-05-06,bank_feed,False,,,
PAY000938,INV001127,ACC0103,2025-05-30,2400.0,USD,1.0,2400.0,wire,TXN675154,False,0,2400.0,0.0,50.0,True,2025-06-01,bank_feed,False,,,
PAY000939,INV001129,ACC0104,2025-02-01,2200.0,USD,1.0,2200.0,ACH,TXN562165,False,0,2200.0,0.0,0.0,True,2025-02-02,bank_feed,False,,,
PAY000940,INV001130,ACC0104,2025-03-07,2200.0,USD,1.0,2200.0,credit_card,TXN426507,False,0,2200.0,0.0,25.0,True,2025-03-09,bank_feed,False,,,
PAY000941,INV001131,ACC0104,2025-03-30,2200.0,USD,1.0,2200.0,wire,TXN784808,False,0,2200.0,0.0,0.0,True,2025-03-31,bank_feed,False,,,
PAY000942,INV001132,ACC0104,2025-05-06,2200.0,USD,1.0,2200.0,ACH,TXN238517,False,0,2200.0,0.0,0.0,True,2025-05-08,bank_feed,False,,,
PAY000943,INV001133,ACC0104,2025-06-06,2200.0,USD,1.0,2200.0,ACH,TXN283231,False,0,2200.0,0.0,0.0,True,2025-06-09,bank_feed,False,,,
PAY000944,INV001135,ACC0105,2025-01-28,2100.0,USD,1.0,2100.0,ACH,TXN539765,False,0,2100.0,0.0,0.0,True,2025-01-29,bank_feed,False,,,
PAY000945,INV001137,ACC0105,2025-03-30,2100.0,USD,1.0,2100.0,ACH,TXN493357,False,0,2100.0,0.0,0.0,True,2025-03-31,bank_feed,False,,,
PAY000946,INV001138,ACC0105,2025-05-05,2100.0,USD,1.0,2100.0,wire,TXN880650,False,0,2100.0,0.0,50.0,True,2025-05-08,bank_feed,False,,,
PAY000947,INV001140,ACC0105,2025-06-28,2100.0,USD,1.0,2100.0,ACH,TXN766723,False,0,2100.0,0.0,0.0,True,2025-06-30,bank_feed,False,,,
PAY000948,INV001141,ACC0106,2025-02-06,2500.0,USD,1.0,2500.0,ACH,TXN226272,False,0,2500.0,0.0,0.0,True,2025-02-07,bank_feed,False,,,
PAY000949,INV001142,ACC0106,2025-03-09,2500.0,USD,1.0,2500.0,wire,TXN860154,False,0,2500.0,0.0,25.0,True,2025-03-12,bank_feed,False,,,
PAY000950,INV001144,ACC0106,2025-05-09,2500.0,USD,1.0,2500.0,ACH,TXN674529,False,0,2500.0,0.0,0.0,True,2025-05-11,bank_feed,False,,,
PAY000951,INV001145,ACC0106,2025-06-09,2500.0,USD,1.0,2500.0,ACH,TXN200706,False,0,2500.0,0.0,0.0,True,2025-06-11,bank_feed,False,,,
PAY000952,INV001146,ACC0106,2025-07-02,2500.0,USD,1.0,2500.0,wire,TXN189880,False,0,2500.0,0.0,0.0,True,2025-07-04,bank_feed,False,,,
PAY000953,INV001147,ACC0107,2025-02-02,3500.0,USD,1.0,3500.0,credit_card,TXN714437,False,0,3500.0,0.0,25.0,True,2025-02-04,bank_feed,False,,,
PAY000954,INV001148,ACC0107,2025-03-07,3500.0,USD,1.0,3500.0,ACH,TXN602759,False,0,3500.0,0.0,0.0,True,2025-03-08,bank_feed,False,,,
PAY000955,INV001151,ACC0107,2025-05-31,3500.0,USD,1.0,3500.0,wire,TXN857284,False,0,3500.0,0.0,25.0,True,2025-06-02,bank_feed,False,,,
PAY000956,INV001153,ACC0107,2025-02-07,2700.0,USD,1.0,2700.0,credit_card,TXN332321,False,0,2700.0,0.0,0.0,True,2025-02-09,bank_feed,False,,,
PAY000957,INV001154,ACC0107,2025-03-01,2700.0,USD,1.0,2700.0,ACH,TXN162481,False,0,2700.0,0.0,0.0,True,2025-03-03,bank_feed,False,,,
PAY000958,INV001157,ACC0107,2025-06-05,2700.0,USD,1.0,2700.0,ACH,TXN400615,False,0,2700.0,0.0,0.0,True,2025-06-06,bank_feed,False,,,
PAY000959,INV001158,ACC0107,2025-07-05,2700.0,USD,1.0,2700.0,ACH,TXN102626,False,0,2700.0,0.0,50.0,True,2025-07-07,bank_feed,False,,,
PAY000960,INV001159,ACC0108,2025-02-16,3000.0,EUR,1.0382,3114.6,ACH,TXN585936,False,0,3000.0,0.0,50.0,True,2025-02-19,bank_feed,False,,,
PAY000961,INV001161,ACC0108,2025-04-19,3000.0,EUR,1.0369,3110.7,wire,TXN141299,False,0,3000.0,0.0,0.0,True,2025-04-21,bank_feed,False,,,
PAY000962,INV001162,ACC0108,2025-05-15,3000.0,EUR,1.0311,3093.3,ACH,TXN568708,False,0,3000.0,0.0,50.0,True,2025-05-17,bank_feed,False,,,
PAY000963,INV001163,ACC0108,2025-06-17,3000.0,EUR,1.0327,3098.1,ACH,TXN523242,False,0,3000.0,0.0,50.0,True,2025-06-18,bank_feed,False,,,
PAY000964,INV001166,ACC0109,2025-03-01,2300.0,USD,1.0,2300.0,ACH,TXN493615,False,0,2300.0,0.0,0.0,True,2025-03-02,bank_feed,False,,,
PAY000965,INV001167,ACC0109,2025-04-04,2300.0,USD,1.0,2300.0,wire,TXN314537,False,0,2300.0,0.0,0.0,True,2025-04-07,bank_feed,False,,,
PAY000966,INV001168,ACC0109,2025-05-12,2300.0,USD,1.0,2300.0,wire,TXN776372,False,0,2300.0,0.0,50.0,True,2025-05-13,bank_feed,False,,,
PAY000967,INV001169,ACC0109,2025-06-08,2300.0,USD,1.0,2300.0,wire,TXN307965,False,0,2300.0,0.0,0.0,True,2025-06-09,bank_feed,False,,,
PAY000968,INV001170,ACC0109,2025-06-29,2300.0,USD,1.0,2300.0,wire,TXN703151,False,0,2300.0,0.0,0.0,True,2025-07-01,bank_feed,False,,,
PAY000969,INV001171,ACC0110,2025-03-02,3200.0,USD,1.0,3200.0,ACH,TXN377568,False,0,3200.0,0.0,0.0,True,2025-03-05,bank_feed,False,,,
PAY000970,INV001172,ACC0110,2025-04-04,3200.0,USD,1.0,3200.0,ACH,TXN322542,False,0,3200.0,0.0,50.0,True,2025-04-05,bank_feed,False,,,
PAY000971,INV001173,ACC0110,2025-05-04,3200.0,USD,1.0,3200.0,check,TXN755002,False,0,3200.0,0.0,50.0,True,2025-05-06,bank_feed,False,,,
PAY000972,INV001174,ACC0110,2025-06-07,3200.0,USD,1.0,3200.0,wire,TXN425675,False,0,3200.0,0.0,25.0,True,2025-06-09,bank_feed,False,,,
PAY000973,INV001175,ACC0110,2025-07-03,3200.0,USD,1.0,3200.0,check,TXN377734,False,0,3200.0,0.0,0.0,True,2025-07-06,bank_feed,False,,,
PAY000974,INV001176,ACC0110,2025-07-28,3200.0,USD,1.0,3200.0,ACH,TXN663085,False,0,3200.0,0.0,0.0,True,2025-07-30,bank_feed,False,,,
PAY000975,INV001177,ACC0111,2025-03-03,2500.0,USD,1.0,2500.0,wire,TXN279043,False,0,2500.0,0.0,50.0,True,2025-03-05,bank_feed,False,,,
