invoice_id,account_id,contract_id,invoice_date,due_date,billing_period_start,billing_period_end,status,currency,subtotal,tax_amount,total_amount,invoice_fx_rate,usd_equivalent,invoice_type,is_auto_generated,billing_system_source,line_item_count,applied_credits_total,outstanding_balance,payment_terms_days,sent_date,viewed_date,paid_date,void_reason,is_consolidated,parent_invoice_id
INV000309,ACC0029,CTR00052,2025-03-01,2025-04-15,2025-03-01,2025-03-31,paid,EUR,7250.0,1450.0,8700.0,1.037,9021.9,standard,True,zuora,2,0.0,0.0,45,2025-03-02,2025-03-03,2025-04-15,,False,
INV000310,ACC0029,CTR00052,2025-04-01,2025-05-16,2025-04-01,2025-04-30,paid,EUR,7250.0,1450.0,8700.0,1.0395,9043.65,standard,True,zuora,2,0.0,0.0,45,2025-04-02,2025-04-03,2025-05-26,,False,
INV000311,ACC0029,CTR00052,2025-05-01,2025-06-15,2025-05-01,2025-05-31,paid,EUR,7250.0,1450.0,8700.0,1.0344,8999.28,standard,True,zuora,2,0.0,0.0,45,2025-05-02,2025-05-02,2025-06-21,,False,
INV000312,ACC0029,CTR00052,2025-06-01,2025-07-16,2025-06-01,2025-06-30,paid,EUR,7250.0,1450.0,8700.0,1.0333,8989.71,standard,True,zuora,2,0.0,0.0,45,2025-06-02,2025-06-02,2025-07-20,,False,
INV000313,ACC0030,CTR00053,2025-01-01,2025-02-15,2025-01-01,2025-01-31,paid,USD,8500.0,0.0,8500.0,1.0,8500.0,standard,True,zuora,2,0.0,0.0,45,2025-01-02,2025-01-05,2025-02-22,,False,
INV000314,ACC0030,CTR00053,2025-02-01,2025-03-18,2025-02-01,2025-02-28,paid,USD,8500.0,0.0,8500.0,1.0,8500.0,standard,True,zuora,2,0.0,0.0,45,2025-02-02,2025-02-02,2025-03-20,,False,
INV000315,ACC0030,CTR00053,2025-03-01,2025-04-15,2025-03-01,2025-03-31,overdue,USD,8500.0,0.0,8500.0,1.0,8500.0,standard,True,zuora,2,0.0,8500.0,45,2025-03-02,2025-03-05,,,False,
INV000316,ACC0030,CTR00053,2025-04-01,2025-05-16,2025-04-01,2025-04-30,void,USD,8500.0,0.0,8500.0,1.0,8500.0,standard,True,zuora,2,0.0,8500.0,45,2025-04-02,2025-04-02,,cancelled,False,
INV000317,ACC0030,CTR00053,2025-05-01,2025-06-15,2025-05-01,2025-05-31,sent,USD,8500.0,0.0,8500.0,1.0,8500.0,standard,True,zuora,2,0.0,8500.0,45,2025-05-02,2025-05-02,,,False,
INV000318,ACC0030,CTR00053,2025-06-01,2025-07-16,2025-06-01,2025-06-30,paid,USD,8500.0,0.0,8500.0,1.0,8500.0,standard,True,zuora,2,0.0,0.0,45,2025-06-02,2025-06-04,2025-07-20,,False,
INV000319,ACC0030,CTR00054,2025-01-01,2025-02-15,2025-01-01,2025-01-31,void,USD,6750.0,0.0,6750.0,1.0,6750.0,standard,True,zuora,2,0.0,6750.0,45,2025-01-02,2025-01-05,,cancelled,False,
INV000320,ACC0030,CTR00054,2025-02-01,2025-03-18,2025-02-01,2025-02-28,paid,USD,6750.0,0.0,6750.0,1.0,6750.0,standard,True,zuora,2,0.0,0.0,45,2025-02-02,2025-02-02,2025-04-01,,False,
INV000321,ACC0030,CTR00054,2025-03-01,2025-04-15,2025-03-01,2025-03-31,paid,USD,6750.0,0.0,6750.0,1.0,6750.0,standard,True,zuora,2,0.0,0.0,45,2025-03-02,2025-03-02,2025-04-28,,False,
INV000322,ACC0030,CTR00054,2025-04-01,2025-05-16,2025-04-01,2025-04-30,paid,USD,6750.0,0.0,6750.0,1.0,6750.0,standard,True,zuora,2,0.0,0.0,45,2025-04-02,2025-04-02,2025-05-19,,False,
INV000323,ACC0030,CTR00054,2025-05-01,2025-06-15,2025-05-01,2025-05-31,paid,USD,6750.0,0.0,6750.0,1.0,6750.0,standard,True,zuora,2,0.0,0.0,45,2025-05-02,2025-05-04,2025-06-29,,False,
INV000324,ACC0030,CTR00054,2025-06-01,2025-07-16,2025-06-01,2025-06-30,paid,USD,6750.0,0.0,6750.0,1.0,6750.0,standard,True,zuora,2,0.0,0.0,45,2025-06-02,2025-06-05,2025-07-26,,False,
INV000325,ACC0031,CTR00055,2025-01-01,2025-01-31,2025-01-01,2025-01-31,paid,GBP,8300.0,1660.0,9960.0,1.2444,12394.22,standard,True,zuora,2,0.0,0.0,30,2025-01-02,2025-01-05,2025-02-11,,False,
INV000326,ACC0031,CTR00055,2025-02-01,2025-03-03,2025-02-01,2025-02-28,paid,GBP,8300.0,1660.0,9960.0,1.2511,12460.96,standard,True,zuora,2,0.0,0.0,30,2025-02-02,2025-02-04,2025-03-06,,False,
INV000327,ACC0031,CTR00055,2025-03-01,2025-03-31,2025-03-01,2025-03-31,paid,GBP,8300.0,1660.0,9960.0,1.243,12380.28,standard,True,zuora,2,0.0,0.0,30,2025-03-02,2025-03-05,2025-04-10,,False,
INV000328,ACC0031,CTR00055,2025-04-01,2025-05-01,2025-04-01,2025-04-30,paid,GBP,8300.0,1660.0,9960.0,1.2359,12309.56,standard,True,zuora,2,0.0,0.0,30,2025-04-02,2025-04-03,2025-05-08,,False,
INV000329,ACC0031,CTR00055,2025-05-01,2025-05-31,2025-05-01,2025-05-31,paid,GBP,8300.0,1660.0,9960.0,1.2322,12272.71,standard,True,zuora,2,0.0,0.0,30,2025-05-02,2025-05-04,2025-06-09,duplicate,False,
INV000330,ACC0031,CTR00055,2025-06-01,2025-07-01,2025-06-01,2025-06-30,paid,GBP,8300.0,1660.0,9960.0,1.2404,12354.38,standard,True,zuora,2,0.0,0.0,30,2025-06-02,2025-06-03,2025-07-15,,False,
INV000331,ACC0032,CTR00056,2025-01-01,2025-03-02,2025-01-01,2025-01-31,paid,USD,7750.0,0.0,7750.0,1.0,7750.0,standard,True,zuora,2,0.0,0.0,60,2025-01-02,2025-01-03,2025-03-10,,False,
INV000332,ACC0032,CTR00056,2025-02-01,2025-04-02,2025-02-01,2025-02-28,paid,USD,7750.0,0.0,7750.0,1.0,7750.0,standard,True,zuora,2,0.0,0.0,60,2025-02-02,2025-02-03,2025-04-03,duplicate,False,
INV000333,ACC0032,CTR00056,2025-03-01,2025-04-30,2025-03-01,2025-03-31,paid,USD,7750.0,0.0,7750.0,1.0,7750.0,standard,True,zuora,2,0.0,0.0,60,2025-03-02,2025-03-02,2025-05-07,,False,
INV000334,ACC0032,CTR00056,2025-04-01,2025-05-31,2025-04-01,2025-04-30,paid,USD,7750.0,0.0,7750.0,1.0,7750.0,standard,True,zuora,2,0.0,0.0,60,2025-04-02,2025-04-03,2025-06-06,,False,
INV000335,ACC0032,CTR00056,2025-05-01,2025-06-30,2025-05-01,2025-05-31,paid,USD,7750.0,0.0,7750.0,1.0,7750.0,standard,True,zuora,2,0.0,0.0,60,2025-05-02,2025-05-05,2025-07-06,,False,
INV000336,ACC0032,CTR00056,2025-06-01,2025-07-31,2025-06-01,2025-06-30,paid,USD,7750.0,0.0,7750.0,1.0,7750.0,standard,True,zuora,2,0.0,0.0,60,2025-06-02,2025-06-02,2025-08-04,,False,
INV000337,ACC0032,CTR00057,2025-01-01,2025-01-31,2025-01-01,2025-01-31,paid,USD,6500.0,0.0,6500.0,1.0,6500.0,standard,True,zuora,2,0.0,0.0,30,2025-01-02,2025-01-03,2025-02-06,,False,
INV000338,ACC0032,CTR00057,2025-02-01,2025-03-03,2025-02-01,2025-02-28,paid,USD,6500.0,0.0,6500.0,1.0,6500.0,standard,True,zuora,2,0.0,0.0,30,2025-02-02,2025-02-04,2025-03-11,,False,
INV000339,ACC0032,CTR00057,2025-03-01,2025-03-31,2025-03-01,2025-03-31,paid,USD,6500.0,0.0,6500.0,1.0,6500.0,standard,True,zuora,2,0.0,0.0,30,2025-03-02,2025-03-05,2025-04-03,,False,
INV000340,ACC0032,CTR00057,2025-04-01,2025-05-01,2025-04-01,2025-04-30,paid,USD,4151.46,0.0,4151.46,1.0,4151.46,standard,True,zuora,2,0.0,0.0,30,2025-04-02,2025-04-03,2025-05-09,,False,
INV000341,ACC0032,CTR00057,2025-05-01,2025-05-31,2025-05-01,2025-05-31,paid,USD,4151.46,0.0,4151.46,1.0,4151.46,standard,True,zuora,2,0.0,0.0,30,2025-05-02,2025-05-05,2025-06-09,,False,
INV000342,ACC0032,CTR00057,2025-06-01,2025-07-01,2025-06-01,2025-06-30,paid,USD,4151.46,0.0,4151.46,1.0,4151.46,standard,True,zuora,2,0.0,0.0,30,2025-06-02,2025-06-02,2025-07-01,,False,
INV000343,ACC0033,CTR00058,2025-01-01,2025-01-31,2025-01-01,2025-01-31,overdue,USD,7550.0,0.0,7550.0,1.0,7550.0,standard,True,zuora,2,0.0,7550.0,30,2025-01-02,2025-01-02,,,False,
INV000344,ACC0033,CTR00058,2025-02-01,2025-03-03,2025-02-01,2025-02-28,paid,USD,7550.0,0.0,7550.0,1.0,7550.0,standard,True,zuora,2,0.0,0.0,30,2025-02-02,2025-02-05,2025-03-10,,False,
INV000345,ACC0033,CTR00058,2025-03-01,2025-03-31,2025-03-01,2025-03-31,paid,USD,7550.0,0.0,7550.0,1.0,7550.0,standard,True,zuora,2,0.0,0.0,30,2025-03-02,2025-03-02,2025-04-08,,False,
INV000346,ACC0033,CTR00058,2025-04-01,2025-05-01,2025-04-01,2025-04-30,paid,USD,7550.0,0.0,7550.0,1.0,7550.0,standard,True,zuora,2,0.0,0.0,30,2025-04-02,2025-04-04,2025-05-03,,False,
INV000347,ACC0033,CTR00058,2025-05-01,2025-05-31,2025-05-01,2025-05-31,void,USD,7550.0,0.0,7550.0,1.0,7550.0,standard,True,zuora,2,0.0,7550.0,30,2025-05-02,2025-05-04,,test_invoice,False,
INV000348,ACC0033,CTR00058,2025-06-01,2025-07-01,2025-06-01,2025-06-30,sent,USD,7550.0,0.0,7550.0,1.0,7550.0,standard,True,zuora,2,0.0,7550.0,30,2025-06-02,2025-06-05,,,False,
INV000349,ACC0033,CTR00059,2025-01-01,2025-01-31,2025-01-01,2025-01-31,paid,USD,7000.0,0.0,7000.0,1.0,7000.0,standard,True,zuora,2,0.0,0.0,30,2025-01-02,2025-01-05,2025-02-03,,False,
INV000350,ACC0033,CTR00059,2025-02-01,2025-03-03,2025-02-01,2025-02-28,paid,USD,7000.0,0.0,7000.0,1.0,7000.0,standard,True,zuora,2,0.0,0.0,30,2025-02-02,2025-02-02,2025-03-16,,False,
INV000351,ACC0033,CTR00059,2025-03-01,2025-03-31,2025-03-01,2025-03-31,paid,USD,7000.0,0.0,7000.0,1.0,7000.0,standard,True,zuora,2,0.0,0.0,30,2025-03-02,2025-03-03,2025-04-03,,False,
INV000352,ACC0033,CTR00059,2025-04-01,2025-05-01,2025-04-01,2025-04-30,paid,USD,7000.0,0.0,7000.0,1.0,7000.0,standard,True,zuora,2,0.0,0.0,30,2025-04-02,2025-04-05,2025-05-13,,False,
INV000353,ACC0033,CTR00059,2025-05-01,2025-05-31,2025-05-01,2025-05-31,paid,USD,7000.0,0.0,7000.0,1.0,7000.0,standard,True,zuora,2,0.0,0.0,30,2025-05-02,2025-05-04,2025-05-31,,False,
INV000354,ACC0033,CTR00059,2025-06-01,2025-07-01,2025-06-01,2025-06-30,overdue,USD,7000.0,0.0,7000.0,1.0,7000.0,standard,True,zuora,2,0.0,7000.0,30,2025-06-02,2025-06-05,,,False,
INV000355,ACC0034,CTR00060,2025-01-01,2025-01-31,2025-01-01,2025-01-31,paid,USD,7550.0,0.0,7550.0,1.0,7550.0,standard,True,zuora,2,0.0,0.0,30,2025-01-02,2025-01-04,2025-02-11,,False,
INV000356,ACC0034,CTR00060,2025-02-01,2025-03-03,2025-02-01,2025-02-28,paid,USD,7550.0,0.0,7550.0,1.0,7550.0,standard,True,zuora,2,0.0,0.0,30,2025-02-02,2025-02-03,2025-03-12,duplicate,False,
INV000357,ACC0034,CTR00060,2025-03-01,2025-03-31,2025-03-01,2025-03-31,overdue,USD,7550.0,0.0,7550.0,1.0,7550.0,standard,True,zuora,2,0.0,7550.0,30,2025-03-02,2025-03-03,,,False,
INV000358,ACC0034,CTR00060,2025-04-01,2025-05-01,2025-04-01,2025-04-30,sent,USD,7550.0,0.0,7550.0,1.0,7550.0,standard,True,zuora,2,0.0,7550.0,30,2025-04-02,2025-04-04,,,False,
INV000359,ACC0034,CTR00060,2025-05-01,2025-05-31,2025-05-01,2025-05-31,paid,USD,7550.0,0.0,7550.0,1.0,7550.0,standard,True,zuora,2,0.0,0.0,30,2025-05-02,2025-05-03,2025-06-13,,False,
INV000360,ACC0034,CTR00060,2025-06-01,2025-07-01,2025-06-01,2025-06-30,paid,USD,7550.0,0.0,7550.0,1.0,7550.0,standard,True,zuora,2,0.0,0.0,30,2025-06-02,2025-06-04,2025-07-11,,False,
INV000361,ACC0035,CTR00061,2025-01-01,2025-02-15,2025-01-01,2025-01-31,paid,GBP,7100.0,1420.0,8520.0,1.2444,10602.29,standard,True,zuora,2,0.0,0.0,45,2025-01-02,2025-01-02,2025-02-20,,False,
INV000362,ACC0035,CTR00061,2025-02-01,2025-03-18,2025-02-01,2025-02-28,paid,GBP,7100.0,1420.0,8520.0,1.2511,10659.37,standard,True,zuora,2,0.0,0.0,45,2025-02-02,2025-02-04,2025-03-24,,False,
INV000363,ACC0035,CTR00061,2025-03-01,2025-04-15,2025-03-01,2025-03-31,paid,GBP,7100.0,1420.0,8520.0,1.243,10590.36,standard,True,zuora,2,0.0,0.0,45,2025-03-02,2025-03-03,2025-04-22,,False,
INV000364,ACC0035,CTR00061,2025-04-01,2025-05-16,2025-04-01,2025-04-30,paid,GBP,7100.0,1420.0,8520.0,1.2359,10529.87,standard,True,zuora,2,0.0,0.0,45,2025-04-02,2025-04-05,2025-05-19,,False,
INV000365,ACC0035,CTR00061,2025-05-01,2025-06-15,2025-05-01,2025-05-31,overdue,GBP,7100.0,1420.0,8520.0,1.2322,10498.34,standard,True,zuora,2,0.0,8520.0,45,2025-05-02,2025-05-04,,,False,
INV000366,ACC0035,CTR00061,2025-06-01,2025-07-16,2025-06-01,2025-06-30,paid,GBP,9219.38,1843.88,11063.26,1.2404,13722.87,standard,True,zuora,2,0.0,0.0,45,2025-06-02,2025-06-05,2025-07-24,,False,
INV000367,ACC0035,CTR00062,2025-01-01,2025-01-31,2025-01-01,2025-01-31,paid,GBP,6250.0,1250.0,7500.0,1.2444,9333.0,standard,True,zuora,2,0.0,0.0,30,2025-01-02,2025-01-05,2025-02-10,,False,
INV000368,ACC0035,CTR00062,2025-02-01,2025-03-03,2025-02-01,2025-02-28,paid,GBP,6250.0,1250.0,7500.0,1.2511,9383.25,standard,True,zuora,2,0.0,0.0,30,2025-02-02,2025-02-05,2025-03-12,,False,
INV000369,ACC0035,CTR00062,2025-03-01,2025-03-31,2025-03-01,2025-03-31,paid,GBP,6250.0,1250.0,7500.0,1.243,9322.5,standard,True,zuora,2,0.0,0.0,30,2025-03-02,2025-03-02,2025-04-10,,False,
INV000370,ACC0035,CTR00062,2025-04-01,2025-05-01,2025-04-01,2025-04-30,void,GBP,6250.0,1250.0,7500.0,1.2359,9269.25,standard,True,zuora,2,0.0,7500.0,30,2025-04-02,2025-04-03,,duplicate,False,
INV000371,ACC0035,CTR00062,2025-05-01,2025-05-31,2025-05-01,2025-05-31,paid,GBP,6250.0,1250.0,7500.0,1.2322,9241.5,standard,True,zuora,2,0.0,0.0,30,2025-05-02,2025-05-03,2025-06-12,,False,
INV000372,ACC0035,CTR00062,2025-06-01,2025-07-01,2025-06-01,2025-06-30,paid,GBP,6250.0,1250.0,7500.0,1.2404,9303.0,standard,True,zuora,2,0.0,0.0,30,2025-06-02,2025-06-05,2025-07-08,,False,
INV000373,ACC0036,CTR00063,2025-01-01,2025-01-31,2025-01-01,2025-01-31,paid,EUR,6800.0,1360.0,8160.0,1.0429,8510.06,standard,True,zuora,2,0.0,0.0,30,2025-01-02,2025-01-04,2025-02-10,,False,
INV000374,ACC0036,CTR00063,2025-02-01,2025-03-03,2025-02-01,2025-02-28,paid,EUR,6800.0,1360.0,8160.0,1.0441,8519.86,standard,True,zuora,2,0.0,0.0,30,2025-02-02,2025-02-05,2025-03-05,duplicate,False,
INV000375,ACC0036,CTR00063,2025-03-01,2025-03-31,2025-03-01,2025-03-31,paid,EUR,6800.0,1360.0,8160.0,1.037,8461.92,standard,True,zuora,2,0.0,0.0,30,2025-03-02,2025-03-04,2025-04-09,,False,
INV000376,ACC0036,CTR00063,2025-04-01,2025-05-01,2025-04-01,2025-04-30,paid,EUR,6800.0,1360.0,8160.0,1.0395,8482.32,standard,True,zuora,2,0.0,0.0,30,2025-04-02,2025-04-03,2025-05-03,,False,
INV000377,ACC0036,CTR00063,2025-05-01,2025-05-31,2025-05-01,2025-05-31,paid,EUR,6800.0,1360.0,8160.0,1.0344,8440.7,standard,True,zuora,2,0.0,0.0,30,2025-05-02,2025-05-04,2025-06-12,,False,
INV000378,ACC0036,CTR00063,2025-06-01,2025-07-01,2025-06-01,2025-06-30,paid,EUR,6800.0,1360.0,8160.0,1.0333,8431.73,standard,True,zuora,2,0.0,0.0,30,2025-06-02,2025-06-02,2025-07-07,,False,
INV000379,ACC0037,CTR00064,2025-01-01,2025-02-15,2025-01-01,2025-01-31,paid,GBP,9000.0,1800.0,10800.0,1.2444,13439.52,standard,True,zuora,2,0.0,0.0,45,2025-01-02,2025-01-02,2025-02-18,,False,
INV000380,ACC0037,CTR00064,2025-02-01,2025-03-18,2025-02-01,2025-02-28,void,GBP,9000.0,1800.0,10800.0,1.2511,13511.88,standard,True,zuora,2,0.0,10800.0,45,2025-02-02,2025-02-05,,billing_error,False,
INV000381,ACC0037,CTR00064,2025-03-01,2025-04-15,2025-03-01,2025-03-31,overdue,GBP,9000.0,1800.0,10800.0,1.243,13424.4,standard,True,zuora,2,0.0,10800.0,45,2025-03-02,2025-03-04,,,False,
INV000382,ACC0037,CTR00064,2025-04-01,2025-05-16,2025-04-01,2025-04-30,paid,GBP,9000.0,1800.0,10800.0,1.2359,13347.72,standard,True,zuora,2,0.0,0.0,45,2025-04-02,2025-04-04,2025-05-24,,False,
INV000383,ACC0037,CTR00064,2025-05-01,2025-06-15,2025-05-01,2025-05-31,paid,GBP,9000.0,1800.0,10800.0,1.2322,13307.76,standard,True,zuora,2,0.0,0.0,45,2025-05-02,2025-05-02,2025-06-22,,False,
INV000384,ACC0037,CTR00064,2025-06-01,2025-07-16,2025-06-01,2025-06-30,paid,GBP,9000.0,1800.0,10800.0,1.2404,13396.32,standard,True,zuora,2,0.0,0.0,45,2025-06-02,2025-06-03,2025-07-16,,False,
INV000385,ACC0037,CTR00065,2025-01-01,2025-03-02,2025-01-01,2025-01-31,paid,GBP,6500.0,1300.0,7800.0,1.2444,9706.32,standard,True,zuora,2,0.0,0.0,60,2025-01-02,2025-01-02,2025-03-14,,False,
INV000386,ACC0037,CTR00065,2025-02-01,2025-04-02,2025-02-01,2025-02-28,paid,GBP,6500.0,1300.0,7800.0,1.2511,9758.58,standard,True,zuora,2,0.0,0.0,60,2025-02-02,2025-02-05,2025-04-10,,False,
INV000387,ACC0037,CTR00065,2025-03-01,2025-04-30,2025-03-01,2025-03-31,paid,GBP,6500.0,1300.0,7800.0,1.243,9695.4,standard,True,zuora,2,0.0,0.0,60,2025-03-02,2025-03-03,2025-05-08,,False,
INV000388,ACC0037,CTR00065,2025-04-01,2025-05-31,2025-04-01,2025-04-30,void,GBP,6500.0,1300.0,7800.0,1.2359,9640.02,standard,True,zuora,2,0.0,7800.0,60,2025-04-02,2025-04-05,,duplicate,False,
INV000389,ACC0037,CTR00065,2025-05-01,2025-06-30,2025-05-01,2025-05-31,overdue,GBP,6500.0,1300.0,7800.0,1.2322,9611.16,standard,True,zuora,2,0.0,7800.0,60,2025-05-02,2025-05-04,,,False,
INV000390,ACC0037,CTR00065,2025-06-01,2025-07-31,2025-06-01,2025-06-30,paid,GBP,6500.0,1300.0,7800.0,1.2404,9675.12,standard,True,zuora,2,0.0,0.0,60,2025-06-02,2025-06-05,2025-08-09,,False,
INV000391,ACC0038,CTR00066,2025-01-01,2025-01-31,2025-01-01,2025-01-31,paid,USD,7750.0,0.0,7750.0,1.0,7750.0,standard,True,zuora,2,0.0,0.0,30,2025-01-02,2025-01-05,2025-02-12,,False,
INV000392,ACC0038,CTR00066,2025-02-01,2025-03-03,2025-02-01,2025-02-28,paid,USD,7750.0,0.0,7750.0,1.0,7750.0,standard,True,zuora,2,0.0,0.0,30,2025-02-02,2025-02-04,2025-03-11,,False,
INV000393,ACC0038,CTR00066,2025-03-01,2025-03-31,2025-03-01,2025-03-31,paid,USD,7750.0,0.0,7750.0,1.0,7750.0,standard,True,zuora,2,0.0,0.0,30,2025-03-02,2025-03-04,2025-04-08,,False,
INV000394,ACC0038,CTR00066,2025-04-01,2025-05-01,2025-04-01,2025-04-30,paid,USD,7750.0,0.0,7750.0,1.0,7750.0,standard,True,zuora,2,0.0,0.0,30,2025-04-02,2025-04-04,2025-05-02,,False,
INV000395,ACC0038,CTR00066,2025-05-01,2025-05-31,2025-05-01,2025-05-31,paid,USD,7750.0,0.0,7750.0,1.0,7750.0,standard,True,zuora,2,0.0,0.0,30,2025-05-02,2025-05-04,2025-06-11,,False,
INV000396,ACC0038,CTR00066,2025-06-01,2025-07-01,2025-06-01,2025-06-30,paid,USD,7750.0,0.0,7750.0,1.0,7750.0,standard,True,zuora,2,0.0,0.0,30,2025-06-02,2025-06-04,2025-07-10,,False,
INV000397,ACC0038,CTR00067,2025-01-01,2025-03-02,2025-01-01,2025-01-31,paid,USD,6250.0,0.0,6250.0,1.0,6250.0,standard,True,zuora,2,0.0,0.0,60,2025-01-02,2025-01-05,2025-03-02,,False,
INV000398,ACC0038,CTR00067,2025-02-01,2025-04-02,2025-02-01,2025-02-28,paid,USD,6250.0,0.0,6250.0,1.0,6250.0,standard,True,zuora,2,0.0,0.0,60,2025-02-02,2025-02-03,2025-04-10,,False,
INV000399,ACC0038,CTR00067,2025-03-01,2025-04-30,2025-03-01,2025-03-31,overdue,USD,6250.0,0.0,6250.0,1.0,6250.0,standard,True,zuora,2,0.0,6250.0,60,2025-03-02,2025-03-05,,,False,
INV000400,ACC0038,CTR00067,2025-04-01,2025-05-31,2025-04-01,2025-04-30,paid,USD,6250.0,0.0,6250.0,1.0,6250.0,standard,True,zuora,2,0.0,0.0,60,2025-04-02,2025-04-02,2025-05-31,,False,
INV000401,ACC0038,CTR00067,2025-05-01,2025-06-30,2025-05-01,2025-05-31,paid,USD,6250.0,0.0,6250.0,1.0,6250.0,standard,True,zuora,2,0.0,0.0,60,2025-05-02,2025-05-02,2025-07-13,,False,
INV000402,ACC0038,CTR00067,2025-06-01,2025-07-31,2025-06-01,2025-06-30,overdue,USD,6250.0,0.0,6250.0,1.0,6250.0,standard,True,zuora,2,0.0,6250.0,60,2025-06-02,2025-06-05,,,False,
INV000403,ACC0039,CTR00068,2025-01-01,2025-01-31,2025-01-01,2025-01-31,paid,EUR,6800.0,1360.0,8160.0,1.0429,8510.06,standard,True,zuora,2,0.0,0.0,30,2025-01-02,2025-01-03,2025-02-05,,False,
INV000404,ACC0039,CTR00068,2025-02-01,2025-03-03,2025-02-01,2025-02-28,paid,EUR,6800.0,1360.0,8160.0,1.0441,8519.86,standard,True,zuora,2,0.0,0.0,30,2025-02-02,2025-02-02,2025-03-04,,False,
INV000405,ACC0039,CTR00068,2025-03-01,2025-03-31,2025-03-01,2025-03-31,paid,EUR,6800.0,1360.0,8160.0,1.037,8461.92,standard,True,zuora,2,0.0,0.0,30,2025-03-02,2025-03-04,2025-03-31,,False,
INV000406,ACC0039,CTR00068,2025-04-01,2025-05-01,2025-04-01,2025-04-30,overdue,EUR,6800.0,1360.0,8160.0,1.0395,8482.32,standard,True,zuora,2,0.0,8160.0,30,2025-04-02,2025-04-02,,,False,
INV000407,ACC0039,CTR00068,2025-05-01,2025-05-31,2025-05-01,2025-05-31,overdue,EUR,6800.0,1360.0,8160.0,1.0344,8440.7,standard,True,zuora,2,0.0,8160.0,30,2025-05-02,2025-05-04,,,False,
INV000408,ACC0039,CTR00068,2025-06-01,2025-07-01,2025-06-01,2025-06-30,paid,EUR,6800.0,1360.0,8160.0,1.0333,8431.73,standard,True,zuora,2,0.0,0.0,30,2025-06-02,2025-06-02,2025-07-01,,False,
INV000409,ACC0040,CTR00069,2025-01-01,2025-01-31,2025-01-01,2025-01-31,overdue,USD,6550.0,0.0,6550.0,1.0,6550.0,standard,True,zuora,2,0.0,6550.0,30,2025-01-02,2025-01-02,,,False,
INV000410,ACC0040,CTR00069,2025-02-01,2025-03-03,2025-02-01,2025-02-28,paid,USD,6550.0,0.0,6550.0,1.0,6550.0,standard,True,zuora,2,0.0,0.0,30,2025-02-02,2025-02-05,2025-03-07,,False,
INV000411,ACC0040,CTR00069,2025-03-01,2025-03-31,2025-03-01,2025-03-31,paid,USD,6550.0,0.0,6550.0,1.0,6550.0,standard,True,zuora,2,0.0,0.0,30,2025-03-02,2025-03-03,2025-04-02,,False,
INV000412,ACC0040,CTR00069,2025-04-01,2025-05-01,2025-04-01,2025-04-30,paid,USD,6550.0,0.0,6550.0,1.0,6550.0,standard,True,zuora,2,0.0,0.0,30,2025-04-02,2025-04-04,2025-05-10,,False,
INV000413,ACC0040,CTR00069,2025-05-01,2025-05-31,2025-05-01,2025-05-31,paid,USD,6550.0,0.0,6550.0,1.0,6550.0,standard,True,zuora,2,0.0,0.0,30,2025-05-02,2025-05-05,2025-06-05,,False,
INV000414,ACC0040,CTR00069,2025-06-01,2025-07-01,2025-06-01,2025-06-30,overdue,USD,6550.0,0.0,6550.0,1.0,6550.0,standard,True,zuora,2,0.0,6550.0,30,2025-06-02,2025-06-04,,,False,
INV000415,ACC0040,CTR00070,2025-01-01,2025-01-31,2025-01-01,2025-01-31,paid,USD,7000.0,0.0,7000.0,1.0,7000.0,standard,True,zuora,2,0.0,0.0,30,2025-01-02,2025-01-02,2025-02-03,,False,
INV000416,ACC0040,CTR00070,2025-02-01,2025-03-03,2025-02-01,2025-02-28,paid,USD,7000.0,0.0,7000.0,1.0,7000.0,standard,True,zuora,2,0.0,0.0,30,2025-02-02,2025-02-04,2025-03-12,,False,
INV000417,ACC0040,CTR00070,2025-03-01,2025-03-31,2025-03-01,2025-03-31,paid,USD,7000.0,0.0,7000.0,1.0,7000.0,standard,True,zuora,2,0.0,0.0,30,2025-03-02,2025-03-04,2025-04-09,,False,
INV000418,ACC0040,CTR00070,2025-04-01,2025-05-01,2025-04-01,2025-04-30,paid,USD,7000.0,0.0,7000.0,1.0,7000.0,standard,True,zuora,2,0.0,0.0,30,2025-04-02,2025-04-02,2025-05-14,,False,
INV000419,ACC0040,CTR00070,2025-05-01,2025-05-31,2025-05-01,2025-05-31,paid,USD,7000.0,0.0,7000.0,1.0,7000.0,standard,True,zuora,2,0.0,0.0,30,2025-05-02,2025-05-04,2025-06-02,,False,
INV000420,ACC0040,CTR00070,2025-06-01,2025-07-01,2025-06-01,2025-06-30,paid,USD,7000.0,0.0,7000.0,1.0,7000.0,standard,True,zuora,2,0.0,0.0,30,2025-06-02,2025-06-05,2025-07-05,,False,
INV000421,ACC0041,CTR00071,2025-01-01,2025-02-15,2025-01-01,2025-01-31,paid,EUR,8000.0,1600.0,9600.0,1.0429,10011.84,standard,True,zuora,2,0.0,0.0,45,2025-01-02,2025-01-04,2025-03-01,,True,INV000420
INV000422,ACC0041,CTR00071,2025-02-01,2025-03-18,2025-02-01,2025-02-28,paid,EUR,8000.0,1600.0,9600.0,1.0441,10023.36,standard,True,zuora,2,0.0,0.0,45,2025-02-02,2025-02-04,2025-03-22,,True,
