account_id,account_name,billing_entity_name,billing_country,billing_currency,billing_address,industry,segment,employee_count,parent_account_id,is_subsidiary,csm_id,ae_id,arr,mrr,contract_count,active_users,health_score,renewal_date,days_to_renewal,nps_score,support_tier,data_processing_region,is_reseller,reseller_margin_pct,created_date,status,is_test_account
ACC0120,Vertex Group,,US,USD,"5462 Main St, Suite 569",Healthcare,mid_market,219,,False,CSM06,AE07,71616.0,5968.0,2,5,78,2025-09-04,66,34,professional,us-west-2,False,,2020-07-09,active,False
ACC0121,Amber Systems,,US,USD,"4000 Main St, Suite 105",Retail,mid_market,197,,False,CSM17,AE08,77256.0,6438.0,1,22,72,2025-08-10,41,-23,professional,us-east-1,False,,2021-01-13,active,False
ACC0122,Sapphire Systems,,FR,EUR,"320 Main St, Suite 322",Education,mid_market,479,,False,CSM19,AE05,84624.0,7052.0,1,185,85,2025-11-24,147,20,professional,eu-west-1,False,,2022-02-03,at_risk,False
ACC0123,Ivory Corp,Zeal Corp,IT,EUR,"4579 Main St, Suite 192",Education,mid_market,138,,False,CSM11,AE05,75492.0,6291.0,2,2,64,2025-10-16,108,-22,professional,ap-southeast-1,False,,2021-06-27,active,False
ACC0124,Flare Solutions,Jolt Group,US,USD,"182 Main St, Suite 936",Media,mid_market,286,,False,CSM11,AE15,28200.0,2350.0,1,140,99,2025-12-08,161,-9,professional,ap-southeast-1,True,0.37,2020-09-27,active,False
ACC0125,Lyric Services,,US,USD,"9766 Main St, Suite 735",Healthcare,mid_market,351,,False,CSM04,AE01,28044.0,2337.0,1,72,57,2025-09-10,72,28,professional,us-east-1,False,,2021-11-25,active,False
ACC0126,Beacon Systems,,US,USD,"4655 Main St, Suite 519",Media,mid_market,556,,False,CSM08,AE02,32136.0,2678.0,1,239,33,2025-10-10,102,29,professional,us-west-2,False,,2022-05-08,at_risk,False
ACC0127,Zinc Services,,US,USD,"2460 Main St, Suite 409",Financial Services,mid_market,408,,False,CSM06,AE13,51468.0,4289.0,2,186,96,2025-09-16,78,-13,professional,eu-west-1,False,,2022-01-16,active,False
ACC0128,Zephyr Solutions,,US,USD,"4548 Main St, Suite 651",Healthcare,mid_market,716,,False,CSM01,AE02,73656.0,6138.0,2,334,72,2025-10-05,97,-8,professional,us-west-2,False,,2023-06-10,active,False
ACC0129,Paladin Ltd,,US,USD,"2009 Main St, Suite 475",Retail,mid_market,316,,False,CSM20,AE06,77232.0,6436.0,2,55,53,2025-07-10,10,-1,professional,us-east-1,False,,2021-04-24,active,False
ACC0130,Glyph Solutions,,US,USD,"9338 Main St, Suite 382",Technology,mid_market,362,,False,CSM16,AE02,33756.0,2813.0,2,140,82,2025-09-26,88,62,professional,us-west-2,False,,2023-08-28,active,False
ACC0131,Envoy Corp,,DE,EUR,"4509 Main St, Suite 792",Technology,mid_market,742,,False,CSM02,AE05,77808.0,6484.0,1,245,39,2025-07-27,27,-36,professional,eu-west-1,False,,2023-10-09,active,False
ACC0132,Lumina Group,Spectrum Group,IT,EUR,"4679 Main St, Suite 338",Logistics,mid_market,567,,False,CSM08,AE13,64980.0,5415.0,2,122,33,2025-11-08,131,66,professional,us-east-1,False,,2023-05-03,active,False
ACC0133,Raven Group,,US,USD,"2647 Main St, Suite 144",Financial Services,mid_market,483,,False,CSM16,AE06,89496.0,7458.0,2,148,70,2025-10-02,94,26,professional,us-west-2,False,,2023-04-21,active,False
ACC0134,Vector Inc,,FR,EUR,"1506 Main St, Suite 601",Financial Services,mid_market,972,,False,CSM05,AE13,70212.0,5851.0,2,149,71,2025-12-17,170,-2,professional,us-west-2,False,,2020-10-14,at_risk,False
ACC0135,Forge Inc,Noble Solutions,DE,EUR,"5170 Main St, Suite 365",Healthcare,mid_market,607,,False,CSM02,AE10,45552.0,3796.0,1,116,38,2025-07-10,10,8,professional,ap-southeast-1,False,,2021-09-08,active,False
ACC0136,Thorpe Inc,,US,USD,"7242 Main St, Suite 998",Education,mid_market,334,,False,CSM10,AE05,32496.0,2708.0,1,147,48,2025-09-21,83,18,professional,ap-southeast-1,False,,2021-02-17,active,False
ACC0137,Crimson Group,,IT,EUR,"3146 Main St, Suite 270",Manufacturing,mid_market,626,,False,CSM18,AE13,26892.0,2241.0,1,81,63,2025-09-09,71,45,professional,eu-west-1,True,0.21,2023-08-27,active,False
ACC0138,Sapphire Partners,,US,USD,"7509 Main St, Suite 538",Financial Services,mid_market,405,,False,CSM18,AE05,25992.0,2166.0,2,191,56,2025-07-23,23,65,professional,eu-west-1,False,,2022-08-13,active,False
ACC0139,Visor Technologies,,DE,EUR,"2692 Main St, Suite 396",Retail,mid_market,431,,False,CSM05,AE06,54564.0,4547.0,1,150,67,2025-09-06,68,80,professional,ap-southeast-1,False,,2022-04-19,active,False
ACC0140,Onyx Enterprises,Nexus Group,US,USD,"9903 Main St, Suite 727",Manufacturing,mid_market,339,,False,CSM20,AE13,63816.0,5318.0,2,79,31,2025-07-26,26,-29,professional,us-west-2,True,0.23,2023-04-15,active,False
ACC0141,Topaz Services,,US,USD,"6162 Main St, Suite 631",Education,mid_market,556,,False,CSM11,AE14,20316.0,1693.0,1,14,32,2025-12-17,170,-29,professional,eu-west-1,False,,2020-09-24,active,False
ACC0142,Kraft Systems,,US,USD,"3162 Main St, Suite 283",Media,mid_market,775,,False,CSM02,AE08,85104.0,7092.0,1,345,80,2025-07-06,6,52,professional,us-east-1,False,,2022-06-12,active,False
ACC0143,Wren Technologies,Global Technologies,US,USD,"527 Main St, Suite 908",Technology,mid_market,974,,False,CSM20,AE11,33132.0,2761.0,1,483,97,2025-10-07,99,-3,professional,ap-southeast-1,False,,2020-09-17,active,False
ACC0144,Meridian Group,,US,USD,"6366 Main St, Suite 907",Manufacturing,mid_market,885,,False,CSM20,AE13,55908.0,4659.0,2,36,57,2025-11-15,138,6,professional,us-east-1,False,,2021-02-10,active,False
ACC0145,Ulrich Technologies,Dune Services,US,USD,"763 Main St, Suite 123",Retail,mid_market,358,,False,CSM15,AE02,29532.0,2461.0,1,54,48,2025-11-24,147,8,professional,ap-southeast-1,False,,2021-03-03,active,False
ACC0146,Lumen Systems,,US,USD,"3139 Main St, Suite 224",Media,mid_market,219,,False,CSM09,AE02,33444.0,2787.0,2,77,44,2025-11-17,140,65,professional,ap-southeast-1,False,,2022-06-14,active,False
ACC0147,Titan Services,,US,USD,"2951 Main St, Suite 101",Technology,mid_market,162,,False,CSM20,AE13,68964.0,5747.0,2,59,89,2025-07-15,15,-31,professional,us-east-1,True,0.2,2021-03-20,active,False
ACC0148,Xeon Enterprises,,US,USD,"377 Main St, Suite 550",Logistics,mid_market,761,,False,CSM20,AE07,84576.0,7048.0,1,59,70,2025-11-12,135,60,professional,ap-southeast-1,False,,2020-06-16,active,False
ACC0149,Quantum Partners,,US,USD,"4243 Main St, Suite 414",Manufacturing,mid_market,897,,False,CSM06,AE07,25656.0,2138.0,1,193,53,2025-11-22,145,44,professional,us-west-2,False,,2020-08-26,active,False
ACC0150,Granite Group,,FR,EUR,"6968 Main St, Suite 187",Financial Services,mid_market,234,,False,CSM09,AE03,21168.0,1764.0,1,68,30,2025-10-17,109,-27,professional,us-east-1,False,,2023-11-06,active,False
ACC0151,Vanguard Solutions,,US,USD,"8457 Main St, Suite 422",Manufacturing,mid_market,342,,False,CSM01,AE05,94992.0,7916.0,2,103,43,2025-07-03,3,79,professional,ap-southeast-1,False,,2020-05-21,active,False
ACC0152,Apex Group,,US,USD,"8935 Main St, Suite 282",Financial Services,mid_market,211,,False,CSM11,AE09,57300.0,4775.0,1,80,51,2025-10-07,99,65,professional,us-west-2,False,,2021-07-18,at_risk,False
ACC0153,Dune Group,,US,USD,"3957 Main St, Suite 312",Logistics,mid_market,917,,False,CSM11,AE03,71184.0,5932.0,2,32,90,2025-08-16,47,72,professional,ap-southeast-1,False,,2023-06-12,active,False
ACC0154,Titan Inc,,US,USD,"779 Main St, Suite 860",Media,mid_market,788,,False,CSM06,AE12,76584.0,6382.0,1,25,88,2025-12-27,180,67,professional,eu-west-1,False,,2023-02-05,active,False
ACC0155,Nadir Technologies,,US,USD,"6747 Main St, Suite 779",Retail,mid_market,929,,False,CSM20,AE08,43152.0,3596.0,1,76,30,2025-07-17,17,-16,professional,eu-west-1,False,,2022-03-27,active,False
ACC0156,Unity Systems,,US,USD,"6606 Main St, Suite 270",Media,mid_market,614,,False,CSM06,AE12,83364.0,6947.0,2,247,74,2025-09-24,86,74,professional,eu-west-1,False,,2020-01-14,active,False
ACC0157,Yoke Systems,,DE,EUR,"994 Main St, Suite 263",Financial Services,mid_market,345,,False,CSM01,AE12,26148.0,2179.0,1,156,88,2025-12-16,169,5,professional,eu-west-1,False,,2023-07-28,active,False
ACC0158,Quantum Systems,Helios Inc,US,USD,"1689 Main St, Suite 435",Logistics,mid_market,754,,False,CSM19,AE06,44400.0,3700.0,1,192,99,2025-07-21,21,-12,professional,ap-southeast-1,False,,2021-11-25,active,False
ACC0159,Ember Solutions,,US,USD,"1197 Main St, Suite 910",Logistics,mid_market,834,,False,CSM04,AE07,20892.0,1741.0,1,82,33,2025-11-23,146,76,professional,ap-southeast-1,False,,2023-05-24,active,False
ACC0160,Yoke Group,Delphi Services,US,USD,"5023 Main St, Suite 845",Media,mid_market,992,,False,CSM06,AE13,58716.0,4893.0,1,28,72,2025-11-23,146,73,professional,eu-west-1,False,,2022-08-06,active,False
ACC0161,Prism Corp,,ES,EUR,"3239 Main St, Suite 852",Healthcare,mid_market,892,,False,CSM03,AE01,68100.0,5675.0,1,103,94,2025-12-04,157,26,professional,ap-southeast-1,False,,2021-09-12,active,False
ACC0162,Onyx Group,,US,USD,"1594 Main St, Suite 144",Logistics,mid_market,606,,False,CSM19,AE13,49068.0,4089.0,2,79,74,2025-10-09,101,25,professional,eu-west-1,False,,2023-05-22,active,False
ACC0163,Horizon Systems,Echo Solutions,US,USD,"3230 Main St, Suite 555",Technology,mid_market,573,,False,CSM09,AE08,71856.0,5988.0,1,99,88,2025-12-17,170,-10,professional,us-east-1,False,,2020-01-27,active,False
ACC0164,Jasper Ltd,,US,USD,"5042 Main St, Suite 781",Logistics,mid_market,972,,False,CSM07,AE05,21636.0,1803.0,1,268,79,2025-08-27,58,80,professional,us-east-1,False,,2021-03-18,active,False
ACC0165,Delta Enterprises,,US,USD,"6800 Main St, Suite 642",Healthcare,mid_market,885,,False,CSM08,AE08,54168.0,4514.0,2,20,81,2025-10-19,111,-28,professional,us-west-2,False,,2020-10-18,churned,False
ACC0166,Zephyr Systems,,US,USD,"5496 Main St, Suite 335",Media,mid_market,114,,False,CSM17,AE13,47412.0,3951.0,2,54,38,2025-11-14,137,-24,professional,ap-southeast-1,False,,2022-07-18,active,False
ACC0167,Atlas Group,,US,USD,"2125 Main St, Suite 249",Financial Services,mid_market,419,,False,CSM10,AE02,83220.0,6935.0,1,86,90,2025-09-01,63,52,professional,eu-west-1,True,0.33,2020-09-06,active,False
ACC0168,Obsidian Services,,IT,EUR,"8380 Main St, Suite 699",Manufacturing,mid_market,759,,False,CSM10,AE11,41040.0,3420.0,1,287,64,2025-09-12,74,-37,professional,us-east-1,False,,2023-06-03,active,False
ACC0169,Zenith Services,,US,USD,"8209 Main St, Suite 380",Education,mid_market,309,,False,CSM02,AE05,80688.0,6724.0,2,22,65,2025-09-09,71,-4,professional,us-east-1,False,,2023-08-02,active,False
ACC0170,Xara Ltd,,US,USD,"9015 Main St, Suite 613",Financial Services,mid_market,922,,False,CSM09,AE11,82188.0,6849.0,1,260,54,2025-12-27,180,1,professional,us-east-1,False,,2023-05-25,active,False
ACC0171,Blaze Inc,,US,USD,"4342 Main St, Suite 653",Financial Services,mid_market,174,,False,CSM05,AE13,95484.0,7957.0,2,34,44,2025-12-16,169,46,professional,eu-west-1,False,,2022-06-24,active,False
ACC0172,Global Services,,NL,EUR,"8006 Main St, Suite 252",Education,mid_market,876,,False,CSM02,AE15,40368.0,3364.0,1,79,59,2025-12-10,163,-12,professional,ap-southeast-1,False,,2021-04-24,active,False
ACC0173,Jasper Inc,,US,USD,"3217 Main St, Suite 855",Media,mid_market,919,,False,CSM08,AE14,53316.0,4443.0,2,182,70,2025-09-16,78,-11,professional,us-east-1,False,,2023-03-12,active,False
ACC0174,Thorpe Systems,,US,USD,"6180 Main St, Suite 356",Retail,mid_market,905,,False,CSM10,AE08,48480.0,4040.0,2,141,71,2025-10-11,103,-13,professional,eu-west-1,False,,2022-01-21,active,False
ACC0175,Vanguard Ltd,,IT,EUR,"1619 Main St, Suite 698",Healthcare,mid_market,771,,False,CSM16,AE12,72180.0,6015.0,2,140,46,2025-11-17,140,49,professional,eu-west-1,False,,2020-05-19,active,False
ACC0176,Ulrich Partners,,US,USD,"8030 Main St, Suite 836",Manufacturing,mid_market,249,,False,CSM01,AE15,57864.0,4822.0,1,50,96,2025-07-25,25,65,professional,ap-southeast-1,False,,2023-05-11,active,False
ACC0177,Thorpe Solutions,,US,USD,"8934 Main St, Suite 416",Financial Services,mid_market,449,,False,CSM12,AE10,19932.0,1661.0,2,181,99,2025-11-01,124,-32,professional,us-east-1,False,,2022-10-16,active,False
ACC0178,Nether Group,,DE,EUR,"220 Main St, Suite 564",Manufacturing,mid_market,874,,False,CSM19,AE13,20316.0,1693.0,2,111,55,2025-10-15,107,40,professional,us-west-2,False,,2023-03-10,active,False
ACC0179,Blaze Partners,Fusion Systems,US,USD,"5566 Main St, Suite 344",Manufacturing,mid_market,858,,False,CSM10,AE12,75780.0,6315.0,1,79,34,2025-07-12,12,24,professional,us-west-2,False,,2023-04-04,active,False
ACC0180,Epoch Partners,,US,USD,"3669 Main St, Suite 259",Financial Services,mid_market,183,,False,CSM16,AE03,95196.0,7933.0,1,72,65,2025-08-06,37,79,professional,us-east-1,False,,2021-11-15,active,False
ACC0181,Onyx Partners,,US,USD,"5303 Main St, Suite 706",Manufacturing,mid_market,579,,False,CSM11,AE07,74472.0,6206.0,1,190,83,2025-10-25,117,71,professional,eu-west-1,False,,2023-02-03,active,False
ACC0182,Yoke Corp,,US,USD,"8426 Main St, Suite 355",Financial Services,mid_market,165,,False,CSM06,AE12,20088.0,1674.0,1,19,93,2025-09-03,65,-22,professional,us-east-1,True,0.35,2022-12-15,active,False
ACC0183,Harbor Inc,,US,USD,"1016 Main St, Suite 673",Financial Services,mid_market,599,,False,CSM08,AE05,68580.0,5715.0,1,66,84,2025-10-04,96,43,professional,us-east-1,False,,2022-02-08,active,False
ACC0184,Pinnacle Group,,US,USD,"7423 Main St, Suite 826",Education,mid_market,941,,False,CSM02,AE09,63108.0,5259.0,2,250,74,2025-12-20,173,62,professional,us-west-2,False,,2021-05-16,active,False
ACC0185,Forge Technologies,,ES,EUR,"1278 Main St, Suite 675",Healthcare,mid_market,998,,False,CSM12,AE11,44280.0,3690.0,1,399,43,2025-07-13,13,69,professional,us-east-1,False,,2020-06-18,active,False
ACC0186,Blaze Ltd,,US,USD,"2622 Main St, Suite 490",Technology,mid_market,287,,False,CSM19,AE12,86112.0,7176.0,1,43,77,2025-09-01,63,42,professional,eu-west-1,False,,2022-06-02,at_risk,False
ACC0187,Orbit Partners,,US,USD,"8143 Main St, Suite 216",Financial Services,mid_market,982,,False,CSM18,AE07,93972.0,7831.0,1,270,62,2025-09-07,69,-16,professional,ap-southeast-1,True,0.34,2023-09-02,active,False
ACC0188,Flare Systems,,ES,EUR,"4386 Main St, Suite 782",Financial Services,mid_market,343,,False,CSM16,AE04,56544.0,4712.0,1,65,71,2025-07-06,6,67,professional,us-east-1,True,0.21,2022-05-18,active,False
ACC0189,Walden Systems,,US,USD,"2809 Main St, Suite 944",Retail,mid_market,660,,False,CSM14,AE15,47364.0,3947.0,1,144,44,2025-08-23,54,50,professional,us-east-1,False,,2021-04-13,active,False
ACC0190,Walden Partners,,US,USD,"1326 Main St, Suite 685",Manufacturing,mid_market,572,,False,CSM06,AE14,71352.0,5946.0,1,66,32,2025-07-12,12,50,professional,eu-west-1,False,,2020-04-15,active,False
ACC0191,Zinc Ltd,,US,USD,"3371 Main St, Suite 575",Manufacturing,mid_market,489,,False,CSM01,AE02,19572.0,1631.0,1,41,43,2025-12-07,160,-29,professional,us-west-2,False,,2020-12-04,active,False
ACC0192,Razor Systems,,US,USD,"1172 Main St, Suite 274",Financial Services,mid_market,593,,False,CSM18,AE15,54624.0,4552.0,2,170,73,2025-07-14,14,38,professional,eu-west-1,False,,2021-03-12,churned,False
ACC0193,Zinc Systems,,US,USD,"3141 Main St, Suite 234",Retail,mid_market,452,,False,CSM20,AE08,24888.0,2074.0,1,87,77,2025-12-18,171,38,professional,us-west-2,True,0.21,2023-05-06,at_risk,False
ACC0194,Lumen Technologies,,FR,EUR,"3369 Main St, Suite 239",Education,mid_market,651,,False,CSM05,AE04,62280.0,5190.0,1,279,92,2025-10-15,107,-36,professional,us-west-2,False,,2022-11-05,churned,False
ACC0195,Unity Ltd,,US,USD,"6870 Main St, Suite 526",Healthcare,mid_market,106,,False,CSM07,AE11,61260.0,5105.0,2,29,72,2025-11-17,140,29,professional,us-east-1,False,,2023-02-04,active,False
ACC0196,Nexus Corp,,US,USD,"6599 Main St, Suite 110",Financial Services,mid_market,932,,False,CSM20,AE13,86784.0,7232.0,1,105,39,2025-11-10,133,58,professional,ap-southeast-1,True,0.26,2022-10-14,active,False
ACC0197,Summit Services,,US,USD,"1620 Main St, Suite 268",Financial Services,mid_market,391,,False,CSM10,AE14,27768.0,2314.0,1,157,66,2025-12-19,172,-17,professional,us-west-2,False,,2022-10-01,active,False
ACC0198,Spectrum Services,,US,USD,"7457 Main St, Suite 632",Technology,mid_market,392,,False,CSM06,AE14,18912.0,1576.0,1,108,54,2025-07-23,23,-2,professional,ap-southeast-1,False,,2020-09-26,active,False
ACC0199,Granite Ltd,,US,USD,"9311 Main St, Suite 460",Education,mid_market,264,,False,CSM04,AE10,95412.0,7951.0,1,91,80,2025-10-08,100,-14,professional,eu-west-1,False,,2021-06-06,active,False
ACC0200,Nadir Corp,,US,USD,"5024 Main St, Suite 154",Logistics,mid_market,846,,False,CSM11,AE14,65856.0,5488.0,2,69,44,2025-11-17,140,33,professional,eu-west-1,False,,2021-09-03,active,False
ACC0201,Drake Services,Quest Partners,DE,EUR,"6437 Main St, Suite 634",Retail,mid_market,922,,False,CSM05,AE05,42144.0,3512.0,1,345,34,2025-07-14,14,-30,professional,us-west-2,False,,2022-11-16,active,False
ACC0202,Wilder Partners,,NL,EUR,"4542 Main St, Suite 727",Manufacturing,mid_market,398,,False,CSM06,AE14,26628.0,2219.0,2,143,84,2025-08-09,40,74,professional,us-east-1,False,,2020-10-22,active,False
ACC0203,Obsidian Inc,,US,USD,"3209 Main St, Suite 450",Healthcare,mid_market,311,,False,CSM17,AE13,51984.0,4332.0,1,2,72,2025-11-17,140,37,professional,us-west-2,False,,2021-05-10,active,False
ACC0204,Granite Enterprises,,US,USD,"9122 Main St, Suite 104",Healthcare,mid_market,435,,False,CSM04,AE09,23016.0,1918.0,1,139,93,2025-07-28,28,5,professional,us-east-1,False,,2021-05-07,active,False
ACC0205,Wilder Technologies,,NL,EUR,"7912 Main St, Suite 323",Financial Services,mid_market,450,,False,CSM18,AE08,52884.0,4407.0,1,23,88,2025-08-13,44,38,professional,us-east-1,False,,2022-03-28,active,False
ACC0206,Ulrich Ltd,,IT,EUR,"8042 Main St, Suite 497",Financial Services,mid_market,515,,False,CSM05,AE03,56640.0,4720.0,1,228,52,2025-12-07,160,5,professional,us-east-1,False,,2022-03-05,active,False
ACC0207,Ursa Solutions,,US,USD,"9642 Main St, Suite 584",Media,mid_market,263,,False,CSM02,AE14,68796.0,5733.0,2,3,94,2025-09-09,71,39,professional,us-west-2,False,,2020-09-02,active,False
ACC0208,Cipher Technologies,,US,USD,"8210 Main St, Suite 784",Manufacturing,mid_market,795,,False,CSM07,AE14,65484.0,5457.0,1,83,62,2025-08-04,35,14,professional,eu-west-1,False,,2021-03-07,at_risk,False
ACC0209,Astro Inc,Amber Ltd,US,USD,"927 Main St, Suite 388",Retail,mid_market,887,,False,CSM13,AE04,48468.0,4039.0,2,72,42,2025-12-11,164,73,professional,ap-southeast-1,False,,2020-11-05,active,False
ACC0210,Shore Systems,,US,USD,"4445 Main St, Suite 267",Technology,mid_market,735,,False,CSM19,AE05,92820.0,7735.0,1,112,78,2025-07-19,19,-10,professional,us-west-2,False,,2023-04-18,active,False
ACC0211,Yoke Partners,,US,USD,"2778 Main St, Suite 685",Financial Services,mid_market,506,,False,CSM19,AE05,18360.0,1530.0,2,205,53,2025-07-22,22,55,professional,us-west-2,False,,2021-08-05,active,False
ACC0212,Zinc Group,,US,USD,"5443 Main St, Suite 188",Media,mid_market,347,,False,CSM01,AE05,33048.0,2754.0,1,126,65,2025-10-20,112,52,professional,eu-west-1,False,,2022-04-04,active,False
ACC0213,Thorpe Services,Cobalt Enterprises,DE,EUR,"1564 Main St, Suite 871",Healthcare,mid_market,134,,False,CSM04,AE06,78588.0,6549.0,1,2,41,2025-10-05,97,32,professional,us-west-2,False,,2021-01-09,active,False
ACC0214,Keystone Enterprises,,US,USD,"9167 Main St, Suite 797",Logistics,mid_market,267,,False,CSM03,AE15,48876.0,4073.0,1,127,40,2025-07-24,24,-34,professional,eu-west-1,False,,2021-04-02,active,False
ACC0215,Ember Technologies,,US,USD,"6618 Main St, Suite 704",Financial Services,mid_market,308,,False,CSM15,AE09,71868.0,5989.0,2,153,63,2025-10-03,95,42,professional,us-west-2,False,,2020-01-06,active,False
ACC0216,Razor Enterprises,,US,USD,"2647 Main St, Suite 842",Financial Services,mid_market,428,,False,CSM01,AE01,75564.0,6297.0,1,214,35,2025-10-18,110,73,professional,eu-west-1,False,,2022-01-02,active,False
ACC0217,Cipher Solutions,,US,USD,"2240 Main St, Suite 682",Education,mid_market,617,,False,CSM08,AE04,29172.0,2431.0,1,172,71,2025-10-01,93,-29,professional,eu-west-1,False,,2021-04-06,at_risk,False
ACC0218,Quartz Solutions,,US,USD,"9288 Main St, Suite 177",Technology,mid_market,785,,False,CSM05,AE01,59880.0,4990.0,2,84,37,2025-12-21,174,78,professional,us-east-1,False,,2021-12-23,active,False
ACC0219,Vanguard Enterprises,,US,USD,"6147 Main St, Suite 111",Education,mid_market,973,,False,CSM06,AE02,72696.0,6058.0,1,162,89,2025-11-05,128,-7,professional,eu-west-1,False,,2023-12-17,active,False
ACC0220,Amber Inc,,FR,EUR,"3526 Main St, Suite 534",Financial Services,mid_market,269,,False,CSM09,AE04,72252.0,6021.0,1,17,39,2025-12-19,172,22,professional,us-west-2,False,,2020-10-23,active,False
ACC0221,Xara Enterprises,,US,USD,"3288 Main St, Suite 950",Manufacturing,mid_market,219,,False,CSM15,AE14,19200.0,1600.0,2,87,51,2025-08-07,38,-25,professional,us-east-1,False,,2021-12-07,active,False
ACC0222,Vista Solutions,,US,USD,"9488 Main St, Suite 539",Media,mid_market,353,,False,CSM01,AE05,44940.0,3745.0,1,143,36,2025-08-14,45,-28,professional,ap-southeast-1,False,,2023-08-25,active,False
ACC0223,Pinnacle Corp,,US,USD,"4822 Main St, Suite 157",Financial Services,mid_market,138,,False,CSM10,AE03,33192.0,2766.0,1,69,84,2025-11-09,132,1,professional,ap-southeast-1,True,0.23,2020-01-05,at_risk,False
ACC0224,Meridian Partners,,US,USD,"4221 Main St, Suite 579",Financial Services,mid_market,255,,False,CSM07,AE15,64380.0,5365.0,2,15,75,2025-10-20,112,40,professional,us-west-2,True,0.26,2022-09-20,active,False
ACC0225,Raven Corp,,US,USD,"992 Main St, Suite 516",Healthcare,mid_market,271,,False,CSM13,AE11,30480.0,2540.0,1,100,71,2025-10-04,96,26,professional,us-west-2,False,,2023-08-01,active,False
ACC0226,Granite Corp,,US,USD,"4803 Main St, Suite 386",Retail,mid_market,433,,False,CSM06,AE14,93360.0,7780.0,1,217,36,2025-12-14,167,46,professional,us-west-2,False,,2023-12-14,active,False
ACC0227,Razor Partners,,US,USD,"9374 Main St, Suite 806",Manufacturing,mid_market,122,,False,CSM09,AE05,34056.0,2838.0,2,31,34,2025-07-04,4,-17,professional,eu-west-1,False,,2021-08-09,active,False
ACC0228,Ember Enterprises,,US,USD,"5547 Main St, Suite 643",Financial Services,mid_market,812,,False,CSM17,AE14,24672.0,2056.0,1,167,36,2025-12-13,166,62,professional,ap-southeast-1,False,,2021-04-01,active,False
ACC0229,Lancer Group,,US,USD,"3729 Main St, Suite 400",Manufacturing,mid_market,949,,False,CSM12,AE14,23256.0,1938.0,2,384,50,2025-07-03,3,69,professional,eu-west-1,False,,2021-04-20,active,False
ACC0230,Ridge Technologies,,US,USD,"1457 Main St, Suite 630",Logistics,mid_market,436,,False,CSM16,AE05,82092.0,6841.0,1,87,93,2025-11-15,138,-37,professional,eu-west-1,False,,2020-03-03,active,False
ACC0231,Meridian Services,,US,USD,"4857 Main St, Suite 256",Media,mid_market,396,,False,CSM18,AE05,19824.0,1652.0,1,37,54,2025-09-16,78,-7,professional,eu-west-1,False,,2020-06-09,active,False
ACC0232,Beacon Inc,,US,USD,"123 Main St, Suite 902",Manufacturing,mid_market,720,,False,CSM01,AE14,42540.0,3545.0,2,309,30,2025-08-19,50,-21,professional,us-west-2,False,,2021-08-20,active,False
ACC0233,Relic Technologies,,US,USD,"5612 Main St, Suite 605",Media,mid_market,109,,False,CSM20,AE09,65712.0,5476.0,1,52,97,2025-09-09,71,23,professional,us-west-2,False,,2022-11-15,active,False
ACC0234,Heath Partners,Relic Enterprises,DE,EUR,"1190 Main St, Suite 168",Media,mid_market,728,,False,CSM10,AE10,48960.0,4080.0,2,311,34,2025-07-07,7,23,professional,ap-southeast-1,False,,2020-12-19,active,False
ACC0235,Helios Ltd,,US,USD,"7260 Main St, Suite 190",Education,mid_market,144,,False,CSM14,AE15,88752.0,7396.0,1,11,68,2025-09-15,77,21,professional,eu-west-1,False,,2023-10-23,active,False
ACC0236,Keystone Corp,,US,USD,"8516 Main St, Suite 548",Healthcare,mid_market,308,,False,CSM06,AE10,66144.0,5512.0,2,18,58,2025-11-21,144,1,professional,us-east-1,False,,2021-08-02,active,False
ACC0237,Titan Solutions,,US,USD,"9022 Main St, Suite 985",Retail,mid_market,885,,False,CSM05,AE12,24732.0,2061.0,1,35,40,2025-09-24,86,27,professional,ap-southeast-1,False,,2023-09-26,active,False
ACC0238,Glyph Partners,,US,USD,"3706 Main St, Suite 233",Healthcare,mid_market,106,,False,CSM01,AE11,52356.0,4363.0,2,39,83,2025-08-22,53,-9,professional,us-west-2,False,,2022-08-09,active,False
ACC0239,Indigo Services,,US,USD,"3025 Main St, Suite 942",Financial Services,mid_market,831,,False,CSM19,AE01,71964.0,5997.0,2,10,35,2025-07-01,1,55,professional,us-west-2,False,,2022-08-01,active,False
ACC0240,Flare Corp,,US,USD,"6234 Main St, Suite 534",Healthcare,mid_market,106,,False,CSM16,AE15,45192.0,3766.0,2,45,61,2025-11-03,126,20,professional,us-west-2,False,,2021-04-21,active,False
ACC0241,Talon Services,,US,USD,"2907 Main St, Suite 497",Healthcare,mid_market,437,,False,CSM15,AE02,49932.0,4161.0,2,184,94,2025-11-24,147,28,professional,eu-west-1,False,,2022-09-13,active,False
ACC0242,Unity Services,,US,USD,"124 Main St, Suite 575",Manufacturing,mid_market,708,,False,CSM08,AE02,35052.0,2921.0,2,204,87,2025-08-18,49,-13,professional,eu-west-1,False,,2021-09-23,active,False
ACC0243,Maple Corp,,US,USD,"9686 Main St, Suite 745",Technology,mid_market,474,,False,CSM12,AE12,48576.0,4048.0,2,119,60,2025-12-16,169,58,professional,eu-west-1,False,,2023-11-12,active,False
