usage_id,account_id,contract_id,record_date,unit_type,units_consumed,units_included_monthly,units_rollover_from_prior,cumulative_units_ytd,overage_units,is_overage_billed,billing_period_id,usage_source,data_center_region,product_line,sku,is_test_usage,usage_quality_score,override_applied,created_at
USG00002979,ACC0023,CTR00039,2025-03-24,gb,17.08,500,0,1774.22,0.0,False,BP-2025-03-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.911,False,2025-03-24T23:59:00Z
USG00002980,ACC0023,CTR00039,2025-03-25,gb,29.47,500,0,1803.69,0.0,False,BP-2025-03-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.961,False,2025-03-25T23:59:00Z
USG00002981,ACC0023,CTR00039,2025-03-26,gb,12.99,500,0,1816.68,0.0,False,BP-2025-03-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.914,False,2025-03-26T23:59:00Z
USG00002982,ACC0023,CTR00039,2025-03-27,gb,23.35,500,0,1840.03,0.0,False,BP-2025-03-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.963,False,2025-03-27T23:59:00Z
USG00002983,ACC0023,CTR00039,2025-03-28,gb,18.27,500,0,1858.31,0.0,False,BP-2025-03-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.964,False,2025-03-28T23:59:00Z
USG00002984,ACC0023,CTR00039,2025-03-29,gb,17.9,500,0,1876.21,0.0,False,BP-2025-03-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.908,False,2025-03-29T23:59:00Z
USG00002985,ACC0023,CTR00039,2025-03-30,gb,28.59,500,0,1904.8,0.0,False,BP-2025-03-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.904,False,2025-03-30T23:59:00Z
USG00002986,ACC0023,CTR00039,2025-03-31,gb,19.79,500,0,1924.59,0.0,False,BP-2025-03-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.998,False,2025-03-31T23:59:00Z
USG00002987,ACC0023,CTR00039,2025-04-01,gb,23.39,500,0,1947.98,0.0,False,BP-2025-03-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.998,False,2025-04-01T23:59:00Z
USG00002988,ACC0023,CTR00039,2025-04-02,gb,25.96,500,0,1973.93,0.0,False,BP-2025-03-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.904,False,2025-04-02T23:59:00Z
USG00002989,ACC0023,CTR00039,2025-04-03,gb,21.51,500,0,1995.45,0.0,False,BP-2025-03-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.902,False,2025-04-03T23:59:00Z
USG00002990,ACC0023,CTR00039,2025-04-04,gb,28.68,500,0,2024.12,0.0,False,BP-2025-03-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.962,False,2025-04-04T23:59:00Z
USG00002991,ACC0023,CTR00039,2025-04-05,gb,14.19,500,0,2038.31,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.968,False,2025-04-05T23:59:00Z
USG00002992,ACC0023,CTR00039,2025-04-06,gb,23.73,500,0,2062.04,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.904,False,2025-04-06T23:59:00Z
USG00002993,ACC0023,CTR00039,2025-04-07,gb,10.14,500,0,2072.18,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.999,False,2025-04-07T23:59:00Z
USG00002994,ACC0023,CTR00039,2025-04-08,gb,32.26,500,0,2104.45,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.932,False,2025-04-08T23:59:00Z
USG00002995,ACC0023,CTR00039,2025-04-09,gb,23.24,500,0,2127.69,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.999,False,2025-04-09T23:59:00Z
USG00002996,ACC0023,CTR00039,2025-04-10,gb,11.9,500,0,2139.59,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.965,False,2025-04-10T23:59:00Z
USG00002997,ACC0023,CTR00039,2025-04-11,gb,23.93,500,0,2163.52,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.907,False,2025-04-11T23:59:00Z
USG00002998,ACC0023,CTR00039,2025-04-12,gb,29.74,500,0,2193.26,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.964,False,2025-04-12T23:59:00Z
USG00002999,ACC0023,CTR00039,2025-04-13,gb,19.32,500,0,2212.59,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.923,False,2025-04-13T23:59:00Z
USG00003000,ACC0023,CTR00039,2025-04-14,gb,19.26,500,0,2231.85,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.956,False,2025-04-14T23:59:00Z
USG00003001,ACC0023,CTR00039,2025-04-15,gb,25.32,500,0,2257.17,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.916,False,2025-04-15T23:59:00Z
USG00003002,ACC0023,CTR00039,2025-04-16,gb,24.22,500,0,2281.39,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.934,False,2025-04-16T23:59:00Z
USG00003003,ACC0023,CTR00039,2025-04-17,gb,21.71,500,0,2303.1,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.975,False,2025-04-17T23:59:00Z
USG00003004,ACC0023,CTR00039,2025-04-18,gb,17.44,500,0,2320.54,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.902,False,2025-04-18T23:59:00Z
USG00003005,ACC0023,CTR00039,2025-04-19,gb,18.75,500,0,2339.29,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.905,False,2025-04-19T23:59:00Z
USG00003006,ACC0023,CTR00039,2025-04-20,gb,15.91,500,0,2355.2,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.929,False,2025-04-20T23:59:00Z
USG00003007,ACC0023,CTR00039,2025-04-21,gb,11.4,500,0,2366.6,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.935,False,2025-04-21T23:59:00Z
USG00003008,ACC0023,CTR00039,2025-04-22,gb,27.95,500,0,2394.55,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.998,False,2025-04-22T23:59:00Z
USG00003009,ACC0023,CTR00039,2025-04-23,gb,25.64,500,0,2420.19,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.993,False,2025-04-23T23:59:00Z
USG00003010,ACC0023,CTR00039,2025-04-24,gb,25.04,500,0,2445.23,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.957,False,2025-04-24T23:59:00Z
USG00003011,ACC0023,CTR00039,2025-04-25,gb,24.93,500,0,2470.16,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.969,False,2025-04-25T23:59:00Z
USG00003012,ACC0023,CTR00039,2025-04-26,gb,20.24,500,0,2490.4,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.901,False,2025-04-26T23:59:00Z
USG00003013,ACC0023,CTR00039,2025-04-27,gb,19.52,500,0,2509.92,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.937,False,2025-04-27T23:59:00Z
USG00003014,ACC0023,CTR00039,2025-04-28,gb,14.73,500,0,2524.65,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.941,False,2025-04-28T23:59:00Z
USG00003015,ACC0023,CTR00039,2025-04-29,gb,26.14,500,0,2550.79,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.938,False,2025-04-29T23:59:00Z
USG00003016,ACC0023,CTR00039,2025-04-30,gb,36.04,500,0,2586.83,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.942,False,2025-04-30T23:59:00Z
USG00003017,ACC0023,CTR00039,2025-05-01,gb,23.68,500,0,2610.51,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.986,False,2025-05-01T23:59:00Z
USG00003018,ACC0023,CTR00039,2025-05-02,gb,26.99,500,0,2637.5,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.996,False,2025-05-02T23:59:00Z
USG00003019,ACC0023,CTR00039,2025-05-03,gb,27.01,500,0,2664.51,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.976,False,2025-05-03T23:59:00Z
USG00003020,ACC0023,CTR00039,2025-05-04,gb,30.17,500,0,2694.68,0.0,False,BP-2025-04-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.924,False,2025-05-04T23:59:00Z
USG00003021,ACC0023,CTR00039,2025-05-05,gb,16.77,500,0,2711.45,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.904,False,2025-05-05T23:59:00Z
USG00003022,ACC0023,CTR00039,2025-05-06,gb,13.07,500,0,2724.51,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.937,False,2025-05-06T23:59:00Z
USG00003023,ACC0023,CTR00039,2025-05-07,gb,22.5,500,0,2747.02,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.983,False,2025-05-07T23:59:00Z
USG00003024,ACC0023,CTR00039,2025-05-08,gb,20.73,500,0,2767.75,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.975,False,2025-05-08T23:59:00Z
USG00003025,ACC0023,CTR00039,2025-05-09,gb,35.36,500,0,2803.11,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.901,False,2025-05-09T23:59:00Z
USG00003026,ACC0023,CTR00039,2025-05-10,gb,15.98,500,0,2819.09,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.959,False,2025-05-10T23:59:00Z
USG00003027,ACC0023,CTR00039,2025-05-11,gb,32.16,500,0,2851.24,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.927,False,2025-05-11T23:59:00Z
USG00003028,ACC0023,CTR00039,2025-05-12,gb,20.78,500,0,2872.03,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.957,False,2025-05-12T23:59:00Z
USG00003029,ACC0023,CTR00039,2025-05-13,gb,15.39,500,0,2887.42,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.907,False,2025-05-13T23:59:00Z
USG00003030,ACC0023,CTR00039,2025-05-14,gb,30.8,500,0,2918.22,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.963,False,2025-05-14T23:59:00Z
USG00003031,ACC0023,CTR00039,2025-05-15,gb,16.85,500,0,2935.07,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.905,False,2025-05-15T23:59:00Z
USG00003032,ACC0023,CTR00039,2025-05-16,gb,27.03,500,0,2962.09,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.948,False,2025-05-16T23:59:00Z
USG00003033,ACC0023,CTR00039,2025-05-17,gb,22.67,500,0,2984.76,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.986,False,2025-05-17T23:59:00Z
USG00003034,ACC0023,CTR00039,2025-05-18,gb,32.13,500,0,3016.89,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.973,False,2025-05-18T23:59:00Z
USG00003035,ACC0023,CTR00039,2025-05-19,gb,28.32,500,0,3045.22,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.912,False,2025-05-19T23:59:00Z
USG00003036,ACC0023,CTR00039,2025-05-20,gb,20.64,500,0,3065.86,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.933,False,2025-05-20T23:59:00Z
USG00003037,ACC0023,CTR00039,2025-05-21,gb,30.84,500,0,3096.69,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.937,False,2025-05-21T23:59:00Z
USG00003038,ACC0023,CTR00039,2025-05-22,gb,24.38,500,0,3121.08,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.941,False,2025-05-22T23:59:00Z
USG00003039,ACC0023,CTR00039,2025-05-23,gb,21.86,500,0,3142.94,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.95,False,2025-05-23T23:59:00Z
USG00003040,ACC0023,CTR00039,2025-05-24,gb,22.54,500,0,3165.48,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.904,False,2025-05-24T23:59:00Z
USG00003041,ACC0023,CTR00039,2025-05-25,gb,27.27,500,0,3192.75,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.956,False,2025-05-25T23:59:00Z
USG00003042,ACC0023,CTR00039,2025-05-26,gb,20.36,500,0,3213.11,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.968,False,2025-05-26T23:59:00Z
USG00003043,ACC0023,CTR00039,2025-05-27,gb,18.79,500,0,3231.91,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.966,False,2025-05-27T23:59:00Z
USG00003044,ACC0023,CTR00039,2025-05-28,gb,17.55,500,0,3249.45,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.954,False,2025-05-28T23:59:00Z
USG00003045,ACC0023,CTR00039,2025-05-29,gb,23.6,500,0,3273.06,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.967,False,2025-05-29T23:59:00Z
USG00003046,ACC0023,CTR00039,2025-05-30,gb,17.91,500,0,3290.96,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.93,False,2025-05-30T23:59:00Z
USG00003047,ACC0023,CTR00039,2025-05-31,gb,27.36,500,0,3318.33,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.914,False,2025-05-31T23:59:00Z
USG00003048,ACC0023,CTR00039,2025-06-01,gb,20.23,500,0,3338.56,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.912,False,2025-06-01T23:59:00Z
USG00003049,ACC0023,CTR00039,2025-06-02,gb,24.83,500,0,3363.39,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.911,False,2025-06-02T23:59:00Z
USG00003050,ACC0023,CTR00039,2025-06-03,gb,28.69,500,0,3392.08,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.968,False,2025-06-03T23:59:00Z
USG00003051,ACC0023,CTR00039,2025-06-04,gb,30.37,500,0,3422.45,0.0,False,BP-2025-05-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.934,False,2025-06-04T23:59:00Z
USG00003052,ACC0023,CTR00039,2025-06-05,gb,23.0,500,0,3445.45,0.0,False,BP-2025-06-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.966,False,2025-06-05T23:59:00Z
USG00003053,ACC0023,CTR00039,2025-06-06,gb,10.79,500,0,3456.23,0.0,False,BP-2025-06-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.953,False,2025-06-06T23:59:00Z
USG00003054,ACC0023,CTR00039,2025-06-07,gb,11.06,500,0,3467.29,0.0,False,BP-2025-06-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.94,False,2025-06-07T23:59:00Z
USG00003055,ACC0023,CTR00039,2025-06-08,gb,27.19,500,0,3494.49,0.0,False,BP-2025-06-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.954,False,2025-06-08T23:59:00Z
USG00003056,ACC0023,CTR00039,2025-06-09,gb,16.5,500,0,3510.98,0.0,False,BP-2025-06-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.93,False,2025-06-09T23:59:00Z
USG00003057,ACC0023,CTR00039,2025-06-10,gb,19.98,500,0,3530.96,0.0,False,BP-2025-06-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.991,False,2025-06-10T23:59:00Z
USG00003058,ACC0023,CTR00039,2025-06-11,gb,28.1,500,0,3559.07,0.0,False,BP-2025-06-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.962,False,2025-06-11T23:59:00Z
USG00003059,ACC0023,CTR00039,2025-06-12,gb,18.86,500,0,3577.93,0.0,False,BP-2025-06-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.997,False,2025-06-12T23:59:00Z
USG00003060,ACC0023,CTR00039,2025-06-13,gb,14.75,500,0,3592.67,0.0,False,BP-2025-06-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.924,False,2025-06-13T23:59:00Z
USG00003061,ACC0023,CTR00039,2025-06-14,gb,20.15,500,0,3612.83,0.0,False,BP-2025-06-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.991,False,2025-06-14T23:59:00Z
USG00003062,ACC0023,CTR00039,2025-06-15,gb,25.96,500,0,3638.79,0.0,False,BP-2025-06-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.903,False,2025-06-15T23:59:00Z
USG00003063,ACC0023,CTR00039,2025-06-16,gb,18.76,500,0,3657.55,0.0,False,BP-2025-06-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.975,False,2025-06-16T23:59:00Z
USG00003064,ACC0023,CTR00039,2025-06-17,gb,25.11,500,0,3682.65,0.0,False,BP-2025-06-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.999,False,2025-06-17T23:59:00Z
USG00003065,ACC0023,CTR00039,2025-06-18,gb,14.9,500,0,3697.55,0.0,False,BP-2025-06-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.983,False,2025-06-18T23:59:00Z
USG00003066,ACC0023,CTR00039,2025-06-19,gb,17.4,500,0,3714.95,0.0,False,BP-2025-06-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.904,False,2025-06-19T23:59:00Z
USG00003067,ACC0023,CTR00039,2025-06-20,gb,20.23,500,0,3735.18,0.0,False,BP-2025-06-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.939,False,2025-06-20T23:59:00Z
USG00003068,ACC0023,CTR00039,2025-06-21,gb,28.93,500,0,3764.11,0.0,False,BP-2025-06-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.988,False,2025-06-21T23:59:00Z
USG00003069,ACC0023,CTR00039,2025-06-22,gb,19.41,500,0,3783.52,0.0,False,BP-2025-06-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.978,False,2025-06-22T23:59:00Z
USG00003070,ACC0023,CTR00039,2025-06-23,gb,18.63,500,0,3802.15,0.0,False,BP-2025-06-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.93,False,2025-06-23T23:59:00Z
USG00003071,ACC0023,CTR00039,2025-06-24,gb,18.65,500,0,3820.8,0.0,False,BP-2025-06-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.912,False,2025-06-24T23:59:00Z
USG00003072,ACC0023,CTR00039,2025-06-25,gb,25.1,500,0,3845.9,0.0,False,BP-2025-06-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.965,False,2025-06-25T23:59:00Z
USG00003073,ACC0023,CTR00039,2025-06-26,gb,26.54,500,0,3872.44,0.0,False,BP-2025-06-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.925,False,2025-06-26T23:59:00Z
USG00003074,ACC0023,CTR00039,2025-06-27,gb,28.64,500,0,3901.08,0.0,False,BP-2025-06-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.945,False,2025-06-27T23:59:00Z
USG00003075,ACC0023,CTR00039,2025-06-28,gb,33.22,500,0,3934.3,0.0,False,BP-2025-06-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.986,False,2025-06-28T23:59:00Z
USG00003076,ACC0023,CTR00039,2025-06-29,gb,23.64,500,0,3957.94,0.0,False,BP-2025-06-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.981,False,2025-06-29T23:59:00Z
USG00003077,ACC0023,CTR00039,2025-06-30,gb,17.98,500,0,3975.92,0.0,False,BP-2025-06-05,storage_sync,us-east-1,Add-ons,PRD-STORAGE,False,0.91,False,2025-06-30T23:59:00Z
USG00003078,ACC0024,CTR00042,2025-01-01,gb,25.36,500,0,25.36,0.0,False,BP-2024-12-06,storage_sync,eu-west-1,Add-ons,PRD-STORAGE,False,0.905,False,2025-01-01T23:59:00Z
USG00003079,ACC0024,CTR00042,2025-01-02,gb,14.35,500,0,39.71,0.0,False,BP-2024-12-06,storage_sync,eu-west-1,Add-ons,PRD-STORAGE,False,0.954,False,2025-01-02T23:59:00Z
USG00003080,ACC0024,CTR00042,2025-01-03,gb,22.29,500,0,62.0,0.0,False,BP-2024-12-06,storage_sync,eu-west-1,Add-ons,PRD-STORAGE,False,0.942,False,2025-01-03T23:59:00Z
USG00003081,ACC0024,CTR00042,2025-01-04,gb,22.06,500,0,84.06,0.0,False,BP-2024-12-06,storage_sync,eu-west-1,Add-ons,PRD-STORAGE,False,0.992,False,2025-01-04T23:59:00Z
USG00003082,ACC0024,CTR00042,2025-01-05,gb,24.57,500,0,108.63,0.0,False,BP-2024-12-06,storage_sync,eu-west-1,Add-ons,PRD-STORAGE,False,0.917,False,2025-01-05T23:59:00Z
USG00003083,ACC0024,CTR00042,2025-01-06,gb,18.47,500,0,127.1,0.0,False,BP-2025-01-06,storage_sync,eu-west-1,Add-ons,PRD-STORAGE,False,0.912,False,2025-01-06T23:59:00Z
USG00003084,ACC0024,CTR00042,2025-01-07,gb,18.97,500,0,146.07,0.0,False,BP-2025-01-06,storage_sync,eu-west-1,Add-ons,PRD-STORAGE,False,0.944,False,2025-01-07T23:59:00Z
USG00003085,ACC0024,CTR00042,2025-01-08,gb,28.15,500,0,174.22,0.0,False,BP-2025-01-06,storage_sync,eu-west-1,Add-ons,PRD-STORAGE,False,0.993,False,2025-01-08T23:59:00Z
USG00003086,ACC0024,CTR00042,2025-01-09,gb,14.19,500,0,188.4,0.0,False,BP-2025-01-06,storage_sync,eu-west-1,Add-ons,PRD-STORAGE,False,0.911,False,2025-01-09T23:59:00Z
USG00003087,ACC0024,CTR00042,2025-01-10,gb,17.49,500,0,205.89,0.0,False,BP-2025-01-06,storage_sync,eu-west-1,Add-ons,PRD-STORAGE,False,0.985,False,2025-01-10T23:59:00Z
USG00003088,ACC0024,CTR00042,2025-01-11,gb,21.0,500,0,226.89,0.0,False,BP-2025-01-06,storage_sync,eu-west-1,Add-ons,PRD-STORAGE,False,0.995,False,2025-01-11T23:59:00Z
USG00003089,ACC0024,CTR00042,2025-01-12,gb,20.95,500,0,247.84,0.0,False,BP-2025-01-06,storage_sync,eu-west-1,Add-ons,PRD-STORAGE,False,0.978,False,2025-01-12T23:59:00Z
USG00003090,ACC0024,CTR00042,2025-01-13,gb,13.54,500,0,261.39,0.0,False,BP-2025-01-06,storage_sync,eu-west-1,Add-ons,PRD-STORAGE,False,0.934,False,2025-01-13T23:59:00Z
USG00003091,ACC0024,CTR00042,2025-01-14,gb,18.87,500,0,280.25,0.0,False,BP-2025-01-06,storage_sync,eu-west-1,Add-ons,PRD-STORAGE,False,0.971,False,2025-01-14T23:59:00Z
USG00003092,ACC0024,CTR00042,2025-01-15,gb,19.0,500,0,299.26,0.0,False,BP-2025-01-06,storage_sync,eu-west-1,Add-ons,PRD-STORAGE,False,0.92,False,2025-01-15T23:59:00Z
USG00003093,ACC0024,CTR00042,2025-01-16,gb,16.89,500,0,316.14,0.0,False,BP-2025-01-06,storage_sync,eu-west-1,Add-ons,PRD-STORAGE,False,0.913,False,2025-01-16T23:59:00Z
USG00003094,ACC0024,CTR00042,2025-01-17,gb,14.62,500,0,330.76,0.0,False,BP-2025-01-06,storage_sync,eu-west-1,Add-ons,PRD-STORAGE,False,0.918,False,2025-01-17T23:59:00Z
USG00003095,ACC0024,CTR00042,2025-01-18,gb,15.38,500,0,346.14,0.0,False,BP-2025-01-06,storage_sync,eu-west-1,Add-ons,PRD-STORAGE,False,0.984,False,2025-01-18T23:59:00Z
USG00003096,ACC0024,CTR00042,2025-01-19,gb,14.13,500,0,360.28,0.0,False,BP-2025-01-06,storage_sync,eu-west-1,Add-ons,PRD-STORAGE,False,0.954,False,2025-01-19T23:59:00Z
USG00003097,ACC0024,CTR00042,2025-01-20,gb,14.67,500,0,374.95,0.0,False,BP-2025-01-06,storage_sync,eu-west-1,Add-ons,PRD-STORAGE,False,0.906,False,2025-01-20T23:59:00Z
USG00003098,ACC0024,CTR00042,2025-01-21,gb,19.85,500,0,394.79,0.0,False,BP-2025-01-06,storage_sync,eu-west-1,Add-ons,PRD-STORAGE,False,0.933,False,2025-01-21T23:59:00Z
USG00003099,ACC0024,CTR00042,2025-01-22,gb,27.81,500,0,422.6,0.0,False,BP-2025-01-06,storage_sync,eu-west-1,Add-ons,PRD-STORAGE,False,0.98,False,2025-01-22T23:59:00Z
USG00003100,ACC0024,CTR00042,2025-01-23,gb,21.02,500,0,443.62,0.0,False,BP-2025-01-06,storage_sync,eu-west-1,Add-ons,PRD-STORAGE,False,0.94,False,2025-01-23T23:59:00Z
USG00003101,ACC0024,CTR00042,2025-01-24,gb,21.1,500,0,464.72,0.0,False,BP-2025-01-06,storage_sync,eu-west-1,Add-ons,PRD-STORAGE,False,0.963,False,2025-01-24T23:59:00Z
USG00003102,ACC0024,CTR00042,2025-01-25,gb,18.76,500,0,483.48,0.0,False,BP-2025-01-06,storage_sync,eu-west-1,Add-ons,PRD-STORAGE,False,0.908,False,2025-01-25T23:59:00Z
USG00003103,ACC0024,CTR00042,2025-01-26,gb,22.86,500,0,506.34,0.0,False,BP-2025-01-06,storage_sync,eu-west-1,Add-ons,PRD-STORAGE,False,0.925,False,2025-01-26T23:59:00Z
USG00003104,ACC0024,CTR00042,2025-01-27,gb,25.74,500,0,532.09,0.0,False,BP-2025-01-06,storage_sync,eu-west-1,Add-ons,PRD-STORAGE,False,0.993,False,2025-01-27T23:59:00Z
USG00003105,ACC0024,CTR00042,2025-01-28,gb,15.94,500,0,548.03,0.0,False,BP-2025-01-06,storage_sync,eu-west-1,Add-ons,PRD-STORAGE,False,0.971,False,2025-01-28T23:59:00Z
USG00003106,ACC0024,CTR00042,2025-01-29,gb,6.8,500,0,554.83,0.0,False,BP-2025-01-06,storage_sync,eu-west-1,Add-ons,PRD-STORAGE,False,0.995,False,2025-01-29T23:59:00Z
