date,from_currency,to_currency,rate,source,is_month_end,is_quarter_end,created_at
2025-06-06,EUR,USD,1.0321,ECB,False,False,2025-06-30T23:59:00Z
2025-06-06,GBP,USD,1.2417,BoE,False,False,2025-06-30T23:59:00Z
2025-06-09,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-06-09,EUR,USD,1.0295,ECB,False,False,2025-06-30T23:59:00Z
2025-06-09,GBP,USD,1.2387,BoE,False,False,2025-06-30T23:59:00Z
2025-06-10,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-06-10,EUR,USD,1.034,ECB,False,False,2025-06-30T23:59:00Z
2025-06-10,GBP,USD,1.2432,BoE,False,False,2025-06-30T23:59:00Z
2025-06-11,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-06-11,EUR,USD,1.0321,ECB,False,False,2025-06-30T23:59:00Z
2025-06-11,GBP,USD,1.2409,BoE,False,False,2025-06-30T23:59:00Z
2025-06-12,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-06-12,EUR,USD,1.0343,ECB,False,False,2025-06-30T23:59:00Z
2025-06-12,GBP,USD,1.2378,BoE,False,False,2025-06-30T23:59:00Z
2025-06-13,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-06-13,EUR,USD,1.0336,ECB,False,False,2025-06-30T23:59:00Z
2025-06-13,GBP,USD,1.2429,BoE,False,False,2025-06-30T23:59:00Z
2025-06-16,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-06-16,EUR,USD,1.0383,ECB,False,False,2025-06-30T23:59:00Z
2025-06-16,GBP,USD,1.2376,BoE,False,False,2025-06-30T23:59:00Z
2025-06-17,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-06-17,EUR,USD,1.0327,ECB,False,False,2025-06-30T23:59:00Z
2025-06-17,GBP,USD,1.239,BoE,False,False,2025-06-30T23:59:00Z
2025-06-18,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-06-18,EUR,USD,1.0303,ECB,False,False,2025-06-30T23:59:00Z
2025-06-18,GBP,USD,1.2344,BoE,False,False,2025-06-30T23:59:00Z
2025-06-19,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-06-19,EUR,USD,1.0338,ECB,False,False,2025-06-30T23:59:00Z
2025-06-19,GBP,USD,1.2358,BoE,False,False,2025-06-30T23:59:00Z
2025-06-20,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-06-20,EUR,USD,1.0339,ECB,False,False,2025-06-30T23:59:00Z
2025-06-20,GBP,USD,1.2326,BoE,False,False,2025-06-30T23:59:00Z
2025-06-23,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-06-23,EUR,USD,1.0372,ECB,False,False,2025-06-30T23:59:00Z
2025-06-23,GBP,USD,1.2393,BoE,False,False,2025-06-30T23:59:00Z
2025-06-24,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-06-24,EUR,USD,1.0356,ECB,False,False,2025-06-30T23:59:00Z
2025-06-24,GBP,USD,1.2305,BoE,False,False,2025-06-30T23:59:00Z
2025-06-25,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-06-25,EUR,USD,1.034,ECB,False,False,2025-06-30T23:59:00Z
2025-06-25,GBP,USD,1.2382,BoE,False,False,2025-06-30T23:59:00Z
2025-06-26,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-06-26,EUR,USD,1.0373,ECB,False,False,2025-06-30T23:59:00Z
2025-06-26,GBP,USD,1.2342,BoE,False,False,2025-06-30T23:59:00Z
2025-06-27,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-06-27,EUR,USD,1.0293,ECB,False,False,2025-06-30T23:59:00Z
2025-06-27,GBP,USD,1.2396,BoE,False,False,2025-06-30T23:59:00Z
2025-06-30,USD,USD,1.0,ECB,True,True,2025-06-30T23:59:00Z
2025-06-30,EUR,USD,1.0308,ECB,True,True,2025-06-30T23:59:00Z
2025-06-30,GBP,USD,1.2378,BoE,True,True,2025-06-30T23:59:00Z
2025-07-01,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-07-01,EUR,USD,1.0299,ECB,False,False,2025-06-30T23:59:00Z
2025-07-01,GBP,USD,1.242,BoE,False,False,2025-06-30T23:59:00Z
2025-07-02,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-07-02,EUR,USD,1.0314,ECB,False,False,2025-06-30T23:59:00Z
2025-07-02,GBP,USD,1.2375,BoE,False,False,2025-06-30T23:59:00Z
2025-07-03,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-07-03,EUR,USD,1.0284,ECB,False,False,2025-06-30T23:59:00Z
2025-07-03,GBP,USD,1.2282,BoE,False,False,2025-06-30T23:59:00Z
2025-07-04,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-07-04,EUR,USD,1.0344,ECB,False,False,2025-06-30T23:59:00Z
2025-07-04,GBP,USD,1.2341,BoE,False,False,2025-06-30T23:59:00Z
2025-07-07,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-07-07,EUR,USD,1.0317,ECB,False,False,2025-06-30T23:59:00Z
2025-07-07,GBP,USD,1.2296,BoE,False,False,2025-06-30T23:59:00Z
2025-07-08,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-07-08,EUR,USD,1.0279,ECB,False,False,2025-06-30T23:59:00Z
2025-07-08,GBP,USD,1.2321,BoE,False,False,2025-06-30T23:59:00Z
2025-07-09,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-07-09,EUR,USD,1.0292,ECB,False,False,2025-06-30T23:59:00Z
2025-07-09,GBP,USD,1.2401,BoE,False,False,2025-06-30T23:59:00Z
2025-07-10,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-07-10,EUR,USD,1.0331,ECB,False,False,2025-06-30T23:59:00Z
2025-07-10,GBP,USD,1.2365,BoE,False,False,2025-06-30T23:59:00Z
2025-07-11,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-07-11,EUR,USD,1.0346,ECB,False,False,2025-06-30T23:59:00Z
2025-07-11,GBP,USD,1.2311,BoE,False,False,2025-06-30T23:59:00Z
2025-07-14,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-07-14,EUR,USD,1.038,ECB,False,False,2025-06-30T23:59:00Z
2025-07-14,GBP,USD,1.2297,BoE,False,False,2025-06-30T23:59:00Z
2025-07-15,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-07-15,EUR,USD,1.0407,ECB,False,False,2025-06-30T23:59:00Z
2025-07-15,GBP,USD,1.2338,BoE,False,False,2025-06-30T23:59:00Z
2025-07-16,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-07-16,EUR,USD,1.0331,ECB,False,False,2025-06-30T23:59:00Z
2025-07-16,GBP,USD,1.2287,BoE,False,False,2025-06-30T23:59:00Z
2025-07-17,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-07-17,EUR,USD,1.0289,ECB,False,False,2025-06-30T23:59:00Z
2025-07-17,GBP,USD,1.2308,BoE,False,False,2025-06-30T23:59:00Z
2025-07-18,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-07-18,EUR,USD,1.0254,ECB,False,False,2025-06-30T23:59:00Z
2025-07-18,GBP,USD,1.2346,BoE,False,False,2025-06-30T23:59:00Z
2025-07-21,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-07-21,EUR,USD,1.0325,ECB,False,False,2025-06-30T23:59:00Z
2025-07-21,GBP,USD,1.2379,BoE,False,False,2025-06-30T23:59:00Z
2025-07-22,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-07-22,EUR,USD,1.0292,ECB,False,False,2025-06-30T23:59:00Z
2025-07-22,GBP,USD,1.2356,BoE,False,False,2025-06-30T23:59:00Z
2025-07-23,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-07-23,EUR,USD,1.0303,ECB,False,False,2025-06-30T23:59:00Z
2025-07-23,GBP,USD,1.2239,BoE,False,False,2025-06-30T23:59:00Z
2025-07-24,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-07-24,EUR,USD,1.0296,ECB,False,False,2025-06-30T23:59:00Z
2025-07-24,GBP,USD,1.2342,BoE,False,False,2025-06-30T23:59:00Z
2025-07-25,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-07-25,EUR,USD,1.031,ECB,False,False,2025-06-30T23:59:00Z
2025-07-25,GBP,USD,1.2331,BoE,False,False,2025-06-30T23:59:00Z
2025-07-28,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-07-28,EUR,USD,1.0345,ECB,False,False,2025-06-30T23:59:00Z
2025-07-28,GBP,USD,1.2344,BoE,False,False,2025-06-30T23:59:00Z
2025-07-29,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-07-29,EUR,USD,1.0317,ECB,False,False,2025-06-30T23:59:00Z
2025-07-29,GBP,USD,1.2391,BoE,False,False,2025-06-30T23:59:00Z
2025-07-30,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-07-30,EUR,USD,1.0307,ECB,False,False,2025-06-30T23:59:00Z
2025-07-30,GBP,USD,1.2243,BoE,False,False,2025-06-30T23:59:00Z
2025-07-31,USD,USD,1.0,ECB,True,False,2025-06-30T23:59:00Z
2025-07-31,EUR,USD,1.028,ECB,True,False,2025-06-30T23:59:00Z
2025-07-31,GBP,USD,1.2301,BoE,True,False,2025-06-30T23:59:00Z
2025-08-01,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-08-01,EUR,USD,1.026,ECB,False,False,2025-06-30T23:59:00Z
2025-08-01,GBP,USD,1.2347,BoE,False,False,2025-06-30T23:59:00Z
2025-08-04,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-08-04,EUR,USD,1.0295,ECB,False,False,2025-06-30T23:59:00Z
2025-08-04,GBP,USD,1.2259,BoE,False,False,2025-06-30T23:59:00Z
2025-08-05,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-08-05,EUR,USD,1.0307,ECB,False,False,2025-06-30T23:59:00Z
2025-08-05,GBP,USD,1.238,BoE,False,False,2025-06-30T23:59:00Z
2025-08-06,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-08-06,EUR,USD,1.0361,ECB,False,False,2025-06-30T23:59:00Z
2025-08-06,GBP,USD,1.2335,BoE,False,False,2025-06-30T23:59:00Z
2025-08-07,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-08-07,EUR,USD,1.0311,ECB,False,False,2025-06-30T23:59:00Z
2025-08-07,GBP,USD,1.2353,BoE,False,False,2025-06-30T23:59:00Z
2025-08-08,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-08-08,EUR,USD,1.0336,ECB,False,False,2025-06-30T23:59:00Z
2025-08-08,GBP,USD,1.2295,BoE,False,False,2025-06-30T23:59:00Z
2025-08-11,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-08-11,EUR,USD,1.0291,ECB,False,False,2025-06-30T23:59:00Z
2025-08-11,GBP,USD,1.235,BoE,False,False,2025-06-30T23:59:00Z
2025-08-12,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-08-12,EUR,USD,1.027,ECB,False,False,2025-06-30T23:59:00Z
2025-08-12,GBP,USD,1.2359,BoE,False,False,2025-06-30T23:59:00Z
2025-08-13,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-08-13,EUR,USD,1.0276,ECB,False,False,2025-06-30T23:59:00Z
2025-08-13,GBP,USD,1.2324,BoE,False,False,2025-06-30T23:59:00Z
2025-08-14,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-08-14,EUR,USD,1.0282,ECB,False,False,2025-06-30T23:59:00Z
2025-08-14,GBP,USD,1.2323,BoE,False,False,2025-06-30T23:59:00Z
2025-08-15,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-08-15,EUR,USD,1.0367,ECB,False,False,2025-06-30T23:59:00Z
2025-08-15,GBP,USD,1.2324,BoE,False,False,2025-06-30T23:59:00Z
2025-08-18,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-08-18,EUR,USD,1.0278,ECB,False,False,2025-06-30T23:59:00Z
2025-08-18,GBP,USD,1.2277,BoE,False,False,2025-06-30T23:59:00Z
2025-08-19,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-08-19,EUR,USD,1.0327,ECB,False,False,2025-06-30T23:59:00Z
2025-08-19,GBP,USD,1.2305,BoE,False,False,2025-06-30T23:59:00Z
2025-08-20,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-08-20,EUR,USD,1.0274,ECB,False,False,2025-06-30T23:59:00Z
2025-08-20,GBP,USD,1.2304,BoE,False,False,2025-06-30T23:59:00Z
2025-08-21,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-08-21,EUR,USD,1.0328,ECB,False,False,2025-06-30T23:59:00Z
2025-08-21,GBP,USD,1.2324,BoE,False,False,2025-06-30T23:59:00Z
2025-08-22,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-08-22,EUR,USD,1.0311,ECB,False,False,2025-06-30T23:59:00Z
2025-08-22,GBP,USD,1.2348,BoE,False,False,2025-06-30T23:59:00Z
2025-08-25,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-08-25,EUR,USD,1.0294,ECB,False,False,2025-06-30T23:59:00Z
2025-08-25,GBP,USD,1.2264,BoE,False,False,2025-06-30T23:59:00Z
2025-08-26,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-08-26,EUR,USD,1.0297,ECB,False,False,2025-06-30T23:59:00Z
2025-08-26,GBP,USD,1.2301,BoE,False,False,2025-06-30T23:59:00Z
2025-08-27,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-08-27,EUR,USD,1.0278,ECB,False,False,2025-06-30T23:59:00Z
2025-08-27,GBP,USD,1.2364,BoE,False,False,2025-06-30T23:59:00Z
2025-08-28,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-08-28,EUR,USD,1.031,ECB,False,False,2025-06-30T23:59:00Z
2025-08-28,GBP,USD,1.2274,BoE,False,False,2025-06-30T23:59:00Z
2025-08-29,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-08-29,EUR,USD,1.0282,ECB,False,False,2025-06-30T23:59:00Z
2025-08-29,GBP,USD,1.227,BoE,False,False,2025-06-30T23:59:00Z
2025-09-01,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-09-01,EUR,USD,1.0258,ECB,False,False,2025-06-30T23:59:00Z
2025-09-01,GBP,USD,1.231,BoE,False,False,2025-06-30T23:59:00Z
2025-09-02,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-09-02,EUR,USD,1.0256,ECB,False,False,2025-06-30T23:59:00Z
2025-09-02,GBP,USD,1.2334,BoE,False,False,2025-06-30T23:59:00Z
2025-09-03,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-09-03,EUR,USD,1.0299,ECB,False,False,2025-06-30T23:59:00Z
2025-09-03,GBP,USD,1.23,BoE,False,False,2025-06-30T23:59:00Z
2025-09-04,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-09-04,EUR,USD,1.034,ECB,False,False,2025-06-30T23:59:00Z
2025-09-04,GBP,USD,1.2352,BoE,False,False,2025-06-30T23:59:00Z
2025-09-05,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-09-05,EUR,USD,1.0297,ECB,False,False,2025-06-30T23:59:00Z
2025-09-05,GBP,USD,1.2332,BoE,False,False,2025-06-30T23:59:00Z
2025-09-08,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-09-08,EUR,USD,1.0288,ECB,False,False,2025-06-30T23:59:00Z
2025-09-08,GBP,USD,1.233,BoE,False,False,2025-06-30T23:59:00Z
2025-09-09,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-09-09,EUR,USD,1.0299,ECB,False,False,2025-06-30T23:59:00Z
2025-09-09,GBP,USD,1.2318,BoE,False,False,2025-06-30T23:59:00Z
2025-09-10,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-09-10,EUR,USD,1.0329,ECB,False,False,2025-06-30T23:59:00Z
2025-09-10,GBP,USD,1.2388,BoE,False,False,2025-06-30T23:59:00Z
2025-09-11,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-09-11,EUR,USD,1.0296,ECB,False,False,2025-06-30T23:59:00Z
2025-09-11,GBP,USD,1.2285,BoE,False,False,2025-06-30T23:59:00Z
2025-09-12,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-09-12,EUR,USD,1.0276,ECB,False,False,2025-06-30T23:59:00Z
2025-09-12,GBP,USD,1.2212,BoE,False,False,2025-06-30T23:59:00Z
2025-09-15,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-09-15,EUR,USD,1.0321,ECB,False,False,2025-06-30T23:59:00Z
2025-09-15,GBP,USD,1.2356,BoE,False,False,2025-06-30T23:59:00Z
2025-09-16,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-09-16,EUR,USD,1.03,ECB,False,False,2025-06-30T23:59:00Z
2025-09-16,GBP,USD,1.2272,BoE,False,False,2025-06-30T23:59:00Z
2025-09-17,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-09-17,EUR,USD,1.0333,ECB,False,False,2025-06-30T23:59:00Z
2025-09-17,GBP,USD,1.2294,BoE,False,False,2025-06-30T23:59:00Z
2025-09-18,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-09-18,EUR,USD,1.0291,ECB,False,False,2025-06-30T23:59:00Z
2025-09-18,GBP,USD,1.2341,BoE,False,False,2025-06-30T23:59:00Z
2025-09-19,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-09-19,EUR,USD,1.0248,ECB,False,False,2025-06-30T23:59:00Z
2025-09-19,GBP,USD,1.2223,BoE,False,False,2025-06-30T23:59:00Z
2025-09-22,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-09-22,EUR,USD,1.0243,ECB,False,False,2025-06-30T23:59:00Z
2025-09-22,GBP,USD,1.2236,BoE,False,False,2025-06-30T23:59:00Z
2025-09-23,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-09-23,EUR,USD,1.0333,ECB,False,False,2025-06-30T23:59:00Z
2025-09-23,GBP,USD,1.2221,BoE,False,False,2025-06-30T23:59:00Z
2025-09-24,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-09-24,EUR,USD,1.0335,ECB,False,False,2025-06-30T23:59:00Z
2025-09-24,GBP,USD,1.2252,BoE,False,False,2025-06-30T23:59:00Z
2025-09-25,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-09-25,EUR,USD,1.0277,ECB,False,False,2025-06-30T23:59:00Z
2025-09-25,GBP,USD,1.2301,BoE,False,False,2025-06-30T23:59:00Z
2025-09-26,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-09-26,EUR,USD,1.027,ECB,False,False,2025-06-30T23:59:00Z
2025-09-26,GBP,USD,1.2303,BoE,False,False,2025-06-30T23:59:00Z
2025-09-29,USD,USD,1.0,ECB,False,False,2025-06-30T23:59:00Z
2025-09-29,EUR,USD,1.0325,ECB,False,False,2025-06-30T23:59:00Z
2025-09-29,GBP,USD,1.2292,BoE,False,False,2025-06-30T23:59:00Z
2025-09-30,USD,USD,1.0,ECB,True,True,2025-06-30T23:59:00Z
2025-09-30,EUR,USD,1.0247,ECB,True,True,2025-06-30T23:59:00Z
2025-09-30,GBP,USD,1.2223,BoE,True,True,2025-06-30T23:59:00Z
