sla_id,account_id,contract_id,period_start,period_end,sla_metric,contractual_target,actual_value,is_breach,breach_severity,credit_eligible,credit_calculated,credit_applied,credit_invoice_id,measured_at,data_source,is_disputed,dispute_resolution
SLA000161,ACC0046,CTR00083,2025-03-01,2025-03-31,ticket_response,4.0,8.7,True,major,True,830.0,False,,2025-03-31T23:59:00Z,monitoring_platform,False,
SLA000162,ACC0046,CTR00084,2025-01-01,2025-01-31,api_response_p99,500.0,1122.6,True,major,True,600.0,False,,2025-01-31T23:59:00Z,monitoring_platform,False,
SLA000163,ACC0046,CTR00084,2025-02-01,2025-02-28,data_sync_lag,60.0,239.3,True,minor,True,300.0,False,,2025-02-28T23:59:00Z,monitoring_platform,False,
SLA000164,ACC0046,CTR00084,2025-02-01,2025-02-28,uptime,99.9,97.895,True,minor,True,300.0,False,,2025-02-28T23:59:00Z,monitoring_platform,False,
SLA000165,ACC0046,CTR00084,2025-02-01,2025-02-28,ticket_response,4.0,6.2,True,major,True,600.0,False,,2025-02-28T23:59:00Z,monitoring_platform,False,
SLA000166,ACC0046,CTR00084,2025-05-01,2025-05-31,ticket_response,4.0,21.8,True,minor,True,300.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000167,ACC0047,CTR00085,2025-03-01,2025-03-31,uptime,99.9,99.328,True,minor,True,375.0,False,,2025-03-31T23:59:00Z,monitoring_platform,False,
SLA000168,ACC0048,CTR00086,2025-03-01,2025-03-31,data_sync_lag,60.0,78.9,True,major,True,805.0,False,,2025-03-31T23:59:00Z,monitoring_platform,False,
SLA000169,ACC0048,CTR00086,2025-03-01,2025-03-31,ticket_response,4.0,20.1,True,minor,True,402.5,False,,2025-03-31T23:59:00Z,monitoring_platform,False,
SLA000170,ACC0048,CTR00086,2025-05-01,2025-05-31,ticket_response,4.0,13.6,True,minor,True,402.5,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000171,ACC0048,CTR00086,2025-05-01,2025-05-31,uptime,99.9,98.423,True,major,True,805.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000172,ACC0048,CTR00087,2025-02-01,2025-02-28,api_response_p99,500.0,742.8,True,minor,True,350.0,False,,2025-02-28T23:59:00Z,monitoring_platform,False,
SLA000173,ACC0048,CTR00088,2025-06-01,2025-06-30,ticket_response,4.0,20.0,True,minor,True,337.5,False,,2025-06-30T23:59:00Z,monitoring_platform,False,
SLA000174,ACC0049,CTR00089,2025-04-01,2025-04-30,uptime,99.9,98.743,True,major,True,880.0,False,,2025-04-30T23:59:00Z,monitoring_platform,False,
SLA000175,ACC0049,CTR00089,2025-04-01,2025-04-30,data_sync_lag,60.0,253.9,True,minor,True,440.0,False,,2025-04-30T23:59:00Z,monitoring_platform,False,
SLA000176,ACC0049,CTR00090,2025-02-01,2025-02-28,data_sync_lag,60.0,146.2,True,major,True,650.0,False,,2025-02-28T23:59:00Z,monitoring_platform,False,
SLA000177,ACC0049,CTR00090,2025-02-01,2025-02-28,uptime,99.9,97.837,True,minor,True,325.0,False,,2025-02-28T23:59:00Z,monitoring_platform,False,
SLA000178,ACC0049,CTR00091,2025-01-01,2025-01-31,ticket_response,4.0,13.8,True,minor,True,350.0,False,,2025-01-31T23:59:00Z,monitoring_platform,False,
SLA000179,ACC0050,CTR00093,2025-05-01,2025-05-31,data_sync_lag,60.0,290.3,True,major,True,700.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000180,ACC0050,CTR00093,2025-05-01,2025-05-31,api_response_p99,500.0,876.1,True,major,True,700.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000181,ACC0050,CTR00093,2025-05-01,2025-05-31,uptime,99.9,97.591,True,major,True,700.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000182,ACC0050,CTR00093,2025-05-01,2025-05-31,ticket_response,4.0,13.8,True,minor,True,350.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000183,ACC0050,CTR00094,2025-03-01,2025-03-31,uptime,99.9,98.478,True,major,True,600.0,False,,2025-03-31T23:59:00Z,monitoring_platform,False,
SLA000184,ACC0050,CTR00094,2025-04-01,2025-04-30,ticket_response,4.0,8.0,True,major,True,600.0,False,,2025-04-30T23:59:00Z,monitoring_platform,False,
SLA000185,ACC0050,CTR00094,2025-04-01,2025-04-30,uptime,99.9,99.558,True,minor,True,300.0,False,,2025-04-30T23:59:00Z,monitoring_platform,False,
SLA000186,ACC0050,CTR00094,2025-04-01,2025-04-30,api_response_p99,500.0,869.4,True,minor,True,300.0,False,,2025-04-30T23:59:00Z,monitoring_platform,False,
SLA000187,ACC0051,CTR00096,2025-01-01,2025-01-31,data_sync_lag,60.0,247.1,True,minor,True,325.0,False,,2025-01-31T23:59:00Z,monitoring_platform,False,
SLA000188,ACC0052,CTR00097,2025-05-01,2025-05-31,uptime,99.9,98.697,True,minor,True,375.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000189,ACC0052,CTR00097,2025-05-01,2025-05-31,api_response_p99,500.0,1304.2,True,major,True,750.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000190,ACC0052,CTR00097,2025-06-01,2025-06-30,api_response_p99,500.0,713.4,True,minor,True,375.0,False,,2025-06-30T23:59:00Z,monitoring_platform,False,
SLA000191,ACC0052,CTR00098,2025-01-01,2025-01-31,ticket_response,4.0,16.8,True,major,True,625.0,False,,2025-01-31T23:59:00Z,monitoring_platform,False,
SLA000192,ACC0052,CTR00098,2025-03-01,2025-03-31,api_response_p99,500.0,743.1,True,major,True,625.0,False,,2025-03-31T23:59:00Z,monitoring_platform,False,
SLA000193,ACC0052,CTR00098,2025-04-01,2025-04-30,api_response_p99,500.0,1138.6,True,critical,True,1250.0,False,,2025-04-30T23:59:00Z,monitoring_platform,True,
SLA000194,ACC0052,CTR00098,2025-06-01,2025-06-30,api_response_p99,500.0,1247.5,True,critical,True,1250.0,False,,2025-06-30T23:59:00Z,monitoring_platform,False,
SLA000195,ACC0053,CTR00099,2025-01-01,2025-01-31,data_sync_lag,60.0,120.2,True,major,True,805.0,False,,2025-01-31T23:59:00Z,monitoring_platform,False,
SLA000196,ACC0053,CTR00099,2025-02-01,2025-02-28,api_response_p99,500.0,1037.1,True,minor,True,402.5,False,,2025-02-28T23:59:00Z,monitoring_platform,False,
SLA000197,ACC0053,CTR00099,2025-02-01,2025-02-28,uptime,99.9,97.792,True,major,True,805.0,False,,2025-02-28T23:59:00Z,monitoring_platform,False,
SLA000198,ACC0053,CTR00100,2025-04-01,2025-04-30,uptime,99.9,99.394,True,major,True,700.0,False,,2025-04-30T23:59:00Z,monitoring_platform,False,
SLA000199,ACC0053,CTR00100,2025-04-01,2025-04-30,ticket_response,4.0,9.7,True,critical,True,1400.0,False,,2025-04-30T23:59:00Z,monitoring_platform,False,
SLA000200,ACC0053,CTR00100,2025-04-01,2025-04-30,api_response_p99,500.0,658.4,True,minor,True,350.0,False,,2025-04-30T23:59:00Z,monitoring_platform,False,
SLA000201,ACC0053,CTR00100,2025-06-01,2025-06-30,api_response_p99,500.0,912.6,True,minor,True,350.0,False,,2025-06-30T23:59:00Z,monitoring_platform,False,
SLA000202,ACC0054,CTR00101,2025-03-01,2025-03-31,data_sync_lag,60.0,100.8,True,minor,True,375.0,False,,2025-03-31T23:59:00Z,monitoring_platform,False,
SLA000203,ACC0054,CTR00101,2025-03-01,2025-03-31,uptime,99.9,97.919,True,minor,True,375.0,False,,2025-03-31T23:59:00Z,monitoring_platform,False,
SLA000204,ACC0054,CTR00101,2025-03-01,2025-03-31,ticket_response,4.0,10.5,True,minor,True,375.0,False,,2025-03-31T23:59:00Z,monitoring_platform,False,
SLA000205,ACC0054,CTR00101,2025-04-01,2025-04-30,api_response_p99,500.0,1177.4,True,minor,True,375.0,False,,2025-04-30T23:59:00Z,monitoring_platform,False,
SLA000206,ACC0055,CTR00105,2025-04-01,2025-04-30,ticket_response,4.0,18.5,True,critical,True,1350.0,False,,2025-04-30T23:59:00Z,monitoring_platform,False,
SLA000207,ACC0056,CTR00107,2025-02-01,2025-02-28,uptime,99.9,98.39,True,minor,True,337.5,False,,2025-02-28T23:59:00Z,monitoring_platform,False,
SLA000208,ACC0056,CTR00107,2025-05-01,2025-05-31,api_response_p99,500.0,524.1,True,critical,True,1350.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000209,ACC0056,CTR00107,2025-05-01,2025-05-31,uptime,99.9,98.636,True,critical,True,1350.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000210,ACC0056,CTR00107,2025-05-01,2025-05-31,data_sync_lag,60.0,252.5,True,minor,True,337.5,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000211,ACC0057,CTR00108,2025-02-01,2025-02-28,api_response_p99,500.0,614.9,True,minor,True,362.5,False,,2025-02-28T23:59:00Z,monitoring_platform,False,
SLA000212,ACC0058,CTR00112,2025-03-01,2025-03-31,api_response_p99,500.0,738.6,True,minor,True,300.0,False,,2025-03-31T23:59:00Z,monitoring_platform,False,
SLA000213,ACC0058,CTR00112,2025-03-01,2025-03-31,ticket_response,4.0,5.9,True,major,True,600.0,False,,2025-03-31T23:59:00Z,monitoring_platform,False,
SLA000214,ACC0058,CTR00112,2025-04-01,2025-04-30,data_sync_lag,60.0,281.7,True,minor,True,300.0,False,,2025-04-30T23:59:00Z,monitoring_platform,False,
SLA000215,ACC0059,CTR00113,2025-05-01,2025-05-31,ticket_response,4.0,17.9,True,major,True,700.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000216,ACC0059,CTR00113,2025-05-01,2025-05-31,uptime,99.9,99.604,True,major,True,700.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000217,ACC0059,CTR00113,2025-05-01,2025-05-31,api_response_p99,500.0,1138.9,True,major,True,700.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000218,ACC0059,CTR00113,2025-05-01,2025-05-31,data_sync_lag,60.0,285.5,True,major,True,700.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000219,ACC0059,CTR00113,2025-06-01,2025-06-30,ticket_response,4.0,6.5,True,major,True,700.0,False,,2025-06-30T23:59:00Z,monitoring_platform,False,
SLA000220,ACC0060,CTR00115,2025-02-01,2025-02-28,ticket_response,4.0,22.1,True,major,True,825.0,False,,2025-02-28T23:59:00Z,monitoring_platform,False,
SLA000221,ACC0060,CTR00115,2025-02-01,2025-02-28,api_response_p99,500.0,786.1,True,major,True,825.0,False,,2025-02-28T23:59:00Z,monitoring_platform,False,
SLA000222,ACC0060,CTR00115,2025-03-01,2025-03-31,data_sync_lag,60.0,211.7,True,major,True,825.0,False,,2025-03-31T23:59:00Z,monitoring_platform,False,
SLA000223,ACC0060,CTR00115,2025-03-01,2025-03-31,api_response_p99,500.0,713.0,True,minor,True,412.5,False,,2025-03-31T23:59:00Z,monitoring_platform,False,
SLA000224,ACC0061,CTR00116,2025-01-01,2025-01-31,data_sync_lag,60.0,195.4,True,minor,True,400.0,False,,2025-01-31T23:59:00Z,monitoring_platform,False,
SLA000225,ACC0061,CTR00116,2025-01-01,2025-01-31,api_response_p99,500.0,659.0,True,minor,True,400.0,False,,2025-01-31T23:59:00Z,monitoring_platform,False,
SLA000226,ACC0061,CTR00116,2025-01-01,2025-01-31,ticket_response,4.0,17.8,True,minor,True,400.0,False,,2025-01-31T23:59:00Z,monitoring_platform,False,
SLA000227,ACC0061,CTR00116,2025-01-01,2025-01-31,uptime,99.9,98.034,True,critical,True,1600.0,False,,2025-01-31T23:59:00Z,monitoring_platform,False,
SLA000228,ACC0062,CTR00117,2025-06-01,2025-06-30,ticket_response,4.0,14.7,True,major,True,675.0,False,,2025-06-30T23:59:00Z,monitoring_platform,False,
SLA000229,ACC0062,CTR00117,2025-06-01,2025-06-30,api_response_p99,500.0,729.9,True,minor,True,337.5,False,,2025-06-30T23:59:00Z,monitoring_platform,False,
SLA000230,ACC0062,CTR00117,2025-06-01,2025-06-30,data_sync_lag,60.0,227.2,True,minor,True,337.5,False,,2025-06-30T23:59:00Z,monitoring_platform,False,
SLA000231,ACC0063,CTR00118,2025-01-01,2025-01-31,api_response_p99,500.0,934.7,True,minor,True,340.0,False,,2025-01-31T23:59:00Z,monitoring_platform,False,
SLA000232,ACC0063,CTR00118,2025-01-01,2025-01-31,data_sync_lag,60.0,204.1,True,minor,True,340.0,False,,2025-01-31T23:59:00Z,monitoring_platform,False,
SLA000233,ACC0063,CTR00118,2025-03-01,2025-03-31,data_sync_lag,60.0,147.8,True,minor,True,340.0,False,,2025-03-31T23:59:00Z,monitoring_platform,False,
SLA000234,ACC0063,CTR00118,2025-06-01,2025-06-30,uptime,99.9,97.956,True,minor,True,340.0,False,,2025-06-30T23:59:00Z,monitoring_platform,False,
SLA000235,ACC0065,CTR00121,2025-05-01,2025-05-31,ticket_response,4.0,16.2,True,minor,True,350.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000236,ACC0065,CTR00121,2025-06-01,2025-06-30,api_response_p99,500.0,1238.9,True,minor,True,350.0,False,,2025-06-30T23:59:00Z,monitoring_platform,False,
SLA000237,ACC0065,CTR00122,2025-02-01,2025-02-28,uptime,99.9,99.578,True,major,True,700.0,False,,2025-02-28T23:59:00Z,monitoring_platform,False,
SLA000238,ACC0066,CTR00123,2025-01-01,2025-01-31,uptime,99.9,98.069,True,critical,True,1410.0,False,,2025-01-31T23:59:00Z,monitoring_platform,False,
SLA000239,ACC0066,CTR00123,2025-03-01,2025-03-31,api_response_p99,500.0,760.3,True,minor,True,352.5,False,,2025-03-31T23:59:00Z,monitoring_platform,False,
SLA000240,ACC0066,CTR00123,2025-06-01,2025-06-30,ticket_response,4.0,11.0,True,minor,True,352.5,False,,2025-06-30T23:59:00Z,monitoring_platform,False,
SLA000241,ACC0066,CTR00123,2025-06-01,2025-06-30,data_sync_lag,60.0,168.7,True,minor,True,352.5,False,,2025-06-30T23:59:00Z,monitoring_platform,False,
SLA000242,ACC0066,CTR00123,2025-06-01,2025-06-30,uptime,99.9,99.43,True,minor,True,352.5,False,,2025-06-30T23:59:00Z,monitoring_platform,True,
SLA000243,ACC0067,CTR00124,2025-03-01,2025-03-31,data_sync_lag,60.0,212.4,True,major,True,655.0,False,,2025-03-31T23:59:00Z,monitoring_platform,False,
SLA000244,ACC0067,CTR00124,2025-03-01,2025-03-31,ticket_response,4.0,16.0,True,minor,True,327.5,False,,2025-03-31T23:59:00Z,monitoring_platform,False,
SLA000245,ACC0067,CTR00124,2025-03-01,2025-03-31,api_response_p99,500.0,1136.2,True,critical,True,1310.0,False,,2025-03-31T23:59:00Z,monitoring_platform,False,
SLA000246,ACC0067,CTR00125,2025-02-01,2025-02-28,uptime,99.9,97.68,True,major,True,625.0,False,,2025-02-28T23:59:00Z,monitoring_platform,False,
SLA000247,ACC0068,CTR00127,2025-06-01,2025-06-30,data_sync_lag,60.0,232.0,True,major,True,950.0,False,,2025-06-30T23:59:00Z,monitoring_platform,False,
SLA000248,ACC0068,CTR00127,2025-06-01,2025-06-30,api_response_p99,500.0,1110.6,True,minor,True,475.0,False,,2025-06-30T23:59:00Z,monitoring_platform,False,
SLA000249,ACC0069,CTR00128,2025-03-01,2025-03-31,uptime,99.9,98.641,True,major,True,800.0,False,,2025-03-31T23:59:00Z,monitoring_platform,False,
SLA000250,ACC0069,CTR00128,2025-05-01,2025-05-31,ticket_response,4.0,20.7,True,minor,True,400.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000251,ACC0069,CTR00128,2025-06-01,2025-06-30,uptime,99.9,98.086,True,major,True,800.0,False,,2025-06-30T23:59:00Z,monitoring_platform,False,
SLA000252,ACC0069,CTR00128,2025-06-01,2025-06-30,ticket_response,4.0,15.9,True,critical,True,1600.0,False,,2025-06-30T23:59:00Z,monitoring_platform,False,
SLA000253,ACC0069,CTR00129,2025-04-01,2025-04-30,data_sync_lag,60.0,169.1,True,critical,True,1400.0,False,,2025-04-30T23:59:00Z,monitoring_platform,False,
SLA000254,ACC0070,CTR00130,2025-02-01,2025-02-28,uptime,99.9,99.161,True,minor,True,315.0,False,,2025-02-28T23:59:00Z,monitoring_platform,False,
SLA000255,ACC0071,CTR00132,2025-04-01,2025-04-30,api_response_p99,500.0,725.9,True,minor,True,415.0,False,,2025-04-30T23:59:00Z,monitoring_platform,False,
SLA000256,ACC0071,CTR00132,2025-04-01,2025-04-30,uptime,99.9,98.192,True,critical,True,1660.0,False,,2025-04-30T23:59:00Z,monitoring_platform,False,
SLA000257,ACC0071,CTR00132,2025-04-01,2025-04-30,data_sync_lag,60.0,62.2,True,major,True,830.0,False,,2025-04-30T23:59:00Z,monitoring_platform,False,
SLA000258,ACC0071,CTR00132,2025-05-01,2025-05-31,uptime,99.9,99.817,True,minor,True,415.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000259,ACC0071,CTR00132,2025-06-01,2025-06-30,uptime,99.9,98.082,True,minor,True,415.0,False,,2025-06-30T23:59:00Z,monitoring_platform,False,
SLA000260,ACC0071,CTR00132,2025-06-01,2025-06-30,data_sync_lag,60.0,260.1,True,major,True,830.0,False,,2025-06-30T23:59:00Z,monitoring_platform,False,
SLA000261,ACC0071,CTR00133,2025-02-01,2025-02-28,api_response_p99,500.0,742.8,True,minor,True,300.0,False,,2025-02-28T23:59:00Z,monitoring_platform,False,
SLA000262,ACC0073,CTR00136,2025-04-01,2025-04-30,uptime,99.9,98.046,True,minor,True,425.0,False,,2025-04-30T23:59:00Z,monitoring_platform,False,
SLA000263,ACC0073,CTR00136,2025-04-01,2025-04-30,ticket_response,4.0,16.0,True,major,True,850.0,False,,2025-04-30T23:59:00Z,monitoring_platform,False,
SLA000264,ACC0073,CTR00136,2025-04-01,2025-04-30,api_response_p99,500.0,643.3,True,minor,True,425.0,False,,2025-04-30T23:59:00Z,monitoring_platform,False,
SLA000265,ACC0073,CTR00136,2025-06-01,2025-06-30,ticket_response,4.0,21.3,True,minor,True,425.0,False,,2025-06-30T23:59:00Z,monitoring_platform,False,
SLA000266,ACC0073,CTR00137,2025-04-01,2025-04-30,api_response_p99,500.0,930.4,True,minor,True,312.5,False,,2025-04-30T23:59:00Z,monitoring_platform,False,
SLA000267,ACC0073,CTR00137,2025-04-01,2025-04-30,uptime,99.9,97.657,True,major,True,625.0,False,,2025-04-30T23:59:00Z,monitoring_platform,False,
SLA000268,ACC0073,CTR00137,2025-06-01,2025-06-30,uptime,99.9,99.02,True,minor,True,312.5,False,,2025-06-30T23:59:00Z,monitoring_platform,False,
SLA000269,ACC0074,CTR00138,2025-05-01,2025-05-31,api_response_p99,500.0,663.8,True,critical,True,1410.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000270,ACC0074,CTR00139,2025-04-01,2025-04-30,api_response_p99,500.0,1192.5,True,critical,True,1250.0,False,,2025-04-30T23:59:00Z,monitoring_platform,False,
SLA000271,ACC0074,CTR00139,2025-04-01,2025-04-30,ticket_response,4.0,12.1,True,major,True,625.0,False,,2025-04-30T23:59:00Z,monitoring_platform,False,
SLA000272,ACC0074,CTR00139,2025-04-01,2025-04-30,data_sync_lag,60.0,252.4,True,major,True,625.0,False,,2025-04-30T23:59:00Z,monitoring_platform,False,
SLA000273,ACC0074,CTR00139,2025-05-01,2025-05-31,data_sync_lag,60.0,192.6,True,minor,True,312.5,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000274,ACC0074,CTR00139,2025-06-01,2025-06-30,ticket_response,4.0,12.7,True,minor,True,312.5,False,,2025-06-30T23:59:00Z,monitoring_platform,False,
SLA000275,ACC0074,CTR00140,2025-02-01,2025-02-28,ticket_response,4.0,21.1,True,critical,True,1350.0,False,,2025-02-28T23:59:00Z,monitoring_platform,False,
SLA000276,ACC0075,CTR00141,2025-01-01,2025-01-31,api_response_p99,500.0,939.3,True,minor,True,450.0,False,,2025-01-31T23:59:00Z,monitoring_platform,False,
SLA000277,ACC0075,CTR00141,2025-01-01,2025-01-31,ticket_response,4.0,15.3,True,major,True,900.0,False,,2025-01-31T23:59:00Z,monitoring_platform,False,
SLA000278,ACC0075,CTR00141,2025-01-01,2025-01-31,data_sync_lag,60.0,176.4,True,major,True,900.0,False,,2025-01-31T23:59:00Z,monitoring_platform,False,
SLA000279,ACC0075,CTR00141,2025-05-01,2025-05-31,data_sync_lag,60.0,259.1,True,minor,True,450.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000280,ACC0075,CTR00141,2025-05-01,2025-05-31,uptime,99.9,98.101,True,minor,True,450.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000281,ACC0075,CTR00141,2025-05-01,2025-05-31,ticket_response,4.0,20.1,True,major,True,900.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000282,ACC0075,CTR00141,2025-05-01,2025-05-31,api_response_p99,500.0,1293.6,True,minor,True,450.0,False,,2025-05-31T23:59:00Z,monitoring_platform,True,
SLA000283,ACC0076,CTR00142,2025-04-01,2025-04-30,ticket_response,4.0,4.8,True,critical,True,1400.0,False,,2025-04-30T23:59:00Z,monitoring_platform,False,
SLA000284,ACC0077,CTR00143,2025-01-01,2025-01-31,data_sync_lag,60.0,174.1,True,minor,True,452.5,False,,2025-01-31T23:59:00Z,monitoring_platform,False,
SLA000285,ACC0077,CTR00143,2025-03-01,2025-03-31,uptime,99.9,99.556,True,minor,True,452.5,False,,2025-03-31T23:59:00Z,monitoring_platform,False,
SLA000286,ACC0077,CTR00143,2025-03-01,2025-03-31,data_sync_lag,60.0,116.8,True,minor,True,452.5,False,,2025-03-31T23:59:00Z,monitoring_platform,False,
SLA000287,ACC0077,CTR00143,2025-03-01,2025-03-31,api_response_p99,500.0,533.0,True,major,True,905.0,False,,2025-03-31T23:59:00Z,monitoring_platform,False,
SLA000288,ACC0078,CTR00144,2025-03-01,2025-03-31,api_response_p99,500.0,912.0,True,minor,True,337.5,False,,2025-03-31T23:59:00Z,monitoring_platform,False,
SLA000289,ACC0078,CTR00144,2025-03-01,2025-03-31,uptime,99.9,99.699,True,major,True,675.0,False,,2025-03-31T23:59:00Z,monitoring_platform,False,
SLA000290,ACC0078,CTR00144,2025-03-01,2025-03-31,ticket_response,4.0,19.7,True,major,True,675.0,False,,2025-03-31T23:59:00Z,monitoring_platform,False,
SLA000291,ACC0078,CTR00144,2025-05-01,2025-05-31,ticket_response,4.0,20.6,True,minor,True,337.5,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000292,ACC0078,CTR00144,2025-05-01,2025-05-31,uptime,99.9,97.838,True,major,True,675.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000293,ACC0078,CTR00144,2025-06-01,2025-06-30,data_sync_lag,60.0,265.5,True,minor,True,337.5,False,,2025-06-30T23:59:00Z,monitoring_platform,False,
SLA000294,ACC0078,CTR00145,2025-04-01,2025-04-30,api_response_p99,500.0,779.6,True,critical,True,1300.0,False,,2025-04-30T23:59:00Z,monitoring_platform,False,
SLA000295,ACC0078,CTR00145,2025-05-01,2025-05-31,uptime,99.9,99.847,True,minor,True,325.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000296,ACC0079,CTR00148,2025-05-01,2025-05-31,uptime,99.9,98.084,True,critical,True,1400.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000297,ACC0079,CTR00148,2025-05-01,2025-05-31,data_sync_lag,60.0,161.3,True,major,True,700.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000298,ACC0079,CTR00148,2025-05-01,2025-05-31,ticket_response,4.0,12.5,True,minor,True,350.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000299,ACC0079,CTR00148,2025-05-01,2025-05-31,api_response_p99,500.0,1398.3,True,minor,True,350.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000300,ACC0080,CTR00149,2025-01-01,2025-01-31,uptime,99.9,98.645,True,minor,True,427.5,False,,2025-01-31T23:59:00Z,monitoring_platform,False,
SLA000301,ACC0080,CTR00149,2025-02-01,2025-02-28,ticket_response,4.0,21.8,True,minor,True,427.5,False,,2025-02-28T23:59:00Z,monitoring_platform,False,
SLA000302,ACC0081,CTR00151,2025-02-01,2025-02-28,api_response_p99,500.0,1499.9,True,major,True,625.0,False,,2025-02-28T23:59:00Z,monitoring_platform,False,
SLA000303,ACC0081,CTR00151,2025-06-01,2025-06-30,data_sync_lag,60.0,158.5,True,minor,True,312.5,False,,2025-06-30T23:59:00Z,monitoring_platform,False,
SLA000304,ACC0082,CTR00153,2025-01-01,2025-01-31,ticket_response,4.0,10.3,True,major,True,680.0,False,,2025-01-31T23:59:00Z,monitoring_platform,False,
SLA000305,ACC0082,CTR00153,2025-01-01,2025-01-31,api_response_p99,500.0,1059.9,True,major,True,680.0,False,,2025-01-31T23:59:00Z,monitoring_platform,False,
SLA000306,ACC0082,CTR00153,2025-02-01,2025-02-28,uptime,99.9,97.944,True,major,True,680.0,False,,2025-02-28T23:59:00Z,monitoring_platform,False,
SLA000307,ACC0082,CTR00153,2025-05-01,2025-05-31,data_sync_lag,60.0,270.8,True,minor,True,340.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000308,ACC0082,CTR00153,2025-06-01,2025-06-30,ticket_response,4.0,10.0,True,major,True,680.0,False,,2025-06-30T23:59:00Z,monitoring_platform,False,
SLA000309,ACC0082,CTR00154,2025-02-01,2025-02-28,api_response_p99,500.0,601.7,True,minor,True,312.5,False,,2025-02-28T23:59:00Z,monitoring_platform,False,
SLA000310,ACC0082,CTR00154,2025-05-01,2025-05-31,ticket_response,4.0,5.5,True,major,True,625.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000311,ACC0082,CTR00154,2025-05-01,2025-05-31,uptime,99.9,99.348,True,critical,True,1250.0,False,,2025-05-31T23:59:00Z,monitoring_platform,False,
SLA000312,ACC0082,CTR00154,2025-06-01,2025-06-30,api_response_p99,500.0,1264.5,True,minor,True,312.5,False,,2025-06-30T23:59:00Z,monitoring_platform,False,
SLA000313,ACC0083,CTR00155,2025-01-01,2025-01-31,ticket_response,4.0,23.8,True,critical,True,1900.0,False,,2025-01-31T23:59:00Z,monitoring_platform,False,
SLA000314,ACC0083,CTR00155,2025-03-01,2025-03-31,ticket_response,4.0,9.8,True,major,True,950.0,False,,2025-03-31T23:59:00Z,monitoring_platform,False,
SLA000315,ACC0083,CTR00156,2025-02-01,2025-02-28,uptime,99.9,98.358,True,minor,True,300.0,False,,2025-02-28T23:59:00Z,monitoring_platform,False,
SLA000316,ACC0083,CTR00156,2025-02-01,2025-02-28,ticket_response,4.0,21.0,True,major,True,600.0,False,,2025-02-28T23:59:00Z,monitoring_platform,False,
SLA000317,ACC0084,CTR00157,2025-01-01,2025-01-31,uptime,99.9,99.415,True,major,True,785.0,False,,2025-01-31T23:59:00Z,monitoring_platform,False,
SLA000318,ACC0084,CTR00157,2025-01-01,2025-01-31,api_response_p99,500.0,594.1,True,major,True,785.0,False,,2025-01-31T23:59:00Z,monitoring_platform,False,
SLA000319,ACC0084,CTR00157,2025-01-01,2025-01-31,ticket_response,4.0,21.9,True,major,True,785.0,False,,2025-01-31T23:59:00Z,monitoring_platform,False,
SLA000320,ACC0084,CTR00157,2025-01-01,2025-01-31,data_sync_lag,60.0,166.1,True,critical,True,1570.0,False,,2025-01-31T23:59:00Z,monitoring_platform,False,
SLA000321,ACC0084,CTR00157,2025-04-01,2025-04-30,ticket_response,4.0,21.1,True,minor,True,392.5,False,,2025-04-30T23:59:00Z,monitoring_platform,True,
