subscription_id,signup_id,customer_id,plan_id,start_date,end_date,mrr_amount,billing_cycle,cancellation_reason,renewal_count,discount_pct,payment_method,auto_renew
SUB-000698,SGN-003162,CUST-00658,Professional,2023-06-17,,9201.71,Monthly,,7,0.05,Wire Transfer,False
SUB-000699,SGN-001467,CUST-00659,Starter,2023-10-27,,7427.43,Monthly,,5,0.15,ACH,False
SUB-000700,SGN-002021,CUST-00660,Enterprise,2023-12-28,,2191.85,Annual,,6,0.0,Credit Card,False
SUB-000701,SGN-005211,CUST-00661,Enterprise,2023-06-30,2023-08-13,5545.05,Annual,Budget cuts,1,0.15,Wire Transfer,True
SUB-000702,SGN-005212,CUST-00661,Growth,2023-12-03,2024-06-30,11347.72,Annual,Budget cuts,7,0.0,ACH,True
SUB-000703,SGN-003370,CUST-00662,Enterprise,2022-04-08,2022-11-02,7893.95,Annual,Switched to competitor,4,0.0,ACH,False
SUB-000704,SGN-000406,CUST-00663,Growth,2023-08-26,2024-02-20,11968.54,Annual,Switched to competitor,6,0.05,ACH,False
SUB-000705,SGN-001556,CUST-00664,Enterprise,2023-10-05,,3218.71,Monthly,,9,0.0,Credit Card,False
SUB-000706,SGN-000621,CUST-00665,Enterprise Plus,2023-08-28,,7306.74,Monthly,,4,0.05,Wire Transfer,False
SUB-000707,SGN-004733,CUST-00666,Growth,2023-02-22,,7602.73,Monthly,,2,0.0,ACH,True
SUB-000708,SGN-002668,CUST-00667,Starter,2023-04-25,,6229.83,Annual,,9,0.0,Credit Card,False
SUB-000709,SGN-004840,CUST-00668,Starter,2022-05-04,,1226.16,Monthly,,8,0.0,Wire Transfer,False
SUB-000710,SGN-001376,CUST-00669,Enterprise,2023-10-22,,10917.88,Annual,,8,0.05,Credit Card,True
SUB-000711,SGN-003621,CUST-00670,Starter,2022-09-18,,4461.59,Monthly,,4,0.0,Wire Transfer,True
SUB-000712,SGN-004209,CUST-00671,Professional,2023-05-31,2023-02-17,4607.48,Annual,Switched to competitor,3,0.0,Credit Card,True
SUB-000713,SGN-004210,CUST-00671,Starter,2023-09-24,,7628.3,Annual,,1,0.0,Invoice,True
SUB-000714,SGN-006162,CUST-00672,Professional,2024-02-19,,3298.64,Annual,,5,0.0,Invoice,False
SUB-000715,SGN-001140,CUST-00673,Growth,2023-09-28,,7473.05,Monthly,,7,0.0,ACH,True
SUB-000716,SGN-001778,CUST-00674,Starter,2023-11-17,,9813.21,Monthly,,3,0.0,Invoice,True
SUB-000717,SGN-000682,CUST-00675,Growth,2023-08-28,2024-06-30,10564.05,Monthly,Company acquired/merged,1,0.0,Wire Transfer,True
SUB-000718,SGN-001531,CUST-00676,Professional,2023-10-31,2024-06-30,10284.27,Annual,Support dissatisfaction,6,0.0,Credit Card,True
SUB-000719,SGN-000261,CUST-00677,Growth,2023-07-27,,3107.46,Annual,,8,0.05,ACH,True
SUB-000720,SGN-004340,CUST-00678,Starter,2022-08-10,2023-03-05,10617.21,Monthly,Switched to competitor,1,0.0,Credit Card,False
SUB-000721,SGN-006064,CUST-00679,Starter,2024-04-28,,1637.98,Monthly,,9,0.0,Credit Card,True
SUB-000722,SGN-004896,CUST-00680,Growth,2023-03-24,,2322.96,Monthly,,1,0.05,Invoice,True
SUB-000723,SGN-001509,CUST-00681,Starter,2023-10-28,,4738.56,Monthly,,9,0.15,ACH,True
SUB-000724,SGN-001338,CUST-00682,Growth,2023-10-01,,2792.33,Annual,,3,0.0,Credit Card,True
SUB-000725,SGN-002723,CUST-00683,Enterprise,2022-03-25,2023-01-19,10604.54,Monthly,Switched to competitor,4,0.0,Invoice,True
SUB-000726,SGN-002724,CUST-00683,Professional,2023-07-25,,5651.89,Monthly,,1,0.1,Invoice,True
SUB-000727,SGN-004011,CUST-00684,Enterprise,2022-01-02,,11132.31,Monthly,,9,0.15,Credit Card,True
SUB-000728,SGN-005870,CUST-00685,Starter,2024-01-18,,5886.32,Annual,,7,0.0,Credit Card,True
SUB-000729,SGN-004028,CUST-00686,Enterprise Plus,2023-01-15,,11013.41,Monthly,,3,0.05,ACH,True
SUB-000730,SGN-004315,CUST-00687,Starter,2023-01-15,2023-06-17,5203.43,Monthly,Company acquired/merged,9,0.05,Invoice,True
SUB-000731,SGN-004316,CUST-00687,Growth,2023-08-17,,9798.54,Monthly,,1,0.0,Wire Transfer,True
SUB-000732,SGN-000286,CUST-00688,Starter,2023-07-21,,6352.85,Monthly,,2,0.0,Invoice,True
SUB-000733,SGN-002029,CUST-00689,Starter,2023-12-03,,11212.66,Annual,,6,0.0,Credit Card,True
SUB-000734,SGN-001655,CUST-00690,Professional,2023-11-30,,10902.02,Monthly,,0,0.0,Invoice,True
SUB-000735,SGN-000718,CUST-00691,Starter,2023-08-26,,8647.44,Monthly,,3,0.0,Credit Card,True
SUB-000736,SGN-004125,CUST-00692,Growth,2022-12-20,2023-05-31,5020.1,Annual,Switched to competitor,3,0.15,Credit Card,True
SUB-000737,SGN-001919,CUST-00693,Starter,2023-11-19,,8882.77,Monthly,,4,0.1,Credit Card,True
SUB-000738,SGN-000525,CUST-00694,Professional,2023-08-07,,7562.16,Annual,,6,0.05,Invoice,True
SUB-000739,SGN-002841,CUST-00695,Professional,2022-12-27,,5653.99,Monthly,,3,0.0,ACH,False
SUB-000740,SGN-003380,CUST-00696,Starter,2023-06-22,,3855.12,Annual,,4,0.0,Invoice,True
SUB-000741,SGN-003622,CUST-00697,Enterprise,2023-03-26,,4603.35,Monthly,,5,0.15,Wire Transfer,True
SUB-000742,SGN-002467,CUST-00698,Growth,2022-05-02,,7415.47,Annual,,2,0.1,Invoice,True
SUB-000743,SGN-005666,CUST-00699,Professional,2022-09-11,,5816.01,Monthly,,4,0.0,Wire Transfer,True
SUB-000744,SGN-006264,CUST-00700,Professional,2024-03-12,,7956.36,Monthly,,3,0.1,Wire Transfer,True
SUB-000745,SGN-001701,CUST-00701,Starter,2023-11-05,,1475.14,Annual,,4,0.0,ACH,True
SUB-000746,SGN-000611,CUST-00702,Starter,2023-08-01,,11417.49,Monthly,,3,0.0,ACH,False
SUB-000747,SGN-001915,CUST-00703,Professional,2023-11-14,2024-06-30,11474.79,Monthly,Switched to competitor,5,0.0,Invoice,True
SUB-000748,SGN-003427,CUST-00704,Enterprise,2022-12-05,,10993.1,Annual,,8,0.05,ACH,True
SUB-000749,SGN-000090,CUST-00705,Professional,2023-07-10,,10203.66,Annual,,3,0.15,ACH,True
SUB-000750,SGN-005972,CUST-00706,Enterprise,2024-02-13,,6164.5,Monthly,,4,0.0,Invoice,False
SUB-000751,SGN-006307,CUST-00707,Starter,2024-04-04,,8149.81,Monthly,,3,0.0,Invoice,True
SUB-000752,SGN-003194,CUST-00708,Starter,2022-01-17,,9919.49,Monthly,,7,0.0,ACH,True
SUB-000753,SGN-000142,CUST-00709,Growth,2023-07-15,,2968.48,Annual,,4,0.0,Credit Card,True
SUB-000754,SGN-002280,CUST-00710,Growth,2023-12-06,,2494.02,Monthly,,7,0.0,Wire Transfer,False
SUB-000755,SGN-000853,CUST-00711,Starter,2023-09-18,,1987.99,Annual,,7,0.05,Credit Card,True
SUB-000756,SGN-005752,CUST-00712,Starter,2024-06-12,,10189.06,Monthly,,9,0.0,Credit Card,True
SUB-000757,SGN-000849,CUST-00713,Starter,2023-09-05,,8570.61,Monthly,,9,0.0,ACH,True
SUB-000758,SGN-006276,CUST-00714,Enterprise Plus,2024-05-10,,1257.8,Monthly,,7,0.0,Wire Transfer,True
SUB-000759,SGN-001255,CUST-00715,Professional,2023-10-05,,5636.01,Annual,,9,0.0,Credit Card,True
SUB-000760,SGN-004673,CUST-00716,Enterprise,2023-04-08,2024-06-30,3396.49,Annual,Missing features,1,0.0,Credit Card,False
SUB-000761,SGN-000182,CUST-00717,Professional,2023-07-09,,9511.85,Monthly,,3,0.0,Invoice,True
SUB-000762,SGN-001737,CUST-00718,Growth,2023-11-03,,11314.14,Monthly,,8,0.0,Invoice,True
SUB-000763,SGN-000428,CUST-00719,Growth,2023-08-09,,6831.21,Annual,,9,0.05,Invoice,False
SUB-000764,SGN-000815,CUST-00720,Starter,2023-09-12,,7515.05,Monthly,,6,0.15,ACH,True
SUB-000765,SGN-000391,CUST-00721,Starter,2023-07-26,2024-06-30,1755.63,Monthly,Low product usage,3,0.0,ACH,True
SUB-000766,SGN-000293,CUST-00722,Starter,2023-07-31,,11667.43,Annual,,8,0.1,Invoice,True
SUB-000767,SGN-004889,CUST-00723,Professional,2023-02-19,2024-02-07,9139.27,Monthly,Switched to competitor,6,0.1,Credit Card,True
SUB-000768,SGN-000918,CUST-00724,Professional,2023-09-24,2024-04-29,10566.53,Annual,Switched to competitor,0,0.1,Credit Card,False
SUB-000769,SGN-004489,CUST-00725,Growth,2023-03-08,2023-06-20,7611.92,Annual,Switched to competitor,4,0.0,Wire Transfer,False
SUB-000770,SGN-004490,CUST-00725,Starter,2023-08-21,,3261.04,Monthly,,8,0.0,ACH,False
SUB-000771,SGN-002163,CUST-00726,Professional,2023-12-08,,4462.12,Monthly,,7,0.0,Invoice,True
SUB-000772,SGN-004436,CUST-00727,Enterprise,2022-10-01,,11017.05,Annual,,7,0.15,Credit Card,False
SUB-000773,SGN-004382,CUST-00728,Starter,2022-08-16,2022-10-28,9411.37,Annual,Switched to competitor,0,0.0,ACH,True
SUB-000774,SGN-003487,CUST-00729,Professional,2022-06-25,,4213.62,Annual,,3,0.05,Invoice,True
SUB-000775,SGN-000585,CUST-00730,Starter,2023-08-03,,5443.02,Monthly,,7,0.15,Invoice,True
SUB-000776,SGN-002695,CUST-00731,Growth,2023-04-12,,10618.45,Annual,,9,0.0,Wire Transfer,False
SUB-000777,SGN-004899,CUST-00732,Growth,2022-08-13,,8885.67,Annual,,3,0.0,Wire Transfer,True
SUB-000778,SGN-002023,CUST-00733,Enterprise,2023-12-31,,1520.84,Monthly,,8,0.05,Wire Transfer,True
SUB-000779,SGN-001888,CUST-00734,Growth,2023-11-25,,2161.44,Monthly,,2,0.15,Wire Transfer,True
SUB-000780,SGN-002226,CUST-00735,Enterprise,2023-12-27,,11853.6,Monthly,,2,0.0,ACH,True
SUB-000781,SGN-005757,CUST-00736,Professional,2024-06-10,,2622.05,Annual,,2,0.15,Credit Card,True
SUB-000782,SGN-005125,CUST-00737,Starter,2023-01-21,,8701.51,Monthly,,4,0.05,Invoice,False
SUB-000783,SGN-000547,CUST-00738,Growth,2023-08-23,,9127.3,Monthly,,3,0.1,Wire Transfer,True
SUB-000784,SGN-000192,CUST-00739,Professional,2023-07-05,,7926.35,Monthly,,3,0.0,Wire Transfer,True
SUB-000785,SGN-002449,CUST-00740,Starter,2022-03-25,,7126.76,Annual,,4,0.0,Credit Card,True
SUB-000786,SGN-001187,CUST-00741,Professional,2023-09-19,,1053.52,Monthly,,1,0.0,Wire Transfer,True
SUB-000787,SGN-000486,CUST-00742,Starter,2023-08-05,,9066.82,Monthly,,7,0.0,Credit Card,True
SUB-000788,SGN-001235,CUST-00743,Enterprise,2023-10-01,,11894.67,Monthly,,6,0.0,ACH,True
SUB-000789,SGN-002778,CUST-00744,Growth,2023-01-18,,1636.84,Monthly,,6,0.0,Credit Card,True
SUB-000790,SGN-003847,CUST-00745,Starter,2022-05-05,,3562.72,Annual,,8,0.05,Wire Transfer,True
SUB-000791,SGN-002666,CUST-00746,Growth,2023-01-25,,10715.51,Monthly,,9,0.0,ACH,False
SUB-000792,SGN-004090,CUST-00747,Enterprise,2023-03-01,,9409.48,Monthly,,8,0.0,ACH,True
SUB-000793,SGN-000100,CUST-00748,Enterprise Plus,2023-07-23,,4401.38,Annual,,8,0.0,Wire Transfer,False
SUB-000794,SGN-002439,CUST-00749,Starter,2022-05-15,,8906.46,Monthly,,3,0.0,ACH,True
SUB-000795,SGN-002320,CUST-00750,Professional,2023-12-16,,5517.8,Monthly,,5,0.0,Credit Card,True
SUB-000796,SGN-001730,CUST-00751,Enterprise,2023-11-09,,6909.74,Annual,,7,0.0,Invoice,False
SUB-000797,SGN-000008,CUST-00752,Growth,2023-07-13,,2913.19,Annual,,5,0.0,Invoice,True
SUB-000798,SGN-001522,CUST-00753,Starter,2023-10-12,,4387.26,Monthly,,6,0.0,Wire Transfer,False
SUB-000799,SGN-005393,CUST-00754,Enterprise,2022-10-20,,4065.39,Monthly,,0,0.0,ACH,True
SUB-000800,SGN-004332,CUST-00755,Starter,2023-02-23,2023-01-18,1623.65,Monthly,Budget cuts,5,0.0,Credit Card,True
SUB-000801,SGN-004333,CUST-00755,Starter,2023-08-24,,11467.66,Monthly,,3,0.0,Credit Card,True
SUB-000802,SGN-000978,CUST-00756,Starter,2023-09-23,,3465.7,Annual,,8,0.15,Wire Transfer,True
SUB-000803,SGN-005112,CUST-00757,Professional,2022-06-16,2023-05-25,10288.26,Monthly,Low product usage,7,0.0,Invoice,True
SUB-000804,SGN-005113,CUST-00757,Starter,2023-07-08,,5305.59,Monthly,,3,0.1,Credit Card,True
SUB-000805,SGN-000007,CUST-00758,Starter,2023-07-04,,4377.87,Monthly,,3,0.0,Invoice,False
SUB-000806,SGN-004016,CUST-00759,Enterprise,2022-01-19,2023-02-16,3078.65,Monthly,Price increase,5,0.1,Wire Transfer,True
SUB-000807,SGN-006029,CUST-00760,Starter,2024-02-29,,4238.09,Monthly,,4,0.0,Invoice,True
SUB-000808,SGN-002498,CUST-00761,Enterprise,2022-07-06,,4126.06,Monthly,,1,0.0,Credit Card,False
SUB-000809,SGN-005856,CUST-00762,Enterprise,2024-02-08,,6979.97,Annual,,7,0.05,Credit Card,True
SUB-000810,SGN-005919,CUST-00763,Starter,2024-04-09,,5310.01,Monthly,,0,0.0,ACH,True
SUB-000811,SGN-001284,CUST-00764,Starter,2023-10-18,,10141.83,Annual,,0,0.1,ACH,False
SUB-000812,SGN-005852,CUST-00765,Starter,2024-05-15,,2746.06,Monthly,,4,0.0,Wire Transfer,True
SUB-000813,SGN-003542,CUST-00766,Starter,2022-08-11,,9579.92,Monthly,,2,0.0,Credit Card,True
SUB-000814,SGN-005725,CUST-00767,Growth,2022-04-07,2023-03-14,2438.49,Annual,Budget cuts,9,0.0,Wire Transfer,True
SUB-000815,SGN-003865,CUST-00768,Professional,2023-05-04,2024-03-18,10726.01,Monthly,Company acquired/merged,2,0.05,Credit Card,True
SUB-000816,SGN-005985,CUST-00769,Enterprise,2024-03-26,,6701.84,Annual,,9,0.05,ACH,True
SUB-000817,SGN-000755,CUST-00770,Growth,2023-08-07,,1083.87,Annual,,0,0.0,ACH,False
SUB-000818,SGN-005271,CUST-00771,Starter,2022-02-14,,11775.04,Monthly,,1,0.0,ACH,False
SUB-000819,SGN-000889,CUST-00772,Starter,2023-09-25,,7098.66,Annual,,0,0.0,Wire Transfer,True
SUB-000820,SGN-000677,CUST-00773,Professional,2023-08-16,,3237.43,Monthly,,3,0.0,ACH,True
SUB-000821,SGN-005925,CUST-00774,Enterprise,2024-05-25,,2102.07,Annual,,6,0.0,Invoice,True
SUB-000822,SGN-000448,CUST-00775,Enterprise,2023-08-16,,10842.15,Annual,,5,0.0,Invoice,False
SUB-000823,SGN-004843,CUST-00776,Enterprise,2022-08-08,2023-07-13,10419.54,Monthly,Switched to competitor,4,0.1,Invoice,True
SUB-000824,SGN-004844,CUST-00776,Professional,2023-11-19,,7491.95,Monthly,,8,0.0,Invoice,False
SUB-000825,SGN-001947,CUST-00777,Enterprise,2023-11-21,,2807.26,Annual,,5,0.0,Wire Transfer,True
SUB-000826,SGN-000999,CUST-00778,Enterprise,2023-09-05,,6129.23,Monthly,,7,0.0,ACH,False
SUB-000827,SGN-004786,CUST-00779,Growth,2022-12-31,2024-06-05,8727.13,Monthly,Missing features,7,0.1,Invoice,True
SUB-000828,SGN-001777,CUST-00780,Starter,2023-11-13,,10491.32,Annual,,6,0.0,Invoice,True
SUB-000829,SGN-003235,CUST-00781,Enterprise Plus,2023-06-08,,11515.15,Monthly,,0,0.0,ACH,True
SUB-000830,SGN-002915,CUST-00782,Enterprise Plus,2022-05-05,,3539.76,Annual,,3,0.15,Credit Card,False
SUB-000831,SGN-000195,CUST-00783,Enterprise,2023-07-18,,9906.33,Annual,,8,0.0,Invoice,True
SUB-000832,SGN-004940,CUST-00784,Growth,2022-04-26,,4137.63,Monthly,,7,0.05,Invoice,False
SUB-000833,SGN-002700,CUST-00785,Growth,2022-12-03,,6611.92,Monthly,,7,0.0,ACH,True
SUB-000834,SGN-001178,CUST-00786,Growth,2023-09-01,,5728.81,Monthly,,9,0.05,ACH,True
SUB-000835,SGN-001342,CUST-00787,Enterprise,2023-10-11,2024-06-19,6024.13,Monthly,Price increase,4,0.1,ACH,True
SUB-000836,SGN-000479,CUST-00788,Professional,2023-08-31,,6415.25,Monthly,,2,0.05,ACH,True
SUB-000837,SGN-003573,CUST-00789,Professional,2023-04-18,,7196.9,Annual,,0,0.0,Invoice,True
SUB-000838,SGN-006110,CUST-00790,Enterprise,2024-04-21,,4148.01,Monthly,,9,0.15,Invoice,True
SUB-000839,SGN-002671,CUST-00791,Professional,2022-10-28,2023-05-26,8638.07,Annual,Company acquired/merged,8,0.05,Wire Transfer,True
SUB-000840,SGN-004596,CUST-00792,Enterprise Plus,2022-11-13,,8561.94,Annual,,9,0.0,Wire Transfer,True
SUB-000841,SGN-005132,CUST-00793,Starter,2022-02-26,,7834.5,Monthly,,5,0.05,Invoice,False
SUB-000842,SGN-005661,CUST-00794,Enterprise Plus,2022-09-28,,9784.56,Monthly,,1,0.0,Credit Card,True
SUB-000843,SGN-003363,CUST-00795,Enterprise,2022-06-04,,9306.84,Annual,,7,0.15,Wire Transfer,True
SUB-000844,SGN-005449,CUST-00796,Professional,2023-04-20,,6268.59,Monthly,,1,0.0,Wire Transfer,True
SUB-000845,SGN-001604,CUST-00797,Professional,2023-11-21,,5358.7,Annual,,2,0.0,ACH,False
SUB-000846,SGN-004769,CUST-00798,Enterprise Plus,2022-01-06,,8661.28,Monthly,,8,0.0,Wire Transfer,True
SUB-000847,SGN-002741,CUST-00799,Growth,2023-03-18,2023-07-29,6388.65,Monthly,Price increase,5,0.0,Wire Transfer,True
SUB-000848,SGN-002742,CUST-00799,Growth,2023-10-29,,2934.0,Monthly,,3,0.0,ACH,True
SUB-000849,SGN-000886,CUST-00800,Growth,2023-09-20,,8219.69,Monthly,,5,0.0,Credit Card,True
SUB-000850,SGN-001953,CUST-00801,Enterprise,2023-11-16,,4308.63,Monthly,,5,0.0,Invoice,False
SUB-000851,SGN-002833,CUST-00802,Starter,2022-01-29,2023-05-17,8955.64,Monthly,Support dissatisfaction,6,0.0,Invoice,True
SUB-000852,SGN-002834,CUST-00802,Enterprise Plus,2023-12-05,,9066.42,Monthly,,5,0.0,Invoice,True
SUB-000853,SGN-000166,CUST-00803,Growth,2023-07-02,,5663.43,Monthly,,8,0.0,Invoice,True
SUB-000854,SGN-001050,CUST-00804,Starter,2023-09-21,,2483.56,Monthly,,1,0.0,Invoice,False
SUB-000855,SGN-000271,CUST-00805,Growth,2023-07-14,,5728.76,Annual,,1,0.0,ACH,True
SUB-000856,SGN-002913,CUST-00806,Enterprise,2023-05-03,,6162.24,Monthly,,8,0.0,Credit Card,True
SUB-000857,SGN-006311,CUST-00807,Starter,2024-04-15,,1895.81,Monthly,,0,0.05,Invoice,True
SUB-000858,SGN-000876,CUST-00808,Enterprise,2023-09-16,,4585.28,Monthly,,1,0.15,Credit Card,True
SUB-000859,SGN-002627,CUST-00809,Starter,2022-03-12,,3186.23,Monthly,,1,0.05,Credit Card,True
SUB-000860,SGN-002572,CUST-00810,Professional,2023-02-19,,4261.09,Monthly,,5,0.0,Wire Transfer,True
SUB-000861,SGN-000998,CUST-00811,Growth,2023-09-17,,10001.19,Monthly,,0,0.05,Wire Transfer,True
SUB-000862,SGN-000929,CUST-00812,Growth,2023-09-29,2024-06-30,9693.86,Annual,Price increase,7,0.0,Credit Card,True
SUB-000863,SGN-003466,CUST-00813,Starter,2022-04-03,2023-09-14,8252.52,Annual,Budget cuts,3,0.15,ACH,False
SUB-000864,SGN-004802,CUST-00814,Starter,2023-04-28,,304.68,Monthly,,1,0.0,Wire Transfer,True
SUB-000865,SGN-004570,CUST-00815,Professional,2022-07-10,,8054.62,Monthly,,0,0.15,Wire Transfer,True
SUB-000866,SGN-005908,CUST-00816,Professional,2024-01-09,2024-05-08,2010.08,Annual,Budget cuts,9,0.0,Wire Transfer,False
SUB-000867,SGN-002478,CUST-00817,Enterprise,2022-05-15,2023-08-11,2563.42,Monthly,Switched to competitor,9,0.0,Invoice,True
SUB-000868,SGN-003997,CUST-00818,Starter,2022-09-23,,9483.27,Monthly,,3,0.05,Credit Card,True
SUB-000869,SGN-001969,CUST-00819,Growth,2023-11-10,,1188.19,Annual,,3,0.0,Wire Transfer,True
SUB-000870,SGN-003549,CUST-00820,Enterprise,2023-01-17,,2707.32,Annual,,1,0.0,ACH,True
SUB-000871,SGN-003540,CUST-00821,Starter,2022-03-31,,9041.12,Annual,,3,0.0,ACH,True
SUB-000872,SGN-002874,CUST-00822,Professional,2022-01-22,,4586.44,Monthly,,8,0.05,Wire Transfer,True
SUB-000873,SGN-003203,CUST-00823,Professional,2022-06-28,2023-02-03,657.05,Monthly,Low product usage,4,0.0,ACH,True
SUB-000874,SGN-003204,CUST-00823,Growth,2023-09-02,,9917.75,Annual,,8,0.0,Wire Transfer,False
SUB-000875,SGN-003418,CUST-00824,Starter,2022-05-09,2023-09-17,10639.18,Monthly,Switched to competitor,0,0.05,Invoice,False
SUB-000876,SGN-003736,CUST-00825,Starter,2022-11-29,2023-02-16,9566.32,Monthly,Low product usage,2,0.15,ACH,True
SUB-000877,SGN-003737,CUST-00825,Enterprise,2023-10-01,,7790.18,Monthly,,8,0.05,Invoice,True
SUB-000878,SGN-001291,CUST-00826,Starter,2023-10-18,,10635.47,Monthly,,0,0.0,Invoice,True
SUB-000879,SGN-003711,CUST-00827,Growth,2022-10-05,2023-06-16,8773.52,Monthly,Company acquired/merged,0,0.05,ACH,False
SUB-000880,SGN-003712,CUST-00827,Enterprise,2023-07-21,,10690.98,Annual,,7,0.05,ACH,False
SUB-000881,SGN-002949,CUST-00828,Growth,2022-01-06,,4241.49,Monthly,,7,0.0,Credit Card,True
SUB-000882,SGN-000976,CUST-00829,Professional,2023-09-15,,1790.0,Monthly,,1,0.05,Invoice,True
SUB-000883,SGN-005401,CUST-00830,Growth,2022-06-22,2023-08-24,4705.18,Monthly,Price increase,3,0.05,ACH,True
SUB-000884,SGN-001305,CUST-00831,Enterprise Plus,2023-10-30,2024-06-30,10788.4,Annual,Low product usage,3,0.05,Invoice,True
SUB-000885,SGN-004637,CUST-00832,Enterprise Plus,2022-01-29,,11166.67,Annual,,2,0.1,Wire Transfer,False
SUB-000886,SGN-002578,CUST-00833,Starter,2022-06-07,,7382.04,Monthly,,3,0.0,Wire Transfer,True
SUB-000887,SGN-000859,CUST-00834,Starter,2023-09-20,,8746.53,Monthly,,3,0.0,Invoice,True
SUB-000888,SGN-002379,CUST-00835,Starter,2023-12-03,,10741.14,Monthly,,1,0.1,Invoice,True
SUB-000889,SGN-000719,CUST-00836,Professional,2023-08-14,,5243.58,Monthly,,6,0.1,Invoice,True
SUB-000890,SGN-004478,CUST-00837,Starter,2023-03-23,,1107.96,Monthly,,2,0.1,ACH,True
SUB-000891,SGN-001346,CUST-00838,Growth,2023-10-29,2024-06-30,5776.08,Monthly,Missing features,7,0.0,Credit Card,True
SUB-000892,SGN-002549,CUST-00839,Starter,2022-01-19,,4913.21,Annual,,8,0.15,ACH,True
SUB-000893,SGN-004832,CUST-00840,Professional,2022-10-31,,4392.67,Monthly,,5,0.0,Credit Card,True
SUB-000894,SGN-000304,CUST-00841,Growth,2023-07-21,2024-06-30,5672.16,Annual,Low product usage,7,0.05,ACH,False
SUB-000895,SGN-000139,CUST-00842,Professional,2023-07-21,2024-04-08,6220.37,Annual,Support dissatisfaction,3,0.0,Invoice,False
SUB-000896,SGN-004438,CUST-00843,Enterprise,2023-06-13,,11752.54,Annual,,9,0.0,ACH,True
SUB-000897,SGN-004732,CUST-00844,Starter,2022-12-29,,1177.87,Monthly,,3,0.05,Invoice,True
SUB-000898,SGN-006108,CUST-00845,Starter,2024-04-27,,5639.58,Monthly,,2,0.05,ACH,True
SUB-000899,SGN-005276,CUST-00846,Growth,2023-02-09,,4797.0,Monthly,,0,0.0,Invoice,False
SUB-000900,SGN-005755,CUST-00847,Enterprise,2024-02-21,,3137.23,Annual,,1,0.1,Invoice,True
SUB-000901,SGN-005060,CUST-00848,Growth,2023-06-28,,6239.62,Annual,,7,0.0,Wire Transfer,True
SUB-000902,SGN-002894,CUST-00849,Enterprise,2022-10-09,,10349.55,Monthly,,0,0.0,Credit Card,True
SUB-000903,SGN-006054,CUST-00850,Starter,2024-03-28,,9381.09,Monthly,,6,0.1,ACH,True
SUB-000904,SGN-001486,CUST-00851,Growth,2023-10-22,,9761.09,Monthly,,8,0.05,Invoice,True
SUB-000905,SGN-003110,CUST-00852,Enterprise,2022-10-19,,5062.41,Monthly,,0,0.0,ACH,False
SUB-000906,SGN-006119,CUST-00853,Professional,2024-05-13,,4239.72,Annual,,7,0.15,Wire Transfer,False
SUB-000907,SGN-003242,CUST-00854,Growth,2022-07-21,,1055.3,Monthly,,5,0.0,ACH,True
SUB-000908,SGN-000570,CUST-00855,Professional,2023-08-25,,2724.62,Annual,,1,0.0,Credit Card,True
SUB-000909,SGN-000845,CUST-00856,Growth,2023-09-08,,7327.72,Annual,,8,0.0,ACH,True
SUB-000910,SGN-000296,CUST-00857,Growth,2023-07-31,,8486.42,Annual,,1,0.0,Invoice,True
SUB-000911,SGN-001078,CUST-00858,Enterprise,2023-09-19,,11831.06,Monthly,,4,0.1,ACH,False
SUB-000912,SGN-005542,CUST-00859,Enterprise,2022-08-04,,1942.78,Annual,,2,0.0,ACH,True
SUB-000913,SGN-005442,CUST-00860,Starter,2022-11-05,,11711.36,Annual,,8,0.1,Credit Card,False
SUB-000914,SGN-002732,CUST-00861,Starter,2022-05-19,2023-12-27,2964.8,Annual,Budget cuts,5,0.05,ACH,True
SUB-000915,SGN-000829,CUST-00862,Professional,2023-09-12,,10178.62,Monthly,,1,0.05,Credit Card,True
SUB-000916,SGN-003783,CUST-00863,Growth,2023-01-10,2023-04-27,7949.3,Monthly,Price increase,8,0.1,Wire Transfer,True
SUB-000917,SGN-003784,CUST-00863,Enterprise,2023-09-01,2024-05-23,8180.44,Annual,Missing features,4,0.1,Invoice,True
SUB-000918,SGN-000417,CUST-00864,Growth,2023-08-11,,10504.41,Monthly,,3,0.0,Wire Transfer,True
SUB-000919,SGN-001106,CUST-00865,Starter,2023-09-17,,2945.6,Annual,,7,0.0,Credit Card,True
SUB-000920,SGN-004632,CUST-00866,Enterprise,2022-04-11,,8140.26,Monthly,,3,0.1,Invoice,True
SUB-000921,SGN-005737,CUST-00867,Starter,2023-03-09,,8628.58,Annual,,9,0.1,ACH,True
SUB-000922,SGN-000465,CUST-00868,Professional,2023-08-07,2024-06-30,10092.0,Monthly,Switched to competitor,6,0.0,Credit Card,True
SUB-000923,SGN-001817,CUST-00869,Professional,2023-11-22,,11047.65,Monthly,,5,0.0,Wire Transfer,True
SUB-000924,SGN-005829,CUST-00870,Starter,2024-03-05,2024-06-30,11552.46,Monthly,Price increase,3,0.05,Credit Card,False
SUB-000925,SGN-005448,CUST-00871,Growth,2023-03-21,,5258.51,Annual,,0,0.15,ACH,True
SUB-000926,SGN-001488,CUST-00872,Starter,2023-10-29,2024-02-17,10626.33,Monthly,Company acquired/merged,8,0.0,ACH,True
SUB-000927,SGN-001885,CUST-00873,Professional,2023-11-05,,1352.41,Annual,,2,0.05,Credit Card,True
