log_id,customer_id,event_date,event_time,created_at,event_type,event_category,feature_area,device_type,browser,session_duration_seconds,ip_country,event_source
LOG-0022872,CUST-01757,2024-05-03,08:08:37,2024-05-03,integration_health_check,system_generated,Billing,Server,,0,India,web
LOG-0022873,CUST-01757,2024-05-17,03:17:25,2024-05-18,login,user_action,Admin Settings,Mobile,Chrome,185,Canada,mobile_app
LOG-0022874,CUST-01757,2023-11-28,08:16:40,2023-11-29,admin_action,user_action,API,Desktop,Chrome,3260,Germany,web
LOG-0022875,CUST-01757,2024-06-07,10:32:03,2024-06-08,login,user_action,Integrations,Tablet,Chrome,1164,Singapore,web
LOG-0022876,CUST-01757,2023-10-12,23:04:18,2023-10-15,auto_data_backup,system_generated,Billing,Server,,0,Germany,web
LOG-0022877,CUST-01757,2023-11-07,23:18:25,2023-11-08,login,user_action,Collaboration,Mobile,Safari,2313,India,api
LOG-0022878,CUST-01757,2024-05-24,08:43:37,2024-05-26,admin_action,user_action,Dashboard,Desktop,Edge,685,Canada,web
LOG-0022879,CUST-04884,2023-12-31,18:05:37,2024-02-04,file_upload,user_action,Billing,Desktop,Chrome,2993,Canada,mobile_app
LOG-0022880,CUST-04884,2024-04-05,16:50:04,2024-04-07,auto_data_backup,system_generated,Billing,Server,,0,Canada,mobile_app
LOG-0022881,CUST-04884,2023-10-16,19:17:37,2023-10-18,integration_health_check,system_generated,Platform,Server,,0,Singapore,web
LOG-0022882,CUST-04884,2024-03-24,20:00:00,2024-03-27,login,user_action,API,Desktop,Safari,3134,Germany,web
LOG-0022883,CUST-04884,2024-03-04,04:07:54,2024-03-06,auto_data_backup,system_generated,Platform,Server,,0,Singapore,web
LOG-0022884,CUST-04884,2024-02-24,15:24:58,2024-02-27,login,user_action,Reporting,Desktop,Edge,1711,United Kingdom,mobile_app
LOG-0022885,CUST-04884,2024-04-08,11:05:36,2024-04-10,admin_action,user_action,Admin Settings,Desktop,Safari,2071,United Kingdom,partner_integration
LOG-0022886,CUST-04884,2024-05-29,00:03:51,2024-05-30,feature_use,user_action,Integrations,Desktop,Safari,724,Australia,mobile_app
LOG-0022887,CUST-04884,2023-10-23,18:21:43,2023-10-24,integration_health_check,system_generated,Billing,Server,,0,Canada,web
LOG-0022888,CUST-04884,2024-03-13,09:33:53,2024-03-13,api_call,user_action,Reporting,Desktop,Firefox,3294,Canada,mobile_app
LOG-0022889,CUST-04884,2024-02-07,03:05:36,2024-02-07,api_call,user_action,Reporting,Desktop,Safari,1475,United Kingdom,web
LOG-0022890,CUST-04884,2024-02-14,10:39:33,2024-02-16,auto_data_backup,system_generated,Integrations,Server,,0,India,web
LOG-0022891,CUST-04884,2023-10-30,22:48:58,2023-11-02,dashboard_view,user_action,Collaboration,Desktop,Safari,595,Canada,web
LOG-0022892,CUST-04884,2023-10-08,02:38:41,2023-10-08,auto_data_backup,system_generated,Integrations,Server,,0,United Kingdom,api
LOG-0022893,CUST-04884,2024-04-04,17:30:09,2024-04-07,dashboard_view,user_action,Reporting,Tablet,Safari,516,Singapore,web
LOG-0022894,CUST-04884,2023-11-05,20:36:34,2023-11-07,webhook_delivery,system_generated,Integrations,Server,,0,United States,mobile_app
LOG-0022895,CUST-04884,2024-05-22,11:26:12,2024-05-23,feature_use,user_action,Integrations,Tablet,Edge,3323,India,web
LOG-0022896,CUST-04884,2024-02-07,11:38:13,2024-02-10,login,user_action,Dashboard,Desktop,Safari,696,Germany,web
LOG-0022897,CUST-04884,2023-10-27,03:14:07,2023-10-27,file_upload,user_action,API,Desktop,Firefox,3227,Brazil,web
LOG-0022898,CUST-04884,2024-03-14,23:28:22,2024-03-14,login,user_action,Data Import,Tablet,Firefox,3278,Singapore,api
LOG-0022899,CUST-04884,2023-10-18,20:37:55,2023-10-18,feature_use,user_action,Data Import,Desktop,Edge,3394,Australia,web
LOG-0022900,CUST-04884,2024-04-24,21:51:54,2024-04-25,integration_health_check,system_generated,Integrations,Server,,0,Germany,mobile_app
LOG-0022901,CUST-04884,2024-05-07,15:27:43,2024-05-08,dashboard_view,user_action,Billing,Desktop,Chrome,2027,Australia,web
LOG-0022902,CUST-01343,2023-12-11,03:17:23,2023-12-12,api_call,user_action,API,Desktop,Chrome,1110,United Kingdom,web
LOG-0022903,CUST-01343,2023-12-10,20:09:42,2023-12-11,admin_action,user_action,Billing,Desktop,Firefox,3010,Australia,mobile_app
LOG-0022904,CUST-01343,2024-05-18,05:52:43,2024-05-18,report_export,user_action,API,Desktop,Chrome,629,India,web
LOG-0022905,CUST-01343,2023-10-09,01:28:29,2023-10-10,api_call,user_action,Billing,Tablet,Chrome,3273,United States,api
LOG-0022906,CUST-01343,2024-04-17,02:04:20,2024-04-19,integration_health_check,system_generated,Platform,Server,,0,Germany,web
LOG-0022907,CUST-01343,2024-02-21,12:50:19,2024-02-21,report_export,user_action,Admin Settings,Desktop,Safari,469,Brazil,web
LOG-0022908,CUST-01343,2023-11-05,02:20:39,2023-11-08,file_upload,user_action,Reporting,Mobile,Chrome,2818,United Kingdom,web
LOG-0022909,CUST-01343,2024-03-30,19:15:20,2024-03-31,file_upload,user_action,Admin Settings,Desktop,Edge,1998,United Kingdom,web
LOG-0022910,CUST-01343,2024-05-25,22:06:27,2024-05-26,dashboard_view,user_action,Data Import,Desktop,Edge,1678,Australia,web
LOG-0022911,CUST-01343,2023-11-06,02:51:52,2023-11-07,api_call,user_action,Collaboration,Desktop,Chrome,654,United States,mobile_app
LOG-0022912,CUST-01343,2023-09-30,07:59:56,2023-10-01,login,user_action,Billing,Mobile,Edge,3356,Singapore,api
LOG-0022913,CUST-01343,2024-05-25,15:28:15,2024-05-25,report_export,user_action,Integrations,Mobile,Edge,545,United Kingdom,web
LOG-0022914,CUST-01343,2024-05-25,09:26:09,2024-05-27,webhook_delivery,system_generated,Billing,Server,,0,Brazil,partner_integration
LOG-0022915,CUST-01343,2024-02-23,21:18:30,2024-02-23,webhook_delivery,system_generated,Billing,Server,,0,Germany,partner_integration
LOG-0022916,CUST-01343,2024-06-28,10:27:59,2024-06-30,integration_health_check,system_generated,Platform,Server,,0,Singapore,web
LOG-0022917,CUST-01343,2024-02-27,17:52:42,2024-03-01,account_provisioning_sync,system_generated,Billing,Server,,0,Singapore,api
LOG-0022918,CUST-01343,2024-03-30,06:55:47,2024-03-30,integration_health_check,system_generated,Billing,Server,,0,United Kingdom,web
LOG-0022919,CUST-01343,2024-05-02,17:40:05,2024-05-03,api_call,user_action,Integrations,Desktop,Chrome,1878,Singapore,web
LOG-0022920,CUST-01343,2024-05-07,22:26:39,2024-05-07,dashboard_view,user_action,Collaboration,Desktop,Edge,3054,Singapore,web
LOG-0022921,CUST-01343,2024-05-23,20:26:30,2024-05-24,feature_use,user_action,Data Import,Desktop,Edge,2473,Canada,mobile_app
LOG-0022922,CUST-01343,2024-02-22,21:01:14,2024-02-25,admin_action,user_action,Collaboration,Desktop,Safari,1269,Germany,web
LOG-0022923,CUST-01343,2024-04-19,16:18:39,2024-04-20,file_upload,user_action,API,Desktop,Safari,74,Brazil,web
LOG-0022924,CUST-01343,2023-10-12,11:14:25,2023-10-13,feature_use,user_action,Integrations,Mobile,Safari,2615,United States,mobile_app
LOG-0022925,CUST-01343,2024-01-22,06:17:08,2024-01-24,file_upload,user_action,Data Import,Mobile,Safari,3404,Canada,web
LOG-0022926,CUST-01343,2024-06-24,01:26:37,2024-06-27,login,user_action,Billing,Desktop,Firefox,2340,United Kingdom,web
LOG-0022927,CUST-01343,2024-05-11,12:28:00,2024-05-11,report_export,user_action,API,Mobile,Chrome,365,India,mobile_app
LOG-0022928,CUST-01343,2024-03-10,09:19:03,2024-03-11,login,user_action,Collaboration,Desktop,Edge,506,India,mobile_app
LOG-0022929,CUST-01343,2023-10-02,08:29:18,2023-10-05,admin_action,user_action,Reporting,Mobile,Firefox,722,Canada,api
LOG-0022930,CUST-01343,2023-10-04,09:51:44,2023-10-04,feature_use,user_action,Collaboration,Desktop,Chrome,2755,Brazil,api
LOG-0022931,CUST-01343,2024-03-27,14:31:20,2024-03-30,login,user_action,Reporting,Mobile,Chrome,2426,India,web
LOG-0022932,CUST-01343,2023-11-16,13:16:58,2023-11-17,integration_health_check,system_generated,Integrations,Server,,0,United Kingdom,web
LOG-0022933,CUST-01343,2024-04-10,10:13:57,2024-04-12,file_upload,user_action,Data Import,Mobile,Chrome,1543,Singapore,web
LOG-0022934,CUST-01343,2023-10-12,10:22:24,2023-10-14,dashboard_view,user_action,Data Import,Desktop,Chrome,1395,United States,mobile_app
LOG-0022935,CUST-00160,2023-12-15,01:08:53,2023-12-18,file_upload,user_action,API,Desktop,Edge,1315,Germany,mobile_app
LOG-0022936,CUST-00160,2024-06-18,22:26:33,2024-06-18,report_export,user_action,API,Desktop,Edge,1959,Germany,web
LOG-0022937,CUST-00160,2024-02-26,06:12:52,2024-02-28,login,user_action,Billing,Mobile,Chrome,1475,India,web
LOG-0022938,CUST-00160,2024-06-23,22:09:06,2024-06-25,scheduled_report_sync,system_generated,Integrations,Server,,0,India,web
LOG-0022939,CUST-00160,2024-03-24,20:46:56,2024-03-25,feature_use,user_action,Reporting,Desktop,Firefox,1094,Singapore,api
LOG-0022940,CUST-00160,2023-11-02,20:49:54,2023-11-03,auto_data_backup,system_generated,Billing,Server,,0,United Kingdom,web
LOG-0022941,CUST-00160,2023-10-19,15:29:06,2023-10-21,file_upload,user_action,API,Mobile,Edge,1416,Australia,partner_integration
LOG-0022942,CUST-00160,2023-10-06,21:45:34,2023-10-09,feature_use,user_action,Billing,Desktop,Firefox,2647,United Kingdom,api
LOG-0022943,CUST-00160,2024-05-29,00:17:13,2024-05-29,feature_use,user_action,API,Mobile,Firefox,1742,United States,web
LOG-0022944,CUST-00160,2023-11-18,15:52:44,2023-11-19,admin_action,user_action,API,Desktop,Safari,2089,United States,web
LOG-0022945,CUST-00160,2023-10-27,21:02:54,2023-10-29,dashboard_view,user_action,Reporting,Desktop,Chrome,369,Singapore,api
LOG-0022946,CUST-00160,2023-11-06,15:42:51,2023-11-07,file_upload,user_action,Collaboration,Tablet,Edge,116,United States,mobile_app
LOG-0022947,CUST-00160,2024-05-13,13:04:31,2024-05-16,feature_use,user_action,Billing,Desktop,Chrome,2709,Canada,web
LOG-0022948,CUST-00160,2024-03-08,09:08:25,2024-03-09,integration_health_check,system_generated,Integrations,Server,,0,Germany,web
LOG-0022949,CUST-00160,2023-10-21,21:54:22,2023-10-22,login,user_action,Reporting,Mobile,Safari,140,Canada,web
LOG-0022950,CUST-00160,2024-05-11,12:59:31,2024-05-14,admin_action,user_action,Admin Settings,Mobile,Firefox,2646,Australia,mobile_app
LOG-0022951,CUST-00160,2024-03-13,14:53:42,2024-03-14,webhook_delivery,system_generated,Platform,Server,,0,Germany,mobile_app
LOG-0022952,CUST-00160,2024-03-31,23:39:25,2024-04-01,file_upload,user_action,Reporting,Mobile,Chrome,3429,Australia,mobile_app
LOG-0022953,CUST-00160,2024-02-26,06:02:12,2024-02-26,integration_health_check,system_generated,Integrations,Server,,0,Canada,mobile_app
LOG-0022954,CUST-00160,2023-10-20,23:56:16,2023-10-23,dashboard_view,user_action,Dashboard,Mobile,Chrome,109,Australia,web
LOG-0022955,CUST-00160,2024-01-25,11:44:23,2024-01-28,file_upload,user_action,Collaboration,Desktop,Safari,2469,United States,web
LOG-0022956,CUST-00160,2023-10-29,01:38:20,2023-10-30,feature_use,user_action,API,Mobile,Firefox,527,Canada,web
LOG-0022957,CUST-00160,2024-05-25,21:04:53,2024-05-25,file_upload,user_action,Integrations,Desktop,Chrome,128,United States,mobile_app
LOG-0022958,CUST-05010,2024-06-14,11:07:49,2024-06-17,api_call,user_action,API,Desktop,Chrome,2595,Singapore,api
LOG-0022959,CUST-05010,2023-11-25,19:30:18,2023-11-27,report_export,user_action,Collaboration,Desktop,Edge,2173,Australia,mobile_app
LOG-0022960,CUST-05010,2023-10-26,05:30:16,2023-10-27,integration_health_check,system_generated,Billing,Server,,0,United Kingdom,partner_integration
LOG-0022961,CUST-05010,2024-02-10,14:03:55,2024-02-13,scheduled_report_sync,system_generated,Billing,Server,,0,Germany,web
LOG-0022962,CUST-05010,2023-10-31,14:34:11,2023-11-01,file_upload,user_action,Billing,Mobile,Chrome,3414,Australia,mobile_app
LOG-0022963,CUST-05010,2024-01-28,13:17:35,2024-01-30,admin_action,user_action,Billing,Desktop,Edge,1068,India,web
LOG-0022964,CUST-05010,2024-05-09,10:02:36,2024-05-12,admin_action,user_action,Reporting,Tablet,Firefox,1377,Brazil,mobile_app
LOG-0022965,CUST-05010,2024-02-29,18:28:04,2024-03-02,dashboard_view,user_action,Integrations,Desktop,Chrome,1673,United Kingdom,web
LOG-0022966,CUST-05010,2024-05-03,23:07:47,2024-05-06,login,user_action,API,Mobile,Chrome,3536,United States,web
LOG-0022967,CUST-05010,2024-05-16,01:49:00,2024-05-19,feature_use,user_action,Collaboration,Desktop,Chrome,424,India,mobile_app
LOG-0022968,CUST-05010,2023-09-26,09:24:01,2023-09-29,file_upload,user_action,Admin Settings,Mobile,Safari,2289,United Kingdom,web
LOG-0022969,CUST-05010,2023-10-27,05:38:30,2023-10-27,feature_use,user_action,Integrations,Mobile,Safari,2886,United States,web
LOG-0022970,CUST-05010,2024-04-04,13:41:47,2024-04-04,scheduled_report_sync,system_generated,Billing,Server,,0,Singapore,web
LOG-0022971,CUST-05010,2023-10-23,22:27:59,2023-10-25,file_upload,user_action,Billing,Mobile,Safari,2857,Germany,web
LOG-0022972,CUST-05010,2024-01-16,20:13:20,2024-01-16,scheduled_report_sync,system_generated,Integrations,Server,,0,Canada,mobile_app
LOG-0022973,CUST-05010,2024-01-28,22:15:15,2024-01-29,api_call,user_action,Collaboration,Mobile,Firefox,3183,Australia,web
LOG-0022974,CUST-05010,2024-01-19,05:50:10,2024-01-22,scheduled_report_sync,system_generated,Billing,Server,,0,Australia,api
LOG-0022975,CUST-05010,2024-06-22,21:34:07,2024-06-25,file_upload,user_action,Reporting,Desktop,Edge,1156,United Kingdom,mobile_app
LOG-0022976,CUST-05010,2024-03-16,07:35:29,2024-03-18,login,user_action,Dashboard,Tablet,Firefox,2454,Canada,api
LOG-0022977,CUST-05010,2024-05-01,16:58:25,2024-05-04,admin_action,user_action,API,Desktop,Firefox,1525,Canada,mobile_app
LOG-0022978,CUST-05010,2024-02-02,19:27:00,2024-02-02,account_provisioning_sync,system_generated,Platform,Server,,0,India,mobile_app
LOG-0022979,CUST-05010,2023-11-27,18:55:31,2023-11-29,account_provisioning_sync,system_generated,Integrations,Server,,0,United Kingdom,mobile_app
LOG-0022980,CUST-05010,2023-10-23,00:45:28,2023-10-25,dashboard_view,user_action,Reporting,Desktop,Firefox,3384,Singapore,mobile_app
LOG-0022981,CUST-00901,2023-12-19,19:53:35,2023-12-21,login,user_action,Collaboration,Desktop,Edge,502,India,web
LOG-0022982,CUST-00901,2023-12-18,21:15:16,2023-12-21,feature_use,user_action,Billing,Desktop,Chrome,941,Singapore,web
LOG-0022983,CUST-00901,2023-12-10,06:59:37,2023-12-10,api_call,user_action,Reporting,Desktop,Chrome,1726,Singapore,web
LOG-0022984,CUST-00901,2024-04-29,15:30:19,2024-05-02,admin_action,user_action,Integrations,Mobile,Firefox,201,India,web
LOG-0022985,CUST-00901,2023-10-03,00:01:42,2023-10-03,report_export,user_action,Dashboard,Mobile,Firefox,403,Singapore,mobile_app
LOG-0022986,CUST-00901,2023-09-30,11:12:48,2023-09-30,scheduled_report_sync,system_generated,Billing,Server,,0,Australia,api
LOG-0022987,CUST-00901,2024-04-21,12:09:10,2024-04-21,scheduled_report_sync,system_generated,Platform,Server,,0,Singapore,web
LOG-0022988,CUST-00901,2024-04-04,15:23:45,2024-04-07,feature_use,user_action,Collaboration,Desktop,Firefox,495,Germany,api
LOG-0022989,CUST-00901,2024-05-28,12:32:44,2024-05-31,admin_action,user_action,Data Import,Tablet,Safari,3336,United States,api
LOG-0022990,CUST-00901,2024-05-23,23:59:13,2024-05-23,api_call,user_action,Integrations,Mobile,Safari,2631,Australia,web
LOG-0022991,CUST-00901,2024-02-29,02:32:28,2024-03-03,feature_use,user_action,API,Desktop,Safari,1711,Canada,mobile_app
LOG-0022992,CUST-00901,2024-02-22,18:53:40,2024-02-24,login,user_action,Collaboration,Desktop,Edge,240,United States,web
LOG-0022993,CUST-00901,2024-01-01,20:53:23,2024-01-02,auto_data_backup,system_generated,Billing,Server,,0,Germany,web
LOG-0022994,CUST-00901,2024-04-24,04:20:37,2024-04-26,scheduled_report_sync,system_generated,Billing,Server,,0,Brazil,mobile_app
LOG-0022995,CUST-00901,2024-05-21,07:54:09,2024-05-23,dashboard_view,user_action,API,Desktop,Chrome,986,Canada,partner_integration
LOG-0022996,CUST-00901,2023-09-07,21:43:05,2023-09-08,admin_action,user_action,Collaboration,Tablet,Chrome,627,Canada,web
LOG-0022997,CUST-00901,2024-06-03,07:50:17,2024-06-06,login,user_action,Dashboard,Desktop,Safari,2310,Canada,web
LOG-0022998,CUST-00901,2023-10-25,08:41:09,2023-10-27,file_upload,user_action,Dashboard,Tablet,Chrome,1363,Brazil,mobile_app
LOG-0022999,CUST-00901,2024-02-10,06:14:27,2024-02-13,account_provisioning_sync,system_generated,Billing,Server,,0,United States,web
LOG-0023000,CUST-00901,2024-06-13,00:30:34,2024-06-13,report_export,user_action,API,Mobile,Safari,1672,United States,web
LOG-0023001,CUST-00901,2024-03-22,14:39:35,2024-03-22,auto_data_backup,system_generated,Billing,Server,,0,United States,mobile_app
LOG-0023002,CUST-01709,2023-12-02,23:22:06,2023-12-02,admin_action,user_action,Collaboration,Tablet,Edge,3576,Germany,mobile_app
LOG-0023003,CUST-01709,2023-12-01,02:53:49,2023-12-03,login,user_action,Dashboard,Mobile,Firefox,2775,United States,mobile_app
LOG-0023004,CUST-01709,2023-12-07,21:22:02,2023-12-08,report_export,user_action,Admin Settings,Mobile,Firefox,2129,India,mobile_app
LOG-0023005,CUST-01709,2023-12-09,01:21:07,2023-12-09,admin_action,user_action,Dashboard,Mobile,Chrome,733,Canada,web
LOG-0023006,CUST-01709,2023-11-03,19:09:11,2023-11-05,file_upload,user_action,Data Import,Desktop,Firefox,1568,Brazil,mobile_app
LOG-0023007,CUST-01709,2023-11-06,20:48:59,2023-11-09,dashboard_view,user_action,Reporting,Tablet,Firefox,2332,Canada,web
LOG-0023008,CUST-01709,2024-01-19,19:21:07,2024-01-20,integration_health_check,system_generated,Integrations,Server,,0,United States,mobile_app
LOG-0023009,CUST-01709,2024-05-31,17:59:17,2024-06-02,login,user_action,Reporting,Desktop,Edge,529,Canada,mobile_app
LOG-0023010,CUST-01709,2024-02-10,12:59:41,2024-02-13,admin_action,user_action,API,Mobile,Safari,1788,United Kingdom,api
LOG-0023011,CUST-01709,2024-05-11,15:18:37,2024-05-13,report_export,user_action,Integrations,Desktop,Firefox,476,Singapore,partner_integration
LOG-0023012,CUST-01709,2024-01-31,12:54:09,2024-02-03,login,user_action,Integrations,Desktop,Edge,3518,United Kingdom,web
LOG-0023013,CUST-01709,2024-02-06,14:00:54,2024-02-09,feature_use,user_action,Integrations,Mobile,Edge,3172,United States,mobile_app
LOG-0023014,CUST-01709,2024-04-15,22:00:49,2024-04-15,dashboard_view,user_action,Billing,Desktop,Chrome,3420,Canada,web
LOG-0023015,CUST-01709,2023-11-24,00:08:30,2023-11-27,feature_use,user_action,Integrations,Desktop,Edge,1770,United Kingdom,mobile_app
LOG-0023016,CUST-01709,2023-11-15,08:08:55,2023-11-16,api_call,user_action,API,Desktop,Chrome,1964,India,api
LOG-0023017,CUST-01709,2023-10-17,05:13:30,2023-10-20,auto_data_backup,system_generated,Billing,Server,,0,Australia,web
LOG-0023018,CUST-01709,2024-05-14,19:09:02,2024-05-16,scheduled_report_sync,system_generated,Integrations,Server,,0,Singapore,web
LOG-0023019,CUST-01709,2024-05-26,22:10:59,2024-05-26,webhook_delivery,system_generated,Platform,Server,,0,Brazil,web
LOG-0023020,CUST-01709,2024-06-05,07:30:48,2024-06-05,account_provisioning_sync,system_generated,Billing,Server,,0,Canada,web
LOG-0023021,CUST-01709,2024-02-21,06:41:59,2024-02-24,login,user_action,Collaboration,Desktop,Chrome,3142,Singapore,web
LOG-0023022,CUST-01709,2024-01-03,19:29:20,2024-01-03,feature_use,user_action,Admin Settings,Mobile,Chrome,431,Canada,mobile_app
LOG-0023023,CUST-01709,2024-06-08,05:26:49,2024-06-10,report_export,user_action,API,Desktop,Edge,1807,Singapore,mobile_app
LOG-0023024,CUST-01709,2023-10-14,06:03:22,2023-10-17,account_provisioning_sync,system_generated,Platform,Server,,0,United Kingdom,web
LOG-0023025,CUST-01228,2023-12-04,14:22:28,2023-12-04,dashboard_view,user_action,Admin Settings,Mobile,Firefox,1345,Germany,web
LOG-0023026,CUST-01228,2023-12-11,22:43:58,2023-12-11,admin_action,user_action,API,Mobile,Edge,424,Germany,web
LOG-0023027,CUST-01228,2023-12-01,13:30:13,2023-12-02,api_call,user_action,Billing,Mobile,Edge,979,Brazil,mobile_app
LOG-0023028,CUST-01228,2023-12-09,22:23:37,2023-12-09,api_call,user_action,Billing,Mobile,Firefox,778,India,web
LOG-0023029,CUST-01228,2023-12-08,13:08:52,2023-12-10,api_call,user_action,Admin Settings,Tablet,Safari,1743,Singapore,mobile_app
LOG-0023030,CUST-01228,2024-01-16,09:30:36,2024-01-19,login,user_action,Integrations,Desktop,Edge,3067,United States,mobile_app
LOG-0023031,CUST-01228,2024-04-15,13:04:41,2024-04-16,scheduled_report_sync,system_generated,Billing,Server,,0,Brazil,mobile_app
LOG-0023032,CUST-01228,2023-09-08,22:56:40,2023-09-11,dashboard_view,user_action,Dashboard,Desktop,Firefox,1830,United Kingdom,web
LOG-0023033,CUST-01228,2024-04-19,14:59:50,2024-04-22,account_provisioning_sync,system_generated,Integrations,Server,,0,Australia,web
LOG-0023034,CUST-01228,2024-03-12,03:15:56,2024-03-15,admin_action,user_action,Dashboard,Mobile,Chrome,1436,Germany,web
LOG-0023035,CUST-01228,2023-09-14,17:41:33,2023-09-17,login,user_action,Dashboard,Desktop,Safari,2977,Germany,api
LOG-0023036,CUST-01228,2024-05-16,23:41:04,2024-05-18,admin_action,user_action,Billing,Mobile,Safari,3461,United Kingdom,web
LOG-0023037,CUST-01228,2023-09-12,17:53:53,2023-09-14,account_provisioning_sync,system_generated,Integrations,Server,,0,Canada,web
LOG-0023038,CUST-01228,2024-06-04,08:07:13,2024-06-04,auto_data_backup,system_generated,Platform,Server,,0,Canada,web
LOG-0023039,CUST-01228,2024-05-12,01:37:20,2024-05-15,feature_use,user_action,Dashboard,Tablet,Safari,2379,Australia,mobile_app
LOG-0023040,CUST-01228,2024-03-01,16:32:13,2024-03-04,api_call,user_action,Integrations,Mobile,Chrome,800,Brazil,web
LOG-0023041,CUST-01228,2024-01-23,13:28:29,2024-01-23,report_export,user_action,API,Tablet,Chrome,767,United States,mobile_app
LOG-0023042,CUST-01228,2024-01-22,12:16:03,2024-01-25,admin_action,user_action,Collaboration,Mobile,Chrome,2333,United States,web
LOG-0023043,CUST-01228,2024-02-27,10:56:11,2024-02-27,report_export,user_action,Billing,Tablet,Safari,2214,United Kingdom,web
LOG-0023044,CUST-01228,2024-04-11,12:19:58,2024-04-11,login,user_action,Integrations,Mobile,Safari,1720,Germany,web
LOG-0023045,CUST-01228,2024-02-07,19:35:53,2024-02-08,login,user_action,Integrations,Desktop,Chrome,1591,Australia,partner_integration
LOG-0023046,CUST-01228,2023-09-07,00:28:36,2023-09-10,auto_data_backup,system_generated,Integrations,Server,,0,United States,web
LOG-0023047,CUST-01228,2024-02-19,12:11:30,2024-02-21,file_upload,user_action,Integrations,Tablet,Chrome,2733,Canada,web
LOG-0023048,CUST-01228,2023-09-30,09:12:14,2023-10-03,login,user_action,Billing,Desktop,Chrome,3372,Canada,mobile_app
LOG-0023049,CUST-01228,2024-02-08,04:59:26,2024-02-10,webhook_delivery,system_generated,Platform,Server,,0,Canada,web
LOG-0023050,CUST-01228,2024-05-27,20:15:01,2024-05-28,report_export,user_action,Collaboration,Mobile,Firefox,31,United States,mobile_app
LOG-0023051,CUST-01228,2024-04-12,23:23:15,2024-04-13,feature_use,user_action,Billing,Mobile,Edge,1845,Canada,web
LOG-0023052,CUST-01228,2023-10-20,03:45:16,2023-10-21,file_upload,user_action,Admin Settings,Desktop,Chrome,66,India,web
LOG-0023053,CUST-01887,2024-06-28,06:46:30,2024-07-01,file_upload,user_action,Reporting,Desktop,Firefox,2384,Australia,mobile_app
LOG-0023054,CUST-01887,2024-03-19,10:12:23,2024-03-20,admin_action,user_action,Reporting,Desktop,Edge,3421,Singapore,partner_integration
LOG-0023055,CUST-01887,2024-03-18,14:19:31,2024-03-21,scheduled_report_sync,system_generated,Platform,Server,,0,United Kingdom,mobile_app
LOG-0023056,CUST-01887,2024-03-03,19:17:23,2024-03-04,file_upload,user_action,API,Mobile,Firefox,2595,Canada,mobile_app
LOG-0023057,CUST-01887,2024-04-10,21:05:53,2024-04-12,report_export,user_action,Data Import,Desktop,Firefox,3296,Brazil,web
LOG-0023058,CUST-01887,2024-05-01,21:53:29,2024-05-01,auto_data_backup,system_generated,Billing,Server,,0,United Kingdom,mobile_app
LOG-0023059,CUST-01887,2023-11-05,09:35:04,2023-11-08,report_export,user_action,Integrations,Desktop,Chrome,2063,Canada,mobile_app
LOG-0023060,CUST-01887,2024-06-15,02:28:05,2024-06-18,admin_action,user_action,Reporting,Desktop,Edge,1517,Singapore,web
LOG-0023061,CUST-01887,2024-06-24,04:22:39,2024-06-26,auto_data_backup,system_generated,Platform,Server,,0,United Kingdom,mobile_app
LOG-0023062,CUST-01887,2024-01-15,10:08:28,2024-01-18,integration_health_check,system_generated,Billing,Server,,0,Germany,web
LOG-0023063,CUST-01887,2023-10-03,02:40:21,2023-10-04,api_call,user_action,Dashboard,Mobile,Chrome,2454,Singapore,mobile_app
LOG-0023064,CUST-01887,2023-11-23,17:27:14,2023-11-26,api_call,user_action,Reporting,Mobile,Safari,1460,Singapore,mobile_app
LOG-0023065,CUST-01887,2024-01-27,15:33:10,2024-01-29,file_upload,user_action,Billing,Mobile,Chrome,184,Brazil,api
LOG-0023066,CUST-01887,2024-04-26,00:02:02,2024-04-27,report_export,user_action,Reporting,Mobile,Edge,1000,United States,web
LOG-0023067,CUST-01887,2024-05-03,21:36:06,2024-05-04,account_provisioning_sync,system_generated,Billing,Server,,0,Germany,mobile_app
LOG-0023068,CUST-01887,2024-01-04,03:41:41,2024-01-04,api_call,user_action,Data Import,Mobile,Chrome,2053,Singapore,mobile_app
LOG-0023069,CUST-01887,2024-04-08,03:10:53,2024-04-09,file_upload,user_action,Dashboard,Mobile,Safari,888,United States,web
LOG-0023070,CUST-01120,2023-12-31,18:15:44,2024-01-02,file_upload,user_action,Dashboard,Mobile,Firefox,134,Brazil,api
LOG-0023071,CUST-01120,2023-12-02,03:26:47,2023-12-05,feature_use,user_action,Admin Settings,Tablet,Firefox,1143,Australia,web
LOG-0023072,CUST-01120,2023-12-17,12:35:59,2023-12-18,feature_use,user_action,Admin Settings,Mobile,Firefox,919,India,web
LOG-0023073,CUST-01120,2023-12-23,06:33:19,2023-12-24,feature_use,user_action,Admin Settings,Tablet,Firefox,2553,Canada,api
LOG-0023074,CUST-01120,2023-12-26,00:03:51,2023-12-27,login,user_action,API,Mobile,Chrome,2244,Singapore,mobile_app
LOG-0023075,CUST-01120,2023-11-29,20:29:57,2023-12-01,feature_use,user_action,API,Desktop,Chrome,1436,Brazil,mobile_app
LOG-0023076,CUST-01120,2024-04-30,08:02:38,2024-05-03,scheduled_report_sync,system_generated,Platform,Server,,0,United Kingdom,web
