signup_id,customer_id,signup_date,signup_status,channel,plan_id,initial_seats,promo_code,sales_rep,campaign_code,is_self_serve,trial_length_days,signup_source_system,created_at
SGN-000434,CUST-02994,2023-08-24,Confirmed,Organic Web,Enterprise,20,,REP-024,CMP-0197,True,14,Manual-Import,2023-08-25
SGN-000435,CUST-05857,2023-08-08,Confirmed,Organic Web,Starter,171,,REP-033,,True,0,Manual-Import,2023-08-08
SGN-000436,CUST-05279,2023-08-06,Confirmed,Self-Serve Trial,Growth,239,,REP-006,,False,0,CRM-HubSpot,2023-08-07
SGN-000437,CUST-05871,2023-08-07,Confirmed,Event/Conference,Starter,249,,REP-016,,False,14,CRM-Salesforce,2023-08-07
SGN-000438,CUST-04558,2023-08-09,Confirmed,Direct Sales,Enterprise,221,,REP-054,CMP-0259,False,0,CRM-Salesforce,2023-08-10
SGN-000439,CUST-01543,2023-08-24,Confirmed,Direct Sales,Professional,32,,REP-013,,True,0,CRM-Salesforce,2023-08-25
SGN-000440,CUST-02522,2023-08-21,Confirmed,Organic Web,Enterprise,67,,,CMP-0325,True,14,CRM-Salesforce,2023-08-21
SGN-000441,CUST-05453,2023-08-09,Confirmed,Paid Ads,Enterprise Plus,185,,REP-014,,False,0,Manual-Import,2023-08-09
SGN-000442,CUST-01868,2023-08-21,Confirmed,Direct Sales,Enterprise,229,,,CMP-0177,False,0,CRM-Salesforce,2023-08-22
SGN-000443,CUST-01312,2023-08-07,Confirmed,Paid Ads,Growth,232,,,,True,0,CRM-Salesforce,2023-08-08
SGN-000444,CUST-02740,2023-08-03,Confirmed,Self-Serve Trial,Growth,217,,,,False,0,CRM-Salesforce,2023-08-03
SGN-000445,CUST-01303,2023-08-13,Confirmed,Direct Sales,Professional,226,,REP-040,,False,30,CRM-Salesforce,2023-08-13
SGN-000446,CUST-03130,2023-08-03,Confirmed,Event/Conference,Starter,34,,REP-043,,True,0,CRM-Salesforce,2023-08-04
SGN-000447,CUST-05368,2023-09-15,Superseded,Self-Serve Trial,Enterprise,175,,REP-054,,True,30,Manual-Import,2023-08-14
SGN-000447,CUST-05368,2023-08-26,Confirmed,Partner Referral,Professional,175,,REP-054,,True,30,Manual-Import,2023-08-27
SGN-000448,CUST-00775,2023-07-30,Superseded,Event/Conference,Growth,190,,REP-037,CMP-0298,False,30,Manual-Import,2023-08-14
SGN-000448,CUST-00775,2023-08-16,Confirmed,Partner Referral,Enterprise,190,,REP-037,CMP-0298,False,30,Manual-Import,2023-08-16
SGN-000449,CUST-02751,2023-08-20,Confirmed,Organic Web,Professional,89,,REP-011,,False,30,CRM-Salesforce,2023-08-21
SGN-000450,CUST-02057,2023-08-26,Confirmed,Paid Ads,Growth,26,,REP-057,,False,30,CRM-Salesforce,2023-08-27
SGN-000451,CUST-03819,2023-08-23,Confirmed,Direct Sales,Growth,6,,,,True,14,CRM-HubSpot,2023-08-23
SGN-000452,CUST-00027,2023-08-07,Confirmed,Event/Conference,Growth,170,,REP-041,CMP-0020,True,0,CRM-Salesforce,2023-08-07
SGN-000453,CUST-03059,2023-08-12,Confirmed,Self-Serve Trial,Growth,248,,REP-048,CMP-0153,False,30,Manual-Import,2023-08-13
SGN-000454,CUST-05471,2023-08-31,Confirmed,Partner Referral,Starter,82,WELCOME10,,,True,0,CRM-Salesforce,2023-08-31
SGN-000455,CUST-03552,2023-08-16,Confirmed,Self-Serve Trial,Professional,68,,,CMP-0093,False,0,CRM-Salesforce,2023-08-16
SGN-000456,CUST-05021,2023-08-31,Confirmed,Partner Referral,Starter,24,,REP-004,,False,0,CRM-Salesforce,2023-08-31
SGN-000457,CUST-01768,2023-08-18,Confirmed,Direct Sales,Growth,118,,REP-029,,True,14,Manual-Import,2023-08-18
SGN-000458,CUST-03153,2023-08-19,Confirmed,Event/Conference,Growth,27,,,CMP-0237,True,30,CRM-Salesforce,2023-08-20
SGN-000459,CUST-01940,2023-08-19,Confirmed,Event/Conference,Enterprise,246,,REP-017,,True,0,CRM-HubSpot,2023-08-19
SGN-000460,CUST-02314,2023-09-13,Superseded,Direct Sales,Starter,10,,,,False,30,CRM-Salesforce,2023-08-18
SGN-000460,CUST-02314,2023-08-30,Confirmed,Paid Ads,Enterprise,10,,,,False,30,CRM-Salesforce,2023-08-30
SGN-000461,CUST-00343,2023-08-19,Confirmed,Event/Conference,Professional,187,,REP-053,,True,14,CRM-Salesforce,2023-08-19
SGN-000462,CUST-05689,2023-08-13,Confirmed,Event/Conference,Growth,178,,,,True,30,CRM-Salesforce,2023-08-14
SGN-000463,CUST-01503,2023-08-15,Confirmed,Self-Serve Trial,Starter,222,,REP-001,,False,0,CRM-Salesforce,2023-08-15
SGN-000464,CUST-05311,2023-08-16,Confirmed,Event/Conference,Professional,35,,,,False,14,CRM-Salesforce,2023-08-17
SGN-000465,CUST-00868,2023-08-07,Confirmed,Partner Referral,Professional,55,,,CMP-0321,True,30,CRM-HubSpot,2023-08-07
SGN-000466,CUST-03841,2023-08-22,Confirmed,Organic Web,Enterprise,159,,,,True,14,CRM-Salesforce,2023-08-23
SGN-000467,CUST-04198,2023-08-12,Confirmed,Partner Referral,Growth,191,,REP-003,,False,0,CRM-Salesforce,2023-08-13
SGN-000468,CUST-05528,2023-08-03,Confirmed,Paid Ads,Starter,79,,REP-035,,True,0,CRM-HubSpot,2023-08-04
SGN-000469,CUST-02090,2023-08-12,Confirmed,Partner Referral,Starter,197,,,,False,30,CRM-Salesforce,2023-08-12
SGN-000470,CUST-04164,2023-08-24,Confirmed,Self-Serve Trial,Enterprise,160,,REP-013,,True,30,CRM-HubSpot,2023-08-25
SGN-000471,CUST-03386,2023-08-24,Confirmed,Self-Serve Trial,Growth,182,,,,False,14,CRM-Salesforce,2023-08-25
SGN-000472,CUST-02010,2023-08-30,Confirmed,Paid Ads,Enterprise,228,,,CMP-0349,False,0,CRM-HubSpot,2023-08-30
SGN-000473,CUST-03155,2023-08-30,Confirmed,Event/Conference,Starter,174,,REP-004,,True,30,CRM-HubSpot,2023-08-31
SGN-000474,CUST-02009,2023-08-18,Confirmed,Event/Conference,Growth,160,,REP-052,,True,0,Manual-Import,2023-08-19
SGN-000475,CUST-03220,2023-08-18,Confirmed,Paid Ads,Professional,134,,REP-002,,False,14,CRM-Salesforce,2023-08-19
SGN-000476,CUST-01939,2023-08-07,Confirmed,Self-Serve Trial,Growth,111,,,,True,14,CRM-HubSpot,2023-08-08
SGN-000477,CUST-05714,2023-08-30,Confirmed,Paid Ads,Enterprise,34,,REP-026,,True,0,CRM-Salesforce,2023-08-30
SGN-000478,CUST-03476,2023-08-05,Confirmed,Self-Serve Trial,Professional,205,,REP-020,CMP-0028,True,14,Manual-Import,2023-08-05
SGN-000479,CUST-00788,2023-08-31,Confirmed,Paid Ads,Professional,54,,REP-001,CMP-0082,True,30,Manual-Import,2023-09-01
SGN-000480,CUST-04488,2023-08-07,Confirmed,Partner Referral,Growth,232,,,CMP-0245,False,0,CRM-Salesforce,2023-08-08
SGN-000481,CUST-04004,2023-08-28,Confirmed,Self-Serve Trial,Growth,202,,REP-038,CMP-0289,True,0,CRM-HubSpot,2023-08-28
SGN-000482,CUST-02385,2023-08-07,Confirmed,Self-Serve Trial,Starter,186,,REP-044,CMP-0349,True,0,Manual-Import,2023-08-08
SGN-000483,CUST-02858,2023-08-23,Confirmed,Paid Ads,Starter,138,WELCOME10,REP-045,,True,14,CRM-Salesforce,2023-08-24
SGN-000484,CUST-02070,2023-08-27,Confirmed,Direct Sales,Growth,38,,,,False,30,Manual-Import,2023-08-28
SGN-000485,CUST-03256,2023-08-23,Confirmed,Paid Ads,Professional,149,WELCOME10,REP-025,,True,0,CRM-Salesforce,2023-08-23
SGN-000486,CUST-00742,2023-08-05,Confirmed,Organic Web,Starter,34,,REP-013,,True,0,CRM-HubSpot,2023-08-05
SGN-000487,CUST-03456,2023-08-30,Confirmed,Event/Conference,Growth,215,,,CMP-0327,False,30,CRM-Salesforce,2023-08-31
SGN-000488,CUST-00468,2023-08-31,Confirmed,Partner Referral,Starter,56,,REP-007,CMP-0383,False,14,CRM-Salesforce,2023-08-31
SGN-000489,CUST-00478,2023-08-21,Confirmed,Paid Ads,Enterprise,136,,REP-005,CMP-0167,True,30,CRM-Salesforce,2023-08-22
SGN-000490,CUST-05725,2023-08-25,Confirmed,Self-Serve Trial,Starter,137,,REP-005,,True,30,CRM-HubSpot,2023-08-25
SGN-000491,CUST-02172,2023-08-14,Confirmed,Partner Referral,Growth,82,,,,True,30,CRM-HubSpot,2023-08-14
SGN-000492,CUST-01797,2023-08-23,Confirmed,Paid Ads,Enterprise,218,,,CMP-0371,False,0,Manual-Import,2023-08-24
SGN-000493,CUST-05559,2023-08-31,Confirmed,Organic Web,Growth,49,,REP-005,CMP-0333,True,0,CRM-HubSpot,2023-08-31
SGN-000494,CUST-03822,2023-08-20,Confirmed,Direct Sales,Starter,181,,REP-024,,False,0,CRM-HubSpot,2023-08-20
SGN-000495,CUST-04568,2023-08-09,Confirmed,Paid Ads,Professional,31,WELCOME10,REP-021,,False,0,CRM-Salesforce,2023-08-10
SGN-000496,CUST-02952,2023-08-02,Confirmed,Self-Serve Trial,Professional,217,,,CMP-0211,False,0,CRM-Salesforce,2023-08-03
SGN-000497,CUST-05746,2023-08-21,Confirmed,Self-Serve Trial,Growth,107,,REP-047,,True,30,CRM-HubSpot,2023-08-22
SGN-000498,CUST-03469,2023-08-23,Confirmed,Direct Sales,Starter,24,,REP-059,CMP-0027,False,14,CRM-HubSpot,2023-08-24
SGN-000499,CUST-03273,2023-08-25,Confirmed,Paid Ads,Enterprise,171,,,,True,14,CRM-HubSpot,2023-08-26
SGN-000500,CUST-02156,2023-08-12,Confirmed,Event/Conference,Growth,226,,REP-042,,False,0,CRM-Salesforce,2023-08-13
SGN-000501,CUST-03680,2023-08-23,Confirmed,Partner Referral,Starter,217,,REP-052,,False,0,CRM-HubSpot,2023-08-24
SGN-000502,CUST-00063,2023-08-04,Confirmed,Event/Conference,Starter,15,WELCOME10,REP-046,CMP-0038,False,0,Manual-Import,2023-08-04
SGN-000503,CUST-01499,2023-09-11,Superseded,Partner Referral,Enterprise Plus,73,WELCOME10,REP-031,,True,0,CRM-HubSpot,2023-08-23
SGN-000503,CUST-01499,2023-08-25,Confirmed,Organic Web,Starter,73,WELCOME10,REP-031,,True,0,CRM-HubSpot,2023-08-26
SGN-000504,CUST-01297,2023-09-12,Superseded,Event/Conference,Enterprise,155,,,CMP-0217,False,30,CRM-Salesforce,2023-08-22
SGN-000504,CUST-01297,2023-08-26,Confirmed,Direct Sales,Growth,155,,,CMP-0217,False,30,CRM-Salesforce,2023-08-27
SGN-000505,CUST-01151,2023-08-18,Superseded,Direct Sales,Enterprise Plus,242,,REP-032,CMP-0161,False,14,CRM-HubSpot,2023-08-02
SGN-000505,CUST-01151,2023-08-09,Confirmed,Paid Ads,Starter,242,,REP-032,CMP-0161,False,14,CRM-HubSpot,2023-08-09
SGN-000506,CUST-03512,2023-08-11,Confirmed,Paid Ads,Enterprise Plus,74,,,,False,14,CRM-Salesforce,2023-08-11
SGN-000507,CUST-01219,2023-08-26,Confirmed,Paid Ads,Growth,57,,REP-027,CMP-0029,False,0,CRM-Salesforce,2023-08-27
SGN-000508,CUST-01658,2023-08-19,Confirmed,Paid Ads,Starter,122,WELCOME10,REP-041,CMP-0397,False,0,CRM-Salesforce,2023-08-19
SGN-000509,CUST-04305,2023-08-16,Confirmed,Organic Web,Professional,142,,,CMP-0086,False,30,CRM-Salesforce,2023-08-16
SGN-000510,CUST-03612,2023-08-05,Confirmed,Direct Sales,Growth,122,,REP-017,,False,14,CRM-Salesforce,2023-08-06
SGN-000511,CUST-01490,2023-08-26,Confirmed,Partner Referral,Growth,132,,REP-017,CMP-0346,False,0,CRM-Salesforce,2023-08-27
SGN-000512,CUST-04159,2023-08-04,Confirmed,Self-Serve Trial,Starter,158,,,CMP-0347,False,0,CRM-Salesforce,2023-08-05
SGN-000513,CUST-00981,2023-08-29,Superseded,Self-Serve Trial,Starter,225,,,,True,14,CRM-HubSpot,2023-08-03
SGN-000513,CUST-00981,2023-08-14,Confirmed,Event/Conference,Enterprise,225,,,,True,14,CRM-HubSpot,2023-08-14
SGN-000514,CUST-05965,2023-08-14,Confirmed,Event/Conference,Enterprise Plus,120,,REP-031,CMP-0032,False,30,Manual-Import,2023-08-15
SGN-000515,CUST-05255,2023-09-01,Superseded,Event/Conference,Enterprise,191,PARTNER20,,,True,30,CRM-Salesforce,2023-08-19
SGN-000515,CUST-05255,2023-08-23,Confirmed,Paid Ads,Starter,191,PARTNER20,,,True,30,CRM-Salesforce,2023-08-23
SGN-000516,CUST-01037,2023-08-02,Confirmed,Self-Serve Trial,Professional,75,,,,True,30,CRM-Salesforce,2023-08-02
SGN-000517,CUST-04878,2023-08-01,Confirmed,Event/Conference,Professional,63,,,CMP-0077,False,30,CRM-Salesforce,2023-08-02
SGN-000518,CUST-03550,2023-08-20,Confirmed,Paid Ads,Starter,171,,,,False,0,CRM-Salesforce,2023-08-21
SGN-000519,CUST-04032,2023-08-12,Confirmed,Partner Referral,Growth,67,,REP-023,,False,0,CRM-Salesforce,2023-08-13
SGN-000520,CUST-03375,2023-08-03,Confirmed,Direct Sales,Starter,61,WELCOME10,,CMP-0188,True,14,CRM-Salesforce,2023-08-04
SGN-000521,CUST-00599,2023-08-25,Confirmed,Organic Web,Enterprise,118,,,,False,14,CRM-Salesforce,2023-08-25
SGN-000522,CUST-02754,2023-08-17,Confirmed,Organic Web,Starter,213,PARTNER20,REP-043,,False,14,CRM-Salesforce,2023-08-17
SGN-000523,CUST-01047,2023-08-28,Superseded,Partner Referral,Professional,190,,,,True,0,CRM-HubSpot,2023-08-15
SGN-000523,CUST-01047,2023-08-20,Confirmed,Paid Ads,Enterprise,190,,,,True,0,CRM-HubSpot,2023-08-20
SGN-000524,CUST-04705,2023-08-12,Confirmed,Partner Referral,Enterprise Plus,99,,,CMP-0312,True,14,CRM-Salesforce,2023-08-13
SGN-000525,CUST-00694,2023-08-07,Confirmed,Event/Conference,Professional,231,,REP-020,CMP-0230,True,0,CRM-Salesforce,2023-08-07
SGN-000526,CUST-05898,2023-08-11,Confirmed,Partner Referral,Starter,183,,REP-017,CMP-0107,True,30,CRM-Salesforce,2023-08-11
SGN-000527,CUST-01860,2023-08-29,Confirmed,Self-Serve Trial,Starter,101,WELCOME10,REP-050,CMP-0247,True,30,CRM-HubSpot,2023-08-29
SGN-000528,CUST-00257,2023-08-24,Confirmed,Organic Web,Professional,76,,REP-016,,False,30,CRM-Salesforce,2023-08-24
SGN-000529,CUST-04187,2023-08-27,Confirmed,Partner Referral,Growth,145,,REP-043,,False,14,CRM-HubSpot,2023-08-27
SGN-000530,CUST-01323,2023-08-15,Confirmed,Partner Referral,Enterprise,193,,REP-035,CMP-0133,False,30,CRM-Salesforce,2023-08-16
SGN-000531,CUST-02510,2023-08-28,Confirmed,Organic Web,Professional,58,,,CMP-0022,False,30,CRM-HubSpot,2023-08-29
SGN-000532,CUST-02662,2023-08-07,Confirmed,Organic Web,Starter,139,,REP-032,,True,14,CRM-Salesforce,2023-08-07
SGN-000533,CUST-05352,2023-08-21,Confirmed,Self-Serve Trial,Professional,185,,REP-045,,False,30,CRM-HubSpot,2023-08-22
SGN-000534,CUST-05086,2023-08-13,Confirmed,Paid Ads,Growth,26,,,CMP-0115,True,0,CRM-Salesforce,2023-08-14
SGN-000535,CUST-01288,2023-08-06,Confirmed,Self-Serve Trial,Growth,44,,REP-010,CMP-0233,False,14,CRM-HubSpot,2023-08-06
SGN-000536,CUST-01097,2023-08-12,Confirmed,Paid Ads,Starter,138,,,CMP-0132,False,30,CRM-HubSpot,2023-08-13
SGN-000537,CUST-05211,2023-08-21,Confirmed,Organic Web,Starter,166,,REP-058,CMP-0366,False,14,CRM-Salesforce,2023-08-22
SGN-000538,CUST-01237,2023-08-17,Confirmed,Direct Sales,Starter,64,,REP-059,,True,14,CRM-HubSpot,2023-08-17
SGN-000539,CUST-01261,2023-08-24,Superseded,Self-Serve Trial,Professional,242,,,,True,0,CRM-HubSpot,2023-08-26
SGN-000539,CUST-01261,2023-08-28,Confirmed,Event/Conference,Enterprise,242,,,,True,0,CRM-HubSpot,2023-08-28
SGN-000540,CUST-05947,2023-08-21,Confirmed,Paid Ads,Enterprise,244,,REP-005,,False,30,CRM-HubSpot,2023-08-22
SGN-000541,CUST-04183,2023-08-18,Confirmed,Organic Web,Professional,60,,REP-046,CMP-0233,True,30,CRM-Salesforce,2023-08-18
SGN-000542,CUST-05859,2023-08-10,Confirmed,Direct Sales,Starter,107,,REP-042,CMP-0365,False,0,CRM-Salesforce,2023-08-10
SGN-000543,CUST-03275,2023-08-25,Confirmed,Event/Conference,Starter,152,,,,False,30,Manual-Import,2023-08-25
SGN-000544,CUST-01085,2023-08-10,Confirmed,Partner Referral,Enterprise,6,,REP-052,,False,14,CRM-Salesforce,2023-08-11
SGN-000545,CUST-04634,2023-08-05,Confirmed,Paid Ads,Growth,183,,,,False,0,CRM-Salesforce,2023-08-05
SGN-000546,CUST-02417,2023-08-25,Confirmed,Paid Ads,Starter,89,WELCOME10,REP-041,,True,0,CRM-Salesforce,2023-08-26
SGN-000547,CUST-00738,2023-08-23,Confirmed,Organic Web,Growth,56,,REP-026,,False,0,CRM-Salesforce,2023-08-23
SGN-000548,CUST-00893,2023-08-06,Confirmed,Direct Sales,Growth,182,,REP-039,,True,14,CRM-HubSpot,2023-08-07
SGN-000549,CUST-01348,2023-08-31,Confirmed,Partner Referral,Growth,246,,,,False,30,CRM-Salesforce,2023-09-01
SGN-000550,CUST-03908,2023-08-21,Confirmed,Partner Referral,Growth,113,,REP-054,,False,30,CRM-HubSpot,2023-08-21
SGN-000551,CUST-05059,2023-09-06,Superseded,Self-Serve Trial,Enterprise,237,,REP-019,CMP-0065,True,0,CRM-Salesforce,2023-08-11
SGN-000551,CUST-05059,2023-08-17,Confirmed,Direct Sales,Professional,237,,REP-019,CMP-0065,True,0,CRM-Salesforce,2023-08-18
SGN-000552,CUST-01107,2023-08-31,Confirmed,Partner Referral,Professional,197,,REP-008,,False,0,CRM-Salesforce,2023-09-01
SGN-000553,CUST-02908,2023-08-23,Confirmed,Self-Serve Trial,Growth,212,,,CMP-0052,False,14,CRM-Salesforce,2023-08-23
SGN-000554,CUST-02016,2023-08-25,Confirmed,Direct Sales,Starter,143,,REP-030,CMP-0295,False,14,Manual-Import,2023-08-25
SGN-000555,CUST-01106,2023-08-18,Confirmed,Direct Sales,Professional,191,,,,True,30,CRM-HubSpot,2023-08-18
SGN-000556,CUST-05502,2023-08-09,Confirmed,Paid Ads,Growth,45,,,CMP-0033,False,0,CRM-Salesforce,2023-08-10
SGN-000557,CUST-05340,2023-08-03,Confirmed,Event/Conference,Enterprise,197,WELCOME10,REP-033,CMP-0151,False,30,CRM-HubSpot,2023-08-03
SGN-000558,CUST-00641,2023-08-02,Confirmed,Direct Sales,Starter,198,WELCOME10,REP-037,CMP-0386,True,30,Manual-Import,2023-08-02
SGN-000559,CUST-02383,2023-08-08,Confirmed,Organic Web,Growth,27,,REP-024,CMP-0243,True,14,CRM-HubSpot,2023-08-09
SGN-000560,CUST-02127,2023-08-06,Superseded,Self-Serve Trial,Enterprise Plus,9,,,CMP-0082,True,0,CRM-Salesforce,2023-07-27
SGN-000560,CUST-02127,2023-08-09,Confirmed,Direct Sales,Starter,9,,,CMP-0082,True,0,CRM-Salesforce,2023-08-10
SGN-000561,CUST-01136,2023-08-10,Confirmed,Partner Referral,Starter,130,,REP-036,,False,0,CRM-HubSpot,2023-08-11
SGN-000562,CUST-01713,2023-08-01,Confirmed,Partner Referral,Starter,236,,REP-030,CMP-0277,True,30,CRM-HubSpot,2023-08-01
SGN-000563,CUST-04860,2023-08-10,Confirmed,Event/Conference,Professional,179,,REP-006,,True,30,CRM-Salesforce,2023-08-10
SGN-000564,CUST-02225,2023-08-19,Confirmed,Direct Sales,Starter,124,WELCOME10,REP-009,,False,14,CRM-Salesforce,2023-08-19
SGN-000565,CUST-00075,2023-08-17,Confirmed,Event/Conference,Starter,52,,,,False,30,CRM-Salesforce,2023-08-17
SGN-000566,CUST-01409,2023-08-15,Confirmed,Organic Web,Growth,165,,REP-039,,True,0,CRM-Salesforce,2023-08-15
SGN-000567,CUST-02995,2023-08-28,Confirmed,Paid Ads,Enterprise,118,,,CMP-0106,True,0,CRM-HubSpot,2023-08-28
SGN-000568,CUST-00079,2023-08-19,Confirmed,Direct Sales,Growth,193,WELCOME10,REP-017,CMP-0190,False,14,Manual-Import,2023-08-19
SGN-000569,CUST-02897,2023-08-18,Confirmed,Event/Conference,Growth,210,,REP-043,CMP-0097,False,0,CRM-HubSpot,2023-08-19
SGN-000570,CUST-00855,2023-08-25,Confirmed,Direct Sales,Professional,139,,REP-013,CMP-0029,True,14,Manual-Import,2023-08-26
SGN-000571,CUST-05590,2023-08-29,Confirmed,Event/Conference,Starter,154,,REP-019,,True,30,CRM-Salesforce,2023-08-30
SGN-000572,CUST-02509,2023-08-08,Confirmed,Organic Web,Enterprise,116,,,CMP-0120,True,30,CRM-Salesforce,2023-08-08
SGN-000573,CUST-05336,2023-08-28,Confirmed,Direct Sales,Starter,78,,REP-059,,True,14,CRM-Salesforce,2023-08-28
SGN-000574,CUST-04182,2023-08-12,Confirmed,Paid Ads,Enterprise,127,,REP-037,,False,30,Manual-Import,2023-08-12
SGN-000575,CUST-00960,2023-08-29,Confirmed,Paid Ads,Growth,6,PARTNER20,,CMP-0212,False,14,CRM-HubSpot,2023-08-30
SGN-000576,CUST-03134,2023-08-15,Confirmed,Event/Conference,Professional,156,,,,True,14,CRM-HubSpot,2023-08-15
SGN-000577,CUST-03146,2023-08-22,Confirmed,Paid Ads,Enterprise,79,,,,True,14,CRM-Salesforce,2023-08-22
SGN-000578,CUST-03485,2023-08-24,Confirmed,Direct Sales,Starter,247,,,CMP-0225,True,14,CRM-Salesforce,2023-08-24
SGN-000579,CUST-05139,2023-07-26,Superseded,Self-Serve Trial,Enterprise,206,PARTNER20,REP-033,,False,0,CRM-Salesforce,2023-08-03
SGN-000579,CUST-05139,2023-08-13,Confirmed,Partner Referral,Professional,206,PARTNER20,REP-033,,False,0,CRM-Salesforce,2023-08-13
SGN-000580,CUST-03913,2023-08-15,Confirmed,Partner Referral,Starter,121,,REP-022,CMP-0156,False,14,Manual-Import,2023-08-15
SGN-000581,CUST-05371,2023-08-11,Confirmed,Self-Serve Trial,Enterprise,136,,REP-021,CMP-0296,False,30,CRM-Salesforce,2023-08-11
SGN-000582,CUST-04591,2023-08-07,Confirmed,Event/Conference,Enterprise,39,,REP-023,,True,30,Manual-Import,2023-08-07
SGN-000583,CUST-04122,2023-08-31,Confirmed,Event/Conference,Growth,235,WELCOME10,REP-021,CMP-0193,True,30,CRM-HubSpot,2023-09-01
SGN-000584,CUST-05986,2023-08-28,Confirmed,Paid Ads,Professional,143,,,,False,30,CRM-Salesforce,2023-08-29
SGN-000585,CUST-00730,2023-08-03,Confirmed,Event/Conference,Starter,168,,REP-052,,True,0,Manual-Import,2023-08-04
SGN-000586,CUST-02873,2023-08-02,Confirmed,Organic Web,Starter,192,,REP-001,CMP-0381,False,0,CRM-HubSpot,2023-08-03
SGN-000587,CUST-04176,2023-08-25,Confirmed,Organic Web,Enterprise,241,PARTNER20,REP-002,,True,30,CRM-Salesforce,2023-08-25
SGN-000588,CUST-05175,2023-08-20,Confirmed,Event/Conference,Growth,101,,REP-041,CMP-0295,False,14,Manual-Import,2023-08-20
SGN-000589,CUST-05314,2023-08-23,Confirmed,Paid Ads,Enterprise Plus,90,,REP-008,,False,0,CRM-Salesforce,2023-08-24
SGN-000590,CUST-01227,2023-08-03,Superseded,Paid Ads,Growth,109,,REP-051,,True,0,Manual-Import,2023-08-01
SGN-000590,CUST-01227,2023-08-10,Confirmed,Self-Serve Trial,Enterprise,109,,REP-051,,True,0,Manual-Import,2023-08-10
SGN-000591,CUST-03976,2023-08-19,Confirmed,Organic Web,Starter,185,,REP-032,,True,14,CRM-Salesforce,2023-08-19
SGN-000592,CUST-04478,2023-08-08,Superseded,Organic Web,Starter,216,,REP-009,,True,30,CRM-Salesforce,2023-08-07
SGN-000592,CUST-04478,2023-08-16,Confirmed,Paid Ads,Professional,216,,REP-009,,True,30,CRM-Salesforce,2023-08-17
SGN-000593,CUST-03378,2023-08-02,Confirmed,Direct Sales,Professional,242,,REP-035,,False,30,CRM-Salesforce,2023-08-03
SGN-000594,CUST-00280,2023-08-30,Confirmed,Direct Sales,Starter,56,,REP-059,,False,14,CRM-HubSpot,2023-08-30
SGN-000595,CUST-02293,2023-08-30,Confirmed,Organic Web,Enterprise,32,WELCOME10,,CMP-0049,False,14,CRM-HubSpot,2023-08-31
SGN-000596,CUST-04547,2023-08-19,Confirmed,Event/Conference,Professional,179,,REP-051,,False,30,CRM-HubSpot,2023-08-19
SGN-000597,CUST-02597,2023-08-04,Confirmed,Paid Ads,Professional,57,,,,True,14,Manual-Import,2023-08-05
SGN-000598,CUST-05803,2023-08-21,Confirmed,Organic Web,Enterprise,156,,REP-048,,True,14,CRM-Salesforce,2023-08-22
SGN-000599,CUST-02819,2023-08-08,Confirmed,Partner Referral,Growth,244,,,,True,30,Manual-Import,2023-08-08
SGN-000600,CUST-01459,2023-08-21,Confirmed,Organic Web,Enterprise,145,,,CMP-0166,False,0,CRM-Salesforce,2023-08-22
SGN-000601,CUST-05927,2023-08-07,Confirmed,Partner Referral,Starter,33,,REP-015,,True,0,CRM-Salesforce,2023-08-07
SGN-000602,CUST-01269,2023-08-23,Confirmed,Paid Ads,Starter,102,,,CMP-0398,True,14,CRM-Salesforce,2023-08-23
SGN-000603,CUST-04781,2023-08-15,Confirmed,Direct Sales,Starter,76,,REP-009,CMP-0354,False,14,Manual-Import,2023-08-16
SGN-000604,CUST-04075,2023-08-14,Confirmed,Paid Ads,Growth,141,WELCOME10,,,False,0,CRM-HubSpot,2023-08-14
SGN-000605,CUST-00135,2023-08-31,Confirmed,Organic Web,Starter,59,,REP-047,CMP-0203,True,14,CRM-Salesforce,2023-08-31
SGN-000606,CUST-04914,2023-08-01,Confirmed,Direct Sales,Growth,148,,,,False,0,CRM-HubSpot,2023-08-02
SGN-000607,CUST-02500,2023-08-29,Confirmed,Direct Sales,Starter,158,,REP-010,,True,30,CRM-Salesforce,2023-08-29
SGN-000608,CUST-05712,2023-08-28,Confirmed,Partner Referral,Growth,140,,,,False,0,Manual-Import,2023-08-29
SGN-000609,CUST-01313,2023-08-27,Superseded,Organic Web,Professional,13,,,CMP-0080,False,30,CRM-HubSpot,2023-08-28
SGN-000609,CUST-01313,2023-08-30,Confirmed,Organic Web,Growth,13,,,CMP-0080,False,30,CRM-HubSpot,2023-08-31
SGN-000610,CUST-02595,2023-08-18,Confirmed,Organic Web,Professional,127,,REP-013,CMP-0288,True,30,CRM-HubSpot,2023-08-18
SGN-000611,CUST-00702,2023-08-01,Confirmed,Self-Serve Trial,Starter,207,,REP-028,CMP-0098,True,0,CRM-Salesforce,2023-08-01
SGN-000612,CUST-01408,2023-08-29,Confirmed,Partner Referral,Professional,52,,REP-008,,False,0,CRM-HubSpot,2023-08-29
SGN-000613,CUST-05263,2023-08-21,Confirmed,Event/Conference,Starter,193,,REP-014,CMP-0091,True,30,CRM-HubSpot,2023-08-22
SGN-000614,CUST-01726,2023-08-23,Confirmed,Event/Conference,Starter,207,,,CMP-0379,True,30,CRM-Salesforce,2023-08-23
SGN-000615,CUST-05707,2023-08-08,Confirmed,Direct Sales,Enterprise,179,PARTNER20,REP-031,CMP-0207,True,30,CRM-Salesforce,2023-08-08
