order_id,customer_id,order_date,requested_ship_date,promised_delivery_date,assigned_warehouse_id,sales_channel,payment_terms,currency,order_total_value,created_by,created_at,po_number,notes
ORD-001221,CUST-00688,2023-11-22,2023-11-23,2023-11-28,WH-03,Direct,Net30,EUR,11507.03,user079,2023-11-22,PO-446057,
ORD-001222,CUST-00734,2023-10-08,2023-10-11,2023-10-19,WH-17,Distributor,Net60,CAD,19536.01,user003,2023-10-08,PO-761203,
ORD-001223,CUST-01000,2024-04-23,2024-04-25,2024-05-01,WH-03,Direct,Net45,USD,9060.96,user001,2024-04-23,PO-957191,
ORD-001224,CUST-00960,2023-10-23,2023-10-26,2023-10-28,WH-09,Online,Net60,USD,6952.69,user049,2023-10-23,PO-847069,
ORD-001225,CUST-00911,2024-03-23,2024-03-25,2024-04-01,WH-02,Distributor,Net45,USD,8904.21,user013,2024-03-23,PO-929357,
ORD-001226,CUST-00941,2024-03-19,2024-03-23,2024-03-25,WH-04,Direct,Net60,CAD,12813.28,user056,2024-03-19,PO-746858,
ORD-001227,CUST-00038,2024-03-06,2024-03-09,2024-03-17,WH-07,Distributor,Net60,USD,12190.44,user022,2024-03-06,PO-212320,
ORD-001228,CUST-01141,2023-12-24,2023-12-27,2024-01-05,WH-07,Direct,Net60,EUR,15077.24,user069,2023-12-24,PO-224082,
ORD-001229,CUST-00954,2023-12-07,2023-12-10,2023-12-13,WH-05,Distributor,Net45,CAD,12833.86,user050,2023-12-07,PO-822525,
ORD-001230,CUST-00940,2024-06-30,2024-07-01,2024-07-07,WH-12,Distributor,Net45,USD,1241.17,user056,2024-06-30,PO-975689,
ORD-001231,CUST-00472,2024-01-12,2024-01-15,2024-01-24,WH-16,Direct,Net30,CAD,10001.96,user001,2024-01-12,PO-313239,
ORD-001232,CUST-00373,2024-03-01,2024-03-05,2024-03-08,WH-12,Online,Net45,EUR,20854.19,user027,2024-03-01,PO-499495,
ORD-001233,CUST-00604,2024-01-04,2024-01-07,2024-01-10,WH-16,Online,Net30,USD,16002.7,user054,2024-01-04,PO-365182,
ORD-001234,CUST-00487,2023-11-30,2023-12-02,2023-12-05,WH-16,Direct,Net45,USD,15696.29,user024,2023-11-30,PO-733908,
ORD-001235,CUST-00249,2023-11-12,2023-11-13,2023-11-20,WH-02,Online,Net60,USD,19831.32,user038,2023-11-12,PO-666274,
ORD-001236,CUST-01053,2023-12-27,2023-12-31,2024-01-07,WH-11,Distributor,Net45,CAD,7210.78,user016,2023-12-27,PO-234509,
ORD-001237,CUST-00040,2024-03-13,2024-03-17,2024-03-26,WH-01,Direct,Net60,USD,17260.75,user006,2024-03-13,PO-897615,
ORD-001238,CUST-00519,2024-02-10,2024-02-13,2024-02-21,WH-04,Direct,Net30,USD,6849.81,user028,2024-02-10,PO-687019,
ORD-001239,CUST-00142,2023-12-21,2023-12-23,2023-12-28,WH-17,Direct,Net60,USD,21933.62,user029,2023-12-21,PO-473526,
ORD-001240,CUST-00419,2024-03-27,2024-03-30,2024-04-03,WH-18,Distributor,Net45,USD,303.16,user064,2024-03-27,PO-946907,
ORD-001241,CUST-00975,2023-11-14,2023-11-16,2023-11-20,WH-08,Direct,Net30,CAD,24853.17,user068,2023-11-14,PO-696842,
ORD-001242,CUST-01061,2023-10-15,2023-10-16,2023-10-19,WH-14,Distributor,Net45,USD,4982.52,user061,2023-10-15,PO-950890,
ORD-001243,CUST-00319,2024-06-23,2024-06-24,2024-06-29,WH-12,Direct,Net30,USD,8631.93,user043,2024-06-23,PO-780255,
ORD-001244,CUST-00793,2024-03-15,2024-03-16,2024-03-20,WH-03,Online,Net45,USD,8147.98,user066,2024-03-15,PO-114728,
ORD-001245,CUST-00940,2024-02-07,2024-02-10,2024-02-13,WH-02,Distributor,Net45,USD,24296.82,user013,2024-02-07,PO-806455,
ORD-001246,CUST-00936,2023-11-27,2023-11-29,2023-12-03,WH-10,Direct,Net45,USD,5013.77,user058,2023-11-27,PO-774115,
ORD-001247,CUST-00739,2024-02-13,2024-02-17,2024-02-24,WH-04,Direct,Net45,CAD,12751.28,user066,2024-02-13,PO-268867,
ORD-001248,CUST-00651,2024-02-14,2024-02-15,2024-02-17,WH-04,Direct,Net45,CAD,21154.98,user039,2024-02-14,PO-993573,
ORD-001249,CUST-00544,2024-06-30,2024-07-02,2024-07-10,WH-16,Direct,Net60,EUR,16973.88,user043,2024-06-30,PO-249273,
ORD-001250,CUST-01043,2023-12-04,2023-12-08,2023-12-12,WH-07,Distributor,Net30,USD,5322.97,user018,2023-12-04,PO-234557,
ORD-001251,CUST-01064,2024-03-16,2024-03-20,2024-03-29,WH-16,Distributor,Net60,CAD,2579.14,user011,2024-03-16,PO-411197,
ORD-001252,CUST-00440,2024-02-14,2024-02-17,2024-02-23,WH-14,Direct,Net30,EUR,7851.76,user041,2024-02-14,PO-620027,
ORD-001253,CUST-00629,2024-03-22,2024-03-26,2024-03-28,WH-04,Distributor,Net60,EUR,20304.55,user063,2024-03-22,PO-662860,
ORD-001254,CUST-00729,2024-01-16,2024-01-18,2024-01-22,WH-15,Distributor,Net45,CAD,10386.14,user032,2024-01-16,PO-281452,
ORD-001255,CUST-01164,2024-02-14,2024-02-16,2024-02-19,WH-16,Direct,Net30,USD,12107.33,user011,2024-02-14,PO-340603,
ORD-001256,CUST-00184,2023-12-19,2023-12-23,2023-12-30,WH-03,Direct,Net60,USD,1180.55,user052,2023-12-19,PO-832728,
ORD-001257,CUST-00917,2024-02-22,2024-02-26,2024-03-04,WH-06,Direct,Net60,USD,11731.09,user071,2024-02-22,PO-784370,
ORD-001258,CUST-01096,2024-04-28,2024-04-29,2024-05-05,WH-07,Direct,Net60,USD,10404.38,user051,2024-04-28,PO-544691,
ORD-001259,CUST-00045,2024-06-25,2024-06-29,2024-07-03,WH-09,Distributor,Net45,USD,8344.1,user002,2024-06-25,PO-445966,
ORD-001260,CUST-00458,2024-01-24,2024-01-25,2024-01-30,WH-05,Direct,Net60,USD,20933.59,user037,2024-01-24,PO-827071,
ORD-001261,CUST-00776,2023-11-27,2023-11-28,2023-12-07,WH-13,Direct,Net60,EUR,700.33,user011,2023-11-27,PO-393196,
ORD-001262,CUST-00331,2023-11-17,2023-11-19,2023-11-27,WH-15,Distributor,Net45,USD,20198.49,user069,2023-11-17,PO-275513,
ORD-001263,CUST-00108,2024-04-06,2024-04-07,2024-04-12,WH-10,Distributor,Net60,USD,18227.57,user050,2024-04-06,PO-713352,
ORD-001264,CUST-00612,2023-11-09,2023-11-12,2023-11-17,WH-15,Online,Net45,USD,3183.23,user023,2023-11-09,PO-980664,
ORD-001265,CUST-00383,2023-12-11,2023-12-13,2023-12-21,WH-15,Direct,Net30,USD,15368.91,user048,2023-12-11,PO-639202,
ORD-001266,CUST-00172,2023-12-04,2023-12-05,2023-12-08,WH-10,Direct,Net45,USD,5573.09,user038,2023-12-04,PO-873374,
ORD-001267,CUST-00427,2023-12-08,2023-12-12,2023-12-19,WH-12,Online,Net60,CAD,22715.41,user003,2023-12-08,PO-286385,
ORD-001268,CUST-01043,2024-02-14,2024-02-17,2024-02-23,WH-10,Direct,Net45,CAD,18348.61,user020,2024-02-14,PO-186213,
ORD-001269,CUST-01149,2024-06-16,2024-06-19,2024-06-26,WH-04,Distributor,Net60,USD,8778.49,user016,2024-06-16,PO-122309,
ORD-001270,CUST-00798,2023-11-11,2023-11-15,2023-11-23,WH-15,Online,Net30,USD,24123.13,user046,2023-11-11,PO-969783,
ORD-001271,CUST-01059,2024-01-18,2024-01-21,2024-01-27,WH-12,Direct,Net45,USD,934.75,user013,2024-01-18,PO-524189,
ORD-001272,CUST-00035,2023-10-12,2023-10-13,2023-10-20,WH-07,Direct,Net30,USD,16682.3,user010,2023-10-12,PO-944811,
ORD-001273,CUST-00934,2024-02-11,2024-02-13,2024-02-22,WH-08,Distributor,Net60,EUR,15455.13,user058,2024-02-11,PO-688671,
ORD-001274,CUST-00027,2024-06-24,2024-06-27,2024-07-01,WH-15,Direct,Net60,USD,18523.4,user074,2024-06-24,PO-846460,
ORD-001275,CUST-01107,2024-05-26,2024-05-30,2024-06-06,WH-07,Distributor,Net60,USD,5357.71,user075,2024-05-26,PO-612415,
ORD-001276,CUST-00758,2023-10-22,2023-10-23,2023-10-28,WH-11,Distributor,Net30,EUR,814.9,user041,2023-10-22,PO-821840,
ORD-001277,CUST-01144,2024-04-27,2024-04-30,2024-05-03,WH-01,Distributor,Net45,CAD,12982.43,user061,2024-04-27,PO-838851,
ORD-001278,CUST-00246,2023-11-12,2023-11-13,2023-11-15,WH-03,Direct,Net45,CAD,14327.45,user001,2023-11-12,PO-741623,
ORD-001279,CUST-00164,2024-05-26,2024-05-27,2024-05-29,WH-11,Distributor,Net60,USD,18673.94,user056,2024-05-26,PO-264626,
ORD-001280,CUST-00553,2024-06-20,2024-06-21,2024-06-30,WH-12,Direct,Net60,USD,15845.46,user064,2024-06-20,PO-488173,
ORD-001281,CUST-00259,2023-10-24,2023-10-25,2023-11-03,WH-11,Direct,Net60,EUR,22565.93,user063,2023-10-24,PO-798202,
ORD-001282,CUST-00872,2024-04-06,2024-04-08,2024-04-10,WH-16,Distributor,Net60,USD,15796.94,user075,2024-04-06,PO-222888,
ORD-001283,CUST-01084,2023-10-20,2023-10-23,2023-10-28,WH-09,Online,Net45,USD,21460.54,user035,2023-10-20,PO-815587,
ORD-001284,CUST-00998,2024-04-29,2024-04-30,2024-05-02,WH-17,Online,Net30,USD,19866.96,user053,2024-04-29,PO-302173,
ORD-001285,CUST-00250,2024-06-30,2024-07-01,2024-07-09,WH-15,Direct,Net45,CAD,23768.38,user013,2024-06-30,PO-898886,
ORD-001286,CUST-00728,2024-02-13,2024-02-16,2024-02-24,WH-04,Direct,Net45,CAD,8818.52,user033,2024-02-13,PO-513823,
ORD-001287,CUST-00380,2024-04-21,2024-04-25,2024-05-03,WH-03,Distributor,Net45,USD,17953.34,user008,2024-04-21,PO-702991,
ORD-001288,CUST-01167,2024-02-01,2024-02-03,2024-02-06,WH-08,Direct,Net45,CAD,23437.78,user037,2024-02-01,PO-788558,
ORD-001289,CUST-01164,2024-06-08,2024-06-10,2024-06-13,WH-15,Direct,Net60,EUR,5567.58,user010,2024-06-08,PO-201979,
ORD-001290,CUST-00448,2023-10-23,2023-10-24,2023-10-29,WH-07,Online,Net30,USD,5422.05,user019,2023-10-23,PO-973656,
ORD-001291,CUST-00088,2023-11-18,2023-11-21,2023-11-27,WH-07,Distributor,Net30,USD,15662.14,user040,2023-11-18,PO-914189,
ORD-001292,CUST-00293,2024-05-20,2024-05-21,2024-05-28,WH-16,Distributor,Net45,CAD,3497.26,user072,2024-05-20,PO-534544,
ORD-001293,CUST-00649,2023-11-08,2023-11-10,2023-11-12,WH-09,Distributor,Net45,EUR,14006.8,user032,2023-11-08,PO-950235,
ORD-001294,CUST-00504,2024-01-17,2024-01-18,2024-01-27,WH-07,Distributor,Net30,CAD,9730.26,user018,2024-01-17,PO-826867,
ORD-001295,CUST-00913,2024-02-02,2024-02-06,2024-02-14,WH-09,Direct,Net60,USD,21924.14,user073,2024-02-02,PO-305753,
ORD-001296,CUST-01003,2024-04-26,2024-04-28,2024-05-06,WH-14,Distributor,Net60,USD,10529.52,user003,2024-04-26,PO-697862,
ORD-001297,CUST-00888,2023-11-11,2023-11-13,2023-11-21,WH-07,Direct,Net45,CAD,6499.82,user012,2023-11-11,PO-711184,
ORD-001298,CUST-00277,2024-03-24,2024-03-28,2024-04-01,WH-01,Direct,Net60,USD,5972.38,user062,2024-03-24,PO-357683,
ORD-001299,CUST-00896,2023-12-21,2023-12-24,2023-12-30,WH-02,Direct,Net60,USD,2064.56,user025,2023-12-21,PO-660308,
ORD-001300,CUST-00116,2024-03-17,2024-03-21,2024-03-23,WH-04,Distributor,Net30,USD,13677.75,user042,2024-03-17,PO-676213,
ORD-001301,CUST-00472,2024-04-25,2024-04-29,2024-05-08,WH-06,Distributor,Net30,CAD,1191.57,user006,2024-04-25,PO-460882,
ORD-001302,CUST-00637,2024-02-01,2024-02-03,2024-02-06,WH-01,Distributor,Net60,EUR,3824.78,user066,2024-02-01,PO-607511,
ORD-001303,CUST-00323,2023-11-03,2023-11-07,2023-11-15,WH-17,Direct,Net60,CAD,160.77,user074,2023-11-03,PO-306550,
ORD-001304,CUST-01157,2023-12-20,2023-12-22,2023-12-31,WH-13,Direct,Net30,CAD,22467.43,user048,2023-12-20,PO-538543,
ORD-001305,CUST-00311,2024-06-11,2024-06-12,2024-06-17,WH-04,Direct,Net60,USD,3766.61,user025,2024-06-11,PO-767547,
ORD-001306,CUST-00155,2023-10-29,2023-10-31,2023-11-06,WH-08,Direct,Net30,USD,1085.81,user040,2023-10-29,PO-122130,
ORD-001307,CUST-00893,2023-11-29,2023-11-30,2023-12-04,WH-08,Direct,Net30,USD,18631.03,user045,2023-11-29,PO-327227,
ORD-001308,CUST-01185,2024-04-03,2024-04-04,2024-04-13,WH-05,Direct,Net60,USD,2573.34,user024,2024-04-03,PO-977712,
ORD-001309,CUST-00960,2023-11-15,2023-11-18,2023-11-25,WH-13,Distributor,Net60,USD,21915.65,user033,2023-11-15,PO-104574,
ORD-001310,CUST-00424,2024-01-27,2024-01-31,2024-02-02,WH-10,Online,Net45,CAD,10137.89,user077,2024-01-27,PO-869378,
ORD-001311,CUST-00822,2024-02-19,2024-02-21,2024-02-29,WH-18,Direct,Net30,USD,21897.82,user025,2024-02-19,PO-268190,
ORD-001312,CUST-00242,2024-06-28,2024-07-01,2024-07-05,WH-03,Direct,Net30,CAD,13270.81,user026,2024-06-28,PO-600489,
ORD-001313,CUST-00098,2024-01-02,2024-01-03,2024-01-09,WH-13,Distributor,Net60,EUR,5305.41,user018,2024-01-02,PO-100431,
ORD-001314,CUST-00335,2023-12-06,2023-12-09,2023-12-11,WH-01,Distributor,Net30,USD,9703.96,user061,2023-12-06,PO-583626,
ORD-001315,CUST-00575,2023-11-24,2023-11-26,2023-12-03,WH-09,Direct,Net60,CAD,6709.12,user063,2023-11-24,PO-755186,
ORD-001316,CUST-00725,2023-11-21,2023-11-23,2023-11-25,WH-13,Direct,Net30,CAD,3446.88,user022,2023-11-21,PO-643014,
ORD-001317,CUST-00281,2024-01-09,2024-01-10,2024-01-12,WH-18,Direct,Net45,CAD,14107.32,user030,2024-01-09,PO-305575,
ORD-001318,CUST-00621,2024-04-17,2024-04-19,2024-04-26,WH-03,Direct,Net60,USD,6134.03,user033,2024-04-17,PO-375121,
ORD-001319,CUST-00477,2023-12-08,2023-12-10,2023-12-12,WH-03,Direct,Net45,USD,6719.52,user024,2023-12-08,PO-459391,
ORD-001320,CUST-00207,2023-12-04,2023-12-08,2023-12-16,WH-05,Direct,Net30,EUR,9666.1,user016,2023-12-04,PO-265630,
ORD-001321,CUST-00789,2024-03-01,2024-03-05,2024-03-11,WH-05,Online,Net60,CAD,4150.63,user055,2024-03-01,PO-219226,
ORD-001322,CUST-00902,2024-02-10,2024-02-13,2024-02-15,WH-10,Online,Net45,USD,21918.97,user007,2024-02-10,PO-585385,
ORD-001323,CUST-01028,2024-02-06,2024-02-07,2024-02-11,WH-08,Direct,Net45,EUR,3812.18,user040,2024-02-06,PO-899313,
ORD-001324,CUST-00672,2023-10-31,2023-11-04,2023-11-11,WH-16,Distributor,Net60,EUR,21142.58,user047,2023-10-31,PO-128836,
ORD-001325,CUST-00927,2024-06-08,2024-06-12,2024-06-21,WH-07,Direct,Net45,USD,24665.89,user059,2024-06-08,PO-595530,
ORD-001326,CUST-00939,2024-06-27,2024-06-28,2024-07-03,WH-15,Direct,Net30,EUR,16295.73,user011,2024-06-27,PO-942975,
ORD-001327,CUST-00397,2023-12-10,2023-12-14,2023-12-21,WH-07,Distributor,Net60,CAD,227.33,user019,2023-12-10,PO-464462,
ORD-001328,CUST-00467,2024-04-05,2024-04-07,2024-04-10,WH-05,Distributor,Net30,USD,10496.78,user015,2024-04-05,PO-819435,
ORD-001329,CUST-00749,2023-11-15,2023-11-16,2023-11-22,WH-13,Online,Net30,CAD,20331.24,user031,2023-11-15,PO-228774,
ORD-001330,CUST-00168,2024-04-16,2024-04-18,2024-04-27,WH-10,Direct,Net45,USD,13415.28,user048,2024-04-16,PO-569778,
ORD-001331,CUST-00158,2024-02-22,2024-02-25,2024-03-01,WH-01,Direct,Net45,CAD,16564.67,user048,2024-02-22,PO-946746,
ORD-001332,CUST-00741,2024-01-08,2024-01-09,2024-01-15,WH-08,Distributor,Net45,CAD,7429.59,user044,2024-01-08,PO-333591,
ORD-001333,CUST-00929,2024-06-29,2024-07-02,2024-07-07,WH-18,Direct,Net30,CAD,19198.03,user025,2024-06-29,PO-901563,
ORD-001334,CUST-00198,2023-11-09,2023-11-12,2023-11-20,WH-12,Distributor,Net30,EUR,11992.39,user024,2023-11-09,PO-729469,
ORD-001335,CUST-01014,2023-11-04,2023-11-07,2023-11-09,WH-06,Direct,Net45,USD,1562.41,user078,2023-11-04,PO-562420,
ORD-001336,CUST-00668,2024-06-20,2024-06-21,2024-06-25,WH-09,Online,Net45,CAD,14701.2,user072,2024-06-20,PO-393303,
ORD-001337,CUST-00040,2024-05-11,2024-05-13,2024-05-17,WH-07,Direct,Net45,USD,9697.72,user018,2024-05-11,PO-375363,
ORD-001338,CUST-00467,2024-06-14,2024-06-17,2024-06-25,WH-08,Online,Net60,USD,8826.18,user037,2024-06-14,PO-449128,
ORD-001339,CUST-00322,2023-10-28,2023-11-01,2023-11-04,WH-05,Online,Net30,USD,19129.95,user059,2023-10-28,PO-660237,
ORD-001340,CUST-00671,2024-04-20,2024-04-24,2024-05-01,WH-02,Distributor,Net45,USD,3440.27,user057,2024-04-20,PO-984701,
ORD-001341,CUST-00038,2024-02-10,2024-02-11,2024-02-15,WH-09,Distributor,Net30,USD,3095.41,user078,2024-02-10,PO-917487,
ORD-001342,CUST-01128,2024-01-17,2024-01-21,2024-01-28,WH-12,Direct,Net30,USD,14920.21,user069,2024-01-17,PO-131865,
ORD-001343,CUST-00331,2024-03-18,2024-03-22,2024-03-27,WH-08,Distributor,Net60,USD,19218.92,user051,2024-03-18,PO-230177,
ORD-001344,CUST-00738,2023-10-21,2023-10-23,2023-10-27,WH-10,Distributor,Net30,EUR,9645.28,user005,2023-10-21,PO-814282,
ORD-001345,CUST-00099,2023-11-22,2023-11-23,2023-11-28,WH-08,Online,Net30,USD,12111.53,user043,2023-11-22,PO-363604,
ORD-001346,CUST-00983,2024-04-21,2024-04-24,2024-04-26,WH-03,Direct,Net30,USD,11418.24,user048,2024-04-21,PO-352614,
ORD-001347,CUST-01007,2023-11-02,2023-11-06,2023-11-14,WH-02,Direct,Net60,USD,1360.14,user040,2023-11-02,PO-546483,
ORD-001348,CUST-00447,2023-12-05,2023-12-09,2023-12-15,WH-08,Distributor,Net45,EUR,1629.45,user050,2023-12-05,PO-944750,
ORD-001349,CUST-01179,2024-05-24,2024-05-25,2024-06-03,WH-03,Direct,Net45,EUR,6566.48,user032,2024-05-24,PO-555063,
ORD-001350,CUST-00993,2024-05-06,2024-05-10,2024-05-13,WH-15,Direct,Net30,EUR,6869.67,user071,2024-05-06,PO-716464,
ORD-001351,CUST-00260,2024-06-14,2024-06-18,2024-06-27,WH-04,Distributor,Net30,USD,20459.31,user054,2024-06-14,PO-567980,
ORD-001352,CUST-00980,2023-12-14,2023-12-16,2023-12-24,WH-17,Distributor,Net45,USD,2317.33,user051,2023-12-14,PO-997962,
ORD-001353,CUST-00753,2023-10-08,2023-10-11,2023-10-19,WH-13,Direct,Net60,CAD,16418.74,user060,2023-10-08,PO-857685,
ORD-001354,CUST-00147,2024-05-20,2024-05-24,2024-06-01,WH-09,Direct,Net30,EUR,19123.03,user040,2024-05-20,PO-420756,
ORD-001355,CUST-00374,2024-02-10,2024-02-14,2024-02-18,WH-16,Online,Net45,USD,21997.99,user053,2024-02-10,PO-203700,
ORD-001356,CUST-00250,2024-05-31,2024-06-04,2024-06-10,WH-05,Distributor,Net60,USD,14174.12,user066,2024-05-31,PO-587230,
ORD-001357,CUST-00056,2024-05-31,2024-06-01,2024-06-07,WH-12,Distributor,Net45,EUR,4881.65,user037,2024-05-31,PO-125351,
ORD-001358,CUST-01035,2024-01-20,2024-01-22,2024-01-30,WH-02,Distributor,Net45,CAD,10483.45,user036,2024-01-20,PO-641135,
ORD-001359,CUST-00256,2023-10-20,2023-10-24,2023-10-28,WH-12,Direct,Net30,USD,22528.19,user058,2023-10-20,PO-420154,
ORD-001360,CUST-00739,2024-04-07,2024-04-08,2024-04-17,WH-13,Direct,Net45,USD,16716.73,user057,2024-04-07,PO-708229,
ORD-001361,CUST-00633,2024-02-29,2024-03-03,2024-03-12,WH-13,Direct,Net45,CAD,18725.8,user051,2024-02-29,PO-296490,
ORD-001362,CUST-00605,2024-05-10,2024-05-13,2024-05-17,WH-16,Direct,Net30,USD,20179.16,user079,2024-05-10,PO-972436,
ORD-001363,CUST-00134,2024-01-07,2024-01-11,2024-01-13,WH-06,Distributor,Net30,CAD,12681.02,user064,2024-01-07,PO-152879,
ORD-001364,CUST-01144,2023-10-05,2023-10-09,2023-10-15,WH-01,Direct,Net45,CAD,3494.87,user079,2023-10-05,PO-741239,
ORD-001365,CUST-00516,2024-01-07,2024-01-10,2024-01-13,WH-08,Online,Net45,USD,22239.15,user044,2024-01-07,PO-907799,
ORD-001366,CUST-01006,2024-01-22,2024-01-25,2024-01-31,WH-18,Direct,Net30,USD,22929.84,user018,2024-01-22,PO-479803,
ORD-001367,CUST-01197,2024-01-07,2024-01-09,2024-01-12,WH-12,Distributor,Net30,USD,19700.46,user063,2024-01-07,PO-675243,
ORD-001368,CUST-01102,2024-01-30,2024-01-31,2024-02-02,WH-16,Distributor,Net30,USD,8612.11,user026,2024-01-30,PO-561332,
ORD-001369,CUST-00985,2024-02-03,2024-02-04,2024-02-07,WH-10,Direct,Net60,USD,20051.61,user073,2024-02-03,PO-273144,
ORD-001370,CUST-00084,2024-04-17,2024-04-19,2024-04-28,WH-06,Online,Net45,USD,12028.65,user062,2024-04-17,PO-596809,
ORD-001371,CUST-00885,2024-06-03,2024-06-04,2024-06-10,WH-08,Direct,Net45,USD,3497.59,user046,2024-06-03,PO-886593,
ORD-001372,CUST-00092,2023-11-24,2023-11-25,2023-11-28,WH-18,Distributor,Net30,USD,16537.46,user079,2023-11-24,PO-684979,
ORD-001373,CUST-00104,2024-04-10,2024-04-12,2024-04-14,WH-06,Direct,Net45,CAD,6015.92,user070,2024-04-10,PO-191888,
ORD-001374,CUST-01086,2024-03-05,2024-03-09,2024-03-14,WH-14,Online,Net30,USD,1252.21,user038,2024-03-05,PO-695287,
ORD-001375,CUST-00126,2024-05-30,2024-05-31,2024-06-02,WH-17,Direct,Net45,USD,11061.16,user011,2024-05-30,PO-552380,
ORD-001376,CUST-00146,2024-02-01,2024-02-05,2024-02-14,WH-05,Direct,Net45,CAD,20701.45,user021,2024-02-01,PO-414207,
ORD-001377,CUST-00750,2023-11-30,2023-12-03,2023-12-10,WH-09,Direct,Net30,USD,6811.49,user054,2023-11-30,PO-407113,
ORD-001378,CUST-00143,2023-12-27,2023-12-31,2024-01-06,WH-03,Direct,Net30,USD,21980.31,user045,2023-12-27,PO-795029,
ORD-001379,CUST-00363,2024-03-28,2024-03-30,2024-04-05,WH-06,Distributor,Net60,USD,1519.84,user055,2024-03-28,PO-422641,
ORD-001380,CUST-00397,2023-10-29,2023-11-01,2023-11-05,WH-16,Online,Net45,USD,17897.79,user072,2023-10-29,PO-886722,
ORD-001381,CUST-00551,2023-11-16,2023-11-20,2023-11-23,WH-01,Online,Net30,USD,6429.47,user022,2023-11-16,PO-585967,
ORD-001382,CUST-00908,2023-11-26,2023-11-28,2023-12-04,WH-02,Distributor,Net60,EUR,12698.49,user008,2023-11-26,PO-968811,
ORD-001383,CUST-00951,2024-03-19,2024-03-23,2024-04-01,WH-08,Online,Net45,USD,5298.95,user044,2024-03-19,PO-461717,
ORD-001384,CUST-00732,2024-06-10,2024-06-11,2024-06-17,WH-17,Direct,Net30,USD,19184.88,user034,2024-06-10,PO-671000,
ORD-001385,CUST-01055,2024-06-21,2024-06-23,2024-06-27,WH-16,Direct,Net45,USD,1719.44,user055,2024-06-21,PO-713655,
ORD-001386,CUST-00258,2024-02-09,2024-02-12,2024-02-15,WH-05,Online,Net60,USD,18979.02,user004,2024-02-09,PO-673699,
ORD-001387,CUST-01123,2024-01-30,2024-01-31,2024-02-08,WH-11,Distributor,Net30,EUR,19124.74,user063,2024-01-30,PO-724687,
ORD-001388,CUST-00665,2023-12-27,2023-12-28,2024-01-05,WH-18,Direct,Net45,CAD,9208.17,user031,2023-12-27,PO-418674,
ORD-001389,CUST-00237,2023-10-30,2023-11-01,2023-11-06,WH-15,Direct,Net60,CAD,11070.98,user001,2023-10-30,PO-991537,
ORD-001390,CUST-00303,2023-10-21,2023-10-24,2023-10-30,WH-10,Direct,Net60,USD,757.64,user047,2023-10-21,PO-634557,
ORD-001391,CUST-00856,2023-11-01,2023-11-03,2023-11-11,WH-06,Direct,Net45,USD,8106.09,user002,2023-11-01,PO-825534,
ORD-001392,CUST-00729,2023-12-29,2024-01-01,2024-01-05,WH-18,Direct,Net45,USD,20835.11,user078,2023-12-29,PO-932640,
ORD-001393,CUST-00649,2024-05-17,2024-05-19,2024-05-25,WH-14,Distributor,Net30,EUR,12053.4,user047,2024-05-17,PO-658168,
ORD-001394,CUST-00339,2023-12-22,2023-12-26,2023-12-31,WH-14,Direct,Net45,USD,1010.76,user038,2023-12-22,PO-795026,
ORD-001395,CUST-01085,2024-05-07,2024-05-08,2024-05-13,WH-07,Direct,Net45,EUR,12981.57,user029,2024-05-07,PO-769903,
ORD-001396,CUST-00279,2024-01-01,2024-01-03,2024-01-07,WH-04,Direct,Net30,EUR,6255.42,user025,2024-01-01,PO-839140,
ORD-001397,CUST-00800,2023-12-16,2023-12-20,2023-12-26,WH-10,Distributor,Net30,USD,9239.72,user066,2023-12-16,PO-675210,
ORD-001398,CUST-00820,2023-12-17,2023-12-18,2023-12-22,WH-08,Direct,Net30,USD,16226.34,user017,2023-12-17,PO-525235,
ORD-001399,CUST-01118,2024-06-28,2024-06-29,2024-07-02,WH-07,Direct,Net30,USD,7520.13,user016,2024-06-28,PO-610161,
ORD-001400,CUST-00316,2024-02-21,2024-02-23,2024-02-25,WH-16,Online,Net45,USD,19416.51,user019,2024-02-21,PO-639722,
ORD-001401,CUST-00333,2024-06-13,2024-06-17,2024-06-22,WH-12,Direct,Net45,USD,21886.24,user001,2024-06-13,PO-765812,
ORD-001402,CUST-00779,2023-12-20,2023-12-23,2023-12-28,WH-05,Online,Net30,USD,4601.1,user032,2023-12-20,PO-647192,
ORD-001403,CUST-00313,2023-10-16,2023-10-17,2023-10-25,WH-07,Online,Net60,USD,3234.94,user060,2023-10-16,PO-888935,
ORD-001404,CUST-00629,2023-12-25,2023-12-27,2024-01-04,WH-05,Distributor,Net30,USD,22127.55,user066,2023-12-25,PO-423233,
ORD-001405,CUST-00489,2023-11-24,2023-11-28,2023-12-04,WH-17,Direct,Net60,USD,7856.86,user042,2023-11-24,PO-713223,
ORD-001406,CUST-01045,2023-10-04,2023-10-08,2023-10-13,WH-04,Online,Net45,EUR,18527.2,user029,2023-10-04,PO-507998,
ORD-001407,CUST-00390,2023-10-14,2023-10-16,2023-10-18,WH-14,Distributor,Net30,USD,4807.16,user065,2023-10-14,PO-132565,
ORD-001408,CUST-00021,2023-10-02,2023-10-04,2023-10-07,WH-09,Direct,Net45,USD,2912.28,user060,2023-10-02,PO-196989,
ORD-001409,CUST-01200,2023-11-24,2023-11-27,2023-12-04,WH-01,Direct,Net30,USD,19659.97,user024,2023-11-24,PO-825217,
