product_id,product_name,category,subcategory,unit_of_measure,unit_weight_kg,unit_cost,list_price,supplier_id,hazmat_flag,created_at
PRD-00236,Storage Units Item 00236,Furniture,Storage Units,EA,31.73,57.84,119.33,SUP-0192,False,2024-02-01
PRD-00237,Displays Item 00237,Electronics,Displays,EA,10.76,79.96,147.58,SUP-0101,False,2021-10-09
PRD-00238,Seals Item 00238,Industrial Parts,Seals,CS,6.83,75.48,111.38,SUP-0186,False,2020-03-27
PRD-00239,Footwear Item 00239,Apparel,Footwear,EA,7.72,208.86,304.5,SUP-0170,False,2024-01-08
PRD-00240,Storage Item 00240,Office Supplies,Storage,PLT,27.12,36.73,74.67,SUP-0105,False,2020-12-18
PRD-00241,Seals Item 00241,Industrial Parts,Seals,EA,17.33,67.62,103.31,SUP-0108,False,2022-07-01
PRD-00242,Footwear Item 00242,Apparel,Footwear,CS,8.56,209.11,272.65,SUP-0143,False,2022-05-06
PRD-00243,Seating Item 00243,Furniture,Seating,PLT,32.41,53.58,73.95,SUP-0130,False,2021-05-22
PRD-00244,Outerwear Item 00244,Apparel,Outerwear,CS,7.86,48.83,81.5,SUP-0109,False,2021-12-20
PRD-00245,Tape Item 00245,Packaging,Tape,EA,16.5,173.22,288.07,SUP-0245,False,2020-04-17
PRD-00246,Storage Item 00246,Office Supplies,Storage,PLT,3.96,189.13,325.57,SUP-0033,False,2020-10-27
PRD-00247,Bearings Item 00247,Industrial Parts,Bearings,EA,36.31,73.78,149.22,SUP-0199,False,2022-06-21
PRD-00248,Paper Goods Item 00248,Office Supplies,Paper Goods,EA,37.75,35.49,58.98,SUP-0232,False,2020-12-03
PRD-00249,Tape Item 00249,Packaging,Tape,EA,25.59,10.71,21.47,SUP-0041,False,2021-08-12
PRD-00250,Desks Item 00250,Furniture,Desks,PLT,9.15,212.4,285.78,SUP-0214,False,2023-07-25
PRD-00251,Adapters Item 00251,Electronics,Adapters,CS,31.24,190.47,408.49,SUP-0032,False,2024-01-02
PRD-00252,Fasteners Item 00252,Industrial Parts,Fasteners,PLT,29.8,132.81,270.73,SUP-0041,False,2023-01-29
PRD-00253,Fasteners Item 00253,Industrial Parts,Fasteners,EA,20.24,61.11,111.49,SUP-0126,False,2023-06-02
PRD-00254,Accessories Item 00254,Apparel,Accessories,PLT,29.47,63.19,120.7,SUP-0063,False,2022-02-23
PRD-00255,Seals Item 00255,Industrial Parts,Seals,EA,36.72,240.24,525.11,SUP-0180,False,2021-06-17
PRD-00256,Tape Item 00256,Packaging,Tape,CS,3.8,246.68,412.24,SUP-0154,False,2023-08-06
PRD-00257,Void Fill Item 00257,Packaging,Void Fill,CS,35.35,96.93,152.3,SUP-0245,False,2020-11-07
PRD-00258,Fasteners Item 00258,Industrial Parts,Fasteners,CS,33.19,165.3,218.53,SUP-0114,False,2020-11-26
PRD-00259,Writing Item 00259,Office Supplies,Writing,CS,13.96,124.91,259.64,SUP-0014,True,2023-06-15
PRD-00260,Bearings Item 00260,Industrial Parts,Bearings,PLT,30.0,14.62,22.4,SUP-0131,False,2023-07-23
PRD-00261,Accessories Item 00261,Apparel,Accessories,CS,31.18,55.55,84.5,SUP-0133,False,2021-09-03
PRD-00262,Adapters Item 00262,Electronics,Adapters,PLT,25.44,178.08,350.75,SUP-0232,False,2022-03-08
PRD-00263,Adapters Item 00263,Electronics,Adapters,EA,35.53,160.83,326.58,SUP-0051,False,2023-12-28
PRD-00264,Boxes Item 00264,Packaging,Boxes,EA,36.12,243.14,517.82,SUP-0206,False,2021-05-13
PRD-00265,Paper Goods Item 00265,Office Supplies,Paper Goods,EA,2.9,24.32,53.28,SUP-0030,False,2020-02-15
PRD-00266,Adapters Item 00266,Electronics,Adapters,PLT,30.99,145.9,272.52,SUP-0102,False,2023-08-16
PRD-00267,Bearings Item 00267,Industrial Parts,Bearings,CS,13.88,178.76,307.63,SUP-0112,False,2021-09-23
PRD-00268,Accessories Item 00268,Apparel,Accessories,EA,9.89,40.08,82.48,SUP-0172,False,2021-05-10
PRD-00269,Void Fill Item 00269,Packaging,Void Fill,PLT,12.34,21.28,31.81,SUP-0191,False,2022-09-02
PRD-00270,Seating Item 00270,Furniture,Seating,EA,11.63,143.07,257.36,SUP-0071,False,2022-07-21
PRD-00271,Adapters Item 00271,Electronics,Adapters,EA,27.01,35.5,67.96,SUP-0173,False,2023-01-31
PRD-00272,Fasteners Item 00272,Industrial Parts,Fasteners,CS,8.93,23.5,39.88,SUP-0208,False,2023-01-19
PRD-00273,Storage Units Item 00273,Furniture,Storage Units,EA,18.93,137.36,240.28,SUP-0190,False,2022-12-18
PRD-00274,Storage Units Item 00274,Furniture,Storage Units,CS,24.1,133.11,261.4,SUP-0030,False,2020-04-17
PRD-00275,Footwear Item 00275,Apparel,Footwear,CS,18.76,230.58,499.43,SUP-0123,False,2022-06-02
PRD-00276,Writing Item 00276,Office Supplies,Writing,EA,0.07,25.61,43.25,SUP-0092,False,2023-02-27
PRD-00277,Outerwear Item 00277,Apparel,Outerwear,PLT,37.65,143.36,207.96,SUP-0039,False,2020-10-19
PRD-00278,Writing Item 00278,Office Supplies,Writing,CS,30.4,104.24,157.15,SUP-0063,False,2023-09-20
PRD-00279,Displays Item 00279,Electronics,Displays,CS,9.0,212.73,331.48,SUP-0249,False,2022-10-20
PRD-00280,Writing Item 00280,Office Supplies,Writing,CS,39.61,248.39,440.67,SUP-0085,False,2022-08-16
PRD-00281,Seals Item 00281,Industrial Parts,Seals,CS,33.32,52.56,82.67,SUP-0132,False,2020-12-28
PRD-00282,Desks Item 00282,Furniture,Desks,PLT,31.95,226.71,349.64,SUP-0010,False,2021-04-26
PRD-00283,Adapters Item 00283,Electronics,Adapters,CS,16.36,127.36,251.44,SUP-0159,False,2021-09-28
PRD-00284,Writing Item 00284,Office Supplies,Writing,EA,34.03,48.8,83.04,SUP-0015,False,2020-12-07
PRD-00285,Desks Item 00285,Furniture,Desks,PLT,7.12,7.25,13.7,SUP-0079,False,2022-10-27
PRD-00286,Cables Item 00286,Electronics,Cables,EA,0.92,146.27,301.89,SUP-0026,False,2020-08-21
PRD-00287,Writing Item 00287,Office Supplies,Writing,CS,32.12,111.83,235.26,SUP-0018,True,2022-04-02
PRD-00288,Writing Item 00288,Office Supplies,Writing,PLT,6.04,138.27,204.99,SUP-0202,False,2022-09-16
PRD-00289,Writing Item 00289,Office Supplies,Writing,PLT,12.05,238.38,412.28,SUP-0124,False,2023-01-15
PRD-00290,Storage Item 00290,Office Supplies,Storage,EA,28.47,89.35,117.64,SUP-0082,False,2021-10-20
PRD-00291,Writing Item 00291,Office Supplies,Writing,CS,28.48,194.61,271.0,SUP-0202,False,2022-07-20
PRD-00292,Void Fill Item 00292,Packaging,Void Fill,EA,8.98,12.55,21.45,SUP-0041,False,2021-09-12
PRD-00293,Displays Item 00293,Electronics,Displays,CS,37.19,231.57,304.76,SUP-0051,False,2022-02-16
PRD-00294,Desks Item 00294,Furniture,Desks,EA,38.81,191.23,404.51,SUP-0058,False,2023-12-27
PRD-00295,Outerwear Item 00295,Apparel,Outerwear,EA,24.61,212.75,356.47,SUP-0153,False,2022-01-22
PRD-00296,Adapters Item 00296,Electronics,Adapters,PLT,29.2,20.6,42.52,SUP-0131,False,2021-12-09
PRD-00297,Boxes Item 00297,Packaging,Boxes,EA,14.79,242.43,353.3,SUP-0183,False,2022-12-28
PRD-00298,Bearings Item 00298,Industrial Parts,Bearings,PLT,8.65,184.07,381.69,SUP-0164,False,2021-07-21
PRD-00299,Outerwear Item 00299,Apparel,Outerwear,CS,10.35,155.43,298.99,SUP-0231,False,2022-03-24
PRD-00300,Adapters Item 00300,Electronics,Adapters,EA,13.62,169.2,230.81,SUP-0104,False,2021-12-13
PRD-00301,Cables Item 00301,Electronics,Cables,EA,20.83,85.09,175.15,SUP-0211,False,2023-04-16
PRD-00302,Seating Item 00302,Furniture,Seating,CS,35.41,30.74,53.5,SUP-0071,False,2020-07-31
PRD-00303,Storage Item 00303,Office Supplies,Storage,CS,5.63,13.75,23.33,SUP-0072,False,2022-03-23
PRD-00304,Boxes Item 00304,Packaging,Boxes,EA,24.59,9.95,16.28,SUP-0082,False,2022-09-04
PRD-00305,Fasteners Item 00305,Industrial Parts,Fasteners,CS,15.79,63.58,129.02,SUP-0114,False,2023-06-24
PRD-00306,Boxes Item 00306,Packaging,Boxes,CS,20.63,7.41,11.93,SUP-0213,False,2021-09-23
PRD-00307,Displays Item 00307,Electronics,Displays,EA,24.07,235.72,468.48,SUP-0006,False,2023-02-28
PRD-00308,Footwear Item 00308,Apparel,Footwear,CS,39.24,232.43,311.02,SUP-0092,False,2021-10-29
PRD-00309,Boxes Item 00309,Packaging,Boxes,EA,0.7,85.4,145.8,SUP-0246,False,2022-02-07
PRD-00310,Paper Goods Item 00310,Office Supplies,Paper Goods,CS,19.02,244.56,346.74,SUP-0052,False,2020-03-18
PRD-00311,Seating Item 00311,Furniture,Seating,EA,16.98,127.01,271.43,SUP-0023,False,2024-01-20
PRD-00312,Storage Units Item 00312,Furniture,Storage Units,EA,34.39,127.13,216.56,SUP-0033,False,2021-02-23
PRD-00313,Desks Item 00313,Furniture,Desks,PLT,7.5,133.62,209.95,SUP-0244,True,2021-08-27
PRD-00314,Bearings Item 00314,Industrial Parts,Bearings,EA,7.29,170.65,325.49,SUP-0093,False,2021-01-30
PRD-00315,Bearings Item 00315,Industrial Parts,Bearings,CS,14.48,179.75,371.61,SUP-0117,False,2021-02-02
PRD-00316,Paper Goods Item 00316,Office Supplies,Paper Goods,PLT,1.61,86.98,151.79,SUP-0138,False,2020-07-04
PRD-00317,Accessories Item 00317,Apparel,Accessories,EA,37.48,34.43,63.55,SUP-0201,False,2021-09-15
PRD-00318,Accessories Item 00318,Apparel,Accessories,PLT,6.56,86.7,153.22,SUP-0206,False,2022-03-10
PRD-00319,Bearings Item 00319,Industrial Parts,Bearings,EA,10.62,5.5,7.35,SUP-0231,False,2023-02-13
PRD-00320,Writing Item 00320,Office Supplies,Writing,EA,11.21,10.14,14.94,SUP-0228,False,2021-07-21
PRD-00321,Desks Item 00321,Furniture,Desks,EA,1.06,83.33,123.49,SUP-0023,False,2022-06-18
PRD-00322,Desks Item 00322,Furniture,Desks,PLT,21.3,127.05,201.14,SUP-0009,False,2023-03-06
PRD-00323,Accessories Item 00323,Apparel,Accessories,EA,30.69,224.09,453.95,SUP-0109,False,2020-04-12
PRD-00324,Desks Item 00324,Furniture,Desks,EA,30.82,248.58,344.02,SUP-0069,True,2022-09-11
PRD-00325,Accessories Item 00325,Apparel,Accessories,PLT,34.28,200.21,277.91,SUP-0151,False,2024-01-08
PRD-00326,Seals Item 00326,Industrial Parts,Seals,EA,10.65,113.16,187.11,SUP-0212,False,2021-09-29
PRD-00327,Paper Goods Item 00327,Office Supplies,Paper Goods,PLT,13.15,223.65,391.89,SUP-0107,False,2021-12-02
PRD-00328,Writing Item 00328,Office Supplies,Writing,CS,14.11,39.65,71.74,SUP-0138,False,2021-09-12
PRD-00329,Seating Item 00329,Furniture,Seating,EA,38.71,242.5,498.17,SUP-0196,False,2023-10-21
PRD-00330,Tape Item 00330,Packaging,Tape,EA,23.39,204.92,314.98,SUP-0042,False,2023-10-26
PRD-00331,Bearings Item 00331,Industrial Parts,Bearings,EA,23.93,180.82,367.84,SUP-0015,False,2022-02-02
PRD-00332,Boxes Item 00332,Packaging,Boxes,EA,4.79,166.41,356.67,SUP-0066,False,2023-09-04
PRD-00333,Paper Goods Item 00333,Office Supplies,Paper Goods,CS,17.73,147.73,212.83,SUP-0179,False,2022-12-18
PRD-00334,Storage Units Item 00334,Furniture,Storage Units,CS,19.32,218.39,465.2,SUP-0230,False,2020-05-11
PRD-00335,Void Fill Item 00335,Packaging,Void Fill,CS,14.24,236.98,404.57,SUP-0079,False,2021-04-06
PRD-00336,Writing Item 00336,Office Supplies,Writing,PLT,28.23,64.82,88.18,SUP-0148,False,2020-02-28
PRD-00337,Adapters Item 00337,Electronics,Adapters,CS,38.0,164.55,324.77,SUP-0024,False,2022-01-02
PRD-00338,Displays Item 00338,Electronics,Displays,EA,21.51,93.35,146.3,SUP-0209,False,2020-03-31
PRD-00339,Boxes Item 00339,Packaging,Boxes,EA,10.51,97.71,182.16,SUP-0050,False,2021-01-01
PRD-00340,Seals Item 00340,Industrial Parts,Seals,CS,15.19,193.42,353.72,SUP-0067,False,2023-12-20
PRD-00341,Displays Item 00341,Electronics,Displays,CS,17.19,198.83,383.44,SUP-0015,False,2023-04-15
PRD-00342,Fasteners Item 00342,Industrial Parts,Fasteners,EA,5.11,141.38,279.42,SUP-0008,False,2022-01-31
PRD-00343,Storage Units Item 00343,Furniture,Storage Units,PLT,30.2,157.98,325.16,SUP-0153,False,2020-03-08
PRD-00344,Cables Item 00344,Electronics,Cables,CS,34.42,55.63,104.78,SUP-0122,False,2021-09-22
PRD-00345,Desks Item 00345,Furniture,Desks,EA,3.79,176.54,370.6,SUP-0051,False,2020-05-04
PRD-00346,Paper Goods Item 00346,Office Supplies,Paper Goods,EA,28.34,243.07,449.55,SUP-0054,False,2021-04-06
PRD-00347,Outerwear Item 00347,Apparel,Outerwear,CS,0.24,182.66,357.38,SUP-0011,False,2021-04-14
PRD-00348,Outerwear Item 00348,Apparel,Outerwear,CS,17.47,122.54,195.11,SUP-0196,False,2022-02-21
PRD-00349,Writing Item 00349,Office Supplies,Writing,CS,3.2,224.73,369.95,SUP-0248,False,2023-02-17
PRD-00350,Fasteners Item 00350,Industrial Parts,Fasteners,EA,30.57,45.29,79.11,SUP-0154,True,2023-10-10
PRD-00351,Seating Item 00351,Furniture,Seating,PLT,10.55,102.01,223.14,SUP-0020,False,2020-07-02
PRD-00352,Paper Goods Item 00352,Office Supplies,Paper Goods,CS,23.24,125.5,205.7,SUP-0078,False,2023-05-25
PRD-00353,Footwear Item 00353,Apparel,Footwear,EA,14.81,173.06,313.41,SUP-0217,False,2021-05-02
PRD-00354,Storage Item 00354,Office Supplies,Storage,EA,11.56,182.51,356.14,SUP-0001,False,2020-04-09
PRD-00355,Accessories Item 00355,Apparel,Accessories,EA,2.3,24.05,49.74,SUP-0006,False,2021-12-06
PRD-00356,Void Fill Item 00356,Packaging,Void Fill,CS,19.58,199.29,348.88,SUP-0222,False,2024-01-23
PRD-00357,Void Fill Item 00357,Packaging,Void Fill,EA,35.46,14.83,28.16,SUP-0119,False,2023-02-18
PRD-00358,Storage Item 00358,Office Supplies,Storage,CS,20.88,92.91,159.43,SUP-0107,False,2021-05-05
PRD-00359,Outerwear Item 00359,Apparel,Outerwear,EA,34.89,92.53,170.43,SUP-0038,False,2021-11-08
PRD-00360,Accessories Item 00360,Apparel,Accessories,PLT,6.07,60.91,79.66,SUP-0029,False,2020-03-11
PRD-00361,Storage Item 00361,Office Supplies,Storage,CS,2.92,13.13,24.07,SUP-0187,False,2023-06-20
PRD-00362,Bearings Item 00362,Industrial Parts,Bearings,EA,39.65,149.61,229.18,SUP-0099,False,2020-10-11
PRD-00363,Bearings Item 00363,Industrial Parts,Bearings,EA,30.14,149.92,315.32,SUP-0198,False,2020-11-01
PRD-00364,Writing Item 00364,Office Supplies,Writing,CS,13.22,75.76,162.03,SUP-0135,False,2022-10-19
PRD-00365,Bearings Item 00365,Industrial Parts,Bearings,PLT,4.34,135.28,204.68,SUP-0122,False,2020-07-24
PRD-00366,Displays Item 00366,Electronics,Displays,PLT,7.96,32.71,65.05,SUP-0209,False,2020-05-25
PRD-00367,Storage Units Item 00367,Furniture,Storage Units,EA,25.28,19.02,37.69,SUP-0173,False,2023-08-30
PRD-00368,Accessories Item 00368,Apparel,Accessories,CS,27.91,81.97,177.16,SUP-0015,False,2022-05-31
PRD-00369,Bearings Item 00369,Industrial Parts,Bearings,CS,6.46,189.52,280.9,SUP-0249,False,2021-05-21
PRD-00370,Seals Item 00370,Industrial Parts,Seals,CS,16.2,14.17,25.86,SUP-0189,False,2022-05-27
PRD-00371,Void Fill Item 00371,Packaging,Void Fill,EA,25.01,161.1,287.36,SUP-0197,False,2023-03-12
PRD-00372,Cables Item 00372,Electronics,Cables,EA,34.93,132.8,253.8,SUP-0083,False,2020-05-15
PRD-00373,Paper Goods Item 00373,Office Supplies,Paper Goods,PLT,23.76,184.04,337.2,SUP-0207,False,2022-12-26
PRD-00374,Seals Item 00374,Industrial Parts,Seals,PLT,20.81,181.38,295.9,SUP-0083,False,2020-03-16
PRD-00375,Fasteners Item 00375,Industrial Parts,Fasteners,PLT,20.23,94.6,142.97,SUP-0236,False,2020-12-04
PRD-00376,Fasteners Item 00376,Industrial Parts,Fasteners,PLT,30.91,97.07,196.32,SUP-0143,False,2020-06-15
PRD-00377,Storage Units Item 00377,Furniture,Storage Units,EA,36.94,101.73,213.15,SUP-0013,False,2024-01-27
PRD-00378,Tape Item 00378,Packaging,Tape,EA,19.97,205.22,273.04,SUP-0157,False,2022-10-21
PRD-00379,Seals Item 00379,Industrial Parts,Seals,PLT,37.62,70.75,151.64,SUP-0014,False,2023-03-16
PRD-00380,Void Fill Item 00380,Packaging,Void Fill,CS,4.82,106.1,147.17,SUP-0175,False,2020-12-15
PRD-00381,Fasteners Item 00381,Industrial Parts,Fasteners,PLT,8.64,58.22,84.24,SUP-0137,False,2023-04-27
PRD-00382,Seals Item 00382,Industrial Parts,Seals,CS,6.08,228.23,484.32,SUP-0013,False,2023-09-15
PRD-00383,Writing Item 00383,Office Supplies,Writing,CS,27.64,155.8,204.85,SUP-0160,False,2023-09-25
PRD-00384,Boxes Item 00384,Packaging,Boxes,PLT,0.55,95.57,168.08,SUP-0079,False,2022-01-30
PRD-00385,Tape Item 00385,Packaging,Tape,EA,15.04,63.96,138.98,SUP-0132,False,2022-07-12
PRD-00386,Storage Item 00386,Office Supplies,Storage,EA,20.0,136.74,256.98,SUP-0189,False,2023-11-26
PRD-00387,Void Fill Item 00387,Packaging,Void Fill,EA,18.58,8.21,10.9,SUP-0066,False,2022-07-11
PRD-00388,Outerwear Item 00388,Apparel,Outerwear,PLT,24.18,130.11,215.52,SUP-0119,False,2020-03-02
PRD-00389,Bearings Item 00389,Industrial Parts,Bearings,CS,22.33,248.9,491.8,SUP-0004,False,2021-07-09
PRD-00390,Boxes Item 00390,Packaging,Boxes,CS,34.37,174.79,246.46,SUP-0035,True,2023-10-21
PRD-00391,Storage Item 00391,Office Supplies,Storage,PLT,0.21,21.03,35.77,SUP-0049,False,2020-11-02
PRD-00392,Cables Item 00392,Electronics,Cables,CS,30.72,101.79,214.15,SUP-0195,False,2022-09-05
PRD-00393,Outerwear Item 00393,Apparel,Outerwear,CS,16.3,228.5,490.88,SUP-0023,False,2021-10-16
PRD-00394,Seals Item 00394,Industrial Parts,Seals,PLT,30.15,115.27,153.13,SUP-0026,False,2020-08-04
PRD-00395,Outerwear Item 00395,Apparel,Outerwear,EA,35.47,167.18,340.6,SUP-0088,False,2021-04-12
PRD-00396,Outerwear Item 00396,Apparel,Outerwear,EA,7.94,124.58,258.48,SUP-0139,False,2023-05-19
PRD-00397,Seals Item 00397,Industrial Parts,Seals,CS,37.28,239.98,435.35,SUP-0057,False,2022-12-07
PRD-00398,Tape Item 00398,Packaging,Tape,CS,9.69,73.56,101.09,SUP-0147,False,2022-01-14
PRD-00399,Tape Item 00399,Packaging,Tape,EA,18.6,131.2,195.27,SUP-0107,False,2021-07-20
PRD-00400,Storage Item 00400,Office Supplies,Storage,PLT,23.02,190.48,395.56,SUP-0066,False,2021-03-12
PRD-00401,Seals Item 00401,Industrial Parts,Seals,EA,33.86,200.09,438.96,SUP-0166,False,2020-12-17
PRD-00402,Footwear Item 00402,Apparel,Footwear,PLT,37.08,114.31,189.18,SUP-0102,False,2022-04-28
PRD-00403,Outerwear Item 00403,Apparel,Outerwear,PLT,15.79,210.49,320.24,SUP-0099,False,2022-04-24
PRD-00404,Footwear Item 00404,Apparel,Footwear,PLT,23.01,19.39,33.36,SUP-0076,False,2022-07-10
PRD-00405,Writing Item 00405,Office Supplies,Writing,EA,20.06,119.03,205.32,SUP-0145,False,2022-11-08
PRD-00406,Outerwear Item 00406,Apparel,Outerwear,CS,34.15,200.54,288.41,SUP-0022,False,2022-05-24
PRD-00407,Accessories Item 00407,Apparel,Accessories,PLT,10.24,61.22,107.75,SUP-0168,False,2021-08-05
PRD-00408,Fasteners Item 00408,Industrial Parts,Fasteners,PLT,35.0,246.76,357.62,SUP-0200,True,2023-05-14
PRD-00409,Desks Item 00409,Furniture,Desks,PLT,21.33,217.94,359.4,SUP-0172,False,2022-04-19
PRD-00410,Outerwear Item 00410,Apparel,Outerwear,CS,9.24,223.34,324.59,SUP-0140,False,2022-08-22
PRD-00411,Cables Item 00411,Electronics,Cables,PLT,34.43,63.92,96.12,SUP-0035,False,2022-02-27
PRD-00412,Desks Item 00412,Furniture,Desks,EA,20.52,140.01,283.76,SUP-0063,False,2021-06-16
PRD-00413,Fasteners Item 00413,Industrial Parts,Fasteners,PLT,5.51,185.72,307.2,SUP-0196,False,2023-09-10
PRD-00414,Displays Item 00414,Electronics,Displays,EA,13.4,139.65,215.74,SUP-0148,False,2021-11-21
PRD-00415,Adapters Item 00415,Electronics,Adapters,EA,3.77,177.26,365.15,SUP-0144,False,2020-11-15
PRD-00416,Accessories Item 00416,Apparel,Accessories,CS,8.29,196.12,287.9,SUP-0192,True,2022-01-15
PRD-00417,Seating Item 00417,Furniture,Seating,CS,3.28,181.56,380.16,SUP-0209,False,2023-09-21
PRD-00418,Desks Item 00418,Furniture,Desks,PLT,21.03,169.19,319.35,SUP-0188,False,2023-10-10
PRD-00419,Boxes Item 00419,Packaging,Boxes,CS,17.84,19.97,38.1,SUP-0236,False,2023-05-09
PRD-00420,Seating Item 00420,Furniture,Seating,EA,35.5,200.28,269.17,SUP-0055,False,2023-02-05
PRD-00421,Tape Item 00421,Packaging,Tape,EA,5.45,129.48,181.95,SUP-0065,False,2020-05-18
PRD-00422,Boxes Item 00422,Packaging,Boxes,CS,27.69,55.73,106.9,SUP-0178,False,2022-03-19
PRD-00423,Bearings Item 00423,Industrial Parts,Bearings,PLT,29.61,209.29,458.26,SUP-0019,False,2020-05-02
PRD-00424,Tape Item 00424,Packaging,Tape,CS,27.2,89.62,178.64,SUP-0084,False,2024-02-06
PRD-00425,Boxes Item 00425,Packaging,Boxes,CS,9.83,149.77,239.02,SUP-0030,False,2023-04-10
PRD-00426,Storage Item 00426,Office Supplies,Storage,EA,34.94,13.15,25.3,SUP-0105,True,2020-02-29
PRD-00427,Bearings Item 00427,Industrial Parts,Bearings,PLT,17.41,72.07,153.58,SUP-0149,False,2022-10-09
PRD-00428,Footwear Item 00428,Apparel,Footwear,EA,39.23,239.05,469.77,SUP-0015,False,2021-11-28
PRD-00429,Accessories Item 00429,Apparel,Accessories,EA,18.08,184.62,316.9,SUP-0056,False,2023-02-11
PRD-00430,Footwear Item 00430,Apparel,Footwear,CS,10.86,163.16,266.69,SUP-0153,False,2020-03-09
PRD-00431,Bearings Item 00431,Industrial Parts,Bearings,PLT,8.42,110.68,202.44,SUP-0062,False,2022-05-31
PRD-00432,Cables Item 00432,Electronics,Cables,PLT,15.24,95.36,160.99,SUP-0078,False,2023-05-07
PRD-00433,Void Fill Item 00433,Packaging,Void Fill,CS,17.3,235.01,463.68,SUP-0165,False,2024-01-09
PRD-00434,Seals Item 00434,Industrial Parts,Seals,CS,4.21,80.8,135.21,SUP-0208,False,2020-07-04
PRD-00435,Tape Item 00435,Packaging,Tape,EA,24.88,232.82,398.58,SUP-0010,True,2021-10-11
PRD-00436,Storage Item 00436,Office Supplies,Storage,EA,11.02,55.76,92.63,SUP-0083,True,2022-03-04
PRD-00437,Cables Item 00437,Electronics,Cables,EA,13.2,25.2,45.2,SUP-0137,False,2021-09-06
PRD-00438,Adapters Item 00438,Electronics,Adapters,PLT,5.12,28.86,41.32,SUP-0221,False,2024-01-11
PRD-00439,Tape Item 00439,Packaging,Tape,PLT,38.98,246.7,366.01,SUP-0023,False,2022-04-23
PRD-00440,Fasteners Item 00440,Industrial Parts,Fasteners,CS,6.01,232.95,511.88,SUP-0121,False,2021-07-22
PRD-00441,Storage Item 00441,Office Supplies,Storage,CS,22.73,16.29,31.5,SUP-0230,False,2022-02-14
PRD-00442,Boxes Item 00442,Packaging,Boxes,PLT,6.24,115.15,174.99,SUP-0064,True,2023-07-05
PRD-00443,Storage Item 00443,Office Supplies,Storage,CS,6.48,249.85,476.4,SUP-0002,False,2020-09-10
PRD-00444,Boxes Item 00444,Packaging,Boxes,PLT,14.64,147.86,285.01,SUP-0129,False,2022-06-10
PRD-00445,Desks Item 00445,Furniture,Desks,PLT,18.9,220.71,350.8,SUP-0167,False,2023-10-03
PRD-00446,Writing Item 00446,Office Supplies,Writing,EA,8.94,246.68,501.6,SUP-0247,False,2020-09-09
PRD-00447,Footwear Item 00447,Apparel,Footwear,CS,38.31,82.45,172.14,SUP-0199,False,2020-05-20
PRD-00448,Outerwear Item 00448,Apparel,Outerwear,EA,20.74,228.52,366.26,SUP-0172,True,2020-08-23
PRD-00449,Paper Goods Item 00449,Office Supplies,Paper Goods,EA,38.79,228.68,318.02,SUP-0199,False,2020-06-18
PRD-00450,Storage Item 00450,Office Supplies,Storage,CS,11.37,81.47,147.99,SUP-0248,False,2020-10-01
PRD-00451,Writing Item 00451,Office Supplies,Writing,EA,20.25,33.79,68.85,SUP-0232,False,2022-10-17
PRD-00452,Outerwear Item 00452,Apparel,Outerwear,PLT,24.56,219.02,339.57,SUP-0186,False,2020-05-29
PRD-00453,Paper Goods Item 00453,Office Supplies,Paper Goods,CS,21.98,61.84,89.32,SUP-0016,False,2022-06-25
PRD-00454,Accessories Item 00454,Apparel,Accessories,PLT,21.98,78.77,142.31,SUP-0013,False,2021-12-10
PRD-00455,Cables Item 00455,Electronics,Cables,PLT,33.18,244.85,449.22,SUP-0025,False,2021-02-25
PRD-00456,Outerwear Item 00456,Apparel,Outerwear,EA,23.62,194.06,271.62,SUP-0083,False,2020-04-29
PRD-00457,Paper Goods Item 00457,Office Supplies,Paper Goods,CS,27.94,222.55,345.12,SUP-0190,False,2023-02-28
PRD-00458,Seating Item 00458,Furniture,Seating,EA,9.43,82.89,137.09,SUP-0088,False,2023-01-18
PRD-00459,Adapters Item 00459,Electronics,Adapters,CS,10.71,79.91,165.71,SUP-0036,False,2022-08-18
PRD-00460,Bearings Item 00460,Industrial Parts,Bearings,PLT,10.19,17.99,27.11,SUP-0038,False,2024-01-18
PRD-00461,Footwear Item 00461,Apparel,Footwear,EA,25.44,3.24,5.32,SUP-0046,False,2022-10-06
PRD-00462,Footwear Item 00462,Apparel,Footwear,CS,39.02,187.88,322.19,SUP-0079,False,2022-08-21
PRD-00463,Outerwear Item 00463,Apparel,Outerwear,CS,25.96,221.87,444.75,SUP-0025,False,2023-07-21
PRD-00464,Bearings Item 00464,Industrial Parts,Bearings,CS,8.66,39.61,61.11,SUP-0058,False,2022-06-15
PRD-00465,Cables Item 00465,Electronics,Cables,EA,17.87,220.94,368.69,SUP-0094,False,2020-08-02
PRD-00466,Outerwear Item 00466,Apparel,Outerwear,CS,38.56,6.03,12.27,SUP-0135,False,2022-12-21
PRD-00467,Displays Item 00467,Electronics,Displays,EA,24.37,85.7,132.03,SUP-0153,False,2020-12-03
PRD-00468,Cables Item 00468,Electronics,Cables,CS,30.45,195.67,310.07,SUP-0232,False,2020-11-03
PRD-00469,Footwear Item 00469,Apparel,Footwear,CS,36.65,229.93,474.86,SUP-0218,False,2020-07-12
PRD-00470,Seals Item 00470,Industrial Parts,Seals,EA,15.64,22.72,34.81,SUP-0040,False,2020-09-11
PRD-00471,Paper Goods Item 00471,Office Supplies,Paper Goods,PLT,25.66,239.93,457.89,SUP-0190,False,2022-12-01
