warehouse_id,shipment_id,carrier_id,transaction_type,event_date,tracking_number,freight_cost,carrier_service_level,created_at
WH-02,657,CAR-04,Cancellation,2024-04-12,TRK000010034,4.67,Freight,2024-04-12
WH-02,658,CAR-09,Shipment,2024-01-11,TRK000010035,85.99,Ground,2024-01-11
WH-02,659,CAR-01,Shipment,2024-01-21,TRK000010036,33.21,Ground,2024-01-21
WH-17,565,CAR-13,Shipment,2024-06-20,TRK000010037,181.82,Ground,2024-06-20
WH-04,511,CAR-01,Shipment,2023-12-02,TRK000010038,188.32,Express,2023-12-02
WH-14,555,CAR-02,Shipment,2024-02-25,TRK000010039,14.8,Ground,2024-02-25
WH-14,556,CAR-02,Shipment,2024-03-14,TRK000010040,14.08,Ground,2024-03-14
WH-11,567,CAR-11,Shipment,2024-01-05,TRK000010041,27.91,Ground,2024-01-05
WH-13,488,CAR-15,Shipment,2023-11-02,TRK000010042,93.21,Express,2023-11-02
WH-13,489,CAR-08,Shipment,2023-10-29,TRK000010043,46.85,Ground,2023-10-29
WH-13,490,CAR-10,Return,2023-11-05,TRK000010044,28.62,Express,2023-11-05
WH-13,491,CAR-15,Shipment,2023-10-27,TRK000010045,126.46,Express,2023-10-27
WH-01,570,CAR-12,Shipment,2024-04-18,TRK000010046,88.53,Express,2024-04-18
WH-01,571,CAR-05,Backorder,2024-04-19,,0.0,,2024-04-20
WH-10,568,CAR-15,Shipment,2023-12-30,TRK000010048,35.08,Ground,2023-12-30
WH-10,569,CAR-13,Shipment,2024-01-24,TRK000010049,179.24,Ground,2024-01-24
WH-14,557,CAR-06,Shipment,2023-11-02,TRK000010050,173.87,Express,2023-11-02
WH-08,593,CAR-13,Shipment,2023-12-01,TRK000010051,170.98,Express,2023-12-01
WH-04,512,CAR-12,Shipment,2024-04-24,TRK000010052,101.13,Freight,2024-04-24
WH-04,513,CAR-09,Shipment,2024-04-23,TRK000010053,216.35,Freight,2024-04-23
WH-04,514,CAR-12,Cancellation,2024-04-25,TRK000010054,33.66,Express,2024-04-25
WH-04,515,CAR-12,Backorder,2024-04-27,,0.0,,2024-04-27
WH-17,566,CAR-01,Shipment,2024-05-07,TRK000010056,80.7,Ground,2024-05-07
WH-17,567,CAR-05,Shipment,2024-05-11,TRK000010057,27.42,Express,2024-05-11
WH-17,568,CAR-15,Shipment,2024-05-01,TRK000010058,144.89,Express,2024-05-01
WH-11,568,CAR-07,Shipment,2024-05-11,TRK000010059,86.33,Ground,2024-05-11
WH-11,569,CAR-06,Shipment,2024-05-07,TRK000010060,190.93,Freight,2024-05-07
WH-12,526,CAR-12,Shipment,2023-11-11,TRK000010061,117.98,Ground,2023-11-11
WH-17,569,CAR-08,Shipment,2024-04-03,TRK000010062,195.31,Freight,2024-04-03
WH-17,570,CAR-07,Shipment,2024-04-22,TRK000010063,56.07,Ground,2024-04-22
WH-17,571,CAR-03,Shipment,2024-04-02,TRK000010064,37.46,Freight,2024-04-02
WH-17,572,CAR-02,Shipment,2024-02-25,TRK000010065,197.53,Ground,2024-02-25
WH-13,492,CAR-17,Shipment,2023-11-20,TRK000010066,159.74,Express,2023-11-20
WH-13,493,CAR-10,Return,2023-12-03,TRK000010067,29.72,Ground,2023-12-03
WH-13,494,CAR-12,Backorder,2023-11-26,,0.0,,2023-11-26
WH-13,495,CAR-06,Shipment,2023-11-19,TRK000010069,208.34,Ground,2023-11-19
WH-13,496,CAR-03,Shipment,2023-12-10,TRK000010070,211.36,Freight,2023-12-10
WH-13,497,CAR-19,Shipment,2023-11-17,TRK000010071,114.15,Freight,2023-11-17
WH-13,498,CAR-04,Shipment,2023-12-03,TRK000010072,53.17,Ground,2023-12-03
WH-08,594,CAR-15,Shipment,2023-12-02,TRK000010073,211.58,Ground,2023-12-02
WH-08,595,CAR-15,Shipment,2023-12-22,TRK000010074,118.68,Express,2023-12-22
WH-08,596,CAR-15,Return,2023-12-28,TRK000010075,27.33,Freight,2023-12-28
WH-08,597,CAR-19,Shipment,2023-11-26,TRK000010076,190.39,Ground,2023-11-26
WH-04,516,CAR-10,Shipment,2023-10-30,TRK000010077,20.38,Ground,2023-10-30
WH-13,499,CAR-12,Shipment,2023-11-24,TRK000010078,92.17,Ground,2023-11-24
WH-09,533,CAR-07,Shipment,2024-02-03,TRK000010079,153.55,Ground,2024-02-03
WH-09,534,CAR-17,Shipment,2024-02-07,TRK000010080,160.52,Freight,2024-02-07
WH-09,535,CAR-17,Cancellation,2024-02-15,TRK000010081,4.35,Ground,2024-02-15
WH-16,628,CAR-17,Shipment,2024-04-05,TRK000010082,44.21,Freight,2024-04-05
WH-16,629,CAR-16,Return,2024-04-24,TRK000010083,16.51,Ground,2024-04-24
WH-16,630,CAR-16,Shipment,2024-04-07,TRK000010084,147.33,Express,2024-04-07
WH-16,631,CAR-16,Shipment,2024-04-04,TRK000010085,61.49,Freight,2024-04-04
WH-16,632,CAR-12,Backorder,2024-04-16,,0.0,,2024-04-16
WH-08,598,CAR-03,Shipment,2024-05-30,TRK000010087,9.03,Express,2024-05-30
WH-08,599,CAR-05,Backorder,2024-06-10,,0.0,,2024-06-10
WH-08,600,CAR-14,Shipment,2024-06-03,TRK000010089,17.15,Express,2024-06-03
WH-08,601,CAR-15,Shipment,2024-06-23,TRK000010090,48.35,Ground,2024-06-23
WH-15,553,CAR-04,Shipment,2023-10-08,TRK000010091,185.49,Freight,2023-10-08
WH-15,554,CAR-05,Shipment,2023-10-09,TRK000010092,105.51,Ground,2023-10-09
WH-11,570,CAR-14,Shipment,2023-10-13,TRK000010093,97.15,Freight,2023-10-13
WH-11,571,CAR-09,Shipment,2023-10-22,TRK000010094,172.98,Freight,2023-10-22
WH-11,572,CAR-11,Shipment,2023-10-13,TRK000010095,97.22,Ground,2023-10-13
WH-10,570,CAR-10,Shipment,2024-01-26,TRK000010096,47.86,Ground,2024-01-26
WH-18,537,CAR-14,Shipment,2024-06-10,TRK000010097,159.98,Express,2024-06-10
WH-18,538,CAR-06,Shipment,2024-06-25,TRK000010098,113.94,Freight,2024-06-25
WH-18,539,CAR-03,Shipment,2024-06-09,TRK000010099,18.86,Ground,2024-06-09
WH-16,633,CAR-17,Shipment,2024-04-27,TRK000010100,184.66,Freight,2024-04-27
WH-16,634,CAR-08,Shipment,2024-04-30,TRK000010101,34.1,Express,2024-04-30
WH-04,517,CAR-02,Shipment,2023-11-26,TRK000010102,150.85,Ground,2023-11-26
WH-04,518,CAR-04,Shipment,2023-11-22,TRK000010103,51.52,Freight,2023-11-22
WH-10,571,CAR-11,Shipment,2024-03-16,TRK000010104,61.18,Ground,2024-03-16
WH-10,572,CAR-13,Shipment,2024-03-19,TRK000010105,170.45,Express,2024-03-19
WH-10,573,CAR-05,Backorder,2024-03-12,,0.0,,2024-03-16
WH-05,579,CAR-18,Shipment,2024-06-04,TRK000010107,98.28,Express,2024-06-04
WH-13,500,CAR-12,Shipment,2024-07-02,TRK000010108,95.02,Express,2024-07-02
WH-13,501,CAR-03,Shipment,2024-07-15,TRK000010109,189.95,Express,2024-07-15
WH-04,519,CAR-10,Shipment,2024-07-02,TRK000010110,202.85,Express,2024-07-02
WH-04,520,CAR-05,Return,2024-05-21,TRK000010111,12.45,Express,2024-05-21
WH-09,536,CAR-05,Shipment,2023-10-18,TRK000010112,212.59,Ground,2023-10-18
WH-09,537,CAR-15,Shipment,2023-10-25,TRK000010113,28.63,Express,2023-10-25
WH-09,538,CAR-05,Shipment,2023-10-16,TRK000010114,133.4,Express,2023-10-16
WH-09,539,CAR-14,Backorder,2023-10-21,,0.0,,2023-10-21
WH-09,540,CAR-01,Shipment,2023-10-13,TRK000010116,108.6,Express,2023-10-13
WH-12,527,CAR-10,Shipment,2024-05-27,TRK000010117,164.84,Freight,2024-05-27
WH-12,528,CAR-13,Shipment,2024-06-13,TRK000010118,41.54,Ground,2024-06-13
WH-12,529,CAR-18,Shipment,2024-05-26,TRK000010119,170.03,Express,2024-05-26
WH-12,530,CAR-05,Shipment,2024-06-03,TRK000010120,161.09,Express,2024-06-03
WH-03,552,CAR-16,Shipment,2024-06-05,TRK000010121,215.2,Ground,2024-06-05
WH-03,553,CAR-20,Shipment,2024-06-20,TRK000010122,49.77,Ground,2024-06-20
WH-03,554,CAR-19,Shipment,2024-06-09,TRK000010123,196.05,Express,2024-06-09
WH-15,555,CAR-12,Shipment,2023-12-31,TRK000010124,41.44,Express,2023-12-31
WH-15,556,CAR-20,Shipment,2023-12-26,TRK000010125,150.83,Freight,2023-12-26
WH-06,565,CAR-16,Shipment,2024-05-04,TRK000010126,202.15,Express,2024-05-04
WH-06,566,CAR-03,Cancellation,2024-05-23,TRK000010127,35.83,Freight,2024-05-23
WH-06,567,CAR-14,Backorder,2024-05-16,,0.0,,2024-05-16
WH-06,568,CAR-20,Shipment,2024-05-04,TRK000010129,160.07,Ground,2024-05-04
WH-06,569,CAR-16,Return,2024-05-06,TRK000010130,39.46,Ground,2024-05-06
WH-01,572,CAR-09,Shipment,2024-06-23,TRK000010131,94.63,Ground,2024-06-23
WH-01,573,CAR-06,Shipment,2024-06-23,TRK000010132,158.67,Freight,2024-06-23
WH-01,574,CAR-04,Shipment,2024-07-06,TRK000010133,81.24,Freight,2024-07-06
WH-13,502,CAR-14,Shipment,2024-01-20,TRK000010134,86.25,Ground,2024-01-20
WH-11,573,CAR-20,Shipment,2024-03-18,TRK000010135,169.66,Freight,2024-03-18
WH-11,574,CAR-11,Shipment,2024-04-09,TRK000010136,149.88,Express,2024-04-09
WH-11,575,CAR-01,Shipment,2024-03-16,TRK000010137,77.29,Ground,2024-03-16
WH-01,575,CAR-18,Shipment,2024-06-27,TRK000010138,52.55,Ground,2024-06-27
WH-12,531,CAR-20,Shipment,2024-01-11,TRK000010139,72.92,Ground,2024-01-11
WH-12,532,CAR-10,Shipment,2024-01-16,TRK000010140,116.75,Freight,2024-01-16
WH-09,541,CAR-19,Shipment,2023-10-16,TRK000010141,80.19,Express,2023-10-16
WH-09,542,CAR-03,Shipment,2023-11-03,TRK000010142,203.3,Ground,2023-11-03
WH-02,660,CAR-11,Shipment,2023-12-17,TRK000010143,57.18,Ground,2023-12-17
WH-02,661,CAR-10,Backorder,2023-12-31,,0.0,,2023-12-31
WH-02,662,CAR-02,Shipment,2024-06-10,TRK000010145,22.22,Ground,2024-06-10
WH-02,663,CAR-10,Shipment,2024-06-10,TRK000010146,187.35,Ground,2024-06-10
WH-02,664,CAR-16,Return,2024-06-25,TRK000010147,16.93,Ground,2024-06-25
WH-02,665,CAR-17,Shipment,2024-06-13,TRK000010148,92.02,Express,2024-06-13
WH-12,533,CAR-11,Shipment,2024-03-09,TRK000010149,164.59,Freight,2024-03-09
WH-12,534,CAR-03,Shipment,2024-03-06,TRK000010150,86.24,Ground,2024-03-06
WH-12,535,CAR-06,Backorder,2024-03-14,,0.0,,2024-03-14
WH-17,573,CAR-13,Shipment,2024-06-01,TRK000010152,134.54,Express,2024-06-01
WH-17,574,CAR-01,Return,2024-06-17,TRK000010153,18.71,Express,2024-06-17
WH-05,580,CAR-04,Shipment,2024-01-06,TRK000010154,206.97,Ground,2024-01-06
WH-15,557,CAR-09,Shipment,2024-02-20,TRK000010155,184.99,Express,2024-02-20
WH-15,558,CAR-06,Shipment,2024-02-26,TRK000010156,117.31,Freight,2024-02-26
WH-15,559,CAR-06,Return,2024-03-15,TRK000010157,32.72,Express,2024-03-15
WH-13,503,CAR-12,Shipment,2023-12-28,TRK000010158,185.8,Ground,2023-12-28
WH-01,576,CAR-20,Shipment,2024-07-02,TRK000010159,45.16,Freight,2024-07-02
WH-01,577,CAR-02,Shipment,2024-07-26,TRK000010160,180.35,Ground,2024-07-26
WH-01,578,CAR-18,Shipment,2024-07-07,TRK000010161,180.23,Freight,2024-07-07
WH-01,579,CAR-04,Cancellation,2024-05-22,TRK000010162,17.36,Freight,2024-05-22
WH-17,575,CAR-12,Shipment,2024-03-18,TRK000010163,181.93,Freight,2024-03-18
WH-17,576,CAR-14,Return,2024-04-23,TRK000010164,20.56,Express,2024-04-23
WH-11,576,CAR-13,Shipment,2024-07-03,TRK000010165,212.99,Express,2024-07-03
WH-11,577,CAR-14,Return,2024-04-24,TRK000010166,24.9,Express,2024-04-24
WH-11,578,CAR-01,Shipment,2024-05-29,TRK000010167,215.63,Express,2024-05-29
WH-11,579,CAR-11,Shipment,2024-05-24,TRK000010168,60.84,Ground,2024-05-24
WH-12,536,CAR-08,Shipment,2024-03-01,TRK000010169,81.36,Freight,2024-03-01
WH-12,537,CAR-02,Shipment,2024-03-06,TRK000010170,8.14,Freight,2024-03-06
WH-03,555,CAR-17,Shipment,2024-06-05,TRK000010171,126.54,Express,2024-06-05
WH-18,540,CAR-19,Shipment,2024-01-14,TRK000010172,73.69,Ground,2024-01-14
WH-18,541,CAR-08,Shipment,2024-01-12,TRK000010173,120.59,Ground,2024-01-12
WH-18,542,CAR-05,Shipment,2024-01-17,TRK000010174,11.41,Ground,2024-01-17
WH-15,560,CAR-10,Shipment,2024-02-02,TRK000010175,101.34,Ground,2024-02-02
WH-15,561,CAR-09,Shipment,2024-02-22,TRK000010176,65.93,Ground,2024-02-22
WH-15,562,CAR-09,Shipment,2024-02-04,TRK000010177,74.07,Ground,2024-02-04
WH-09,543,CAR-14,Shipment,2023-10-12,TRK000010178,152.55,Freight,2023-10-12
WH-09,544,CAR-10,Shipment,2023-10-16,TRK000010179,149.73,Freight,2023-10-16
WH-13,504,CAR-20,Shipment,2023-11-08,TRK000010180,149.27,Freight,2023-11-08
WH-12,538,CAR-20,Shipment,2024-04-04,TRK000010181,170.24,Freight,2024-04-04
WH-13,505,CAR-08,Shipment,2023-11-17,TRK000010182,73.48,Ground,2023-11-17
WH-13,506,CAR-02,Shipment,2023-11-17,TRK000010183,203.1,Express,2023-11-17
WH-13,507,CAR-13,Shipment,2023-11-22,TRK000010184,216.87,Express,2023-11-22
WH-13,508,CAR-13,Shipment,2023-11-15,TRK000010185,177.02,Ground,2023-11-15
WH-14,558,CAR-14,Shipment,2024-02-01,TRK000010186,33.63,Express,2024-02-01
WH-17,577,CAR-04,Shipment,2023-11-26,TRK000010187,138.23,Express,2023-11-26
WH-17,578,CAR-13,Return,2023-12-03,TRK000010188,3.79,Express,2023-12-03
WH-09,545,CAR-08,Shipment,2023-10-10,TRK000010189,147.8,Ground,2023-10-10
WH-09,546,CAR-10,Shipment,2023-10-31,TRK000010190,8.55,Express,2023-10-31
WH-13,509,CAR-09,Shipment,2024-06-27,TRK000010191,219.14,Freight,2024-06-27
WH-13,510,CAR-03,Shipment,2024-07-12,TRK000010192,142.38,Freight,2024-07-12
WH-12,539,CAR-15,Shipment,2024-04-04,TRK000010193,114.14,Express,2024-04-04
WH-06,570,CAR-17,Shipment,2024-06-21,TRK000010194,183.24,Freight,2024-06-21
WH-17,579,CAR-14,Shipment,2023-10-15,TRK000010195,26.78,Freight,2023-10-15
WH-17,580,CAR-09,Shipment,2023-11-04,TRK000010196,180.49,Freight,2023-11-04
WH-17,581,CAR-03,Shipment,2023-10-15,TRK000010197,41.09,Express,2023-10-15
WH-17,582,CAR-20,Return,2023-11-03,TRK000010198,13.02,Express,2023-11-03
WH-17,583,CAR-17,Shipment,2023-10-16,TRK000010199,126.8,Freight,2023-10-16
WH-17,584,CAR-15,Shipment,2023-11-01,TRK000010200,206.42,Ground,2023-11-01
WH-03,556,CAR-12,Shipment,2024-02-11,TRK000010201,22.68,Freight,2024-02-11
WH-16,635,CAR-13,Shipment,2023-11-19,TRK000010202,45.68,Ground,2023-11-19
WH-08,602,CAR-05,Backorder,2023-10-12,,0.0,,2023-10-09
WH-08,603,CAR-06,Shipment,2023-10-11,TRK000010204,75.38,Ground,2023-10-11
WH-11,580,CAR-20,Shipment,2023-12-13,TRK000010205,99.84,Ground,2023-12-13
WH-11,581,CAR-06,Shipment,2023-12-28,TRK000010206,146.43,Freight,2023-12-28
WH-11,582,CAR-11,Shipment,2023-12-14,TRK000010207,119.4,Freight,2023-12-14
WH-08,604,CAR-18,Shipment,2023-11-15,TRK000010208,78.5,Ground,2023-11-15
WH-08,605,CAR-13,Return,2023-11-17,TRK000010209,36.92,Ground,2023-11-17
WH-08,606,CAR-04,Shipment,2023-11-17,TRK000010210,140.86,Freight,2023-11-17
WH-08,607,CAR-14,Shipment,2023-12-02,TRK000010211,118.83,Express,2023-12-02
WH-17,585,CAR-01,Shipment,2023-12-02,TRK000010212,62.22,Freight,2023-12-02
WH-17,586,CAR-05,Shipment,2023-11-30,TRK000010213,185.23,Ground,2023-11-30
WH-17,587,CAR-15,Shipment,2023-11-28,TRK000010214,162.89,Express,2023-11-28
WH-05,581,CAR-07,Shipment,2024-03-23,TRK000010215,154.91,Express,2024-03-23
WH-05,582,CAR-06,Shipment,2024-04-04,TRK000010216,147.26,Express,2024-04-04
WH-05,583,CAR-18,Shipment,2024-03-28,TRK000010217,9.28,Freight,2024-03-28
WH-11,583,CAR-07,Shipment,2024-05-22,TRK000010218,195.82,Express,2024-05-22
WH-11,584,CAR-04,Shipment,2024-05-21,TRK000010219,214.58,Express,2024-05-21
WH-06,571,CAR-06,Shipment,2024-04-24,TRK000010220,64.0,Ground,2024-04-24
WH-04,521,CAR-05,Shipment,2024-07-04,TRK000010221,37.94,Ground,2024-07-04
WH-10,574,CAR-05,Shipment,2024-01-26,TRK000010222,150.1,Ground,2024-01-26
WH-10,575,CAR-16,Shipment,2024-02-03,TRK000010223,144.34,Ground,2024-02-03
WH-09,547,CAR-07,Shipment,2023-12-13,TRK000010224,143.74,Freight,2023-12-13
WH-09,548,CAR-05,Shipment,2023-12-11,TRK000010225,50.51,Ground,2023-12-11
WH-09,549,CAR-02,Return,2023-12-22,TRK000010226,32.36,Freight,2023-12-22
WH-10,576,CAR-01,Shipment,2023-11-26,TRK000010227,181.79,Ground,2023-11-26
WH-10,577,CAR-17,Shipment,2023-12-02,TRK000010228,207.69,Freight,2023-12-02
WH-10,578,CAR-14,Cancellation,2023-12-20,TRK000010229,3.72,Ground,2023-12-20
WH-09,550,CAR-06,Shipment,2024-06-05,TRK000010230,124.51,Ground,2024-06-05
WH-09,551,CAR-02,Shipment,2024-06-08,TRK000010231,121.52,Express,2024-06-08
WH-02,666,CAR-09,Shipment,2023-12-04,TRK000010232,58.28,Express,2023-12-04
WH-09,552,CAR-09,Shipment,2024-05-25,TRK000010233,74.54,Freight,2024-05-25
WH-09,553,CAR-20,Shipment,2024-06-06,TRK000010234,135.9,Express,2024-06-06
WH-06,572,CAR-17,Shipment,2024-02-21,TRK000010235,61.15,Freight,2024-02-21
WH-06,573,CAR-18,Cancellation,2024-02-25,TRK000010236,24.89,Ground,2024-02-25
WH-06,574,CAR-15,Shipment,2024-02-19,TRK000010237,212.52,Express,2024-02-19
WH-06,575,CAR-03,Shipment,2024-02-18,TRK000010238,189.64,Express,2024-02-18
WH-18,543,CAR-07,Shipment,2024-01-11,TRK000010239,22.31,Freight,2024-01-11
WH-18,544,CAR-04,Shipment,2024-01-23,TRK000010240,14.71,Ground,2024-01-23
WH-14,559,CAR-17,Shipment,2024-03-04,TRK000010241,151.47,Express,2024-03-04
WH-14,560,CAR-19,Shipment,2024-03-14,TRK000010242,189.79,Express,2024-03-14
WH-14,561,CAR-12,Shipment,2024-02-29,TRK000010243,97.22,Freight,2024-02-29
WH-14,562,CAR-09,Shipment,2024-03-02,TRK000010244,154.2,Freight,2024-03-02
WH-09,554,CAR-02,Shipment,2023-11-24,TRK000010245,153.1,Freight,2023-11-24
WH-09,555,CAR-20,Shipment,2023-11-26,TRK000010246,211.64,Express,2023-11-26
WH-09,556,CAR-01,Shipment,2023-11-24,TRK000010247,110.19,Freight,2023-11-24
WH-09,557,CAR-16,Cancellation,2023-11-28,TRK000010248,11.8,Freight,2023-11-28
WH-18,545,CAR-19,Shipment,2024-06-09,TRK000010249,146.58,Express,2024-06-09
WH-18,546,CAR-17,Backorder,2024-06-22,,0.0,,2024-06-22
WH-18,547,CAR-01,Shipment,2024-06-07,TRK000010251,143.62,Ground,2024-06-07
WH-18,548,CAR-19,Shipment,2024-06-09,TRK000010252,145.22,Express,2024-06-09
WH-18,549,CAR-04,Shipment,2024-06-28,TRK000010253,218.08,Express,2024-06-28
WH-06,576,CAR-04,Shipment,2024-01-07,TRK000010254,171.22,Ground,2024-01-07
WH-06,577,CAR-16,Return,2024-01-20,TRK000010255,3.25,Express,2024-01-20
WH-06,578,CAR-11,Shipment,2024-01-11,TRK000010256,93.73,Express,2024-01-11
WH-18,550,CAR-15,Shipment,2024-05-11,TRK000010257,152.16,Freight,2024-05-11
WH-18,551,CAR-09,Return,2024-05-24,TRK000010258,8.11,Freight,2024-05-24
WH-07,504,CAR-20,Shipment,2023-12-11,TRK000010259,106.03,Ground,2023-12-11
WH-07,505,CAR-05,Return,2023-12-23,TRK000010260,0.21,Freight,2023-12-23
WH-07,506,CAR-01,Shipment,2023-12-15,TRK000010261,180.77,Freight,2023-12-15
WH-07,507,CAR-11,Shipment,2023-12-14,TRK000010262,57.31,Ground,2023-12-14
WH-03,557,CAR-08,Backorder,2024-05-28,,0.0,,2024-05-26
WH-03,558,CAR-06,Shipment,2024-05-24,TRK000010264,26.27,Express,2024-05-24
WH-03,559,CAR-01,Shipment,2024-05-24,TRK000010265,164.85,Ground,2024-05-24
WH-03,560,CAR-14,Cancellation,2024-06-09,TRK000010266,20.97,Freight,2024-06-09
WH-18,552,CAR-20,Shipment,2023-12-30,TRK000010267,53.94,Ground,2023-12-30
WH-18,553,CAR-18,Return,2024-01-17,TRK000010268,10.37,Freight,2024-01-17
WH-04,522,CAR-12,Shipment,2024-02-03,TRK000010269,42.13,Express,2024-02-03
WH-01,580,CAR-09,Shipment,2024-05-19,TRK000010270,32.9,Express,2024-05-19
WH-01,581,CAR-19,Shipment,2024-05-18,TRK000010271,23.78,Express,2024-05-18
WH-09,558,CAR-20,Shipment,2024-06-07,TRK000010272,35.42,Freight,2024-06-07
WH-09,559,CAR-03,Shipment,2024-06-03,TRK000010273,201.33,Ground,2024-06-03
WH-09,560,CAR-04,Backorder,2024-06-14,,0.0,,2024-06-14
WH-11,585,CAR-10,Shipment,2024-03-01,TRK000010275,141.34,Express,2024-03-01
WH-11,586,CAR-02,Shipment,2024-03-01,TRK000010276,32.67,Freight,2024-03-01
WH-11,587,CAR-16,Shipment,2024-03-22,TRK000010277,203.63,Ground,2024-03-22
WH-16,636,CAR-03,Shipment,2023-10-29,TRK000010278,75.78,Freight,2023-10-29
WH-16,637,CAR-14,Return,2023-11-16,TRK000010279,2.38,Express,2023-11-16
WH-16,638,CAR-09,Shipment,2023-10-30,TRK000010280,69.92,Express,2023-10-30
WH-02,667,CAR-03,Shipment,2024-06-21,TRK000010281,60.82,Freight,2024-06-21
WH-02,668,CAR-18,Shipment,2024-07-09,TRK000010282,141.49,Ground,2024-07-09
WH-02,669,CAR-04,Shipment,2024-06-23,TRK000010283,102.24,Ground,2024-06-23
WH-02,670,CAR-06,Shipment,2024-07-15,TRK000010284,79.06,Freight,2024-07-15
WH-14,563,CAR-12,Shipment,2024-02-11,TRK000010285,211.91,Express,2024-02-11
WH-09,561,CAR-01,Shipment,2023-10-25,TRK000010286,121.82,Freight,2023-10-25
WH-09,562,CAR-12,Shipment,2023-11-19,TRK000010287,214.82,Express,2023-11-19
WH-09,563,CAR-04,Shipment,2023-10-31,TRK000010288,191.58,Express,2023-10-31
WH-14,564,CAR-10,Shipment,2024-04-07,TRK000010289,73.94,Ground,2024-04-07
WH-14,565,CAR-16,Shipment,2024-04-11,TRK000010290,128.27,Express,2024-04-11
WH-16,639,CAR-06,Shipment,2024-05-14,TRK000010291,205.67,Express,2024-05-14
WH-06,579,CAR-03,Shipment,2024-02-12,TRK000010292,90.41,Freight,2024-02-12
WH-06,580,CAR-15,Shipment,2024-02-11,TRK000010293,114.2,Ground,2024-02-11
WH-06,581,CAR-14,Shipment,2024-02-11,TRK000010294,59.46,Express,2024-02-11
WH-12,540,CAR-05,Shipment,2024-03-15,TRK000010295,87.93,Express,2024-03-15
WH-12,541,CAR-01,Shipment,2024-03-18,TRK000010296,108.99,Ground,2024-03-18
WH-12,542,CAR-05,Shipment,2024-04-01,TRK000010297,27.73,Express,2024-04-01
WH-12,543,CAR-08,Shipment,2024-03-12,TRK000010298,95.22,Ground,2024-03-12
WH-12,544,CAR-02,Shipment,2024-04-19,TRK000010299,208.71,Express,2024-04-19
WH-06,582,CAR-19,Shipment,2024-02-13,TRK000010300,92.72,Ground,2024-02-13
WH-06,583,CAR-07,Shipment,2024-02-11,TRK000010301,173.78,Express,2024-02-11
WH-06,584,CAR-17,Shipment,2024-02-12,TRK000010302,36.86,Ground,2024-02-12
WH-06,585,CAR-12,Shipment,2024-04-04,TRK000010303,142.9,Freight,2024-04-04
WH-06,586,CAR-11,Shipment,2024-04-03,TRK000010304,187.25,Express,2024-04-03
WH-06,587,CAR-03,Shipment,2024-03-30,TRK000010305,110.11,Freight,2024-03-30
WH-16,640,CAR-01,Shipment,2023-12-24,TRK000010306,10.16,Express,2023-12-24
WH-16,641,CAR-16,Shipment,2023-12-22,TRK000010307,122.41,Freight,2023-12-22
WH-16,642,CAR-18,Shipment,2023-12-21,TRK000010308,83.54,Ground,2023-12-21
WH-18,554,CAR-06,Shipment,2023-10-27,TRK000010309,80.81,Express,2023-10-27
WH-18,555,CAR-11,Shipment,2023-10-30,TRK000010310,70.55,Express,2023-10-30
WH-18,556,CAR-11,Shipment,2023-11-12,TRK000010311,199.42,Express,2023-11-12
WH-18,557,CAR-03,Backorder,2023-11-14,,0.0,,2023-11-14
WH-18,558,CAR-16,Shipment,2023-10-27,TRK000010313,145.39,Ground,2023-10-27
WH-18,559,CAR-08,Backorder,2023-11-02,,0.0,,2023-11-02
WH-14,566,CAR-11,Shipment,2024-01-05,TRK000010315,68.98,Freight,2024-01-05
WH-14,567,CAR-10,Shipment,2024-01-17,TRK000010316,144.73,Express,2024-01-17
WH-14,568,CAR-06,Shipment,2024-01-09,TRK000010317,131.98,Express,2024-01-09
WH-14,569,CAR-05,Backorder,2024-01-12,,0.0,,2024-01-12
WH-14,570,CAR-19,Shipment,2024-01-08,TRK000010319,165.16,Freight,2024-01-08
WH-14,571,CAR-14,Return,2024-01-10,TRK000010320,22.82,Express,2024-01-10
WH-14,572,CAR-09,Backorder,2024-01-11,,0.0,,2024-01-11
WH-11,588,CAR-11,Shipment,2024-04-13,TRK000010322,89.3,Ground,2024-04-13
WH-11,589,CAR-11,Shipment,2024-04-24,TRK000010323,155.8,Express,2024-04-24
WH-03,561,CAR-19,Shipment,2023-10-20,TRK000010324,189.14,Freight,2023-10-20
WH-03,562,CAR-16,Shipment,2023-10-18,TRK000010325,205.16,Express,2023-10-18
WH-03,563,CAR-15,Shipment,2023-10-23,TRK000010326,176.29,Ground,2023-10-23
WH-03,564,CAR-16,Shipment,2023-11-11,TRK000010327,121.84,Ground,2023-11-11
WH-17,588,CAR-13,Shipment,2023-12-03,TRK000010328,205.37,Express,2023-12-03
WH-10,579,CAR-16,Shipment,2024-04-18,TRK000010329,197.7,Freight,2024-04-18
WH-10,580,CAR-04,Return,2024-05-01,TRK000010330,28.81,Ground,2024-05-01
WH-10,581,CAR-17,Shipment,2024-04-22,TRK000010331,195.7,Freight,2024-04-22
WH-10,582,CAR-19,Shipment,2024-04-23,TRK000010332,53.2,Ground,2024-04-23
WH-10,583,CAR-06,Backorder,2024-04-27,,0.0,,2024-04-27
WH-17,589,CAR-02,Shipment,2023-10-24,TRK000010334,181.34,Freight,2023-10-24
WH-05,584,CAR-16,Shipment,2024-01-12,TRK000010335,19.45,Express,2024-01-12
WH-12,545,CAR-19,Shipment,2024-05-12,TRK000010336,167.43,Freight,2024-05-12
