order_id,line_id,product_id,quantity_ordered,unit_price,discount_pct,line_status,created_at
ORD-003985,1,PRD-00239,334,248.76,0.05,Closed,2024-06-27
ORD-003986,1,PRD-01142,444,368.22,0.0,Closed,2023-12-16
ORD-003987,1,PRD-00975,461,218.82,0.0,Closed,2024-05-01
ORD-003988,1,PRD-00172,5,380.69,0.0,Open,2023-11-03
ORD-003988,2,PRD-01240,94,232.39,0.05,Closed,2023-11-03
ORD-003989,1,PRD-01318,43,218.56,0.15,Closed,2023-10-06
ORD-003990,1,PRD-00803,413,325.02,0.0,Closed,2024-02-06
ORD-003990,2,PRD-00739,311,123.61,0.0,Closed,2024-02-06
ORD-003991,1,PRD-00195,409,97.94,0.0,Closed,2024-04-06
ORD-003991,2,PRD-00913,142,32.07,0.05,Open,2024-04-06
ORD-003992,1,PRD-01459,475,88.66,0.0,Closed,2023-12-20
ORD-003993,1,PRD-01229,476,140.87,0.1,Closed,2024-06-01
ORD-003994,1,PRD-01230,310,120.49,0.0,Closed,2023-10-03
ORD-003995,1,PRD-00384,203,301.49,0.0,Closed,2023-10-19
ORD-003996,1,PRD-01380,197,295.74,0.05,Closed,2024-02-03
ORD-003996,2,PRD-01349,452,11.82,0.15,Closed,2024-02-03
ORD-003997,1,PRD-00261,268,268.21,0.0,Closed,2024-06-02
ORD-003998,1,PRD-00280,351,195.86,0.0,Closed,2023-10-14
ORD-003998,2,PRD-00989,417,331.89,0.05,Closed,2023-10-14
ORD-003999,1,PRD-01132,167,122.72,0.0,Open,2024-03-30
ORD-003999,2,PRD-01019,41,92.38,0.0,Closed,2024-03-30
ORD-003999,3,PRD-00671,335,238.1,0.1,Closed,2024-03-30
ORD-004000,1,PRD-01074,423,63.51,0.0,Closed,2023-12-02
ORD-004001,1,PRD-00003,173,296.11,0.05,Closed,2023-11-25
ORD-004002,1,PRD-00302,334,120.04,0.0,Superseded,2024-02-16
ORD-004002,1,PRD-00302,429,120.04,0.0,Closed,2024-02-19
ORD-004002,2,PRD-00875,401,107.44,0.15,Open,2024-02-19
ORD-004003,1,PRD-00528,14,387.24,0.0,Closed,2023-11-07
ORD-004004,1,PRD-01387,356,255.26,0.0,Closed,2024-03-03
ORD-004004,2,PRD-01408,21,28.95,0.0,Closed,2024-03-03
ORD-004005,1,PRD-00931,49,166.66,0.05,Closed,2023-10-20
ORD-004005,2,PRD-01301,345,31.83,0.05,Closed,2023-10-20
ORD-004006,1,PRD-01025,211,58.29,0.15,Superseded,2024-04-12
ORD-004006,1,PRD-01025,233,58.29,0.15,Closed,2024-04-25
ORD-004006,2,PRD-00587,255,39.28,0.05,Closed,2024-04-25
ORD-004007,1,PRD-00434,366,23.61,0.0,Closed,2023-12-26
ORD-004007,2,PRD-00348,97,185.09,0.0,Open,2023-12-26
ORD-004008,1,PRD-00782,345,91.28,0.0,Closed,2024-04-04
ORD-004008,2,PRD-00665,113,126.96,0.1,Closed,2024-04-04
ORD-004008,3,PRD-00915,303,31.44,0.0,Closed,2024-04-04
ORD-004009,1,PRD-01102,63,386.58,0.0,Closed,2024-05-29
ORD-004010,1,PRD-00670,261,77.91,0.0,Closed,2023-12-23
ORD-004010,2,PRD-00109,326,246.87,0.0,Closed,2023-12-23
ORD-004011,1,PRD-00477,481,58.14,0.1,Closed,2023-10-28
ORD-004011,2,PRD-01202,359,305.79,0.0,Superseded,2023-10-22
ORD-004011,2,PRD-01202,397,305.79,0.0,Closed,2023-10-28
ORD-004012,1,PRD-01093,98,39.96,0.0,Closed,2024-05-06
ORD-004012,2,PRD-00493,491,335.08,0.1,Open,2024-05-06
ORD-004013,1,PRD-01444,280,288.66,0.0,Closed,2023-10-26
ORD-004013,2,PRD-00578,319,252.05,0.0,Closed,2023-10-26
ORD-004014,1,PRD-00580,436,354.03,0.05,Closed,2023-12-15
ORD-004015,1,PRD-01441,374,352.29,0.0,Closed,2024-05-21
ORD-004016,1,PRD-00662,90,250.47,0.15,Closed,2024-05-01
ORD-004017,1,PRD-00366,265,48.16,0.0,Superseded,2024-01-03
ORD-004017,1,PRD-00366,99,48.16,0.0,Open,2024-01-18
ORD-004018,1,PRD-01026,251,84.27,0.05,Closed,2024-02-08
ORD-004018,2,PRD-00213,60,203.07,0.0,Closed,2024-02-08
ORD-004018,3,PRD-01268,206,19.78,0.0,Closed,2024-02-08
ORD-004019,1,PRD-00977,245,292.31,0.05,Closed,2024-06-23
ORD-004019,2,PRD-00572,346,96.14,0.0,Closed,2024-06-23
ORD-004020,1,PRD-00718,225,59.6,0.15,Open,2023-10-03
ORD-004021,1,PRD-01142,210,120.74,0.0,Closed,2024-03-06
ORD-004021,2,PRD-01267,179,61.79,0.0,Closed,2024-03-06
ORD-004022,1,PRD-00603,443,219.96,0.15,Closed,2024-02-06
ORD-004023,1,PRD-00901,479,335.3,0.1,Closed,2024-02-18
ORD-004024,1,PRD-00064,262,108.16,0.05,Superseded,2024-02-01
ORD-004024,1,PRD-00064,297,108.16,0.05,Closed,2024-02-18
ORD-004024,2,PRD-01146,378,393.61,0.0,Closed,2024-02-18
ORD-004025,1,PRD-00044,88,363.62,0.0,Closed,2023-11-21
ORD-004025,2,PRD-00612,315,271.94,0.0,Closed,2023-11-21
ORD-004026,1,PRD-00154,386,235.55,0.0,Closed,2024-04-04
ORD-004026,2,PRD-00873,5,237.68,0.05,Open,2024-04-04
ORD-004027,1,PRD-00899,334,258.64,0.1,Superseded,2024-01-24
ORD-004027,1,PRD-00899,163,258.64,0.1,Closed,2024-02-08
ORD-004028,1,PRD-00472,28,364.17,0.0,Closed,2024-01-27
ORD-004028,2,PRD-01102,280,137.16,0.0,Superseded,2024-01-17
ORD-004028,2,PRD-01102,151,137.16,0.0,Closed,2024-01-27
ORD-004029,1,PRD-00215,237,321.76,0.0,Closed,2023-12-13
ORD-004030,1,PRD-01117,6,198.79,0.05,Superseded,2024-06-05
ORD-004030,1,PRD-01117,137,198.79,0.05,Closed,2024-06-11
ORD-004031,1,PRD-00186,160,303.76,0.05,Open,2023-11-29
ORD-004032,1,PRD-00178,15,365.94,0.1,Closed,2023-12-26
ORD-004032,2,PRD-00227,253,175.71,0.1,Closed,2023-12-26
ORD-004033,1,PRD-00137,368,70.32,0.05,Closed,2024-03-17
ORD-004033,2,PRD-00160,186,389.38,0.0,Closed,2024-03-17
ORD-004034,1,PRD-00490,445,360.95,0.1,Open,2024-03-22
ORD-004034,2,PRD-00698,500,334.77,0.05,Closed,2024-03-22
ORD-004035,1,PRD-00422,206,21.11,0.0,Open,2024-03-22
ORD-004035,2,PRD-01180,63,150.28,0.0,Closed,2024-03-22
ORD-004036,1,PRD-00076,356,216.21,0.0,Closed,2024-03-07
ORD-004037,1,PRD-00466,343,339.33,0.0,Closed,2024-05-22
ORD-004037,2,PRD-00321,218,356.46,0.0,Closed,2024-05-22
ORD-004037,3,PRD-00633,397,207.92,0.0,Closed,2024-05-22
ORD-004038,1,PRD-00743,459,325.34,0.0,Closed,2023-12-23
ORD-004039,1,PRD-01094,103,126.27,0.05,Closed,2024-03-19
ORD-004039,2,PRD-00871,211,119.2,0.0,Superseded,2024-03-02
ORD-004039,2,PRD-00871,126,119.2,0.0,Closed,2024-03-19
ORD-004040,1,PRD-00673,440,338.99,0.1,Open,2023-11-26
ORD-004040,2,PRD-01089,78,186.65,0.05,Closed,2023-11-26
ORD-004040,3,PRD-00431,263,44.81,0.05,Closed,2023-11-26
ORD-004041,1,PRD-01196,377,142.8,0.0,Closed,2024-06-10
ORD-004042,1,PRD-01059,456,332.13,0.05,Superseded,2024-01-08
ORD-004042,1,PRD-01059,371,332.13,0.05,Closed,2024-01-14
ORD-004042,2,PRD-00878,222,245.9,0.05,Closed,2024-01-14
ORD-004043,1,PRD-01090,489,360.4,0.0,Closed,2023-12-26
ORD-004043,2,PRD-01119,387,87.31,0.0,Closed,2023-12-26
ORD-004044,1,PRD-00892,271,221.78,0.0,Closed,2023-11-03
ORD-004045,1,PRD-00357,135,313.18,0.0,Closed,2024-03-04
ORD-004045,2,PRD-01293,271,317.96,0.05,Superseded,2024-02-14
ORD-004045,2,PRD-01293,320,317.96,0.05,Closed,2024-03-04
ORD-004046,1,PRD-00093,445,142.63,0.05,Closed,2024-02-20
ORD-004047,1,PRD-00671,328,173.55,0.15,Closed,2024-03-01
ORD-004048,1,PRD-00326,181,106.48,0.05,Closed,2024-05-18
ORD-004049,1,PRD-00694,423,270.32,0.0,Closed,2024-05-29
ORD-004049,2,PRD-01221,141,125.98,0.0,Closed,2024-05-29
ORD-004049,3,PRD-00792,396,75.65,0.0,Open,2024-05-29
ORD-004050,1,PRD-00374,10,385.8,0.05,Closed,2023-11-17
ORD-004051,1,PRD-00012,24,100.52,0.1,Closed,2024-01-02
ORD-004051,2,PRD-00537,86,323.47,0.0,Closed,2024-01-02
ORD-004051,3,PRD-00780,309,230.13,0.1,Closed,2024-01-02
ORD-004052,1,PRD-01209,27,325.44,0.0,Closed,2024-04-10
ORD-004053,1,PRD-00647,309,326.51,0.0,Closed,2024-05-21
ORD-004053,2,PRD-00903,85,66.82,0.1,Closed,2024-05-21
ORD-004054,1,PRD-00097,236,141.64,0.15,Closed,2024-03-12
ORD-004054,2,PRD-01101,72,173.59,0.0,Closed,2024-03-12
ORD-004054,3,PRD-01001,450,326.75,0.0,Closed,2024-03-12
ORD-004055,1,PRD-00862,123,182.85,0.05,Closed,2024-01-24
ORD-004056,1,PRD-01320,436,113.44,0.05,Closed,2024-05-02
ORD-004057,1,PRD-00076,93,112.1,0.0,Open,2023-10-17
ORD-004057,2,PRD-00090,307,379.12,0.0,Closed,2023-10-17
ORD-004058,1,PRD-01236,35,143.06,0.1,Closed,2024-05-07
ORD-004059,1,PRD-01059,261,31.04,0.05,Open,2024-02-22
ORD-004060,1,PRD-00204,383,233.05,0.1,Closed,2024-04-01
ORD-004060,2,PRD-01171,128,313.11,0.1,Closed,2024-04-01
ORD-004061,1,PRD-00808,29,245.56,0.1,Closed,2023-10-31
ORD-004061,2,PRD-01153,482,254.65,0.0,Closed,2023-10-31
ORD-004061,3,PRD-00726,123,379.34,0.0,Closed,2023-10-31
ORD-004062,1,PRD-00485,214,123.5,0.15,Closed,2024-01-16
ORD-004062,2,PRD-01247,50,386.5,0.0,Open,2024-01-16
ORD-004063,1,PRD-00793,132,273.25,0.0,Closed,2024-02-09
ORD-004063,2,PRD-00973,159,243.41,0.05,Closed,2024-02-09
ORD-004063,3,PRD-00253,14,105.36,0.1,Closed,2024-02-09
ORD-004064,1,PRD-00766,34,70.37,0.05,Closed,2024-06-20
ORD-004065,1,PRD-01465,26,339.08,0.0,Closed,2023-12-02
ORD-004066,1,PRD-00288,453,51.17,0.1,Closed,2024-04-07
ORD-004067,1,PRD-00801,311,257.84,0.0,Closed,2023-11-27
ORD-004067,2,PRD-01490,353,224.44,0.0,Closed,2023-11-27
ORD-004068,1,PRD-01296,208,179.15,0.0,Closed,2023-10-28
ORD-004068,2,PRD-00434,342,278.79,0.0,Closed,2023-10-28
ORD-004069,1,PRD-00570,353,118.42,0.0,Open,2024-06-12
ORD-004070,1,PRD-01276,219,67.07,0.0,Closed,2023-12-31
ORD-004070,2,PRD-00867,118,176.66,0.05,Closed,2023-12-31
ORD-004071,1,PRD-00068,94,23.33,0.0,Closed,2024-06-04
ORD-004072,1,PRD-00632,423,70.06,0.0,Closed,2024-06-29
ORD-004073,1,PRD-00023,308,30.85,0.0,Closed,2023-11-22
ORD-004073,2,PRD-01489,339,347.17,0.0,Closed,2023-11-22
ORD-004074,1,PRD-00709,182,189.4,0.05,Closed,2024-06-21
ORD-004075,1,PRD-00801,470,258.5,0.0,Closed,2024-03-22
ORD-004076,1,PRD-01200,93,249.03,0.0,Closed,2024-01-06
ORD-004076,2,PRD-00109,393,33.89,0.15,Closed,2024-01-06
ORD-004077,1,PRD-01081,230,297.75,0.0,Open,2024-05-21
ORD-004078,1,PRD-00818,85,396.98,0.1,Closed,2024-04-12
ORD-004079,1,PRD-00749,233,373.1,0.15,Closed,2023-12-04
ORD-004080,1,PRD-00366,21,113.98,0.05,Closed,2024-01-07
ORD-004081,1,PRD-01495,338,361.87,0.0,Superseded,2023-11-12
ORD-004081,1,PRD-01495,151,361.87,0.0,Closed,2023-11-29
ORD-004081,2,PRD-00331,409,163.82,0.05,Open,2023-11-29
ORD-004082,1,PRD-01370,462,262.29,0.0,Open,2023-12-13
ORD-004083,1,PRD-00510,154,150.59,0.0,Superseded,2023-12-22
ORD-004083,1,PRD-00510,108,150.59,0.0,Closed,2023-12-27
ORD-004084,1,PRD-00880,442,189.85,0.0,Closed,2024-03-11
ORD-004085,1,PRD-01218,460,265.06,0.0,Closed,2023-12-06
ORD-004085,2,PRD-00290,479,126.66,0.1,Closed,2023-12-06
ORD-004086,1,PRD-01239,255,118.81,0.05,Closed,2024-06-26
ORD-004087,1,PRD-01403,81,140.09,0.1,Closed,2024-02-20
ORD-004087,2,PRD-01241,45,291.35,0.05,Open,2024-02-20
ORD-004088,1,PRD-00265,251,55.09,0.0,Closed,2024-03-12
ORD-004089,1,PRD-00108,281,49.49,0.0,Closed,2023-12-12
ORD-004089,2,PRD-00584,79,144.45,0.05,Closed,2023-12-12
ORD-004090,1,PRD-00823,24,332.46,0.0,Closed,2024-05-24
ORD-004090,2,PRD-00333,41,37.98,0.1,Closed,2024-05-24
ORD-004091,1,PRD-00900,149,363.84,0.0,Closed,2023-11-29
ORD-004091,2,PRD-01208,72,285.5,0.0,Closed,2023-11-29
ORD-004091,3,PRD-00693,142,333.26,0.0,Closed,2023-11-29
ORD-004092,1,PRD-00499,263,244.7,0.15,Closed,2023-10-28
ORD-004093,1,PRD-00763,229,191.94,0.0,Closed,2023-11-02
ORD-004093,2,PRD-01264,83,298.52,0.05,Open,2023-11-02
ORD-004094,1,PRD-01398,11,34.72,0.0,Closed,2024-01-05
ORD-004095,1,PRD-00525,235,60.48,0.0,Closed,2024-03-21
ORD-004095,2,PRD-00257,294,60.9,0.0,Closed,2024-03-21
ORD-004096,1,PRD-01247,215,6.39,0.05,Closed,2024-06-17
ORD-004097,1,PRD-01186,317,390.15,0.0,Closed,2024-01-27
ORD-004097,2,PRD-00814,428,18.31,0.0,Superseded,2024-01-24
ORD-004097,2,PRD-00814,356,18.31,0.0,Closed,2024-01-27
ORD-004098,1,PRD-01147,450,38.46,0.0,Closed,2024-02-02
ORD-004098,2,PRD-00344,281,317.27,0.0,Closed,2024-02-02
ORD-004098,3,PRD-01286,476,42.69,0.05,Closed,2024-02-02
ORD-004099,1,PRD-00839,437,243.06,0.1,Closed,2023-12-14
ORD-004099,2,PRD-00078,128,67.67,0.05,Closed,2023-12-14
ORD-004100,1,PRD-01286,251,121.7,0.15,Closed,2023-11-17
ORD-004100,2,PRD-00754,372,291.77,0.0,Closed,2023-11-17
ORD-004101,1,PRD-01333,118,195.37,0.05,Closed,2024-03-28
ORD-004101,2,PRD-01112,282,29.42,0.0,Closed,2024-03-28
ORD-004102,1,PRD-00658,493,36.11,0.0,Closed,2024-02-12
ORD-004102,2,PRD-00032,262,127.41,0.0,Closed,2024-02-12
ORD-004103,1,PRD-00541,491,238.05,0.0,Closed,2024-05-13
ORD-004104,1,PRD-00539,295,163.4,0.05,Closed,2023-10-03
ORD-004104,2,PRD-00591,377,76.82,0.05,Closed,2023-10-03
ORD-004105,1,PRD-00941,129,303.18,0.05,Closed,2024-01-29
ORD-004106,1,PRD-00603,497,390.69,0.15,Closed,2024-06-29
ORD-004107,1,PRD-01469,147,13.83,0.15,Closed,2024-02-12
ORD-004107,2,PRD-00973,164,273.19,0.05,Closed,2024-02-12
ORD-004108,1,PRD-01155,233,370.73,0.1,Closed,2024-01-20
ORD-004108,2,PRD-01393,414,83.67,0.05,Closed,2024-01-20
ORD-004109,1,PRD-01220,432,51.63,0.0,Closed,2024-02-22
ORD-004109,2,PRD-00034,87,247.05,0.15,Closed,2024-02-22
ORD-004110,1,PRD-01094,213,248.83,0.05,Closed,2024-04-01
ORD-004111,1,PRD-01276,134,298.2,0.0,Closed,2024-05-07
ORD-004112,1,PRD-00479,175,229.3,0.0,Closed,2023-10-14
ORD-004112,2,PRD-00634,469,288.04,0.05,Closed,2023-10-14
ORD-004113,1,PRD-00457,385,213.04,0.1,Closed,2024-03-19
ORD-004113,2,PRD-00706,471,31.45,0.0,Closed,2024-03-19
ORD-004114,1,PRD-00349,106,142.58,0.0,Closed,2023-12-14
ORD-004114,2,PRD-01456,119,194.23,0.1,Closed,2023-12-14
ORD-004115,1,PRD-01318,248,115.94,0.05,Closed,2024-06-08
ORD-004116,1,PRD-00255,242,261.09,0.1,Closed,2024-02-28
ORD-004117,1,PRD-01123,101,35.78,0.0,Closed,2024-03-30
ORD-004118,1,PRD-01406,64,314.94,0.15,Closed,2024-02-01
ORD-004118,2,PRD-01032,459,71.33,0.0,Closed,2024-02-01
ORD-004118,3,PRD-01292,170,375.76,0.1,Closed,2024-02-01
ORD-004119,1,PRD-01020,76,394.72,0.1,Superseded,2024-05-07
ORD-004119,1,PRD-01020,29,394.72,0.1,Open,2024-05-14
ORD-004120,1,PRD-00556,13,227.98,0.0,Closed,2024-05-13
ORD-004120,2,PRD-01253,469,146.51,0.05,Closed,2024-05-13
ORD-004121,1,PRD-00465,494,325.81,0.0,Closed,2023-11-29
ORD-004122,1,PRD-00466,336,44.06,0.0,Closed,2024-02-10
ORD-004122,2,PRD-00519,228,19.15,0.0,Closed,2024-02-10
ORD-004123,1,PRD-00620,100,248.53,0.0,Closed,2024-01-13
ORD-004124,1,PRD-00112,66,94.38,0.0,Closed,2023-11-10
ORD-004125,1,PRD-00046,471,55.54,0.0,Closed,2024-05-28
ORD-004125,2,PRD-00361,484,219.83,0.0,Open,2024-05-28
ORD-004126,1,PRD-00779,51,283.88,0.0,Closed,2024-06-28
ORD-004126,2,PRD-01134,184,26.53,0.05,Closed,2024-06-28
ORD-004127,1,PRD-00271,480,106.31,0.0,Closed,2024-02-11
ORD-004128,1,PRD-00532,167,55.74,0.1,Closed,2024-02-16
ORD-004128,2,PRD-00753,215,101.35,0.0,Closed,2024-02-16
ORD-004129,1,PRD-00274,299,16.66,0.05,Open,2024-03-25
ORD-004130,1,PRD-00415,462,365.56,0.1,Closed,2023-10-17
ORD-004131,1,PRD-01342,488,187.18,0.0,Closed,2024-02-11
ORD-004132,1,PRD-00438,120,242.86,0.0,Closed,2024-01-30
ORD-004132,2,PRD-00002,449,97.5,0.0,Closed,2024-01-30
ORD-004133,1,PRD-00293,419,122.18,0.1,Closed,2023-11-11
ORD-004134,1,PRD-00511,260,221.14,0.0,Closed,2024-05-04
ORD-004135,1,PRD-00508,383,325.64,0.1,Closed,2024-04-09
ORD-004135,2,PRD-01394,103,171.11,0.1,Closed,2024-04-09
ORD-004135,3,PRD-00113,489,355.76,0.0,Closed,2024-04-09
ORD-004136,1,PRD-00945,413,118.17,0.1,Closed,2024-01-19
ORD-004137,1,PRD-00171,434,18.77,0.15,Closed,2023-11-25
ORD-004137,2,PRD-01500,203,354.92,0.05,Closed,2023-11-25
ORD-004137,3,PRD-00042,373,225.27,0.0,Closed,2023-11-25
ORD-004138,1,PRD-00128,376,240.18,0.0,Closed,2023-12-27
ORD-004139,1,PRD-01104,458,89.67,0.0,Closed,2024-02-20
ORD-004140,1,PRD-00560,381,353.74,0.0,Open,2023-10-18
ORD-004141,1,PRD-01138,326,121.11,0.0,Closed,2023-10-09
ORD-004141,2,PRD-00045,286,260.54,0.0,Open,2023-10-09
ORD-004141,3,PRD-00321,487,197.93,0.0,Closed,2023-10-09
ORD-004142,1,PRD-00331,131,367.41,0.0,Closed,2024-04-11
ORD-004143,1,PRD-01393,110,73.35,0.1,Open,2024-05-12
ORD-004143,2,PRD-00603,123,326.82,0.0,Closed,2024-05-12
ORD-004143,3,PRD-00074,165,187.12,0.0,Closed,2024-05-12
ORD-004144,1,PRD-01070,479,345.63,0.0,Closed,2023-10-06
ORD-004145,1,PRD-00630,424,268.91,0.0,Closed,2024-06-25
ORD-004146,1,PRD-00584,106,374.87,0.05,Closed,2024-02-02
ORD-004147,1,PRD-01139,199,138.25,0.0,Closed,2024-03-18
ORD-004148,1,PRD-00115,342,269.92,0.1,Closed,2024-03-03
ORD-004148,2,PRD-00476,260,381.03,0.0,Open,2024-03-03
ORD-004149,1,PRD-00557,256,177.77,0.0,Closed,2023-11-11
ORD-004149,2,PRD-00450,166,162.74,0.05,Closed,2023-11-11
ORD-004149,3,PRD-01051,230,257.84,0.1,Closed,2023-11-11
ORD-004150,1,PRD-00782,221,119.91,0.15,Closed,2024-02-11
ORD-004151,1,PRD-00760,317,12.5,0.0,Open,2023-11-16
ORD-004152,1,PRD-01457,214,254.84,0.1,Superseded,2023-09-24
ORD-004152,1,PRD-01457,364,254.84,0.1,Closed,2023-10-11
ORD-004152,2,PRD-00739,294,357.72,0.1,Closed,2023-10-11
ORD-004153,1,PRD-00111,442,291.93,0.0,Open,2024-03-23
ORD-004154,1,PRD-00071,229,69.75,0.1,Closed,2023-11-06
ORD-004155,1,PRD-00081,81,345.73,0.0,Closed,2024-01-12
ORD-004156,1,PRD-00747,149,117.72,0.0,Open,2023-12-02
ORD-004157,1,PRD-00002,311,153.87,0.0,Closed,2024-03-06
ORD-004157,2,PRD-01388,57,194.63,0.05,Closed,2024-03-06
ORD-004158,1,PRD-00901,316,362.24,0.0,Closed,2024-03-09
ORD-004158,2,PRD-01092,447,304.8,0.05,Closed,2024-03-09
ORD-004159,1,PRD-00539,239,232.67,0.05,Closed,2024-06-10
ORD-004159,2,PRD-00776,312,88.61,0.05,Closed,2024-06-10
ORD-004160,1,PRD-00183,36,125.69,0.0,Closed,2024-03-09
ORD-004160,2,PRD-00057,362,239.35,0.1,Closed,2024-03-09
ORD-004161,1,PRD-00882,12,84.39,0.05,Closed,2024-04-10
ORD-004161,2,PRD-00109,308,361.75,0.1,Closed,2024-04-10
ORD-004162,1,PRD-00719,47,151.26,0.1,Closed,2023-12-22
ORD-004163,1,PRD-01308,230,136.75,0.0,Closed,2024-03-06
ORD-004163,2,PRD-00028,60,86.11,0.0,Closed,2024-03-06
ORD-004163,3,PRD-00428,157,186.92,0.0,Closed,2024-03-06
ORD-004164,1,PRD-00753,29,161.84,0.0,Closed,2024-05-18
ORD-004164,2,PRD-00984,79,155.42,0.0,Closed,2024-05-18
ORD-004165,1,PRD-01323,456,194.23,0.0,Closed,2024-06-05
ORD-004165,2,PRD-00012,195,188.08,0.0,Closed,2024-06-05
ORD-004165,3,PRD-00433,436,378.28,0.05,Closed,2024-06-05
ORD-004166,1,PRD-00439,439,225.6,0.1,Closed,2024-01-26
ORD-004167,1,PRD-01487,6,228.41,0.05,Closed,2024-01-02
ORD-004167,2,PRD-01393,211,58.46,0.1,Closed,2024-01-02
ORD-004168,1,PRD-00783,283,69.71,0.0,Superseded,2023-09-26
ORD-004168,1,PRD-00783,482,69.71,0.0,Closed,2023-10-06
ORD-004168,2,PRD-00600,499,193.11,0.0,Closed,2023-10-06
ORD-004169,1,PRD-01101,305,13.96,0.0,Closed,2023-11-01
ORD-004169,2,PRD-01358,401,116.78,0.0,Closed,2023-11-01
ORD-004170,1,PRD-00151,327,89.79,0.0,Closed,2023-11-03
ORD-004171,1,PRD-00982,390,162.02,0.0,Closed,2024-04-29
ORD-004172,1,PRD-00160,49,71.09,0.0,Closed,2024-05-05
ORD-004173,1,PRD-00898,60,108.53,0.0,Closed,2023-12-02
ORD-004173,2,PRD-01002,402,294.87,0.0,Closed,2023-12-02
ORD-004174,1,PRD-00632,272,75.62,0.05,Closed,2024-04-22
ORD-004174,2,PRD-00844,235,42.06,0.0,Closed,2024-04-22
ORD-004175,1,PRD-00728,162,195.86,0.1,Closed,2024-03-15
ORD-004176,1,PRD-00120,240,396.16,0.05,Closed,2024-04-20
ORD-004176,2,PRD-00912,378,362.24,0.0,Closed,2024-04-20
ORD-004177,1,PRD-00089,144,5.08,0.1,Closed,2024-03-31
ORD-004178,1,PRD-00511,78,29.58,0.0,Open,2024-01-05
ORD-004179,1,PRD-00413,493,218.52,0.0,Superseded,2024-05-24
ORD-004179,1,PRD-00413,434,218.52,0.0,Closed,2024-06-13
ORD-004180,1,PRD-00162,395,107.86,0.0,Open,2023-11-27
ORD-004181,1,PRD-00706,165,172.61,0.05,Closed,2024-02-17
ORD-004182,1,PRD-00432,27,87.4,0.05,Closed,2023-12-31
ORD-004183,1,PRD-00287,98,204.84,0.15,Closed,2023-10-24
ORD-004183,2,PRD-00206,340,342.63,0.0,Closed,2023-10-24
ORD-004183,3,PRD-01232,450,342.41,0.0,Closed,2023-10-24
ORD-004184,1,PRD-00326,423,256.48,0.0,Closed,2024-04-12
ORD-004184,2,PRD-01135,381,236.82,0.0,Closed,2024-04-12
ORD-004185,1,PRD-01011,374,148.68,0.15,Closed,2023-12-27
ORD-004186,1,PRD-01263,94,56.17,0.0,Closed,2023-10-24
ORD-004187,1,PRD-00883,49,294.22,0.0,Closed,2023-11-24
ORD-004188,1,PRD-01163,142,390.78,0.0,Closed,2024-04-16
ORD-004188,2,PRD-00622,567,313.42,0.0,Superseded,2024-04-05
ORD-004188,2,PRD-00622,393,313.42,0.0,Closed,2024-04-16
ORD-004189,1,PRD-00901,53,126.19,0.1,Closed,2024-04-28
ORD-004189,2,PRD-01433,317,355.84,0.0,Closed,2024-04-28
ORD-004190,1,PRD-01248,102,370.67,0.0,Closed,2024-05-04
ORD-004190,2,PRD-00102,406,251.21,0.0,Closed,2024-05-04
ORD-004191,1,PRD-01106,469,216.35,0.05,Closed,2023-11-08
ORD-004192,1,PRD-01100,447,15.21,0.1,Closed,2024-03-30
ORD-004192,2,PRD-01055,467,314.22,0.15,Closed,2024-03-30
ORD-004193,1,PRD-00530,55,23.12,0.0,Open,2024-02-17
ORD-004194,1,PRD-01393,366,110.59,0.1,Closed,2023-11-12
ORD-004194,2,PRD-00686,290,100.21,0.0,Closed,2023-11-12
ORD-004194,3,PRD-01231,113,33.93,0.1,Closed,2023-11-12
ORD-004195,1,PRD-00210,62,323.33,0.1,Closed,2023-11-23
ORD-004195,2,PRD-00296,233,303.8,0.0,Closed,2023-11-23
ORD-004196,1,PRD-00768,42,45.15,0.05,Closed,2023-10-22
ORD-004197,1,PRD-00277,476,121.91,0.0,Closed,2023-11-20
ORD-004198,1,PRD-01241,443,156.26,0.0,Closed,2024-01-26
ORD-004199,1,PRD-00594,430,48.9,0.0,Closed,2024-04-01
ORD-004199,2,PRD-01039,151,201.34,0.0,Open,2024-04-01
ORD-004199,3,PRD-00254,375,330.13,0.0,Closed,2024-04-01
ORD-004200,1,PRD-00403,39,317.38,0.1,Closed,2024-05-25
ORD-004200,2,PRD-01273,375,68.21,0.1,Closed,2024-05-25
ORD-004201,1,PRD-00364,144,109.52,0.0,Closed,2023-10-02
ORD-004201,2,PRD-00540,30,14.28,0.0,Closed,2023-10-02
ORD-004202,1,PRD-01231,256,118.18,0.0,Closed,2023-10-10
ORD-004202,2,PRD-01034,401,215.03,0.1,Closed,2023-10-10
ORD-004203,1,PRD-00493,128,97.75,0.1,Closed,2024-01-17
ORD-004204,1,PRD-00127,473,77.24,0.1,Closed,2024-06-02
ORD-004204,2,PRD-00303,156,329.73,0.1,Closed,2024-06-02
ORD-004205,1,PRD-00125,154,350.41,0.05,Closed,2024-04-22
ORD-004205,2,PRD-01115,72,69.17,0.0,Closed,2024-04-22
ORD-004206,1,PRD-00378,211,112.58,0.1,Open,2023-11-18
ORD-004206,2,PRD-00829,461,139.53,0.05,Closed,2023-11-18
ORD-004207,1,PRD-01395,42,217.49,0.0,Closed,2024-03-07
ORD-004207,2,PRD-00946,112,50.84,0.1,Closed,2024-03-07
