shipment_id,order_id,line_id,warehouse_id,carrier_id,transaction_type,quantity,event_date,tracking_number,freight_cost,carrier_service_level,created_at
SHP-0006951,ORD-003202,1,WH-13,CAR-10,Shipment,390,2024-06-18,TRK000006951,188.57,Freight,2024-06-18
SHP-0006952,ORD-003202,2,WH-13,CAR-06,Shipment,87,2024-06-13,TRK000006952,127.33,Express,2024-06-13
SHP-0006953,ORD-003203,1,WH-17,CAR-18,Shipment,61,2023-12-23,TRK000006953,188.38,Ground,2023-12-23
SHP-0006954,ORD-003204,1,WH-11,CAR-19,Shipment,253,2023-10-30,TRK000006954,76.45,Express,2023-10-30
SHP-0006955,ORD-003204,1,WH-11,CAR-15,Shipment,156,2023-11-22,TRK000006955,64.99,Freight,2023-11-22
SHP-0006956,ORD-003205,1,WH-05,CAR-19,Shipment,67,2024-02-24,TRK000006956,162.74,Express,2024-02-24
SHP-0006957,ORD-003205,1,WH-05,CAR-05,Shipment,65,2024-03-12,TRK000006957,108.59,Freight,2024-03-12
SHP-0006958,ORD-003205,1,WH-05,CAR-02,Cancellation,-67,2024-04-29,TRK000006958,13.34,Express,2024-04-29
SHP-0006959,ORD-003205,2,WH-05,CAR-04,Shipment,137,2024-02-23,TRK000006959,117.12,Freight,2024-02-23
SHP-0006960,ORD-003206,1,WH-15,CAR-04,Shipment,486,2024-02-08,TRK000006960,209.13,Freight,2024-02-08
SHP-0006961,ORD-003206,2,WH-15,CAR-17,Shipment,306,2024-02-09,TRK000006961,93.66,Ground,2024-02-09
SHP-0006962,ORD-003207,1,WH-05,CAR-16,Shipment,114,2024-05-22,TRK000006962,101.87,Ground,2024-05-22
SHP-0006963,ORD-003207,2,WH-05,CAR-11,Shipment,496,2024-05-25,TRK000006963,114.24,Freight,2024-05-25
SHP-0006964,ORD-003207,2,WH-05,CAR-01,Return,-162,2024-06-07,TRK000006964,4.13,Ground,2024-06-07
SHP-0006965,ORD-003207,3,WH-05,CAR-15,Shipment,92,2024-05-23,TRK000006965,184.83,Express,2024-05-23
SHP-0006966,ORD-003207,3,WH-05,CAR-17,Shipment,47,2024-06-04,TRK000006966,48.08,Express,2024-06-04
SHP-0006967,ORD-003208,1,WH-10,CAR-16,Shipment,115,2024-05-29,TRK000006967,13.57,Ground,2024-05-29
SHP-0006968,ORD-003208,1,WH-10,CAR-04,Shipment,161,2024-06-06,TRK000006968,67.63,Freight,2024-06-06
SHP-0006969,ORD-003208,1,WH-10,CAR-09,Return,-276,2024-06-12,TRK000006969,33.4,Ground,2024-06-12
SHP-0006970,ORD-003208,2,WH-10,CAR-09,Shipment,438,2024-05-26,TRK000006970,212.63,Freight,2024-05-26
SHP-0006971,ORD-003209,1,WH-06,CAR-09,Shipment,368,2024-05-06,TRK000006971,146.84,Express,2024-05-06
SHP-0006972,ORD-003209,2,WH-06,CAR-13,Shipment,189,2024-05-06,TRK000006972,26.42,Ground,2024-05-06
SHP-0006973,ORD-003210,1,WH-15,CAR-05,Shipment,106,2024-05-23,TRK000006973,148.47,Express,2024-05-23
SHP-0006974,ORD-003210,1,WH-15,CAR-04,Shipment,89,2024-06-03,TRK000006974,184.43,Express,2024-06-03
SHP-0006975,ORD-003210,2,WH-15,CAR-04,Shipment,415,2024-05-22,TRK000006975,135.12,Freight,2024-05-22
SHP-0006976,ORD-003210,3,WH-15,CAR-12,Shipment,131,2024-05-28,TRK000006976,217.51,Freight,2024-05-28
SHP-0006977,ORD-003210,3,WH-15,CAR-17,Return,-45,2024-06-04,TRK000006977,27.24,Freight,2024-06-04
SHP-0006978,ORD-003211,1,WH-10,CAR-11,Shipment,261,2024-02-14,TRK000006978,114.33,Freight,2024-02-14
SHP-0006979,ORD-003211,1,WH-10,CAR-09,Shipment,160,2024-03-02,TRK000006979,175.38,Express,2024-03-02
SHP-0006980,ORD-003212,1,WH-03,CAR-19,Shipment,86,2024-05-20,TRK000006980,109.16,Freight,2024-05-20
SHP-0006981,ORD-003213,1,WH-17,CAR-08,Shipment,355,2024-05-04,TRK000006981,162.18,Ground,2024-05-04
SHP-0006982,ORD-003214,1,WH-04,CAR-11,Shipment,42,2024-07-04,TRK000006982,207.14,Ground,2024-07-04
SHP-0006983,ORD-003214,1,WH-04,CAR-07,Shipment,47,2024-07-22,TRK000006983,89.67,Freight,2024-07-22
SHP-0006984,ORD-003214,2,WH-04,CAR-04,Shipment,278,2024-07-05,TRK000006984,22.41,Freight,2024-07-05
SHP-0006985,ORD-003215,1,WH-07,CAR-12,Shipment,317,2024-04-13,TRK000006985,21.85,Ground,2024-04-13
SHP-0006986,ORD-003215,1,WH-07,CAR-05,Cancellation,-317,2024-04-27,TRK000006986,28.59,Express,2024-04-27
SHP-0006987,ORD-003215,2,WH-07,CAR-11,Shipment,468,2024-04-12,TRK000006987,127.43,Freight,2024-04-12
SHP-0006988,ORD-003216,1,WH-13,CAR-07,Shipment,351,2023-10-30,TRK000006988,119.45,Ground,2023-10-30
SHP-0006989,ORD-003216,2,WH-13,CAR-07,Shipment,99,2023-10-31,TRK000006989,198.79,Express,2023-10-31
SHP-0006990,ORD-003216,2,WH-13,CAR-06,Shipment,73,2023-11-11,TRK000006990,105.19,Ground,2023-11-11
SHP-0006991,ORD-003217,1,WH-18,CAR-19,Shipment,173,2024-01-29,TRK000006991,69.84,Express,2024-01-29
SHP-0006992,ORD-003218,1,WH-09,CAR-12,Shipment,30,2023-11-16,TRK000006992,210.86,Freight,2023-11-16
SHP-0006993,ORD-003219,1,WH-05,CAR-14,Shipment,36,2024-02-19,TRK000006993,144.89,Express,2024-02-19
SHP-0006994,ORD-003220,1,WH-15,CAR-04,Shipment,16,2024-05-04,TRK000006994,155.6,Ground,2024-05-04
SHP-0006995,ORD-003221,1,WH-13,CAR-09,Shipment,313,2023-11-19,TRK000006995,50.29,Ground,2023-11-19
SHP-0006996,ORD-003223,1,WH-17,CAR-04,Shipment,6,2024-01-27,TRK000006996,52.2,Freight,2024-01-27
SHP-0006997,ORD-003224,1,WH-10,CAR-01,Shipment,222,2024-02-21,TRK000006997,162.04,Freight,2024-02-21
SHP-0006998,ORD-003225,1,WH-07,CAR-09,Shipment,338,2023-12-05,TRK000006998,30.4,Express,2023-12-05
SHP-0006999,ORD-003226,1,WH-16,CAR-05,Shipment,74,2024-06-26,TRK000006999,179.23,Express,2024-06-26
SHP-0007000,ORD-003226,1,WH-16,CAR-02,Shipment,75,2024-07-01,TRK000007000,67.27,Ground,2024-07-01
SHP-0007001,ORD-003226,2,WH-16,CAR-18,Shipment,76,2024-06-23,TRK000007001,181.78,Ground,2024-06-23
SHP-0007002,ORD-003226,2,WH-16,CAR-01,Shipment,110,2024-07-16,TRK000007002,168.22,Ground,2024-07-16
SHP-0007003,ORD-003228,1,WH-01,CAR-20,Shipment,330,2023-11-02,TRK000007003,159.72,Ground,2023-11-02
SHP-0007004,ORD-003229,1,WH-03,CAR-11,Shipment,244,2023-12-01,TRK000007004,96.72,Ground,2023-12-01
SHP-0007005,ORD-003229,1,WH-03,CAR-02,Shipment,186,2023-12-12,TRK000007005,23.27,Freight,2023-12-12
SHP-0007006,ORD-003229,2,WH-03,CAR-18,Shipment,84,2023-11-30,TRK000007006,148.89,Express,2023-11-30
SHP-0007007,ORD-003229,2,WH-03,CAR-04,Shipment,89,2023-12-11,TRK000007007,109.2,Express,2023-12-11
SHP-0007008,ORD-003230,1,WH-10,CAR-14,Shipment,105,2024-01-13,TRK000007008,42.62,Freight,2024-01-13
SHP-0007009,ORD-003231,1,WH-09,CAR-10,Shipment,291,2024-01-12,TRK000007009,194.24,Ground,2024-01-12
SHP-0007010,ORD-003232,1,WH-13,CAR-08,Shipment,20,2024-01-19,TRK000007010,73.46,Express,2024-01-19
SHP-0007011,ORD-003232,1,WH-13,CAR-05,Shipment,8,2024-02-05,TRK000007011,82.4,Ground,2024-02-05
SHP-0007012,ORD-003233,1,WH-08,CAR-15,Shipment,110,2024-04-25,TRK000007012,102.03,Ground,2024-04-25
SHP-0007013,ORD-003233,1,WH-08,CAR-14,Shipment,50,2024-05-09,TRK000007013,199.67,Freight,2024-05-09
SHP-0007014,ORD-003233,2,WH-08,CAR-17,Shipment,57,2024-04-26,TRK000007014,29.69,Express,2024-04-26
SHP-0007015,ORD-003233,2,WH-08,CAR-01,Shipment,40,2024-05-11,TRK000007015,31.7,Express,2024-05-11
SHP-0007016,ORD-003233,3,WH-08,CAR-01,Shipment,273,2024-04-24,TRK000007016,126.48,Express,2024-04-24
SHP-0007017,ORD-003233,3,WH-08,CAR-13,Shipment,172,2024-05-16,TRK000007017,144.07,Freight,2024-05-16
SHP-0007018,ORD-003234,1,WH-11,CAR-01,Shipment,266,2024-03-19,TRK000007018,173.15,Freight,2024-03-19
SHP-0007019,ORD-003234,1,WH-11,CAR-19,Shipment,143,2024-04-04,TRK000007019,65.24,Freight,2024-04-04
SHP-0007020,ORD-003235,1,WH-09,CAR-18,Shipment,249,2023-12-30,TRK000007020,218.79,Ground,2023-12-30
SHP-0007021,ORD-003236,1,WH-12,CAR-18,Shipment,379,2024-04-13,TRK000007021,194.43,Ground,2024-04-13
SHP-0007022,ORD-003237,1,WH-03,CAR-05,Shipment,244,2024-05-22,TRK000007022,162.51,Express,2024-05-22
SHP-0007023,ORD-003238,1,WH-12,CAR-17,Shipment,333,2024-07-02,TRK000007023,81.4,Ground,2024-07-02
SHP-0007024,ORD-003238,2,WH-12,CAR-20,Shipment,63,2024-07-06,TRK000007024,206.8,Ground,2024-07-06
SHP-0007025,ORD-003238,2,WH-12,CAR-17,Return,-16,2024-07-25,TRK000007025,22.03,Express,2024-07-25
SHP-0007026,ORD-003239,1,WH-09,CAR-03,Shipment,98,2023-12-19,TRK000007026,170.62,Ground,2023-12-19
SHP-0007027,ORD-003239,1,WH-09,CAR-07,Return,-98,2024-05-20,TRK000007027,35.77,Freight,2024-05-20
SHP-0007028,ORD-003240,1,WH-14,CAR-20,Shipment,28,2024-07-05,TRK000007028,9.93,Express,2024-07-05
SHP-0007029,ORD-003240,1,WH-14,CAR-16,Return,-7,2024-07-18,TRK000007029,33.77,Ground,2024-07-18
SHP-0007030,ORD-003241,1,WH-18,CAR-16,Shipment,63,2024-04-14,TRK000007030,122.48,Express,2024-04-14
SHP-0007031,ORD-003242,1,WH-13,CAR-15,Shipment,440,2024-02-17,TRK000007031,179.83,Freight,2024-02-17
SHP-0007032,ORD-003242,2,WH-13,CAR-01,Shipment,33,2024-02-15,TRK000007032,44.05,Ground,2024-02-15
SHP-0007033,ORD-003242,2,WH-13,CAR-10,Shipment,48,2024-03-05,TRK000007033,182.02,Express,2024-03-05
SHP-0007034,ORD-003243,1,WH-06,CAR-07,Shipment,65,2023-11-16,TRK000007034,29.85,Freight,2023-11-16
SHP-0007035,ORD-003243,1,WH-06,CAR-18,Shipment,53,2023-11-26,TRK000007035,41.61,Freight,2023-11-26
SHP-0007036,ORD-003243,2,WH-06,CAR-04,Shipment,54,2023-11-20,TRK000007036,19.21,Express,2023-11-20
SHP-0007037,ORD-003243,2,WH-06,CAR-06,Shipment,42,2023-12-07,TRK000007037,69.38,Ground,2023-12-07
SHP-0007038,ORD-003243,3,WH-06,CAR-16,Shipment,289,2023-11-21,TRK000007038,36.02,Ground,2023-11-21
SHP-0007039,ORD-003243,3,WH-06,CAR-08,Shipment,144,2023-11-27,TRK000007039,140.15,Freight,2023-11-27
SHP-0007040,ORD-003244,1,WH-14,CAR-13,Shipment,299,2024-06-13,TRK000007040,26.89,Express,2024-06-13
SHP-0007041,ORD-003244,2,WH-14,CAR-03,Shipment,82,2024-06-09,TRK000007041,219.78,Freight,2024-06-09
SHP-0007042,ORD-003244,2,WH-14,CAR-06,Shipment,94,2024-07-01,TRK000007042,115.69,Ground,2024-07-01
SHP-0007043,ORD-003244,3,WH-14,CAR-15,Shipment,399,2024-06-10,TRK000007043,173.91,Express,2024-06-10
SHP-0007044,ORD-003244,3,WH-14,CAR-08,Return,-165,2024-06-29,TRK000007044,3.52,Ground,2024-06-29
SHP-0007045,ORD-003245,1,WH-15,CAR-08,Shipment,114,2024-02-12,TRK000007045,86.99,Ground,2024-02-12
SHP-0007046,ORD-003245,1,WH-15,CAR-11,Shipment,136,2024-02-20,TRK000007046,91.62,Ground,2024-02-20
SHP-0007047,ORD-003246,1,WH-10,CAR-15,Shipment,138,2024-05-28,TRK000007047,126.0,Express,2024-05-28
SHP-0007048,ORD-003246,2,WH-10,CAR-04,Shipment,251,2024-05-28,TRK000007048,83.2,Ground,2024-05-28
SHP-0007049,ORD-003246,2,WH-10,CAR-01,Shipment,241,2024-06-02,TRK000007049,121.3,Freight,2024-06-02
SHP-0007050,ORD-003247,1,WH-11,CAR-19,Shipment,78,2023-12-28,TRK000007050,67.52,Ground,2023-12-28
SHP-0007051,ORD-003248,1,WH-16,CAR-15,Shipment,433,2023-11-14,TRK000007051,177.35,Express,2023-11-14
SHP-0007052,ORD-003248,2,WH-16,CAR-04,Shipment,371,2023-11-12,TRK000007052,53.93,Express,2023-11-12
SHP-0007053,ORD-003249,1,WH-06,CAR-18,Shipment,147,2024-01-28,TRK000007053,174.15,Ground,2024-01-28
SHP-0007054,ORD-003250,1,WH-05,CAR-12,Shipment,174,2024-04-02,TRK000007054,163.12,Ground,2024-04-02
SHP-0007055,ORD-003250,1,WH-05,CAR-08,Shipment,82,2024-04-21,TRK000007055,178.07,Freight,2024-04-21
SHP-0007056,ORD-003251,1,WH-15,CAR-17,Shipment,143,2024-01-08,TRK000007056,69.94,Freight,2024-01-08
SHP-0007057,ORD-003251,2,WH-15,CAR-19,Shipment,361,2024-01-08,TRK000007057,125.5,Express,2024-01-08
SHP-0007058,ORD-003252,1,WH-14,CAR-01,Shipment,443,2023-12-16,TRK000007058,91.08,Freight,2023-12-16
SHP-0007059,ORD-003253,1,WH-10,CAR-02,Shipment,181,2024-05-04,TRK000007059,68.15,Ground,2024-05-04
SHP-0007060,ORD-003253,1,WH-10,CAR-15,Shipment,105,2024-05-11,TRK000007060,193.15,Freight,2024-05-11
SHP-0007061,ORD-003253,2,WH-10,CAR-09,Shipment,166,2024-05-03,TRK000007061,112.35,Ground,2024-05-03
SHP-0007062,ORD-003253,2,WH-10,CAR-13,Shipment,115,2024-05-15,TRK000007062,165.94,Ground,2024-05-15
SHP-0007063,ORD-003253,3,WH-10,CAR-08,Shipment,360,2024-05-03,TRK000007063,153.32,Freight,2024-05-03
SHP-0007064,ORD-003253,3,WH-10,CAR-10,Cancellation,-360,2024-05-11,TRK000007064,12.83,Freight,2024-05-11
SHP-0007065,ORD-003254,1,WH-16,CAR-20,Shipment,8,2023-11-17,TRK000007065,211.15,Freight,2023-11-17
SHP-0007066,ORD-003255,1,WH-03,CAR-10,Shipment,471,2024-02-13,TRK000007066,68.62,Ground,2024-02-13
SHP-0007067,ORD-003255,1,WH-03,CAR-07,Return,-109,2024-03-03,TRK000007067,24.21,Ground,2024-03-03
SHP-0007068,ORD-003255,2,WH-03,CAR-05,Shipment,5,2024-02-12,TRK000007068,101.85,Express,2024-02-12
SHP-0007069,ORD-003255,2,WH-03,CAR-08,Return,-2,2024-02-23,TRK000007069,20.14,Freight,2024-02-23
SHP-0007070,ORD-003256,1,WH-12,CAR-10,Shipment,177,2024-05-09,TRK000007070,31.36,Ground,2024-05-09
SHP-0007071,ORD-003256,1,WH-12,CAR-20,Shipment,141,2024-05-18,TRK000007071,138.11,Freight,2024-05-18
SHP-0007072,ORD-003257,1,WH-15,CAR-04,Shipment,234,2023-10-25,TRK000007072,118.07,Freight,2023-10-25
SHP-0007073,ORD-003257,1,WH-15,CAR-02,Shipment,208,2023-11-10,TRK000007073,218.87,Ground,2023-11-10
SHP-0007074,ORD-003257,1,WH-15,CAR-17,Return,-120,2023-11-16,TRK000007074,24.35,Ground,2023-11-16
SHP-0007075,ORD-003258,1,WH-06,CAR-04,Shipment,209,2024-05-07,TRK000007075,190.22,Express,2024-05-07
SHP-0007076,ORD-003259,1,WH-09,CAR-08,Shipment,463,2024-05-25,TRK000007076,26.36,Express,2024-05-25
SHP-0007077,ORD-003260,1,WH-04,CAR-09,Shipment,424,2024-06-04,TRK000007077,60.3,Express,2024-06-04
SHP-0007078,ORD-003260,1,WH-04,CAR-13,Cancellation,-250,2024-06-07,TRK000007078,11.55,Freight,2024-06-07
SHP-0007079,ORD-003260,2,WH-04,CAR-02,Shipment,261,2024-06-06,TRK000007079,219.69,Ground,2024-06-06
SHP-0007080,ORD-003260,3,WH-04,CAR-07,Shipment,36,2024-06-09,TRK000007080,150.69,Ground,2024-06-09
SHP-0007081,ORD-003261,1,WH-02,CAR-04,Shipment,9,2024-02-23,TRK000007081,93.22,Express,2024-02-23
SHP-0007082,ORD-003261,1,WH-02,CAR-16,Shipment,3,2024-03-03,TRK000007082,34.45,Ground,2024-03-03
SHP-0007083,ORD-003261,1,WH-02,CAR-05,Return,-12,2024-03-18,TRK000007083,8.99,Ground,2024-03-18
SHP-0007084,ORD-003261,2,WH-02,CAR-10,Shipment,66,2024-02-23,TRK000007084,78.59,Express,2024-02-23
SHP-0007085,ORD-003262,1,WH-01,CAR-11,Shipment,291,2024-05-23,TRK000007085,170.75,Express,2024-05-23
SHP-0007086,ORD-003263,1,WH-04,CAR-14,Shipment,448,2024-02-24,TRK000007086,101.86,Express,2024-02-24
SHP-0007087,ORD-003263,2,WH-04,CAR-15,Shipment,199,2024-02-25,TRK000007087,31.34,Ground,2024-02-25
SHP-0007088,ORD-003263,2,WH-04,CAR-15,Shipment,116,2024-03-03,TRK000007088,205.15,Ground,2024-03-03
SHP-0007089,ORD-003264,1,WH-16,CAR-08,Shipment,64,2024-06-14,TRK000007089,62.45,Freight,2024-06-14
SHP-0007090,ORD-003264,1,WH-16,CAR-12,Shipment,59,2024-06-20,TRK000007090,158.25,Express,2024-06-20
SHP-0007091,ORD-003265,1,WH-10,CAR-15,Shipment,226,2024-06-26,TRK000007091,126.96,Ground,2024-06-26
SHP-0007092,ORD-003265,2,WH-10,CAR-02,Shipment,272,2024-06-21,TRK000007092,81.25,Freight,2024-06-21
SHP-0007093,ORD-003266,1,WH-05,CAR-07,Shipment,166,2023-10-24,TRK000007093,165.86,Ground,2023-10-24
SHP-0007094,ORD-003266,1,WH-05,CAR-12,Cancellation,-75,2023-11-09,TRK000007094,2.39,Ground,2023-11-09
SHP-0007095,ORD-003267,1,WH-09,CAR-05,Shipment,269,2024-04-19,TRK000007095,37.87,Ground,2024-04-19
SHP-0007096,ORD-003267,1,WH-09,CAR-03,Return,-269,2024-04-22,TRK000007096,22.2,Ground,2024-04-22
SHP-0007097,ORD-003267,2,WH-09,CAR-10,Shipment,286,2024-04-20,TRK000007097,136.22,Freight,2024-04-20
SHP-0007098,ORD-003268,1,WH-09,CAR-17,Shipment,282,2024-03-12,TRK000007098,96.48,Freight,2024-03-12
SHP-0007099,ORD-003268,2,WH-09,CAR-11,Shipment,20,2024-03-12,TRK000007099,197.79,Ground,2024-03-12
SHP-0007100,ORD-003268,2,WH-09,CAR-11,Return,-6,2024-04-29,TRK000007100,26.17,Express,2024-04-29
SHP-0007101,ORD-003268,3,WH-09,CAR-06,Shipment,244,2024-03-07,TRK000007101,176.81,Ground,2024-03-07
SHP-0007102,ORD-003269,1,WH-05,CAR-18,Shipment,232,2024-02-08,TRK000007102,126.76,Freight,2024-02-08
SHP-0007103,ORD-003269,1,WH-05,CAR-20,Return,-232,2024-02-15,TRK000007103,15.23,Ground,2024-02-15
SHP-0007104,ORD-003270,1,WH-15,CAR-04,Shipment,400,2024-02-29,TRK000007104,167.14,Freight,2024-02-29
SHP-0007105,ORD-003270,2,WH-15,CAR-09,Shipment,354,2024-02-27,TRK000007105,74.02,Ground,2024-02-27
SHP-0007106,ORD-003271,1,WH-04,CAR-08,Shipment,29,2024-02-05,TRK000007106,95.71,Freight,2024-02-05
SHP-0007107,ORD-003271,1,WH-04,CAR-12,Shipment,40,2024-02-24,TRK000007107,183.67,Freight,2024-02-24
SHP-0007108,ORD-003271,2,WH-04,CAR-16,Shipment,332,2024-02-06,TRK000007108,84.0,Ground,2024-02-06
SHP-0007109,ORD-003272,1,WH-02,CAR-15,Shipment,252,2024-01-17,TRK000007109,179.16,Express,2024-01-17
SHP-0007110,ORD-003273,1,WH-12,CAR-19,Shipment,38,2023-11-03,TRK000007110,170.8,Freight,2023-11-03
SHP-0007111,ORD-003273,2,WH-12,CAR-01,Shipment,288,2023-11-07,TRK000007111,45.44,Express,2023-11-07
SHP-0007112,ORD-003273,3,WH-12,CAR-10,Shipment,83,2023-11-01,TRK000007112,44.25,Freight,2023-11-01
SHP-0007113,ORD-003274,1,WH-13,CAR-05,Shipment,492,2024-05-03,TRK000007113,193.37,Ground,2024-05-03
SHP-0007114,ORD-003275,1,WH-07,CAR-09,Shipment,300,2023-10-25,TRK000007114,92.85,Freight,2023-10-25
SHP-0007115,ORD-003275,2,WH-07,CAR-01,Shipment,26,2023-10-26,TRK000007115,72.08,Express,2023-10-26
SHP-0007116,ORD-003275,2,WH-07,CAR-08,Shipment,12,2023-11-01,TRK000007116,154.2,Express,2023-11-01
SHP-0007117,ORD-003276,1,WH-05,CAR-03,Shipment,420,2023-10-14,TRK000007117,73.13,Freight,2023-10-14
SHP-0007118,ORD-003277,1,WH-15,CAR-11,Shipment,59,2024-03-25,TRK000007118,85.79,Ground,2024-03-25
SHP-0007119,ORD-003277,1,WH-15,CAR-04,Shipment,47,2024-04-08,TRK000007119,85.67,Freight,2024-04-08
SHP-0007120,ORD-003277,2,WH-15,CAR-10,Shipment,32,2024-03-26,TRK000007120,30.34,Express,2024-03-26
SHP-0007121,ORD-003277,2,WH-15,CAR-08,Shipment,26,2024-04-17,TRK000007121,32.0,Express,2024-04-17
SHP-0007122,ORD-003278,1,WH-06,CAR-02,Shipment,98,2024-03-03,TRK000007122,136.81,Freight,2024-03-03
SHP-0007123,ORD-003278,1,WH-06,CAR-01,Shipment,60,2024-03-10,TRK000007123,36.45,Ground,2024-03-10
SHP-0007124,ORD-003278,2,WH-06,CAR-18,Shipment,103,2024-03-02,TRK000007124,178.52,Ground,2024-03-02
SHP-0007125,ORD-003278,2,WH-06,CAR-05,Shipment,52,2024-03-08,TRK000007125,14.93,Freight,2024-03-08
SHP-0007126,ORD-003279,1,WH-18,CAR-12,Shipment,214,2024-02-29,TRK000007126,122.76,Ground,2024-02-29
SHP-0007127,ORD-003280,1,WH-10,CAR-02,Shipment,500,2023-10-14,TRK000007127,147.85,Express,2023-10-14
SHP-0007128,ORD-003280,2,WH-10,CAR-07,Shipment,207,2023-10-13,TRK000007128,43.82,Express,2023-10-13
SHP-0007129,ORD-003280,2,WH-10,CAR-01,Cancellation,-109,2023-10-26,TRK000007129,17.14,Ground,2023-10-26
SHP-0007130,ORD-003281,1,WH-15,CAR-01,Shipment,299,2024-06-07,TRK000007130,151.86,Ground,2024-06-07
SHP-0007131,ORD-003282,1,WH-03,CAR-16,Shipment,151,2023-11-01,TRK000007131,105.94,Express,2023-11-01
SHP-0007132,ORD-003282,1,WH-03,CAR-17,Shipment,135,2023-11-18,TRK000007132,31.6,Express,2023-11-18
SHP-0007133,ORD-003283,1,WH-05,CAR-14,Shipment,112,2023-11-16,TRK000007133,80.7,Ground,2023-11-16
SHP-0007134,ORD-003283,1,WH-05,CAR-20,Shipment,142,2023-11-21,TRK000007134,149.97,Express,2023-11-21
SHP-0007135,ORD-003283,2,WH-05,CAR-06,Shipment,316,2023-11-15,TRK000007135,219.41,Ground,2023-11-15
SHP-0007136,ORD-003284,1,WH-13,CAR-18,Shipment,481,2024-03-15,TRK000007136,212.23,Freight,2024-03-15
SHP-0007137,ORD-003285,1,WH-12,CAR-02,Shipment,86,2023-11-27,TRK000007137,166.92,Freight,2023-11-27
SHP-0007138,ORD-003286,1,WH-18,CAR-13,Shipment,205,2024-03-15,TRK000007138,113.06,Ground,2024-03-15
SHP-0007139,ORD-003286,2,WH-18,CAR-12,Shipment,354,2024-03-12,TRK000007139,117.7,Ground,2024-03-12
SHP-0007140,ORD-003286,2,WH-18,CAR-13,Return,-124,2024-03-14,TRK000007140,0.9,Freight,2024-03-14
SHP-0007141,ORD-003287,1,WH-08,CAR-16,Shipment,145,2024-06-24,TRK000007141,148.95,Ground,2024-06-24
SHP-0007142,ORD-003288,1,WH-18,CAR-07,Shipment,244,2024-04-07,TRK000007142,39.3,Ground,2024-04-07
SHP-0007143,ORD-003288,1,WH-18,CAR-05,Cancellation,-244,2024-04-20,TRK000007143,3.66,Express,2024-04-20
SHP-0007144,ORD-003288,2,WH-18,CAR-03,Shipment,491,2024-04-04,TRK000007144,183.54,Ground,2024-04-04
SHP-0007145,ORD-003289,1,WH-12,CAR-19,Shipment,192,2024-02-22,TRK000007145,167.8,Freight,2024-02-22
SHP-0007146,ORD-003289,1,WH-12,CAR-02,Shipment,204,2024-03-05,TRK000007146,55.01,Ground,2024-03-05
SHP-0007147,ORD-003290,1,WH-03,CAR-06,Shipment,442,2023-11-17,TRK000007147,92.5,Freight,2023-11-17
SHP-0007148,ORD-003290,2,WH-03,CAR-19,Shipment,46,2023-11-19,TRK000007148,195.51,Freight,2023-11-19
SHP-0007149,ORD-003290,2,WH-03,CAR-17,Shipment,33,2023-11-26,TRK000007149,190.4,Freight,2023-11-26
SHP-0007150,ORD-003290,2,WH-03,CAR-13,Return,-79,2023-12-13,TRK000007150,37.48,Express,2023-12-13
SHP-0007151,ORD-003291,1,WH-17,CAR-03,Shipment,168,2024-02-17,TRK000007151,214.17,Express,2024-02-17
SHP-0007152,ORD-003291,1,WH-17,CAR-11,Shipment,85,2024-02-27,TRK000007152,47.41,Freight,2024-02-27
SHP-0007153,ORD-003291,2,WH-17,CAR-07,Shipment,279,2024-02-13,TRK000007153,112.98,Freight,2024-02-13
SHP-0007154,ORD-003291,2,WH-17,CAR-18,Shipment,146,2024-02-29,TRK000007154,121.01,Freight,2024-02-29
SHP-0007155,ORD-003292,1,WH-06,CAR-17,Shipment,425,2024-03-16,TRK000007155,11.27,Express,2024-03-16
SHP-0007156,ORD-003293,1,WH-18,CAR-03,Shipment,399,2024-05-26,TRK000007156,13.56,Ground,2024-05-26
SHP-0007157,ORD-003293,2,WH-18,CAR-08,Shipment,69,2024-05-24,TRK000007157,117.1,Express,2024-05-24
SHP-0007158,ORD-003294,1,WH-12,CAR-05,Shipment,339,2023-12-14,TRK000007158,87.16,Express,2023-12-14
SHP-0007159,ORD-003295,1,WH-14,CAR-13,Shipment,133,2024-01-22,TRK000007159,176.17,Express,2024-01-22
SHP-0007160,ORD-003296,1,WH-15,CAR-05,Shipment,228,2024-01-23,TRK000007160,128.77,Express,2024-01-23
SHP-0007161,ORD-003297,1,WH-09,CAR-06,Shipment,273,2023-11-17,TRK000007161,154.17,Ground,2023-11-17
SHP-0007162,ORD-003297,2,WH-09,CAR-19,Shipment,378,2023-11-14,TRK000007162,80.7,Ground,2023-11-14
SHP-0007163,ORD-003298,1,WH-15,CAR-11,Shipment,131,2024-02-02,TRK000007163,51.39,Freight,2024-02-02
SHP-0007164,ORD-003298,2,WH-15,CAR-16,Shipment,202,2024-02-01,TRK000007164,106.01,Express,2024-02-01
SHP-0007165,ORD-003298,2,WH-15,CAR-05,Shipment,123,2024-02-10,TRK000007165,76.38,Ground,2024-02-10
SHP-0007166,ORD-003298,3,WH-15,CAR-09,Shipment,386,2024-01-28,TRK000007166,186.85,Ground,2024-01-28
SHP-0007167,ORD-003298,3,WH-15,CAR-17,Return,-210,2024-02-08,TRK000007167,12.88,Ground,2024-02-08
SHP-0007168,ORD-003299,1,WH-13,CAR-01,Shipment,405,2024-03-30,TRK000007168,134.75,Express,2024-03-30
