warehouse_id,shipment_id,order_id,line_id,quantity
WH-03,83109,ORD-001717,1,463
WH-08,6018,ORD-001718,1,483
WH-08,6019,ORD-001718,2,476
WH-08,6020,ORD-001718,2,194
WH-08,6021,ORD-001718,3,58
WH-08,6022,ORD-001718,3,26
WH-08,6023,ORD-001719,1,390
WH-07,5459,ORD-001720,1,452
WH-07,5460,ORD-001720,2,483
WH-18,124255,ORD-001721,1,54
WH-18,124256,ORD-001721,1,58
WH-08,6024,ORD-001722,1,229
WH-08,6025,ORD-001722,2,59
WH-08,6026,ORD-001722,3,200
WH-16,13873,ORD-001723,1,165
WH-16,13874,ORD-001723,2,56
WH-18,124257,ORD-001724,1,321
WH-18,124258,ORD-001724,1,-138
WH-18,124259,ORD-001724,1,132
WH-02,104935,ORD-001725,1,114
WH-06,117029,ORD-001726,1,20
WH-06,117030,ORD-001726,1,18
WH-06,117031,ORD-001726,2,477
WH-07,5461,ORD-001727,1,217
WH-07,5462,ORD-001727,1,238
WH-11,22036,ORD-001728,1,436
WH-15,171385,ORD-001729,1,190
WH-15,171386,ORD-001729,1,-190
WH-14,158405,ORD-001730,1,14
WH-04,117717,ORD-001731,1,210
WH-04,117718,ORD-001731,1,61
WH-04,117719,ORD-001731,2,214
WH-02,104936,ORD-001732,1,213
WH-02,104937,ORD-001732,1,-113
WH-02,104938,ORD-001732,2,41
WH-02,104939,ORD-001732,2,54
WH-02,104940,ORD-001732,3,375
WH-10,2871,ORD-001733,1,140
WH-03,83110,ORD-001734,1,19
WH-03,83111,ORD-001734,1,-11
WH-08,6027,ORD-001735,1,45
WH-08,6028,ORD-001735,2,170
WH-08,6029,ORD-001735,3,436
WH-09,195625,ORD-001736,1,148
WH-09,195626,ORD-001736,1,52
WH-09,195627,ORD-001736,2,370
WH-09,195628,ORD-001736,2,-208
WH-09,195629,ORD-001736,3,404
WH-06,117032,ORD-001737,1,23
WH-12,106649,ORD-001738,1,429
WH-12,106650,ORD-001738,2,78
WH-12,106651,ORD-001738,3,163
WH-12,106652,ORD-001739,1,106
WH-12,106653,ORD-001739,2,17
WH-02,104941,ORD-001740,1,93
WH-02,104942,ORD-001740,2,166
WH-02,104943,ORD-001740,2,-73
WH-02,104944,ORD-001740,3,184
WH-17,107952,ORD-001741,1,213
WH-17,107953,ORD-001741,1,126
WH-17,107954,ORD-001742,1,39
WH-01,154829,ORD-001743,1,62
WH-17,107955,ORD-001744,1,244
WH-17,107956,ORD-001744,2,270
WH-03,83112,ORD-001745,1,349
WH-13,40255,ORD-001746,1,488
WH-11,22037,ORD-001747,1,331
WH-11,22038,ORD-001747,1,167
WH-11,22039,ORD-001747,1,174
WH-11,22040,ORD-001747,2,188
WH-11,22041,ORD-001747,2,80
WH-14,158406,ORD-001748,1,191
WH-14,158407,ORD-001748,1,110
WH-18,124260,ORD-001749,1,455
WH-18,124261,ORD-001749,2,356
WH-13,40256,ORD-001750,1,433
WH-13,40257,ORD-001750,2,221
WH-03,83113,ORD-001751,1,319
WH-03,83114,ORD-001751,2,121
WH-03,83115,ORD-001751,3,405
WH-03,83116,ORD-001751,3,-163
WH-03,83117,ORD-001751,3,70
WH-08,6030,ORD-001752,1,413
WH-08,6031,ORD-001752,2,36
WH-07,5463,ORD-001753,1,116
WH-13,40258,ORD-001754,1,62
WH-13,40259,ORD-001754,2,205
WH-12,106654,ORD-001755,1,126
WH-12,106655,ORD-001755,1,137
WH-05,123305,ORD-001756,1,24
WH-05,123306,ORD-001756,1,13
WH-05,123307,ORD-001756,2,124
WH-15,171387,ORD-001757,1,155
WH-15,171388,ORD-001757,1,105
WH-15,171389,ORD-001757,2,181
WH-11,22042,ORD-001758,1,175
WH-11,22043,ORD-001758,1,257
WH-15,171390,ORD-001759,1,47
WH-15,171391,ORD-001759,1,11
WH-11,22044,ORD-001760,1,343
WH-11,22045,ORD-001760,2,308
WH-14,158408,ORD-001761,1,318
WH-14,158409,ORD-001761,2,437
WH-14,158410,ORD-001761,3,220
WH-14,158411,ORD-001761,3,66
WH-03,83118,ORD-001762,1,211
WH-03,83119,ORD-001762,1,213
WH-03,83120,ORD-001762,2,71
WH-16,13875,ORD-001763,1,289
WH-06,117033,ORD-001764,1,496
WH-10,2872,ORD-001765,1,88
WH-10,2873,ORD-001765,1,43
WH-06,117034,ORD-001766,1,448
WH-02,104945,ORD-001767,1,26
WH-02,104946,ORD-001767,1,16
WH-02,104947,ORD-001767,2,63
WH-04,117720,ORD-001768,1,260
WH-02,104948,ORD-001769,1,481
WH-02,104949,ORD-001769,1,205
WH-02,104950,ORD-001769,2,303
WH-02,104951,ORD-001769,3,63
WH-02,104952,ORD-001769,3,27
WH-13,40260,ORD-001770,1,215
WH-13,40261,ORD-001770,1,-46
WH-13,40262,ORD-001770,1,54
WH-12,106656,ORD-001771,1,174
WH-02,104953,ORD-001772,1,331
WH-02,104954,ORD-001772,2,48
WH-09,195630,ORD-001773,1,159
WH-01,154830,ORD-001774,1,252
WH-01,154831,ORD-001774,2,411
WH-10,2874,ORD-001775,1,55
WH-10,2875,ORD-001775,1,25
WH-10,2876,ORD-001775,2,102
WH-08,6032,ORD-001776,1,113
WH-14,158412,ORD-001777,1,418
WH-14,158413,ORD-001777,1,165
WH-14,158414,ORD-001777,2,131
WH-13,40263,ORD-001778,1,106
WH-13,40264,ORD-001778,1,140
WH-13,40265,ORD-001778,2,57
WH-01,154832,ORD-001779,1,321
WH-13,40266,ORD-001780,1,272
WH-15,171392,ORD-001781,1,213
WH-15,171393,ORD-001781,1,238
WH-15,171394,ORD-001781,1,141
WH-15,171395,ORD-001781,2,49
WH-07,5464,ORD-001782,1,306
WH-07,5465,ORD-001782,1,-155
WH-07,5466,ORD-001782,2,210
WH-07,5467,ORD-001782,2,-210
WH-05,123308,ORD-001783,1,373
WH-05,123309,ORD-001783,2,299
WH-05,123310,ORD-001784,1,275
WH-05,123311,ORD-001784,1,149
WH-05,123312,ORD-001784,2,264
WH-05,123313,ORD-001784,2,185
WH-02,104955,ORD-001785,1,238
WH-01,154833,ORD-001786,1,230
WH-03,83121,ORD-001787,1,395
WH-06,117035,ORD-001788,1,96
WH-04,117721,ORD-001789,1,204
WH-08,6033,ORD-001790,1,145
WH-08,6034,ORD-001790,2,37
WH-08,6035,ORD-001790,3,283
WH-09,195631,ORD-001791,1,306
WH-01,154834,ORD-001792,1,237
WH-02,104956,ORD-001793,1,138
WH-03,83122,ORD-001794,1,113
WH-03,83123,ORD-001794,2,87
WH-03,83124,ORD-001794,2,63
WH-03,83125,ORD-001794,3,180
WH-10,2877,ORD-001795,1,117
WH-11,22046,ORD-001796,1,154
WH-11,22047,ORD-001796,1,102
WH-04,117722,ORD-001797,1,248
WH-04,117723,ORD-001797,2,113
WH-04,117724,ORD-001797,3,167
WH-11,22048,ORD-001798,1,289
WH-08,6036,ORD-001799,1,133
WH-08,6037,ORD-001799,2,454
WH-06,117036,ORD-001800,1,107
WH-06,117037,ORD-001800,1,19
WH-11,22049,ORD-001801,1,65
WH-11,22050,ORD-001801,2,17
WH-11,22051,ORD-001801,2,6
WH-05,123314,ORD-001802,1,487
WH-05,123315,ORD-001802,2,397
WH-05,123316,ORD-001802,3,253
WH-02,104957,ORD-001803,1,244
WH-12,106657,ORD-001804,1,285
WH-12,106658,ORD-001804,1,-285
WH-12,106659,ORD-001804,2,171
WH-12,106660,ORD-001804,2,179
WH-02,104958,ORD-001805,1,205
WH-02,104959,ORD-001805,1,281
WH-02,104960,ORD-001806,1,77
WH-02,104961,ORD-001806,1,74
WH-15,171396,ORD-001807,1,466
WH-15,171397,ORD-001807,2,437
WH-04,117725,ORD-001808,1,371
WH-04,117726,ORD-001808,2,226
WH-08,6038,ORD-001809,1,75
WH-16,13876,ORD-001810,1,37
WH-03,83126,ORD-001811,1,470
WH-03,83127,ORD-001811,1,195
WH-08,6039,ORD-001812,1,453
WH-08,6040,ORD-001812,1,171
WH-08,6041,ORD-001812,2,445
WH-08,6042,ORD-001812,3,268
WH-07,5468,ORD-001813,1,336
WH-07,5469,ORD-001813,1,-199
WH-07,5470,ORD-001813,2,105
WH-07,5471,ORD-001813,2,80
WH-12,106661,ORD-001814,1,249
WH-12,106662,ORD-001814,2,69
WH-01,154835,ORD-001815,1,331
WH-04,117727,ORD-001816,1,176
WH-04,117728,ORD-001816,1,33
WH-07,5472,ORD-001817,1,287
WH-06,117038,ORD-001818,1,211
WH-06,117039,ORD-001818,2,431
WH-06,117040,ORD-001818,2,171
WH-13,40267,ORD-001819,1,247
WH-07,5473,ORD-001820,1,315
WH-09,195632,ORD-001821,1,115
WH-16,13877,ORD-001822,1,292
WH-16,13878,ORD-001823,1,68
WH-18,124262,ORD-001824,1,36
WH-18,124263,ORD-001824,2,161
WH-05,123317,ORD-001825,1,15
WH-05,123318,ORD-001825,1,-6
WH-05,123319,ORD-001826,1,173
WH-05,123320,ORD-001826,2,194
WH-05,123321,ORD-001826,2,219
WH-05,123322,ORD-001826,3,267
WH-09,195633,ORD-001827,1,476
WH-09,195634,ORD-001828,1,19
WH-12,106663,ORD-001829,1,396
WH-12,106664,ORD-001829,1,-149
WH-12,106665,ORD-001829,2,4
WH-12,106666,ORD-001829,2,4
WH-12,106667,ORD-001829,3,176
WH-08,6043,ORD-001830,1,188
WH-08,6044,ORD-001830,2,360
WH-07,5474,ORD-001831,1,488
WH-07,5475,ORD-001831,2,252
WH-07,5476,ORD-001831,2,109
WH-07,5477,ORD-001831,3,208
WH-07,5478,ORD-001831,3,174
WH-13,40268,ORD-001832,1,496
WH-02,104962,ORD-001833,1,459
WH-06,117041,ORD-001834,1,307
WH-06,117042,ORD-001834,2,43
WH-06,117043,ORD-001834,3,31
WH-05,123323,ORD-001835,1,56
WH-07,5479,ORD-001836,1,144
WH-07,5480,ORD-001836,2,283
WH-07,5481,ORD-001836,3,253
WH-07,5482,ORD-001836,3,168
WH-15,171398,ORD-001837,1,250
WH-03,83128,ORD-001838,1,232
WH-03,83129,ORD-001838,1,183
WH-03,83130,ORD-001838,1,-415
WH-13,40269,ORD-001839,1,254
WH-13,40270,ORD-001839,1,111
WH-13,40271,ORD-001839,2,43
WH-13,40272,ORD-001839,2,61
WH-08,6045,ORD-001840,1,354
WH-08,6046,ORD-001840,2,103
WH-08,6047,ORD-001840,2,121
WH-16,13879,ORD-001841,1,198
WH-13,40273,ORD-001842,1,370
WH-13,40274,ORD-001842,1,128
WH-02,104963,ORD-001843,1,90
WH-01,154836,ORD-001844,1,139
WH-01,154837,ORD-001844,1,172
WH-01,154838,ORD-001844,1,-311
WH-08,6048,ORD-001845,1,171
WH-08,6049,ORD-001845,1,82
WH-09,195635,ORD-001846,1,456
WH-09,195636,ORD-001846,2,477
WH-09,195637,ORD-001846,3,437
WH-06,117044,ORD-001847,1,491
WH-06,117045,ORD-001847,2,38
WH-03,83131,ORD-001848,1,463
WH-03,83132,ORD-001848,2,74
WH-03,83133,ORD-001848,3,266
WH-03,83134,ORD-001848,3,151
WH-10,2878,ORD-001849,1,488
WH-10,2879,ORD-001849,2,246
WH-12,106668,ORD-001850,1,146
WH-12,106669,ORD-001850,2,44
WH-12,106670,ORD-001850,2,41
WH-12,106671,ORD-001850,3,307
WH-12,106672,ORD-001850,3,-156
WH-11,22052,ORD-001851,1,56
WH-11,22053,ORD-001851,1,79
WH-07,5483,ORD-001852,1,252
WH-18,124264,ORD-001853,1,238
WH-12,106673,ORD-001854,1,170
WH-12,106674,ORD-001854,2,216
WH-12,106675,ORD-001854,3,434
WH-03,83135,ORD-001855,1,384
WH-08,6050,ORD-001856,1,494
WH-08,6051,ORD-001856,2,158
WH-03,83136,ORD-001857,1,439
WH-03,83137,ORD-001857,2,143
WH-18,124265,ORD-001858,1,245
WH-18,124266,ORD-001858,2,387
WH-10,2880,ORD-001859,1,309
WH-10,2881,ORD-001859,2,29
WH-10,2882,ORD-001859,2,36
WH-09,195638,ORD-001860,1,406
WH-02,104964,ORD-001861,1,127
WH-02,104965,ORD-001861,2,496
WH-14,158415,ORD-001862,1,201
WH-14,158416,ORD-001862,2,357
WH-07,5484,ORD-001863,1,20
WH-08,6052,ORD-001864,1,64
WH-08,6053,ORD-001864,2,412
WH-08,6054,ORD-001864,3,285
WH-12,106676,ORD-001865,1,164
WH-04,117729,ORD-001866,1,234
WH-04,117730,ORD-001866,2,47
WH-09,195639,ORD-001867,1,150
WH-09,195640,ORD-001867,1,153
WH-09,195641,ORD-001867,1,-139
WH-09,195642,ORD-001867,1,106
WH-13,40275,ORD-001868,1,227
WH-12,106677,ORD-001869,1,219
WH-12,106678,ORD-001869,1,235
WH-08,6055,ORD-001870,1,265
WH-08,6056,ORD-001870,1,148
WH-08,6057,ORD-001870,2,287
WH-09,195643,ORD-001871,1,234
WH-09,195644,ORD-001871,1,-125
WH-17,107957,ORD-001872,1,101
WH-12,106679,ORD-001873,1,237
WH-12,106680,ORD-001873,1,192
WH-12,106681,ORD-001873,2,9
WH-09,195645,ORD-001874,1,145
WH-09,195646,ORD-001874,1,61
WH-06,117046,ORD-001875,1,288
WH-04,117731,ORD-001876,1,465
WH-02,104966,ORD-001877,1,180
WH-11,22054,ORD-001878,1,468
WH-02,104967,ORD-001879,1,243
WH-02,104968,ORD-001879,1,182
WH-02,104969,ORD-001879,2,481
WH-13,40276,ORD-001880,1,265
WH-13,40277,ORD-001880,1,130
WH-13,40278,ORD-001880,2,139
WH-16,13880,ORD-001881,1,224
WH-11,22055,ORD-001882,1,204
WH-11,22056,ORD-001882,2,41
WH-08,6058,ORD-001883,1,8
WH-08,6059,ORD-001883,1,10
WH-16,13881,ORD-001884,1,226
WH-16,13882,ORD-001884,1,240
WH-16,13883,ORD-001884,2,76
WH-16,13884,ORD-001884,3,334
WH-16,13885,ORD-001884,3,152
WH-06,117047,ORD-001885,1,498
WH-07,5485,ORD-001886,1,283
WH-01,154839,ORD-001887,1,26
WH-01,154840,ORD-001887,2,470
WH-01,154841,ORD-001887,3,353
WH-12,106682,ORD-001888,1,306
WH-12,106683,ORD-001888,2,296
WH-12,106684,ORD-001888,2,100
WH-17,107958,ORD-001889,1,189
WH-17,107959,ORD-001889,1,278
WH-17,107960,ORD-001889,2,118
WH-17,107961,ORD-001889,3,497
WH-07,5486,ORD-001890,1,378
WH-07,5487,ORD-001890,1,87
WH-16,13886,ORD-001891,1,223
WH-16,13887,ORD-001891,1,271
WH-10,2883,ORD-001892,1,93
WH-10,2884,ORD-001892,2,474
WH-05,123324,ORD-001893,1,432
WH-11,22057,ORD-001894,1,215
WH-13,40279,ORD-001895,1,344
WH-13,40280,ORD-001895,2,378
WH-02,104970,ORD-001896,1,243
WH-02,104971,ORD-001896,1,235
WH-02,104972,ORD-001896,2,426
WH-14,158417,ORD-001897,1,386
WH-06,117048,ORD-001898,1,93
WH-06,117049,ORD-001898,1,22
WH-15,171399,ORD-001899,1,102
WH-15,171400,ORD-001899,2,408
WH-17,107962,ORD-001900,1,241
WH-17,107963,ORD-001900,1,114
WH-09,195647,ORD-001901,1,164
WH-09,195648,ORD-001901,1,83
WH-09,195649,ORD-001901,1,-247
WH-09,195650,ORD-001901,2,117
WH-09,195651,ORD-001901,3,84
WH-09,195652,ORD-001901,3,87
WH-05,123325,ORD-001902,1,241
WH-13,40281,ORD-001903,1,241
WH-02,104973,ORD-001904,1,157
WH-06,117050,ORD-001905,1,248
WH-06,117051,ORD-001905,2,236
WH-11,22058,ORD-001906,1,231
WH-11,22059,ORD-001906,2,329
WH-11,22060,ORD-001906,3,10
WH-11,22061,ORD-001907,1,351
WH-11,22062,ORD-001907,2,231
WH-11,22063,ORD-001907,3,194
WH-12,106685,ORD-001908,1,197
WH-12,106686,ORD-001908,1,153
WH-03,83138,ORD-001909,1,311
WH-15,171401,ORD-001910,1,339
WH-15,171402,ORD-001910,2,205
WH-15,171403,ORD-001910,2,130
WH-15,171404,ORD-001910,3,95
WH-02,104974,ORD-001911,1,279
WH-02,104975,ORD-001911,1,74
WH-15,171405,ORD-001912,1,299
WH-15,171406,ORD-001912,2,99
WH-16,13888,ORD-001913,1,84
WH-16,13889,ORD-001913,1,59
WH-17,107964,ORD-001914,1,342
WH-17,107965,ORD-001914,2,234
WH-17,107966,ORD-001914,3,418
WH-08,6060,ORD-001915,1,26
WH-05,123326,ORD-001916,1,494
WH-05,123327,ORD-001916,2,442
WH-05,123328,ORD-001916,3,391
WH-09,195653,ORD-001917,1,428
WH-09,195654,ORD-001917,2,148
WH-09,195655,ORD-001917,2,128
WH-06,117052,ORD-001918,1,379
WH-09,195656,ORD-001919,1,285
WH-09,195657,ORD-001919,2,387
WH-04,117732,ORD-001920,1,59
WH-04,117733,ORD-001920,2,489
WH-10,2885,ORD-001921,1,429
WH-10,2886,ORD-001921,2,295
WH-16,13890,ORD-001922,1,70
WH-16,13891,ORD-001922,1,50
WH-12,106687,ORD-001923,1,13
WH-12,106688,ORD-001923,1,18
WH-07,5488,ORD-001924,1,282
WH-07,5489,ORD-001924,2,271
WH-07,5490,ORD-001924,2,149
WH-12,106689,ORD-001925,1,292
WH-12,106690,ORD-001925,2,200
WH-04,117734,ORD-001926,1,200
WH-13,40282,ORD-001927,1,284
WH-13,40283,ORD-001927,1,193
WH-06,117053,ORD-001928,1,17
WH-17,107967,ORD-001929,1,443
WH-13,40284,ORD-001930,1,260
WH-18,124267,ORD-001931,1,441
WH-10,2887,ORD-001932,1,171
WH-10,2888,ORD-001932,1,129
WH-11,22064,ORD-001933,1,224
WH-11,22065,ORD-001933,2,403
WH-17,107968,ORD-001934,1,153
WH-14,158418,ORD-001935,1,122
WH-14,158419,ORD-001935,1,133
WH-14,158420,ORD-001935,1,105
WH-14,158421,ORD-001935,2,400
WH-14,158422,ORD-001935,2,153
WH-18,124268,ORD-001936,1,422
WH-18,124269,ORD-001936,1,122
WH-18,124270,ORD-001936,2,194
WH-03,83139,ORD-001937,1,321
WH-10,2889,ORD-001938,1,114
WH-10,2890,ORD-001938,1,58
WH-10,2891,ORD-001938,2,466
WH-12,106691,ORD-001939,1,274
WH-12,106692,ORD-001939,2,149
WH-12,106693,ORD-001939,2,48
WH-06,117054,ORD-001940,1,190
WH-03,83140,ORD-001941,1,67
WH-03,83141,ORD-001941,1,79
WH-03,83142,ORD-001941,2,238
WH-15,171407,ORD-001942,1,68
WH-15,171408,ORD-001942,1,99
WH-15,171409,ORD-001943,1,477
WH-02,104976,ORD-001944,1,144
WH-08,6061,ORD-001945,1,85
WH-08,6062,ORD-001945,1,61
WH-08,6063,ORD-001945,2,462
WH-08,6064,ORD-001945,3,226
WH-06,117055,ORD-001946,1,322
WH-08,6065,ORD-001947,1,286
WH-05,123329,ORD-001948,1,270
WH-09,195658,ORD-001949,1,89
WH-09,195659,ORD-001949,1,62
WH-17,107969,ORD-001950,1,156
WH-18,124271,ORD-001951,1,5
WH-18,124272,ORD-001951,1,3
WH-18,124273,ORD-001951,2,273
WH-18,124274,ORD-001951,2,226
WH-10,2892,ORD-001952,1,104
WH-17,107970,ORD-001953,1,124
WH-17,107971,ORD-001953,1,60
WH-17,107972,ORD-001953,2,80
WH-01,154842,ORD-001954,1,359
WH-09,195660,ORD-001955,1,252
WH-09,195661,ORD-001955,1,172
WH-09,195662,ORD-001955,2,344
WH-09,195663,ORD-001955,3,322
WH-11,22066,ORD-001956,1,125
WH-11,22067,ORD-001956,2,100
WH-11,22068,ORD-001956,3,165
WH-05,123330,ORD-001957,1,60
WH-05,123331,ORD-001957,1,29
WH-05,123332,ORD-001957,1,-89
WH-05,123333,ORD-001957,1,21
WH-05,123334,ORD-001957,2,214
WH-05,123335,ORD-001957,3,334
WH-05,123336,ORD-001957,3,74
WH-06,117056,ORD-001958,1,176
WH-11,22069,ORD-001959,1,123
WH-11,22070,ORD-001959,1,66
WH-11,22071,ORD-001959,2,362
WH-05,123337,ORD-001960,1,447
WH-11,22072,ORD-001961,1,314
WH-11,22073,ORD-001961,2,284
WH-08,6066,ORD-001962,1,71
WH-08,6067,ORD-001962,1,99
WH-08,6068,ORD-001962,2,61
WH-08,6069,ORD-001962,2,81
WH-18,124275,ORD-001963,1,426
WH-03,83143,ORD-001964,1,263
WH-12,106694,ORD-001965,1,451
WH-15,171410,ORD-001966,1,99
WH-15,171411,ORD-001966,1,140
WH-15,171412,ORD-001966,1,85
WH-09,195664,ORD-001967,1,9
WH-09,195665,ORD-001967,1,6
WH-09,195666,ORD-001967,2,269
WH-09,195667,ORD-001967,3,174
WH-09,195668,ORD-001967,3,237
WH-02,104977,ORD-001968,1,70
WH-01,154843,ORD-001969,1,10
WH-01,154844,ORD-001969,1,6
WH-01,154845,ORD-001969,1,-10
WH-01,154846,ORD-001969,2,346
WH-13,40285,ORD-001970,1,361
WH-13,40286,ORD-001970,2,6
WH-13,40287,ORD-001970,2,3
WH-06,117057,ORD-001971,1,161
WH-14,158423,ORD-001972,1,323
WH-04,117735,ORD-001973,1,370
WH-04,117736,ORD-001973,1,-110
WH-15,171413,ORD-001974,1,115
WH-15,171414,ORD-001974,2,190
WH-14,158424,ORD-001975,1,298
WH-14,158425,ORD-001975,1,154
WH-14,158426,ORD-001975,1,-243
WH-14,158427,ORD-001975,2,157
WH-14,158428,ORD-001975,3,155
WH-14,158429,ORD-001975,3,196
WH-14,158430,ORD-001975,3,-154
WH-08,6070,ORD-001976,1,105
WH-15,171415,ORD-001977,1,190
WH-01,154847,ORD-001978,1,179
WH-01,154848,ORD-001978,2,398
WH-12,106695,ORD-001979,1,50
WH-13,40288,ORD-001980,1,37
WH-13,40289,ORD-001980,2,373
WH-13,40290,ORD-001980,3,463
WH-09,195669,ORD-001981,1,403
WH-17,107973,ORD-001982,1,82
WH-02,104978,ORD-001983,1,478
WH-07,5491,ORD-001984,1,467
WH-05,123338,ORD-001985,1,242
WH-05,123339,ORD-001985,1,187
WH-05,123340,ORD-001985,2,9
WH-12,106696,ORD-001986,1,450
WH-13,40291,ORD-001987,1,144
WH-13,40292,ORD-001987,1,66
WH-13,40293,ORD-001987,2,9
WH-13,40294,ORD-001987,2,4
WH-13,40295,ORD-001987,3,78
WH-03,83144,ORD-001988,1,293
WH-05,123341,ORD-001989,1,62
WH-05,123342,ORD-001989,1,57
WH-05,123343,ORD-001989,1,-33
WH-05,123344,ORD-001989,2,231
WH-05,123345,ORD-001989,3,397
WH-01,154849,ORD-001990,1,302
WH-01,154850,ORD-001991,1,235
WH-01,154851,ORD-001991,2,280
WH-01,154852,ORD-001991,3,175
WH-05,123346,ORD-001992,1,109
WH-05,123347,ORD-001992,2,128
WH-05,123348,ORD-001992,3,207
WH-05,123349,ORD-001993,1,378
WH-05,123350,ORD-001993,2,355
WH-01,154853,ORD-001994,1,160
WH-06,117058,ORD-001995,1,430
WH-06,117059,ORD-001995,2,11
WH-13,40296,ORD-001996,1,55
WH-13,40297,ORD-001996,1,-55
WH-13,40298,ORD-001996,2,49
WH-13,40299,ORD-001996,3,384
WH-13,40300,ORD-001997,1,9
WH-02,104979,ORD-001998,1,103
WH-02,104980,ORD-001998,1,57
WH-02,104981,ORD-001998,1,-68
WH-18,124276,ORD-001999,1,109
WH-18,124277,ORD-001999,1,-56
WH-18,124278,ORD-001999,1,41
WH-18,124279,ORD-002000,1,314
WH-08,6071,ORD-002001,1,426
WH-08,6072,ORD-002001,2,404
WH-03,83145,ORD-002002,1,174
WH-03,83146,ORD-002002,2,135
WH-10,2893,ORD-002003,1,283
WH-10,2894,ORD-002003,1,-283
WH-01,154854,ORD-002004,1,262
WH-01,154855,ORD-002004,1,59
WH-01,154856,ORD-002004,2,127
WH-01,154857,ORD-002004,2,52
WH-04,117737,ORD-002005,1,25
WH-17,107974,ORD-002006,1,31
WH-17,107975,ORD-002006,1,15
WH-17,107976,ORD-002006,1,10
WH-17,107977,ORD-002006,2,449
WH-16,13892,ORD-002007,1,408
WH-16,13893,ORD-002007,2,311
WH-05,123351,ORD-002008,1,228
WH-18,124280,ORD-002009,1,227
WH-18,124281,ORD-002009,1,92
WH-17,107978,ORD-002010,1,426
WH-17,107979,ORD-002010,2,40
WH-12,106697,ORD-002011,1,342
WH-07,5492,ORD-002012,1,184
WH-07,5493,ORD-002012,2,211
WH-07,5494,ORD-002012,2,154
WH-07,5495,ORD-002012,2,-365
WH-07,5496,ORD-002012,3,413
WH-16,13894,ORD-002013,1,329
WH-16,13895,ORD-002013,2,216
WH-15,171416,ORD-002014,1,357
WH-10,2895,ORD-002015,1,303
WH-16,13896,ORD-002016,1,364
WH-18,124282,ORD-002017,1,267
WH-18,124283,ORD-002017,2,249
WH-18,124284,ORD-002017,3,161
WH-18,124285,ORD-002017,3,152
WH-13,40301,ORD-002018,1,185
WH-13,40302,ORD-002018,1,243
WH-06,117060,ORD-002019,1,402
WH-06,117061,ORD-002019,1,150
WH-17,107980,ORD-002020,1,459
WH-17,107981,ORD-002020,1,146
WH-10,2896,ORD-002021,1,149
WH-10,2897,ORD-002022,1,186
WH-10,2898,ORD-002022,2,115
WH-07,5497,ORD-002023,1,469
WH-11,22074,ORD-002024,1,54
WH-11,22075,ORD-002025,1,241
WH-11,22076,ORD-002025,1,104
WH-11,22077,ORD-002025,2,100
WH-11,22078,ORD-002025,3,107
WH-07,5498,ORD-002026,1,223
WH-10,2899,ORD-002027,1,321
WH-07,5499,ORD-002028,1,161
WH-07,5500,ORD-002028,2,454
WH-16,13897,ORD-002029,1,67
WH-16,13898,ORD-002029,1,84
WH-16,13899,ORD-002029,2,268
WH-01,154858,ORD-002030,1,114
WH-07,5501,ORD-002031,1,209
WH-07,5502,ORD-002031,2,38
WH-07,5503,ORD-002031,3,424
WH-04,117738,ORD-002032,1,191
WH-04,117739,ORD-002032,2,28
WH-04,117740,ORD-002032,3,188
WH-04,117741,ORD-002032,3,80
WH-18,124286,ORD-002033,1,493
WH-12,106698,ORD-002034,1,99
WH-05,123352,ORD-002035,1,122
WH-05,123353,ORD-002035,2,155
WH-12,106699,ORD-002036,1,381
WH-12,106700,ORD-002036,2,336
WH-05,123354,ORD-002037,1,113
WH-05,123355,ORD-002037,2,38
WH-11,22079,ORD-002038,1,272
WH-11,22080,ORD-002038,2,147
WH-12,106701,ORD-002039,1,140
WH-12,106702,ORD-002039,1,83
WH-12,106703,ORD-002039,2,300
WH-08,6073,ORD-002040,1,225
WH-08,6074,ORD-002040,2,350
WH-08,6075,ORD-002040,3,18
WH-08,6076,ORD-002040,3,25
WH-13,40303,ORD-002041,1,274
WH-13,40304,ORD-002041,1,184
WH-10,2900,ORD-002042,1,298
WH-01,154859,ORD-002043,1,380
WH-01,154860,ORD-002043,2,404
WH-01,154861,ORD-002043,3,132
WH-01,154862,ORD-002043,3,-132
WH-07,5504,ORD-002044,1,308
WH-15,171417,ORD-002045,1,387
WH-06,117062,ORD-002046,1,42
WH-06,117063,ORD-002046,1,20
WH-06,117064,ORD-002046,2,164
WH-06,117065,ORD-002046,2,-49
WH-01,154863,ORD-002047,1,155
WH-01,154864,ORD-002047,2,244
WH-10,2901,ORD-002048,1,402
WH-09,195670,ORD-002049,1,391
WH-09,195671,ORD-002049,1,135
WH-03,83147,ORD-002050,1,457
WH-03,83148,ORD-002050,2,370
WH-08,6077,ORD-002051,1,440
WH-08,6078,ORD-002051,2,10
WH-08,6079,ORD-002051,2,2
WH-15,171418,ORD-002052,1,247
WH-02,104982,ORD-002053,1,358
WH-07,5505,ORD-002054,1,355
WH-07,5506,ORD-002054,2,95
WH-13,40305,ORD-002055,1,21
WH-13,40306,ORD-002055,2,225
WH-10,2902,ORD-002056,1,12
WH-10,2903,ORD-002056,1,12
WH-17,107982,ORD-002057,1,408
WH-17,107983,ORD-002057,2,382
WH-17,107984,ORD-002058,1,239
WH-16,13900,ORD-002059,1,95
WH-16,13901,ORD-002059,1,20
