touchpoint_id,user_id,channel,timestamp,touchpoint_type
TP000719,U0075,paid_search,2024-01-21 09:47:47,click
TP003697,U0384,paid_search,2024-01-21 09:51:00,click
TP001830,U0186,paid_search,2024-01-21 10:00:00,impression
TP006741,U0704,display,2024-01-21 10:14:00,click
TP000398,U0042,direct,2024-01-21 10:15:49,click
TP004498,U0465,email,2024-01-21 10:34:38,impression
TP009218,U0958,organic_social,2024-01-21 11:01:58,click
TP009960,U1036,email,2024-01-21 11:12:03,click
TP006395,U0665,email,2024-01-21 11:23:21,click
TP009128,U0949,paid_search,2024-01-21 11:34:25,click
TP003301,U0343,paid_search,2024-01-21 11:44:34,click
TP004295,U0448,paid_search,2024-01-21 12:01:14,click
TP010074,U1049,paid_search,2024-01-21 12:26:06,impression
TP009720,U1007,display,2024-01-21 12:31:22,click
TP002056,U0208,organic_social,2024-01-21 12:46:39,click
TP006936,U0725,paid_search,2024-01-21 12:55:02,impression
TP000720,U0075,direct,2024-01-21 12:55:52,click
TP006230,U0646,email,2024-01-21 12:57:08,click
TP005756,U0599,paid_search,2024-01-21 12:59:09,click
TP002180,U0222,organic_social,2024-01-21 13:01:59,click
TP003698,U0384,direct,2024-01-21 13:10:18,click
TP010249,U1067,organic_social,2024-01-21 13:37:21,impression
TP011126,U1156,paid_search,2024-01-21 13:44:59,click
TP009961,U1036,direct,2024-01-21 14:08:21,click
TP007521,U0781,organic_social,2024-01-21 14:12:03,impression
TP003719,U0386,paid_search,2024-01-21 14:24:37,click
TP009984,U1039,email,2024-01-21 14:36:32,click
TP011276,U1170,email,2024-01-21 14:51:56,click
TP001903,U0193,display,2024-01-21 15:06:45,click
TP005748,U0598,display,2024-01-21 15:16:53,impression
TP010776,U1122,display,2024-01-21 15:17:00,click
TP010750,U1118,display,2024-01-21 15:28:08,impression
TP009447,U0978,paid_search,2024-01-21 15:29:16,click
TP007368,U0767,organic_social,2024-01-21 15:38:31,impression
TP007515,U0781,paid_search,2024-01-21 15:49:33,click
TP002389,U0242,direct,2024-01-21 16:04:16,click
TP003152,U0326,email,2024-01-21 16:25:41,impression
TP005212,U0540,paid_search,2024-01-21 16:28:15,click
TP006235,U0646,organic_social,2024-01-21 16:32:52,impression
TP006520,U0678,email,2024-01-21 16:36:44,click
TP009976,U1038,email,2024-01-21 16:40:16,click
TP001484,U0151,organic_social,2024-01-21 16:54:19,click
TP011277,U1170,paid_search,2024-01-21 17:13:58,click
TP008023,U0833,paid_search,2024-01-21 17:15:45,impression
TP010303,U1073,email,2024-01-21 17:25:38,impression
TP003720,U0386,direct,2024-01-21 17:27:49,click
TP011539,U1195,organic_social,2024-01-21 17:56:39,impression
TP009830,U1021,email,2024-01-21 18:03:25,impression
TP000556,U0059,paid_search,2024-01-21 18:12:57,click
TP004833,U0502,display,2024-01-21 18:13:14,click
TP008552,U0893,display,2024-01-21 18:15:07,click
TP002690,U0275,paid_search,2024-01-21 18:44:42,click
TP006838,U0713,email,2024-01-21 18:48:49,impression
TP009157,U0952,paid_search,2024-01-21 18:58:20,click
TP006003,U0625,email,2024-01-21 19:05:34,click
TP008904,U0928,organic_social,2024-01-21 19:07:27,click
TP003137,U0325,email,2024-01-21 19:17:07,click
TP004834,U0502,direct,2024-01-21 19:20:11,click
TP006766,U0706,organic_social,2024-01-21 19:54:59,impression
TP002224,U0225,email,2024-01-21 20:20:13,click
TP006004,U0625,direct,2024-01-21 20:23:39,click
TP007918,U0822,paid_search,2024-01-21 21:21:47,impression
TP009985,U1039,paid_search,2024-01-21 21:47:29,click
TP001485,U0151,display,2024-01-21 21:53:39,click
TP002494,U0255,email,2024-01-21 22:10:00,click
TP006832,U0712,paid_search,2024-01-21 22:22:08,impression
TP002111,U0214,display,2024-01-21 22:25:12,impression
TP008368,U0871,email,2024-01-21 22:41:22,click
TP003146,U0326,organic_social,2024-01-21 22:53:53,click
TP003138,U0325,direct,2024-01-21 22:56:24,click
TP010285,U1072,organic_social,2024-01-21 22:57:10,click
TP010630,U1107,email,2024-01-21 23:05:19,impression
TP001961,U0198,display,2024-01-21 23:11:56,impression
TP006396,U0665,display,2024-01-21 23:30:11,click
TP001486,U0151,direct,2024-01-21 23:39:30,click
TP004967,U0516,display,2024-01-21 23:47:51,click
TP007520,U0781,paid_search,2024-01-22 00:22:35,impression
TP003113,U0323,email,2024-01-22 00:35:19,click
TP004533,U0470,email,2024-01-22 01:06:50,click
TP006353,U0660,email,2024-01-22 01:07:23,click
TP008328,U0867,display,2024-01-22 01:18:22,click
TP005897,U0616,email,2024-01-22 01:22:11,click
TP008315,U0865,paid_search,2024-01-22 01:26:14,click
TP007974,U0828,email,2024-01-22 01:27:15,click
TP004217,U0440,display,2024-01-22 01:27:20,click
TP009362,U0971,email,2024-01-22 01:45:03,click
TP008193,U0852,direct,2024-01-22 01:50:09,click
TP002191,U0222,display,2024-01-22 01:52:44,impression
TP007975,U0828,display,2024-01-22 01:54:31,click
TP004388,U0455,email,2024-01-22 02:07:13,impression
TP010668,U1111,email,2024-01-22 02:07:17,click
TP000586,U0063,display,2024-01-22 02:16:32,click
TP005477,U0571,paid_search,2024-01-22 02:22:14,click
TP010076,U1049,paid_search,2024-01-22 02:25:34,impression
TP004968,U0516,direct,2024-01-22 02:26:51,click
TP000205,U0020,paid_search,2024-01-22 02:36:21,click
TP007170,U0747,paid_search,2024-01-22 02:37:26,impression
TP005478,U0571,direct,2024-01-22 02:55:59,click
TP002192,U0222,email,2024-01-22 03:03:42,impression
TP007976,U0828,organic_social,2024-01-22 03:04:48,click
TP006354,U0660,direct,2024-01-22 03:09:32,click
TP001520,U0154,organic_social,2024-01-22 03:09:55,click
TP001832,U0186,display,2024-01-22 03:14:47,impression
TP000603,U0064,paid_search,2024-01-22 03:15:00,click
TP008194,U0852,organic_social,2024-01-22 03:26:10,impression
TP008490,U0886,paid_search,2024-01-22 03:41:15,click
TP004534,U0470,direct,2024-01-22 03:41:17,click
TP001274,U0131,organic_social,2024-01-22 03:48:04,impression
TP008601,U0898,paid_search,2024-01-22 04:03:04,click
TP006005,U0625,organic_social,2024-01-22 04:04:13,click
TP007322,U0762,organic_social,2024-01-22 04:43:14,click
TP008560,U0894,organic_social,2024-01-22 04:52:32,click
TP005745,U0598,email,2024-01-22 05:01:52,click
TP000604,U0064,direct,2024-01-22 05:04:48,click
TP003174,U0328,paid_search,2024-01-22 05:33:15,impression
TP007574,U0786,display,2024-01-22 05:45:35,click
TP002101,U0214,email,2024-01-22 05:48:57,click
TP002677,U0274,organic_social,2024-01-22 05:56:36,click
TP009239,U0959,organic_social,2024-01-22 06:00:58,impression
TP010017,U1041,organic_social,2024-01-22 06:04:48,click
TP005821,U0607,paid_search,2024-01-22 06:04:49,impression
TP008602,U0898,direct,2024-01-22 06:12:02,click
TP003023,U0311,paid_search,2024-01-22 06:14:48,impression
TP008248,U0857,email,2024-01-22 06:15:31,click
TP008561,U0894,organic_social,2024-01-22 06:16:50,click
TP010767,U1121,display,2024-01-22 06:32:02,click
TP010768,U1121,email,2024-01-22 06:51:36,click
TP000732,U0077,paid_search,2024-01-22 07:00:23,click
TP006257,U0649,display,2024-01-22 07:01:24,click
TP010395,U1082,paid_search,2024-01-22 07:09:13,click
TP002102,U0214,direct,2024-01-22 07:13:24,click
TP007171,U0747,display,2024-01-22 07:16:13,impression
TP007977,U0828,direct,2024-01-22 07:26:43,click
TP003800,U0396,email,2024-01-22 07:27:59,click
TP006006,U0625,paid_search,2024-01-22 07:35:45,click
TP006937,U0726,email,2024-01-22 07:49:14,click
TP011540,U1195,paid_search,2024-01-22 07:50:04,impression
TP000210,U0021,organic_social,2024-01-22 08:07:15,click
TP009962,U1036,direct,2024-01-22 08:14:48,click
TP009727,U1009,direct,2024-01-22 08:15:35,click
TP005630,U0586,email,2024-01-22 08:17:36,click
TP003604,U0375,organic_social,2024-01-22 08:45:12,impression
TP007575,U0786,display,2024-01-22 08:46:38,click
TP008009,U0832,display,2024-01-22 08:48:37,click
TP006826,U0712,email,2024-01-22 09:06:42,click
TP007244,U0756,paid_search,2024-01-22 09:12:16,click
TP005566,U0579,organic_social,2024-01-22 09:19:30,impression
TP000211,U0021,direct,2024-01-22 09:28:16,click
TP005717,U0595,paid_search,2024-01-22 09:46:59,click
TP008905,U0928,organic_social,2024-01-22 09:57:48,click
TP010794,U1123,paid_search,2024-01-22 10:09:09,click
TP000721,U0075,organic_social,2024-01-22 10:13:42,click
TP005261,U0546,paid_search,2024-01-22 10:20:08,click
TP008906,U0928,direct,2024-01-22 10:29:04,click
TP006616,U0689,email,2024-01-22 10:44:48,impression
TP000472,U0050,organic_social,2024-01-22 10:45:30,click
TP005701,U0592,direct,2024-01-22 10:56:21,click
TP008329,U0867,display,2024-01-22 10:56:53,click
TP008456,U0881,paid_search,2024-01-22 11:03:50,click
TP008562,U0894,direct,2024-01-22 11:15:05,click
TP009158,U0952,display,2024-01-22 11:16:03,click
TP004199,U0439,display,2024-01-22 11:16:31,click
TP010141,U1056,paid_search,2024-01-22 11:17:40,click
TP007516,U0781,display,2024-01-22 11:31:13,click
TP003676,U0382,organic_social,2024-01-22 11:35:42,impression
TP009603,U0996,paid_search,2024-01-22 11:48:13,click
TP006827,U0712,email,2024-01-22 11:49:47,click
TP011045,U1147,display,2024-01-22 11:51:19,click
TP007576,U0786,direct,2024-01-22 11:53:12,click
TP000212,U0021,direct,2024-01-22 12:13:11,click
TP005718,U0595,direct,2024-01-22 12:21:53,click
TP006397,U0665,paid_search,2024-01-22 12:42:58,click
TP006401,U0665,email,2024-01-22 13:20:38,impression
TP001475,U0150,email,2024-01-22 13:31:59,click
TP005229,U0542,organic_social,2024-01-22 13:32:42,click
TP011090,U1153,paid_search,2024-01-22 13:36:50,click
TP002627,U0269,organic_social,2024-01-22 13:38:47,click
TP008021,U0833,display,2024-01-22 13:44:18,impression
TP004003,U0417,organic_social,2024-01-22 13:52:18,click
TP006402,U0666,organic_social,2024-01-22 13:54:20,click
TP010769,U1121,email,2024-01-22 14:29:11,click
TP004129,U0431,display,2024-01-22 14:29:15,click
TP004588,U0476,organic_social,2024-01-22 14:31:08,impression
TP010396,U1082,paid_search,2024-01-22 14:48:08,click
TP009977,U1038,paid_search,2024-01-22 14:53:33,click
TP004004,U0417,direct,2024-01-22 14:56:00,click
TP006380,U0663,paid_search,2024-01-22 15:01:18,impression
TP001960,U0198,organic_social,2024-01-22 15:02:19,click
TP007162,U0746,email,2024-01-22 15:09:50,impression
TP004555,U0473,paid_search,2024-01-22 15:11:01,click
TP004298,U0448,email,2024-01-22 15:14:23,impression
TP008196,U0852,display,2024-01-22 15:20:26,impression
TP006144,U0637,organic_social,2024-01-22 15:31:05,click
TP000830,U0085,direct,2024-01-22 15:42:43,click
TP003009,U0309,paid_search,2024-01-22 15:45:12,impression
TP002739,U0280,organic_social,2024-01-22 16:05:00,click
TP010242,U1067,paid_search,2024-01-22 16:09:57,click
TP007919,U0822,paid_search,2024-01-22 16:50:24,impression
TP002740,U0280,direct,2024-01-22 17:11:28,click
TP004494,U0465,email,2024-01-22 17:21:21,click
TP009113,U0947,organic_social,2024-01-22 17:26:29,click
TP001487,U0151,paid_search,2024-01-22 17:41:36,click
TP001476,U0150,direct,2024-01-22 17:47:08,click
TP009114,U0947,organic_social,2024-01-22 17:50:15,click
TP003139,U0325,organic_social,2024-01-22 18:01:19,click
TP003881,U0404,organic_social,2024-01-22 18:24:06,click
TP005680,U0590,paid_search,2024-01-22 18:29:52,click
TP006430,U0670,display,2024-01-22 18:32:29,click
TP009996,U1039,display,2024-01-22 18:50:23,impression
TP011155,U1160,paid_search,2024-01-22 18:50:43,click
TP000229,U0023,organic_social,2024-01-22 18:55:20,click
TP009219,U0958,organic_social,2024-01-22 18:56:13,click
TP001080,U0110,display,2024-01-22 18:58:26,click
TP007517,U0781,email,2024-01-22 19:02:06,click
TP003801,U0396,email,2024-01-22 19:08:23,click
TP008812,U0918,organic_social,2024-01-22 19:27:17,impression
TP006620,U0690,email,2024-01-22 19:31:27,click
TP009220,U0958,direct,2024-01-22 19:39:32,click
TP003196,U0331,email,2024-01-22 19:42:23,click
TP008016,U0833,organic_social,2024-01-22 19:45:27,click
TP003699,U0384,direct,2024-01-22 19:50:13,click
TP003882,U0404,display,2024-01-22 20:09:20,click
TP003537,U0368,paid_search,2024-01-22 20:19:19,click
TP003302,U0343,paid_search,2024-01-22 20:23:54,click
TP011156,U1160,email,2024-01-22 20:25:25,click
TP004497,U0465,paid_search,2024-01-22 20:52:12,impression
TP004969,U0516,direct,2024-01-22 21:08:59,click
TP004556,U0473,paid_search,2024-01-22 21:22:32,click
TP005407,U0560,display,2024-01-22 21:37:27,click
TP007592,U0787,paid_search,2024-01-22 22:00:37,impression
TP003971,U0414,paid_search,2024-01-22 22:02:35,click
TP003883,U0404,direct,2024-01-22 22:15:23,click
TP009978,U1038,paid_search,2024-01-22 22:17:15,click
TP004970,U0516,direct,2024-01-22 22:18:20,click
TP002241,U0227,organic_social,2024-01-22 22:41:11,click
TP003303,U0343,direct,2024-01-22 22:42:39,click
TP009981,U1038,organic_social,2024-01-22 22:42:39,impression
TP004296,U0448,organic_social,2024-01-22 22:49:55,click
TP002031,U0206,organic_social,2024-01-22 22:56:52,click
TP007946,U0825,email,2024-01-22 22:57:50,click
TP006431,U0670,direct,2024-01-22 23:04:33,click
TP003420,U0355,email,2024-01-22 23:04:55,click
TP004300,U0448,paid_search,2024-01-22 23:33:01,impression
TP005144,U0532,paid_search,2024-01-22 23:35:45,click
TP005479,U0571,direct,2024-01-22 23:42:29,click
TP000583,U0062,organic_social,2024-01-23 00:11:22,impression
TP004708,U0487,organic_social,2024-01-23 00:24:01,impression
TP003168,U0328,paid_search,2024-01-23 00:25:12,click
TP005132,U0531,organic_social,2024-01-23 00:36:05,click
TP008457,U0881,paid_search,2024-01-23 00:36:15,click
TP005230,U0542,paid_search,2024-01-23 00:59:18,click
TP001069,U0108,paid_search,2024-01-23 01:07:01,impression
TP011157,U1160,email,2024-01-23 01:22:14,click
TP005231,U0542,direct,2024-01-23 01:47:16,click
TP002745,U0280,paid_search,2024-01-23 02:15:14,impression
TP002225,U0225,display,2024-01-23 02:32:10,click
TP000213,U0021,email,2024-01-23 02:41:39,click
TP000171,U0017,organic_social,2024-01-23 02:49:49,click
TP007369,U0767,email,2024-01-23 02:53:12,impression
TP000237,U0024,paid_search,2024-01-23 03:13:18,click
TP005145,U0532,direct,2024-01-23 03:22:42,click
TP003063,U0317,organic_social,2024-01-23 03:26:06,click
TP005370,U0556,email,2024-01-23 03:33:36,click
TP006007,U0625,display,2024-01-23 03:33:58,click
TP008849,U0923,paid_search,2024-01-23 03:43:39,click
TP001261,U0130,email,2024-01-23 04:03:41,impression
TP003808,U0397,paid_search,2024-01-23 04:08:37,click
TP006145,U0637,organic_social,2024-01-23 04:11:26,click
TP007214,U0752,organic_social,2024-01-23 04:16:35,click
TP006498,U0676,paid_search,2024-01-23 04:24:55,click
TP001203,U0123,paid_search,2024-01-23 04:30:13,click
TP000478,U0050,organic_social,2024-01-23 04:38:44,impression
TP002246,U0227,display,2024-01-23 04:42:46,impression
TP010561,U1101,display,2024-01-23 04:54:53,click
TP008907,U0928,organic_social,2024-01-23 04:59:43,click
TP003199,U0332,display,2024-01-23 04:59:44,click
TP010777,U1122,display,2024-01-23 05:02:14,click
TP008174,U0850,organic_social,2024-01-23 05:04:24,click
TP002683,U0274,organic_social,2024-01-23 05:13:21,impression
TP006901,U0721,organic_social,2024-01-23 05:21:48,impression
TP000230,U0023,organic_social,2024-01-23 05:48:57,click
TP007215,U0752,organic_social,2024-01-23 06:00:08,click
TP006030,U0627,direct,2024-01-23 06:07:01,click
TP002715,U0277,email,2024-01-23 06:10:28,impression
TP009935,U1033,display,2024-01-23 06:11:42,click
TP005635,U0587,organic_social,2024-01-23 06:16:08,click
TP008574,U0895,display,2024-01-23 06:17:56,click
TP007980,U0828,paid_search,2024-01-23 06:33:23,impression
TP000214,U0021,email,2024-01-23 06:37:03,click
TP010821,U1126,email,2024-01-23 06:38:33,click
TP007469,U0777,email,2024-01-23 06:40:35,click
TP009377,U0972,paid_search,2024-01-23 06:43:20,click
TP006008,U0625,direct,2024-01-23 06:49:22,click
TP000980,U0099,display,2024-01-23 06:55:28,click
TP000831,U0085,display,2024-01-23 06:55:47,click
TP002181,U0222,display,2024-01-23 06:57:59,click
TP002226,U0225,display,2024-01-23 07:14:00,click
TP002263,U0229,paid_search,2024-01-23 07:19:01,click
TP007381,U0768,email,2024-01-23 07:21:50,click
TP006522,U0678,display,2024-01-23 07:25:04,impression
TP002227,U0225,direct,2024-01-23 07:44:53,click
TP000574,U0061,organic_social,2024-01-23 08:07:24,impression
TP008175,U0850,direct,2024-01-23 08:09:46,click
TP003318,U0345,paid_search,2024-01-23 08:15:24,click
TP001970,U0200,organic_social,2024-01-23 08:25:50,click
TP000172,U0017,organic_social,2024-01-23 08:27:09,click
TP008010,U0832,organic_social,2024-01-23 08:27:28,click
TP004557,U0473,email,2024-01-23 08:31:44,impression
TP009448,U0978,paid_search,2024-01-23 09:18:26,click
TP004404,U0457,email,2024-01-23 09:22:24,click
TP002700,U0276,organic_social,2024-01-23 09:30:25,click
TP004416,U0457,organic_social,2024-01-23 09:48:43,impression
TP008850,U0923,email,2024-01-23 10:00:17,click
TP007628,U0793,organic_social,2024-01-23 10:07:36,impression
TP000578,U0062,direct,2024-01-23 10:20:18,click
TP002701,U0276,direct,2024-01-23 10:21:16,click
TP005946,U0620,organic_social,2024-01-23 10:44:36,impression
TP000966,U0098,paid_search,2024-01-23 10:56:41,click
TP008908,U0928,email,2024-01-23 11:15:28,click
TP000140,U0014,organic_social,2024-01-23 11:39:40,click
TP002746,U0280,display,2024-01-23 11:44:52,impression
TP004703,U0487,paid_search,2024-01-23 11:56:31,click
TP008374,U0871,email,2024-01-23 11:58:53,impression
TP008011,U0832,organic_social,2024-01-23 12:03:24,click
TP003200,U0332,email,2024-01-23 12:04:22,click
TP010614,U1106,email,2024-01-23 12:12:50,click
TP011480,U1190,organic_social,2024-01-23 12:13:39,click
TP001070,U0108,paid_search,2024-01-23 12:22:39,impression
TP008779,U0915,paid_search,2024-01-23 12:23:55,impression
TP003298,U0342,paid_search,2024-01-23 12:24:41,click
TP000238,U0024,paid_search,2024-01-23 12:30:52,click
TP001491,U0151,paid_search,2024-01-23 12:31:23,impression
TP006621,U0690,organic_social,2024-01-23 12:48:04,click
TP002741,U0280,paid_search,2024-01-23 12:54:39,click
TP003201,U0332,direct,2024-01-23 13:03:23,click
TP000416,U0044,display,2024-01-23 13:08:27,click
TP010095,U1052,email,2024-01-23 13:26:14,click
TP003169,U0328,display,2024-01-23 13:31:17,click
TP009986,U1039,display,2024-01-23 13:35:48,click
TP010455,U1089,paid_search,2024-01-23 13:52:06,click
TP002927,U0301,email,2024-01-23 14:01:07,click
TP008003,U0831,paid_search,2024-01-23 14:14:10,impression
TP007036,U0734,organic_social,2024-01-23 14:43:00,click
TP002120,U0216,paid_search,2024-01-23 14:51:03,click
TP010290,U1072,paid_search,2024-01-23 15:06:42,impression
TP003008,U0309,paid_search,2024-01-23 15:09:22,click
TP007534,U0782,organic_social,2024-01-23 15:15:59,impression
TP003255,U0338,paid_search,2024-01-23 15:39:16,impression
TP010456,U1089,direct,2024-01-23 15:46:05,click
TP002890,U0297,display,2024-01-23 15:56:58,click
TP003114,U0323,paid_search,2024-01-23 15:57:32,click
TP001204,U0123,display,2024-01-23 16:10:44,click
TP011481,U1190,direct,2024-01-23 16:16:01,click
TP010645,U1109,email,2024-01-23 16:31:51,click
TP000967,U0098,paid_search,2024-01-23 16:34:07,click
TP003538,U0368,paid_search,2024-01-23 16:38:20,click
TP003802,U0396,organic_social,2024-01-23 16:38:34,click
TP000968,U0098,email,2024-01-23 16:38:43,click
TP001855,U0188,email,2024-01-23 16:42:13,impression
TP006009,U0625,organic_social,2024-01-23 16:52:53,click
TP004218,U0440,paid_search,2024-01-23 17:07:07,click
TP009663,U1002,organic_social,2024-01-23 17:10:45,click
TP006613,U0689,paid_search,2024-01-23 17:13:59,click
TP002742,U0280,paid_search,2024-01-23 17:19:31,click
TP000239,U0024,organic_social,2024-01-23 17:35:57,click
TP001911,U0193,paid_search,2024-01-23 17:38:19,impression
TP009987,U1039,direct,2024-01-23 17:39:12,click
TP003803,U0396,direct,2024-01-23 17:44:19,click
TP010985,U1142,paid_search,2024-01-23 17:52:27,click
TP008017,U0833,email,2024-01-23 17:57:56,click
TP009988,U1039,organic_social,2024-01-23 18:00:48,click
TP004112,U0429,paid_search,2024-01-23 18:06:53,impression
TP003251,U0338,paid_search,2024-01-23 18:12:33,click
TP002928,U0301,direct,2024-01-23 18:22:58,click
TP008919,U0930,display,2024-01-23 18:28:01,click
TP009634,U0998,display,2024-01-23 18:56:59,impression
TP009051,U0942,email,2024-01-23 19:14:07,click
TP000281,U0028,email,2024-01-23 19:57:32,click
TP000215,U0021,email,2024-01-23 20:01:18,click
TP006010,U0625,direct,2024-01-23 20:11:11,click
TP002103,U0214,direct,2024-01-23 20:11:47,click
TP006231,U0646,organic_social,2024-01-23 20:12:09,click
TP010770,U1121,organic_social,2024-01-23 20:18:08,click
TP001605,U0163,display,2024-01-23 20:34:30,click
TP006499,U0676,paid_search,2024-01-23 20:40:34,click
TP006500,U0676,display,2024-01-23 20:42:05,click
TP011440,U1185,paid_search,2024-01-23 20:45:46,impression
TP001548,U0157,paid_search,2024-01-23 21:05:59,click
TP007172,U0747,display,2024-01-23 21:14:20,impression
TP007978,U0828,direct,2024-01-23 21:14:28,click
TP004380,U0455,paid_search,2024-01-23 21:14:32,click
TP004082,U0426,paid_search,2024-01-23 21:16:21,impression
TP002182,U0222,paid_search,2024-01-23 21:16:58,click
TP003252,U0338,paid_search,2024-01-23 21:30:08,click
TP006501,U0676,direct,2024-01-23 21:32:59,click
TP009449,U0978,organic_social,2024-01-23 21:34:48,click
TP009989,U1039,direct,2024-01-23 21:40:41,click
TP011437,U1185,paid_search,2024-01-23 21:43:11,click
TP008947,U0933,organic_social,2024-01-23 21:44:13,click
TP008830,U0921,display,2024-01-23 21:50:16,click
TP009994,U1039,paid_search,2024-01-23 21:50:50,impression
TP006398,U0665,paid_search,2024-01-23 22:00:04,click
TP002830,U0289,organic_social,2024-01-23 22:01:27,impression
TP002183,U0222,direct,2024-01-23 22:11:20,click
TP009117,U0948,paid_search,2024-01-23 22:12:13,click
TP002099,U0213,email,2024-01-23 22:42:44,impression
TP003253,U0338,direct,2024-01-23 22:56:54,click
TP011158,U1160,email,2024-01-23 23:02:02,click
TP009626,U0998,paid_search,2024-01-23 23:07:32,click
TP004995,U0518,paid_search,2024-01-23 23:08:15,click
TP003387,U0352,display,2024-01-23 23:32:19,click
TP000216,U0021,direct,2024-01-23 23:41:18,click
TP006031,U0627,email,2024-01-23 23:42:11,click
TP001450,U0147,email,2024-01-24 00:06:04,click
TP008285,U0861,email,2024-01-24 00:13:20,click
TP004219,U0440,paid_search,2024-01-24 00:22:04,click
TP009995,U1039,display,2024-01-24 00:39:56,impression
TP011209,U1164,paid_search,2024-01-24 00:52:06,impression
TP010286,U1072,organic_social,2024-01-24 00:53:18,click
TP002925,U0300,display,2024-01-24 01:17:01,impression
TP005388,U0558,display,2024-01-24 01:28:40,impression
TP009133,U0949,display,2024-01-24 01:33:11,impression
TP006524,U0678,organic_social,2024-01-24 02:01:50,impression
TP005982,U0623,paid_search,2024-01-24 02:05:23,click
TP009990,U1039,direct,2024-01-24 02:08:18,click
TP003809,U0397,paid_search,2024-01-24 02:15:17,click
TP004085,U0426,email,2024-01-24 02:18:29,impression
TP010826,U1126,display,2024-01-24 02:20:15,impression
TP000220,U0021,organic_social,2024-01-24 02:23:07,impression
TP009052,U0942,paid_search,2024-01-24 02:23:18,click
TP001521,U0154,paid_search,2024-01-24 02:50:40,click
TP010813,U1125,display,2024-01-24 03:20:10,click
TP004495,U0465,display,2024-01-24 03:31:01,click
TP002476,U0252,organic_social,2024-01-24 03:39:01,impression
TP005966,U0622,paid_search,2024-01-24 04:07:38,click
TP000206,U0020,paid_search,2024-01-24 04:24:20,click
TP000564,U0060,paid_search,2024-01-24 04:26:32,click
TP006614,U0689,paid_search,2024-01-24 04:29:43,click
TP002702,U0276,paid_search,2024-01-24 04:52:02,click
TP005000,U0519,email,2024-01-24 05:00:20,click
TP009807,U1019,organic_social,2024-01-24 05:07:51,click
TP002649,U0271,paid_search,2024-01-24 05:28:52,impression
TP006032,U0627,email,2024-01-24 05:33:30,click
TP002829,U0289,email,2024-01-24 05:38:03,click
TP006011,U0625,organic_social,2024-01-24 05:44:07,click
TP007256,U0756,email,2024-01-24 05:45:54,impression
TP007518,U0781,email,2024-01-24 05:48:39,click
TP002390,U0242,display,2024-01-24 05:48:47,click
TP009604,U0996,paid_search,2024-01-24 05:58:10,click
TP007998,U0831,organic_social,2024-01-24 06:05:03,click
TP006662,U0695,organic_social,2024-01-24 06:07:30,click
TP003700,U0384,organic_social,2024-01-24 06:13:18,impression
TP003509,U0366,display,2024-01-24 06:14:28,click
TP006622,U0690,email,2024-01-24 06:33:46,click
TP008582,U0896,paid_search,2024-01-24 06:39:47,click
TP002891,U0297,paid_search,2024-01-24 06:49:47,click
TP003810,U0397,direct,2024-01-24 07:14:40,click
TP009991,U1039,direct,2024-01-24 07:15:08,click
TP008507,U0889,display,2024-01-24 07:17:40,click
TP001827,U0186,display,2024-01-24 07:30:00,click
TP006399,U0665,paid_search,2024-01-24 07:30:25,click
TP005262,U0546,paid_search,2024-01-24 07:37:02,click
TP004835,U0502,paid_search,2024-01-24 07:40:06,click
TP006403,U0666,display,2024-01-24 07:45:14,click
TP010651,U1109,email,2024-01-24 07:45:57,impression
TP008913,U0928,paid_search,2024-01-24 07:53:15,impression
TP007822,U0813,email,2024-01-24 07:59:11,impression
TP009115,U0947,display,2024-01-24 08:01:01,click
TP004102,U0428,email,2024-01-24 08:08:12,click
TP001549,U0157,paid_search,2024-01-24 08:27:34,click
TP000085,U0009,display,2024-01-24 08:27:59,click
TP007216,U0752,paid_search,2024-01-24 08:44:23,click
TP008820,U0920,paid_search,2024-01-24 09:00:12,click
TP000557,U0059,paid_search,2024-01-24 09:04:49,click
TP005983,U0623,email,2024-01-24 09:08:26,click
TP009808,U1019,email,2024-01-24 09:18:05,click
TP000729,U0076,email,2024-01-24 09:44:03,impression
TP009129,U0949,organic_social,2024-01-24 09:50:33,click
TP007385,U0769,paid_search,2024-01-24 09:54:05,click
TP002391,U0242,direct,2024-01-24 10:01:27,click
TP008914,U0928,paid_search,2024-01-24 10:01:56,impression
TP009770,U1013,display,2024-01-24 10:02:08,click
TP008603,U0898,paid_search,2024-01-24 10:07:52,click
TP006232,U0646,organic_social,2024-01-24 10:14:37,click
TP003299,U0342,paid_search,2024-01-24 10:14:39,click
TP000584,U0062,email,2024-01-24 10:17:02,impression
TP002553,U0261,paid_search,2024-01-24 10:17:46,click
TP006014,U0626,paid_search,2024-01-24 10:28:47,click
TP009992,U1039,paid_search,2024-01-24 10:45:10,click
TP000579,U0062,organic_social,2024-01-24 10:47:02,click
TP011159,U1160,paid_search,2024-01-24 10:57:45,click
TP006015,U0626,direct,2024-01-24 11:08:23,click
TP008583,U0896,direct,2024-01-24 11:20:37,click
TP002280,U0231,organic_social,2024-01-24 11:21:57,click
TP000456,U0048,email,2024-01-24 11:52:50,click
TP008909,U0928,organic_social,2024-01-24 12:02:44,click
TP004360,U0453,organic_social,2024-01-24 12:03:42,impression
TP002806,U0285,organic_social,2024-01-24 12:09:03,impression
TP000605,U0064,email,2024-01-24 12:09:54,click
TP006806,U0710,email,2024-01-24 12:14:45,click
