conversion_id,user_id,conversion_timestamp,revenue
CONV000258,U0036,2024-01-31 20:24:14.275950,118.38
CONV001742,U0125,2024-01-21 07:53:01.000000,22.18
CONV002307,U0617,2024-01-28 16:28:34.000000,80.05
CONV000600,U0219,2024-01-21 15:51:26.748658,365.37
CONV001494,U0043,2024-03-31 15:22:26.000000,80.72
CONV001185,U0545,2024-01-24 04:00:27.696868,-317.01
CONV000170,T0085,2024-01-30 06:36:46.109014,101.1
CONV000353,U0089,2024-02-17 19:00:50.217516,62.13
CONV001923,U0415,2024-01-30 00:59:10.000000,18.01
CONV000664,U0254,2024-02-17 08:58:07.237072,425.34
CONV000858,U0358,2024-01-25 15:19:20.720092,335.94
CONV000125,T0063,2024-02-10 15:27:49.000000,27.5
CONV002373,U0372,2024-01-24 03:15:03.000000,191.31
CONV002168,U0344,2024-03-05 00:41:43.000000,360.42
CONV002584,U0582,2024-01-04 16:58:06.000000,31.75
CONV001500,U0378,2024-02-23 01:17:03.000000,26.97
CONV002022,U0218,2024-01-29 12:03:39.000000,74.66
CONV001773,U0197,2024-02-10 03:42:36.000000,118.94
CONV001851,U0066,2024-02-26 15:43:47.000000,102.87
CONV003012,U0308,2024-01-09 02:28:49.000000,308.67
CONV000469,U0149,2024-03-10 21:15:51.813644,146.68
CONV001164,U0532,2024-01-29 18:22:14.258850,92.71
CONV001706,U0409,2024-01-10 00:27:06.000000,335.73
CONV001586,U0105,2024-02-22 14:34:21.000000,213.17
CONV002759,U0458,2024-02-15 04:23:52.000000,343.16
CONV002693,U0053,2024-02-08 19:03:28.000000,330.39
CONV000679,U0263,2024-02-27 22:58:54.334365,157.57
CONV002669,U0169,2024-01-21 04:48:00.000000,44.23
CONV000371,U0099,2024-02-14 17:33:07.912544,468.45
CONV000099,T0050,2024-02-07 01:00:33.000000,67.71
CONV003250,U0432,2024-03-28 02:55:27.000000,95.27
CONV002923,U0067,2024-02-20 03:46:58.000000,74.63
CONV001904,U0183,2024-02-12 13:23:10.000000,13.98
CONV002111,U0108,2024-03-13 20:36:27.000000,23.69
CONV000823,U0341,2024-01-06 11:12:06.145600,297.21
CONV000605,U0221,2024-03-09 07:18:10.377419,269.27
CONV000671,U0258,2024-03-02 02:47:42.213394,47.29
CONV001990,U0305,2024-03-12 15:54:00.000000,176.09
CONV003262,U0366,2024-03-08 09:30:28.000000,178.38
CONV001272,U0594,2024-02-08 22:02:38.438750,480.33
CONV002519,U0284,2024-02-15 11:26:05.000000,133.63
CONV002070,U0153,2024-03-24 03:27:47.000000,169.75
CONV001963,U0270,2024-02-13 11:13:58.000000,321.27
CONV001813,U0135,2024-03-14 07:32:09.000000,395.06
CONV000872,U0364,2024-02-04 12:49:42.336928,366.69
CONV001197,U0553,2024-01-11 13:48:37.759432,418.23
CONV001168,U0534,2024-02-06 09:42:10.604229,216.33
CONV003108,U0080,2024-02-10 06:43:25.000000,328.31
CONV001452,U0265,2024-03-25 17:29:35.000000,148.24
CONV002591,U0105,2024-01-24 11:43:01.000000,79.81
CONV001896,U0213,2024-01-08 21:32:17.000000,273.79
CONV000020,T0010,2024-01-08 18:18:17.027589,165.51
CONV000041,T0021,2024-01-26 05:15:18.000000,76.27
CONV001784,U0337,2024-02-22 16:20:55.000000,247.15
CONV000038,T0019,2024-01-18 17:26:55.300458,187.16
CONV001143,U0518,2024-02-26 17:11:41.847083,-302.61
CONV000489,U0158,2024-02-17 16:00:11.085050,-116.13
CONV001003,U0440,2024-02-21 16:06:07.529497,191.31
CONV000691,U0270,2024-03-16 08:58:39.393115,309.96
CONV002910,U0615,2024-02-05 08:41:18.000000,313.99
CONV002745,U0212,2024-02-01 05:49:04.000000,196.39
CONV001615,U0318,2024-03-06 17:41:25.000000,137.82
CONV002253,U0224,2024-01-20 16:09:53.000000,14.52
CONV002661,U0600,2024-01-17 13:55:41.000000,375.15
CONV001584,U0020,2024-03-05 13:02:24.000000,372.01
CONV000079,T0040,2024-02-09 01:59:36.000000,43.62
CONV000961,U0413,2024-01-16 08:42:46.982304,351.72
CONV002549,U0562,2024-03-17 08:13:44.000000,381.7
CONV002073,U0344,2024-01-20 05:18:15.000000,335.2
CONV001768,U0339,2024-01-07 22:43:17.000000,37.03
CONV001566,U0090,2024-03-06 09:26:51.000000,360.96
CONV001643,U0548,2024-02-27 07:57:44.000000,65.48
CONV002455,U0195,2024-02-12 16:02:35.000000,385.98
CONV000226,U0015,2024-03-06 12:54:03.655761,359.09
CONV000091,T0046,2024-03-07 21:36:10.000000,61.14
CONV002924,U0194,2024-03-16 14:24:45.000000,303.06
CONV002331,U0349,2024-03-06 04:21:11.000000,92.65
CONV000963,U0413,2024-02-03 19:22:23.849685,420.81
CONV002123,U0022,2024-01-24 22:05:30.000000,295.57
CONV002251,U0586,2024-02-13 16:22:43.000000,285.88
CONV000266,U0040,2024-02-05 16:26:01.071506,231.24
CONV001716,U0164,2024-01-07 19:04:12.000000,84.61
CONV000084,T0042,2024-01-02 08:47:26.013248,114.87
CONV001657,U0215,2024-02-26 10:05:47.000000,202.58
CONV001066,U0476,2024-01-18 10:28:42.917115,141.66
CONV001762,U0517,2024-01-23 15:41:18.000000,75.67
CONV000232,U0020,2024-01-30 03:56:52.485539,284.48
CONV002597,U0555,2024-02-20 14:42:46.000000,219.33
CONV003274,U0342,2024-02-10 06:13:29.000000,175.35
CONV000534,U0179,2024-01-16 05:40:34.884993,485.35
CONV001520,U0557,2024-01-22 15:39:48.000000,21.32
CONV002721,U0544,2024-02-13 07:36:33.000000,83.41
CONV002920,U0358,2024-03-27 07:10:42.000000,38.21
CONV002844,U0549,2024-01-21 01:20:53.000000,38.57
CONV002341,U0205,2024-01-21 20:39:20.000000,379.2
CONV001001,U0438,2024-03-29 18:21:46.189169,364.51
CONV001275,U0595,2024-02-16 00:54:45.599698,63.99
CONV002995,U0033,2024-01-03 20:52:15.000000,199.4
CONV002332,U0201,2024-02-01 21:01:05.000000,329.42
CONV003102,U0374,2024-02-03 13:03:24.000000,142.52
CONV003261,U0594,2024-03-10 11:38:23.000000,97.91
CONV001415,U0476,2024-02-01 09:11:14.000000,218.56
CONV000712,U0280,2024-02-20 00:53:51.319085,403.08
CONV000372,U0099,2024-03-11 15:40:21.377599,346.63
CONV003068,U0565,2024-02-19 03:23:24.000000,54.76
CONV001076,U0482,2024-02-18 05:56:47.499450,113.86
CONV001770,U0157,2024-01-13 19:46:48.000000,197.13
CONV001428,U0442,2024-01-27 15:38:02.000000,235.95
CONV000483,U0155,2024-03-12 18:40:18.510311,259.47
CONV002389,U0440,2024-02-16 11:10:52.000000,65.08
CONV000196,T0098,2024-01-10 22:40:35.765439,151.49
CONV000373,U0099,2024-03-28 19:53:15.962042,220.33
CONV002004,U0556,2024-02-15 03:18:10.000000,266.81
CONV001111,U0499,2024-02-18 08:50:20.228085,85.14
CONV001397,U0318,2024-03-29 07:17:48.000000,122.43
CONV002174,U0548,2024-02-16 02:53:24.000000,345.12
CONV000560,U0192,2024-02-06 20:35:51.161394,453.08
CONV001582,U0325,2024-01-03 09:53:59.000000,75.3
CONV000090,T0045,2024-01-24 05:03:24.009545,154.96
CONV003062,U0604,2024-03-05 04:52:12.000000,72.87
CONV002354,U0504,2024-03-26 05:19:06.000000,290.18
CONV001395,U0214,2024-03-11 03:23:59.000000,348.69
CONV000855,U0356,2024-01-28 01:42:03.226930,-287.72
CONV002067,U0443,2024-03-15 11:25:20.000000,220.96
CONV000086,T0043,2024-03-17 09:10:32.231023,216.85
CONV000338,U0079,2024-01-19 07:06:26.643062,276.59
CONV001827,U0286,2024-01-17 10:03:53.000000,98.12
CONV002658,U0574,2024-03-10 02:39:50.000000,152.27
CONV002638,U0591,2024-03-28 21:00:52.000000,352.54
CONV000658,U0252,2024-02-28 12:51:37.315868,405.87
CONV001761,U0265,2024-03-23 23:52:18.000000,337.75
CONV000972,U0418,2024-02-17 09:00:24.283499,-328.94
CONV001293,U0603,2024-02-22 02:53:08.094086,65.79
CONV002892,U0436,2024-02-03 18:32:28.000000,74.83
CONV001431,U0297,2024-01-11 06:57:56.000000,14.24
CONV000391,U0111,2024-02-12 00:56:00.873635,229.9
CONV000716,U0282,2024-02-15 10:11:49.371524,369.47
CONV001606,U0295,2024-02-17 14:22:03.000000,124.96
CONV002765,U0300,2024-02-05 19:53:30.000000,366.72
CONV002953,U0450,2024-03-26 20:38:19.000000,182.26
CONV002164,U0610,2024-02-09 01:33:10.000000,13.07
CONV000738,U0292,2024-01-14 20:15:52.365745,-111.75
CONV003242,U0260,2024-02-28 05:45:31.000000,124.81
CONV002707,U0133,2024-01-21 01:35:07.000000,335.49
CONV001129,U0509,2024-02-28 14:04:04.105775,364.64
CONV000114,T0057,2024-02-13 21:23:35.896490,168.78
CONV002387,U0294,2024-02-11 00:35:32.000000,291.1
CONV003164,U0140,2024-03-05 12:38:51.000000,289.65
CONV000358,U0092,2024-02-13 08:14:44.829983,420.28
CONV002544,U0599,2024-03-09 07:35:02.000000,55.07
CONV001259,U0588,2024-03-08 14:41:23.507407,333.66
CONV002992,U0140,2024-01-23 09:00:39.000000,178.74
CONV001072,U0480,2024-01-13 00:50:12.090631,462.07
CONV000731,U0290,2024-01-18 11:24:36.837760,299.73
CONV003284,U0069,2024-02-24 17:29:37.000000,261.27
CONV001220,U0567,2024-02-03 04:33:28.951657,381.59
CONV000750,U0298,2024-01-31 08:14:17.289872,54.95
CONV002497,U0411,2024-02-04 02:00:46.000000,300.57
CONV003014,U0173,2024-03-01 09:29:35.000000,77.31
CONV002345,U0427,2024-02-05 08:05:19.000000,56.26
CONV000792,U0323,2024-03-25 23:58:47.501616,190.64
CONV001585,U0422,2024-02-12 15:23:15.000000,143.07
CONV002780,U0008,2024-03-02 06:30:05.000000,335.66
CONV003298,U0364,2024-01-27 12:45:34.000000,313.13
CONV002045,U0502,2024-01-01 12:32:43.000000,295.35
CONV000763,U0307,2024-02-16 14:03:05.451688,257.21
CONV001949,U0606,2024-01-09 01:45:31.000000,375.01
CONV003032,U0556,2024-01-17 11:59:51.000000,47.68
CONV000272,U0043,2024-01-31 01:06:19.412801,139.93
CONV000249,U0030,2024-03-27 17:31:52.211727,347.41
CONV001812,U0175,2024-02-10 04:27:07.000000,161.66
CONV001746,U0603,2024-02-06 20:44:46.000000,294.14
CONV002124,U0277,2024-01-15 22:10:32.000000,111.35
CONV003158,U0399,2024-01-14 00:59:52.000000,172.6
CONV002069,U0031,2024-02-01 07:02:18.000000,147.33
CONV001583,U0569,2024-02-17 23:04:28.000000,341.88
CONV002378,U0577,2024-02-07 06:54:19.000000,385.81
CONV001816,U0600,2024-03-02 12:28:07.000000,298.32
CONV002463,U0387,2024-01-22 20:12:31.000000,256.2
CONV001432,U0051,2024-01-04 19:49:15.000000,90.5
CONV001373,U0010,2024-03-08 18:11:29.000000,118.57
CONV000120,T0060,2024-03-03 03:47:49.349410,236.6
CONV000754,U0301,2024-03-08 23:47:32.904921,465.89
CONV000870,U0363,2024-02-02 16:13:24.735330,293.16
CONV002344,U0616,2024-03-20 01:48:34.000000,249.64
CONV001597,U0297,2024-01-26 23:37:34.000000,239.16
CONV000166,T0083,2024-03-03 23:44:08.977270,174.82
CONV002304,U0086,2024-03-31 13:50:21.000000,340.3
CONV002300,U0119,2024-02-28 03:57:53.000000,173.21
CONV002860,U0352,2024-01-28 04:32:57.000000,80.25
CONV002516,U0542,2024-02-02 17:01:34.000000,18.89
CONV001391,U0541,2024-03-20 19:28:46.000000,38.65
CONV001671,U0086,2024-01-30 23:41:29.000000,227.88
CONV000144,T0072,2024-02-18 15:48:16.344515,175.54
CONV000454,U0144,2024-01-27 23:31:31.849583,201.86
CONV000005,T0003,2024-02-19 14:01:51.000000,53.28
CONV002535,U0533,2024-02-09 12:05:35.000000,370.88
CONV003193,U0251,2024-03-03 23:26:00.000000,41.23
CONV002585,U0283,2024-03-20 01:12:39.000000,83.34
CONV001511,U0314,2024-03-09 16:00:06.000000,321.86
CONV003129,U0493,2024-02-24 04:01:12.000000,317.61
CONV000850,U0354,2024-02-09 12:44:51.399537,186.35
CONV002720,U0266,2024-02-01 16:34:26.000000,296.97
CONV003106,U0473,2024-01-25 01:43:43.000000,190.38
CONV001766,U0145,2024-03-11 18:20:05.000000,29.72
CONV001360,U0407,2024-03-10 07:55:13.448575,141.5
CONV001190,U0548,2024-02-03 08:02:15.737125,322.59
CONV001237,U0574,2024-03-17 06:55:54.485877,79.2
CONV002757,U0115,2024-03-01 17:48:51.000000,124.66
CONV002117,U0295,2024-02-18 16:24:00.000000,29.58
CONV002086,U0140,2024-02-17 20:36:06.000000,379.75
CONV002151,U0199,2024-03-26 15:08:27.000000,371.94
CONV002967,U0282,2024-03-10 23:52:52.000000,111.83
CONV003101,U0469,2024-03-20 13:05:42.000000,368.95
CONV000107,T0054,2024-02-27 15:38:33.000000,38.87
CONV000305,U0060,2024-02-03 02:09:09.738252,496.12
CONV001230,U0570,2024-03-15 22:15:45.030526,473.11
CONV001473,U0578,2024-01-11 23:21:53.000000,128.39
CONV000897,U0378,2024-03-10 17:18:33.554236,497.95
CONV000509,U0166,2024-03-17 19:14:54.375344,87.41
CONV000259,U0037,2024-02-08 23:10:56.657352,281.01
CONV000048,T0024,2024-02-26 06:42:27.381783,221.24
CONV002250,U0403,2024-02-16 21:36:56.000000,114.18
CONV000057,T0029,2024-02-03 11:33:36.000000,31.79
CONV003111,U0014,2024-03-23 15:43:00.000000,221.92
CONV000117,T0059,2024-03-03 04:07:19.000000,26.39
CONV002811,U0212,2024-03-15 17:52:10.000000,88.43
CONV000912,U0387,2024-01-28 03:38:45.787776,467.66
CONV001296,U0605,2024-01-29 06:09:20.565483,209.27
CONV001236,U0573,2024-03-15 23:23:57.257647,112.1
CONV002485,U0587,2024-01-07 04:53:49.000000,100.89
CONV002505,U0322,2024-02-01 21:18:45.000000,211.15
CONV000415,U0125,2024-02-17 20:14:34.259058,363.21
CONV001661,U0479,2024-02-29 10:47:57.000000,277.83
CONV000764,U0307,2024-02-20 13:36:59.113573,87.91
CONV001834,U0120,2024-03-25 17:27:38.000000,41.4
CONV001264,U0591,2024-02-19 06:07:04.569217,296.88
CONV002676,U0441,2024-02-29 10:33:56.000000,132.55
CONV000256,U0034,2024-03-12 14:20:37.256699,89.03
CONV002190,U0081,2024-01-04 22:11:38.000000,29.12
CONV002534,U0158,2024-03-30 03:13:48.000000,381.49
CONV002428,U0471,2024-02-06 18:59:01.000000,194.48
CONV000920,U0390,2024-02-21 13:55:20.199947,126.75
CONV000655,U0251,2024-01-24 17:38:48.799528,402.45
CONV002854,U0035,2024-02-12 18:21:29.000000,333.76
CONV001659,U0093,2024-02-23 08:52:05.000000,102.6
CONV000719,U0283,2024-03-04 14:55:07.824901,336.04
CONV002170,U0436,2024-02-05 07:01:47.000000,333.6
CONV001723,U0063,2024-01-13 07:11:54.000000,96.48
CONV002065,U0404,2024-01-15 15:38:50.000000,262.54
CONV001045,U0466,2024-02-11 14:43:43.141813,89.61
CONV002515,U0030,2024-03-19 06:29:13.000000,70.17
CONV000076,T0038,2024-02-13 15:55:04.401606,124.83
CONV002622,U0213,2024-03-02 22:52:30.000000,270.64
CONV001058,U0473,2024-03-11 19:32:22.940137,348.12
CONV000268,U0041,2024-02-07 01:08:00.411135,234.0
CONV003211,U0557,2024-03-18 06:19:41.000000,99.41
CONV003103,U0618,2024-03-24 01:35:53.000000,330.8
CONV002611,U0204,2024-03-23 19:42:54.000000,107.43
CONV000624,U0233,2024-03-25 22:40:45.130489,389.99
CONV002419,U0162,2024-01-22 15:44:03.000000,273.07
CONV001939,U0246,2024-03-27 20:46:19.000000,67.97
CONV001616,U0400,2024-02-07 00:04:00.000000,291.58
CONV000404,U0117,2024-02-17 16:10:04.249089,516.39
CONV001256,U0586,2024-02-01 14:10:27.345351,301.7
CONV000747,U0297,2024-01-25 03:14:33.525622,311.82
CONV000504,U0165,2024-02-17 11:34:26.552406,292.38
CONV000782,U0317,2024-01-11 02:18:43.813741,15.15
CONV000428,U0131,2024-01-19 07:53:41.567153,349.62
CONV001564,U0225,2024-02-18 13:47:44.000000,73.1
CONV002883,U0297,2024-02-27 20:12:00.000000,370.96
CONV001948,U0353,2024-02-06 14:29:04.000000,47.27
CONV001218,U0565,2024-02-15 04:17:50.890664,472.88
CONV000308,U0061,2024-01-29 06:12:53.398117,310.28
CONV001607,U0106,2024-02-22 23:09:29.000000,186.4
CONV001166,U0532,2024-03-03 20:18:28.559037,514.16
CONV001186,U0546,2024-02-15 08:01:16.609759,219.56
CONV000979,U0425,2024-03-11 18:34:09.429583,496.97
CONV001480,U0082,2024-01-19 00:42:35.000000,323.57
CONV001753,U0390,2024-01-16 21:16:09.000000,192.89
CONV000659,U0252,2024-03-26 14:33:43.891898,210.45
CONV002082,U0065,2024-03-15 22:15:20.000000,329.67
CONV002799,U0104,2024-01-13 11:43:12.000000,137.18
CONV001669,U0415,2024-02-08 08:38:43.000000,15.15
CONV003207,U0011,2024-01-16 08:18:49.000000,102.98
CONV002490,U0414,2024-01-21 19:34:01.000000,314.63
CONV002746,U0191,2024-02-11 05:38:36.000000,84.92
CONV003148,U0234,2024-02-07 04:04:04.000000,326.78
CONV002153,U0257,2024-03-09 07:36:55.000000,45.72
CONV001912,U0056,2024-03-12 20:29:46.000000,371.6
CONV000835,U0348,2024-02-29 04:28:15.764154,480.02
CONV003154,U0320,2024-03-05 12:44:58.000000,398.6
CONV000551,U0188,2024-01-17 01:09:07.650774,453.17
CONV000332,U0074,2024-03-18 12:59:17.053152,132.96
CONV001718,U0481,2024-03-06 07:22:48.000000,256.74
CONV000147,T0074,2024-03-19 18:30:21.000000,36.84
CONV000029,T0015,2024-02-01 05:45:18.000000,74.51
CONV002695,U0068,2024-02-23 12:17:57.000000,173.27
CONV000556,U0191,2024-03-12 20:31:32.580552,36.98
CONV003260,U0289,2024-03-13 17:58:50.000000,212.66
CONV000230,U0019,2024-01-10 23:21:56.540794,241.65
CONV003268,U0227,2024-03-11 13:52:17.000000,196.08
CONV000223,U0013,2024-03-27 07:56:41.477794,354.35
CONV001482,U0363,2024-01-04 01:19:46.000000,276.7
CONV001815,U0423,2024-03-11 02:32:19.000000,109.79
CONV003270,U0554,2024-02-08 01:09:09.000000,149.78
CONV002171,U0295,2024-01-05 23:30:21.000000,245.77
CONV000874,U0365,2024-02-23 12:10:56.269838,231.16
CONV002292,U0432,2024-02-11 11:47:54.000000,10.25
CONV000879,U0368,2024-02-11 00:36:23.822637,196.77
CONV000609,U0224,2024-03-04 09:24:06.422170,150.05
CONV000861,U0359,2024-01-06 10:04:47.223242,44.22
CONV003096,U0606,2024-02-08 08:59:06.000000,192.03
CONV000648,U0247,2024-03-07 14:41:36.728774,397.67
CONV000244,U0027,2024-02-05 02:15:58.766619,242.9
CONV000285,U0050,2024-01-31 22:36:21.319802,435.85
CONV001651,U0364,2024-01-20 20:00:35.000000,179.1
CONV000194,T0097,2024-01-18 13:27:49.634380,120.16
CONV001778,U0060,2024-02-03 15:55:01.000000,353.27
CONV000743,U0294,2024-01-25 16:23:26.697262,86.66
CONV000477,U0152,2024-03-15 20:40:37.556731,76.37
CONV001973,U0002,2024-03-21 02:55:31.000000,42.67
CONV002687,U0086,2024-01-26 14:46:10.000000,58.86
CONV001382,U0312,2024-03-19 17:55:38.000000,53.9
CONV000030,T0015,2024-02-01 16:58:38.166871,216.81
CONV002579,U0070,2024-01-31 13:40:52.000000,177.98
CONV000653,U0250,2024-01-12 08:25:23.659058,468.08
CONV001295,U0604,2024-03-22 14:20:13.350380,345.95
CONV000717,U0282,2024-03-02 02:31:40.358041,87.64
CONV001207,U0559,2024-01-11 05:24:36.517677,399.33
CONV002905,U0482,2024-03-28 14:19:43.000000,88.89
CONV002818,U0418,2024-02-03 20:33:08.000000,61.74
CONV003311,U0514,2024-01-15 04:29:07.000000,356.89
CONV002801,U0535,2024-02-17 17:02:38.000000,286.66
CONV002837,U0263,2024-02-11 17:29:02.000000,298.01
CONV000004,T0002,2024-03-06 13:40:26.456454,223.41
CONV002574,U0185,2024-01-31 20:04:16.000000,187.35
CONV001385,U0350,2024-02-25 09:05:41.000000,383.15
CONV000152,T0076,2024-02-16 15:59:32.918706,205.81
CONV001234,U0572,2024-01-24 12:31:24.455499,484.72
CONV001039,U0462,2024-03-29 01:01:58.111733,359.45
CONV001338,U0080,2024-03-10 08:21:16.541335,97.35
CONV000818,U0337,2024-02-19 00:29:53.548425,312.15
CONV003026,U0391,2024-01-25 04:34:33.000000,250.62
CONV001117,U0504,2024-03-23 02:09:02.543405,28.18
CONV002508,U0610,2024-01-28 16:56:58.000000,296.37
CONV001841,U0228,2024-03-14 06:59:09.000000,274.15
CONV002623,U0466,2024-02-27 11:51:54.000000,386.82
CONV000070,T0035,2024-03-18 05:22:42.925380,190.9
CONV001142,U0517,2024-01-19 20:33:18.262846,22.53
CONV003221,U0475,2024-03-25 16:51:15.000000,123.41
CONV001530,U0504,2024-02-07 22:01:36.000000,183.0
CONV000416,U0125,2024-02-22 03:14:18.197247,317.73
CONV000727,U0287,2024-03-01 19:53:55.026809,138.78
CONV001692,U0300,2024-03-01 19:31:13.000000,136.92
CONV002567,U0345,2024-03-27 02:34:41.000000,270.42
CONV000864,U0360,2024-03-03 02:20:05.538285,145.55
CONV002319,U0148,2024-03-09 00:49:04.000000,161.58
CONV001011,U0445,2024-02-13 16:08:40.892343,216.16
CONV002511,U0100,2024-02-07 15:35:35.000000,314.35
CONV001475,U0231,2024-02-20 16:41:12.000000,214.06
CONV001925,U0165,2024-01-18 02:05:22.000000,189.47
CONV000965,U0414,2024-03-23 14:29:06.817518,56.09
CONV003124,U0580,2024-02-06 01:52:16.000000,115.37
CONV001188,U0546,2024-03-18 02:53:11.628591,187.91
CONV003228,U0141,2024-03-10 17:27:48.000000,248.41
CONV001019,U0449,2024-03-18 13:16:28.085058,135.93
CONV001448,U0366,2024-03-22 20:31:53.000000,373.03
CONV001136,U0513,2024-03-16 03:42:41.594011,201.71
CONV002284,U0455,2024-03-18 21:40:15.000000,271.78
CONV000467,U0149,2024-01-26 21:31:51.203047,137.63
CONV001443,U0096,2024-02-22 02:21:17.000000,246.96
CONV000705,U0277,2024-01-18 20:12:37.754252,351.05
CONV000706,U0277,2024-01-23 09:09:52.548397,244.6
CONV002076,U0208,2024-01-30 12:41:21.000000,200.14
CONV001012,U0445,2024-02-14 05:09:58.439700,327.93
CONV002193,U0378,2024-01-12 07:10:03.000000,158.27
CONV000540,U0183,2024-03-01 01:05:33.864311,460.39
CONV003184,U0453,2024-03-15 16:51:47.000000,299.38
CONV002219,U0456,2024-02-09 04:52:37.000000,342.48
CONV001490,U0401,2024-03-24 06:47:53.000000,303.1
CONV002790,U0289,2024-03-20 17:54:39.000000,267.3
CONV001268,U0592,2024-02-11 12:10:39.778506,273.46
CONV002756,U0333,2024-01-21 10:26:34.000000,380.75
CONV000832,U0346,2024-02-21 05:14:28.809951,131.86
CONV003175,U0324,2024-01-24 21:28:55.000000,210.97
CONV001200,U0555,2024-02-09 03:36:09.697842,468.76
CONV001854,U0431,2024-02-26 06:02:56.000000,160.93
CONV003063,U0254,2024-03-11 17:36:35.000000,334.53
CONV003275,U0429,2024-03-06 05:06:04.000000,25.11
CONV001199,U0554,2024-02-04 15:53:32.912299,97.41
CONV001562,U0139,2024-02-19 13:13:27.000000,310.23
CONV001381,U0534,2024-01-08 14:58:08.000000,266.99
CONV001591,U0561,2024-03-03 11:10:46.000000,294.6
CONV000364,U0096,2024-01-18 20:36:31.609502,314.22
CONV002963,U0253,2024-03-21 23:20:17.000000,383.84
CONV001743,U0388,2024-03-19 23:58:14.000000,21.36
CONV000067,T0034,2024-03-08 22:57:10.000000,55.76
CONV001205,U0557,2024-02-22 09:12:40.997203,99.86
CONV000977,U0423,2024-01-14 13:19:48.209197,226.85
CONV001411,U0036,2024-01-29 14:05:11.000000,182.33
CONV000650,U0248,2024-02-03 05:28:16.288382,394.52
CONV002043,U0022,2024-03-02 19:26:15.000000,44.65
CONV000157,T0079,2024-03-17 10:30:43.000000,65.32
CONV002098,U0184,2024-01-12 02:32:46.000000,157.35
CONV001512,U0096,2024-02-22 12:04:05.000000,296.81
CONV001776,U0013,2024-03-05 12:15:46.000000,379.49
CONV002667,U0204,2024-03-29 14:50:43.000000,245.31
CONV000414,U0124,2024-03-25 22:36:16.753612,292.71
CONV000557,U0191,2024-03-19 22:24:04.251686,429.96
CONV003109,U0549,2024-02-16 13:00:09.000000,278.48
CONV000733,U0290,2024-03-25 18:53:15.894992,487.72
CONV002714,U0205,2024-03-13 09:50:20.000000,222.44
CONV002561,U0338,2024-03-10 14:04:43.000000,278.17
CONV002475,U0003,2024-01-09 16:57:57.000000,347.02
CONV000541,U0184,2024-01-23 07:41:18.379217,338.59
CONV002314,U0016,2024-01-19 12:02:46.000000,322.1
CONV000948,U0404,2024-03-15 07:58:15.408897,428.72
CONV001604,U0209,2024-03-27 16:09:06.000000,240.35
CONV000126,T0063,2024-02-11 01:46:57.922726,227.67
CONV000675,U0260,2024-03-02 21:52:51.733439,74.7
CONV003171,U0418,2024-03-02 13:41:23.000000,178.01
CONV002815,U0473,2024-01-25 20:37:20.000000,56.03
CONV000682,U0265,2024-02-03 20:17:56.515842,512.2
CONV000133,T0067,2024-01-23 17:19:17.000000,54.68
CONV000406,U0118,2024-02-09 21:16:23.637370,451.12
CONV002900,U0439,2024-03-03 20:32:13.000000,90.05
CONV001321,U0616,2024-02-18 08:29:30.864921,285.95
CONV000831,U0346,2024-02-01 17:39:51.713376,261.69
CONV000422,U0128,2024-01-29 01:38:37.219098,291.44
CONV000555,U0190,2024-03-14 08:54:46.803817,472.41
CONV002987,U0155,2024-03-06 19:11:37.000000,76.21
CONV001101,U0494,2024-02-18 21:26:42.817122,276.35
CONV000471,U0150,2024-03-19 00:57:11.003277,52.61
CONV002394,U0067,2024-01-12 20:54:41.000000,238.77
CONV001170,U0535,2024-02-13 18:40:15.432206,-42.53
CONV001114,U0502,2024-01-21 18:03:01.019550,41.09
CONV003034,U0588,2024-03-09 15:58:30.000000,317.29
CONV002792,U0445,2024-02-14 23:23:27.000000,278.64
CONV000596,U0216,2024-03-15 13:21:18.008602,26.98
CONV002733,U0509,2024-03-01 07:50:57.000000,348.1
CONV001334,U0211,2024-03-10 08:23:23.487710,101.45
CONV002915,U0144,2024-03-03 17:10:42.000000,216.74
CONV000200,T0100,2024-02-21 09:25:15.026890,144.91
CONV001366,U0179,2024-03-10 07:47:50.090781,187.73
CONV002852,U0381,2024-03-29 09:49:53.000000,326.65
CONV002020,U0308,2024-02-27 04:59:07.000000,98.45
CONV001016,U0447,2024-02-24 07:39:21.699464,305.01
CONV000208,U0006,2024-03-25 03:25:44.897474,281.37
CONV001192,U0549,2024-02-29 12:13:16.329523,469.61
CONV001696,U0042,2024-01-01 10:41:59.000000,389.2
CONV001265,U0591,2024-02-23 08:11:18.904159,306.36
CONV000604,U0221,2024-02-07 14:42:17.930635,337.76
CONV002409,U0533,2024-03-19 17:25:04.000000,260.69
CONV002978,U0202,2024-02-18 21:04:01.000000,188.77
CONV000069,T0035,2024-03-17 19:35:43.000000,69.77
CONV002137,U0086,2024-01-18 22:32:59.000000,292.35
CONV003291,U0472,2024-03-25 07:43:06.000000,81.58
CONV001081,U0485,2024-03-18 09:18:09.693224,431.47
CONV001877,U0172,2024-02-13 19:19:55.000000,395.17
CONV000395,U0113,2024-02-24 08:24:58.866241,415.52
CONV001386,U0538,2024-02-15 20:01:53.000000,288.55
CONV001446,U0483,2024-02-14 07:24:51.000000,331.2
CONV000975,U0421,2024-02-18 13:11:28.303792,342.83
CONV000089,T0045,2024-01-23 20:06:47.000000,48.67
