employee_id,business_unit_id,review_date,rating,reviewer_id,review_cycle
EMP-0072,BU-02,2024-01-30,Meets,MGR-BU-02-03,Q1-2024
EMP-0073,BU-02,2024-03-13,Meets,MGR-BU-02-13,Q1-2024
EMP-0074,BU-02,2024-03-13,Exceeds,MGR-BU-02-18,Q1-2024
EMP-0075,BU-02,2024-02-11,Meets,MGR-BU-02-16,Q1-2024
EMP-0076,BU-02,2024-02-14,Needs Improvement,MGR-BU-02-07,Q1-2024
EMP-0077,BU-02,2024-03-12,Needs Improvement,MGR-BU-02-03,Q1-2024
EMP-0078,BU-02,2024-01-12,Meets,MGR-BU-02-11,Q1-2024
EMP-0079,BU-02,2024-01-15,Meets,MGR-BU-02-03,Q1-2024
EMP-0080,BU-02,2024-03-01,Exceeds,MGR-BU-02-10,Q1-2024
EMP-0081,BU-02,2024-03-12,Needs Improvement,MGR-BU-02-09,Q1-2024
EMP-0082,BU-02,2024-03-03,Needs Improvement,MGR-BU-02-16,Q1-2024
EMP-0083,BU-02,2024-02-24,Exceeds,MGR-BU-02-16,Q1-2024
EMP-0085,BU-02,2024-02-26,Meets,MGR-BU-02-12,Q1-2024
EMP-0086,BU-02,2024-02-17,Meets,MGR-BU-02-03,Q1-2024
EMP-0087,BU-02,2024-02-06,Meets,MGR-BU-02-09,Q1-2024
EMP-0088,BU-02,2024-01-22,Meets,MGR-BU-02-05,Q1-2024
EMP-0089,BU-02,2024-01-01,Meets,MGR-BU-02-16,Q1-2024
EMP-0090,BU-02,2024-03-30,Meets,MGR-BU-02-12,Q1-2024
EMP-0091,BU-02,2024-02-26,Needs Improvement,MGR-BU-02-05,Q1-2024
EMP-0092,BU-02,2024-02-29,Meets,MGR-BU-02-07,Q1-2024
EMP-0094,BU-02,2024-01-22,Meets,MGR-BU-02-18,Q1-2024
EMP-0095,BU-02,2024-02-07,Meets,MGR-BU-02-01,Q1-2024
EMP-0096,BU-02,2024-02-28,Meets,MGR-BU-02-10,Q1-2024
EMP-0097,BU-02,2024-02-15,Exceeds,MGR-BU-02-20,Q1-2024
EMP-0098,BU-02,2024-02-24,Meets,MGR-BU-02-06,Q1-2024
EMP-0099,BU-02,2024-02-10,Exceeds,MGR-BU-02-01,Q1-2024
EMP-0100,BU-02,2024-03-10,Needs Improvement,MGR-BU-02-15,Q1-2024
EMP-0101,BU-02,2024-01-21,Meets,MGR-BU-02-01,Q1-2024
EMP-0102,BU-02,2024-02-07,Exceeds,MGR-BU-02-01,Q1-2024
EMP-0103,BU-02,2024-02-25,Exceeds,MGR-BU-02-12,Q1-2024
EMP-0104,BU-02,2024-01-09,Meets,MGR-BU-02-13,Q1-2024
EMP-0105,BU-02,2024-01-30,Meets,MGR-BU-02-12,Q1-2024
EMP-0106,BU-02,2024-01-28,Exceeds,MGR-BU-02-04,Q1-2024
EMP-0107,BU-02,2024-02-13,Exceeds,MGR-BU-02-04,Q1-2024
EMP-0108,BU-02,2024-01-06,Exceeds,MGR-BU-02-10,Q1-2024
EMP-0109,BU-02,2024-01-15,Exceeds,MGR-BU-02-16,Q1-2024
EMP-0110,BU-02,2024-02-02,Needs Improvement,MGR-BU-02-14,Q1-2024
EMP-0111,BU-02,2024-02-11,Exceeds,MGR-BU-02-19,Q1-2024
EMP-0112,BU-02,2024-01-24,Meets,MGR-BU-02-05,Q1-2024
EMP-0113,BU-02,2024-01-25,Exceeds,MGR-BU-02-05,Q1-2024
EMP-0114,BU-02,2024-02-14,Meets,MGR-BU-02-09,Q1-2024
EMP-0115,BU-02,2024-02-18,Needs Improvement,MGR-BU-02-08,Q1-2024
EMP-0116,BU-02,2024-03-05,Needs Improvement,MGR-BU-02-08,Q1-2024
EMP-0117,BU-02,2024-03-18,Meets,MGR-BU-02-19,Q1-2024
EMP-0118,BU-02,2024-02-22,Meets,MGR-BU-02-03,Q1-2024
EMP-0119,BU-02,2024-03-05,Meets,MGR-BU-02-02,Q1-2024
EMP-0120,BU-02,2024-03-20,Meets,MGR-BU-02-12,Q1-2024
EMP-0121,BU-02,2024-01-31,Meets,MGR-BU-02-12,Q1-2024
EMP-0122,BU-02,2024-01-01,Meets,MGR-BU-02-11,Q1-2024
EMP-0123,BU-02,2024-01-27,Exceeds,MGR-BU-02-13,Q1-2024
EMP-0124,BU-02,2024-03-14,Needs Improvement,MGR-BU-02-13,Q1-2024
EMP-0126,BU-02,2024-01-20,Meets,MGR-BU-02-09,Q1-2024
EMP-0127,BU-02,2024-01-02,Meets,MGR-BU-02-13,Q1-2024
EMP-0128,BU-02,2024-02-12,Exceeds,MGR-BU-02-14,Q1-2024
EMP-0130,BU-02,2024-01-09,Needs Improvement,MGR-BU-02-01,Q1-2024
EMP-0131,BU-02,2024-01-21,Meets,MGR-BU-02-19,Q1-2024
EMP-0133,BU-02,2024-01-07,Needs Improvement,MGR-BU-02-03,Q1-2024
EMP-0134,BU-02,2024-03-03,Needs Improvement,MGR-BU-02-18,Q1-2024
EMP-0135,BU-02,2024-03-12,Meets,MGR-BU-02-10,Q1-2024
EMP-0136,BU-02,2024-03-08,Exceeds,MGR-BU-02-14,Q1-2024
EMP-0137,BU-02,2024-03-30,Exceeds,MGR-BU-02-02,Q1-2024
EMP-0138,BU-02,2024-03-10,Meets,MGR-BU-02-17,Q1-2024
EMP-0139,BU-02,2024-03-04,Meets,MGR-BU-02-06,Q1-2024
EMP-0140,BU-02,2024-02-02,Meets,MGR-BU-02-01,Q1-2024
EMP-0141,BU-02,2024-02-05,Needs Improvement,MGR-BU-02-01,Q1-2024
EMP-0142,BU-02,2024-02-01,Exceeds,MGR-BU-02-16,Q1-2024
EMP-0144,BU-02,2024-01-13,Meets,MGR-BU-02-15,Q1-2024
EMP-0146,BU-02,2024-02-27,Needs Improvement,MGR-BU-02-15,Q1-2024
EMP-0147,BU-02,2024-03-11,Exceeds,MGR-BU-02-15,Q1-2024
EMP-0148,BU-02,2024-03-23,Meets,MGR-BU-02-09,Q1-2024
EMP-0150,BU-02,2024-03-20,Needs Improvement,MGR-BU-02-16,Q1-2024
EMP-0152,BU-02,2024-01-11,Meets,MGR-BU-02-09,Q1-2024
EMP-0153,BU-02,2024-01-07,Exceeds,MGR-BU-02-10,Q1-2024
EMP-0154,BU-02,2024-01-06,Meets,MGR-BU-02-09,Q1-2024
EMP-0155,BU-02,2024-02-29,Meets,MGR-BU-02-04,Q1-2024
EMP-0156,BU-02,2024-03-19,Needs Improvement,MGR-BU-02-11,Q1-2024
EMP-0157,BU-02,2024-01-27,Meets,MGR-BU-02-11,Q1-2024
EMP-0159,BU-02,2024-01-04,Needs Improvement,MGR-BU-02-06,Q1-2024
EMP-0160,BU-02,2024-02-19,Meets,MGR-BU-02-07,Q1-2024
EMP-0161,BU-02,2024-01-06,Meets,MGR-BU-02-05,Q1-2024
EMP-0162,BU-02,2024-01-26,Needs Improvement,MGR-BU-02-14,Q1-2024
EMP-0163,BU-02,2024-03-09,Meets,MGR-BU-02-12,Q1-2024
EMP-0164,BU-02,2024-01-03,Exceeds,MGR-BU-02-05,Q1-2024
EMP-0165,BU-02,2024-02-18,Meets,MGR-BU-02-02,Q1-2024
EMP-0166,BU-02,2024-03-14,Needs Improvement,MGR-BU-02-13,Q1-2024
EMP-0167,BU-02,2024-03-29,Meets,MGR-BU-02-04,Q1-2024
EMP-0168,BU-02,2024-01-02,Needs Improvement,MGR-BU-02-17,Q1-2024
EMP-0169,BU-02,2024-03-02,Exceeds,MGR-BU-02-13,Q1-2024
EMP-0170,BU-02,2024-01-21,Meets,MGR-BU-02-07,Q1-2024
EMP-0171,BU-02,2024-03-27,Exceeds,MGR-BU-02-17,Q1-2024
EMP-0172,BU-02,2024-02-15,Meets,MGR-BU-02-11,Q1-2024
EMP-0173,BU-02,2024-02-27,Meets,MGR-BU-02-11,Q1-2024
EMP-0174,BU-02,2024-02-12,Meets,MGR-BU-02-13,Q1-2024
EMP-0175,BU-02,2024-03-04,Meets,MGR-BU-02-16,Q1-2024
EMP-0176,BU-02,2024-01-26,Meets,MGR-BU-02-16,Q1-2024
EMP-0177,BU-02,2024-03-16,Meets,MGR-BU-02-14,Q1-2024
EMP-0178,BU-02,2024-02-07,Meets,MGR-BU-02-08,Q1-2024
EMP-0179,BU-02,2024-03-21,Meets,MGR-BU-02-15,Q1-2024
EMP-0180,BU-02,2024-03-26,Exceeds,MGR-BU-02-10,Q1-2024
EMP-0181,BU-02,2024-03-01,Meets,MGR-BU-02-19,Q1-2024
EMP-0182,BU-02,2024-02-08,Exceeds,MGR-BU-02-20,Q1-2024
EMP-0183,BU-02,2024-03-04,Meets,MGR-BU-02-12,Q1-2024
EMP-0184,BU-02,2024-03-12,Meets,MGR-BU-02-09,Q1-2024
EMP-0185,BU-02,2024-01-13,Meets,MGR-BU-02-20,Q1-2024
EMP-0186,BU-02,2024-01-04,Meets,MGR-BU-02-10,Q1-2024
EMP-0187,BU-02,2024-02-07,Meets,MGR-BU-02-05,Q1-2024
EMP-0188,BU-02,2024-03-21,Exceeds,MGR-BU-02-11,Q1-2024
EMP-0189,BU-02,2024-01-16,Exceeds,MGR-BU-02-01,Q1-2024
EMP-0190,BU-02,2024-01-17,Needs Improvement,MGR-BU-02-11,Q1-2024
EMP-0191,BU-02,2024-02-02,Needs Improvement,MGR-BU-02-06,Q1-2024
EMP-0192,BU-02,2024-03-12,Needs Improvement,MGR-BU-02-06,Q1-2024
EMP-0194,BU-02,2024-01-26,Meets,MGR-BU-02-19,Q1-2024
EMP-0195,BU-02,2024-01-09,Meets,MGR-BU-02-14,Q1-2024
EMP-0196,BU-02,2024-03-30,Meets,MGR-BU-02-17,Q1-2024
EMP-0197,BU-02,2024-01-21,Meets,MGR-BU-02-17,Q1-2024
EMP-0198,BU-02,2024-01-05,Exceeds,MGR-BU-02-13,Q1-2024
EMP-0199,BU-02,2024-03-21,Needs Improvement,MGR-BU-02-01,Q1-2024
EMP-0200,BU-02,2024-03-18,Needs Improvement,MGR-BU-02-09,Q1-2024
EMP-0201,BU-02,2024-03-24,Exceeds,MGR-BU-02-16,Q1-2024
EMP-0202,BU-02,2024-02-09,Meets,MGR-BU-02-07,Q1-2024
EMP-0203,BU-02,2024-01-20,Meets,MGR-BU-02-11,Q1-2024
EMP-0204,BU-02,2024-02-05,Meets,MGR-BU-02-12,Q1-2024
EMP-0205,BU-02,2024-01-06,Exceeds,MGR-BU-02-11,Q1-2024
EMP-0206,BU-02,2024-03-11,Needs Improvement,MGR-BU-02-16,Q1-2024
EMP-0207,BU-02,2024-02-10,Meets,MGR-BU-02-06,Q1-2024
EMP-0208,BU-02,2024-02-09,Meets,MGR-BU-02-13,Q1-2024
EMP-0210,BU-02,2024-03-23,Meets,MGR-BU-02-16,Q1-2024
EMP-0211,BU-02,2024-01-29,Meets,MGR-BU-02-18,Q1-2024
EMP-0212,BU-02,2024-01-10,Meets,MGR-BU-02-16,Q1-2024
EMP-0213,BU-02,2024-01-15,Needs Improvement,MGR-BU-02-07,Q1-2024
EMP-0214,BU-02,2024-01-02,Exceeds,MGR-BU-02-03,Q1-2024
EMP-0217,BU-02,2024-01-01,Meets,MGR-BU-02-10,Q1-2024
EMP-0218,BU-02,2024-02-27,Meets,MGR-BU-02-18,Q1-2024
EMP-0219,BU-02,2024-02-13,Exceeds,MGR-BU-02-06,Q1-2024
EMP-0221,BU-02,2024-01-24,Meets,MGR-BU-02-03,Q1-2024
EMP-0223,BU-02,2024-02-19,Meets,MGR-BU-02-18,Q1-2024
EMP-0224,BU-02,2024-01-02,Meets,MGR-BU-02-03,Q1-2024
EMP-0225,BU-02,2024-03-27,Meets,MGR-BU-02-20,Q1-2024
EMP-0226,BU-02,2024-02-08,Exceeds,MGR-BU-02-12,Q1-2024
EMP-0227,BU-02,2024-01-07,Meets,MGR-BU-02-17,Q1-2024
EMP-0228,BU-02,2024-03-19,Meets,MGR-BU-02-08,Q1-2024
EMP-0229,BU-02,2024-03-19,Exceeds,MGR-BU-02-14,Q1-2024
EMP-0230,BU-02,2024-02-08,Meets,MGR-BU-02-13,Q1-2024
EMP-0231,BU-02,2024-01-20,Exceeds,MGR-BU-02-20,Q1-2024
EMP-0232,BU-02,2024-02-07,Meets,MGR-BU-02-04,Q1-2024
EMP-0233,BU-02,2024-01-27,Meets,MGR-BU-02-13,Q1-2024
EMP-0234,BU-02,2024-01-01,Meets,MGR-BU-02-11,Q1-2024
EMP-0235,BU-02,2024-03-27,Exceeds,MGR-BU-02-16,Q1-2024
EMP-0236,BU-02,2024-03-16,Exceeds,MGR-BU-02-05,Q1-2024
EMP-0237,BU-02,2024-01-27,Meets,MGR-BU-02-20,Q1-2024
EMP-0238,BU-02,2024-02-25,Needs Improvement,MGR-BU-02-18,Q1-2024
EMP-0239,BU-02,2024-01-01,Needs Improvement,MGR-BU-02-15,Q1-2024
EMP-0240,BU-02,2024-01-07,Needs Improvement,MGR-BU-02-12,Q1-2024
EMP-0241,BU-02,2024-02-14,Meets,MGR-BU-02-01,Q1-2024
EMP-0242,BU-02,2024-01-30,Needs Improvement,MGR-BU-02-13,Q1-2024
EMP-0243,BU-02,2024-01-26,Exceeds,MGR-BU-02-04,Q1-2024
EMP-0244,BU-02,2024-03-14,Needs Improvement,MGR-BU-02-09,Q1-2024
EMP-0245,BU-02,2024-02-01,Meets,MGR-BU-02-16,Q1-2024
EMP-0246,BU-02,2024-01-03,Exceeds,MGR-BU-02-16,Q1-2024
EMP-0247,BU-02,2024-01-19,Exceeds,MGR-BU-02-05,Q1-2024
EMP-0248,BU-02,2024-03-26,Meets,MGR-BU-02-07,Q1-2024
EMP-0249,BU-02,2024-02-01,Meets,MGR-BU-02-19,Q1-2024
EMP-0250,BU-02,2024-02-11,Exceeds,MGR-BU-02-18,Q1-2024
EMP-0251,BU-02,2024-03-23,Meets,MGR-BU-02-07,Q1-2024
EMP-0252,BU-02,2024-02-21,Meets,MGR-BU-02-20,Q1-2024
EMP-0253,BU-02,2024-01-13,Exceeds,MGR-BU-02-11,Q1-2024
EMP-0254,BU-02,2024-02-19,Meets,MGR-BU-02-16,Q1-2024
EMP-0255,BU-02,2024-03-22,Exceeds,MGR-BU-02-09,Q1-2024
EMP-0256,BU-02,2024-01-13,Meets,MGR-BU-02-17,Q1-2024
EMP-0257,BU-02,2024-02-25,Meets,MGR-BU-02-05,Q1-2024
EMP-0258,BU-02,2024-01-31,Needs Improvement,MGR-BU-02-15,Q1-2024
EMP-0259,BU-02,2024-02-26,Meets,MGR-BU-02-11,Q1-2024
EMP-0261,BU-02,2024-03-02,Meets,MGR-BU-02-18,Q1-2024
EMP-0262,BU-02,2024-02-19,Meets,MGR-BU-02-16,Q1-2024
EMP-0263,BU-02,2024-01-15,Meets,MGR-BU-02-11,Q1-2024
EMP-0264,BU-02,2024-03-02,Needs Improvement,MGR-BU-02-02,Q1-2024
EMP-0265,BU-02,2024-02-28,Needs Improvement,MGR-BU-02-05,Q1-2024
EMP-0266,BU-02,2024-03-12,Meets,MGR-BU-02-12,Q1-2024
EMP-0268,BU-02,2024-01-08,Meets,MGR-BU-02-07,Q1-2024
EMP-0269,BU-02,2024-01-18,Exceeds,MGR-BU-02-12,Q1-2024
EMP-0270,BU-02,2024-01-01,Exceeds,MGR-BU-02-13,Q1-2024
EMP-0271,BU-02,2024-02-17,Meets,MGR-BU-02-10,Q1-2024
EMP-0272,BU-02,2024-03-23,Meets,MGR-BU-02-03,Q1-2024
EMP-0273,BU-02,2024-02-07,Exceeds,MGR-BU-02-11,Q1-2024
EMP-0274,BU-02,2024-01-07,Meets,MGR-BU-02-12,Q1-2024
EMP-0275,BU-02,2024-01-28,Needs Improvement,MGR-BU-02-09,Q1-2024
EMP-0276,BU-02,2024-01-02,Needs Improvement,MGR-BU-02-20,Q1-2024
EMP-0278,BU-02,2024-02-10,Exceeds,MGR-BU-02-05,Q1-2024
EMP-0279,BU-02,2024-01-27,Meets,MGR-BU-02-13,Q1-2024
EMP-0280,BU-02,2024-02-15,Meets,MGR-BU-02-03,Q1-2024
EMP-0281,BU-02,2024-03-04,Meets,MGR-BU-02-15,Q1-2024
EMP-0282,BU-02,2024-02-26,Needs Improvement,MGR-BU-02-09,Q1-2024
EMP-0283,BU-02,2024-02-20,Exceeds,MGR-BU-02-09,Q1-2024
EMP-0284,BU-02,2024-01-25,Exceeds,MGR-BU-02-19,Q1-2024
EMP-0285,BU-02,2024-03-24,Needs Improvement,MGR-BU-02-16,Q1-2024
EMP-0287,BU-02,2024-01-25,Exceeds,MGR-BU-02-13,Q1-2024
EMP-0288,BU-02,2024-03-11,Exceeds,MGR-BU-02-17,Q1-2024
EMP-0289,BU-02,2024-02-27,Exceeds,MGR-BU-02-15,Q1-2024
EMP-0290,BU-02,2024-03-02,Exceeds,MGR-BU-02-17,Q1-2024
EMP-0291,BU-02,2024-03-15,Exceeds,MGR-BU-02-07,Q1-2024
EMP-0293,BU-02,2024-03-05,Meets,MGR-BU-02-04,Q1-2024
EMP-0294,BU-02,2024-01-25,Meets,MGR-BU-02-09,Q1-2024
EMP-0295,BU-02,2024-01-08,Exceeds,MGR-BU-02-03,Q1-2024
EMP-0297,BU-02,2024-01-20,Meets,MGR-BU-02-16,Q1-2024
EMP-0298,BU-02,2024-02-14,Meets,MGR-BU-02-20,Q1-2024
EMP-0299,BU-02,2024-01-04,Meets,MGR-BU-02-05,Q1-2024
EMP-0300,BU-02,2024-02-22,Meets,MGR-BU-02-11,Q1-2024
EMP-0301,BU-02,2024-02-16,Exceeds,MGR-BU-02-07,Q1-2024
EMP-0302,BU-02,2024-03-02,Meets,MGR-BU-02-13,Q1-2024
EMP-0303,BU-02,2024-02-17,Meets,MGR-BU-02-19,Q1-2024
EMP-0304,BU-02,2024-03-12,Exceeds,MGR-BU-02-18,Q1-2024
EMP-0305,BU-02,2024-01-11,Meets,MGR-BU-02-02,Q1-2024
EMP-0306,BU-02,2024-03-22,Meets,MGR-BU-02-14,Q1-2024
EMP-0307,BU-02,2024-02-24,Needs Improvement,MGR-BU-02-02,Q1-2024
EMP-0308,BU-02,2024-03-21,Meets,MGR-BU-02-07,Q1-2024
EMP-0309,BU-02,2024-02-01,Meets,MGR-BU-02-07,Q1-2024
EMP-0310,BU-02,2024-03-04,Meets,MGR-BU-02-03,Q1-2024
EMP-0312,BU-02,2024-03-29,Meets,MGR-BU-02-03,Q1-2024
EMP-0313,BU-02,2024-02-07,Exceeds,MGR-BU-02-13,Q1-2024
EMP-0314,BU-02,2024-01-20,Meets,MGR-BU-02-04,Q1-2024
EMP-0315,BU-02,2024-03-11,Needs Improvement,MGR-BU-02-01,Q1-2024
EMP-0316,BU-02,2024-01-31,Meets,MGR-BU-02-14,Q1-2024
EMP-0318,BU-02,2024-01-10,Exceeds,MGR-BU-02-01,Q1-2024
EMP-0319,BU-02,2024-03-09,Meets,MGR-BU-02-12,Q1-2024
EMP-0320,BU-02,2024-03-06,Exceeds,MGR-BU-02-04,Q1-2024
EMP-0321,BU-02,2024-03-02,Meets,MGR-BU-02-14,Q1-2024
EMP-0322,BU-02,2024-03-12,Needs Improvement,MGR-BU-02-07,Q1-2024
EMP-0323,BU-02,2024-01-08,Exceeds,MGR-BU-02-06,Q1-2024
EMP-0324,BU-02,2024-03-04,Exceeds,MGR-BU-02-08,Q1-2024
EMP-0325,BU-02,2024-01-18,Needs Improvement,MGR-BU-02-07,Q1-2024
EMP-0326,BU-02,2024-01-05,Meets,MGR-BU-02-18,Q1-2024
EMP-0327,BU-02,2024-02-24,Meets,MGR-BU-02-16,Q1-2024
EMP-0328,BU-02,2024-01-19,Meets,MGR-BU-02-05,Q1-2024
EMP-0329,BU-02,2024-03-19,Meets,MGR-BU-02-01,Q1-2024
EMP-0330,BU-02,2024-03-10,Meets,MGR-BU-02-03,Q1-2024
EMP-0332,BU-02,2024-03-08,Meets,MGR-BU-02-03,Q1-2024
EMP-0333,BU-02,2024-03-27,Needs Improvement,MGR-BU-02-05,Q1-2024
EMP-0334,BU-02,2024-01-11,Meets,MGR-BU-02-09,Q1-2024
EMP-0335,BU-02,2024-02-19,Meets,MGR-BU-02-13,Q1-2024
EMP-0336,BU-02,2024-03-30,Exceeds,MGR-BU-02-09,Q1-2024
EMP-0337,BU-02,2024-01-30,Meets,MGR-BU-02-06,Q1-2024
EMP-0338,BU-02,2024-01-29,Meets,MGR-BU-02-18,Q1-2024
EMP-0339,BU-02,2024-02-11,Meets,MGR-BU-02-11,Q1-2024
EMP-0340,BU-02,2024-01-15,Meets,MGR-BU-02-14,Q1-2024
EMP-0342,BU-02,2024-03-21,Meets,MGR-BU-02-08,Q1-2024
EMP-0343,BU-02,2024-02-02,Exceeds,MGR-BU-02-20,Q1-2024
EMP-0344,BU-02,2024-03-24,Meets,MGR-BU-02-18,Q1-2024
EMP-0345,BU-02,2024-01-07,Meets,MGR-BU-02-15,Q1-2024
EMP-0346,BU-02,2024-01-01,Meets,MGR-BU-02-03,Q1-2024
EMP-0347,BU-02,2024-01-22,Exceeds,MGR-BU-02-12,Q1-2024
EMP-0349,BU-02,2024-01-05,Exceeds,MGR-BU-02-15,Q1-2024
EMP-0350,BU-02,2024-03-10,Meets,MGR-BU-02-07,Q1-2024
EMP-0351,BU-02,2024-01-11,Meets,MGR-BU-02-20,Q1-2024
EMP-0352,BU-02,2024-03-28,Meets,MGR-BU-02-03,Q1-2024
EMP-0353,BU-02,2024-03-13,Exceeds,MGR-BU-02-07,Q1-2024
EMP-0354,BU-02,2024-02-17,Meets,MGR-BU-02-09,Q1-2024
EMP-0355,BU-02,2024-03-06,Exceeds,MGR-BU-02-16,Q1-2024
EMP-0356,BU-02,2024-01-14,Exceeds,MGR-BU-02-07,Q1-2024
EMP-0357,BU-02,2024-01-10,Exceeds,MGR-BU-02-02,Q1-2024
EMP-0358,BU-02,2024-02-20,Exceeds,MGR-BU-02-04,Q1-2024
EMP-0359,BU-02,2024-03-19,Meets,MGR-BU-02-12,Q1-2024
EMP-0360,BU-02,2024-02-01,Meets,MGR-BU-02-08,Q1-2024
EMP-0361,BU-02,2024-02-07,Exceeds,MGR-BU-02-06,Q1-2024
EMP-0362,BU-02,2024-01-09,Needs Improvement,MGR-BU-02-07,Q1-2024
EMP-0363,BU-02,2024-01-01,Meets,MGR-BU-02-19,Q1-2024
EMP-0364,BU-02,2024-01-03,Meets,MGR-BU-02-02,Q1-2024
EMP-0365,BU-02,2024-01-04,Meets,MGR-BU-02-01,Q1-2024
EMP-0366,BU-02,2024-01-13,Meets,MGR-BU-02-13,Q1-2024
EMP-0367,BU-02,2024-01-30,Needs Improvement,MGR-BU-02-07,Q1-2024
EMP-0368,BU-02,2024-01-28,Meets,MGR-BU-02-09,Q1-2024
EMP-0369,BU-02,2024-03-20,Meets,MGR-BU-02-07,Q1-2024
EMP-0371,BU-02,2024-01-05,Meets,MGR-BU-02-13,Q1-2024
EMP-0372,BU-02,2024-02-24,Needs Improvement,MGR-BU-02-12,Q1-2024
EMP-0373,BU-02,2024-03-29,Meets,MGR-BU-02-15,Q1-2024
EMP-0374,BU-02,2024-01-10,Meets,MGR-BU-02-10,Q1-2024
EMP-0375,BU-02,2024-02-20,Needs Improvement,MGR-BU-02-16,Q1-2024
EMP-0377,BU-02,2024-03-16,Exceeds,MGR-BU-02-09,Q1-2024
EMP-0379,BU-02,2024-02-22,Meets,MGR-BU-02-10,Q1-2024
EMP-0380,BU-02,2024-03-21,Meets,MGR-BU-02-08,Q1-2024
EMP-0382,BU-02,2024-01-09,Meets,MGR-BU-02-12,Q1-2024
EMP-0383,BU-02,2024-02-09,Exceeds,MGR-BU-02-06,Q1-2024
EMP-0384,BU-02,2024-02-27,Meets,MGR-BU-02-12,Q1-2024
EMP-0386,BU-02,2024-02-21,Meets,MGR-BU-02-02,Q1-2024
EMP-0387,BU-02,2024-02-25,Exceeds,MGR-BU-02-09,Q1-2024
EMP-0389,BU-02,2024-03-27,Needs Improvement,MGR-BU-02-03,Q1-2024
EMP-0390,BU-02,2024-01-21,Meets,MGR-BU-02-06,Q1-2024
EMP-0391,BU-02,2024-02-03,Meets,MGR-BU-02-11,Q1-2024
EMP-0392,BU-02,2024-02-29,Needs Improvement,MGR-BU-02-05,Q1-2024
EMP-0393,BU-02,2024-02-22,Exceeds,MGR-BU-02-12,Q1-2024
EMP-0394,BU-02,2024-02-15,Exceeds,MGR-BU-02-04,Q1-2024
EMP-0395,BU-02,2024-01-30,Needs Improvement,MGR-BU-02-06,Q1-2024
EMP-0396,BU-02,2024-01-02,Meets,MGR-BU-02-04,Q1-2024
EMP-0398,BU-02,2024-02-05,Meets,MGR-BU-02-20,Q1-2024
EMP-0399,BU-02,2024-03-09,Needs Improvement,MGR-BU-02-01,Q1-2024
EMP-0400,BU-02,2024-01-04,Meets,MGR-BU-02-19,Q1-2024
EMP-0401,BU-02,2024-03-29,Meets,MGR-BU-02-03,Q1-2024
EMP-0402,BU-02,2024-02-08,Meets,MGR-BU-02-08,Q1-2024
EMP-0403,BU-02,2024-01-10,Meets,MGR-BU-02-08,Q1-2024
EMP-0404,BU-02,2024-03-17,Meets,MGR-BU-02-10,Q1-2024
EMP-0405,BU-02,2024-03-05,Meets,MGR-BU-02-02,Q1-2024
EMP-0408,BU-02,2024-02-09,Needs Improvement,MGR-BU-02-08,Q1-2024
EMP-0409,BU-02,2024-01-26,Meets,MGR-BU-02-01,Q1-2024
EMP-0410,BU-02,2024-01-04,Meets,MGR-BU-02-04,Q1-2024
EMP-0411,BU-02,2024-01-26,Meets,MGR-BU-02-04,Q1-2024
EMP-0412,BU-02,2024-03-22,Exceeds,MGR-BU-02-13,Q1-2024
EMP-0413,BU-02,2024-02-24,Meets,MGR-BU-02-03,Q1-2024
EMP-0414,BU-02,2024-02-13,Meets,MGR-BU-02-02,Q1-2024
EMP-0415,BU-02,2024-01-01,Meets,MGR-BU-02-03,Q1-2024
EMP-0416,BU-02,2024-01-09,Meets,MGR-BU-02-13,Q1-2024
EMP-0417,BU-02,2024-01-15,Meets,MGR-BU-02-19,Q1-2024
EMP-0418,BU-02,2024-02-10,Meets,MGR-BU-02-02,Q1-2024
EMP-0419,BU-02,2024-03-22,Meets,MGR-BU-02-16,Q1-2024
EMP-0420,BU-02,2024-03-30,Meets,MGR-BU-02-19,Q1-2024
EMP-0421,BU-02,2024-01-23,Meets,MGR-BU-02-16,Q1-2024
EMP-0422,BU-02,2024-02-19,Needs Improvement,MGR-BU-02-03,Q1-2024
EMP-0423,BU-02,2024-03-18,Meets,MGR-BU-02-07,Q1-2024
EMP-0424,BU-02,2024-02-16,Needs Improvement,MGR-BU-02-10,Q1-2024
EMP-0425,BU-02,2024-01-04,Needs Improvement,MGR-BU-02-07,Q1-2024
EMP-0426,BU-02,2024-02-12,Exceeds,MGR-BU-02-01,Q1-2024
EMP-0427,BU-02,2024-01-01,Meets,MGR-BU-02-11,Q1-2024
EMP-0428,BU-02,2024-03-14,Meets,MGR-BU-02-18,Q1-2024
EMP-0429,BU-02,2024-01-07,Meets,MGR-BU-02-09,Q1-2024
EMP-0430,BU-02,2024-02-09,Meets,MGR-BU-02-03,Q1-2024
EMP-0431,BU-02,2024-01-20,Exceeds,MGR-BU-02-07,Q1-2024
EMP-0432,BU-02,2024-01-01,Meets,MGR-BU-02-04,Q1-2024
EMP-0433,BU-02,2024-03-16,Meets,MGR-BU-02-13,Q1-2024
EMP-0434,BU-02,2024-02-13,Meets,MGR-BU-02-10,Q1-2024
EMP-0435,BU-02,2024-02-18,Meets,MGR-BU-02-06,Q1-2024
EMP-0436,BU-02,2024-03-28,Meets,MGR-BU-02-04,Q1-2024
EMP-0437,BU-02,2024-03-17,Exceeds,MGR-BU-02-10,Q1-2024
EMP-0438,BU-02,2024-02-14,Exceeds,MGR-BU-02-09,Q1-2024
