gateway_id,transaction_id,merchant_id,transaction_date,amount_usd,payment_instrument_id
ALPHA,TXN-100811,MCH-008,2024-03-02 08:18:32.000000000,167.91,PMT-001615
ALPHA,TXN-102357,MCH-036,2024-03-02 08:41:16.000000000,151.37,PMT-007343
ALPHA,TXN-101343,MCH-012,2024-03-02 09:17:50.000000000,167.73,PMT-002351
ALPHA,TXN-102068,MCH-032,2024-03-02 09:57:27.000000000,174.18,PMT-006391
ALPHA,TXN-100731,MCH-008,2024-03-02 10:25:00.000000000,167.02,PMT-001535
ALPHA,TXN-102491,MCH-038,2024-03-02 10:46:35.000000000,263.04,PMT-007711
ALPHA,TXN-100756,MCH-008,2024-03-02 10:48:56.000000000,120.53,PMT-001560
ALPHA,TXN-100368,MCH-005,2024-03-02 10:49:16.000000000,434.11,PMT-000937
ALPHA,TXN-100116,MCH-002,2024-03-02 11:31:00.000000000,94.66,PMT-000294
ALPHA,TXN-100523,MCH-007,2024-03-02 12:41:49.000000000,128.13,PMT-001327
ALPHA,TXN-100631,MCH-007,2024-03-02 13:30:54.000000000,136.14,PMT-001435
ALPHA,TXN-100585,MCH-007,2024-03-02 13:37:38.000000000,129.54,PMT-001389
ALPHA,TXN-101424,MCH-022,2024-03-02 13:52:45.000000000,794.13,PMT-004362
ALPHA,TXN-101250,MCH-012,2024-03-02 14:23:57.000000000,125.85,PMT-002258
ALPHA,TXN-850096,MCH-036,2024-03-02 15:56:38.925244814,48.27,PMT-DEC0013
ALPHA,TXN-101140,MCH-011,2024-03-02 15:59:21.000000000,146.25,PMT-002148
ALPHA,TXN-100147,MCH-002,2024-03-02 16:57:01.000000000,254.01,PMT-000325
ALPHA,TXN-100902,MCH-010,2024-03-02 17:01:21.000000000,154.21,PMT-001910
ALPHA,TXN-101316,MCH-012,2024-03-02 17:07:47.000000000,72.69,PMT-002324
ALPHA,TXN-101066,MCH-011,2024-03-02 18:29:36.000000000,152.11,PMT-002074
ALPHA,TXN-101390,MCH-012,2024-03-02 18:44:04.000000000,50.03,PMT-002398
ALPHA,TXN-103041,MCH-041,2024-03-02 19:08:01.000000000,99.37,PMT-008261
ALPHA,TXN-101114,MCH-011,2024-03-02 20:24:48.000000000,197.79,PMT-002122
ALPHA,TXN-101142,MCH-011,2024-03-02 20:46:35.000000000,185.46,PMT-002150
ALPHA,TXN-100630,MCH-007,2024-03-02 21:55:03.000000000,65.21,PMT-001434
ALPHA,TXN-100994,MCH-010,2024-03-02 22:03:04.000000000,94.55,PMT-002002
ALPHA,TXN-100124,MCH-002,2024-03-02 22:19:45.000000000,213.71,PMT-000302
ALPHA,TXN-100646,MCH-008,2024-03-02 22:53:57.000000000,90.84,PMT-001450
ALPHA,TXN-101500,MCH-022,2024-03-02 23:05:49.000000000,155.42,PMT-004438
ALPHA,TXN-103399,MCH-050,2024-03-02 23:11:08.000000000,248.18,PMT-010193
ALPHA,TXN-103427,MCH-050,2024-03-03 02:58:47.000000000,171.34,PMT-010221
ALPHA,TXN-101903,MCH-031,2024-03-03 04:04:14.000000000,162.61,PMT-006226
ALPHA,TXN-102304,MCH-036,2024-03-03 04:20:04.000000000,68.36,PMT-007290
ALPHA,TXN-100561,MCH-007,2024-03-03 04:53:46.000000000,95.19,PMT-001365
ALPHA,TXN-101299,MCH-012,2024-03-03 05:24:02.000000000,231.77,PMT-002307
ALPHA,TXN-101704,MCH-029,2024-03-03 05:46:02.000000000,144.25,PMT-005829
ALPHA,TXN-101385,MCH-012,2024-03-03 06:01:18.000000000,104.13,PMT-002393
ALPHA,TXN-101584,MCH-022,2024-03-03 06:04:18.000000000,225.4,PMT-004522
ALPHA,TXN-100849,MCH-008,2024-03-03 06:52:54.000000000,216.84,PMT-001653
ALPHA,TXN-102640,MCH-039,2024-03-03 07:07:38.000000000,92.76,PMT-007860
ALPHA,TXN-100398,MCH-005,2024-03-03 08:28:21.000000000,71.4,PMT-000967
ALPHA,TXN-102207,MCH-036,2024-03-03 09:39:49.000000000,159.14,PMT-007193
ALPHA,TXN-103473,MCH-050,2024-03-03 09:44:19.000000000,51.49,PMT-010267
ALPHA,TXN-101659,MCH-029,2024-03-03 10:37:31.000000000,135.86,PMT-005784
ALPHA,TXN-102022,MCH-032,2024-03-03 12:20:57.000000000,83.12,PMT-006345
ALPHA,TXN-101852,MCH-031,2024-03-03 12:31:17.000000000,150.34,PMT-006175
ALPHA,TXN-103070,MCH-041,2024-03-03 12:38:08.000000000,125.61,PMT-008290
ALPHA,TXN-102333,MCH-036,2024-03-03 12:52:57.000000000,137.28,PMT-007319
ALPHA,TXN-102844,MCH-040,2024-03-03 14:39:37.000000000,172.56,PMT-008064
ALPHA,TXN-102322,MCH-036,2024-03-03 16:08:28.000000000,74.73,PMT-007308
ALPHA,TXN-100320,MCH-005,2024-03-03 16:52:08.000000000,130.93,PMT-000889
ALPHA,TXN-101435,MCH-022,2024-03-03 17:19:06.000000000,112.37,PMT-004373
ALPHA,TXN-101120,MCH-011,2024-03-03 17:22:50.000000000,72.57,PMT-002128
ALPHA,TXN-102370,MCH-036,2024-03-03 18:00:16.000000000,203.16,PMT-007356
ALPHA,TXN-102440,MCH-038,2024-03-03 18:50:04.000000000,156.36,PMT-007660
ALPHA,TXN-103262,MCH-041,2024-03-03 21:29:04.000000000,230.92,PMT-008482
ALPHA,TXN-101013,MCH-010,2024-03-03 21:38:38.000000000,59.64,PMT-002021
ALPHA,TXN-100213,MCH-005,2024-03-03 21:41:37.000000000,42.36,PMT-000782
ALPHA,TXN-103131,MCH-041,2024-03-03 22:10:49.000000000,102.9,PMT-008351
ALPHA,TXN-101406,MCH-012,2024-03-03 22:24:45.000000000,218.97,PMT-002414
ALPHA,TXN-103027,MCH-040,2024-03-03 23:10:51.000000000,104.47,PMT-008247
ALPHA,TXN-100559,MCH-007,2024-03-03 23:23:16.000000000,439.38,PMT-001363
ALPHA,TXN-102155,MCH-032,2024-03-03 23:26:05.000000000,146.6,PMT-006478
ALPHA,TXN-100001,MCH-002,2024-03-03 23:36:56.000000000,138.08,PMT-000179
ALPHA,TXN-103233,MCH-041,2024-03-03 23:57:13.000000000,155.43,PMT-008453
ALPHA,TXN-102005,MCH-032,2024-03-03 23:57:50.000000000,106.81,PMT-006328
ALPHA,TXN-101551,MCH-022,2024-03-04 00:20:24.000000000,438.9,PMT-004489
ALPHA,TXN-101966,MCH-031,2024-03-04 00:40:41.000000000,76.47,PMT-006289
ALPHA,TXN-101958,MCH-031,2024-03-04 03:14:10.000000000,97.66,PMT-006281
ALPHA,TXN-900043,MCH-050,2024-03-04 03:32:48.000000000,154.65,PMT-010065
ALPHA,TXN-103188,MCH-041,2024-03-04 03:35:35.000000000,73.49,PMT-008408
ALPHA,TXN-102988,MCH-040,2024-03-04 03:54:33.000000000,39.17,PMT-008208
ALPHA,TXN-103368,MCH-050,2024-03-04 05:31:33.000000000,101.01,PMT-010162
ALPHA,TXN-101858,MCH-031,2024-03-04 05:35:16.000000000,225.68,PMT-006181
ALPHA,TXN-101716,MCH-029,2024-03-04 05:36:03.000000000,130.77,PMT-005841
ALPHA,TXN-102547,MCH-038,2024-03-04 06:16:21.000000000,93.08,PMT-007767
ALPHA,TXN-100951,MCH-010,2024-03-04 07:35:52.000000000,222.44,PMT-001959
ALPHA,TXN-100012,MCH-002,2024-03-04 07:44:23.000000000,196.23,PMT-000190
ALPHA,TXN-103341,MCH-050,2024-03-04 08:15:37.000000000,229.79,PMT-010135
ALPHA,TXN-900022,MCH-008,2024-03-04 08:55:56.000000000,61.6,PMT-001630
ALPHA,TXN-900059,MCH-039,2024-03-04 09:46:30.000000000,136.53,PMT-007806
ALPHA,TXN-103067,MCH-041,2024-03-04 11:00:35.000000000,100.56,PMT-008287
ALPHA,TXN-102667,MCH-039,2024-03-04 11:01:55.000000000,135.96,PMT-007887
ALPHA,TXN-101708,MCH-029,2024-03-04 11:14:59.000000000,175.9,PMT-005833
ALPHA,TXN-100690,MCH-008,2024-03-04 11:24:09.000000000,99.25,PMT-001494
ALPHA,TXN-100750,MCH-008,2024-03-04 11:35:27.000000000,65.32,PMT-001554
ALPHA,TXN-102629,MCH-039,2024-03-04 14:18:39.000000000,246.91,PMT-007849
ALPHA,TXN-101905,MCH-031,2024-03-04 15:03:19.000000000,192.33,PMT-006228
ALPHA,TXN-103172,MCH-041,2024-03-04 15:14:03.000000000,503.1,PMT-008392
ALPHA,TXN-900120,MCH-008,2024-03-04 15:19:46.000000000,184.17,PMT-001463
ALPHA,TXN-102385,MCH-038,2024-03-04 15:37:35.000000000,61.07,PMT-007605
ALPHA,TXN-100613,MCH-007,2024-03-04 16:10:46.000000000,102.3,PMT-001417
ALPHA,TXN-102594,MCH-039,2024-03-04 16:28:37.000000000,218.78,PMT-007814
ALPHA,TXN-102631,MCH-039,2024-03-04 17:37:51.000000000,119.64,PMT-007851
ALPHA,TXN-100121,MCH-002,2024-03-04 17:51:16.000000000,95.86,PMT-000299
ALPHA,TXN-100166,MCH-002,2024-03-04 18:33:01.000000000,114.34,PMT-000344
ALPHA,TXN-102681,MCH-039,2024-03-04 18:45:52.000000000,105.45,PMT-007901
ALPHA,TXN-100726,MCH-008,2024-03-04 18:59:52.000000000,66.48,PMT-001530
ALPHA,TXN-102519,MCH-038,2024-03-04 19:26:39.000000000,245.5,PMT-007739
ALPHA,TXN-102350,MCH-036,2024-03-04 19:34:08.000000000,116.17,PMT-007336
ALPHA,TXN-102043,MCH-032,2024-03-04 20:17:13.000000000,99.33,PMT-006366
ALPHA,TXN-100900,MCH-010,2024-03-04 20:32:35.000000000,250.51,PMT-001908
ALPHA,TXN-100870,MCH-010,2024-03-04 21:17:20.000000000,101.51,PMT-001878
ALPHA,TXN-101757,MCH-029,2024-03-04 21:22:33.000000000,48.63,PMT-005882
ALPHA,TXN-101564,MCH-022,2024-03-04 21:49:26.000000000,85.18,PMT-004502
ALPHA,TXN-100503,MCH-007,2024-03-04 22:20:13.000000000,37.23,PMT-001307
ALPHA,TXN-103023,MCH-040,2024-03-04 22:39:07.000000000,139.34,PMT-008243
ALPHA,TXN-102766,MCH-039,2024-03-04 23:01:11.000000000,113.06,PMT-007986
ALPHA,TXN-900121,MCH-022,2024-03-04 23:49:39.000000000,134.01,PMT-004470
ALPHA,TXN-100939,MCH-010,2024-03-05 00:53:07.000000000,140.23,PMT-001947
ALPHA,TXN-102329,MCH-036,2024-03-05 01:19:27.000000000,88.34,PMT-007315
ALPHA,TXN-102894,MCH-040,2024-03-05 01:36:57.000000000,79.32,PMT-008114
ALPHA,TXN-102981,MCH-040,2024-03-05 02:39:21.000000000,349.3,PMT-008201
ALPHA,TXN-900133,MCH-008,2024-03-05 03:19:44.000000000,146.01,PMT-001654
ALPHA,TXN-101961,MCH-031,2024-03-05 03:21:08.000000000,244.8,PMT-006284
ALPHA,TXN-101921,MCH-031,2024-03-05 04:12:55.000000000,84.59,PMT-006244
ALPHA,TXN-102122,MCH-032,2024-03-05 04:24:11.000000000,74.42,PMT-006445
ALPHA,TXN-101672,MCH-029,2024-03-05 04:59:09.000000000,242.19,PMT-005797
ALPHA,TXN-103239,MCH-041,2024-03-05 06:26:03.000000000,147.45,PMT-008459
ALPHA,TXN-102927,MCH-040,2024-03-05 06:29:14.000000000,164.54,PMT-008147
ALPHA,TXN-100570,MCH-007,2024-03-05 07:22:28.000000000,274.01,PMT-001374
ALPHA,TXN-100135,MCH-002,2024-03-05 07:39:22.000000000,106.01,PMT-000313
ALPHA,TXN-102965,MCH-040,2024-03-05 08:05:20.000000000,60.04,PMT-008185
ALPHA,TXN-102479,MCH-038,2024-03-05 08:08:44.000000000,64.8,PMT-007699
ALPHA,TXN-100015,MCH-002,2024-03-05 08:19:42.000000000,122.95,PMT-000193
ALPHA,TXN-102339,MCH-036,2024-03-05 08:27:20.000000000,82.96,PMT-007325
ALPHA,TXN-101146,MCH-011,2024-03-05 08:47:11.000000000,142.97,PMT-002154
ALPHA,TXN-100465,MCH-007,2024-03-05 09:02:06.000000000,285.5,PMT-001269
ALPHA,TXN-100787,MCH-008,2024-03-05 09:25:30.000000000,176.76,PMT-001591
ALPHA,TXN-101416,MCH-022,2024-03-05 09:46:49.000000000,87.98,PMT-004354
ALPHA,TXN-103300,MCH-050,2024-03-05 10:15:27.000000000,39.27,PMT-010094
ALPHA,TXN-101259,MCH-012,2024-03-05 10:24:07.000000000,67.69,PMT-002267
ALPHA,TXN-101367,MCH-012,2024-03-05 11:23:06.000000000,46.81,PMT-002375
ALPHA,TXN-100852,MCH-008,2024-03-05 11:34:57.000000000,153.4,PMT-001656
ALPHA,TXN-103201,MCH-041,2024-03-05 12:36:39.000000000,162.51,PMT-008421
ALPHA,TXN-100450,MCH-007,2024-03-05 13:03:12.000000000,55.36,PMT-001254
ALPHA,TXN-102737,MCH-039,2024-03-05 13:15:42.000000000,145.09,PMT-007957
ALPHA,TXN-102569,MCH-038,2024-03-05 14:06:59.000000000,106.4,PMT-007789
ALPHA,TXN-100282,MCH-005,2024-03-05 14:36:21.000000000,69.45,PMT-000851
ALPHA,TXN-100648,MCH-008,2024-03-05 15:14:50.000000000,109.04,PMT-001452
ALPHA,TXN-102678,MCH-039,2024-03-05 15:20:35.000000000,76.4,PMT-007898
ALPHA,TXN-102482,MCH-038,2024-03-05 15:43:30.000000000,187.89,PMT-007702
ALPHA,TXN-101891,MCH-031,2024-03-05 15:52:05.000000000,195.37,PMT-006214
ALPHA,TXN-101975,MCH-032,2024-03-05 18:00:32.000000000,87.04,PMT-006298
ALPHA,TXN-101194,MCH-011,2024-03-05 19:31:28.000000000,126.62,PMT-002202
ALPHA,TXN-101294,MCH-012,2024-03-05 20:13:38.000000000,113.9,PMT-002302
ALPHA,TXN-101029,MCH-010,2024-03-05 20:20:15.000000000,81.02,PMT-002037
ALPHA,TXN-100094,MCH-002,2024-03-05 20:42:22.000000000,189.53,PMT-000272
ALPHA,TXN-100562,MCH-007,2024-03-05 20:50:37.000000000,128.09,PMT-001366
ALPHA,TXN-900151,MCH-031,2024-03-05 23:24:59.000000000,91.84,PMT-006106
ALPHA,TXN-101052,MCH-011,2024-03-05 23:54:25.000000000,455.85,PMT-002060
ALPHA,TXN-101773,MCH-031,2024-03-06 00:50:22.000000000,93.8,PMT-006096
ALPHA,TXN-102955,MCH-040,2024-03-06 01:53:30.000000000,213.77,PMT-008175
ALPHA,TXN-103133,MCH-041,2024-03-06 02:30:31.000000000,223.72,PMT-008353
ALPHA,TXN-102838,MCH-040,2024-03-06 02:40:02.000000000,76.43,PMT-008058
ALPHA,TXN-100332,MCH-005,2024-03-06 03:07:49.000000000,184.76,PMT-000901
ALPHA,TXN-101361,MCH-012,2024-03-06 03:51:45.000000000,130.19,PMT-002369
ALPHA,TXN-101487,MCH-022,2024-03-06 05:14:59.000000000,161.91,PMT-004425
ALPHA,TXN-101571,MCH-022,2024-03-06 05:16:36.000000000,43.06,PMT-004509
ALPHA,TXN-100150,MCH-002,2024-03-06 05:47:57.000000000,74.49,PMT-000328
ALPHA,TXN-102126,MCH-032,2024-03-06 06:28:37.000000000,77.51,PMT-006449
ALPHA,TXN-101725,MCH-029,2024-03-06 06:59:47.000000000,80.0,PMT-005850
ALPHA,TXN-100491,MCH-007,2024-03-06 07:37:31.000000000,121.62,PMT-001295
ALPHA,TXN-102755,MCH-039,2024-03-06 08:16:11.000000000,77.45,PMT-007975
ALPHA,TXN-900006,MCH-010,2024-03-06 10:13:43.000000000,124.96,PMT-001923
ALPHA,TXN-100026,MCH-002,2024-03-06 10:31:16.000000000,214.88,PMT-000204
ALPHA,TXN-102059,MCH-032,2024-03-06 10:38:24.000000000,107.09,PMT-006382
ALPHA,TXN-100242,MCH-005,2024-03-06 11:34:07.000000000,222.51,PMT-000811
ALPHA,TXN-102722,MCH-039,2024-03-06 13:10:53.000000000,73.02,PMT-007942
ALPHA,TXN-101354,MCH-012,2024-03-06 14:04:23.000000000,144.64,PMT-002362
ALPHA,TXN-101620,MCH-029,2024-03-06 15:15:03.000000000,44.07,PMT-005745
ALPHA,TXN-101779,MCH-031,2024-03-06 16:01:21.000000000,218.61,PMT-006102
ALPHA,TXN-102036,MCH-032,2024-03-06 16:48:56.000000000,51.42,PMT-006359
ALPHA,TXN-900170,MCH-032,2024-03-06 17:54:24.000000000,37.88,PMT-006502
ALPHA,TXN-102129,MCH-032,2024-03-06 18:13:25.000000000,115.89,PMT-006452
ALPHA,TXN-100781,MCH-008,2024-03-06 19:05:33.000000000,100.14,PMT-001585
ALPHA,TXN-102740,MCH-039,2024-03-06 19:33:04.000000000,105.02,PMT-007960
ALPHA,TXN-101907,MCH-031,2024-03-06 20:34:26.000000000,166.92,PMT-006230
ALPHA,TXN-101872,MCH-031,2024-03-06 20:54:11.000000000,36.96,PMT-006195
ALPHA,TXN-103062,MCH-041,2024-03-06 20:58:04.000000000,277.35,PMT-008282
ALPHA,TXN-102724,MCH-039,2024-03-06 21:08:07.000000000,88.16,PMT-007944
ALPHA,TXN-102925,MCH-040,2024-03-06 22:54:12.000000000,107.63,PMT-008145
ALPHA,TXN-900039,MCH-050,2024-03-06 23:28:14.000000000,120.57,PMT-010064
ALPHA,TXN-101543,MCH-022,2024-03-07 00:07:39.000000000,74.07,PMT-004481
ALPHA,TXN-100603,MCH-007,2024-03-07 00:49:38.000000000,93.63,PMT-001407
ALPHA,TXN-101148,MCH-011,2024-03-07 01:10:04.000000000,158.09,PMT-002156
ALPHA,TXN-101031,MCH-010,2024-03-07 02:14:06.000000000,111.7,PMT-002039
ALPHA,TXN-100281,MCH-005,2024-03-07 04:49:56.000000000,56.2,PMT-000850
ALPHA,TXN-100676,MCH-008,2024-03-07 05:42:37.000000000,99.09,PMT-001480
ALPHA,TXN-101334,MCH-012,2024-03-07 05:58:57.000000000,190.91,PMT-002342
ALPHA,TXN-102411,MCH-038,2024-03-07 06:25:20.000000000,207.58,PMT-007631
ALPHA,TXN-101491,MCH-022,2024-03-07 06:43:26.000000000,200.5,PMT-004429
ALPHA,TXN-102964,MCH-040,2024-03-07 08:24:07.000000000,283.58,PMT-008184
ALPHA,TXN-101489,MCH-022,2024-03-07 09:28:48.000000000,156.04,PMT-004427
ALPHA,TXN-100864,MCH-010,2024-03-07 11:36:18.000000000,179.55,PMT-001872
ALPHA,TXN-100050,MCH-002,2024-03-07 12:18:20.000000000,264.61,PMT-000228
ALPHA,TXN-103162,MCH-041,2024-03-07 13:10:15.000000000,163.67,PMT-008382
ALPHA,TXN-101126,MCH-011,2024-03-07 13:13:05.000000000,43.31,PMT-002134
ALPHA,TXN-101881,MCH-031,2024-03-07 13:56:18.000000000,99.65,PMT-006204
ALPHA,TXN-101588,MCH-022,2024-03-07 14:15:04.000000000,83.42,PMT-004526
ALPHA,TXN-101644,MCH-029,2024-03-07 15:09:20.000000000,77.92,PMT-005769
ALPHA,TXN-100316,MCH-005,2024-03-07 15:54:14.000000000,72.54,PMT-000885
ALPHA,TXN-102143,MCH-032,2024-03-07 15:57:47.000000000,103.49,PMT-006466
ALPHA,TXN-101946,MCH-031,2024-03-07 17:16:00.000000000,104.64,PMT-006269
ALPHA,TXN-101744,MCH-029,2024-03-07 19:18:46.000000000,137.47,PMT-005869
ALPHA,TXN-101331,MCH-012,2024-03-07 21:06:23.000000000,257.05,PMT-002339
ALPHA,TXN-102210,MCH-036,2024-03-07 21:23:38.000000000,78.59,PMT-007196
ALPHA,TXN-100036,MCH-002,2024-03-07 21:39:40.000000000,60.53,PMT-000214
ALPHA,TXN-102590,MCH-039,2024-03-07 21:57:52.000000000,112.85,PMT-007810
ALPHA,TXN-100981,MCH-010,2024-03-07 22:24:28.000000000,114.91,PMT-001989
ALPHA,TXN-101894,MCH-031,2024-03-07 22:40:38.000000000,81.84,PMT-006217
ALPHA,TXN-100167,MCH-002,2024-03-07 23:53:03.000000000,201.27,PMT-000345
ALPHA,TXN-102302,MCH-036,2024-03-08 02:18:15.000000000,162.53,PMT-007288
ALPHA,TXN-100998,MCH-010,2024-03-08 02:29:57.000000000,205.84,PMT-002006
ALPHA,TXN-101096,MCH-011,2024-03-08 02:44:32.000000000,241.59,PMT-002104
ALPHA,TXN-102106,MCH-032,2024-03-08 02:50:37.000000000,76.08,PMT-006429
ALPHA,TXN-102183,MCH-032,2024-03-08 04:15:08.000000000,150.63,PMT-006506
ALPHA,TXN-900108,MCH-008,2024-03-08 04:34:38.000000000,101.01,PMT-001461
ALPHA,TXN-900003,MCH-031,2024-03-08 05:40:07.000000000,222.5,PMT-006155
ALPHA,TXN-100099,MCH-002,2024-03-08 06:35:46.000000000,139.89,PMT-000277
ALPHA,TXN-103016,MCH-040,2024-03-08 06:50:00.000000000,95.17,PMT-008236
ALPHA,TXN-100639,MCH-007,2024-03-08 07:43:04.000000000,237.1,PMT-001443
ALPHA,TXN-101504,MCH-022,2024-03-08 08:27:16.000000000,117.85,PMT-004442
ALPHA,TXN-101592,MCH-022,2024-03-08 08:44:50.000000000,379.52,PMT-004530
ALPHA,TXN-103144,MCH-041,2024-03-08 08:55:17.000000000,190.82,PMT-008364
ALPHA,TXN-101458,MCH-022,2024-03-08 10:14:54.000000000,103.38,PMT-004396
ALPHA,TXN-101648,MCH-029,2024-03-08 10:21:11.000000000,85.72,PMT-005773
ALPHA,TXN-900130,MCH-038,2024-03-08 10:58:20.000000000,175.74,PMT-007629
ALPHA,TXN-102116,MCH-032,2024-03-08 11:07:16.000000000,86.92,PMT-006439
ALPHA,TXN-100100,MCH-002,2024-03-08 11:44:52.000000000,68.93,PMT-000278
ALPHA,TXN-102684,MCH-039,2024-03-08 12:27:01.000000000,99.68,PMT-007904
ALPHA,TXN-100251,MCH-005,2024-03-08 14:38:58.000000000,287.76,PMT-000820
ALPHA,TXN-101755,MCH-029,2024-03-08 14:44:19.000000000,122.75,PMT-005880
ALPHA,TXN-101387,MCH-012,2024-03-08 15:08:40.000000000,81.8,PMT-002395
ALPHA,TXN-100439,MCH-007,2024-03-08 15:35:45.000000000,76.54,PMT-001243
ALPHA,TXN-101053,MCH-011,2024-03-08 17:53:57.000000000,76.56,PMT-002061
ALPHA,TXN-100950,MCH-010,2024-03-08 20:38:24.000000000,195.53,PMT-001958
ALPHA,TXN-102984,MCH-040,2024-03-08 20:49:57.000000000,115.45,PMT-008204
ALPHA,TXN-103125,MCH-041,2024-03-08 21:08:19.000000000,67.63,PMT-008345
ALPHA,TXN-100938,MCH-010,2024-03-08 21:47:04.000000000,75.47,PMT-001946
ALPHA,TXN-103336,MCH-050,2024-03-08 21:48:02.000000000,124.6,PMT-010130
ALPHA,TXN-101256,MCH-012,2024-03-08 22:02:20.000000000,132.51,PMT-002264
ALPHA,TXN-100709,MCH-008,2024-03-08 22:24:04.000000000,87.04,PMT-001513
ALPHA,TXN-101429,MCH-022,2024-03-08 22:29:11.000000000,71.55,PMT-004367
ALPHA,TXN-100227,MCH-005,2024-03-08 22:52:32.000000000,148.77,PMT-000796
ALPHA,TXN-102581,MCH-039,2024-03-08 23:13:18.000000000,64.45,PMT-007801
ALPHA,TXN-101890,MCH-031,2024-03-08 23:51:43.000000000,114.22,PMT-006213
ALPHA,TXN-100573,MCH-007,2024-03-08 23:55:46.000000000,109.26,PMT-001377
ALPHA,TXN-100510,MCH-007,2024-03-09 00:24:15.000000000,118.2,PMT-001314
ALPHA,TXN-100940,MCH-010,2024-03-09 01:42:21.000000000,48.71,PMT-001948
ALPHA,TXN-100196,MCH-002,2024-03-09 01:52:28.000000000,79.78,PMT-000374
ALPHA,TXN-100899,MCH-010,2024-03-09 01:53:29.000000000,146.37,PMT-001907
ALPHA,TXN-100369,MCH-005,2024-03-09 02:07:17.000000000,97.47,PMT-000938
ALPHA,TXN-101989,MCH-032,2024-03-09 02:51:18.000000000,48.94,PMT-006312
ALPHA,TXN-102014,MCH-032,2024-03-09 02:59:02.000000000,78.64,PMT-006337
ALPHA,TXN-102635,MCH-039,2024-03-09 03:15:29.000000000,196.52,PMT-007855
ALPHA,TXN-102752,MCH-039,2024-03-09 03:23:05.000000000,159.24,PMT-007972
ALPHA,TXN-100734,MCH-008,2024-03-09 03:24:09.000000000,43.18,PMT-001538
ALPHA,TXN-101642,MCH-029,2024-03-09 04:26:21.000000000,111.22,PMT-005767
ALPHA,TXN-100537,MCH-007,2024-03-09 05:19:25.000000000,135.58,PMT-001341
ALPHA,TXN-101842,MCH-031,2024-03-09 05:32:39.000000000,101.99,PMT-006165
ALPHA,TXN-103097,MCH-041,2024-03-09 05:40:07.000000000,180.23,PMT-008317
ALPHA,TXN-103078,MCH-041,2024-03-09 06:47:45.000000000,287.34,PMT-008298
ALPHA,TXN-101436,MCH-022,2024-03-09 07:16:29.000000000,170.55,PMT-004374
ALPHA,TXN-102443,MCH-038,2024-03-09 09:08:08.000000000,42.47,PMT-007663
ALPHA,TXN-101556,MCH-022,2024-03-09 09:22:03.000000000,208.84,PMT-004494
ALPHA,TXN-900060,MCH-050,2024-03-09 09:24:38.000000000,94.86,PMT-010157
ALPHA,TXN-900041,MCH-012,2024-03-09 09:27:07.000000000,78.34,PMT-002303
ALPHA,TXN-100052,MCH-002,2024-03-09 10:23:28.000000000,37.46,PMT-000230
ALPHA,TXN-101821,MCH-031,2024-03-09 11:04:11.000000000,302.03,PMT-006144
ALPHA,TXN-103306,MCH-050,2024-03-09 11:22:39.000000000,299.02,PMT-010100
ALPHA,TXN-103203,MCH-041,2024-03-09 11:27:55.000000000,244.4,PMT-008423
ALPHA,TXN-101319,MCH-012,2024-03-09 11:58:18.000000000,97.06,PMT-002327
ALPHA,TXN-101304,MCH-012,2024-03-09 12:33:26.000000000,204.9,PMT-002312
ALPHA,TXN-100324,MCH-005,2024-03-09 12:34:20.000000000,92.77,PMT-000893
ALPHA,TXN-100628,MCH-007,2024-03-09 13:51:19.000000000,213.56,PMT-001432
ALPHA,TXN-101857,MCH-031,2024-03-09 14:18:10.000000000,107.7,PMT-006180
ALPHA,TXN-100586,MCH-007,2024-03-09 14:42:11.000000000,113.84,PMT-001390
ALPHA,TXN-900091,MCH-005,2024-03-09 14:45:13.000000000,40.44,PMT-000878
ALPHA,TXN-103154,MCH-041,2024-03-09 15:05:30.000000000,120.57,PMT-008374
ALPHA,TXN-101798,MCH-031,2024-03-09 15:22:42.000000000,289.97,PMT-006121
ALPHA,TXN-850019,MCH-038,2024-03-09 15:26:20.446418551,114.55,PMT-VEL0005
ALPHA,TXN-100216,MCH-005,2024-03-09 16:21:38.000000000,157.0,PMT-000785
ALPHA,TXN-101822,MCH-031,2024-03-09 17:15:12.000000000,101.88,PMT-006145
ALPHA,TXN-101686,MCH-029,2024-03-09 17:17:40.000000000,488.57,PMT-005811
ALPHA,TXN-102367,MCH-036,2024-03-09 17:20:33.000000000,158.15,PMT-007353
ALPHA,TXN-102537,MCH-038,2024-03-09 18:21:06.000000000,123.57,PMT-007757
ALPHA,TXN-100904,MCH-010,2024-03-09 19:05:49.000000000,57.81,PMT-001912
ALPHA,TXN-102499,MCH-038,2024-03-09 19:11:05.000000000,118.06,PMT-007719
ALPHA,TXN-103038,MCH-041,2024-03-09 20:51:20.000000000,226.56,PMT-008258
ALPHA,TXN-101276,MCH-012,2024-03-09 21:19:57.000000000,53.54,PMT-002284
ALPHA,TXN-102174,MCH-032,2024-03-09 21:41:23.000000000,258.8,PMT-006497
ALPHA,TXN-102460,MCH-038,2024-03-09 21:56:17.000000000,84.96,PMT-007680
ALPHA,TXN-102903,MCH-040,2024-03-09 22:04:45.000000000,81.14,PMT-008123
ALPHA,TXN-102986,MCH-040,2024-03-09 22:09:11.000000000,95.24,PMT-008206
ALPHA,TXN-102002,MCH-032,2024-03-09 22:21:16.000000000,123.88,PMT-006325
