shift_id,employee_id,shift_start,shift_end,break_minutes,zone_code,supervisor_id,job_code,work_order_id,schedule_type,assigned_at
S007667,E0108,2024-02-21 08:48:00,2024-02-21 17:56:49,30,ZONE-A,E0126,Drive-r,WO0010,flex,2024-02-19 10:18:09
S007668,E0108,2024-02-23 13:40:00,2024-02-23 20:10:36,45,ZONE-C,E0106,DRIVER,WO0009,regular,2024-02-15 23:19:10
S007669,E0108,2024-02-24 13:42:00,2024-02-24 21:36:15,30,ZONE-A,E0129,load_er,WO0009,regular,2024-02-16 15:51:49
S007670,E0108,2024-02-25 15:43:00,2024-02-25 22:27:45,30,ZONE-C,E0129,Load-er,WO0012,regular,2024-02-23 03:04:29
S007671,E0108,2024-02-26 06:59:00,2024-02-26 15:38:21,45,ZONE-C,E0132,SUPERVISOR,WO0012,regular,2024-02-24 09:19:31
S007672,E0108,2024-02-27 15:36:00,2024-02-28 00:06:24,45,ZONE-C,E0112,LOADER,WO0009,flex,2024-02-24 05:07:13
S007673,E0108,2024-02-28 14:06:00,2024-02-28 23:47:19,30,ZONE-A,E0128,driver,WO0011,regular,2024-02-27 01:40:23
S007674,E0108,2024-02-29 12:25:00,2024-02-29 21:09:38,30,ZONE-C,E0138,DRIVER,WO0010,regular,2024-02-28 23:25:00
S007675,E0108,2024-03-01 07:03:00,2024-03-01 15:10:20,45,ZONE-C,E0121,DRIVER,WO0011,regular,2024-02-23 19:03:48
S007676,E0108,2024-03-03 14:05:00,2024-03-03 22:18:29,0,ZONE-D,E0111,driver,WO0012,flex,2024-03-02 13:21:08
S007677,E0108,2024-03-05 08:22:00,2024-03-05 15:50:50,0,ZONE-B,E0123,Super-visor,WO0012,flex,2024-03-04 19:22:00
S007678,E0108,2024-03-06 15:00:00,2024-03-07 00:03:23,30,ZONE-B,E0110,FORKLIFT,WO0010,flex,2024-03-03 02:48:35
S007679,E0108,2024-03-08 07:06:00,2024-03-08 14:08:54,30,ZONE-A,E0136,FORKLIFT,WO0010,regular,2024-03-07 05:13:51
S007680,E0108,2024-03-10 21:57:00,2024-03-11 05:38:59,30,ZONE-B,E0108,Drive-r,WO0011,regular,2024-02-29 21:57:00
S007681,E0108,2024-03-11 07:57:00,2024-03-11 15:26:37,45,ZONE-B,E0136,Load-er,WO0010,regular,2024-03-09 21:11:30
S007682,E0108,2024-03-12 14:54:00,2024-03-13 00:34:18,30,ZONE-D,E0109,forklift,WO0009,on_call,2024-03-10 20:01:36
S007683,E0108,2024-03-13 13:00:00,2024-03-13 21:33:45,30,ZONE-C,E0112,supervisor,WO0009,regular,2024-03-07 00:37:38
S007684,E0108,2024-03-14 15:37:00,2024-03-15 00:41:10,45,ZONE-D,E0106,driver,WO0009,regular,2024-03-07 09:37:30
S007685,E0108,2024-03-15 06:03:00,2024-03-15 14:35:51,45,ZONE-A,E0133,Drive-r,WO0011,regular,2024-03-08 23:23:58
S007686,E0108,2024-03-16 14:20:00,2024-03-16 20:55:47,30,ZONE-D,E0136,DRIVER,WO0012,regular,2024-03-06 14:20:00
S007687,E0108,2024-03-17 08:12:00,2024-03-17 16:37:37,30,ZONE-A,E0113,Supervisor,WO0010,flex,2024-03-13 20:50:40
S007688,E0108,2024-03-19 07:46:00,2024-03-19 17:01:40,30,ZONE-B,E0107,driver,WO0012,regular,2024-03-17 14:50:43
S007689,E0108,2024-03-21 13:25:00,2024-03-21 19:59:30,30,ZONE-D,E0124,DRIVER,WO0011,regular,2024-03-21 00:25:00
S007690,E0108,2024-03-22 09:49:00,2024-03-22 17:13:23,30,ZONE-D,E0134,supervisor,WO0012,flex,2024-03-21 18:41:16
S007691,E0108,2024-03-23 10:54:00,2024-03-23 18:47:58,30,ZONE-A,E0139,DRIVER,WO0011,on_call,2024-03-22 05:41:13
S007692,E0108,2024-03-25 10:33:00,2024-03-25 20:29:02,0,ZONE-B,E0102,forklift,WO0011,regular,2024-03-23 13:12:47
S007693,E0108,2024-03-27 11:07:00,2024-03-27 18:27:19,45,ZONE-C,E0135,fork_lift,WO0012,regular,2024-03-22 03:17:34
S007694,E0108,2024-03-28 08:45:00,2024-03-28 16:42:13,30,ZONE-D,E0128,fork_lift,WO0010,regular,2024-03-26 00:11:55
S007695,E0108,2024-03-29 09:18:00,2024-03-29 19:16:46,30,ZONE-B,E0119,driver,WO0011,regular,2024-03-25 13:45:14
S007696,E0108,2024-03-31 09:57:00,2024-03-31 19:01:53,0,ZONE-C,E0139,driver,WO0012,regular,2024-03-27 05:56:19
S007697,E0109,2024-01-02 15:53:00,2024-01-02 23:41:10,45,ZONE-B,E0123,forklift,WO0011,flex,2024-01-02 02:53:00
S007698,E0109,2024-01-04 13:05:00,2024-01-04 21:17:24,0,ZONE-A,E0122,FORKLIFT,WO0012,regular,2024-01-02 14:35:07
S007699,E0109,2024-01-05 07:34:00,2024-01-05 15:50:43,30,ZONE-B,E0118,FORKLIFT,WO0012,regular,2024-01-04 18:34:00
S007700,E0109,2024-01-06 06:27:00,2024-01-06 14:23:42,45,ZONE-C,E0118,Super-visor,WO0010,regular,2024-01-05 02:27:04
S007701,E0109,2024-01-08 11:44:00,2024-01-08 20:43:16,30,ZONE-D,E0133,load_er,WO0012,regular,2023-12-30 20:53:00
S007702,E0109,2024-01-09 12:39:00,2024-01-09 19:57:46,30,ZONE-B,E0128,Load-er,WO0011,regular,2024-01-07 22:24:44
S007703,E0109,2024-01-10 12:22:00,2024-01-10 19:07:37,45,ZONE-B,E0135,DRIVER,WO0010,regular,2024-01-09 11:12:40
S007704,E0109,2024-01-11 06:22:00,2024-01-11 14:54:39,45,ZONE-D,E0133,DRIVER,WO0010,regular,2024-01-10 09:12:58
S007705,E0109,2024-01-12 13:16:00,2024-01-12 21:21:41,0,ZONE-B,E0138,load_er,WO0012,regular,2024-01-08 21:14:55
S007706,E0109,2024-01-13 10:23:00,2024-01-13 20:10:56,45,ZONE-B,E0133,Load-er,WO0009,regular,2024-01-12 21:23:00
S007707,E0109,2024-01-14 12:12:00,2024-01-14 21:09:41,45,ZONE-C,E0127,LOADER,WO0012,regular,2024-01-11 18:55:46
S007708,E0109,2024-01-15 11:16:00,2024-01-15 20:58:06,45,ZONE-D,E0111,Load-er,WO0009,flex,2024-01-12 06:35:02
S007709,E0109,2024-01-16 12:53:00,2024-01-16 21:14:18,30,ZONE-D,E0106,load_er,WO0009,regular,2024-01-15 15:21:44
S007710,E0109,2024-01-17 13:43:00,2024-01-17 22:11:45,30,ZONE-B,E0108,driver,WO0010,regular,2024-01-16 08:29:48
S007711,E0109,2024-01-19 10:56:00,2024-01-19 17:40:13,30,ZONE-B,E0134,fork_lift,WO0009,regular,2024-01-18 19:43:36
S007712,E0109,2024-01-20 12:33:00,2024-01-20 21:35:13,30,ZONE-D,E0134,loader,WO0010,regular,2024-01-19 09:14:23
S007713,E0109,2024-01-21 06:15:00,2024-01-21 14:44:04,30,ZONE-D,E0102,FORKLIFT,WO0010,regular,2024-01-16 16:17:27
S007714,E0109,2024-01-22 10:10:00,2024-01-22 16:51:17,30,ZONE-C,E0109,load_er,WO0010,regular,2024-01-21 20:43:52
S007715,E0109,2024-01-23 10:37:00,2024-01-23 18:26:46,30,ZONE-D,E0136,supervisor,WO0009,flex,2024-01-22 01:32:23
S007716,E0109,2024-01-25 15:12:00,2024-01-26 00:12:16,30,ZONE-A,E0101,driver,WO0010,regular,2024-01-24 20:44:30
S007717,E0109,2024-01-26 21:54:00,2024-01-27 06:27:11,30,ZONE-A,E0140,driver,WO0011,regular,2024-01-19 20:45:41
S007718,E0109,2024-01-28 14:36:00,2024-01-28 23:00:02,45,ZONE-D,E0111,Super-visor,WO0010,regular,2024-01-25 06:52:32
S007719,E0109,2024-01-29 12:49:00,2024-01-29 21:25:44,0,ZONE-B,E0139,DRIVER,WO0009,flex,2024-01-28 23:49:00
S007720,E0109,2024-01-30 14:11:00,2024-01-30 23:16:42,30,ZONE-D,E0131,driver,WO0010,regular,2024-01-25 13:39:00
S007721,E0109,2024-01-31 15:36:00,2024-02-01 00:49:26,30,ZONE-B,E0112,fork_lift,WO0009,on_call,2024-01-31 02:07:23
S007722,E0109,2024-02-01 12:36:00,2024-02-01 20:31:00,30,ZONE-B,E0133,Drive-r,WO0010,regular,2024-01-30 14:23:46
S007723,E0109,2024-02-02 14:51:00,2024-02-02 22:22:34,30,ZONE-C,E0115,Load-er,WO0009,regular,2024-01-31 20:17:36
S007724,E0109,2024-02-03 15:27:00,2024-02-03 22:05:51,30,ZONE-B,E0140,load_er,WO0011,regular,2024-02-02 08:45:22
S007725,E0109,2024-02-04 07:02:00,2024-02-04 14:37:17,0,ZONE-D,E0126,fork_lift,WO0009,regular,2024-02-01 06:52:03
S007726,E0109,2024-02-05 14:29:00,2024-02-05 21:03:32,30,ZONE-B,E0119,Drive-r,WO0009,regular,2024-02-01 18:19:59
S007727,E0109,2024-02-06 13:11:00,2024-02-06 21:52:11,0,ZONE-D,E0101,Drive-r,WO0012,regular,2024-02-05 08:47:43
S007728,E0109,2024-02-07 10:24:00,2024-02-07 17:23:06,30,ZONE-B,E0140,LOADER,WO0009,on_call,2024-02-05 15:48:57
S007729,E0109,2024-02-08 06:34:00,2024-02-08 15:21:37,45,ZONE-B,E0140,Load-er,WO0009,flex,2024-02-05 00:47:52
S007730,E0109,2024-02-09 08:54:00,2024-02-09 17:27:36,0,ZONE-C,E0137,supervisor,WO0009,regular,2024-02-03 00:29:39
S007731,E0109,2024-02-11 12:02:00,2024-02-11 19:47:41,30,ZONE-A,E0134,Supervisor,WO0010,regular,2024-02-10 00:29:18
S007732,E0109,2024-02-12 13:46:00,2024-02-12 22:45:12,30,ZONE-A,E0125,FORKLIFT,WO0011,regular,2024-02-10 01:58:55
S007733,E0109,2024-02-13 15:11:00,2024-02-13 23:25:00,30,ZONE-A,E0119,Fork-Lift,WO0010,regular,2024-02-13 02:11:00
S007734,E0109,2024-02-14 08:04:00,2024-02-14 16:22:40,30,ZONE-C,E0102,load_er,WO0012,regular,2024-02-04 08:04:00
S007735,E0109,2024-02-15 14:07:00,2024-02-15 22:04:00,45,ZONE-D,E0114,Super-visor,WO0011,regular,2024-02-12 10:58:21
S007736,E0109,2024-02-16 07:25:00,2024-02-16 15:40:25,0,ZONE-D,E0106,Super-visor,WO0009,regular,2024-02-15 03:34:10
S007737,E0109,2024-02-17 15:26:00,2024-02-17 22:52:11,30,ZONE-B,E0113,forklift,WO0009,regular,2024-02-11 18:11:53
S007738,E0109,2024-02-19 15:48:00,2024-02-19 23:50:59,30,ZONE-D,E0112,DRIVER,WO0010,regular,2024-02-16 06:33:51
S007739,E0109,2024-02-20 12:17:00,2024-02-20 22:13:25,30,ZONE-C,E0101,fork_lift,WO0009,regular,2024-02-19 23:17:00
S007740,E0109,2024-02-21 07:28:00,2024-02-21 15:38:04,30,ZONE-A,E0133,DRIVER,WO0010,regular,2024-02-19 22:32:06
S007741,E0109,2024-02-22 13:55:00,2024-02-22 22:11:51,30,ZONE-D,E0129,load_er,WO0012,regular,2024-02-22 00:55:00
S007742,E0109,2024-02-23 11:27:00,2024-02-23 19:34:48,0,ZONE-B,E0113,load_er,WO0010,regular,2024-02-21 00:05:27
S007743,E0109,2024-02-24 15:59:00,2024-02-24 23:02:43,45,ZONE-B,E0126,driver,WO0011,regular,2024-02-24 02:59:00
S007744,E0109,2024-02-28 10:52:00,2024-02-28 18:15:03,45,ZONE-D,E0104,forklift,WO0010,regular,2024-02-24 06:31:01
S007745,E0109,2024-02-29 09:15:00,2024-02-29 17:03:06,45,ZONE-D,E0102,Drive-r,WO0012,regular,2024-02-27 06:44:42
S007746,E0109,2024-03-01 10:25:00,2024-03-01 17:34:09,45,ZONE-D,E0115,Drive-r,WO0012,regular,2024-02-27 00:02:43
S007747,E0109,2024-03-02 09:11:00,2024-03-02 17:23:47,45,ZONE-D,E0117,loader,WO0011,regular,2024-02-21 17:03:19
S007748,E0109,2024-03-03 12:43:00,2024-03-03 22:06:26,45,ZONE-C,E0135,Drive-r,WO0009,regular,2024-03-02 23:43:00
S007749,E0109,2024-03-05 08:39:00,2024-03-05 15:47:37,30,ZONE-D,E0105,load_er,WO0010,regular,2024-02-29 08:38:03
S007750,E0109,2024-03-06 12:48:00,2024-03-06 22:20:56,30,ZONE-C,E0107,DRIVER,WO0010,regular,2024-03-05 20:59:58
S007751,E0109,2024-03-07 12:46:00,2024-03-07 19:45:10,30,ZONE-A,E0102,Drive-r,WO0011,regular,2024-03-06 19:10:36
S007752,E0109,2024-03-08 10:40:00,2024-03-08 19:31:41,30,ZONE-D,E0133,loader,WO0012,regular,2024-03-06 16:53:22
S007753,E0109,2024-03-09 21:34:00,2024-03-10 06:22:50,30,ZONE-B,E0108,Load-er,WO0011,regular,2024-03-09 08:34:00
S007754,E0109,2024-03-10 12:43:00,2024-03-10 21:49:20,30,ZONE-D,E0137,driver,WO0009,regular,2024-02-29 12:43:00
S007755,E0109,2024-03-11 10:09:00,2024-03-11 19:34:53,45,ZONE-B,E0109,loader,WO0009,regular,2024-03-07 23:20:42
S007756,E0109,2024-03-12 13:02:00,2024-03-12 19:47:07,30,ZONE-A,E0138,SUPERVISOR,WO0009,regular,2024-03-05 09:41:39
S007757,E0109,2024-03-14 07:17:00,2024-03-14 16:20:07,30,ZONE-D,E0134,DRIVER,WO0011,flex,2024-03-04 07:17:00
S007758,E0109,2024-03-15 10:30:00,2024-03-15 17:42:47,45,ZONE-A,E0117,Drive-r,WO0010,regular,2024-03-14 22:42:03
S007759,E0109,2024-03-16 09:27:00,2024-03-16 16:04:11,30,ZONE-C,E0136,loader,WO0012,regular,2024-03-15 17:11:58
S007760,E0109,2024-03-17 12:01:00,2024-03-17 20:58:08,45,ZONE-A,E0109,Drive-r,WO0009,regular,2024-03-14 11:56:36
S007761,E0109,2024-03-18 09:48:00,2024-03-18 17:37:06,45,ZONE-D,E0136,fork_lift,WO0011,regular,2024-03-17 10:28:02
S007762,E0109,2024-03-19 09:46:00,2024-03-19 18:10:36,0,ZONE-C,E0134,loader,WO0009,regular,2024-03-09 18:39:18
S007763,E0109,2024-03-20 13:35:00,2024-03-20 23:24:00,30,ZONE-D,E0103,fork_lift,WO0011,regular,2024-03-19 06:01:23
S007764,E0109,2024-03-21 22:02:00,2024-03-22 06:28:41,30,ZONE-B,E0124,FORKLIFT,WO0011,regular,2024-03-19 02:37:23
S007765,E0109,2024-03-22 13:36:00,2024-03-22 21:10:31,30,ZONE-C,E0124,LOADER,WO0010,regular,2024-03-18 18:48:16
S007766,E0109,2024-03-23 11:01:00,2024-03-23 19:42:32,30,ZONE-B,E0113,FORKLIFT,WO0012,regular,2024-03-20 13:12:19
S007767,E0109,2024-03-24 10:42:00,2024-03-24 20:02:12,30,ZONE-B,E0103,Drive-r,WO0011,flex,2024-03-21 11:42:28
S007768,E0109,2024-03-26 08:08:00,2024-03-26 16:57:05,30,ZONE-A,E0129,forklift,WO0012,regular,2024-03-25 10:13:53
S007769,E0109,2024-03-27 10:58:00,2024-03-27 17:54:12,45,ZONE-C,E0102,driver,WO0011,regular,2024-03-26 21:58:00
S007770,E0109,2024-03-28 11:32:00,2024-03-28 21:01:44,30,ZONE-B,E0117,driver,WO0009,regular,2024-03-27 13:31:05
S007771,E0109,2024-03-29 13:37:00,2024-03-29 22:59:45,30,ZONE-B,E0115,driver,WO0009,regular,2024-03-29 00:37:00
S007772,E0109,2024-03-30 15:41:00,2024-03-30 23:55:16,30,ZONE-A,E0125,driver,WO0009,regular,2024-03-28 16:23:21
S007773,E0109,2024-03-31 14:12:00,2024-03-31 23:47:31,0,ZONE-B,E0118,loader,WO0012,regular,2024-03-28 15:40:25
S007774,E0110,2024-01-01 15:52:00,2024-01-02 00:24:54,30,ZONE-B,E0136,SUPERVISOR,WO0009,flex,2023-12-31 14:43:55
S007775,E0110,2024-01-03 07:10:00,2024-01-03 13:55:22,45,ZONE-C,E0124,Supervisor,WO0009,regular,2024-01-02 18:10:00
S007776,E0110,2024-01-06 10:13:00,2024-01-06 19:09:12,0,ZONE-B,E0123,Supervisor,WO0011,regular,2024-01-05 16:23:19
S007777,E0110,2024-01-07 08:07:00,2024-01-07 14:42:46,45,ZONE-D,E0127,fork_lift,WO0011,regular,2024-01-05 10:36:19
S007778,E0110,2024-01-08 12:50:00,2024-01-08 22:21:46,30,ZONE-B,E0131,driver,WO0012,regular,2024-01-06 03:43:48
S007779,E0110,2024-01-10 11:46:00,2024-01-10 18:36:30,30,ZONE-C,E0126,driver,WO0010,regular,2024-01-09 12:41:39
S007780,E0110,2024-01-11 13:05:00,2024-01-11 19:47:32,0,ZONE-B,E0102,driver,WO0010,regular,2024-01-01 13:05:00
S007781,E0110,2024-01-12 10:59:00,2024-01-12 20:18:28,0,ZONE-C,E0101,Fork-Lift,WO0012,regular,2024-01-08 21:19:24
S007782,E0110,2024-01-14 11:13:00,2024-01-14 19:04:47,30,ZONE-A,E0125,supervisor,WO0011,regular,2024-01-13 22:13:00
S007783,E0110,2024-01-15 15:25:00,2024-01-15 23:50:58,45,ZONE-A,E0114,Super-visor,WO0010,flex,2024-01-14 12:16:50
S007784,E0110,2024-01-16 07:15:00,2024-01-16 16:57:50,30,ZONE-B,E0128,loader,WO0009,regular,2024-01-15 18:15:00
S007785,E0110,2024-01-17 11:50:00,2024-01-17 19:38:41,30,ZONE-B,E0112,DRIVER,WO0010,regular,2024-01-16 19:56:19
S007786,E0110,2024-01-20 15:45:00,2024-01-20 22:58:18,30,ZONE-D,E0137,Drive-r,WO0011,regular,2024-01-19 08:13:21
S007787,E0110,2024-01-21 11:28:00,2024-01-21 20:29:41,30,ZONE-C,E0112,DRIVER,WO0011,flex,2024-01-18 10:07:32
S007788,E0110,2024-01-23 12:26:00,2024-01-23 21:47:06,30,ZONE-B,E0113,driver,WO0011,regular,2024-01-19 04:37:48
S007789,E0110,2024-01-24 12:53:00,2024-01-24 22:14:54,0,ZONE-D,E0138,FORKLIFT,WO0009,regular,2024-01-23 04:08:08
S007790,E0110,2024-01-25 13:48:00,2024-01-25 22:03:59,45,ZONE-C,E0108,SUPERVISOR,WO0011,regular,2024-01-25 00:48:00
S007791,E0110,2024-01-26 11:16:00,2024-01-26 19:26:22,30,ZONE-C,E0123,DRIVER,WO0012,regular,2024-01-24 03:59:27
S007792,E0110,2024-01-28 08:31:00,2024-01-28 18:16:40,45,ZONE-A,E0119,Load-er,WO0010,regular,2024-01-26 16:58:33
S007793,E0110,2024-01-29 11:27:00,2024-01-29 19:25:31,30,ZONE-C,E0136,SUPERVISOR,WO0012,regular,2024-01-23 06:15:48
S007794,E0110,2024-01-30 21:56:00,2024-01-31 05:47:24,30,ZONE-D,E0114,Drive-r,WO0009,flex,2024-01-30 08:56:00
S007795,E0110,2024-01-31 13:24:00,2024-01-31 19:55:01,30,ZONE-B,E0126,Supervisor,WO0010,flex,2024-01-27 01:15:46
S007796,E0110,2024-02-02 12:34:00,2024-02-02 19:52:38,45,ZONE-D,E0140,SUPERVISOR,WO0009,flex,2024-01-31 20:44:11
S007797,E0110,2024-02-03 07:28:00,2024-02-03 15:57:11,30,ZONE-D,E0123,Supervisor,WO0009,regular,2024-01-30 02:29:16
S007798,E0110,2024-02-04 09:44:00,2024-02-04 19:04:09,45,ZONE-D,E0130,DRIVER,WO0010,regular,2024-02-03 20:44:00
S007799,E0110,2024-02-05 06:04:00,2024-02-05 13:32:05,30,ZONE-C,E0114,supervisor,WO0012,regular,2024-02-04 12:36:40
S007800,E0110,2024-02-06 08:41:00,2024-02-06 17:27:24,30,ZONE-B,E0115,driver,WO0009,flex,2024-02-04 19:46:10
S007801,E0110,2024-02-07 14:19:00,2024-02-07 22:35:05,30,ZONE-D,E0108,Drive-r,WO0009,regular,2024-02-06 00:30:55
S007802,E0110,2024-02-08 07:38:00,2024-02-08 16:17:54,30,ZONE-A,E0110,Drive-r,WO0011,regular,2024-02-07 12:56:45
S007803,E0110,2024-02-10 15:09:00,2024-02-10 22:07:09,45,ZONE-A,E0115,Drive-r,WO0011,flex,2024-02-09 11:52:13
S007804,E0110,2024-02-11 11:42:00,2024-02-11 18:47:14,45,ZONE-A,E0104,LOADER,WO0012,flex,2024-02-09 09:16:06
S007805,E0110,2024-02-12 09:20:00,2024-02-12 17:49:36,30,ZONE-C,E0130,load_er,WO0011,regular,2024-02-10 16:54:25
S007806,E0110,2024-02-13 07:29:00,2024-02-13 14:29:51,45,ZONE-D,E0140,load_er,WO0009,regular,2024-02-12 06:13:19
S007807,E0110,2024-02-14 11:31:00,2024-02-14 19:46:21,45,ZONE-C,E0114,fork_lift,WO0010,regular,2024-02-13 02:20:49
S007808,E0110,2024-02-17 10:43:00,2024-02-17 20:19:03,30,ZONE-B,E0115,Supervisor,WO0012,regular,2024-02-15 07:00:52
S007809,E0110,2024-02-19 15:24:00,2024-02-19 23:42:16,0,ZONE-A,E0119,loader,WO0009,regular,2024-02-18 22:47:52
S007810,E0110,2024-02-20 15:54:00,2024-02-20 23:36:31,30,ZONE-B,E0115,loader,WO0012,flex,2024-02-15 19:17:17
S007811,E0110,2024-02-21 07:07:00,2024-02-21 15:11:17,30,ZONE-B,E0125,Drive-r,WO0011,regular,2024-02-17 10:17:49
S007812,E0110,2024-02-22 09:40:00,2024-02-22 17:56:46,30,ZONE-D,E0116,fork_lift,WO0010,regular,2024-02-20 14:10:34
S007813,E0110,2024-02-23 13:52:00,2024-02-23 23:04:22,30,ZONE-A,E0132,fork_lift,WO0011,on_call,2024-02-23 00:52:00
S007814,E0110,2024-02-25 14:41:00,2024-02-26 00:39:18,30,ZONE-D,E0104,Fork-Lift,WO0012,flex,2024-02-24 06:12:43
S007815,E0110,2024-02-26 07:52:00,2024-02-26 16:21:31,45,ZONE-B,E0107,FORKLIFT,WO0012,regular,2024-02-19 04:07:32
S007816,E0110,2024-02-27 11:11:00,2024-02-27 20:26:48,30,ZONE-C,E0113,DRIVER,WO0009,regular,2024-02-26 12:16:13
S007817,E0110,2024-02-29 06:26:00,2024-02-29 14:39:53,30,ZONE-B,E0129,driver,WO0011,regular,2024-02-24 11:16:39
S007818,E0110,2024-03-03 22:53:00,2024-03-04 08:04:42,30,ZONE-B,E0111,DRIVER,WO0010,regular,2024-02-29 17:34:12
S007819,E0110,2024-03-04 09:06:00,2024-03-04 18:27:09,0,ZONE-C,E0111,Load-er,WO0011,regular,2024-03-03 20:06:00
S007820,E0110,2024-03-05 14:17:00,2024-03-05 23:41:13,0,ZONE-C,E0116,loader,WO0009,regular,2024-02-24 21:56:52
S007821,E0110,2024-03-06 08:16:00,2024-03-06 16:48:31,45,ZONE-A,E0136,Fork-Lift,WO0012,regular,2024-03-02 19:05:24
S007822,E0110,2024-03-07 10:14:00,2024-03-07 19:22:43,30,ZONE-D,E0136,Load-er,WO0009,flex,2024-02-27 04:38:24
S007823,E0110,2024-03-08 07:18:00,2024-03-08 15:26:28,30,ZONE-C,E0107,loader,WO0012,regular,2024-03-07 08:33:08
S007824,E0110,2024-03-09 12:52:00,2024-03-09 22:45:23,45,ZONE-C,E0124,loader,WO0009,flex,2024-03-08 23:52:00
S007825,E0110,2024-03-10 11:45:00,2024-03-10 20:15:54,30,ZONE-B,E0134,Load-er,WO0011,regular,2024-03-09 22:45:00
S007826,E0110,2024-03-11 08:16:00,2024-03-11 15:10:49,30,ZONE-A,E0134,Load-er,WO0010,regular,2024-03-01 08:16:00
S007827,E0110,2024-03-12 13:52:00,2024-03-12 21:49:11,0,ZONE-C,E0123,DRIVER,WO0012,regular,2024-03-06 23:09:02
S007828,E0110,2024-03-13 09:13:00,2024-03-13 18:14:12,30,ZONE-D,E0111,Drive-r,WO0009,flex,2024-03-10 09:14:39
S007829,E0110,2024-03-14 09:35:00,2024-03-14 16:06:23,30,ZONE-D,E0120,driver,WO0011,regular,2024-03-12 20:08:14
S007830,E0110,2024-03-15 10:51:00,2024-03-15 19:23:44,30,ZONE-C,E0130,DRIVER,WO0012,regular,2024-03-14 14:57:04
S007831,E0110,2024-03-17 07:48:00,2024-03-17 15:04:38,0,ZONE-B,E0117,LOADER,WO0011,regular,2024-03-16 23:33:21
S007832,E0110,2024-03-19 09:21:00,2024-03-19 15:51:59,30,ZONE-D,E0116,driver,WO0011,regular,2024-03-18 20:21:00
S007833,E0110,2024-03-20 12:14:00,2024-03-20 21:23:41,30,ZONE-A,E0140,forklift,WO0010,regular,2024-03-17 06:39:17
S007834,E0110,2024-03-22 08:57:00,2024-03-22 17:11:57,45,ZONE-C,E0129,Drive-r,WO0012,regular,2024-03-20 16:37:59
S007835,E0110,2024-03-23 14:23:00,2024-03-23 22:38:30,30,ZONE-D,E0110,fork_lift,WO0010,regular,2024-03-23 01:23:00
S007836,E0110,2024-03-24 11:55:00,2024-03-24 20:19:02,30,ZONE-C,E0136,DRIVER,WO0009,regular,2024-03-23 22:55:00
S007837,E0110,2024-03-25 10:24:00,2024-03-25 19:04:33,45,ZONE-D,E0133,forklift,WO0012,flex,2024-03-22 04:12:00
S007838,E0110,2024-03-28 11:33:00,2024-03-28 20:14:55,45,ZONE-B,E0122,driver,WO0011,regular,2024-03-23 19:25:09
S007839,E0110,2024-03-29 10:58:00,2024-03-29 19:21:06,0,ZONE-D,E0125,Supervisor,WO0011,on_call,2024-03-28 20:40:11
S007840,E0110,2024-03-30 08:09:00,2024-03-30 16:08:00,30,ZONE-A,E0110,Load-er,WO0010,regular,2024-03-29 19:09:00
S007841,E0111,2024-01-01 14:57:00,2024-01-01 22:11:16,0,ZONE-B,E0101,LOADER,WO0012,flex,2023-12-30 07:12:27
S007842,E0111,2024-01-03 10:07:00,2024-01-03 17:59:49,30,ZONE-D,E0104,load_er,WO0011,on_call,2024-01-01 20:42:55
S007843,E0111,2024-01-04 11:19:00,2024-01-04 19:08:01,45,ZONE-C,E0107,DRIVER,WO0009,regular,2024-01-02 08:35:01
S007844,E0111,2024-01-05 07:56:00,2024-01-05 16:12:52,30,ZONE-D,E0119,driver,WO0012,regular,2023-12-31 14:25:53
S007845,E0111,2024-01-06 11:09:00,2024-01-06 17:50:09,0,ZONE-B,E0138,driver,WO0011,regular,2024-01-05 10:03:56
S007846,E0111,2024-01-07 11:18:00,2024-01-07 20:53:30,30,ZONE-A,E0124,load_er,WO0011,regular,2024-01-06 22:18:00
S007847,E0111,2024-01-08 12:33:00,2024-01-08 21:05:02,30,ZONE-B,E0101,forklift,WO0010,regular,2024-01-07 03:46:36
S007848,E0111,2024-01-09 14:36:00,2024-01-09 22:12:39,45,ZONE-B,E0117,Load-er,WO0009,regular,2024-01-05 06:05:37
S007849,E0111,2024-01-10 10:28:00,2024-01-10 17:26:01,30,ZONE-D,E0137,SUPERVISOR,WO0009,regular,2024-01-08 01:20:16
S007850,E0111,2024-01-11 07:56:00,2024-01-11 17:05:32,45,ZONE-C,E0122,forklift,WO0010,regular,2024-01-06 15:10:49
S007851,E0111,2024-01-12 15:38:00,2024-01-13 00:58:47,30,ZONE-B,E0116,driver,WO0009,on_call,2024-01-10 12:58:12
S007852,E0111,2024-01-13 10:02:00,2024-01-13 18:37:35,0,ZONE-B,E0128,DRIVER,WO0009,regular,2024-01-11 17:46:24
S007853,E0111,2024-01-14 09:49:00,2024-01-14 17:36:59,30,ZONE-D,E0124,DRIVER,WO0011,regular,2024-01-04 09:49:00
S007854,E0111,2024-01-17 11:12:00,2024-01-17 19:05:11,30,ZONE-D,E0131,Fork-Lift,WO0010,on_call,2024-01-15 09:13:05
S007855,E0111,2024-01-18 07:59:00,2024-01-18 17:37:42,30,ZONE-B,E0134,Drive-r,WO0009,regular,2024-01-17 06:06:15
S007856,E0111,2024-01-19 09:32:00,2024-01-19 18:15:13,30,ZONE-B,E0119,driver,WO0011,flex,2024-01-17 20:34:16
