payment_id,bank_account_token,payment_date,amount,vendor_id,business_unit,batch_id,payment_method
PAY-200669,TKN-15A308FCCBF587B2,2024-09-21,5272.93,V-L034,BU_SOUTH,BATCH-20240921-14,ACH
PAY-201193,TKN-21AB9E2101A73A02,2024-07-26,3000.0,V-L004,BU_EAST,BATCH-20240726-16,Wire
PAY-200252,TKN-79D10C23D9DC1EF8,2024-08-01,1438.18,V-L024,BU_NORTH,BATCH-20240801-14,ACH
PAY-201525,TKN-15A308FCCBF587B2,2024-08-15,6238.01,V-L034,BU_SOUTH,BATCH-20240815-06,Wire
PAY-201487,TKN-27039B6F7B661D17,2024-10-06,651.81,V-L014,BU_WEST,BATCH-20241006-04,Wire
PAY-201685,TKN-09E8916C02DA72FA,2024-08-19,1648.21,V-L039,BU_SOUTH,BATCH-20240819-19,Wire
PAY-200965,TKN-96871116180AFE23,2024-08-19,2934.31,V-L023,BU_NORTH,BATCH-20240819-13,Wire
PAY-200779,TKN-776A501F68B9461E,2024-09-02,1692.36,V-L003,BU_EAST,BATCH-20240902-18,ACH
PAY-201080,TKN-817D1A9933704238,2024-09-22,9394.75,V-L025,BU_NORTH,BATCH-20240922-19,Wire
PAY-200333,TKN-776A501F68B9461E,2024-07-16,1842.27,V-L003,BU_EAST,BATCH-20240716-05,ACH
PAY-200721,TKN-96871116180AFE23,2024-08-27,344.48,V-L023,BU_NORTH,BATCH-20240827-09,Wire
PAY-201164,TKN-11F3DE591C63624A,2024-09-08,1000.0,V-L007,BU_EAST,BATCH-20240908-15,ACH
PAY-200922,TKN-502C2E18DBA84884,2024-08-03,387.32,V-L011,BU_WEST,BATCH-20240803-08,ACH
PAY-201178,TKN-93AE6358218DA24A,2024-10-21,977.45,V-L031,BU_SOUTH,BATCH-20241021-13,ACH
PAY-200068,TKN-9E9D30C81FF23CAC,2024-08-20,2564.31,V-L006,BU_EAST,BATCH-20240820-19,Check
PAY-201284,TKN-A3D5A2952B5FEC52,2024-10-14,1774.93,V-L040,BU_SOUTH,BATCH-20241014-13,Wire
PAY-200711,TKN-AC65057922F81A94,2024-09-20,362.04,V-L015,BU_WEST,BATCH-20240920-18,Check
PAY-200142,TKN-502C2E18DBA84884,2024-11-03,3499.64,V-L011,BU_WEST,BATCH-20241103-09,Check
PAY-201237,TKN-817D1A9933704238,2024-08-28,131.16,V-L025,BU_NORTH,BATCH-20240828-10,ACH
PAY-200833,TKN-AC65057922F81A94,2024-08-16,1000.0,V-L015,BU_WEST,BATCH-20240816-13,ACH
PAY-200562,TKN-A33E6A14CA9F1D1B,2024-08-11,2194.45,V-L035,BU_SOUTH,BATCH-20240811-08,Wire
PAY-201229,TKN-2EADDE56632643BD,2024-11-02,1000.0,V-L013,BU_WEST,BATCH-20241102-08,ACH
PAY-201658,TKN-79D10C23D9DC1EF8,2024-09-28,1000.0,V-L024,BU_NORTH,BATCH-20240928-09,Check
PAY-200602,TKN-4BE95D6A6198BFB5,2024-09-24,9626.73,V-L012,BU_WEST,BATCH-20240924-11,ACH
PAY-200556,TKN-2EADDE56632643BD,2024-08-24,509.03,V-L013,BU_WEST,BATCH-20240824-03,Check
PAY-200395,TKN-B31AC7D73F3D7751,2024-09-15,3796.48,V-L001,BU_EAST,BATCH-20240915-08,ACH
PAY-200465,TKN-48EDFC26DC16E10D,2024-08-17,1674.41,V-L022,BU_NORTH,BATCH-20240817-11,ACH
PAY-201296,TKN-263FC1BCC18E47D2,2024-08-03,193.01,V-L026,BU_NORTH,BATCH-20240803-19,Wire
PAY-200998,TKN-0C3CB92313DFFD23,2024-09-23,469.74,V-L010,BU_EAST,BATCH-20240923-19,ACH
PAY-201161,TKN-0C3516518BC321B0,2024-08-01,3918.31,V-L019,BU_WEST,BATCH-20240801-08,Wire
PAY-200351,TKN-1AD8564EF7F8A95F,2024-10-14,13834.58,V-L038,BU_SOUTH,BATCH-20241014-18,Wire
PAY-201207,TKN-30D620713DA80782,2024-10-09,24776.5,V-L029,BU_NORTH,BATCH-20241009-08,ACH
PAY-201569,TKN-B31AC7D73F3D7751,2024-07-21,5970.51,V-L001,BU_EAST,BATCH-20240721-14,ACH
PAY-200271,TKN-0C3CB92313DFFD23,2024-08-04,5477.16,V-L009,BU_EAST,BATCH-20240804-10,ACH
PAY-200185,TKN-30D620713DA80782,2024-10-30,995.26,V-L029,BU_NORTH,BATCH-20241030-14,Check
PAY-201471,TKN-776A501F68B9461E,2024-09-26,229.75,V-L003,BU_EAST,BATCH-20240926-12,Wire
PAY-200245,TKN-EBFE0BAD5162A916,2024-08-09,3600.0,V-6001,BU_EAST,BATCH-20240809-19,ACH
PAY-201133,TKN-4234DCDEE24D843A,2024-10-31,10744.91,V-L020,BU_WEST,BATCH-20241031-14,Check
PAY-200276,TKN-263FC1BCC18E47D2,2024-08-17,1682.63,V-L026,BU_NORTH,BATCH-20240817-09,ACH
PAY-201657,TKN-0C3516518BC321B0,2024-10-13,622.47,V-L019,BU_WEST,BATCH-20241013-08,Check
PAY-200651,TKN-D20C58445CF68EE0,2024-08-30,435.7,V-L030,BU_NORTH,BATCH-20240830-03,ACH
PAY-200758,TKN-4E22EE139384365C,2024-08-13,4400.0,V-1002,BU_EAST,BATCH-20240813-09,Wire
PAY-201241,TKN-A33E6A14CA9F1D1B,2024-08-15,5173.58,V-L035,BU_SOUTH,BATCH-20240815-04,Check
PAY-200251,TKN-A9429345671A5713,2024-08-09,7046.47,V-L005,BU_EAST,BATCH-20240809-01,ACH
PAY-201582,TKN-817D1A9933704238,2024-09-14,6680.61,V-L025,BU_NORTH,BATCH-20240914-15,ACH
PAY-201119,TKN-4BE95D6A6198BFB5,2024-08-26,1422.89,V-L012,BU_WEST,BATCH-20240826-13,ACH
PAY-200893,TKN-09EDCFBE46A53DD2,2024-09-26,4200.0,V-5002,BU_SOUTH,BATCH-20240926-03,ACH
PAY-200298,TKN-8F6150DB3D331262,2024-09-27,456.6,V-L002,BU_EAST,BATCH-20240927-18,ACH
PAY-200783,TKN-79D10C23D9DC1EF8,2024-10-06,2712.77,V-L024,BU_NORTH,BATCH-20241006-12,ACH
PAY-200480,TKN-B3FBCDADBDB277A0,2024-11-04,554.03,V-L017,BU_WEST,BATCH-20241104-18,Wire
PAY-200947,TKN-5F53880E4DB24CFE,2024-10-10,6750.0,V-4002,BU_NORTH,BATCH-20241010-19,ACH
PAY-201455,TKN-AC65057922F81A94,2024-08-27,1022.06,V-L015,BU_WEST,BATCH-20240827-18,ACH
PAY-200629,TKN-96871116180AFE23,2024-08-21,750.14,V-L023,BU_NORTH,BATCH-20240821-14,ACH
PAY-201062,TKN-2EADDE56632643BD,2024-09-10,1671.1,V-L013,BU_WEST,BATCH-20240910-18,ACH
PAY-201327,TKN-AC65057922F81A94,2024-09-27,6315.91,V-L015,BU_WEST,BATCH-20240927-12,Wire
PAY-200171,TKN-2C4A465DFC73B6D8,2024-09-27,6788.33,V-L016,BU_WEST,BATCH-20240927-05,ACH
PAY-200332,TKN-2C4A465DFC73B6D8,2024-07-19,1236.52,V-L016,BU_WEST,BATCH-20240719-14,ACH
PAY-200555,TKN-A77930C9ACD03ACF,2024-09-09,2000.0,V-6002,BU_WEST,BATCH-20240909-10,ACH
PAY-201075,TKN-09EDCFBE46A53DD2,2024-08-12,1600.0,V-5001,BU_SOUTH,BATCH-20240812-15,ACH
PAY-200482,TKN-817D1A9933704238,2024-09-29,231.83,V-L025,BU_NORTH,BATCH-20240929-16,ACH
PAY-201069,TKN-1054BDE195270D33,2024-09-23,1439.72,V-L032,BU_SOUTH,BATCH-20240923-17,ACH
PAY-200632,TKN-1054BDE195270D33,2024-07-08,134.54,V-L032,BU_SOUTH,BATCH-20240708-12,ACH
PAY-200820,TKN-93AE6358218DA24A,2024-08-28,1271.99,V-L031,BU_SOUTH,BATCH-20240828-15,ACH
PAY-201520,TKN-A77930C9ACD03ACF,2024-10-15,5400.0,V-6002,BU_WEST,BATCH-20241015-08,ACH
PAY-201231,TKN-59BEB7DEC80045CC,2024-10-03,4943.49,V-L028,BU_NORTH,BATCH-20241003-11,ACH
PAY-200487,TKN-2C4A465DFC73B6D8,2024-08-07,1371.08,V-L016,BU_WEST,BATCH-20240807-17,Wire
PAY-200933,TKN-A77930C9ACD03ACF,2024-07-18,2400.0,V-6002,BU_WEST,BATCH-20240718-04,ACH
PAY-200652,TKN-27039B6F7B661D17,2024-09-17,3537.74,V-L014,BU_WEST,BATCH-20240917-11,Wire
PAY-200176,TKN-59BEB7DEC80045CC,2024-08-16,434.39,V-L028,BU_NORTH,BATCH-20240816-08,ACH
PAY-200583,TKN-21AB9E2101A73A02,2024-08-12,11524.05,V-L004,BU_EAST,BATCH-20240812-09,ACH
PAY-200483,TKN-B3FBCDADBDB277A0,2024-10-20,2930.06,V-L017,BU_WEST,BATCH-20241020-19,ACH
PAY-201595,TKN-93AE6358218DA24A,2024-09-21,385.1,V-L031,BU_SOUTH,BATCH-20240921-11,Wire
PAY-201331,TKN-2C4A465DFC73B6D8,2024-09-19,1581.33,V-L016,BU_WEST,BATCH-20240919-08,ACH
PAY-200353,TKN-1AD8564EF7F8A95F,2024-09-18,1549.84,V-L038,BU_SOUTH,BATCH-20240918-09,Wire
PAY-200814,TKN-81C9A022002FCABD,2024-09-11,3600.0,V-3001,BU_SOUTH,BATCH-20240911-05,Wire
PAY-200907,TKN-1AD8564EF7F8A95F,2024-10-13,16412.17,V-L038,BU_SOUTH,BATCH-20241013-11,ACH
PAY-200199,TKN-A9429345671A5713,2024-09-29,1463.17,V-L005,BU_EAST,BATCH-20240929-19,ACH
PAY-200016,TKN-93AE6358218DA24A,2024-09-27,608.84,V-L031,BU_SOUTH,BATCH-20240927-16,ACH
PAY-200266,TKN-A0DBF207304841D9,2024-09-07,1350.0,V-2002,BU_WEST,BATCH-20240907-08,Check
PAY-201206,TKN-D4FABCCC216B15D5,2024-09-29,2972.94,V-L021,BU_NORTH,BATCH-20240929-13,ACH
PAY-200963,TKN-9E9D30C81FF23CAC,2024-09-21,823.12,V-L006,BU_EAST,BATCH-20240921-13,ACH
PAY-201570,TKN-4C60DFF373752966,2024-08-18,3000.0,V-L033,BU_SOUTH,BATCH-20240818-14,ACH
PAY-200440,TKN-1AD8564EF7F8A95F,2024-08-10,1080.24,V-L038,BU_SOUTH,BATCH-20240810-09,ACH
PAY-200665,TKN-4C60DFF373752966,2024-10-19,385.59,V-L033,BU_SOUTH,BATCH-20241019-02,ACH
PAY-201048,TKN-09EDCFBE46A53DD2,2024-07-31,2800.0,V-5001,BU_SOUTH,BATCH-20240731-16,Wire
PAY-200675,TKN-817D1A9933704238,2024-08-05,76.25,V-L025,BU_NORTH,BATCH-20240805-19,Check
PAY-200940,TKN-A3D5A2952B5FEC52,2024-08-18,278.63,V-L040,BU_SOUTH,BATCH-20240818-14,ACH
PAY-200200,TKN-4BE95D6A6198BFB5,2024-09-06,462.4,V-L012,BU_WEST,BATCH-20240906-01,Check
PAY-201279,TKN-A0DBF207304841D9,2024-09-05,2250.0,V-2002,BU_WEST,BATCH-20240905-13,Check
PAY-200417,TKN-09E8916C02DA72FA,2024-09-12,2304.47,V-L039,BU_SOUTH,BATCH-20240912-11,Check
PAY-201286,TKN-1054BDE195270D33,2024-09-27,1248.99,V-L032,BU_SOUTH,BATCH-20240927-15,ACH
PAY-200372,TKN-4E22EE139384365C,2024-08-24,3600.0,V-1002,BU_EAST,BATCH-20240824-02,ACH
PAY-201038,TKN-81C9A022002FCABD,2024-09-16,5400.0,V-3001,BU_SOUTH,BATCH-20240916-10,ACH
PAY-200630,TKN-96871116180AFE23,2024-07-29,1117.39,V-L023,BU_NORTH,BATCH-20240729-16,ACH
PAY-201081,TKN-1054BDE195270D33,2024-10-05,429.56,V-L032,BU_SOUTH,BATCH-20241005-01,ACH
PAY-200549,TKN-5F53880E4DB24CFE,2024-07-23,4400.0,V-4002,BU_NORTH,BATCH-20240723-08,ACH
PAY-201698,TKN-A3D5A2952B5FEC52,2024-09-19,2355.3,V-L040,BU_SOUTH,BATCH-20240919-16,Wire
PAY-200486,TKN-48EDFC26DC16E10D,2024-08-05,1361.13,V-L022,BU_NORTH,BATCH-20240805-19,ACH
PAY-200057,TKN-1AD8564EF7F8A95F,2024-09-03,2036.07,V-L038,BU_SOUTH,BATCH-20240903-11,Check
PAY-200622,TKN-81AF144DE43C96A0,2024-08-19,1507.78,V-L008,BU_EAST,BATCH-20240819-10,ACH
PAY-200939,TKN-96871116180AFE23,2024-08-03,18893.7,V-L023,BU_NORTH,BATCH-20240803-03,ACH
PAY-200044,TKN-0C3CB92313DFFD23,2024-09-26,4031.27,V-L010,BU_EAST,BATCH-20240926-09,ACH
PAY-200101,TKN-A9429345671A5713,2024-09-28,225.45,V-L005,BU_EAST,BATCH-20240928-18,ACH
PAY-200275,TKN-A9429345671A5713,2024-07-23,1794.55,V-L005,BU_EAST,BATCH-20240723-08,Check
PAY-201194,TKN-59BEB7DEC80045CC,2024-08-20,280.09,V-L028,BU_NORTH,BATCH-20240820-06,Check
PAY-200102,TKN-263FC1BCC18E47D2,2024-09-20,17693.45,V-L026,BU_NORTH,BATCH-20240920-03,ACH
PAY-200818,TKN-11F3DE591C63624A,2024-09-13,5254.18,V-L007,BU_EAST,BATCH-20240913-12,ACH
PAY-200108,TKN-0C3516518BC321B0,2024-08-29,569.07,V-L019,BU_WEST,BATCH-20240829-06,Wire
PAY-201632,TKN-1054BDE195270D33,2024-09-04,1000.0,V-L032,BU_SOUTH,BATCH-20240904-18,Wire
PAY-201689,TKN-27039B6F7B661D17,2024-08-24,1189.72,V-L014,BU_WEST,BATCH-20240824-12,ACH
PAY-201492,TKN-56FA90433DC9F13E,2024-10-04,699.43,V-L036,BU_SOUTH,BATCH-20241004-15,ACH
PAY-201363,TKN-15A308FCCBF587B2,2024-07-30,1058.46,V-L034,BU_SOUTH,BATCH-20240730-05,Wire
PAY-201687,TKN-E6316F607B123ACD,2024-08-17,5075.13,V-L027,BU_NORTH,BATCH-20240817-08,Check
PAY-200680,TKN-0C3516518BC321B0,2024-10-02,3324.9,V-L018,BU_WEST,BATCH-20241002-01,ACH
PAY-201450,TKN-E6316F607B123ACD,2024-07-06,1740.89,V-L027,BU_NORTH,BATCH-20240706-15,ACH
PAY-200894,TKN-8F6150DB3D331262,2024-08-10,4442.92,V-L002,BU_EAST,BATCH-20240810-13,ACH
PAY-201111,TKN-A3D5A2952B5FEC52,2024-09-16,420.41,V-L040,BU_SOUTH,BATCH-20240916-17,Check
PAY-200129,TKN-263FC1BCC18E47D2,2024-08-13,904.54,V-L026,BU_NORTH,BATCH-20240813-01,ACH
PAY-200406,TKN-9E445FE9A1581A22,2024-10-23,3600.0,V-1003,BU_NORTH,BATCH-20241023-15,Wire
PAY-200875,TKN-4234DCDEE24D843A,2024-08-06,1560.54,V-L020,BU_WEST,BATCH-20240806-17,Check
PAY-200591,TKN-D4FABCCC216B15D5,2024-08-15,73.18,V-L021,BU_NORTH,BATCH-20240815-05,ACH
PAY-201551,TKN-4BE95D6A6198BFB5,2024-09-22,443.89,V-L012,BU_WEST,BATCH-20240922-17,Wire
PAY-200421,TKN-4E22EE139384365C,2024-09-28,4500.0,V-1002,BU_EAST,BATCH-20240928-17,ACH
PAY-200426,TKN-8F6150DB3D331262,2024-09-12,6994.12,V-L002,BU_EAST,BATCH-20240912-13,Check
PAY-200858,TKN-E6316F607B123ACD,2024-07-24,476.36,V-L027,BU_NORTH,BATCH-20240724-19,Check
PAY-200577,TKN-A0DBF207304841D9,2024-11-07,2000.0,V-2001,BU_WEST,BATCH-20241107-01,ACH
PAY-200523,TKN-8F6150DB3D331262,2024-10-08,1717.98,V-L002,BU_EAST,BATCH-20241008-15,ACH
PAY-201102,TKN-4BE95D6A6198BFB5,2024-09-26,23063.58,V-L012,BU_WEST,BATCH-20240926-18,ACH
PAY-201403,TKN-A9429345671A5713,2024-09-22,1439.3,V-L005,BU_EAST,BATCH-20240922-14,Wire
PAY-201436,TKN-41919200D161AF9E,2024-09-10,1350.0,V-3003,BU_EAST,BATCH-20240910-15,Wire
PAY-200985,TKN-79D10C23D9DC1EF8,2024-08-26,651.23,V-L024,BU_NORTH,BATCH-20240826-05,ACH
PAY-201139,TKN-2C4A465DFC73B6D8,2024-08-15,269.41,V-L016,BU_WEST,BATCH-20240815-05,Wire
PAY-200835,TKN-11F3DE591C63624A,2024-08-13,228.69,V-L007,BU_EAST,BATCH-20240813-08,Wire
PAY-200618,TKN-81C9A022002FCABD,2024-10-23,2250.0,V-3001,BU_SOUTH,BATCH-20241023-04,Wire
PAY-200890,TKN-8F6150DB3D331262,2024-09-26,301.71,V-L002,BU_EAST,BATCH-20240926-12,Check
PAY-201626,TKN-0C3CB92313DFFD23,2024-09-18,713.57,V-L010,BU_EAST,BATCH-20240918-09,Wire
PAY-200949,TKN-A3D5A2952B5FEC52,2024-08-31,4016.88,V-L040,BU_SOUTH,BATCH-20240831-13,ACH
PAY-201590,TKN-0C3516518BC321B0,2024-09-16,3354.18,V-L018,BU_WEST,BATCH-20240916-14,ACH
PAY-200787,TKN-1AD8564EF7F8A95F,2024-09-11,1046.19,V-L038,BU_SOUTH,BATCH-20240911-01,Check
PAY-201547,TKN-E6316F607B123ACD,2024-11-02,639.11,V-L027,BU_NORTH,BATCH-20241102-06,ACH
PAY-200227,TKN-A3D5A2952B5FEC52,2024-08-03,635.59,V-L040,BU_SOUTH,BATCH-20240803-14,ACH
PAY-200232,TKN-09E8916C02DA72FA,2024-11-03,6185.79,V-L039,BU_SOUTH,BATCH-20241103-16,Wire
PAY-201702,TKN-776A501F68B9461E,2024-09-27,54.57,V-L003,BU_EAST,BATCH-20240927-03,ACH
PAY-201454,TKN-A33E6A14CA9F1D1B,2024-10-22,4133.48,V-L035,BU_SOUTH,BATCH-20241022-19,ACH
PAY-200530,TKN-15A308FCCBF587B2,2024-09-08,7000.0,V-L034,BU_SOUTH,BATCH-20240908-07,ACH
PAY-200164,TKN-96871116180AFE23,2024-07-20,336.39,V-L023,BU_NORTH,BATCH-20240720-02,ACH
PAY-201633,TKN-0C3516518BC321B0,2024-08-03,779.4,V-L019,BU_WEST,BATCH-20240803-04,ACH
PAY-201499,TKN-A33E6A14CA9F1D1B,2024-09-06,1412.54,V-L035,BU_SOUTH,BATCH-20240906-07,Check
PAY-200267,TKN-96871116180AFE23,2024-10-26,1000.0,V-L023,BU_NORTH,BATCH-20241026-11,ACH
PAY-200149,TKN-59BEB7DEC80045CC,2024-08-31,3283.76,V-L028,BU_NORTH,BATCH-20240831-04,ACH
PAY-200590,TKN-56FA90433DC9F13E,2024-08-14,808.07,V-L036,BU_SOUTH,BATCH-20240814-04,ACH
PAY-200927,TKN-A9429345671A5713,2024-08-11,3461.15,V-L005,BU_EAST,BATCH-20240811-19,Wire
PAY-201274,TKN-B3FBCDADBDB277A0,2024-07-21,1131.25,V-L017,BU_WEST,BATCH-20240721-12,ACH
PAY-200620,TKN-09EDCFBE46A53DD2,2024-09-30,3150.0,V-5002,BU_SOUTH,BATCH-20240930-01,ACH
PAY-201347,TKN-A9429345671A5713,2024-09-02,198.17,V-L005,BU_EAST,BATCH-20240902-19,ACH
PAY-200307,TKN-48EDFC26DC16E10D,2024-09-20,452.61,V-L022,BU_NORTH,BATCH-20240920-08,Wire
PAY-200193,TKN-11F3DE591C63624A,2024-08-08,19136.5,V-L007,BU_EAST,BATCH-20240808-15,ACH
PAY-200610,TKN-EBFE0BAD5162A916,2024-09-03,3150.0,V-6001,BU_EAST,BATCH-20240903-13,ACH
PAY-200310,TKN-60DA1CD973502BED,2024-09-17,1136.67,V-L037,BU_SOUTH,BATCH-20240917-10,Check
PAY-201502,TKN-817D1A9933704238,2024-10-07,1256.81,V-L025,BU_NORTH,BATCH-20241007-09,Check
PAY-200064,TKN-B31AC7D73F3D7751,2024-08-15,26256.75,V-L001,BU_EAST,BATCH-20240815-13,Check
PAY-201108,TKN-B31AC7D73F3D7751,2024-08-01,1151.18,V-L001,BU_EAST,BATCH-20240801-16,Check
PAY-201699,TKN-E6316F607B123ACD,2024-09-20,1945.3,V-L027,BU_NORTH,BATCH-20240920-02,ACH
PAY-201092,TKN-60DA1CD973502BED,2024-07-31,2435.29,V-L037,BU_SOUTH,BATCH-20240731-02,ACH
PAY-201042,TKN-09E8916C02DA72FA,2024-07-14,2142.49,V-L039,BU_SOUTH,BATCH-20240714-18,Check
PAY-200584,TKN-A3D5A2952B5FEC52,2024-08-09,1000.0,V-L040,BU_SOUTH,BATCH-20240809-03,Wire
PAY-201533,TKN-81C9A022002FCABD,2024-10-03,5400.0,V-3001,BU_SOUTH,BATCH-20241003-13,Wire
PAY-201168,TKN-0C3516518BC321B0,2024-09-19,7074.43,V-L018,BU_WEST,BATCH-20240919-11,Wire
PAY-200531,TKN-56FA90433DC9F13E,2024-09-01,3611.1,V-L036,BU_SOUTH,BATCH-20240901-13,ACH
PAY-200712,TKN-AC65057922F81A94,2024-07-10,1697.2,V-L015,BU_WEST,BATCH-20240710-17,ACH
PAY-200219,TKN-09E8916C02DA72FA,2024-10-05,3150.07,V-L039,BU_SOUTH,BATCH-20241005-06,ACH
PAY-200614,TKN-2EADDE56632643BD,2024-09-28,276.4,V-L013,BU_WEST,BATCH-20240928-03,ACH
PAY-200287,TKN-AC65057922F81A94,2024-09-02,277.98,V-L015,BU_WEST,BATCH-20240902-16,Wire
PAY-200515,TKN-0C3516518BC321B0,2024-10-05,1101.32,V-L018,BU_WEST,BATCH-20241005-12,Check
PAY-201451,TKN-2C4A465DFC73B6D8,2024-08-30,636.24,V-L016,BU_WEST,BATCH-20240830-02,ACH
PAY-200945,TKN-A9429345671A5713,2024-09-07,1063.91,V-L005,BU_EAST,BATCH-20240907-11,Wire
PAY-200362,TKN-1AD8564EF7F8A95F,2024-08-11,919.22,V-L038,BU_SOUTH,BATCH-20240811-05,ACH
PAY-201076,TKN-93AE6358218DA24A,2024-07-18,789.73,V-L031,BU_SOUTH,BATCH-20240718-11,ACH
PAY-200635,TKN-0C3516518BC321B0,2024-08-25,5000.0,V-L019,BU_WEST,BATCH-20240825-06,Check
PAY-201150,TKN-15A308FCCBF587B2,2024-08-04,6023.91,V-L034,BU_SOUTH,BATCH-20240804-14,ACH
PAY-200599,TKN-30D620713DA80782,2024-09-05,2940.13,V-L029,BU_NORTH,BATCH-20240905-19,ACH
PAY-201512,TKN-2C4A465DFC73B6D8,2024-09-12,591.86,V-L016,BU_WEST,BATCH-20240912-05,ACH
PAY-200494,TKN-263FC1BCC18E47D2,2024-09-24,1438.72,V-L026,BU_NORTH,BATCH-20240924-07,ACH
PAY-201359,TKN-B3FBCDADBDB277A0,2024-09-23,5007.23,V-L017,BU_WEST,BATCH-20240923-01,ACH
PAY-201522,TKN-4C60DFF373752966,2024-07-13,90.41,V-L033,BU_SOUTH,BATCH-20240713-15,ACH
PAY-201058,TKN-9E445FE9A1581A22,2024-10-08,2800.0,V-1003,BU_NORTH,BATCH-20241008-10,ACH
PAY-200887,TKN-81C9A022002FCABD,2024-09-01,2250.0,V-3001,BU_SOUTH,BATCH-20240901-11,Wire
PAY-201064,TKN-56FA90433DC9F13E,2024-09-05,24943.56,V-L036,BU_SOUTH,BATCH-20240905-15,ACH
PAY-201223,TKN-4C60DFF373752966,2024-07-29,3913.95,V-L033,BU_SOUTH,BATCH-20240729-11,ACH
PAY-200983,TKN-AC65057922F81A94,2024-09-19,1594.92,V-L015,BU_WEST,BATCH-20240919-15,ACH
PAY-201393,TKN-27039B6F7B661D17,2024-09-17,3327.75,V-L014,BU_WEST,BATCH-20240917-10,ACH
PAY-201567,TKN-93AE6358218DA24A,2024-09-30,12537.77,V-L031,BU_SOUTH,BATCH-20240930-19,ACH
PAY-201365,TKN-11F3DE591C63624A,2024-08-10,2928.7,V-L007,BU_EAST,BATCH-20240810-04,Check
PAY-201141,TKN-11F3DE591C63624A,2024-08-01,610.06,V-L007,BU_EAST,BATCH-20240801-06,ACH
PAY-200439,TKN-93AE6358218DA24A,2024-09-02,151.35,V-L031,BU_SOUTH,BATCH-20240902-10,ACH
PAY-200951,TKN-1AD8564EF7F8A95F,2024-07-26,4848.02,V-L038,BU_SOUTH,BATCH-20240726-02,Check
PAY-201217,TKN-D20C58445CF68EE0,2024-08-27,3513.08,V-L030,BU_NORTH,BATCH-20240827-11,Wire
PAY-200597,TKN-4234DCDEE24D843A,2024-10-04,352.59,V-L020,BU_WEST,BATCH-20241004-13,ACH
PAY-200986,TKN-59BEB7DEC80045CC,2024-09-20,1102.8,V-L028,BU_NORTH,BATCH-20240920-06,ACH
PAY-201143,TKN-B31AC7D73F3D7751,2024-09-11,10292.94,V-L001,BU_EAST,BATCH-20240911-02,ACH
PAY-201323,TKN-5F53880E4DB24CFE,2024-11-04,5250.0,V-4001,BU_NORTH,BATCH-20241104-02,Check
PAY-200278,TKN-60DA1CD973502BED,2024-08-27,4674.18,V-L037,BU_SOUTH,BATCH-20240827-05,Wire
PAY-201434,TKN-A33E6A14CA9F1D1B,2024-07-27,871.38,V-L035,BU_SOUTH,BATCH-20240727-07,ACH
PAY-201571,TKN-4BE95D6A6198BFB5,2024-07-29,684.77,V-L012,BU_WEST,BATCH-20240729-01,ACH
PAY-200359,TKN-B31AC7D73F3D7751,2024-10-17,225.91,V-L001,BU_EAST,BATCH-20241017-10,ACH
PAY-200901,TKN-2EADDE56632643BD,2024-11-02,1000.0,V-L013,BU_WEST,BATCH-20241102-09,ACH
PAY-200237,TKN-60DA1CD973502BED,2024-08-09,2140.15,V-L037,BU_SOUTH,BATCH-20240809-08,ACH
PAY-200760,TKN-81AF144DE43C96A0,2024-08-31,6388.32,V-L008,BU_EAST,BATCH-20240831-13,ACH
PAY-201419,TKN-4BE95D6A6198BFB5,2024-09-09,444.82,V-L012,BU_WEST,BATCH-20240909-17,Check
PAY-201644,TKN-09E8916C02DA72FA,2024-08-27,577.56,V-L039,BU_SOUTH,BATCH-20240827-17,ACH
PAY-200701,TKN-0C3516518BC321B0,2024-07-26,348.27,V-L019,BU_WEST,BATCH-20240726-06,Check
PAY-201182,TKN-81AF144DE43C96A0,2024-08-25,1194.89,V-L008,BU_EAST,BATCH-20240825-02,ACH
PAY-201655,TKN-E6316F607B123ACD,2024-09-12,1399.05,V-L027,BU_NORTH,BATCH-20240912-18,ACH
PAY-200209,TKN-2EADDE56632643BD,2024-11-06,485.67,V-L013,BU_WEST,BATCH-20241106-10,Wire
PAY-201035,TKN-9E445FE9A1581A22,2024-09-07,2450.0,V-1003,BU_NORTH,BATCH-20240907-08,Wire
PAY-201335,TKN-AC65057922F81A94,2024-11-10,1117.94,V-L015,BU_WEST,BATCH-20241110-13,Check
PAY-200693,TKN-0C3516518BC321B0,2024-10-12,34036.01,V-L019,BU_WEST,BATCH-20241012-13,Check
PAY-200059,TKN-59BEB7DEC80045CC,2024-08-27,2154.42,V-L028,BU_NORTH,BATCH-20240827-06,ACH
PAY-200496,TKN-11F3DE591C63624A,2024-09-17,803.12,V-L007,BU_EAST,BATCH-20240917-13,ACH
PAY-201356,TKN-E6316F607B123ACD,2024-08-17,589.39,V-L027,BU_NORTH,BATCH-20240817-18,ACH
PAY-200773,TKN-A77930C9ACD03ACF,2024-10-15,4500.0,V-6002,BU_WEST,BATCH-20241015-09,ACH
PAY-201132,TKN-A9429345671A5713,2024-10-12,1729.0,V-L005,BU_EAST,BATCH-20241012-09,ACH
PAY-201453,TKN-A9429345671A5713,2024-09-27,171.91,V-L005,BU_EAST,BATCH-20240927-02,ACH
PAY-200364,TKN-502C2E18DBA84884,2024-09-03,1333.28,V-L011,BU_WEST,BATCH-20240903-08,ACH
