invoice_id,vendor_id,invoice_date,amount,currency,description,po_number,approver_id,business_unit,payment_status,gl_account
INV-101462,V-L026,2024-09-16,3064.53,USD,Equipment Maintenance,PO-22499,AP-012,BU_NORTH,Paid,5010-Office Supplies
INV-100446,V-L003,2024-07-29,1062.51,USD,Vehicle Maintenance,PO-45575,AP-005,BU_EAST,Paid,5030-Consulting
INV-100375,V-L001,2024-09-17,225.91,USD,Security Services,PO-15680,AP-005,BU_EAST,Paid,5080-Utilities
INV-100271,V-5001,2024-09-21,2250.0,USD,Advisory Services,PO-44211,AP-002,BU_SOUTH,Paid,5050-Professional Svc
INV-100922,V-L013,2024-07-04,4505.86,USD,Printing Services,PO-47758,AP-003,BU_WEST,Paid,5020-IT Services
INV-102049,V-L038,2024-07-06,919.22,USD,Temporary Staffing,PO-80182,AP-005,BU_SOUTH,Paid,5050-Professional Svc
INV-101646,V-L030,2024-09-16,2992.89,USD,Shipping & Freight,PO-40281,AP-007,BU_NORTH,Paid,5030-Consulting
INV-100819,V-L011,2024-08-19,1333.28,USD,Office Supplies - Monthly,PO-18722,AP-013,BU_WEST,Paid,5040-Maintenance
INV-101494,V-L027,2024-08-15,2300.04,USD,Cleaning Services,PO-59843,AP-005,BU_NORTH,Paid,5030-Consulting
INV-100562,V-L005,2024-09-09,1843.38,USD,Network Equipment,PO-43128,AP-014,BU_EAST,Paid,5080-Utilities
INV-100430,V-L002,2024-09-13,1525.88,USD,Temporary Staffing,PO-12780,AP-012,BU_EAST,Paid,5030-Consulting
INV-100026,V-1001,2024-09-28,1050.0,USD,Strategic Advisory,PO-25909,AP-007,BU_EAST,Pending,5030-Consulting
INV-101443,V-L025,2024-08-31,666.3,USD,Security Services,PO-62990,AP-005,BU_NORTH,Paid,5050-Professional Svc
INV-102146,V-L040,2024-09-06,610.97,USD,Raw Materials - Batch,PO-23811,AP-008,BU_SOUTH,Pending,5060-Logistics
INV-101428,V-L025,2024-08-13,1115.32,USD,Equipment Maintenance,PO-65806,AP-002,BU_NORTH,Partial,5050-Professional Svc
INV-100079,V-2001,2024-07-13,5400.0,USD,Management Consulting,PO-71754,AP-010,BU_WEST,Paid,5030-Consulting
INV-100367,V-L001,2024-07-10,7543.91,USD,Software License Renewal,PO-51730,AP-006,BU_EAST,Pending,5050-Professional Svc
INV-101578,V-L029,2024-07-05,1000.0,USD,Security Services,PO-45314,AP-015,BU_NORTH,Paid,5010-Office Supplies
INV-100033,V-1002,2024-07-28,3600.0,USD,Advisory Services,PO-95838,AP-005,BU_EAST,Paid,5050-Professional Svc
INV-101836,V-L034,2024-07-12,315.38,USD,IT Hardware,PO-46637,AP-008,BU_SOUTH,Pending,5040-Maintenance
INV-101979,V-L037,2024-08-21,424.52,USD,Catering Services,PO-56661,AP-015,BU_SOUTH,Paid,5030-Consulting
INV-101079,V-L017,2024-09-11,976.39,USD,Insurance Premium,PO-21206,AP-010,BU_WEST,Pending,5010-Office Supplies
INV-101556,V-L028,2024-07-25,2240.23,USD,Office Supplies - Monthly,PO-42651,AP-014,BU_NORTH,Paid,5070-Raw Materials
INV-102073,V-L039,2024-09-29,251.75,USD,Vehicle Maintenance,PO-40081,AP-002,BU_SOUTH,Paid,5070-Raw Materials
INV-100765,V-L010,2024-07-15,482.66,USD,Raw Materials - Batch,PO-35412,AP-001,BU_EAST,Partial,5020-IT Services
INV-100782,V-L010,2024-09-20,2911.54,USD,Printing Services,PO-57609,AP-008,BU_EAST,Paid,5080-Utilities
INV-100164,V-3002,2024-08-25,2250.0,USD,IT Consulting,PO-52975,AP-015,BU_SOUTH,Pending,5050-Professional Svc
INV-100204,V-4001,2024-07-28,1600.0,USD,Strategic Advisory,PO-34735,AP-008,BU_NORTH,Paid,5030-Consulting
INV-101816,V-L034,2024-08-19,4983.34,USD,Raw Materials - Batch,PO-16329,AP-015,BU_SOUTH,Paid,5020-IT Services
INV-102144,V-L040,2024-08-26,2149.06,USD,Advertising - Digital,PO-39049,AP-014,BU_SOUTH,Paid,5040-Maintenance
INV-100481,V-L003,2024-08-10,2889.59,USD,Software License Renewal,,AP-015,BU_EAST,Pending,5020-IT Services
INV-101117,V-L017,2024-07-05,2862.4,USD,Office Supplies - Monthly,PO-19011,AP-015,BU_WEST,Paid,5040-Maintenance
INV-100306,V-6001,2024-07-27,3850.0,USD,Advisory Services,PO-36163,AP-013,BU_EAST,Paid,5030-Consulting
INV-101001,V-L015,2024-08-05,140.82,USD,Accounting Services,PO-76013,AP-005,BU_WEST,Pending,5060-Logistics
INV-101778,V-L033,2024-09-16,4348.02,USD,Legal Services,PO-12223,AP-007,BU_SOUTH,Paid,5050-Professional Svc
INV-102139,V-L040,2024-08-24,3000.0,USD,Legal Services,PO-45152,AP-006,BU_SOUTH,Pending,5080-Utilities
INV-100193,V-3003,2024-09-22,4500.0,USD,Technical Support,PO-25964,AP-003,BU_EAST,Paid,5050-Professional Svc
INV-101872,V-L035,2024-09-29,8316.71,USD,Advertising - Digital,PO-49651,AP-013,BU_SOUTH,Paid,5080-Utilities
INV-102055,V-L038,2024-07-23,15101.43,USD,Security Services,PO-79374,AP-002,BU_SOUTH,Partial,5080-Utilities
INV-101188,V-L019,2024-09-19,4373.27,USD,Raw Materials - Batch,PO-85475,AP-006,BU_WEST,Paid,5080-Utilities
INV-100905,V-L012,2024-07-26,678.3,USD,IT Hardware,PO-92528,AP-013,BU_WEST,Paid,5050-Professional Svc
INV-101817,V-L034,2024-09-18,826.73,USD,Shipping & Freight,PO-48979,AP-006,BU_SOUTH,Partial,5050-Professional Svc
INV-100862,V-L012,2024-08-12,1645.04,USD,Office Supplies - Monthly,PO-12245,AP-002,BU_WEST,Pending,5050-Professional Svc
INV-101613,V-L029,2024-09-19,482.08,USD,Utilities - Monthly,PO-61488,AP-013,BU_NORTH,Paid,5030-Consulting
INV-100219,V-4001,2024-09-22,3000.0,USD,Strategic Advisory,PO-47261,AP-010,BU_NORTH,Paid,5050-Professional Svc
INV-101234,V-L020,2024-08-17,337.21,USD,Equipment Maintenance,PO-69588,AP-002,BU_WEST,Paid,5040-Maintenance
INV-102122,V-L040,2024-07-26,516.45,USD,Catering Services,PO-48094,AP-011,BU_SOUTH,Paid,5050-Professional Svc
INV-100484,V-L003,2024-07-21,1614.8,USD,Security Services,PO-98887,AP-005,BU_EAST,Paid,5040-Maintenance
INV-100352,V-L001,2024-08-18,3796.48,USD,Utilities - Monthly,PO-12794,AP-009,BU_EAST,Paid,5060-Logistics
INV-101888,V-L035,2024-09-23,1418.25,USD,Raw Materials - Batch,PO-68113,AP-002,BU_SOUTH,Paid,5080-Utilities
INV-101076,V-L017,2024-08-07,1332.22,USD,Accounting Services,,AP-010,BU_WEST,Paid,5060-Logistics
INV-101865,V-L035,2024-09-13,538.07,USD,Security Services,PO-69338,AP-009,BU_SOUTH,Partial,5020-IT Services
INV-101742,V-L032,2024-09-08,2116.32,USD,Printing Services,PO-23682,AP-003,BU_SOUTH,Paid,5060-Logistics
INV-100555,V-L005,2024-07-06,532.73,USD,Legal Services,PO-82125,AP-009,BU_EAST,Paid,5080-Utilities
INV-100930,V-L013,2024-07-20,479.54,USD,Equipment Maintenance,PO-62991,AP-001,BU_WEST,Paid,5040-Maintenance
INV-101847,V-L034,2024-09-08,2233.96,USD,IT Hardware,PO-34760,AP-003,BU_SOUTH,Paid,5030-Consulting
INV-100060,V-1003,2024-08-03,5400.0,USD,Project Management,PO-19822,AP-005,BU_NORTH,Pending,5030-Consulting
INV-100412,V-L002,2024-08-28,342.5,USD,Training Materials,PO-76469,AP-003,BU_EAST,Partial,5020-IT Services
INV-101233,V-L020,2024-08-12,10749.62,USD,Legal Services,PO-87713,AP-003,BU_WEST,Paid,5040-Maintenance
INV-100745,V-L009,2024-09-07,5569.32,USD,Legal Services,PO-23296,AP-007,BU_EAST,Pending,5030-Consulting
INV-101419,V-L025,2024-07-25,491.66,USD,Insurance Premium,PO-99721,AP-001,BU_NORTH,Pending,5070-Raw Materials
INV-100515,V-L004,2024-08-01,591.53,USD,Training Materials,PO-36717,AP-006,BU_EAST,Paid,5020-IT Services
INV-100074,V-1003,2024-09-14,3600.0,USD,Professional Services,PO-90019,AP-004,BU_NORTH,Paid,5030-Consulting
INV-100788,V-L010,2024-08-07,11596.64,USD,Catering Services,PO-89096,AP-005,BU_EAST,Partial,5020-IT Services
INV-102013,V-L038,2024-07-20,3909.21,USD,Catering Services,PO-71446,AP-012,BU_SOUTH,Paid,5070-Raw Materials
INV-100753,V-L009,2024-09-28,363.2,USD,Software License Renewal,PO-40072,AP-015,BU_EAST,Paid,5010-Office Supplies
INV-101970,V-L037,2024-09-21,50.0,USD,Insurance Premium,PO-20617,AP-011,BU_SOUTH,Paid,5050-Professional Svc
INV-100496,V-L004,2024-07-04,849.62,USD,Legal Services,PO-76006,AP-008,BU_EAST,Partial,5020-IT Services
INV-100163,V-3002,2024-08-24,2750.0,USD,Business Analysis,PO-74212,AP-015,BU_SOUTH,Pending,5050-Professional Svc
INV-100858,V-L012,2024-08-14,7718.88,USD,Insurance Premium,PO-65770,AP-006,BU_WEST,Paid,5070-Raw Materials
INV-100611,V-L006,2024-07-16,3891.35,USD,Vehicle Maintenance,PO-49113,AP-001,BU_EAST,Partial,5080-Utilities
INV-100448,V-L003,2024-07-20,173.58,USD,Raw Materials - Batch,PO-41480,AP-011,BU_EAST,Paid,5060-Logistics
INV-101068,V-L016,2024-08-30,4266.91,USD,Raw Materials - Batch,PO-89109,AP-003,BU_WEST,Paid,5080-Utilities
INV-100354,V-L001,2024-08-01,278.31,USD,Catering Services,PO-44531,AP-005,BU_EAST,Pending,5030-Consulting
INV-100681,V-L007,2024-09-01,1317.94,USD,Software License Renewal,PO-11389,AP-007,BU_EAST,Partial,5020-IT Services
INV-102071,V-L039,2024-08-02,2304.47,USD,Raw Materials - Batch,PO-91133,AP-015,BU_SOUTH,Paid,5030-Consulting
INV-101338,V-L023,2024-07-22,1000.0,USD,Raw Materials - Batch,PO-99573,AP-010,BU_NORTH,Paid,5030-Consulting
INV-101766,V-L033,2024-08-29,1809.47,USD,IT Hardware,PO-46067,AP-014,BU_SOUTH,Paid,5050-Professional Svc
INV-100768,V-L010,2024-07-23,512.75,USD,Catering Services,PO-94587,AP-012,BU_EAST,Paid,5040-Maintenance
INV-100046,V-1002,2024-09-14,4500.0,USD,IT Consulting,PO-18501,AP-012,BU_EAST,Paid,5030-Consulting
INV-101055,V-L016,2024-09-03,5123.94,USD,Building Repairs,PO-33424,AP-012,BU_WEST,Partial,5070-Raw Materials
INV-100295,V-5002,2024-09-14,5400.0,USD,Consulting Services,PO-35299,AP-011,BU_SOUTH,Pending,5050-Professional Svc
INV-101621,V-L030,2024-08-20,2389.74,USD,Utilities - Monthly,PO-32025,AP-005,BU_NORTH,Partial,5030-Consulting
INV-101616,V-L029,2024-09-25,14443.33,USD,Raw Materials - Batch,PO-82840,AP-006,BU_NORTH,Paid,5020-IT Services
INV-100863,V-L012,2024-08-19,653.13,USD,Insurance Premium,PO-99301,AP-007,BU_WEST,Partial,5060-Logistics
INV-100437,V-L002,2024-08-18,6994.12,USD,Advertising - Digital,PO-99083,AP-009,BU_EAST,Paid,5070-Raw Materials
INV-100535,V-L005,2024-07-16,3361.17,USD,Software License Renewal,PO-61690,AP-007,BU_EAST,Pending,5080-Utilities
INV-100394,V-L002,2024-09-29,856.58,USD,Catering Services,PO-48052,AP-004,BU_EAST,Pending,5050-Professional Svc
INV-101221,V-L020,2024-09-03,1335.3,USD,Catering Services,PO-97660,AP-001,BU_WEST,Paid,5080-Utilities
INV-100031,V-1002,2024-07-14,3150.0,USD,Professional Services,PO-17445,AP-005,BU_EAST,Paid,5050-Professional Svc
INV-101609,V-L029,2024-08-05,927.76,USD,Network Equipment,PO-44512,AP-006,BU_NORTH,Paid,5010-Office Supplies
INV-100875,V-L012,2024-09-05,2468.91,USD,Advertising - Digital,PO-74270,AP-004,BU_WEST,Paid,5060-Logistics
INV-101431,V-L025,2024-07-29,2891.63,USD,Printing Services,PO-58729,AP-013,BU_NORTH,Pending,5030-Consulting
INV-101793,V-L033,2024-08-25,1860.39,USD,Temporary Staffing,PO-90111,AP-009,BU_SOUTH,Paid,5040-Maintenance
INV-100807,V-L011,2024-07-21,123.43,USD,Equipment Maintenance,PO-26572,AP-010,BU_WEST,Paid,5030-Consulting
INV-101512,V-L027,2024-09-20,1023.62,USD,Insurance Premium,PO-19920,AP-006,BU_NORTH,Partial,5010-Office Supplies
INV-100345,V-6002,2024-09-21,6600.0,USD,Management Consulting,PO-52719,AP-001,BU_WEST,Paid,5030-Consulting
INV-101269,V-L021,2024-07-02,5218.8,USD,Utilities - Monthly,PO-17953,AP-014,BU_NORTH,Paid,5080-Utilities
INV-100353,V-L001,2024-08-02,6335.01,USD,Legal Services,PO-46779,AP-014,BU_EAST,Pending,5040-Maintenance
INV-100092,V-2001,2024-08-25,5400.0,USD,Operational Support,PO-18109,AP-004,BU_WEST,Paid,5050-Professional Svc
INV-101623,V-L030,2024-07-17,7331.1,USD,Accounting Services,PO-95286,AP-007,BU_NORTH,Pending,5020-IT Services
INV-101622,V-L030,2024-08-25,580.16,USD,Insurance Premium,PO-25862,AP-011,BU_NORTH,Paid,5030-Consulting
INV-102025,V-L038,2024-08-18,2114.85,USD,Vehicle Maintenance,PO-41383,AP-006,BU_SOUTH,Paid,5030-Consulting
INV-101666,V-L031,2024-08-23,151.35,USD,Training Materials,PO-43756,AP-007,BU_SOUTH,Paid,5030-Consulting
INV-100262,V-5001,2024-08-31,4500.0,USD,Management Consulting,PO-26670,AP-004,BU_SOUTH,Pending,5050-Professional Svc
INV-102052,V-L038,2024-07-17,1080.24,USD,Shipping & Freight,PO-76090,AP-012,BU_SOUTH,Paid,5040-Maintenance
INV-100545,V-L005,2024-07-07,1629.38,USD,Utilities - Monthly,PO-89132,AP-008,BU_EAST,Paid,5080-Utilities
INV-101042,V-L016,2024-07-26,2850.4,USD,Advertising - Digital,PO-34088,AP-011,BU_WEST,Paid,5040-Maintenance
INV-100586,V-L006,2024-08-12,2330.3,USD,Insurance Premium,PO-86827,AP-012,BU_EAST,Paid,5020-IT Services
INV-100832,V-L011,2024-08-11,1945.39,USD,IT Hardware,PO-13013,AP-001,BU_WEST,Paid,5060-Logistics
INV-101936,V-L036,2024-09-13,937.16,USD,Catering Services,PO-19157,AP-006,BU_SOUTH,Pending,5020-IT Services
INV-102105,V-L040,2024-09-08,667.6,USD,Building Repairs,PO-89588,AP-002,BU_SOUTH,Partial,5010-Office Supplies
INV-101691,V-L031,2024-07-21,6577.49,USD,Shipping & Freight,PO-60359,AP-014,BU_SOUTH,Pending,5070-Raw Materials
INV-100301,V-6001,2024-07-06,2800.0,USD,Operational Support,PO-93147,AP-005,BU_EAST,Pending,5050-Professional Svc
INV-101783,V-L033,2024-08-04,1814.26,USD,Raw Materials - Batch,PO-56666,AP-001,BU_SOUTH,Paid,5080-Utilities
INV-100931,V-L013,2024-07-17,1000.0,USD,Insurance Premium,,AP-008,BU_WEST,Paid,5050-Professional Svc
INV-100316,V-6001,2024-08-25,3150.0,USD,Project Management,PO-10112,AP-015,BU_EAST,Paid,5050-Professional Svc
INV-101561,V-L028,2024-07-16,1521.96,USD,Equipment Maintenance,PO-47386,AP-011,BU_NORTH,Partial,5060-Logistics
INV-100454,V-L003,2024-07-28,299.81,USD,Insurance Premium,PO-19433,AP-015,BU_EAST,Paid,5020-IT Services
INV-100176,V-3003,2024-07-13,8250.0,USD,Strategic Advisory,PO-57754,AP-001,BU_EAST,Pending,5030-Consulting
INV-100648,V-L007,2024-09-13,11548.13,USD,Vehicle Maintenance,PO-89789,AP-010,BU_EAST,Partial,5040-Maintenance
INV-100901,V-L012,2024-08-12,1850.47,USD,Advertising - Digital,PO-23886,AP-013,BU_WEST,Pending,5050-Professional Svc
INV-101839,V-L034,2024-09-02,3880.35,USD,Cleaning Services,PO-29737,AP-008,BU_SOUTH,Pending,5010-Office Supplies
INV-100124,V-2002,2024-09-08,6750.0,USD,Consulting Services,PO-43873,AP-015,BU_WEST,Paid,5030-Consulting
INV-101552,V-L028,2024-08-31,3137.83,USD,Printing Services,PO-51060,AP-001,BU_NORTH,Paid,5070-Raw Materials
INV-100395,V-L002,2024-07-02,4248.72,USD,Raw Materials - Batch,PO-77318,AP-004,BU_EAST,Paid,5030-Consulting
INV-101113,V-L017,2024-08-09,15891.21,USD,Training Materials,PO-45125,AP-014,BU_WEST,Paid,5070-Raw Materials
INV-102110,V-L040,2024-09-05,3583.82,USD,Security Services,,AP-010,BU_SOUTH,Partial,5030-Consulting
INV-100040,V-1002,2024-08-18,1350.0,USD,IT Consulting,PO-96688,AP-005,BU_EAST,Paid,5050-Professional Svc
INV-100463,V-L003,2024-08-10,462.06,USD,Catering Services,,AP-013,BU_EAST,Paid,5050-Professional Svc
INV-100589,V-L006,2024-07-23,1398.64,USD,Security Services,PO-70591,AP-001,BU_EAST,Paid,5060-Logistics
INV-100651,V-L007,2024-08-31,423.24,USD,Office Supplies - Monthly,PO-38503,AP-008,BU_EAST,Partial,5010-Office Supplies
INV-100332,V-6002,2024-07-21,2400.0,USD,Project Management,PO-99133,AP-013,BU_WEST,Paid,5050-Professional Svc
INV-100195,V-3003,2024-09-29,1350.0,USD,Project Management,PO-49454,AP-013,BU_EAST,Paid,5050-Professional Svc
INV-102053,V-L038,2024-08-15,1000.0,USD,IT Hardware,PO-33063,AP-006,BU_SOUTH,Paid,5070-Raw Materials
INV-100323,V-6001,2024-09-29,5400.0,USD,Consulting Services,PO-61287,AP-014,BU_EAST,Pending,5030-Consulting
INV-100267,V-5001,2024-09-08,1400.0,USD,Management Consulting,PO-50640,AP-008,BU_SOUTH,Paid,5050-Professional Svc
INV-101986,V-L037,2024-07-12,6428.3,USD,Equipment Maintenance,PO-11814,AP-011,BU_SOUTH,Pending,5020-IT Services
INV-101294,V-L022,2024-07-08,1674.41,USD,Network Equipment,PO-14423,AP-011,BU_NORTH,Paid,5040-Maintenance
INV-101775,V-L033,2024-07-01,1000.0,USD,Utilities - Monthly,,AP-006,BU_SOUTH,Paid,5080-Utilities
INV-101532,V-L027,2024-09-17,1562.29,USD,Cleaning Services,PO-84877,AP-001,BU_NORTH,Paid,5010-Office Supplies
INV-101618,V-L030,2024-09-06,4450.8,USD,Advertising - Digital,PO-23150,AP-005,BU_NORTH,Partial,5070-Raw Materials
INV-100687,V-L007,2024-09-22,328.17,USD,Network Equipment,PO-41011,AP-005,BU_EAST,Paid,5080-Utilities
INV-101044,V-L016,2024-08-01,1000.0,USD,Software License Renewal,PO-54048,AP-010,BU_WEST,Partial,5080-Utilities
INV-101332,V-L023,2024-08-30,10230.21,USD,Building Repairs,PO-60262,AP-013,BU_NORTH,Paid,5060-Logistics
INV-100894,V-L012,2024-07-02,10036.72,USD,Accounting Services,PO-20981,AP-005,BU_WEST,Pending,5070-Raw Materials
INV-102082,V-L039,2024-08-29,583.5,USD,Accounting Services,PO-60657,AP-006,BU_SOUTH,Paid,5060-Logistics
INV-100890,V-L012,2024-07-15,256.01,USD,Temporary Staffing,PO-11461,AP-015,BU_WEST,Paid,5010-Office Supplies
INV-100573,V-L005,2024-07-14,1157.83,USD,Catering Services,PO-28014,AP-002,BU_EAST,Paid,5070-Raw Materials
INV-102075,V-L039,2024-08-09,611.37,USD,Software License Renewal,PO-39313,AP-014,BU_SOUTH,Paid,5050-Professional Svc
INV-101806,V-L034,2024-07-02,3816.13,USD,IT Hardware,PO-98140,AP-008,BU_SOUTH,Paid,5010-Office Supplies
INV-101660,V-L031,2024-09-07,2629.32,USD,Vehicle Maintenance,PO-82928,AP-012,BU_SOUTH,Paid,5080-Utilities
INV-100695,V-L008,2024-07-10,7181.42,USD,IT Hardware,PO-46584,AP-015,BU_EAST,Paid,5030-Consulting
INV-101272,V-L021,2024-09-14,1739.11,USD,Advertising - Digital,PO-68981,AP-012,BU_NORTH,Paid,5070-Raw Materials
INV-101074,V-L017,2024-09-25,554.03,USD,Vehicle Maintenance,PO-49390,AP-014,BU_WEST,Paid,5020-IT Services
INV-101139,V-L018,2024-07-31,10000.0,USD,Security Services,PO-70037,AP-015,BU_WEST,Partial,5040-Maintenance
INV-101438,V-L025,2024-09-01,493.1,USD,Training Materials,PO-44103,AP-009,BU_NORTH,Partial,5020-IT Services
INV-101101,V-L017,2024-09-21,2930.06,USD,Catering Services,PO-83966,AP-011,BU_WEST,Paid,5080-Utilities
INV-100927,V-L013,2024-09-28,1573.71,USD,Insurance Premium,PO-50211,AP-002,BU_WEST,Pending,5030-Consulting
INV-102037,V-L038,2024-07-01,3043.26,USD,Raw Materials - Batch,PO-80501,AP-005,BU_SOUTH,Paid,5060-Logistics
INV-100716,V-L008,2024-08-12,3238.37,USD,Shipping & Freight,PO-23375,AP-001,BU_EAST,Pending,5060-Logistics
INV-100366,V-L001,2024-09-08,2935.83,USD,Office Supplies - Monthly,PO-15945,AP-015,BU_EAST,Paid,5050-Professional Svc
INV-101423,V-L025,2024-08-05,1541.08,USD,Cleaning Services,PO-59728,AP-003,BU_NORTH,Pending,5040-Maintenance
INV-102085,V-L039,2024-09-18,6595.26,USD,Catering Services,PO-21127,AP-007,BU_SOUTH,Pending,5040-Maintenance
INV-101308,V-L022,2024-07-03,1361.13,USD,Legal Services,PO-85224,AP-002,BU_NORTH,Paid,5030-Consulting
INV-101035,V-L016,2024-07-31,1371.08,USD,Training Materials,PO-56889,AP-005,BU_WEST,Paid,5060-Logistics
INV-100584,V-L006,2024-08-09,876.93,USD,Shipping & Freight,PO-65284,AP-009,BU_EAST,Paid,5050-Professional Svc
INV-101406,V-L025,2024-09-02,2317.0,USD,Temporary Staffing,PO-90689,AP-007,BU_NORTH,Paid,5040-Maintenance
INV-101993,V-L037,2024-09-09,4170.93,USD,Cleaning Services,PO-47995,AP-015,BU_SOUTH,Paid,5010-Office Supplies
INV-101828,V-L034,2024-07-11,1553.87,USD,Catering Services,PO-54144,AP-010,BU_SOUTH,Partial,5030-Consulting
INV-101158,V-L019,2024-09-15,9000.0,USD,Temporary Staffing,PO-55016,AP-002,BU_WEST,Pending,5020-IT Services
INV-101553,V-L028,2024-08-15,1239.94,USD,Insurance Premium,PO-82962,AP-009,BU_NORTH,Paid,5070-Raw Materials
INV-101600,V-L029,2024-08-29,5603.05,USD,Legal Services,PO-45327,AP-005,BU_NORTH,Paid,5060-Logistics
INV-100619,V-L006,2024-08-06,835.25,USD,Legal Services,PO-38594,AP-007,BU_EAST,Pending,5050-Professional Svc
INV-101478,V-L026,2024-09-07,1438.72,USD,Equipment Maintenance,PO-49536,AP-012,BU_NORTH,Paid,5060-Logistics
INV-100319,V-6001,2024-09-01,600.0,USD,Management Consulting,PO-28898,AP-001,BU_EAST,Paid,5050-Professional Svc
INV-100637,V-L007,2024-09-04,803.12,USD,Accounting Services,PO-81177,AP-009,BU_EAST,Paid,5040-Maintenance
INV-100916,V-L013,2024-09-17,791.44,USD,IT Hardware,PO-24696,AP-007,BU_WEST,Paid,5010-Office Supplies
INV-101476,V-L026,2024-09-16,3938.31,USD,Temporary Staffing,PO-19096,AP-004,BU_NORTH,Paid,5050-Professional Svc
INV-101138,V-L018,2024-08-23,1292.7,USD,Legal Services,PO-32669,AP-010,BU_WEST,Paid,5050-Professional Svc
INV-101147,V-L018,2024-07-18,14004.42,USD,Temporary Staffing,,AP-014,BU_WEST,Partial,5030-Consulting
INV-100344,V-6002,2024-09-15,2000.0,USD,Consulting Services,PO-85584,AP-014,BU_WEST,Paid,5030-Consulting
INV-100399,V-L002,2024-07-27,394.8,USD,Legal Services,PO-88044,AP-014,BU_EAST,Paid,5070-Raw Materials
INV-100585,V-L006,2024-07-23,5521.77,USD,Shipping & Freight,PO-15935,AP-010,BU_EAST,Partial,5050-Professional Svc
INV-101643,V-L030,2024-08-13,13318.9,USD,Vehicle Maintenance,PO-97678,AP-011,BU_NORTH,Partial,5070-Raw Materials
INV-100293,V-5002,2024-08-31,2450.0,USD,Operational Support,PO-87455,AP-012,BU_SOUTH,Paid,5050-Professional Svc
INV-100810,V-L011,2024-07-21,509.02,USD,Raw Materials - Batch,PO-27404,AP-015,BU_WEST,Paid,5060-Logistics
INV-101065,V-L016,2024-08-08,1876.01,USD,Utilities - Monthly,PO-11326,AP-007,BU_WEST,Paid,5010-Office Supplies
INV-101122,V-L018,2024-08-30,1000.0,USD,Raw Materials - Batch,PO-56596,AP-002,BU_WEST,Paid,5070-Raw Materials
INV-100142,V-3001,2024-08-18,3150.0,USD,IT Consulting,PO-47368,AP-006,BU_SOUTH,Paid,5030-Consulting
INV-100945,V-L013,2024-09-03,4681.7,USD,Raw Materials - Batch,PO-50447,AP-008,BU_WEST,Pending,5040-Maintenance
INV-100003,V-1001,2024-07-07,600.0,USD,Professional Services,PO-38112,AP-012,BU_EAST,Pending,5030-Consulting
INV-100577,V-L005,2024-07-05,225.43,USD,Shipping & Freight,PO-65277,AP-014,BU_EAST,Partial,5070-Raw Materials
INV-101914,V-L036,2024-07-20,2145.31,USD,Training Materials,PO-87824,AP-003,BU_SOUTH,Pending,5060-Logistics
INV-100340,V-6002,2024-09-07,6600.0,USD,Consulting Services,PO-44682,AP-012,BU_WEST,Paid,5030-Consulting
INV-101490,V-L027,2024-07-22,6894.53,USD,Equipment Maintenance,PO-21417,AP-006,BU_NORTH,Paid,5060-Logistics
INV-100266,V-5001,2024-09-07,2450.0,USD,Professional Services,PO-79961,AP-005,BU_SOUTH,Paid,5030-Consulting
INV-100377,V-L001,2024-09-08,263.4,USD,Shipping & Freight,PO-85793,AP-009,BU_EAST,Paid,5050-Professional Svc
INV-101133,V-L018,2024-08-29,1101.32,USD,Legal Services,PO-51216,AP-009,BU_WEST,Paid,5010-Office Supplies
INV-100440,V-L002,2024-09-07,1134.15,USD,Shipping & Freight,PO-72016,AP-015,BU_EAST,Pending,5060-Logistics
INV-100272,V-5001,2024-09-21,1750.0,USD,Professional Services,PO-38937,AP-014,BU_SOUTH,Paid,5030-Consulting
INV-100245,V-4002,2024-09-29,3000.0,USD,Strategic Advisory,PO-94183,AP-008,BU_NORTH,Paid,5030-Consulting
INV-101054,V-L016,2024-07-07,2579.64,USD,Insurance Premium,PO-28863,AP-001,BU_WEST,Paid,5010-Office Supplies
INV-101041,V-L016,2024-07-22,19349.3,USD,Equipment Maintenance,PO-78025,AP-008,BU_WEST,Partial,5080-Utilities
INV-101712,V-L032,2024-08-08,19326.14,USD,Raw Materials - Batch,PO-39677,AP-010,BU_SOUTH,Partial,5040-Maintenance
INV-100760,V-L010,2024-09-29,279.5,USD,Security Services,PO-96568,AP-015,BU_EAST,Paid,5080-Utilities
INV-100608,V-L006,2024-09-12,3932.73,USD,Vehicle Maintenance,PO-15517,AP-005,BU_EAST,Paid,5060-Logistics
INV-100416,V-L002,2024-08-28,1717.98,USD,Printing Services,PO-56207,AP-014,BU_EAST,Paid,5040-Maintenance
INV-100274,V-5002,2024-07-06,3850.0,USD,Project Management,PO-66043,AP-001,BU_SOUTH,Pending,5050-Professional Svc
INV-102142,V-L040,2024-08-31,1000.0,USD,Catering Services,PO-14750,AP-001,BU_SOUTH,Paid,5080-Utilities
INV-100251,V-5001,2024-07-20,3850.0,USD,Technical Support,PO-88903,AP-012,BU_SOUTH,Pending,5030-Consulting
INV-100414,V-L002,2024-09-17,7039.04,USD,Cleaning Services,PO-25637,AP-007,BU_EAST,Paid,5020-IT Services
INV-101252,V-L021,2024-09-03,831.08,USD,Software License Renewal,,AP-002,BU_NORTH,Paid,5050-Professional Svc
INV-101495,V-L027,2024-09-02,1100.66,USD,Utilities - Monthly,PO-67642,AP-014,BU_NORTH,Paid,5080-Utilities
