return_id,order_id,channel_id,quantity_returned,processing_cost_per_unit,return_date,reason_code
RET-000795,ORD-01381,CH03,3,8.56,2024-03-13,NOT_AS_DESCRIBED
RET-000796,ORD-01383,CH03,1,9.45,2024-03-26,CHANGED_MIND
RET-000797,ORD-01384,CH03,1,9.67,2024-04-04,CHANGED_MIND
RET-000798,ORD-01385,CH03,1,8.62,2024-03-22,CHANGED_MIND
RET-000799,ORD-01387,CH03,1,11.25,2024-03-24,DEFECTIVE
RET-000800,ORD-01388,CH03,2,9.57,2024-03-04,CHANGED_MIND
RET-000801,ORD-01389,CH03,3,9.13,2024-04-02,DEFECTIVE
RET-000802,ORD-01390,CH03,1,9.72,2024-04-12,CHANGED_MIND
RET-000803,ORD-01392,CH03,1,11.49,2024-03-23,NOT_AS_DESCRIBED
RET-000804,ORD-01393,CH03,5,9.84,2024-03-24,NOT_AS_DESCRIBED
RET-000805,ORD-01397,CH03,3,10.59,2024-03-18,DEFECTIVE
RET-000806,ORD-01399,CH03,1,8.98,2024-03-16,CHANGED_MIND
RET-000807,ORD-01401,CH03,1,10.1,2024-04-05,NOT_AS_DESCRIBED
RET-000808,ORD-01403,CH03,1,10.87,2024-03-24,WRONG_SIZE
RET-000809,ORD-01405,CH03,2,8.89,2024-03-10,DEFECTIVE
RET-000810,ORD-01407,CH03,1,10.17,2024-03-07,CHANGED_MIND
RET-000811,ORD-01410,CH03,3,8.85,2024-04-03,NOT_AS_DESCRIBED
RET-000812,ORD-01413,CH03,1,10.61,2024-03-24,NOT_AS_DESCRIBED
RET-000813,ORD-01414,CH03,1,9.02,2024-03-19,CHANGED_MIND
RET-000814,ORD-01415,CH03,1,9.14,2024-03-14,NOT_AS_DESCRIBED
RET-000815,ORD-01417,CH03,1,9.44,2024-03-24,CHANGED_MIND
RET-000816,ORD-01419,CH03,2,10.72,2024-03-13,CHANGED_MIND
RET-000817,ORD-01421,CH03,1,10.11,2024-03-20,NOT_AS_DESCRIBED
RET-000818,ORD-01423,CH03,1,10.45,2024-03-11,WRONG_SIZE
RET-000819,ORD-01424,CH03,2,11.3,2024-03-26,CHANGED_MIND
RET-000820,ORD-01426,CH03,3,10.2,2024-03-16,CHANGED_MIND
RET-000821,ORD-01428,CH03,1,10.37,2024-04-06,WRONG_SIZE
RET-000822,ORD-01429,CH03,1,11.48,2024-04-04,NOT_AS_DESCRIBED
RET-000823,ORD-01431,CH03,1,10.1,2024-03-23,CHANGED_MIND
RET-000824,ORD-01433,CH03,3,10.37,2024-03-25,WRONG_SIZE
RET-000825,ORD-01435,CH03,3,10.75,2024-03-21,CHANGED_MIND
RET-000826,ORD-01436,CH03,2,9.75,2024-03-11,DEFECTIVE
RET-000827,ORD-01437,CH03,1,11.27,2024-03-27,DEFECTIVE
RET-000828,ORD-01438,CH03,2,9.6,2024-04-12,CHANGED_MIND
RET-000829,ORD-01439,CH03,4,10.82,2024-03-27,DEFECTIVE
RET-000830,ORD-01441,CH03,2,8.81,2024-03-10,WRONG_SIZE
RET-000831,ORD-01444,CH03,3,9.88,2024-04-09,NOT_AS_DESCRIBED
RET-000832,ORD-01445,CH03,1,9.86,2024-03-13,WRONG_SIZE
RET-000833,ORD-01448,CH03,5,8.75,2024-04-07,CHANGED_MIND
RET-000834,ORD-01450,CH03,1,10.48,2024-03-21,CHANGED_MIND
RET-000835,ORD-01452,CH03,2,8.65,2024-03-27,CHANGED_MIND
RET-000836,ORD-01453,CH03,1,9.09,2024-04-01,WRONG_SIZE
RET-000837,ORD-01457,CH03,1,11.27,2024-04-02,DEFECTIVE
RET-000838,ORD-01458,CH03,2,9.21,2024-03-16,CHANGED_MIND
RET-000839,ORD-01462,CH03,1,8.62,2024-03-27,NOT_AS_DESCRIBED
RET-000840,ORD-01463,CH03,2,10.53,2024-03-18,NOT_AS_DESCRIBED
RET-000841,ORD-01466,CH03,1,9.27,2024-03-25,CHANGED_MIND
RET-000842,ORD-01468,CH03,4,11.36,2024-04-03,NOT_AS_DESCRIBED
RET-000843,ORD-01470,CH03,2,11.49,2024-04-10,WRONG_SIZE
RET-000844,ORD-01471,CH03,1,9.51,2024-04-01,NOT_AS_DESCRIBED
RET-000845,ORD-01473,CH03,2,9.87,2024-03-14,CHANGED_MIND
RET-000846,ORD-01474,CH03,1,9.98,2024-04-03,DEFECTIVE
RET-000847,ORD-01475,CH03,1,9.33,2024-04-05,NOT_AS_DESCRIBED
RET-000848,ORD-01476,CH03,1,9.97,2024-03-14,NOT_AS_DESCRIBED
RET-000849,ORD-01477,CH03,1,10.71,2024-03-03,WRONG_SIZE
RET-000850,ORD-01478,CH03,2,9.96,2024-03-12,CHANGED_MIND
RET-000851,ORD-01479,CH03,3,10.02,2024-03-27,DEFECTIVE
RET-000852,ORD-01480,CH03,3,10.14,2024-04-07,NOT_AS_DESCRIBED
RET-000853,ORD-01482,CH03,2,10.72,2024-03-18,DEFECTIVE
RET-000854,ORD-01483,CH03,2,11.15,2024-04-08,CHANGED_MIND
RET-000855,ORD-01485,CH03,1,11.48,2024-03-17,DEFECTIVE
RET-000856,ORD-01486,CH03,1,11.46,2024-04-02,CHANGED_MIND
RET-000857,ORD-01490,CH03,1,11.44,2024-03-12,CHANGED_MIND
RET-000858,ORD-01493,CH03,2,8.66,2024-04-04,WRONG_SIZE
RET-000859,ORD-01495,CH03,2,11.46,2024-03-14,WRONG_SIZE
RET-000860,ORD-01496,CH03,1,9.86,2024-03-22,WRONG_SIZE
RET-000861,ORD-01497,CH03,1,9.1,2024-04-04,CHANGED_MIND
RET-000862,ORD-01503,CH03,2,9.34,2024-03-22,NOT_AS_DESCRIBED
RET-000863,ORD-01505,CH03,1,9.99,2024-03-21,CHANGED_MIND
RET-000864,ORD-01508,CH03,1,8.61,2024-03-22,DEFECTIVE
RET-000865,ORD-01509,CH03,2,10.28,2024-03-20,CHANGED_MIND
RET-000866,ORD-01512,CH03,1,9.61,2024-03-07,WRONG_SIZE
RET-000867,ORD-01513,CH03,2,11.5,2024-03-31,CHANGED_MIND
RET-000868,ORD-01517,CH03,2,11.27,2024-03-08,CHANGED_MIND
RET-000869,ORD-01518,CH03,2,10.6,2024-03-20,NOT_AS_DESCRIBED
RET-000870,ORD-01520,CH03,3,9.76,2024-03-17,WRONG_SIZE
RET-000871,ORD-01521,CH03,2,8.75,2024-03-10,WRONG_SIZE
RET-000872,ORD-01523,CH03,2,9.73,2024-03-06,DEFECTIVE
RET-000873,ORD-01525,CH03,3,8.98,2024-03-22,DEFECTIVE
RET-000874,ORD-01527,CH03,2,10.4,2024-03-25,DEFECTIVE
RET-000875,ORD-01528,CH03,1,11.08,2024-04-06,WRONG_SIZE
RET-000876,ORD-01529,CH03,1,10.05,2024-03-07,CHANGED_MIND
RET-000877,ORD-01533,CH03,1,8.8,2024-03-15,DEFECTIVE
RET-000878,ORD-01534,CH03,1,10.07,2024-03-31,DEFECTIVE
RET-000879,ORD-01536,CH03,3,11.29,2024-03-13,DEFECTIVE
RET-000880,ORD-01538,CH03,1,10.54,2024-03-21,CHANGED_MIND
RET-000881,ORD-01539,CH03,1,8.59,2024-03-29,WRONG_SIZE
RET-000882,ORD-01540,CH03,4,11.03,2024-03-18,DEFECTIVE
RET-000883,ORD-01541,CH03,2,9.11,2024-03-27,CHANGED_MIND
RET-000884,ORD-01543,CH03,2,9.74,2024-03-22,CHANGED_MIND
RET-000885,ORD-01544,CH03,2,9.78,2024-03-10,CHANGED_MIND
RET-000886,ORD-01547,CH03,2,10.43,2024-03-16,WRONG_SIZE
RET-000887,ORD-01550,CH03,2,8.71,2024-03-18,CHANGED_MIND
RET-000888,ORD-01552,CH03,2,9.39,2024-04-08,NOT_AS_DESCRIBED
RET-000889,ORD-01556,CH03,3,9.51,2024-03-05,WRONG_SIZE
RET-000890,ORD-01557,CH03,3,9.65,2024-03-26,CHANGED_MIND
RET-000891,ORD-01558,CH03,1,8.86,2024-03-09,CHANGED_MIND
RET-000892,ORD-01562,CH03,1,9.12,2024-03-14,NOT_AS_DESCRIBED
RET-000893,ORD-01565,CH03,1,8.57,2024-03-10,CHANGED_MIND
RET-000894,ORD-01569,CH03,1,9.58,2024-03-15,DEFECTIVE
RET-000895,ORD-01570,CH03,1,9.68,2024-04-07,CHANGED_MIND
RET-000896,ORD-01574,CH03,1,11.33,2024-03-25,NOT_AS_DESCRIBED
RET-000897,ORD-01575,CH03,2,11.19,2024-03-14,NOT_AS_DESCRIBED
RET-000898,ORD-01579,CH03,1,10.25,2024-03-18,CHANGED_MIND
RET-000899,ORD-01581,CH03,1,8.67,2024-04-06,CHANGED_MIND
RET-000900,ORD-01582,CH03,1,8.58,2024-04-01,CHANGED_MIND
RET-000901,ORD-01584,CH03,1,9.64,2024-04-07,WRONG_SIZE
RET-000902,ORD-01585,CH03,2,9.72,2024-03-29,CHANGED_MIND
RET-000903,ORD-01587,CH03,1,10.89,2024-03-12,WRONG_SIZE
RET-000904,ORD-01589,CH03,2,10.25,2024-03-20,CHANGED_MIND
RET-000905,ORD-01590,CH03,3,10.02,2024-03-29,CHANGED_MIND
RET-000906,ORD-01592,CH03,1,9.94,2024-04-06,CHANGED_MIND
RET-000907,ORD-01594,CH03,1,9.16,2024-04-07,CHANGED_MIND
RET-000908,ORD-01595,CH03,2,8.87,2024-03-11,WRONG_SIZE
RET-000909,ORD-01598,CH03,1,8.56,2024-03-11,DEFECTIVE
RET-000910,ORD-01599,CH03,3,10.89,2024-03-06,CHANGED_MIND
RET-000911,ORD-01600,CH03,3,9.82,2024-04-06,CHANGED_MIND
RET-000912,ORD-01601,CH03,1,11.08,2024-03-22,WRONG_SIZE
RET-000913,ORD-01602,CH03,1,10.77,2024-03-10,CHANGED_MIND
RET-000914,ORD-01603,CH03,2,8.85,2024-04-03,DEFECTIVE
RET-000915,ORD-01605,CH03,2,10.03,2024-04-06,WRONG_SIZE
RET-000916,ORD-01608,CH03,4,11.46,2024-03-30,NOT_AS_DESCRIBED
RET-000917,ORD-01615,CH03,1,11.43,2024-04-13,DEFECTIVE
RET-000918,ORD-01616,CH03,2,10.28,2024-03-14,NOT_AS_DESCRIBED
RET-000919,ORD-01618,CH03,1,10.36,2024-03-19,CHANGED_MIND
RET-000920,ORD-01619,CH03,1,10.41,2024-04-08,DEFECTIVE
RET-000921,ORD-01620,CH03,1,10.66,2024-04-04,CHANGED_MIND
RET-000922,ORD-01623,CH03,2,9.23,2024-04-01,WRONG_SIZE
RET-000923,ORD-01625,CH03,1,10.16,2024-03-20,CHANGED_MIND
RET-000924,ORD-01627,CH03,3,11.14,2024-04-10,CHANGED_MIND
RET-000925,ORD-01629,CH03,5,9.75,2024-04-02,DEFECTIVE
RET-000926,ORD-01633,CH03,2,9.68,2024-03-27,WRONG_SIZE
RET-000927,ORD-01634,CH03,1,9.81,2024-03-20,CHANGED_MIND
RET-000928,ORD-01635,CH03,2,9.81,2024-04-01,DEFECTIVE
RET-000929,ORD-01639,CH03,2,9.79,2024-03-27,CHANGED_MIND
RET-000930,ORD-01641,CH03,1,10.63,2024-03-31,WRONG_SIZE
RET-000931,ORD-01642,CH03,2,10.32,2024-03-16,WRONG_SIZE
RET-000932,ORD-01644,CH03,1,9.02,2024-03-30,DEFECTIVE
RET-000933,ORD-01646,CH03,1,10.2,2024-03-14,CHANGED_MIND
RET-000934,ORD-01647,CH03,1,9.18,2024-03-18,CHANGED_MIND
RET-000935,ORD-01648,CH03,1,9.44,2024-03-17,DEFECTIVE
RET-000936,ORD-01649,CH03,2,10.92,2024-03-13,CHANGED_MIND
RET-000937,ORD-01650,CH03,1,11.48,2024-03-22,CHANGED_MIND
RET-000938,ORD-01653,CH03,1,10.78,2024-03-07,CHANGED_MIND
RET-000939,ORD-01658,CH03,2,11.27,2024-04-13,WRONG_SIZE
RET-000940,ORD-01663,CH03,1,10.69,2024-03-08,DEFECTIVE
RET-000941,ORD-01664,CH03,2,9.03,2024-04-09,NOT_AS_DESCRIBED
RET-000942,ORD-01667,CH03,1,9.59,2024-03-31,NOT_AS_DESCRIBED
RET-000943,ORD-01669,CH03,1,10.87,2024-04-02,NOT_AS_DESCRIBED
RET-000944,ORD-01670,CH03,1,11.45,2024-03-26,DEFECTIVE
RET-000945,ORD-01676,CH03,2,9.41,2024-04-04,WRONG_SIZE
RET-000946,ORD-01677,CH03,1,10.88,2024-04-08,CHANGED_MIND
RET-000947,ORD-01681,CH03,2,9.07,2024-03-22,DEFECTIVE
RET-000948,ORD-01683,CH03,2,9.67,2024-03-21,NOT_AS_DESCRIBED
RET-000949,ORD-01684,CH03,1,11.07,2024-03-06,WRONG_SIZE
RET-000950,ORD-01688,CH03,1,8.51,2024-03-31,WRONG_SIZE
RET-000951,ORD-01689,CH03,3,10.17,2024-03-08,WRONG_SIZE
RET-000952,ORD-01690,CH03,1,10.49,2024-03-22,NOT_AS_DESCRIBED
RET-000953,ORD-01692,CH03,2,9.96,2024-04-01,DEFECTIVE
RET-000954,ORD-01698,CH03,3,11.4,2024-04-03,DEFECTIVE
RET-000955,ORD-01701,CH03,1,10.12,2024-03-20,DEFECTIVE
RET-000956,ORD-01702,CH03,2,10.52,2024-03-24,CHANGED_MIND
RET-000957,ORD-01703,CH03,1,9.16,2024-03-17,CHANGED_MIND
RET-000958,ORD-01704,CH03,1,10.64,2024-03-25,CHANGED_MIND
RET-000959,ORD-01706,CH03,3,9.85,2024-03-15,NOT_AS_DESCRIBED
RET-000960,ORD-01711,CH03,4,9.41,2024-04-02,WRONG_SIZE
RET-000961,ORD-01712,CH03,1,9.63,2024-03-14,CHANGED_MIND
RET-000962,ORD-01713,CH03,1,11.4,2024-04-02,NOT_AS_DESCRIBED
RET-000963,ORD-01714,CH03,1,10.25,2024-03-28,DEFECTIVE
RET-000964,ORD-01719,CH03,1,10.91,2024-03-31,WRONG_SIZE
RET-000965,ORD-01720,CH03,2,9.8,2024-03-24,NOT_AS_DESCRIBED
RET-000966,ORD-01724,CH03,3,10.38,2024-03-11,NOT_AS_DESCRIBED
RET-000967,ORD-01726,CH03,1,8.87,2024-03-29,WRONG_SIZE
RET-000968,ORD-01727,CH03,4,8.73,2024-03-26,NOT_AS_DESCRIBED
RET-000969,ORD-01728,CH03,1,9.82,2024-04-02,WRONG_SIZE
RET-000970,ORD-01729,CH03,2,10.2,2024-04-08,DEFECTIVE
RET-000971,ORD-01730,CH03,3,10.33,2024-03-17,CHANGED_MIND
RET-000972,ORD-01735,CH03,2,9.65,2024-03-26,DEFECTIVE
RET-000973,ORD-01738,CH03,1,9.58,2024-04-03,CHANGED_MIND
RET-000974,ORD-01739,CH03,1,10.75,2024-03-23,CHANGED_MIND
RET-000975,ORD-01740,CH03,2,11.29,2024-03-13,CHANGED_MIND
RET-000976,ORD-01742,CH03,2,11.21,2024-03-17,DEFECTIVE
RET-000977,ORD-01744,CH03,2,10.78,2024-03-20,CHANGED_MIND
RET-000978,ORD-01745,CH03,1,9.85,2024-04-05,WRONG_SIZE
RET-000979,ORD-01747,CH03,3,9.4,2024-04-08,WRONG_SIZE
RET-000980,ORD-01748,CH03,3,9.06,2024-03-04,WRONG_SIZE
RET-000981,ORD-01750,CH03,3,10.7,2024-03-13,CHANGED_MIND
RET-000982,ORD-01751,CH03,1,10.85,2024-03-27,NOT_AS_DESCRIBED
RET-000983,ORD-01752,CH03,2,11.39,2024-03-26,WRONG_SIZE
RET-000984,ORD-01754,CH03,1,11.49,2024-04-13,NOT_AS_DESCRIBED
RET-000985,ORD-01757,CH03,1,9.33,2024-03-06,DEFECTIVE
RET-000986,ORD-01760,CH03,1,8.6,2024-03-29,CHANGED_MIND
RET-000987,ORD-01762,CH03,1,10.37,2024-03-18,DEFECTIVE
RET-000988,ORD-01763,CH03,1,9.53,2024-03-13,DEFECTIVE
RET-000989,ORD-01764,CH03,1,9.05,2024-03-27,WRONG_SIZE
RET-000990,ORD-01767,CH03,3,8.86,2024-03-12,WRONG_SIZE
RET-000991,ORD-01769,CH03,3,9.75,2024-03-24,WRONG_SIZE
RET-000992,ORD-01771,CH03,1,9.88,2024-04-02,DEFECTIVE
RET-000993,ORD-01772,CH03,1,9.53,2024-03-17,DEFECTIVE
RET-000994,ORD-01773,CH03,2,8.68,2024-03-18,CHANGED_MIND
RET-000995,ORD-01775,CH03,6,9.43,2024-03-29,CHANGED_MIND
RET-000996,ORD-01776,CH03,3,9.38,2024-04-06,CHANGED_MIND
RET-000997,ORD-01777,CH03,1,9.13,2024-04-10,DEFECTIVE
RET-000998,ORD-01778,CH03,3,11.23,2024-03-26,DEFECTIVE
RET-000999,ORD-01781,CH03,2,10.21,2024-03-24,CHANGED_MIND
RET-001000,ORD-01785,CH03,3,11.11,2024-03-14,DEFECTIVE
RET-001001,ORD-01787,CH03,1,9.95,2024-03-27,WRONG_SIZE
RET-001002,ORD-01791,CH03,1,10.61,2024-03-12,WRONG_SIZE
RET-001003,ORD-01792,CH03,1,10.31,2024-04-04,WRONG_SIZE
RET-001004,ORD-01793,CH03,1,9.38,2024-03-23,NOT_AS_DESCRIBED
RET-001005,ORD-01794,CH03,3,10.66,2024-03-15,WRONG_SIZE
RET-001006,ORD-01799,CH03,1,10.92,2024-03-29,CHANGED_MIND
RET-001007,ORD-01800,CH03,1,9.23,2024-04-03,CHANGED_MIND
RET-001008,ORD-01801,CH03,1,8.75,2024-04-10,DEFECTIVE
RET-001009,ORD-01803,CH03,2,10.55,2024-03-15,CHANGED_MIND
RET-001010,ORD-01804,CH03,1,9.57,2024-03-21,DEFECTIVE
RET-001011,ORD-01806,CH03,2,10.24,2024-03-30,WRONG_SIZE
RET-001012,ORD-01807,CH03,1,10.92,2024-03-31,NOT_AS_DESCRIBED
RET-001013,ORD-01808,CH03,1,9.91,2024-03-25,CHANGED_MIND
RET-001014,ORD-01809,CH03,3,9.68,2024-03-13,CHANGED_MIND
RET-001015,ORD-01810,CH03,3,11.08,2024-03-20,DEFECTIVE
RET-001016,ORD-01811,CH03,1,9.64,2024-04-02,DEFECTIVE
RET-001017,ORD-01813,CH03,1,11.0,2024-03-15,DEFECTIVE
RET-001018,ORD-01816,CH03,1,10.61,2024-03-15,CHANGED_MIND
RET-001019,ORD-01821,CH03,1,8.96,2024-03-22,WRONG_SIZE
RET-001020,ORD-01823,CH03,2,9.93,2024-03-21,CHANGED_MIND
RET-001021,ORD-01826,CH03,1,9.33,2024-03-27,WRONG_SIZE
RET-001022,ORD-01827,CH03,1,10.07,2024-03-16,CHANGED_MIND
RET-001023,ORD-01828,CH03,1,10.52,2024-04-01,CHANGED_MIND
RET-001024,ORD-01831,CH03,2,10.24,2024-03-20,CHANGED_MIND
RET-001025,ORD-01832,CH03,3,9.42,2024-03-11,CHANGED_MIND
RET-001026,ORD-01833,CH03,1,11.41,2024-03-29,CHANGED_MIND
RET-001027,ORD-01835,CH03,1,9.29,2024-03-20,NOT_AS_DESCRIBED
RET-001028,ORD-01836,CH03,2,10.18,2024-03-27,CHANGED_MIND
RET-001029,ORD-01839,CH03,1,10.47,2024-03-27,DEFECTIVE
RET-001030,ORD-01842,CH03,1,10.25,2024-03-10,DEFECTIVE
RET-001031,ORD-01844,CH03,1,9.68,2024-03-06,CHANGED_MIND
RET-001032,ORD-01845,CH03,1,10.6,2024-04-02,CHANGED_MIND
RET-001033,ORD-01847,CH03,1,10.99,2024-03-16,CHANGED_MIND
RET-001034,ORD-01849,CH03,2,9.7,2024-03-08,CHANGED_MIND
RET-001035,ORD-01850,CH03,1,10.2,2024-03-31,CHANGED_MIND
RET-001036,ORD-01851,CH03,2,9.91,2024-03-12,DEFECTIVE
RET-001037,ORD-01855,CH03,1,10.65,2024-03-15,CHANGED_MIND
RET-001038,ORD-01858,CH03,2,10.73,2024-03-09,WRONG_SIZE
RET-001039,ORD-01861,CH03,1,9.08,2024-03-05,NOT_AS_DESCRIBED
RET-001040,ORD-01866,CH03,1,10.62,2024-03-18,WRONG_SIZE
RET-001041,ORD-01870,CH03,1,11.43,2024-04-04,WRONG_SIZE
RET-001042,ORD-01872,CH03,1,10.48,2024-04-03,DEFECTIVE
RET-001043,ORD-01873,CH03,2,9.3,2024-03-26,CHANGED_MIND
RET-001044,ORD-01874,CH03,1,8.66,2024-03-31,CHANGED_MIND
RET-001045,ORD-01876,CH03,3,9.34,2024-03-23,WRONG_SIZE
RET-001046,ORD-01878,CH03,2,10.74,2024-04-07,DEFECTIVE
RET-001047,ORD-01879,CH03,1,11.08,2024-03-20,CHANGED_MIND
RET-001048,ORD-01880,CH03,2,9.55,2024-04-04,WRONG_SIZE
RET-001049,ORD-01886,CH03,3,8.75,2024-03-14,NOT_AS_DESCRIBED
RET-001050,ORD-01892,CH03,1,10.3,2024-03-31,NOT_AS_DESCRIBED
RET-001051,ORD-01893,CH03,1,8.74,2024-04-07,WRONG_SIZE
RET-001052,ORD-01897,CH03,2,10.93,2024-03-19,WRONG_SIZE
RET-001053,ORD-01900,CH03,2,8.93,2024-03-24,DEFECTIVE
RET-001054,ORD-01901,CH03,1,11.39,2024-03-23,CHANGED_MIND
RET-001055,ORD-01903,CH03,3,10.0,2024-03-30,WRONG_SIZE
RET-001056,ORD-01906,CH03,1,10.77,2024-03-16,CHANGED_MIND
RET-001057,ORD-01909,CH03,2,10.8,2024-03-12,CHANGED_MIND
RET-001058,ORD-01920,CH03,1,9.87,2024-03-26,WRONG_SIZE
RET-001059,ORD-01923,CH03,4,9.66,2024-03-13,WRONG_SIZE
RET-001060,ORD-01924,CH03,2,10.07,2024-03-22,WRONG_SIZE
RET-001061,ORD-01927,CH03,1,11.2,2024-04-03,DEFECTIVE
RET-001062,ORD-01932,CH03,1,11.18,2024-03-19,WRONG_SIZE
RET-001063,ORD-01933,CH03,1,10.1,2024-03-18,CHANGED_MIND
RET-001064,ORD-01936,CH03,3,10.96,2024-03-11,WRONG_SIZE
RET-001065,ORD-01937,CH03,3,9.01,2024-03-08,DEFECTIVE
RET-001066,ORD-01939,CH03,3,11.13,2024-03-16,CHANGED_MIND
RET-001067,ORD-01942,CH03,1,9.19,2024-03-06,WRONG_SIZE
RET-001068,ORD-01946,CH03,2,11.46,2024-03-17,CHANGED_MIND
RET-001069,ORD-01952,CH03,1,9.47,2024-03-20,DEFECTIVE
RET-001070,ORD-01953,CH03,2,8.59,2024-03-16,WRONG_SIZE
RET-001071,ORD-01954,CH03,2,9.32,2024-03-21,CHANGED_MIND
RET-001072,ORD-01956,CH03,3,9.54,2024-03-08,WRONG_SIZE
RET-001073,ORD-01963,CH03,3,9.51,2024-03-17,NOT_AS_DESCRIBED
RET-001074,ORD-01968,CH03,1,9.36,2024-03-18,NOT_AS_DESCRIBED
RET-001075,ORD-01974,CH03,3,8.89,2024-03-11,WRONG_SIZE
RET-001076,ORD-01978,CH03,1,8.91,2024-04-02,CHANGED_MIND
RET-001077,ORD-01980,CH03,2,11.15,2024-03-14,CHANGED_MIND
RET-001078,ORD-01983,CH03,2,10.2,2024-03-21,DEFECTIVE
RET-001079,ORD-01985,CH03,4,11.47,2024-03-12,CHANGED_MIND
RET-001080,ORD-01986,CH03,1,9.74,2024-03-12,DEFECTIVE
RET-001081,ORD-01987,CH03,1,8.65,2024-03-10,CHANGED_MIND
RET-001082,ORD-01988,CH03,3,8.88,2024-03-30,WRONG_SIZE
RET-001083,ORD-01989,CH03,2,8.83,2024-03-15,CHANGED_MIND
RET-001084,ORD-01992,CH03,2,10.26,2024-03-10,DEFECTIVE
RET-001085,ORD-01996,CH03,1,8.76,2024-03-18,DEFECTIVE
RET-001086,ORD-02001,CH03,1,10.43,2024-03-08,WRONG_SIZE
RET-001087,ORD-02002,CH03,1,10.89,2024-04-05,CHANGED_MIND
RET-001088,ORD-02005,CH03,3,11.21,2024-04-06,DEFECTIVE
RET-001089,ORD-02006,CH03,1,10.06,2024-03-04,DEFECTIVE
RET-001090,ORD-02007,CH03,2,9.47,2024-04-01,CHANGED_MIND
RET-001091,ORD-02008,CH03,3,10.98,2024-03-10,DEFECTIVE
RET-001092,ORD-02009,CH03,1,10.04,2024-04-02,CHANGED_MIND
RET-001093,ORD-02011,CH03,3,8.73,2024-03-04,CHANGED_MIND
RET-001094,ORD-02012,CH03,1,10.99,2024-03-15,NOT_AS_DESCRIBED
RET-001095,ORD-02014,CH03,1,10.93,2024-03-28,NOT_AS_DESCRIBED
RET-001096,ORD-02015,CH03,1,9.8,2024-03-14,DEFECTIVE
RET-001097,ORD-02021,CH03,2,8.65,2024-04-03,WRONG_SIZE
RET-001098,ORD-02022,CH03,1,9.86,2024-03-15,NOT_AS_DESCRIBED
RET-001099,ORD-02023,CH03,1,10.97,2024-03-05,NOT_AS_DESCRIBED
RET-001100,ORD-02024,CH03,1,9.54,2024-03-12,DEFECTIVE
RET-001101,ORD-02026,CH03,1,8.56,2024-03-27,WRONG_SIZE
RET-001102,ORD-02027,CH03,1,10.31,2024-03-23,CHANGED_MIND
RET-001103,ORD-02033,CH03,1,10.93,2024-03-27,DEFECTIVE
RET-001104,ORD-02034,CH03,1,9.29,2024-03-28,DEFECTIVE
RET-001105,ORD-02035,CH03,1,10.29,2024-03-13,CHANGED_MIND
RET-001106,ORD-02036,CH03,1,8.92,2024-03-22,WRONG_SIZE
RET-001107,ORD-02037,CH03,2,10.26,2024-03-18,NOT_AS_DESCRIBED
RET-001108,ORD-02039,CH03,2,10.88,2024-03-26,DEFECTIVE
RET-001109,ORD-02040,CH03,2,8.78,2024-03-14,WRONG_SIZE
RET-001110,ORD-02041,CH03,1,9.72,2024-03-26,CHANGED_MIND
RET-001111,ORD-02042,CH03,1,10.17,2024-04-04,CHANGED_MIND
RET-001112,ORD-02043,CH03,1,8.55,2024-04-11,WRONG_SIZE
RET-001113,ORD-02045,CH03,1,9.15,2024-03-11,DEFECTIVE
RET-001114,ORD-02046,CH03,1,11.25,2024-03-23,WRONG_SIZE
RET-001115,ORD-02047,CH03,3,9.02,2024-04-08,WRONG_SIZE
RET-001116,ORD-02048,CH03,1,11.24,2024-03-19,NOT_AS_DESCRIBED
RET-001117,ORD-02050,CH03,2,11.5,2024-03-06,WRONG_SIZE
RET-001118,ORD-02051,CH03,2,10.3,2024-03-20,CHANGED_MIND
RET-001119,ORD-02052,CH03,2,10.8,2024-03-12,CHANGED_MIND
RET-001120,ORD-02054,CH03,3,10.36,2024-03-19,WRONG_SIZE
RET-001121,ORD-02057,CH03,1,8.9,2024-03-19,NOT_AS_DESCRIBED
RET-001122,ORD-02058,CH03,1,9.69,2024-04-06,WRONG_SIZE
RET-001123,ORD-02059,CH03,3,11.47,2024-03-28,CHANGED_MIND
RET-001124,ORD-02061,CH03,1,8.92,2024-03-14,NOT_AS_DESCRIBED
RET-001125,ORD-02069,CH03,1,10.89,2024-04-08,NOT_AS_DESCRIBED
RET-001126,ORD-02070,CH03,1,9.66,2024-03-14,WRONG_SIZE
RET-001127,ORD-02073,CH03,3,8.87,2024-03-21,WRONG_SIZE
RET-001128,ORD-02076,CH03,1,9.5,2024-03-13,CHANGED_MIND
RET-001129,ORD-02077,CH03,1,8.6,2024-03-07,WRONG_SIZE
RET-001130,ORD-02078,CH03,1,9.31,2024-03-31,WRONG_SIZE
RET-001131,ORD-02080,CH03,5,9.23,2024-03-19,CHANGED_MIND
RET-001132,ORD-02081,CH03,2,9.45,2024-03-18,DEFECTIVE
RET-001133,ORD-02083,CH03,1,9.38,2024-03-18,CHANGED_MIND
RET-001134,ORD-02087,CH03,2,9.5,2024-03-04,CHANGED_MIND
RET-001135,ORD-02088,CH03,4,10.17,2024-04-02,CHANGED_MIND
RET-001136,ORD-02096,CH03,1,9.26,2024-03-15,DEFECTIVE
RET-001137,ORD-02097,CH03,2,10.21,2024-03-24,DEFECTIVE
RET-001138,ORD-02102,CH03,1,10.75,2024-03-26,WRONG_SIZE
