order_id,channel_id,product_id,order_date,quantity,unit_price
ORD-00778,CH04,SKU-0037,2024-03-26,1,63.54
ORD-00779,CH04,SKU-0038,2024-03-18,2,27.97
ORD-00780,CH04,SKU-0011,2024-03-06,2,85.4
ORD-00781,CH04,SKU-0021,2024-03-12,2,63.35
ORD-00782,CH04,SKU-0043,2024-03-21,2,14.07
ORD-00783,CH04,SKU-0039,2024-03-29,3,41.8
ORD-00784,CH04,SKU-0027,2024-03-04,3,95.44
ORD-00785,CH04,SKU-0019,2024-03-12,2,40.48
ORD-00786,CH04,SKU-0018,2024-03-09,2,66.07
ORD-00787,CH04,SKU-0018,2024-03-07,1,61.82
ORD-00788,CH04,SKU-0032,2024-03-12,3,51.5
ORD-00789,CH04,SKU-0037,2024-03-16,1,71.28
ORD-00790,CH04,SKU-0042,2024-03-28,1,50.38
ORD-00791,CH04,SKU-0003,2024-03-04,1,184.84
ORD-00792,CH04,SKU-0041,2024-03-18,2,36.8
ORD-00793,CH04,SKU-0044,2024-03-15,2,49.02
ORD-00794,CH04,SKU-0027,2024-03-10,3,94.87
ORD-00795,CH04,SKU-0032,2024-03-11,3,57.4
ORD-00796,CH04,SKU-0020,2024-03-16,3,40.5
ORD-00797,CH04,SKU-0019,2024-03-27,2,37.73
ORD-00798,CH04,SKU-0015,2024-03-29,1,40.83
ORD-00799,CH04,SKU-0002,2024-03-08,3,383.96
ORD-00800,CH04,SKU-0003,2024-03-24,2,208.14
ORD-00801,CH04,SKU-0035,2024-03-22,3,28.76
ORD-00802,CH04,SKU-0013,2024-03-27,1,82.99
ORD-00803,CH04,SKU-0005,2024-03-07,2,211.65
ORD-00804,CH04,SKU-0015,2024-03-16,2,43.0
ORD-00805,CH04,SKU-0030,2024-03-22,2,56.34
ORD-00806,CH04,SKU-0043,2024-03-11,1,15.64
ORD-00807,CH04,SKU-0012,2024-03-06,3,93.47
ORD-00808,CH04,SKU-0038,2024-03-14,3,25.36
ORD-00809,CH04,SKU-0041,2024-03-07,3,45.85
ORD-00810,CH04,SKU-0035,2024-03-10,1,26.92
ORD-00811,CH04,SKU-0040,2024-03-13,3,49.16
ORD-00812,CH04,SKU-0028,2024-03-02,1,90.91
ORD-00813,CH04,SKU-0044,2024-03-15,2,45.09
ORD-00814,CH04,SKU-0012,2024-03-09,3,92.74
ORD-00815,CH04,SKU-0037,2024-03-10,1,67.4
ORD-00816,CH04,SKU-0017,2024-03-31,1,49.61
ORD-00817,CH04,SKU-0012,2024-03-12,2,78.51
ORD-00818,CH04,SKU-0038,2024-03-29,1,25.66
ORD-00819,CH04,SKU-0036,2024-03-07,1,38.84
ORD-00820,CH04,SKU-0035,2024-03-28,3,22.68
ORD-00821,CH04,SKU-0050,2024-03-15,2,19.82
ORD-00822,CH04,SKU-0037,2024-03-16,2,67.17
ORD-00823,CH04,SKU-0025,2024-03-31,3,84.37
ORD-00824,CH04,SKU-0049,2024-03-22,3,29.49
ORD-00825,CH04,SKU-0019,2024-03-17,1,33.82
ORD-00826,CH04,SKU-0008,2024-03-15,2,254.56
ORD-00827,CH04,SKU-0020,2024-03-29,1,47.96
ORD-00828,CH04,SKU-0024,2024-03-18,2,64.63
ORD-00829,CH04,SKU-0028,2024-03-27,2,78.87
ORD-00830,CH04,SKU-0036,2024-03-14,1,39.14
ORD-00831,CH04,SKU-0008,2024-03-05,2,235.51
ORD-00832,CH04,SKU-0039,2024-03-05,2,37.3
ORD-00833,CH04,SKU-0029,2024-03-13,3,65.47
ORD-00834,CH04,SKU-0041,2024-03-11,1,36.92
ORD-00835,CH04,SKU-0013,2024-03-23,3,84.98
ORD-00836,CH04,SKU-0021,2024-03-26,3,68.59
ORD-00837,CH04,SKU-0033,2024-03-16,2,48.68
ORD-00838,CH04,SKU-0025,2024-03-07,1,74.72
ORD-00839,CH04,SKU-0017,2024-03-18,2,44.57
ORD-00840,CH04,SKU-0009,2024-03-18,2,310.46
ORD-00841,CH04,SKU-0014,2024-03-12,3,61.57
ORD-00842,CH04,SKU-0024,2024-03-01,1,63.29
ORD-00843,CH04,SKU-0021,2024-03-23,2,69.8
ORD-00844,CH04,SKU-0026,2024-03-17,3,49.65
ORD-00845,CH04,SKU-0032,2024-03-31,3,48.23
ORD-00846,CH04,SKU-0006,2024-03-15,1,248.77
ORD-00847,CH04,SKU-0011,2024-03-14,1,82.04
ORD-00848,CH04,SKU-0039,2024-03-14,1,39.36
ORD-00849,CH04,SKU-0038,2024-03-31,1,27.69
ORD-00850,CH04,SKU-0031,2024-03-24,3,58.68
ORD-00851,CH04,SKU-0040,2024-03-12,2,57.79
ORD-00852,CH04,SKU-0045,2024-03-23,3,21.49
ORD-00853,CH04,SKU-0046,2024-03-25,2,21.22
ORD-00854,CH04,SKU-0029,2024-03-28,3,68.22
ORD-00855,CH04,SKU-0017,2024-03-28,2,51.46
ORD-00856,CH04,SKU-0006,2024-03-24,2,230.54
ORD-00857,CH04,SKU-0023,2024-03-04,1,85.03
ORD-00858,CH04,SKU-0011,2024-03-21,1,66.49
ORD-00859,CH04,SKU-0019,2024-03-12,1,36.24
ORD-00860,CH04,SKU-0017,2024-03-19,3,46.6
ORD-00861,CH04,SKU-0048,2024-03-12,3,29.68
ORD-00862,CH04,SKU-0006,2024-03-11,2,240.61
ORD-00863,CH04,SKU-0035,2024-03-11,3,27.18
ORD-00864,CH04,SKU-0049,2024-03-16,2,29.44
ORD-00865,CH04,SKU-0031,2024-03-17,3,52.53
ORD-00866,CH04,SKU-0004,2024-03-14,1,352.58
ORD-00867,CH04,SKU-0040,2024-03-10,2,56.89
ORD-00868,CH04,SKU-0023,2024-03-13,2,102.7
ORD-00869,CH04,SKU-0017,2024-03-16,1,56.65
ORD-00870,CH04,SKU-0026,2024-03-24,1,51.76
ORD-00871,CH04,SKU-0020,2024-03-27,3,45.35
ORD-00872,CH04,SKU-0040,2024-03-06,3,60.23
ORD-00873,CH04,SKU-0046,2024-03-28,3,23.94
ORD-00874,CH04,SKU-0024,2024-03-08,3,75.96
ORD-00875,CH04,SKU-0046,2024-03-18,1,22.63
ORD-00876,CH04,SKU-0016,2024-03-20,3,80.6
ORD-00877,CH04,SKU-0038,2024-03-25,2,27.32
ORD-00878,CH04,SKU-0038,2024-03-02,3,29.06
ORD-00879,CH04,SKU-0015,2024-03-25,1,43.42
ORD-00880,CH04,SKU-0049,2024-03-22,2,30.18
ORD-00881,CH04,SKU-0047,2024-03-10,3,34.71
ORD-00882,CH04,SKU-0014,2024-03-11,1,64.74
ORD-00883,CH04,SKU-0040,2024-03-29,3,51.3
ORD-00884,CH04,SKU-0019,2024-03-26,2,34.03
ORD-00885,CH04,SKU-0008,2024-03-04,3,232.08
ORD-00886,CH04,SKU-0016,2024-03-27,3,75.08
ORD-00887,CH04,SKU-0013,2024-03-18,3,76.25
ORD-00888,CH04,SKU-0005,2024-03-28,2,196.26
ORD-00889,CH04,SKU-0014,2024-03-20,3,58.87
ORD-00890,CH04,SKU-0045,2024-03-23,3,20.76
ORD-00891,CH04,SKU-0029,2024-03-11,2,82.79
ORD-00892,CH04,SKU-0032,2024-03-03,1,54.93
ORD-00893,CH04,SKU-0020,2024-03-07,3,37.77
ORD-00894,CH04,SKU-0017,2024-03-31,3,54.15
ORD-00895,CH04,SKU-0031,2024-03-08,2,56.03
ORD-00896,CH04,SKU-0013,2024-03-18,3,80.9
ORD-00897,CH04,SKU-0015,2024-03-17,2,43.53
ORD-00898,CH04,SKU-0050,2024-03-07,3,18.17
ORD-00899,CH04,SKU-0011,2024-03-07,1,73.88
ORD-00900,CH04,SKU-0016,2024-03-06,3,75.43
ORD-00901,CH04,SKU-0023,2024-03-17,3,106.32
ORD-00902,CH04,SKU-0013,2024-03-27,2,69.35
ORD-00903,CH04,SKU-0040,2024-03-27,2,55.37
ORD-00904,CH04,SKU-0012,2024-03-15,3,88.32
ORD-00905,CH04,SKU-0011,2024-03-04,2,79.26
ORD-00906,CH04,SKU-0018,2024-03-06,3,53.79
ORD-00907,CH04,SKU-0014,2024-03-16,2,58.9
ORD-00908,CH04,SKU-0030,2024-03-12,2,54.02
ORD-00909,CH04,SKU-0048,2024-03-15,2,30.37
ORD-00910,CH04,SKU-0034,2024-03-19,2,58.9
ORD-00911,CH04,SKU-0013,2024-03-01,1,70.85
ORD-00912,CH04,SKU-0048,2024-03-06,3,28.58
ORD-00913,CH04,SKU-0033,2024-03-02,3,50.44
ORD-00914,CH04,SKU-0005,2024-03-15,2,186.71
ORD-00915,CH04,SKU-0018,2024-03-25,2,66.02
ORD-00916,CH04,SKU-0012,2024-03-22,3,101.23
ORD-00917,CH04,SKU-0008,2024-03-26,3,274.11
ORD-00918,CH04,SKU-0014,2024-03-15,2,56.83
ORD-00919,CH04,SKU-0011,2024-03-28,1,78.73
ORD-00920,CH04,SKU-0047,2024-03-12,3,31.91
ORD-00921,CH04,SKU-0017,2024-03-24,3,54.2
ORD-00922,CH04,SKU-0011,2024-03-27,2,72.36
ORD-00923,CH04,SKU-0044,2024-03-06,2,49.26
ORD-00924,CH04,SKU-0027,2024-03-17,3,86.39
ORD-00925,CH04,SKU-0010,2024-03-23,2,340.18
ORD-00926,CH04,SKU-0004,2024-03-29,3,359.39
ORD-00927,CH04,SKU-0028,2024-03-09,2,77.0
ORD-00928,CH04,SKU-0029,2024-03-04,1,76.42
ORD-00929,CH04,SKU-0027,2024-03-25,3,89.29
ORD-00930,CH04,SKU-0038,2024-03-19,1,26.6
ORD-00931,CH04,SKU-0024,2024-03-01,1,72.05
ORD-00932,CH04,SKU-0031,2024-03-04,3,61.79
ORD-00933,CH04,SKU-0036,2024-03-25,2,32.91
ORD-00934,CH04,SKU-0030,2024-03-17,3,49.81
ORD-00935,CH04,SKU-0013,2024-03-13,1,73.95
ORD-00936,CH04,SKU-0014,2024-03-02,1,61.69
ORD-00937,CH04,SKU-0014,2024-03-15,3,63.59
ORD-00938,CH04,SKU-0030,2024-03-19,2,56.48
ORD-00939,CH04,SKU-0015,2024-03-18,1,35.38
ORD-00940,CH04,SKU-0023,2024-03-28,2,106.59
ORD-00941,CH04,SKU-0019,2024-03-31,2,40.21
ORD-00942,CH04,SKU-0022,2024-03-20,1,82.05
ORD-00943,CH04,SKU-0013,2024-03-08,3,80.63
ORD-00944,CH04,SKU-0050,2024-03-02,1,22.55
ORD-00945,CH04,SKU-0014,2024-03-12,1,53.17
ORD-00946,CH04,SKU-0033,2024-03-15,1,48.84
ORD-00947,CH04,SKU-0024,2024-03-26,2,63.86
ORD-00948,CH04,SKU-0012,2024-03-17,2,94.51
ORD-00949,CH04,SKU-0038,2024-03-29,2,30.34
ORD-00950,CH04,SKU-0041,2024-03-26,2,36.63
ORD-00951,CH04,SKU-0031,2024-03-26,3,52.93
ORD-00952,CH04,SKU-0049,2024-03-08,2,26.29
ORD-00953,CH04,SKU-0012,2024-03-17,3,98.6
ORD-00954,CH04,SKU-0042,2024-03-31,1,53.22
ORD-00955,CH04,SKU-0038,2024-03-15,1,27.73
ORD-00956,CH04,SKU-0031,2024-03-01,3,55.59
ORD-00957,CH04,SKU-0040,2024-03-20,2,57.36
ORD-00958,CH04,SKU-0035,2024-03-14,3,30.49
ORD-00959,CH04,SKU-0021,2024-03-25,2,60.49
ORD-00960,CH04,SKU-0024,2024-03-18,1,70.85
ORD-00961,CH04,SKU-0016,2024-03-08,3,70.63
ORD-00962,CH04,SKU-0029,2024-03-18,3,65.0
ORD-00963,CH04,SKU-0012,2024-03-04,3,86.7
ORD-00964,CH04,SKU-0031,2024-03-25,2,67.04
ORD-00965,CH04,SKU-0028,2024-03-13,3,92.13
ORD-00966,CH04,SKU-0020,2024-03-18,3,48.58
ORD-00967,CH04,SKU-0019,2024-03-04,2,34.74
ORD-00968,CH04,SKU-0019,2024-03-17,1,35.06
ORD-00969,CH04,SKU-0021,2024-03-06,3,78.83
ORD-00970,CH04,SKU-0013,2024-03-28,1,85.63
ORD-00971,CH04,SKU-0010,2024-03-10,2,316.69
ORD-00972,CH04,SKU-0011,2024-03-27,3,86.14
ORD-00973,CH04,SKU-0017,2024-03-21,2,48.7
ORD-00974,CH04,SKU-0016,2024-03-30,3,66.01
ORD-00975,CH04,SKU-0015,2024-03-22,1,43.47
ORD-00976,CH04,SKU-0032,2024-03-03,1,57.34
ORD-00977,CH04,SKU-0037,2024-03-11,1,62.89
ORD-00978,CH04,SKU-0044,2024-03-14,1,50.38
ORD-00979,CH04,SKU-0012,2024-03-17,2,96.96
ORD-00980,CH04,SKU-0017,2024-03-28,3,56.71
ORD-00981,CH04,SKU-0010,2024-03-13,1,382.25
ORD-00982,CH04,SKU-0029,2024-03-19,1,68.21
ORD-00983,CH04,SKU-0007,2024-03-14,3,294.12
ORD-00984,CH04,SKU-0014,2024-03-04,1,62.72
ORD-00985,CH04,SKU-0022,2024-03-19,1,84.67
ORD-00986,CH04,SKU-0019,2024-03-28,2,42.26
ORD-00987,CH04,SKU-0027,2024-03-10,3,103.32
ORD-00988,CH04,SKU-0022,2024-03-30,1,95.52
ORD-00989,CH04,SKU-0032,2024-03-30,1,58.6
ORD-00990,CH04,SKU-0011,2024-03-14,1,81.4
ORD-00991,CH04,SKU-0015,2024-03-14,3,36.89
ORD-00992,CH04,SKU-0028,2024-03-16,2,102.44
ORD-00993,CH04,SKU-0004,2024-03-11,2,352.76
ORD-00994,CH04,SKU-0010,2024-03-03,1,359.2
ORD-00995,CH04,SKU-0018,2024-03-30,1,61.96
ORD-00996,CH04,SKU-0011,2024-03-23,1,76.41
ORD-00997,CH04,SKU-0003,2024-03-02,1,217.75
ORD-00998,CH04,SKU-0028,2024-03-06,1,96.65
ORD-00999,CH04,SKU-0034,2024-03-31,2,55.85
ORD-01000,CH04,SKU-0018,2024-03-12,2,58.75
ORD-01001,CH04,SKU-0030,2024-03-07,2,53.47
ORD-01002,CH04,SKU-0042,2024-03-04,3,47.79
ORD-01003,CH04,SKU-0018,2024-03-08,2,59.89
ORD-01004,CH04,SKU-0032,2024-03-10,3,45.3
ORD-01005,CH04,SKU-0019,2024-03-31,1,41.41
ORD-01006,CH04,SKU-0042,2024-03-10,1,46.67
ORD-01007,CH04,SKU-0002,2024-03-12,2,338.42
ORD-01008,CH04,SKU-0013,2024-03-04,2,75.26
ORD-01009,CH04,SKU-0050,2024-03-13,3,18.41
ORD-01010,CH04,SKU-0022,2024-03-21,3,83.05
ORD-01011,CH04,SKU-0018,2024-03-23,1,61.81
ORD-01012,CH04,SKU-0038,2024-03-18,3,30.58
ORD-01013,CH04,SKU-0050,2024-03-16,1,17.09
ORD-01014,CH04,SKU-0015,2024-03-15,3,33.37
ORD-01015,CH04,SKU-0016,2024-03-06,1,78.27
ORD-01016,CH04,SKU-0014,2024-03-03,2,63.04
ORD-01017,CH04,SKU-0041,2024-03-26,2,37.02
ORD-01018,CH04,SKU-0020,2024-03-10,3,44.79
ORD-01019,CH04,SKU-0015,2024-03-26,3,34.62
ORD-01020,CH04,SKU-0011,2024-03-14,1,84.85
ORD-01021,CH04,SKU-0018,2024-03-20,3,50.86
ORD-01022,CH04,SKU-0029,2024-03-05,3,80.32
ORD-01023,CH04,SKU-0017,2024-03-22,2,44.67
ORD-01024,CH04,SKU-0005,2024-03-13,2,211.09
ORD-01025,CH04,SKU-0013,2024-03-16,2,85.91
ORD-01026,CH04,SKU-0010,2024-03-08,1,320.16
ORD-01027,CH04,SKU-0003,2024-03-08,2,196.52
ORD-01028,CH04,SKU-0018,2024-03-26,2,52.8
ORD-01029,CH04,SKU-0033,2024-03-12,3,50.27
ORD-01030,CH04,SKU-0008,2024-03-28,2,260.92
ORD-01031,CH04,SKU-0018,2024-03-22,2,57.88
ORD-01032,CH04,SKU-0028,2024-03-17,1,87.66
ORD-01033,CH04,SKU-0031,2024-03-20,2,57.76
ORD-01034,CH04,SKU-0021,2024-03-30,3,71.66
ORD-01035,CH04,SKU-0044,2024-03-30,2,40.79
ORD-01036,CH04,SKU-0016,2024-03-13,1,64.44
ORD-01037,CH04,SKU-0002,2024-03-29,1,404.21
ORD-01038,CH04,SKU-0006,2024-03-22,1,216.33
ORD-01039,CH04,SKU-0018,2024-03-01,1,54.69
ORD-01040,CH04,SKU-0041,2024-03-22,2,40.62
ORD-01041,CH04,SKU-0024,2024-03-23,3,70.21
ORD-01042,CH04,SKU-0032,2024-03-02,2,45.49
ORD-01043,CH04,SKU-0041,2024-03-06,1,46.33
ORD-01044,CH04,SKU-0035,2024-03-27,2,23.38
ORD-01045,CH04,SKU-0013,2024-03-08,3,76.36
ORD-01046,CH04,SKU-0034,2024-03-05,2,50.85
ORD-01047,CH04,SKU-0018,2024-03-08,3,59.95
ORD-01048,CH04,SKU-0019,2024-03-11,3,42.7
ORD-01049,CH04,SKU-0022,2024-03-20,2,93.55
ORD-01050,CH04,SKU-0041,2024-03-27,3,35.72
ORD-01051,CH04,SKU-0031,2024-03-03,3,54.82
ORD-01052,CH04,SKU-0014,2024-03-11,2,64.48
ORD-01053,CH04,SKU-0034,2024-03-09,3,51.26
ORD-01054,CH04,SKU-0012,2024-03-28,2,96.12
ORD-01055,CH04,SKU-0029,2024-03-13,3,70.41
ORD-01056,CH04,SKU-0019,2024-03-12,1,43.19
ORD-01057,CH04,SKU-0014,2024-03-14,3,55.26
ORD-01058,CH04,SKU-0018,2024-03-14,1,55.18
ORD-01059,CH04,SKU-0040,2024-03-08,2,46.1
ORD-01060,CH04,SKU-0045,2024-03-15,1,19.75
ORD-01061,CH04,SKU-0020,2024-03-29,3,46.34
ORD-01062,CH04,SKU-0019,2024-03-26,3,39.21
ORD-01063,CH04,SKU-0006,2024-03-22,1,254.85
ORD-01064,CH04,SKU-0039,2024-03-17,3,40.86
ORD-01065,CH04,SKU-0025,2024-03-05,2,92.39
ORD-01066,CH04,SKU-0029,2024-03-03,2,72.54
ORD-01067,CH04,SKU-0006,2024-03-24,1,254.98
ORD-01068,CH04,SKU-0007,2024-03-26,3,292.98
ORD-01069,CH04,SKU-0044,2024-03-04,1,37.52
ORD-01070,CH04,SKU-0025,2024-03-22,1,94.77
ORD-01071,CH04,SKU-0018,2024-03-27,2,53.77
ORD-01072,CH04,SKU-0014,2024-03-05,2,63.19
ORD-01073,CH04,SKU-0015,2024-03-12,1,41.76
ORD-01074,CH04,SKU-0004,2024-03-16,1,307.72
ORD-01075,CH04,SKU-0007,2024-03-20,1,347.49
ORD-01076,CH04,SKU-0034,2024-03-27,3,45.24
ORD-01077,CH04,SKU-0018,2024-03-13,2,64.03
ORD-01078,CH04,SKU-0013,2024-03-19,2,66.4
ORD-01079,CH04,SKU-0022,2024-03-23,1,77.18
ORD-01080,CH04,SKU-0018,2024-03-31,3,51.34
ORD-01081,CH04,SKU-0020,2024-03-18,3,48.05
ORD-01082,CH04,SKU-0035,2024-03-07,3,29.59
ORD-01083,CH04,SKU-0013,2024-03-14,2,87.15
ORD-01084,CH04,SKU-0031,2024-03-22,1,53.16
ORD-01085,CH04,SKU-0017,2024-03-14,2,56.8
ORD-01086,CH04,SKU-0016,2024-03-22,2,70.21
ORD-01087,CH04,SKU-0009,2024-03-19,3,257.33
ORD-01088,CH04,SKU-0025,2024-03-12,2,74.63
ORD-01089,CH04,SKU-0020,2024-03-15,1,49.82
ORD-01090,CH04,SKU-0031,2024-03-05,3,64.53
ORD-01091,CH04,SKU-0012,2024-03-22,1,77.24
ORD-01092,CH04,SKU-0026,2024-03-03,2,56.9
ORD-01093,CH04,SKU-0006,2024-03-05,2,271.42
ORD-01094,CH04,SKU-0019,2024-03-01,1,34.82
ORD-01095,CH04,SKU-0025,2024-03-26,3,94.6
ORD-01096,CH04,SKU-0009,2024-03-15,2,299.83
ORD-01097,CH04,SKU-0013,2024-03-30,2,76.14
ORD-01098,CH04,SKU-0029,2024-03-16,1,78.35
ORD-01099,CH04,SKU-0031,2024-03-21,1,55.71
ORD-01100,CH04,SKU-0038,2024-03-15,3,28.69
ORD-01101,CH04,SKU-0019,2024-03-20,2,41.44
ORD-01102,CH04,SKU-0006,2024-03-19,2,243.77
ORD-01103,CH04,SKU-0017,2024-03-13,1,51.88
ORD-01104,CH04,SKU-0014,2024-03-30,2,52.38
ORD-01105,CH04,SKU-0011,2024-03-26,3,74.62
ORD-01106,CH04,SKU-0017,2024-03-03,3,56.89
ORD-01107,CH04,SKU-0017,2024-03-21,3,45.59
ORD-01108,CH04,SKU-0027,2024-03-07,3,99.1
ORD-01109,CH04,SKU-0005,2024-03-01,1,212.93
ORD-01110,CH04,SKU-0011,2024-03-31,1,67.74
ORD-01111,CH04,SKU-0015,2024-03-06,1,43.89
ORD-01112,CH04,SKU-0014,2024-03-11,1,62.82
ORD-01113,CH04,SKU-0039,2024-03-12,3,40.05
ORD-01114,CH04,SKU-0020,2024-03-08,2,45.69
ORD-01115,CH04,SKU-0019,2024-03-28,3,34.28
ORD-01116,CH04,SKU-0034,2024-03-29,2,56.75
ORD-01117,CH04,SKU-0011,2024-03-17,2,84.96
ORD-01118,CH04,SKU-0015,2024-03-03,2,38.07
ORD-01119,CH04,SKU-0033,2024-03-02,3,51.0
ORD-01120,CH04,SKU-0028,2024-03-25,1,89.27
ORD-01121,CH04,SKU-0047,2024-03-19,3,35.15
ORD-01122,CH04,SKU-0032,2024-03-19,1,52.17
ORD-01123,CH04,SKU-0037,2024-03-11,3,72.61
ORD-01124,CH04,SKU-0020,2024-03-29,3,47.47
ORD-01125,CH04,SKU-0019,2024-03-13,2,39.69
ORD-01126,CH04,SKU-0017,2024-03-12,3,55.52
ORD-01127,CH04,SKU-0029,2024-03-29,2,80.58
ORD-01128,CH04,SKU-0045,2024-03-08,3,19.52
ORD-01129,CH04,SKU-0006,2024-03-24,3,263.0
ORD-01130,CH04,SKU-0031,2024-03-17,2,58.65
ORD-01131,CH04,SKU-0030,2024-03-05,2,49.08
ORD-01132,CH04,SKU-0011,2024-03-31,3,72.38
ORD-01133,CH04,SKU-0033,2024-03-30,1,58.93
ORD-01134,CH04,SKU-0027,2024-03-27,1,91.44
ORD-01135,CH04,SKU-0015,2024-03-13,3,41.47
ORD-01136,CH04,SKU-0030,2024-03-04,2,52.79
ORD-01137,CH04,SKU-0020,2024-03-19,1,41.21
ORD-01138,CH04,SKU-0016,2024-03-13,3,68.24
ORD-01139,CH04,SKU-0029,2024-03-04,1,68.98
ORD-01140,CH04,SKU-0036,2024-03-14,1,30.73
ORD-01141,CH04,SKU-0038,2024-03-25,2,29.39
ORD-01142,CH04,SKU-0035,2024-03-08,3,25.59
ORD-01143,CH04,SKU-0040,2024-03-11,2,58.84
ORD-01144,CH04,SKU-0002,2024-03-10,3,385.45
ORD-01145,CH04,SKU-0035,2024-03-11,1,23.52
ORD-01146,CH04,SKU-0036,2024-03-30,3,38.04
ORD-01147,CH04,SKU-0018,2024-03-07,3,65.36
ORD-01148,CH04,SKU-0013,2024-03-12,3,77.12
ORD-01149,CH04,SKU-0038,2024-03-11,1,26.4
ORD-01150,CH04,SKU-0048,2024-03-23,2,25.83
ORD-01151,CH04,SKU-0041,2024-03-21,2,39.2
ORD-01152,CH04,SKU-0018,2024-03-22,3,50.17
ORD-01153,CH04,SKU-0031,2024-03-22,1,60.04
ORD-01154,CH04,SKU-0018,2024-03-21,2,66.43
ORD-01155,CH04,SKU-0033,2024-03-29,1,56.42
ORD-01156,CH04,SKU-0028,2024-03-11,2,91.43
ORD-01157,CH04,SKU-0050,2024-03-05,3,18.77
ORD-01158,CH04,SKU-0044,2024-03-14,1,48.13
ORD-01159,CH04,SKU-0019,2024-03-15,1,34.78
ORD-01160,CH04,SKU-0041,2024-03-17,2,37.07
ORD-01161,CH04,SKU-0039,2024-03-27,1,38.71
ORD-01162,CH04,SKU-0016,2024-03-09,3,70.1
ORD-01163,CH04,SKU-0008,2024-03-10,2,288.08
ORD-00698,CH05,SKU-0030,2024-03-02,2,52.73
ORD-00699,CH05,SKU-0033,2024-03-15,2,58.89
ORD-00700,CH05,SKU-0017,2024-03-09,2,50.31
ORD-00701,CH05,SKU-0036,2024-03-15,2,37.98
ORD-00702,CH05,SKU-0037,2024-03-22,3,67.38
ORD-00703,CH05,SKU-0017,2024-03-17,3,46.03
ORD-00704,CH05,SKU-0016,2024-03-30,2,70.26
ORD-00705,CH05,SKU-0011,2024-03-01,3,75.72
ORD-00706,CH05,SKU-0037,2024-03-21,2,65.04
ORD-00707,CH05,SKU-0017,2024-03-27,1,56.8
ORD-00708,CH05,SKU-0031,2024-03-03,3,66.32
ORD-00709,CH05,SKU-0011,2024-03-10,2,70.55
ORD-00710,CH05,SKU-0032,2024-03-01,1,58.8
ORD-00711,CH05,SKU-0019,2024-03-28,1,38.99
ORD-00712,CH05,SKU-0031,2024-03-14,3,57.38
ORD-00713,CH05,SKU-0022,2024-03-22,2,101.26
ORD-00714,CH05,SKU-0028,2024-03-28,2,79.4
ORD-00715,CH05,SKU-0048,2024-03-17,3,29.51
ORD-00716,CH05,SKU-0005,2024-03-15,3,198.61
ORD-00717,CH05,SKU-0020,2024-03-23,2,45.31
ORD-00718,CH05,SKU-0003,2024-03-26,3,218.59
ORD-00719,CH05,SKU-0023,2024-03-17,2,109.09
ORD-00720,CH05,SKU-0036,2024-03-18,1,37.59
ORD-00721,CH05,SKU-0005,2024-03-13,3,207.88
ORD-00722,CH05,SKU-0033,2024-03-13,1,51.3
ORD-00723,CH05,SKU-0018,2024-03-20,2,53.53
ORD-00724,CH05,SKU-0043,2024-03-14,2,14.58
ORD-00725,CH05,SKU-0013,2024-03-28,3,74.02
ORD-00726,CH05,SKU-0042,2024-03-05,3,45.94
ORD-00727,CH05,SKU-0021,2024-03-13,2,72.74
ORD-00728,CH05,SKU-0048,2024-03-07,2,26.59
ORD-00729,CH05,SKU-0027,2024-03-28,2,89.5
ORD-00730,CH05,SKU-0013,2024-03-15,2,73.06
ORD-00731,CH05,SKU-0040,2024-03-03,3,50.6
ORD-00732,CH05,SKU-0016,2024-03-20,1,79.49
ORD-00733,CH05,SKU-0016,2024-03-03,2,75.47
ORD-00734,CH05,SKU-0011,2024-03-12,1,73.14
ORD-00735,CH05,SKU-0035,2024-03-16,2,25.56
ORD-00736,CH05,SKU-0038,2024-03-30,3,29.06
ORD-00737,CH05,SKU-0017,2024-03-07,2,50.41
ORD-00738,CH05,SKU-0034,2024-03-25,2,47.53
ORD-00739,CH05,SKU-0018,2024-03-19,2,57.34
ORD-00740,CH05,SKU-0005,2024-03-13,3,197.79
ORD-00741,CH05,SKU-0011,2024-03-12,3,84.35
ORD-00742,CH05,SKU-0003,2024-03-03,2,186.67
ORD-00743,CH05,SKU-0025,2024-03-27,1,88.32
ORD-00744,CH05,SKU-0017,2024-03-18,3,49.75
ORD-00745,CH05,SKU-0018,2024-03-02,3,64.24
ORD-00746,CH05,SKU-0014,2024-03-09,2,50.05
ORD-00747,CH05,SKU-0034,2024-03-25,2,57.13
ORD-00748,CH05,SKU-0029,2024-03-08,3,72.08
ORD-00749,CH05,SKU-0011,2024-03-08,1,67.04
ORD-00750,CH05,SKU-0033,2024-03-30,2,57.19
ORD-00751,CH05,SKU-0007,2024-03-06,1,277.51
ORD-00752,CH05,SKU-0039,2024-03-26,1,42.71
ORD-00753,CH05,SKU-0014,2024-03-14,3,52.2
ORD-00754,CH05,SKU-0005,2024-03-24,1,197.56
ORD-00755,CH05,SKU-0019,2024-03-06,2,35.92
ORD-00756,CH05,SKU-0001,2024-03-08,1,288.02
ORD-00757,CH05,SKU-0020,2024-03-15,1,46.19
ORD-00758,CH05,SKU-0037,2024-03-24,2,62.68
ORD-00759,CH05,SKU-0015,2024-03-26,3,37.14
ORD-00760,CH05,SKU-0005,2024-03-11,3,192.29
ORD-00761,CH05,SKU-0028,2024-03-07,2,78.47
