region,deal_id,rep_id,credit_pct
EMEA,5849,R124,1.0
NA,5582,R044,1.0
EMEA,5850,R138,1.0
EMEA,5851,R100,1.0
EMEA,5852,R148,1.0
NA,5583,R068,0.6
NA,5583,R080,0.4
EMEA,5853,R139,1.0
NA,5584,R068,1.0
APAC,2897,R195,1.0
EMEA,5854,R158,0.5
EMEA,5854,R149,0.5
EMEA,5855,R131,0.4
EMEA,5855,R101,0.6
APAC,2898,R200,1.0
NA,5585,R023,1.0
APAC,2899,R183,1.0
NA,5586,R023,1.0
EMEA,5856,R095,1.0
NA,5587,R038,1.0
EMEA,5857,R121,1.0
NA,5588,R030,0.5
NA,5588,R054,0.5
APAC,2900,R195,1.0
NA,5589,R065,1.0
NA,5590,R016,1.0
EMEA,5858,R087,1.0
NA,5591,R014,1.0
NA,5592,R074,1.0
APAC,2901,R187,1.0
EMEA,5859,R124,1.0
EMEA,5860,R100,0.6
EMEA,5860,R141,0.4
EMEA,5861,R104,1.0
APAC,2902,R200,1.0
EMEA,5862,R094,1.0
NA,5593,R005,1.0
APAC,2903,R178,1.0
EMEA,5863,R126,1.0
NA,5594,R066,1.0
EMEA,5864,R092,1.0
APAC,2904,R178,1.0
NA,5595,R078,1.0
APAC,2905,R169,1.0
NA,5596,R044,1.0
EMEA,5865,R139,0.4
EMEA,5865,R154,0.6
NA,5597,R005,1.0
APAC,2906,R194,1.0
EMEA,5866,R087,1.0
NA,5598,R070,1.0
EMEA,5867,R105,0.4
EMEA,5867,R129,0.6
EMEA,5868,R144,1.0
NA,5599,R042,1.0
EMEA,5869,R155,1.0
EMEA,5870,R096,0.4
EMEA,5870,R089,0.6
EMEA,5871,R144,1.0
EMEA,5872,R118,0.6
EMEA,5872,R129,0.4
APAC,2907,R168,1.0
APAC,2908,R191,1.0
EMEA,5873,R084,1.0
NA,5600,R025,1.0
EMEA,5874,R090,1.0
APAC,2909,R194,1.0
NA,5601,R009,0.5
NA,5601,R016,0.5
NA,5602,R031,1.0
NA,5603,R014,1.0
APAC,2910,R194,1.0
APAC,2911,R168,0.5
APAC,2911,R170,0.5
APAC,2912,R188,0.4
APAC,2912,R186,0.6
EMEA,5875,R128,1.0
EMEA,5876,R089,1.0
NA,5604,R004,1.0
NA,5605,R072,1.0
APAC,2913,R188,1.0
EMEA,5877,R116,1.0
NA,5606,R030,1.0
NA,5607,R016,1.0
NA,5608,R050,0.4
NA,5608,R042,0.6
EMEA,5878,R090,1.0
NA,5609,R029,1.0
EMEA,5879,R160,1.0
EMEA,5880,R146,1.0
NA,5610,R043,0.4
NA,5610,R078,0.6
NA,5611,R056,1.0
NA,5612,R036,0.5
NA,5612,R017,0.5
EMEA,5881,R111,1.0
EMEA,5882,R129,1.0
APAC,2914,R161,1.0
EMEA,5883,R124,1.0
APAC,2915,R198,1.0
EMEA,5884,R097,1.0
APAC,2916,R187,1.0
NA,5613,R074,1.0
APAC,2917,R162,1.0
NA,5614,R022,0.4
NA,5614,R012,0.6
NA,5615,R018,1.0
APAC,2918,R190,1.0
EMEA,5885,R092,1.0
EMEA,5886,R138,0.6
EMEA,5886,R152,0.4
EMEA,5887,R144,1.0
APAC,2919,R181,1.0
EMEA,5888,R145,0.6
EMEA,5888,R119,0.4
EMEA,5889,R129,0.4
EMEA,5889,R146,0.6
APAC,2920,R190,1.0
NA,5616,R027,1.0
NA,5617,R025,1.0
EMEA,5890,R099,1.0
APAC,2921,R177,1.0
APAC,2922,R161,1.0
NA,5618,R080,1.0
APAC,2923,R163,1.0
EMEA,5891,R127,1.0
APAC,2924,R196,1.0
APAC,2925,R190,1.0
NA,5619,R071,1.0
NA,5620,R048,1.0
EMEA,5892,R140,1.0
NA,5621,R010,1.0
NA,5622,R012,1.0
APAC,2926,R196,1.0
NA,5623,R058,1.0
NA,5624,R067,1.0
EMEA,5893,R156,1.0
EMEA,5894,R116,1.0
NA,5625,R012,1.0
NA,5626,R057,1.0
NA,5627,R015,0.4
NA,5627,R076,0.6
EMEA,5895,R123,1.0
APAC,2927,R172,0.5
APAC,2927,R198,0.5
APAC,2928,R188,1.0
NA,5628,R053,1.0
EMEA,5896,R146,1.0
NA,5629,R002,1.0
APAC,2929,R175,1.0
NA,5630,R027,1.0
EMEA,5897,R133,1.0
NA,5631,R022,1.0
NA,5632,R062,1.0
APAC,2930,R188,1.0
NA,5633,R049,1.0
NA,5634,R002,1.0
APAC,2931,R200,1.0
EMEA,5898,R127,0.6
EMEA,5898,R142,0.4
APAC,2932,R172,0.5
APAC,2932,R196,0.5
APAC,2933,R191,1.0
EMEA,5899,R147,1.0
EMEA,5900,R112,1.0
NA,5635,R036,1.0
NA,5636,R028,1.0
EMEA,5901,R128,1.0
NA,5637,R056,1.0
NA,5638,R074,1.0
NA,5639,R049,1.0
EMEA,5902,R098,1.0
EMEA,5903,R128,1.0
EMEA,5904,R131,0.4
EMEA,5904,R096,0.6
NA,5640,R045,1.0
EMEA,5905,R127,1.0
EMEA,5906,R093,1.0
EMEA,5907,R098,0.5
EMEA,5907,R122,0.5
NA,5641,R075,1.0
NA,5642,R002,0.4
NA,5642,R057,0.6
EMEA,5908,R152,1.0
APAC,2934,R181,1.0
EMEA,5909,R112,1.0
NA,5643,R052,1.0
EMEA,5910,R155,0.4
EMEA,5910,R149,0.6
EMEA,5911,R084,1.0
EMEA,5912,R093,1.0
EMEA,5913,R152,1.0
APAC,2935,R161,0.4
APAC,2935,R174,0.6
NA,5644,R052,1.0
APAC,2936,R163,1.0
NA,5645,R062,1.0
NA,5646,R036,0.4
NA,5646,R025,0.6
EMEA,5914,R160,1.0
NA,5647,R045,1.0
NA,5648,R059,1.0
EMEA,5915,R144,1.0
NA,5649,R001,1.0
EMEA,5916,R159,0.6
EMEA,5916,R147,0.4
EMEA,5917,R093,1.0
APAC,2937,R185,1.0
NA,5650,R067,1.0
EMEA,5918,R125,0.6
EMEA,5918,R159,0.4
EMEA,5919,R137,1.0
EMEA,5920,R144,0.5
EMEA,5920,R110,0.5
APAC,2938,R174,1.0
APAC,2939,R187,1.0
EMEA,5921,R120,1.0
NA,5651,R071,0.4
NA,5651,R014,0.6
EMEA,5922,R092,1.0
EMEA,5923,R133,1.0
EMEA,5924,R132,0.4
EMEA,5924,R130,0.6
NA,5652,R033,1.0
EMEA,5925,R160,1.0
APAC,2940,R179,0.6
APAC,2940,R165,0.4
NA,5653,R077,1.0
NA,5654,R020,1.0
EMEA,5926,R135,1.0
EMEA,5927,R134,0.4
EMEA,5927,R091,0.6
APAC,2941,R171,0.4
APAC,2941,R180,0.6
EMEA,5928,R139,1.0
EMEA,5929,R122,1.0
EMEA,5930,R136,1.0
EMEA,5931,R154,1.0
EMEA,5932,R105,0.4
EMEA,5932,R081,0.6
EMEA,5933,R135,1.0
NA,5655,R053,1.0
EMEA,5934,R155,1.0
EMEA,5935,R148,1.0
APAC,2942,R190,1.0
APAC,2943,R196,1.0
NA,5656,R052,0.4
NA,5656,R058,0.6
EMEA,5936,R100,1.0
NA,5657,R006,1.0
APAC,2944,R183,0.4
APAC,2944,R172,0.6
EMEA,5937,R092,1.0
APAC,2945,R196,1.0
EMEA,5938,R133,1.0
NA,5658,R040,1.0
EMEA,5939,R117,1.0
EMEA,5940,R135,1.0
APAC,2946,R175,0.4
APAC,2946,R176,0.6
NA,5659,R027,1.0
NA,5660,R017,1.0
NA,5661,R040,1.0
EMEA,5941,R156,1.0
EMEA,5942,R131,1.0
NA,5662,R027,0.6
NA,5662,R019,0.4
EMEA,5943,R107,1.0
NA,5663,R062,1.0
EMEA,5944,R132,1.0
EMEA,5945,R093,1.0
EMEA,5946,R157,1.0
APAC,2947,R166,1.0
EMEA,5947,R121,0.5
EMEA,5947,R094,0.5
NA,5664,R059,1.0
EMEA,5948,R136,1.0
EMEA,5949,R081,0.6
EMEA,5949,R139,0.4
NA,5665,R067,1.0
EMEA,5950,R112,1.0
APAC,2948,R182,1.0
NA,5666,R002,1.0
NA,5667,R007,1.0
EMEA,5951,R091,1.0
EMEA,5952,R137,1.0
NA,5668,R058,0.4
NA,5668,R039,0.6
EMEA,5953,R105,1.0
NA,5669,R010,0.6
NA,5669,R049,0.4
NA,5670,R022,1.0
NA,5671,R030,1.0
EMEA,5954,R104,1.0
APAC,2949,R197,1.0
NA,5672,R080,1.0
NA,5673,R074,1.0
NA,5674,R034,1.0
NA,5675,R054,1.0
NA,5676,R021,1.0
NA,5677,R055,1.0
NA,5678,R035,0.4
NA,5678,R020,0.6
EMEA,5955,R082,0.4
EMEA,5955,R096,0.6
APAC,2950,R170,1.0
NA,5679,R069,1.0
APAC,2951,R183,1.0
EMEA,5956,R149,1.0
NA,5680,R036,0.4
NA,5680,R071,0.6
NA,5681,R017,1.0
NA,5682,R052,1.0
EMEA,5957,R113,1.0
NA,5683,R078,1.0
NA,5684,R075,1.0
NA,5685,R047,1.0
EMEA,5958,R083,0.5
EMEA,5958,R111,0.5
NA,5686,R021,0.6
NA,5686,R020,0.4
EMEA,5959,R087,1.0
NA,5687,R064,1.0
EMEA,5960,R103,1.0
NA,5688,R046,1.0
NA,5689,R060,1.0
EMEA,5961,R111,0.6
EMEA,5961,R159,0.4
EMEA,5962,R125,1.0
EMEA,5963,R125,1.0
EMEA,5964,R126,1.0
APAC,2952,R189,1.0
EMEA,5965,R123,1.0
EMEA,5966,R160,1.0
EMEA,5967,R114,0.5
EMEA,5967,R159,0.5
APAC,2953,R180,1.0
APAC,2954,R183,1.0
APAC,2955,R197,1.0
EMEA,5968,R150,0.6
EMEA,5968,R121,0.4
NA,5690,R041,1.0
NA,5691,R017,1.0
APAC,2956,R165,1.0
APAC,2957,R182,1.0
EMEA,5969,R150,0.5
EMEA,5969,R115,0.5
EMEA,5970,R158,1.0
NA,5692,R040,1.0
EMEA,5971,R112,1.0
NA,5693,R009,1.0
EMEA,5972,R160,1.0
NA,5694,R075,0.6
NA,5694,R041,0.4
EMEA,5973,R093,1.0
EMEA,5974,R116,1.0
NA,5695,R014,1.0
NA,5696,R034,1.0
EMEA,5975,R083,1.0
APAC,2958,R186,1.0
NA,5697,R050,1.0
APAC,2959,R161,0.4
APAC,2959,R190,0.6
NA,5698,R019,1.0
EMEA,5976,R097,0.5
EMEA,5976,R139,0.5
NA,5699,R058,1.0
EMEA,5977,R117,0.5
EMEA,5977,R140,0.5
EMEA,5978,R085,1.0
EMEA,5979,R153,1.0
APAC,2960,R172,1.0
EMEA,5980,R160,1.0
EMEA,5981,R092,1.0
EMEA,5982,R104,1.0
EMEA,5983,R152,1.0
NA,5700,R028,1.0
APAC,2961,R165,1.0
NA,5701,R007,1.0
EMEA,5984,R091,1.0
EMEA,5985,R093,1.0
APAC,2962,R193,1.0
EMEA,5986,R106,1.0
EMEA,5987,R088,1.0
NA,5702,R065,1.0
NA,5703,R040,0.6
NA,5703,R029,0.4
EMEA,5988,R160,1.0
NA,5704,R039,1.0
EMEA,5989,R125,0.5
EMEA,5989,R119,0.5
NA,5705,R049,1.0
NA,5706,R060,1.0
EMEA,5990,R095,0.4
EMEA,5990,R085,0.6
APAC,2963,R180,0.5
APAC,2963,R179,0.5
EMEA,5991,R097,1.0
EMEA,5992,R144,1.0
NA,5707,R028,1.0
NA,5708,R078,1.0
EMEA,5993,R159,1.0
NA,5709,R076,1.0
EMEA,5994,R134,1.0
NA,5710,R035,1.0
APAC,2964,R172,0.6
APAC,2964,R175,0.4
EMEA,5995,R097,1.0
EMEA,5996,R102,0.5
EMEA,5996,R152,0.5
EMEA,5997,R141,1.0
APAC,2965,R185,0.6
APAC,2965,R164,0.4
APAC,2966,R175,1.0
NA,5711,R013,1.0
APAC,2967,R193,1.0
EMEA,5998,R127,1.0
APAC,2968,R200,1.0
NA,5712,R027,1.0
EMEA,5999,R102,1.0
EMEA,6000,R136,0.6
EMEA,6000,R123,0.4
NA,5713,R040,0.6
NA,5713,R041,0.4
EMEA,6001,R147,1.0
EMEA,6002,R096,1.0
EMEA,6003,R110,1.0
NA,5714,R068,1.0
EMEA,6004,R095,1.0
APAC,2969,R162,1.0
NA,5715,R015,0.4
NA,5715,R013,0.6
EMEA,6005,R083,1.0
EMEA,6006,R113,1.0
NA,5716,R017,0.6
NA,5716,R023,0.4
NA,5717,R004,1.0
NA,5718,R039,1.0
APAC,2970,R170,1.0
APAC,2971,R168,0.4
APAC,2971,R195,0.6
APAC,2972,R188,1.0
APAC,2973,R161,1.0
EMEA,6007,R109,1.0
NA,5719,R076,0.6
NA,5719,R070,0.4
EMEA,6008,R127,1.0
NA,5720,R011,1.0
NA,5721,R019,1.0
EMEA,6009,R130,1.0
NA,5722,R027,1.0
EMEA,6010,R089,0.5
EMEA,6010,R135,0.5
EMEA,6011,R136,1.0
EMEA,6012,R082,0.6
EMEA,6012,R088,0.4
NA,5723,R067,1.0
NA,5724,R030,0.5
NA,5724,R011,0.5
APAC,2974,R176,1.0
APAC,2975,R194,1.0
EMEA,6013,R140,1.0
NA,5725,R040,1.0
EMEA,6014,R146,0.4
EMEA,6014,R105,0.6
NA,5726,R029,1.0
NA,5727,R022,1.0
NA,5728,R055,0.4
NA,5728,R059,0.6
EMEA,6015,R095,1.0
EMEA,6016,R140,1.0
EMEA,6017,R126,1.0
NA,5729,R034,0.5
NA,5729,R058,0.5
EMEA,6018,R081,1.0
EMEA,6019,R135,1.0
EMEA,6020,R082,1.0
EMEA,6021,R086,1.0
NA,5730,R008,1.0
EMEA,6022,R158,0.4
EMEA,6022,R157,0.6
APAC,2976,R168,1.0
EMEA,6023,R151,1.0
APAC,2977,R182,0.6
APAC,2977,R183,0.4
APAC,2978,R166,1.0
NA,5731,R041,1.0
NA,5732,R011,1.0
APAC,2979,R178,0.5
APAC,2979,R186,0.5
EMEA,6024,R128,1.0
NA,5733,R036,1.0
NA,5734,R050,1.0
EMEA,6025,R097,1.0
EMEA,6026,R089,1.0
EMEA,6027,R124,1.0
EMEA,6028,R104,1.0
EMEA,6029,R101,1.0
EMEA,6030,R143,0.6
EMEA,6030,R094,0.4
NA,5735,R058,1.0
APAC,2980,R196,0.5
APAC,2980,R175,0.5
EMEA,6031,R121,0.5
EMEA,6031,R148,0.5
EMEA,6032,R143,1.0
NA,5736,R021,0.5
NA,5736,R025,0.5
NA,5737,R064,1.0
EMEA,6033,R117,1.0
EMEA,6034,R130,1.0
APAC,2981,R172,1.0
NA,5738,R059,1.0
EMEA,6035,R146,1.0
EMEA,6036,R118,1.0
NA,5739,R007,1.0
APAC,2982,R166,1.0
EMEA,6037,R107,1.0
EMEA,6038,R154,1.0
EMEA,6039,R116,1.0
NA,5740,R071,1.0
NA,5741,R027,1.0
APAC,2983,R177,1.0
NA,5742,R063,1.0
EMEA,6040,R101,1.0
NA,5743,R034,1.0
APAC,2984,R162,1.0
APAC,2985,R198,1.0
NA,5744,R042,1.0
APAC,2986,R161,1.0
APAC,2987,R191,0.4
APAC,2987,R161,0.6
NA,5745,R078,1.0
EMEA,6041,R122,0.4
EMEA,6041,R140,0.6
APAC,2988,R184,1.0
NA,5746,R054,1.0
EMEA,6042,R151,1.0
APAC,2989,R179,0.6
APAC,2989,R196,0.4
NA,5747,R021,0.5
NA,5747,R018,0.5
NA,5748,R003,1.0
APAC,2990,R164,0.5
APAC,2990,R192,0.5
NA,5749,R057,0.5
NA,5749,R030,0.5
EMEA,6043,R152,1.0
EMEA,6044,R095,1.0
NA,5750,R068,1.0
NA,5751,R070,1.0
NA,5752,R066,1.0
EMEA,6045,R100,1.0
NA,5753,R042,1.0
NA,5754,R021,1.0
NA,5755,R009,1.0
APAC,2991,R178,1.0
NA,5756,R047,1.0
NA,5757,R052,1.0
EMEA,6046,R160,1.0
EMEA,6047,R160,1.0
EMEA,6048,R121,0.5
EMEA,6048,R098,0.5
EMEA,6049,R138,0.4
EMEA,6049,R159,0.6
APAC,2992,R198,1.0
NA,5758,R017,1.0
EMEA,6050,R160,1.0
EMEA,6051,R104,1.0
NA,5759,R061,1.0
APAC,2993,R180,1.0
NA,5760,R030,0.6
NA,5760,R044,0.4
EMEA,6052,R150,1.0
EMEA,6053,R120,1.0
NA,5761,R028,1.0
EMEA,6054,R100,0.5
EMEA,6054,R148,0.5
APAC,2994,R195,1.0
NA,5762,R034,1.0
NA,5763,R008,0.5
NA,5763,R018,0.5
EMEA,6055,R084,0.6
EMEA,6055,R115,0.4
EMEA,6056,R081,1.0
APAC,2995,R181,1.0
NA,5764,R007,1.0
NA,5765,R061,1.0
EMEA,6057,R133,1.0
NA,5766,R033,0.4
NA,5766,R022,0.6
NA,5767,R067,1.0
EMEA,6058,R159,1.0
EMEA,6059,R095,0.5
EMEA,6059,R119,0.5
EMEA,6060,R118,1.0
NA,5768,R007,1.0
APAC,2996,R186,1.0
NA,5769,R050,1.0
NA,5770,R004,1.0
EMEA,6061,R121,1.0
EMEA,6062,R150,1.0
NA,5771,R009,1.0
EMEA,6063,R124,1.0
NA,5772,R001,1.0
EMEA,6064,R144,0.4
EMEA,6064,R146,0.6
EMEA,6065,R128,1.0
EMEA,6066,R091,1.0
NA,5773,R037,1.0
APAC,2997,R184,1.0
NA,5774,R055,1.0
APAC,2998,R190,0.5
APAC,2998,R175,0.5
EMEA,6067,R098,0.4
EMEA,6067,R085,0.6
NA,5775,R046,1.0
NA,5776,R052,1.0
NA,5777,R012,1.0
EMEA,6068,R137,1.0
EMEA,6069,R126,1.0
EMEA,6070,R111,0.5
EMEA,6070,R149,0.5
EMEA,6071,R131,1.0
EMEA,6072,R089,1.0
EMEA,6073,R154,1.0
NA,5778,R013,0.4
NA,5778,R015,0.6
APAC,2999,R190,1.0
EMEA,6074,R135,1.0
EMEA,6075,R123,1.0
APAC,3000,R189,1.0
NA,5779,R064,1.0
APAC,3001,R178,1.0
NA,5780,R076,1.0
EMEA,6076,R105,1.0
APAC,3002,R199,0.6
APAC,3002,R173,0.4
EMEA,6077,R126,0.5
EMEA,6077,R149,0.5
APAC,3003,R199,0.4
APAC,3003,R182,0.6
NA,5781,R061,1.0
EMEA,6078,R156,1.0
EMEA,6079,R095,1.0
APAC,3004,R192,1.0
NA,5782,R015,1.0
APAC,3005,R173,0.6
APAC,3005,R179,0.4
EMEA,6080,R137,1.0
EMEA,6081,R086,1.0
APAC,3006,R192,1.0
NA,5783,R056,1.0
EMEA,6082,R124,1.0
EMEA,6083,R126,1.0
NA,5784,R045,0.5
NA,5784,R029,0.5
EMEA,6084,R118,1.0
EMEA,6085,R107,1.0
EMEA,6086,R130,1.0
NA,5785,R057,1.0
EMEA,6087,R083,1.0
EMEA,6088,R138,1.0
APAC,3007,R161,1.0
NA,5786,R017,0.4
NA,5786,R054,0.6
NA,5787,R015,0.4
NA,5787,R019,0.6
NA,5788,R054,1.0
EMEA,6089,R123,1.0
NA,5789,R056,0.5
NA,5789,R006,0.5
NA,5790,R031,1.0
APAC,3008,R175,1.0
NA,5791,R005,1.0
NA,5792,R048,1.0
NA,5793,R061,1.0
NA,5794,R055,1.0
APAC,3009,R194,1.0
APAC,3010,R182,1.0
EMEA,6090,R128,1.0
EMEA,6091,R094,1.0
EMEA,6092,R141,1.0
NA,5795,R017,1.0
NA,5796,R028,1.0
EMEA,6093,R114,1.0
APAC,3011,R184,1.0
NA,5797,R004,1.0
NA,5798,R027,1.0
NA,5799,R007,0.6
NA,5799,R029,0.4
APAC,3012,R196,1.0
EMEA,6094,R083,0.5
EMEA,6094,R122,0.5
EMEA,6095,R135,1.0
NA,5800,R004,1.0
NA,5801,R076,1.0
EMEA,6096,R102,0.4
EMEA,6096,R134,0.6
EMEA,6097,R084,1.0
NA,5802,R077,1.0
NA,5803,R077,1.0
APAC,3013,R183,0.5
APAC,3013,R180,0.5
APAC,3014,R175,1.0
EMEA,6098,R128,1.0
NA,5804,R079,0.6
NA,5804,R047,0.4
NA,5805,R068,0.6
NA,5805,R001,0.4
EMEA,6099,R146,0.4
EMEA,6099,R145,0.6
EMEA,6100,R095,1.0
EMEA,6101,R087,1.0
APAC,3015,R192,0.5
APAC,3015,R169,0.5
NA,5806,R069,1.0
NA,5807,R015,1.0
NA,5808,R067,1.0
APAC,3016,R193,1.0
NA,5809,R031,0.6
NA,5809,R058,0.4
NA,5810,R054,1.0
NA,5811,R057,0.5
NA,5811,R053,0.5
EMEA,6102,R132,0.4
EMEA,6102,R138,0.6
EMEA,6103,R142,1.0
EMEA,6104,R113,1.0
EMEA,6105,R155,1.0
NA,5812,R037,0.4
NA,5812,R005,0.6
NA,5813,R056,0.5
NA,5813,R022,0.5
NA,5814,R080,1.0
EMEA,6106,R117,1.0
EMEA,6107,R131,0.5
EMEA,6107,R128,0.5
EMEA,6108,R122,1.0
EMEA,6109,R153,1.0
EMEA,6110,R086,1.0
EMEA,6111,R095,0.4
EMEA,6111,R088,0.6
APAC,3017,R171,1.0
EMEA,6112,R083,1.0
APAC,3018,R175,1.0
APAC,3019,R183,1.0
EMEA,6113,R151,1.0
NA,5815,R045,1.0
EMEA,6114,R085,0.4
EMEA,6114,R084,0.6
EMEA,6115,R083,1.0
EMEA,6116,R084,1.0
NA,5816,R064,1.0
EMEA,6117,R088,1.0
EMEA,6118,R105,1.0
EMEA,6119,R105,1.0
NA,5817,R031,0.6
NA,5817,R030,0.4
APAC,3020,R199,0.6
APAC,3020,R164,0.4
NA,5818,R022,1.0
NA,5819,R034,1.0
EMEA,6120,R107,1.0
NA,5820,R043,1.0
NA,5821,R076,1.0
EMEA,6121,R103,1.0
EMEA,6122,R157,1.0
EMEA,6123,R129,1.0
NA,5822,R020,1.0
APAC,3021,R170,1.0
NA,5823,R038,1.0
APAC,3022,R173,0.6
APAC,3022,R197,0.4
EMEA,6124,R097,1.0
NA,5824,R015,1.0
APAC,3023,R171,1.0
NA,5825,R035,1.0
NA,5826,R044,1.0
EMEA,6125,R141,1.0
EMEA,6126,R150,1.0
NA,5827,R005,0.6
NA,5827,R076,0.4
EMEA,6127,R135,1.0
EMEA,6128,R139,1.0
NA,5828,R069,0.4
NA,5828,R015,0.6
EMEA,6129,R115,1.0
NA,5829,R032,1.0
EMEA,6130,R081,1.0
NA,5830,R037,1.0
EMEA,6131,R117,1.0
EMEA,6132,R090,1.0
APAC,3024,R190,1.0
NA,5831,R009,1.0
NA,5832,R079,0.4
NA,5832,R069,0.6
NA,5833,R064,0.5
NA,5833,R039,0.5
APAC,3025,R167,1.0
EMEA,6133,R115,1.0
APAC,3026,R195,0.5
APAC,3026,R186,0.5
APAC,3027,R197,1.0
EMEA,6134,R130,1.0
EMEA,6135,R129,1.0
EMEA,6136,R082,0.5
EMEA,6136,R112,0.5
NA,5834,R076,1.0
EMEA,6137,R109,1.0
NA,5835,R070,1.0
APAC,3028,R193,1.0
NA,5836,R077,1.0
EMEA,6138,R109,1.0
NA,5837,R049,0.4
NA,5837,R040,0.6
EMEA,6139,R086,1.0
EMEA,6140,R113,0.4
EMEA,6140,R121,0.6
EMEA,6141,R088,1.0
EMEA,6142,R101,1.0
EMEA,6143,R106,1.0
APAC,3029,R183,1.0
NA,5838,R023,0.5
NA,5838,R016,0.5
EMEA,6144,R128,1.0
NA,5839,R010,1.0
EMEA,6145,R101,1.0
NA,5840,R046,0.6
NA,5840,R023,0.4
NA,5841,R059,1.0
EMEA,6146,R085,1.0
NA,5842,R066,1.0
APAC,3030,R183,1.0
APAC,3031,R171,1.0
NA,5843,R035,1.0
NA,5844,R045,0.4
NA,5844,R007,0.6
EMEA,6147,R157,1.0
NA,5845,R010,1.0
NA,5846,R067,1.0
APAC,3032,R176,1.0
APAC,3033,R177,1.0
NA,5847,R002,1.0
NA,5848,R057,1.0
NA,5849,R022,1.0
APAC,3034,R166,1.0
EMEA,6148,R146,1.0
NA,5850,R080,1.0
EMEA,6149,R153,1.0
APAC,3035,R194,1.0
NA,5851,R031,1.0
APAC,3036,R178,1.0
NA,5852,R049,1.0
EMEA,6150,R127,1.0
EMEA,6151,R102,1.0
NA,5853,R066,0.5
NA,5853,R032,0.5
NA,5854,R054,1.0
EMEA,6152,R110,1.0
EMEA,6153,R112,1.0
EMEA,6154,R151,1.0
NA,5855,R068,1.0
NA,5856,R009,0.4
NA,5856,R010,0.6
EMEA,6155,R144,1.0
NA,5857,R076,0.4
NA,5857,R068,0.6
NA,5858,R007,1.0
EMEA,6156,R130,1.0
NA,5859,R061,0.5
NA,5859,R062,0.5
EMEA,6157,R150,1.0
EMEA,6158,R088,1.0
NA,5860,R019,0.5
NA,5860,R023,0.5
NA,5861,R052,0.4
NA,5861,R011,0.6
NA,5862,R002,1.0
NA,5863,R006,1.0
APAC,3037,R161,1.0
EMEA,6159,R145,1.0
NA,5864,R005,1.0
NA,5865,R080,1.0
NA,5866,R072,0.4
NA,5866,R010,0.6
EMEA,6160,R097,1.0
NA,5867,R020,1.0
NA,5868,R046,1.0
APAC,3038,R171,0.6
APAC,3038,R182,0.4
APAC,3039,R179,1.0
EMEA,6161,R143,1.0
EMEA,6162,R084,0.4
EMEA,6162,R088,0.6
EMEA,6163,R116,1.0
EMEA,6164,R094,1.0
APAC,3040,R167,1.0
EMEA,6165,R144,1.0
NA,5869,R012,0.6
NA,5869,R021,0.4
NA,5870,R045,1.0
EMEA,6166,R106,1.0
EMEA,6167,R081,0.4
EMEA,6167,R151,0.6
EMEA,6168,R090,1.0
APAC,3041,R183,1.0
EMEA,6169,R105,1.0
NA,5871,R011,1.0
NA,5872,R076,1.0
APAC,3042,R166,0.6
APAC,3042,R188,0.4
EMEA,6170,R113,0.4
EMEA,6170,R136,0.6
NA,5873,R079,1.0
NA,5874,R006,1.0
APAC,3043,R191,1.0
APAC,3044,R182,1.0
APAC,3045,R192,1.0
EMEA,6171,R105,0.6
EMEA,6171,R085,0.4
NA,5875,R012,1.0
NA,5876,R049,0.4
NA,5876,R006,0.6
APAC,3046,R165,1.0
EMEA,6172,R122,1.0
NA,5877,R002,1.0
APAC,3047,R167,1.0
NA,5878,R068,1.0
APAC,3048,R162,1.0
EMEA,6173,R100,1.0
NA,5879,R057,1.0
NA,5880,R076,1.0
NA,5881,R010,1.0
NA,5882,R068,1.0
EMEA,6174,R117,1.0
EMEA,6175,R142,1.0
NA,5883,R059,1.0
EMEA,6176,R107,1.0
NA,5884,R034,1.0
NA,5885,R065,1.0
NA,5886,R063,0.5
NA,5886,R011,0.5
EMEA,6177,R123,1.0
EMEA,6178,R104,1.0
NA,5887,R008,1.0
NA,5888,R024,1.0
NA,5889,R024,1.0
APAC,3049,R174,1.0
EMEA,6179,R134,0.5
EMEA,6179,R150,0.5
NA,5890,R033,1.0
APAC,3050,R180,1.0
NA,5891,R051,1.0
NA,5892,R028,1.0
NA,5893,R073,1.0
APAC,3051,R175,1.0
EMEA,6180,R084,1.0
NA,5894,R060,1.0
EMEA,6181,R084,1.0
NA,5895,R019,1.0
EMEA,6182,R108,0.4
EMEA,6182,R120,0.6
EMEA,6183,R085,0.4
EMEA,6183,R115,0.6
NA,5896,R026,1.0
APAC,3052,R187,0.5
APAC,3052,R174,0.5
EMEA,6184,R156,1.0
APAC,3053,R164,1.0
NA,5897,R035,1.0
NA,5898,R036,1.0
NA,5899,R020,1.0
APAC,3054,R195,0.4
APAC,3054,R164,0.6
NA,5900,R036,1.0
NA,5901,R038,1.0
NA,5902,R039,1.0
EMEA,6185,R143,1.0
EMEA,6186,R141,1.0
NA,5903,R047,1.0
EMEA,6187,R157,1.0
EMEA,6188,R100,1.0
EMEA,6189,R150,1.0
APAC,3055,R167,1.0
NA,5904,R052,0.5
NA,5904,R073,0.5
APAC,3056,R195,0.4
APAC,3056,R175,0.6
NA,5905,R042,1.0
EMEA,6190,R134,0.5
EMEA,6190,R090,0.5
EMEA,6191,R148,1.0
APAC,3057,R165,1.0
NA,5906,R057,1.0
NA,5907,R014,1.0
APAC,3058,R164,1.0
