account_id,rep_id,role,effective_from
ACC0409,R084,Primary_AE,2023-01-01
ACC0410,R151,Primary_AE,2023-01-01
ACC0411,R055,Primary_AE,2023-01-01
ACC0412,R169,Primary_AE,2023-01-01
ACC0412,R163,SDR,2024-03-01
ACC0413,R120,Primary_AE,2023-01-01
ACC0413,R152,Overlay_Specialist,2023-01-01
ACC0414,R168,Primary_AE,2023-01-01
ACC0415,R179,Primary_AE,2023-01-01
ACC0415,R174,Overlay_Specialist,2023-01-01
ACC0416,R044,Primary_AE,2023-01-01
ACC0416,R024,Overlay_Specialist,2023-01-01
ACC0417,R136,Primary_AE,2023-01-01
ACC0417,R152,SDR,2023-01-01
ACC0418,R020,Primary_AE,2023-01-01
ACC0418,R007,Overlay_Specialist,2023-01-01
ACC0419,R027,Primary_AE,2023-01-01
ACC0420,R069,Primary_AE,2023-01-01
ACC0420,R029,SDR,2023-01-01
ACC0421,R069,Primary_AE,2023-01-01
ACC0422,R053,Primary_AE,2023-01-01
ACC0423,R140,Primary_AE,2023-01-01
ACC0423,R088,SDR,2023-01-01
ACC0423,R117,Overlay_Specialist,2023-01-01
ACC0424,R124,Primary_AE,2023-01-01
ACC0424,R096,SDR,2023-01-01
ACC0425,R171,Primary_AE,2023-01-01
ACC0426,R029,Primary_AE,2023-01-01
ACC0426,R080,SDR,2023-01-01
ACC0427,R013,Primary_AE,2023-01-01
ACC0428,R065,Primary_AE,2023-01-01
ACC0428,R064,Overlay_Specialist,2023-01-01
ACC0429,R196,Primary_AE,2023-01-01
ACC0430,R058,Primary_AE,2023-01-01
ACC0431,R195,Primary_AE,2023-01-01
ACC0431,R186,Overlay_Specialist,2023-01-01
ACC0432,R065,Primary_AE,2023-01-01
ACC0432,R079,SDR,2023-01-01
ACC0433,R021,Primary_AE,2023-01-01
ACC0434,R134,Primary_AE,2023-01-01
ACC0435,R082,Primary_AE,2023-01-01
ACC0436,R147,Primary_AE,2023-01-01
ACC0437,R079,Primary_AE,2023-01-01
ACC0438,R059,Primary_AE,2023-01-01
ACC0439,R132,Primary_AE,2023-01-01
ACC0440,R107,Primary_AE,2023-01-01
ACC0440,R088,SDR,2023-01-01
ACC0441,R194,Primary_AE,2023-01-01
ACC0441,R176,SDR,2023-01-01
ACC0442,R152,Primary_AE,2023-01-01
ACC0442,R140,SDR,2023-01-01
ACC0443,R195,Primary_AE,2023-01-01
ACC0444,R186,Primary_AE,2023-01-01
ACC0444,R187,SDR,2023-01-01
ACC0445,R190,Primary_AE,2023-01-01
ACC0446,R196,Primary_AE,2023-01-01
ACC0446,R161,SDR,2024-03-01
ACC0447,R183,Primary_AE,2023-01-01
ACC0447,R182,SDR,2023-01-01
ACC0448,R031,Primary_AE,2023-01-01
ACC0449,R171,Primary_AE,2023-01-01
ACC0449,R184,SDR,2023-01-01
ACC0450,R158,Primary_AE,2023-01-01
ACC0451,R171,Primary_AE,2023-01-01
ACC0451,R184,SDR,2023-01-01
ACC0451,R178,Overlay_Specialist,2023-01-01
ACC0452,R155,Primary_AE,2023-01-01
ACC0453,R049,Primary_AE,2023-01-01
ACC0454,R194,Primary_AE,2023-01-01
ACC0454,R198,SDR,2023-01-01
ACC0455,R119,Primary_AE,2023-01-01
ACC0455,R111,Overlay_Specialist,2023-01-01
ACC0456,R163,Primary_AE,2023-01-01
ACC0457,R128,Primary_AE,2023-01-01
ACC0458,R197,Primary_AE,2023-01-01
ACC0459,R026,Primary_AE,2023-01-01
ACC0460,R024,Primary_AE,2023-01-01
ACC0460,R057,SDR,2023-01-01
ACC0461,R061,Primary_AE,2023-01-01
ACC0461,R076,SDR,2023-01-01
ACC0462,R105,Primary_AE,2023-01-01
ACC0462,R131,Overlay_Specialist,2023-01-01
ACC0463,R134,Primary_AE,2023-01-01
ACC0464,R028,Primary_AE,2023-01-01
ACC0465,R009,Primary_AE,2023-01-01
ACC0465,R037,SDR,2023-01-01
ACC0465,R013,Overlay_Specialist,2023-01-01
ACC0466,R099,Primary_AE,2023-01-01
ACC0466,R109,SDR,2023-01-01
ACC0467,R040,Primary_AE,2023-01-01
ACC0468,R081,Primary_AE,2023-01-01
ACC0468,R128,SDR,2023-01-01
ACC0469,R131,Primary_AE,2023-01-01
ACC0470,R027,Primary_AE,2023-01-01
ACC0470,R036,SDR,2023-01-01
ACC0471,R074,Primary_AE,2023-01-01
ACC0471,R080,Overlay_Specialist,2023-01-01
ACC0472,R041,Primary_AE,2023-01-01
ACC0473,R142,Primary_AE,2023-01-01
ACC0473,R105,SDR,2023-01-01
ACC0474,R188,Primary_AE,2023-01-01
ACC0474,R172,SDR,2024-03-01
ACC0475,R012,Primary_AE,2023-01-01
ACC0475,R059,SDR,2023-01-01
ACC0476,R107,Primary_AE,2023-01-01
ACC0477,R159,Primary_AE,2023-01-01
ACC0477,R116,SDR,2023-01-01
ACC0478,R058,Primary_AE,2023-01-01
ACC0478,R025,SDR,2023-01-01
ACC0479,R040,Primary_AE,2023-01-01
ACC0479,R078,SDR,2023-01-01
ACC0480,R026,Primary_AE,2023-01-01
ACC0481,R142,Primary_AE,2023-01-01
ACC0482,R126,Primary_AE,2023-01-01
ACC0483,R026,Primary_AE,2023-01-01
ACC0484,R044,Primary_AE,2023-01-01
ACC0485,R195,Primary_AE,2023-01-01
ACC0486,R056,Primary_AE,2023-01-01
ACC0486,R029,Overlay_Specialist,2023-01-01
ACC0487,R145,Primary_AE,2023-01-01
ACC0488,R016,Primary_AE,2023-01-01
ACC0489,R018,Primary_AE,2023-01-01
ACC0489,R003,SDR,2023-01-01
ACC0490,R057,Primary_AE,2023-01-01
ACC0490,R079,SDR,2023-01-01
ACC0491,R133,Primary_AE,2023-01-01
ACC0492,R188,Primary_AE,2023-01-01
ACC0492,R174,SDR,2024-03-01
ACC0492,R166,Overlay_Specialist,2023-01-01
ACC0493,R030,Primary_AE,2023-01-01
ACC0494,R040,Primary_AE,2023-01-01
ACC0495,R160,Primary_AE,2023-01-01
ACC0496,R041,Primary_AE,2023-01-01
ACC0497,R026,Primary_AE,2023-01-01
ACC0497,R029,SDR,2023-01-01
ACC0498,R082,Primary_AE,2023-01-01
ACC0499,R088,Primary_AE,2023-01-01
ACC0500,R085,Primary_AE,2023-01-01
ACC0501,R037,Primary_AE,2023-01-01
ACC0502,R162,Primary_AE,2023-01-01
ACC0502,R170,Overlay_Specialist,2023-01-01
ACC0503,R144,Primary_AE,2023-01-01
ACC0503,R155,SDR,2023-01-01
ACC0503,R127,Overlay_Specialist,2023-01-01
ACC0504,R100,Primary_AE,2023-01-01
ACC0505,R188,Primary_AE,2023-01-01
ACC0506,R088,Primary_AE,2023-01-01
ACC0507,R195,Primary_AE,2023-01-01
ACC0508,R014,Primary_AE,2023-01-01
ACC0508,R049,Overlay_Specialist,2023-01-01
ACC0509,R197,Primary_AE,2023-01-01
ACC0510,R057,Primary_AE,2023-01-01
ACC0510,R038,SDR,2023-01-01
ACC0511,R144,Primary_AE,2023-01-01
ACC0512,R130,Primary_AE,2023-01-01
ACC0513,R155,Primary_AE,2023-01-01
ACC0514,R127,Primary_AE,2023-01-01
ACC0515,R141,Primary_AE,2023-01-01
ACC0516,R075,Primary_AE,2023-01-01
ACC0517,R098,Primary_AE,2023-01-01
ACC0517,R118,SDR,2023-01-01
ACC0518,R070,Primary_AE,2023-01-01
ACC0518,R011,SDR,2023-01-01
ACC0519,R023,Primary_AE,2023-01-01
ACC0520,R150,Primary_AE,2023-01-01
ACC0520,R088,SDR,2023-01-01
ACC0520,R157,Overlay_Specialist,2023-01-01
ACC0521,R057,Primary_AE,2023-01-01
ACC0521,R016,SDR,2023-01-01
ACC0522,R038,Primary_AE,2023-01-01
ACC0523,R177,Primary_AE,2023-01-01
ACC0523,R191,SDR,2024-03-01
ACC0524,R072,Primary_AE,2023-01-01
ACC0524,R031,SDR,2023-01-01
ACC0525,R055,Primary_AE,2023-01-01
ACC0525,R057,SDR,2023-01-01
ACC0526,R111,Primary_AE,2023-01-01
ACC0526,R115,SDR,2023-01-01
ACC0527,R097,Primary_AE,2023-01-01
ACC0528,R042,Primary_AE,2023-01-01
ACC0529,R090,Primary_AE,2023-01-01
ACC0529,R100,Overlay_Specialist,2023-01-01
ACC0530,R094,Primary_AE,2023-01-01
ACC0531,R182,Primary_AE,2023-01-01
ACC0532,R151,Primary_AE,2023-01-01
ACC0532,R082,SDR,2023-01-01
ACC0533,R088,Primary_AE,2023-01-01
ACC0534,R108,Primary_AE,2023-01-01
ACC0535,R153,Primary_AE,2023-01-01
ACC0536,R125,Primary_AE,2023-01-01
ACC0537,R200,Primary_AE,2023-01-01
ACC0538,R072,Primary_AE,2023-01-01
ACC0538,R037,SDR,2023-01-01
ACC0538,R046,Overlay_Specialist,2023-01-01
ACC0539,R096,Primary_AE,2023-01-01
ACC0540,R091,Primary_AE,2023-01-01
ACC0541,R114,Primary_AE,2023-01-01
ACC0541,R138,SDR,2023-01-01
ACC0542,R046,Primary_AE,2023-01-01
ACC0543,R134,Primary_AE,2023-01-01
ACC0544,R175,Primary_AE,2023-01-01
ACC0545,R165,Primary_AE,2023-01-01
ACC0546,R122,Primary_AE,2023-01-01
ACC0547,R044,Primary_AE,2023-01-01
ACC0547,R014,SDR,2023-01-01
ACC0547,R051,Overlay_Specialist,2023-01-01
ACC0548,R190,Primary_AE,2023-01-01
ACC0549,R001,Primary_AE,2023-01-01
ACC0549,R055,SDR,2023-01-01
ACC0549,R019,Overlay_Specialist,2023-01-01
ACC0550,R163,Primary_AE,2023-01-01
ACC0550,R197,SDR,2023-01-01
ACC0550,R197,Overlay_Specialist,2023-01-01
ACC0551,R060,Primary_AE,2023-01-01
ACC0552,R136,Primary_AE,2023-01-01
ACC0552,R108,SDR,2023-01-01
ACC0553,R193,Primary_AE,2023-01-01
ACC0554,R140,Primary_AE,2023-01-01
ACC0555,R051,Primary_AE,2023-01-01
ACC0556,R169,Primary_AE,2023-01-01
ACC0556,R170,SDR,2024-03-01
ACC0557,R073,Primary_AE,2023-01-01
ACC0557,R080,SDR,2023-01-01
ACC0558,R180,Primary_AE,2023-01-01
ACC0558,R182,Overlay_Specialist,2023-01-01
ACC0559,R029,Primary_AE,2023-01-01
ACC0560,R080,Primary_AE,2023-01-01
ACC0560,R014,SDR,2023-01-01
ACC0561,R040,Primary_AE,2023-01-01
ACC0562,R106,Primary_AE,2023-01-01
ACC0563,R129,Primary_AE,2023-01-01
ACC0564,R049,Primary_AE,2023-01-01
ACC0564,R074,SDR,2023-01-01
ACC0565,R018,Primary_AE,2023-01-01
ACC0565,R061,SDR,2023-01-01
ACC0566,R027,Primary_AE,2023-01-01
ACC0566,R016,SDR,2023-01-01
ACC0567,R048,Primary_AE,2023-01-01
ACC0568,R058,Primary_AE,2023-01-01
ACC0569,R121,Primary_AE,2023-01-01
ACC0569,R102,SDR,2023-01-01
ACC0569,R082,Overlay_Specialist,2023-01-01
ACC0570,R189,Primary_AE,2023-01-01
ACC0571,R081,Primary_AE,2023-01-01
ACC0571,R148,Overlay_Specialist,2023-01-01
ACC0572,R018,Primary_AE,2023-01-01
ACC0573,R033,Primary_AE,2023-01-01
ACC0573,R032,SDR,2023-01-01
ACC0574,R184,Primary_AE,2023-01-01
ACC0575,R105,Primary_AE,2023-01-01
ACC0576,R011,Primary_AE,2023-01-01
ACC0577,R121,Primary_AE,2023-01-01
ACC0578,R026,Primary_AE,2023-01-01
ACC0579,R012,Primary_AE,2023-01-01
ACC0580,R176,Primary_AE,2023-01-01
ACC0581,R125,Primary_AE,2023-01-01
ACC0581,R103,SDR,2023-01-01
ACC0582,R062,Primary_AE,2023-01-01
ACC0583,R101,Primary_AE,2023-01-01
ACC0584,R193,Primary_AE,2023-01-01
ACC0584,R197,SDR,2023-01-01
ACC0585,R058,Primary_AE,2023-01-01
ACC0585,R054,Overlay_Specialist,2023-01-01
ACC0586,R068,Primary_AE,2023-01-01
ACC0587,R160,Primary_AE,2023-01-01
ACC0588,R079,Primary_AE,2023-01-01
ACC0589,R071,Primary_AE,2023-01-01
ACC0589,R048,Overlay_Specialist,2023-01-01
ACC0590,R083,Primary_AE,2023-01-01
ACC0591,R104,Primary_AE,2023-01-01
ACC0592,R158,Primary_AE,2023-01-01
ACC0593,R050,Primary_AE,2023-01-01
ACC0594,R155,Primary_AE,2023-01-01
ACC0595,R190,Primary_AE,2023-01-01
ACC0595,R161,SDR,2024-03-01
ACC0596,R065,Primary_AE,2023-01-01
ACC0596,R045,Overlay_Specialist,2023-01-01
ACC0597,R091,Primary_AE,2023-01-01
ACC0597,R109,Overlay_Specialist,2023-01-01
ACC0598,R169,Primary_AE,2023-01-01
ACC0598,R177,Overlay_Specialist,2023-01-01
ACC0599,R072,Primary_AE,2023-01-01
ACC0599,R060,SDR,2023-01-01
ACC0600,R045,Primary_AE,2023-01-01
ACC0601,R150,Primary_AE,2023-01-01
ACC0602,R160,Primary_AE,2023-01-01
ACC0602,R100,SDR,2023-01-01
ACC0602,R107,Overlay_Specialist,2023-01-01
ACC0603,R192,Primary_AE,2023-01-01
ACC0604,R075,Primary_AE,2023-01-01
ACC0605,R149,Primary_AE,2023-01-01
ACC0606,R063,Primary_AE,2023-01-01
ACC0607,R041,Primary_AE,2023-01-01
ACC0608,R026,Primary_AE,2023-01-01
ACC0609,R029,Primary_AE,2023-01-01
ACC0610,R166,Primary_AE,2023-01-01
ACC0610,R168,SDR,2024-03-01
ACC0610,R169,Overlay_Specialist,2023-01-01
ACC0611,R025,Primary_AE,2023-01-01
ACC0611,R005,SDR,2023-01-01
ACC0611,R080,Overlay_Specialist,2023-01-01
ACC0612,R007,Primary_AE,2023-01-01
ACC0613,R027,Primary_AE,2023-01-01
ACC0614,R082,Primary_AE,2023-01-01
ACC0615,R177,Primary_AE,2023-01-01
ACC0616,R141,Primary_AE,2023-01-01
ACC0616,R108,Overlay_Specialist,2023-01-01
ACC0617,R085,Primary_AE,2023-01-01
ACC0617,R144,SDR,2023-01-01
ACC0617,R141,Overlay_Specialist,2023-01-01
ACC0618,R050,Primary_AE,2023-01-01
ACC0619,R191,Primary_AE,2023-01-01
ACC0619,R187,Overlay_Specialist,2023-01-01
ACC0620,R177,Primary_AE,2023-01-01
ACC0621,R154,Primary_AE,2023-01-01
ACC0622,R023,Primary_AE,2023-01-01
ACC0623,R060,Primary_AE,2023-01-01
ACC0624,R090,Primary_AE,2023-01-01
ACC0624,R130,Overlay_Specialist,2023-01-01
ACC0625,R066,Primary_AE,2023-01-01
ACC0626,R139,Primary_AE,2023-01-01
ACC0626,R141,SDR,2023-01-01
ACC0627,R090,Primary_AE,2023-01-01
ACC0627,R160,SDR,2023-01-01
ACC0628,R045,Primary_AE,2023-01-01
ACC0629,R170,Primary_AE,2023-01-01
ACC0630,R166,Primary_AE,2023-01-01
ACC0631,R017,Primary_AE,2023-01-01
ACC0632,R124,Primary_AE,2023-01-01
ACC0633,R200,Primary_AE,2023-01-01
ACC0633,R189,SDR,2023-01-01
ACC0634,R134,Primary_AE,2023-01-01
ACC0635,R097,Primary_AE,2023-01-01
ACC0636,R103,Primary_AE,2023-01-01
ACC0636,R117,SDR,2023-01-01
ACC0637,R029,Primary_AE,2023-01-01
ACC0637,R008,SDR,2023-01-01
ACC0638,R074,Primary_AE,2023-01-01
ACC0638,R061,Overlay_Specialist,2023-01-01
ACC0639,R044,Primary_AE,2023-01-01
ACC0639,R047,SDR,2023-01-01
ACC0640,R194,Primary_AE,2023-01-01
ACC0641,R034,Primary_AE,2023-01-01
ACC0642,R058,Primary_AE,2023-01-01
ACC0642,R062,SDR,2023-01-01
ACC0643,R189,Primary_AE,2023-01-01
ACC0644,R101,Primary_AE,2023-01-01
ACC0645,R146,Primary_AE,2023-01-01
ACC0645,R103,SDR,2023-01-01
ACC0646,R128,Primary_AE,2023-01-01
ACC0647,R117,Primary_AE,2023-01-01
ACC0648,R145,Primary_AE,2023-01-01
ACC0649,R172,Primary_AE,2023-01-01
ACC0650,R045,Primary_AE,2023-01-01
ACC0651,R061,Primary_AE,2023-01-01
ACC0652,R117,Primary_AE,2023-01-01
ACC0652,R145,SDR,2023-01-01
ACC0653,R128,Primary_AE,2023-01-01
ACC0654,R110,Primary_AE,2023-01-01
ACC0655,R136,Primary_AE,2023-01-01
ACC0656,R150,Primary_AE,2023-01-01
ACC0656,R114,SDR,2023-01-01
ACC0657,R038,Primary_AE,2023-01-01
ACC0658,R021,Primary_AE,2023-01-01
ACC0658,R061,Overlay_Specialist,2023-01-01
ACC0659,R196,Primary_AE,2023-01-01
ACC0659,R173,SDR,2023-01-01
ACC0660,R179,Primary_AE,2023-01-01
ACC0660,R171,SDR,2023-01-01
ACC0660,R198,Overlay_Specialist,2023-01-01
ACC0661,R117,Primary_AE,2023-01-01
ACC0661,R082,SDR,2023-01-01
ACC0661,R149,Overlay_Specialist,2023-01-01
ACC0662,R104,Primary_AE,2023-01-01
ACC0663,R122,Primary_AE,2023-01-01
ACC0663,R116,SDR,2023-01-01
ACC0664,R161,Primary_AE,2023-01-01
ACC0664,R183,SDR,2024-03-01
ACC0665,R036,Primary_AE,2023-01-01
ACC0665,R072,Overlay_Specialist,2023-01-01
ACC0666,R041,Primary_AE,2023-01-01
ACC0667,R040,Primary_AE,2023-01-01
ACC0668,R120,Primary_AE,2023-01-01
ACC0669,R155,Primary_AE,2023-01-01
ACC0669,R109,SDR,2023-01-01
ACC0669,R089,Overlay_Specialist,2023-01-01
ACC0670,R071,Primary_AE,2023-01-01
ACC0670,R026,Overlay_Specialist,2023-01-01
ACC0671,R088,Primary_AE,2023-01-01
ACC0672,R127,Primary_AE,2023-01-01
ACC0673,R156,Primary_AE,2023-01-01
ACC0673,R149,SDR,2023-01-01
ACC0674,R096,Primary_AE,2023-01-01
ACC0674,R095,SDR,2023-01-01
ACC0675,R009,Primary_AE,2023-01-01
ACC0676,R017,Primary_AE,2023-01-01
ACC0677,R036,Primary_AE,2023-01-01
ACC0677,R050,SDR,2023-01-01
ACC0677,R075,Overlay_Specialist,2023-01-01
ACC0678,R061,Primary_AE,2023-01-01
ACC0678,R075,Overlay_Specialist,2023-01-01
ACC0679,R175,Primary_AE,2023-01-01
ACC0680,R153,Primary_AE,2023-01-01
ACC0681,R158,Primary_AE,2023-01-01
ACC0682,R016,Primary_AE,2023-01-01
ACC0683,R128,Primary_AE,2023-01-01
ACC0683,R126,SDR,2023-01-01
ACC0684,R142,Primary_AE,2023-01-01
ACC0685,R016,Primary_AE,2023-01-01
ACC0686,R109,Primary_AE,2023-01-01
ACC0687,R063,Primary_AE,2023-01-01
ACC0687,R030,Overlay_Specialist,2023-01-01
ACC0688,R044,Primary_AE,2023-01-01
ACC0689,R105,Primary_AE,2023-01-01
ACC0689,R139,SDR,2023-01-01
ACC0690,R132,Primary_AE,2023-01-01
ACC0691,R076,Primary_AE,2023-01-01
ACC0692,R025,Primary_AE,2023-01-01
ACC0693,R052,Primary_AE,2023-01-01
ACC0693,R036,SDR,2023-01-01
ACC0694,R018,Primary_AE,2023-01-01
ACC0694,R034,Overlay_Specialist,2023-01-01
ACC0695,R096,Primary_AE,2023-01-01
ACC0696,R103,Primary_AE,2023-01-01
ACC0697,R068,Primary_AE,2023-01-01
ACC0698,R161,Primary_AE,2023-01-01
ACC0698,R199,Overlay_Specialist,2023-01-01
ACC0699,R071,Primary_AE,2023-01-01
ACC0699,R070,Overlay_Specialist,2023-01-01
ACC0700,R055,Primary_AE,2023-01-01
ACC0700,R013,Overlay_Specialist,2023-01-01
ACC0701,R109,Primary_AE,2023-01-01
ACC0701,R103,SDR,2023-01-01
ACC0702,R139,Primary_AE,2023-01-01
ACC0703,R083,Primary_AE,2023-01-01
ACC0703,R136,SDR,2023-01-01
ACC0704,R123,Primary_AE,2023-01-01
ACC0704,R113,Overlay_Specialist,2023-01-01
ACC0705,R003,Primary_AE,2023-01-01
ACC0705,R028,SDR,2023-01-01
ACC0706,R092,Primary_AE,2023-01-01
ACC0707,R170,Primary_AE,2023-01-01
ACC0707,R182,Overlay_Specialist,2023-01-01
ACC0708,R127,Primary_AE,2023-01-01
ACC0709,R104,Primary_AE,2023-01-01
ACC0709,R088,SDR,2023-01-01
ACC0710,R157,Primary_AE,2023-01-01
ACC0710,R159,SDR,2023-01-01
ACC0711,R121,Primary_AE,2023-01-01
ACC0711,R142,SDR,2023-01-01
ACC0712,R158,Primary_AE,2023-01-01
ACC0713,R148,Primary_AE,2023-01-01
ACC0714,R009,Primary_AE,2023-01-01
ACC0714,R064,SDR,2023-01-01
ACC0715,R068,Primary_AE,2023-01-01
ACC0715,R007,SDR,2023-01-01
ACC0716,R091,Primary_AE,2023-01-01
ACC0717,R031,Primary_AE,2023-01-01
ACC0717,R079,Overlay_Specialist,2023-01-01
ACC0718,R042,Primary_AE,2023-01-01
ACC0719,R011,Primary_AE,2023-01-01
ACC0719,R045,Overlay_Specialist,2023-01-01
ACC0720,R085,Primary_AE,2023-01-01
ACC0721,R198,Primary_AE,2023-01-01
ACC0721,R199,SDR,2023-01-01
ACC0722,R146,Primary_AE,2023-01-01
ACC0723,R172,Primary_AE,2023-01-01
ACC0724,R066,Primary_AE,2023-01-01
ACC0724,R042,Overlay_Specialist,2023-01-01
ACC0725,R142,Primary_AE,2023-01-01
ACC0725,R104,SDR,2023-01-01
ACC0726,R113,Primary_AE,2023-01-01
ACC0726,R096,Overlay_Specialist,2023-01-01
ACC0727,R102,Primary_AE,2023-01-01
ACC0727,R135,SDR,2023-01-01
ACC0728,R081,Primary_AE,2023-01-01
ACC0729,R070,Primary_AE,2023-01-01
ACC0730,R012,Primary_AE,2023-01-01
ACC0730,R047,SDR,2023-01-01
ACC0731,R086,Primary_AE,2023-01-01
ACC0731,R109,SDR,2023-01-01
ACC0732,R111,Primary_AE,2023-01-01
ACC0732,R090,SDR,2023-01-01
ACC0733,R069,Primary_AE,2023-01-01
ACC0734,R027,Primary_AE,2023-01-01
ACC0735,R084,Primary_AE,2023-01-01
ACC0736,R143,Primary_AE,2023-01-01
ACC0736,R089,SDR,2023-01-01
ACC0737,R104,Primary_AE,2023-01-01
ACC0737,R117,SDR,2023-01-01
ACC0737,R130,Overlay_Specialist,2023-01-01
ACC0738,R015,Primary_AE,2023-01-01
ACC0738,R075,SDR,2023-01-01
ACC0738,R076,Overlay_Specialist,2023-01-01
ACC0739,R022,Primary_AE,2023-01-01
ACC0739,R028,SDR,2023-01-01
ACC0739,R023,Overlay_Specialist,2023-01-01
ACC0740,R071,Primary_AE,2023-01-01
ACC0740,R023,SDR,2023-01-01
ACC0741,R084,Primary_AE,2023-01-01
ACC0742,R078,Primary_AE,2023-01-01
ACC0742,R048,SDR,2023-01-01
ACC0743,R006,Primary_AE,2023-01-01
ACC0744,R071,Primary_AE,2023-01-01
ACC0745,R186,Primary_AE,2023-01-01
ACC0746,R014,Primary_AE,2023-01-01
ACC0747,R153,Primary_AE,2023-01-01
ACC0748,R143,Primary_AE,2023-01-01
ACC0749,R162,Primary_AE,2023-01-01
ACC0749,R198,SDR,2024-03-01
ACC0750,R199,Primary_AE,2023-01-01
ACC0750,R171,SDR,2023-01-01
ACC0750,R186,Overlay_Specialist,2023-01-01
ACC0751,R134,Primary_AE,2023-01-01
ACC0752,R155,Primary_AE,2023-01-01
ACC0752,R140,Overlay_Specialist,2023-01-01
ACC0753,R056,Primary_AE,2023-01-01
ACC0753,R053,Overlay_Specialist,2023-01-01
ACC0754,R090,Primary_AE,2023-01-01
ACC0754,R158,SDR,2023-01-01
ACC0755,R079,Primary_AE,2023-01-01
ACC0756,R173,Primary_AE,2023-01-01
ACC0757,R179,Primary_AE,2023-01-01
ACC0758,R094,Primary_AE,2023-01-01
ACC0758,R102,Overlay_Specialist,2023-01-01
ACC0759,R154,Primary_AE,2023-01-01
ACC0760,R071,Primary_AE,2023-01-01
ACC0761,R134,Primary_AE,2023-01-01
ACC0762,R194,Primary_AE,2023-01-01
ACC0762,R198,Overlay_Specialist,2023-01-01
ACC0763,R106,Primary_AE,2023-01-01
ACC0763,R098,SDR,2023-01-01
ACC0764,R164,Primary_AE,2023-01-01
ACC0764,R168,SDR,2024-03-01
ACC0764,R198,Overlay_Specialist,2023-01-01
ACC0765,R071,Primary_AE,2023-01-01
ACC0765,R045,Overlay_Specialist,2023-01-01
ACC0766,R068,Primary_AE,2023-01-01
ACC0766,R048,Overlay_Specialist,2023-01-01
ACC0767,R102,Primary_AE,2023-01-01
ACC0767,R122,SDR,2023-01-01
ACC0768,R076,Primary_AE,2023-01-01
ACC0769,R024,Primary_AE,2023-01-01
ACC0769,R021,SDR,2023-01-01
ACC0770,R065,Primary_AE,2023-01-01
ACC0771,R095,Primary_AE,2023-01-01
ACC0771,R093,SDR,2023-01-01
ACC0772,R153,Primary_AE,2023-01-01
ACC0773,R092,Primary_AE,2023-01-01
ACC0773,R152,Overlay_Specialist,2023-01-01
ACC0774,R023,Primary_AE,2023-01-01
ACC0775,R069,Primary_AE,2023-01-01
ACC0776,R063,Primary_AE,2023-01-01
ACC0776,R044,Overlay_Specialist,2023-01-01
ACC0777,R180,Primary_AE,2023-01-01
ACC0777,R179,SDR,2024-03-01
ACC0777,R189,Overlay_Specialist,2023-01-01
ACC0778,R119,Primary_AE,2023-01-01
ACC0779,R008,Primary_AE,2023-01-01
ACC0779,R065,Overlay_Specialist,2023-01-01
ACC0780,R190,Primary_AE,2023-01-01
ACC0781,R098,Primary_AE,2023-01-01
ACC0782,R028,Primary_AE,2023-01-01
ACC0783,R168,Primary_AE,2023-01-01
ACC0784,R013,Primary_AE,2023-01-01
ACC0784,R057,Overlay_Specialist,2023-01-01
ACC0785,R053,Primary_AE,2023-01-01
ACC0786,R049,Primary_AE,2023-01-01
ACC0787,R070,Primary_AE,2023-01-01
ACC0788,R054,Primary_AE,2023-01-01
ACC0789,R194,Primary_AE,2023-01-01
ACC0789,R188,Overlay_Specialist,2023-01-01
ACC0790,R086,Primary_AE,2023-01-01
ACC0791,R161,Primary_AE,2023-01-01
ACC0791,R179,SDR,2024-03-01
ACC0792,R007,Primary_AE,2023-01-01
ACC0793,R026,Primary_AE,2023-01-01
ACC0794,R120,Primary_AE,2023-01-01
ACC0795,R126,Primary_AE,2023-01-01
ACC0796,R009,Primary_AE,2023-01-01
ACC0797,R008,Primary_AE,2023-01-01
ACC0798,R098,Primary_AE,2023-01-01
ACC0798,R115,SDR,2023-01-01
ACC0799,R141,Primary_AE,2023-01-01
ACC0799,R136,SDR,2023-01-01
ACC0799,R120,Overlay_Specialist,2023-01-01
ACC0800,R178,Primary_AE,2023-01-01
ACC0800,R171,Overlay_Specialist,2023-01-01
ACC0801,R059,Primary_AE,2023-01-01
ACC0802,R118,Primary_AE,2023-01-01
ACC0803,R123,Primary_AE,2023-01-01
ACC0803,R086,SDR,2023-01-01
ACC0803,R139,Overlay_Specialist,2023-01-01
ACC0804,R180,Primary_AE,2023-01-01
ACC0805,R001,Primary_AE,2023-01-01
ACC0806,R049,Primary_AE,2023-01-01
ACC0807,R098,Primary_AE,2023-01-01
ACC0808,R059,Primary_AE,2023-01-01
ACC0809,R120,Primary_AE,2023-01-01
ACC0809,R111,SDR,2023-01-01
ACC0809,R111,Overlay_Specialist,2023-01-01
ACC0810,R153,Primary_AE,2023-01-01
ACC0810,R108,SDR,2023-01-01
ACC0810,R088,Overlay_Specialist,2023-01-01
ACC0811,R153,Primary_AE,2023-01-01
ACC0812,R169,Primary_AE,2023-01-01
ACC0812,R162,SDR,2023-01-01
ACC0813,R150,Primary_AE,2023-01-01
ACC0813,R087,SDR,2023-01-01
ACC0814,R067,Primary_AE,2023-01-01
ACC0814,R017,SDR,2023-01-01
ACC0815,R085,Primary_AE,2023-01-01
ACC0816,R100,Primary_AE,2023-01-01
