pv_entry_id,project_id,work_package_id,control_account_id,reporting_period,cumulative_pv_usd,bac_usd,schedule_revision,schedule_effective_from,pv_calculation_method
PV-000255,P003,WP-001,CA-P003-01,2024-03,610561.19,658666.01,original,2023-10-01,Linear interpolation
PV-000256,P003,WP-001,CA-P003-01,2024-01,473478.21,802658.3,revised,2024-01-15,Linear interpolation
PV-000257,P003,WP-001,CA-P003-01,2024-02,604248.38,802658.3,revised,2024-01-15,Linear interpolation
PV-000258,P003,WP-001,CA-P003-01,2024-03,744037.19,802658.3,revised,2024-01-15,Linear interpolation
PV-000259,P003,WP-002,CA-P003-01,2024-01,507118.09,871609.21,original,2023-10-01,Linear interpolation
PV-000260,P003,WP-002,CA-P003-01,2024-02,736905.97,871609.21,original,2023-10-01,Linear interpolation
PV-000261,P003,WP-002,CA-P003-01,2024-03,871609.21,871609.21,original,2023-10-01,Linear interpolation
PV-000262,P003,WP-002,CA-P003-01,2024-01,667565.89,1147378.88,revised,2024-01-15,Linear interpolation
PV-000263,P003,WP-002,CA-P003-01,2024-02,970056.69,1147378.88,revised,2024-01-15,Linear interpolation
PV-000264,P003,WP-002,CA-P003-01,2024-03,1147378.88,1147378.88,revised,2024-01-15,Linear interpolation
PV-000265,P003,WP-003,CA-P003-01,2024-01,341128.9,911997.68,original,2023-10-01,Linear interpolation
PV-000266,P003,WP-003,CA-P003-01,2024-02,442075.21,911997.68,original,2023-10-01,Linear interpolation
PV-000267,P003,WP-003,CA-P003-01,2024-03,549983.33,911997.68,original,2023-10-01,Linear interpolation
PV-000268,P003,WP-004,CA-P003-01,2024-01,793140.07,1599610.22,original,2023-10-01,Linear interpolation
PV-000269,P003,WP-004,CA-P003-01,2024-02,986426.3,1599610.22,original,2023-10-01,Linear interpolation
PV-000270,P003,WP-004,CA-P003-01,2024-03,1193042.62,1599610.22,original,2023-10-01,Linear interpolation
PV-000271,P003,WP-005,CA-P003-01,2024-01,134138.73,164954.39,original,2023-10-01,Linear interpolation
PV-000272,P003,WP-005,CA-P003-01,2024-02,164954.39,164954.39,original,2023-10-01,Linear interpolation
PV-000273,P003,WP-005,CA-P003-01,2024-03,164954.39,164954.39,original,2023-10-01,Linear interpolation
PV-000274,P003,WP-006,CA-P003-02,2024-01,323819.03,817445.6,original,2023-10-01,Linear interpolation
PV-000275,P003,WP-006,CA-P003-02,2024-02,438340.39,817445.6,original,2023-10-01,Linear interpolation
PV-000276,P003,WP-006,CA-P003-02,2024-03,560759.78,817445.6,original,2023-10-01,Linear interpolation
PV-000277,P003,WP-007,CA-P003-02,2024-01,738234.21,1460926.64,original,2023-10-01,Linear interpolation
PV-000278,P003,WP-007,CA-P003-02,2024-02,963589.91,1460926.64,original,2023-10-01,Linear interpolation
PV-000279,P003,WP-007,CA-P003-02,2024-03,1204487.39,1460926.64,original,2023-10-01,Linear interpolation
PV-000280,P003,WP-008,CA-P003-02,2024-01,398938.64,701930.01,original,2023-10-01,Linear interpolation
PV-000281,P003,WP-008,CA-P003-02,2024-02,545384.47,701930.01,original,2023-10-01,Linear interpolation
PV-000282,P003,WP-008,CA-P003-02,2024-03,701930.01,701930.01,original,2023-10-01,Linear interpolation
PV-000283,P003,WP-009,CA-P003-02,2024-01,448595.55,448595.55,original,2023-10-01,Linear interpolation
PV-000284,P003,WP-009,CA-P003-02,2024-02,448595.55,448595.55,original,2023-10-01,Linear interpolation
PV-000285,P003,WP-009,CA-P003-02,2024-03,448595.55,448595.55,original,2023-10-01,Linear interpolation
PV-000286,P003,WP-010,CA-P003-02,2024-01,630921.52,1682457.38,original,2023-10-01,Linear interpolation
PV-000287,P003,WP-010,CA-P003-02,2024-02,805176.03,1682457.38,original,2023-10-01,Linear interpolation
PV-000288,P003,WP-010,CA-P003-02,2024-03,991448.1,1682457.38,original,2023-10-01,Linear interpolation
PV-000289,P003,WP-011,CA-P003-03,2024-01,446067.53,1175352.53,original,2023-10-01,Linear interpolation
PV-000290,P003,WP-011,CA-P003-03,2024-02,651400.2,1175352.53,original,2023-10-01,Linear interpolation
PV-000291,P003,WP-011,CA-P003-03,2024-03,870893.74,1175352.53,original,2023-10-01,Linear interpolation
PV-000292,P003,WP-012,CA-P003-03,2024-01,702736.02,1310721.12,original,2023-10-01,Linear interpolation
PV-000293,P003,WP-012,CA-P003-03,2024-02,931717.42,1310721.12,original,2023-10-01,Linear interpolation
PV-000294,P003,WP-012,CA-P003-03,2024-03,1176490.64,1310721.12,original,2023-10-01,Linear interpolation
PV-000295,P003,WP-013,CA-P003-03,2024-01,568907.97,858266.33,original,2023-10-01,Linear interpolation
PV-000296,P003,WP-013,CA-P003-03,2024-02,711134.96,858266.33,original,2023-10-01,Linear interpolation
PV-000297,P003,WP-013,CA-P003-03,2024-03,858266.33,858266.33,original,2023-10-01,Linear interpolation
PV-000298,P003,WP-014,CA-P003-03,2024-01,297714.4,603585.35,original,2023-10-01,Linear interpolation
PV-000299,P003,WP-014,CA-P003-03,2024-02,415984.5,603585.35,original,2023-10-01,Linear interpolation
PV-000300,P003,WP-014,CA-P003-03,2024-03,542411.16,603585.35,original,2023-10-01,Linear interpolation
PV-000301,P003,WP-015,CA-P003-03,2024-01,193175.9,266685.32,original,2023-10-01,Linear interpolation
PV-000302,P003,WP-015,CA-P003-03,2024-02,242752.02,266685.32,original,2023-10-01,Linear interpolation
PV-000303,P003,WP-015,CA-P003-03,2024-03,266685.32,266685.32,original,2023-10-01,Linear interpolation
PV-000304,P003,WP-016,CA-P003-04,2024-01,163485.51,538053.59,original,2023-10-01,Linear interpolation
PV-000305,P003,WP-016,CA-P003-04,2024-02,223499.18,538053.59,original,2023-10-01,Linear interpolation
PV-000306,P003,WP-016,CA-P003-04,2024-03,287651.73,538053.59,original,2023-10-01,Linear interpolation
PV-000307,P003,WP-017,CA-P003-04,2024-01,311436.53,1125190.03,original,2023-10-01,Linear interpolation
PV-000308,P003,WP-017,CA-P003-04,2024-02,457108.45,1125190.03,original,2023-10-01,Linear interpolation
PV-000309,P003,WP-017,CA-P003-04,2024-03,612826.71,1125190.03,original,2023-10-01,Linear interpolation
PV-000310,P003,WP-018,CA-P003-04,2024-01,343776.05,1318663.34,original,2023-10-01,Linear interpolation
PV-000311,P003,WP-018,CA-P003-04,2024-02,492574.63,1318663.34,original,2023-10-01,Linear interpolation
PV-000312,P003,WP-018,CA-P003-04,2024-03,651635.19,1318663.34,original,2023-10-01,Linear interpolation
PV-000313,P003,WP-019,CA-P003-04,2024-01,424979.44,424979.44,original,2023-10-01,Linear interpolation
PV-000314,P003,WP-019,CA-P003-04,2024-02,424979.44,424979.44,original,2023-10-01,Linear interpolation
PV-000315,P003,WP-019,CA-P003-04,2024-03,424979.44,424979.44,original,2023-10-01,Linear interpolation
PV-000316,P003,WP-020,CA-P003-04,2024-01,816042.43,1986216.48,original,2023-10-01,Linear interpolation
PV-000317,P003,WP-020,CA-P003-04,2024-02,1039299.32,1986216.48,original,2023-10-01,Linear interpolation
PV-000318,P003,WP-020,CA-P003-04,2024-03,1277953.24,1986216.48,original,2023-10-01,Linear interpolation
PV-000319,P003,WP-021,CA-P003-05,2024-01,651357.75,948716.73,original,2023-10-01,Linear interpolation
PV-000320,P003,WP-021,CA-P003-05,2024-02,856677.05,948716.73,original,2023-10-01,Linear interpolation
PV-000321,P003,WP-021,CA-P003-05,2024-03,948716.73,948716.73,original,2023-10-01,Linear interpolation
PV-000322,P003,WP-022,CA-P003-05,2024-01,455004.76,1694892.73,original,2023-10-01,Linear interpolation
PV-000323,P003,WP-022,CA-P003-05,2024-02,619943.99,1694892.73,original,2023-10-01,Linear interpolation
PV-000324,P003,WP-022,CA-P003-05,2024-03,796258.33,1694892.73,original,2023-10-01,Linear interpolation
PV-000325,P003,WP-023,CA-P003-05,2024-01,72856.51,144592.16,original,2023-10-01,Linear interpolation
PV-000326,P003,WP-023,CA-P003-05,2024-02,105361.73,144592.16,original,2023-10-01,Linear interpolation
PV-000327,P003,WP-023,CA-P003-05,2024-03,140108.68,144592.16,original,2023-10-01,Linear interpolation
PV-000328,P003,WP-024,CA-P003-05,2024-01,578844.45,868266.68,original,2023-10-01,Linear interpolation
PV-000329,P003,WP-024,CA-P003-05,2024-02,774036.19,868266.68,original,2023-10-01,Linear interpolation
PV-000330,P003,WP-024,CA-P003-05,2024-03,868266.68,868266.68,original,2023-10-01,Linear interpolation
PV-000331,P003,WP-025,CA-P003-05,2024-01,96000.34,160364.2,original,2023-10-01,Linear interpolation
PV-000332,P003,WP-025,CA-P003-05,2024-02,127636.81,160364.2,original,2023-10-01,Linear interpolation
PV-000333,P003,WP-025,CA-P003-05,2024-03,160364.2,160364.2,original,2023-10-01,Linear interpolation
PV-000334,P003,WP-026,CA-P003-06,2024-01,458300.11,718984.57,original,2023-10-01,Linear interpolation
PV-000335,P003,WP-026,CA-P003-06,2024-02,580233.16,718984.57,original,2023-10-01,Linear interpolation
PV-000336,P003,WP-026,CA-P003-06,2024-03,710575.39,718984.57,original,2023-10-01,Linear interpolation
PV-000337,P003,WP-027,CA-P003-06,2024-01,288869.91,413480.46,original,2023-10-01,Linear interpolation
PV-000338,P003,WP-027,CA-P003-06,2024-02,370999.59,413480.46,original,2023-10-01,Linear interpolation
PV-000339,P003,WP-027,CA-P003-06,2024-03,413480.46,413480.46,original,2023-10-01,Linear interpolation
PV-000340,P003,WP-028,CA-P003-06,2024-01,762606.38,1695582.27,original,2023-10-01,Linear interpolation
PV-000341,P003,WP-028,CA-P003-06,2024-02,997878.56,1695582.27,original,2023-10-01,Linear interpolation
PV-000342,P003,WP-028,CA-P003-06,2024-03,1249376.41,1695582.27,original,2023-10-01,Linear interpolation
PV-000343,P003,WP-029,CA-P003-06,2024-01,344454.06,936379.97,original,2023-10-01,Linear interpolation
PV-000344,P003,WP-029,CA-P003-06,2024-02,441436.27,936379.97,original,2023-10-01,Linear interpolation
PV-000345,P003,WP-029,CA-P003-06,2024-03,545106.91,936379.97,original,2023-10-01,Linear interpolation
PV-000346,P003,WP-030,CA-P003-06,2024-01,386895.25,638610.23,original,2023-10-01,Linear interpolation
PV-000347,P003,WP-030,CA-P003-06,2024-02,522075.52,638610.23,original,2023-10-01,Linear interpolation
PV-000348,P003,WP-030,CA-P003-06,2024-03,638610.23,638610.23,original,2023-10-01,Linear interpolation
PV-000349,P003,WP-031,CA-P003-07,2024-01,621401.01,1226868.67,original,2023-10-01,Linear interpolation
PV-000350,P003,WP-031,CA-P003-07,2024-02,852434.73,1226868.67,original,2023-10-01,Linear interpolation
PV-000351,P003,WP-031,CA-P003-07,2024-03,1099401.8,1226868.67,original,2023-10-01,Linear interpolation
PV-000352,P003,WP-032,CA-P003-07,2024-01,118362.82,118362.82,original,2023-10-01,Linear interpolation
PV-000353,P003,WP-032,CA-P003-07,2024-02,118362.82,118362.82,original,2023-10-01,Linear interpolation
PV-000354,P003,WP-032,CA-P003-07,2024-03,118362.82,118362.82,original,2023-10-01,Linear interpolation
PV-000355,P003,WP-033,CA-P003-07,2024-01,290440.35,1315782.79,original,2023-10-01,Linear interpolation
PV-000356,P003,WP-033,CA-P003-07,2024-02,418058.08,1315782.79,original,2023-10-01,Linear interpolation
PV-000357,P003,WP-033,CA-P003-07,2024-03,554477.03,1315782.79,original,2023-10-01,Linear interpolation
PV-000358,P003,WP-034,CA-P003-07,2024-01,609376.33,1427852.39,original,2023-10-01,Linear interpolation
PV-000359,P003,WP-034,CA-P003-07,2024-02,782630.39,1427852.39,original,2023-10-01,Linear interpolation
PV-000360,P003,WP-034,CA-P003-07,2024-03,967833.0,1427852.39,original,2023-10-01,Linear interpolation
PV-000361,P003,WP-035,CA-P003-07,2024-01,478821.3,1058195.08,original,2023-10-01,Linear interpolation
PV-000362,P003,WP-035,CA-P003-07,2024-02,617679.48,1058195.08,original,2023-10-01,Linear interpolation
PV-000363,P003,WP-035,CA-P003-07,2024-03,766114.09,1058195.08,original,2023-10-01,Linear interpolation
PV-000364,P003,WP-036,CA-P003-08,2024-01,113319.44,195378.34,original,2023-10-01,Linear interpolation
PV-000365,P003,WP-036,CA-P003-08,2024-02,151092.58,195378.34,original,2023-10-01,Linear interpolation
PV-000366,P003,WP-036,CA-P003-08,2024-03,191470.77,195378.34,original,2023-10-01,Linear interpolation
PV-000367,P003,WP-037,CA-P003-08,2024-01,580330.35,1578498.54,original,2023-10-01,Linear interpolation
PV-000368,P003,WP-037,CA-P003-08,2024-02,748626.15,1578498.54,original,2023-10-01,Linear interpolation
PV-000369,P003,WP-037,CA-P003-08,2024-03,928528.55,1578498.54,original,2023-10-01,Linear interpolation
PV-000370,P003,WP-038,CA-P003-08,2024-01,427471.44,1124656.99,original,2023-10-01,Linear interpolation
PV-000371,P003,WP-038,CA-P003-08,2024-02,575050.86,1124656.99,original,2023-10-01,Linear interpolation
PV-000372,P003,WP-038,CA-P003-08,2024-03,732808.17,1124656.99,original,2023-10-01,Linear interpolation
PV-000373,P003,WP-039,CA-P003-08,2024-01,642734.4,2034148.44,original,2023-10-01,Linear interpolation
PV-000374,P003,WP-039,CA-P003-08,2024-02,847561.85,2034148.44,original,2023-10-01,Linear interpolation
PV-000375,P003,WP-039,CA-P003-08,2024-03,1066515.33,2034148.44,original,2023-10-01,Linear interpolation
PV-000376,P003,WP-040,CA-P003-08,2024-01,586494.36,665915.47,original,2023-10-01,Linear interpolation
PV-000377,P003,WP-040,CA-P003-08,2024-02,665915.47,665915.47,original,2023-10-01,Linear interpolation
PV-000378,P003,WP-040,CA-P003-08,2024-03,665915.47,665915.47,original,2023-10-01,Linear interpolation
PV-000379,P004,WP-001,CA-P004-01,2024-01,127084.92,166917.51,original,2023-10-01,Linear interpolation
PV-000380,P004,WP-001,CA-P004-01,2024-02,166917.51,166917.51,original,2023-10-01,Linear interpolation
PV-000381,P004,WP-001,CA-P004-01,2024-03,166917.51,166917.51,original,2023-10-01,Linear interpolation
PV-000382,P004,WP-001,CA-P004-01,2024-01,150852.94,198135.21,revised,2024-01-15,Linear interpolation
PV-000383,P004,WP-001,CA-P004-01,2024-02,198135.21,198135.21,revised,2024-01-15,Linear interpolation
PV-000384,P004,WP-001,CA-P004-01,2024-03,198135.21,198135.21,revised,2024-01-15,Linear interpolation
PV-000385,P004,WP-002,CA-P004-01,2024-01,254863.73,325254.66,original,2023-10-01,Linear interpolation
PV-000386,P004,WP-002,CA-P004-01,2024-02,325254.66,325254.66,original,2023-10-01,Linear interpolation
PV-000387,P004,WP-002,CA-P004-01,2024-03,325254.66,325254.66,original,2023-10-01,Linear interpolation
PV-000388,P004,WP-002,CA-P004-01,2024-01,301007.17,384142.48,revised,2024-01-15,Linear interpolation
PV-000389,P004,WP-002,CA-P004-01,2024-02,384142.48,384142.48,revised,2024-01-15,Linear interpolation
PV-000390,P004,WP-002,CA-P004-01,2024-03,384142.48,384142.48,revised,2024-01-15,Linear interpolation
PV-000391,P004,WP-003,CA-P004-01,2024-01,139688.72,465629.08,original,2023-10-01,Linear interpolation
PV-000392,P004,WP-003,CA-P004-01,2024-02,203989.88,465629.08,original,2023-10-01,Linear interpolation
PV-000393,P004,WP-003,CA-P004-01,2024-03,272725.6,465629.08,original,2023-10-01,Linear interpolation
PV-000394,P004,WP-004,CA-P004-01,2024-01,696098.99,974538.59,original,2023-10-01,Linear interpolation
PV-000395,P004,WP-004,CA-P004-01,2024-02,888354.91,974538.59,original,2023-10-01,Linear interpolation
PV-000396,P004,WP-004,CA-P004-01,2024-03,974538.59,974538.59,original,2023-10-01,Linear interpolation
PV-000397,P004,WP-005,CA-P004-01,2024-01,607476.78,1706720.49,original,2023-10-01,Linear interpolation
PV-000398,P004,WP-005,CA-P004-01,2024-02,775256.09,1706720.49,original,2023-10-01,Linear interpolation
PV-000399,P004,WP-005,CA-P004-01,2024-03,954606.38,1706720.49,original,2023-10-01,Linear interpolation
PV-000400,P004,WP-006,CA-P004-02,2024-01,769766.75,2147649.24,original,2023-10-01,Linear interpolation
PV-000401,P004,WP-006,CA-P004-02,2024-02,992999.11,2147649.24,original,2023-10-01,Linear interpolation
PV-000402,P004,WP-006,CA-P004-02,2024-03,1231626.8,2147649.24,original,2023-10-01,Linear interpolation
PV-000403,P004,WP-007,CA-P004-02,2024-01,390393.73,657295.57,original,2023-10-01,Linear interpolation
PV-000404,P004,WP-007,CA-P004-02,2024-02,505918.41,657295.57,original,2023-10-01,Linear interpolation
PV-000405,P004,WP-007,CA-P004-02,2024-03,629410.3,657295.57,original,2023-10-01,Linear interpolation
PV-000406,P004,WP-008,CA-P004-02,2024-01,269037.83,401549.0,original,2023-10-01,Linear interpolation
PV-000407,P004,WP-008,CA-P004-02,2024-02,385487.04,401549.0,original,2023-10-01,Linear interpolation
PV-000408,P004,WP-008,CA-P004-02,2024-03,401549.0,401549.0,original,2023-10-01,Linear interpolation
PV-000409,P004,WP-009,CA-P004-02,2024-01,269667.0,1226549.9,original,2023-10-01,Linear interpolation
PV-000410,P004,WP-009,CA-P004-02,2024-02,395801.56,1226549.9,original,2023-10-01,Linear interpolation
PV-000411,P004,WP-009,CA-P004-02,2024-03,530635.06,1226549.9,original,2023-10-01,Linear interpolation
PV-000412,P004,WP-010,CA-P004-02,2024-01,152229.28,152229.28,original,2023-10-01,Linear interpolation
PV-000413,P004,WP-010,CA-P004-02,2024-02,152229.28,152229.28,original,2023-10-01,Linear interpolation
PV-000414,P004,WP-010,CA-P004-02,2024-03,152229.28,152229.28,original,2023-10-01,Linear interpolation
PV-000415,P004,WP-011,CA-P004-03,2024-01,178555.3,787266.53,original,2023-10-01,Linear interpolation
PV-000416,P004,WP-011,CA-P004-03,2024-02,257011.41,787266.53,original,2023-10-01,Linear interpolation
PV-000417,P004,WP-011,CA-P004-03,2024-03,340878.29,787266.53,original,2023-10-01,Linear interpolation
PV-000418,P004,WP-012,CA-P004-03,2024-01,870239.82,1800496.18,original,2023-10-01,Linear interpolation
PV-000419,P004,WP-012,CA-P004-03,2024-02,1087799.78,1800496.18,original,2023-10-01,Linear interpolation
PV-000420,P004,WP-012,CA-P004-03,2024-03,1320363.87,1800496.18,original,2023-10-01,Linear interpolation
PV-000421,P004,WP-013,CA-P004-03,2024-01,415272.95,461414.39,original,2023-10-01,Linear interpolation
PV-000422,P004,WP-013,CA-P004-03,2024-02,461414.39,461414.39,original,2023-10-01,Linear interpolation
PV-000423,P004,WP-013,CA-P004-03,2024-03,461414.39,461414.39,original,2023-10-01,Linear interpolation
PV-000424,P004,WP-014,CA-P004-03,2024-01,351467.45,351467.45,original,2023-10-01,Linear interpolation
PV-000425,P004,WP-014,CA-P004-03,2024-02,351467.45,351467.45,original,2023-10-01,Linear interpolation
PV-000426,P004,WP-014,CA-P004-03,2024-03,351467.45,351467.45,original,2023-10-01,Linear interpolation
PV-000427,P004,WP-015,CA-P004-03,2024-01,687437.53,1703967.5,original,2023-10-01,Linear interpolation
PV-000428,P004,WP-015,CA-P004-03,2024-02,899519.32,1703967.5,original,2023-10-01,Linear interpolation
PV-000429,P004,WP-015,CA-P004-03,2024-03,1126227.45,1703967.5,original,2023-10-01,Linear interpolation
PV-000430,P004,WP-016,CA-P004-04,2024-01,565047.17,1092920.19,original,2023-10-01,Linear interpolation
PV-000431,P004,WP-016,CA-P004-04,2024-02,780657.28,1092920.19,original,2023-10-01,Linear interpolation
PV-000432,P004,WP-016,CA-P004-04,2024-03,1011137.05,1092920.19,original,2023-10-01,Linear interpolation
PV-000433,P004,WP-017,CA-P004-04,2024-01,326284.82,460008.1,original,2023-10-01,Linear interpolation
PV-000434,P004,WP-017,CA-P004-04,2024-02,403844.32,460008.1,original,2023-10-01,Linear interpolation
PV-000435,P004,WP-017,CA-P004-04,2024-03,460008.1,460008.1,original,2023-10-01,Linear interpolation
PV-000436,P004,WP-018,CA-P004-04,2024-01,336060.38,1106540.27,original,2023-10-01,Linear interpolation
PV-000437,P004,WP-018,CA-P004-04,2024-02,454911.0,1106540.27,original,2023-10-01,Linear interpolation
PV-000438,P004,WP-018,CA-P004-04,2024-03,581958.22,1106540.27,original,2023-10-01,Linear interpolation
PV-000439,P004,WP-019,CA-P004-04,2024-01,375828.65,375828.65,original,2023-10-01,Linear interpolation
PV-000440,P004,WP-019,CA-P004-04,2024-02,375828.65,375828.65,original,2023-10-01,Linear interpolation
PV-000441,P004,WP-019,CA-P004-04,2024-03,375828.65,375828.65,original,2023-10-01,Linear interpolation
PV-000442,P004,WP-020,CA-P004-04,2024-01,121939.87,149215.89,original,2023-10-01,Linear interpolation
PV-000443,P004,WP-020,CA-P004-04,2024-02,149215.89,149215.89,original,2023-10-01,Linear interpolation
PV-000444,P004,WP-020,CA-P004-04,2024-03,149215.89,149215.89,original,2023-10-01,Linear interpolation
PV-000445,P004,WP-021,CA-P004-05,2024-01,638371.44,1847522.06,original,2023-10-01,Linear interpolation
PV-000446,P004,WP-021,CA-P004-05,2024-02,856168.76,1847522.06,original,2023-10-01,Linear interpolation
PV-000447,P004,WP-021,CA-P004-05,2024-03,1088986.58,1847522.06,original,2023-10-01,Linear interpolation
PV-000448,P004,WP-022,CA-P004-05,2024-01,455731.62,1010895.6,original,2023-10-01,Linear interpolation
PV-000449,P004,WP-022,CA-P004-05,2024-02,575879.05,1010895.6,original,2023-10-01,Linear interpolation
PV-000450,P004,WP-022,CA-P004-05,2024-03,704312.51,1010895.6,original,2023-10-01,Linear interpolation
PV-000451,P004,WP-023,CA-P004-05,2024-01,288955.86,750271.36,original,2023-10-01,Linear interpolation
PV-000452,P004,WP-023,CA-P004-05,2024-02,362462.18,750271.36,original,2023-10-01,Linear interpolation
PV-000453,P004,WP-023,CA-P004-05,2024-03,441037.89,750271.36,original,2023-10-01,Linear interpolation
PV-000454,P004,WP-024,CA-P004-05,2024-01,613012.89,1069644.94,original,2023-10-01,Linear interpolation
PV-000455,P004,WP-024,CA-P004-05,2024-02,794414.66,1069644.94,original,2023-10-01,Linear interpolation
PV-000456,P004,WP-024,CA-P004-05,2024-03,988326.9,1069644.94,original,2023-10-01,Linear interpolation
PV-000457,P004,WP-025,CA-P004-05,2024-01,594590.52,1481260.59,original,2023-10-01,Linear interpolation
PV-000458,P004,WP-025,CA-P004-05,2024-02,745846.0,1481260.59,original,2023-10-01,Linear interpolation
PV-000459,P004,WP-025,CA-P004-05,2024-03,907532.9,1481260.59,original,2023-10-01,Linear interpolation
PV-000460,P004,WP-026,CA-P004-06,2024-01,798775.65,1970810.94,original,2023-10-01,Linear interpolation
PV-000461,P004,WP-026,CA-P004-06,2024-02,1015266.24,1970810.94,original,2023-10-01,Linear interpolation
PV-000462,P004,WP-026,CA-P004-06,2024-03,1246687.22,1970810.94,original,2023-10-01,Linear interpolation
PV-000463,P004,WP-027,CA-P004-06,2024-01,445737.42,500597.41,original,2023-10-01,Linear interpolation
PV-000464,P004,WP-027,CA-P004-06,2024-02,500597.41,500597.41,original,2023-10-01,Linear interpolation
PV-000465,P004,WP-027,CA-P004-06,2024-03,500597.41,500597.41,original,2023-10-01,Linear interpolation
PV-000466,P004,WP-028,CA-P004-06,2024-01,762010.7,2203204.85,original,2023-10-01,Linear interpolation
PV-000467,P004,WP-028,CA-P004-06,2024-02,1002209.73,2203204.85,original,2023-10-01,Linear interpolation
PV-000468,P004,WP-028,CA-P004-06,2024-03,1258974.2,2203204.85,original,2023-10-01,Linear interpolation
PV-000469,P004,WP-029,CA-P004-06,2024-01,850183.23,1623710.6,original,2023-10-01,Linear interpolation
PV-000470,P004,WP-029,CA-P004-06,2024-02,1052275.97,1623710.6,original,2023-10-01,Linear interpolation
PV-000471,P004,WP-029,CA-P004-06,2024-03,1268306.13,1623710.6,original,2023-10-01,Linear interpolation
PV-000472,P004,WP-030,CA-P004-06,2024-01,756369.72,1434763.18,original,2023-10-01,Linear interpolation
PV-000473,P004,WP-030,CA-P004-06,2024-02,982500.87,1434763.18,original,2023-10-01,Linear interpolation
PV-000474,P004,WP-030,CA-P004-06,2024-03,1224227.28,1434763.18,original,2023-10-01,Linear interpolation
PV-000475,P004,WP-031,CA-P004-07,2024-01,334538.75,334538.75,original,2023-10-01,Linear interpolation
PV-000476,P004,WP-031,CA-P004-07,2024-02,334538.75,334538.75,original,2023-10-01,Linear interpolation
PV-000477,P004,WP-031,CA-P004-07,2024-03,334538.75,334538.75,original,2023-10-01,Linear interpolation
PV-000478,P004,WP-032,CA-P004-07,2024-01,501557.37,515887.58,original,2023-10-01,Linear interpolation
PV-000479,P004,WP-032,CA-P004-07,2024-02,515887.58,515887.58,original,2023-10-01,Linear interpolation
PV-000480,P004,WP-032,CA-P004-07,2024-03,515887.58,515887.58,original,2023-10-01,Linear interpolation
PV-000481,P004,WP-033,CA-P004-07,2024-01,420114.6,552372.9,original,2023-10-01,Linear interpolation
PV-000482,P004,WP-033,CA-P004-07,2024-02,532923.15,552372.9,original,2023-10-01,Linear interpolation
PV-000483,P004,WP-033,CA-P004-07,2024-03,552372.9,552372.9,original,2023-10-01,Linear interpolation
PV-000484,P004,WP-034,CA-P004-07,2024-01,511290.0,511290.0,original,2023-10-01,Linear interpolation
PV-000485,P004,WP-034,CA-P004-07,2024-02,511290.0,511290.0,original,2023-10-01,Linear interpolation
PV-000486,P004,WP-034,CA-P004-07,2024-03,511290.0,511290.0,original,2023-10-01,Linear interpolation
PV-000487,P004,WP-035,CA-P004-07,2024-01,177158.18,228640.05,original,2023-10-01,Linear interpolation
PV-000488,P004,WP-035,CA-P004-07,2024-02,221069.19,228640.05,original,2023-10-01,Linear interpolation
PV-000489,P004,WP-035,CA-P004-07,2024-03,228640.05,228640.05,original,2023-10-01,Linear interpolation
PV-000490,P004,WP-036,CA-P004-08,2024-01,528454.42,1018375.71,original,2023-10-01,Linear interpolation
PV-000491,P004,WP-036,CA-P004-08,2024-02,688091.7,1018375.71,original,2023-10-01,Linear interpolation
PV-000492,P004,WP-036,CA-P004-08,2024-03,858738.44,1018375.71,original,2023-10-01,Linear interpolation
PV-000493,P004,WP-037,CA-P004-08,2024-01,313871.63,545351.95,original,2023-10-01,Linear interpolation
PV-000494,P004,WP-037,CA-P004-08,2024-02,427650.09,545351.95,original,2023-10-01,Linear interpolation
PV-000495,P004,WP-037,CA-P004-08,2024-03,545351.95,545351.95,original,2023-10-01,Linear interpolation
PV-000496,P004,WP-038,CA-P004-08,2024-01,500104.83,602930.12,original,2023-10-01,Linear interpolation
PV-000497,P004,WP-038,CA-P004-08,2024-02,602930.12,602930.12,original,2023-10-01,Linear interpolation
PV-000498,P004,WP-038,CA-P004-08,2024-03,602930.12,602930.12,original,2023-10-01,Linear interpolation
PV-000499,P004,WP-039,CA-P004-08,2024-01,664758.6,1147583.27,original,2023-10-01,Linear interpolation
PV-000500,P004,WP-039,CA-P004-08,2024-02,867684.91,1147583.27,original,2023-10-01,Linear interpolation
PV-000501,P004,WP-039,CA-P004-08,2024-03,1084606.14,1147583.27,original,2023-10-01,Linear interpolation
PV-000502,P004,WP-040,CA-P004-08,2024-01,803895.17,1436017.86,original,2023-10-01,Linear interpolation
PV-000503,P004,WP-040,CA-P004-08,2024-02,1003151.23,1436017.86,original,2023-10-01,Linear interpolation
PV-000504,P004,WP-040,CA-P004-08,2024-03,1216149.1,1436017.86,original,2023-10-01,Linear interpolation
PV-000505,P005,WP-001,CA-P005-01,2024-01,197681.68,412368.24,original,2023-10-01,Linear interpolation
PV-000506,P005,WP-001,CA-P005-01,2024-02,259324.36,412368.24,original,2023-10-01,Linear interpolation
PV-000507,P005,WP-001,CA-P005-01,2024-03,325218.25,412368.24,original,2023-10-01,Linear interpolation
PV-000508,P005,WP-001,CA-P005-01,2024-01,248492.64,518361.0,revised,2024-01-15,Linear interpolation
PV-000509,P005,WP-001,CA-P005-01,2024-02,325979.6,518361.0,revised,2024-01-15,Linear interpolation
