transaction_id,basket_id,customer_id,transaction_date,store_id,item_id,quantity,unit_price,transaction_type
T0012080,B011115,C01747,2024-01-18,11,1210,1,5.13,regular
T0009188,B008471,C00927,2024-10-23,8,1262,1,11.6,regular
T0000720,B000665,C01979,2024-07-31,1,4229,1,4.77,regular
T0013520,B012480,C04665,2024-09-09,17,4116,1,2.53,promo_bundle
T0006773,B006246,C02793,2024-10-24,19,1166,1,16.45,regular
T0000023,B000021,C02971,2024-01-10,10,1065,1,6.53,regular
T0007704,B007106,C02075,2024-01-22,15,1023,1,2.35,regular
T0006186,B005696,C01598,2024-06-27,14,1035,2,2.5,regular
T0015368,B014328,C03960,2024-10-24,10,4124,-1,14.59,regular
T0009797,B009032,C01025,2024-02-05,11,1216,1,2.75,regular
T0006848,B006314,C04080,2024-06-19,1,1005,3,3.94,regular
T0000260,B000241,C03864,2024-03-15,20,1215,1,2.83,regular
T0009598,B008851,C04294,2024-03-14,16,1170,1,4.3,regular
T0008173,B007530,C01416,2024-09-14,16,4142,1,3.99,regular
T0011922,B010975,C02900,2024-08-08,20,1011,1,1.86,regular
T0007080,B006535,C04889,2024-07-29,3,1081,1,5.94,regular
T0000530,B000489,C02778,2024-07-21,18,1240,1,1.78,regular
T0007164,B006612,C03933,2024-10-09,16,1089,1,2.91,regular
T0006319,B005820,C01849,2024-09-03,11,4137,1,4.44,regular
T0010026,B009242,C02857,2024-05-05,15,1121,3,6.33,regular
T0002010,B001857,C00144,2024-07-12,11,1022,2,3.78,regular
T0014429,B013389,C04135,2024-03-11,5,1174,-1,8.91,regular
T0007795,B007189,C01133,2024-05-08,4,1054,1,4.02,regular
T0004339,B004004,C04272,2024-06-22,11,1022,1,3.78,regular
T0011937,B010987,C03841,2024-11-01,14,1170,1,4.3,regular
T0001822,B001680,C03317,2024-05-05,7,1022,1,3.78,regular
T0005145,B004740,C04591,2024-06-30,11,1031,1,4.22,regular
T0007976,B007351,C01863,2024-07-27,1,4151,1,5.0,regular
T0000208,B000194,C01071,2024-12-16,16,1081,1,5.94,regular
T0008950,B008249,C03161,2024-07-08,19,1013,1,1.1,regular
T0011013,B010149,C04882,2024-03-12,6,1151,1,5.0,regular
T0009907,B009129,C00628,2024-11-15,9,4138,3,2.96,regular
T0016434,B015394,C00043,2024-03-13,12,1024,-2,1.61,regular
T0006692,B006170,C01766,2024-08-04,3,1081,2,5.94,regular
T0007790,B007184,C00976,2024-10-15,5,1022,1,3.78,regular
T0025001,B004597,C02005,2024-03-09,6,4228,-3,5.56,regular
T0012995,B011957,C01814,2024-03-20,10,1207,1,8.95,regular
T0012853,B011823,C04112,2024-10-27,20,4109,1,13.56,regular
T0000447,B000414,C04027,2024-03-25,14,1090,1,2.69,regular
T0012743,B011724,C01562,2024-01-12,12,1028,1,1.38,regular
T0005058,B004661,C03260,2024-08-26,4,4238,1,6.38,regular
T0000232,B000216,C00311,2024-06-18,3,1272,2,5.13,regular
T0001074,B000991,C04003,2024-10-13,8,4056,2,3.62,regular
T0014486,B013446,C00630,2024-04-13,13,1215,-2,2.83,regular
T0018178,B017138,C02117,2024-10-18,16,1177,-1,19.14,regular
T0008373,B007709,C04423,2024-04-14,9,1274,2,3.58,regular
T0000505,B000468,C02952,2024-12-10,16,1013,1,1.1,regular
T0003940,B003642,C03970,2024-03-14,12,1209,1,4.49,regular
T0004578,B004223,C04519,2024-11-28,11,1008,3,1.34,regular
T0002720,B002500,C00671,2024-06-12,14,1116,1,2.53,regular
T0009038,B008328,C04537,2024-09-26,7,1022,1,3.78,regular
T0001140,B001052,C04686,2024-07-01,3,4068,1,7.09,regular
T0012675,B011660,C00562,2024-02-01,13,1031,1,4.22,regular
T0000337,B000314,C00402,2024-02-14,4,1126,1,1.15,regular
T0012396,B011402,C02465,2024-12-31,2,4054,1,4.02,regular
T0022062,B021022,C00431,2024-01-16,2,1081,-2,5.94,regular
T0006452,B005944,C03943,2024-01-09,14,1081,1,5.94,regular
T0024690,B000792,C00504,2024-12-07,3,1228,-1,5.56,regular
T0013591,B012551,C03472,2024-08-28,15,1168,1,4.0,promo_bundle
T0001745,B001611,C04629,2024-06-22,6,1022,1,3.78,regular
T0019515,B018475,C04257,2024-07-22,7,4225,-1,2.7,regular
T0011405,B010506,C02773,2024-07-11,1,1086,2,4.98,regular
T0006792,B006263,C01805,2024-05-30,14,1143,2,6.74,regular
T0012610,B011597,C03208,2024-09-07,13,4068,1,7.09,regular
T0010948,B010088,C02388,2024-01-25,5,1145,2,2.94,regular
T0008001,B007376,C01113,2024-05-15,6,1065,2,6.53,regular
T0000128,B000119,C04224,2024-07-25,9,4137,1,4.44,regular
T0000059,B000053,C03304,2024-07-06,12,4122,1,14.94,regular
T0005544,B005105,C04648,2024-02-19,6,1171,1,18.86,regular
T0021629,B020589,C03816,2024-02-10,9,1266,-3,11.35,regular
T0006353,B005854,C03974,2024-12-20,13,4103,1,7.41,regular
T0022218,B021178,C03299,2024-07-07,10,1066,-1,6.25,regular
T0003148,B002902,C04439,2024-09-20,19,1194,2,4.47,regular
T0012154,B011184,C02821,2024-10-08,12,1167,1,12.48,regular
T0011338,B010445,C01359,2024-02-29,6,1115,1,1.65,regular
T0013207,B012167,C02568,2024-09-13,8,1167,1,12.48,promo_bundle
T0012929,B011895,C04085,2024-07-21,7,4142,1,3.99,regular
T0010411,B009596,C04050,2024-06-17,15,1023,1,2.35,regular
T0004324,B003992,C01263,2024-10-30,2,4138,1,2.96,regular
T0001779,B001641,C03215,2024-11-13,12,4136,1,5.24,regular
T0011722,B010797,C04298,2024-03-03,15,1209,1,4.49,regular
T0010054,B009267,C02247,2024-04-18,2,1063,2,3.86,regular
T0010260,B009458,C01887,2024-03-22,16,1033,1,3.13,regular
T0009415,B008686,C01119,2024-05-12,6,1151,2,5.0,regular
T0007578,B006989,C04503,2024-07-27,6,1250,1,8.38,regular
T0010425,B009609,C04174,2024-03-31,12,1146,2,4.24,regular
T0008153,B007511,C01597,2024-04-27,15,1008,3,1.34,regular
T0001849,B001705,C03518,2024-03-27,1,1009,1,2.68,regular
T0000023,B000021,C02971,2024-01-10,10,1116,1,2.53,regular
T0005829,B005366,C01240,2024-11-29,4,1093,1,5.43,regular
T0004261,B003934,C04794,2024-06-18,2,1175,1,4.92,regular
T0012226,B011250,C00129,2024-05-15,11,1051,1,6.92,regular
T0007933,B007311,C01138,2024-03-01,20,1064,1,8.55,regular
T0010207,B009412,C01262,2024-04-10,5,1136,1,5.24,regular
T0003556,B003285,C00204,2024-11-08,19,1013,1,1.1,regular
T0009446,B008713,C00705,2024-02-19,16,1230,1,7.27,regular
T0000772,B000714,C03642,2024-12-02,2,4155,1,4.46,regular
T0005553,B005113,C00667,2024-10-12,11,1197,1,4.4,regular
T0016974,B015934,C04180,2024-04-04,6,1149,-1,6.28,regular
T0000037,B000034,C02239,2024-06-18,4,1081,1,5.94,regular
T0002966,B002731,C03068,2024-02-17,13,1175,1,4.92,regular
T0003892,B003598,C00536,2024-05-23,8,1009,1,2.68,regular
T0001131,B001043,C00100,2024-06-04,5,1103,2,7.41,regular
T0011697,B010775,C03413,2024-08-26,13,1271,1,7.85,regular
T0009539,B008801,C03762,2024-01-01,6,1011,1,1.86,regular
T0000978,B000901,C03608,2024-04-25,7,1115,2,1.65,regular
T0006449,B005942,C03994,2024-09-16,18,4137,1,4.44,regular
T0017955,B016915,C01241,2024-01-11,19,1151,-2,5.0,regular
T0004596,B004240,C00952,2024-04-30,17,1035,1,2.5,regular
T0005012,B004618,C00545,2024-08-07,6,4118,1,12.08,regular
T0003744,B003464,C04341,2024-06-01,13,1032,1,3.91,regular
T0007644,B007050,C02154,2024-11-19,15,1241,1,4.21,regular
T0012691,B011674,C03377,2024-08-11,10,4229,1,4.77,regular
T0000838,B000773,C03862,2024-10-22,13,1174,2,8.91,regular
T0005135,B004730,C04059,2024-08-23,4,1243,3,7.88,regular
T0019628,B018588,C00266,2024-02-15,7,1113,-1,8.12,regular
T0002598,B002390,C04637,2024-05-23,12,1222,1,1.56,regular
T0006934,B006396,C03560,2024-11-19,5,4068,2,7.09,regular
T0005668,B005218,C04921,2024-11-09,6,4216,1,2.75,regular
T0000864,B000799,C02070,2024-05-04,12,1139,1,5.02,regular
T0010845,B009992,C04132,2024-01-06,4,1109,1,13.56,regular
T0008427,B007757,C00708,2024-12-10,13,1188,1,3.89,regular
T0000440,B000408,C01865,2024-09-20,14,4136,3,5.24,regular
T0014439,B013399,C02346,2024-08-29,16,1166,-1,16.45,regular
T0013420,B012380,C01032,2024-07-07,17,4058,1,3.94,promo_bundle
T0007689,B007092,C03736,2024-06-04,5,1169,1,9.18,regular
T0004239,B003915,C03720,2024-09-03,20,1013,1,1.1,regular
T0017641,B016601,C02471,2024-10-02,7,4150,-2,3.13,regular
T0013055,B012015,C00991,2024-02-05,11,1216,1,2.75,promo_bundle
T0005694,B005243,C04764,2024-10-17,14,4125,1,13.04,regular
T0012783,B011761,C00856,2024-11-20,6,1188,1,3.89,regular
T0005140,B004735,C03066,2024-08-15,14,1187,1,8.35,regular
T0000056,B000050,C00794,2024-03-13,2,1009,1,2.68,regular
T0004708,B004344,C01525,2024-02-10,14,1063,1,3.86,regular
T0007154,B006602,C02346,2024-08-21,16,1166,1,16.45,regular
T0001644,B001515,C00657,2024-01-26,3,1013,2,1.1,regular
T0017688,B016648,C01482,2024-07-14,1,4212,-1,2.79,regular
T0005157,B004752,C04000,2024-04-21,13,1244,1,2.98,regular
T0005535,B005097,C02047,2024-06-13,11,1027,1,1.36,regular
T0002987,B002751,C03759,2024-06-14,8,1168,1,4.0,regular
T0008362,B007700,C01481,2024-04-14,3,1214,1,5.7,regular
T0009664,B008911,C03936,2024-11-28,5,4238,1,6.38,regular
T0011227,B010342,C02307,2024-09-07,14,1011,1,1.86,regular
T0003178,B002932,C02393,2024-06-29,19,1262,3,11.6,regular
T0007669,B007073,C01464,2024-05-04,12,1101,1,6.53,regular
T0018068,B017028,C01083,2024-08-05,16,4237,-1,6.82,regular
T0006196,B005705,C02380,2024-08-29,6,1168,1,4.0,regular
T0001270,B001172,C00251,2024-01-20,4,1061,2,4.58,regular
T0006618,B006098,C03180,2024-03-20,11,1228,1,5.56,regular
T0010138,B009346,C00905,2024-07-10,2,4058,1,3.94,regular
T0010270,B009468,C04076,2024-02-28,5,1214,2,5.7,regular
T0006442,B005935,C04015,2024-05-30,16,1225,1,2.7,regular
T0004493,B004143,C04272,2024-03-10,16,1229,1,4.77,regular
T0006749,B006225,C01165,2024-09-18,7,4207,1,8.95,regular
T0008783,B008091,C00539,2024-07-01,5,1013,1,1.1,regular
T0009583,B008839,C00544,2024-09-23,17,1175,1,4.92,regular
T0007840,B007231,C02108,2024-01-06,2,1265,1,12.98,regular
T0009781,B009018,C00798,2024-04-20,2,1232,3,2.51,regular
T0001093,B001008,C01520,2024-12-02,19,1082,1,4.37,regular
T0003040,B002803,C01707,2024-03-13,19,1014,1,1.79,regular
T0020086,B019046,C04046,2024-09-20,20,1263,-1,8.49,regular
T0012383,B011391,C03366,2024-11-21,14,4109,1,13.56,regular
T0009733,B008975,C04947,2024-12-24,10,4066,1,6.25,regular
T0001049,B000968,C01583,2024-07-18,9,4230,1,7.27,regular
T0016213,B015173,C04435,2024-05-14,11,1240,-1,1.78,regular
T0008851,B008155,C04746,2024-04-21,15,1145,1,2.94,regular
T0000806,B000744,C04428,2024-06-29,2,1009,1,2.68,regular
T0003774,B003492,C01149,2024-04-25,14,1103,1,7.41,regular
T0011499,B010593,C04257,2024-07-19,7,1013,1,1.1,regular
T0011772,B010841,C02656,2024-08-27,6,4114,1,2.26,regular
T0011780,B010849,C00210,2024-01-29,16,1012,1,3.01,regular
T0016035,B014995,C02649,2024-12-29,8,1089,-2,2.91,regular
T0020160,B019120,C03652,2024-12-07,10,4051,-1,6.92,regular
T0001416,B001307,C02928,2024-10-16,2,1248,1,3.22,regular
T0000338,B000315,C02645,2024-06-02,12,1143,1,6.74,regular
T0017689,B016649,C00798,2024-04-29,2,1014,-1,1.79,regular
T0004872,B004491,C03143,2024-10-04,16,4215,1,2.83,regular
T0005337,B004918,C02727,2024-04-25,18,1012,1,3.01,regular
T0006607,B006087,C04016,2024-08-31,18,1272,1,5.13,regular
T0007871,B007254,C02842,2024-11-05,11,1247,2,4.37,regular
T0005775,B005317,C02541,2024-11-24,15,1023,3,2.35,regular
T0002349,B002159,C03937,2024-04-23,11,1244,2,2.98,regular
T0019949,B018909,C04964,2024-03-13,6,1059,-1,6.44,regular
T0004096,B003787,C00051,2024-02-21,5,1066,1,6.25,regular
T0024507,B006732,C01479,2024-05-26,5,1022,1,3.78,promo_bundle
T0003328,B003074,C02184,2024-10-21,13,1009,1,2.68,regular
T0006516,B006005,C03094,2024-10-28,16,1248,1,3.22,regular
T0021263,B020223,C00077,2024-07-04,20,1142,-2,3.99,regular
T0002248,B002069,C03702,2024-09-13,2,4058,1,3.94,regular
T0007862,B007247,C02569,2024-11-15,17,1011,2,1.86,regular
T0010399,B009585,C02328,2024-11-07,5,4218,3,6.04,regular
T0009210,B008492,C02166,2024-10-09,7,4225,1,2.7,regular
T0014544,B013504,C04234,2024-04-28,6,1066,-1,6.25,regular
T0024539,B006737,C00496,2024-01-04,9,1058,1,3.94,promo_bundle
T0002705,B002487,C02075,2024-05-08,6,1116,2,2.53,regular
T0003152,B002906,C04588,2024-09-17,9,4215,1,2.83,regular
T0015340,B014300,C04728,2024-07-05,20,1235,-2,4.38,regular
T0004632,B004275,C03905,2024-04-14,9,1241,1,4.21,regular
T0012504,B011499,C03043,2024-09-27,5,4054,1,4.02,regular
T0005209,B004801,C01190,2024-01-15,19,1238,1,6.38,regular
T0011434,B010532,C01971,2024-02-28,9,1214,1,5.7,regular
T0011204,B010321,C03766,2024-03-12,8,1218,1,6.04,regular
T0004091,B003782,C03970,2024-12-27,1,4109,1,13.56,regular
T0012739,B011720,C04293,2024-12-18,19,4214,1,5.7,regular
T0012196,B011223,C02246,2024-02-11,8,1108,2,9.17,regular
T0000887,B000821,C03025,2024-09-28,10,1009,1,2.68,regular
T0010557,B009729,C02921,2024-12-21,3,1169,1,9.18,regular
T0011475,B010571,C02720,2024-05-14,1,1137,1,4.44,regular
T0016084,B015044,C04773,2024-10-15,13,1031,-1,4.22,regular
T0010199,B009405,C01817,2024-05-24,9,1035,2,2.5,regular
T0002294,B002109,C03331,2024-08-20,3,4226,2,2.05,regular
T0009102,B008389,C01741,2024-05-09,18,1268,1,12.25,regular
T0001637,B001509,C02517,2024-01-28,14,1013,1,1.1,regular
T0013501,B012461,C03341,2024-04-30,5,1116,1,2.53,promo_bundle
T0007959,B007336,C02165,2024-09-10,10,1194,1,4.47,regular
T0013374,B012334,C02619,2024-08-13,9,4103,1,7.41,promo_bundle
T0007340,B006770,C04508,2024-01-28,3,1031,1,4.22,regular
T0017420,B016380,C04089,2024-04-22,8,1226,-1,2.05,regular
T0009528,B008791,C02101,2024-05-19,17,1210,2,5.13,regular
T0006573,B006057,C02619,2024-11-22,8,4212,2,2.79,regular
T0005716,B005264,C02980,2024-01-05,8,1031,3,4.22,regular
T0004716,B004350,C01934,2024-02-22,12,1031,2,4.22,regular
T0001441,B001328,C01788,2024-09-28,4,4061,1,4.58,regular
T0009917,B009137,C03843,2024-11-10,17,1081,1,5.94,regular
T0003518,B003251,C01090,2024-10-02,5,4213,1,3.69,regular
T0012947,B011911,C03802,2024-09-23,8,1290,1,4.85,regular
T0004476,B004128,C00704,2024-06-16,6,1139,1,5.02,regular
T0008289,B007633,C01684,2024-10-22,18,4232,1,2.51,regular
T0007789,B007183,C04001,2024-03-08,13,1248,1,3.22,regular
T0008319,B007661,C01638,2024-08-18,7,1003,1,2.09,regular
T0009490,B008754,C03237,2024-01-13,11,1225,1,2.7,regular
T0006039,B005557,C01955,2024-03-21,4,1008,1,1.34,regular
T0009882,B009105,C00191,2024-10-26,11,4238,1,6.38,regular
T0004233,B003910,C00061,2024-05-07,20,1186,1,8.31,regular
T0007789,B007183,C04001,2024-03-08,13,1109,1,13.56,regular
T0013708,B012668,C02702,2024-10-25,11,4232,-1,2.51,regular
T0001980,B001827,C00426,2024-12-01,15,4231,2,7.45,regular
T0002570,B002365,C03779,2024-07-18,7,4212,1,2.79,regular
T0003259,B003007,C01703,2024-02-15,18,1214,1,5.7,regular
T0006238,B005745,C00518,2024-12-14,18,4215,3,2.83,regular
T0009016,B008309,C04641,2024-08-29,3,4118,2,12.08,regular
T0013012,B011974,C00944,2024-01-08,9,1244,3,2.98,regular
T0010868,B010013,C00890,2024-03-10,13,1178,2,5.36,regular
T0021788,B020748,C00224,2024-07-01,5,1148,-1,6.51,regular
T0003901,B003607,C01067,2024-06-03,7,1089,1,2.91,regular
T0011297,B010407,C03237,2024-05-28,3,1022,1,3.78,regular
T0011473,B010569,C02716,2024-03-20,14,1137,1,4.44,regular
T0001434,B001322,C01937,2024-06-22,16,1066,1,6.25,regular
T0003642,B003368,C00020,2024-11-27,16,4066,2,6.25,regular
T0012161,B011191,C01113,2024-07-08,7,1287,2,14.94,regular
T0008645,B007963,C00794,2024-07-13,5,4229,1,4.77,regular
T0003293,B003039,C02588,2024-03-03,17,1225,1,2.7,regular
T0012547,B011538,C01443,2024-06-21,4,1240,1,1.78,regular
T0005889,B005420,C03801,2024-06-04,13,1117,1,9.77,regular
T0013552,B012512,C04253,2024-04-10,17,1142,1,3.99,promo_bundle
T0005700,B005249,C03533,2024-10-06,17,1188,2,3.89,regular
T0004102,B003792,C03199,2024-10-31,11,4139,2,5.02,regular
T0010116,B009326,C00057,2024-06-30,8,1061,1,4.58,regular
T0001822,B001680,C03317,2024-05-05,7,1032,1,3.91,regular
T0000803,B000742,C01430,2024-11-18,5,4224,1,6.34,regular
T0004284,B003955,C00102,2024-07-10,16,4234,1,4.44,regular
T0004987,B004593,C02404,2024-09-22,6,1033,1,3.13,regular
T0004012,B003708,C00037,2024-09-05,11,4217,1,1.56,regular
T0008434,B007763,C03849,2024-02-02,10,1168,1,4.0,regular
T0014776,B013736,C00223,2024-04-04,10,1247,-1,4.37,regular
T0020800,B019760,C01817,2024-12-15,1,4210,-1,5.13,regular
T0002567,B002362,C02368,2024-11-01,1,1013,2,1.1,regular
T0005531,B005093,C02821,2024-04-07,20,1115,1,1.65,regular
T0010231,B009433,C03512,2024-10-29,18,4154,2,5.68,regular
T0005446,B005016,C01777,2024-12-17,6,4065,1,6.53,regular
T0006824,B006292,C01532,2024-09-24,2,4229,3,4.77,regular
T0004284,B003955,C00102,2024-07-10,16,1003,2,2.09,regular
T0009084,B008372,C03156,2024-02-06,9,1215,1,2.83,regular
T0010766,B009923,C03253,2024-05-25,3,1068,1,7.09,regular
T0005834,B005371,C02744,2024-05-11,3,1058,1,3.94,regular
T0012076,B011111,C01007,2024-07-28,8,1242,2,3.7,regular
T0009177,B008461,C04367,2024-10-23,13,1246,1,4.58,regular
T0012283,B011301,C01823,2024-02-29,8,1081,2,5.94,regular
T0005696,B005245,C04210,2024-07-27,4,4151,1,5.0,regular
T0008746,B008056,C00374,2024-03-13,4,1240,2,1.78,regular
T0011690,B010769,C03600,2024-04-02,4,1235,1,4.38,regular
T0006508,B005997,C02108,2024-01-17,1,1033,1,3.13,regular
T0006533,B006021,C02758,2024-01-21,20,1194,2,4.47,regular
T0022962,B021922,C04280,2024-07-05,17,1030,-1,3.4,regular
T0020497,B019457,C00629,2024-05-15,20,1051,-1,6.92,regular
T0009541,B008803,C03745,2024-09-24,16,1274,3,3.58,regular
T0023935,B022895,C04134,2024-04-08,12,1215,-1,2.83,regular
T0006891,B006356,C01048,2024-06-17,18,1150,1,3.13,regular
T0005235,B004826,C04909,2024-09-30,6,1281,2,14.81,regular
T0008564,B007889,C01158,2024-03-26,19,1285,1,8.07,regular
T0008751,B008060,C03454,2024-06-26,8,1215,1,2.83,regular
T0008947,B008246,C00787,2024-12-29,19,1081,3,5.94,regular
T0006627,B006107,C00045,2024-01-02,16,1137,1,4.44,regular
T0005395,B004970,C01584,2024-10-08,12,1166,1,16.45,regular
T0000830,B000765,C01924,2024-12-17,1,4218,1,6.04,regular
T0005814,B005353,C00317,2024-06-04,14,1106,1,8.85,regular
T0011688,B010767,C03534,2024-04-20,1,1013,1,1.1,regular
T0008426,B007756,C01258,2024-07-08,14,1030,1,3.4,regular
T0008672,B007990,C01631,2024-06-18,13,1136,2,5.24,regular
T0003630,B003357,C03986,2024-10-17,15,4228,2,5.56,regular
T0005041,B004645,C03058,2024-03-09,19,1214,3,5.7,regular
T0022182,B021142,C04041,2024-05-13,8,1051,-1,6.92,regular
T0005665,B005215,C04072,2024-11-16,3,4051,2,6.92,regular
T0001352,B001245,C01514,2024-06-16,13,1089,1,2.91,regular
T0001632,B001504,C01680,2024-11-16,10,4206,2,3.48,regular
T0013388,B012348,C04196,2024-04-14,12,1168,1,4.0,promo_bundle
T0011185,B010304,C00598,2024-04-30,3,1188,1,3.89,regular
T0005145,B004740,C04591,2024-06-30,11,1136,1,5.24,regular
T0002577,B002371,C03682,2024-06-04,15,1030,1,3.4,regular
T0010509,B009685,C00880,2024-05-03,14,1175,1,4.92,regular
T0007774,B007170,C03609,2024-10-01,18,4051,1,6.92,regular
T0004613,B004257,C00982,2024-09-25,5,4226,1,2.05,regular
T0003771,B003489,C03344,2024-08-04,15,1282,1,6.17,regular
T0007085,B006540,C01794,2024-08-19,20,4138,1,2.96,regular
T0008003,B007378,C04749,2024-05-07,7,1066,1,6.25,regular
T0020579,B019539,C01549,2024-03-23,8,1189,-1,6.32,regular
T0001568,B001446,C02105,2024-10-21,13,4232,1,2.51,regular
T0009091,B008379,C02668,2024-01-17,14,1168,1,4.0,regular
T0012985,B011947,C02963,2024-07-04,16,1190,2,6.84,regular
T0017742,B016702,C00463,2024-09-01,2,4142,-1,3.99,regular
T0008632,B007951,C02573,2024-12-06,9,1035,1,2.5,regular
T0010798,B009949,C01832,2024-08-05,13,4209,2,4.49,regular
T0006844,B006310,C01771,2024-05-25,10,1008,1,1.34,regular
T0001217,B001125,C03190,2024-06-16,4,1009,1,2.68,regular
T0022736,B021696,C00384,2024-06-13,18,1102,-1,13.79,regular
T0017166,B016126,C04490,2024-02-03,7,1013,-1,1.1,regular
T0006076,B005591,C03432,2024-10-16,5,1286,1,14.48,regular
T0017280,B016240,C00242,2024-10-28,18,1188,-1,3.89,regular
T0000472,B000437,C02883,2024-02-03,14,1105,2,4.44,regular
T0004496,B004146,C03956,2024-08-18,11,4054,1,4.02,regular
T0000319,B000296,C01528,2024-02-15,7,1210,1,5.13,regular
T0013439,B012399,C00650,2024-11-14,15,4207,1,8.95,promo_bundle
T0008809,B008115,C03181,2024-02-01,8,1017,1,1.87,regular
T0000243,B000226,C04182,2024-09-13,3,1241,1,4.21,regular
T0013063,B012023,C04883,2024-03-17,2,1142,1,3.99,promo_bundle
T0004050,B003744,C02668,2024-07-15,4,4051,1,6.92,regular
T0008483,B007811,C03169,2024-05-13,13,1142,3,3.99,regular
T0005951,B005475,C02091,2024-06-24,11,1065,1,6.53,regular
T0007549,B006963,C00817,2024-08-26,9,1170,1,4.3,regular
T0007715,B007117,C00947,2024-10-21,15,1167,1,12.48,regular
T0005747,B005291,C04542,2024-04-18,2,1107,2,4.67,regular
T0012330,B011341,C02774,2024-10-17,15,4106,1,8.85,regular
T0011138,B010261,C03315,2024-08-13,19,4109,3,13.56,regular
T0006825,B006292,C01532,2024-09-24,2,4052,1,2.31,regular
T0000597,B000551,C03502,2024-07-14,3,4235,2,4.38,regular
T0002384,B002190,C02487,2024-02-28,18,1179,1,11.77,regular
T0000268,B000248,C02893,2024-07-30,17,1020,1,1.02,regular
T0005263,B004851,C00949,2024-08-11,19,1188,1,3.89,regular
T0000981,B000904,C01867,2024-11-05,12,4230,1,7.27,regular
T0003563,B003292,C04699,2024-05-06,19,1190,2,6.84,regular
T0010825,B009974,C04475,2024-02-09,12,1030,1,3.4,regular
T0004753,B004381,C01821,2024-03-22,12,1216,1,2.75,regular
T0000209,B000195,C00519,2024-01-24,9,1136,2,5.24,regular
T0013428,B012388,C02282,2024-11-20,8,4054,1,4.02,promo_bundle
T0009296,B008570,C02724,2024-02-24,12,1228,2,5.56,regular
T0013930,B012890,C03347,2024-02-19,15,1216,-2,2.75,regular
T0012016,B011057,C02260,2024-06-21,6,1109,3,13.56,regular
T0010022,B009239,C04489,2024-04-30,9,1081,1,5.94,regular
T0019215,B018175,C01906,2024-02-24,1,1151,-2,5.0,regular
T0002970,B002735,C04669,2024-11-26,4,4054,1,4.02,regular
T0012589,B011577,C00109,2024-05-31,3,1013,1,1.1,regular
T0004384,B004046,C02996,2024-09-03,14,4215,3,2.83,regular
T0020472,B019432,C01188,2024-12-15,15,1002,-1,1.09,regular
T0001716,B001584,C02357,2024-05-21,4,1029,1,4.38,regular
T0000485,B000449,C04595,2024-07-01,16,1004,1,1.88,regular
T0002885,B002655,C01329,2024-05-05,3,1118,2,12.08,regular
T0010907,B010050,C01665,2024-07-13,17,1008,2,1.34,regular
T0008233,B007584,C04075,2024-07-24,5,1009,1,2.68,regular
T0010411,B009596,C04050,2024-06-17,15,1059,1,6.44,regular
T0003344,B003089,C04957,2024-10-24,5,4223,1,2.89,regular
T0007228,B006670,C04594,2024-05-27,2,1056,1,3.62,regular
T0005451,B005020,C02240,2024-05-25,10,1214,1,5.7,regular
T0004351,B004015,C04703,2024-07-18,13,4138,2,2.96,regular
T0001389,B001280,C01918,2024-09-27,18,1009,1,2.68,regular
T0000215,B000201,C04034,2024-03-25,5,1004,1,1.88,regular
T0001890,B001745,C02261,2024-07-03,13,1188,1,3.89,regular
T0005308,B004893,C04802,2024-06-14,8,1039,2,4.44,regular
T0004290,B003961,C00550,2024-03-23,2,1168,1,4.0,regular
T0008134,B007493,C00462,2024-03-13,2,1016,1,3.17,regular
T0010866,B010011,C04054,2024-09-12,6,1263,2,8.49,regular
T0002224,B002047,C04150,2024-03-13,17,1175,1,4.92,regular
T0006026,B005545,C00592,2024-10-23,18,1168,2,4.0,regular
T0022835,B021795,C03140,2024-05-25,14,1245,-3,2.51,regular
T0011811,B010875,C04019,2024-03-30,20,1188,1,3.89,regular
T0011333,B010440,C04276,2024-10-30,13,1248,1,3.22,regular
T0002726,B002506,C03612,2024-05-18,2,1232,1,2.51,regular
T0011933,B010984,C00196,2024-03-04,11,1170,1,4.3,regular
T0006259,B005764,C02434,2024-01-25,10,1207,1,8.95,regular
T0010005,B009222,C01966,2024-03-19,18,1174,1,8.91,regular
T0015064,B014024,C01285,2024-03-13,6,1218,-1,6.04,regular
T0008481,B007809,C02579,2024-06-15,16,1022,1,3.78,regular
T0008798,B008104,C00032,2024-12-27,1,4227,2,8.47,regular
T0003081,B002844,C02377,2024-02-07,1,1281,3,14.81,regular
T0010926,B010069,C04001,2024-03-30,5,1242,1,3.7,regular
T0003542,B003271,C00298,2024-03-21,10,1051,1,6.92,regular
T0010193,B009399,C04048,2024-08-31,8,1241,1,4.21,regular
T0008388,B007723,C00345,2024-09-03,16,4214,1,5.7,regular
T0000922,B000850,C01267,2024-10-19,11,1030,3,3.4,regular
T0009935,B009155,C00172,2024-05-11,16,1081,1,5.94,regular
T0012632,B011618,C04163,2024-05-25,3,1009,3,2.68,regular
T0004209,B003888,C01924,2024-06-13,13,1221,1,7.87,regular
T0009795,B009030,C00336,2024-03-25,13,1014,1,1.79,regular
T0024962,B004061,C00047,2024-03-12,6,4228,-1,5.56,regular
T0012706,B011689,C00596,2024-02-29,14,1247,1,4.37,regular
T0008696,B008012,C01204,2024-07-15,17,1175,1,4.92,regular
T0004146,B003831,C00326,2024-04-10,11,1115,2,1.65,regular
T0008983,B008281,C04306,2024-01-25,19,1216,1,2.75,regular
